!kung	kʌŋ
!kung	ǃkʌŋ
abri	æbɹi
abridge	əbɹɪd͡ʒ
abridge	əbɹɪd͡ʒ
abridged	əbɹɪdʒd
abridgement	əbɹɪd͡ʒmn̩t
abridger	əbɹɪd͡ʒɚ
abridges	əbɹɪdʒɪz
abridging	əbɹɪdʒɪŋ
abridgment	əbɹɪd͡ʒmn̩t
abrim	əbɹɪm
abrin	eɪbɹən
abrin	æbɹən
abrin	eɪbɹɪn
abrin	æbɹɪn
abrine	eɪbɹin
abrine	æbɹin
abrine	æbɹin
abris	ɑbɹi
abris	ɑbɹiz
abristle	əbɹɪsl̩
abroach	əbɹoʊt͡ʃ
abroad	əbɹɔːd
abroad	əbɹɔd
abroch	aːbʀoχ
abrocome	æbɹəkoʊm
abrogable	æbɹəɡəbl̩
abrogate	æbɹəɡət
abrogate	æbɹəɡət
abrogate	æbɹəʊɡeɪt
abrogate	æbɹəɡeɪt
abrogate	æbɹoʊɡeɪt
abrogate	æbɹəɡeɪt
abrogation	æbɹəɡeɪʃn̩
abrogator	æbɹəɡeɪtɚ
abronia	əbɹoʊniə
abrood	əbɹud
abrook	əbɹʊk
abrotanum	əbɹɑtn̩əm
abrotine	æbɹətin
abrupt	əbɹʌpt
abrupt	abɹʌpt
abruption	əbɹʌpʃn̩
abruptly	əbɹʌpli
abruptly	əbɹʌptli
abruptness	əbɹʌpnəs
abruptness	əbɹʌptnəs
abs	æbz
absalom	æbsələm
absaroka	æbsɑɹəkə
absaroke	æbsɑɹəki
absaroke	æbsoɹki
absarokee	æbsɑɹəki
absarokee	æbsoɹki
absatively	æbsətɪvli
abscess	æbsɛs
abscess	æbsɪs
abscind	əbsɪnd
abscind	æbsɪnd
abscise	əbsaɪz
abscise	æbsaɪz
abscisic	æbsɪsɪk
abscisin	æbsəsən
abscisin	æbsɪsən
abscision	æbsɪʒn̩
absciss	æbsɪs
absciss	æbsɪs
absciss	əbsɪs
absciss	æbsɪs
abscissa	æbsɪsə
abscissae	æbsɪsi
abscissae	æbsɪsiː
abscissæ	æbsɪsi
abscissin	æbsəsən
abscissin	æbsɪsən
abscission	æbsɪʃn̩
abscission	æbsɪʒn̩
abscond	əbskɒnd
abscond	æbskɑnd
abscond	æbzkɑnd
abscondence	æbzkɑndn̩ts
abscondence	æbzkɑndn̩s
abscondence	æbskɑndn̩ts
abscondence	æbskɑndn̩s
absconder	æbskɑndɚ
absconder	æbzkɑndɚ
absconder	æbskɒndɚ
absconsio	æbskɑnsioʊ
abscopal	æbskoʊpl̩
abseil	æbseɪl
abseil	æbsaɪl
abseil	ɑpzaɪl
abseil	ɑpzaɪl̩
abseil	ɑbzaɪl
abseil	æbseɪl
abseiler	ɑpzaɪlɚ
abseiler	ɑpzaɪl̩ɚ
abseiler	ɑbzaɪlɚ
abseiler	æbseɪlɚ
absence	æbsn̩s
absence	æbsn̩ts
absence	æbsɑns
absence	æbsɑns
absent	æbsn̩t
absent	æbsn̩t
absent	æbsɛnt
absent	æbsɛnt
absentation	æbsənteɪʃn̩
absentation	æbsɛnteɪʃn̩
absentee	æbsn̩ti
absenteeism	æbsəntiːɪzm̩
absenteeism	æbsəntiɪzm̩
absenteeship	æbsn̩tiʃɪp
absenter	æbsɛntɚ
absenter	æbsəntɚ
absentia	æbsɛntʃiə
absentia	æbsɛntʃə
absently	æbsn̩tli
absentness	æbsn̩tnəs
absinth	æbsɪnθ
absinth	æbsɪnθ
absinthe	æbsɪnθ
absinthe	æbsæ̃θ
absinthiin	æbsɪnθiən
absinthin	æbsɪnθɪn
absinthine	æbsɪnθən
absinthine	æbsɪnθaɪn
absinthism	æbsənθɪzm̩
absinthismic	æbsənθɪzmək
absinthium	æbsɪnθim̩
absinthol	æbsənθɔl
absinthol	æbsənθoʊl
absis	æbsɪs
absolute	æbsəluːt
absolute	æbsəljuːt
absolute	æbsəlut
absolute	æbsəlut
absolute	æbsəluːt
absolute	æbsəlut
absolutely	æbsəljuːtlɪ
absolutely	æbsəlutli
absolutely	æbsəlutli
absoluteness	absəluːtnəs
absoluteness	absəluːtnəs
absoluteness	æbsəlutnəs
absolution	æbsəljuːʃn̩
absolution	æbsəljuʃn̩
absolutisation	æbsəlutəzeɪʃn̩
absolutisation	æbsəljutəzeɪʃn̩
absolutise	æbsəlutaɪz
absolutise	æbsəljutaɪz
absolutism	æbsəluːtɪzm̩
absolutism	æbsəljuːtɪzm̩
absolutism	æbsəlutɪzm̩
absolutism	æbsəljutɪzm̩
absolutist	æbsəluːtɪst
absolutist	æbsəljuːtɪst
absolutist	æbsəlutɪst
absolutistic	æbsəlutɪstɪk
absolutistically	æbsəlutɪstɪkl̩i
absolutistically	æbsəlutɪstɪkli
absolutive	æbsəluːtɪv
absolutization	æbsəlutəzeɪʃn̩
absolutization	æbsəljutəzeɪʃn̩
absolutize	æbsəluːtaɪz
absolutize	æbsəljuːtaɪz
absolutize	æbsəlutaɪz
absolutize	æbsəljutaɪz
absolutory	æbsɑljətɔɹi
absolvable	æbzɑlvəbl̩
absolvable	əbzɑlvəbl̩
absolve	əbzɒlv
absolve	æbzɑlv
absolve	æbsɑlv
absolve	əbzɑlv
absolve	əbsɑlv
absolvent	æbzɑlvn̩t
absolvent	əbzɑlvn̩t
absolvent	æbsɑlvn̩t
absolvent	əbsɑlvn̩t
absolver	æbzɑlvɚ
absolver	əbzɑlvɚ
absolvitor	æbsɒlvɪtɔː
absolvitor	æbsɑlvətɚ
absolvitor	æbzɑlvətɚ
absolvitor	æbsɑlvətɔɹ
absolvitor	æbzɑlvətɔɹ
absolvitory	æbzɑlvətɔɹi
absolvitory	æbsɑlvətɔɹi
absolviture	æbsɒlvɪtjuːə
absonant	æbsənn̩t
absonant	æbsnn̩t
absonous	æbsənəs
absorb	əbzɔːb
absorb	əbsɔːb
absorb	æbsɔɹb
absorb	æbzɔɹb
absorb	əbsɔɹb
absorb	əbzɔɹb
absorbability	əbsɔɹbəbɪlɪti
absorbability	əbzɔɹbəbɪlɪti
absorbable	əbsɔɹbəbl̩
absorbable	əbzɔɹbəbl̩
absorbance	əbsɔɹbn̩s
absorbance	əbzɔɹbn̩s
absorbance	əbsɔɹbn̩ts
absorbance	əbzɔɹbn̩ts
absorbancy	æbsɔɹbn̩si
absorbancy	æbzɔɹbn̩si
absorbancy	əbsɔɹbn̩si
absorbancy	əbzɔɹbn̩si
absorbate	æbsɔɹbət
absorbate	æbsɔɹbeɪt
absorbate	æbzɔɹbət
absorbate	æbzɔɹbeɪt
absorbate	əbsɔɹbət
absorbate	əbsɔɹbeɪt
absorbate	əbzɔɹbət
absorbate	əbzɔɹbeɪt
absorbed	æbsɔɹbd
absorbed	æbzɔɹbd
absorbed	əbsɔɹbd
absorbed	əbzɔɹbd
absorbedly	æbsɔɹbɪdli
absorbedly	æbzɔɹbɪdli
absorbedly	əbsɔɹbɪdli
absorbedly	əbzɔɹbɪdli
absorbedness	æbsɔɹbɪdnəs
absorbedness	æbzɔɹbɪdnəs
absorbedness	əbsɔɹbɪdnəs
absorbedness	əbzɔɹbɪdnəs
absorbency	æbsɔɹbn̩si
absorbency	æbzɔɹbn̩si
absorbency	əbsɔɹbn̩si
absorbency	əbzɔɹbn̩si
absorbent	əbsɔːbn̩t
absorbent	əbzɔːbn̩t
absorbent	æbsɔɹbn̩t
absorbent	æbzɔɹbn̩t
absorbent	əbsɔɹbn̩t
absorbent	əbzɔɹbn̩t
absorber	əbsɔɹbɚ
absorber	əbzɔɹbɚ
absorber	æbsɔɹbɚ
absorber	æbzɔɹbɚ
absorberman	æbsɔɹbɚmæn
absorberman	æbzɔɹbɚmæn
absorberman	əbsɔɹbɚmæn
absorberman	əbzɔɹbɚmæn
absorbing	əbzɔːbɪŋ
absorbing	əbsɔːbɪŋ
absorbing	æbzɔɹbɪŋ
absorbing	æbsɔɹbɪŋ
absorbing	əbzɔɹbɪŋ
absorbing	əbsɔɹbɪŋ
absorbingly	æbsɔɹbɪŋli
absorbingly	əbsɔɹbɪŋli
absorbingly	æbzɔɹbɪŋli
absorbingly	əbzɔɹbɪŋli
absorpt	æbsɔɹpt
absorpt	æbzɔɹpt
absorpt	əbsɔɹpt
absorpt	əbzɔɹpt
absorptance	əbzɔːptn̩s
absorptance	æbsɔɹptn̩s
absorptance	æbzɔɹptn̩s
absorptance	əbsɔɹptn̩s
absorptance	əbzɔɹptn̩s
absorptance	æbsɔɹptn̩ts
absorptance	æbzɔɹptn̩ts
absorptance	əbsɔɹptn̩ts
absorptance	əbzɔɹptn̩ts
absorptiometer	əbzɔːpʃɪɒmɪɚ
absorptiometer	əbsɔːpʃɪɒmɪɚ
absorptiometer	æbsɔɹpʃiɑmədɚ
absorptiometer	æbzɔɹpʃiɑmədɚ
absorptiometer	əbzɔɹpʃiɑmədɚ
absorptiometer	əbzɔɹpʃiɑmədɚ
absorptiometer	æbsɔɹptiɑmədɚ
absorptiometer	æbzɔɹptiɑmədɚ
absorptiometer	əbzɔɹptiɑmədɚ
absorptiometer	əbzɔɹptiɑmədɚ
absorptiometric	æbsɔɹpʃioʊmɛtɹɪk
absorptiometric	əbsɔɹpʃioʊmɛtɹɪk
absorptiometric	əbsɔɹptioʊmɛtɹɪk
absorptiometric	æbzɔɹpʃioʊmɛtɹɪk
absorptiometric	əbzɔɹpʃioʊmɛtɹɪk
absorptiometric	əbzɔɹptioʊmɛtɹɪk
absorption	əbzɔːpʃn̩
absorption	əbsɔːpʃn̩
absorption	æbsɔɹpʃn̩
absorption	æbzɔɹpʃn̩
absorption	əbzɔɹpʃn̩
absorption	əbsɔɹpʃn̩
absorptions	əbzɔːpʃn̩
absorptions	əbsɔːpʃn̩
absorptions	æbsɔɹpʃn̩s
absorptions	æbzɔɹpʃn̩
absorptions	əbzɔɹpʃn̩s
absorptions	əbsɔɹpʃn̩s
absorptive	æbsɔɹptɪv
absorptive	əbsɔɹptɪv
absorptive	əbzɔɹptɪv
absorptive	æbzɔɹptɪv
absorptivity	æbsɔɹptɪvəti
absorptivity	əbsɔɹptɪvəti
absquatulate	æbskwɑtʃʊleɪt
absquatulate	æbzkwɑtʃʊleɪt
absquatulate	æbzkwɑtʃəleɪt
absquatulation	æbzkwɑt͡ʃʊleɪʃn̩
absquatulation	æbskwɑt͡ʃʊleɪʃn̩
absquatulation	æbskwɑt͡ʃəleɪʃn̩
absquatulation	æbzkwɑt͡ʃəleɪʃn̩
abstain	əbsteɪn
abstain	əbsteɪn
abstain	æbsteɪn
abstainer	æbsteɪnɚ
abstemious	æbstiːmɪəs
abstemious	æbstimiəs
abstemious	əb-
abstemiously	æbstimiəsli
abstemiously	əbstimiəsli
abstemiousness	æbstimiəsnəs
abstemiousness	əbstimiəsnəs
abstention	əbstɛnʃn̩
abstention	æbstɛnʃn̩
abstention	əbstɛnʃn̩
abstention	æbstɛnt͡ʃn̩
abstention	əbstɛnt͡ʃn̩
abstentionism	əbstɛnʃn̩ɪzm̩
abstentionism	æbstɛnʃn̩ɪzm̩
abstentionism	æbstɛnt͡ʃn̩ɪzm̩
abstentionism	əbstɛnʃn̩ɪzm̩
abstentionism	əbstɛnt͡ʃn̩ɪzm̩
abstentionist	əbstɛnʃn̩ɪst
abstentionist	æbstɛnʃn̩ɪst
abstentionist	æbstɛnt͡ʃn̩ɪst
abstentionist	əbstɛnʃn̩ɪst
abstentionist	əbstɛnt͡ʃn̩ɪst
abstentious	æbstɛnʃəs
abstentious	əbstɛnʃəs
absterge	əbstɜːɹd͡ʒ
absterge	æbstɝd͡ʒ
absterge	əbstɝd͡ʒ
abstergent	əbstɝːɹˑd͡ʒn̩t
abstergent	æbstɝd͡ʒn̩t
abstergent	əbstɝd͡ʒn̩t
absterse	əbstɜːɹs
absterse	æbstɝs
absterse	əbstɝs
abstersion	æbstɜːʒn̩
abstersion	æbstɝʒn̩
abstersion	əbstɝʒn̩
abstersion	æbstɝʃn̩
abstersion	əbstɝʃn̩
abstersive	əbstɝːɹsɪv
abstersive	æbstɝsɪv
abstersive	əbstɝsɪv
abstersiveness	əbstɝːɹsɪvnəs
abstersiveness	æbstɝsɪvnəs
abstersiveness	əbstɝsɪvnəs
abstinence	æbstɪnəns
abstinency	æbstənn̩si
abstinent	æbstɪnn̩t
abstinent	æbstənn̩t
abstinent	æbstɪnn̩t
abstinent	æbstənn̩t
abstinently	æbstɪnn̩tli
abstinently	æbstənn̩tli
abstract	æbstɹækt
abstract	æbstɹækt
abstract	æbstɹækt
abstract	əbstɹækt
abstract	æbstɹækt
abstract	æbstɹækt
abstract	əbstɹækt
abstracta	əbstɹæktə
abstracta	æbstɹæktə
abstracta	əbstɹæktə
abstractable	əbstɹæktəbl̩
abstractable	əbstɹæktəbl̩
abstractable	æbstɹæktəbl̩
abstracted	əbstɹæktɪd
abstracted	əbstɹæktɪd
abstracted	æbstɹæktɪd
abstractedly	əbstɹæktɪdli
abstractedly	æbstɹæktɪdli
abstractedly	əbstɹæktɪdli
abstractedness	əbstɹæktɪdnəs
abstractedness	æbstɹæktɪdnəs
abstractedness	əbstɹæktɪdnəs
abstracter	æbstɹkætɚ
abstraction	əbstɹækʃn̩
abstraction	æbstɹækʃn̩
abstraction	əbstɹækʃn̩
abstractional	æbstɹækʃnl̩
abstractional	æbstɹækʃn̩l̩
abstractionism	æbstɹækʃn̩ɪzm̩
abstractionist	æbstɹækʃənəst
abstractive	əbstɹæktɪv
abstractive	æbstɹæktɪv
abstractive	əbstɹæktɪv
abstractively	æbstɹæktɪvli
abstractiveness	æbstɹæktɪvnəs
abstractiveness	əbstɹæktɪvnəs
abstractly	æbstɹæktli
abstractness	æbstɹæknəs
abstractness	æbstɹæktnəs
abstractor	æbstɹæktɚ
abstractum	əbstɹæktm̩
abstractum	æbstɹæktm̩
abstrict	æbstɹɪkt
abstricted	æbstɹɪktəd
abstriction	æbstɹɪkʃn̩
abstringe	əbstɹɪndʒ
abstruse	əbstɹuːs
abstruse	æbstɹus
abstruse	əb-
abstrusely	əbstɹuːsli
abstrusely	æbstɹusli
abstrusely	əbstɹusli
abstruseness	əbstɹuːsnəs
abstruseness	æbstɹusnəs
abstruseness	əbstɹusnəs
abstrusity	əbstɹuːsəti
abstrusity	æbstɹusəti
abstrusity	əbstɹusəti
abstrusive	əbstɹuːsɪv
abstrusive	æbstɹusɪv
abstrusive	əbstɹusɪv
absume	əbsum
absume	æbsum
absume	əbsum
absurd	əbsɜːd
absurd	æbsɝd
absurd	æbzɝd
absurd	əbsɝd
absurd	əbzɝd
absurd	æbzɝd
absurda	əbsɜːdə
absurda	æbsɜːdə
absurda	əbsɜːdə
absurdism	əbsɜːdɪzm̩
absurdism	æbsɝdɪzm̩
absurdism	əbsɝdɪzm̩
absurdism	æbzɝdɪzm̩
absurdism	əbzɝdɪzm̩
absurdist	əbsɜːdəst
absurdist	æbsɝdəst
absurdist	əbsɝdəst
absurdity	əbsɜːdɪti
absurdity	æbsɝdɪti
absurdity	æbzɝdɪti
absurdity	əbsɝdɪti
absurdity	əbzɝdɪti
absurdly	əbsɜːdli
absurdly	æbsɝdli
absurdly	æbzɝdli
absurdly	əbsɝdli
absurdly	əbzɝdli
absurdness	əbsɜːdnəs
absurdness	æbsɝdnəs
absurdness	æbzɝdnəs
absurdness	əbsɝdnəs
absurdness	əbzɝdnəs
absurdum	əbsɝːdm̩
absurdum	æbsɝdm̩
absurdum	əbsɝdm̩
abt	ɑpt
äbt	æpt
abubble	əbʌbl̩
abubble	əbʌbl̩
abugida	ɑːbuɡiːdə
abuilding	əbɪldɪŋ
abuilding	əbɪldɪŋ
abuja	əbuːd͡ʒə
abukir	ɑbukɪɹ
abukir	æbukɪɹ
abukir	əbukɚ
abukumalite	æbəkuməlaɪt
abukumalite	əbukəməlaɪt
abulia	əbjuːlɪə
abulia	əbuliə
abulic	eɪbjulɪk
abulic	eɪbulɪk
abuna	əbuːnə
abuna	ɑbunɑ
abuna	əbuːnə
abuna	əbunə
abundance	əbʌndn̩s
abundance	əbʌndn̩s
abundance	əbʌndn̩ts
abundance	əbn̩dn̩s
abundancy	əbʌndn̩si
abundancy	əbʌndn̩tsi
abundant	əbʌndn̩t
abundant	əbʌndn̩t
abundant	əbn̩dn̩t
abundantly	əbʌndn̩tli
abundantly	əbʌndn̩tli
abundantly	əbn̩dn̩tli
abune	əbuːn
abune	əbʏn
abura	əbjʊːɹə
abura	əbjʊɹə
abura	əbʊɹə
aburagiri	ɑbəɹəɡɪɹi
aburst	əbɝːst
aburst	əbɝst
aburton	əbɝːtn̩
aburton	əbɝtn̩
abusable	əbjuːzəbl̩
abusable	əbjuzəbl̩
abuse	əbjuːs
abuse	əbjus
abuse	əbjuːz
abuse	əbjuz
abusefully	əbjuːsfəli
abuser	əbjuːzɚ
abuser	əbjuzɚ
abusion	əbjuːʒn̩
abusion	əbjuʒn̩
abusive	əbjuːsɪv
abusive	əbjusɪv
abusive	əbjuzɪv
abusively	əbjuːsɪvli
abusively	əbjusɪvli
abusiveness	əbjuːsɪvnəs
abusiveness	əbjusɪvnəs
abustle	əbʌsl̩
abustle	əbʌsl̩
abusua	æbəsuə
abut	əbʌt
abut	əbʌt
abutilon	əbjuːtɪlɒn
abutilon	əbjutl̩ɑn
abutilon	æbjətilɑn
abutment	əbʌtmn̩t
abutment	əbʌtmn̩t
abuts	əbʌts
abutt	əbʌt
abutt	əbʌt
abuttal	əbʌtl̩
abuttals	əbʌtl̩z
abutter	əbʌtɚ
abutting	əbʌtɪŋ
abuzz	əbʌz
abuzz	əbʌz
abvolt	æbvəʊlt
abvolt	æbvoʊlt
abwab	əbwɑːb
abwab	əbwɑb
abwatt	æbwɒt
abwatt	æbwɑt
aby	əbaɪ
abydene	æbɪdiːn
abydocomist	æbɪdəkəʊmɪst
abydocomist	æbɪdəkoʊmɪst
abydos	əbaɪdɑs
abydos	əbaɪdəs
abye	əbaɪ
abye	əbaɪ
abysm	əbɪzm̩
abysm	əbɪzm̩
abysmal	əbɪzməl
abysmal	əbɪzməl
abysmally	əbɪzml̩i
abysmally	əbɪzml̩i
abyss	əbɪs
abyss	əbɪs
abyss	æbɪs
abyssal	əbɪsl̩
abyssal	əbɪsl̩
abyssalbenthic	əbɪsl̩bɜnθɪk
abyssalbenthic	əbɪsl̩bɜntθɪk
abyssalpelagic	əbɪsl̩pəlæd͡ʒɪk
abyssian	əbɪsiən
abyssinia	æbɪsɪniə
abyssinia	æbɪsɪniə
abyssinia	æbəsɪniə
abyssinia	æbəsɪnjə
abyssinian	æbɪsɪnɪən
abyssinian	æbɪsɪniən
abyssinian	æbəsɪniən
abyssinian	æbəsɪnjən
abyssobenthic	əbɪsoʊbɜnθɪk
abyssobenthic	əbɪsoʊbɜntθɪk
abyssolith	əbɪsəlɪθ
abyssolithic	əbɪsəlɪθɪk
abyssopelagic	əbɪsoʊpəlæd͡ʒɪk
acacatechin	ækəkætət͡ʃɪn
acacatechin	ækəkætəʃɪn
acacatechin	ækəkætəkɪn
acacetin	əkæsətn̩
acacia	əkeɪʃə
acacia	əkeɪsjə
acacia	əkeɪʃə
acacian	əkeɪʃn̩
acacian	əkeɪʃin̩
acaciin	əkeɪsiɪn
acaciin	əkeɪʃiɪn
acaciin	əkeɪʃɪn
academe	ækədiːm
academe	ækədim
academese	əkædəmiːz
academese	əkædəmiz
academia	ækədiːmɪə
academia	ækədimiə
academia	ækədimjə
academia	ækədɛmjə
academian	ækədiːmin̩
academian	ækədimin̩
academic	ækədɛmɪk
academical	ækədɛmɪkl̩
academical	ækədɛmɪkl̩
academically	ækədɛmɪkəli
academically	ækədɛmɪkli
academicals	ækədɛmɪkl̩z
academician	əkadəmɪʃn̩
academician	akədəmɪʃn̩
academician	ækədəmɪʃn̩
academician	əkædəmɪʃn̩
academicism	ækədɛməsɪzm̩
academicism	ækədɛməsɪzm̩
academicism	ækədɛməsɪzm̩
academicism	ækədɛməsɪzm̩
academicize	ækədɛməsaɪz
academicking	ækədɛmɪkɪŋ
academies	əkædəmiz
academism	əkædəmɪzəm
academist	əkædɪmɪst
academy	əkædəmi
academy	əkædəmi
acadia	əkeɪdiə
acadialite	əkeɪdiəlaɪt
acadian	əkeɪdin̩
acadian	əkeɪdin̩
acadian	əkeɪdʒn̩
açai	əsaɪiː
açai	æsaɪiː
açai	əsaɪi
açai	ɑsɑi
acajou	ækəʒuː
acajou	ækəʒu
acajou	ækəd͡ʒu
acajou	akaʒu
acalculia	eɪkælkjuːlɪə
acalculia	eɪkælkjuːliə
acalculiac	eɪkælkjulɪək
acaleph	ækəlɜf
acalepha	ækəlifə
acalephe	ækəlif
acalycine	eikeɪləsaɪn
acalycine	eikæləsaɪn
acalycinous	eɪkəlɪsn̩əs
acalyptrate	eɪkəlɪptɹeɪt
acalyptrate	eɪkælɪptɹeɪt
acampsia	əkæmpsiə
acana	ɑkənə
acana	ɑkənɑ
acantha	əkænθə
acantha	əkæntθə
acanthaceous	ækn̩θeɪʃəs
acanthaceous	ækænθeɪʃəs
acanthad	əkænθəd
acanthad	əkænθæd
acanthamebiases	əkænθəmibaɪəsis
acanthamebiasis	əkænθəmibaɪəsɪs
acanthamoeba	əkænθəmiːbə
acanthamoeba	əkænθəmibə
acanthamoebiases	əkænθəmibaɪəsis
acanthamoebiasis	əkænθəmibaɪəsɪs
acantharian	ækænθæɹin̩
acantharian	ækənθæɹin̩
acanthella	ækænθɜlə
acanthella	ækənθɜlə
acanthellae	ækænθɜli
acanthellae	ækənθɜli
acanthi	əkænθaɪ
acanthi	əkænθi
acanthial	əkænθiəl
acanthial	əkæntθiəl
acanthine	əkænθɪn
acanthine	əkæntθɪn
acanthine	əkænθaɪn
acanthion	əkænθin̩
acanthion	əkæntθin̩
acanthion	əkænθiɑn
acanthite	əkænθaɪt
acanthite	əkænθaɪt
acanthite	ækənθaɪt
acanthocephalan	əkænθəsɛfələn
acanthocephalan	əkæntθəsɛfələn
acanthocephalan	əkænθoʊsɛfələn
acanthocephaliases	ækænθoʊsɜfəlaɪəsis
acanthocephaliasis	ækænθoʊsɜfəlaɪəsɪs
acanthocephalid	əkænθəsɛfəlɪd
acanthocephalid	əkæntθəsɛfəlɪd
acanthocephalid	əkænθoʊsɛfəlɪd
acanthocyte	əkænθoʊsaɪt
acanthocytoses	əkænθoʊsaɪtoʊsis
acanthocytosis	əkænθoʊsaɪtoʊsɪs
acanthodian	ækn̩θoʊdin̩
acanthoid	əkænθɔɪd
acanthokeratodermia	əkænθoʊkɜɹətoʊdɝmiə
acanthology	ækænθɑlədʒi
acanthology	ækənθɑləɡdʒi
acanthology	əkænθɑlədʒi
acantholysis	ækænθɑləsɪs
acanthoma	əkænθoʊmə
acanthopelvis	əkænθoʊpɜlvɪs
acanthopod	əkænθəpɑd
acanthopodous	ækænθɑpədəs
acanthopodous	ækənθɑpədəs
acanthopore	əkænθəpɔɹ
acanthopt	ækənθɑpt
acanthopt	ækænθɑpt
acanthopteran	ækænθɑptəɹən
acanthopterygian	ækænθɑptəɹɪdʒin̩
acanthor	əkænθɔɹ
acanthoses	ækænθoʊsis
acanthosis	ækænθoʊsɪs
acanthosoma	əkænθəsoʊmə
acanthosomata	əkænθəsoʊmətə
acanthostyle	əkænθəstaɪl
acanthotic	ækænθɑtɪk
acanthotic	ækənθɑtɪk
acanthous	əkænθəs
acanthpelyx	əkænθoʊpɜlɪks
acanthus	əkænθəs
acanthus	əkænθəs
acapnia	əkæpniə
acapnia	eɪkæpniə
acapnial	əkæpnil̩
acapnial	eɪkæpnil̩
acapnotic	əkæpnɒtɪk
acapnotic	eɪkæpnəʊtɪk
acapsular	eɪkæpsəlɚ
acapu	ɑkəpu
acapu	ɑkəpu
acapulco	ɑkəpʊlkoʊ
acapulco	ækəpʊlkoʊ
acarbose	ækɑɹboʊs
acariasis	ækəɹaɪəsɪs
acaricide	əkɛɹəsid
acarid	ækəɹɪd
acarnanian	ɔkɔɹneɪniːən
acaroid	ækəɹɔɪd
acarology	ækəɹɒləd͡ʒi
acarophobia	ækəɹəfəʊbiə
acarpellous	eɪkɑɹpələs
acarpous	eɪkɑɹpəs
acarus	ækəɹəs
acatalectic	eɪkætəlɛktɪk
acatalepsy	eɪkætəlɛpsi
acatalepsy	əkætəlɛpsi
acaudal	eɪkɔdl
acaudal	eɪkɔdəl
acaudate	eɪkɔdeɪt
acaulescent	ækɔlɛsənt
acaulescent	ækɔlɛsnt
accadian	əkeɪdiən
accadian	əkɑdiən
accede	əksiːd
accede	æksid
accedence	æksidəns
accelerando	ɑtʃɛləɹɑndo
accelerando	æksɛləɹændəʊ
accelerant	əksɛləɹənt
accelerate	əksɛləɹeɪt
accelerate	æksɛləɹeɪt
accelerate	ɪksɛləɹeɪt
acceleratingly	æksɛləɹeɪtɪŋli
acceleration	əksɛləɹeɪʃən
acceleration	æksɛləɹeɪʃən
acceleration	ɪksɛləɹeɪʃən
accelerative	ɪksɛləɹeɪtɪv
accelerative	æksɛləɹeɪtɪv
accelerator	æksɛləɹeɪtɚ
accelerator	æksɛləɹeɪtɚ
accelerator	ɪksɛləɹeɪtɚ
accelerometer	æksɛləɹɑmətɚ
accelerometer	ɪksɛləɹɑmətɚ
accent	æksənt
accent	æksɛnt
accent	æksɛnt
accent	æksɛnt
accent	æksɛnt
accentless	æksɛntləs
accentor	əksɛntə
accentor	əksɛntɚ
accentual	æksɛntʃuəl
accentual	æksɛntʃəwəl
accentual	æksɛntʃwəl
accentually	æksɛntʃuəli
accentuate	əksentʃueɪt
accentuate	æksentʃueɪt
accentuation	æksɛntʃəweɪʃən
accentuation	ɪksɛntʃəweɪʃən
accept	əksɛpt
accept	æksɛpt
accept	əksɛpt
acceptability	æksɛptəbɪləti
acceptable	æksɛptəbəl
acceptableness	æksɛptəbəlnəs
acceptably	æksɛptəbli
acceptance	əksɛptəns
acceptant	æksɛptənt
acceptation	æksɛpteɪʃən
accepted	æksɛptɪd
accepter	æksɛptɚ
accepting	əksɛptɪŋ
acceptive	æksɛptɪv
acceptor	əksɛptəɹ
acceptor	əksɛptɚ
acceptor	æksɛptɚ
access	æksɛs
access	æksɛs
access	æksɛs
access	əksɛs
access	æksɛs
access	əksɛs
accessary	əksɛsəɹi
accessary	æksɛsəɹi
accessary	əksɛsəɹi
accessary	æksɛsəɹi
accessibility	æksɛsəbɪləti
accessible	əksɛsəbəl
accessibleness	æksɛsəbəlnəs
accessibly	æksɛsəbli
accession	æksɛʃən
accession	əsɛʃən
accessional	æksɛʃnəl
accessional	æksɛʃənəl
accessional	æksɛʃənl
accessorial	æksəsoɹiəl
accessorize	əksɛsəɹaɪz
accessory	əksɛsəɹi
accessory	æksɛsəɹi
accessory	əksɛsəɹi
accessory	æksɛsəɹi
acciaccatura	ɑtʃɑkətʊɹə
acciaccatura	ətʃækətʊəɹə
accidence	æksədəns
accidence	æksədɛns
accidence	æksədənts
accidence	æksədɛnts
accident	æksədənt
accident	æksədɛnt
accidental	æksɪdɛntl̩
accidentally	æksədɛntəli
accidie	æksɪdi
accidie	æksədi
accinge	æksɪndʒ
accipiter	æksɪpətɚ
accipitral	æksɪpətɹəl
accipitral	æsɪpətɹəl
accipitrine	æksɪpətɹaɪn
accipitrine	æksɪpətɹɪn
accismus	æksɪzməs
acclaim	əkleɪm
acclaimed	əkleɪmd
acclaiming	əkleɪmɪŋ
acclaims	əkleɪmz
acclamation	ækləmeɪʃən
acclamatory	əklæmətɔɹi
acclimatation	æklɪmeɪʃən
acclimate	əklaɪmət
acclimate	æklɪmeɪt
acclimate	əklaɪmət
acclimated	æklɪmeɪtəd
acclimation	ækləmeɪʃən
acclimatization	əklaɪmətəzeɪʃən
acclimatizational	əklaɪmətɪzeɪʃənəl
acclimatize	əklaɪmətaɪz
acclivity	əklɪvəti
accoil	ækkɔɪl
accolade	ækəleɪd
