abak	áːbak
uporabnik	upɔráːbnik
ura	ùːra
ura	úːra
ura	úːra
uraden	uráːdən
uran	uráːn
uran	uráːn
urban	urbáːn
urban	urbán
urban	urbáːn
urnik	úːrnik
urok	urɔ́k
usluga	uslúːɡa
usmrtitev	usmərtíːtəʋ
usnje	ùːsnjɛ
usoda	usóːda
usoden	usòːdən
usoden	usóːdən
usodnejši	usòːdnɛjʃi
uspeh	uspɛ́x
uspeti	uspèːti
usta	ùːsta
ustava	ustáːʋa
ustje	ùːstjɛ
ustje	úːstjɛ
ustnica	úːstnit͡sa
ustrezen	ustrèːzən
ustreznejši	ustrèːznɛjʃi
ustreznik	ustrèːznik
uš	úːʃ
utrujati	utrùːjati
utrujen	utrùːjɛn
uvel	uʋèːʋ
uvel	uʋɛ́ʋ
uživati	uʒìːʋati
v	ʋ
vaditi	ʋàːditi
vaga	ʋáːɡa
vagina	ʋaɡíːna
vajin	ʋáːjin
val	ʋáːl
valentin	ʋalɛntíːn
valj	ʋàːl
valj	ʋáːl
vampir	ʋampìːr
vanadij	ʋanàːdij
varen	ʋàːrən
varnejši	ʋàːrnɛjʃi
varšava	ʋarʃáːʋa
varuh	ʋáːrux
vas	ʋáːs
vaš	ʋáʃ
vaterpolist	ʋatɛrpɔlíːst
vaterpolo	ʋàːtɛrpóːlɔ
vaza	ʋàːza
včasih	ʋt͡ʃáːsix
včeraj	ʋt͡ʃèːraj
včlaniti	ʋt͡ʃlàːniti
včlaniti	ʋt͡ʃláːniti
vdihniti	ʋdìːxniti
vdova	ʋdɔ́ːʋa
ve	ʋéː
veber	ʋèːbər
več	ʋɛ́t͡ʃ
večen	ʋèːt͡ʃən
večer	ʋɛt͡ʃéːr
večerja	ʋɛt͡ʃéːrja
večji	ʋéːt͡ʃji
vedeti	ʋèːdɛti
vedno	ʋèːdnɔ
vedro	ʋɛ̀ːdrɔ
vegetarijanec	ʋɛɡɛtarijáːnət͡s
veja	ʋɛ́ːja
vejati	ʋɛ́ːjati
vejica	ʋɛ́ːjit͡sa
vektor	ʋèːktɔr
velblod	ʋɛlblóːt
velelnik	ʋɛléːlnik
velelnik	ʋɛléːʋnik
veleposlanik	ʋɛ́lɛpɔslàːnik
veleposlaništvo	ʋɛ́lɛpɔslàːniʃtʋɔ
veličina	ʋɛlit͡ʃìːna
velik	ʋɛ̀ːlik
velikan	ʋɛlikáːn
veliko	ʋɛlìːkɔ
vendar	ʋə̀ndar
vendar	ʋə́ndar
venera	ʋéːnɛra
veniti	ʋèːniti
vera	ʋèːra
veriga	ʋɛrìːɡa
verjeti	ʋɛrjèːti
ves	ʋə́s
vesel	ʋɛséːʋ
veselje	ʋɛsɛ̀ːljɛ
vesiti	ʋèːsiti
vest	ʋéːst
vesti	ʋɛ̀ːsti
vesti	ʋèːsti
vesti	ʋɛ̀ːsti
veter	ʋéːtər
veti	ʋèːti
veverica	ʋèːʋɛrit͡sa
vez	ʋéːs
vezati	ʋèːzati
vezati	ʋɛzàːti
veznik	ʋéːznik
vhod	ʋxɔ́t
vi	ʋíː
vice	ʋìːt͡sɛ
vice	ʋíːt͡sɛ
vid	ʋíːt
videti	ʋìːdɛti
vidra	ʋìːdra
vidra	ʋíːdra
vihar	ʋixáːr
vijak	ʋijàːk
vikati	ʋìːkati
vikati	ʋíːkati
vikati	ʋìːkati
vikati	ʋíːkati
vila	ʋíːla
vile	ʋìːlɛ
vilice	ʋìːlit͡sɛ
vino	ʋìːnɔ
vinograd	ʋinòːɡrat
violina	ʋijɔlíːna
violončelo	ʋijɔlɔnt͡ʃéːlɔ
vir	ʋíːr
visok	ʋisɔ́k
višji	ʋíːʃji
višnu	ʋíːʃnu
vitez	ʋíːtɛs
viti	ʋìːti
viti	ʋìːti
viti	ʋíːti
vizum	viːzʊm
vključiti	ʋkljùːt͡ʃiti
vklopiti	ʋklɔpìːti
vklopiti	ʋklɔpíːti
vklopiti	ʋklòːpiti
vlada	ʋláːda
vladati	ʋlàːdati
vladati	ʋláːdati
vladavina	ʋladaʋìːna
vlak	ʋláːk
vleči	ʋlèːt͡ʃi
vljudnost	ʋljùːdnɔst
vltava	ʋə́ltaʋa
vnuk	ʋnùːk
vnuk	ʋnúːk
vnukinja	ʋnùːkinja
vnukinja	ʋnúːkinja
voda	ʋɔ̀ːda
vodič	ʋɔdít͡ʃ
vodik	ʋɔdíːk
voditi	ʋɔdìːti
voditi	ʋɔdíːti
vodja	ʋóːdja
vodnar	ʋɔdnàːr
vodnica	ʋóːdnit͡sa
vodomec	ʋɔdòːmət͡s
vodomec	ʋɔdóːmət͡s
vogal	ʋɔɡáːʋ
vohun	ʋɔxúːn
vohunski	ʋɔxúːnski
vojak	ʋɔjàːk
vojakinja	ʋɔjàːkinja
vojna	ʋɔ̀ːjna
vojska	ʋɔ̀ːjska
vojščak	ʋɔjʃt͡ʃàːk
vojvoda	ʋóːjʋɔda
vojvodina	ʋóːjʋɔdina
vojvodina	ʋóːjʋɔdina
vol	ʋɔ́ʋ
volan	ʋɔláːn
volfram	ʋóːlfram
volja	ʋòːlja
volk	ʋɔ́ːʋk
volk	ʋɔ́ːʋk
volkodlak	ʋɔʋkɔdláːk
volna	ʋɔ̀ːʋna
voluhar	ʋɔlúːxar
vosek	ʋóːsək
voščilo	ʋɔʃt͡ʃìːlɔ
voščiti	ʋɔʃt͡ʃìːti
voščiti	ʋɔʃt͡ʃíːti
voščiti	ʋòːʃt͡ʃiti
vovk	ʋɔ́ːʋk
voz	ʋóːs
vozel	ʋɔ̀ːzəʋ
voziti	ʋɔzìːti
voziti	ʋɔzíːti
vožnja	ʋɔ̀ːʒnja
vpiti	ʋpìːti
vpiti	ʋpìːti
vpliv	ʋplíːʋ
vprašaj	ʋpraʃáːj
vprašanje	ʋpraʃáːnjɛ
vprašati	ʋpràːʃati
vprašati	ʋpraʃàːti
vrabec	ʋràːbət͡s
vran	ʋráːn
vran	ʋráːn
vrana	ʋràːna
vranica	ʋràːnit͡sa
vrat	ʋráːt
vrata	ʋràːta
vraža	ʋràːʒa
vrba	ʋə̀rba
vrč	ʋə́rt͡ʃ
vreči	ʋrèːt͡ʃi
vrednost	ʋrèːdnɔst
vreme	ʋrɛ̀ːmɛ
vretence	ʋrɛtɛ̀ːnt͡sɛ
vreti	ʋrèːti
vroč	ʋrɔ́t͡ʃ
vroč	ʋróːt͡ʃ
vrst	ʋə́rst
vrsta	ʋə̀rsta
vrsten	ʋə́rstən
vrstilen	ʋərstíːlən
vrstnost	ʋə́rstnɔst
vrša	ʋə̀rʃa
vršilec	ʋərʃíːlət͡s
vrt	ʋə́rt
vrtnica	ʋə́rtnit͡sa
vsaj	ʋsáːj
vsebina	ʋsɛbìːna
vsejedec	ʋsɛjéːdət͡s
vstaviti	ʋstàːʋiti
vstopati	ʋstòːpati
vstopati	ʋstóːpati
vstopiti	ʋstɔpìːti
vstopiti	ʋstɔpíːti
vstopiti	ʋstòːpiti
všeč	ʋʃéːt͡ʃ
všečen	ʋʃèːt͡ʃən
všečnost	ʋʃèːt͡ʃnɔst
vtis	ʋtíːs
vulkan	ʋulkáːn
vurnik	ʋúːrnik
vzeti	ʋzèːti
vzhod	ʋzxɔ́t
vzhoden	ʋzxóːdən
vzhodnejši	ʋzxóːdnɛjʃi
vzpon	ʋspɔ́n
vžigalica	ʋʒiɡáːlit͡sa
wikipedija	ʋikipɛdíːja
wikislovar	ʋikislɔʋàːr
z	s
z	s
za	za
zabava	zabáːʋa
zabavnik	zabáːʋnik
začetek	zat͡ʃéːtək
začeten	zat͡ʃéːtən
začeti	zat͡ʃèːti
zadnji	záːdnji
zadnjica	záːdnjit͡sa
zadnjičen	záːdnjit͡ʃən
zadnjik	záːdnjik
zadovoljevati	zadɔʋɔljɛʋàːti
zadovoljiti	zadɔʋɔljìːti
zadovoljiti	zadɔʋɔljíːti
zagnati	zaɡnàːti
zahod	zaxɔ́t
zahoden	zaxóːdən
zahodnejši	zaxóːdnɛjʃi
zahteva	zaxtéːʋa
zaimek	zaíːmək
zaiti	zaìːti
zajec	záːjət͡s
zajec	záːjət͡s
zajtrk	zàːjtərk
zajtrk	záːjtərk
zajtrkovati	zajtərkɔʋàːti
zakaj	zakàːj
zakaj	zakáːj
zaklad	zaklát
zakleniti	zaklɛnìːti
zakleniti	zaklɛníːti
zakon	zàːkɔn
zakristija	zakristíːja
zalar	záːlar
zaliv	zalíːʋ
zaljubiti	zaljubìːti
zaljubiti	zaljubíːti
zaljubiti	zaljùːbiti
zaljubiti	zaljúːbiti
zaman	zamán
zambija	zàːmbija
zamuditi	zamudìːti
zamuditi	zamudíːti
zanimiv	zanimìːʋ
zanimiv	zanimíːʋ
zanimivejši	zanimìːʋɛjʃi
zapestje	zapéːstjɛ
zapor	zapɔ́r
zapornik	zapóːrnik
zapreti	zaprèːti
zapustiti	zapustìːti
zapustiti	zapustíːti
zarnik	záːrnik
zaseben	zaséːbən
zaspan	zaspàːn
zaspati	zaspàːti
zastava	zastáːʋa
zastavnica	zastáːʋnit͡sa
zaščita	zaʃt͡ʃíːta
zavesa	zaʋéːsa
zavreti	zaʋrèːti
zavreti	zaʋrèːti
zažgati	zaʒɡàːti
zbežati	zbɛʒàːti
zbirati	zbìːrati
zbirati	zbíːrati
zbirka	zbíːrka
zbrati	zbràːti
zdaj	zdáj
zdolgočasen	zdɔʋɡɔt͡ʃáːsɛn
zdrav	zdráʋ
zdravica	zdraʋìːt͡sa
zdravilo	zdraʋìːlɔ
zdravje	zdráːʋjɛ
zdravljica	zdraʋljìːt͡sa
zdravnik	zdraʋnìːk
zdravo	zdráːʋɔ
zdravstvo	zdráːʋstʋɔ
zebra	zèːbra
zebra	zéːbra
zebsti	zèːpsti
zehati	zèːxati
zel	zə́ʋ
zel	zéːʋ
zelen	zɛlɛ́n
zelen	zéːlən
zelena	zéːlɛna
zelena	zɛ́ːlɛna
zelje	zèːljɛ
zelo	zɛlóː
zemlja	zɛ̀ːmlja
zemlja	zɛ̀ːmlja
zemljepis	zɛmljɛpíːs
zemljevid	zɛmljɛʋíːt
zenica	zɛnìːt͡sa
zet	zɛ́t
zgodaj	zɡóːdaj
zgodba	zɡóːdba
zgodovina	zɡɔdɔʋìːna
zgodovinski	zɡɔdɔʋíːnski
zgoraj	zɡɔ̀ːraj
zgradba	zɡráːdba
zibati	zìːbati
zibati	zibàːti
zid	zíːt
zidati	zìːdati
zidati	zidàːti
zima	zìːma
zjutraj	zjùːtraj
zlat	zláːt
zlaten	zlàːtən
zlaten	zláːtən
zlaten	zlatèːn
zlaten	zlatéːn
zlato	zlatóː
zlemu	zlɛmú
zlitina	zlìːtina
zlitina	zlíːtina
zlo	zlɔ́
zločin	zlɔt͡ʃíːn
zlog	zlɔ́k
zlomiti	zlɔmìːti
zlomiti	zlɔmíːti
zlomljen	zlòːmljɛn
zlonameren	zlɔnamèːrən
zmaga	zmáːɡa
zmagovalec	zmaɡɔʋáːlət͡s
zmaj	zmàːj
zmaj	zmáːj
zmaj	zmáj
zmeraj	zméːraj
značilen	znat͡ʃíːlən
značilnejši	znat͡ʃíːlnɛjʃi
znanje	znáːnjɛ
znanost	znàːnɔst
znanstven	znáːnstʋɛn
znati	znàːti
znoj	znóːj
znoj	znɔ́j
znotraj	znòːtraj
zob	zóːp
zober	zòːbər
zobozdravnik	zɔbɔzdraʋnìːk
zobozdravstvo	zɔbɔzdráːʋstʋɔ
zona	zóːna
zona	t͡sóːna
zora	zɔ̀ːra
zora	zóːra
zoreti	zɔrèːti
zrak	zrák
zrel	zrɛ́ʋ
zrel	zréːʋ
zrelejši	zrèːlɛjʃi
zrelejši	zrɛlɛ́ːjʃi
zrklo	zə̀rklɔ
zssr	zəsəsərə́
zunaj	zùːnaj
zupan	zúːpan
zupanc	zúːpant͡s
zvati	zʋàːti
zvečer	zʋɛt͡ʃéːr
zver	zʋéːr
zver	zʋéːr
zverina	zʋɛrìːna
zvezda	zʋèːzda
zvezek	zʋéːzək
zvitek	zʋíːtək
zvok	zʋóːk
zvon	zʋóːn
zvonar	zʋɔnàːr
zvone	zʋóːnɛ
zvonec	zʋɔ̀ːnət͡s
ž	ʒ
žaba	ʒàːba
žafran	ʒafráːn
žaga	ʒáːɡa
žagati	ʒáːɡati
žalost	ʒàːlɔst
žamet	ʒàːmɛt
žara	ʒàːra
žarek	ʒáːrək
žarek	ʒàːrək
ždeti	ʒdèːti
že	ʒéː
že	ʒɛ́
že	ʒɛ
žebelj	ʒɛbə́l
žebelj	ʒɛ̀ːbəl
želeti	ʒɛlèːti
železo	ʒɛlèːzɔ
želja	ʒɛ̀ːlja
želodec	ʒɛlóːdət͡s
želva	ʒèːlʋa
žena	ʒɛ̀ːna
ženska	ʒèːnska
ženski	ʒèːnski
žep	ʒɛ́p
žepar	ʒɛ́ːpar
žerjav	ʒɛrjáʋ
žerjav	ʒɛrjáʋ
žetev	ʒéːtəʋ
žeti	ʒèːti
žeti	ʒèːti
žgati	ʒɡàːti
žica	ʒìːt͡sa
žila	ʒìːla
žirafa	ʒiráːfa
žiti	ʒìːti
živ	ʒíːʋ
živahen	ʒiʋàːxən
živahnejši	ʒiʋàːxnɛjʃi
žival	ʒiʋáːʋ
živeti	ʒiʋèːti
življenje	ʒiʋljɛ̀ːnjɛ
žleza	ʒlèːza
žoga	ʒòːɡa
žoga	ʒóːɡa
žolč	ʒɔ́ːʋt͡ʃ
žolčnik	ʒɔ́ːʋt͡ʃnik
žolna	ʒɔ̀ːʋna
žolt	ʒɔ́ːʋt
žrebe	ʒrɛbɛ́
žrebec	ʒrèːbət͡s
žrebica	ʒrɛbìːt͡sa
žreti	ʒrèːti
žrtvovati	ʒərtʋɔʋàːti
žuželka	ʒuʒéːlka
žvečiti	ʒʋèːt͡ʃiti
žveplo	ʒʋɛ̀ːplɔ
