က	ka̰
ရိုင်ဖယ်	ɹàɪɴpʰɛ̀
ရိုင်ရိုင်	jàɪɴjàɪɴ
ရိုဟင်ဂျာ	ɹòhɪ̀ɴd͡ʑà
ရိုး	jó
ရိုးရာအမည်	jójàʔəmjì
ရိုးရိုး	jójó
ရုက္ခစိုး	joʊʔɡəzó
ရုက္ခဗေဒ	joʊʔkʰa̰bèda̰
ရုပ်	joʊʔ
ရုပ်ကလာပ်	joʊʔkəlaʔ
ရုပ်တု	joʊʔtṵ
ရုပ်ပုံ	joʊʔpòʊɴ
ရုပ်မြင်သံကြား	joʊʔmjɪ̀ɴθàɴd͡ʑá
ရုပ်ရှင်	joʊʔʃɪ̀ɴ
ရုပ်ရှင်ရုံ	joʊʔʃɪ̀ɴjòʊɴ
ရုပ်သေး	joʊʔθé
ရုရု	jṵjṵ
ရုရှား	ɹṵʃá
ရုံ	jòʊɴ
ရုံး	jóʊɴ
ရုံးပတီ	jóʊɴbətì
ရူပ	jùpa̰
ရူပကအလင်္ကာ	jùpəka̰ʔəlìɡà
ရူပနက္ခတ္တဗေဒ	jùpa̰nɛʔkʰaʔta̰bèda̰
ရူပဗေဒ	jùpa̰bèda̰
ရူမေးနီးယား	ɹùméníjá
ရေ	jè
ရေကတော့	jèɡədɔ̰
ရေကာတာ	jèɡàdà
ရေကူး	jèkú
ရေကူးကန်	jèkúɡàɴ
ရေခဲ	jèɡɛ́
ရေခဲမုန့်	jèɡɛ́mo̰ʊɴ
ရေခဲသေတ္တာ	jèɡɛ́θɪʔtà
ရေချိုး	jèt͡ɕʰó
ရေခွက်	jèɡwɛʔ
ရေငွေ့	jèŋwḛ
ရေစစ္စရီ	jèsɪʔsəɹì
ရေညှိ	jèɲ̊ḭ
ရေတပ်	jèdaʔ
ရေတံခွန်	jèdàɡʊ̀ɴ
ရေတွက်	jètwɛʔ
ရေတွင်း	jèdwɪ́ɴ
ရေဒီယို	ɹèdìjò
ရေနဂါး	jènəɡá
ရေနံ	jènàɴ
ရေနံချောင်း	jènàɴt͡ɕʰáʊɴ
ရေနံဆီ	jènàɴzì
ရေပိုက်	jèpaɪʔ
ရေမိုင်	jèmàɪɴ
ရေမြင်း	jèmjɪ́ɴ
ရေမွှေး	jèm̥wé
ရေယုန်	jèjòʊɴ
ရေလက်ဝါး	jèlɛʔwá
ရေလုပ်သား	jèloʊʔθá
ရေသူ	jèðù
ရေသူမ	jèðùma̰
ရောက်	jaʊʔ
ရောဂါ	jɔ́ɡà
ရောဂါဗေဒ	jɔ́ɡàbèda̰
ရောင်	jàʊɴ
ရောင်ခြည်	jàʊɴd͡ʑì
ရောင်း	jáʊɴ
ရောမ	ɹɔ́ma̰
ရော်ဘာ	ɹɔ̀bà
ရေး	jé
ရေးချ	jét͡ɕʰa̰
ရေးရေး	jéjé
ရဲ	jɛ́
ရဲစခန်း	jɛ́səkʰáɴ
ရဲတိုက်	jɛ́daɪʔ
ရဲဘော်	jɛ́bɔ̀
ရဲရဲ	jɛ́jɛ́
ရဲသား	jɛ́ðá
ရဲ့	jɛ̰
ရွတ်ရွတ်	jʊʔjʊʔ
ရွပ်ရွပ်	jʊʔjʊʔ
ရွရွ	jwa̰jwa̰
ရွာ	jwà
ရွာစား	jwàzá
ရွေး	jwé
ရွေးကောက်ပွဲ	jwékaʊʔpwɛ́
ရွှေ	ʃwè
ရွှေကြည်	ʃwèd͡ʑì
ရွှေချည်ထိုး	ʃwèd͡ʑìdó
ရွှေချီ	ʃwèd͡ʑì
ရွှေတောင်	ʃwèdàʊɴ
ရွှေတောင်ခေါက်ဆွဲ	ʃwèdàʊɴkʰaʊʔsʰwɛ́
ရွှေထမင်း	ʃwètʰəmɪ́ɴ
ရွှေဖြူ	ʃwèbjù
ရွှေဘို	ʃwèbò
ရွှေရင်အေး	ʃwèjɪ̀ɴʔé
ရွှဲ	ʃwɛ́
ရွှံ့	ʃʊ̰ɴ
ရွှံ့ပွက်	ʃʊ̰ɴbwɛʔ
ရှက်	ʃɛʔ
ရှင့်	ʃɪ̰ɴ
ရှင်	ʃɪ̀ɴ
ရှင်တို့	ʃɪ̀ɴdo̰
ရှင်ပြု	ʃɪ̀ɴpjṵ
ရှင်ရှင်	ʃɪ̀ɴʃɪ̀ɴ
ရှင်းရှင်း	ʃɪ́ɴʃɪ́ɴ
ရှစ်	ʃɪʔ
ရှဉ့်	ʃɪ̰ɴ
ရှည်	ʃè
ရှည်မျော	ʃèmjɔ́
ရှမ်း	ʃáɴ
ရှမ်းခေါက်ဆွဲ	ʃáɴkʰaʊʔsʰwɛ́
ရှယ်	ʃɛ̀
ရှလကာရည်	ʃàləkàjè
ရှလပတ်ရည်	ʃa̰ləpaʔjè
ရှား	ʃá
ရှိ	ʃḭ
ရှိုက်	ʃaɪʔ
ရှို့	ʃo̰
ရှိုး	ʃó
ရှူ	ʃù
ရှူရှိုက်	ʃùʃaɪʔ
ရှူးဖိနပ်	ʃúpʰənaʔ
ရှောက်	ʃaʊʔ
ရှေ့	ʃḛ
ရှေ့နေ	ʃḛnè
ရှေး	ʃé
ရဿ	ɹaʔθa̰
လ	la̰
လက္ခဏ	lɛʔkʰəna̰
လက္ခဏာ	lɛʔkʰənà
လက္ခဏာရေးသုံးပါး	lɛʔkʰənàjéθóʊɴbá
လက်	lɛʔ
လက်ကိုင်ပဝါ	lɛʔkàɪɴpa̰wà
လက်ကောက်	lɛʔkaʊʔ
လက်ခံ	lɛʔkʰàɴ
လက်ချောင်း	lɛʔt͡ɕʰáʊɴ
လက်စွပ်	lɛʔsʊʔ
လက်ဆောင်	lɛʔsʰàʊɴ
လက်ဆွဲသေတ္တာ	lɛʔsʰwɛ́θɪʔtà
လက်တင်	lɛʔtɪ̀ɴ
လက်တင်အမေရိက	lɛʔtɪ̀ɴʔəmèɹḭka̰
လက်တန်း	lɛʔtáɴ
လက်ထပ်	lɛʔtʰaʔ
လက်နက်	lɛʔnɛʔ
လက်နှိပ်စက်	lɛʔn̥eɪʔsɛʔ
လက်ပတ်နာရီ	lɛʔpaʔnàjì
လက်ပံ	lɛʔpàɴ
လက်ဖက်	ləpʰɛʔ
လက်ဖက်	lɛʔpʰɛʔ
လက်ဖက်ထုပ်	ləpʰɛʔtʰoʊʔ
လက်ဖက်ရည်	ləpʰɛʔjè
လက်ဖက်ရည်ဆိုင်	ləpʰɛʔjèzàɪɴ
လက်ဖက်သုပ်	ləpʰɛʔθoʊʔ
လက်ဘနွန်	lɛʔbənʊ̀ɴ
လက်မှတ်	lɛʔm̥aʔ
လက်ရန်း	lɛʔjáɴ
လက်ဝါး	lɛʔwá
လက်ဝှေ့	lɛʔʍḛ
လက်သည်	lɛʔθɛ̀
လက်သည်း	lɛʔθɛ́
လက်သည်းကွင်း	lɛʔθéɡwɪ́ɴ
လက်သမား	lɛʔθa̰má
လက်သုတ်ပဝါ	lɛʔθoʊʔpa̰wà
လက်သုပ်စုံ	lɛʔθoʊʔsòʊɴ
လက်အိတ်	lɛʔʔeɪʔ
လင်	lɪ̀ɴ
လင်ကောင်ပိုး	lɪ̀ɴɡàʊɴbó
လင်ပန်း	lɪ̀ɴbáɴ
လင်မယား	lɪ̀ɴməjá
လင်းဆွဲ	lɪ́ɴzwɛ́
လင်းဇင်း	lɪ́ɴzɪ́ɴ
လင်းတ	lɪ́ɴda̰
လင်းနို့	lɪ́ɴno̰
လင်းပိုင်	lɪ́ɴbàɪɴ
လင်းယဉ်	lɪ́ɴjɪ̀ɴ
လစ်	lɪʔ
လစ်တန်စတိန်း	lɪʔtàɴsətéɪɴ
လစ်ဗျား	lɪʔbjá
လစ်သူယေးနီးယား	lɪʔθùjéníjá
လည်	lè
လည်ချောင်း	lɛ̀d͡ʑáʊɴ
လည်စည်း	lèzí
လည်ပင်း	lɛ̀bɪ́ɴ
လည်ပင်းကြီးရောဂါ	lìbɪ́ɴd͡ʑíjɔ́ɡà
လည်လိမ်နာ	lìlèɪɴnà
လည်း	lɛ́
လည်း	lí
လတ်	laʔ
လတ်ဗီယာ	laʔbìjà
လန်ဒန်	làɴdàɴ
လပို့	ləbo̰
လပ်	laʔ
လပြည့်နေ့	la̰pjḭnḛ
လမု	ləmṵ
လမုန့်	la̰mo̰ʊɴ
လမ်း	láɴ
လမ်းကြား	láɴd͡ʑá
လမ်းပြ	láɴpja̰
လမ်းဘေးဆိုင်	láɴbézàɪɴ
လမ်းလျှောက်	láɴʃaʊʔ
လမ်းသရဲ	láɴθəjɛ́
လယ်	lɛ̀
လယ်ထွန်မင်္ဂလာ	lɛ̀tʰʊ̀ɴmɪ̀ɴɡəlà
လယ်ပြင်	lɛ̀bjɪ̀ɴ
လယ်ယာ	lɛ̀jà
လယ်သမား	lɛ̀ðəmá
လဟု	ləhṵ
လာ	là
လာဘ်	laʔ
လာအို	làʔò
လား	lá
လိင်	lèɪɴ
လိင်ဆက်ဆံ	lèɪɴsʰɛʔsʰàɴ
လိင်တံ	lèɪɴdàɴ
လိင်ပညာ	lèɪɴpjɪ̀ɴɲà
လိပ်	leɪʔ
လိပ်ကျောက်	leɪʔt͡ɕaʊʔ
လိပ်ခေါင်း	leɪʔɡáʊɴjɔ́ɡà
လိပ်ခေါင်းရောဂါ	leɪʔɡáʊɴjɔ́ɡà
လိပ်စာ	leɪʔsà
လိပ်ပြာ	leɪʔpjà
လိမ္မော်	lèɪɴmɔ̀
လိမ်း	léɪɴ
လိမ်းဆေး	léɪɴzé
လို	lò
လိုက်	laɪʔ
လိုက်ချီး	laɪʔt͡ɕʰí
လိုက်ပြေး	laɪʔpjé
လိုက်ဘေးရီးယား	laɪʔbéɹíjá
လိုချင်	lòd͡ʑɪ̀ɴ
လိုင်စင်	làɪɴsɪ̀ɴ
လိုင်း	láɪɴ
လိုဏ်	l̥àɪɴ
လိုဏ်ခေါင်း	l̥àɪɴɡáʊɴ
လိုအပ်	lòʔaʔ
လို့	lo̰
လီဆိုသို	lìsʰòθò
လီဆူ	lìsʰù
လီတာ	lìtà
လီသီယမ်	lìθìjàɴ
လီး	lí
လုပ်	loʊʔ
လုပ်ခ	loʊʔkʰa̰
လုပ်ငန်း	loʊʔŋáɴ
လုပ်သား	loʊʔθá
လုပ်အား	loʊʔʔá
လုံချည်	lòʊɴd͡ʑì
လုံခြုံရေး	lòʊɴd͡ʑòʊɴjé
လုံး	lóʊɴ
လုံးလုံး	lóʊɴlóʊɴ
လူ	lù
လူကြီး	lùd͡ʑí
လူငယ်	lùŋɛ̀
လူစုလူဝေး	lùzṵlùwé
လူဇင်ဘတ်	lùzɪ̀ɴbaʔ
လူတော	lùdɔ́
လူပျို	lùbjò
လူပျိုနာ	lùbjònà
လူမျိုး	lùmjó
လူမျိုးစုလွှတ်တော်	lùmjózṵl̥ʊʔtɔ̀
လူမျိုးရေးဝါဒ	lùmjójéwàda̰
လူမှုကွန်ရက်	lùm̥ṵkʊ̀ɴjɛʔ
လူဝင်မှုကြီးကြပ်ရေး	lùwɪ̀ɴm̥ṵt͡ɕít͡ɕaʔjé
လူဝံ	lùwʊ̀ɴ
လူသတ်မှု	lùðaʔm̥ṵ
လူသတ်သမား	lùθaʔð’မာ
လူသား	lùðá
လူဦးရေ	lùʔújè
လူ့ဘောင်	lṵbàʊɴ
လူ့အဖွဲ့အစည်း	lṵʔəpʰwɛ̰ʔəsí
လေ	lè
လေကတော့	lèɡədɔ̰
လေချဉ်တက်	lèd͡ʑɪ̀ɴtɛʔ
လေချွန်	lèt͡ɕʰʊ̀ɴ
လေစုန်	lèzòʊɴ
လေဆိပ်	lèzeɪʔ
လေထိုးတံ	lètʰódàɴ
လေထီး	lèdí
လေထု	lèdṵ
လေပွေ	lèbwè
လေဖုတ်	lèpʰoʊʔ
လေဖြတ်ရောဂါ	lèpʰjaʔjɔ́ɡà
လေမုန်တိုင်း	lèmòʊɴdáɪɴ
လေယာဉ်	lèjɪ̀ɴ
လေယာဉ်ပျံ	lèjɪ̀ɴbjàɴ
လေရဟတ်	lèjəhaʔ
လေလည်	lèlè
လေသာခန်း	lèðàɡáɴ
လေသာပေါက်	lèðàbaʊʔ
လေအေးစက်	lèʔézɛʔ
လောက	lɔ́ka̰
လောကနတ်	lɔ́ka̰naʔ
လောကဝတ်	lɔ́ɡəwʊʔ
လောက်	laʊʔ
လောင်	làʊɴ
လောင်စာ	làʊɴzà
လောင်း	láʊɴ
လောလော	lɔ́lɔ́
လေ့ကျင့်	lḛt͡ɕɪ̰ɴ
လေ့ကျင့်ခန်း	lḛt͡ɕɪ̰ɴɡáɴ
လေ့လာ	lḛlà
လေး	lé
လေးထောင့်	léda̰ʊɴ
လေးလံ	lélàɴ
လဲ	lɛ́
လဲ့လဲ့	lɛ̰lɛ̰
လံဗား	làɴbá
လျက်	jɛʔ
လျက်	jɛʔ
လျားလျား	jájá
လျောင်း	ljáʊɴ
လျှင်	l̥jɪ̀ɴ
လျှပ်	l̥jaʔ
လျှပ်စစ်ဓာတ်	l̥jaʔsɪʔdaʔ
လျှပ်စီး	l̥jaʔsí
လျှာ	ʃà
လျှာနာခွာနာ	ʃànàkʰwànà
လျှာရည်	ʃàjì
လျှောက်	ʃaʊʔ
လွတ်လပ်	lʊʔlaʔ
လွတ်လပ်ခွင့်	lʊʔlaʔkʰwɪ̰ɴ
လွတ်လပ်ရေးနေ့	lʊʔlaʔjénḛ
လွန်	lʊ̀ɴ
လွန်ဆွဲ	lʊ̀ɴsʰwɛ́
လွယ်	lwɛ̀
လွိုင်ကော်	lwàɪɴkɔ̀
လွှ	l̥wa̰
လွှတ်တော်	l̥ʊʔtɔ̀
လှ	l̥a̰
လှည့်	l̥ɛ̰
လှည်း	l̥ɛ́
လှည်းကူး	l̥íkú
လှပ	l̥a̰pa̰
လှပ်လှပ်	l̥aʔl̥aʔ
လှလှ	l̥a̰l̥a̰
လှိုင်း	l̥áɪɴ
လှုပ်ရှား	l̥oʊʔʃá
လှုပ်လှုပ်	l̥oʊʔl̥oʊʔ
လှုလှု	l̥ṵl̥ṵ
လှုံ	l̥òʊɴ
လှေ	l̥è
လှေကား	l̥èɡá
လှောက်	l̥aʊʔ
လှော်ကား	l̥ɔ̀ɡá
လှေး	l̥é
လှဲ	l̥ɛ́
လှံ	l̥àɴ
ဝ	wa̰
ဝက်	wɛʔ
ဝက်ကြွပ်	wɛʔt͡ɕʊʔ
ဝက်ခြံ	wɛʔt͡ɕʰàɴ
ဝက်ဆီ	wɛʔsʰì
ဝက်ထီး	wɛʔtʰí
ဝက်ဘ်ဆိုဒ်	wɛʔbsʰaɪʔ
ဝက်မ	wɛʔma̰
ဝက်မှင်ဘီး	wɛʔm̥ɪ̀ɴbí
ဝက်ဝံ	wɛʔwʊ̀ɴ
ဝက်သား	wɛʔθá
ဝက်သားချဉ်	wɛʔθát͡ɕʰɪ̀ɴ
ဝက်သားတုတ်ထိုး	wɛʔθádoʊʔtʰó
ဝက်သားမျှစ်ချဉ်	wɛʔθám̥jɪʔt͡ɕʰɪ̀ɴ
ဝက်အူ	wɛʔʔù
ဝက်အူချောင်း	wɛʔʔùd͡ʑáʊɴ
ဝင်	wɪ̀ɴ
ဝင်ရိုး	wɪ̀ɴjó
ဝင်း	wɪ́ɴ
ဝစီ	wəzì
ဝစီကံ	wəzìɡàɴ
ဝစ်ရှင်နရီ	wɪʔʃɪ̀ɴnəɹì
ဝဆွဲ	wa̰sʰwɛ́
ဝဇီရာ	wəzìjà
ဝဏ္ဏ	wʊ̀ɴna̰
ဝတီ	wədì
ဝတ္ထု	wʊʔtʰṵ
ဝတ်	wʊʔ
ဝတ်ကျောင်း	wʊʔt͡ɕáʊɴ
ဝတ်စုံ	wʊʔsòʊɴ
ဝတ်လုံ	wʊʔlòʊɴ
ဝန်	wʊ̀ɴ
ဝန်ကြီး	wʊ̀ɴd͡ʑí
ဝန်ကြီးချုပ်	wʊ̀ɴd͡ʑíd͡ʑoʊʔ
ဝန်ကြီးဌာန	wʊ̀ɴd͡ʑítʰàna̰
ဝန်ခံ	wʊ̀ɴkʰàɴ
ဝန်စည်စလယ်	wʊ̀ɴzìzəlɛ̀
ဝပ်	waʔ
ဝပ်	wʊʔ
ဝမ်း	wʊ́ɴ
ဝမ်းကျ	wáɴd͡ʑa̰
ဝမ်းဆွဲ	wʊ́ɴzwɛ́
ဝမ်းနည်း	wáɴné
ဝမ်းရောဂါ	wʊ́ɴjɔ́ɡà
ဝမ်းသာ	wʊ́ɴθà
ဝယ်	wɛ̀
ဝရဏဗေဒ	wəjəna̰da̰bèda̰
ဝရန်တာ	wəɹàɴdà
ဝလာဟကမြင်း	wəlàhəka̰mjɪ́ɴ
ဝသန္တ	wa̰θàɴta̰
ဝသုန္ဓရာ	wəθòʊɴdəɹà
ဝသုန္ဓရေ	wəθòʊɴdəɹè
ဝါ	wà
ဝါကျ	weɪʔt͡ɕa̰
ဝါခေါင်	wàɡàʊɴ
ဝါစင်္ဂ	wàzɪ̀ɴɡa̰
ဝါဆို	wàsʰò
ဝါဏိဇ္ဇဗေဒ	wàneɪʔza̰bèda̰
ဝါဒ	wàda̰
ဝါရှင်တန်	wàʃɪ̀ɴtàɴ
ဝါရှာ	wàʃà
ဝါသနာ	wàða̰nà
ဝါသနာရှင်	wàðənàʃɪ̀ɴ
ဝါး	wá
ဝိဇ္ဇာ	weɪʔzà
ဝိဇ္ဇာပညာ	weɪʔzàpjɪ̀ɴɲà
ဝိဇ္ဇာဘွဲ့	weɪʔzàbwɛ̰
ဝိညာဉ်	wèɪɴɲɪ̀ɴ
ဝိတိုရိယ	wḭtòjḭja̰
ဝိနည်း	wḭní
ဝိပတ္တိတရားလေးပါး	wḭpaʔtḭtəjálébá
ဝိပဿနာ	wḭpaʔθənà
ဝိဘတ်	wḭbaʔ
ဝိသေသ	wḭθèθa̰
ဝိသေသလက္ခဏာ	wḭθèθa̰lɛʔkʰənà
ဝိဟာရ	wḭhàja̰
ဝိုက်ချ	waɪʔt͡ɕʰa̰
ဝိုင်	wàɪɴ
ဝိုင်ယာကြိုး	wàɪɴjàd͡ʑó
ဝိုင်း	wáɪɴ
ဝီကီပိဒိယ	wìkìpḭdḭja̰
ဝီကီပီးဒီးယား	wìkìpídíjá
ဝီစကီ	wìsəkì
ဝီရ	wìja̰
ဝီရိယ	wəɹḭja̰
ဝေဒနာ	wèdənà
ဝေလ	wèla̰
ဝေလငါး	wèla̰ŋá
ဝေသာလီ	wèθàlì
ဝေါဟာရ	wɔ́hàɹa̰
ဝေါဟာရဗေဒ	θaʔda̰bèda̰
ဝေး	wé
ဝေးကွာ	wékwà
ဝေဿ	wɪʔθa̰
ဝံ	wʊ̀ɴ
ဝံပုလွေ	wʊ̀ɴbəlwè
ဝံသ	wʊ̀ɴθa̰
ဝှက်	ʍɛʔ
ဝှေးစေ့	ʍézḭ
သ	θa̰
သ	θə
သကုဏဗေဒ	θa̰kṵna̰bèda̰
သက္ကတ	θɛʔkəta̰
သက်တံ	θɛʔtàɴ
သက်သာ	θɛʔθà
သက်သေ	θɛʔθè
သက်ဦးဆံပိုင်	θɛʔʔúsʰàɴbàɪɴ
သကြား	ðəd͡ʑá
သကြားလုံး	ðəd͡ʑálóʊɴ
သခွား	θa̰kʰwá
သခွားမသီး	θəkʰəma̰ðí
သင်	θɪ̀ɴ
သင်ကြား	θɪ̀ɴt͡ɕá
သင်ခန်းစာ	θɪ̀ɴɡáɴzà
သင်တုန်းဓား	θɪ̀ɴdóʊɴdá
သင်း	θɪ́ɴ
သင်းဝင်	θɪ́ɴwɪ̀ɴ
သင်္ကဒူး	θɪ́ɴɡədú
သင်္ကန်း	θɪ̀ɴɡáɴ
သင်္ကြန်	θɪ́ɴd͡ʑàɴ
သင်္ကြန်ထမင်း	ðəd͡ʑàɴtʰəmɪ́ɴ
သင်္ကြန်မိုး	θɪ̀ɴd͡ʑàɴmó
သင်္ချာ	θɪ̀ɴt͡ɕʰà
သင်္ချိုင်း	θɪ̀ɴd͡ʑáɪɴ
သင်္ဂဟ	θɪ̰ɴɡəha̰
သင်္ဂဟတရားလေးပါး	θɪ̀ɴɡa̰ha̰ta̰jálépá
သင်္ဘော	θɪ́ɴbɔ́
သင်္ဘောကြမ်း	θɪ̀ɴbɔ́d͡ʑáɴ
သင်္ဘောဆိပ်	θɪ̀ɴbɔ́zeɪʔ
သင်္ဘောသီး	θɪ́ɴbɔ́ðí
သင်္ဘောသီးသုပ်	θɪ̀ɴbɔ́θíθoʊʔ
သင်္သကရိုက်	θɪ̀ɴθəkəɹaɪʔ
သစ္စာ	θɪʔsà
သစ္စာဖောက်	θɪʔsàpʰaʊʔ
သစ္စာလေးပါး	θɪʔsàlépá
သစ်	θɪʔ
သစ်ကတိုး	θɪʔɡədó
သစ်ကုလားအုတ်	θɪʔkələʔoʊʔ
သစ်ကြံပိုး	θɪʔd͡ʑəpó
သစ်ဆိမ့်	θɪʔsʰḛɪɴ
သစ်တို	θɪʔtò
သစ်တော	θɪʔtɔ́
သစ်ပင်	θɪʔpɪ̀ɴ
သစ်ပုပ်	θɪʔpoʊʔ
သစ်သစ်	θɪʔθɪʔ
သစ်သီး	θɪʔθí
သစ်သီးရည်	θɪʔθíjè
သဇင်	ðəzɪ̀ɴ
သဉ္ဇာ	θɪ̀ɴzà
သဉ္ဇာလီ	θɪ̀ɴzàlì
သည်	θè
သည်မှာ	ðìm̥à
သည်း	θí
သည်းခြေ	θíd͡ʑè
သဏ္ဍာန်	θədàɴ
သတင်း	ða̰dɪ́ɴ
သတင်းစာ	ðədɪ́ɴzà
သတင်းစာဆရာ	ðədɪ́ɴzàsʰəjà
သတင်းပို့	ðədɪ́ɴpo̰
သတို့သမီး	ðədo̰θəmí
သတို့သား	ðədo̰θá
သတ္တဗေဒ	θaʔta̰bèda̰
သတ္တမ	θaʔtəma̰
သတ္တဝါ	θaʔtəwà
သတ္တိ	θaʔtḭ
သတ္တု	θaʔtṵ
သတ္တုစပ်	θaʔtṵzaʔ
သတ္တုဗေဒ	θaʔtṵbèda̰
သတ္တုရိုင်း	θaʔtṵjáɪɴ
သတ်	θaʔ
သတ်ဖြတ်	θaʔpʰjaʔ
သဒ္ဒဗေဒ	θaʔda̰bèda̰
သဒ္ဒါ	ðədà
သဒ္ဒါဆယ်ပါး	ðədàsʰɛ̀bá
သဒ္ဓါ	θàddà
သဒ္ဓါကြေး	θədàt͡ɕé
သနပ်	θənaʔ
သနပ်ခါး	θənəkʰá
သန္တာ	θàɴdà
သန္ဓေ	θàɴdè
သန္ဓေဗေဒ	θàɴdèbèda̰
သန္ဓေသား	ðədèðá
သန်ကောင်	θàɴɡàʊɴ
သန်တူ	θàɴtù
သန်လျက်	θàɴjɛʔ
သန်လျင်	θəɲɪ̀ɴ
သန်း	θáɴ
သန်းခေါင်	ðəɡàʊɴ
သပ်	θaʔ
သဘက်ခါ	θəbɛʔkʰà
သဘာပတိ	θəbàpətḭ
သဘာဝ	ðəbàwa̰
သဘာဝတ္ထဗေဒ	θəbàwʊʔtʰa̰bèda̰
သဘော	ðəbɔ́
သဘောတူ	ðəbɔ́tù
သမက်	θəmɛʔ
သမဂ္ဂ	θa̰mɛʔɡa̰
သမင်	θəmɪ̀ɴ
သမင်မ	θəmɪ̀ɴma̰
သမာသမတ်	θəmàθəmaʔ
သမား	θəmá
သမိန်	θəmèɪɴ
သမိုင်း	θəmáɪɴ
သမီး	θəmí
သမုဒ္ဒရာ	θəmoʊʔdəjà
သမ္ဗန္ဓ	θàɴbàɴda̰
သမ္မတ	θəməda̰
သမ္မတနိုင်ငံ	θəməda̰nàɪɴŋàɴ
သမ္မာကျမ်း	θəmàt͡ɕáɴ
သမ်း	θáɴ
သယ်	θɛ̀
သရ	θəɹa̰
သရက်	θəjɛʔ
သရက်ရွက်	θəjɛʔjwɛʔ
သရက်သီးသနပ်	θəjɛʔθíθa̰naʔ
သရဏဂုံသုံးပါး	θəjənəɡòʊɴθóʊɴbá
သရဖူ	θəɹəpʰù
သရီရ	θəɹìɹa̰
သရုပ်	θəjoʊʔ
သရုပ်ဆောင်	θəjoʊʔsʰàʊɴ
သရုပ်ဖော်	θəjoʊʔpʰɔ̀
သရဲ	θəjɛ́
သလား	θa̰lá
သလိပ်	θəleɪʔ
သလုံး	θəlóʊɴ
သလွဲ	θəlwɛ́
သဝဏ်လွှာ	θəwʊ̀ɴl̥wà
သာဂူ	θàɡù
သာဓက	θàda̰ka̰
သာဓု	θàdṵ
သာမဏေ	θàmənè
သာမိုမီတာ	θàmòmìtà
သာယာဝတီ	θàjàwədì
သာရိပုတ္တရာ	θàjḭpoʊʔtəjà
သာဝက	θàwəka̰
သာဝတ္ထိ	θàwʊʔtʰḭ
သာသနာ	θàðənà
သား	θá
သားပိုက်ကောင်	θábaɪʔkàʊɴ
သားမြီးယပ်	θámjíjaʔ
သားရေ	θəjè
သားလောင်း	θáláʊɴ
သားလှောင်	θál̥àʊɴ
သားသတ်ရုံ	θáðaʔjòʊɴ
သားအိမ်	θəʔèɪɴ
သိ	θḭ
သိက္ခါ	θeɪʔkʰà
သိကြား	ðəd͡ʑá
သိင်္ဂီ	θèɪɴɡì
သိထိလ	θḭtʰḭla̰
သိဒ္ဓတ္ထ	θeɪʔdaʔtʰa̰
သိဒ္ဓတ်မင်း	θeɪʔdaʔmɪ́ɴ
သိဒ္ဓိ	θeɪʔdḭ
သိန်း	θéɪɴ
သိပ္ပံ	θeɪʔpàɴ
သိပ္ပံဘွဲ့	θeɪʔpàɴbwɛ̰
သိပ်	θeɪʔ
သိမ်	θèɪɴ
သိရှိ	θḭʃḭ
သိဝ	θḭwa̰
သိုက်	θaɪʔ
သို့ပေမဲ့	ðo̰bèmɛ̰
သို့မဟုတ်	ðo̰məhoʊʔ
သို့ရာတွင်	ðo̰jàdwɪ̀ɴ
သိုး	θó
သိုးဆောင်း	θósʰáʊɴ
သိုးထိန်း	θódéɪɴ
သိုးထီး	θódí
သိုးမ	θóma̰
သိုးမွေး	θómwé
သိုးအုပ်	θóʔoʊʔ
သီချင်း	θət͡ɕʰɪ́ɴ
သီဂိရိယ	θìɡḭɹḭja̰
သီတဂူ	θìdəɡù
သီတင်း	ðədɪ́ɴ
သီတင်းကျွတ်	ðədɪ́ɴd͡ʑʊʔ
သီတင်းသီလ	ðədɪ́ɴθìla̰
သီတာ	θìdà
သီတာဒေဝီ	θìdàdèwì
သီရိ	θìɹḭ
သီရိလင်္ကာ	θìɹḭlɪ̀ɴkà
သီလ	θìla̰
သီလရှင်	θìla̰ʃɪ̀ɴ
သီဟ	θìha̰
သီဟိုဠ်	θìhò
သီအိုရီ	θìʔòɹì
သီး	θí
သီးစုံချဉ်ရည်	θízòʊɴt͡ɕʰɪ̀ɴjì
သီးပင်	θíbɪ̀ɴ
သီးသီး	θíðí
သု	θṵ
သုက်	θoʊʔ
သုခ	θṵkʰa̰
သုခေါဒယ	θṵkʰɔ́dəja̰
သုည	θòʊɴɲa̰
သုတ	θṵta̰
သုတေသန	θṵtèθəna̰
သုတေသီ	θṵtèθì
သုတ်	θoʊʔ
သုဒ္ဒ	θoʊʔda̰
သုဒ္ဒကိန်း	θoʊʔda̰kéɪɴ
သုဒ္ဒကြိယာ	θoʊʔda̰kəjḭjà
သုဒ္ဓေါဒန	θùddɔ́dəna̰
သုဓမ္မသိင်္ဂီ	θṵdàɴma̰θèɪɴɡì
သုပ်	θoʊʔ
သုသာန်	θoʊʔθàɴ
သုံး	θóʊɴ
သုံးဆယ်	θóʊɴsʰɛ̀
သုံးဆောင်	θóʊɴsʰàʊɴ
သူ	θù
သူခိုး	θəkʰó
သူငယ်	θəŋɛ̀
သူငယ်ချင်း	θəŋɛ̀d͡ʑɪ́ɴ
သူငယ်တန်း	θùŋɛ̀dáɴ
သူငယ်မ	θəŋɛ̀ma̰
