aaron	aːaron
adsequor	atsɛkʷɔr
adsero	atsɛroː
adservo	atsɛrwoː
adsevero	atsɛweːroː
adsibilo	atsiːbɪɫoː
adsicco	atsɪkkoː
adsideo	atsɪdeoː
adsiduo	atsɪdʊoː
adsiduus	atsɪdʊʊs
adsignifico	atsiːŋnɪfɪkoː
adsigno	atsiːŋnoː
adsimilo	atsɪmɪɫoː
adsimulo	atsɪmʊɫoː
adsisto	atsɪstoː
adsocio	atsɔkioː
adsoleo	atsɔɫeoː
adsolo	atsɔɫoː
adspectabilis	atspɛktaːbɪlɪs
adspergo	atspɛrɡoː
adspicio	atspɪkioː
adstipulor	atstɪpʊɫɔr
adstringo	atstrɪŋɡoː
adsuefacio	atsʊeːfakioː
adsuetus	atsʊeːtʊs
adsulto	atsʊɫtoː
adsum	atsʊ̃
adsumptivus	atsuːmptiːwʊs
adsuo	atsʊoː
adsurgo	atsʊrɡoː
adtamino	attaːmɪnoː
adtempero	attɛmpɛroː
adtempto	attɛmptoː
adtendo	attɛndoː
adtento	attɛntoː
adtentus	attɛntʊs
adtenuo	attɛnʊoː
adtermino	attɛrmɪnoː
adtero	attɛroː
adtestor	attɛstɔr
adtineo	attɪneoː
adtingo	attɪŋɡoː
adtitulo	attɪtʊɫoː
adtondeo	attɔndeoː
adtono	attɔnoː
adtorqueo	attɔrkᶣeoː
adtrecto	attrɛktoː
adtribulo	atdrɪbʊɫoː
adtribuo	attrɪbʊoː
adtributor	attrɪbuːtɔr
adtributorum	attrɪbuːtoːrʊ̃
adua	adʊa
aduatuca	adʊaːtʊka
aduatuci	adʊatʊkiː
adubi	adʊbiː
adulator	aduːɫaːtɔr
adulescens	adʊɫeːskẽːs
adulescentia	adʊɫeːskɛntia
adulescentior	adʊɫeːskɛntiɔr
adulor	aduːɫɔr
adulter	adʊɫtɛr
adultera	adʊɫtɛra
adulterinus	adʊɫtɛriːnʊs
adultero	adʊɫtɛroː
adumbrate	adʊmbraːtɛ
adumbratio	adʊmbraːtioː
adumbro	adʊmbroː
aduna	adʊna
aduncus	adʊŋkʊs
adurgeo	adʊrɡeoː
adusque	adʊskᶣɛ
aduste	adʊstɛ
adutor	aduːtɔr
advecto	adwɛktoː
adveho	adwɛhoː
advelo	adweːɫoː
advena	adwɛna
advenerimus	adweːnɛrɪmʊs
advenerimus	adweːnɛriːmʊs
adveneris	adweːnɛrɪs
adveneris	adweːnɛriːs
adveneritis	adweːnɛrɪtɪs
adveneritis	adweːnɛriːtɪs
adveneror	adwɛnɛrɔr
advenimus	adwɛniːmʊs
advenimus	adweːnɪmʊs
advenio	adwɛnioː
advenio	adveːnio
advenit	adwɛnɪt
advenit	adweːnɪt
adventatum	adwɛntaːtʊ̃
adventicius	adwɛntiːkiʊs
adventitius	adwɛntiːtiʊs
advento	adwɛntoː
adventus	adwɛntʊs
adverbero	adwɛrbɛroː
adverbialis	adwɛrbiaːlɪs
adverbialis	adverbiaːlis
adverbialiter	adwɛrbiaːlɪtɛr
adverbialiter	adverbiaːliter
adverbium	adwɛrbiʊ̃
adversarius	adwɛrsaːriʊs
adverso	adwɛrsoː
adversor	adwɛrsɔr
adversus	adwɛrsʊs
adverto	adwɛrtoː
advesperascit	adwɛspɛraːskɪt
advigilatum	adwɪɡɪɫaːtʊ̃
advigilo	adwɪɡɪɫoː
advocati	adwɔkaːtiː
advocatus	adwɔkaːtʊs
advoco	adwɔkoː
advolatus	adwɔɫaːtʊs
advolatus	advolaːtus
advolatus	adwɔɫaːtʊs
advolatus	adwɔɫaːtuːs
advolo	adwɔɫoː
advolvo	adwɔɫwoː
adytum	adʏtʊ̃
adytus	adʏtʊs
adzelor	adzeːɫɔr
aebutius	ae̯buːtiʊs
aeculanum	ae̯kʊɫaːnʊ̃
aedepsus	ae̯deːpsʊs
aedicula	ae̯dɪkʊɫa
aedicula	ɛdiːkula
aedificatum	ae̯dɪfɪkaːtʊ̃
aedificatus	ae̯dɪfɪkaːtʊs
aedificium	ae̯dɪfɪkiʊ̃
aedifico	ae̯dɪfɪkoː
aedilicius	ae̯diːliːkiʊs
aedilis	ae̯diːlɪs
aedis	ae̯dɪs
aeditualis	ae̯dɪtʊaːlɪs
aedituens	ae̯dɪtʊẽːs
aeditumor	ae̯dɪtʊmɔr
aedui	ae̯dʊiː
aefula	ae̯fʊɫa
aeger	ae̯ɡɛr
aeger	ɛːd͡ʒer
aegialus	ae̯ɡiaɫʊs
aegida	ae̯ɡɪda
aegida	ae̯ɡɪda
aegides	ae̯ɡɪdeːs
aegides	ae̯ɡɪdɛs
aegidius	ae̯ɡiːdiʊs
aegidius	ɛd͡ʒiːdius
aegimurus	ae̯ɡɪmʊrʊs
aeginium	ae̯ɡɪniʊ̃
aegipius	ae̯ɡɪpiʊs
aegis	ae̯ɡɪs
aegis	ɛːd͡ʒis
aegisthus	ae̯ɡɪstʰʊs
aegithus	ae̯ɡɪtʰʊs
aegitium	ae̯ɡɪtiʊ̃
aegolios	ae̯ɡoːliɔs
aegritudo	ae̯ɡrɪtuːdoː
aegritudo	ɛɡrituːdo
aegrotaticius	ae̯ɡroːtaːtiːkiʊs
aegrotatum	ae̯ɡroːtaːtʊ̃
aegrotus	ae̯ɡroːtʊs
aegyptiace	ae̯ɡʏptiakeː
aegyptiace	ae̯ɡʏptiakɛ
aegyptiacus	ae̯ɡʏptiakʊs
aegyptiacus	ɛd͡ʒipt͡siːakus
aegyptiacus	ae̯ɡʏptiakʊs
aegyptius	ae̯ɡʏptiʊs
aegyptus	ae̯ɡʏptʊs
aegyptus	ae̯ɡʏptʊs
aelius	ae̯liʊs
aello	aɛlloː
aemidus	ae̯mɪdʊs
aemilius	ae̯mɪliʊs
aeminium	ae̯mɪniʊ̃
aemulanter	ae̯mʊɫantɛr
aemulatio	ae̯mʊɫaːtioː
aemulator	ae̯mʊɫaːtɔr
aemulatrix	ae̯mʊɫaːtriːks
aemulor	ae̯mʊɫɔr
aemulus	ae̯mʊɫʊs
aemyndus	ae̯mʏndʊs
aeneas	ɛneːas
aeneis	ae̯neːɪs
aenescens	aeːneːskẽːs
aeneus	aeːneʊs
aeneus	aeːneus
aenigma	ae̯nɪɡma
aenigmaticus	ae̯nɪɡmatɪkʊs
aeningia	ae̯nɪŋɡia
aenobarbus	aeːnɔbarbʊs
aenona	ae̯nɔna
aenum	aeːnʊ̃
aenus	aeːnʊs
aenus	ae̯nʊs
aeoliae	ae̯ɔliae̯
aequabilis	ae̯kʷaːbɪlɪs
aequabilitas	ae̯kʷaːbɪlɪtaːs
aequabiliter	ae̯kʷaːbɪlɪtɛr
aequalis	ae̯kʷaːlɪs
aequalitas	ae̯kʷaːlɪtaːs
aequaliter	ae̯kʷaːlɪtɛr
aequanimae	ae̯kʷanɪmae̯
aequanimam	ae̯kʷanɪmã
aequanime	ae̯kʷanɪmɛ
aequanimem	ae̯kʷanɪmɛ̃
aequanimia	ae̯kʷanɪmia
aequanimibus	ae̯kʷanɪmɪbʊs
aequanimis	ae̯kʷanɪmɪs
aequanimis	ɛkwaːnimis
aequanimis	ae̯kʷanɪmiːs
aequanimis	ɛkwaːnimis
aequanimitas	ae̯kʷanɪmɪtaːs
aequanimitas	ɛkwaniːmitas
aequanimium	ae̯kʷanɪmiʊ̃
aequanimum	ae̯kʷanɪmʊ̃
aequanimus	ae̯kʷanɪmʊs
aequanimus	ɛkwaːnimus
aequatis	ae̯kʷaːtɪs
aequator	ae̯kʷaːtɔr
aequatorialis	ae̯kʷaːtoːriaːlɪs
aequatoriensis	ae̯kʷaːtoːriẽːsɪs
aequatus	ae̯kʷaːtʊs
aequaverimus	ae̯kʷaːwɛrɪmʊs
aequaverimus	ae̯kʷaːwɛriːmʊs
aequaveris	ae̯kʷaːwɛrɪs
aequaveris	ae̯kʷaːwɛriːs
aequaveritis	ae̯kʷaːwɛrɪtɪs
aequaveritis	ae̯kʷaːwɛriːtɪs
aeque	ae̯kᶣeː
aequicus	ae̯kᶣɪkʊs
aequidistans	ae̯kᶣɪdɪstãːs
aequidisto	ae̯kᶣɪdɪstoː
aequiformis	ae̯kᶣɪfoːrmɪs
aequilavium	ae̯kᶣɪɫawiʊ̃
aequilibris	ae̯kᶣɪliːbrɪs
aequilibrium	ae̯kᶣɪliːbriʊ̃
aequilibrium	ɛkwiliːbrium
aequinoctialis	ae̯kᶣɪnɔktiaːlɪs
aequinoctium	ae̯kᶣɪnɔktiʊ̃
aequiparo	ae̯kᶣɪparoː
aequipero	ae̯kᶣɪpɛroː
aequipollens	ae̯kᶣɪpɔllẽːs
aequisonus	ae̯kᶣɪsɔnʊs
aequitas	ae̯kᶣɪtaːs
aequiter	ae̯kᶣɪtɛr
aequivaleo	ae̯kᶣɪwaɫeoː
aequivoco	ae̯kᶣɪwɔkoː
aequivoco	ɛkwiːvoko
aequivocus	ae̯kᶣɪwɔkʊs
aequivocus	ɛkwiːvokus
aequor	ae̯kʷɔr
aequoreus	ae̯kʷɔreʊs
aequum	ae̯kʷʊ̃
aequum	ɛːkwum
aequus	ae̯kʷʊs
aequus	ɛːkwus
aera	ɛːra
aera	aːɛra
aeramen	ae̯raːmɛn
aerarium	ae̯raːriʊ̃
aerarius	ae̯raːriʊs
aeratus	ae̯raːtʊs
aere	aːɛrɛ
aere	ae̯rɛ
aerem	aːɛrɛ̃
aeres	aːɛreːs
aereus	ae̯reʊs
aeri	aːɛriː
aeribus	aːɛrɪbʊs
aeribus	ae̯rɪbʊs
aeriformis	aːɛrɪfoːrmɪs
aerinus	ae̯rɪnʊs
aerinus	aːɛrɪnʊs
aeriportus	aːɛrɪpɔrtʊs
aeris	aːɛrɪs
aeris	ae̯rɪs
aerius	aːɛriʊs
aerodynamicus	aːɛrɔdʏnamɪkʊs
aerofaciens	aːɛrɔfakiẽːs
aerolithus	aːɛrɔlɪtʰʊs
aeromantia	aːɛrɔmantiːa
aeronauticus	aːɛrɔnau̯tɪkʊs
aeroplanum	aːɛrɔpɫanʊ̃
aeroplanum	aːɛrɔpɫaːnʊ̃
aeroplanum	aeroplaːnum
aeropus	ae̯rɔpʊs
aeros	aːɛrɔs
aerosus	ae̯roːsʊs
aerosus	ɛroːzus
aerosus	erosos
aeruginatum	ae̯ruːɡɪnaːtʊ̃
aerugino	ae̯ruːɡɪnoː
aeruginosa	ae̯ruːɡɪnoːsa
aeruginosa	ae̯ruːɡɪnoːsaː
aeruginosus	ae̯ruːɡɪnoːsʊs
aerum	aːɛrʊ̃
aerum	ae̯rʊ̃
aerumnosus	ae̯rʊmnoːsʊs
aeruscator	ae̯rʊskaːtɔr
aerusco	ae̯rʊskoː
aeschines	ae̯skʰɪneːs
aesculetum	ae̯skʊɫeːtʊ̃
aesculetum	ae̯skʊɫeːtʊ̃
aesculus	ae̯skʊɫʊs
aesepus	ae̯seːpʊs
aesernia	ae̯sɛrnia
aesis	ae̯sɪs
aesius	ae̯siʊs
aesopicus	ae̯soːpɪkʊs
aestimabilis	ae̯stɪmaːbɪlɪs
aestimare	ae̯stɪmaːrɛ
aestimatio	ae̯stɪmaːtioː
aestimo	ae̯stɪmoː
aestivatum	ae̯stiːwaːtʊ̃
aestivus	ae̯stiːwʊs
aestuabundus	ae̯stʊaːbʊndʊs
aestuarianus	ae̯stʊaːriaːnʊs
aestuarium	ae̯stʊaːriʊ̃
aestuarium	ɛstuaːrium
aestuo	ae̯stʊoː
aestuosus	ae̯stʊoːsʊs
aestus	ae̯stʊs
aesyros	ae̯sʏrɔs
aetas	ɛːtas
aeternalis	ae̯tɛrnaːlɪs
aeternitas	ae̯tɛrnɪtaːs
aeterno	ae̯tɛrnoː
aeternus	ae̯tɛrnʊs
aethaliam	ae̯tʰaliã
aethaliden	ae̯tʰalɪdeːn
aethalides	ae̯tʰalɪdeːs
aethalon	ae̯tʰaɫɔn
aethalos	ae̯tʰaɫɔs
aethalus	ae̯tʰaɫʊs
aether	ɛːter
aetherius	ae̯tʰɛriʊs
aethiopicus	ae̯tʰiɔpɪkʊs
aethiopius	ae̯tʰiɔpiʊs
aethiopus	ae̯tʰiɔpʊs
aethlius	ae̯tʰliʊs
aetitis	aːɛtiːtɪs
aevitas	ae̯wɪtaːs
aeviternus	ae̯wɪtɛrnʊ̃
aevum	ae̯wʊ̃
aevum	ɛːvum
afarensis	aːfarẽːsɪs
afer	aːfɛr
affabilis	affaːbɪlɪs
affabilitas	affaːbɪlɪtaːs
affamen	affaːmɛn
affatim	affatɪ̃
affectatio	affɛktaːtioː
affectatio	affektaːt͡sio
affectator	affɛktaːtɔr
affectatrix	affɛktaːtriːks
affecte	affɛkteː
affectio	affɛktioː
affectionatus	affɛktioːnaːtʊs
affectiose	affɛktiɔseː
affectiosus	affɛktioːsʊs
affectivus	affɛktiːwʊs
affecto	affɛktoː
affector	affɛktɔr
affectuose	affɛktʊoːseː
affectuosus	affɛktʊoːsʊs
affectus	affɛktʊs
affero	affɛroː
afficio	affɪkioː
affido	affiːdo
affiguro	affɪɡuːroː
affilae	affɪɫae̯
affingo	affɪŋɡoː
affinis	affiːnɪs
affirmativus	affɪrmaːtiːwʊs
affirmo	affɪrmoː
afflecto	affɫɛktoː
affleo	affɫeoː
afflictus	affliːktʊs
afflo	affɫoː
affluens	affɫʊẽːs
affluo	affɫʊoː
affodio	affɔdioː
affor	affɔr
afformido	affɔrmiːdoː
affrico	affrɪkoː
affulgeo	affʊɫɡeoː
affundo	affʊndoː
afganicus	afɡanɪkʊs
afghanicus	afɡʰanɪkʊs
afghanus	afɡʰanʊs
afranius	afraːniʊs
afrasiaticus	aːfraːsiaːtɪkʊs
africa	aːfrɪka
africa	aːfrika
africana	aːfrɪkaːna
africana	aːfrɪkaːnaː
africanas	aːfrɪkaːnaːs
africane	aːfrɪkaːnɛ
africani	aːfrɪkaːniː
africano	aːfrɪkaːnoː
africanos	aːfrɪkaːnoːs
africanus	aːfrɪkaːnʊs
africus	aːfrɪkʊs
africus	aːfrikus
afroasiaticus	aːfrɔaːsiaːtɪkʊs
agamus	aɡamʊs
agamus	aɡaːmʊs
agape	aːɡape
agaricum	aɡarɪkʊ̃
agathocles	aɡatʰɔkɫeːs
agathyrna	aɡatʰʏrna
agathyrsi	aɡatʰʏrsiː
agedum	aɡɛdʊ̃
ageladas	aɡɛɫadaːs
agellus	aɡɛllʊs
agendicum	aɡɛndɪkʊ̃
agendus	aɡɛndʊs
agens	aɡẽːs
agent	aɡɛnt
ager	aɡɛr
ageris	aɡɛrɪs
ageris	aɡeːrɪs
agesilaus	aɡeːsɪɫaːʊs
agessinates	aɡɛssɪnaːteːs
aggavisurus	aɡɡaːwiːsuːrʊs
aggavisus	aɡɡaːwiːsʊs
aggenero	aɡɡɛnɛroː
aggeniculor	aɡɡɛnɪkʊɫɔr
agger	aɡɡɛr
aggero	aɡɡɛroː
agglomero	aɡɡɫɔmɛroː
agglutino	aɡɡɫuːtɪnoː
aggredior	aɡɡrɛdiɔr
aggrego	aɡɡrɛɡoː
aggressio	aɡɡrɛssioː
aggressor	aɡɡrɛssɔr
agguberno	aɡɡʊbɛrnoː
agilis	aɡɪlɪs
agilitas	aɡɪlɪtaːs
agiliter	aɡɪlɪtɛr
aginnum	aɡɪnnʊ̃
agitator	aɡɪtaːtɔr
agitatrix	aɡɪtaːtriːks
agito	aɡɪtoː
agitur	aɡɪtʊr
agmen	aɡmɛn
agminalis	aɡmɪnaːlɪs
agminate	aɡmɪnaːtɛ
agnascor	aŋnaːskɔr
agnella	aŋnɛlla
agnellus	aŋnɛllʊs
agnina	aŋniːna
agninus	aŋniːnʊs
agnitio	aŋnɪtioː
agnomen	aŋnoːmɛn
agnosco	aŋnoːskoː
agnus	aŋnʊs
agnus	aɲɲus
agolum	aɡɔɫʊ̃
agonium	aɡoːniʊ̃
agora	aɡɔra
agorae	aɡɔrae̯
agoras	aɡɔraːs
agrarius	aːɡraːriʊs
agrellus	aɡrɛllʊs
agrestis	aɡrɛstɪs
agricola	aɡrɪkɔɫa
agricola	aɡrɪkɔɫaː
agricolor	aɡrɪkɔɫɔr
agricultio	aɡrɪkʊɫtioː
agricultor	aɡrɪkʊɫtɔr
agricultores	aɡrɪkʊɫtoːreːs
agricultori	aɡrɪkʊɫtoːriː
agricultura	aɡrɪkʊɫtuːra
agriculturalis	aɡrɪkʊɫtuːraːlɪs
agrimensor	aɡriːmẽːsɔr
agrimensore	aɡriːmẽːsoːrɛ
agrimensores	aɡriːmẽːsoːreːs
agrimensori	aɡriːmẽːsoːriː
agrimonia	aɡrɪmoːnia
agripeta	aɡrɪpɛta
agrius	aɡriʊs
agrosus	aɡroːsʊs
aguntum	aɡʊntʊ̃
aguranis	aɡʊranɪs
agyrium	aɡʏriʊ̃
aheneus	aheːneʊs
ahenum	aheːnʊ̃
ainuanus	aɪnʊaːnʊs
ais	aɪs
ajoensis	ajjoe̯nsɪs
ala	aːɫa
alabamensis	aɫabamẽːsɪs
alabanda	aɫabanda
alabaster	aɫabastɛr
alabastros	aɫabastrɔs
alabis	aɫabɪs
alabrum	aɫabrʊ̃
alacer	aɫakɛr
alacritas	aɫakrɪtaːs
alaea	aɫae̯a
alaesa	aɫae̯sa
alander	aɫandɛr
alanus	aɫaːnʊs
alaricus	aɫariːkʊs
alaricus	alariːkus
alarius	aːɫaːriʊs
alas	aːɫaːs
alas	aɫaːs
alasca	aɫaska
alascus	aɫaskʊs
alaskensis	aɫaskẽːsɪs
alatheus	aɫatʰeʊs
alatus	aːɫaːtʊs
alauda	aɫau̯da
alazon	aɫaːzoːn
alazona	aɫaːzɔna
alazone	aɫaːzɔnɛ
alba	aɫba
alba	aɫbaː
alba	aɫba
albae	aɫbae̯
albam	aɫbã
albamentum	aɫbaːmɛntʊ̃
albana	aɫbaːna
albana	aɫbaːnaː
albani	aɫbaːniː
albanicus	aɫbaːnɪkʊs
albanus	aɫbaːnʊs
albarium	aɫbaːriʊ̃
albarius	aɫbaːriʊs
albarum	aɫbaːrʊ̃
albas	aɫbaːs
albatus	aɫbaːtʊs
albe	aɫbɛ
albedo	aɫbeːdoː
albedo	albeːdo
albem	aɫbɛ̃
albens	aɫbẽːs
albeo	aɫbeoː
albesco	aɫbeːskoː
albi	aɫbiː
albicans	aɫbɪkãːs
albicant	aɫbɪkant
albiceps	aɫbɪkɛps
albicillus	aɫbɪkɪllʊs
albico	aɫbɪkoː
albicornis	aɫbɪkɔrnɪs
albicostus	aɫbɪkɔstʊs
albidus	aɫbɪdʊs
albiflorus	aɫbɪfɫoːrʊs
albimanus	aɫbɪmanʊs
albingaunum	aɫbɪŋɡau̯nʊ̃
albinia	aɫbɪnia
albinius	aɫbɪniʊs
albiones	aɫbiɔnɛs
albipennis	aɫbɪpɛnnɪs
albipes	aɫbɪpeːs
albipunctatus	aɫbɪpuːŋktaːtʊs
albipunctus	aɫbɪpuːŋktʊs
albirostris	aɫbɪroːstrɪs
albis	aɫbiːs
albis	aɫbɪs
albitarsis	aɫbɪtarsɪs
albitudo	aɫbɪtuːdoː
albius	aɫbiʊs
albiventris	aɫbɪwɛntrɪs
albo	aɫboː
albofasciatus	aɫbɔfaskiaːtʊs
albogularis	aɫbɔɡʊɫaːrɪs
albolineatus	aɫbɔlɪneaːtʊs
albomaculatus	aɫbɔmakʊɫaːtʊs
albomarginatus	aɫbɔmarɡɪnaːtʊs
albopictus	aɫboːpɪktʊs
albor	aɫbɔr
alborum	aɫboːrʊ̃
albos	aɫboːs
albucius	aɫbuːkiʊs
albugo	aɫbuːɡoː
albulus	aɫbʊɫʊs
album	aɫbʊ̃
albumen	aɫbuːmɛn
alburnum	aɫbʊrnʊ̃
alburnus	aɫbʊrnʊs
albus	aɫbʊs
alcalescens	aɫkaɫeːskẽːs
alcali	aɫkalɪ
alcalinus	aɫkaliːnʊs
alcedo	aɫkeːdoː
alces	aɫkeːs
alces	aɫkeːs
alcesimarchus	aɫkeːsɪmarkʰʊs
alcesimarchus	alt͡ʃezimarkus
alchemista	aɫkʰeːmɪsta
alchimia	aɫkʰɪmia
alchymicus	aɫkʰʏmɪkʊs
alchymista	aɫkʰʏmɪsta
alcibiades	aɫkɪbiadeːs
alcis	aɫkɪs
alcis	aɫkiːs
alcium	aɫkiʊ̃
alco	aɫkoː
alcohol	aɫkɔhɔɫ
alcoholicus	aɫkɔhɔlɪkʊs
alcum	aɫkʊ̃
alcyon	aɫkʏoːn
alcyone	aɫkʏɔneː
aldabrensis	aɫdabrẽːsɪs
alea	aːɫea
alearis	aːɫeaːrɪs
alearius	aːɫeaːriʊs
aleator	aːɫeaːtɔr
aleatorium	aːɫeaːtoːriʊ̃
aleatorius	aːɫeaːtoːriʊs
alectoria	aɫɛktɔria
alele	aɫɛɫeː
alemanicus	aɫɛmanɪkʊs
alemannia	aɫɛmaːnnia
alemannicus	aɫɛmannɪkʊs
alemannus	aɫɛmannʊs
alembicum	aɫɛmbiːkʊ̃
alembicum	alembiːkum
alembicus	aɫɛmbiːkʊs
alembicus	alembiːkus
aleo	aːɫeoː
aleos	aɫeɔs
alesco	aɫeːskoː
alesiaeum	aɫɛsiae̯ʊ̃
aletium	aɫeːtiʊ̃
aletrinas	aɫeːtriːnaːs
aletrinates	aɫeːtriːnaːteːs
aletrinensis	aɫeːtriːnẽːsɪs
aletrium	aɫeːtriʊ̃
aletudo	aɫɛtuːdoː
alexander	aɫɛksandɛr
alexandreus	aɫɛksandreʊs
alexandrinus	aɫɛksandriːnʊs
alexipharmacon	aɫɛksɪpʰarmakɔn
alexius	aɫɛksiʊs
alfenus	aɫfeːnʊs
alfius	aɫfiʊs
alga	aɫɡa
algae	aɫɡae̯
algae	aɫɡae̯
algebra	aɫɡɛbra
algebraicus	aɫɡɛbraɪkʊs
algens	aɫɡẽːs
algensis	aɫɡẽːsɪs
algeo	aɫɡeoː
algesco	aɫɡeːskoː
algido	aɫɡɪdoː
algidus	aɫɡɪdʊs
alginolyticus	aɫɡɪnɔlʏtɪkʊs
algor	aɫɡɔr
algorithmus	aɫɡɔrɪtʰmʊs
algosus	aɫɡoːsʊs
alibi	alɪbiː
alibilis	alɪbɪlɪs
alica	alɪka
alicastrum	alɪkastrʊ̃
alicubi	alɪkʊbɪ
alicui	alɪkʊj
alienatio	aliɛnatiɔ
alienigenus	alieːnɪɡɛnʊs
alieniloquium	alieːnɪɫɔkᶣiʊ̃
alieno	alieːno
alienus	alieːnʊs
aliger	aːlɪɡɛr
alimentatio	alɪmɛntatiɔ
alimentum	alɪmɛntʊ̃
alimonia	alɪmoːnia
alioqui	alioːkᶣiː
aliorsum	aliɔrsʊ̃
aliphera	alɪpʰeːra
aliqualis	alɪkʷaːlɪs
aliquantulus	alɪkʷantʊɫʊs
aliquantus	alɪkʷantʊs
aliquatenus	alɪkʷaːtɛnʊs
aliqui	alɪkᶣiː
aliqui	aːlikwi
aliquis	alɪkᶣɪs
aliquod	alɪkʷɔd
aliquot	alɪkʷɔt
alisma	alɪsma
aliter	alɪtɛr
aliud	aliʊd
alium	aːliʊ̃
alius	aliʊs
allabor	allaːbɔr
allacrimo	allakrɪmoː
allectatio	allɛktatiɔ
allective	alleːktiːwɛ
allectivus	alleːktiːwʊs
allecto	allɛktoː
alledius	allɛdiʊs
allego	allɛɡoː
allegoria	alleːɡɔria
allegoricus	alleːɡɔrɪkʊs
allegorizo	alleːɡɔrɪzoː
allevio	allɛwioː
allevo	allɛwoː
allex	allɛks
allicefacio	allɪkɛfakioː
allicefactum	allɪkɛfaktʊ̃
allicefacturus	allɪkɛfaktuːrʊs
allicio	allɪkioː
alligatio	allɪɡaːtioː
alligatio	alliɡaːt͡sio
alligator	allɪɡaːtɔr
alligo	allɪɡoː
allino	allɪnoː
allium	alliʊ̃
allobroges	allɔbrɔɡeːs
alloco	allɔkoː
allocutio	allɔkuːtioː
alloquium	allɔkᶣiʊ̃
alloquor	allɔkʷɔr
alluctor	alluːktɔr
allude	alluːdɛ
alluo	allʊoː
allusionem	alluːsioːnɛ̃
alluvio	allʊwioː
alluvius	allʊwiʊs
almities	aɫmɪtieːs
almopes	aɫmoːpeːs
almus	aɫmʊs
alnus	aɫnʊs
alo	aɫoː
alo	aːlo
aloe	aɫɔeː
alogia	aɫɔɡia
alope	aɫɔpeː
alopeconnesus	aɫoːpɛkɔnneːsʊs
alorus	aɫoːrʊs
alpes	aɫpeːs
alpestris	aɫpeːstrɪs
alpestrus	aɫpeːstrʊs
alpha	aɫpʰa
alphabetum	aɫpʰabeːtʊ̃
alphaeus	aɫpʰae̯ʊs
alpheus	aɫpʰeːʊs
alpicolus	aɫpɪkɔɫʊs
alpinalis	aɫpiːnaːlɪs
alpinus	aɫpiːnʊs
alsa	aɫsa
alsine	aɫsɪneː
altaicus	aɫtaɪkʊs
altar	aɫtar
alte	aɫteː
alte	aɫtɛ
alte	aɫtɛ
alter	aɫtɛr
alteratio	aɫtɛraːtioː
altercor	aɫtɛrkɔr
alterculum	aɫtɛrkʊɫʊ̃
alternativa	aɫtɛrnaːtiːwa
alternativa	aɫtɛrnaːtiːwaː
alternativas	aɫtɛrnaːtiːwaːs
alternative	aɫtɛrnaːtiːwɛ
alternativi	aɫtɛrnaːtiːwiː
alternativo	aɫtɛrnaːtiːwoː
alternativos	aɫtɛrnaːtiːwoːs
alternativus	aɫtɛrnaːtiːwʊs
alterniflorus	aɫtɛrnɪfɫɔrʊs
alterno	aɫtɛrnoː
alternus	aɫtɛrnʊs
altero	aɫtɛroː
alteruter	aɫtɛrʊtɛr
althaea	aɫtʰae̯a
alticolus	aɫtɪkɔɫʊs
altilis	aɫtɪlɪs
altio	aɫtioː
altio	altʲo
altirostris	aɫtɪroːstrɪs
altispinosus	aɫtɪspiːnoːsʊs
altispinus	aɫtɪspiːnʊs
altissimus	aɫtɪssɪmʊs
altitia	aɫtiːtia
altitia	altiːt͡sia
altitonus	aɫtɪtɔnʊs
altitudo	aɫtɪtuːdoː
altiusculus	aɫtiʊskʊɫʊs
alto	aɫtoː
altor	aɫtɔr
altore	aɫtoːrɛ
altrinsecus	aɫtrĩːsɛkʊs
altum	aɫtʊ̃
altus	aɫtʊs
alucinor	aːɫuːkɪnɔr
alucinor	aluːt͡ʃinor
alum	aːɫʊ̃
alumen	aɫuːmɛn
alumen	aluːmen
aluminium	aɫuːmɪniʊ̃
aluminium	alumiːnium
alumnor	aɫʊmnɔr
alumnus	aɫʊmnʊs
aluntium	aɫʊntiʊ̃
alutiae	aɫuːtiae̯
alvarium	aɫwaːriʊ̃
alveolus	aɫweɔɫʊs
alveus	aɫweʊs
alvona	aɫwɔna
alvus	aɫwʊs
alx	aɫks
alyattes	alʏatteːs
alypon	alyːpɔn
alysson	alʏssɔn
alyzia	alʏzia
amabilis	amaːbɪlɪs
amabilitas	amaːbɪlɪtaːs
amabiliter	amaːbɪlɪtɛr
amadoci	amadɔkiː
amadocus	amadɔkʊs
amafinius	amafɪniʊs
amalgama	amaɫɡama
amandum	amandʊ̃
amandus	amandʊs
amans	amãːs
amanuensis	aːmanʊẽːsɪs
amanus	amaːnʊs
amardus	amardʊs
amare	amaːrɛ
amarico	amaːrɪkoː
amaritas	amaːrɪtaːs
amarities	amaːrɪtieːs
amaritudo	amaːrɪtuːdoː
amaror	amaːrɔr
amarulentia	amaːrʊɫɛntia
amarulentus	amaːrʊɫɛntʊs
amarus	amaːrʊs
amasenus	amaseːnʊs
amasis	amaːsɪs
amasius	amaːsiʊs
amastris	amastrɪs
amatis	amaːtɪs
amator	amaːtɔr
amatorius	amaːtoːriʊs
amatus	amaːtʊs
amauensis	amawẽːsɪs
amaurosis	amau̯roːsɪs
amaverimus	amaːwɛrɪmʊs
amaverimus	amaːwɛriːmʊs
amaveris	amaːwɛrɪs
amaveris	amaːwɛriːs
amaveritis	amaːwɛrɪtɪs
amaveritis	amaːwɛriːtɪs
