アイアイ	ai-ai
アナディリ	anadiri
アナニー	ananī
アナフィラキシー	anafirakishī
アナリスト	anarisuto
アナルビーズ	anarubīzu
アナログ	anarogu
アニス	anisu
アニソン	anison
アニマンガ	animanga
アニメーション	animēshon
アニメーションスタジオ	animēshonsutajio
アニメーター	animētā
アノア	anoa
アノード	anōdo
アバウト	abauto
アバカス	abakasu
アバカン	abakan
アバクロ	abakuro
アバター	abatā
アバンチュール	abanchūru
アパルトヘイト	aparutoheito
アパート	apāto
アパートメント	apātomento
アパートメントハウス	apātomentohausu
アヒル	ahiru
アビ	abi
アビシニア	abishinia
アビニョン	abinyon
アピア	apia
アピール	apīru
アフィリエイト	afirieito
アフガニスタン	afuganisutan
アフターバーナー	afutābānā
アフマダーバード	afumadābādo
アフリカ	afurika
アフリカーナー	afurikānā
アフレコ	afureko
アフロディーテ	afurodīte
アフロディテ	afurodite
アブ	abu
アブギダ	abugida
アブサン	abusan
アブジャド	abujado
アブドラ	abudora
アブハジア	abuhajia
アブラツノザメ	aburatsunozame
アブラハム	aburahamu
アブラボウズ	aburabōzu
アブラムシ	aburamushi
アプデ	apude
アプライアンス	apuraiansu
アプリ	apuri
アプリオリ	apuriori
アプリケーション	apurikēshon
アプリル	apuriru
アプローチ	apurōchi
アプロディーテー	apurodītē
アプロディテ	apurodite
アベック	abekku
アベノミクス	abenomikusu
アベル	aberu
アホ	aho
アホウドリ	ahōdori
アホロートル	ahorōtoru
アボット	abotto
アボリジニ	aborijini
アポ	apo
アポスティーユ	aposutīyu
アポストロフィ	aposutorofi
アポストロフィー	aposutorofī
アポロ	aporo
アポロー	aporō
アポローン	aporōn
アポロン	aporon
アマ	ama
アマゾネス	amazonesu
アマゾン	amazon
アマチュア	amachua
アマツバメ	amatsubame
アマテラス	amaterasu
アマヌンシス	amanunshisu
アマバン	amaban
アマレット	amaretto
アミール	amīru
アミガサダケ	amigasadake
アミジン	amijin
アミド	amido
アミノ	amino
アミラーゼ	amirāze
アミン	amin
アムピトリーテー	amupitorītē
アムリトサル	amuritosaru
アメージング	amējingu
アメーバ	amēba
アメコミ	amekomi
アメジスト	amejisuto
アメフト	amefuto
アメリカン	amerikan
アメリカンドッグ	amerikandoggu
アメンボ	amenbo
アメンボウ	amenbō
アモルファス	amorufasu
アヤトラ	ayatora
アユ	ayu
アラー	arā
アライ	arai
アライグマ	araiguma
アラニン	aranin
アラバスター	arabasutā
アラビア	arabia
アラフォー	arafō
アラブ	arabu
アラメ	arame
アリ	ari
アリア	aria
アリーナ	arīna
アリーヤー	arīyā
アリカ	arika
アリクイ	arikui
アリゲーター	arigētā
アリジゴク	arijigoku
アリス	arisu
アリストテレース	arisutoterēsu
アリツカゲラ	aritsukagera
アル	aru
アルカーイダ	aru-kāida
アルカード	arukādo
アルカイダ	aru-kaida
アルカリ	arukari
アルカロイド	arukaroido
アルカン	arukan
アルキン	arukin
アルギニン	aruginin
アルケー	arukē
アルケン	aruken
アルコーブ	arukōbu
アルコール	arukōru
アルゴス	arugosu
アルゴン	arugon
アルザス	aruzasu
アルシン	arushin
アルゼンチン	aruzenchin
アルタイ	arutai
アルタイル	arutairu
アルデバラン	arudebaran
アルデヒド	arudehido
アルデンテ	arudente
アルト	aruto
アルバイト	arubaito
アルバカーキ	arubakāki
アルバニア	arubania
アルバニー	arubanī
アルバム	arubamu
アルバート	arubāto
アルビノ	arubino
アルファルファ	arufarufa
アルブミン	arubumin
アルプス	arupusu
アルベド	arubedo
アルペッジョ	arupejjo
アルマトイ	arumatoi
アルミ	arumi
アルミニウム	aruminiumu
アルメニア	arumenia
アル・カーイダ	aru-kāida
アレイスター	areisutā
アレース	arēsu
アレキサンドリア	arekisandoria
アレクサンドライト	arekusandoraito
アレクサンドルーポリ	arekusandorūpori
アレゴリー	aregorī
アレチネズミ	arechinezumi
アレックス	arekkusu
アレッポ	areppo
アレンジ	arenji
アロエ	aroe
アロマ	aroma
アン	an
アンインストール	an'insutōru
アンカラ	ankara
アンギラ	angira
アンクレット	ankuretto
アングラ	angura
アングル	anguru
アンケ	anke
アンケート	ankēto
アンコウ	ankō
アンコール	ankōru
アンゴラ	angora
アンサンブル	ansanburu
アンソニー	ansonī
アンソロジー	ansorojī
アンタナナリボ	antananaribo
アンタレス	antaresu
アンダルス	andarusu
アンダーシャツ	andāshatsu
アンダースコア	andāsukoa
アンダーソン	andāson
アンダーバー	andābā
アンチ	anchi
アンチノミー	anchinomī
アンチモン	anchimon
アンチョビ	anchobi
アンテロープ	anterōpu
アンデッド	andeddo
アントニオ	antonio
アントラセン	antorasen
アンドル	andoru
アンドレ	andore
アンドロメダ	andoromeda
アンフィトリテ	anfitorite
アンフェタミン	anfetamin
アンプ	anpu
アンプル	anpuru
アンマン	anman
アンモニア	anmonia
アンラッキー	anrakkī
アヴァンチュール	avanchūru
イアーソーン	iāsōn
イアペトス	iapetosu
イー	ī
イーアペトス	īapetosu
イーカロス	īkarosu
イーサネット	īsanetto
イース	īsu
イースト	īsuto
イーゼル	īzeru
イータ	īta
イーリアス	īriasu
イールランド	īrurando
イエスマン	iesuman
イエティ	ieti
イエティー	ietī
イエネコ	ieneko
イエメン	iemen
イエレミヤ	ieremiya
イエロー	ierō
イエローカード	ierōkādo
イエローナイフ	ierōnaifu
イオウ	iō
イオーン	iōn
イカ	ika
イカル	ikaru
イカルス	ikarusu
イカロス	ikarosu
イガ	iga
イガイ	igai
イクメン	ikumen
イグサ	igusa
イグルー	igurū
イケボ	ikebo
イケボイス	ikeboisu
イケメン	ikemen
イケメンボイス	ikemenboisu
イコール	ikōru
イコクエイラクブカ	ikokueirakubuka
イコノグラフィー	ikonogurafī
イコノロジー	ikonorojī
イコライザ	ikoraiza
イザナキ	izanaki
イザナギ	izanagi
イザナミ	izanami
イシス	ishisu
イスカ	isuka
イスタンブール	isutanbūru
イスラーム	isurāmu
イスラエル	isuraeru
イスラマバード	isuramabādo
イソシアニド	isoshianido
イソニトリル	isonitoriru
イタチザメ	itachizame
イタリアン	itarian
イタリー	itarī
イチゴ	ichigo
イチジク	ichijiku
イチョウ	ichō
イッカク	ikkaku
イッテルビウム	itterubiumu
イッテルビー	itterubī
イットリウム	ittoriumu
イッフ	iffu
イッフィー	iffī
イッフィング	iffingu
イデア	idea
イデオロギー	ideorogī
イデー	idē
イナゴ	inago
イニシアル	inishiaru
イニシャル	inisharu
イニング	iningu
イヌ	inu
イヌワシ	inuwashi
イネ	ine
イノシシ	inoshishi
イノブタ	inobuta
イブ	ibu
イプシロン	ipushiron
イベント	ibento
イマーム	imāmu
イマジネーション	imajinēshon
イマトラ	imatora
イミダゾール	imidazōru
イミフ	imifu
イメージ	imēji
イメチェン	imechen
イモリ	imori
イヤー	iyā
イヤーフック	iyāfukku
イヤフォン	iyafon
イヤホーン	iyahōn
イヤホン	iyahon
イラーハーバード	irāhābādo
イライラ	iraira
イラク	iraku
イラスト	irasuto
イラストレーション	irasutorēshon
イラストレーター	irasutorētā
イラン	iran
イリアス	iriasu
イリジウム	irijiumu
イリュリア	iryuria
イルカ	iruka
イルクーツク	irukūtsuku
イルミネーション	iruminēshon
イレブン	irebun
イワシ	iwashi
イン	in
インキュナブラ	inkyunabura
イングリッシュマフィン	ingurisshumafin
インコ	inko
インシュリン	inshurin
インスタ	insuta
インスタントラーメン	insutantorāmen
インスト	insuto
インストゥルメンタル	insuturumentaru
インストーラー	insutōrā
インストール	insutōru
インスピレーション	insupirēshon
インスペクター	insupekutā
インセスト	insesuto
インター	intā
インターチェンジ	intāchenji
インターナショナル	intānashonaru
インターネット	intānetto
インターフェース	intāfēsu
インターポール	intāpōru
インターリングア	intāringua
インタビュアー	intabyuā
インタビュー	intabyū
インタビューアー	intabyūā
インダクタ	indakuta
インダゾール	indazōru
インチ	inchi
インティファーダ	intifāda
インテリ	interi
インテリア	interia
インテリゲンチア	interigenchia
インテリゲンチャ	interigencha
インディアン	indian
インディオ	indio
インディカー	indikā
インデックス	indekkusu
インデヤン	indeyan
インデン	inden
インドシナ	indoshina
インドネシア	indoneshia
インドール	indōru
インバータ	inbāta
インパウンヤード	inpaun'yādo
インパクト	inpakuto
インパール	inpāru
インピーダンス	inpīdansu
インフォ	info
インフォメーション	infomēshon
インフラ	infura
インフラストラクチャー	infurasutorakuchā
インフルエンザ	infuruenza
インフレ	infure
インフレーション	infurēshon
インプット	inputto
インプラント	inpuranto
インベントリ	inbentori
インベントリー	inbentorī
インペリウム	inperiumu
インボイス	inboisu
インポ	inpo
ヴァージョン	vājon
ヴァイオリニスト	vaiorinisuto
ヴァイオリン	vaiorin
ヴァイキング	vaikingu
ヴァイラス	vairasu
ヴァチカン	vachikan
ヴァティカン	vatikan
ヴァドーダラー	vadōdarā
ヴァニタス	vanitasu
ヴァリエーション	variēshon
ヴァルハラ	varuhara
ヴァレリー	varerī
ヴァンクーヴァー	vankūvā
ヴァンパイア	vanpaia
ヴィ	vi
ヴィー	vī
ウィークリー	wīkurī
ヴィーナス	vīnasu
ウィーン	wīn
ヴィエンチャン	vienchan
ヴィエンナ	vienna
ヴィエンヌ	viennu
ヴィオラ	viora
ヴィオロンチェロ	vioronchero
ウィキ	wiki
ウィクショナリー	wikushonarī
ウィクトーリア	wikutōria
ヴィクトリア	vikutoria
ヴィサルガ	visaruga
ヴィシュヌ	vishunu
ウィスキー	wisukī
ヴィチェプスク	vichepusuku
ウィニペグ	winipegu
ウィリアム	wiriamu
ウィリアムス	wiriamusu
ウィリアムズ	wiriamuzu
ウィルオウィスプ	wiruowisupu
ウィルス	wirusu
ウィルソン	wiruson
ヴィルヘルム	viruherumu
ウィンウィン	winwin
ウィンク	winku
ウィンター	wintā
ヴィントフック	vintofukku
ウィンドウウォッシャー	windōwosshā
ウィンドウズ	windōzu
ヴィヴァルディ	vivarudi
ウイグル	uiguru
ウイザード	uizādo
ウイスキー	uisukī
ウイリアムス	uiriamusu
ウイリアムズ	uiriamuzu
ウインカー	uinkā
ウイングレット	uinguretto
ウインチ	uinchi
ウゥルカーヌス	wurukānusu
ウゥルカヌス	wurukanusu
ウーパールーパー	ūpārūpā
ウーマノミクス	ūmanomikusu
ウーマン	ūman
ウーラニアー	ūraniā
ウーラノス	ūranosu
ウーラン	ūran
ウール	ūru
ウェア	wea
ウェイ	wei
ウェイター	weitā
ウェイト	weito
ウェー	wē
ヴェー	vē
ウェート	wēto
ウェートレス	wētoresu
ウェーバ	wēba
ウェールズ	wēruzu
ウェッジ	wejji
ウェットスーツ	wettosūtsu
ウェディングドレス	wedingudoresu
ヴェニス	venisu
ヴェネツィア	venetsia
ウェブ	webu
ウェリントン	werinton
ヴェルスタ	verusuta
ヴェルモット	verumotto
ヴェロキラプトル	verokiraputoru
ウエア	uea
ウエイ	uei
ウエイター	ueitā
ウエイト	ueito
ウエイトレス	ueitoresu
ウエー	uē
ウエーター	uētā
ウエート	uēto
ウエートレス	uētoresu
ウエス	uesu
ウエスタン	uesutan
ウエスト	uesuto
ウエディングドレス	uedingudoresu
ウエハース	uehāsu
ウォークマン	wōkuman
ウォーター	wōtā
ヴォードヴィル	vōdoviru
ヴォールト	vōruto
ウォールフラワー	wōrufurawā
ヴォジャノーイ	vojanōi
ウォツカ	wotsuka
ヴォラピュク	vorapyuku
ヴォルヴォ	voruvo
ウオツカ	uotsuka
ウオトカ	uotoka
ウガンダ	uganda
ウキー	ukī
ウグイ	ugui
ウグイス	uguisu
ウコン	ukon
ウサギ	usagi
ウシ	ushi
ウシザメ	ushizame
ウスター	usutā
ウズベキスタン	uzubekisutan
ウズラ	uzura
ウソ	uso
ウッド	uddo
ウツボ	utsubo
ウド	udo
ウドノキ	udonoki
ウナギ	unagi
ウニ	uni
ウバメガシ	ubamegashi
ウファ	ufa
ウマ	uma
ウミガメ	umigame
ウミネコ	umineko
ウミヘビ	umihebi
ウミユリ	umiyuri
ウムラウト	umurauto
ウメオ	umeo
ヴュルテンベルク	vyurutenberuku
ウラシル	urashiru
ウラジオストク	urajiosutoku
ウラジーミル	urajīmiru
ウラニア	urania
ウランバートル	uranbātoru
ウリ	uri
ウリエル	urieru
ウルグアイ	uruguai
ウルトラ	urutora
ウルトラマリン	urutoramarin
ウルムチ	urumuchi
ウルル	ururu
ウワン	uwan
ウンウンヘキシウム	un'unhekishiumu
ウンカ	unka
ウンコ	unko
ウンディーネ	undīne
ウンピョウ	unpyō
ウンブリア	unburia
エア	ea
エアコンディショナー	eakondishonā
エアチェック	eachekku
エアバス	eabasu
エアバッグ	eabaggu
エアピストル	eapisutoru
エアメール	eamēru
エアロゾル	earozoru
エアロック	earokku
エイ	ei
エイエイオー	eieiō
エイズ	eizu
エイブラハム	eiburahamu
エイプリルフール	eipurirufūru
エインヘリャル	einheryaru
エウテルペ	euterupe
エウローペー	eurōpē
エー	ē
エーオース	ēōsu
エーカー	ēkā
エージェンシー	ējenshī
エージェント	ējento
エース	ēsu
エータ	ēta
エーテル	ēteru
エーリアン	ērian
エール	ēru
エーレクトラー	ērekutorā
エオス	eosu
エカテリンブルク	ekaterinburuku
エキス	ekisu
エキセントリック	ekisentorikku
エクサ	ekusa-
エクサバイト	ekusabaito
エクスタシー	ekusutashī
エクステ	ekusute
エクステンション	ekusutenshon
エクストリーム	ekusutorīmu
エクスビバイト	ekusubibaito
エクスビビット	ekusubibitto
エグゼクティブ	eguzekutibu
エゲレス	egeresu
エコ	eko
エコー	ekō
エコノミスト	ekonomisuto
エゴサ	egosa
エジプシャン	ejipushan
エスカレーター	esukarētā
エスカレート	esukarēto
エスクード	esukūdo
エスケープ	esukēpu
エステ	esute
エステル	esuteru
エスパニョール	esupanyōru
エスパー	esupā
エスペラント	esuperanto
エスポー	esupō
エセ	ese-
エソ	eso
エゾハタハタ	ezohatahata
エタノール	etanōru
エタン	etan
エチケット	echiketto
エチュード	echūdo
エチン	echin
エッセイ	essei
エッセー	essē
エツ	etsu
エディプス	edipusu
エトス	etosu
エドモントン	edomonton
エドワーズ	edowāzu
エドワード	edowādo
エネルギッシュ	enerugisshu
エノキ	enoki
エノキタケ	enokitake
エバ	eba
エビ	ebi
エビゼ	ebize
エビフライ	ebifurai
エピクレーシス	epikurēshisu
エピゴーネン	epigōnen
エピソード	episōdo
エピネフリン	epinefurin
エピローグ	epirōgu
