アイアイ	ai-ai
ライダー	raidā
ライチ	raichi
ライティング	raitingu
ライトセーバー	raitosēbā
ライトビール	raitobīru
ライヒー	raihī
ライフ	raifu
ライフサイクル	raifusaikuru
ライフスタイル	raifu-sutairu
ライフライン	raifurain
ライブ	raibu
ライブラリー	raiburarī
ライムギ	raimugi
ラインストーン	rainsutōn
ラウンジ	raunji
ラウンド	raundo
ラクサ	rakusa
ラクダ	rakuda
ラクトース	rakutōsu
ラケル	rakeru
ラサ	rasa
ラザーニャ	razānya
ラシャ	rasha
ラジエーター	rajiētā
ラジオ	rajio
ラジオカセ	rajiokase
ラジカセ	rajikase
ラジャー	rajā
ラスト	rasuto
ラズベリー	razuberī
ラッカセイ	rakkasei
ラッキー	rakkī
ラッシュ	rasshu
ラッパー	rappā
ラッピング	rappingu
ラップ	rappu
ラテン	raten
ラトヴィア	ratovia
ラドン	radon
ラハティ	rahati
ラビリンス	rabirinsu
ラフ	rafu
ラファエル	rafaeru
ラブホ	rabuho
ラブラブ	raburabu
ラベル	raberu
ラボ	rabo
ラボラトリー	raboratorī
ラム	ramu
ラメ	rame
ラリー	rarī
ランキング	rankingu
ランク	ranku
ランゲージ	rangēji
ランタニド	rantanido
ランチュウ	ranchū
ランド	rando
ランドセル	randoseru
ランプシェード	ranpushēdo
ランボルギーニ	ranborugīni
リア	ria
リーグ	rīgu
リーダー	rīdā
リード	rīdo
リーブルヴィル	rīburuviru
リール	rīru
リエゾン	riezon
リクルート	rikurūto
リサイクル	risaikuru
リスク	risuku
リスザル	risuzaru
リスト	risuto
リストラ	risutora
リズム	rizumu
リセマラ	risemara
リソース	risōsu
リゾート	rizōto
リットル	rittoru
リッププリント	rippupurinto
リツイート	ritsuīto
リテラシー	riterashī
リトアニア	ritoania
リトライ	ritorai
リナクス	rinakusu
リニメント	rinimento
リニューアル	rinyūaru
リハビリテーション	rihabiritēshon
リバプール	ribapūru
リバモリウム	ribamoriumu
リファレンス	rifarensu
リフォーマー	rifōmā
リフレッシュ	rifuresshu
リブビット	ribubitto
リプ	ripu
リベリア	riberia
リボース	ribōsu
リポジトリ	ripojitori
リミックス	rimikkusu
リモート	rimōto
リヤド	riyado
リューネブルク	ryūneburuku
リュブリャナ	ryuburyana
リョコウバト	ryokōbato
リラ	rira
リリース	rirīsu
リリス	ririsu
リレー	rirē
リンギット	ringitto
リング	ringu
リンス	rinsu
リンチ	rinchi
ルーク	rūku
ルーシ	rūshi
ルーズベルト	rūzuberuto
ルータ	rūta
ルーター	rūtā
ルーチン	rūchin
ルートビア	rūtobia
ルートヴィヒ	rūtovihi
ルーバー	rūbā
ループ	rūpu
ルーペ	rūpe
ルーマニア	rūmania
ルームメイト	rūmumeito
ルーメン	rūmen
ルーレット	rūretto
ルーヴル	rūvuru
ルクセンブルグ	rukusenburugu
ルクソール	rukusōru
ルクソン	rukuson
ルサカ	rusaka
ルテニウム	ruteniumu
ルドルフ	rudorufu
ルネッサンス	runessansu
ルポルタージュ	ruporutāju
レアル	rearu
レイ	rei
レイアウト	reiauto
レイテンシ	reitenshi
レインボー	reinbō
レイヴン	reivun
レークサイド	rēkusaido
レーザ	rēza
レーシー	rēshī
レーシング	rēshingu
レース	rēsu
レースクイーン	rēsukuīn
レート	rēto
レーベル	rēberu
レーヨン	rēyon
レール	rēru
レオタード	reotādo
レオナルド	reonarudo
レガース	regāsu
レギュレーション	regyurēshon
レゲエ	regē
レコーダー	rekōdā
レコーディングスタジオ	rekōdingusutajio
レコード	rekōdo
レシート	reshīto
レジャー	rejā
レジャーウエア	rejāuea
レス	resu
レスビアン	resubian
レスラー	resurā
レズ	rezu
レセプション	resepushon
レソト	resoto
レター	retā
レターボックス	retābokkusu
レニングラード	reningurādo
レバー	rebā
レパートリー	repātorī
レベル	reberu
レペゼン	repezen
レポ	repo
レポート	repōto
レム	remu
レムス	remusu
レモネード	remonēdo
レモングラス	remongurasu
レモンバーム	remonbāmu
レンジャー	renjā
レンズ	renzu
レンタカー	rentakā
レンタル	rentaru
レンチン	renchin
レントラー	rentorā
ロア	roa
ロイヤル	roiyaru
ローソク	rōsoku
ロー	rō
ローカル	rōkaru
ローション	rōshon
ローズ	rōzu
ローター	rōtā
ロータリー	rōtarī
ロード	rōdo
ロードショー	rōdoshō
ローファー	rōfā
ローマ	rōma
ローマジ	rōmaji
ローヤルゼリー	rōyaruzerī
ローラーコースター	rōrākōsutā
ローラースケート	rōrāsukēto
ローリー	rōrī
ロール	rōru
ローレンシウム	rōrenshiumu
ローレンス	rōrensu
ローン	rōn
ログ	rogu
ログイン	roguin
ロゴ	rogo
ロザリオ	rozario
ロジウム	rojiumu
ロス	rosu
ロスレス	rosuresu
ロゾー	rozō
ロタウイルス	rotauirusu
ロッカー	rokkā
ロック	rokku
ロックアウト	rokkuauto
ロックフォール	rokkufōru
ロットワイラー	rottowairā
ロデオ	rodeo
ロト	roto
ロバ	roba
ロバート	robāto
ロバートソン	robātoson
ロビイング	robiingu
ロビン	robin
ロビー	robī
ロビーイング	robīingu
ロブスター	robusutā
ロマンチスト	romanchisuto
ロマンティスト	romantisuto
ロム	romu
ロメ	rome
ロリータ	rorīta
ロレックス	rorekkusu
ロヴァニエミ	rovaniemi
ワークショップ	wākushoppu
ワークスペース	wākusupēsu
ワープロソフト	wāpurosofuto
ワーム	wāmu
ワイワイ	waiwai
ワインビネガー	wainbinegā
ワギナ	wagina
ワクワク	wakuwaku
ワサビ	wasabi
ワスレナグサ	wasurenagusa
ワタル	wataru
ワニ	wani
ワラビ	warabi
ワラビー	warabī
ワラルー	wararū
ワルキューレ	warukyūre
ワルツ	warutsu
ワンオペ	wan'ope
ワンピース	wanpīsu
ワンボックスカー	wanbokkusukā
ワンルーム	wanrūmu
ワンワン	wanwan
ンジャメナ	njamena
