а	a
шпиц	ʃ p î t͡s
шпур	ʃ p ûː r
орао	ǒ r a o
орах	ǒ r a x
ирак	ǐ r aː k
иран	ǐ r aː n
уран	ǔ r aː n
орач	ǒ r aː t ʃ
ориз	ǒ r i z
урин	ǔ r iː n
урма	ǔ r m a
ирха	ǐ r x a
град	ɡ r â d
шраф	ʃ r â f
грам	ɡ r â m
грах	ɡ r â x
град	ɡ r âː d
вран	ʋ r âː n
врат	ʋ r âː t
врач	ʋ r âː t ʃ
враг	ʋ r âː ɡ
врањ	ʋ r âː ɲ
шрек	ʃ r ê k
врео	ʋ r ê o
врес	ʋ r êː s
гриз	ɡ r îː z
гроб	ɡ r ô b
шрот	ʃ r ô t
гром	ɡ r ôː m
груб	ɡ r ûː b
грба	ɡ r̂ b a
врли	ʋ r̂ l iː
врло	ʋ r̂ l o
грло	ɡ r̂ l o
врћи	ʋ r̂ t͡ɕ i
врша	ʋ r̂ ʃ a
есеј	ě s eː j
осип	ǒ s i p
усто	ǔ s t oː
усуд	ǔ s u d
исус	ǐ s u s
отац	ǒ t a t s
оток	ǒ t o k
атом	ǎ t oː m
штрк	ʃ t r̂ː k
оцат	ǒ t s a t
штаб	ʃ t âː b
штап	ʃ t âː p
штеп	ʃ t ê p
штег	ʃ t ê ɡ
штих	ʃ t î x
штил	ʃ t îː l
штит	ʃ t îː t
штоф	ʃ t ô f
шток	ʃ t ô k
штос	ʃ t ôː s
очев	ǒ t ʃ e ʋ
ахил	ǎ x i l
изба	ǐ z b a
оздо	ǒ z d oː
азил	ǎ z iː l
азот	ǎ z o t
озон	ǒ z oː n
изум	ǐ z u m
жаба	ʒ â b a
шака	ʃ â k a
вама	ʋ â m a
гама	ɡ â m a
гана	ɡ â n a
шанк	ʃ â n k
шарм	ʃ â r m
гаће	ɡ â t͡ɕ e
љага	ʎ â ɡ a
веђа	ʋ ê d͡ʑ a
шелф	ʃ ê l f
њему	ɲ ê m u
вера	ʋ ê r a
верс	ʋ ê r s
верз	ʋ ê r z
жети	ʒ ê t i
љети	ʎ ê t i
гето	ɡ ê t o
љето	ʎ ê t o
вече	ʋ ê t ʃ eː
жећи	ʒ ê t ɕ i
веза	ʋ ê z a
жега	ʒ ê ɡ a
жеља	ʒ ê ʎ a
њега	ɲ ê ɡ a
вешт	ʋ ê ʃ t
жеђа	ʒ êː d ʑ a
вера	ʋ êː r a
шест	ʃ êː s t
вето	ʋ êː t o
шиба	ʃ î b a
шија	ʃ î j a
вика	ʋ î k a
вила	ʋ î l a
жила	ʒ î l a
виле	ʋ î l e
шилт	ʃ î l t
њима	ɲ î m a
виме	ʋ î m e
шина	ʃ î n a
гипс	ɡ î p s
ширм	ʃ î r m
вити	ʋ î t i
шити	ʃ î t i
жица	ʒ î t s a
шица	ʃ î t͡s a
жива	ʒ î ʋ a
њива	ɲ î ʋ a
више	ʋ î ʃ e
више	ʋ î ʃ eː
живо	ʒ îː ʋ o
горе	ɡ ô r e
горе	ɡ ô r eː
гост	ɡ ô s t
воља	ʋ ô ʎ a
горд	ɡ ôː r d
гост	ɡ ôː s t
гума	ɡ û m a
шума	ʃ û m a
гумб	ɡ û m b
вуна	ʋ û n a
шупа	ʃ û p a
њутн	ɲ û t n
гушт	ɡ û ʃ t
шура	ʃ ûː r a
густ	ɡ ûː s t
љуто	ʎ ûː t o
вући	ʋ ûː t ɕ i
иван	ǐ ʋ a n
овас	ǒ ʋ a s
огањ	ǒ ɡ a ɲ
овај	ǒ ʋ aː j
рвач	ř ʋ aː t ʃ
аваз	ǎ ʋ aː z
вода	ʋ ǒ d a
увео	ǔ ʋ e o
увид	ǔ ʋ i d
ашик	ǎ ʃ i k
игла	ǐ ɡ l a
вала	ʋ ǎ l aː
желе	ʒ ě l eː
жена	ʒ ě n a
вани	ʋ ǎ n i
овој	ǒ ʋ o j
угор	ǔ ɡ o r
гора	ɡ ǒ r a
игра	ǐ ɡ r a
шира	ʃ ǐ r a
воће	ʋ ǒ t ɕ e
шица	ʃ ǐ t͡s a
овуд	ǒ ʋ u d
шаум	ʃ ǎ u m
ажур	ǎ ʒ uː r
шљам	ʃ ʎ â m
гњат	ɡ ɲ âː t
швед	ʃ ʋ ê d
шљем	ʃ ʎ ê m
гњио	ɡ ɲ î o
врба	ʋ řː b a
гуја	ɡ ǔː j a
вила	ʋ ǐː l a
шала	ʃ ǎː l a
жало	ʒ ǎː l o
шема	ʃ ěː m a
њиме	ɲ ǐː m e
њоме	ɲ ǒː m e
вена	ʋ ěː n a
жупа	ʒ ǔː p a
шапа	ʃ ǎː p a
шара	ʃ ǎː r a
гица	ɡ ǐː t s a
веће	ʋ ěː t ɕ e
ваза	ʋ ǎː z a
виза	ʋ ǐː z a
газа	ɡ ǎː z a
вага	ʋ ǎː ɡ a
жага	ʒ ǎː ɡ a
жижа	ʒ ǐː ʒ a
шева	ʃ ěː ʋ a
шоља	ʃ ǒː ʎ a
абел	ǎː b e l
убод	ǔː b o d
удео	ǔː d e o
адет	ǎː d e t
удио	ǔː d i o
ајам	ǎː j a m
указ	ǔː k aː z
укор	ǔː k o r
алем	ǎː l e m
улов	ǔː l o ʋ
улог	ǔː l o ɡ
умор	ǔː m o r
онде	ǒː n d e
анте	ǎː n t e
ирац	ǐː r a t s
урес	ǔː r e s
урез	ǔː r e z
урок	ǔː r o k
уста	ǔː s t a
уток	ǔː t o k
узда	ǔː z d a
узор	ǔː z o r
ован	ǒː ʋ a n
овде	ǒː ʋ d e
увет	ǔː ʋ e t
увод	ǔː ʋ o d
увоз	ǔː ʋ o z
овца	ǒː ʋ t s a
абаја	a b ǎ j a
абаја	a b ǎː j a
афера	a f ěː r a
амеба	a m ěː b a
анода	a n ǒː d a
анали	a n ǎː l i
арома	a r ǒː m a
арена	a r ěː n a
атена	a t ěː n a
атина	a t ǐː n a
авион	a ʋ ǐ oː n
агами	a ɡ ǎː m i
бдети	b d ê t i
бијел	b j êː l
бијес	b j êː s
бијег	b j êː ɡ
блато	b l â t o
благо	b l â ɡ o
благо	b l âː ɡ o
близу	b l ǐː z u
брати	b r â t i
браћа	b r â t ɕ a
бреме	b r ê m e
брити	b r î t i
брига	b r î ɡ a
брука	b r û k a
брада	b r ǎː d a
брана	b r ǎː n a
бакља	b â k ʎ a
балав	b â l a ʋ
басна	b â s n a
батак	b â t aː k
бачва	b â t ʃ ʋ a
бахат	b â x a t
бајан	b âː j a n
бајка	b âː j k a
бајта	b âː j t a
банда	b âː n d a
барка	b âː r k a
бачка	b âː t ʃ k aː
бачки	b âː t ʃ k iː
бенин	b ê n i n
берза	b ê r z a
бедан	b êː d a n
бедно	b êː d n o
бесно	b êː s n o
бечки	b êː t ʃ k iː
биста	b î s t a
битан	b î t a n
битка	b î t k a
битно	b î t n o
бичак	b î t ʃ aː k
бичји	b î t͡ʃ j iː
биљка	b îː ʎ k a
биљни	b îː ʎ n iː
бивши	b îː ʋ ʃ iː
бодар	b ô d a r
бодро	b ô d r o
бодља	b ô d ʎ a
босна	b ô s n a
бости	b ô s t i
бочни	b ô t ʃ n iː
богаз	b ô ɡ a z
богаљ	b ô ɡ aː ʎ
божиј	b ô ʒ iː j
божји	b ô ʒ j iː
бошча	b ô ʃ t ʃ a
бодул	b ôː d u l
бојна	b ôː j n a
болан	b ôː l a n
болно	b ôː l n o
бомба	b ôː m b a
борис	b ôː r i s
будак	b û d aː k
буква	b û k ʋ a
бучан	b û t ʃ a n
бучно	b û t͡ʃ n o
бубањ	b ûː b a ɲ
будно	b ûː d n o
бујно	b ûː j n o
бунда	b ûː n d a
буран	b ûː r a n
бурка	b ûː r k a
бурма	b ûː r m a
буцањ	b ûː t͡s a ɲ
бибер	b ǐ b e r
бабун	b ǎ b uː n
бадањ	b ǎ d a ɲ
бедак	b ě d aː k
бедем	b ě d e m
бедро	b ě d r o
буџет	b ǔ d ʒ e t
буџак	b ǔ d͡ʒ aː k
бефел	b ě f e l
буфер	b ǔ f e r
бајам	b ǎ j a m
бојан	b ǒ j a n
бајат	b ǎ j a t
бијен	b ǐ j eː n
бујон	b ǔ j oː n
бакар	b ǎ k a r
бркат	b ř k a t
бокал	b ǒ k aː l
букач	b ǔ k aː t ʃ
букет	b ǔ k eː t
буков	b ǔ k o ʋ
белај	b ě l aː j
белег	b ě l e ɡ
балет	b ǎ l eː t
балон	b ǎ l oː n
билур	b ǐ l uː r
бунар	b ǔ n aː r
баран	b ǎ r a n
берач	b ě r aː t ʃ
бирач	b ǐ r aː t ʃ
бураг	b ǔ r aː ɡ
берба	b ě r b a
борба	b ǒ r b a
барел	b ǎ r e l
барем	b ǎ r e m
берил	b ě r iː l
барок	b ǎ r o k
барон	b ǎ r oː n
бесан	b ě s a n
бисер	b ǐ s e r
бутан	b ǔ t aː n
битер	b ǐ t e r
бутик	b ǔ t i k
бетон	b ě t oː n
бацач	b ǎ t s aː t ʃ
бећар	b ě t ɕ aː r
бацил	b ǎ t͡s iː l
бехар	b ě x aː r
базен	b ǎ z eː n
бизон	b ǐ z oː n
бозон	b ǒ z oː n
безуб	b ě z u b
базга	b ǎ z ɡ a
богат	b ǒ ɡ a t
биљар	b ǐ ʎ aː r
бушач	b ǔ ʃ aː t ʃ
биљег	b ǐ ʎ e ɡ
божић	b ǒ ʒ i t ɕ
банка	b ǎ ŋ k a
бигот	b ǐ ɡ o t
биљур	b ǐ ʎ uː r
божур	b ǒ ʒ uː r
будан	b ǔː d a n
бадем	b ǎː d e m
бодеж	b ǒː d e ʒ
белац	b ěː l a t s
борац	b ǒː r a t s
борер	b ǒː r e r
барут	b ǎː r u t
бесан	b ěː s a n
багер	b ǎː ɡ e r
башта	b ǎː ʃ t a
башча	b ǎː ʃ t ʃ a
даире	d a ǐː r e
деоба	d e ǒ b a
диоба	d i ǒ b a
дјело	d j ê l o
дјева	d j ěː ʋ a
длака	d l â k a
драма	d r â m a
драти	d r â t i
драча	d r â t͡ʃ a
драга	d r â ɡ a
драга	d r âː ɡ aː
драго	d r âː ɡ o
дрека	d r ê k a
дрито	d r î t o
дрозд	d r ô z d
дроља	d r ô ʎ a
други	d r û ɡ iː
драва	d r ǎː ʋ a
дрога	d r ǒː ɡ a
дрско	d r̂ s k o
дрзак	d r̂ z a k
држак	d r̂ ʒ a k
дрвен	d r̂ ʋ e n
дршка	d r̂ ʃ k a
дрвни	d r̂ː ʋ n iː
дрвље	d r̂ː ʋ ʎ e
дабар	d â b a r
дакле	d â k l eː
данак	d â n a k
дагња	d â ɡ ɲ a
давни	d âː ʋ n iː
даљњи	d âː ʎ ɲ iː
делта	d ê l t a
делхи	d ê l x i
денди	d ê n d i
дерби	d ê r b i
десет	d ê s e t
десно	d ê s n o
дечко	d ê t ʃ k o
девер	d ê v e r
девет	d ê ʋ e t
десни	d êː s n i
дилум	d î l u m
диван	d îː ʋ a n
диљем	d îː ʎ e m
добар	d ô b a r
досег	d ô s eː ɡ
доста	d ô s t a
довек	d ô ʋ eː k
догма	d ô ɡ m a
дојка	d ôː j k a
дунст	d û n s t
дупли	d û p l iː
дувар	d û ʋ aː r
дебео	d ě b e o
дубок	d ǔ b o k
добро	d ǒ b r o
даиџа	d ǎ i d ʒ a
даире	d ǎ i r e
дајре	d ǎ j r e
декан	d ě k aː n
дукат	d ǔ k aː t
дикка	d ǐ k k a
докон	d ǒ k o n
далек	d ǎ l e k
делић	d ě l i t ɕ
домар	d ǒ m aː r
демон	d ě m oː n
данас	d ǎ n a s
дунав	d ǔ n a ʋ
донос	d ǒ n o s
деран	d ě r a n
досад	d ǒ s a d
даска	d ǎ s k a
десни	d ě s n iː
дечак	d ě t ʃ aː k
дућан	d ǔ t ɕ aː n
дочек	d ǒ t ʃ e k
дечји	d ě t ʃ j iː
дацит	d ǎ t͡s iː t
духан	d ǔ x aː n
ђакон	d ʑ â k o n
ђавао	d ʑ â ʋ a o
ђављи	d ʑ â ʋ ʎ iː
ђевер	d ʑ ê v e r
двери	d ʋ êː r i
двије	d ʋ î j e
двица	d ʋ î t s a
двоје	d ʋ ô j e
ђогат	d ʑ ô ɡ a t
ђубре	d ʑ û b r e
диван	d ǐ ʋ aː n
дуван	d ǔ ʋ aː n
дрвар	d ř ʋ aː r
џоинт	d ʒ ǒ i n t
дељив	d ě ʎ i ʋ
џокеј	d ʒ ǒ k eː j
џелат	d ʒ ě l aː t
џемат	d ʒ ě m aː t
џихад	d ʒ ǐ x aː d
дивље	d ǐ ʋ ʎ eː
џевер	d ʒ ě ʋ eː r
дивљи	d ǐ ʋ ʎ iː
докле	d ǒː k l eː
делом	d ěː l o m
домет	d ǒː m e t
данак	d ǎː n a k
данац	d ǎː n a t s
датив	d ǎː t iː ʋ
датум	d ǎː t u m
дужан	d ǔː ʒ a n
девац	d ěː ʋ a t s
довде	d ǒː ʋ d eː
девин	d ěː ʋ i n
давно	d ǎː ʋ n o
дрвце	d řː ʋ t s e
џокер	d͡ʒ ǒ k e r
ђунах	d͡ʑ ǔ n aː x
ђихад	d͡ʑ ǐ x aː d
екипа	e k ǐː p a
епоха	e p ǒː x a
етапа	e t ǎ p a
етажа	e t ǎː ʒ a
фјорд	f j ô r d
флаша	f l â ʃ a
флека	f l ê k a
флерт	f l ê r t
флота	f l ô t a
флора	f l ôː r a
флуид	f l û iː d
флукс	f l û k s
флуор	f l ǔ oː r
фоаје	f o ǎ j eː
френд	f r ê n d
фронт	f r ô n t
факат	f â k a t
фалос	f â l o s
фалус	f â l u s
фанта	f âː n t a
фарба	f âː r b a
фарма	f âː r m a
фирма	f îː r m a
фотка	f ô t k a
форма	f ôː r m a
фунта	f ûː n t a
фајда	f ǎ j d a
факин	f ǎ k iː n
факир	f ǎ k iː r
фумар	f ǔ m aː r
фонем	f ǒ n eː m
финик	f ǐ n i k
фосил	f ǒ s iː l
фетиш	f ě t i ʃ
фитиљ	f ǐ t iː ʎ
футур	f ǔ t uː r
фишек	f ǐ ʃ e k
фењер	f ě ɲ e r
фокус	f ǒː k u s
финац	f ǐː n a t s
форум	f ǒː r u m
фатум	f ǎː t u m
фетус	f ěː t u s
хатар	h â t aː r
идеал	i d ě aː l
идила	i d ǐ l a
идиот	i d ǐ o t
идиом	i d ǐ oː m
идеја	i d ěː j a
имела	i m ě l a
имање	i m ǎː ɲ e
јадан	j â d a n
јадно	j â d n o
јалов	j â l o ʋ
јарац	j â r a t s
јасен	j â s eː n
јасле	j â s l e
јасно	j â s n o
јатак	j â t a k
јахта	j â x t a
јахве	j â x ʋ e
јањад	j â ɲ aː d
јавор	j â ʋ o r
јагње	j â ɡ ɲ e
јајни	j âː j n iː
јарки	j âː r k iː
јавни	j âː ʋ n iː
јавно	j âː ʋ n o
једак	j ê d a k
једро	j ê d r o
једва	j ê d ʋ a
јелша	j ê l ʃ a
јемен	j ê m e n
јербо	j ê r b o
јесен	j ê s eː n
јести	j ê s t i
јетра	j ê t r a
јецај	j ê t s aː j
језан	j êː z a n
јежев	j êː ʒ e ʋ
јидиш	j î d i ʃ
јоште	j ô ʃ t e
јуриш	j û r iː ʃ
јутро	j û t r o
јужно	j û ʒ n o
јурта	j ûː r t a
јурве	j ûː r ʋ e
јебач	j ě b aː t ʃ
један	j ě d a n
јакна	j ǎ k n a
јакут	j ǎ k u t
јалан	j ǎ l aː n
јелен	j ě l e n
јунак	j ǔ n aː k
јапан	j ǎ p aː n
јарак	j ǎ r a k
јасан	j ǎ s a n
јосип	j ǒ s i p
јечам	j ě t ʃ a m
јучер	j ǔ t ʃ eː r
језик	j ě z i k
језив	j ě z i ʋ
јован	j ǒ ʋ a n
јежић	j ě ʒ i t ɕ
јошић	j ǒ ʃ i t͡ɕ
јагма	j ǎ ɡ m a
јајце	j ǎː j t s e
јалан	j ǎː l a n
јамац	j ǎː m a t s
јунац	j ǔː n a t͡s
јарак	j ǎː r a k
јарам	j ǎː r a m
јањац	j ǎː ɲ a t s
клада	k l â d a
клати	k l â t i
клаун	k l â u n
клети	k l êː t i
клети	k l êː t iː
клинч	k l î n t͡ʃ
класа	k l ǎ s a
клише	k l ǐ ʃ eː
клима	k l ǐː m a
клопа	k l ǒː p a
клупа	k l ǔː p a
клињо	k l ǐː ɲ o
копач	k o p a t ʃ
крађа	k r â d ʑ a
крафн	k r â f n
крамп	k r â m p
крава	k r â ʋ a
кремљ	k r ê m ʎ
кредо	k r êː d o
креле	k r êː l e
крика	k r î k a
крист	k r î s t
крити	k r î t i
криво	k r îː ʋ o
круна	k r û n a
круто	k r ûː t o
кроки	k r ǒ k iː
краул	k r ǎ u l
крило	k r ǐː l o
крама	k r ǎː m a
крупа	k r ǔː p a
крета	k r ěː t a
криза	k r ǐː z a
крмар	k r̂ m aː r
крмни	k r̂ m n iː
крпар	k r̂ p aː r
крпља	k r̂ p ʎ a
крчма	k r̂ t ʃ m a
крцко	k r̂ t͡s k o
крчки	k r̂ t͡ʃ k iː
крхак	k r̂ x a k
крхко	k r̂ x k o
кршан	k r̂ ʃ a n
крвав	k r̂ ʋ a ʋ
крњав	k r̂ ɲ a ʋ
крњак	k r̂ ɲ aː k
крвни	k r̂ː ʋ n iː
кајак	k â j aː k
камен	k â m eː n
карма	k â r m a
касан	k â s a n
касно	k â s n o
катар	k â t a r
кахла	k â x l a
казна	k â z n a
канџа	k âː n d ʒ a
карта	k âː r t a
кавга	k âː ʋ ɡ a
кијев	k î j e ʋ
кипер	k î p e r
кисао	k î s a o
кићен	k î t ɕ e n
кинта	k îː n t a
кичма	k îː t ʃ m a
кивно	k îː ʋ n o
кобра	k ô b r a
колут	k ô l uː t
конто	k ô n t o
конго	k ô n ɡ o
копар	k ô p a r
копно	k ô p n o
копча	k ô p t ʃ a
копље	k ô p ʎ e
корак	k ô r aː k
корен	k ô r eː n
коска	k ô s k a
котар	k ô t aː r
котор	k ô t o r
котул	k ô t u l
котур	k ô t uː r
котва	k ô t ʋ a
козји	k ô z j iː
ковак	k ô ʋ a k
коњак	k ô ɲ aː k
кожар	k ô ʒ aː r
кожни	k ô ʒ n iː
кобан	k ôː b a n
кобно	k ôː b n o
курац	k û r a t s
кутер	k û t e r
кучка	k û t ʃ k a
кућни	k û t ɕ n iː
кувар	k û ʋ aː r
курва	k ûː r ʋ a
кабао	k ǎ b a o
кадеш	k ǎ d e ʃ
кадет	k ǎ d eː t
кофер	k ǒ f e r
куфер	k ǔ f e r
каиро	k ǎ i r o
кајиш	k ǎ j i ʃ
кркан	k ř k a n
какав	k ǎ k aː ʋ
калај	k ǎ l a j
колач	k ǒ l aː t ʃ
колаж	k ǒ l aː ʒ
колеџ	k ǒ l e d ʒ
калем	k ǎ l e m
колик	k ǒ l i k
калиф	k ǎ l iː f
калуп	k ǎ l u p
комад	k ǒ m aː d
крмељ	k ř m e ʎ
камин	k ǎ m iː n
конак	k ǒ n a k
конац	k ǒ n a t s
канал	k ǎ n aː l
канап	k ǎ n aː p
кинез	k ǐ n eː z
кинин	k ǐ n iː n
кунић	k ǔ n iː t ɕ
коноп	k ǒ n o p
купач	k ǔ p aː t ʃ
кепец	k ě p e t͡s
крпељ	k ř p e ʎ
купон	k ǔ p oː n
купус	k ǔ p u s
капут	k ǎ p uː t
курат	k ǔ r a t
кораљ	k ǒ r aː ʎ
курир	k ǔ r iː r
кврга	k ʋ r̂ ɡ a
кисик	k ǐ s iː k
крсни	k ř s n iː
котац	k ǒ t a t͡s
котач	k ǒ t aː t ʃ
китов	k ǐ t o ʋ
котун	k ǒ t uː n
кечап	k ě t ʃ a p
крчаг	k ř t ʃ a ɡ
казан	k ǎ z a n
козак	k ǒ z aː k
козар	k ǒ z aː r
козер	k ǒ z eː r
квака	k ʋ â k a
квант	k ʋ â n t
кварк	k ʋ â r k
кварт	k ʋ â r t
кварц	k ʋ â r t s
књига	k ɲ î ɡ a
кљова	k ʎ ôː ʋ a
кљусе	k ʎ ûː s e
кишан	k ǐ ʃ a n
кољач	k ǒ ʎ aː t ʃ
кушач	k ǔ ʃ aː t ʃ
кавез	k ǎ ʋ e z
кршин	k ř ʃ iː n
коњић	k ǒ ɲ iː t ɕ
когод	k ǒ ɡ o d
кањон	k ǎ ɲ oː n
кожух	k ǒ ʒ u x
кожун	k ǒ ʒ uː n
кошња	k ǒ ʃ ɲ a
квота	k ʋ ǒː t a
кобац	k ǒː b a t s
кабел	k ǎː b e l
кибла	k ǐː b l a
кабул	k ǎː b u l
кифла	k ǐː f l a
кукољ	k ǔː k o ʎ
крмак	k řː m a k
крмче	k řː m t ʃ e
кумче	k ǔː m t ʃ e
канта	k ǎː n t a
крпеж	k řː p e ʒ
купња	k ǔː p ɲ a
коров	k ǒː r o ʋ
кутак	k ǔː t a k
крзно	k řː z n o
киван	k ǐː ʋ a n
кењац	k ěː ɲ a t s
кугла	k ǔː ɡ l a
кивња	k ǐː ʋ ɲ a
лијен	l i j êː n
лијес	l i j êː s
лијеп	l j êː p
лабав	l â b a ʋ
лабуд	l â b uː d
лајав	l â j a ʋ
лаком	l â k o m
ласер	l â s e r
лахор	l â x o r
лазар	l â z aː r
лаган	l â ɡ a n
лажан	l â ʒ a n
лажно	l â ʒ n o
ларма	l âː r m a
ледан	l ê d a n
ледац	l ê d a t s
леден	l ê d e n
лелек	l ê l eː k
летак	l ê t a k
летос	l ê t oː s
летва	l ê t ʋ a
леђни	l êː d͡ʑ n iː
лимар	l î m aː r
лимун	l î m uː n
липов	l î p o ʋ
листа	l î s t a
литар	l î t a r
личан	l î t ʃ a n
лично	l î t ʃ n o
лихва	l î x ʋ a
лишај	l î ʃ aː j
лигња	l î ɡ ɲ a
лимфа	l îː m f a
лишће	l îː ʃ t ɕ e
локва	l ô k ʋ a
лопоч	l ô p oː t ʃ
лопта	l ô p t a
лосос	l ô s o s
лотос	l ô t o s
ловор	l ô ʋ oː r
ломан	l ôː m a n
логор	l ôː ɡ o r
логос	l ôː ɡ o s
лукав	l û k a ʋ
лучни	l ûː t ʃ n iː
луђак	l ǔ d͡ʑ aː k
локал	l ǒ k aː l
ликер	l ǐ k eː r
локна	l ǒ k n a
локум	l ǒ k u m
лимен	l ǐ m e n
лемеш	l ě m e ʃ
лемур	l ě m uː r
лонац	l ǒ n a t s
линир	l ǐ n iː r
лонче	l ǒ n t ʃ e
лопар	l ǒ p aː r
литар	l ǐ t aː r
летач	l ě t aː t ʃ
латин	l ǎ t iː n
лаута	l ǎ u t a
лажац	l ǎ ʒ a t s
ловац	l ǒ ʋ a t s
левак	l ě ʋ aː k
ложач	l ǒ ʒ aː t͡ʃ
ловаш	l ǒ ʋ aː ʃ
лењир	l ě ɲ iː r
лажов	l ǎ ʒ o ʋ
ледак	l ěː d a k
ладан	l ǎː d a n
лидер	l ǐː d e r
ланац	l ǎː n a t s
лепак	l ěː p a k
лопов	l ǒː p o ʋ
лисац	l ǐː s a t s
леска	l ěː s k a
лутак	l ǔː t a k
лутња	l ǔː t ɲ a
левак	l ěː ʋ a k
лавеж	l ǎː ʋ e ʒ
мијех	m i j êː x
мјера	m j ê r a
млада	m l âː d a
млако	m l âː k o
млети	m l ê t i
млеко	m l ěː k o
мнити	m n î t i
многи	m n ô ɡ iː
много	m n ô ɡ o
мноме	m n ǒː m e
мнење	m n ěː ɲ e
мрети	m r êː t i
мрзак	m r̂ z a k
мршав	m r̂ ʃ a ʋ
мадеж	m â d e ʒ
макро	m â k r o
макси	m â k s i
масло	m â s l o
мачји	m â t ʃ j iː
мачка	m â t ʃ k a
мачор	m â t ʃ o r
мајка	m âː j k a
малта	m âː l t a
маран	m âː r a n
марва	m âː r ʋ a
махом	m âː x o m
меден	m ê d e n
мекан	m ê k a n
месар	m ê s aː r
месец	m ê s eː t s
месни	m ê s n iː
месно	m ê s n o
мести	m ê s t i
место	m ê s t o
метак	m ê t a k
мечка	m ê t ʃ k a
мехур	m ê x uː r
медиј	m êː d iː j
милош	m î l o ʃ
мираз	m î r aː z
мирис	m î r iː s
мишар	m î ʃ aː r
мишји	m î ʃ j iː
мирно	m îː r n o
мирта	m îː r t a
мисао	m îː s a o
модар	m ô d a r
мокар	m ô k a r
