а	a
балонче	b a ɫ ɔ n t͡ʃ ɛ
бидејќи	b i d ɛ j c i
биртија	b i r t i j a
бисерка	b i s ɛ r k a
битност	b i t n ɔ s t
бирачки	b i ɾ a t͡ʃ k i
близост	b l i z ɔ s t
бледост	b l ɛ d ɔ s t
брифинг	b r i f i ŋ k
брестов	b r ɛ s t ɔ f
брборка	b r̩ b ɔ r k a
брцнува	b r̩ t͡s n u v a
будалче	b u d a ɫ t͡ʃ ɛ
бујност	b u j n ɔ s t
бунарче	b u n a r t͡ʃ ɛ
бурност	b u r n ɔ s t
бутнува	b u t n u v a
буцнува	b u t͡s n u v a
бушилка	b u ʃ i ɫ k a
блазони	b ɫ a z ɔ n i
благост	b ɫ a ɡ ɔ s t
бедност	b ɛ d n ɔ s t
бодрост	b ɔ d r ɔ s t
бестија	b ɛ s t i j a
боцнува	b ɔ t͡s n u v a
блудник	b ɫ u d n i k
божилак	b ɔ ʒ i ɫ a k
беглост	b ɛ ɡ ɫ ɔ s t
ќебапче	c ɛ b a p t͡ʃ ɛ
ќесичка	c ɛ s i t͡ʃ k a
дафинов	d a f i n ɔ f
давеник	d a v ɛ n i k
дихтува	d i x t u v a
другпат	d r u k p a t
дрпнува	d r̩ p n u v a
дрворед	d r̩ v ɔ ɾ ɛ t
двапати	d v a p a t i
двојник	d v ɔ j n i k
добивка	d ɔ b i f k a
доделка	d ɔ d ɛ ɫ k a
доколку	d ɔ k ɔ ɫ k u
домарка	d ɔ m a r k a
домачка	d ɔ m a t͡ʃ k a
домазни	d ɔ m a z n i
денарче	d ɛ n a r t͡ʃ ɛ
доправа	d ɔ p r a v a
допраша	d ɔ p r a ʃ a
доползи	d ɔ p ɔ ɫ z i
доскока	d ɔ s k ɔ k a
доспива	d ɔ s p i v a
достега	d ɔ s t ɛ ɡ a
десетче	d ɛ s ɛ t t͡ʃ ɛ
дотогаш	d ɔ t ɔ ɡ a ʃ
доучува	d ɔ u t͡ʃ u v a
довечер	d ɔ v ɛ t͡ʃ ɛ r
доволно	d ɔ v ɔ ɫ n ɔ
деверов	d ɛ v ɛ ɾ ɔ f
дозрева	d ɔ z r ɛ v a
дождови	d ɔ ʒ d ɔ v i
делумно	d ɛ ɫ u m n ɔ
ѕвонлив	d͡z v ɔ n l i f
ѕверски	d͡z v ɛ r s k i
ѕвечлив	d͡z v ɛ t͡ʃ l i f
ѕвезден	d͡z v ɛ z d ɛ n
ѕверови	d͡z v ɛ ɾ ɔ v i
џигерче	d͡ʒ i ɡ ɛ r t͡ʃ ɛ
џуџенце	d͡ʒ u d͡ʒ ɛ n t͡s ɛ
џогерка	d͡ʒ ɔ ɡ ɛ r k a
фазанов	f a z a n ɔ f
впрочем	f p r ɔ t͡ʃ ɛ m
вселена	f s ɛ l ɛ n a
втораче	f t ɔ ɾ a t͡ʃ ɛ
фенерче	f ɛ n ɛ r t͡ʃ ɛ
фосилен	f ɔ s i l ɛ n
именува	i m ɛ n u v a
интерен	i n t ɛ ɾ ɛ n
исплата	i s p ɫ a t a
исползи	i s p ɔ ɫ z i
истумба	i s t u m b a
исушува	i s u ʃ u v a
исходен	i s x ɔ d ɛ n
издишка	i z d i ʃ k a
изделка	i z d ɛ ɫ k a
излезен	i z l ɛ z ɛ n
изнаака	i z n a a k a
изнасее	i z n a s ɛ ɛ
изнаучи	i z n a u t͡ʃ i
извичен	i z v i t͡ʃ ɛ n
изврива	i z v r i v a
извршен	i z v r̩ ʃ ɛ n
изведба	i z v ɛ d b a
изворче	i z v ɔ r t͡ʃ ɛ
излапен	i z ɫ a p ɛ n
изедува	i z ɛ d u v a
изгнаси	i z ɡ n a s i
изгушка	i z ɡ u ʃ k a
изготви	i z ɡ ɔ t v i
игличка	i ɡ l i t͡ʃ k a
играчки	i ɡ r a t͡ʃ k i
иловица	i ɫ ɔ v i t͡s a
јаболко	j a b ɔ ɫ k ɔ
јаболче	j a b ɔ ɫ t͡ʃ ɛ
јајцест	j a j t͡s ɛ s t
јајчник	j a j t͡ʃ n i k
јамајка	j a m a j k a
јатрвин	j a t r̩ v i n
јавачка	j a v a t͡ʃ k a
јавачки	j a v a t͡ʃ k i
јавност	j a v n ɔ s t
јазичар	j a z i t͡ʃ a r
јазичен	j a z i t͡ʃ ɛ n
јазлест	j a z l ɛ s t
јазовец	j a z ɔ v ɛ t͡s
јагодов	j a ɡ ɔ d ɔ f
јаженце	j a ʒ ɛ n t͡s ɛ
јаренце	j a ɾ ɛ n t͡s ɛ
јунешки	j u n ɛ ʃ k i
јурнува	j u r n u v a
кабелче	k a b ɛ ɫ t͡ʃ ɛ
кафенце	k a f ɛ n t͡s ɛ
камшиче	k a m ʃ i t͡ʃ ɛ
капинов	k a p i n ɔ f
касичка	k a s i t͡ʃ k a
каснува	k a s n u v a
катанче	k a t a n t͡ʃ ɛ
каталог	k a t a ɫ ɔ k
кавалче	k a v a ɫ t͡ʃ ɛ
кашичка	k a ʃ i t͡ʃ k a
кажигаз	k a ʒ i ɡ a s
килимар	k i l i m a r
килимче	k i l i m t͡ʃ ɛ
кимнува	k i m n u v a
кивнува	k i v n u v a
клистир	k l i s t i r
клитика	k l i t i k a
клетвен	k l ɛ t v ɛ n
кметува	k m ɛ t u v a
кралува	k r a ɫ u v a
критика	k r i t i k a
крутост	k r u t ɔ s t
кркнува	k r̩ k n u v a
крпичка	k r̩ p i t͡ʃ k a
крцнува	k r̩ t͡s n u v a
куќарка	k u c a r k a
куферче	k u f ɛ r t͡ʃ ɛ
кукичка	k u k i t͡ʃ k a
кукличе	k u k l i t͡ʃ ɛ
куповен	k u p ɔ v ɛ n
курвиче	k u r v i t͡ʃ ɛ
кутивче	k u t i f t͡ʃ ɛ
кутнува	k u t n u v a
куцнува	k u t͡s n u v a
класика	k ɫ a s i k a
кокосов	k ɔ k ɔ s ɔ f
коленце	k ɔ l ɛ n t͡s ɛ
команда	k ɔ m a n d a
конечно	k ɔ n ɛ t͡ʃ n ɔ
копанче	k ɔ p a n t͡ʃ ɛ
копитце	k ɔ p i t t͡s ɛ
копнува	k ɔ p n u v a
косачка	k ɔ s a t͡ʃ k a
косичка	k ɔ s i t͡ʃ k a
козичка	k ɔ z i t͡ʃ k a
коритце	k ɔ ɾ i t t͡s ɛ
коричка	k ɔ ɾ i t͡ʃ k a
коренче	k ɔ ɾ ɛ n t͡ʃ ɛ
конгрес	k ɔ ŋ ɡ r ɛ s
колосек	k ɔ ɫ ɔ s ɛ k
лимонче	l i m ɔ n t͡ʃ ɛ
лимонов	l i m ɔ n ɔ f
лиценце	l i t͡s ɛ n t͡s ɛ
лизнува	l i z n u v a
летнува	l ɛ t n u v a
летоска	l ɛ t ɔ s k a
малинов	m a l i n ɔ f
маничен	m a n i t͡ʃ ɛ n
матичен	m a t i t͡ʃ ɛ n
матерка	m a t ɛ r k a
мазност	m a z n ɔ s t
маглоса	m a ɡ ɫ ɔ s a
мисирче	m i s i r t͡ʃ ɛ
мрднува	m r̩ d n u v a
мртвило	m r̩ t v i ɫ ɔ
мудрува	m u d r u v a
мукнува	m u k n u v a
муленце	m u l ɛ n t͡s ɛ
мушичка	m u ʃ i t͡ʃ k a
монопол	m ɔ n ɔ p ɔ ɫ
месарка	m ɛ s a r k a
метличе	m ɛ t l i t͡ʃ ɛ
метрика	m ɛ t r i k a
моторен	m ɔ t ɔ ɾ ɛ n
меченце	m ɛ t͡ʃ ɛ n t͡s ɛ
мочовод	m ɔ t͡ʃ ɔ v ɔ t
молкома	m ɔ ɫ k ɔ m a
мешнува	m ɛ ʃ n u v a
набавка	n a b a f k a
надоаѓа	n a d ɔ a ɟ a
надежен	n a d ɛ ʒ ɛ n
напнува	n a p n u v a
напудри	n a p u d r i
наплука	n a p ɫ u k a
настран	n a s t r a n
научува	n a u t͡ʃ u v a
навраќа	n a v r a c a
наемник	n a ɛ m n i k
награба	n a ɡ r a b a
наочник	n a ɔ t͡ʃ n i k
наглост	n a ɡ ɫ ɔ s t
нискост	n i s k ɔ s t
нужност	n u ʒ n ɔ s t
неколку	n ɛ k ɔ l k u
непушач	n ɛ p u ʃ a t͡ʃ
несакан	n ɛ s a k a n
нотарка	n ɔ t a r k a
неуспех	n ɛ u s p ɛ x
невиден	n ɛ v i d ɛ n
необоен	n ɛ ɔ b ɔ ɛ n
ножички	n ɔ ʒ i t͡ʃ k i
нелупен	n ɛ ɫ u p ɛ n
ногопис	n ɔ ɡ ɔ p i s
нерешен	n ɛ ɾ ɛ ʃ ɛ n
пајаков	p a j a k ɔ f
папсува	p a p s u v a
пасинок	p a s i n ɔ k
пасошки	p a s ɔ ʃ k i
патеник	p a t ɛ n i k
патопис	p a t ɔ p i s
пазарче	p a z a r t͡ʃ ɛ
пикнува	p i k n u v a
пиперче	p i p ɛ r t͡ʃ ɛ
писнува	p i s n u v a
пивнува	p i v n u v a
плебеец	p l ɛ b ɛ ɛ t͡s
прастар	p r a s t a r
прифали	p r i f a l i
прикове	p r i k ɔ v ɛ
примрзи	p r i m r̩ z i
примеса	p r i m ɛ s a
призвук	p r i z v u k
пребара	p r ɛ b a ɾ a
преброи	p r ɛ b r ɔ i
преболи	p r ɛ b ɔ l i
предаде	p r ɛ d a d ɛ
предава	p r ɛ d a v a
предочи	p r ɛ d ɔ t͡ʃ i
преѕида	p r ɛ d͡z i d a
префикс	p r ɛ f i k s
прекрои	p r ɛ k r ɔ i
прекоси	p r ɛ k ɔ s i
преклоп	p r ɛ k ɫ ɔ p
прележи	p r ɛ l ɛ ʒ i
премива	p r ɛ m i v a
премеле	p r ɛ m ɛ l ɛ
премете	p r ɛ m ɛ t ɛ
препржи	p r ɛ p r̩ ʒ i
препече	p r ɛ p ɛ t͡ʃ ɛ
пресоли	p r ɛ s ɔ l i
превари	p r ɛ v a ɾ i
превива	p r ɛ v i v a
преврие	p r ɛ v r i j ɛ
преврне	p r ɛ v r̩ n ɛ
преврти	p r ɛ v r̩ t i
преврзе	p r ɛ v r̩ z ɛ
преведе	p r ɛ v ɛ d ɛ
превезе	p r ɛ v ɛ z ɛ
презими	p r ɛ z i m i
презира	p r ɛ z i ɾ a
презрее	p r ɛ z r ɛ ɛ
презема	p r ɛ z ɛ m a
преземе	p r ɛ z ɛ m ɛ
прежали	p r ɛ ʒ a l i
прегази	p r ɛ ɡ a z i
прооден	p r ɔ ɔ d ɛ n
прерија	p r ɛ ɾ i j a
прежива	p r ɛ ʒ i v a
прегрее	p r ɛ ɡ r ɛ ɛ
прегрне	p r ɛ ɡ r̩ n ɛ
преглас	p r ɛ ɡ ɫ a s
прегори	p r ɛ ɡ ɔ ɾ i
прднува	p r̩ d n u v a
прснува	p r̩ s n u v a
прслуче	p r̩ s ɫ u t͡ʃ ɛ
пукнува	p u k n u v a
пушачки	p u ʃ a t͡ʃ k i
подбира	p ɔ d b i ɾ a
поднови	p ɔ d n ɔ v i
подружи	p ɔ d r u ʒ i
подреме	p ɔ d r ɛ m ɛ
подзине	p ɔ d z i n ɛ
педерка	p ɛ d ɛ r k a
педерче	p ɛ d ɛ r t͡ʃ ɛ
подочен	p ɔ d ɔ t͡ʃ ɛ n
подлост	p ɔ d ɫ ɔ s t
поѕвони	p ɔ d͡z v ɔ n i
поѕвечи	p ɔ d͡z v ɛ t͡ʃ i
поџвака	p ɔ d͡ʒ v a k a
показен	p ɔ k a z ɛ n
поклечи	p ɔ k l ɛ t͡ʃ i
покрека	p ɔ k r ɛ k a
поквачи	p ɔ k v a t͡ʃ i
поквичи	p ɔ k v i t͡ʃ i
поклати	p ɔ k ɫ a t i
поколва	p ɔ k ɔ ɫ v a
поленце	p ɔ l ɛ n t͡s ɛ
пеленче	p ɛ l ɛ n t͡ʃ ɛ
полетен	p ɔ l ɛ t ɛ n
помавта	p ɔ m a f t a
помагач	p ɔ m a ɡ a t͡ʃ
попишти	p ɔ p i ʃ t i
поплете	p ɔ p l ɛ t ɛ
поприма	p ɔ p r i m a
поплаче	p ɔ p ɫ a t͡ʃ ɛ
поплука	p ɔ p ɫ u k a
пердаши	p ɛ r d a ʃ i
поскока	p ɔ s k ɔ k a
послика	p ɔ s l i k a
посвири	p ɔ s v i ɾ i
поткара	p ɔ t k a ɾ a
поткаже	p ɔ t k a ʒ ɛ
потпече	p ɔ t p ɛ t͡ʃ ɛ
потропа	p ɔ t r ɔ p a
потргне	p ɔ t r̩ ɡ n ɛ
потсече	p ɔ t s ɛ t͡ʃ ɛ
потекло	p ɔ t ɛ k ɫ ɔ
почисти	p ɔ t͡ʃ i s t i
печурче	p ɛ t͡ʃ u r t͡ʃ ɛ
поварди	p ɔ v a r d i
повреви	p ɔ v r ɛ v i
погмечи	p ɔ ɡ m ɛ t͡ʃ i
плотски	p ɫ ɔ t s k i
поготви	p ɔ ɡ ɔ t v i
поглуми	p ɔ ɡ ɫ u m i
поглода	p ɔ ɡ ɫ ɔ d a
ракавче	r a k a f t͡ʃ ɛ
рамност	r a m n ɔ s t
раменце	r a m ɛ n t͡s ɛ
расфрла	r a s f r̩ ɫ a
раскали	r a s k a l i
раскрои	r a s k r ɔ i
раскове	r a s k ɔ v ɛ
распаќе	r a s p a c ɛ
расцути	r a s t͡s u t i
разбран	r a z b r a n
разрани	r a z r a n i
разреже	r a z r ɛ ʒ ɛ
рипнува	r i p n u v a
рубрика	r u b r i k a
рударка	r u d a r k a
ружичка	r u ʒ i t͡ʃ k a
родилен	r ɔ d i l ɛ n
родилка	r ɔ d i ɫ k a
ровкост	r ɔ f k ɔ s t
ровчица	r ɔ f t͡ʃ i t͡s a
рекичка	r ɛ k i t͡ʃ k a
реквием	r ɛ k v i j ɛ m
рокерка	r ɔ k ɛ r k a
ролерка	r ɔ l ɛ r k a
росичка	r ɔ s i t͡ʃ k a
рочиште	r ɔ t͡ʃ i ʃ t ɛ
сајбија	s a j b i j a
сандаче	s a n d a t͡ʃ ɛ
сандала	s a n d a ɫ a
сапунче	s a p u n t͡ʃ ɛ
сирачки	s i ɾ a t͡ʃ k i
сиренце	s i ɾ ɛ n t͡s ɛ
скапост	s k a p ɔ s t
скробен	s k r ɔ b ɛ n
скептик	s k ɛ p t i k
скотски	s k ɔ t s k i
смреков	s m r ɛ k ɔ f
смоквин	s m ɔ k v i n
снајпер	s n a j p ɛ r
снесува	s n ɛ s u v a
спахија	s p a x i j a
спарува	s p a ɾ u v a
споцрка	s p ɔ t͡s r̩ k a
спорост	s p ɔ ɾ ɔ s t
сразмер	s r a z m ɛ r
сребрар	s r ɛ b r a r
срценце	s r̩ t͡s ɛ n t͡s ɛ
стадиум	s t a d i j u m
стаклар	s t a k ɫ a r
станбен	s t a m b ɛ n
стратег	s t r a t ɛ k
стринин	s t r i n i n
стопува	s t ɔ p u v a
супичка	s u p i t͡ʃ k a
сусамов	s u s a m ɔ f
суверен	s u v ɛ ɾ ɛ n
сурутка	s u ɾ u t k a
свикува	s v i k u v a
свртува	s v r̩ t u v a
сводник	s v ɔ d n i k
светост	s v ɛ t ɔ s t
собичка	s ɔ b i t͡ʃ k a
соборен	s ɔ b ɔ ɾ ɛ n
седница	s ɛ d n i t͡s a
седумка	s ɛ d u m k a
седенка	s ɛ d ɛ ŋ k a
сокачки	s ɔ k a t͡ʃ k i
соколар	s ɔ k ɔ ɫ a r
сочност	s ɔ t͡ʃ n ɔ s t
соларен	s ɔ ɫ a ɾ ɛ n
сооднос	s ɔ ɔ d n ɔ s
тајност	t a j n ɔ s t
тапанче	t a p a n t͡ʃ ɛ
татенце	t a t ɛ n t͡s ɛ
трафика	t r a f i k a
трескот	t r ɛ s k ɔ t
трбушен	t r̩ b u ʃ ɛ n
тркачки	t r̩ k a t͡ʃ k i
тркалце	t r̩ k a ɫ t͡s ɛ
трнинка	t r̩ n i ŋ k a
турнува	t u r n u v a
тврдост	t v r̩ d ɔ s t
текстил	t ɛ k s t i ɫ
теленце	t ɛ l ɛ n t͡s ɛ
тетинов	t ɛ t i n ɔ f
циметов	t͡s i m ɛ t ɔ f
цигарче	t͡s i ɡ a r t͡ʃ ɛ
членува	t͡ʃ l ɛ n u v a
чудност	t͡ʃ u d n ɔ s t
чуварка	t͡ʃ u v a r k a
чедност	t͡ʃ ɛ d n ɔ s t
чеканче	t͡ʃ ɛ k a n t͡ʃ ɛ
чекмеџе	t͡ʃ ɛ k m ɛ d͡ʒ ɛ
чесност	t͡ʃ ɛ s n ɔ s t
чорапче	t͡ʃ ɔ ɾ a p t͡ʃ ɛ
чешелче	t͡ʃ ɛ ʃ ɛ ɫ t͡ʃ ɛ
устичка	u s t i t͡ʃ k a
утробен	u t r ɔ b ɛ n
утопија	u t ɔ p i j a
учениче	u t͡ʃ ɛ n i t͡ʃ ɛ
угодник	u ɡ ɔ d n i k
валиден	v a l i d ɛ n
вагонче	v a ɡ ɔ n t͡ʃ ɛ
виолина	v i j ɔ l i n a
виљушка	v i l u ʃ k a
винарка	v i n a r k a
виснува	v i s n u v a
виткост	v i t k ɔ s t
витешки	v i t ɛ ʃ k i
вилушка	v i ɫ u ʃ k a
влепува	v l ɛ p u v a
вратиче	v r a t i t͡ʃ ɛ
вршалка	v r̩ ʃ a ɫ k a
ведрост	v ɛ d r ɔ s t
војниче	v ɔ j n i t͡ʃ ɛ
вокатив	v ɔ k a t i f
воскоса	v ɔ s k ɔ s a
воспита	v ɔ s p i t a
ветерче	v ɛ t ɛ r t͡ʃ ɛ
вечерва	v ɛ t͡ʃ ɛ r v a
везиров	v ɛ z i ɾ ɔ f
велможа	v ɛ ɫ m ɔ ʒ a
воопшто	v ɔ ɔ p ʃ t ɔ
в’лтава	v ə ɫ t a v a
вереник	v ɛ ɾ ɛ n i k
веровит	v ɛ ɾ ɔ v i t
хроника	x r ɔ n i k a
задршка	z a d r̩ ʃ k a
задутре	z a d u t r ɛ
задорко	z a d ɔ r k ɔ
завчера	z a f t͡ʃ ɛ ɾ a
заклопи	z a k ɫ ɔ p i
замерка	z a m ɛ r k a
запалка	z a p a ɫ k a
запнува	z a p n u v a
запршка	z a p r̩ ʃ k a
заптија	z a p t i j a
запегла	z a p ɛ ɡ ɫ a
заржува	z a r ʒ u v a
засмева	z a s m ɛ v a
заспива	z a s p i v a
затилок	z a t i ɫ ɔ k
зачешла	z a t͡ʃ ɛ ʃ ɫ a
заветен	z a v ɛ t ɛ n
заечува	z a ɛ t͡ʃ u v a
зародиш	z a ɾ ɔ d i ʃ
заговор	z a ɡ ɔ v ɔ r
зимоска	z i m ɔ s k a
зоврива	z ɔ v r i v a
зглопче	z ɡ ɫ ɔ p t͡ʃ ɛ
жабарка	ʒ a b a r k a
габичка	ɡ a b i t͡ʃ k a
жабичка	ʒ a b i t͡ʃ k a
габеров	ɡ a b ɛ ɾ ɔ f
гајдари	ɡ a j d a ɾ i
галебов	ɡ a l ɛ b ɔ f
лаленце	ɫ a l ɛ n t͡s ɛ
шамивче	ʃ a m i f t͡ʃ ɛ
лапачка	ɫ a p a t͡ʃ k a
лапнува	ɫ a p n u v a
ластиче	ɫ a s t i t͡ʃ ɛ
гатачки	ɡ a t a t͡ʃ k i
ѓаволка	ɟ a v ɔ ɫ k a
ѓаволче	ɟ a v ɔ ɫ t͡ʃ ɛ
лаворов	ɫ a v ɔ ɾ ɔ f
ѓаволов	ɟ a v ɔ ɫ ɔ f
газенце	ɡ a z ɛ n t͡s ɛ
лажичка	ɫ a ʒ i t͡ʃ k a
лажност	ɫ a ʒ n ɔ s t
обзнани	ɔ b z n a n i
обелува	ɔ b ɛ ɫ u v a
оќорува	ɔ c ɔ ɾ u v a
едренце	ɛ d r ɛ n t͡s ɛ
одерува	ɔ d ɛ ɾ u v a
овчарче	ɔ f t͡ʃ a r t͡ʃ ɛ
овчаров	ɔ f t͡ʃ a ɾ ɔ f
жиличка	ʒ i l i t͡ʃ k a
жителка	ʒ i t ɛ ɫ k a
емисија	ɛ m i s i j a
емитува	ɛ m i t u v a
омеѓува	ɔ m ɛ ɟ u v a
шнајдер	ʃ n a j d ɛ r
гнилост	ɡ n i ɫ ɔ s t
опашува	ɔ p a ʃ u v a
епифора	ɛ p i f ɔ ɾ a
опипува	ɔ p i p u v a
опомена	ɔ p ɔ m ɛ n a
градина	ɡ r a d i n a
градини	ɡ r a d i n i
еротика	ɛ r ɔ t i k a
грмувче	ɡ r̩ m u f t͡ʃ ɛ
острина	ɔ s t r i n a
отапува	ɔ t a p u v a
штрафче	ʃ t r a f t͡ʃ ɛ
оцртува	ɔ t͡s r̩ t u v a
ѓубриво	ɟ u b r i v ɔ
лудачки	ɫ u d a t͡ʃ k i
гукнува	ɡ u k n u v a
луленце	ɫ u l ɛ n t͡s ɛ
гумичка	ɡ u m i t͡ʃ k a
шумичка	ʃ u m i t͡ʃ k a
гулабов	ɡ u ɫ a b ɔ f
гулапче	ɡ u ɫ a p t͡ʃ ɛ
гушнува	ɡ u ʃ n u v a
овација	ɔ v a t͡s i j a
овдешен	ɔ v d ɛ ʃ ɛ n
овнешки	ɔ v n ɛ ʃ k i
овенува	ɔ v ɛ n u v a
шверцер	ʃ v ɛ r t͡s ɛ r
озарува	ɔ z a ɾ u v a
олабави	ɔ ɫ a b a v i
гладува	ɡ ɫ a d u v a
оладува	ɔ ɫ a d u v a
шеќерче	ʃ ɛ c ɛ r t͡ʃ ɛ
локатив	ɫ ɔ k a t i f
елкичка	ɛ ɫ k i t͡ʃ k a
желевце	ʒ ɛ l ɛ f t͡s ɛ
генитив	ɡ ɛ n i t i f
генерал	ɡ ɛ n ɛ r a ɫ
лопатче	ɫ ɔ p a t t͡ʃ ɛ
огранок	ɔ ɡ r a n ɔ k
лотосов	ɫ ɔ t ɔ s ɔ f
ѓеврече	ɟ ɛ v r ɛ t͡ʃ ɛ
ловоров	ɫ ɔ v ɔ ɾ ɔ f
огласен	ɔ ɡ ɫ a s ɛ n
шерифов	ʃ ɛ ɾ i f ɔ f
шеширче	ʃ ɛ ʃ i r t͡ʃ ɛ
жолтило	ʒ ɔ ɫ t i ɫ ɔ
желудец	ʒ ɛ ɫ u d ɛ t͡s
жонглер	ʒ ɔ ŋ ɡ l ɛ r
орелски	ɔ ɾ ɛ ɫ s k i
шеговит	ʃ ɛ ɡ ɔ v i t
актерски	a k t ɛ r s k i
акустика	a k u s t i k a
аквариум	a k v a ɾ i j u m
алигатор	a l i ɡ a t ɔ r
аљкавост	a l k a v ɔ s t
амнезија	a m n ɛ z i j a
арамиски	a r a m i s k i
арамилак	a r a m i ɫ a k
атрофија	a t r ɔ f i j a
аукциски	a u k t͡s i s k i
аздисува	a z d i s u v a
алхемија	a ɫ x ɛ m i j a
англиски	a ŋ ɡ l i s k i
бадијала	b a d i j a ɫ a
баднички	b a d n i t͡ʃ k i
бајатост	b a j a t ɔ s t
бамбусов	b a m b u s ɔ f
бастунче	b a s t u n t͡ʃ ɛ
баталува	b a t a ɫ u v a
базалтов	b a z a ɫ t ɔ f
багремов	b a ɡ r ɛ m ɔ f
библиски	b i b l i s k i
биопсија	b i j ɔ p s i j a
бискупов	b i s k u p ɔ f
бистрина	b i s t r i n a
бигамија	b i ɡ a m i j a
бликнува	b l i k n u v a
блискост	b l i s k ɔ s t
близначе	b l i z n a t͡ʃ ɛ
блеснува	b l ɛ s n u v a
брадичка	b r a d i t͡ʃ k a
брашноса	b r a ʃ n ɔ s a
бројност	b r ɔ j n ɔ s t
брезичка	b r ɛ z i t͡ʃ k a
брливост	b r̩ l i v ɔ s t
брзоплет	b r̩ z ɔ p l ɛ t
бршленов	b r̩ ʃ l ɛ n ɔ f
бубрежен	b u b r ɛ ʒ ɛ n
будилник	b u d i ɫ n i k
бумбарче	b u m b a r t͡ʃ ɛ
бумбаров	b u m b a ɾ ɔ f
бундичка	b u n d i t͡ʃ k a
бучкуриш	b u t͡ʃ k u ɾ i ʃ
бушавост	b u ʃ a v ɔ s t
бугарија	b u ɡ a ɾ i j a
бунгалов	b u ŋ ɡ a ɫ ɔ f
бојлерче	b ɔ j l ɛ r t͡ʃ ɛ
бељаџија	b ɛ l a d͡ʒ i j a
бонбонче	b ɔ m b ɔ n t͡ʃ ɛ
берберка	b ɛ r b ɛ r k a
бетонски	b ɛ t ɔ n s k i
блудничи	b ɫ u d n i t͡ʃ i
бездруго	b ɛ z d r u ɡ ɔ
безмалку	b ɛ z m a ɫ k u
безвизен	b ɛ z v i z ɛ n
ќофтенце	c ɔ f t ɛ n t͡s ɛ
ќеркичка	c ɛ r k i t͡ʃ k a
ќелавост	c ɛ ɫ a v ɔ s t
даночник	d a n ɔ t͡ʃ n i k
динамика	d i n a m i k a
дивјачка	d i v j a t͡ʃ k a
дивокоза	d i v ɔ k ɔ z a
другарче	d r u ɡ a r t͡ʃ ɛ
дреарски	d r ɛ a r s k i
дремнува	d r ɛ m n u v a
древност	d r ɛ v n ɔ s t
двојност	d v ɔ j n ɔ s t
двополов	d v ɔ p ɔ ɫ ɔ f
добојува	d ɔ b ɔ j u v a
доѕидува	d ɔ d͡z i d u v a
доигрува	d ɔ i ɡ r u v a
дојадува	d ɔ j a d u v a
дојденец	d ɔ j d ɛ n ɛ t͡s
докастри	d ɔ k a s t r i
докинува	d ɔ k i n u v a
докрпува	d ɔ k r̩ p u v a
докршува	d ɔ k r̩ ʃ u v a
доктрина	d ɔ k t r i n a
докупува	d ɔ k u p u v a
докопува	d ɔ k ɔ p u v a
деливост	d ɛ l i v ɔ s t
долижува	d ɔ l i ʒ u v a
демонски	d ɛ m ɔ n s k i
домесува	d ɔ m ɛ s u v a
домерува	d ɔ m ɛ ɾ u v a
денарски	d ɛ n a r s k i
донесува	d ɔ n ɛ s u v a
дописник	d ɔ p i s n i k
допржува	d ɔ p r̩ ʒ u v a
допукува	d ɔ p u k u v a
допушува	d ɔ p u ʃ u v a
допекува	d ɔ p ɛ k u v a
депонија	d ɛ p ɔ n i j a
дорушува	d ɔ r u ʃ u v a
доредува	d ɔ r ɛ d u v a
достиска	d ɔ s t i s k a
досушува	d ɔ s u ʃ u v a
досекува	d ɔ s ɛ k u v a
дотркала	d ɔ t r̩ k a ɫ a
дотепува	d ɔ t ɛ p u v a
дотовари	d ɔ t ɔ v a ɾ i
доцртува	d ɔ t͡s r̩ t u v a
дочитува	d ɔ t͡ʃ i t u v a
доварува	d ɔ v a ɾ u v a
довикува	d ɔ v i k u v a
дошминка	d ɔ ʃ m i ŋ k a
долупува	d ɔ ɫ u p u v a
догодина	d ɔ ɡ ɔ d i n a
деловник	d ɛ ɫ ɔ v n i k
договори	d ɔ ɡ ɔ v ɔ ɾ i
долгокос	d ɔ ɫ ɡ ɔ k ɔ s
догорува	d ɔ ɡ ɔ ɾ u v a
ѕидарски	d͡z i d a r s k i
ѕвекнува	d͡z v ɛ k n u v a
ѕвончест	d͡z v ɔ n t͡ʃ ɛ s t
ѕверство	d͡z v ɛ r s t v ɔ
ѕвечарка	d͡z v ɛ t͡ʃ a r k a
ѕвездест	d͡z v ɛ z d ɛ s t
џиновски	d͡ʒ i n ɔ f s k i
џемперче	d͡ʒ ɛ m p ɛ r t͡ʃ ɛ
фиксност	f i k s n ɔ s t
вплетува	f p l ɛ t u v a
всушност	f s u ʃ n ɔ s t
фустанче	f u s t a n t͡ʃ ɛ
фушерски	f u ʃ ɛ r s k i
флоскула	f ɫ ɔ s k u ɫ a
имотност	i m ɔ t n ɔ s t
инаквост	i n a k v ɔ s t
индексен	i n d ɛ k s ɛ n
инфузија	i n f u z i j a
инерција	i n ɛ r t͡s i j a
искричка	i s k r i t͡ʃ k a
ископува	i s k ɔ p u v a
искосува	i s k ɔ s u v a
исклучив	i s k ɫ u t͡ʃ i f
испржува	i s p r̩ ʒ u v a
испукува	i s p u k u v a
испобаци	i s p ɔ b a t͡s i
испобрка	i s p ɔ b r̩ k a
