ababa	aβaβa
abstener	aβst̪eneɾ
abstenerse	aβst̪enerse
abstenga	aβst̪ẽŋɡa
abstengas	aβst̪ẽŋɡas
abstenían	aβst̪eniãn
abstenías	aβst̪enias
abstenida	aβst̪eniða
abstenidas	aβst̪eniðas
abstenido	aβst̪eniðo
abstenidos	aβst̪eniðos
abstergente	aβst̪erxẽn̪t̪e
absterger	aβst̪erxeɾ
abstergida	aβst̪erxiða
abstergidas	aβst̪erxiðas
abstergido	aβst̪erxiðo
abstergidos	aβst̪erxiðos
abstersión	aβst̪ersjõn
abstersivo	aβst̪ersiβo
abstiene	aβst̪jene
abstienes	aβst̪jenes
abstinencia	aβst̪inẽn̟θja
abstinencia	aβst̪inẽnsja
abstinente	aβst̪inẽn̪t̪e
abstracción	aβst̪ɾaɣθjõn
abstracción	aβst̪ɾaɣsjõn
abstractivo	aβst̪ɾaɣt̪iβo
abstracto	aβst̪ɾaɣt̪o
abstraer	aβst̪ɾaeɾ
abstraíamos	aβst̪ɾaiamos
abstraída	aβst̪ɾaiða
abstraídas	aβst̪ɾaiðas
abstraído	aβst̪ɾaiðo
abstraídos	aβst̪ɾaiðos
abstruso	aβst̪ɾuso
abstuviera	aβst̪uβjeɾa
abstuvieran	aβst̪uβjeɾãn
abstuvieras	aβst̪uβjeɾas
absuelta	aβswel̪t̪a
absueltas	aβswel̪t̪as
absuelto	aβswel̪t̪o
absueltos	aβswel̪t̪os
absuelvo	aβswelβo
absurdidad	aβsurðiðað
absurdo	aβsurðo
abubilla	aβuβiʎa
abubilla	aβuβiʝa
abucheado	aβut͡ʃeaðo
abuchear	aβut͡ʃeaɾ
abucheo	aβut͡ʃeo
abuela	aβwela
abuela	aɣwela
abuelastra	aβwelast̪ɾa
abuelastro	aβwelast̪ɾo
abuelita	aβwelit̪a
abuelito	aβwelit̪o
abuelo	aβwelo
abuelo	aɣwelo
abuhardillado	aβuarðiʎaðo
abuhardillado	aβuarðiʝaðo
abulense	aβulẽnse
abulia	aβulja
abúlico	aβuliko
abulón	aβulõn
abultada	aβul̪t̪aða
abultadas	aβul̪t̪aðas
abultado	aβul̪t̪aðo
abultados	aβul̪t̪aðos
abultamiento	aβul̪t̪amjẽn̪t̪o
abultar	aβul̪t̪aɾ
abunda	aβũn̪d̪a
abundada	aβũn̪d̪aða
abundadas	aβũn̪d̪aðas
abundado	aβũn̪d̪aðo
abundados	aβũn̪d̪aðos
abundamos	aβũn̪d̪amos
abundancia	aβũn̪d̪ãn̟θja
abundancia	aβũn̪d̪ãnsja
abundando	aβũn̪d̪ãn̪d̪o
abundante	aβũn̪d̪ãn̪t̪e
abundar	aβũn̪d̪aɾ
abundara	aβũn̪d̪aɾa
abundará	aβũn̪d̪aɾa
abundáramos	aβũn̪d̪aɾamos
abundaras	aβũn̪d̪aɾas
abundarás	aβũn̪d̪aɾas
abundareis	aβũn̪d̪aɾei̯s
abundaremos	aβũn̪d̪aɾemos
abundares	aβũn̪d̪aɾes
abundaríamos	aβũn̪d̪aɾiamos
abundas	aβũn̪d̪as
abundaste	aβũn̪d̪ast̪e
abunde	aβũn̪d̪e
abundemos	aβũn̪d̪emos
abundes	aβũn̪d̪es
abundio	aβũn̪d̪jo
abundo	aβũn̪d̪o
abundoso	aβũn̪d̪oso
abuñolada	aβuɲolaða
abuñoladas	aβuɲolaðas
abuñolado	aβuɲolaðo
abuñolados	aβuɲolaðos
abuñolar	aβuɲolaɾ
abur	aβuɾ
aburguesada	aβurɣesaða
aburguesadas	aβurɣesaðas
aburguesado	aβurɣesaðo
aburguesados	aβurɣesaðos
aburguesamiento	aβurɣesamjẽn̪t̪o
aburguesar	aβurɣesaɾ
aburguesarse	aβurɣesarse
aburridísimo	aβuriðisimo
aburrido	aβuriðo
aburrimiento	aβurimjẽn̪t̪o
aburrir	aβuriɾ
aburrirse	aβurirse
aburujada	aβuɾuxaða
aburujadas	aβuɾuxaðas
aburujado	aβuɾuxaðo
aburujados	aβuɾuxaðos
aburujar	aβuɾuxaɾ
abusada	aβusaða
abusadas	aβusaðas
abusado	aβusaðo
abusador	aβusaðoɾ
abusados	aβusaðos
abusamos	aβusamos
abusar	aβusaɾ
abuse	aβuse
abusé	aβuse
abuses	aβuses
abusividad	aβusiβiðað
abusivo	aβusiβo
abuso	aβuso
abusón	aβusõn
abyad	aβʝað
abyección	aβʝeɣθjõn
abyección	aβʝeɣsjõn
abyecto	aβʝeɣt̪o
abzima	aβθima
abzima	aβsima
abzimas	aβθimas
abzimas	aβsimas
acaba	akaβa
acabada	akaβaða
acabadas	akaβaðas
acabado	akaβaðo
acabados	akaβaðos
acaballar	akaβaʎaɾ
acaballar	akaβaʝaɾ
acabamiento	akaβamjẽn̪t̪o
acabamos	akaβamos
acabando	akaβãn̪d̪o
acabar	akaβaɾ
acabáramos	akaβaɾamos
acabaríamos	akaβaɾiamos
acabarse	akaβarse
acabose	akaβose
acacheteado	akat͡ʃet̪eaðo
acachetear	akat͡ʃet̪eaɾ
academia	akaðemja
academicismo	akaðemiθizmo
academicismo	akaðemisizmo
académico	akaðemiko
academista	akaðemist̪a
academizada	akaðemiθaða
academizada	akaðemisaða
academizadas	akaðemiθaðas
academizadas	akaðemisaðas
academizado	akaðemiθaðo
academizado	akaðemisaðo
academizados	akaðemiθaðos
academizados	akaðemisaðos
academizando	akaðemiθãn̪d̪o
academizando	akaðemisãn̪d̪o
academizar	akaðemiθaɾ
academizar	akaðemisaɾ
acadio	akaðjo
acaecido	akaeθiðo
acaecido	akaesiðo
acaecimiento	akaeθimjẽn̪t̪o
acaecimiento	akaesimjẽn̪t̪o
acairelada	akai̯ɾelaða
acaireladas	akai̯ɾelaðas
acairelado	akai̯ɾelaðo
acairelados	akai̯ɾelaðos
acairelar	akai̯ɾelaɾ
acalambrada	akalãmbɾaða
acalambradas	akalãmbɾaðas
acalambrado	akalãmbɾaðo
acalambrados	akalãmbɾaðos
acalambrar	akalãmbɾaɾ
acalenturado	akalẽn̪t̪uɾaðo
acallado	akaʎaðo
acallado	akaʝaðo
acallar	akaʝaɾ
acalmada	akalmaða
acalmadas	akalmaðas
acalmado	akalmaðo
acalmados	akalmaðos
acalorado	akaloɾaðo
acaloramiento	akaloɾamjẽn̪t̪o
acamellado	akameʎaðo
acamellado	akameʝaðo
acampada	akãmpaða
acampadas	akãmpaðas
acampado	akãmpaðo
acampados	akãmpaðos
acampamento	akãmpamẽn̪t̪o
acampamos	akãmpamos
acampanado	akãmpanaðo
acampanar	akãmpanaɾ
acampar	akãmpaɾ
acanalado	akanalaðo
acanaladura	akanalaðuɾa
acañoneada	akaɲoneaða
acañoneadas	akaɲoneaðas
acañoneado	akaɲoneaðo
acañoneados	akaɲoneaðos
acantáceo	akãn̪t̪aθeo
acantáceo	akãn̪t̪aseo
acantilada	akãn̪t̪ilaða
acantiladas	akãn̪t̪ilaðas
acantilado	akãn̪t̪ilaðo
acantilados	akãn̪t̪ilaðos
acantilar	akãn̪t̪ilaɾ
acantinflado	akãn̪t̪ĩɱflaðo
acanto	akãn̪t̪o
acantocito	akãn̪t̪oθit̪o
acantocito	akãn̪t̪osit̪o
acantonado	akãn̪t̪onaðo
acantonamiento	akãn̪t̪onamjẽn̪t̪o
acantonar	akãn̪t̪onaɾ
acantosis	akãn̪t̪osis
acaparada	akapaɾaða
acaparadas	akapaɾaðas
acaparado	akapaɾaðo
acaparados	akapaɾaðos
acaparamiento	akapaɾamjẽn̪t̪o
acápite	akapit̪e
acaramelada	akaɾamelaða
acarameladas	akaɾamelaðas
acaramelado	akaɾamelaðo
acaramelados	akaɾamelaðos
acarbosa	akarβosa
acardenalado	akarðenalaðo
acardenalar	akarðenalaɾ
acariciable	akaɾiθjaβle
acariciable	akaɾisjaβle
acariciada	akaɾiθjaða
acariciada	akaɾisjaða
acariciadas	akaɾiθjaðas
acariciadas	akaɾisjaðas
acariciado	akaɾiθjaðo
acariciado	akaɾisjaðo
acariciador	akaɾiθjaðoɾ
acariciador	akaɾisjaðoɾ
acariciados	akaɾiθjaðos
acariciados	akaɾisjaðos
acariciando	akaɾiθjãn̪d̪o
acariciando	akaɾisjãn̪d̪o
acarreado	akareaðo
acartonado	akart̪onaðo
acartonar	akart̪onaɾ
acartonarse	akart̪onarse
acastillar	akast̪iʎaɾ
acastillar	akast̪iʝaɾ
acatada	akat̪aða
acatadas	akat̪aðas
acatado	akat̪aðo
acatados	akat̪aðos
acatamiento	akat̪amjẽn̪t̪o
acatamos	akat̪amos
acatar	akat̪aɾ
acatarrada	akat̪araða
acatarradas	akat̪araðas
acatarrado	akat̪araðo
acatarrados	akat̪araðos
acatarrar	akat̪araɾ
acatarrarse	akat̪ararse
acaudalado	akau̯ðalaðo
acaudillado	akau̯ðiʎaðo
acaudillado	akau̯ðiʝaðo
acaudillar	akau̯ðiʎaɾ
acaudillar	akau̯ðiʝaɾ
acaule	akau̯le
acceder	aɣθeðeɾ
acceder	aɣseðeɾ
accedida	aɣθeðiða
accedida	aɣseðiða
accedidas	aɣθeðiðas
accedidas	aɣseðiðas
accedido	aɣθeðiðo
accedido	aɣseðiðo
accedidos	aɣθeðiðos
accedidos	aɣseðiðos
accesado	aɣθesaðo
accesado	aɣsesaðo
accesibilidad	aɣθesiβiliðað
accesibilidad	aɣsesiβiliðað
accesible	aɣθesiβle
accesible	aɣsesiβle
accesión	aɣθesjõn
accesión	aɣsesjõn
acceso	aɣθeso
acceso	aɣseso
accesorio	aɣθesoɾjo
accesorio	aɣsesoɾjo
accidentada	aɣθiðẽn̪t̪aða
accidentada	aɣsiðẽn̪t̪aða
accidentadas	aɣθiðẽn̪t̪aðas
accidentadas	aɣsiðẽn̪t̪aðas
accidentado	aɣθiðẽn̪t̪aðo
accidentado	aɣsiðẽn̪t̪aðo
accidentados	aɣθiðẽn̪t̪aðos
accidentados	aɣsiðẽn̪t̪aðos
accidental	aɣθiðẽn̪t̪al
accidental	aɣsiðẽn̪t̪al
accidentalidad	aɣθiðẽn̪t̪aliðað
accidentalidad	aɣsiðẽn̪t̪aliðað
accidentar	aɣθiðẽn̪t̪aɾ
accidentar	aɣsiðẽn̪t̪aɾ
accidente	aɣθiðẽn̪t̪e
accidente	aɣsiðẽn̪t̪e
acción	aɣθjõn
acción	aɣsjõn
accionado	aɣθjonaðo
accionado	aɣsjonaðo
accionamiento	aɣθjonamjẽn̪t̪o
accionamiento	aɣsjonamjẽn̪t̪o
accionar	aɣθjonaɾ
accionar	aɣsjonaɾ
accionariado	aɣθjonaɾjaðo
accionariado	aɣsjonaɾjaðo
accionarial	aɣθjonaɾjal
accionarial	aɣsjonaɾjal
accionario	aɣθjonaɾjo
accionario	aɣsjonaɾjo
accionista	aɣθjonist̪a
accionista	aɣsjonist̪a
acebibe	aθeβiβe
acebibe	aseβiβe
acebo	aθeβo
acebo	aseβo
acebuchal	aθeβut͡ʃal
acebuchal	aseβut͡ʃal
acebuche	aθeβut͡ʃe
acebuche	aseβut͡ʃe
acechado	aθet͡ʃaðo
acechado	aset͡ʃaðo
acechador	aθet͡ʃaðoɾ
acechador	aset͡ʃaðoɾ
acechadora	aθet͡ʃaðoɾa
acechadora	aset͡ʃaðoɾa
acechante	aθet͡ʃãn̪t̪e
acechante	aset͡ʃãn̪t̪e
acedamos	aθeðamos
acedamos	aseðamos
acedar	aθeðaɾ
acedar	aseðaɾ
acedera	aθeðeɾa
acedera	aseðeɾa
acedía	aθeðia
acedía	aseðia
acedo	aθeðo
acedo	aseðo
aceitada	aθei̯t̪aða
aceitada	asei̯t̪aða
aceitadas	aθei̯t̪aðas
aceitadas	asei̯t̪aðas
aceitado	aθei̯t̪aðo
aceitado	asei̯t̪aðo
aceitados	aθei̯t̪aðos
aceitados	asei̯t̪aðos
aceitamos	aθei̯t̪amos
aceitamos	asei̯t̪amos
aceitando	aθei̯t̪ãn̪d̪o
aceitando	asei̯t̪ãn̪d̪o
aceitar	aθei̯t̪aɾ
aceitar	asei̯t̪aɾ
aceitazo	aθei̯t̪aθo
aceitazo	asei̯t̪aso
aceite	aθei̯t̪e
aceite	asei̯t̪e
aceitera	aθei̯t̪eɾa
aceitera	asei̯t̪eɾa
aceitero	aθei̯t̪eɾo
aceitero	asei̯t̪eɾo
aceitoso	aθei̯t̪oso
aceitoso	asei̯t̪oso
aceituna	aθei̯t̪una
aceituna	asei̯t̪una
aceitunado	aθei̯t̪unaðo
aceitunado	asei̯t̪unaðo
aceitunil	aθei̯t̪unil
aceitunil	asei̯t̪unil
aceituno	aθei̯t̪uno
aceituno	asei̯t̪uno
aceleración	aθeleɾaθjõn
aceleración	aseleɾasjõn
acelerada	aθeleɾaða
acelerada	aseleɾaða
aceleradas	aθeleɾaðas
aceleradas	aseleɾaðas
acelerado	aθeleɾaðo
acelerado	aseleɾaðo
acelerador	aθeleɾaðoɾ
acelerador	aseleɾaðoɾ
aceleradora	aθeleɾaðoɾa
aceleradora	aseleɾaðoɾa
acelerados	aθeleɾaðos
acelerados	aseleɾaðos
aceleramiento	aθeleɾamjẽn̪t̪o
aceleramiento	aseleɾamjẽn̪t̪o
acelerando	aθeleɾãn̪d̪o
acelerando	aseleɾãn̪d̪o
acelerómetro	aθeleɾomet̪ɾo
acelerómetro	aseleɾomet̪ɾo
acelerón	aθeleɾõn
acelerón	aseleɾõn
acelga	aθelɣa
acelga	aselɣa
acelomado	aθelomaðo
acelomado	aselomaðo
acemite	aθemit̪e
acemite	asemit̪e
acendrado	aθẽn̪d̪ɾaðo
acendrado	asẽn̪d̪ɾaðo
acendrar	aθẽn̪d̪ɾaɾ
acendrar	asẽn̪d̪ɾaɾ
acensada	aθẽnsaða
acensada	asẽnsaða
acensadas	aθẽnsaðas
acensadas	asẽnsaðas
acensado	aθẽnsaðo
acensado	asẽnsaðo
acensados	aθẽnsaðos
acensados	asẽnsaðos
acensar	aθẽnsaɾ
acensar	asẽnsaɾ
acensuado	aθẽnswaðo
acensuado	asẽnswaðo
acensuar	aθẽnswaɾ
acensuar	asẽnswaɾ
acento	aθẽn̪t̪o
acento	asẽn̪t̪o
acentuación	aθẽn̪t̪waθjõn
acentuación	asẽn̪t̪wasjõn
acentuada	aθẽn̪t̪waða
acentuada	asẽn̪t̪waða
acentuadas	aθẽn̪t̪waðas
acentuadas	asẽn̪t̪waðas
acentuado	aθẽn̪t̪waðo
acentuado	asẽn̪t̪waðo
acentuados	aθẽn̪t̪waðos
acentuados	asẽn̪t̪waðos
acentual	aθẽn̪t̪wal
acentual	asẽn̪t̪wal
acentuar	aθẽn̪t̪waɾ
acentuar	asẽn̪t̪waɾ
acepción	aθeβθjõn
acepción	aseβsjõn
acepillado	aθepiʎaðo
acepillado	asepiʝaðo
acepillar	asepiʝaɾ
aceptabilidad	aθeβt̪aβiliðað
aceptabilidad	aseβt̪aβiliðað
aceptable	aθeβt̪aβle
aceptable	aseβt̪aβle
aceptablemente	aθeβt̪aβlemẽn̪t̪e
aceptablemente	aseβt̪aβlemẽn̪t̪e
aceptación	aθeβt̪aθjõn
aceptación	aseβt̪asjõn
aceptada	aθeβt̪aða
aceptada	aseβt̪aða
aceptadas	aθeβt̪aðas
aceptadas	aseβt̪aðas
aceptado	aθeβt̪aðo
aceptado	aseβt̪aðo
aceptador	aθeβt̪aðoɾ
aceptador	aseβt̪aðoɾ
aceptados	aθeβt̪aðos
aceptados	aseβt̪aðos
aceptante	aθeβt̪ãn̪t̪e
aceptante	aseβt̪ãn̪t̪e
aceptantes	aθeβt̪ãn̪t̪es
aceptantes	aseβt̪ãn̪t̪es
aceptar	aθeβt̪aɾ
aceptar	aseβt̪aɾ
aceptas	aθeβt̪as
aceptas	aseβt̪as
aceptor	aθeβt̪oɾ
aceptor	aseβt̪oɾ
aceptores	aθeβt̪oɾes
aceptores	aseβt̪oɾes
acerada	aθeɾaða
acerada	aseɾaða
aceradas	aθeɾaðas
aceradas	aseɾaðas
acerado	aθeɾaðo
acerado	aseɾaðo
acerados	aθeɾaðos
acerados	aseɾaðos
acerba	aθerβa
acerba	aserβa
acerbas	aθerβas
acerbas	aserβas
acerbidad	aθerβiðað
acerbidad	aserβiðað
acerbo	aθerβo
acerbo	aserβo
acerbos	aθerβos
acerbos	aserβos
acercada	aθerkaða
acercada	aserkaða
acercadas	aθerkaðas
acercadas	aserkaðas
acercado	aθerkaðo
acercado	aserkaðo
acercados	aθerkaðos
acercados	aserkaðos
acercamiento	aθerkamjẽn̪t̪o
acercamiento	aserkamjẽn̪t̪o
acerezado	aθeɾeθaðo
acerezado	aseɾesaðo
acerillo	aseɾiʝo
acerrojada	aθeroxaða
acerrojada	aseroxaða
acerrojadas	aθeroxaðas
acerrojadas	aseroxaðas
acerrojado	aθeroxaðo
acerrojado	aseroxaðo
acerrojados	aθeroxaðos
acerrojados	aseroxaðos
acertada	aθert̪aða
acertada	asert̪aða
acertadas	aθert̪aðas
acertadas	asert̪aðas
acertadísimo	aθert̪aðisimo
acertadísimo	asert̪aðisimo
acertado	aθert̪aðo
acertado	asert̪aðo
acertados	aθert̪aðos
acertados	asert̪aðos
acertante	aθert̪ãn̪t̪e
acertante	asert̪ãn̪t̪e
acertar	aθert̪aɾ
acertar	asert̪aɾ
acertijo	aθert̪ixo
acertijo	asert̪ixo
acervada	aθerβaða
acervada	aserβaða
acervadas	aθerβaðas
acervadas	aserβaðas
acervado	aθerβaðo
acervado	aserβaðo
acervados	aθerβaðos
acervados	aserβaðos
acervando	aθerβãn̪d̪o
acervando	aserβãn̪d̪o
acervo	aθerβo
acervo	aserβo
acetal	aθet̪al
acetal	aset̪al
acetato	aθet̪at̪o
acetato	aset̪at̪o
acético	aθet̪iko
acético	aset̪iko
acetifica	aθet̪ifika
acetifica	aset̪ifika
acetificada	aθet̪ifikaða
acetificada	aset̪ifikaða
acetificadas	aθet̪ifikaðas
acetificadas	aset̪ifikaðas
acetificado	aθet̪ifikaðo
acetificado	aset̪ifikaðo
acetificados	aθet̪ifikaðos
acetificados	aset̪ifikaðos
acetificamos	aθet̪ifikamos
acetificamos	aset̪ifikamos
acetificando	aθet̪ifikãn̪d̪o
acetificando	aset̪ifikãn̪d̪o
acetificar	aθet̪ifikaɾ
acetificar	aset̪ifikaɾ
acetificara	aθet̪ifikaɾa
acetificara	aset̪ifikaɾa
acetificará	aθet̪ifikaɾa
acetificará	aset̪ifikaɾa
acetificáramos	aθet̪ifikaɾamos
acetificáramos	aset̪ifikaɾamos
acetificaras	aθet̪ifikaɾas
acetificaras	aset̪ifikaɾas
acetificarás	aθet̪ifikaɾas
acetificarás	aset̪ifikaɾas
acetificareis	aθet̪ifikaɾei̯s
acetificareis	aset̪ifikaɾei̯s
acetificaremos	aθet̪ifikaɾemos
acetificaremos	aset̪ifikaɾemos
acetificares	aθet̪ifikaɾes
acetificares	aset̪ifikaɾes
acetificaríamos	aθet̪ifikaɾiamos
acetificaríamos	aset̪ifikaɾiamos
acetificas	aθet̪ifikas
acetificas	aset̪ifikas
acetificaste	aθet̪ifikast̪e
acetificaste	aset̪ifikast̪e
acetifico	aθet̪ifiko
acetifico	aset̪ifiko
acetifique	aθet̪ifike
acetifique	aset̪ifike
acetifiquemos	aθet̪ifikemos
acetifiquemos	aset̪ifikemos
acetifiques	aθet̪ifikes
acetifiques	aset̪ifikes
acetil	aθet̪il
acetil	aset̪il
acetileno	aθet̪ileno
acetileno	aset̪ileno
acetilo	aθet̪ilo
acetilo	aset̪ilo
acetiluro	aθet̪iluɾo
acetiluro	aset̪iluɾo
acetiluros	aθet̪iluɾos
acetiluros	aset̪iluɾos
acetímetro	aθet̪imet̪ɾo
acetímetro	aset̪imet̪ɾo
acetona	aθet̪ona
acetona	aset̪ona
acetosa	aθet̪osa
acetosa	aset̪osa
acetre	aθet̪ɾe
acetre	aset̪ɾe
acetrero	aθet̪ɾeɾo
acetrero	aset̪ɾeɾo
acezada	aθeθaða
acezada	asesaða
acezadas	aθeθaðas
acezadas	asesaðas
acezado	aθeθaðo
acezado	asesaðo
acezados	aθeθaðos
acezados	asesaðos
acezante	aθeθãn̪t̪e
acezante	asesãn̪t̪e
achacable	at͡ʃakaβle
achacado	at͡ʃakaðo
achampanado	at͡ʃãmpanaðo
achampañado	at͡ʃãmpaɲaðo
achantada	at͡ʃãn̪t̪aða
achantadas	at͡ʃãn̪t̪aðas
achantado	at͡ʃãn̪t̪aðo
achantados	at͡ʃãn̪t̪aðos
achantar	at͡ʃãn̪t̪aɾ
achatada	at͡ʃat̪aða
achatadas	at͡ʃat̪aðas
achatado	at͡ʃat̪aðo
achatados	at͡ʃat̪aðos
achatamos	at͡ʃat̪amos
achatar	at͡ʃat̪aɾ
achatarrada	at͡ʃat̪araða
achatarradas	at͡ʃat̪araðas
achatarrado	at͡ʃat̪araðo
achatarrados	at͡ʃat̪araðos
achatarrar	at͡ʃat̪araɾ
achicado	at͡ʃikaðo
achicamiento	at͡ʃikamjẽn̪t̪o
achicharrado	at͡ʃit͡ʃaraðo
achichincle	at͡ʃit͡ʃĩŋkle
achichinque	at͡ʃit͡ʃĩŋke
achín	at͡ʃĩn
achinada	at͡ʃinaða
achinadas	at͡ʃinaðas
achinado	at͡ʃinaðo
achinados	at͡ʃinaðos
achispado	at͡ʃispaðo
achocolatada	at͡ʃokolat̪aða
achocolatadas	at͡ʃokolat̪aðas
achocolatado	at͡ʃokolat̪aðo
achocolatados	at͡ʃokolat̪aðos
achocolatar	at͡ʃokolat̪aɾ
achuchada	at͡ʃut͡ʃaða
achuchadas	at͡ʃut͡ʃaðas
achuchado	at͡ʃut͡ʃaðo
achuchados	at͡ʃut͡ʃaðos
achuchón	at͡ʃut͡ʃõn
aciago	aθjaɣo
aciago	asjaɣo
acíbar	aθiβaɾ
acíbar	asiβaɾ
acibarar	aθiβaɾaɾ
acibarar	asiβaɾaɾ
acicalado	aθikalaðo
acicalado	asikalaðo
acicaladura	aθikalaðuɾa
acicaladura	asikalaðuɾa
acicate	aθikat̪e
acicate	asikat̪e
acicateada	aθikat̪eaða
acicateada	asikat̪eaða
acicateadas	aθikat̪eaðas
acicateadas	asikat̪eaðas
acicateado	aθikat̪eaðo
acicateado	asikat̪eaðo
acicateados	aθikat̪eaðos
acicateados	asikat̪eaðos
acicatear	aθikat̪eaɾ
acicatear	asikat̪eaɾ
aciclonado	aθiklonaðo
aciclonado	asiklonaðo
acidaque	aθiðake
acidaque	asiðake
acidez	aθiðeθ
acidez	asiðes
acidifica	aθiðifika
acidifica	asiðifika
acidificación	aθiðifikaθjõn
acidificación	asiðifikasjõn
acidificada	aθiðifikaða
acidificada	asiðifikaða
acidificadas	aθiðifikaðas
acidificadas	asiðifikaðas
acidificado	aθiðifikaðo
acidificado	asiðifikaðo
acidificados	aθiðifikaðos
acidificados	asiðifikaðos
acidificamos	aθiðifikamos
acidificamos	asiðifikamos
acidificando	aθiðifikãn̪d̪o
acidificando	asiðifikãn̪d̪o
acidificar	aθiðifikaɾ
acidificar	asiðifikaɾ
acidificara	aθiðifikaɾa
acidificara	asiðifikaɾa
acidificará	aθiðifikaɾa
acidificará	asiðifikaɾa
acidificáramos	aθiðifikaɾamos
acidificáramos	asiðifikaɾamos
acidificaras	aθiðifikaɾas
acidificaras	asiðifikaɾas
acidificarás	aθiðifikaɾas
acidificarás	asiðifikaɾas
acidificareis	aθiðifikaɾei̯s
acidificareis	asiðifikaɾei̯s
acidificaremos	aθiðifikaɾemos
acidificaremos	asiðifikaɾemos
acidificares	aθiðifikaɾes
acidificares	asiðifikaɾes
acidificaríamos	aθiðifikaɾiamos
acidificaríamos	asiðifikaɾiamos
acidificas	aθiðifikas
acidificas	asiðifikas
acidificaste	aθiðifikast̪e
acidificaste	asiðifikast̪e
acidifico	aθiðifiko
acidifico	asiðifiko
acidifique	aθiðifike
acidifique	asiðifike
acidifiquemos	aθiðifikemos
acidifiquemos	asiðifikemos
acidifiques	aθiðifikes
acidifiques	asiðifikes
acidimetría	aθiðimet̪ɾia
acidimetría	asiðimet̪ɾia
acidímetro	aθiðimet̪ɾo
acidímetro	asiðimet̪ɾo
ácido	aθiðo
ácido	asiðo
acidosis	aθiðosis
acidosis	asiðosis
acidulada	aθiðulaða
acidulada	asiðulaða
aciduladas	aθiðulaðas
aciduladas	asiðulaðas
acidulado	aθiðulaðo
acidulado	asiðulaðo
acidulados	aθiðulaðos
acidulados	asiðulaðos
acidulando	aθiðulãn̪d̪o
acidulando	asiðulãn̪d̪o
acidular	aθiðulaɾ
acidular	asiðulaɾ
aciemada	aθjemaða
aciemada	asjemaða
aciemadas	aθjemaðas
aciemadas	asjemaðas
aciemado	aθjemaðo
aciemado	asjemaðo
aciemados	aθjemaðos
aciemados	asjemaðos
acientífico	aθjẽn̪t̪ifiko
acientífico	asjẽn̪t̪ifiko
acierto	aθjert̪o
acierto	asjert̪o
acilación	aθilaθjõn
acilación	asilasjõn
acimutal	aθimut̪al
acimutal	asimut̪al
acineto	aθinet̪o
acineto	asinet̪o
acintada	aθĩn̪t̪aða
acintada	asĩn̪t̪aða
acintadas	aθĩn̪t̪aðas
acintadas	asĩn̪t̪aðas
acintado	aθĩn̪t̪aðo
acintado	asĩn̪t̪aðo
acintados	aθĩn̪t̪aðos
acintados	asĩn̪t̪aðos
acirate	aθiɾat̪e
acirate	asiɾat̪e
acitara	aθit̪aɾa
acitara	asit̪aɾa
acitronado	aθit̪ɾonaðo
acitronado	asit̪ɾonaðo
acitronar	aθit̪ɾonaɾ
acitronar	asit̪ɾonaɾ
aclamación	aklamaθjõn
aclamación	aklamasjõn
aclamada	aklamaða
aclamadas	aklamaðas
aclamado	aklamaðo
aclamados	aklamaðos
aclamando	aklamãn̪d̪o
aclamareis	aklamaɾei̯s
aclamaste	aklamast̪e
aclaración	aklaɾaθjõn
aclaración	aklaɾasjõn
aclarada	aklaɾaða
aclaradas	aklaɾaðas
aclarado	aklaɾaðo
aclarados	aklaɾaðos
aclarando	aklaɾãn̪d̪o
aclaratorio	aklaɾat̪oɾjo
aclimatación	aklimat̪aθjõn
aclimatación	aklimat̪asjõn
aclimatada	aklimat̪aða
aclimatadas	aklimat̪aðas
aclimatado	aklimat̪aðo
aclimatados	aklimat̪aðos
aclimatando	aklimat̪ãn̪d̪o
aclimatar	aklimat̪aɾ
aclimatización	aklimat̪iθaθjõn
aclimatización	aklimat̪isasjõn
acné	a̠kne̞
acobarda	akoβarða
acobardada	akoβarðaða
acobardadas	akoβarðaðas
acobardado	akoβarðaðo
acobardados	akoβarðaðos
acobardamos	akoβarðamos
acobardando	akoβarðãn̪d̪o
acobardar	akoβarðaɾ
acobardara	akoβarðaɾa
acobardará	akoβarðaɾa
acobardáramos	akoβarðaɾamos
acobardaras	akoβarðaɾas
acobardarás	akoβarðaɾas
acobardareis	akoβarðaɾei̯s
acobardaremos	akoβarðaɾemos
acobardares	akoβarðaɾes
acobardaríamos	akoβarðaɾiamos
acobardas	akoβarðas
acobardaste	akoβarðast̪e
acobarde	akoβarðe
acobardemos	akoβarðemos
acobardes	akoβarðes
acobardo	akoβarðo
acobijada	akoβixaða
acobijadas	akoβixaðas
acobijado	akoβixaðo
acobijados	akoβixaðos
acobijar	akoβixaɾ
acodada	akoðaða
acodadas	akoðaðas
acodado	akoðaðo
acodados	akoðaðos
acodarse	akoðarse
acoderar	akoðeɾaɾ
acogedor	akoxeðoɾ
acogida	akoxiða
acogidas	akoxiðas
acogido	akoxiðo
acogidos	akoxiðos
acogimiento	akoximjẽn̪t̪o
acogotada	akoɣot̪aða
acogotadas	akoɣot̪aðas
acogotado	akoɣot̪aðo
acogotados	akoɣot̪aðos
acogotar	akoɣot̪aɾ
acojonada	akoxonaða
acojonadas	akoxonaðas
acojonado	akoxonaðo
acojonados	akoxonaðos
acojonante	akoxonãn̪t̪e
acolada	akolaða
