aa	ɑː
ajanviete	ɑ j ɑ n ʋ i e̞̯ t̪ e̞ ʔ
ajanvietematematiikka	ɑ j ɑ n ʋ i e̞̯ t̪ e̞ m m ɑ t̪ e̞ m ɑ t̪ iː kː ɑ
ajastaminen	ɑ j ɑ s̠ t̪ ɑ m i n e̞ n
ajatella	ɑ j ɑ t̪ e̞ lː ɑ ʔ
ajatellen	ɑ j ɑ t̪ e̞ lː e̞ n
ajatollah	ɑ j ɑ t̪ o̞ lː ɑ h
ajattaja	ɑ j ɑ t̪ t̪ ɑ j ɑ
ajattaminen	ɑ j ɑ t̪ː ɑ m i n e̞ n
ajatteluttaminen	ɑ j ɑ t̪ː e̞ l u t̪ː ɑ m i n e̞ n
ajatuksekas	ɑ j ɑ t̪ u k s̠ e̞ k ɑ s̠
ajatuskoe	ɑ j ɑ t̪ u s̠ k o̞ e̞ ʔ
ajatusviiva	ɑ j ɑ t̪ u s̠ ʋ iː ʋ ɑ
ajautuminen	ɑ j ɑ u t̪ u m i n e̞ n
ajelehtia	ɑ j e̞ l e̞ h t̪ i ɑ ʔ
ajelehtiminen	ɑ j e̞ l e̞ h t̪ i m i n e̞ n
ajeleminen	ɑ j e̞ l e̞ m i n e̞ n
ajella	ɑ j e̞ lː ɑ ʔ
ajeluttaminen	ɑ j e̞ l u t̪ː ɑ m i n e̞ n
ajettuminen	ɑ j e̞ t̪ː u m i n e̞ n
ajo	ɑ j o̞
ajoaikainen	ɑ j o̞ ɑ i̯ k ɑ i̯ n e̞ n
ajoeste	ɑ j o̞ e̞ s̠ t̪ e̞ ʔ
ajoittaa	ɑ j o̞ i̯ t̪ː ɑː ʔ
ajoittaminen	ɑ j o̞ i̯ t̪ː ɑ m i n e̞ n
ajoittuminen	ɑ j o̞ i̯ t̪ː u m i n e̞ n
ajokaluseppä	ɑ j o̞ k ɑ l u s̠ e̞ pː æ
ajokeppi	ɑ j o̞ k e̞ pː i
ajokoe	ɑ j o̞ k o̞ e̞ ʔ
ajokoirat	ɑ j o̞ k o̞ i̯ r ɑ t̪
ajokone	ɑ j o̞ k o̞ n e̞ ʔ
ajoluiska	ɑ j o̞ l u i̯ s̠ k ɑ
ajomies	ɑ j o̞ m i e̞̯ s̠
ajonaikainen	ɑ j o̞ n ɑ i̯ k ɑ i̯ n e̞ n
ajoneuvotekniikka	ɑ j o̞ n e̞ u̯ ʋː o̞ t̪ e̞ k n iː kː ɑ
ajopurje	ɑ j o̞ p u r j e̞ ʔ
ajorata	ɑ j o̞ r ɑ t̪ ɑ
ajoreki	ɑ j o̞ r e̞ k i
ajosuorite	ɑ j o̞ s̠ u o̞̯ r i t̪ e̞ ʔ
akaa	ɑ k ɑː
akaalainen	ɑ k ɑː l ɑ i n e̞ n
akaasia	ɑ k ɑː s̠ i ɑ
akana	ɑ k ɑ n ɑ
akasia	ɑ k ɑː s̠ i ɑ
aki	ɑ k i
akka	ɑ kː ɑ
akkadi	ɑ kː ɑ d i
akkaihminen	ɑ kː ɑ i ç m i n e̞ n
akkautua	ɑ kː ɑ u t̪ u ɑ ʔ
akkautuminen	ɑ kː ɑ u t̪ u m i n e̞ n
akklimatisoiminen	ɑ kː l i m ɑ t̪ i s̠ o̞ i m i n e̞ n
akklimatisoituminen	ɑ k k l i m ɑ t̪ i s̠ o̞ i t̪ u m i n e̞ n
akkreditoiminen	ɑ kː r e̞ d i t̪ o̞ i m i n e̞ n
akkujännite	ɑ kː u j æ nː i t̪ e̞ ʔ
akkukenno	ɑ kː u k e̞ nː o̞
akkukone	ɑ kː u k o̞ n e̞ ʔ
akkukonesetti	ɑ kː u k o̞ n e̞ s̠ s̠ e̞ t̪ː i
akkuna	ɑ kː u n ɑ
akkusatorinen	ɑ kː u s̠ ɑ t̪ o̞ r i n e̞ n
akkuvesi	ɑ kː u ʋ e̞ s̠ i
akkuvirta	ɑ kː u ʋ i r t̪ ɑ
akne	ɑ k n e̞
akoittuminen	ɑ k o̞ i̯ t̪ː u m i n e̞ n
akromatopsia	ɑ k r o̞ m ɑ t̪ o̞ p s̠ i ɑ
akryyli	ɑ k r yː l i
akryylikynsi	ɑ k r yː l i k y n s̠ i
akseli	ɑ k s̠ e̞ l i
akselikiila	ɑ k s̠ e̞ l i k iː l ɑ
akselinlaskija	ɑ k s̠ e̞ l i n l ɑ s̠ k i j ɑ
akselitaso	ɑ k s̠ e̞ l i t̪ ɑ s̠ o̞
akselivarmistin	ɑ k s̠ e̞ l i ʋ ɑ r m i s̠ t̪ i n
aksidenssi	ɑ k s̠ i d e̞ n s̠ː i
aksioomajärjestelmä	ɑ k s̠ i o̞ː m ɑ j æ r j e̞ s̠ t̪ e̞ l m æ
aksis	ɑ k s̠ i s̠
aksolotli	ɑ k s̠ o̞ l o̞ t̪ l i
aksoni	ɑ k s̠ o̞ n i
aksonometria	ɑ k s̠ o̞ n o̞ m e̞ t̪ r i ɑ
aksonometrinen	ɑ k s̠ o̞ n o̞ m e̞ t̪ r i n e̞ n
aktiini	ɑ k t̪ iː n i
aktiivat	ɑ k t̪ iː ʋ ɑ t̪
aktiivi	ɑ k t̪ iː ʋ i
aktiivihiilisuodatin	ɑ k t̪ iː ʋ i h iː l i s̠ u o̞̯ d ɑ t̪ i n
aktiivinen	ɑ k t̪ iː ʋ i n e̞ n
aktiivistuminen	ɑ k t̪ iː ʋ i s̠ t̪ u m i n e̞ n
aktiivisuuskerroin	ɑ k t̪ iː ʋ i s̠ uː s̠ k e̞ rː o̞ i̯ n
aktivaatio	ɑ k t̪ i ʋ ɑː t̪ i o̞
aktivaatiofunktio	ɑ k t̪ i ʋ ɑː t̪ i o̞ f u ŋ k t̪ i o̞
aktivaatiotietue	ɑ k t̪ i ʋ ɑː t̪ i o̞ t̪ i e̞̯ t̪ u e̞ ʔ
aktivoida	ɑ k t̪ i ʋ o̞ i d ɑ ʔ
aktivointienergia	ɑ k t̪ i ʋ o̞ i n̪ t̪ i e̞ n e̞ r ɡ i ɑ
aktivointitietue	ɑ k t̪ i ʋ o̞ i n̪ t̪ i t̪ i e̞̯ t̪ u e̞ ʔ
aktivoitua	ɑ k t̪ i ʋ o̞ i t̪ u ɑ ʔ
aktivoituminen	ɑ k t̪ i ʋ o̞ i t̪ u m i n e̞ n
aktomyosiini	ɑ k t̪ o̞ m y o̞ s̠ iː n i
aktuaalistaminen	ɑ k t̪ u ɑː l i s̠ t̪ ɑ m i n e̞ n
aktuaalistuminen	ɑ k t̪ u ɑː l i s̠ t̪ u m i n e̞ n
aktualisoiminen	ɑ k t̪ u ɑ l i s̠ o̞ i m i n e̞ n
aktualisoitua	ɑ k t̪ u ɑ l i s̠ o̞ i t̪ u ɑ ʔ
aktualisoituminen	ɑ k t̪ u ɑ l i s̠ o̞ i t̪ u m i n e̞ n
aku	ɑ k u
akvarelli	ɑ k ʋ ɑ r e̞ lː i
ala	ɑ l ɑ
ala	ɑ l ɑ ʔ
alabama	ɑ l ɑ b ɑ m ɑ
alabandiitti	ɑ l ɑ b ɑ n d iː t̪ː i
aladobi	ɑ l ɑ d o̞ː b i
aladoopi	ɑ l ɑ d o̞ː p i
alaikäinen	ɑ l ɑ i k æ i̯ n e̞ n
alailmakehä	ɑ l ɑ i l m ɑ k e̞ ɦ æ
alaindeksi	ɑ l ɑ i n d e̞ k s̠ i
alainen	ɑ l ɑ i̯ n e̞ n
alajako	ɑ l ɑ j ɑ k o̞
alajaos	ɑ l ɑ j ɑ o̞ s̠
alajaosto	ɑ l ɑ j ɑ o̞ s̠ t̪ o̞
alajaotus	ɑ l ɑ j ɑ o̞ t̪ u s̠
alajärveläinen	ɑ l ɑ j æ r ʋ e̞ l æ i n e̞ n
alajärvi	ɑ l ɑ j æ r ʋ i
alakanava	ɑ l ɑ k ɑ n ɑ ʋ ɑ
alakansakoulu	ɑ l ɑ k ɑ n s̠ ɑ k o̞ u̯ l u
alakantissa	ɑ l ɑ k ɑ n̪ t̪ i s̠ː ɑ
alakanttiin	ɑ l ɑ k ɑ n̪ t̪ː iː n
alakenttä	ɑ l ɑ k e̞ n̪ t̪ː æ
alakilpi	ɑ l ɑ k i l p i
alakolmiomatriisi	ɑ l ɑ k o̞ l m i o̞ m ɑ t̪ r iː s̠ i
alakomitea	ɑ l ɑ k o̞ m i t̪ e̞ ɑ
alakonserni	ɑ l ɑ k o̞ n s̠ e̞ r n i
alakoski	ɑ l ɑ k o̞ s̠ k i
alakoulu	ɑ l ɑ k o̞ u̯ l u
alakulminaatio	ɑ l ɑ k u l m i n ɑː t̪ i o̞
alakulo	ɑ l ɑ k u l o̞
alakuloisesti	ɑ l ɑ k u l o̞ i̯ s̠ e̞ s̠ t̪ i ʔ
alakunto	ɑ l ɑ k u n̪ t̪ o̞
alakuori	ɑ l ɑ k u o̞̯ r i
alakvartiili	ɑ l ɑ k ʋ ɑ r t̪ iː l i
alakynteen	ɑ l ɑ k y n̪ t̪ e̞ː n
alalahko	ɑ l ɑ l ɑ x k o̞
alalaita	ɑ l ɑ l ɑ i̯ t̪ ɑ
alalause	ɑ l ɑ l ɑ u̯ s̠ e̞ ʔ
alalehti	ɑ l ɑ l e̞ h t̪ i
alaleukahermo	ɑ l ɑ l e̞ u̯ k ɑ h e̞ r m o̞
alalinja	ɑ l ɑ l i n j ɑ
alallaan	ɑ l ɑ lː ɑː n
alalleen	ɑ l ɑ lː e̞ː n
alamainen	ɑ l ɑ m ɑ i̯ n e̞ n
alamaisesti	ɑ l ɑ m ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
alamasto	ɑ l ɑ m ɑ s̠ t̪ o̞
alamuoto	ɑ l ɑ m u o̞̯ t̪ o̞
alamäki	ɑ l ɑ m æ k i
alanko	ɑ l ɑ ŋ k o̞
alankomaat	ɑ l ɑ ŋ k o̞ m ɑː t̪
alanuoli	ɑ l ɑ n u o̞̯ l i
alanvaihto	ɑ l ɑ n ʋ ɑ i̯ ç t̪ o̞
alanvalinta	ɑ l ɑ n ʋ ɑ l i n̪ t̪ ɑ
alanyyli	ɑ l ɑ n yː l i
alaosasto	ɑ l ɑ o̞ s̠ ɑ s̠ t̪ o̞
alaote	ɑ l ɑ o̞ t̪ e̞ ʔ
alaotsake	ɑ l ɑ o̞ t s̠ ɑ k e̞ ʔ
alapaarre	ɑ l ɑ p ɑː rː e̞ ʔ
alapaine	ɑ l ɑ p ɑ i̯ n e̞ ʔ
alapaula	ɑ l ɑ p ɑ u̯ l ɑ
alaperä	ɑ l ɑ p e̞ r æ
alapesu	ɑ l ɑ p e̞ s̠ u
alapidennys	ɑ l ɑ p i d e̞ nː y s̠
alapilvi	ɑ l ɑ p i l ʋ i
alapinta	ɑ l ɑ p i n̪ t̪ ɑ
alapohja	ɑ l ɑ p o̞ x j ɑ
alaportti	ɑ l ɑ p o̞ r t̪ː i
alaputki	ɑ l ɑ p u t̪ k i
alaraajahalvaantunut	ɑ l ɑ r ɑː j ɑ h ɑ l ʋ ɑː n t̪ u n u t̪
alareuna	ɑ l ɑ r e̞ u̯ n ɑ
alarik	ɑ l ɑ r i k
alaruumis	ɑ l ɑ r uː m i s̠
alaryhmä	ɑ l ɑ r y ç m æ
alas	ɑ l ɑ s̠
alasampuminen	ɑ l ɑ s̠ ɑ m p u m i n e̞ n
alasiipi	ɑ l ɑ s̠ iː p i
alasin	ɑ l ɑ s̠ i n
alaska	ɑ l ɑ s̠ k ɑ
alassuin	ɑ l ɑ s̠ s̠ u i̯ n
alasti	ɑ l ɑ s̠ t̪ i ʔ
alaston	ɑ l ɑ s̠ t̪ o̞ n
alastonmalli	ɑ l ɑ s̠ t̪ o̞ m m ɑ lː i
alastulo	ɑ l ɑ s̠ t̪ u l o̞
alasuku	ɑ l ɑ s̠ u k u
alasumma	ɑ l ɑ s̠ u mː ɑ
alasuunta	ɑ l ɑ s̠ uː n̪ t̪ ɑ
alasuurennos	ɑ l ɑ s̠ uː r e̞ nː o̞ s̠
alasvetovastus	ɑ l ɑ s̠ ʋ e̞ t̪ o̞ ʋ ɑ s̠ t̪ u s̠
alasävel	ɑ l ɑ s̠ æ ʋ e̞ l
alatalo	ɑ l ɑ t̪ ɑ l o̞
alataso	ɑ l ɑ t̪ ɑ s̠ o̞
alatasokone	ɑ l ɑ t̪ ɑ s̠ o̞ k o̞ n e̞ ʔ
alati	ɑ l ɑ t̪ i
alatie	ɑ l ɑ t̪ i e̞̯
alatiili	ɑ l ɑ t̪ iː l i
alatoimikunta	ɑ l ɑ t̪ o̞ i̯ m i k u n̪ t̪ ɑ
alatoopi	ɑ l ɑ t̪ o̞ː p i
alatuuleen	ɑ l ɑ t̪ uː l e̞ː n
alatuulessa	ɑ l ɑ t̪ uː l e̞ s̠ː ɑ
alaurakka	ɑ l ɑ u r ɑ kː ɑ
alavalssi	ɑ l ɑ ʋ ɑ l s̠ː i
alavatsa	ɑ l ɑ ʋ ɑ t s̠ ɑ
alavesi	ɑ l ɑ ʋ e̞ s̠ i
alavieska	ɑ l ɑ ʋ i e̞̯ s̠ k ɑ
alavieskalainen	ɑ l ɑ ʋ i e̞̯ s̠ k ɑ l ɑ i n e̞ n
alaviitta	ɑ l ɑ ʋ iː t̪ː ɑ
alaviiva	ɑ l ɑ ʋ iː ʋ ɑ
alavireinen	ɑ l ɑ ʋ i r e̞ i̯ n e̞ n
alavus	ɑ l ɑ ʋ u s̠
alavutelainen	ɑ l ɑ ʋ u t̪ e̞ l ɑ i n e̞ n
alavälittäjä	ɑ l ɑ ʋ æ l i t̪ t̪ æ j æ
alayhdistys	ɑ l ɑ y ç d i s̠ t̪ y s̠
alayhteisö	ɑ l ɑ y ç t̪ e̞ i̯ s̠ ø̞
alayhtiö	ɑ l ɑ y ç t̪ i ø̞
alaääni	ɑ l ɑ æː n i
albania	ɑ l b ɑ n i ɑ
albedo	ɑ l b e̞ d o̞
albert	ɑ l b e̞ r t̪
alberta	ɑ l b e̞ r t̪ ɑ
albertiina	ɑ l b e̞ r t̪ iː n ɑ
aldolaasi	ɑ l d o̞ l ɑː s̠ i
ale	e̞ i̯ l
ale	ɑ l e̞
aleatorinen	ɑ l e̞ ɑ t̪ o̞ r i n e̞ n
alehinta	ɑ l e̞ h i n̪ t̪ ɑ
aleksandra	ɑ l e̞ k s̠ ɑ n d r ɑ
aleksandriini	ɑ l e̞ k s̠ ɑ n d r iː n i
aleksanteri	ɑ l e̞ k s̠ ɑ n̪ t̪ e̞ r i
aleksanterinleivos	ɑ l e̞ k s̠ ɑ n̪ t̪ e̞ r i n l e̞ i̯ ʋ o̞ s̠
aleksi	ɑ l e̞ k s̠ i
aleksis	ɑ l e̞ k s̠ i s̠
alemmas	ɑ l e̞ mː ɑ s̠
alemmuuskompleksi	ɑ l e̞ mː uː s̠ k o̞ m p l e̞ k s̠ i
aleneminen	ɑ l e̞ n e̞ m i n e̞ n
alennusmerkki	ɑ l e̞ nː u s̠ m e̞ r kː i
alentaa	ɑ l e̞ n̪ t̪ ɑː ʔ
alentaminen	ɑ l e̞ n̪ t̪ ɑ m i n e̞ n
alentua	ɑ l e̞ n t̪ u ɑ ʔ
aleta	ɑ l e̞ t̪ ɑ ʔ
aletaan	ɑ l e̞ t̪ ɑː n
alex	ɑ l e̞ k s̠
alfa	ɑ l fː ɑ
alfalinoleenihappo	ɑ l f ɑ l i n o̞ l e̞ː n i h ɑ pː o̞
alfasalpaaja	ɑ l f ɑ s̠ ɑ l p ɑː j ɑ
alfasalpaaja	ɑ l fː ɑ s̠ ɑ l p ɑː j ɑ
alfatokoferoli	ɑ l f ɑ t̪ o̞ k o̞ f e̞ r o̞ l i
alfatokoferoli	ɑ l fː ɑ t̪ o̞ k o̞ f e̞ r o̞ l i
algeria	ɑ l ɡ e̞ r i ɑ
alhainen	ɑ l h ɑ i̯ n e̞ n
alhaiso	ɑ l h ɑ i̯ s̠ o̞
alho	ɑ l h o̞
ali	ɑ l i
aliarvioida	ɑ l i ɑ r ʋ i o̞ i d ɑ ʔ
aliarviointi	ɑ l i ɑ r ʋ i o̞ i n̪ t̪ i
alias	ɑ l i ɑ s̠
alideterminantti	ɑ l i d e̞ t̪ e̞ r m i n ɑ n̪ t̪ː i
alidifferentiaali	ɑ l i d i fː e̞ r e̞ n̪ t̪ i ɑː l i
aligradientti	ɑ l i ɡ r ɑ d i e̞ n̪ t̪ː i
alihankinta	ɑ l i h ɑ ŋ k i n̪ t̪ ɑ
aliina	ɑ l iː n ɑ
aliisa	ɑ l iː s̠ ɑ
alijako	ɑ l i j ɑ k o̞
alijäähtyminen	ɑ l i j æː h t̪ y m i n e̞ n
alikanta	ɑ l i k ɑ n̪ t̪ ɑ
alikohta	ɑ l i k o̞ x t̪ ɑ
alikulku	ɑ l i k u l k u
alikulkukorkeus	ɑ l i k u l k u k o̞ r k e̞ u s̠
alikunta	ɑ l i k u n̪ t̪ ɑ
alikuori	ɑ l i k u o̞̯ r i
alikäytävä	ɑ l i k æ y̯ t̪ æ ʋ æ
aliluku	ɑ l i l u k u
alilämpöisyys	ɑ l i l æ m p ø̞ i̯ s̠ yː s̠
alimerkintä	ɑ l i m e̞ r k i n̪ t̪ æ
alimmas	ɑ l i mː ɑ s̠
alimonoidi	ɑ l i m o̞ n o̞ i̯ d i
alin	ɑ l i n
alina	ɑ l i n ɑ
alio	ɑ l i o̞
aliohjelma	ɑ l i o̞ x j e̞ l m ɑ
aliorganisaatio	ɑ l i o̞ r ɡ ɑ n i s̠ ɑː t̪ i o̞
alipaineputki	ɑ l i p ɑ i̯ n e̞ p̚ p u t̪ k i
alipäästösuodatin	ɑ l i p æː s̠ t̪ ø̞ s̠ u o̞̯ d ɑ t̪ i n
alirahdinkuljettaja	ɑ l i r ɑ x d i ŋ k u l j e̞ t̪ t̪ ɑ j ɑ
aliravitsemus	ɑ l i r ɑ ʋ i t̪ s̠ e̞ m u s̠
alirengas	ɑ l i r e̞ ŋː ɑ s̠
alisa	ɑ l i s̠ ɑ
alistaa	ɑ l i s̠ t̪ ɑː ʔ
alisteinen	ɑ l i s̠ t̪ e̞ i n e̞ n
alistua	ɑ l i s̠ t̪ u ɑ ʔ
alistuminen	ɑ l i s̠ t̪ u m i n e̞ n
alisuoriutuminen	ɑ l i s̠ u o̞̯ r i u t̪ u m i n e̞ n
alitse	ɑ l i t s̠ e̞ ʔ
alittaa	ɑ l i t̪ː ɑː ʔ
alittaminen	ɑ l i t̪ː ɑ m i n e̞ n
alittua	ɑ l i t̪ t̪ u ɑ ʔ
alittuminen	ɑ l i t̪ː u m i n e̞ n
alityöllisyys	ɑ l i t̪ y ø̞̯ lː i s̠ yː s̠
aliupseerikoulu	ɑ l i u p s̠ e̞ː r i k o̞ u̯ l u
aliupseerinarvo	ɑ l i u p s̠ e̞ː r i n ɑ r ʋ o̞
alivalikko	ɑ l i ʋ ɑ l i kː o̞
alivalottuminen	ɑ l i ʋ ɑ l o̞ t̪ː u m i n e̞ n
aliverkkotunnus	ɑ l i ʋ e̞ r kː o̞ t̪ u nː u s̠
alivuoto	ɑ l i ʋ u o̞̯ t̪ o̞
aljopuu	ɑ l j o̞ p uː
alkaa	ɑ l k ɑː ʔ
alkalisuola	ɑ l k ɑ l i s̠ u o̞̯ l ɑ
alkalisuus	ɑ l k ɑ l i s̠ uː s̠
alkamisajankohta	ɑ l k ɑ m i s̠ ɑ j ɑ ŋ k o̞ x t̪ ɑ
alkamispäivämäärä	ɑ l k ɑ m i s̠ p æ i̯ ʋ æ m æː r æ
alkeisalgebra	ɑ l k e̞ i̯ s̠ ɑ l ɡ e̞ b r ɑ
alkeisjuuri	ɑ l k e̞ i̯ s̠ j uː r i
alkeislehti	ɑ l k e̞ i̯ s̠ l e̞ h t̪ i
alkeismatriisi	ɑ l k e̞ i̯ s̠ m ɑ t̪ r iː s̠ i
alkeisopinnot	ɑ l k e̞ i̯ s̠ o̞ p i nː o̞ t̪
alkeisreaktio	ɑ l k e̞ i̯ s̠ r e̞ ɑ k t̪ i o̞
alkeissilmu	ɑ l k e̞ i̯ s̠ s̠ i l m u
alkeistapaus	ɑ l k e̞ i̯ s̠ t̪ ɑ p ɑ u s̠
alkeistiedot	ɑ l k e̞ i̯ s̠ t̪ i e̞̯ d o̞ t̪
alkeisvarsi	ɑ l k e̞ i̯ s̠ ʋ ɑ r s̠ i
alkeisvarsikko	ɑ l k e̞ i̯ s̠ ʋ ɑ r s̠ i kː o̞
alkemistinen	ɑ l k e̞ m i s̠ t̪ i n e̞ n
alkio	ɑ l k i o̞
alkiokalvo	ɑ l k i o̞ k ɑ l ʋ o̞
alkiorakko	ɑ l k i o̞ r ɑ kː o̞
alko	ɑ l k o̞
alkoholikäyminen	ɑ l k o̞ ɦ o̞ l i k æ y̯ m i n e̞ n
alkoholisoituminen	ɑ l k o̞ ɦ o̞ l i s̠ o̞ i t̪ u m i n e̞ n
alkolukko	ɑ l k o̞ l u kː o̞
alkuarvotehtävä	ɑ l k u ɑ r ʋ o̞ t̪ e̞ h t̪ æ ʋ æ
alkuehto	ɑ l k u e̞ h t̪ o̞
alkueliö	ɑ l k u e̞ l i ø̞
alkuerä	ɑ l k u e̞ r æ
alkujaan	ɑ l k u j ɑː n
alkukala	ɑ l k u k ɑ l ɑ
alkukantaisesti	ɑ l k u k ɑ n̪ t̪ ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
alkukunta	ɑ l k u k u n̪ t̪ ɑ
alkukuukausi	ɑ l k u k uː k ɑ u̯ s̠ i
alkukäsittely	ɑ l k u k æ s̠ i t̪ t̪ e̞ l y
alkulataus	ɑ l k u l ɑ t̪ ɑ u s̠
alkulukukaksoset	ɑ l k u l u k u k ɑ k s̠ o̞ s̠ e̞ t̪
alkumunasolu	ɑ l k u m u n ɑ s̠ o̞ l u
alkunilviäinen	ɑ l k u n i l ʋ i æ i n e̞ n
alkuopinnot	ɑ l k u o̞ p i nː o̞ t̪
alkupalkka	ɑ l k u p ɑ l kː ɑ
alkuperäilmoitus	ɑ l k u p e̞ r æ i l m o̞ i̯ t̪ u s̠
alkuperäisesti	ɑ l k u p e̞ r æ i̯ s̠ e̞ s̠ t̪ i ʔ
alkuperäisjulkaisu	ɑ l k u p e̞ r æ i̯ s̠ j u l k ɑ i̯ s̠ u
alkuperäislääke	ɑ l k u p e̞ r æ i̯ s̠ l æː k e̞ ʔ
alkuperäispakkaus	ɑ l k u p e̞ r æ i̯ s̠ p ɑ kː ɑ u s̠
alkuperäistila	ɑ l k u p e̞ r æ i̯ s̠ t̪ i l ɑ
alkuperäisyys	ɑ l k u p e̞ r æ i̯ s̠ yː s̠
alkuperämerkintä	ɑ l k u p e̞ r æ m e̞ r k i n̪ t̪ æ
alkuperäselvitys	ɑ l k u p e̞ r æ s̠ e̞ l ʋ i t̪ y s̠
alkuperätodistus	ɑ l k u p e̞ r æ t̪ o̞ d i s̠ t̪ u s̠
alkuperätuote	ɑ l k u p e̞ r æ t̪ u o̞̯ t̪ e̞ ʔ
alkupuolisko	ɑ l k u p u o̞̯ l i s̠ k o̞
alkuräjähdys	ɑ l k u r æ j æ h d y s̠
alkusivu	ɑ l k u s̠ i ʋ u
alkusointu	ɑ l k u s̠ o̞ i̯ n̪ t̪ u
alkusynty	ɑ l k u s̠ y n̪ t̪ y
alkutekijähajotelma	ɑ l k u t̪ e̞ k i j æ h ɑ j o̞ t̪ e̞ l m ɑ
alkuteksti	ɑ l k u t̪ e̞ k s̠ t̪ i
alkutila	ɑ l k u t̪ i l ɑ
alkutunnari	ɑ l k u t̪ u nː ɑ r i
alkutuotanto	ɑ l k u t̪ u o̞̯ t̪ ɑ n̪ t̪ o̞
alkuunkaan	ɑ l k uː ŋ k ɑː n
alkuvaikeudet	ɑ l k u ʋ ɑ i̯ k e̞ u d e̞ t̪
alkuvoima	ɑ l k u ʋ o̞ i̯ m ɑ
alla	ɑ lː ɑ
allakka	ɑ lː ɑ kː ɑ
allan	ɑ lː ɑ n
allaniitti	ɑ lː ɑ n iː t̪ː i
allas	ɑ lː ɑ s̠
alle	ɑ lː e̞ ʔ
allekirjoittaa	ɑ lː e̞ k̚ k i r j o̞ i̯ t̪ː ɑː ʔ
allekirjoittanut	ɑ lː e̞ k̚ k i r j o̞ i̯ t̪ t̪ ɑ n u t̪
alleni	ɑ lː e̞ n i
allergiasairaala	ɑ lː e̞ r ɡ i ɑ s̠ ɑ i̯ r ɑː l ɑ
allergisoituminen	ɑ lː e̞ r ɡ i s̠ o̞ i t̪ u m i n e̞ n
allergistuminen	ɑ lː e̞ r ɡ i s̠ t̪ u m i n e̞ n
allergologia	ɑ lː e̞ r ɡ o̞ l o̞ ɡ i ɑ
alleviivata	ɑ lː e̞ ʋ ʋ iː ʋ ɑ t̪ ɑ
alli	ɑ lː i
allikko	ɑ lː i kː o̞
allilla	ɑ lː i lː ɑ
allografi	ɑ lː o̞ ɡ r ɑ f i
allokoiminen	ɑ lː o̞ k o̞ i m i n e̞ n
allometria	ɑ lː o̞ m e̞ t̪ r i ɑ
allomorfi	ɑ lː o̞ m o̞ r f i
allomorfi	ɑ lː o̞ m o̞ r fː i
alluviaali	ɑ lː u ʋ i ɑː l i
alma	ɑ l m ɑ
almanakka	ɑ l m ɑ n ɑ kː ɑ
almandiitti	ɑ l m ɑ n d iː t̪ː i
almu	ɑ l m u
aloillaan	ɑ l o̞ i̯ lː ɑː n
aloilleen	ɑ l o̞ i̯ lː e̞ː n
aloin	ɑ l o̞ i̯ n
aloite	ɑ l o̞ i̯ t̪ e̞ ʔ
aloittaa	ɑ l o̞ i̯ t̪ː ɑː ʔ
aloittain	ɑ l o̞ i̯ t̪ː ɑ i̯ n
aloittaminen	ɑ l o̞ i̯ t̪ː ɑ m i n e̞ n
aloitteikas	ɑ l o̞ i̯ t̪ t̪ e̞ i k ɑ s̠
aloitteleminen	ɑ l o̞ i̯ t̪ː e̞ l e̞ m i n e̞ n
aloitusmaali	ɑ l o̞ i̯ t̪ u s̠ m ɑː l i
aloituspaikka	ɑ l o̞ i̯ t̪ u s̠ p ɑ i̯ kː ɑ
aloituspiste	ɑ l o̞ i̯ t̪ u s̠ p i s̠ t̪ e̞ ʔ
aloitusvaihe	ɑ l o̞ i̯ t̪ u s̠ ʋ ɑ i̯ ɦ e̞ ʔ
aloke	ɑ l o̞ k e̞ ʔ
alpakka	ɑ l p ɑ kː ɑ
alpi	ɑ l p i
alpit	ɑ l p i t̪
alpo	ɑ l p o̞
alppijärvi	ɑ l pː i j æ r ʋ i
alppikauris	ɑ l pː i k ɑ u̯ r i s̠
alppisauva	ɑ l pː i s̠ ɑ u̯ ʋː ɑ
alta	ɑ l t̪ ɑ
altai	ɑ l t̪ ɑ i̯
alternoida	ɑ l t̪ e̞ r n o̞ i d ɑ ʔ
alteroida	ɑ l t̪ e̞ r o̞ i d ɑ ʔ
altis	ɑ l t̪ i s̠
altistaa	ɑ l t̪ i s̠ t̪ ɑː ʔ
altistaminen	ɑ l t̪ i s̠ t̪ ɑ m i n e̞ n
altistua	ɑ l t̪ i s̠ t̪ u ɑ ʔ
altistus	ɑ l t̪ i s̠ t̪ u s̠
altmetriikka	ɑ l t̪ m e̞ t̪ r iː kː ɑ
altocumulus	ɑ l t̪ o̞ k u m u l u s̠
altostratus	ɑ l t̪ o̞ s̠ t̪ r ɑ t̪ u s̠
alttari	ɑ l t̪ː ɑ r i
alttarilaite	ɑ l t̪ː ɑ r i l ɑ i̯ t̪ e̞ ʔ
alttaritaulu	ɑ l t̪ː ɑ r i t̪ ɑ u̯ l u
altti	ɑ l t̪ː i
alttiisti	ɑ l t̪ː iː s̠ t̪ i ʔ
altto	ɑ l t̪ː o̞
alttoavain	ɑ l t̪ː o̞ ɑ ʋ ɑ i̯ n
alue	ɑ l u e̞ ʔ
