a	ɑː
meolc	m e o̯ l k
meowle	m eː o w l e
meoƿle	m eː o w l e
mere	m e r e
meregrot	m e r e ɡ r o t
mereliþend	m e r e l iː θ e n d
mereswin	m e r e s w iː n
merian	m e r j ɑ n
merscmealwe	m e r ʃ m æ ɑ̯ l w e
merscmealƿe	m e r ʃ m æ ɑ̯ l w e
metan	m e t ɑ n
metan	m eː t ɑ n
mete	m e t e
metere	m eː t e r e
metesacca	m e t e s ɑ k k ɑ
meteseax	m e t e s æ ɑ k s
metesocn	m e t e s oː k n
meteswamm	m e t e s w ɑ m m
metesƿamm	m e t e s w ɑ m m
metetid	m e t e t iː d
meteþearfende	m e t e θ æ ɑ r f e n d e
meteþegn	m e t e θ e j n
metgian	m e t ɣ i ɑ n
meting	m eː t i n ɡ
metod	m e t o d
meþe	m eː θ e
micel	m i t͡ʃ e l
micele	m i t͡ʃ e l e
mid	m i d
midd	m i d d
middangeard	m i d d ɑ n j æ ɑ r d
midde	m i d d e
middelfinger	m i d d e l f i n ɡ e r
middes	m i d d e s
middæg	m i d d æ j
midniht	m i d n i h t
mierce	m i y̯ r t͡ʃ e
miere	m iː y̯ r e
migan	m iː j ɑ n
migoþa	m i ɡ o θ ɑ
miht	m i ç t
mihte	m i ç t e
mihtig	m i ç t i j
mihtlic	m i h t l iː t ʃ
mil	m iː l
mildheortlic	m i l d h e o r t l iː t ʃ
milte	m i l t e
milts	m i l t s
mimor	m i m o r
mimorian	m i m o r i ɑ n
min	m i n
min	m iː n
mindom	m i n d oː m
minlic	m i n l iː t ʃ
minsian	m i n s i ɑ n
mircels	m i r t͡ʃ e l s
mirige	m i r i j e
miscian	m i s k i ɑ n
miscian	m i ʃ ʃ i ɑ n
miscweþan	m i s k w e θ ɑ n
miscyrran	m i s t͡ʃ y r r ɑ n
miscƿeþan	m i s k w e θ ɑ n
mishweorfan	m i s ʍ e o r f ɑ n
mishƿeorfan	m i s ʍ e o r f ɑ n
miss	m i s s
missan	m i s s ɑ n
missere	m i s s eː r e
misspowan	m i s s p oː w ɑ n
misspoƿan	m i s s p oː w ɑ n
mistel	m i s t e l
miþan	m iː θ ɑ n
mod	m oː d
modcræftig	m oː d k r æ f t i j
modgehygd	m oː d j e h y j d
modig	m oː d i j
modiglic	m oː d i j l iː t ʃ
modor	m oː d o r
modrige	m oː d r i j e
modsefa	m oː d s e f ɑ
modþracu	m oː d θ r ɑ k u
molde	m o l d e
mona	m oː n ɑ
monandæg	m oː n ɑ n d æ j
monaþ	m o n ɑ θ
monaþ	m oː n ɑ θ
monelic	m oː n e l iː t͡ʃ
mor	m oː r
moras	m oː r ɑ s
moraþ	m oː r ɑ θ
morbeam	m oː r b æː ɑ m
morberige	m oː r b e r i j e
more	m o r e
morgen	m o r ɡ e n
morgengiefu	m o r ɣ e n j i y f u
moru	m o r u
morþ	m o r θ
morþbealo	m o r θ b æ a l o
morþor	m o r θ o r
morþorscyldig	m o r θ o r ʃ y l d i j
mot	m oː t
motan	m oː t ɑ n
moþþe	m o θ θ e
muga	m uː ɣ ɑ
mul	m uː l
mund	m u n d
mundgripe	m u n d ɡ r i p e
mundian	m u n d i ɑ n
munuc	m u n u k
murnan	m u r n ɑ n
mus	m uː s
musfealle	m uː s f æ ɑ̯ l l e
muþ	m uː θ
muþa	m uː θ ɑ
mycg	m y d d͡ʒ
mycgnett	m y d͡ʒ n e tː
mylen	m y l e n
mylenhweol	m y l e n h w eː o l
mylenhƿeol	m y l e n h w eː o l
myltestre	m y l t e s t r e
myndleas	m y n d l æː ɑ s
mynecenu	m y n e t͡ʃ e n u
mynegian	m y n e ɡ i a n
mynelic	m y n e l iː t ʃ
mynet	m y n e t
myntan	m y n t ɑ n
myrge	m y r j e
myrige	m y r i j e
myrþra	m y r θ r ɑ
mæcg	m æ d d͡ʒ
mæd	m æː d
mædmonaþ	m æː d m oː n ɑ θ
mædwe	m æː d w e
mædƿe	m æː d w e
mæg	m æ j
mæg	m æː j
mægden	m æ j d e n
mægen	m æ j e n
mægencræft	m æ j e n k r æ f t
mægenwudu	m æ j e n w u d u
mægenƿudu	m æ j e n w u d u
mæger	m æ j e r
mægester	m æ j e s t e r
mæghæmed	m æː j h æː m e d
mægn	m æ j n
mægþ	m æ j θ
mægþ	m æː j θ
mægþblæd	m æ j θ b l æ d
mægþhad	m æ j θ h ɑː d
mægþhad	m æː j θ h ɑː d
mæl	m æː l
mænan	m æː n ɑ n
mæne	m æː n e
mære	m æː r e
mæscre	m æ ʃ r e
mæseren	m æ s e r e n
mæst	m æ s t
mæst	m æː s t
mæstan	m æ s t ɑ n
mætan	m æː t ɑ n
mæw	m æː w
mæƿ	m æː w
na	n ɑː
nabban	n ɑ b b ɑ n
naca	n ɑ k ɑ
nacian	n ɑ k i ɑ n
nacod	n ɑ k o d
nafela	n ɑ f e l ɑ
nafola	n ɑ f o l ɑ
nafu	n ɑ f u
nagan	n ɑː ɣ ɑ n
nahwær	n ɑː h w æː r
nahƿær	n ɑː h w æː r
nam	n ɑ m
nama	n ɑ m ɑ
naman	n ɑ m ɑ n
nan	n ɑː n
nasu	n ɑ s u
nazareth	n ɑ t s ɑ r e t
ne	n e
neah	n æː ɑ h
neahbuend	n æː a h b uː e n d
neahgebur	n æː ɑ x j e b uː r
nealles	n æ ɑ l l e s
nearo	n æ ɑ r o
nearu	n æ ɑ r u
neat	n æː ɑ t
nefa	n e f ɑ
nefene	n e f e n e
nefne	n e f n e
nemnan	n e m n ɑ n
nemnian	n e m n i ɑ n
nemnigendlic	n e m n i j e n d l iː t͡ʃ
nemning	n e m n i ŋ ɡ
neo	n eː o
neod	n eː o d
neodlaþu	n eː o d l ɑ θ u
neohwæl	n eː o h w æ l
neohƿæl	n eː o h w æ l
neol	n eː o̯ l
neolnes	n eː o̯ l n e s
neosian	n eː o s i ɑ n
neowel	n e o̯ w e l
neowellic	n e o w e l l iː t͡ʃ
neowelnes	n e o̯ w e l n e s
neowolnes	n e o̯ w o l n e s
neoþan	n e o θ ɑ n
neoƿel	n e o̯ w e l
neoƿellic	n e o w e l l iː t͡ʃ
neoƿelnes	n e o̯ w e l n e s
neoƿolnes	n e o̯ w o l n e s
nepflod	n eː p f l oː d
nerian	n e r j ɑ n
nesan	n e s ɑ n
nese	n e s e
nest	n e s t
net	n e t
neþan	n eː θ ɑ n
nicor	n i k o r
nied	n iː y d
niedhæs	n iː y d h æː s
niehsta	n iː e ç s t ɑ
nieten	n iː y t e n
nifol	n i f o l
nift	n i f t
nigon	n i j o n
nigon	n i ɡ o n
nigontiene	n i j o n t i y̯ n e
nigoþa	n i j o θ ɑ
nigoþa	n i ɡ o θ ɑ
nihstig	n i ç s t i j
niht	n i h t
nihtbealo	n ɪ ç t b æ ɑ l o
nihtegale	n i h t e ɡ ɑ l e
nihtes	n i h t e s
nihtgenga	n i h t ɡ e n d͡ʒ ɑ
nihthræfn	n i ç t h r æ f n
nillan	n i l l ɑ n
niman	n i m ɑ n
nipan	n iː p ɑ n
nis	n i s
niwan	n iː w ɑ n
niwe	n iː w e
niwel	n i w e l
niwellic	n i w e l l iː t͡ʃ
niwelnys	n i w e l n y s
niþ	n iː θ
niþer	n i θ e r
niþerlic	n i θ e r l iː t͡ʃ
niþful	n iː θ f u l
niþfull	n iː θ f u lː
niþgeteon	n iː θ j e t eː o n
niþgrimm	n iː θ ɡ r ɪ mː
niþþas	n i θ θ ɑ s
niƿan	n iː w ɑ n
niƿe	n iː w e
niƿel	n i w e l
niƿellic	n i w e l l iː t͡ʃ
niƿelnys	n i w e l n y s
no	n oː
non	n o n
non	n oː n
normandig	n o r m ɑ n d i j
normandig	n o r m ɑ n d iː j
norþ	n o r θ
norþerne	n o r θ e r n e
norþman	n o r θ m ɑ n
norþmann	n o r θ m ɑ nː
norþweg	n o r θ w e j
norþƿeg	n o r θ w e j
nose	n o s e
nostle	n o s t l e
nosu	n o s u
nosþyrel	n o s θ y r e l
notian	n o t i ɑ n
notu	n o t u
nowiht	n oː w i h t
noƿiht	n oː w i h t
numen	n u m e n
nunne	n u n n e
nyd	n yː d
nydwracu	n yː d w r ɑ k u
nydƿracu	n yː d w r ɑ k u
nymþe	n y m θ e
nytan	n y t ɑ n
nyten	n y t e n
nyten	n yː t e n
nytennes	n y t e n n e s
nytlic	n y t l iː t ʃ
nytt	n y t t
nædl	n æː d l̩
nædre	n æ d r e
næfre	n æː f r e
nægl	n æ j l̩
nænig	n æː n i j
næs	n æ s
of	o f
ofer	o f e r
ofer	oː f e r
oferbru	o f e r b r uː
oferbugan	o f e r b uː ɣ ɑ n
ofercyrran	o f e r t͡ʃ y r r ɑ n
oferfeallan	o f e r f æ ɑ l l ɑ n
oferflitan	o f e r f l iː t ɑ n
oferflowan	o f e r f l oː w ɑ n
oferfloƿan	o f e r f l oː w ɑ n
ofergesawan	o f e r j e s ɑː w ɑ n
ofergesaƿan	o f e r j e s ɑː w ɑ n
oferhabban	o f e r h ɑ b b ɑ n
oferhieran	o f e r h iː y̯ r ɑ n
oferhleoþor	o f e r h l eː o θ o r
oferhleoþrian	o f e r h l eː o θ r i a n
oferhycgan	o f e r h y d d͡ʒ ɑ n
oferlæfan	o f e r l æː v ɑ n
ofermod	o f e r m oː d
ofersawan	o f e r s ɑː w ɑ n
ofersaƿan	o f e r s ɑː w ɑ n
ofersceadan	o f e r ʃ æː ɑ d ɑ n
ofersceadwian	o f e r ʃ æ ɑ d w i ɑ n
ofersceadƿian	o f e r ʃ æ ɑ d w i ɑ n
oferstigendlic	o f e r s t iː ɡ e n d l iː t͡ʃ
oferswiþan	o f e r s w iː θ ɑ n
oferswyþan	o f e r s w yː θ ɑ n
ofersƿiþan	o f e r s w iː θ ɑ n
ofersƿyþan	o f e r s w yː θ ɑ n
oferteon	o f e r t eː o n
oferwadan	o f e r w ɑ d ɑ n
oferwintran	o f e r w i n t r ɑ n
oferwrecan	o f e r w r e k ɑ n
oferƿadan	o f e r w ɑ d ɑ n
oferƿintran	o f e r w i n t r ɑ n
oferƿrecan	o f e r w r e k ɑ n
ofett	o f e t t
offestre	o f f eː s t r e
offrian	o f f r i ɑ n
ofgiefan	o f j i y̯ f ɑ n
ofhabban	o f h ɑ b b ɑ n
ofn	o f n̩
ofost	o f o s t
ofsceadan	o f ʃ æː ɑ d ɑ n
ofslean	o f s l æː ɑ n
oft	o f t
ofteah	o f t æː a x
ofteon	o f t eː o n
oftust	o f t uː s t
ofþefian	o f θ e f i ɑ n
oht	oː x t
olfend	o l f e n d
on	o n
onbidan	o n b iː d ɑ n
onbugan	o n b uː ɣ ɑ n
onbutan	o n b uː t ɑ n
onbæc	o n b æ k
oncnyssan	o n k n y s s ɑ n
oncweþan	o n k w e θ ɑ n
oncyrran	o n t͡ʃ y r r ɑ n
oncƿeþan	o n k w e θ ɑ n
ond	o n d
onettan	oː n e t t ɑ n
onfon	o n f oː n
ongean	o n j æː ɑ n
ongeancyrring	o n j æː ɑ n t͡ʃ y r r i ŋ ɡ
ongeanhweorfan	o n j æː ɑ n ʍ e o r f ɑ n
ongeanhƿeorfan	o n j æː ɑ n ʍ e o r f ɑ n
ongeat	o n j æ ɑ t
ongefeoht	o n j e f e o x t
ongegn	o n j e j n
ongemang	o n j e m ɑ ŋ ɡ
ongietan	o n j i e t ɑ n
onginnan	o n j i n n ɑ n
ongitan	o n j i t ɑ n
onhatan	o n h ɑː t ɑ n
onhreran	o n h r eː r ɑ n
onhweorfan	o n ʍ e o r f ɑ n
onhycgan	o n h y d d͡ʒ ɑ n
onhƿeorfan	o n ʍ e o r f ɑ n
onlec	o n l eː t͡ʃ
onliesan	o n l iː y̯ s ɑ n
onlucan	o n l uː k ɑ n
onlysan	o n l yː s ɑ n
onmearcung	o n m æ ɑ r k u ŋ ɡ
onmiddan	o n m i d d ɑ n
onsendan	o n s e n d ɑ n
onsendon	o n s e n d o n
onsittan	o n s i t t ɑ n
onsundrian	o n s u n d r i ɑ n
onteon	o n t eː o n
ontimber	o n t i m b e r
onwacan	o n w ɑ k ɑ n
onwadan	o n w ɑ d ɑ n
onwegacyrrednes	o n w e j ɑː t͡ʃ y r r e d n e s
onwendan	o n w e n d ɑ n
onwoc	o n w oː k
onwrecan	o n w r e k ɑ n
onwreon	o n w r eː o̯ n
onwæcnan	o n w æ k n a n
onælan	o n æː l ɑ n
onƿacan	o n w ɑ k ɑ n
onƿadan	o n w ɑ d ɑ n
onƿegacyrrednes	o n w e j ɑː t͡ʃ y r r e d n e s
onƿendan	o n w e n d ɑ n
onƿoc	o n w oː k
onƿrecan	o n w r e k ɑ n
onƿreon	o n w r eː o̯ n
onƿæcnan	o n w æ k n a n
openian	o p e n i ɑ n
openlic	o p e n l iː t ʃ
orblede	o r b l eː d e
orc	o r k
orceard	o r t͡ʃ æ ɑ r d
ord	o r d
ordfruma	o r d f r u m ɑ
oretmæcg	oː r e t m æ d d ʒ
orleahter	o r l æ ɑ x t e r
orleghwil	o r l e j h w iː l
orleghƿil	o r l e j h w iː l
oroþ	o r o θ
orsawle	o r s ɑː w l e
orsaƿle	o r s ɑː w l e
orsorg	o r s o r x
orsorgnes	o r s o r ɣ n e s
orsorgness	o r s o r ɣ n e sː
ortgeard	o r t j æ ɑ r d
ortreowe	o r t r eː o w e
ortreoƿe	o r t r eː o w e
orþanc	o r θ ɑ ŋ k
orþian	o r θ i ɑ n
os	oː s
osle	oː s l e
ost	oː s t
ostre	o s t r e
otor	o t u r
owiht	oː w i h t
oxa	o k s ɑ
oxnaford	o k s n ɑ f o r d
oþ	o θ
oþcwelan	o θ k w e l ɑ n
oþcyrran	oː θ t͡ʃ y r r ɑ n
oþcƿelan	o θ k w e l ɑ n
oþer	oː θ e r
oþstandan	o θ s t ɑ n d ɑ n
oþteon	oː θ t eː o n
oþþe	o θ θ e
oþþeodan	o θ θ eː o d ɑ n
oþþon	o θ θ o n
oþþæt	o θ θ æ t
oƿiht	oː w i ç t
pal	p ɑː l
panne	p ɑ n n e
pawa	p ɑː w ɑ
paƿa	p ɑː w ɑ
peorð	p e o r θ
peru	p e r u
petrus	p e t r u s
picgbread	p i ɡː b r æː ɑ̯ d
pinca	p i ŋ k ɑ
pintel	p i n t e l
pintreow	p ī n t r eː o̯ w
pintreoƿ	p ī n t r eː o̯ w
pipor	p i p o r
plantian	p l ɑ n t i ɑ n
plega	p l e ɣ ɑ
plegian	p l e ɣ i ɑ n
plegol	p l e ɣ o l
pleoh	p l e o x
pleon	p l eː o n
pliht	p l i h t
plihtan	p l i h t ɑ n
ploh	p l oː h
plume	p l uː m e
plumtreow	p l uː m t r eː o̯ w
plumtreoƿ	p l uː m t r eː o̯ w
plættan	p l æ t t ɑ n
pocca	p o k k a
pohha	p o x x a
pol	p oː l
popig	p o p i j
port	p o r t
post	p o s t
potian	p o t i ɑ n
prica	p r i k ɑ
prim	p r iː m
primsang	p r iː m s ɑ ŋ ɡ
profian	p r oː f i ɑ n
prætt	p r æ t t
puca	p uː k ɑ
pucel	p uː k e l
pullian	p u l l i ɑ n
pund	p u n d
punian	p uː n i ɑ n
purpuren	p u r p u r e n
pyll	p y lː
pynca	p y ŋ k ɑ
pytt	p y t t
pægel	p æ j e l
pæþ	p æ θ
racente	r ɑ k e n t e
racian	r ɑ k i ɑ n
racu	r ɑ k u
rad	r ɑː d
ramm	r ɑ m m
ramm	r ɑ mː
rand	r ɑ n d
rap	r ɑː p
raredumle	r ɑː r e d u m l e
rarian	r ɑː r i ɑ n
raþe	r ɑ θ e
read	r æː ɑ̯ d
reafere	r æː ɑ f e r e
reafian	r æː ɑ f i ɑ n
ream	r æː ɑ m
recan	r eː t͡ʃ ɑ n
reccan	r e t t͡ʃ ɑ n
reced	r e t ʃ e d
recede	r e t͡ʃ e d e
receleas	r eː t ʃ e l æː ɑ s
recen	r e t͡ʃ e n
regn	r e j n
regnboga	r e j n b o ɡ a
regndropa	r e j n d r o p ɑ
regnian	r e j n i ɑ n
regnwyrm	r e j n w y r m
regnƿyrm	r e j n w y r m
regol	r e ɡ u l
regolsticca	r e ɡ u l s t i k k ɑ
renscur	r eː n ʃ uː r
reohhe	r e o̯ x x e
reoma	r e o̯ m ɑ
reord	r e o̯ r d
reordberend	r e o r d b e r e n d
reotan	r eː o t ɑ n
rest	r e s t
restan	r e s t ɑ n
restendæg	r e s t e n d æ j
reþe	r eː θ e
reþig	r eː θ i j
ribb	r i b b
rice	r iː t͡ʃ e
ricsian	r iː k s i ɑ n
ricsiend	r iː k s i e n d
ricu	r iː k u
rida	r i d ɑ
ridan	r iː d ɑ n
riht	r i x t
rihtwis	r i h t w iː s
rihtwisnes	r i h t w iː s n e s
rihtƿis	r i h t w iː s
rihtƿisnes	r i h t w iː s n e s
rim	r iː m
rima	r i m ɑ
riman	r iː m ɑ n
rimcræft	r iː m k r æ f t
rinc	r i ŋ k
rind	r i n d
risan	r iː s ɑ n
riþ	r iː θ
rocc	r o kː
roccian	r o k k i a n
rocettan	r o t͡ʃ e t t ɑ n
rod	r oː d
rodfæstnian	r oː d f æ s t n i ɑ n
rodor	r o d o r
rodorlic	r o d o r l iː t͡ʃ
rof	r oː f
rom	r oː m
romane	r oː m ɑː n e
romanisc	r oː m ɑː n i ʃ
rose	r oː s e
rowan	r oː w ɑ n
roþhund	r o θ h u n d
roþor	r oː θ o r
roƿan	r oː w ɑ n
rudduc	r u d d u k
rudian	r u d i ɑ n
rudig	r u d i j
ruh	r uː x
ruhha	r u x x ɑ
rum	r uː m
run	r uː n
runa	r uː n ɑ
rune	r uː n e
ryge	r y j e
ryman	r yː m ɑ n
ryne	r y n e
rynel	r y n e l
rysel	r y s e l
ryþþa	r y θ θ a
ræcan	r æː t͡ʃ ɑ n
ræd	r æː d
rædan	r æː d ɑ n
rædbora	r æː d b o r ɑ
ræde	r æː d e
rædels	r æː d e l s
ræpan	r æː p ɑ n
ræpling	r æː p l i n ɡ
ræran	r æː r ɑ n
ræs	r æː s
ræswa	r æː s w ɑ
ræswan	r æː s w ɑ n
ræsƿa	r æː s w ɑ
ræsƿan	r æː s w ɑ n
ræt	r æ t
rætt	r æ tː
sacan	s ɑ k ɑ n
sacu	s ɑ k u
saga	s ɑ ɡ ɑ
sagu	s ɑ ɡ u
saht	s ɑ x t
sahtlian	s ɑ x t l i ɑ n
sal	s ɑː l
salnes	s ɑː l n e s
salu	s ɑ l u
samnung	s ɑ m n u ŋ
samnung	s ɑ m n u ŋ ɡ
samod	s ɑ m o d
samwist	s ɑ m w i s t
samƿist	s ɑ m w i s t
sanct	s ɑ n k t
sand	s ɑ n d
sang	s ɑ ŋ ɡ
sangere	s ɑ n ɡ e r e
sangestre	s ɑ n ɡ e s t r e
sape	s ɑː p e
sar	s ɑː r
sarig	s ɑː r i j
sawan	s ɑː w ɑ n
sawelberend	s ɑː w e l b e r e n d
sawelcund	s ɑː w e l k u n d
sawelgedal	s ɑː w e l j e d ɑː l
sawelhus	s ɑː w e l h uː s
sawelleas	s ɑː w e l l æː ɑ s
sawelsceatt	s ɑː w e l ʃ æ ɑ t
sawelþearf	s ɑː w e l θ æ ɑ r f
sawend	s ɑː w e n d
sawere	s ɑː w e r e
sawlian	s ɑː w l i ɑ n
sawlung	s ɑː w l u ŋ ɡ
sawol	s ɑː w o l
sawolcund	s ɑː w o l k u n d
saƿan	s ɑː w ɑ n
saƿelberend	s ɑː w e l b e r e n d
saƿelcund	s ɑː w e l k u n d
saƿelgedal	s ɑː w e l j e d ɑː l
saƿelhus	s ɑː w e l h uː s
saƿelleas	s ɑː w e l l æː ɑ s
saƿelsceatt	s ɑː w e l ʃ æ ɑ t
saƿelþearf	s ɑː w e l θ æ ɑ r f
saƿend	s ɑː w e n d
saƿere	s ɑː w e r e
saƿlian	s ɑː w l i ɑ n
saƿlung	s ɑː w l u ŋ ɡ
saƿol	s ɑː w o l
saƿolcund	s ɑː w o l k u n d
scacan	ʃ ɑ k ɑ n
scadan	ʃ ɑː d ɑ n
scafan	ʃ ɑ f ɑ n
scamian	ʃ ɑ m i ɑ n
scamol	ʃ ɑ m o l
scamu	ʃ ɑ m u
scanca	ʃ ɑ n k ɑ
scand	ʃ ɑ n d
scandhus	ʃ ɑ n d h uː s
sceabb	ʃ æ ɑ b b
sceacga	ʃ ɑ ɡ ɡ ɑ
sceada	ʃ æː ɑ d ɑ
sceadan	ʃ æː ɑ d ɑ n
sceadu	ʃ ɑ d u
sceaduwe	ʃ æ ɑ d u w e
sceaduƿe	ʃ æ ɑ d u w e
sceadwian	ʃ æ ɑ d w i ɑ n
sceadƿian	ʃ æ ɑ d w i ɑ n
sceafa	ʃ æ ɑ f ɑ
sceaft	ʃ æ ɑ̯ f t
sceaga	ʃ æ ɑ̯ ɡ ɑ
sceal	ʃ æ ɑ l
scealfor	ʃ æ ɑ̯ l f o r
sceamfæst	ʃ æ ɑ m f æ s t
sceamol	ʃ ɑ m o l
sceap	ʃ æː ɑ̯ p
sceaphierde	ʃ æː ɑ̯ p h i y̯ r d e
sceapieg	ʃ æː ɑ̯ p iː y̯ j
scear	ʃ æ ɑ̯ r
scear	ʃ æː ɑ̯ r
sceara	ʃ æː ɑ̯ r ɑ
sceard	ʃ æ ɑ r d
scearp	ʃ æ ɑ r p
scearseax	ʃ æ ɑ r s æ ɑ k s
scearu	ʃ æ ɑ̯ r u
sceat	ʃ æː ɑ t
sceatt	ʃ æ ɑ t
sceawere	ʃ æː ɑ̯ w e r e
sceawian	ʃ æː ɑ̯ w i ɑ n
sceawung	ʃ æː ɑ w u ŋ ɡ
sceaðian	ʃ ɑ θ i ɑ n
sceaþa	ʃ æ ɑ θ ɑ
sceaþian	ʃ ɑ θ i ɑ n
sceaƿere	ʃ æː ɑ̯ w e r e
sceaƿian	ʃ æː ɑ̯ w i ɑ n
sceaƿung	ʃ æː ɑ w u ŋ ɡ
scedeland	ʃ e d e l ɑ n d
scedenig	ʃ e d e n iː j
scencan	ʃ e n t͡ʃ ɑ n
scendan	ʃ e n d ɑ n
sceo	ʃ eː o
sceolde	ʃ o l d e
sceon	ʃ eː o n
sceone	ʃ eː o n e
sceot	ʃ o t
sceotan	ʃ eː o t ɑ n
sceotend	ʃ eː o t e n d
sceþþan	ʃ e θ θ ɑ n
scid	ʃ iː d
scield	ʃ i y̯ l d
sciell	ʃ i y̯ lː
sciene	ʃ iː y n e
scieppan	ʃ i y p p ɑ n
scieran	ʃ i y r a n
sciete	ʃ iː y̯ t e
scima	ʃ iː m ɑ
scinan	ʃ iː n ɑ n
scinu	ʃ i n u
scip	ʃ i p
scipe	ʃ i p e
scipere	ʃ i p e r e
scipgefeoht	ʃ i p j e f e o x t
sciphere	ʃ i p h e r e
scipian	ʃ i p i ɑ n
scir	ʃ iː r
scirgerefa	ʃ iː r j e r eː f ɑ
scitan	ʃ iː t ɑ n
scite	ʃ iː t e
scofl	ʃ o f l
scogan	ʃ oː ɣ ɑ n
scoh	ʃ oː h
scohwyrhta	ʃ oː h w y r x t ɑ
scohƿyrhta	ʃ oː h w y r x t ɑ
scol	s k oː l
scoldon	ʃ o l d o n
scolere	s k oː l e r e
scolu	ʃ o l u
scop	ʃ o p
scoplic	ʃ o p l iː t͡ʃ
scorian	ʃ o r i ɑ n
scort	ʃ o r t
scortian	ʃ o r t i ɑ n
scot	ʃ o t
scotland	s k o t l ɑ n d
scread	ʃ r æː ɑ d
screon	ʃ r eː o n
scrifan	ʃ r iː f ɑ n
scrincan	ʃ r i ŋ k ɑ n
scriþan	ʃ r iː θ ɑ n
scriþaþ	ʃ r iː θ ɑ θ
scrud	ʃ r uː d
scrutnung	ʃ r uː t n u ŋ ɡ
scræf	ʃ r æ f
scua	ʃ uː ɑ
scufan	ʃ uː f ɑ n
sculan	ʃ u l ɑ n
sculdra	ʃ u l d r ɑ
scur	ʃ uː r
scyld	ʃ y l d
scyldigian	ʃ y l d i ɣ i ɑ n
scyldigian	ʃ y l d i ɣ j ɑ n
scyldignes	ʃ y l d i j n e s
scylding	ʃ y l d i ŋ ɡ
scyldleas	ʃ y l d l æː ɑ̯ s
scyldlæta	ʃ y l d l æː t ɑ
scyldwiga	ʃ y l d w i j ɑ
scyldƿiga	ʃ y l d w i j ɑ
scyne	ʃ yː n e
scyrte	ʃ y r t e
scyte	ʃ y t e
scytefinger	ʃ y t e f i n ɡ e r
scytelfinger	ʃ y t e l f i ŋ ɡ e r
scytta	ʃ y t t ɑ
scyttan	ʃ y tː ɑ n
se	s eː
sealde	s æ ɑ l d e
sealdnes	s æ ɑ l d n e s
sealf	s æ ɑ l f
sealt	s æ ɑ l t
sealtan	s æ ɑ l t ɑ n
sealten	s æ ɑ l t e n
sealtian	s æ ɑ̯ l t i ɑ n
seam	s æː ɑ̯ m
seamere	s æː ɑ̯ m e r e
seamestre	s æː ɑ̯ m e s t r e
searmonaþ	s æː ɑ̯ r m oː n ɑ θ
searu	s æ ɑ r u
searuhabbend	s æ ɑ r u h ɑ b b e n d
seaw	s æː ɑ w
seax	s æ ɑ̯ k s
seaxa	s æ ɑ̯ k s ɑ
seaxan	s æ ɑ̯ k s ɑ n
seaxe	s æ ɑ̯ k s e
seaxland	s æ ɑ k s l ɑ n d
seaþ	s æː ɑ θ
seaƿ	s æː ɑ w
secan	s eː k ɑ n
secg	s e d d͡ʒ
secgan	s e d d͡ʒ ɑ n
sefa	s e f ɑ
sefte	s eː f t e
segl	s e j l̩
seglian	s e j l i ɑ n
segn	s e j n
seht	s e ç t
sehtlian	s e x t l i ɑ n
sel	s e l
sel	s eː l
seldan	s e l d ɑ n
sele	s e l e
selerædend	s e l e r æː d e n d
self	s e l f
selfbana	s e l f b ɑ n ɑ
selfcwala	s e l f k w ɑ l ɑ
selfcwalu	s e l f k w ɑ l u
selfcƿala	s e l f k w ɑ l ɑ
selfcƿalu	s e l f k w ɑ l u
sellan	s e l l ɑ n
sellend	s e l l e n d
sellendlic	s e l l e n d l iː t͡ʃ
sellic	s e l l iː t ʃ
sellicre	s e l l i k r e
sencan	s e n t͡ʃ ɑ n
sendan	s e n d ɑ n
senep	s e n e p
seo	s eː o̯
seoc	s eː o k
seocnes	s eː o̯ k n e s
seod	s eː o d
seofa	s e o f ɑ
seofon	s e o̯ f o n
seofonnihte	s e o f o n n i ç t e
seofontiene	s e o̯ f o n t i y̯ n e
seofoþa	s e o̯ f o θ ɑ
seohtre	s e o x t r e
seolc	s e o̯ l k
seolcen	s e o l k e n
seolf	s e o l f
seolh	s e o̯ l h
seomian	s e o m i ɑ n
seon	s eː o n
seonu	s e o n u
seoslig	s eː o s l i j
seoþan	s eː o̯ θ ɑ n
seted	s e t e d
setl	s e t l̩
setlgang	s e t l̩ ɡ ɑ n ɡ
sett	s e t t
settan	s e t t ɑ n
seþan	s eː θ ɑ n
seþend	s eː θ e n d
seþung	s eː θ u ŋ ɡ
sibb	s i b b
sibbegedriht	s i b b e j e d r i ç t
sicettan	s i t͡ʃ e t t ɑ n
sicol	s i k u l
sicor	s i k o r
sid	s iː d
side	s iː d e
sidfæþmed	s iː d f æ θ m e d
sidu	s i d u
sieltan	s i y l t ɑ n
sien	s iː y n
siex	s i e̯ k s
siex	s i y̯ k s
siexta	s i y̯ k s t ɑ
siextiene	s i y̯ k s t i y̯ n e
sife	s i f e
siftan	s i f t ɑ n
sigan	s iː j ɑ n
sige	s i j e
sigebeam	s i j e b æː ɑ m
sigegefeoht	s i j e j e f e o x t
sigehreþig	s i j e h r eː θ i j
sigelic	s i j e l iː t ʃ
sigetacen	s i j e t ɑː k e n
sigor	s i ɣ o r
sigortacen	s i ɣ o r t ɑː k e n
sin	s iː n
sinc	s i ŋ k
sincan	s i ŋ k ɑ n
sincfag	s i ŋ k f ɑː x
sincgiefa	s i ŋ k j i e f ɑ
sincgyfa	s i ŋ k j y f ɑ
sind	s i n d
