a	ɒ
adókért	ɒ d oː k eː r t
adóm	ɒ d oː m
adómentes	ɒ d oː m ɛ n t ɛ ʃ
adómentesség	ɒ d oː m ɛ n t ɛ ʃː eː ɡ
adómentességek	ɒ d oː m ɛ n t ɛ ʃː eː ɡ ɛ k
adón	ɒ d oː n
adónak	ɒ d oː n ɒ k
adónk	ɒ d oː ŋ k
adónál	ɒ d oː n aː l
adóparadicsom	ɒ d oː p ɒ r ɒ d i t͡ʃ o m
adóparadicsomok	ɒ d oː p ɒ r ɒ d i t͡ʃ o m o k
adóra	ɒ d oː r ɒ
adóról	ɒ d oː r oː l
adós	ɒ d oː ʃ
adósok	ɒ d oː ʃ o k
adósság	ɒ d oː ʃː aː ɡ
adósságok	ɒ d oː ʃː aː ɡ o k
adószedő	ɒ d oː s ɛ d øː
adószedők	ɒ d oː s ɛ d øː k
adót	ɒ d oː t
adótok	ɒ d oː t o k
adótól	ɒ d oː t oː l
adóval	ɒ d oː v ɒ l
adóvá	ɒ d oː v aː
adózik	ɒ d oː z i k
adózás	ɒ d oː z aː ʃ
adózó	ɒ d oː z oː
adózók	ɒ d oː z oː k
adóért	ɒ d oːʲ eː r t
aerobik	ɒ ɛ r o b i k
aeroszol	ɒ ɛ r o s o l
affixum	ɒ fː i k s u m
affixumok	ɒ fː i k s u m o k
afféle	ɒ fː eː l ɛ
afganisztán	ɒ v ɡ ɒ n i s t aː n
afganisztáni	ɒ v ɡ ɒ n i s t aː n i
afgán	ɒ v ɡ aː n
afgánok	ɒ v ɡ aː n o k
aforizma	ɒ f o r i z m ɒ
aforizmák	ɒ f o r i z m aː k
afrika	ɒ f r i k ɒ
afrikaans	ɒ f r i k aː n s
afrikai	ɒ f r i k ɒʲ i
afrikaiak	ɒ f r i k ɒʲ iʲ ɒ k
afrikanista	ɒ f r i k ɒ n i ʃ t ɒ
afrikanisták	ɒ f r i k ɒ n i ʃ t aː k
aga	ɒ ɡ ɒ
agaként	ɒ ɡ ɒ k eː n t
agamemnón	ɒ ɡ ɒ m ɛ m n oː n
aganccsal	ɒ ɡ ɒ n t͡ʃ ɒ l
aganccsá	ɒ ɡ ɒ n t͡ʃ aː
agancs	ɒ ɡ ɒ n t͡ʃ
agancs	ɒ ɡː ɒ n t͡ʃ
agancsa	ɒ ɡ ɒ n t͡ʃ ɒ
agancsai	ɒ ɡ ɒ n t͡ʃ ɒʲ i
agancsaid	ɒ ɡ ɒ n t͡ʃ ɒʲ i d
agancsaik	ɒ ɡ ɒ n t͡ʃ ɒʲ i k
agancsaim	ɒ ɡ ɒ n t͡ʃ ɒʲ i m
agancsaink	ɒ ɡ ɒ n t͡ʃ ɒʲ i ŋ k
agancsaitok	ɒ ɡ ɒ n t͡ʃ ɒʲ i t o k
agancsba	ɒ ɡ ɒ n d͡ʒ b ɒ
agancsban	ɒ ɡ ɒ n d͡ʒ b ɒ n
agancsból	ɒ ɡ ɒ n d͡ʒ b oː l
agancshoz	ɒ ɡ ɒ n t͡ʃ h o z
agancsig	ɒ ɡ ɒ n t͡ʃ i ɡ
agancsként	ɒ ɡ ɒ n t͡ʃ k eː n t
agancsnak	ɒ ɡ ɒ n t͡ʃ n ɒ k
agancsnál	ɒ ɡ ɒ n t͡ʃ n aː l
agancsod	ɒ ɡ ɒ n t͡ʃ o d
agancsok	ɒ ɡ ɒ n t͡ʃ o k
agancsokat	ɒ ɡ ɒ n t͡ʃ o k ɒ t
agancsokba	ɒ ɡ ɒ n t͡ʃ o ɡ b ɒ
agancsokban	ɒ ɡ ɒ n t͡ʃ o ɡ b ɒ n
agancsokból	ɒ ɡ ɒ n t͡ʃ o ɡ b oː l
agancsokhoz	ɒ ɡ ɒ n t͡ʃ o k h o z
agancsokig	ɒ ɡ ɒ n t͡ʃ o k i ɡ
agancsokkal	ɒ ɡ ɒ n t͡ʃ o kː ɒ l
agancsokká	ɒ ɡ ɒ n t͡ʃ o kː aː
agancsokként	ɒ ɡ ɒ n t͡ʃ o kː eː n t
agancsoknak	ɒ ɡ ɒ n t͡ʃ o k n ɒ k
agancsoknál	ɒ ɡ ɒ n t͡ʃ o k n aː l
agancsokon	ɒ ɡ ɒ n t͡ʃ o k o n
agancsokra	ɒ ɡ ɒ n t͡ʃ o k r ɒ
agancsokról	ɒ ɡ ɒ n t͡ʃ o k r oː l
agancsoktól	ɒ ɡ ɒ n t͡ʃ o k t oː l
agancsokért	ɒ ɡ ɒ n t͡ʃ o k eː r t
agancsom	ɒ ɡ ɒ n t͡ʃ o m
agancson	ɒ ɡ ɒ n t͡ʃ o n
agancsot	ɒ ɡ ɒ n t͡ʃ o t
agancsotok	ɒ ɡ ɒ n t͡ʃ o t o k
agancsra	ɒ ɡ ɒ n t͡ʃ r ɒ
agancsról	ɒ ɡ ɒ n t͡ʃ r oː l
agancstól	ɒ ɡ ɒ n t͡ʃ t oː l
agancsuk	ɒ ɡ ɒ n t͡ʃ u k
agancsunk	ɒ ɡ ɒ n t͡ʃ u ŋ k
agancsért	ɒ ɡ ɒ n t͡ʃ eː r t
agarak	ɒ ɡ ɒ r ɒ k
agg	ɒ ɡː
aggaszt	ɒ ɡː ɒ s t
agglegény	ɒ ɡ l ɛ ɡ eː ɲ
agglegények	ɒ ɡ l ɛ ɡ eː ɲ ɛ k
agglomeráció	ɒ ɡ l o m ɛ r aː t͡s iʲ oː
agglomerációk	ɒ ɡ l o m ɛ r aː t͡s iʲ oː k
agglomerátum	ɒ ɡ l o m ɛ r aː t u m
agglomerátumok	ɒ ɡ l o m ɛ r aː t u m o k
aggodalmak	ɒ ɡː o d ɒ l m ɒ k
aggodalom	ɒ ɡː o d ɒ l o m
aggok	ɒ ɡː o k
aggály	ɒ ɡː aː j
aggályok	ɒ ɡː aː j o k
aggályokat	ɒ ɡː aː j o k ɒ t
aggályt	ɒ ɡː aː j t
aggódik	ɒ ɡː oː d i k
aggódni	ɒ ɡː oː d n i
aggódás	ɒ ɡː oː d aː ʃ
aggódó	ɒ ɡː oː d oː
aggódóbb	ɒ ɡː oː d oː bː
agitáció	ɒ ɡ i t aː t͡s iʲ oː
agitációk	ɒ ɡ i t aː t͡s iʲ oː k
agitál	ɒ ɡ i t aː l
agresszivitás	ɒ ɡ r ɛ sː i v i t aː ʃ
agresszivitások	ɒ ɡ r ɛ sː i v i t aː ʃ o k
agresszió	ɒ ɡ r ɛ sː iʲ oː
agressziók	ɒ ɡ r ɛ sː iʲ oː k
agresszív	ɒ ɡ r ɛ sː iː v
agresszívabb	ɒ ɡ r ɛ sː iː v ɒ bː
agresszívebb	ɒ ɡ r ɛ sː iː v ɛ bː
agronómus	ɒ ɡ r o n oː m u ʃ
agronómusok	ɒ ɡ r o n oː m u ʃ o k
agy	ɒ ɟ
agya	ɒ ɟ ɒ
agyag	ɒ ɟ ɒ ɡ
agyaghadsereg	ɒ ɟ ɒ k h ɒ t ʃ ɛ r ɛ ɡ
agyaghadseregek	ɒ ɟ ɒ k h ɒ t ʃ ɛ r ɛ ɡ ɛ k
agyagok	ɒ ɟ ɒ ɡ o k
agyak	ɒ ɟ ɒ k
agyar	ɒ ɟ ɒ r
agyarak	ɒ ɟ ɒ r ɒ k
agyba	ɒ ɟ b ɒ
agyfélteke	ɒ c f eː l t ɛ k ɛ
agyhullám	ɒ c h u lː aː m
agyhártya	ɒ c h aː r c ɒ
agyhártyagyulladás	ɒ c h aː r c ɒ ɟ u lː ɒ d aː ʃ
agyhártyagyulladások	ɒ c h aː r c ɒ ɟ u lː ɒ d aː ʃ o k
agyhártyák	ɒ c h aː r c aː k
agyi	ɒ ɟ i
agyideg	ɒ ɟ i d ɛ ɡ
agyidegek	ɒ ɟ i d ɛ ɡ ɛ k
agykoponya	ɒ c k o p o ɲ ɒ
agykoponyák	ɒ c k o p o ɲ aː k
agykárosodás	ɒ c k aː r o ʃ o d aː ʃ
agykéreg	ɒ c k eː r ɛ ɡ
agykérgek	ɒ c k eː r ɡ ɛ k
agyoncsap	ɒ ɟ o n t͡ʃ ɒ p
agyondicsér	ɒ ɟ o n d i t͡ʃ eː r
agyonszúr	ɒ ɟ o n s uː r
agyonvág	ɒ ɟ o ɱ v aː ɡ
agyonüt	ɒ ɟ o n y t
agyrázkódás	ɒ ɟ r aː s k oː d aː ʃ
agyrázkódások	ɒ ɟ r aː s k oː d aː ʃ o k
agyuk	ɒ ɟ u k
agyvelőgyulladás	ɒ ɟ v ɛ l øː ɟ u lː ɒ d aː ʃ
agyvelőgyulladások	ɒ ɟ v ɛ l øː ɟ u lː ɒ d aː ʃ o k
agyvérzés	ɒ ɟ v eː r z eː ʃ
agyvérzések	ɒ ɟ v eː r z eː ʃ ɛ k
agyú	ɒ ɟ uː
agába	ɒ ɡ aː b ɒ
agában	ɒ ɡ aː b ɒ n
agából	ɒ ɡ aː b oː l
agád	ɒ ɡ aː d
agához	ɒ ɡ aː ɦ o z
agái	ɒ ɡ aːʲ i
agáid	ɒ ɡ aːʲ i d
agáig	ɒ ɡ aːʲ i ɡ
agáik	ɒ ɡ aːʲ i k
agáim	ɒ ɡ aːʲ i m
agáink	ɒ ɡ aːʲ i ŋ k
agáit	ɒ ɡ aːʲ i t
agáitok	ɒ ɡ aːʲ i t o k
agája	ɒ ɡ aː j ɒ
agájuk	ɒ ɡ aː j u k
agák	ɒ ɡ aː k
agákat	ɒ ɡ aː k ɒ t
agákba	ɒ ɡ aː ɡ b ɒ
agákban	ɒ ɡ aː ɡ b ɒ n
agákból	ɒ ɡ aː ɡ b oː l
agákhoz	ɒ ɡ aː k h o z
agákig	ɒ ɡ aː k i ɡ
agákkal	ɒ ɡ aː kː ɒ l
agákká	ɒ ɡ aː kː aː
agákként	ɒ ɡ aː kː eː n t
agáknak	ɒ ɡ aː k n ɒ k
agáknál	ɒ ɡ aː k n aː l
agákon	ɒ ɡ aː k o n
agákra	ɒ ɡ aː k r ɒ
agákról	ɒ ɡ aː k r oː l
agáktól	ɒ ɡ aː k t oː l
agákért	ɒ ɡ aː k eː r t
agám	ɒ ɡ aː m
agán	ɒ ɡ aː n
agának	ɒ ɡ aː n ɒ k
agánk	ɒ ɡ aː ŋ k
agánál	ɒ ɡ aː n aː l
agár	ɒ ɡ aː r
agára	ɒ ɡ aː r ɒ
agáról	ɒ ɡ aː r oː l
agát	ɒ ɡ aː t
agátok	ɒ ɡ aː t o k
agától	ɒ ɡ aː t oː l
agával	ɒ ɡ aː v ɒ l
agává	ɒ ɡ aː v aː
agáért	ɒ ɡ aːʲ eː r t
aha	ɒ h ɒ
ahelyett	ɒ ɦ ɛ j ɛ tː
ahhoz	ɒ ɦ o z
ahogy	ɒ ɦ o ɟ
ahogyan	ɒ ɦ o ɟ ɒ n
ahol	ɒ ɦ o l
ahonnan	ɒ ɦ o nː ɒ n
ahány	ɒ ɦ aː ɲ
ahányszor	ɒ ɦ aː ɲ s o r
aikidó	ɒʲ i k i d oː
aikidók	ɒʲ i k i d oː k
aj	ɒ j
ajak	ɒ j ɒ k
ajakbalzsam	ɒ j ɒ ɡ b ɒ l ʒ ɒ m
ajakbalzsamok	ɒ j ɒ ɡ b ɒ l ʒ ɒ m o k
ajakos	ɒ j ɒ k o ʃ
ajakrúzs	ɒ j ɒ k r uː ʒ
ajakrúzsok	ɒ j ɒ k r uː ʒ o k
ajka	ɒ j k ɒ
ajkad	ɒ j k ɒ d
ajkai	ɒ j k ɒʲ i
ajkaid	ɒ j k ɒʲ i d
ajkaik	ɒ j k ɒʲ i k
ajkaim	ɒ j k ɒʲ i m
ajkaink	ɒ j k ɒʲ i ŋ k
ajkaitok	ɒ j k ɒʲ i t o k
ajkak	ɒ j k ɒ k
ajkam	ɒ j k ɒ m
ajkatok	ɒ j k ɒ t o k
ajkuk	ɒ j k u k
ajkunk	ɒ j k u ŋ k
ajkú	ɒ j k uː
ajtó	ɒ j t oː
ajtóba	ɒ j t oː b ɒ
ajtóban	ɒ j t oː b ɒ n
ajtóból	ɒ j t oː b oː l
ajtóhoz	ɒ j t oː ɦ o z
ajtóig	ɒ j t oːʲ i ɡ
ajtók	ɒ j t oː k
ajtókat	ɒ j t oː k ɒ t
ajtókba	ɒ j t oː ɡ b ɒ
ajtókban	ɒ j t oː ɡ b ɒ n
ajtókból	ɒ j t oː ɡ b oː l
ajtókhoz	ɒ j t oː k h o z
ajtókig	ɒ j t oː k i ɡ
ajtókkal	ɒ j t oː kː ɒ l
ajtókká	ɒ j t oː kː aː
ajtókként	ɒ j t oː kː eː n t
ajtóknak	ɒ j t oː k n ɒ k
ajtóknál	ɒ j t oː k n aː l
ajtókon	ɒ j t oː k o n
ajtókra	ɒ j t oː k r ɒ
ajtókról	ɒ j t oː k r oː l
ajtóktól	ɒ j t oː k t oː l
ajtóként	ɒ j t oː k eː n t
ajtókért	ɒ j t oː k eː r t
ajtón	ɒ j t oː n
ajtónak	ɒ j t oː n ɒ k
ajtónál	ɒ j t oː n aː l
ajtóra	ɒ j t oː r ɒ
ajtóról	ɒ j t oː r oː l
ajtós	ɒ j t oː ʃ
ajtót	ɒ j t oː t
ajtótól	ɒ j t oː t oː l
ajtóval	ɒ j t oː v ɒ l
ajtóvá	ɒ j t oː v aː
ajtóért	ɒ j t oːʲ eː r t
ajvé	ɒ j v eː
ajándék	ɒ j aː n d eː k
ajándéka	ɒ j aː n d eː k ɒ
ajándékai	ɒ j aː n d eː k ɒʲ i
ajándékaid	ɒ j aː n d eː k ɒʲ i d
ajándékaik	ɒ j aː n d eː k ɒʲ i k
ajándékaim	ɒ j aː n d eː k ɒʲ i m
ajándékaink	ɒ j aː n d eː k ɒʲ i ŋ k
ajándékaitok	ɒ j aː n d eː k ɒʲ i t o k
ajándékba	ɒ j aː n d eː ɡ b ɒ
ajándékban	ɒ j aː n d eː ɡ b ɒ n
ajándékbolt	ɒ j aː n d eː ɡ b o l t
ajándékboltig	ɒ j aː n d eː ɡ b o l t i ɡ
ajándékboltként	ɒ j aː n d eː ɡ b o l t k eː n t
ajándékboltnak	ɒ j aː n d eː ɡ b o l t n ɒ k
ajándékboltok	ɒ j aː n d eː ɡ b o l t o k
ajándékboltokat	ɒ j aː n d eː ɡ b o l t o k ɒ t
ajándékboltokig	ɒ j aː n d eː ɡ b o l t o k i ɡ
ajándékboltokkal	ɒ j aː n d eː ɡ b o l t o kː ɒ l
ajándékboltokká	ɒ j aː n d eː ɡ b o l t o kː aː
ajándékboltokként	ɒ j aː n d eː ɡ b o l t o kː eː n t
ajándékboltoknak	ɒ j aː n d eː ɡ b o l t o k n ɒ k
ajándékboltokért	ɒ j aː n d eː ɡ b o l t o k eː r t
ajándékboltot	ɒ j aː n d eː ɡ b o l t o t
ajándékbolttal	ɒ j aː n d eː ɡ b o l t ɒ l
ajándékbolttá	ɒ j aː n d eː ɡ b o l t aː
ajándékboltért	ɒ j aː n d eː ɡ b o l t eː r t
ajándékból	ɒ j aː n d eː ɡ b oː l
ajándékhoz	ɒ j aː n d eː k h o z
ajándékig	ɒ j aː n d eː k i ɡ
ajándékkal	ɒ j aː n d eː kː ɒ l
ajándékká	ɒ j aː n d eː kː aː
ajándékként	ɒ j aː n d eː kː eː n t
ajándéknak	ɒ j aː n d eː k n ɒ k
ajándéknál	ɒ j aː n d eː k n aː l
ajándékod	ɒ j aː n d eː k o d
ajándékok	ɒ j aː n d eː k o k
ajándékokat	ɒ j aː n d eː k o k ɒ t
ajándékokba	ɒ j aː n d eː k o ɡ b ɒ
ajándékokban	ɒ j aː n d eː k o ɡ b ɒ n
ajándékokból	ɒ j aː n d eː k o ɡ b oː l
ajándékokhoz	ɒ j aː n d eː k o k h o z
ajándékokig	ɒ j aː n d eː k o k i ɡ
ajándékokkal	ɒ j aː n d eː k o kː ɒ l
ajándékokká	ɒ j aː n d eː k o kː aː
ajándékokként	ɒ j aː n d eː k o kː eː n t
ajándékoknak	ɒ j aː n d eː k o k n ɒ k
ajándékoknál	ɒ j aː n d eː k o k n aː l
ajándékokon	ɒ j aː n d eː k o k o n
ajándékokra	ɒ j aː n d eː k o k r ɒ
ajándékokról	ɒ j aː n d eː k o k r oː l
ajándékoktól	ɒ j aː n d eː k o k t oː l
ajándékokért	ɒ j aː n d eː k o k eː r t
ajándékom	ɒ j aː n d eː k o m
ajándékon	ɒ j aː n d eː k o n
ajándékot	ɒ j aː n d eː k o t
ajándékotok	ɒ j aː n d eː k o t o k
ajándékoz	ɒ j aː n d eː k o z
ajándékozás	ɒ j aː n d eː k o z aː ʃ
ajándékozásig	ɒ j aː n d eː k o z aː ʃ i ɡ
ajándékozásként	ɒ j aː n d eː k o z aː ʃ k eː n t
ajándékozásnak	ɒ j aː n d eː k o z aː ʃ n ɒ k
ajándékozások	ɒ j aː n d eː k o z aː ʃ o k
ajándékozásokat	ɒ j aː n d eː k o z aː ʃ o k ɒ t
ajándékozásokig	ɒ j aː n d eː k o z aː ʃ o k i ɡ
ajándékozásokkal	ɒ j aː n d eː k o z aː ʃ o kː ɒ l
ajándékozásokká	ɒ j aː n d eː k o z aː ʃ o kː aː
ajándékozásokként	ɒ j aː n d eː k o z aː ʃ o kː eː n t
ajándékozásoknak	ɒ j aː n d eː k o z aː ʃ o k n ɒ k
ajándékozásokért	ɒ j aː n d eː k o z aː ʃ o k eː r t
ajándékozással	ɒ j aː n d eː k o z aː ʃː ɒ l
ajándékozássá	ɒ j aː n d eː k o z aː ʃː aː
ajándékozást	ɒ j aː n d eː k o z aː ʃ t
ajándékozásért	ɒ j aː n d eː k o z aː ʃ eː r t
ajándékra	ɒ j aː n d eː k r ɒ
ajándékról	ɒ j aː n d eː k r oː l
ajándéktárgy	ɒ j aː n d eː k t aː r ɟ
ajándéktárgyak	ɒ j aː n d eː k t aː r ɟ ɒ k
ajándéktól	ɒ j aː n d eː k t oː l
ajándékuk	ɒ j aː n d eː k u k
ajándékul	ɒ j aː n d eː k u l
ajándékunk	ɒ j aː n d eː k u ŋ k
ajándékért	ɒ j aː n d eː k eː r t
ajánl	ɒ j aː n l
ajánlani	ɒ j aː n l ɒ n i
ajánlanám	ɒ j aː n l ɒ n aː m
ajánlat	ɒ j aː n l ɒ t
ajánlata	ɒ j aː n l ɒ t ɒ
ajánlati	ɒ j aː n l ɒ t i
ajánlatkérő	ɒ j aː n l ɒ t k eː r øː
ajánlatok	ɒ j aː n l ɒ t o k
ajánlatokat	ɒ j aː n l ɒ t o k ɒ t
ajánlatos	ɒ j aː n l ɒ t o ʃ
ajánlatot	ɒ j aː n l ɒ t o t
ajánlattevő	ɒ j aː n l ɒ tː ɛ v øː
ajánlhat	ɒ j aː n l ɦ ɒ t
ajánlható	ɒ j aː n l ɦ ɒ t oː
ajánlom	ɒ j aː n l o m
ajánlott	ɒ j aː n l o tː
ajánlottabb	ɒ j aː n l o tː ɒ bː
ajánlás	ɒ j aː n l aː ʃ
ajánlása	ɒ j aː n l aː ʃ ɒ
ajánlólevelek	ɒ j aː n l oː l ɛ v ɛ l ɛ k
ajánlólevél	ɒ j aː n l oː l ɛ v eː l
akad	ɒ k ɒ d
akadhat	ɒ k ɒ t h ɒ t
akadozik	ɒ k ɒ d o z i k
akadály	ɒ k ɒ d aː j
akadálya	ɒ k ɒ d aː j ɒ
akadálymentes	ɒ k ɒ d aː j m ɛ n t ɛ ʃ
akadályok	ɒ k ɒ d aː j o k
akadályokat	ɒ k ɒ d aː j o k ɒ t
akadályoz	ɒ k ɒ d aː j o z
akadályozta	ɒ k ɒ d aː j o s t ɒ
akadályt	ɒ k ɒ d aː j t
akadálytalan	ɒ k ɒ d aː j t ɒ l ɒ n
akadálytalanabb	ɒ k ɒ d aː j t ɒ l ɒ n ɒ bː
akadálytalanság	ɒ k ɒ d aː j t ɒ l ɒ n ʃ aː ɡ
akadálytalanul	ɒ k ɒ d aː j t ɒ l ɒ n u l
akadémia	ɒ k ɒ d eː m iʲ ɒ
akadémiai	ɒ k ɒ d eː m iʲ ɒʲ i
akadémikus	ɒ k ɒ d eː m i k u ʃ
akadémikusok	ɒ k ɒ d eː m i k u ʃ o k
akadémiák	ɒ k ɒ d eː m iʲ aː k
akar	ɒ k ɒ r
akarat	ɒ k ɒ r ɒ t
akarata	ɒ k ɒ r ɒ t ɒ
akaraterő	ɒ k ɒ r ɒ t ɛ r øː
akaraterők	ɒ k ɒ r ɒ t ɛ r øː k
akaratok	ɒ k ɒ r ɒ t o k
akarattal	ɒ k ɒ r ɒ tː ɒ l
akaratát	ɒ k ɒ r ɒ t aː t
akarhat	ɒ k ɒ r ɦ ɒ t
akarja	ɒ k ɒ r j ɒ
akarjak	ɒ k ɒ r j ɒ k
akarjalak	ɒ k ɒ r j ɒ l ɒ k
akarjanak	ɒ k ɒ r j ɒ n ɒ k
akarjatok	ɒ k ɒ r j ɒ t o k
akarjon	ɒ k ɒ r j o n
akarjuk	ɒ k ɒ r j u k
akarjunk	ɒ k ɒ r j u ŋ k
akarják	ɒ k ɒ r j aː k
akarjátok	ɒ k ɒ r j aː t o k
akarlak	ɒ k ɒ r l ɒ k
akarna	ɒ k ɒ r n ɒ
akarnak	ɒ k ɒ r n ɒ k
akarni	ɒ k ɒ r n i
akarná	ɒ k ɒ r n aː
akarnád	ɒ k ɒ r n aː d
akarnák	ɒ k ɒ r n aː k
akarnál	ɒ k ɒ r n aː l
akarnálak	ɒ k ɒ r n aː l ɒ k
akarnának	ɒ k ɒ r n aː n ɒ k
akarnánk	ɒ k ɒ r n aː ŋ k
akarnátok	ɒ k ɒ r n aː t o k
akarnék	ɒ k ɒ r n eː k
akarod	ɒ k ɒ r o d
akarok	ɒ k ɒ r o k
akarom	ɒ k ɒ r o m
akarsz	ɒ k ɒ r s
akarta	ɒ k ɒ r t ɒ
akartad	ɒ k ɒ r t ɒ d
akartak	ɒ k ɒ r t ɒ k
akartalak	ɒ k ɒ r t ɒ l ɒ k
akartam	ɒ k ɒ r t ɒ m
akartatok	ɒ k ɒ r t ɒ t o k
akartok	ɒ k ɒ r t o k
akartunk	ɒ k ɒ r t u ŋ k
akarták	ɒ k ɒ r t aː k
akartál	ɒ k ɒ r t aː l
akartátok	ɒ k ɒ r t aː t o k
akarunk	ɒ k ɒ r u ŋ k
akaró	ɒ k ɒ r oː
akaszt	ɒ k ɒ s t
akasztani	ɒ k ɒ s t ɒ n i
akasztás	ɒ k ɒ s t aː ʃ
akasztások	ɒ k ɒ s t aː ʃ o k
akasztó	ɒ k ɒ s t oː
akasztófa	ɒ k ɒ s t oː f ɒ
akasztófahumor	ɒ k ɒ s t oː f ɒ ɦ u m o r
akasztófahumorok	ɒ k ɒ s t oː f ɒ ɦ u m o r o k
akasztófák	ɒ k ɒ s t oː f aː k
akasztók	ɒ k ɒ s t oː k
akceleráció	ɒ k t͡s ɛ l ɛ r aː t͡s iʲ oː
akcelerációk	ɒ k t͡s ɛ l ɛ r aː t͡s iʲ oː k
akció	ɒ k t͡s iʲ oː
akciódús	ɒ k t͡s iʲ oː d uː ʃ
akciófilm	ɒ k t͡s iʲ oː f i l m
akciófilmek	ɒ k t͡s iʲ oː f i l m ɛ k
akciófilmje	ɒ k t͡s iʲ oː f i l m j ɛ
akcióink	ɒ k t͡s iʲ oːʲ i ŋ k
akcióinkról	ɒ k t͡s iʲ oːʲ i ŋ k r oː l
akciók	ɒ k t͡s iʲ oː k
akciós	ɒ k t͡s iʲ oː ʃ
akciót	ɒ k t͡s iʲ oː t
akcióterv	ɒ k t͡s iʲ oː t ɛ r v
akciótervek	ɒ k t͡s iʲ oː t ɛ r v ɛ k
akcióval	ɒ k t͡s iʲ oː v ɒ l
akcse	ɒ k t͡ʃ ɛ
akcsék	ɒ k t͡ʃ eː k
akhilleusz	ɒ k h i lː ɛ u s
aki	ɒ k i
akibe	ɒ k i b ɛ
akiben	ɒ k i b ɛ n
akiből	ɒ k i b øː l
akid	ɒ k i d
akihez	ɒ k i ɦ ɛ z
akiig	ɒ k i i ɡ
akije	ɒ k i j ɛ
akijük	ɒ k i j y k
akik	ɒ k i k
akikbe	ɒ k i ɡ b ɛ
akikben	ɒ k i ɡ b ɛ n
akikből	ɒ k i ɡ b øː l
akiken	ɒ k i k ɛ n
akiket	ɒ k i k ɛ t
akikhez	ɒ k i k h ɛ z
akikig	ɒ k i k i ɡ
akikkel	ɒ k i kː ɛ l
akikké	ɒ k i kː eː
akikként	ɒ k i kː eː n t
akiknek	ɒ k i k n ɛ k
akiknél	ɒ k i k n eː l
akikre	ɒ k i k r ɛ
akikről	ɒ k i k r øː l
akiktől	ɒ k i k t øː l
akiként	ɒ k i k eː n t
akikért	ɒ k i k eː r t
akim	ɒ k i m
akin	ɒ k i n
akinek	ɒ k i n ɛ k
akink	ɒ k i ŋ k
akinél	ɒ k i n eː l
akire	ɒ k i r ɛ
akiről	ɒ k i r øː l
akit	ɒ k i t
akitek	ɒ k i t ɛ k
akitől	ɒ k i t øː l
akivel	ɒ k i v ɛ l
akivé	ɒ k i v eː
akiért	ɒ k iʲ eː r t
akkor	ɒ kː o r
akkora	ɒ kː o r ɒ
akkord	ɒ kː o r d
akkordba	ɒ kː o r d b ɒ
akkordban	ɒ kː o r d b ɒ n
akkordból	ɒ kː o r d b oː l
akkorddal	ɒ kː o r d ɒ l
akkorddá	ɒ kː o r d aː
akkordhoz	ɒ kː o r t h o z
akkordig	ɒ kː o r d i ɡ
akkordja	ɒ kː o r ɟ ɒ
akkordjai	ɒ kː o r ɟ ɒʲ i
akkordjaid	ɒ kː o r ɟ ɒʲ i d
akkordjaik	ɒ kː o r ɟ ɒʲ i k
akkordjaim	ɒ kː o r ɟ ɒʲ i m
akkordjaink	ɒ kː o r ɟ ɒʲ i ŋ k
akkordjaitok	ɒ kː o r ɟ ɒʲ i t o k
akkordjuk	ɒ kː o r ɟ u k
akkordként	ɒ kː o r t k eː n t
akkordnak	ɒ kː o r d n ɒ k
akkordnál	ɒ kː o r d n aː l
akkordod	ɒ kː o r d o d
akkordok	ɒ kː o r d o k
akkordokat	ɒ kː o r d o k ɒ t
akkordokba	ɒ kː o r d o ɡ b ɒ
akkordokban	ɒ kː o r d o ɡ b ɒ n
akkordokból	ɒ kː o r d o ɡ b oː l
akkordokhoz	ɒ kː o r d o k h o z
akkordokig	ɒ kː o r d o k i ɡ
akkordokkal	ɒ kː o r d o kː ɒ l
akkordokká	ɒ kː o r d o kː aː
akkordokként	ɒ kː o r d o kː eː n t
akkordoknak	ɒ kː o r d o k n ɒ k
akkordoknál	ɒ kː o r d o k n aː l
akkordokon	ɒ kː o r d o k o n
akkordokra	ɒ kː o r d o k r ɒ
akkordokról	ɒ kː o r d o k r oː l
akkordoktól	ɒ kː o r d o k t oː l
akkordokért	ɒ kː o r d o k eː r t
akkordom	ɒ kː o r d o m
akkordon	ɒ kː o r d o n
akkordot	ɒ kː o r d o t
akkordotok	ɒ kː o r d o t o k
akkordra	ɒ kː o r d r ɒ
akkordról	ɒ kː o r d r oː l
akkordtól	ɒ kː o r t oː l
akkordunk	ɒ kː o r d u ŋ k
akkordért	ɒ kː o r d eː r t
akkori	ɒ kː o r i
akkorka	ɒ kː o r k ɒ
akkorra	ɒ kː o rː ɒ
akkreditál	ɒ k r ɛ d i t aː l
akkreditált	ɒ k r ɛ d i t aː l t
akkreditív	ɒ k r ɛ d i t iː v
akkreditívek	ɒ k r ɛ d i t iː v ɛ k
akkumulátor	ɒ k u m l aː t o r
akkumulátor	ɒ kː u m u l aː t o r
akkumulátorok	ɒ k u m l aː t o r o k
akkumulátorok	ɒ kː u m u l aː t o r o k
akként	ɒ kː eː n t
akna	ɒ k n ɒ
aknamező	ɒ k n ɒ m ɛ z øː
aknamezők	ɒ k n ɒ m ɛ z øː k
aknád	ɒ k n aː d
aknái	ɒ k n aːʲ i
aknáid	ɒ k n aːʲ i d
aknáik	ɒ k n aːʲ i k
