'ch	χ
argraffu	a r ɡ r a f ɨ
argraffwr	a r ɡ r a f ʊ r
argraffwyr	a r ɡ r a f w ɨ̞ r
argraffydd	a r ɡ r a f ɨ̞ ð
argraffyddion	a r ɡ r a f ə ð j ɔ n
argrafiadau	a r ɡ r a f j a d a
argrafiadau	a r ɡ r a f j a d a ɨ̯
argrafiadau	a r ɡ r a f j a d ɛ
arholi	a r h ɔ l ɪ
arholiad	a r h ɔ l j a d
arholiadau	a r h ɔ l j a d a
arholiadau	a r h ɔ l j a d a ɨ̯
arholiadau	a r h ɔ l j a d ɛ
arholiadau	a r ɔ l j a d a
arholiadau	a r ɔ l j a d ɛ
arhosaf	a r h ɔ s a v
arhosan	a r h ɔ s a n
arhosfa	a r h ɔ s v a
arhoswch	a r h ɔ s ʊ χ
arian	a r j a n
arian parod	a r j a m p a r ɔ d
ariannin	ə r a r j a n ɪ n
ariannog	a r j a n ɔ ɡ
arllwys	a r ɬ ʊ ɨ̯ s
arllwysaf	a r ɬ ʊ ɨ̯ s a
arllwysaf	a r ɬ ʊ ɨ̯ s a v
arlwy	a r l u ɨ̯
armenia	a r m ɛ n j a
arna	a r n a
arnat	a r n a t
arni	a r n ɪ
arno	a r n ɔ
arolwg	a r ɔ l ʊ ɡ
arolygiad	a r ɔ l ə ɡ j a d
arolygiadau	a r ɔ l ə ɡ j a d a
arolygiadau	a r ɔ l ə ɡ j a d a ɨ̯
arolygiadau	a r ɔ l ə ɡ j a d ɛ
arolygiaeth	a r ɔ l ə ɡ j a ɨ̯ θ
arolygiaeth	a r ɔ l ə ɡ j ɛ θ
arolygiaethau	a r ɔ l ə ɡ j e ɨ̯ θ a
arolygiaethau	a r ɔ l ə ɡ j e ɨ̯ θ a ɨ̯
arolygiaethau	a r ɔ l ə ɡ j e ɨ̯ θ ɛ
arolygol	a r ɔ l ə ɡ ɔ l
arolygon	a r ɔ l ə ɡ ɔ n
arolygu	a r ɔ l ə ɡ ɨ
arolygwr	a r ɔ l ə ɡ ʊ r
arolygwyr	a r ɔ l ə ɡ w ɨ̞ r
arolygydd	a r ɔ l ə ɡ ɨ̞ ð
aromatherapi	a r ɔ m a θ ɛ r a p i
aromatherapydd	a r ɔ m a θ ɛ r a p ɨ̞ ð
aromatherapyddion	a r ɔ m a θ ɛ r a p ə ð j ɔ n
aros	a r ɔ s
arosfa	a r ɔ s v a
arosfeydd	a r ɔ s v e ɨ̯ ð
arswyd	a r s ʊ ɨ̯ d
arswydau	a r s ʊ ɨ̯ d a
arswydau	a r s ʊ ɨ̯ d a ɨ̯
arswydau	a r s ʊ ɨ̯ d ɛ
arswydo	a r s ʊ ɨ̯ d ɔ
arswydus	a r s ʊ ɨ̯ d ɨ̞ s
arth	a r θ
arth fach	a r θ v aː χ
arth fawr	a r θ v a u̯ r
arth fwyaf	a r θ v ʊ ɨ̯ a
arth fwyaf	a r θ v ʊ ɨ̯ a v
arthan	a r θ a n
arwain	a r w a i̯ n
arwain	a r w ɛ n
arweiniad	a r w e i̯ n j a d
arweinydd	a r w e i̯ n ɨ̞ ð
arweinyddion	a r w e i̯ n ə ð j ɔ n
arwerthiannau	a r w ɛ r θ j a n a
arwerthiannau	a r w ɛ r θ j a n a ɨ̯
arwerthiannau	a r w ɛ r θ j a n ɛ
arwerthiant	a r w ɛ r θ j a n t
arwerthu	a r w ɛ r θ ɨ
arwerthwr	a r w ɛ r θ ʊ r
arwerthwyr	a r w ɛ r θ w ɨ̞ r
arwydd	a r w ɨ̞ ð
arwydd	a r ʊ ɨ̯ ð
arwynebedd	a r w ɨ̞ n ɛ b ɛ ð
asen	a s ɛ n
asesiad	a s ɛ ʃ a d
asesiadau	a s ɛ ʃ a d a
asesiadau	a s ɛ ʃ a d a ɨ̯
asesiadau	a s ɛ ʃ a d ɛ
asesu	a s ɛ s ɨ
aseswr	a s ɛ s ʊ r
aseswyr	a s ɛ s w ɨ̞ r
asgell	a s ɡ a ɬ
asgell	a s ɡ ɛ ɬ
asgell fraith	a s ɡ ɛ ɬ v r a i̯ θ
asgellog	a s ɡ ɛ ɬ ɔ ɡ
asgwrn	a s ɡ ʊ r n
asid	a s ɪ d
astrus	a s d r ɨ̞ s
astrusi	a s d r ɨ̞ s i
asyn	a s ɨ̞ n
at	a t
ata	a t a
atal	a t a l
atalfa	a t a l v a
atalfeydd	a t a l v e ɨ̯ ð
atalnod	a t a l n ɔ d
atborth	a t b ɔ r θ
atborthion	a t b ɔ r θ j ɔ n
ateb	a t a b
ateb	a t ɛ b
atebaf	a t ɛ b a
atebaf	a t ɛ b a v
ateli	a t ɛ l i
atelid	a t ɛ l ɪ d
atgoffa	a t ɡ ɔ f a
athematig	a θ ɛ m a t ɪ ɡ
athrawes	a θ r a u̯ a s
athrawes	a θ r a u̯ ɛ s
athrawesau	a θ r a u̯ ɛ s a
athrawesau	a θ r a u̯ ɛ s a ɨ̯
athrawesau	a θ r a u̯ ɛ s ɛ
athrawon	a θ r a u̯ ɔ n
athref	a θ r ɛ v
athrefi	a θ r ɛ v ɪ
athrefig	a θ r ɛ v ɪ ɡ
athro	a θ r ɔ
athrod	a θ r ɔ d
athrodi	a θ r ɔ d ɨ
athrodus	a θ r ɔ d ɨ̞ s
athrodwr	a θ r ɔ d ʊ r
ati	a t i
ato	a t ɔ
aton	a t ɔ n
atsain	a t s a i̯ n
atseiniau	a t s e i̯ n j a
atseiniau	a t s e i̯ n j a ɨ̯
atseiniau	a t s e i̯ n j ɛ
atseinio	a t s e i̯ n j ɔ
aur	a ɨ̯ r
awch	a u̯ χ
awchus	a u̯ χ ɨ̞ s
awd	a u̯ d
awdl	a u̯ d l
aweddwr	a u̯ ɛ ð ʊ r
awen	a u̯ ɛ n
awgrym	a u̯ ɡ r ɨ̞ m
awgrymiad	a u̯ ɡ r ə m j a d
awgrymog	a u̯ ɡ r ə m ɔ ɡ
awgrymu	a u̯ ɡ r ə m ɨ
awn	a u̯ n
awr	a u̯ r
awst	a u̯ s d
awstralia	a u̯ s d r a l j a
awstria	a u̯ s t r j a
awtistiaeth	a u̯ t ɪ s d j a ɨ̯ θ
awtistiaeth	a u̯ t ɪ s d j ɛ θ
awtistig	a u̯ t ɪ s d ɪ ɡ
awydd	a u̯ ɨ̞ ð
awyddus	a u̯ ə ð ɨ̞ s
awyr	a u̯ ɨ̞ r
awyren	a u̯ ə r ɛ n
awyrgylch	a u̯ ə r ɡ ɨ̞ l χ
awyrgylchoedd	a u̯ ə r ɡ ə l χ ɔ ɨ̯ ð
baban	b a b a n
babell	b a b a ɬ
babell	b a b ɛ ɬ
babi	b a b ɪ
babis	b a b ɪ s
babŵn	b a b uː n
bach	b aː χ
bachan	b a χ a n
bachau	b a χ a
bachau	b a χ a ɨ̯
bachwr	b aː χ ʊ r
bae	b aː ɨ̯
baedd	b aː ɨ̯ ð
baet	b aː ɨ̯ t
bag	b a ɡ
bagét	b a ɡ ɛ t
baidd	b a i̯ ð
baith	b a i̯ θ
bambŵ	b a m b uː
ban	b a n
banana	b a n a n a
banc	b a ŋ k
bancio	b a ŋ k j ɔ
bancio	b a ŋ k ɔ
band	b a n d
band eang	b a n d eː a ŋ
band llydan	b a n d ɬ ə d a n
bandiau	b a n d j a
bandiau	b a n d j a ɨ̯
bandiau	b a n d j ɛ
baned	b a n a d
baned	b a n ɛ d
bangor	b a ŋ ɡ ɔ r
banjo	b a n d͡ʒ ɔ
banllawr	b a n ɬ a u̯ r
bant	b a n t
bapur	b a p ɨ̞ r
bara	b a r a
baratoi	b a r a t ɔ i̯
barbeciw	b a r b ɛ k ɪ u̯
barbeciwiau	b a r b ɛ k ɪ u̯ j a
barbeciwiau	b a r b ɛ k ɪ u̯ j a ɨ̯
barbeciwiau	b a r b ɛ k ɪ u̯ j ɛ
barbeciwio	b a r b ɛ k ɪ u̯ j ɔ
barbeciws	b a r b ɛ k ɪ u̯ s
barc	b a r k
barcud	b a r k ɨ̞ d
bardd	b a r ð
barf	b a r v
barfog	b a r v ɔ ɡ
bargeinio	b a r ɡ ə i̯ n j ɔ
bargen	b a r ɡ ɛ n
barhau	b a r h a ɨ̯
barn	b a r n
barnau	b a r n a
barnau	b a r n a ɨ̯
barnau	b a r n ɛ
barnu	b a r n ɨ
barnwr	b a r n ʊ r
barod	b a r ɔ d
barotach	b a r ɔ t a χ
baroted	b a r ɔ t ɛ d
barus	b a r ɨ̞ s
bas	b aː s
basen	b a s a n
basen	b a s ɛ n
basen	b ə s a n
basen	b ə s ɛ n
basen	s a n
basen	s ɛ n
basged	b a s ɡ a d
basged	b a s ɡ ɛ d
basio	b a ʃ ɔ
basta	b a s d a
bastai	b a s d a i̯
bath	b aː θ
bathdai	b a θ d a i̯
bathdy	b a θ d ɨ̞
baths	b a θ s
baw	b aː u̯
bawdd	b a u̯ ð
bawn	b a u̯ n
be'	b eː
be'	b ɛ
bechan	b ɛ χ a n
becws	b ɛ k ʊ s
bedd	b eː ð
bedol	b ɛ d ɔ l
bedr	b ɛ d r
bedw	b ɛ d u
bedwar	b ɛ d w a r
bedwen	b ɛ d w a n
bedwen	b ɛ d w ɛ n
bei	b e i
beibl	b e i̯ b l
beic	b e i̯ k
beichiog	b e i̯ χ j ɔ ɡ
beicio	b e i̯ k j ɔ
beicio	b e i̯ k ɔ
beiddio	b e i ð j ɔ
beidio	b e i d j ɔ
beidr	b e i̯ d r
beiriannwr	b e i̯ r j a n ʊ r
beirniad	b e i̯ r n j a d
beirniadaeth	b e i̯ r n j a d a ɨ̯ θ
beirniadaeth	b e i̯ r n j a d ɛ θ
beirniadaethau	b e i̯ r n j a d e ɨ̯ θ a
beirniadaethau	b e i̯ r n j a d e ɨ̯ θ a ɨ̯
beirniadaethau	b e i̯ r n j a d e ɨ̯ θ ɛ
beirniadol	b e i̯ r n j a d ɔ l
beirniadu	b e i̯ r n j a d ɨ
beirniaid	b e i̯ r n j a i̯ d
beirniaid	b e i̯ r n j ɛ d
beis	b e i s
belffast	b ɛ l f a s d
bellach	b ɛ ɬ a χ
ben	b ɛ n
bencampwr	b ɛ ŋ k a m p ʊ r
bencampwriaeth	b ɛ ŋ k a m p ʊ r j a ɨ̯ θ
bencampwriaeth	b ɛ ŋ k a m p ʊ r j ɛ θ
bencampwyr	b ɛ ŋ k a m p w ɨ̞ r
bendant	b ɛ n d a n t
benderfynu	b ɛ n d ɛ r v ə n ɨ
bendith	b ɛ n d ɪ θ
bendithio	b ɛ n d ɪ θ j ɔ
bengwin	b ɛ ŋ ɡ w ɪ n
bengwiniaid	b ɛ ŋ ɡ w ɪ n j a i̯ d
bengwiniaid	b ɛ ŋ ɡ w ɪ n j ɛ d
benthycion	b ɛ n θ ə k j ɔ n
benthyg	b ɛ n θ ɨ̞ ɡ
benyw	b ɛ n ɨ̞ u̯
benywaidd	b ɛ n ɨ̞ u̯ a i̯ ð
ber	b ɛ r
berf	b ɛ r v
berf annherfynol	b ɛ r v a n h ɛ r v ə n ɔ l
berfau	b ɛ r v a
berfau	b ɛ r v a ɨ̯
berfau	b ɛ r v ɛ
berfau annherfynol	b ɛ r v a a n h ɛ r v ə n ɔ l
berfau annherfynol	b ɛ r v a ɨ̯ a n h ɛ r v ə n ɔ l
berfau annherfynol	b ɛ r v ɛ a n h ɛ r v ə n ɔ l
berfenw	b ɛ r v ɛ n u
berfenwau	b ɛ r v ɛ n w a
berfenwau	b ɛ r v ɛ n w a ɨ̯
berfenwau	b ɛ r v ɛ n w ɛ
berllan	b ɛ r ɬ a n
bermo	ə b ɛ r m ɔ
berthynas	b ɛ r θ ə n a s
berw	b ɛ r u
berwi	b ɛ r w i
beth	b eː θ
bethau	b ɛ θ a
bethau	b ɛ θ a ɨ̯
bethau	b ɛ θ ɛ
betws	b ɛ t ʊ s
beudy	b e ɨ̯ d ɨ
bi	b iː
biau	b iː a
biau	b iː a ɨ̯
biau	b iː ɛ
bib	b iː b
bibgorn	b ɪ b ɡ ɔ r n
big	b iː ɡ
bigan	b ɪ ɡ a n
bigwrn	b ɪ ɡ ʊ r n
bildar	b ɪ l d a r
biliwn	b ɪ l j ʊ n
bin	b iː n
bin	b ɪ n
bioleg	b j ɔ l ɛ ɡ
biolegol	b j ɔ l ɛ ɡ ɔ l
biolegydd	b j ɔ l ɛ ɡ ɨ ð
birmingham	b ə r m ɪ ŋ h a m
biti	b ɪ t ɪ
biws	b ɪ u̯ s
blaen	b l aː ɨ̯ n
blaidd	b l a i̯ ð
blanced	b l a ŋ k a d
blanced	b l a ŋ k ɛ d
blas	b l aː s
blasus	b l a s ɨ̞ s
blawd	b l a u̯ d
ble	b l eː
ble wyt ti'n byw	b l eː uː ɨ̯ t t ɨː n b ɨ u̯
ble wyt ti'n byw	b l eː uː ɨ̯ t t ɨː n b ɪ u̯
bleiddiaid	b l e i̯ ð j a i̯ d
bleiddiaid	b l e i̯ ð j ɛ d
bleiddiau	b l e i̯ ð j a
bleiddiau	b l e i̯ ð j a ɨ̯
bleiddiau	b l e i̯ ð j ɛ
bleidleisio	b l e i̯ d l e i̯ ʃ ɔ
blew	b l eː u̯
blewyn	b l ɛ u̯ ɨ̞ n
blin	b l iː n
blinedig	b l ɪ n ɛ d ɪ ɡ
blingo	b l ɪ ŋ ɔ
blino	b l ɪ n ɔ
blith	b l iː θ
blodau	b l ɔ d a
blodau	b l ɔ d a ɨ̯
blodau	b l ɔ d ɛ
blodfresych	b l ɔ d v r ɛ s ɨ̞ χ
blodfresychen	b l ɔ d v r ɛ s ə χ a n
blodfresychen	b l ɔ d v r ɛ s ə χ ɛ n
blodyn	b l ɔ d ɨ̞ n
blog	b l ɔ ɡ
blogiau	b l ɔ ɡ j a
blogiau	b l ɔ ɡ j a ɨ̯
blogiau	b l ɔ ɡ j ɛ
blogio	b l ɔ ɡ j ɔ
blogiwr	b l ɔ ɡ j ʊ r
blogwyr	b l ɔ ɡ w ɨ̞ r
blorai	b l ɔ r a i̯
blwch	b l uː χ
blwch llwch	b l uː χ ɬ uː χ
blwydd	b l uː ɨ̯ ð
blwyddi	b l ʊ ɨ̯ ð i
blwyddyn	b l ʊ ɨ̯ ð ɨ̞ n
blwyddyn golau	b l ʊ ɨ̯ ð ɨ̞ n ɡ ɔ l a
blwyddyn golau	b l ʊ ɨ̯ ð ɨ̞ n ɡ ɔ l a ɨ̯
blwyddyn golau	b l ʊ ɨ̯ ð ɨ̞ n ɡ ɔ l ɛ
blychau llwch	b l ə χ a ɨ̯ ɬ uː χ
blychau llwch	b l ə χ a ɬ uː χ
blychau llwch	b l ə χ ɛ ɬ uː χ
blynedd	b l ə n a ð
blynedd	b l ə n ɛ ð
blynyddoedd	b l ə n ə ð ɔ ɨ̯ ð
blynyddoedd golau	b l ə n ə ð ɔ ɨ̯ ð ɡ ɔ l a
blynyddoedd golau	b l ə n ə ð ɔ ɨ̯ ð ɡ ɔ l a ɨ̯
blynyddoedd golau	b l ə n ə ð ɔ ɨ̯ ð ɡ ɔ l ɛ
bob	b oː b
bobl	b ɔ b l
bobl	b ɔ b ɔ l
bobloedd	b ɔ b l ɔ ɨ̯ ð
boch	b oː χ
bochdew	b ɔ χ d ɛ u̯
bocsio	b ɔ k ʃ ɔ
bocsiwr	b ɔ k ʃ ʊ r
bocswyr	b ɔ k s w ɨ̞ r
bod	b oː d
bodd	b oː ð
boddi	b ɔ ð i
boenen	b ɔ ɨ̯ n ɛ n
boeni	b ɔ ɨ̯ n ɨ
boi	b ɔ i̯
bol	b ɔ l
boncyff	b ɔ ŋ k ɨ̞ f
bondigrybwyll	b ɔ n d ɪ ɡ r ə b ʊ ɨ̯ ɬ
boneddiges	b ɔ n ɛ ð ɪ ɡ ɛ s
boneddigesau	b ɔ n ɛ ð ɪ ɡ ɛ s a
boneddigesau	b ɔ n ɛ ð ɪ ɡ ɛ s a ɨ̯
boneddigesau	b ɔ n ɛ ð ɪ ɡ ɛ s ɛ
boneddigion	b ɔ n ɛ ð ɪ ɡ j ɔ n
bongorff	b ɔ ŋ ɡ ɔ r f
bonheddig	b ɔ n h ɛ ð ɪ ɡ
boptai	b ɔ p t a i̯
bopty	b ɔ p t ɨ
bord	b ɔ r d
bordydd	b ɔ r d ɨ̞ ð
bore	b ɔ r a
bore	b ɔ r ɛ
bore da	b ɔ r a d aː
bore da	b ɔ r ɛ d aː
bortiwgal	b ɔ r t j ʊ ɡ a l
bortiwgal	b ɔ r t ɪ u̯ ɡ a l
brad	b r aː d
braen	b r aː ɨ̯ n
braenu	b r e i̯ n i
braenu	b r e ɨ̯ n ɨ̞
braf	b r aː v
braich	b r a i̯ χ
brain	b r a i̯ n
braint	b r a i̯ n t
bras	b r aː s
braster	b r a s t ɛ r
brasterog	b r a s d ɛ r ɔ ɡ
brathu	b r a θ ɨ̞
braw	b r aː u̯
brawd	b r a u̯ d
brawiau	b r a u̯ j a
brawiau	b r a u̯ j a ɨ̯
brawiau	b r a u̯ j ɛ
brawychdod	b r a u̯ ə χ d ɔ d
brawychiad	b r a u̯ ə χ j a d
brawychiadau	b r a u̯ ə χ j a d a
brawychiadau	b r a u̯ ə χ j a d a ɨ̯
brawychiadau	b r a u̯ ə χ j a d ɛ
brawychiaeth	b r a u̯ ə χ j a ɨ̯ θ
brawychiaeth	b r a u̯ ə χ j ɛ θ
brawychus	b r a u̯ ə χ ɨ̞ s
brawychwr	b r a u̯ ə χ ʊ r
brawychwyr	b r a u̯ ə χ w ɨ̞ r
brech	b r eː χ
brechdan	b r ɛ χ d a n
brecsit	b r ɛ k s ɪ t
brecwast	b r ɛ k w a s t
breifat	b r e i̯ v a t
brenhines	b r ɛ n h ɪ n a s
brenhines	b r ɛ n h ɪ n ɛ s
brenin	b r ɛ n ɪ n
bresych	b r ɛ s ɨ̞ χ
bresychen	b r ɛ s ə χ a n
bresychen	b r ɛ s ə χ ɛ n
breuddwyd	b r e ɨ̯ ð ʊ ɨ̯ d
breuddwydio	b r e ɨ̯ ð ʊ ɨ̯ d j ɔ
breuddwydion	b r e ɨ̯ ð ʊ ɨ̯ d j ɔ n
brexit	b r ɛ k s ɪ t
bri	b r iː
briallen	b r j a ɬ ɛ n
briallen	b r ɪ a ɬ ɛ n
briallu	b r j a ɬ ɨ̞
briallu	b r ɪ a ɬ ɨ̞
bric	b r ɪ k
briciau	b r i k j a
briciau	b r i k j a ɨ̯
briciau	b r i k j ɛ
brics	b r ɪ k s
bricsen	b r ɪ k s a n
bricsen	b r ɪ k s ɛ n
bricyll	b r ɪ k ɨ̞ ɬ
brif	b r iː v
brig	b r iː ɡ
brig y nos	b r iː ɡ ə n oː s
brith	b r iː θ
briw	b r ɪ u̯
broch	b r oː χ
brochion	b r ɔ χ j ɔ n
brochod	b r ɔ χ ɔ d
brodyr	b r ɔ d ɨ̞ r
broga	b r ɔ ɡ a
bron	b r ɔ n
bronrhuddyn y mynydd	b r ɔ n r̥ ɨ̞ ð ɨ̞ n ə m ə n ɨ̞ ð
bronwen	b r ɔ n w ɛ n
brwd	b r uː d
brwdfrydedd	b r ʊ d v r ə d a ð
brwdfrydedd	b r ʊ d v r ə d ɛ ð
brwmstan	b r ʊ m s d a n
brwydr	b r ʊ ɨ̯ d r
brwydrau	b r ʊ ɨ̯ d r a
brwydrau	b r ʊ ɨ̯ d r a ɨ̯
brwydrau	b r ʊ ɨ̯ d r ɛ
brwydro	b r ʊ ɨ̯ d r ɔ
brwydrwr	b r ʊ ɨ̯ d r ʊ r
brwydrwyr	b r ʊ ɨ̯ d r w ɨ̞ r
brwyn	b r uː ɨ̯ n
brwyna	b r ʊ ɨ̯ n a
brwysg	b r uː ɨ̯ s k
brych	b r ɨː χ
bryd	b r ɨː d
brydain	b r ə d a i̯ n
brydain	b r ə d ɛ n
bryf	b r ɨː v
bryfed	b r ə v a d
bryfed	b r ə v ɛ d
bryn	b r ɨ̞ n
bryna	b r ə n a
bryngaer	b r ə ŋ ɡ a ɨ̯ r
bryngaer	b r ɨ̞ ŋ ɡ a ɨ̯ r
bryniau	b r ə n j a
bryniau	b r ə n j a ɨ̯
bryniau	b r ə n j ɛ
brynu	b r ə n ɨ
brys	b r ɨː s
bryste	b r ɨ̞ s t ɛ
brysur	b r ə s ɨ̞ r
brython	b r ə θ ɔ n
brythoneg	b r ə θ ɔ n ɛ ɡ
brân	b r aː n
brân gernyw	b r aː n ɡ ɛ r n ɨ u̯
brân gernyw	b r aː n ɡ ɛ r n ɪ u̯
brëyr	b r eː ɨ̞ r
bu	b ɨː
bual	b ɨ̞ a l
buan	b ɨ̞ a n
budd	b ɨː ð
buddion	b ɨ̞ ð j ɔ n
buddsoddi	b ɨ̞ ð s ɔ ð ɪ
buddug	b ɨ̞ ð ɨ̞ ɡ
buddugol	b ɨ̞ ð ɨ̞ ɡ ɔ l
buddugoliaeth	b ɨ̞ ð ɨ̞ ɡ ɔ l j a ɨ̯ θ
buddugoliaeth	b ɨ̞ ð ɨ̞ ɡ ɔ l j ɛ θ
buddugwr	b ɨ̞ ð ɨ̞ ɡ ʊ r
buddugwyr	b ɨ̞ ð ɨ̞ ɡ w ɨ̞ r
bugail	b ɪ ɡ a i̯ l
bugail	b ɪ ɡ ɛ l
bum	b ɨ̞ m
bunt	b ɨ̞ n t
bur	b ɨː r
busnes	b ɨ̞ s n a s
busnes	b ɨ̞ s n ɛ s
buwch	b ɨ u̯ χ
bwa	b uː a
bwa'r gwynt	b uː a r ɡ w ɨ̞ n t
bwced	b ʊ k a d
bwced	b ʊ k ɛ d
bwch	b uː χ
bwgan	b ʊ ɡ a n
bwl	b ʊ l
bwlch	b ʊ l χ
bwlgaria	b ʊ l ɡ a r j a
bwm y gors	b ʊ m ə ɡ ɔ r s
bwrdd	b ʊ r ð
bwrw	b ʊ r u
bwrw hen wragedd â ffyn	b ʊ r ʊ h eː n w r a ɡ ɛ ð a f ɨ̞ n
bws	b ʊ s
bwthyn	b ʊ θ ɨ̞ n
bwyd	b uː ɨ̯ d
bwydydd	b ʊ ɨ̯ d ɨ̞ ð
bwyta	b ə t a
bwyta	b ʊ ɨ̯ t a
bwytadwy	b ʊ ɨ̯ t a d ʊ ɨ̯
bwyty	b ʊ ɨ̯ t ɨ̞
bychan	b ə χ a n
bychod	b ə χ ɔ d
byd	b ɨː d
bydd	b ɨː ð
byddai	b ə ð a
byddai	b ə ð a i̯
byddai	b ə ð ɛ
byddar	b ə ð a r
byddarol	b ə ð a r ɔ l
byddaru	b ə ð a r ɨ
byddi	b ə ð ɪ
byddin	b ə ð ɪ n
byddwch	b ə ð ʊ χ
byddwn	b ə ð ʊ n
byliau	b ə l j a
byliau	b ə l j a ɨ̯
byliau	b ə l j ɛ
bynnag	b ə n a ɡ
byr	b ɨ̞ r
byrddydd	b ə r ð ɨ̞ ð
byrddydd gaeaf	b ə r ð ɨ̞ ð ɡ e ɨ̯ a
byrddydd gaeaf	b ə r ð ɨ̞ ð ɡ e ɨ̯ a v
bys troed	b ɨː s t r oː ɨ̯ d
bysell	b ə s ɛ ɬ
bysellfwrdd	b ə s ɛ ɬ v ʊ r ð
bysgod	b ə s ɡ ɔ d
bysgodyn	b ə s ɡ ɔ d ɨ̯ n
bysgota	b ə s ɡ ɔ t a
byth	b ɨː θ
byth	b ɨ̞ θ
bythynnod	b ə θ ə n ɔ d
byw	b ɨ u̯
byw	b ɪ u̯
bywgraffiadur	b ɨ u̯ ɡ r a f j a d ɨ̞ r
bywgraffiadur	b ɪ u̯ ɡ r a f j a d ɨ̞ r
bywiog	b ɨ̞ u̯ j ɔ ɡ
bywyd	b ə u̯ ɨ̞ d
bàth	b a θ
bôm	b oː m
bôn	b oː n
bûm	b ɨː m
bŵt	b uː t
ca	k aː
cacen	k a k a n
cacen	k a k ɛ n
cacen fach	k a k a m b aː χ
cacen fach	k a k ɛ m b aː χ
cacen gri	k a k a ŋ ɡ r iː
cacen gri	k a k ɛ ŋ ɡ r iː
cacennau	k a k ɛ n a
cacennau	k a k ɛ n a ɨ̯
cacennau	k a k ɛ n ɛ
cacennau cri	k a k ɛ n a k r iː
cacennau cri	k a k ɛ n a ɨ̯ k r iː
cacennau cri	k a k ɛ n ɛ k r iː
cach	k aː χ
cacha	k a χ a
cachai	k a χ a i̯
cachai	k a χ ɛ
cachais	k a χ a i̯ s
cachais	k a χ ɛ s
cachan	k a χ a n
cachen	k a χ ɛ n
caches	k a χ ɛ s
cachet	k a χ ɛ t
cachgi bwm	k a χ ɡ ɪ b ʊ m
cachgwn bwm	k a χ ɡ ʊ m b ʊ m
cachi	k a χ ɪ
cachlwyth	k a χ l ʊ ɨ̯ θ
cachu	k a χ ɨ̞
cacs	k a k s
cacs bach	k a k s b aː χ
cactws	k a k t ʊ s
cacwn	k a k ʊ n
cacwn meirch	k a k ʊ m m e i̯ r χ
cacynen	k a k ə n a n
cacynen	k a k ə n ɛ n
cacynen feirch	k a k ə n a n v e i̯ r χ
cacynen feirch	k a k ə n ɛ n v e i̯ r χ
cad	k aː d
cadach	k a d a χ
cadair	k a d a i̯ r
cadair	k a d a r
cadair	k a d ɛ r
cadarn	k a d a r n
cadd	k aː ð
cadernid	k a d ɛ r n i d
cadlas	k a d l a s
cadnawes	k a d n a u̯ ɛ s
cadno	k a d n ɔ
cadw	k a d u
cadwch	k a d ʊ χ
cadwyn	k a d ʊ ɨ̯ n
cae	k aː ɨ̯
caeaf	k e ɨ̯ a
caeaf	k e ɨ̯ a v
caed	k aː ɨ̯ d
caeir	k e ɨ̯ ɪ r
cael	k aː l
cael	k aː ɨ̯ l
caem	k aː ɨ̯ m
caen	k aː ɨ̯ n
caer	k aː ɨ̯ r
caer arianrhod	k aː ɨ̯ r a r j a n r̥ ɔ d
caer gwydion	k aː ɨ̯ r ɡ w ə d j ɔ n
caer gwydion	k aː ɨ̯ r ɡ w ɨ̞ d j ɔ n
caerau	k e ɨ̯ r a
caerau	k e ɨ̯ r a ɨ̯
caerau	k e ɨ̯ r ɛ
caerdydd	k a ɨ̯ r d ɨː ð
caerdydd	k ə r d ɨː ð
caeredin	k a ɨ̯ r ɛ d ɨ̞ n
caerfaddon	k a ɨ̯ r v a ð ɔ n
caerffili	k a ɨ̯ r f ɪ l i
caergaint	k a ɨ̯ r ɡ a i̯ n t
caergrawnt	k a ɨ̯ r ɡ r a u̯ n t
caerhirfryn	k a ɨ̯ r h ɪ r v r ɨ̞ n
caerliwelydd	k a ɨ̯ r l ɪ u̯ ɛ l ɨ̞ ð
caerloyw	k a ɨ̯ r l ɔ ɨ̯ ʊ
caerlŷr	k a ɨ̯ r l ɨː r
caernarfon	k a ɨ̞ r n a r v ɔ n
caersallog	k a ɨ̯ r s a ɬ ɔ ɡ
caerwrangon	k a ɨ̯ r w r a ŋ ɔ n
caerwynt	k a ɨ̯ r w ɨ̞ n t
caerwysg	k a ɨ̯ r uː ɨ̯ s ɡ
caeth	k aː ɨ̯ θ
caeth	k aː θ
caf	k aː
caf	k aː v
cafas	k a v a s
caffai	k a f a i̯
caffed	k a f ɛ d
caffel	k a f ɛ l
caffent	k a f ɛ n t
caffer	k a f ɛ r
caffi	k a f i
caffis	k a f ɪ s
caffîn	k a f iː n
cafiar	k a v j a r
cafiâr	k a v j aː r
cafodd	k a v ɔ ð
cafon	k a v ɔ n
cafwyd	k a v ʊ ɨ̯ d
caiff	k a i̯ f
caill	k a i̯ ɬ
cain	k a i̯ n
caint	k a i̯ n t
cais	k a i̯ s
cait	k a i̯ t
cala	k a l a
calan	k a l a n
calchfaen	k a l χ v a ɨ̯ n
caled	k a l a d
caled	k a l ɛ d
caledu	k a l ɛ d ɨ
calenigion	k a l ɛ n ɪ ɡ j ɔ n
caleted	k a l ɛ t ɛ d
calon	k a l ɔ n
calsiwm	k a l s j ʊ m
cam	k a m
camau	k a m a
camau	k a m a ɨ̯
camau	k a m ɛ
