aa	ɑː
aikoinaan	ɑ i̯ k o̞ i̯ n ɑː n
aikominen	ɑ i̯ k o̞ m i n e̞ n
aikuinen	ɑ i̯ k u i̯ n e̞ n
aikuislapsi	ɑ i̯ k u i̯ s̠ l ɑ p s̠ i
aikuistua	ɑ i̯ k u i̯ s̠ t̪ u ɑ ʔ
aikuistuminen	ɑ i̯ k u i̯ s̠ t̪ u m i n e̞ n
aikuistuttava	ɑ i̯ k u i̯ s̠ t̪ u t̪ː ɑ ʋ ɑ
aikuistuttu	ɑ i̯ k u i̯ s̠ t̪ u t̪ː u
aila	ɑ i̯ l ɑ
ailahdella	ɑ i̯ l ɑ h d e̞ lː ɑ ʔ
ailahdellen	ɑ i̯ l ɑ h d e̞ lː e̞ n
ailahtaa	ɑ i̯ l ɑ x t̪ ɑː ʔ
ailahtaminen	ɑ i̯ l ɑ h t̪ ɑ m i n e̞ n
ailahteleminen	ɑ i̯ l ɑ h t̪ e̞ l e̞ m i n e̞ n
aili	ɑ i̯ l i
ailurofobia	ɑ i̯ l u r o̞ f o̞ b i ɑ
aimo	ɑ i̯ m o̞
aina	ɑ i̯ n ɑ
aine	ɑ i̯ n e̞ ʔ
aineellinen	ɑ i̯ n e̞ː l l i n e̞ n
aineellistaa	ɑ i̯ n e̞ː l l i s̠ t̪ ɑː ʔ
aineellistaminen	ɑ i̯ n e̞ː l l i s̠ t̪ ɑ m i n e̞ n
aineellistuminen	ɑ i̯ n e̞ː l l i s̠ t̪ u m i n e̞ n
aineenvaihdunta	ɑ i̯ n e̞ː n ʋ ɑ i̯ ç d u n̪ t̪ ɑ
aineet	ɑ i̯ n e̞ː t̪
aineeton	ɑ i̯ n e̞ː t̪ o̞ n
ainehiukkanen	ɑ i̯ n e̞ h h i u̯ kː ɑ n e̞ n
aineisto	ɑ i̯ n e̞ i̯ s̠ t̪ o̞
aineistotietokanta	ɑ i̯ n e̞ i̯ s̠ t̪ o̞ t̪ i e̞̯ t̪ o̞ k ɑ n̪ t̪ ɑ
aineistua	ɑ i̯ n e̞ i̯ s̠ t̪ u ɑ ʔ
aineistuminen	ɑ i̯ n e̞ i̯ s̠ t̪ u m i n e̞ n
ainemäärä	ɑ i̯ n e̞ m m æː r æ
aineoppi	ɑ i̯ n e̞ ʔ o̞ pː i
aineryhmä	ɑ i̯ n e̞ r r y ç m æ
aines	ɑ i̯ n e̞ s̠
ainesana	ɑ i̯ n e̞ s̠ s̠ ɑ n ɑ
ainesosa	ɑ i̯ n e̞ s̠ o̞ s̠ ɑ
aini	ɑ i̯ n i
ainikki	ɑ i̯ n i kː i
aino	ɑ i̯ n o̞
ainoa	ɑ i̯ n o̞ ɑ
ainokainen	ɑ i̯ n o̞ k ɑ i̯ n e̞ n
ainuntaa	ɑ i̯ n u n̪ t̪ ɑː ʔ
ainut	ɑ i̯ n u t̪
aio	ɑ i̯ o̞ ʔ
aioli	ɑ i̯ o̞ l i
aiolinen	ɑ i̯ o̞ l i n e̞ n
aion	ɑ i̯ o̞ n
aioni	ɑ i̯ o̞ n i
aira	ɑ i̯ r ɑ
airi	ɑ i̯ r i
airo	ɑ i̯ r o̞
airut	ɑ i̯ r u t̪
ais	ɑ i̯ s̠
aisa	ɑ i̯ s̠ ɑ
aisaaminen	ɑ i̯ s̠ ɑː m i n e̞ n
aisakeinu	ɑ i̯ s̠ ɑ k e̞ i̯ n u
aisankannatin	ɑ i̯ s̠ ɑ ŋ k ɑ nː ɑ t̪ i n
aisti	ɑ i̯ s̠ t̪ i
aisti	ɑ i̯ s̠ t̪ i ʔ
aistia	ɑ i̯ s̠ t̪ i ɑ
aistia	ɑ i̯ s̠ t̪ i ɑ ʔ
aistielämys	ɑ i̯ s̠ t̪ i e̞ l æ m y s̠
aistiharha	ɑ i̯ s̠ t̪ i h ɑ r h ɑ
aistikas	ɑ i̯ s̠ t̪ i k ɑ s̠
aistin	ɑ i̯ s̠ t̪ i n
aistinelin	ɑ i̯ s̠ t̪ i n e̞ l i n
aistinsisältö	ɑ i̯ s̠ t̪ i n s̠ i s̠ æ l t̪ ø̞
aita	ɑ i̯ t̪ ɑ
aitaa	ɑ i̯ t̪ ɑː
aitaa	ɑ i̯ t̪ ɑː ʔ
aitaamaton	ɑ i̯ t̪ ɑː m ɑ t̪ o̞ n
aitaaminen	ɑ i̯ t̪ ɑː m i n e̞ n
aitio	ɑ i̯ t̪ i o̞
aito	ɑ i̯ t̪ o̞
aitoa	ɑ i̯ t̪ o̞ ɑ
aitoa	ɑ i̯ t̪ o̞ ɑ ʔ
aitoakseen	ɑ i̯ t̪ o̞ ɑ k s̠ e̞ː n
aitoja	ɑ i̯ t̪ o̞ j ɑ
aitolehti	ɑ i̯ t̪ o̞ l e̞ h t̪ i
aitomaksasammal	ɑ i̯ t̪ o̞ m ɑ k s̠ ɑ s̠ ɑ mː ɑ l
aitominen	ɑ i̯ t̪ o̞ m i n e̞ n
aitosammal	ɑ i̯ t̪ o̞ s̠ ɑ mː ɑ l
aitotumainen	ɑ i̯ t̪ o̞ t̪ u m ɑ i̯ n e̞ n
aitovirna	ɑ i̯ t̪ o̞ ʋ i r n ɑ
aitta	ɑ i̯ t̪ː ɑ
aivan	ɑ i̯ ʋ ɑ n
aivastaa	ɑ i̯ ʋ ɑ s̠ t̪ ɑː ʔ
aivastava	ɑ i̯ ʋ ɑ s̠ t̪ ɑ ʋ ɑ
aivasteleminen	ɑ i̯ ʋ ɑ s̠ t̪ e̞ l e̞ m i n e̞ n
aivastuttaminen	ɑ i̯ ʋ ɑ s̠ t̪ u t̪ː ɑ m i n e̞ n
aivojumppa	ɑ i̯ ʋ o̞ j u m pː ɑ
aivokalvontulehdus	ɑ i̯ ʋ o̞ k ɑ l ʋ o̞ n t̪ u l e̞ h d u s̠
aivokirurgi	ɑ i̯ ʋ o̞ k i r u r ɡ i
aivokuolema	ɑ i̯ ʋ o̞ k u o̞̯ l e̞ m ɑ
aivokuorenalainen	ɑ i̯ ʋ o̞ k u o̞̯ r e̞ n ɑ l ɑ i̯ n e̞ n
aivokuori	ɑ i̯ ʋ o̞ k u o̞̯ r i
aivokurkiainen	ɑ i̯ ʋ o̞ k u r k i ɑ i̯ n e̞ n
aivokuume	ɑ i̯ ʋ o̞ k uː m e̞ ʔ
aivokäyrä	ɑ i̯ ʋ o̞ k æ y̯ r æ
aivolisäke	ɑ i̯ ʋ o̞ l i s̠ æ k e̞ ʔ
aivolohko	ɑ i̯ ʋ o̞ l o̞ x k o̞
aivolymfooma	ɑ i̯ ʋ o̞ l y m f o̞ː m ɑ
aivomato	ɑ i̯ ʋ o̞ m ɑ t̪ o̞
aivopestä	ɑ i̯ ʋ o̞ p e̞ s̠ t̪ æ ʔ
aivosähkökäyrä	ɑ i̯ ʋ o̞ s̠ æ h k ø̞ k æ y̯ r æ
aivot	ɑ i̯ ʋ o̞ t̪
aivotoiminta	ɑ i̯ ʋ o̞ t̪ o̞ i̯ m i n̪ t̪ ɑ
aivotrusti	ɑ i̯ ʋ o̞ t̪ r u s̠ t̪ i
aivotyrä	ɑ i̯ ʋ o̞ t̪ y r æ
aivotärähdys	ɑ i̯ ʋ o̞ t̪ æ r æ h d y s̠
aivovamma	ɑ i̯ ʋ o̞ ʋ ɑ mː ɑ
aivovaurio	ɑ i̯ ʋ o̞ ʋ ɑ u̯ r i o̞
aivoverenkiertohäiriö	ɑ i̯ ʋ o̞ ʋ e̞ r e̞ ŋ k i e̞̯ r t̪ o̞ h æ i̯ r i ø̞
aja	ɑ j ɑ ʔ
ajaa	ɑ j ɑː ʔ
ajaantuminen	ɑ j ɑː n t̪ u m i n e̞ n
ajallaan	ɑ j ɑ lː ɑː n
ajallinen	ɑ j ɑ l l i n e̞ n
ajamaan	ɑ j ɑ m ɑː n
ajaminen	ɑ j ɑ m i n e̞ n
ajan	ɑ j ɑ n
ajanhetki	ɑ j ɑ n h e̞ t̪ k i
ajankohtaistaminen	ɑ j ɑ ŋ k o̞ x t̪ ɑ i̯ s̠ t̪ ɑ m i n e̞ n
ajankohtaistuminen	ɑ j ɑ ŋ k o̞ x t̪ ɑ i̯ s̠ t̪ u m i n e̞ n
ajanlasku	ɑ j ɑ n l ɑ s̠ k u
ajanmukainen	ɑ j ɑ m m u k ɑ i̯ n e̞ n
ajanmukaistuminen	ɑ j ɑ m m u k ɑ i̯ s̠ t̪ u m i n e̞ n
ajantasaistaminen	ɑ j ɑ n̪ t̪ ɑ s̠ ɑ i̯ s̠ t̪ ɑ m i n e̞ n
ajanviete	ɑ j ɑ n ʋ i e̞̯ t̪ e̞ ʔ
ajanvietematematiikka	ɑ j ɑ n ʋ i e̞̯ t̪ e̞ m m ɑ t̪ e̞ m ɑ t̪ iː kː ɑ
ajastaminen	ɑ j ɑ s̠ t̪ ɑ m i n e̞ n
ajastin	ɑ j ɑ s̠ t̪ i n
ajatella	ɑ j ɑ t̪ e̞ lː ɑ ʔ
ajatellen	ɑ j ɑ t̪ e̞ lː e̞ n
ajateltavissa	ɑ j ɑ t̪ e̞ l t̪ ɑ ʋ i s̠ː ɑ
ajatollah	ɑ j ɑ t̪ o̞ lː ɑ h
ajaton	ɑ j ɑ t̪ o̞ n
ajattaja	ɑ j ɑ t̪ t̪ ɑ j ɑ
ajattaminen	ɑ j ɑ t̪ t̪ ɑ m i n e̞ n
ajatteleminen	ɑ j ɑ t̪ t̪ e̞ l e̞ m i n e̞ n
ajatteluttaminen	ɑ j ɑ t̪ː e̞ l u t̪ː ɑ m i n e̞ n
ajatuksekas	ɑ j ɑ t̪ u k s̠ e̞ k ɑ s̠
ajatusharha	ɑ j ɑ t̪ u s̠ h ɑ r h ɑ
ajatuskoe	ɑ j ɑ t̪ u s̠ k o̞ e̞ ʔ
ajatusrikos	ɑ j ɑ t̪ u s̠ r i k o̞ s̠
ajatusviiva	ɑ j ɑ t̪ u s̠ ʋ iː ʋ ɑ
ajautua	ɑ j ɑ u t̪ u ɑ ʔ
ajautuminen	ɑ j ɑ u t̪ u m i n e̞ n
ajelehtia	ɑ j e̞ l e̞ h t̪ i ɑ ʔ
ajelehtiminen	ɑ j e̞ l e̞ h t̪ i m i n e̞ n
ajeleminen	ɑ j e̞ l e̞ m i n e̞ n
ajella	ɑ j e̞ lː ɑ ʔ
ajelu	ɑ j e̞ l u
ajelureki	ɑ j e̞ l u r e̞ k i
ajeluttaminen	ɑ j e̞ l u t̪ː ɑ m i n e̞ n
ajettuminen	ɑ j e̞ t̪ t̪ u m i n e̞ n
ajetuksissa	ɑ j e̞ t̪ u k s̠ i s̠ː ɑ
ajo	ɑ j o̞
ajoaikainen	ɑ j o̞ ɑ i̯ k ɑ i̯ n e̞ n
ajoeste	ɑ j o̞ e̞ s̠ t̪ e̞ ʔ
ajoissa	ɑ j o̞ i̯ s̠ː ɑ
ajoittaa	ɑ j o̞ i̯ t̪ː ɑː ʔ
ajoittaminen	ɑ j o̞ i̯ t̪ t̪ ɑ m i n e̞ n
ajoittua	ɑ j o̞ i̯ t̪ t̪ u ɑ ʔ
ajoittuminen	ɑ j o̞ i̯ t̪ t̪ u m i n e̞ n
ajokaluseppä	ɑ j o̞ k ɑ l u s̠ e̞ pː æ
ajokaskasvi	ɑ j o̞ k ɑ s̠ k ɑ s̠ ʋ i
ajokeppi	ɑ j o̞ k e̞ pː i
ajokoe	ɑ j o̞ k o̞ e̞ ʔ
ajokoirat	ɑ j o̞ k o̞ i̯ r ɑ t̪
ajokone	ɑ j o̞ k o̞ n e̞ ʔ
ajokortti	ɑ j o̞ k o̞ r t̪ː i
ajoluiska	ɑ j o̞ l u i̯ s̠ k ɑ
ajolumi	ɑ j o̞ l u m i
ajomies	ɑ j o̞ m i e̞̯ s̠
ajonaikainen	ɑ j o̞ n ɑ i̯ k ɑ i̯ n e̞ n
ajoneuvotekniikka	ɑ j o̞ n e̞ u̯ ʋː o̞ t̪ e̞ k n iː kː ɑ
ajonopeus	ɑ j o̞ n o̞ p e̞ u s̠
ajopurje	ɑ j o̞ p u r j e̞ ʔ
ajorata	ɑ j o̞ r ɑ t̪ ɑ
ajoreki	ɑ j o̞ r e̞ k i
ajos	ɑ j o̞ s̠
ajosuorite	ɑ j o̞ s̠ u o̞̯ r i t̪ e̞ ʔ
ajotunti	ɑ j o̞ t̪ u n̪ t̪ i
aju	ɑ j u
akaa	ɑ k ɑː
akaalainen	ɑ k ɑː l ɑ i̯ n e̞ n
akaasia	ɑ k ɑː s̠ i ɑ
akan	ɑ k ɑ n
akana	ɑ k ɑ n ɑ
akanvirta	ɑ k ɑ n ʋ i r t̪ ɑ
akasia	ɑ k ɑː s̠ i ɑ
akateemikko	ɑ k ɑ t̪ e̞ː m i kː o̞
akateeminen	ɑ k ɑ t̪ e̞ː m i n e̞ n
aki	ɑ k i
akka	ɑ kː ɑ
akkadi	ɑ kː ɑ d i
akkaihminen	ɑ kː ɑ i ç m i n e̞ n
akkautua	ɑ kː ɑ u t̪ u ɑ ʔ
akkautuminen	ɑ kː ɑ u t̪ u m i n e̞ n
akklimatisoiminen	ɑ kː l i m ɑ t̪ i s̠ o̞ i̯ m i n e̞ n
akklimatisoitua	ɑ kː l i m ɑ t̪ i s̠ o̞ i̯ t̪ u ɑ
akklimatisoitua	ɑ kː l i m ɑ t̪ i s̠ o̞ i̯ t̪ u ɑ ʔ
akklimatisoituminen	ɑ k k l i m ɑ t̪ i s̠ o̞ i̯ t̪ u m i n e̞ n
akkreditoiminen	ɑ kː r e̞ d i t̪ o̞ i̯ m i n e̞ n
akku	ɑ kː u
akkujännite	ɑ kː u j æ nː i t̪ e̞ ʔ
akkukenno	ɑ kː u k e̞ nː o̞
akkukone	ɑ kː u k o̞ n e̞ ʔ
akkukonesetti	ɑ kː u k o̞ n e̞ s̠ s̠ e̞ t̪ː i
akkuna	ɑ kː u n ɑ
akkusatiivi	ɑ kː u s̠ ɑ t̪ iː ʋ i
akkusatorinen	ɑ kː u s̠ ɑ t̪ o̞ r i n e̞ n
akkuvesi	ɑ kː u ʋ e̞ s̠ i
akkuvirta	ɑ kː u ʋ i r t̪ ɑ
akne	ɑ k n e̞
akoittuminen	ɑ k o̞ i̯ t̪ t̪ u m i n e̞ n
akromatopsia	ɑ k r o̞ m ɑ t̪ o̞ p s̠ i ɑ
akrylaatti	ɑ k r y l ɑː t̪ː i
akryyli	ɑ k r yː l i
akryyliamidi	ɑ k r yː l i ɑ m i d i
akryylikuitu	ɑ k r yː l i k u i̯ t̪ u
akryylikynsi	ɑ k r yː l i k y n s̠ i
akryylimaali	ɑ k r yː l i m ɑː l i
akseli	ɑ k s̠ e̞ l i
akselikiila	ɑ k s̠ e̞ l i k iː l ɑ
akselinlaskija	ɑ k s̠ e̞ l i n l ɑ s̠ k i j ɑ
akselitaso	ɑ k s̠ e̞ l i t̪ ɑ s̠ o̞
akselivarmistin	ɑ k s̠ e̞ l i ʋ ɑ r m i s̠ t̪ i n
aksentoida	ɑ k s̠ e̞ n t̪ o̞ i̯ d ɑ ʔ
aksentti	ɑ k s̠ e̞ n̪ t̪ː i
aksidenssi	ɑ k s̠ i d e̞ n s̠ː i
aksiomi	ɑ k s̠ i o̞ m i
aksiooma	ɑ k s̠ i o̞ː m ɑ
aksioomajärjestelmä	ɑ k s̠ i o̞ː m ɑ j æ r j e̞ s̠ t̪ e̞ l m æ
aksis	ɑ k s̠ i s̠
aksolotli	ɑ k s̠ o̞ l o̞ t̪ l i
aksoni	ɑ k s̠ o̞ n i
aksonometria	ɑ k s̠ o̞ n o̞ m e̞ t̪ r i ɑ
aksonometrinen	ɑ k s̠ o̞ n o̞ m e̞ t̪ r i n e̞ n
aktiini	ɑ k t̪ iː n i
aktiivat	ɑ k t̪ iː ʋ ɑ t̪
aktiivi	ɑ k t̪ iː ʋ i
aktiivihiilisuodatin	ɑ k t̪ iː ʋ i h iː l i s̠ u o̞̯ d ɑ t̪ i n
aktiivinen	ɑ k t̪ iː ʋ i n e̞ n
aktiivisemmin	ɑ k t̪ iː ʋ i s̠ e̞ mː i n
aktiivistua	ɑ k t̪ iː ʋ i s̠ t̪ u ɑ ʔ
aktiivistuminen	ɑ k t̪ iː ʋ i s̠ t̪ u m i n e̞ n
aktiivisuuskerroin	ɑ k t̪ iː ʋ i s̠ uː s̠ k e̞ rː o̞ i̯ n
aktinium	ɑ k t̪ i n i u m
aktivaatio	ɑ k t̪ i ʋ ɑː t̪ i o̞
aktivaatiofunktio	ɑ k t̪ i ʋ ɑː t̪ i o̞ f u ŋ k t̪ i o̞
aktivaatiotietue	ɑ k t̪ i ʋ ɑː t̪ i o̞ t̪ i e̞ t̪ u e̞ ʔ
aktivoida	ɑ k t̪ i ʋ o̞ i̯ d ɑ ʔ
aktivointienergia	ɑ k t̪ i ʋ o̞ i̯ n̪ t̪ i e̞ n e̞ r ɡ i ɑ
aktivointitietue	ɑ k t̪ i ʋ o̞ i̯ n̪ t̪ i t̪ i e̞ t̪ u e̞ ʔ
aktivoitua	ɑ k t̪ i ʋ o̞ i̯ t̪ u ɑ
aktivoitua	ɑ k t̪ i ʋ o̞ i̯ t̪ u ɑ ʔ
aktivoituminen	ɑ k t̪ i ʋ o̞ i̯ t̪ u m i n e̞ n
aktomyosiini	ɑ k t̪ o̞ m y o̞ s̠ iː n i
aktuaalistaminen	ɑ k t̪ u ɑː l i s̠ t̪ ɑ m i n e̞ n
aktuaalistua	ɑ k t̪ u ɑː l i s̠ t̪ u ɑ ʔ
aktuaalistuminen	ɑ k t̪ u ɑː l i s̠ t̪ u m i n e̞ n
aktualisoiminen	ɑ k t̪ u ɑ l i s̠ o̞ i̯ m i n e̞ n
aktualisoitua	ɑ k t̪ u ɑ l i s̠ o̞ i̯ t̪ u ɑ
aktualisoitua	ɑ k t̪ u ɑ l i s̠ o̞ i̯ t̪ u ɑ ʔ
aktualisoituminen	ɑ k t̪ u ɑ l i s̠ o̞ i̯ t̪ u m i n e̞ n
aku	ɑ k u
akupunktuuri	ɑ k u p u ŋ k t̪ uː r i
akusto	ɑ k u s̠ t̪ o̞
akuutti	ɑ k uː t̪ː i
akvaario	ɑ k ʋ ɑː r i o̞
akvarelli	ɑ k ʋ ɑ r e̞ lː i
akvedukti	ɑ k ʋ e̞ d u k t̪ i
ala	ɑ l ɑ
ala	ɑ l ɑ ʔ
alabama	ɑ l ɑ b ɑ m ɑ
alabandiitti	ɑ l ɑ b ɑ n d iː t̪ː i
aladobi	ɑ l ɑ d o̞ː b i
aladoopi	ɑ l ɑ d o̞ː p i
alahammas	ɑ l ɑ h ɑ mː ɑ s̠
alahanka	ɑ l ɑ h ɑ ŋ k ɑ
alaikäinen	ɑ l ɑ i k æ i̯ n e̞ n
alailmakehä	ɑ l ɑ i l m ɑ k e̞ ɦ æ
alaindeksi	ɑ l ɑ i n d e̞ k s̠ i
alainen	ɑ l ɑ i̯ n e̞ n
alaiseton	ɑ l ɑ i̯ s̠ e̞ t̪ o̞ n
alajako	ɑ l ɑ j ɑ k o̞
alajaos	ɑ l ɑ j ɑ o̞ s̠
alajaosto	ɑ l ɑ j ɑ o̞ s̠ t̪ o̞
alajaotus	ɑ l ɑ j ɑ o̞ t̪ u s̠
alajuoksu	ɑ l ɑ j u o̞̯ k s̠ u
alajyrsin	ɑ l ɑ j y r s̠ i n
alajärveläinen	ɑ l ɑ j æ r ʋ e̞ l æ i̯ n e̞ n
alajärvi	ɑ l ɑ j æ r ʋ i
alakanava	ɑ l ɑ k ɑ n ɑ ʋ ɑ
alakansakoulu	ɑ l ɑ k ɑ n s̠ ɑ k o̞ u̯ l u
alakantissa	ɑ l ɑ k ɑ n̪ t̪ i s̠ː ɑ
alakanttiin	ɑ l ɑ k ɑ n̪ t̪ː iː n
alakautta	ɑ l ɑ k ɑ u̯ t̪ː ɑ
alakenttä	ɑ l ɑ k e̞ n̪ t̪ː æ
alakerros	ɑ l ɑ k e̞ rː o̞ s̠
alakierrelyönti	ɑ l ɑ k i e̞̯ rː e̞ l l y ø̞̯ n̪ t̪ i
alakierteinen	ɑ l ɑ k i e̞̯ r t̪ e̞ i̯ n e̞ n
alakilpi	ɑ l ɑ k i l p i
alakolmiomatriisi	ɑ l ɑ k o̞ l m i o̞ m ɑ t̪ r iː s̠ i
alakomitea	ɑ l ɑ k o̞ m i t̪ e̞ ɑ
alakonserni	ɑ l ɑ k o̞ n s̠ e̞ r n i
alakoski	ɑ l ɑ k o̞ s̠ k i
alakoukku	ɑ l ɑ k o̞ u̯ kː u
alakoulu	ɑ l ɑ k o̞ u̯ l u
alakoululainen	ɑ l ɑ k o̞ u̯ l u l ɑ i̯ n e̞ n
alakulminaatio	ɑ l ɑ k u l m i n ɑː t̪ i o̞
alakulo	ɑ l ɑ k u l o̞
alakuloisesti	ɑ l ɑ k u l o̞ i̯ s̠ e̞ s̠ t̪ i ʔ
alakunto	ɑ l ɑ k u n̪ t̪ o̞
alakuntoinen	ɑ l ɑ k u n̪ t̪ o̞ i̯ n e̞ n
alakuntoisuus	ɑ l ɑ k u n̪ t̪ o̞ i̯ s̠ uː s̠
alakuori	ɑ l ɑ k u o̞̯ r i
alakvartiili	ɑ l ɑ k ʋ ɑ r t̪ iː l i
alakynnessä	ɑ l ɑ k y nː e̞ s̠ː æ
alakynteen	ɑ l ɑ k y n̪ t̪ e̞ː n
alalahko	ɑ l ɑ l ɑ x k o̞
alalaita	ɑ l ɑ l ɑ i̯ t̪ ɑ
alalause	ɑ l ɑ l ɑ u̯ s̠ e̞ ʔ
alalehti	ɑ l ɑ l e̞ h t̪ i
alaleukahermo	ɑ l ɑ l e̞ u̯ k ɑ h e̞ r m o̞
alaliittymä	ɑ l ɑ l iː t̪ː y m æ
alalinja	ɑ l ɑ l i n j ɑ
alallaan	ɑ l ɑ lː ɑː n
alalleen	ɑ l ɑ lː e̞ː n
alaluokka	ɑ l ɑ l u o̞̯ kː ɑ
alaluokkalainen	ɑ l ɑ l u o̞̯ kː ɑ l ɑ i̯ n e̞ n
alamaihin	ɑ l ɑ m ɑ i̯ ɦ i n
alamainen	ɑ l ɑ m ɑ i̯ n e̞ n
alamaisesti	ɑ l ɑ m ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
alamaissa	ɑ l ɑ m ɑ i̯ s̠ː ɑ
alamasto	ɑ l ɑ m ɑ s̠ t̪ o̞
alamuoto	ɑ l ɑ m u o̞̯ t̪ o̞
alamäki	ɑ l ɑ m æ k i
alanko	ɑ l ɑ ŋ k o̞
alankomaalaisuus	ɑ l ɑ ŋ k o̞ m ɑː l ɑ i̯ s̠ uː s̠
alankomaat	ɑ l ɑ ŋ k o̞ m ɑː t̪
alansa	ɑ l ɑ n s̠ ɑ ʔ
alanumero	ɑ l ɑ n u m e̞ r o̞
alanuoli	ɑ l ɑ n u o̞̯ l i
alanurkkalaukaus	ɑ l ɑ n u r kː ɑ l ɑ u̯ k ɑ u s̠
alanvaihto	ɑ l ɑ n ʋ ɑ i̯ ç t̪ o̞
alanvalinta	ɑ l ɑ n ʋ ɑ l i n̪ t̪ ɑ
alanyyli	ɑ l ɑ n yː l i
alaoksa	ɑ l ɑ o̞ k s̠ ɑ
alaosasto	ɑ l ɑ o̞ s̠ ɑ s̠ t̪ o̞
alaote	ɑ l ɑ o̞ t̪ e̞ ʔ
alaotsake	ɑ l ɑ o̞ t s̠ ɑ k e̞ ʔ
alapaarre	ɑ l ɑ p ɑː rː e̞ ʔ
alapaine	ɑ l ɑ p ɑ i̯ n e̞ ʔ
alapaula	ɑ l ɑ p ɑ u̯ l ɑ
alaperä	ɑ l ɑ p e̞ r æ
alapesu	ɑ l ɑ p e̞ s̠ u
alapeti	ɑ l ɑ p e̞ t̪ i
alapidennys	ɑ l ɑ p i d e̞ nː y s̠
alapilvi	ɑ l ɑ p i l ʋ i
alapinta	ɑ l ɑ p i n̪ t̪ ɑ
alapohja	ɑ l ɑ p o̞ x j ɑ
alaportti	ɑ l ɑ p o̞ r t̪ː i
alapuhelin	ɑ l ɑ p u ɦ e̞ l i n
alapuolella	ɑ l ɑ p u o̞̯ l e̞ lː ɑ
alapuolelle	ɑ l ɑ p u o̞̯ l e̞ lː e̞ ʔ
alapuolelta	ɑ l ɑ p u o̞̯ l e̞ l t̪ ɑ
alapuoli	ɑ l ɑ p u o̞̯ l i
alaputki	ɑ l ɑ p u t̪ k i
alaraajahalvaantunut	ɑ l ɑ r ɑː j ɑ h ɑ l ʋ ɑː n t̪ u n u t̪
alareuna	ɑ l ɑ r e̞ u̯ n ɑ
alarik	ɑ l ɑ r i k
alarivi	ɑ l ɑ r i ʋ i
alaruumis	ɑ l ɑ r uː m i s̠
alaryhmä	ɑ l ɑ r y ç m æ
alas	ɑ l ɑ s̠
alasaksi	ɑ l ɑ s̠ ɑ k s̠ i
alasampuminen	ɑ l ɑ s̠ ɑ m p u m i n e̞ n
alasiipi	ɑ l ɑ s̠ iː p i
alasin	ɑ l ɑ s̠ i n
alaska	ɑ l ɑ s̠ k ɑ
alaslaskettu	ɑ l ɑ s̠ l ɑ s̠ k e̞ t̪ː u
alaslasku	ɑ l ɑ s̠ l ɑ s̠ k u
alaspäinen	ɑ l ɑ s̠ p æ i̯ n e̞ n
alaspäinmeno	ɑ l ɑ s̠ p æ i̯ m m e̞ n o̞
alassuin	ɑ l ɑ s̠ s̠ u i̯ n
alasti	ɑ l ɑ s̠ t̪ i ʔ
alaston	ɑ l ɑ s̠ t̪ o̞ n
alastonmalli	ɑ l ɑ s̠ t̪ o̞ m m ɑ lː i
alastontutkielma	ɑ l ɑ s̠ t̪ o̞ n t̪ u t̪ k i e̞ l m ɑ
alastulo	ɑ l ɑ s̠ t̪ u l o̞
alastulorinne	ɑ l ɑ s̠ t̪ u l o̞ r i nː e̞ ʔ
alasuku	ɑ l ɑ s̠ u k u
alasumma	ɑ l ɑ s̠ u mː ɑ
alasuunta	ɑ l ɑ s̠ uː n̪ t̪ ɑ
alasuurennos	ɑ l ɑ s̠ uː r e̞ nː o̞ s̠
alasvetovastus	ɑ l ɑ s̠ ʋ e̞ t̪ o̞ ʋ ɑ s̠ t̪ u s̠
alasävel	ɑ l ɑ s̠ æ ʋ e̞ l
alatalo	ɑ l ɑ t̪ ɑ l o̞
alataso	ɑ l ɑ t̪ ɑ s̠ o̞
alatasokone	ɑ l ɑ t̪ ɑ s̠ o̞ k o̞ n e̞ ʔ
alateitse	ɑ l ɑ t̪ e̞ i̯ t s̠ e̞ ʔ
alati	ɑ l ɑ t̪ i
alatie	ɑ l ɑ t̪ i e̞̯
alatiesynnytys	ɑ l ɑ t̪ i e̞̯ s̠ y nː y t̪ y s̠
alatiili	ɑ l ɑ t̪ iː l i
alatissi	ɑ l ɑ t̪ i s̠ː i
alatoimikunta	ɑ l ɑ t̪ o̞ i̯ m i k u n̪ t̪ ɑ
alatoopi	ɑ l ɑ t̪ o̞ː p i
alatuuleen	ɑ l ɑ t̪ uː l e̞ː n
alatuulessa	ɑ l ɑ t̪ uː l e̞ s̠ː ɑ
alaurakka	ɑ l ɑ u r ɑ kː ɑ
alavalssi	ɑ l ɑ ʋ ɑ l s̠ː i
alavatsa	ɑ l ɑ ʋ ɑ t s̠ ɑ
alavesi	ɑ l ɑ ʋ e̞ s̠ i
alavieska	ɑ l ɑ ʋ i e̞̯ s̠ k ɑ
alavieskalainen	ɑ l ɑ ʋ i e̞̯ s̠ k ɑ l ɑ i̯ n e̞ n
alaviistoon	ɑ l ɑ ʋ iː s̠ t̪ o̞ː n
alaviistossa	ɑ l ɑ ʋ iː s̠ t̪ o̞ s̠ː ɑ
alaviitta	ɑ l ɑ ʋ iː t̪ː ɑ
alaviiva	ɑ l ɑ ʋ iː ʋ ɑ
alavireinen	ɑ l ɑ ʋ i r e̞ i̯ n e̞ n
