अ	ə
अरंडी	ə ɾ ə ɳ ɖ iː
अरक्तता	ə ɾ ə k t̪ t̪ ɑː
अरगनी	ə ɾ ə ɡ n iː
अरथी	ə ɾ t̪ʰ iː
अरदली	ə ɾ d̪ ə l iː
अरब	ə ɾ ə b
अरबिंद	ə ɾ b ɪ n d̪
अरबी	ə ɾ b iː
अरबी	ə ɾ ə b iː
अरमान	ə ɾ m ɑː n
अरविंद	ə ɾ ʋ ɪ n d̪
अरवी	ə ɾ ʋ iː
अरसा	ə ɾ s ɑː
अरस्तू	ə ɾ ə s t̪ uː
अराजक	ə ɾ ɑː d͡ʒ ə k
अराजकता	ə ɾ ɑː d͡ʒ ə k t̪ ɑː
अराजकवाद	ə ɾ ɑː d͡ʒ ə k ʋ ɑː d̪
अराजकवादी	ə ɾ ɑː d͡ʒ ə k ʋ ɑː d̪ iː
अरारोट	ə ɾ ɑː ɾ oː ʈ
अरिहंत	ə ɾ ɪ ɦ ə n t̪
अरुचि	ə ɾ ʊ t͡ʃ iː
अरुचिकर	ə ɾ ʊ t͡ʃ ɪ k ə ɾ
अरुणोदय	ə ɾ ʊ ɳ oː d̪ ə j
अरे	ə ɾ eː
अरोरा	ə ɾ oː ɾ ɑː
अर्क़	ə ɾ k
अर्क़	ə ɾ q
अर्जन	ə ɾ d͡ʒ ə n
अर्ज़	ə ɾ d͡ʒ
अर्ज़	ə ɾ z
अर्ज़ी	ə ɾ d͡ʒ iː
अर्ज़ी	ə ɾ z iː
अर्जित	ə ɾ d͡ʒ ɪ t̪
अर्जुन	ə ɾ d͡ʒ ʊ n
अर्जेंटीना	ə ɾ d͡ʒ eː ɳ ʈ iː n ɑː
अर्जेन्टीना	ə ɾ d͡ʒ eː n ʈ iː n ɑː
अर्थ	ə ɾ t̪ʰ
अर्थपूर्ण	ə ɾ t̪ʰ ə p uː ɾ ɳ
अर्थमिति	ə ɾ t̪ʰ ə m ɪ t̪ iː
अर्थव्यवस्था	ə ɾ t̪ʰ ə ʋ j ə ʋ ə s t̪ʰ ɑː
अर्थशास्त्री	ə ɾ t̪ʰ ə ʃ ɑː s t̪ ɾ iː
अर्थहीन	ə ɾ t̪ʰ ɦ iː n
अर्थात	ə ɾ t̪ʰ ɑː t̪
अर्दली	ə ɾ d̪ ə l iː
अर्द्ध	ə ɾ d̪ d̪ʱ
अर्ध	ə ɾ d̪ʱ
अर्धकुशल	ə ɾ d̪ʱ k ʊ ʃ ə l
अर्धतत्सम	ə ɾ d̪ʱ ə t̪ ə t̪ s ə m
अर्धवार्षिक	ə ɾ d̪ʱ ʋ ɑː ɾ ʂ ɪ k
अर्धविकसित	ə ɾ d̪ʱ ʋ ɪ k s ɪ t̪
अर्धशिक्षित	ə ɾ d̪ʱ ʃ ɪ k ʂ ɪ t̪
अर्धसरकारी	ə ɾ d̪ʱ s ə ɾ k ɑː ɾ iː
अर्धसाप्ताहिक	ə ɾ d̪ʱ s ɑː p t̪ ɑː ɦ ɪ k
अर्धांगिनी	ə ɾ d̪ʱ ɑː ŋ ɡ ɪ n iː
अर्धायु	ə ɾ d̪ʱ ɑː j uː
अर्पित	ə ɾ p ɪ t̪
अलंकार	ə l ə ŋ k ɑː ɾ
अलंकृत	ə l ə ŋ k ɾ ɪ t̪
अलक़तरा	ə l k ə t̪ ɾ ɑː
अलक़तरा	ə l q ə t̪ ɾ ɑː
अलगाना	ə l ɡ ɑː n ɑː
अलगाव	ə l ɡ ɑː ʋ
अलगाववाद	ə l ɡ ɑː ʋ ʋ ɑː d̪
अलगाववादी	ə l ɡ ɑː ʋ ʋ ɑː d̪ iː
अलबत्ता	ə l b ə t̪ t̪ ɑː
अलबम	ə l b ə m
अलम	ə l ə m
अलमारी	ə l m ɑː ɾ iː
अलविदा	ə l ʋ ɪ d̪ ɑː
अलसाना	ə l s ɑː n ɑː
अलहदा	ə l əʱ d̪ ɑː
अलादीन	ə l ɑː d̪ iː n
अलापना	ə l ɑː p n ɑː
अलाव	ə l ɑː ʋ
अलीगढ़	ə l iː ɡ ə ɽʱ
अल्जीरिया	ə l d͡ʒ iː ɾ iː j ɑː
अल्पकारी	ə l p ə k ɑː ɾ iː
अल्पसंख्यक	ə l p s ə ŋ kʰ j ə k
अल्फ़ा	ə l f ɑː
अल्फ़ा	ə l pʰ ɑː
अल्फ़ाज़	ə l f ɑː z
अल्फ़ाज़	ə l pʰ ɑː d͡ʒ
अल्बम	ə l b ə m
अल्बानिया	ə l b ɑː n iː j ɑː
अल्लाह	ə l l ɑːʱ
अवकलज	ə ʋ k ə l ə d͡ʒ
अवकलन	ə ʋ k ə l ə n
अवकलनीय	ə ʋ k ə l ə n iː jᵊ
अवक्षयण	ə ʋ k ʂ ə j ə ɳ
अवक्षेपण	ə ʋ k ʂ eː p ə ɳ
अवगुण	ə ʋ ɡ ʊ ɳ
अवज्ञा	ə ʋ ə ɡ j ɑː
अवतल	ə ʋ t̪ ə l
अवतार	ə ʋ t̪ ɑː ɾ
अवध	ə ʋ ə d̪ʱ
अवधारण	ə ʋ d̪ʱ ɑː ɾ ə ɳ
अवधारणा	ə ʋ d̪ʱ ɑː ɾ ɳ ɑː
अवधी	ə ʋ d̪ʱ iː
अवधी	ə ʋ ə d̪ʱ iː
अवपंक	ə ʋ p ə ŋ k
अवयव	ə ʋ j ə ʋ
अवलोकन	ə ʋ l oː k ə n
अवशोषण	ə ʋ ʃ oː ʂ ə ɳ
अवशोषित	ə ʋ ʃ oː ʂ ɪ t̪
अवश्य	ə ʋ ə ʃ jᵊ
अवसर	ə ʋ s ə ɾ
अवहट्ठ	ə ʋ ɦ ə ʈ ʈʰ
अवहेलना	ə ʋ ɦ eː l n ɑː
अवाई	ə ʋ ɑː iː
अवाम	ə ʋ ɑː m
अवार्ड	ə ʋ ɑː ɾ ɖ
अविकारी	ə ʋ ɪ k ɑː ɾ iː
अविचल	ə ʋ ɪ t͡ʃ ə l
अविनय	ə ʋ ɪ n ə j
अविलंब	ə ʋ ɪ l ə m b
अविवाहित	ə ʋ ɪ ʋ ɑː ɦ ɪ t̪
अवोकाडो	ə ʋ oː k ɑː ɖ oː
अव्यक्त	ə ʋ j ə k t̪
अव्वल	ə ʋ ʋ ə l
अशक्त	ə ʃ ə k t̪
अशरफ़ी	ə ʃ ə ɾ f iː
अशरफ़ी	ə ʃ ə ɾ pʰ iː
अशिष्ट	ə ʃ ɪ ʂ ʈ
अशुभ	ə ʃ ʊ bʱ
अश्क	ə ʃ k
अश्लील	ə ʃ l iː l
अश्लीलता	ə ʃ l iː l t̪ ɑː
अश्व	ə ʃ ʋᵊ
अश्वमेध	ə ʃ ʋ ə m eː d̪ʱ
अश्विनी	ə ʃ ʋ ɪ n iː
अष्टकोण	ə ʂ ʈ k oː ɳ
अष्टभुज	ə ʂ ʈ bʱ ʊ d͡ʒ
असंगत	ə s ə ŋ ɡ ə t̪
असंतुष्ट	ə s ə n t̪ ʊ ʂ ʈ
असंभव	ə s ə m bʱ ə ʋ
असंभावित	ə s ə m bʱ ɑː ʋ ɪ t̪
असंवेदनशील	ə s ə m ʋ eː d̪ ə n ʃ iː l
असंवैधानिक	ə s ə m ʋ ɛː d̪ʱ ɑː n ɪ k
असत्य	ə s ə t̪ jᵊ
असत्याभास	ə s ə t̪ j ɑː bʱ ɑː s
असफल	ə s ə pʰ ə l
असम	ə s ə m
असमंजस	ə s ə m ə ɲ d͡ʒ ə s
असमीकरण	ə s ə m iː k ɾ ə ɳ
असर	ə s ə ɾ
असल	ə s ə l
असलियत	ə s l iː j ə t̪
असली	ə s l iː
असहमति	ə s əʱ m ə t̪ iː
असहयोग	ə s əʱ j oː ɡ
असहाय	ə s ɦ ɑː j
असहिष्णु	ə s ə ɦ ɪ ʂ ɳ uː
असहिष्णुता	ə s ə ɦ ɪ ʂ ɳ ʊ t̪ ɑː
असाधारण	ə s ɑː d̪ʱ ɑː ɾ ə ɳ
असामाजिक	ə s ɑː m ɑː d͡ʒ ɪ k
असुंदर	ə s ʊ n d̪ ə ɾ
असुरक्षित	ə s ʊ ɾ ə k ʂ ɪ t̪
असुविधा	ə s ʊ ʋ ɪ d̪ʱ ɑː
असैनिक	ə s ɛː n ɪ k
अस्तबल	ə s t̪ ə b ə l
अस्तित्व	ə s t̪ ɪ t̪ ʋᵊ
अस्थमा	ə s t̪ʰ ə m ɑː
अस्थायी	ə s t̪ʰ ɑː j iː
अस्थि	ə s t̪ʰ iː
अस्थिपंजर	ə s t̪ʰ ɪ p ə ɲ d͡ʒ ə ɾ
अस्पताल	ə s p ə t̪ ɑː l
अस्पृश्य	ə s p ɾ ɪ ʃ j ə
अस्मिता	ə s m ɪ t̪ ɑː
अस्सी	ə s s iː
अहं	ə ɦ ə m
अहं	ə ɦ ə̃
अहंकार	eː ɦ eː ŋ k ɑː ɾ
अहबाब	əʱ b ɑː b
अहम	ə ɦ ə m
अहमियत	əʱ m iː j ə t̪
अहाता	ə ɦ ɑː t̪ ɑː
अहिच्छत्र	ə ɦ ɪ t͡ʃ t͡ʃʰ ə t̪ ɾᵊ
अहिनाह	ə ɦ ɪ n ɑːʱ
अहिभृत्	ə ɦ ɪ bʱ ɾ ɪ t̪
अहिर्बुश्न	ə ɦ ɪ ɾ b ʊ ʃ nᵊ
अहिवात	ə ɦ ɪ ʋ ɑː t̪
अहिवाद	ə ɦ ɪ ʋ ɑː d̪
अहेरन	ə ɦ eː ɾ ə n
आ	a
आ	aː
आ	ɑː
आँकड़ा	ɑː ŋ k ɽ ɑː
आँख	ɑː ŋ kʰ
आँगन	ɑː ŋ ɡ ə n
आँच	ɑː ɲ t͡ʃ
आँसू	ɑː n s uː
आंगन	ɑː ŋ ɡ ə n
आंग्ल	ɑː ŋ ɡ lᵊ
आंतरिक	ɑː n t̪ ɾ ɪ k
आंदोलन	ɑː n d̪ oː l ə n
आंधी	ɑː n d̪ʱ iː
आंवला	ɑ̃ː ʋ l ɑː
आंशिक	ɑː n ʃ ɪ k
आइंदा	ɑː ɪ n d̪ ɑː
आइज़ोल	ɑː ɪ d͡ʒ oː l
आइज़ोल	ɑː ɪ z oː l
आइसक्रीम	ɑː ɪ s k ɾ iː m
आइसलैंड	ɑː ɪ s l ɛː ɳ ɖ
आइस्ड	ɑː ɪ s ɖ
आई	ɑː iː
आईला	ɑː iː l ɑː
आक	ɑː k
आकर्षक	ɑː k ə ɾ ʂ ə k
आकर्षण	ɑː k ə ɾ ʂ ə ɳ
आकर्षित	ɑː k ə ɾ ʂ ɪ t̪
आकर्षी	ɑː k ə ɾ ʂ iː
आकलन	ɑː k ə l ə n
आकस्मिक	ɑː k ə s m ɪ k
आकांक्षा	ɑː k ɑː ŋ k ʂ ɑː
आकांक्षी	ɑː k ɑː ŋ k ʂ iː
आकार	ɑː k ɑː ɾ
आकाश	ɑː k ɑː ʃ
आकाशवाणी	ɑː k ɑː ʃ ʋ ɑː ɳ iː
आकाशी	ɑː k ɑː ʃ iː
आकृति	ɑː k ɾ ɪ t̪ iː
आक्रमण	ɑː k ɾ ə m ə ɳ
आक्रमणकारी	ɑː k ɾ ə m ə ɳ k ɑː ɾ iː
आक्रामक	ɑː k ɾ ɑː m ə k
आक्रामकता	ɑː k ɾ ɑː m ə k t̪ ɑː
आक्रोश	ɑː k ɾ oː ʃ
आख़िर	ɑː kʰ ɪ ɾ
आख़िर	ɑː x ɪ ɾ
आख़िरकार	ɑː kʰ ɪ ɾ k ɑː ɾ
आख़िरकार	ɑː x ɪ ɾ k ɑː ɾ
आख़िरत	ɑː kʰ ɪ ɾ ə t̪
आख़िरत	ɑː x ɪ ɾ ə t̪
आख़िरी	ɑː kʰ ɪ ɾ iː
आख़िरी	ɑː kʰ ɾ iː
आख़िरी	ɑː x ɪ ɾ iː
आख़िरी	ɑː x ɾ iː
आखातीज	ɑː kʰ ɑː t̪ iː d͡ʒ
आग	ɑː ɡ
आगज़नी	ɑː ɡ d͡ʒ ə n iː
आगज़नी	ɑː ɡ z ə n iː
आगमन	ɑː ɡ ə m ə n
आगरा	ɑː ɡ ɾ ɑː
आग़ाज़	ɑː ɡ ɑː d͡ʒ
आग़ाज़	ɑː ɣ ɑː z
आग़ोश	ɑː ɡ oː ʃ
आग़ोश	ɑː ɣ oː ʃ
आगाह	ɑː ɡ ɑːʱ
आगाही	ɑː ɡ ɑː ɦ iː
आगे	ɑː ɡ eː
आग्नेय	ɑː ɡ n eː jᵊ
आग्नेयास्त्र	ɑː ɡ n eː j ɑː s t̪ ɾᵊ
आग्रह	ɑː ɡ ɾ əʱ
आघ	ɑː ɡʱ
आघात	ɑː ɡʱ ɑː t̪
आघातपूर्ण	ɑː ɡʱ ɑː t̪ p uː ɾ ɳ
आचरण	ɑː t͡ʃ ə ɾ ə ɳ
आचार	ɑː t͡ʃ ɑː ɾ
आछा	ɑː t͡ʃʰ ɑː
आज	ɑː d͡ʒ
आज़माना	ɑː d͡ʒ m ɑː n ɑː
आज़माना	ɑː z m ɑː n ɑː
आज़र्बैजान	ɑː d͡ʒ ə ɾ b ɛː d͡ʒ ɑː n
आज़र्बैजान	ɑː z ə ɾ b ɛː d͡ʒ ɑː n
आज़ाद	ɑː d͡ʒ ɑː d̪
आज़ाद	ɑː z ɑː d̪
आज़ार	ɑː d͡ʒ ɑː ɾ
आज़ार	ɑː z ɑː ɾ
आजीविका	ɑː d͡ʒ iː ʋ ɪ k ɑː
आज्ञा	ɑː ɡ j ɑː
आटा	ɑː ʈ ɑː
आठ	ɑː ʈʰ
आठवाँ	ɑː ʈʰ ʋ ɑ̃ː
आडंबर	ɑː ɖ ə m b ə ɾ
आडवाणी	ɑː ɖ ʋ ɑː ɳ iː
आड़	ɑː ɽ
आड़ू	ɑː ɽ uː
आण्विक	ɑː ɳ ʋ ɪ k
आतंकमय	ɑː t̪ ə ŋ k m ə j
आतंकित	ɑː t̪ ə ŋ k ɪ t̪
आतमीयता	ɑː t̪ m iː j ə t̪ ɑː
आतिश	ɑː t̪ ɪ ʃ
आतिशबाज़ी	ɑː t̪ ɪ ʃ b ɑː d͡ʒ iː
आतिशबाज़ी	ɑː t̪ ɪ ʃ b ɑː z iː
आतिशबाजी	ɑː t̪ ɪ ʃ b ɑː d͡ʒ iː
आतुर	ɑː t̪ ʊ ɾ
आत्मकथा	ɑː t̪ mᵊ k ə t̪ʰ ɑː
आत्मघात	ɑː t̪ m ə ɡʱ ɑː t̪
आत्मघाती	ɑː t̪ m ə ɡʱ ɑː t̪ iː
आत्मनिर्भर	ɑː t̪ m ə n ɪ ɾ bʱ ə ɾ
आत्मनिर्भरता	ɑː t̪ m ə n ɪ ɾ bʱ ə ɾ t̪ ɑː
आत्मविश्वास	ɑː t̪ m ə ʋ ɪ ʃ ʋ ɑː s
आत्मसमर्पण	ɑː t̪ mᵊ s ə m ə ɾ p ə ɳ
आत्मसात	ɑː t̪ m ə s ɑː t̪
आत्मसात्	ɑː t̪ m ə s ɑː t̪
आत्मस्तुति	ɑː t̪ m ə s t̪ ʊ t̪ iː
आत्महत्या	ɑː t̪ mᵊ ɦ ə t̪ j ɑː
आत्मा	ɑː t̪ m ɑː
आत्मीय	ɑː t̪ m iː jᵊ
आदत	ɑː d̪ ə t̪
आदतन	ɑː d̪ ə t̪ ə n
आदम	ɑː d̪ ə m
आदमी	ɑː d̪ m iː
आदर	ɑː d̪ ə ɾ
आदरपूर्वक	ɑː d̪ ə ɾ p uː ɾ ʋ ə k
आदर्श	ɑː d̪ ə ɾ ʃ
आदान	ɑː d̪ ɑː n
आदाब	ɑː d̪ ɑː b
आदिभाषा	ɑː d̪ ɪ bʱ ɑː ʂ ɑː
आदिम	ɑː d̪ ɪ m
आदिवासी	ɑː d̪ ɪ ʋ ɑː s iː
आदी	ɑː d̪ iː
आदेश	ɑː d̪ eː ʃ
आधार	ɑː d̪ʱ ɑː ɾ
आधारभूत	ɑː d̪ʱ ɑː ɾ bʱ uː t̪
आधिक	ɑː d̪ʱ ɪ k
आधिपत्य	ɑː d̪ʱ ɪ p ə t̪ jᵊ
आधुनिकीकरण	ɑː d̪ʱ ʊ n ɪ k iː k ə ɾ ə ɳ
आध्यात्मिक	ɑː d̪ʱ j ɑː t̪ m ɪ k
आनंददायी	ɑː n ə n d̪ d̪ ɑː j iː
आनन	ɑː n ə n
आना	ɑː n ɑː
आनुवंशिकी	ɑː n ʊ ʋ ə n ʃ ɪ k iː
आन्दोलन	ɑː n d̪ oː l ə n
आप	aː p
आपका	ɑː p k ɑː
आपत्ति	ɑː p ə t̪ t̪ iː
आपत्तिजनक	ɑː p ə t̪ t̪ iː d͡ʒ ə n ə k
आपदा	ɑː p d̪ ɑː
आपबीती	ɑː p b iː t̪ iː
आपस	ɑː p ə s
आपातकाल	ɑː p ɑː t̪ k ɑː l
आपूर्ति	ɑː p uː ɾ t̪ iː
आपेक्षिक	ɑː p eː k ʂ ɪ k
आप्रवास	ɑː p ɾ ə ʋ ɑː s
आप्रवासी	ɑː p ɾ ə ʋ ɑː s iː
आफ़त	ɑː f ə t̪
आफ़त	ɑː pʰ ə t̪
आफ़ताब	ɑː f t̪ ɑː b
आफ़ताब	ɑː pʰ t̪ ɑː b
आफ़रीन	ɑː f ɾ iː n
आफ़रीन	ɑː pʰ ɾ iː n
आफ़्रीदी	ɑː f ɾ iː d̪ iː
आफ़्रीदी	ɑː pʰ ɾ iː d̪ iː
आब	ɑː b
आबदस्त	ɑː b d̪ ə s t̪
आबरू	ɑː b ɾ uː
आबला	ɑː b l ɑː
आम	ɑː m
आमंत्रित	ɑː m ə n t̪ ɾ ɪ t̪
आमदनी	ɑː m ə d̪ n iː
आमवात	ɑː m ʋ ɑː t̪
आमाशय	ɑː m ɑː ʃ ə j
आमिक्षा	ɑː m ɪ k ʂ ɑː
आमुख	ɑː m ʊ kʰ
आयत	ɑː j ə t̪
आयतन	ɑː j ə t̪ ə n
आयन	ɑː j ə n
आयरलैंड	ɑː j ə ɾ l ɛː ɳ ɖ
आया	ɑː j ɑː
आयात	ɑː j ɑː t̪
आयु	ɑː j uː
आयुक्त	ɑː j ʊ k t̪
आयुर्विज्ञान	ɑː j ʊ ɾ ʋ ɪ ɡ j ɑː n
आयुर्वेद	ɑː j ʊ ɾ ʋ eː d̪
आयोग	ɑː j oː ɡ
आयोजन	ɑː j oː d͡ʒ ə n
आयोजित	ɑː j oː d͡ʒ ɪ t̪
आरंभिक	ɑː ɾ ə m bʱ ɪ k
आरक्षण	ɑː ɾ ə k ʂ ə ɳ
आरज़ू	ɑː ɾ d͡ʒ uː
आरज़ू	ɑː ɾ z uː
आरा	ɑː ɾ ɑː
आराम	ɑː ɾ ɑː m
आरामदेह	ɑː ɾ ɑː m d̪ eːʱ
आरोग्य	ɑː ɾ oː ɡ jᵊ
आरोप	ɑː ɾ oː p
आर्थिकी	ɑː ɾ t̪ʰ ɪ k iː
आर्मीनिया	ɑː ɾ m iː n iː j ɑː
आर्मेनियन	ɑː ɾ m eː n iː j ə n
आर्मेनिया	ɑː ɾ m eː n iː j ɑː
आर्यमन	ɑː ɾ j ə m ə n
आलपीन	ɑː l p iː n
आलम	ɑː l ə m
आलय	ɑː l ə j
आलस	ɑː l ə s
आलसी	ɑː l s iː
आलस्य	ɑː l ə s jᵊ
आलिम	ɑː l ɪ m
आलीशान	ɑː l iː ʃ ɑː n
आलु	ɑː l uː
आलू	ɑː l uː
आलेख	ɑː l eː kʰ
आलोचना	ɑː l oː t͡ʃ n ɑː
आवंटन	ɑː ʋ ə ɳ ʈ ə n
आवंटित	ɑː ʋ ə ɳ ʈ ɪ t̪
आवक	ɑː ʋ ə k
आवर्धन	ɑː ʋ ə ɾ d̪ʱ ə n
आवश्यक	ɑː ʋ ə ʃ j ə k
आवश्यकता	ɑː ʋ ə ʃ j ə k t̪ ɑː
आवाज़	ɑː ʋ ɑː d͡ʒ
आवाज़	ɑː ʋ ɑː z
आवाज़	ə ʋ ɑː d͡ʒ
आवाज़	ə ʋ ɑː z
आवाजाही	ɑː ʋ ɑː d͡ʒ ɑː ɦ iː
आवारा	ɑː ʋ ɑː ɾ ɑː
आवाहन	ɑː ʋ ɑː ɦ ə n
आविष्कार	ɑː ʋ ɪ ʂ k ɑː ɾ
आवृत्ति	ɑː ʋ ɾ ɪ t̪ t̪ iː
आवेग	ɑː ʋ eː ɡ
आवेदन	ɑː ʋ eː d̪ ə n
आवेदनकर्ता	ɑː ʋ eː d̪ ə n k ə ɾ t̪ ɑː
आवेश	ɑː ʋ eː ʃ
आवेशित	ɑː ʋ eː ʃ ɪ t̪
आव्यूह	ɑː ʋ j uːʱ
आशंका	ɑː ʃ ə ŋ k ɑː
आशना	ɑː ʃ n ɑː
आशय	ɑː ʃ ə j
आशावाद	ɑː ʃ ɑː ʋ ɑː d̪
आशिक़	ɑː ʃ ɪ k
आशिक़	ɑː ʃ ɪ q
आशिक़मिज़ाज	ɑː ʃ ɪ k m ɪ d͡ʒ ɑː d͡ʒ
आशिक़मिज़ाज	ɑː ʃ ɪ q m ɪ z ɑː d͡ʒ
आशिक़ी	ɑː ʃ ɪ k iː
आशिक़ी	ɑː ʃ ɪ q iː
आशियाना	ɑː ʃ iː j ɑː n ɑː
आशिष	ɑː ʃ ɪ ʂ
आशीर्वाद	ɑː ʃ iː ɾ ʋ ɑː d̪
आशुलिपि	ɑː ʃ ʊ l ɪ p iː
आश्चर्य	ɑː ʃ t͡ʃ ə ɾ jᵊ
आश्रम	ɑː ʃ ɾ ə m
आश्रय	ɑː ʃ ɾ ə j
आश्वासन	ɑː ʃ ʋ ɑː s ə n
आस	ɑː s
आसंका	ɑː s ə ŋ k ɑː
आसन	ɑː s ə n
आसन्द	ɑː s ə n d̪
आसन्न	ɑː s ə n nᵊ
आसमान	ɑː s m ɑː n
आसमानी	ɑː s m ɑː n iː
आसरा	ɑː s ɾ ɑː
आसवन	ɑː s ə ʋ ə n
आसाम	ɑː s ɑː m
आसामी	ɑː s ɑː m iː
आसार	ɑː s ɑː ɾ
आस्तीन	ɑː s t̪ iː n
आस्था	ɑː s t̪ʰ ɑː
आह	ɑːʱ
आहट	ɑː ɦ ə ʈ
आहत	ɑː ɦ ə t̪
आहार	ɑː ɦ ɑː ɾ
आहिस्ता	ɑː ɦ ɪ s t̪ ɑː
आहिस्ता	ɑː ɪ s t̪ ɑː
इ	i
इ	ɪ
इंक़लाब	ɪ n k ə l ɑː b
इंक़लाब	ɪ n q ə l ɑː b
इंगनी	ɪ ŋ ɡ n iː
इंगलिस्तान	ɪ ŋ ɡ l ɪ s t̪ ɑː n
इंग्लैंड	ɪ ŋ ɡ l ɛː ɳ ɖ
इंच	ɪ ɲ t͡ʃ
इंचियोन	ɪ ɲ t͡ʃ iː j oː n
इंजन	ɪ ɲ d͡ʒ ə n
इंजीनियर	ɪ ɲ d͡ʒ iː n iː j ə ɾ
इंजीनियरी	ɪ ɲ d͡ʒ iː n iː j ə ɾ iː
इंजील	ɪ ɲ d͡ʒ iː l
इंटरफ़ेस	ɪ ɳ ʈ ə ɾ f eː s
इंटरफ़ेस	ɪ ɳ ʈ ə ɾ pʰ eː s
इंटरव्यू	ɪ ɳ ʈ ə ɾ ʋ j uː
इंटेल	ɪ ɳ ʈ eː l
इंडस्ट्री	ɪ ɳ ɖ ə s ʈ ɾ iː
इंडिया	ɪ ɳ ɖ iː j ɑː
इंडोनेशियन	ɪ ɳ ɖ oː n eː ʃ iː j ə n
इंडोनेशिया	ɪ ɳ ɖ oː n eː ʃ iː j ɑː
इंतक़ाम	ɪ n t̪ ə k ɑː m
इंतक़ाम	ɪ n t̪ ə q ɑː m
इंतक़ाल	ɪ n t̪ ə k ɑː l
इंतक़ाल	ɪ n t̪ ə q ɑː l
इंतख़ाब	ɪ n t̪ ə kʰ ɑː b
इंतख़ाब	ɪ n t̪ ə x ɑː b
इंतज़ार	ɪ n t̪ ə d͡ʒ ɑː ɾ
इंतज़ार	ɪ n t̪ ə z ɑː ɾ
इंतहा	ɪ n t̪ ə ɦ ɑː
इंतिफ़ादा	ɪ n t̪ ɪ f ɑː d̪ ɑː
इंतिफ़ादा	ɪ n t̪ ɪ pʰ ɑː d̪ ɑː
इंतिहा	ɪ n t̪ ɪ ɦ ɑː
इंदुर	ɪ n d̪ ʊ ɾ
इंदौर	ɪ n d̪ ɔː ɾ
इंद्रनाथ	ɪ n d̪ ɾ ə n ɑː t̪ʰ
इंद्रिय	ɪ n d̪ ɾ ɪ j
इंफाल	ɪ m pʰ ɑː l
इंसानी	ɪ n s ɑː n iː
इंस्पेक्टर	ɪ n s p eː k ʈ ə ɾ
इक	ɪ k
इकट्ठा	ɪ k ə ʈ ʈʰ ɑː
इकतालीस	ɪ k t̪ ɑː l iː s
इकतीस	ɪ k t̪ iː s
इकत्तीस	ɪ k ə t̪ t̪ iː s
इकनाली	ɪ k n ɑː l iː
इकपहिया	ɪ k ə pʰ iː j ɑː
इकलौता	ɪ k l ɔː t̪ ɑː
इकसठ	ɪ k s ə ʈʰ
इकसिंगा	ɪ k s ɪ ŋ ɡ ɑː
इकहत्तर	ɪ k ə t̪ t̪ ə ɾ
इकहत्तर	ɪ kʰ ə t̪ t̪ ə ɾ
इकाई	ɪ k ɑː iː
इकानवे	ɪ k ɑː n ʋ eː
इकावन	ɪ k ɑː ʋ ə n
इकासी	ɪ k ɑː s iː
इक्कीस	ɪ k k iː s
इक्यानवे	ɪ k j ɑː n ʋ eː
इक्यावन	ɪ k j ɑː ʋ ə n
इक्यासी	ɪ k j ɑː s iː
इख़्तियार	ɪ kʰ t̪ iː j ɑː ɾ
इख़्तियार	ɪ x t̪ iː j ɑː ɾ
इग्लू	ɪ ɡ l uː
इच्छा	ɪ t͡ʃ t͡ʃʰ ɑː
इजमाली	ɪ d͡ʒ m ɑː l iː
इज़हार	ɪ d͡ʒʱ ɑː ɾ
इज़हार	ɪ z ɦ ɑː ɾ
इज़ाफ़ा	ɪ d͡ʒ ɑː pʰ ɑː
इज़ाफ़ा	ɪ z ɑː f ɑː
इज़्ज़त	ɪ d͡ʒ d͡ʒ ə t̪
इज़्ज़त	ɪ z z ə t̪
इजाज़त	ɪ d͡ʒ ɑː d͡ʒ ə t̪
इजाज़त	ɪ d͡ʒ ɑː z ə t̪
इटली	ɪ ʈ l iː
इटली	ɪ ʈ ə l iː
इटालियन	ɪ ʈ ɑː l iː j ə n
इडली	ɪ ɖ l iː
इतर	ɪ t̪ ə ɾ
इतराना	ɪ t̪ ɾ ɑː n ɑː
इतवार	ɪ t̪ ʋ ɑː ɾ
इतालवी	ɪ t̪ ɑː l ʋ iː
इतिहास	ɪ t̪ ɪ ɦ ɑː s
इतिहासकार	ɪ t̪ ɪ ɦ ɑː s k ɑː ɾ
इत्तिहाद	ɪ t̪ t̪ ɪ ɦ ɑː d̪
इत्तेला	ɪ t̪ t̪ eː l ɑː
इत्मीनान	ɪ t̪ m iː n ɑː n
इत्यादि	ɪ t̪ j ɑː d̪ iː
इत्र	ɪ t̪ ɾᵊ
इथियोपिया	ɪ t̪ʰ iː j oː p iː j ɑː
इनका	ɪ n k ɑː
इनकार	ɪ n k ɑː ɾ
इनको	ɪ n k oː
इनसाफ़	ɪ n s ɑː f
इनसाफ़	ɪ n s ɑː pʰ
इन्हें	ɪ n ɦ ẽː
इबादत	ɪ b ɑː d̪ ə t̪
इब्तिदा	ɪ b t̪ ɪ d̪ ɑː
इब्तिदाई	ɪ b t̪ ɪ d̪ ɑː iː
इब्राहीम	ɪ b ɾ ɑː ɦ iː m
इमदाद	ɪ m d̪ ɑː d̪
इमला	ɪ m l ɑː
इमली	ɪ m l iː
इमारत	ɪ m ɑː ɾ ə t̪
इमारती	ɪ m ɑː ɾ ə t̪ iː
इमोजी	ɪ m oː d͡ʒ iː
इमोशन	ɪ m oː ʃ ə n
