'ch	χ
annedd	a n ɛ ð
anner	a n ɛ r
annerbyniol	a n ɛ r b ə n j o l
annerch	a n ɛ r χ
annherfynol	a n h ɛ r v ə n ɔ l
annog	a n ɔ ɡ
annwyd	a n ʊ i̯ d
annwyl	a n ʊ i̯ l
annwyl	a n ʊ l
anobaith	a n oː b a i θ
anobaith	a n oː b ɛ θ
anobaith	a n ɔ b a i θ
anobaith	a n ɔ b ɛ θ
anobeithiau	a n ɔ b e i̯ θ j a i̯
anobeithiau	a n ɔ b e i̯ θ j ɛ
anobeithio	a n ɔ b e i̯ θ j ɔ
anobeithiol	a n ɔ b e i̯ θ j ɔ l
anodd	a n ɔ ð
anodd	aː n ɔ ð
anoddach	a n oː ð a χ
anoddach	a n ɔ ð a χ
anoddaf	a n oː ð a
anoddaf	a n oː ð a v
anoddaf	a n ɔ ð a
anoddaf	a n ɔ ð a v
anodded	a n oː ð ɛ d
anodded	a n ɔ ð ɛ d
anogaf	a n oː ɡ a
anogaf	a n oː ɡ a v
anogaf	a n ɔ ɡ a
anogaf	a n ɔ ɡ a v
anrheg	a n r̥ ɛ ɡ
anrhydeddu	a n r ə d eː ð i
anrhydeddu	a n r ə d ɛ ð i
anrhydeddu	a n r̥ ə d eː ð i
anrhydeddu	a n r̥ ə d ɛ ð i
ansawdd	a n s a u̯ ð
ansoddair	a n s oː ð a i̯ r
ansoddair	a n s ɔ ð a i̯ r
antimoni	a n t ɪ m ɔ n i
anuniongyrchol	a n ɪ n j ɔ ŋ ɡ ə r χ ɔ l
anweddu	a n w eː ð i
anweddu	a n w ɛ ð i
anwybyddu	a n w ɪ b ə ð i
ap	a p
apêl	a p eː l
ar	a r
ar agor	a r a ɡ ɔ r
ar agor	a r aː ɡ ɔ r
ar amrantiad	a r a m r a n t j a d
ar bwys	a r b ʊ i̯ s
ar daith	a r d a i̯ θ
ar draws	a r d r a u̯ s
ar dân	a r d aː n
ar gau	a r ɡ a i̯
ar gof a chadw	a r ɡ oː v a χ a d u
ar gof a chadw	a r ɡ oː v a χ aː d u
ar gyfer	a r ɡ ə v ɛ r
ar hyn o bryd	a r h ɪ n ɔ b r iː d
ar werth	a r w ɛ r θ
ar ôl	a r oː l
arad	aː r a d
arad	ə r a r a d
aradr	a r a d
aradr	a r a d r
aradr	aː r a d
aradr	aː r a d r
araf	a r a v
araf	aː r a v
arall	a r a ɬ
arall	aː r a ɬ
aran	a r a n
aran	aː r a n
arbed	a r b ɛ d
arbedaf	a r b eː d a
arbedaf	a r b eː d a v
arbedaf	a r b ɛ d a
arbedaf	a r b ɛ d a v
arch	a r χ
archangel	a r χ a ŋ ɛ l
archangylion	a r χ a ŋ ə l j ɔ n
archeb	a r χ ɛ b
archebion	a r χ ɛ b j ɔ n
archebu	a r χ eː b i
archebu	a r χ ɛ b i
archfarchnad	a r χ v a r χ n a d
archseren	a r χ s eː r ɛ n
archseren	a r χ s ɛ r ɛ n
ardal	a r d a l
ardaloedd	a r d aː l ɔ i̯ ð
ardaloedd	a r d aː l ɔ ð
ardd	a r ð
arddaf	a r ð a v
arddangosfa	a r ð a ŋ ɡ ɔ s v a
arddangosfeydd	a r ð a ŋ ɡ ɔ s v e i̯ ð
arddelw	a r ð ɛ l
arddelw	a r ð ɛ l w
ardderchog	a r ð ɛ r χ ɔ ɡ
arddwrn	a r ð ʊ r n
aredaf	a r eː d a
aredaf	a r eː d a v
aredaf	a r ɛ d a
aredaf	a r ɛ d a v
aredig	a r eː d ɪ ɡ
aredig	a r ɛ d ɪ ɡ
aren	aː r ɛ n
arestio	a r ɛ s t j ɔ
arf	a r v
arfau	a r v a i̯
arfau	a r v ɛ
arfedd	a r v ɛ ð
arfeddog	a r v eː ð ɔ ɡ
arfeddog	a r v ɛ ð ɔ ɡ
arfer	a r v ɛ r
arglwydd	a r ɡ l ʊ i̯ ð
argoel	a r ɡ ɔ i̯ l
argraff	a r ɡ r a f
argraffiad	a r ɡ r a f j a d
argraffiadaeth	a r ɡ r a f j a d a i̯ θ
argraffiadaeth	a r ɡ r a f j a d ɛ θ
argraffiadaeth	a r ɡ r a f j aː d a i̯ θ
argraffiadaeth	a r ɡ r a f j aː d ɛ θ
argraffiadwyr	a r ɡ r a f j a d w ɪ r
argraffiadydd	a r ɡ r a f j a d ɪ ð
argraffiadydd	a r ɡ r a f j aː d ɪ ð
argraffu	a r ɡ r a f i
argraffwr	a r ɡ r a f ʊ r
argraffwyr	a r ɡ r a f w ɪ r
argraffydd	a r ɡ r a f ɪ ð
argraffyddion	a r ɡ r a f ə ð j ɔ n
argrafiadau	a r ɡ r a f j a d a i̯
argrafiadau	a r ɡ r a f j a d ɛ
argrafiadau	a r ɡ r a f j aː d a i̯
argrafiadau	a r ɡ r a f j aː d ɛ
arholi	a r h ɔ l i
arholiad	a r h ɔ l j a d
arholiadau	a r h ɔ l j a d a i̯
arholiadau	a r h ɔ l j a d ɛ
arholiadau	a r h ɔ l j aː d a i̯
arholiadau	a r h ɔ l j aː d ɛ
arholiadau	a r ɔ l j a d ɛ
arholiadau	a r ɔ l j aː d ɛ
arhosaf	a r h ɔ s a v
arhosan	a r h ɔ s a n
arhosfa	a r h ɔ s v a
arhoswch	a r h ɔ s ʊ χ
arian	a r j a n
arian parod	a r j a m p a r ɔ d
arian parod	a r j a m p aː r ɔ d
ariannin	ə r a r j a n ɪ n
ariannog	a r j a n ɔ ɡ
arllwys	a r ɬ ʊ i̯ s
arllwys	a r ɬ ʊ s
arllwysaf	a r ɬ ʊ i̯ s a
arllwysaf	a r ɬ ʊ i̯ s a v
arlwy	a r l u i̯
armenia	a r m ɛ n j a
arna	a r n a
arnat	a r n a t
arni	a r n i
arno	a r n ɔ
arolwg	a r oː l ʊ ɡ
arolwg	a r ɔ l ʊ ɡ
arolygiad	a r ɔ l ə ɡ j a d
arolygiadau	a r ɔ l ə ɡ j a d a i̯
arolygiadau	a r ɔ l ə ɡ j a d ɛ
arolygiadau	a r ɔ l ə ɡ j aː d a i̯
arolygiadau	a r ɔ l ə ɡ j aː d ɛ
arolygiaeth	a r ɔ l ə ɡ j a i̯ θ
arolygiaeth	a r ɔ l ə ɡ j ɛ θ
arolygiaethau	a r ɔ l ə ɡ j e i̯ θ a i̯
arolygiaethau	a r ɔ l ə ɡ j e i̯ θ ɛ
arolygol	a r ɔ l ə ɡ ɔ l
arolygon	a r ɔ l ə ɡ ɔ n
arolygu	a r ɔ l ə ɡ i
arolygwr	a r ɔ l ə ɡ ʊ r
arolygwyr	a r ɔ l ə ɡ w ɪ r
arolygydd	a r ɔ l ə ɡ ɪ ð
aromatherapi	a r ɔ m a θ ɛ r a p i
aromatherapydd	a r ɔ m a θ ɛ r a p ɪ ð
aromatherapyddion	a r ɔ m a θ ɛ r a p ə ð j ɔ n
aros	a r ɔ s
aros	aː r ɔ s
arosfa	a r ɔ s v a
arosfeydd	a r ɔ s v e i̯ ð
arswyd	a r s ʊ i̯ d
arswydau	a r s ʊ i̯ d a i̯
arswydau	a r s ʊ i̯ d ɛ
arswydo	a r s ʊ i̯ d ɔ
arswydus	a r s ʊ i̯ d ɪ s
arth	a r θ
arth fach	a r θ v aː χ
arth fawr	a r θ v a u̯ r
arth fwyaf	a r θ v ʊ i̯ a
arth fwyaf	a r θ v ʊ i̯ a v
arthan	a r θ a n
arwain	a r w a i̯ n
arwain	a r w ɛ n
arweiniad	a r w e i̯ n j a d
arweinydd	a r w e i̯ n ɪ ð
arweinyddion	a r w e i̯ n ə ð j ɔ n
arwerthiannau	a r w ɛ r θ j a n a i̯
arwerthiannau	a r w ɛ r θ j a n ɛ
arwerthiant	a r w ɛ r θ j a n t
arwerthu	a r w ɛ r θ i
arwerthwr	a r w ɛ r θ ʊ r
arwerthwyr	a r w ɛ r θ w ɪ r
arwydd	a r w ɪ ð
arwydd	a r ʊ i̯ ð
arwydd	aː r ʊ i̯ ð
arwynebedd	a r w ɪ n eː b ɛ ð
arwynebedd	a r w ɪ n ɛ b ɛ ð
arwynebedd	a r ʊ i̯ n eː b ɛ ð
arwynebedd	a r ʊ i̯ n ɛ b ɛ ð
asen	a s ɛ n
asesiad	a s ɛ s j a d
asesiad	a s ɛ ʃ a d
asesiadau	a s ɛ s j a d a i̯
asesiadau	a s ɛ s j a d ɛ
asesiadau	a s ɛ s j aː d a i̯
asesiadau	a s ɛ s j aː d ɛ
asesiadau	a s ɛ ʃ a d a i̯
asesiadau	a s ɛ ʃ a d ɛ
asesiadau	a s ɛ ʃ aː d a i̯
asesiadau	a s ɛ ʃ aː d ɛ
asesu	a s ɛ s i
aseswr	a s ɛ s ʊ r
aseswyr	a s ɛ s w ɪ r
asgell	a s ɡ ɛ ɬ
asgell fraith	a s ɡ ɛ ɬ v r a i̯ θ
asgellog	a s ɡ ɛ ɬ ɔ ɡ
asgwrn	a s ɡ ʊ r n
asid	a s ɪ d
astrus	a s d r ɪ s
astrusi	a s d r ɪ s i
asyn	a s ɪ n
at	a t
ata	a t a
atal	a t a l
atalfa	a t a l v a
atalfeydd	a t a l v e i̯ ð
atalnod	a t a l n ɔ d
atborth	a t b ɔ r θ
atborthion	a t b ɔ r θ j ɔ n
ateb	a t ɛ b
atebaf	a t eː b a
atebaf	a t eː b a v
atebaf	a t ɛ b a
atebaf	a t ɛ b a v
ateli	a t eː l i
ateli	a t ɛ l i
atelid	a t eː l ɪ d
atelid	a t ɛ l ɪ d
atgoffa	a t ɡ ɔ f a
athematig	a θ ɛ m a t ɪ ɡ
athrawes	a θ r a u̯ ɛ s
athrawesau	a θ r a u̯ ɛ s a i̯
athrawesau	a θ r a u̯ ɛ s ɛ
athrawon	a θ r a u̯ ɔ n
athref	a θ r ɛ v
athrefi	a θ r eː v i
athrefi	a θ r ɛ v i
athrefig	a θ r eː v ɪ ɡ
athrefig	a θ r ɛ v ɪ ɡ
athro	a θ r ɔ
athrod	a θ r ɔ d
athrodi	a θ r oː d i
athrodi	a θ r ɔ d i
athrodus	a θ r oː d ɪ s
athrodus	a θ r ɔ d ɪ s
athrodwr	a θ r oː d ʊ r
athrodwr	a θ r ɔ d ʊ r
ati	a t i
ato	a t ɔ
aton	a t ɔ n
atsain	a t s a i̯ n
atseiniau	a t s e i̯ n j a i̯
atseiniau	a t s e i̯ n j ɛ
atseinio	a t s e i̯ n j ɔ
aur	a i̯ r
awch	a u̯ χ
awchus	a u̯ χ ɪ s
awd	a u̯ d
awdl	a u̯ d l
aweddwr	a u̯ ɛ ð ʊ r
awen	a u̯ ɛ n
awgrym	a u̯ ɡ r ɪ m
awgrymiad	a u̯ ɡ r ə m j a d
awgrymog	a u̯ ɡ r ə m ɔ ɡ
awgrymu	a u̯ ɡ r ə m i
awn	a u̯ n
awr	a u̯ r
awst	a u̯ s d
awstralia	a u̯ s d r a l j a
awstria	a u̯ s t r j a
awtistiaeth	a u̯ t ɪ s d j a i̯ θ
awtistiaeth	a u̯ t ɪ s d j ɛ θ
awtistig	a u̯ t ɪ s d ɪ ɡ
awydd	a u̯ ɪ ð
awyddus	a u̯ ə ð ɪ s
awyr	a u̯ ɪ r
awyren	a u̯ ə r ɛ n
awyrgylch	a u̯ ə r ɡ ɪ l χ
awyrgylchoedd	a u̯ ə r ɡ ə l χ ɔ i̯ ð
baban	b a b a n
baban	b aː b a n
babell	b a b ɛ ɬ
babell	b aː b ɛ ɬ
babi	b a b i
babi	b aː b i
babis	b a b i z
babis	b aː b i z
babŵn	b a b uː n
bach	b aː χ
bachan	b a χ a n
bachan	b aː χ a n
bachau	b aː χ a i̯
bachau	b aː χ ɛ
bachgennyn	b a χ ɡ ɛ n ɪ n
bachwr	b aː χ ʊ r
bae	b a i̯
baedd	b a i̯ ð
baet	b a i̯ t
bag	b a ɡ
bagét	b a ɡ ɛ t
baidd	b a i̯ ð
baith	b a i̯ θ
bambŵ	b a m b uː
ban	b a n
banana	b a n a n a
banana	b a n aː n a
banc	b a ŋ k
bancio	b a ŋ k j ɔ
bancio	b a ŋ k ɔ
band	b a n d
band eang	b a n d eː a ŋ
band llydan	b a n d ɬ ə d a n
bandiau	b a n d j a i̯
bandiau	b a n d j ɛ
baned	b a n ɛ d
baned	b aː n ɛ d
bangor	b a ŋ ɡ ɔ r
banjo	b a n d͡ʒ ɔ
banllawr	b a n ɬ a u̯ r
bant	b a n t
bapur	b a p ɪ r
bara	b a r a
bara	b aː r a
baratoi	b a r a t ɔ i̯
barbeciw	b a r b ɛ k ɪ u̯
barbeciwiau	b a r b ɛ k ɪ u̯ j a i̯
barbeciwiau	b a r b ɛ k ɪ u̯ j ɛ
barbeciwio	b a r b ɛ k ɪ u̯ j ɔ
barbeciwio	b a r b ɛ k ɪ u̯ ɔ
barbeciws	b a r b ɛ k ɪ u̯ z
barc	b a r k
barcud	b a r k ɪ d
bardd	b a r ð
barf	b a r v
barfog	b a r v ɔ ɡ
bargeinio	b a r ɡ ə i̯ n j ɔ
bargen	b a r ɡ ɛ n
barhau	b a r h a i̯
barn	b a r n
barnau	b a r n a i̯
barnau	b a r n ɛ
barnu	b a r n i
barnwr	b a r n ʊ r
barod	b a r ɔ d
barod	b aː r ɔ d
barotach	b a r ɔ t a χ
baroted	b a r ɔ t ɛ d
barus	b a r ɪ s
barus	b aː r ɪ s
bas	b aː s
basen	b a s ɛ n
basen	b ə s ɛ n
basen	s ɛ n
basged	b a s ɡ ɛ d
basio	b a s j ɔ
basio	b a ʃ ɔ
basta	b a s d a
bastai	b a s d a i̯
bath	b aː θ
bathdai	b a θ d a i̯
bathdy	b a θ d i
baths	b a θ s
baw	b a u̯
bawdd	b a u̯ ð
bawn	b a u̯ n
be'	b eː
be'	b ɛ
bechan	b eː χ a n
bechan	b ɛ χ a n
becws	b ɛ k ʊ s
bedd	b eː ð
bedol	b eː d ɔ l
bedol	b ɛ d ɔ l
bedr	b ɛ d r
bedw	b eː d u
bedw	b ɛ d u
bedwar	b ɛ d w a r
bedwen	b ɛ d w ɛ n
bei	b e i
beibl	b e i̯ b l
beibl	b e i̯ b l̩
beibl	b e i̯ b ɪ l
beic	b e i̯ k
beichiog	b e i̯ χ j ɔ ɡ
beicio	b e i̯ k j ɔ
beicio	b e i̯ k ɔ
beiddio	b e i ð j ɔ
beidio	b e i d j ɔ
beidio	b e i d ɔ
beidio	b iː d ɔ
beidr	b e i̯ d r
beidr	b e i̯ d ɪ r
beiriannwr	b e i̯ r j a n ʊ r
beirniad	b e i̯ r n j a d
beirniadaeth	b e i̯ r n j a d a i̯ θ
beirniadaeth	b e i̯ r n j a d ɛ θ
beirniadaeth	b e i̯ r n j aː d a i̯ θ
beirniadaeth	b e i̯ r n j aː d ɛ θ
beirniadaethau	b e i̯ r n j a d e i̯ θ a i̯
beirniadaethau	b e i̯ r n j a d e i̯ θ ɛ
beirniadol	b e i̯ r n j a d ɔ l
beirniadol	b e i̯ r n j aː d ɔ l
beirniadu	b e i̯ r n j a d i
beirniadu	b e i̯ r n j aː d i
beirniaid	b e i̯ r n j a i̯ d
beirniaid	b e i̯ r n j ɛ d
beis	b e i z
belffast	b ɛ l f a s d
ben	b ɛ n
bencampwr	b ɛ ŋ k a m p ʊ r
bencampwriaeth	b ɛ ŋ k a m p ʊ r j a i̯ θ
bencampwriaeth	b ɛ ŋ k a m p ʊ r j ɛ θ
bencampwyr	b ɛ ŋ k a m p w ɪ r
bendant	b ɛ n d a n t
benderfynu	b ɛ n d ɛ r v ə n i
bendith	b ɛ n d ɪ θ
bendithio	b ɛ n d ɪ θ j ɔ
bengwin	b ɛ ŋ ɡ w ɪ n
bengwiniaid	b ɛ ŋ ɡ w ɪ n j a i̯ d
bengwiniaid	b ɛ ŋ ɡ w ɪ n j ɛ d
benthycion	b ɛ n θ ə k j ɔ n
benthyg	b ɛ n θ ɪ ɡ
benyw	b eː n ɪ u̯
benyw	b ɛ n ɪ u̯
benywaidd	b ɛ n ɪ u̯ a i̯ ð
ber	b ɛ r
berf	b ɛ r v
berf annherfynol	b ɛ r v a n h ɛ r v ə n ɔ l
berfau	b ɛ r v a i̯
berfau	b ɛ r v ɛ
berfau annherfynol	b ɛ r v a i̯ a n h ɛ r v ə n ɔ l
berfau annherfynol	b ɛ r v ɛ a n h ɛ r v ə n ɔ l
berfenw	b ɛ r v eː n u
berfenw	b ɛ r v ɛ n u
berfenwau	b ɛ r v ɛ n w a i̯
berfenwau	b ɛ r v ɛ n w ɛ
berllan	b ɛ r ɬ a n
bermo	ə b ɛ r m ɔ
berthynas	b ɛ r θ ə n a s
berw	b eː r u
berw	b ɛ r u
berwi	b ɛ r w i
beth	b eː θ
bethau	b eː θ a i̯
bethau	b eː θ ɛ
bethau	b ɛ θ a i̯
bethau	b ɛ θ ɛ
betws	b ɛ t ʊ s
beudy	b e i̯ d i
bi	b iː
biau	b iː a i̯
biau	b iː ɛ
bib	b iː b
bibgorn	b ɪ b ɡ ɔ r n
big	b iː ɡ
bigan	b iː ɡ a n
bigan	b ɪ ɡ a n
bigwrn	b iː ɡ ʊ r n
bigwrn	b ɪ ɡ ʊ r n
bildar	b ɪ l d a r
biliwn	b ɪ l j ʊ n
bin	b iː n
bin	b ɪ n
bioleg	b j oː l ɛ ɡ
bioleg	b j ɔ l ɛ ɡ
biolegol	b j ɔ l eː ɡ ɔ l
biolegol	b j ɔ l ɛ ɡ ɔ l
biolegydd	b j ɔ l eː ɡ ɪ ð
biolegydd	b j ɔ l ɛ ɡ ɪ ð
birmingham	b ə r m ɪ ŋ h a m
biti	b ɪ t i
biws	b ɪ u̯ s
blaen	b l a i̯ n
blaen	b l aː n
blaidd	b l a i̯ ð
blanced	b l a ŋ k ɛ d
blas	b l aː s
blasus	b l aː s ɪ s
blawd	b l a u̯ d
ble	b l eː
ble wyt ti'n byw	b l eː ʊ i̯ t t ɨː n b ɪ u̯
bleiddiaid	b l e i̯ ð j a i̯ d
bleiddiaid	b l e i̯ ð j ɛ d
bleiddiau	b l e i̯ ð j a i̯
bleiddiau	b l e i̯ ð j ɛ
bleidleisio	b l e i̯ d l e i̯ s j ɔ
bleidleisio	b l e i̯ d l e i̯ ʃ ɔ
blew	b l ɛ u̯
blewyn	b l ɛ u̯ ɪ n
blin	b l iː n
blinedig	b l ɪ n ɛ d ɪ ɡ
blingo	b l ɪ ŋ ɔ
blino	b l ɪ n ɔ
blith	b l iː θ
blodau	b l oː d a i̯
blodau	b l oː d ɛ
blodau	b l ɔ d a i̯
blodau	b l ɔ d ɛ
blodfresych	b l ɔ d v r ɛ s ɪ χ
blodfresychen	b l ɔ d v r ɛ s ə χ ɛ n
blodyn	b l oː d ɪ n
blodyn	b l ɔ d ɪ n
blog	b l ɔ ɡ
blogiau	b l ɔ ɡ j a i̯
blogiau	b l ɔ ɡ j ɛ
blogio	b l ɔ ɡ j ɔ
blogiwr	b l ɔ ɡ j ʊ r
blogwyr	b l ɔ ɡ w ɪ r
blorai	b l oː r a i̯
blorai	b l ɔ r a i̯
blows	b l o u̯ z
blowsys	b l o u̯ s ɪ z
blwch	b l uː χ
blwch llwch	b l uː χ ɬ uː χ
blwydd	b l ʊ i̯ ð
blwyddi	b l ʊ i̯ ð i
blwyddyn	b l ʊ i̯ ð ɪ n
blwyddyn golau	b l ʊ i̯ ð ɪ n ɡ oː l a i̯
blwyddyn golau	b l ʊ i̯ ð ɪ n ɡ oː l ɛ
blwyddyn golau	b l ʊ i̯ ð ɪ n ɡ ɔ l a i̯
blwyddyn golau	b l ʊ i̯ ð ɪ n ɡ ɔ l ɛ
blychau llwch	b l ə χ a i̯ ɬ uː χ
blychau llwch	b l ə χ ɛ ɬ uː χ
blynedd	b l ə n ɛ ð
blynyddoedd	b l ə n ə ð ɔ i̯ ð
blynyddoedd	b l ə n ə ð ɔ ð
blynyddoedd golau	b l ə n ə ð ɔ i̯ ð ɡ oː l a i̯
blynyddoedd golau	b l ə n ə ð ɔ i̯ ð ɡ oː l ɛ
blynyddoedd golau	b l ə n ə ð ɔ i̯ ð ɡ ɔ l a i̯
blynyddoedd golau	b l ə n ə ð ɔ i̯ ð ɡ ɔ l ɛ
blynyddoedd golau	b l ə n ə ð ɔ ð ɡ oː l ɛ
blynyddoedd golau	b l ə n ə ð ɔ ð ɡ ɔ l ɛ
bob	b oː b
bobl	b oː b ɔ l
bobl	b ɔ b l
bobl	b ɔ b ɔ l
bobloedd	b ɔ b l ɔ i̯ ð
boch	b oː χ
bochdew	b ɔ χ d ɛ u̯
bocsio	b ɔ k s j ɔ
bocsio	b ɔ k ʃ ɔ
bocsiwr	b ɔ k s j ʊ r
bocsiwr	b ɔ k ʃ ʊ r
bocswyr	b ɔ k s w ɪ r
bod	b oː d
bodd	b oː ð
boddi	b oː ð i
boddi	b ɔ ð i
boenen	b ɔ i̯ n ɛ n
boeni	b ɔ i̯ n i
boi	b ɔ i̯
bol	b ɔ l
boncyff	b ɔ ŋ k ɪ f
bondigrybwyll	b ɔ n d ɪ ɡ r ə b ʊ i̯ ɬ
boneddiges	b ɔ n ɛ ð iː ɡ ɛ s
boneddiges	b ɔ n ɛ ð ɪ ɡ ɛ s
boneddigesau	b ɔ n ɛ ð ɪ ɡ ɛ s a i̯
boneddigesau	b ɔ n ɛ ð ɪ ɡ ɛ s ɛ
boneddigion	b ɔ n ɛ ð ɪ ɡ j ɔ n
bongorff	b ɔ ŋ ɡ ɔ r f
bonheddig	b ɔ n h eː ð ɪ ɡ
bonheddig	b ɔ n h ɛ ð ɪ ɡ
boptai	b ɔ p t a i̯
bopty	b ɔ p t i
bord	b ɔ r d
bordydd	b ɔ r d ɪ ð
bore	b oː r ɛ
bore	b ɔ r ɛ
bore da	b oː r ɛ d aː
bore da	b ɔ r ɛ d aː
bortiwgal	b ɔ r t j ʊ ɡ a l
bortiwgal	b ɔ r t ɪ u̯ ɡ a l
brad	b r aː d
braen	b r a i̯ n
braf	b r aː v
braich	b r a i̯ χ
brain	b r a i̯ n
braint	b r a i̯ n t
bras	b r aː s
braster	b r a s t ɛ r
brasterog	b r a s d eː r ɔ ɡ
brasterog	b r a s d ɛ r ɔ ɡ
brathu	b r a θ i
braw	b r a u̯
brawd	b r a u̯ d
brawiau	b r a u̯ j a i̯
brawiau	b r a u̯ j ɛ
brawychdod	b r a u̯ ə χ d ɔ d
brawychiad	b r a u̯ ə χ j a d
brawychiadau	b r a u̯ ə χ j a d a i̯
brawychiadau	b r a u̯ ə χ j a d ɛ
brawychiadau	b r a u̯ ə χ j aː d a i̯
brawychiadau	b r a u̯ ə χ j aː d ɛ
brawychiaeth	b r a u̯ ə χ j a i̯ θ
brawychiaeth	b r a u̯ ə χ j ɛ θ
brawychus	b r a u̯ ə χ ɪ s
brawychwr	b r a u̯ ə χ ʊ r
brawychwyr	b r a u̯ ə χ w ɪ r
brech	b r eː χ
brechdan	b r ɛ χ d a n
brecsit	b r ɛ k s ɪ t
brecwast	b r ɛ k w a s t
breifat	b r e i̯ v a t
brenhines	b r ɛ n h iː n ɛ s
brenhines	b r ɛ n h ɪ n ɛ s
brenin	b r eː n ɪ n
brenin	b r ɛ n ɪ n
bresych	b r ɛ s ɪ χ
bresychen	b r ɛ s ə χ ɛ n
breuddwyd	b r e i̯ ð ʊ i̯ d
breuddwydio	b r e i̯ ð ʊ i̯ d j ɔ
breuddwydion	b r e i̯ ð ʊ i̯ d j ɔ n
brexit	b r ɛ k s ɪ t
bri	b r iː
briallen	b r i a ɬ ɛ n
briallen	b r j a ɬ ɛ n
briallu	b r i a ɬ i
briallu	b r j a ɬ i
bric	b r ɪ k
briciau	b r i k j a i̯
briciau	b r i k j ɛ
brics	b r ɪ k s
bricsen	b r ɪ k s ɛ n
bricyll	b r ɪ k ɪ ɬ
brif	b r iː v
brig	b r iː ɡ
brig y nos	b r iː ɡ ə n oː s
brith	b r iː θ
briw	b r ɪ u̯
broch	b r oː χ
brochion	b r ɔ χ j ɔ n
brochod	b r oː χ ɔ d
brochod	b r ɔ χ ɔ d
brodyr	b r oː d ɪ r
brodyr	b r ɔ d ɪ r
broga	b r oː ɡ a
broga	b r ɔ ɡ a
bron	b r ɔ n
bronrhuddyn y mynydd	b r ɔ n r̥ iː ð ɪ n ə m ə n ɪ ð
bronrhuddyn y mynydd	b r ɔ n r̥ ɪ ð ɪ n ə m ə n ɪ ð
bronwen	b r ɔ n w ɛ n
brown	b r o u̯ n
brwd	b r uː d
brwdfrydedd	b r ʊ d v r ə d ɛ ð
brwmstan	b r ʊ m s d a n
brwydr	b r ʊ i̯ d r
brwydr	b r ʊ i̯ d ɪ r
brwydrau	b r ʊ i̯ d r a i̯
brwydrau	b r ʊ i̯ d r ɛ
brwydro	b r ʊ i̯ d r ɔ
brwydrwr	b r ʊ i̯ d r ʊ r
brwydrwyr	b r ʊ i̯ d r w ɪ r
brwyn	b r ʊ i̯ n
brwyna	b r ʊ i̯ n a
brwysg	b r ʊ i̯ s k
brych	b r iː χ
bryd	b r iː d
brydain	b r ə d a i̯ n
brydain	b r ə d ɛ n
bryf	b r iː v
bryfed	b r ə v ɛ d
bryn	b r ɪ n
bryna	b r ə n a
bryngaer	b r ə ŋ ɡ a i̯ r
bryngaer	b r ɪ ŋ ɡ a i̯ r
bryniau	b r ə n j a i̯
bryniau	b r ə n j ɛ
brynu	b r ə n i
brys	b r iː s
bryste	b r ɪ s t ɛ
brysur	b r ə s ɪ r
brython	b r ə θ ɔ n
brythoneg	b r ə θ oː n ɛ ɡ
brythoneg	b r ə θ ɔ n ɛ ɡ
brân	b r aː n
brân gernyw	b r aː n ɡ ɛ r n ɪ u̯
brëyr	b r eː ɪ r
bu	b iː
bual	b i a l
bual	b iː a l
buan	b i a n
buan	b iː a n
budd	b iː ð
buddion	b ɪ ð j ɔ n
buddsoddi	b ɪ ð s oː ð i
buddsoddi	b ɪ ð s ɔ ð i
buddug	b iː ð ɪ ɡ
buddug	b ɪ ð ɪ ɡ
buddugol	b ɪ ð iː ɡ ɔ l
buddugol	b ɪ ð ɪ ɡ ɔ l
buddugoliaeth	b ɪ ð ɪ ɡ ɔ l j a i̯ θ
buddugoliaeth	b ɪ ð ɪ ɡ ɔ l j ɛ θ
buddugwr	b ɪ ð iː ɡ ʊ r
buddugwr	b ɪ ð ɪ ɡ ʊ r
buddugwyr	b ɪ ð ɪ ɡ w ɪ r
bugail	b iː ɡ a i̯ l
bugail	b iː ɡ ɛ l
bugail	b ɪ ɡ a i̯ l
bugail	b ɪ ɡ ɛ l
bum	b ɪ m
bunt	b ɪ n t
bur	b iː r
busnes	b ɪ s n ɛ s
busnes	b ɪ z n ɛ s
buwch	b ɪ u̯ χ
bwa	b uː a
bwa'r gwynt	b uː a r ɡ w ɪ n t
bwced	b ʊ k ɛ d
bwch	b uː χ
bwgan	b uː ɡ a n
bwgan	b ʊ ɡ a n
bwl	b ʊ l
bwlch	b ʊ l χ
bwlgaria	b ʊ l ɡ a r j a
bwm y gors	b ʊ m ə ɡ ɔ r s
bwrdd	b ʊ r ð
bwrw	b uː r u
bwrw	b ʊ r u
bwrw hen wragedd â ffyn	b uː r u h eː n w r aː ɡ ɛ ð a f ɪ n
bwrw hen wragedd â ffyn	b ʊ r u h eː n w r a ɡ ɛ ð a f ɪ n
bws	b ʊ s
bwthyn	b ʊ θ ɪ n
bwyd	b ʊ i̯ d
bwydydd	b ʊ i̯ d ɪ ð
bwyta	b ɪ t a
bwyta	b ʊ i̯ t a
bwytadwy	b ʊ i̯ t a d ʊ i̯
bwytadwy	b ʊ i̯ t aː d ʊ i̯
bwyty	b ʊ i̯ t i
bychan	b ə χ a n
bychod	b ə χ ɔ d
byd	b iː d
bydd	b iː ð
byddai	b ə ð a i̯
byddai	b ə ð ɛ
byddar	b ə ð a r
byddarol	b ə ð a r ɔ l
byddarol	b ə ð aː r ɔ l
byddaru	b ə ð a r i
byddaru	b ə ð aː r i
