ͷ	t͡sʼ
αἰθάλεια	ɛ θ a l i a
αἰθάλη	a i̯ tʰ á l ɛː
αἰθάλη	e θ a l i
αἰθάλη	ɛ tʰ a l e
αἰθάλη	ɛ θ a l i
αἰθάληι	a i̯ tʰ á l ɛː i̯
αἰθάληι	e θ a l i
αἰθάληι	ɛ tʰ a l e
αἰθάληι	ɛ θ a l i
αἰθέρι	a i̯ tʰ é r i
αἰθέρι	e θ e r i
αἰθέρι	ɛ tʰ ɛ r i
αἰθέρι	ɛ θ e r i
αἰθέροσ	a i̯ tʰ é r o s
αἰθέροσ	e θ e r o s
αἰθέροσ	ɛ tʰ ɛ r o s
αἰθέροσ	ɛ θ e r o s
αἰθήρ	a i̯ tʰ ɛ̌ː r
αἰθήρ	e θ i r
αἰθήρ	ɛ tʰ e r
αἰθήρ	ɛ θ i r
αἰθίοψ	a i̯ tʰ í o p s
αἰθίοψ	e θ i o p s
αἰθίοψ	ɛ tʰ i o p s
αἰθίοψ	ɛ θ i o p s
αἰθαλία	a i̯ tʰ a l í aː
αἰθαλία	e θ a l i a
αἰθαλία	ɛ tʰ a l i a
αἰθαλία	ɛ θ a l i a
αἰθαλίδεω	a i̯ tʰ a l í d e ɔː
αἰθαλίδεω	e θ a l i ð e o
αἰθαλίδεω	ɛ tʰ a l i d ɛ o
αἰθαλίδεω	ɛ θ a l i ð e o
αἰθαλίδησ	a i̯ tʰ a l í d ɛː s
αἰθαλίδησ	e θ a l i ð i s
αἰθαλίδησ	ɛ tʰ a l i d e s
αἰθαλίδησ	ɛ θ a l i ð i s
αἰθαλίη	a i̯ tʰ a l í ɛː
αἰθαλίη	e θ a l i i
αἰθαλίη	ɛ tʰ a l i e
αἰθαλίη	ɛ θ a l i i
αἰθαλίων	a i̯ tʰ a l í ɔː n
αἰθαλίων	e θ a l i o n
αἰθαλίων	ɛ tʰ a l i o n
αἰθαλίων	ɛ θ a l i o n
αἰθαλόεισ	a i̯ tʰ a l ó eː s
αἰθαλόεισ	e θ a l o i s
αἰθαλόεισ	ɛ tʰ a l o i s
αἰθαλόεισ	ɛ θ a l o i s
αἰθαλόσ	a i̯ tʰ a l ó s
αἰθαλόσ	e θ a l o s
αἰθαλόσ	ɛ tʰ a l o s
αἰθαλόσ	ɛ θ a l o s
αἰθιοπία	a i̯ tʰ i o p í aː
αἰθιοπία	e θ i o p i a
αἰθιοπία	ɛ tʰ i o p i a
αἰθιοπία	ɛ θ i o p i a
αἰθιοπίσ	a i̯ tʰ i o p í s
αἰθιοπίσ	e θ i o p i s
αἰθιοπίσ	ɛ tʰ i o p i s
αἰθιοπίσ	ɛ θ i o p i s
αἰθομένοιο	a i̯ tʰ o m é n o i̯ o
αἰθομένοιο	e θ o m e n i o
αἰθομένοιο	e θ o m e n y o
αἰθομένοιο	ɛ tʰ o m ɛ n y o
αἰθομένοιο	ɛ θ o m e n y o
αἰθούσηι	a i̯ tʰ ǒː s ɛː i̯
αἰθούσηι	e θ u s i
αἰθούσηι	ɛ tʰ u s e
αἰθούσηι	ɛ θ u s i
αἰθόμενοσ	a i̯ tʰ ó m e n o s
αἰθόμενοσ	e θ o m e n o s
αἰθόμενοσ	ɛ tʰ o m ɛ n o s
αἰθόμενοσ	ɛ θ o m e n o s
αἰκία	a i̯ k í aː
αἰκία	e c i a
αἰκία	ɛ k i a
αἰκατερίνη	a i̯ k a t e r ǐː n ɛː
αἰκατερίνη	e k a t e r i n i
αἰκατερίνη	ɛ k a t e r i n i
αἰκατερίνη	ɛ k a t ɛ r i n e
αἰμίλιοσ	a i̯ m í l i o s
αἰμίλιοσ	e m i l i o s
αἰμίλιοσ	ɛ m i l i o s
αἰμιλία	a i̯ m i l í aː
αἰμιλία	e m i l i a
αἰμιλία	ɛ m i l i a
αἰνέω	a i̯ n é ɔː
αἰνέω	e n e o
αἰνέω	ɛ n e o
αἰνέω	ɛ n ɛ o
αἰνεία	a i̯ n ěː aː
αἰνεία	e n i a
αἰνεία	ɛ n i a
αἰνείαι	a i̯ n ěː aː i̯
αἰνείαι	e n i a
αἰνείαι	ɛ n i a
αἰνείαν	a i̯ n ěː aː n
αἰνείαν	e n i a n
αἰνείαν	ɛ n i a n
αἰνείαο	a i̯ n ěː aː o
αἰνείαο	e n i a o
αἰνείαο	ɛ n i a o
αἰνείασ	a i̯ n ěː aː s
αἰνείασ	e n i a s
αἰνείασ	ɛ n i a s
αἰνεσίδημοσ	a i̯ n e s í d ɛː m o s
αἰνεσίδημοσ	e n e s i ð i m o s
αἰνεσίδημοσ	ɛ n e s i ð i m o s
αἰνεσίδημοσ	ɛ n ɛ s i d e m o s
αἰνῆι	a i̯ n ɛ̂ː i̯
αἰνῆι	e n i
αἰνῆι	ɛ n e
αἰνῆι	ɛ n i
αἰνησίδημοσ	a i̯ n ɛː s i d ɛː m o s
αἰνησίδημοσ	e n i s i ð i m o s
αἰνησίδημοσ	ɛ n e s i d e m o s
αἰνησίδημοσ	ɛ n i s i ð i m o s
αἰνῶσ	a i̯ n ɔ̂ː s
αἰνῶσ	e n o s
αἰνῶσ	ɛ n o s
αἰνόν	a i̯ n ó n
αἰνόν	e n o n
αἰνόν	ɛ n o n
αἰνόσ	a i̯ n ó s
αἰνόσ	e n o s
αἰνόσ	ɛ n o s
αἰολία	a i̯ o l í aː
αἰολία	e o l i a
αἰολία	ɛ o l i a
αἰολίσ	a i̯ o l í s
αἰολίσ	e o l i s
αἰολίσ	ɛ o l i s
αἰολεύσ	a i̯ o l ě u̯ s
αἰολεύσ	e o l e f s
αἰολεύσ	ɛ o l e ɸ s
αἰολεύσ	ɛ o l e ʍ s
αἰολικόσ	a i̯ o l i k ó s
αἰολικόσ	e o l i k o s
αἰολικόσ	ɛ o l i k o s
αἰολόπωλοσ	a i̯ o l ó p ɔː l o s
αἰολόπωλοσ	e o l o p o l o s
αἰολόπωλοσ	ɛ o l o p o l o s
αἰπεινόσ	a i̯ p eː n ó s
αἰπεινόσ	e p i n o s
αἰπεινόσ	ɛ p i n o s
αἰπόλοσ	a i̯ p ó l o s
αἰπόλοσ	e p o l o s
αἰπόλοσ	ɛ p o l o s
αἰπόσ	a i̯ p ó s
αἰπόσ	e p o s
αἰπόσ	ɛ p o s
αἰπύ	a i̯ p ý
αἰπύ	e p i
αἰπύ	e p y
αἰπύ	ɛ p y
αἰπύν	a i̯ p ý n
αἰπύν	e p i n
αἰπύν	e p y n
αἰπύν	ɛ p y n
αἰπύσ	a i̯ p ý s
αἰπύσ	e p i s
αἰπύσ	e p y s
αἰπύσ	ɛ p y s
αἰσθάνομαι	a i̯ s tʰ á n o m a i̯
αἰσθάνομαι	e s θ a n o m e
αἰσθάνομαι	ɛ s tʰ a n o m ɛ
αἰσθάνομαι	ɛ s θ a n o m ɛ
αἰσθητικόσ	a i̯ s tʰ ɛː t i k ó s
αἰσθητικόσ	e s θ i t i k o s
αἰσθητικόσ	ɛ s tʰ e t i k o s
αἰσθητικόσ	ɛ s θ i t i k o s
αἰσθόμενοι	a i̯ s tʰ ó m e n o i̯
αἰσθόμενοι	e s θ o m e n i
αἰσθόμενοι	e s θ o m e n y
αἰσθόμενοι	ɛ s tʰ o m ɛ n y
αἰσθόμενοι	ɛ s θ o m e n y
αἰσθόμενοσ	a i̯ s tʰ ó m e n o s
αἰσθόμενοσ	e s θ o m e n o s
αἰσθόμενοσ	ɛ s tʰ o m ɛ n o s
αἰσθόμενοσ	ɛ s θ o m e n o s
αἰσχίνησ	a i̯ s kʰ í n ɛː s
αἰσχίνησ	e s ç i n i s
αἰσχίνησ	ɛ s kʰ i n e s
αἰσχίνησ	ɛ s x i n i s
αἰσχρόν	a i̯ s kʰ r ó n
αἰσχρόν	e s x r o n
αἰσχρόν	ɛ s kʰ r o n
αἰσχρόν	ɛ s x r o n
αἰσχρόσ	a i̯ s kʰ r ó s
αἰσχρόσ	e s x r o s
αἰσχρόσ	ɛ s kʰ r o s
αἰσχρόσ	ɛ s x r o s
αἰσχύλοσ	a i̯ s kʰ ý l o s
αἰσχύλοσ	e s ç i l o s
αἰσχύλοσ	e s ç y l o s
αἰσχύλοσ	ɛ s kʰ y l o s
αἰσχύλοσ	ɛ s x y l o s
αἰσχύνη	a i̯ s kʰ y̌ː n ɛː
αἰσχύνη	e s ç i n i
αἰσχύνη	e s ç y n i
αἰσχύνη	ɛ s kʰ y n e
αἰσχύνη	ɛ s x y n i
αἰσχύνην	a i̯ s kʰ y̌ː n ɛː n
αἰσχύνην	e s ç i n i n
αἰσχύνην	e s ç y n i n
αἰσχύνην	ɛ s kʰ y n e n
αἰσχύνην	ɛ s x y n i n
αἰσχύνησ	a i̯ s kʰ y̌ː n ɛː s
αἰσχύνησ	e s ç i n i s
αἰσχύνησ	e s ç y n i s
αἰσχύνησ	ɛ s kʰ y n e s
αἰσχύνησ	ɛ s x y n i s
αἰσχύνομαι	a i̯ s kʰ y̌ː n o m a i̯
αἰσχύνομαι	e s ç i n o m e
αἰσχύνομαι	e s ç y n o m e
αἰσχύνομαι	ɛ s kʰ y n o m ɛ
αἰσχύνομαι	ɛ s x y n o m ɛ
αἰσχύνω	a i̯ s kʰ y̌ː n ɔː
αἰσχύνω	e s ç i n o
αἰσχύνω	e s ç y n o
αἰσχύνω	ɛ s kʰ y n o
αἰσχύνω	ɛ s x y n o
αἰσών	a i̯ s ɔ̌ː n
αἰσών	e s o n
αἰσών	ɛ s o n
αἰτέω	a i̯ t é ɔː
αἰτέω	e t e o
αἰτέω	ɛ t e o
αἰτέω	ɛ t ɛ o
αἰτία	a i̯ t í aː
αἰτία	e t i a
αἰτία	ɛ t i a
αἰτίαι	a i̯ t í aː i̯
αἰτίαι	e t i a
αἰτίαι	ɛ t i a
αἰτίαν	a i̯ t í aː n
αἰτίαν	e t i a n
αἰτίαν	ɛ t i a n
αἰτίασ	a i̯ t í aː s
αἰτίασ	e t i a s
αἰτίασ	ɛ t i a s
αἰτίζω	a i̯ t í z d ɔː
αἰτίζω	e t i z o
αἰτίζω	ɛ t i z o
αἰτίζων	a i̯ t í z d ɔː n
αἰτίζων	e t i z o n
αἰτίζων	ɛ t i z o n
αἰτητόσ	a i̯ t ɛː t ó s
αἰτητόσ	e t i t o s
αἰτητόσ	ɛ t e t o s
αἰτητόσ	ɛ t i t o s
αἰτιάομαι	a i̯ t i á o m a i̯
αἰτιάομαι	e t i a o m e
αἰτιάομαι	ɛ t i a o m ɛ
αἰτιατική	a i̯ t i aː t i k ɛ̌ː
αἰτιατική	e t i a t i c i
αἰτιατική	ɛ t i a t i k e
αἰτιατική	ɛ t i a t i k i
αἰτιατικόσ	a i̯ t i aː t i k ó s
αἰτιατικόσ	e t i a t i k o s
αἰτιατικόσ	ɛ t i a t i k o s
αἰτωλία	a i̯ t ɔː l í aː
αἰτωλία	e t o l i a
αἰτωλία	ɛ t o l i a
αἰτωλίσ	a i̯ t ɔː l í s
αἰτωλίσ	e t o l i s
αἰτωλίσ	ɛ t o l i s
αἰτωλούσ	a i̯ t ɔː l ǒː s
αἰτωλούσ	e t o l u s
αἰτωλούσ	ɛ t o l u s
αἰτωλόσ	a i̯ t ɔː l ó s
αἰτωλόσ	e t o l o s
αἰτωλόσ	ɛ t o l o s
αἰχμάλωτοσ	a i̯ kʰ m á l ɔː t o s
αἰχμάλωτοσ	e x m a l o t o s
αἰχμάλωτοσ	ɛ kʰ m a l o t o s
αἰχμάλωτοσ	ɛ x m a l o t o s
αἰχμή	a i̯ kʰ m ɛ̌ː
αἰχμή	e x m i
αἰχμή	ɛ kʰ m e
αἰχμή	ɛ x m i
αἰχμητάων	a i̯ kʰ m ɛː t ǎː ɔː n
αἰχμητάων	e x m i t a o n
αἰχμητάων	ɛ kʰ m e t a o n
αἰχμητάων	ɛ x m i t a o n
αἰχμητήν	a i̯ kʰ m ɛː t ɛ̌ː n
αἰχμητήν	e x m i t i n
αἰχμητήν	ɛ kʰ m e t e n
αἰχμητήν	ɛ x m i t i n
αἰχμητήσ	a i̯ kʰ m ɛː t ɛ̌ː s
αἰχμητήσ	e x m i t i s
αἰχμητήσ	ɛ kʰ m e t e s
αἰχμητήσ	ɛ x m i t i s
αἰόλοσ	a i̯ ó l o s
αἰόλοσ	e o l o s
αἰόλοσ	ɛ o l o s
αἰών	a i̯ ɔ̌ː n
αἰών	e o n
αἰών	ɛ o n
αἰώνιοσ	a i̯ ɔ̌ː n i o s
αἰώνιοσ	e o n i o s
αἰώνιοσ	ɛ o n i o s
αἰώρα	a i̯ ɔ̌ː r a
αἰώρα	e o r a
αἰώρα	ɛ o r a
αἱ	e
αἱ	h a i̯
αἱ	h ɛ
αἱ	ɛ
αἱμάτινοσ	e m a t i n o s
αἱμάτινοσ	h a i̯ m á t i n o s
αἱμάτινοσ	h ɛ m a t i n o s
αἱμάτινοσ	ɛ m a t i n o s
αἱμασιά	e m a s i a
αἱμασιά	h a i̯ m a s i ǎː
αἱμασιά	h ɛ m a s i a
αἱμασιά	ɛ m a s i a
αἱματόεισ	e m a t o i s
αἱματόεισ	h a i̯ m a t ó eː s
αἱματόεισ	h ɛ m a t o i s
αἱματόεισ	ɛ m a t o i s
αἱματόεντα	e m a t o e n d a
αἱματόεντα	e m a t o e n t a
αἱματόεντα	h a i̯ m a t ó e n t a
αἱματόεντα	h ɛ m a t o ɛ n t a
αἱματόεντα	ɛ m a t o e n t a
αἱμοφόβοσ	e m o f o v o s
αἱμοφόβοσ	h a i̯ m o pʰ ó b o s
αἱμοφόβοσ	h ɛ m o pʰ o b o s
αἱμοφόβοσ	ɛ m o ɸ o β o s
αἱρέσια	e r e s i a
αἱρέσια	h a i̯ r é s i a
αἱρέσια	h ɛ r ɛ s i a
αἱρέσια	ɛ r e s i a
αἱρέω	e r e o
αἱρέω	h a i̯ r é ɔː
αἱρέω	h ɛ r ɛ o
αἱρέω	ɛ r e o
αἱρεσιώτησ	e r e s i o t i s
αἱρεσιώτησ	h a i̯ r e s i ɔ̌ː t ɛː s
αἱρεσιώτησ	h ɛ r ɛ s i o t e s
αἱρεσιώτησ	ɛ r e s i o t i s
αἱρῶ	e r o
αἱρῶ	h a i̯ r ɔ̂ː
αἱρῶ	h ɛ r o
αἱρῶ	ɛ r o
αἴ	e
αἴ	ǎ i̯
αἴ	ɛ
αἴαντ'	e a n d
αἴαντ'	e a n t
αἴαντ'	ǎ i̯ a n t
αἴαντ'	ɛ a n t
αἴαντα	e a n d a
αἴαντα	e a n t a
αἴαντα	ǎ i̯ a n t a
αἴαντα	ɛ a n t a
αἴαντε	e a n d e
αἴαντε	e a n t e
αἴαντε	ǎ i̯ a n t e
αἴαντε	ɛ a n t e
αἴαντε	ɛ a n t ɛ
αἴαντι	e a n d i
αἴαντι	e a n t i
αἴαντι	ǎ i̯ a n t i
αἴαντι	ɛ a n t i
αἴαντοσ	e a n d o s
αἴαντοσ	e a n t o s
αἴαντοσ	ǎ i̯ a n t o s
αἴαντοσ	ɛ a n t o s
αἴασ	e a s
αἴασ	ǎ i̯ aː s
αἴασ	ɛ a s
αἴγαγροσ	e ɣ a ɣ r o s
αἴγαγροσ	ǎ i̯ ɡ a ɡ r o s
αἴγαγροσ	ɛ ɡ a ɡ r o s
αἴγαγροσ	ɛ ɣ a ɣ r o s
αἴγειρα	e ʝ i r a
αἴγειρα	ǎ i̯ ɡ eː r aː
αἴγειρα	ɛ ɡ i r a
αἴγειρα	ɛ ɣ i r a
αἴγειροσ	e ʝ i r o s
αἴγειροσ	ǎ i̯ ɡ eː r o s
αἴγειροσ	ɛ ɡ i r o s
αἴγειροσ	ɛ ɣ i r o s
αἴγιθοσ	e ʝ i θ o s
αἴγιθοσ	ǎ i̯ ɡ i tʰ o s
αἴγιθοσ	ɛ ɡ i tʰ o s
αἴγιθοσ	ɛ ɣ i θ o s
αἴγιλοσ	e ʝ i l o s
αἴγιλοσ	ǎ i̯ ɡ i l o s
αἴγιλοσ	ɛ ɡ i l o s
αἴγιλοσ	ɛ ɣ i l o s
αἴγινα	e ʝ i n a
αἴγινα	ǎ i̯ ɡ iː n a
αἴγινα	ɛ ɡ i n a
αἴγινα	ɛ ɣ i n a
αἴγινοσ	e ʝ i n o s
αἴγινοσ	ǎ i̯ ɡ i n o s
αἴγινοσ	ɛ ɡ i n o s
αἴγινοσ	ɛ ɣ i n o s
αἴγιον	e ʝ i o n
αἴγιον	ǎ i̯ ɡ i o n
αἴγιον	ɛ ɡ i o n
αἴγιον	ɛ ɣ i o n
αἴγισθοσ	e ʝ i s θ o s
αἴγισθοσ	ǎ i̯ ɡ i s tʰ o s
αἴγισθοσ	ɛ ɡ i s tʰ o s
αἴγισθοσ	ɛ ɣ i s θ o s
αἴγλη	e ɣ l i
αἴγλη	ǎ i̯ ɡ l ɛː
αἴγλη	ɛ ɡ l e
αἴγλη	ɛ ɣ l i
αἴγυπτοσ	e ʝ i p t o s
αἴγυπτοσ	e ʝ y p t o s
αἴγυπτοσ	ǎ i̯ ɡ y p t o s
αἴγυπτοσ	ɛ ɡ y p t o s
αἴγυπτοσ	ɛ ɣ y p t o s
αἴδουοσ	e ð u o s
αἴδουοσ	ǎ i̯ d oː o s
αἴδουοσ	ɛ d u o s
αἴδουοσ	ɛ ð u o s
αἴηι	e i
αἴηι	ǎ i̯ ɛː i̯
αἴηι	ɛ e
αἴηι	ɛ i
αἴησ	e i s
αἴησ	ǎ i̯ ɛː s
αἴησ	ɛ e s
αἴησ	ɛ i s
αἴθ'	e θ
αἴθ'	ǎ i̯ tʰ
αἴθ'	ɛ tʰ
αἴθ'	ɛ θ
αἴθαλοσ	e θ a l o s
αἴθαλοσ	ǎ i̯ tʰ a l o s
αἴθαλοσ	ɛ tʰ a l o s
αἴθαλοσ	ɛ θ a l o s
αἴθε	e θ e
αἴθε	ǎ i̯ tʰ e
αἴθε	ɛ tʰ ɛ
αἴθε	ɛ θ e
αἴθινοσ	e θ i n o s
αἴθινοσ	ǎ i̯ tʰ i n o s
αἴθινοσ	ɛ tʰ i n o s
αἴθινοσ	ɛ θ i n o s
αἴθλη	e θ l i
αἴθλη	ǎ i̯ tʰ l ɛː
αἴθλη	ɛ tʰ l e
αἴθλη	ɛ θ l i
αἴθοπα	e θ o p a
αἴθοπα	ǎ i̯ tʰ o p a
αἴθοπα	ɛ tʰ o p a
αἴθοπα	ɛ θ o p a
αἴθοπι	e θ o p i
αἴθοπι	ǎ i̯ tʰ o p i
αἴθοπι	ɛ tʰ o p i
αἴθοπι	ɛ θ o p i
αἴθουσα	e θ u s a
αἴθουσα	ǎ i̯ tʰ oː s a
αἴθουσα	ɛ tʰ u s a
αἴθουσα	ɛ θ u s a
αἴθρα	e θ r a
αἴθρα	ǎ i̯ tʰ r aː
αἴθρα	ɛ tʰ r a
αἴθρα	ɛ θ r a
αἴθυια	e θ i a
αἴθυια	e θ y a
αἴθυια	ǎ i̯ tʰ yː a
αἴθυια	ɛ tʰ y a
αἴθυια	ɛ θ y a
αἴθω	e θ o
αἴθω	ǎ i̯ tʰ ɔː
αἴθω	ɛ tʰ o
αἴθω	ɛ θ o
αἴθων	e θ o n
αἴθων	ǎ i̯ tʰ ɔː n
αἴθων	ɛ tʰ o n
αἴθων	ɛ θ o n
αἴλουροι	e l u r i
αἴλουροι	e l u r y
αἴλουροι	ǎ i̯ l oː r o i̯
αἴλουροι	ɛ l u r y
αἴλουροσ	e l u r o s
αἴλουροσ	ǎ i̯ l oː r o s
αἴλουροσ	ɛ l u r o s
αἴνεσισ	e n e s i s
αἴνεσισ	ǎ i̯ n e s i s
αἴνεσισ	ɛ n e s i s
αἴνεσισ	ɛ n ɛ s i s
αἴνιγμα	e n i ɣ m a
αἴνιγμα	ǎ i̯ n i ŋ m a
αἴνιγμα	ɛ n i ɡ m a
αἴνιγμα	ɛ n i ɣ m a
αἴνυμαι	e n i m e
αἴνυμαι	e n y m e
αἴνυμαι	ǎ i̯ n y m a i̯
αἴνυμαι	ɛ n y m ɛ
αἴνυτο	e n i t o
αἴνυτο	e n y t o
αἴνυτο	ǎ i̯ n y t o
αἴνυτο	ɛ n y t o
αἴξ	e k s
αἴξ	ǎ i̯ k s
αἴξ	ɛ k s
αἴολοσ	e o l o s
αἴολοσ	ǎ i̯ o l o s
αἴολοσ	ɛ o l o s
αἴρινοσ	e r i n o s
αἴρινοσ	ǎ i̯ r i n o s
αἴρινοσ	ɛ r i n o s
αἴρω	e r o
αἴρω	ǎ i̯ r ɔː
αἴρω	ɛ r o
αἴσακοσ	e s a k o s
αἴσακοσ	ɛ s a k o s
αἴσηι	e s i
αἴσηι	ǎ i̯ s ɛː i̯
αἴσηι	ɛ s e
αἴσηι	ɛ s i
αἴσηποσ	e s i p o s
αἴσηποσ	ǎ i̯ s ɛː p o s
αἴσηποσ	ɛ s e p o s
αἴσηποσ	ɛ s i p o s
αἴσθησισ	e s θ i s i s
αἴσθησισ	ǎ i̯ s tʰ ɛː s i s
αἴσθησισ	ɛ s tʰ e s i s
αἴσθησισ	ɛ s θ i s i s
αἴσιμα	e s i m a
αἴσιμα	ǎ i̯ s i m a
αἴσιμα	ɛ s i m a
αἴσιμον	e s i m o n
αἴσιμον	ǎ i̯ s i m o n
αἴσιμον	ɛ s i m o n
αἴσιμοσ	e s i m o s
αἴσιμοσ	ǎ i̯ s i m o s
αἴσιμοσ	ɛ s i m o s
αἴσυλοσ	e s i l o s
αἴσυλοσ	e s y l o s
αἴσυλοσ	ǎ i̯ s y l o s
αἴσυλοσ	ɛ s y l o s
αἴσχουσ	e s x u s
αἴσχουσ	ǎ i̯ s kʰ oː s
αἴσχουσ	ɛ s kʰ u s
αἴσχουσ	ɛ s x u s
αἴσωποσ	e s o p o s
αἴσωποσ	ǎ i̯ s ɔː p o s
αἴσωποσ	ɛ s o p o s
αἴτιον	e t i o n
αἴτιον	ǎ i̯ t i o n
αἴτιον	ɛ t i o n
αἴτιοσ	e t i o s
αἴτιοσ	ǎ i̯ t i o s
αἴτιοσ	ɛ t i o s
αἴτνη	e t n i
αἴτνη	ǎ i̯ t n ɛː
αἴτνη	ɛ t n e
αἴτνη	ɛ t n i
αἵ	e
αἵ	h ǎ i̯
αἵ	h ɛ
αἵ	ɛ
αἵδε	e ð e
αἵδε	h ǎ i̯ d e
αἵδε	h ɛ d ɛ
αἵδε	ɛ ð e
αἵματι	e m a t i
αἵματι	h ǎ i̯ m a t i
αἵματι	h ɛ m a t i
αἵματι	ɛ m a t i
αἵμων	e m o n
αἵμων	h ǎ i̯ m ɔː n
αἵμων	h ɛ m o n
αἵμων	ɛ m o n
αἵρεσισ	e r e s i s
αἵρεσισ	h ǎ i̯ r e s i s
αἵρεσισ	h ɛ r ɛ s i s
αἵρεσισ	ɛ r e s i s
αἵτινεσ	e t i n e s
αἵτινεσ	h ǎ i̯ t i n e s
αἵτινεσ	h ɛ t i n ɛ s
αἵτινεσ	ɛ t i n e s
αἶα	e a
αἶα	â i̯ a
αἶα	ɛ a
αἶαν	e a n
αἶαν	â i̯ a n
αἶαν	ɛ a n
αἶγασ	e ɣ a s
αἶγασ	â i̯ ɡ a s
αἶγασ	ɛ ɡ a s
αἶγασ	ɛ ɣ a s
αἶγεσ	e ʝ e s
αἶγεσ	â i̯ ɡ e s
αἶγεσ	ɛ ɡ ɛ s
αἶγεσ	ɛ ɣ e s
αἶθοσ	e θ o s
αἶθοσ	â i̯ tʰ o s
αἶθοσ	ɛ tʰ o s
αἶθοσ	ɛ θ o s
αἶθοψ	e θ o p s
αἶθοψ	â i̯ tʰ o p s
αἶθοψ	ɛ tʰ o p s
αἶθοψ	ɛ θ o p s
αἶκλον	e k l o n
αἶκλον	â i̯ k l o n
αἶκλον	ɛ k l o n
αἶνοσ	e n o s
αἶνοσ	â i̯ n o s
αἶνοσ	ɛ n o s
αἶρα	e r a
αἶρα	â i̯ r a
αἶρα	ɛ r a
αἶσα	e s a
αἶσα	â i̯ s a
αἶσα	ɛ s a
αἶσαν	e s a n
αἶσαν	â i̯ s a n
αἶσαν	ɛ s a n
αἶσχοσ	e s x o s
αἶσχοσ	â i̯ s kʰ o s
αἶσχοσ	ɛ s kʰ o s
αἶσχοσ	ɛ s x o s
αἶψ'	e p s
αἶψ'	â i̯ p s
αἶψ'	ɛ p s
αἶψα	e p s a
αἶψα	â i̯ p s a
αἶψα	ɛ p s a
αἷμ'	e m
αἷμ'	h â i̯ m
αἷμ'	h ɛ m
αἷμ'	ɛ m
αἷμα	e m a
αἷμα	h â i̯ m a
αἷμα	h ɛ m a
αἷμα	ɛ m a
αἷμοσ	e m o s
αἷμοσ	h â i̯ m o s
αἷμοσ	h ɛ m o s
αἷμοσ	ɛ m o s
αἷσ	e s
αἷσ	h â i̯ s
αἷσ	h ɛ s
αἷσ	ɛ s
αἷσπερ	e s p e r
αἷσπερ	h â i̯ s p e r
αἷσπερ	h ɛ s p ɛ r
αἷσπερ	ɛ s p e r
αἷστισιν	e s t i s i n
αἷστισιν	h â i̯ s t i s i n
αἷστισιν	h ɛ s t i s i n
αἷστισιν	ɛ s t i s i n
αὑτά	a f t a
αὑτά	a ɸ t a
αὑτά	h a u̯ t á
αὑτά	h a u̯ t ǎː
αὑτά	h a ʍ t a
αὑτάσ	a f t a s
αὑτάσ	a ɸ t a s
αὑτάσ	h a u̯ t ǎː s
αὑτάσ	h a ʍ t a s
αὑτή	a f t i
αὑτή	a ɸ t i
αὑτή	h a u̯ t ɛ̌ː
αὑτή	h a ʍ t e
αὑτήν	a f t i n
αὑτήν	a ɸ t i n
αὑτήν	h a u̯ t ɛ̌ː n
αὑτήν	h a ʍ t e n
αὑταῖσ	a f t e s
αὑταῖσ	a ɸ t ɛ s
αὑταῖσ	h a u̯ t â i̯ s
αὑταῖσ	h a ʍ t ɛ s
αὑτῆι	a f t i
αὑτῆι	a ɸ t i
αὑτῆι	h a u̯ t ɛ̂ː i̯
αὑτῆι	h a ʍ t e
αὑτῆσ	a f t i s
αὑτῆσ	a ɸ t i s
αὑτῆσ	h a u̯ t ɛ̂ː s
αὑτῆσ	h a ʍ t e s
αὑτοῖν	a f t i n
αὑτοῖν	a f t y n
αὑτοῖν	a ɸ t y n
αὑτοῖν	h a u̯ t ô i̯ n
αὑτοῖν	h a ʍ t y n
αὑτοῖσ	a f t i s
αὑτοῖσ	a f t y s
αὑτοῖσ	a ɸ t y s
αὑτοῖσ	h a u̯ t ô i̯ s
αὑτοῖσ	h a ʍ t y s
αὑτοῖσι	a f t i s i
αὑτοῖσι	a f t y s i
αὑτοῖσι	a ɸ t y s i
αὑτοῖσι	h a u̯ t ô i̯ s i
αὑτοῖσι	h a ʍ t y s i
αὑτοῖσιν	a f t i s i n
αὑτοῖσιν	a f t y s i n
αὑτοῖσιν	a ɸ t y s i n
αὑτοῖσιν	h a u̯ t ô i̯ s i n
αὑτοῖσιν	h a ʍ t y s i n
αὑτοῦ	a f t u
αὑτοῦ	a ɸ t u
αὑτοῦ	h a u̯ t ôː
αὑτοῦ	h a ʍ t u
αὑτούσ	a f t u s
αὑτούσ	a ɸ t u s
αὑτούσ	h a u̯ t ǒː s
αὑτούσ	h a ʍ t u s
αὑτῶι	a f t o
αὑτῶι	a ɸ t o
αὑτῶι	h a u̯ t ɔ̂ː i̯
αὑτῶι	h a ʍ t o
αὑτῶν	a f t o n
αὑτῶν	a ɸ t o n
αὑτῶν	h a u̯ t ɔ̂ː n
αὑτῶν	h a ʍ t o n
αὑτό	a f t o
αὑτό	a ɸ t o
αὑτό	h a u̯ t ó
αὑτό	h a ʍ t o
αὑτόν	a f t o n
αὑτόν	a ɸ t o n
αὑτόν	h a u̯ t ó n
αὑτόν	h a ʍ t o n
αὑτόσ	a f t o s
αὑτόσ	a ɸ t o s
αὑτόσ	h a u̯ t ó s
αὑτόσ	h a ʍ t o s
αὕτη	a f t i
