अ	ɐ
अस्मि	ɐ s̪ m i
अस्मि	ɐ́ s̪ m i
अस्मिन्	ɐ s̪ m i n̪
अस्मिन्	ɐ s̪ m í n̪
अस्र	ɐ s̪ ɾ ɐ
अस्र	ɐ s̪ ɾ ɐ́
अस्र	ɐ́ s̪ ɾ ɐ
अस्वरत्	ɐ s̪ ʋ ɐ ɾ ɐ t̪
अस्वरिष्यत्	ɐ s̪ ʋ ɐ ɾ i ʂ j ɐ t̪
अस्वर्ष्यत्	ɐ s̪ ʋ ɐ ɾ ʂ j ɐ t̪
अस्वारीत्	ɐ s̪ ʋ ɑː ɾ iː t̪
अस्वार्षीत्	ɐ s̪ ʋ ɑː ɾ ʂ iː t̪
अस्वीकार	ɐ s̪ ʋ iː k ɑː ɾ ɐ
अहं	ɐ ɦ ɐ m
अहंकार	ɐ ɦ ɐ ŋ k ɑː ɾ ɐ
अहंकारिणी	ɐ ɦ ɐ ŋ k ɑː ɾ i ɳ iː
अहंकारिन्	ɐ ɦ ɐ ŋ k ɑː ɾ i n̪
अहम्	ɐ ɦ ɐ m
अहम्	ɐ ɦ ɐ́ m
अहरहर्	ɐ ɦ ɐ ɾ ɐ ɦ ɐ ɾ
अहरहर्	ɐ́ ɦ ɐ ɾ ɐ ɦ ɐ ɾ
अहर्	ɐ ɦ ɐ ɾ
अहर्	ɐ́ ɦ ɐ ɾ
अहि	ɐ ɦ i
अहि	ɐ́ ɦ i
अहिभृत्	ɐ ɦ i bʱ r̩ t̪
अही	ɐ ɦ iː
अही	ɐ ɦ íː
अहो	ɐ ɦ oː
अहो	ɐ ɦ ɐ w
आकाङ्क्षते	ɑː k ɑː ŋ k ʂ ɐ t̪ eː
आकाङ्क्षते	ɑː k ɑː ŋ k ʂ ɐ t̪ ɐ j
आकृत	ɑː k r̩ t̪ ɐ
आखु	ɑː kʰ u
आखु	ɑː kʰ ú
आखेट	ɑː kʰ eː ʈ ɐ
आखेट	ɑː kʰ ɐ j ʈ ɐ
आखेटक	ɑː kʰ eː ʈ ɐ k ɐ
आखेटक	ɑː kʰ ɐ j ʈ ɐ k ɐ
आगच्छ	ɑː ɡ ɐ t t͡ɕʰ ɐ
आगच्छति	ɑː ɡ ɐ t t͡ɕʰ ɐ t̪ i
आगस्	ɑː ɡ ɐ s̪
आगस्	ɑ́ː ɡ ɐ s̪
आगा	ɑː ɡ ɑː
आगार	ɑː ɡ ɑː ɾ ɐ
आग्नेय	ɑː ɡ n̪ eː j ɐ
आग्नेय	ɑː ɡ n̪ ɐ j j ɐ́
आङ्ग्ल	ɑː ŋ ɡ l̪ ɐ
आङ्ग्लभाषा	ɑː ŋ ɡ l̪ ɐ bʱ ɑː ʂ ɑː
आचरति	ɑː t͡ɕ ɐ ɾ ɐ t̪ i
आचार	ɑː t͡ɕ ɑː ɾ ɐ
आज	ɑː d͡ʑ ɐ
आज्ञा	ɑː d͡ʑ ɲ ɑː
आज्ञाकारिन्	ɑː d͡ʑ ɲ ɑː k ɑː ɾ i n̪
आञ्छन	ɑː ɲ t͡ɕʰ ɐ n̪ ɐ
आञ्छित	ɑː ɲ t͡ɕʰ i t̪ ɐ
आञ्छ्	ɑː ɲ t͡ɕʰ
आता	ɑː t̪ ɑː
आता	ɑ́ː t̪ ɑː
आति	ɑː t̪ i
आति	ɑː t̪ í
आतिथ्य	ɑː t̪ i t̪ʰ j ɐ
आतिथ्य	ɑː t̪ i t̪ʰ j ɐ́
आत्	ɑː t̪
आत्	ɑ́ː t̪
आत्मनेपद	ɑː t̪ m ɐ n̪ eː p ɐ d̪ ɐ
आत्मनेपद	ɑː t̪ m ɐ n̪ ɐ j p ɐ d̪ ɐ
आत्मन्	ɑː t̪ m ɐ n̪
आत्मन्	ɑː t̪ m ɐ́ n̪
आदि	ɑː d̪ i
आदिम	ɑː d̪ i m ɐ
आदिम	ɑː d̪ í m ɐ
आधान	ɑː d̪ʱ ɑː n̪ ɐ
आधिक	ɑː d̪ʱ i k ɐ
आधुनिक	ɑː d̪ʱ u n̪ i k ɐ
आनन	ɑː n̪ ɐ n̪ ɐ
आनयति	ɑː n̪ ɐ j ɐ t̪ i
आपण	ɑː p ɐ ɳ ɐ
आपणम्	ɑː p ɐ ɳ ɐ m
आपयति	ɑː p ɐ j ɐ t̪ i
आपीन	ɑː p iː n̪ ɐ
आबुत्त	ɑː b u t̪ t̪ ɐ
आम	ɑː m ɐ
आम	ɑː m ɐ́
आमन्त्रयते	ɑː m ɐ n̪ t̪ ɾ ɐ j ɐ t̪ eː
आमन्त्रयते	ɑː m ɐ n̪ t̪ ɾ ɐ j ɐ t̪ ɐ j
आम्	ɑː m
आम्र	ɑː m ɾ ɐ
आम्र	ɑː m ɾ ɐ́
आम्रेडित	ɑː m ɾ eː ɖ i t̪ ɐ
आम्रेडित	ɑː m ɾ ɐ j ɖ i t̪ ɐ
आयम्	ɑː j ɐ m
आयात	ɑː j ɑː t̪ ɐ
आयाम	ɑː j ɑː m ɐ
आयु	ɑː j u
आयु	ɑː j ú
आयु	ɑ́ː j u
आयुर्वेद	ɑː j u ɾ ʋ eː d̪ ɐ
आयुर्वेद	ɑː j u ɾ ʋ ɐ j d̪ ɐ
आयुस्	ɑː j u s̪
आयुस्	ɑː j ú s̪
आयुस्	ɑ́ː j u s̪
आरम्भ	ɑː ɾ ɐ m bʱ ɐ
आरा	ɑː ɾ ɑː
आरा	ɑ́ː ɾ ɑː
आराम	ɑː ɾ ɑː m ɐ
आराम	ɑː ɾ ɑː m ɐ́
आरिफ्	ɑː ɾ i pʰ
आरोप	ɑː ɾ oː p ɐ
आरोप	ɑː ɾ ɐ w p ɐ
आर्तव	ɑː ɾ t̪ ɐ ʋ ɐ
आर्तव	ɑː ɾ t̪ ɐ ʋ ɐ́
आर्थिक	ɑː ɾ t̪ʰ i k ɐ
आर्द्र	ɑː ɾ d̪ ɾ ɐ
आर्द्र	ɑː ɾ d̪ ɾ ɐ́
आर्द्रक	ɑː ɾ d̪ ɾ ɐ k ɐ
आर्य	ɑː ɾ j ɐ
आर्य	ɑ́ː ɾ j ɐ
आलंकारिक	ɑː l̪ ɐ ŋ k ɑː ɾ i k ɐ
आलाक्त	ɑː l̪ ɑː k t̪ ɐ
आलाक्त	ɑ́ː l̪ ɑː k t̪ ɐ
आलु	ɑː l̪ u
आलुक	ɑː l̪ u k ɐ
आवयोः	ɑː ʋ ɐ j oː h
आवयोः	ɑː ʋ ɐ j ɐ w h
आवश्यक	ɑː ʋ ɐ ɕ j ɐ k ɐ
आवश्यकता	ɑː ʋ ɐ ɕ j ɐ k ɐ t̪ ɑː
आवाभ्यां	ɑː ʋ ɑː bʱ j ɑː m
आवाभ्याम्	ɑː ʋ ɑː bʱ j ɑː m
आवाम्	ɑː ʋ ɑː m
आविस्	ɑː ʋ i s̪
आविस्	ɑː ʋ í s̪
आशय	ɑː ɕ ɐ j ɐ
आशय	ɑː ɕ ɐ́ j ɐ
आशा	ɑː ɕ ɑː
आशा	ɑː ɕ ɑ́ː
आशा	ɑ́ː ɕ ɑː
आशु	ɑː ɕ u
आशु	ɑː ɕ ú
आस	ɑː s̪ ɐ
आस	ɑ́ː s̪ ɐ
आसक्त	ɑː s̪ ɐ k t̪ ɐ
आसन	ɑː s̪ ɐ n̪ ɐ
आसन	ɑː s̪ ɐ n̪ ɐ́
आसन	ɑ́ː s̪ ɐ n̪ ɐ
आसन्द	ɑː s̪ ɐ n̪ d̪ ɐ
आसार	ɑː s̪ ɑː ɾ ɐ
आसीत्	ɑː s̪ iː t̪
आसीत्	ɑ́ː s̪ iː t̪
आस्	ɑː s̪
आस्	ɑ́ː s̪
आस्ते	ɑː s̪ t̪ eː
आस्ते	ɑː s̪ t̪ ɐ j
आहरण	ɑː ɦ ɐ ɾ ɐ ɳ ɐ
आह्वयति	ɑː ɦ ʋ ɐ j ɐ t̪ i
इ	i
इकार	i k ɑː ɾ ɐ
इक्षु	i k ʂ u
इक्षु	i k ʂ ú
इङ्गति	i ŋ ɡ ɐ t̪ i
इङ्गते	i ŋ ɡ ɐ t̪ eː
इङ्गते	i ŋ ɡ ɐ t̪ ɐ j
इङ्गन	i ŋ ɡ ɐ n̪ ɐ
इङ्गितुम्	i ŋ ɡ i t̪ u m
इङ्ग्	i ŋ ɡ
इच्छति	i t t͡ɕʰ ɐ t̪ i
इच्छति	i t t͡ɕʰ ɐ́ t̪ i
इच्छा	i t t͡ɕʰ ɑː
इत	i t̪ ɐ
इति	i t̪ i
इति	í t̪ i
इदम्	i d̪ ɐ m
इदम्	i d̪ ɐ́ m
इदानि	i d̪ ɑː n̪ i
इदानीम्	i d̪ ɑː n̪ iː m
इदानीम्	i d̪ ɑ́ː n̪ iː m
इद्धाग्नि	i d̪ d̪ʱ ɑː ɡ n̪ i
इद्धाग्नि	i d̪ d̪ʱ ɑ́ː ɡ n̪ i
इन	i n̪ ɐ
इन	i n̪ ɐ́
इन्द्र	i n̪ d̪ ɾ ɐ
इन्द्र	í n̪ d̪ ɾ ɐ
इन्द्रिय	i n̪ d̪ ɾ i j ɐ
इन्द्रिय	i n̪ d̪ ɾ i j ɐ́
इयर्ति	i j ɐ ɾ t̪ i
इयर्ति	í j ɐ ɾ t̪ i
इरस्	i ɾ ɐ s̪
इरस्यति	i ɾ ɐ s̪ j ɐ t̪ i
इव	i ʋ ɐ
इषु	i ʂ u
इषु	í ʂ u
इष्	i ʂ
इष्	í ʂ
इष्ट	i ʂ ʈ ɐ
इष्ट	i ʂ ʈ ɐ́
इष्टका	i ʂ ʈ ɐ k ɑː
इष्टका	í ʂ ʈ ɐ k ɑː
इष्टि	i ʂ ʈ i
इष्टि	i ʂ ʈ í
इष्टि	í ʂ ʈ i
इष्टिका	i ʂ ʈ i k ɑː
इह	i ɦ ɐ
इह	i ɦ ɐ́
इहेह	i ɦ eː ɦ ɐ
इहेह	i ɦ ɐ́ j ɦ ɐ
ईक्ष	iː k ʂ ɐ
ईक्ष	íː k ʂ ɐ
ईजितुम्	iː d͡ʑ i t̪ u m
ईडयति	iː ɖ ɐ j ɐ t̪ i
ईर्म	iː ɾ m ɐ
ईर्म	iː ɾ m ɐ́
ईर्षा	iː ɾ ʂ ɑː
ईर्षित	iː ɾ ʂ i t̪ ɐ
ईर्षु	iː ɾ ʂ u
ईर्ष्यति	iː ɾ ʂ j ɐ t̪ i
ईर्ष्यति	íː ɾ ʂ j ɐ t̪ i
ईर्ष्या	iː ɾ ʂ j ɑː
ईर्ष्यु	iː ɾ ʂ j u
ईर्ष्यु	iː ɾ ʂ j ú
ईळे	iː ɭ̆ eː
ईळे	íː ɭ̆ ɐ j
ईश	iː ɕ ɐ
ईश	iː ɕ ɐ́
ईशान	iː ɕ ɑː n̪ ɐ
ईशान	iː ɕ ɑ́ː n̪ ɐ
ईशान	íː ɕ ɑː n̪ ɐ
ईषत्	iː ʂ ɐ t̪
ईषत्	iː ʂ ɐ́ t̪
ईषद्वीर्य	iː ʂ ɐ d̪ ʋ iː ɾ j ɐ
ईषा	iː ʂ ɑː
ईषा	iː ʂ ɑ́ː
ईहति	iː ɦ ɐ t̪ i
उक्त	u k t̪ ɐ
उक्त	u k t̪ ɐ́
उक्ति	u k t̪ i
उक्ति	u k t̪ í
उक्त्वा	u k t̪ ʋ ɑː
उक्थ	u k t̪ʰ ɐ
उक्थ	u k t̪ʰ ɐ́
उक्षन्	u k ʂ ɐ n̪
उक्षन्	u k ʂ ɐ́ n̪
उग्र	u ɡ ɾ ɐ
उग्र	u ɡ ɾ ɐ́
उचित	u t͡ɕ i t̪ ɐ
उचित	u t͡ɕ i t̪ ɐ́
उच्चा	u t t͡ɕ ɑː
उच्चा	u t t͡ɕ ɑ́ː
उच्चैस्	u t t͡ɕ ɑ j s̪
उच्चैस्	u t t͡ɕ ɑ́ː j s̪
उच्छिन्न	u t t͡ɕʰ i n̪ n̪ ɐ
उच्छ्वस्	u t t͡ɕʰ ʋ ɐ s̪
उच्छ्वास	u t t͡ɕʰ ʋ ɑː s̪ ɐ
उच्छ्वास	u t t͡ɕʰ ʋ ɑː s̪ ɐ́
उच्यति	u t͡ɕ j ɐ t̪ i
उच्यति	ú t͡ɕ j ɐ t̪ i
उज्ज्वल	u d d͡ʑ ʋ ɐ l̪ ɐ
उज्झति	u d d͡ʑʱ ɐ t̪ i
उण्डुक	u ɳ ɖ u k ɐ
उत	u t̪ ɐ
उत	u t̪ ɐ́
उत्कटदुःख	u t̪ k ɐ ʈ ɐ d̪ u h kʰ ɐ
उत्तम	u t̪ t̪ ɐ m ɐ
उत्तम	u t̪ t̪ ɐ m ɐ́
उत्तर	u t̪ t̪ ɐ ɾ ɐ
उत्तर	ú t̪ t̪ ɐ ɾ ɐ
उत्तराधरविवर	u t̪ t̪ ɐ ɾ ɑː d̪ʱ ɐ ɾ ɐ ʋ i ʋ ɐ ɾ ɐ
उत्तराधिकारिणी	u t̪ t̪ ɐ ɾ ɑː d̪ʱ i k ɑː ɾ i ɳ iː
उत्तराधिकारिन्	u t̪ t̪ ɐ ɾ ɑː d̪ʱ i k ɑː ɾ i n̪
उत्तराधिकारी	u t̪ t̪ ɐ ɾ ɑː d̪ʱ i k ɑː ɾ iː
उत्तान	u t̪ t̪ ɑː n̪ ɐ
उत्तान	u t̪ t̪ ɑː n̪ ɐ́
उत्पत्ति	u t̪ p ɐ t̪ t̪ i
उत्पल	u t̪ p ɐ l̪ ɐ
उत्पीठिका	u t̪ p iː ʈʰ i k ɑː
उत्पीठिकायाः	u t̪ p iː ʈʰ i k ɑː j ɑː h
उत्साह	u t̪ s̪ ɑː ɦ ɐ
उदक	u d̪ ɐ k ɐ
उदक	u d̪ ɐ k ɐ́
उदगद्रि	u d̪ ɐ ɡ ɐ d̪ ɾ i
उदच्यते	u d̪ ɐ t͡ɕ j ɐ t̪ eː
उदच्यते	u d̪ ɐ t͡ɕ j ɐ t̪ ɐ j
उदन्	u d̪ ɐ n̪
उदन्	u d̪ ɐ́ n̪
उदर	u d̪ ɐ ɾ ɐ
उदर	u d̪ ɐ́ ɾ ɐ
उदार	u d̪ ɑː ɾ ɐ
उदार	u d̪ ɑ́ː ɾ ɐ
उदासिन्	u d̪ ɑː s̪ i n̪
उदाहरण	u d̪ ɑː ɦ ɐ ɾ ɐ ɳ ɐ
उद्गॄ	u d̪ ɡ r̩ː
उद्द्योत	u d̪ d̪ j oː t̪ ɐ
उद्द्योत	u d̪ d̪ j ɐ w t̪ ɐ
उद्धन्ति	u d̪ d̪ʱ ɐ n̪ t̪ i
उद्यान	u d̪ j ɑː n̪ ɐ
उद्यान	u d̪ j ɑ́ː n̪ ɐ
उद्र	u d̪ ɾ ɐ
उद्र	u d̪ ɾ ɐ́
उद्रुणद्धि	u d̪ ɾ u ɳ ɐ d̪ d̪ʱ i
उनत्ति	u n̪ ɐ t̪ t̪ i
उनत्ति	ú n̪ ɐ t̪ t̪ i
उन्नत	u n̪ n̪ ɐ t̪ ɐ
उन्नत	u n̪ n̪ ɐ t̪ ɐ́
उन्नति	u n̪ n̪ ɐ t̪ i
उन्नम्	u n̪ n̪ ɐ m
उप	u p ɐ
उप	ú p ɐ
उपकरण	u p ɐ k ɐ ɾ ɐ ɳ ɐ
उपकरणप्रयोजक	u p ɐ k ɐ ɾ ɐ ɳ ɐ p ɾ ɐ j oː d͡ʑ ɐ k ɐ
उपकार	u p ɐ k ɑː ɾ ɐ
उपचार	u p ɐ t͡ɕ ɑː ɾ ɐ
उपदेश	u p ɐ d̪ eː ɕ ɐ
उपदेश	u p ɐ d̪ ɐ j ɕ ɐ
उपधान	u p ɐ d̪ʱ ɑː n̪ ɐ
उपधान	u p ɐ d̪ʱ ɑ́ː n̪ ɐ
उपनेत्र	u p ɐ n̪ eː t̪ ɾ ɐ
उपनेत्र	u p ɐ n̪ ɐ j t̪ ɾ ɐ
उपन्यस्यति	u p ɐ n̪ j ɐ s̪ j ɐ t̪ i
उपयोगिनी	u p ɐ j oː ɡ i n̪ iː
उपयोगिनी	u p ɐ j ɐ w ɡ i n̪ iː
उपयोगिन्	u p ɐ j oː ɡ i n̪
उपयोगिन्	u p ɐ j ɐ w ɡ i n̪
उपरान्त	u p ɐ ɾ ɑː n̪ t̪ ɐ
उपरि	u p ɐ ɾ i
उपरि	u p ɐ́ ɾ i
उपवन	u p ɐ ʋ ɐ n̪ ɐ
उपसंगम्	u p ɐ s̪ ɐ ŋ ɡ ɐ m
उपाध्याय	u p ɑː d̪ʱ j ɑː j ɐ
उपानह्	u p ɑː n̪ ɐ ɦ
उपार्जन	u p ɑː ɾ d͡ʑ ɐ n̪ ɐ
उपार्ज्	u p ɑː ɾ d͡ʑ
उपालम्भ	u p ɑː l̪ ɐ m bʱ ɐ
उब्जति	u b d͡ʑ ɐ t̪ i
उब्जति	u b d͡ʑ ɐ́ t̪ i
उभौ	u bʱ ɑ w
उभौ	u bʱ ɑ́ː w
उभ्नाति	u bʱ n̪ ɑː t̪ i
उभ्नाति	u bʱ n̪ ɑ́ː t̪ i
उरण	u ɾ ɐ ɳ ɐ
उरण	ú ɾ ɐ ɳ ɐ
उरु	u ɾ u
उरु	u ɾ ú
उर्वरा	u ɾ ʋ ɐ ɾ ɑː
उर्वरा	u ɾ ʋ ɐ́ ɾ ɑː
उलाहना	u l̪ ɑː ɦ ɐ n̪ ɑː
उल्ब	u l̪ b ɐ
उल्ब	ú l̪ b ɐ
उल्लिखति	u l̪ l̪ i kʰ ɐ t̪ i
उशिज्	u ɕ i d͡ʑ
उशिज्	u ɕ í d͡ʑ
उषःकल	u ʂ ɐ h k ɐ l̪ ɐ
उषस्	u ʂ ɐ s̪
उषस्	u ʂ ɐ́ s̪
उषास्	u ʂ ɑː s̪
उषास्	u ʂ ɑ́ː s̪
उष्	u ʂ
उष्	ú ʂ
उष्ट	u ʂ ʈ ɐ
उष्ट	u ʂ ʈ ɐ́
उष्ट्र	u ʂ ʈ ɾ ɐ
उष्ट्र	ú ʂ ʈ ɾ ɐ
उष्ण	u ʂ ɳ ɐ
उष्ण	u ʂ ɳ ɐ́
उष्णकाल	u ʂ ɳ ɐ k ɑː l̪ ɐ
उष्णता	u ʂ ɳ ɐ t̪ ɑː
ऊढ	uː ɖʱ ɐ
ऊढ	uː ɖʱ ɐ́
ऊति	uː t̪ i
ऊति	uː t̪ í
ऊधर्	uː d̪ʱ ɐ ɾ
ऊधर्	úː d̪ʱ ɐ ɾ
ऊधस्	uː d̪ʱ ɐ s̪
ऊधस्	úː d̪ʱ ɐ s̪
ऊन	uː n̪ ɐ
ऊन	uː n̪ ɐ́
ऊनविंशति	uː n̪ ɐ ʋ ĩ ɕ ɐ t̪ i
ऊनविंशति	uː n̪ ɐ ʋ ĩ ɕ ɐ́ t̪ i
ऊबध्य	uː b ɐ d̪ʱ j ɐ
ऊबध्य	úː b ɐ d̪ʱ j ɐ
ऊम	uː m ɐ
ऊम	úː m ɐ
ऊर्णा	uː ɾ ɳ ɑː
ऊर्णा	úː ɾ ɳ ɑː
ऊर्दताम्	uː ɾ d̪ ɐ t̪ ɑː m
ऊर्दते	uː ɾ d̪ ɐ t̪ eː
ऊर्दते	uː ɾ d̪ ɐ t̪ ɐ j
ऊर्ध्व	uː ɾ d̪ʱ ʋ ɐ
ऊर्ध्व	uː ɾ d̪ʱ ʋ ɐ́
ऊर्ध्ववायु	uː ɾ d̪ʱ ʋ ɐ ʋ ɑː j u
ऊर्मि	uː ɾ m i
ऊर्मि	uː ɾ m í
ऊवध्य	uː ʋ ɐ d̪ʱ j ɐ
ऊवध्य	úː ʋ ɐ d̪ʱ j ɐ
ऊह	uː ɦ ɐ
ऋकार	r̩ k ɑː ɾ ɐ
ऋक्ष	r̩ k ʂ ɐ
ऋक्ष	r̩ k ʂ ɐ́
ऋक्ष	ŕ̩ k ʂ ɐ
ऋक्षेण	r̩ k ʂ eː ɳ ɐ
ऋक्षेण	r̩ k ʂ ɐ j ɳ ɐ
ऋग्वेद	r̩ ɡ ʋ eː d̪ ɐ
ऋग्वेद	r̩ ɡ ʋ ɐ j d̪ ɐ́
ऋघायति	r̩ ɡʱ ɑː j ɐ t̪ i
ऋघायति	r̩ ɡʱ ɑː j ɐ́ t̪ i
ऋच्	r̩ t͡ɕ
ऋच्	ŕ̩ t͡ɕ
ऋजिप्य	r̩ d͡ʑ i p j ɐ
ऋजिप्य	r̩ d͡ʑ i p j ɐ́
ऋजु	r̩ d͡ʑ u
ऋजु	r̩ d͡ʑ ú
ऋज्र	r̩ d͡ʑ ɾ ɐ
ऋज्र	r̩ d͡ʑ ɾ ɐ́
ऋण	r̩ ɳ ɐ
ऋण	r̩ ɳ ɐ́
ऋणिनी	r̩ ɳ i n̪ iː
ऋणिन्	r̩ ɳ i n̪
ऋणी	r̩ ɳ iː
ऋणोति	r̩ ɳ oː t̪ i
ऋणोति	r̩ ɳ ɐ́ w t̪ i
ऋण्	r̩ ɳ
ऋत	r̩ t̪ ɐ
ऋत	r̩ t̪ ɐ́
ऋतप्सु	r̩ t̪ ɐ p s̪ u
ऋतवः	r̩ t̪ ɐ ʋ ɐ h
ऋतवः	r̩ t̪ ɐ́ ʋ ɐ h
ऋतावन्	r̩ t̪ ɑː ʋ ɐ n̪
ऋतावन्	r̩ t̪ ɑ́ː ʋ ɐ n̪
ऋति	r̩ t̪ i
ऋति	r̩ t̪ í
ऋतु	r̩ t̪ u
ऋतु	r̩ t̪ ú
ऋतूनाम्	r̩ t̪ uː n̪ ɑː m
ऋतूनाम्	r̩ t̪ uː n̪ ɑ́ː m
ऋते	r̩ t̪ eː
ऋते	r̩ t̪ ɐ́ j
ऋद्ध	r̩ d̪ d̪ʱ ɐ
ऋभु	r̩ bʱ u
ऋभु	r̩ bʱ ú
ऋश	r̩ ɕ ɐ
ऋश	ŕ̩ ɕ ɐ
ऋश्य	r̩ ɕ j ɐ
ऋश्य	ŕ̩ ɕ j ɐ
ऋषभ	r̩ ʂ ɐ bʱ ɐ
ऋषभ	r̩ ʂ ɐ bʱ ɐ́
ऋषि	r̩ ʂ i
ऋषि	ŕ̩ ʂ i
ऋष्टि	r̩ ʂ ʈ i
ऋष्टि	r̩ ʂ ʈ í
ऋष्व	r̩ ʂ ʋ ɐ
ऋष्व	r̩ ʂ ʋ ɐ́
एक	eː k ɐ
एक	ɐ́ j k ɐ
एकविंशति	eː k ɐ ʋ ĩ ɕ ɐ t̪ i
एकविंशति	ɐ́ j k ɐ ʋ ĩ ɕ ɐ t̪ i
एकादश	eː k ɑː d̪ ɐ ɕ ɐ
एकादश	ɐ́ j k ɑː d̪ ɐ ɕ ɐ
एकादशी	eː k ɑː d̪ ɐ ɕ iː
एकादशी	ɐ j k ɑː d̪ ɐ ɕ iː
एड	eː ɖ ɐ
एड	ɐ j ɖ ɐ
एतत्कालम्	eː t̪ ɐ t̪ k ɑː l̪ ɐ m
एतत्कालम्	ɐ j t̪ ɐ t̪ k ɑː l̪ ɐ m
एतद्	eː t̪ ɐ d̪
एतद्	ɐ j t̪ ɐ́ d̪
एतवे	eː t̪ ɐ ʋ eː
एतवे	ɐ́ j t̪ ɐ ʋ ɐ j
एताः	eː t̪ ɑː h
एताः	ɐ j t̪ ɑː h
एति	eː t̪ i
एति	ɐ́ j t̪ i
एते	eː t̪ eː
एते	ɐ j t̪ ɐ j
एतोस्	eː t̪ oː s̪
एतोस्	ɐ́ j t̪ ɐ w s̪
एध	eː d̪ʱ ɐ
एध	ɐ́ j d̪ʱ ɐ
एधताम्	eː d̪ʱ ɐ t̪ ɑː m
एधताम्	ɐ j d̪ʱ ɐ t̪ ɑː m
एधते	eː d̪ʱ ɐ t̪ eː
एधते	ɐ́ j d̪ʱ ɐ t̪ ɐ j
एधस्	eː d̪ʱ ɐ s̪
एधस्	ɐ́ j d̪ʱ ɐ s̪
एधे	eː d̪ʱ eː
एधे	ɐ j d̪ʱ ɐ j
एध्	eː d̪ʱ
एध्	ɐ j d̪ʱ
एनस्	eː n̪ ɐ s̪
एनस्	ɐ́ j n̪ ɐ s̪
एरका	eː ɾ ɐ k ɑː
एरका	ɐ j ɾ ɐ k ɑː
एला	eː l̪ ɑː
एला	ɐ j l̪ ɑː
एलीका	eː l̪ iː k ɑː
एलीका	ɐ j l̪ iː k ɑː
एव	eː ʋ ɐ
एव	ɐ́ j ʋ ɐ
एवं	eː ʋ ɐ m
एवं	ɐ j ʋ ɐ m
एवंक्रतु	eː ʋ ɐ ŋ k ɾ ɐ t̪ u
एवंक्रतु	ɐ́ j ʋ ɐ ŋ k ɾ ɐ t̪ u
एवंगत	eː ʋ ɐ ŋ ɡ ɐ t̪ ɐ
एवंगत	ɐ́ j ʋ ɐ ŋ ɡ ɐ t̪ ɐ
एष	eː ʂ ɐ
एष	ɐ j ʂ ɐ
एषः	eː ʂ ɐ h
एषः	ɐ j ʂ ɐ h
ऐच्छत्	ɑ j t t͡ɕʰ ɐ t̪
ऐच्छत्	ɑː j t t͡ɕʰ ɐ t̪
ऐतिहासिक	ɑ j t̪ i ɦ ɑː s̪ i k ɐ
ऐतिहासिक	ɑː j t̪ i ɦ ɑː s̪ i k ɐ
ऐश	ɑ j ɕ ɐ
ऐश	ɑː j ɕ ɐ
ऐश्वर्य	ɑ j ɕ ʋ ɐ ɾ j ɐ
ऐश्वर्य	ɑː j ɕ ʋ ɐ ɾ j ɐ
ओकस्	oː k ɐ s̪
ओकस्	ɐ w k ɐ́ s̪
ओकार	oː k ɑː ɾ ɐ
ओकार	ɐ w k ɑː ɾ ɐ
ओघ	oː ɡʱ ɐ
ओघ	ɐ w ɡʱ ɐ
ओजस्	oː d͡ʑ ɐ s̪
ओजस्	ɐ́ w d͡ʑ ɐ s̪
ओजिष्ठ	oː d͡ʑ i ʂ ʈʰ ɐ
ओजिष्ठ	ɐ́ w d͡ʑ i ʂ ʈʰ ɐ
ओजोदा	oː d͡ʑ oː d̪ ɑː
ओजोदा	ɐ w d͡ʑ ɐ w d̪ ɑ́ː
ओतु	oː t̪ u
ओतु	ɐ́ w t̪ u
ओष	oː ʂ ɐ
ओष	ɐ w ʂ ɐ́
ओषति	oː ʂ ɐ t̪ i
ओषति	ɐ́ w ʂ ɐ t̪ i
ओषधि	oː ʂ ɐ d̪ʱ i
ओषधि	ɐ́ w ʂ ɐ d̪ʱ i
ओष्ठ	oː ʂ ʈʰ ɐ
ओष्ठ	ɐ́ w ʂ ʈʰ ɐ
ओष्ठ्य	oː ʂ ʈʰ j ɐ
औत्सुक्य	ɑ w t̪ s̪ u k j ɐ
औत्सुक्य	ɑː w t̪ s̪ u k j ɐ
औपस्थ्य	ɑ w p ɐ s̪ t̪ʰ j ɐ
औपस्थ्य	ɑː w p ɐ s̪ t̪ʰ j ɐ
औषध	ɑ w ʂ ɐ d̪ʱ ɐ
औषध	ɑː w ʂ ɐ d̪ʱ ɐ́
क	k ɐ
क	k ɐ́
कः	k ɐ h
कः	k ɐ́ h
ककार	k ɐ k ɑː ɾ ɐ
कक्ष	k ɐ k ʂ ɐ
कक्ष	k ɐ́ k ʂ ɐ
कक्षा	k ɐ k ʂ ɑː
कङ्कत	k ɐ ŋ k ɐ t̪ ɐ
कङ्काल	k ɐ ŋ k ɑː l̪ ɐ
कच्छप	k ɐ t t͡ɕʰ ɐ p ɐ
कञ्चन	k ɐ ɲ t͡ɕ ɐ n̪ ɐ
कटि	k ɐ ʈ i
कटु	k ɐ ʈ u
कटु	k ɐ ʈ ú
कठिन	k ɐ ʈʰ i n̪ ɐ
कठिनचित्त	k ɐ ʈʰ i n̪ ɐ t͡ɕ i t̪ t̪ ɐ
कठिनता	k ɐ ʈʰ i n̪ ɐ t̪ ɑː
कठिनत्व	k ɐ ʈʰ i n̪ ɐ t̪ ʋ ɐ
