aaleniano	aleˈnjano
Alcácer	alˈkaθeɾ
Alcácer	alˈkaseɾ
alcacil	alkaˈθil
alcacil	alkaˈsil
alcahuete	alkaˈwete
alcaicería	alkaiθeˈɾia
alcaicería	alkaiseˈɾia
Alcalá	alkaˈla
alcalaíno	alkalaˈino
alcaldada	alkalˈdada
alcaldía	alkalˈdia
alcalímetro	alkaˈlimetɾo
alcalinas	alkaˈlinas
alcalinidad	alkaliniˈdad
alcalinización	alkaliniθaˈθjon
alcalinización	alkalinisaˈsjon
alcalinizante	alkaliniˈθante
alcalinizante	alkaliniˈsante
alcalino	alkaˈlino
alcaloide	alkaˈloide
alcana	alˈkana
alcance	alˈkanθe
alcance	alˈkanse
alcancía	alkanˈθia
alcancía	alkanˈsia
alcandora	alkanˈdoɾa
alcanfor	alkanˈfoɾ
alcanforada	alkanfoˈɾada
alcanforado	alkanfoˈɾado
alcántara	alˈkantaɾa
alcanzada	alkanˈθada
alcanzada	alkanˈsada
alcanzar	alkanˈθaɾ
alcanzar	alkanˈsaɾ
alcaparra	alkaˈpara
alcaparro	alkaˈparo
alcapurria	alkaˈpurja
alcaraván	alkaɾaˈban
alcarceña	alkaɾˈθeɲa
alcarceña	alkarˈseɲa
alcatraz	alkaˈtɾaθ
alcatraz	alkaˈtɾas
alcélafo	alˈθelafo
alcélafo	alˈselafo
alcista	alˈθista
alcista	alˈsista
alcohol	alkoˈol
alcohol	alˈkol
alcoholado	alkooˈlado
alcorque	alˈkorke
Alcoy	alˈkoi
alcoyana	alkoˈɟ͡ʝana
alcurnia	alˈkurnja
aldaba	alˈdaba
Aldana	alˈdana
aldolasa	aldoˈlasa
aldosterona	aldosteˈɾona
ale	ˈeil
Ale	ˈale
aleatorio	aleaˈtoɾjo
aleatorización	aleatoɾiθaˈθjon
aleatorización	aleatoɾisaˈsjon
alebrestadas	alebɾesˈtadas
aleccionada	aleɡθjoˈnada
aleccionada	aleɡsjoˈnada
aleccionados	aleɡθjoˈnados
aleccionados	aleɡsjoˈnados
alechugada	alet͡ʃuˈɡada
alechugadas	alet͡ʃuˈɡadas
alechugar	alet͡ʃuˈɡaɾ
alegada	aleˈɡada
alegre	aˈleɡɾe
alegrón	aleˈɡɾon
alejada	aleˈxada
alejador	alexaˈdoɾ
alejados	aleˈxados
alelopatía	alelopaˈtia
alemán	aleˈman
alemanes	aleˈmanes
alentada	alenˈtada
alentado	alenˈtado
alergia	aˈlerxja
aletargados	aletarˈɡados
aletargamiento	aletarɡaˈmjento
aletría	aleˈtɾia
alevantada	alebanˈtada
alevantado	alebanˈtado
alevantados	alebanˈtados
alevantar	alebanˈtaɾ
aleve	aˈlebe
alevosía	aleboˈsia
alevoso	aleˈboso
alfa	ˈalfa
alfabeticé	alfabetiˈθe
alfabeticé	alfabetiˈse
alfabetismo	alfabeˈtismo
alfabetizador	alfabetiθaˈdoɾ
alfabetizador	alfabetisaˈdoɾ
alfabetizados	alfabetiˈθados
alfabetizados	alfabetiˈsados
alfabetizar	alfabetiˈθaɾ
alfabetizar	alfabetiˈsaɾ
alfabetizo	alfabeˈtiθo
alfabetizo	alfabeˈtiso
alfalfadas	alfalˈfadas
alfalfar	alfalˈfaɾ
alfanje	alˈfanxe
alfaque	alˈfake
alfar	alˈfaɾ
alfarda	alˈfarda
alfiz	alˈfiθ
alfiz	alˈfis
alfombra	alˈfombɾa
alfombrados	alfomˈbɾados
alfombrar	alfomˈbɾaɾ
alfoz	alˈfoθ
alfoz	alˈfos
alga	ˈalɡa
algodonal	alɡodoˈnal
algodonoso	alɡodoˈnoso
algofilia	alɡoˈfilja
algosas	alˈɡosas
Alguer	alˈɡeɾ
alguna	alˈɡuna
alhamí	alaˈmi
alhóndiga	alˈondiɡa
alianza	aˈljanθa
alianza	aˈljansa
alicatado	alikaˈtado
alicatados	alikaˈtados
Alicia	aˈliθja
Alicia	aˈlisja
alienada	aljeˈnada
alienígena	aljeˈnixena
aligustre	aliˈɡustɾe
alijados	aliˈxados
alijarar	alixaˈɾaɾ
alimaña	aliˈmaɲa
alimentador	alimentaˈdoɾ
alimenticio	alimenˈtiθjo
alimenticio	alimenˈtisjo
alimentoso	alimenˈtoso
aliñado	aliˈɲado
aliñar	aliˈɲaɾ
alinear	alineˈaɾ
alipori	aliˈpoɾi
alipús	aliˈpus
alisadas	aliˈsadas
alisando	aliˈsando
alitán	aliˈtan
aliviada	aliˈbjada
aliviados	aliˈbjados
alivianadas	alibjaˈnadas
aljófar	alˈxofaɾ
allanada	aʎaˈnada
allanada	aɟ͡ʝaˈnada
alleniano	aleˈnjano
allí	aˈʎi
allí	aˈɟ͡ʝi
alma	ˈalma
almagrar	almaˈɡɾaɾ
almanaque	almaˈnake
almandino	almanˈdino
Almazán	almaˈθan
Almazán	almaˈsan
almazarrón	almaθaˈron
almazarrón	almasaˈron
almenado	almeˈnado
almendrado	almenˈdɾado
almendrar	almenˈdɾaɾ
almendrón	almenˈdɾon
Almería	almeˈɾia
almezo	alˈmeθo
almezo	alˈmeso
almibarado	almibaˈɾado
almidón	almiˈdon
almidonada	almidoˈnada
almirante	almiˈɾante
almizclar	almiθˈklaɾ
almizclar	almisˈklaɾ
almofalla	almoˈfaʎa
almofalla	almoˈfaɟ͡ʝa
almohada	almoˈada
almohadillar	almoadiˈʎaɾ
almohadillar	almoadiˈɟ͡ʝaɾ
almohadita	almoaˈdita
almoraduj	almoɾaˈdux
almorta	alˈmorta
alocó	aloˈko
alófono	aˈlofono
alojar	aloˈxaɾ
alomado	aloˈmado
alongado	alonˈɡado
alopecia	aloˈpeθja
alopecia	aloˈpesja
alpaca	alˈpaka
alpino	alˈpino
alquiladas	alkiˈladas
alquitranada	alkitɾaˈnada
altar	alˈtaɾ
alteradas	alteˈɾadas
alterando	alteˈɾando
alterar	alteˈɾaɾ
altercaciones	alterkaˈθjones
altercaciones	alterkaˈsjones
alteridad	alteɾiˈdad
alternado	alterˈnado
alternancia	alterˈnanθja
alternancia	alterˈnansja
alternante	alterˈnante
altero	alˈteɾo
altiplánicas	altiˈplanikas
altísimo	alˈtisimo
alucinada	aluθiˈnada
alucinada	alusiˈnada
alucinados	aluθiˈnados
alucinados	alusiˈnados
alucinar	aluθiˈnaɾ
alucinar	alusiˈnaɾ
alud	aˈlud
alumbrado	alumˈbɾado
alúmina	aˈlumina
alunizada	aluniˈθada
alunizada	aluniˈsada
aluzadas	aluˈθadas
aluzadas	aluˈsadas
Álvaro	ˈalbaɾo
Alviar	alˈbjaɾ
amada	aˈmada
amaderado	amadeˈɾado
amaestrado	amaesˈtɾado
amaestrar	amaesˈtɾaɾ
amainar	amaiˈnaɾ
amaitinar	amaitiˈnaɾ
amalgama	amalˈɡama
amalgamar	amalɡaˈmaɾ
amamantadas	amamanˈtadas
amamos	aˈmamos
aman	ˈaman
amañada	amaˈɲada
amansando	amanˈsando
amantísimo	amanˈtisimo
amanuense	amaˈnwense
amar	aˈmaɾ
amara	aˈmaɾa
amaranto	amaˈɾanto
amarilis	amaˈɾilis
amarillear	amaɾiʎeˈaɾ
amarillear	amaɾiɟ͡ʝeˈaɾ
amarillecida	amaɾiʎeˈθida
amarillecida	amaɾiɟ͡ʝeˈsida
amarillecidos	amaɾiʎeˈθidos
amarillecidos	amaɾiɟ͡ʝeˈsidos
amarradas	amaˈradas
amarrete	amaˈrete
amasada	amaˈsada
amasijados	amasiˈxados
amate	aˈmate
amates	aˈmates
amaurosis	amauˈɾosis
ambages	amˈbaxes
ámbar	ˈambaɾ
ambición	ambiˈθjon
ambición	ambiˈsjon
ambicionar	ambiθjoˈnaɾ
ambicionar	ambisjoˈnaɾ
ambidiestro	ambiˈdjestɾo
ambiental	ambjenˈtal
ambientalista	ambjentaˈlista
ámbito	ˈambito
ambrones	amˈbɾones
ambulados	ambuˈlados
ambulante	ambuˈlante
ambulantes	ambuˈlantes
amedrentadas	amedɾenˈtadas
amedrentados	amedɾenˈtados
amén	aˈmen
amenabarianas	amenabaˈɾjanas
amenabariano	amenabaˈɾjano
amenguada	amenˈɡwada
amenguados	amenˈɡwados
amenorrea	amenoˈrea
amento	aˈmento
americanidad	ameɾikaniˈdad
americanizadas	ameɾikaniˈθadas
americanizadas	ameɾikaniˈsadas
amerizados	ameɾiˈθados
amerizados	ameɾiˈsados
ametralladas	ametɾaˈʎadas
ametralladas	ametɾaˈɟ͡ʝadas
amical	amiˈkal
amiga	aˈmiɡa
amigo	aˈmiɡo
amiguista	amiˈɡista
amistada	amisˈtada
amistar	amisˈtaɾ
amistosa	amisˈtosa
amnesia	amˈnesja
amnios	ˈamnjos
amoldados	amolˈdados
amonestada	amonesˈtada
amonestado	amonesˈtado
amoníaco	amoˈniako
amontillado	amontiˈʎado
amontillado	amontiˈɟ͡ʝado
amontonadas	amontoˈnadas
amor	aˈmoɾ
amordazada	amordaˈθada
amordazada	amordaˈsada
amorosa	amoˈɾosa
amoroso	amoˈɾoso
amortajar	amortaˈxaɾ
amotinar	amotiˈnaɾ
ampelografía	ampeloɡɾaˈfia
amperio	amˈpeɾjo
ampliar	amˈpljaɾ
ampo	ˈampo
amputada	ampuˈtada
amputado	ampuˈtado
amueblado	amweˈblado
amueblan	aˈmweblan
amueblo	aˈmweblo
amurallado	amuɾaˈʎado
amurallado	amuɾaˈɟ͡ʝado
Ana	ˈana
anabólico	anaˈboliko
anacrusa	anaˈkɾusa
ánade	ˈanade
añadido	aɲaˈdido
anadiplosis	anadiˈplosis
añadir	aɲaˈdiɾ
anaforesis	anafoˈɾesis
anal	aˈnal
analema	anaˈlema
analizadas	analiˈθadas
analizadas	analiˈsadas
ananá	anaˈna
ananás	anaˈnas
anaranjado	anaɾanˈxado
anarquizado	anarkiˈθado
anarquizado	anarkiˈsado
anatolio	anaˈtoljo
anayista	anaˈɟ͡ʝista
ancestro	anˈθestɾo
ancestro	anˈsestɾo
anchar	anˈt͡ʃaɾ
anda	ˈanda
andalusí	andaluˈsi
andanada	andaˈnada
andar	anˈdaɾ
andenería	andeneˈɾia
andinista	andiˈnista
Andorra	anˈdora
andorranas	andoˈranas
andorranos	andoˈranos
Andrés	anˈdɾes
andrina	anˈdɾina
aneblada	aneˈblada
anécdota	aˈneɡ.do.ta
anecdótico	a.nekˈdo.ti.ko
anegadas	aneˈɡadas
anegadizo	aneɡaˈdiθo
anegadizo	aneɡaˈdiso
anegamiento	aneɡaˈmjento
añejada	aɲeˈxada
añejados	aɲeˈxados
añejar	aɲeˈxaɾ
añejo	aˈɲexo
añejos	aˈɲexos
aneldo	aˈneldo
anemia	aˈnemja
anemone	aneˈmone
anestesia	anesˈtesja
anestesiadas	anesteˈsjadas
anestesiaras	anesteˈsjaɾas
anestesiaremos	anestesjaˈɾemos
anestesiaste	anesteˈsjaste
anestesio	anesˈtesjo
anexado	aneɡˈsado
ángeles	ˈanxeles
angina	anˈxina
anginas	anˈxinas
anglicanizados	anɡlikaniˈθados
anglicanizados	anɡlikaniˈsados
anglicanizar	anɡlikaniˈθaɾ
anglicanizar	anɡlikaniˈsaɾ
angloamericanas	anɡloameɾiˈkanas
Angora	anˈɡoɾa
angulada	anɡuˈlada
angulosidad	anɡulosiˈdad
anguloso	anɡuˈloso
angurriento	anɡuˈrjento
angustiados	anɡusˈtjados
anhelar	aneˈlaɾ
Aniceto	aniˈθeto
Aniceto	aniˈseto
añicos	aˈɲikos
anidadas	aniˈdadas
anidado	aniˈdado
anihilar	aniiˈlaɾ
añil	aˈɲil
anillada	aniˈʎada
anillada	aniˈɟ͡ʝada
anillado	aniˈʎado
anillado	aniˈɟ͡ʝado
anima	aˈnima
animación	animaˈθjon
animación	animaˈsjon
animadores	animaˈdoɾes
animal	aniˈmal
animalejo	animaˈlexo
animalizado	animaliˈθado
animalizado	animaliˈsado
animar	aniˈmaɾ
animáramos	aniˈmaɾamos
animares	aniˈmaɾes
animarse	aniˈmarse
anime	aˈnime
animoso	aniˈmoso
aniñada	aniˈɲada
aniñado	aniˈɲado
aniquiladas	anikiˈladas
aniquilamiento	anikilaˈmjento
anisados	aniˈsados
Anita	aˈnita
anj	ˈanx
anjá	anˈxa
año	ˈaɲo
anochecer	anot͡ʃeˈθeɾ
anochecer	anot͡ʃeˈseɾ
añoloti	aɲoˈloti
añorada	aɲoˈɾada
anormal	anorˈmal
años	ˈaɲos
anotadas	anoˈtadas
anquilosados	ankiloˈsados
ansiada	anˈsjada
ansiados	anˈsjados
anta	ˈanta
antagónicas	antaˈɡonikas
antagónico	antaˈɡoniko
antagonizada	antaɡoniˈθada
antagonizada	antaɡoniˈsada
antagonizar	antaɡoniˈθaɾ
antagonizar	antaɡoniˈsaɾ
ante	ˈante
anteayer	ˌanteaˈɟ͡ʝeɾ
antecámara	anteˈkamaɾa
antecámaras	anteˈkamaɾas
antepagados	antepaˈɡados
antepuesta	anteˈpwesta
antepuestos	anteˈpwestos
anteroinferiores	anteɾoinfeˈɾjoɾes
antever	anteˈbeɾ
antiamericanos	antjameɾiˈkanos
anticiclón	antiθiˈklon
anticiclón	antisiˈklon
anticuadas	antiˈkwadas
antidominicanas	antidominiˈkanas
antiguada	antiˈɡwada
antimateria	antimaˈteɾja
antiparasitario	antipaɾasiˈtaɾjo
antipático	antiˈpatiko
antituberculoso	antituberkuˈloso
antónimo	anˈtonimo
Antonio	anˈtonjo
antro	ˈantɾo
antropóloga	antɾoˈpoloɡa
antropomorfizados	antɾopomorfiˈθados
antropomorfizados	antɾopomorfiˈsados
anualizadas	anwaliˈθadas
anualizadas	anwaliˈsadas
anualizados	anwaliˈθados
anualizados	anwaliˈsados
añublar	aɲuˈblaɾ
anudado	anuˈdado
anudaré	anudaˈɾe
anulada	anuˈlada
anulados	anuˈlados
anunciadas	anunˈθjadas
anunciadas	anunˈsjadas
anunciados	anunˈθjados
anunciados	anunˈsjados
anzuelo	anˈθwelo
anzuelo	anˈswelo
aovar	aoˈbaɾ
apa	ˈapa
apabulladas	apabuˈʎadas
apabulladas	apabuˈɟ͡ʝadas
apabullado	apabuˈʎado
apabullado	apabuˈɟ͡ʝado
apacentados	apaθenˈtados
apacentados	apasenˈtados
apachados	apaˈt͡ʃados
apagadas	apaˈɡadas
apagarse	apaˈɡarse
apalabrado	apalaˈbɾado
apañados	apaˈɲados
apaniguadas	apaniˈɡwadas
apaniguados	apaniˈɡwados
apara	aˈpaɾa
aparada	apaˈɾada
aparados	apaˈɾados
aparáramos	apaˈɾaɾamos
aparareis	apaˈɾaɾeis
aparcadas	aparˈkadas
aparcado	aparˈkado
aparcar	aparˈkaɾ
aparecida	apaɾeˈθida
aparecida	apaɾeˈsida
aparecidos	apaɾeˈθidos
aparecidos	apaɾeˈsidos
aparejada	apaɾeˈxada
aparejados	apaɾeˈxados
apatía	apaˈtia
apatrulladas	apatɾuˈʎadas
apatrulladas	apatɾuˈɟ͡ʝadas
apechugada	apet͡ʃuˈɡada
apechugar	apet͡ʃuˈɡaɾ
apelados	apeˈlados
apelar	apeˈlaɾ
apellido	apeˈʎido
apellido	apeˈɟ͡ʝido
apelotar	apeloˈtaɾ
apelotonado	apelotoˈnado
apenados	apeˈnados
apenar	apeˈnaɾ
apenará	apenaˈɾa
apenaras	apeˈnaɾas
apenas	aˈpenas
apenaste	apeˈnaste
apeno	aˈpeno
apesadumbradas	apesadumˈbɾadas
apestada	apesˈtada
apestado	apesˈtado
apestados	apesˈtados
apiadadas	apjaˈdadas
apilado	apiˈlado
apilador	apilaˈdoɾ
apilados	apiˈlados
apiolar	apjoˈlaɾ
aplacados	aplaˈkados
aplastadas	aplasˈtadas
aplastado	aplasˈtado
aplastamiento	aplastaˈmjento
aplastamientos	aplastaˈmjentos
aplaudido	aplauˈdido
aplaudidos	aplauˈdidos
aplauso	aˈplauso
aplazado	aplaˈθado
aplazado	aplaˈsado
aplazar	aplaˈθaɾ
aplazar	aplaˈsaɾ
aplegada	apleˈɡada
aplegado	apleˈɡado
aplicada	apliˈkada
apocopadas	apokoˈpadas
apoquinadas	apokiˈnadas
aporreado	aporeˈado
aposentada	aposenˈtada
apostata	aposˈtata
apostillada	apostiˈʎada
apostillada	apostiˈɟ͡ʝada
apostillado	apostiˈʎado
apostillado	apostiˈɟ͡ʝado
apostrofar	apostɾoˈfaɾ
apoyadas	apoˈɟ͡ʝadas
apoyar	apoˈɟ͡ʝaɾ
apoyo	aˈpoɟ͡ʝo
apremiada	apɾeˈmjada
apresa	aˈpɾesa
apresada	apɾeˈsada
apreses	aˈpɾeses
aprestos	aˈpɾestos
apresurada	apɾesuˈɾada
apresuradas	apɾesuˈɾadas
apresurados	apɾesuˈɾados
apretando	apɾeˈtando
apriscada	apɾisˈkada
apriscadas	apɾisˈkadas
apriscados	apɾisˈkados
aprisionado	apɾisjoˈnado
aprisionamiento	apɾisjonaˈmjento
aprocimaciones	apɾoθimaˈθjones
aprocimaciones	apɾosimaˈsjones
aprovechada	apɾobeˈt͡ʃada
aprovisionadas	apɾobisjoˈnadas
aproximación	apɾoɡsimaˈθjon
aproximación	apɾoɡsimaˈsjon
ápud	ˈapud
apuesto	aˈpwesto
apuñaladas	apuɲaˈladas
apuntadas	apunˈtadas
apuntaladas	apuntaˈladas
apuntat	apunˈtad
apurar	apuˈɾaɾ
aquesta	aˈkesta
aqueste	aˈkeste
aquietados	akjeˈtados
aquilatadas	akilaˈtadas
ara	ˈaɾa
arabizada	aɾabiˈθada
arabizada	aɾabiˈsada
arañar	aɾaˈɲaɾ
Arandia	aˈɾandja
arbolado	arboˈlado
árboles	ˈarboles
arborescentes	arboɾesˈθentes
arborescentes	arboɾesˈsentes
arborizada	arboɾiˈθada
arborizada	arboɾiˈsada
arborizadas	arboɾiˈθadas
arborizadas	arboɾiˈsadas
arbuscular	arbuskuˈlaɾ
arbusto	arˈbusto
arcángel	arˈkanxel
Arcaya	arˈkaɟ͡ʝa
Arcilla	aɾˈθiʎa
Arcilla	arˈsiɟ͡ʝa
arcuación	arkwaˈθjon
arcuación	arkwaˈsjon
ardidas	arˈdidas
ardiente	arˈdjente
are	ˈaɾe
área	ˈaɾea
arena	aˈɾena
arenado	aɾeˈnado
arenaria	aɾeˈnaɾja
arengar	aɾenˈɡaɾ
arengo	aˈɾenɡo
argentado	arxenˈtado
Argentina	arxenˈtina
argüendeados	arɡwendeˈados
argumentados	arɡumenˈtados
argumentar	arɡumenˈtaɾ
Ariel	aˈɾjel
arietada	aɾjeˈtada
aristoloquia	aɾistoˈlokja
Aristóteles	aɾisˈtoteles
Arkansas	arˈkansas
arma	ˈarma
armada	arˈmada
armadillo	armaˈdiʎo
armadillo	armaˈdiɟ͡ʝo
armado	arˈmado
armados	arˈmados
Armenia	arˈmenja
armonizado	armoniˈθado
armonizado	armoniˈsado
armonizar	armoniˈθaɾ
armonizar	armoniˈsaɾ
armorial	armoˈɾjal
aro	ˈaɾo
aroma	aˈɾoma
aromadas	aɾoˈmadas
arqueadas	arkeˈadas
arqueado	arkeˈado
arqueé	arkeˈe
arrabiata	araˈbjata
arracacha	araˈkat͡ʃa
arraigada	araiˈɡada
arraigadas	araiˈɡadas
arrancadas	aranˈkadas
arrancar	aranˈkaɾ
arranchar	aranˈt͡ʃaɾ
arras	ˈaras
arrase	aˈrase
arrastra	aˈrastɾa
arre	ˈare
arrebañar	arebaˈɲaɾ
arrebatándosela	arebaˈtandosela
arreciada	areˈθjada
arreciada	areˈsjada
arreciados	areˈθjados
arreciados	areˈsjados
arredrados	areˈdɾados
arredrar	areˈdɾaɾ
arreglado	areˈɡlado
arrematadas	aremaˈtadas
arrematado	aremaˈtado
arremedados	aremeˈdados
arremetida	aremeˈtida
arremolinado	aremoliˈnado
arrendajo	arenˈdaxo
arrendar	arenˈdaɾ
arrestada	aresˈtada
arrestados	aresˈtados
arrestar	aresˈtaɾ
arrestara	aresˈtaɾa
arrestarás	arestaˈɾas
arriesgado	arjesˈɡado
arrinconar	arinkoˈnaɾ
arriscar	arisˈkaɾ
arrodillados	arodiˈʎados
arrodillados	arodiˈɟ͡ʝados
arrojados	aroˈxados
arrolladas	aroˈʎadas
arrolladas	aroˈɟ͡ʝadas
arropadas	aroˈpadas
arropados	aroˈpados
arroyo	aˈroɟ͡ʝo
arroz	aˈroθ
arroz	aˈros
arruada	aˈrwada
arruga	aˈruɡa
arruinado	arwiˈnado
arsenito	arseˈnito
arte	ˈarte
arteria	arˈteɾja
artillados	artiˈʎados
artillados	artiˈɟ͡ʝados
artisticidad	artistiθiˈdad
artisticidad	artistisiˈdad
artroscopia	artɾosˈkopja
artroscopio	artɾosˈkopjo
aruñadas	aɾuˈɲadas
arúspice	aˈɾuspiθe
arúspice	aˈɾuspise
arveja	arˈbexa
arzobispo	arθoˈbispo
arzobispo	arsoˈbispo
as	as
asado	aˈsado
asaltados	asalˈtados
asamos	aˈsamos
asáremos	aˈsaɾemos
ascendida	asθenˈdida
ascendida	assenˈdida
ascendidos	asθenˈdidos
ascendidos	assenˈdidos
asechado	aseˈt͡ʃado
asediado	aseˈdjado
asediador	asedjaˈdoɾ
asediados	aseˈdjados
aseguradas	aseɡuˈɾadas
aseguró	aseɡuˈɾo
asentida	asenˈtida
asentido	asenˈtido
aserradas	aseˈradas
ases	ˈases
asestadas	asesˈtadas
aseveradas	asebeˈɾadas
asfaltada	asfalˈtada
asfaltadas	asfalˈtadas
asfixiar	asfiɡˈsjaɾ
asignadas	asiɡˈnadas
asignados	asiɡˈnados
asiladas	asiˈladas
asilados	asiˈlados
asilo	aˈsilo
asincronía	asinkɾoˈnia
aso	ˈaso
asociadas	asoˈθjadas
asociadas	asoˈsjadas
asoleada	asoleˈada
asomados	asoˈmados
asomar	asoˈmaɾ
asordar	asorˈdaɾ
áspero	ˈaspeɾo
aspérrimo	asˈperimo
áspid	ˈaspid
aspirada	aspiˈɾada
aspiradora	aspiɾaˈdoɾa
asqueadas	askeˈadas
asta	ˈasta
astato	asˈtato
astillada	astiˈʎada
astillada	astiˈɟ͡ʝada
astillado	astiˈʎado
astillado	astiˈɟ͡ʝado
Astorga	asˈtorɡa
astragalino	astɾaɡaˈlino
astreñidos	astɾeˈɲidos
astringidas	astɾinˈxidas
astrolabio	astɾoˈlabjo
astronauta	astɾoˈnauta
astures	asˈtuɾes
asustados	asusˈtados
ata	ˈata
atá	aˈta
atados	aˈtados
atahualpista	atawalˈpista
atalayado	atalaˈɟ͡ʝado
atañido	ataˈɲido
atarantada	ataɾanˈtada
atarantadas	ataɾanˈtadas
atarantado	ataɾanˈtado
atardecer	atardeˈθeɾ
atardecer	atardeˈseɾ
atardecido	atardeˈθido
atardecido	atardeˈsido
atardecidos	atardeˈθidos
atardecidos	atardeˈsidos
atarear	ataɾeˈaɾ
atares	aˈtaɾes
atas	ˈatas
atascada	atasˈkada
atascadas	atasˈkadas
ataviado	ataˈbjado
ataviados	ataˈbjados
ate	ˈate
atemorizada	atemoɾiˈθada
atemorizada	atemoɾiˈsada
atemperadas	atempeˈɾadas
atemperado	atempeˈɾado
atenazadas	atenaˈθadas
atenazadas	atenaˈsadas
atendidas	atenˈdidas
atenidas	ateˈnidas
atenuadas	ateˈnwadas
atenuado	ateˈnwado
atenuar	ateˈnwaɾ
aterciopelado	a.teɾ.θjo.pe.ˈla.ðo
aterciopelado	a.teɾ.sjo.pe.ˈla.ðo
aterir	ateˈɾiɾ
aterirse	ateˈɾirse
aterrada	ateˈrada
aterrorizada	ateroɾiˈθada
aterrorizada	ateroɾiˈsada
atestada	atesˈtada
atestadas	atesˈtadas
atestado	atesˈtado
atestiguados	atestiˈɡwados
atezado	ateˈθado
atezado	ateˈsado
atinadas	atiˈnadas
atirantadas	atiɾanˈtadas
atirantado	atiɾanˈtado
Atlántico	aˈtlantiko
atlas	ˈatlas
atmósfera	adˈmosfeɾa
ato	ˈato
atocha	aˈtot͡ʃa
atole	aˈtole
atollarse	atoˈʎarse
atollarse	atoˈɟ͡ʝarse
atomizar	atomiˈθaɾ
atomizar	atomiˈsaɾ
atontada	atonˈtada
atontados	atonˈtados
atoradas	atoˈɾadas
atorados	atoˈɾados
atorgado	atorˈɡado
atorgados	atorˈɡados
atormentada	atormenˈtada
atormentadas	atormenˈtadas
atormentados	atormenˈtados
atornilladas	atorniˈʎadas
atornilladas	atorniˈɟ͡ʝadas
atornillados	atorniˈʎados
atornillados	atorniˈɟ͡ʝados
atorvastatina	atorbastaˈtina
atosigadas	atosiˈɡadas
atosigado	atosiˈɡado
atracada	atɾaˈkada
atracadas	atɾaˈkadas
atracados	atɾaˈkados
atragantada	atɾaɡanˈtada
atragantado	atɾaɡanˈtado
atraíamos	atɾaˈiamos
atraídas	atɾaˈidas
atraillada	atɾaiˈʎada
atraillada	atɾaiˈɟ͡ʝada
atraillado	atɾaiˈʎado
atraillado	atɾaiˈɟ͡ʝado
atrancados	atɾanˈkados
atrapada	atɾaˈpada
atrás	aˈtɾas
atrasada	atɾaˈsada
atrasar	atɾaˈsaɾ
atrasara	atɾaˈsaɾa
atrasará	atɾasaˈɾa
atrasas	aˈtɾasas
atravesada	atɾabeˈsada
atribuida	atɾiˈbwida
atribulado	atɾibuˈlado
atribulados	atɾibuˈlados
atribular	atɾibuˈlaɾ
atributivo	atɾibuˈtibo
atrincheradas	atɾint͡ʃeˈɾadas
atrincherar	atɾint͡ʃeˈɾaɾ
atrocidad	atɾoθiˈdad
atrocidad	atɾosiˈdad
atrofiados	atɾoˈfjados
atrofio	aˈtɾofjo
atropellada	atɾopeˈʎada
atropellada	atɾopeˈɟ͡ʝada
atufada	atuˈfada
atufados	atuˈfados
aturdido	aturˈdido
aturrullados	aturuˈʎados
aturrullados	aturuˈɟ͡ʝados
audicionar	audiθjoˈnaɾ
audicionar	audisjoˈnaɾ
auditado	audiˈtado
auditados	audiˈtados
auditivos	audiˈtibos
auger	au.ˈxeɾ
auger	au.ˈxeɾ
augurada	auɡuˈɾada
aulario	auˈlaɾjo
aullada	auˈʎada
aullada	auˈɟ͡ʝada
aullados	auˈʎados
aullados	auˈɟ͡ʝados
aun	aun
aún	aˈun
aunadas	auˈnadas
aunados	auˈnados
aupada	auˈpada
aupados	auˈpados
aureolada	auɾeoˈlada
aureoladas	auɾeoˈladas
aureolado	auɾeoˈlado
auricular	auɾikuˈlaɾ
auriga	auˈɾiɡa
auscultadas	auskulˈtadas
auscultáramos	auskulˈtaɾamos
auscultaremos	auskultaˈɾemos
auscultares	auskulˈtaɾes
austeros	ausˈteɾos
australiana	austɾaˈljana
australiano	austɾaˈljano
australianos	austɾaˈljanos
austriacas	ausˈtɾjakas
austriaco	ausˈtɾjako
autenticamos	autentiˈkamos
autenticando	autentiˈkando
autoabastecidas	autoabasteˈθidas
autoabastecidas	autoabasteˈsidas
autoanticuerpo	autoantiˈkwerpo
autobombeado	autobombeˈado
autobombearse	autobombeˈarse
autocremado	autokɾeˈmado
autoeditada	autoediˈtada
autofinanciadas	autofinanˈθjadas
autofinanciadas	autofinanˈsjadas
autofinanciarse	autofinanˈθjarse
autofinanciarse	autofinanˈsjarse
autografiados	autoɡɾaˈfjados
autoinculpatorio	autoinkulpaˈtoɾjo
autolesionada	autolesjoˈnada
autómata	auˈtomata
automatizado	automatiˈθado
automatizado	automatiˈsado
automatizados	automatiˈθados
automatizados	automatiˈsados
automutilación	automutilaˈθjon
automutilación	automutilaˈsjon
automutilarse	automutiˈlarse
autonomía	autonoˈmia
autoproducirse	autopɾoduˈθirse
autoproducirse	autopɾoduˈsirse
autoral	autoˈɾal
autores	auˈtoɾes
autorizara	autoɾiˈθaɾa
autorizara	autoɾiˈsaɾa
autorizareis	autoɾiˈθaɾeis
autorizareis	autoɾiˈsaɾeis
autorizares	autoɾiˈθaɾes
autorizares	autoɾiˈsaɾes
autorrealizados	autorealiˈθados
autorrealizados	autorealiˈsados
