ab	ɑ b
intiqam	i n t i ɡ ɑ m
intişar	i n t i ʃ ɑ r
inzibat	i n z i b ɑ t
ipək	i p æ k
ipək	i p æ j
ipəkqurdu	i p æ c ɡ u r d u
iranşünas	i ɾ ɑ n ʃ y n ɑ s
irəli	i r æ l i
irgənmək	i r ɟ æ n m æ c
irgənmək	i r ɟ æ mː æ c
irgənmək	i r d͡ʒ æ n m æ t͡ʃ
iri	i r i
irin	i r i n
irlandiyalı	i r ɫ ɑ n d i j ɑ l ɯ
irmaq	i r m ɑ χ
İsfahan	i s f ɑ h ɑ n
ishal	i s h ɑ ɫ
islandiyalı	i s ɫ ɑ n d i j ɑ l ɯ
istedadlı	i s t e d ɑ d ɫ ɯ
istedadsız	i s t e d ɑ d s ɯ z
istehsal	i s t e h s ɑ ɫ
istehsal	i s t e s ɑ ɫ
istehsalçı	i s t e h s ɑ ɫ t͡ʃ ɯ
istehsalçı	i s t e s ɑ ɫ t͡ʃ ɯ
istehsalçı	i s t e h s ɑ ɫ t͡s ɯ
istehsalçı	i s t e s ɑ ɫ t͡s ɯ
istək	i s t æ c
istək	i s d æ c
istəmək	i s t æ m æ k
istəmək	i s t æ m æ j
istəmək	i s t æ m e j
istəmək	i s t æ m ɑ χ
istəmək	s t æ m æ ç
isti	i s t i
isti	i sː i
istifadə	i s t i f ɑː d æ
istiqamət	i s t i ɡ ɑː m æ t
istiqamət	i s t i ɡ ɑ m æ t
istiqbal	i s t i ɡ b ɑ ɫ
istiqbal	i s t i ɣ b ɑ ɫ
istiqlal	i s t i ɡ ɫ ɑ ɫ
istiqlaliyyət	i s t i ɡ ɫ ɑː l i j æ t
istiqlaliyyət	i s t i ɡ ɫ ɑ l i j æ t
istiqraz	i s t i ɡ r ɑ z
istilənmək	i s t i l æ n m æ k
istilənmək	i s t i l æ n m æ j
istilik	i s t i l i k
istilik	i s t i l i ç
istilik	i s t i l i t͡ʃ
istilikölçən	i s t i l i k œ l t͡ʃ æ n
istilikölçən	i s t i l i j œ l t͡ʃ æ n
istilikölçən	i s t i l i t͡ʃ œ l t͡s æ n
istiot	i s t i o t
istiölçən	i s t i œ l t͡ʃ æ n
istiölçən	i s d i œ l t͡ʃ æ n
istiölçən	i s t i œ l t͡s æ n
istiölçən	i s d i œ l t͡s æ n
istirahət	i s t i r ɑː h æ t
istirahət	i s t i r ɑ h æ t
istirahət	i s t r ɑː h æ t
istirahət	i s t r ɑ h æ t
istismar	i s t i s m ɑ r
istisna	i s t i s n ɑ
isveçli	i s v e t͡ʃ l i
isveçli	i s v e t͡s l i
isveçrəli	i s v e t͡ʃ r æ l i
isveçrəli	i s v e t͡s r æ l i
işçi	i ʃ t͡ʃ i
işçi	i ʃ t͡s i
işəmək	i ʃ æ m æ k
işəmək	i ʃ æ m æ j
işıq	i ʃ ɯ χ
işıq	ɯ ʃ ɯ χ
işıqlandırmaq	i ʃ ɯ ɣ ɫ ɑ n d ɯ r m ɑ x
işıqölçən	i ʃ ɯ ɣ œ l t͡ʃ æ n
işıqölçən	i ʃ ɯ ɣ œ l t͡s æ n
işlək	i ʃ l æ k
işlək	i ʃ d æ k
işləmək	i ʃ d æ m æ ç
işləmək	i ʃ l æ m æ c
işləmək	i ʃ t æ m e j
işləmək	i ʃ l æ m ɑ χ
işlətmək	i ʃ d æ t m æ ç
işlətmək	i ʃ l æ t m æ c
işlətmək	i ʃ t æ d m e j
işlətmək	i ʃ l æ t m ɑ χ
iştaha	i ʃ t ɑ h ɑ
iştaha	i ʃ d ɑ h ɑ
iştibah	i ʃ t i b ɑ h
iştibah	i ʃ t i b ɑ
iştirak	i ʃ t i r ɑ k
iştirak	i ʃ t r ɑ k
işverən	i ʃ v e r æ n
itaət	i t ɑ æ t
itaətsizlik	i t ɑ æ t s i z l i k
itburnu	i t b u r n u
itələmək	i t æ l æ m æ k
itələmək	i t æ l æ m æ j
itibucaqlı	i t i b u d͡ʒ ɑ x ɫ ɯ
itibucaqlı	i t i b u d͡z a x ɫ ɯ
itirmək	i t i r m æ c
itirmək	i t i r m æ j
itirmək	i t i r m e j
itirmək	i t i r m ɑ χ
itkin	i n k i n
itmək	i t m æ k
itmək	i t m æ j
ivrit	i v r i t
iydə	i j d æ
iyirmi	i j i r m i
iyirmi	i ɡ i r m i
iyirminci	i j i ɾ m i n d͡ʒ i
iynə	i j n æ
iynətutan	i j n æ t u t ɑ n
iyrənclik	i j ɾ æ n d͡ʒ l i c
iyrənclik	i j ɾ æ n d͡z l i j
izafət	i z ɑː f æ t
izin	i z i n
izləmək	i z l æ m æ k
izləmək	i z l æ m æ j
izləmək	i z l æ m e j
izləmək	i z l æ m ɑ χ
j	ʒ
j	ʒ eː
J	ʒ
J	ʒ eː
janr	ʒ ɑ n r
jasmin	ʒ ɑ s m i n
julik	ʒ u l i c
jurnal	ʒ u r n ɑ ɫ
jurnalist	ʒ u r n a l i s t
k	ç
k	j
k	h
K	ç
K	j
K	h
kabab	c ɑ b ɑ b
kaftar	c ɑ f t ɑ r
kaftar	t͡ʃ ɑ f t ɑ r
kağız	c ɑ ɣ ɯ z
kağız	t͡ʃ ɑ ɣ ɯ z
kal	c ɑ ɫ
kalan	c ɑ ɫ ɑ n
kalibrölçən	k ɑ l i b ɾ œ l t͡ʃ æ n
kalibrölçən	k ɑ l i b ɾ œ l t͡s æ n
kam	c a m
kam	t͡ʃ ɑ m
kaman	c ɑ m ɑ n
kaman	t͡ʃ ɑ m ɑ n
kamança	t͡ʃ ɑ m ɑ n t͡s ɑ
kamaz	k ɑ m ɑ z
kanadalı	k ɑ n ɑ d ɑ ɫ ɯ
kanalizasiya	k ɑ n ɑ l i z ɑ s i j ɑ
kanalizasiya	ɡ ɑ n ɑ l i z ɑ s i j ɑ
karıxdırmaq	c ɑ r ɯ x d ɯ r m ɑ x
karıxdırmaq	t͡ʃ ɑ r ɯ x d ɯ r m ɑ x
karıxmaq	c ɑ r ɯ x m ɑ x
karıxmaq	t͡ʃ ɑ r ɯ x m ɑ x
karlıq	c a r ɫ ɯ x
karlıq	t͡ʃ a r ɫ ɯ x
karlıq	c a rː ɯ x
karp	k ɑ r p
kartofəzən	c a r t o f æ z æ n
karvansara	c ɑ r v ɑ n s ɑ r ɑ
kasa	c a s a
kasa	t͡ʃ ɑ s ɑ
kasad	c a s a d
kaş	c ɑ ʃ
kaş	t͡ʃ ɑ ʃ
katib	c ɑː t i b
katib	t͡ʃ aː t i b
katib	c ɑː t ɯ b
katib	t͡ʃ aː t ɯ b
katibə	c ɑː t i b æ
katibə	t͡ʃ aː t i b æ
keçəl	c e t͡ʃ æ l
keçəl	t͡ʃ e t͡s æ l
keçəllənmək	c e t͡ʃ æ lː æ mː æ k
keçəllənmək	c e t͡ʃ æ lː æ mː æ k
keçəllənmək	t͡ʃ e t͡s æ lː æ mː æ t͡ʃ
keçən	c e t͡ʃ æ n
keçən	t͡ʃ e t͡s æ n
keçi	c e t͡ʃ i
keçi	t͡ʃ e t͡s i
keçi	d͡ʒ e t͡s i
keçid	c e t͡ʃ i d
keçid	t͡ʃ e t͡s i t
keçinmək	c e t͡ʃ i n m æ c
keçinmək	c e t͡ʃ i n m æ j
keçinmək	t͡ʃ e t͡s i n m æ t͡ʃ
keçirilmək	c e t͡ʃ i r i l m æ c
keçmək	c e t͡ʃ m æ c
keçmək	ɟ e ʃ m ɑ χ
kefsiz	c e f s i z
kefsiz	t͡ʃ e f s i z
keşfet	c e ʃ f e t
kəfən	c æ f æ n
kəfən	t͡ʃ æ f æ n
kəfgir	c æ f ɟ i r
kəfgir	t͡ʃ æ f d͡ʒ i r
kəklik	c æ c l i c
kəklikotu	c æ c l i c o t u
kəklikotu	c æ c l i j o t u
kəlbətin	c æ l b æ t i n
kəlbətin	t͡ʃ æ l b æ t i n
kəlçə	c æ l t͡ʃ æ
kəlçə	t͡ʃ æ l t͡s æ
kələk	c æ l æ c
kələk	t͡ʃ æ l æ t͡ʃ
kəllə	c æ lː æ
kəllə	t͡ʃ æ lː æ
kəlmə	c æ l m æ
kəlmə	t͡ʃ æ l m æ
kənar	c æ n ɑ r
kənar	t͡ʃ æ n ɑ r
kənd	c æ n d
kənd	c æ t
kəpək	k æ p æ k
kəpək	k æ p æ j
kəpək	t͡ʃ æ p æ t͡ʃ
kəpənək	c æ p æ n æ c
kərə	k æ r æ
kərki	c æ r c i
kərki	t͡ʃ æ r t͡ʃ i
kərt	c æ r t
kərt	t͡ʃ æ r t
kərtənkələ	c æ r t æ n c æ l æ
kəs	c æ s
kəsək	c æ s æ c
kəsək	t͡ʃ æ s æ c
kəsəl	c æ s æ l
kəsəl	t͡ʃ æ s æ l
kəsik	c æ s i c
kəsik	t͡ʃ æ s i t͡ʃ
kəsilmək	c æ s i l m æ c
kəsilmək	t͡ʃ æ s i l m ɑ χ
kəsim	c æ s i m
kəsim	t͡ʃ æ s i m
kəsir	c æ s i ɾ
kəsmək	c æ s m æ k
kəsmək	t͡ʃ æ s m ɑ χ
kəsmik	c æ s m i c
kəşfet	c æ ʃ v e t
kəşfet	c æ ʃ v e t
Kətayun	k æ t ɑ j u n
kəvər	c æ v æ r
kəvər	t͡ʃ æ v æ r
ki	c i
ki	c i n
kiçik	c i t͡ʃ i c
kiçik	c i t͡ʃ i ç
kiçik	c i t͡ʃ i j
kiçik	c i t͡ʃ i ɟ
kiçik	c ç i t͡s i j
kiçik	t͡s i t͡s i h
kiçik	k u t͡ʃ i
kiçilmək	c i t͡ʃ i l m æ c
kiçilmək	c i t͡ʃ i l m æ j
kiçilmək	c i t͡ʃ i l m e j
kiçilmək	c i t͡ʃ i l m æ t͡ʃ
kiçilmək	c ç i t͡s i l m æ j
kiçilmək	t͡s i t͡s i l m æ h
kifirləşmək	c i f i r l æ ʃ m æ j
kifirləşmək	c i f i rː æ ʃ m æ j
kilid	c i l i d
kilid	t͡ʃ i l i d
kilsə	c i l s æ
kim	c i m
kimdənsə	c i m d æ n s æ
kimdənsə	c i m n æ n s æ
kimdəsə	c i m d æ s æ
kiməsə	c i m æ s æ
kimi	c i m i
kimi	t͡ʃ i m i
kiminləsə	c i m i n l æ s æ
kiminsə	c i m i n s æ
kimisə	c i m i s æ
kimlik	c i m l i ç
kimlik	t͡ʃ i m l i ç
kimlik	c i m l i c
kimsə	c i m s æ
kimsədə	c i m s æ d æ
kimsədən	c i m s æ d æ n
kimsəni	c i m s æ n i
kimsənin	c i m s æ n i n
kimsəyə	c i m s æ j æ
kimya	c i m j a
kimya	t͡ʃ i m j a
kimyaçı	c i m j a t͡ʃ ɯ
kimyaçı	t͡ʃ i m j a t͡s ɯ
kimyəvi	c i m j æː v i
kimyəvi	t͡ʃ i m j æː v i
kinayə	c i n ɑː j æ
kinayəli	c i n ɑː j æ l i
kirəc	c i r æ d͡ʒ
kirəc	t͡ʃ i r æ d͡z
kiriş	c i r i ʃ
kirli	c i r l i
kirli	c i rː i
kirpi	c i r p i
kirpik	k i r p i k
kirşə	c i r ʃ æ
kişibaz	k i ʃ i b ɑ z
kişibazlıq	k i ʃ i b ɑ z ɫ ɯ χ
kişmiş	c i ʃ m i ʃ
kişmiş	t͡ʃ i ʃ m i ʃ
kitab	c i t ɑ b
kitab	t͡ʃ i t ɑ b
kitabxana	c i t ɑ b χ ɑ n ɑ
kitabxanaçı	c i t ɑ b x ɑ n ɑ t͡ʃ ɯ
kitabxanaçı	t͡ʃ i t ɑ b x ɑ n ɑ t͡s ɯ
kitayski	c i t ɑ j s c i
kitayski	t͡ʃ i t ɑ j s c i
knopka	k n o p k a
kobud	t͡ʃ o b u d
kodlaşdırma	k o d ɫ ɑ ʃ d ɯ r m ɑ
koğuş	c o ɣ u ʃ
kol	c o ɫ
kombayn	k ɑ m b ɑ j n
kommunizm	k o m u n i z m
kommunizm	k ɑ m u n i z m
konum	k o n u m
kor	c o r
koronavirus	k o r o n ɑ v i r u s
köçəri	c œ t͡ʃ æ r i
köçəri	t͡ʃ œ t s æ r i
köçkün	c œ t͡ʃ c y n
köçkün	t͡ʃ œ t͡s t͡ʃ y n
köhnə	c œ h n æ
köhnə	c œ j n æ
köhnə	t͡ʃ œ h n æ
kök	c œ c
kökəlmək	k œ k æ l m æ k
kökəlmək	k œ k æ l m æ j
köks	c œ c s
köks	t͡ʃ œ t͡ʃ s
köks	ɡ y s k
kölgə	c œ l ɟ æ
kömək	c œ m æ ç
kömək	c œ m æ j
kömək	c œ m æ c
kömək	t͡ʃ œ m æ h
kömür	k œ m y r
kömür	t͡ʃ œ m y r
könül	c œ n y l
könül	c œ ŋ y l
könül	d͡ʒ œː l
köpək	c œ p æ ç
köpək	c ç œ p æ j
köpük	c œ p y c
körpə	k œ r p æ
körpə	t͡ʃ œ r p æ
körpü	c œ r p y
kösöv	k œ s œ v
kösöv	t͡ʃ œ s œ v
köşək	c œ ʃ æ c
köşək	c œ ʃ æ j
köşək	t͡ʃ œ ʃ æ t͡ʃ
köşk	c œ ʃ c
kötükcə	c œ t y c d͡ʒ æ
köynək	c œ j n æ c
köynək	t͡ʃ œ j n æ t͡ʃ
kravat	k r ɑ v ɑ t
kubalı	k u b ɑ ɫ ɯ
kuf	c u f
kuf	t ʃ u f
kuxna	k u x n a
küçə	c y t͡ʃ æ
küçə	t͡ʃ y t͡s æ
küçə	t͡s y t͡s æ
küftə	c y f t æ
küftə	t͡ʃ y f t æ
kül	k y l
külək	c y l æ ç
külək	c y l æ c
külək	c y l æ j
külək	t͡ʃ y l æ t͡ʃ
küləkli	c y l æ c l i
küləkli	c y l æ h l i
küləkli	t͡ʃ y l æ t͡ʃ l i
küləkölçən	c y l æ j œ l t͡ʃ æ n
küləkölçən	t͡ʃ y l æ j œ l t͡s æ n
küll	c y l
künc	t͡ʃ y n d͡z
küncüt	k y n d͡ʒ y t
kündür	c y n d y r
kündür	t͡ʃ y n d y r
kürəcik	c y r æ d͡ʒ i k
kürəcik	t͡ʃ y r æ d͡z i t͡ʃ
kürəkçi	k y r æ k t͡ʃ i
kürəkçi	t͡ʃ y r æ t͡ʃ t͡s i
kürəkən	k y r æ k æ n
kürəkən	t͡ʃ y r æ t͡ʃ æ n
kürən	c y r æ n
kürsü	c y r s y
küsmək	k y s m æ k
küsmək	k y s m æ j
kvir	k v i ɾ
q	ɡ
q	χ
q	ɡ eː
Q	ɡ
Q	χ
Q	ɡ eː
qab	ɡ ɑ b
qabağa	ɡ ɑ b ɑ ɣ ɑ
qabağa	ɡ ɑ v ɑ ɣ ɑ
qabağında	ɡ ɑ b ɑ ɣ ɯ n d ɑ
qabaq	ɡ ɑ b ɑ χ
qabaq	ɡ ɑ v ɑ χ
qabaqcadan	ɡ ɑ b ɑ ɣ d͡ʒ ɑ d ɑ n
qabaqcadan	ɡ ɑ b ɑ ɣ d͡ʒ ɑ d ɑ n
qabaqcıl	ɡ ɑ b ɑ ɣ d͡z ɯ ɫ
qabaqcıl	ɡ ɑ b ɑ ɣ d͡z ɯ ɫ
qabaqlamaq	ɡ ɑ b ɑ ɣ ɫ ɑ m ɑ χ
qabarıq	ɡ ɑ b ɑ r ɯ x
qabırğa	ɡ ɑ b ɯ r ɣ ɑ
qablaşdırma	ɡ ɑ b ɫ ɑ ʃ d ɯ r m ɑ
qablaşdırmaq	ɡ ɑ b ɫ ɑ ʃ d ɯ r m ɑ χ
qabyuyan	ɡ ɑ b j u j ɑ n
qaçaq	ɡ ɑ t͡ʃ ɑ χ
qaçaq	ɡ ɑ t͡s ɑ χ
qaçaqaç	ɡ ɑ t͡ʃ ɑ ɡ ɑ t͡ʃ
qaçaqaç	ɡ ɑ t͡s ɑ ɡ ɑ t͡s
qaçaqmal	ɡ ɑ t͡ʃ ɑ ɣ m ɑ ɫ
qaçaqmal	ɡ ɑ t͡s ɑ ɣ m ɑ ɫ
qaçaqmalçılıq	ɡ ɑ t͡ʃ ɑ ɣ m ɑ ɫ t͡ʃ ɯ ɫ ɯ χ
qaçaqmalçılıq	ɡ ɑ t͡s ɑ ɣ m ɑ ɫ t͡s ɯ ɫ ɯ χ
qaçınmaq	ɡ ɑ t͡ʃ ɯ n m ɑ x
qaçınmaq	ɡ ɑ t͡ʃ ɯ mː ɑ x
qaçınmaq	ɡ ɑ t͡s ɯ n m ɑ x
qaçınmaq	ɡ ɑ t͡s ɯ mː ɑ x
qaçırmaq	ɡ ɑ t͡ʃ ɯ r m ɑ x
qaçırmaq	ɡ ɑ t͡s ɯ r m ɑ x
qaçış	ɡ ɑ t͡ʃ ɯ ʃ
qaçış	ɡ ɑ t͡s ɯ ʃ
qaçqın	ɡ ɑ t͡ʃ ɡ ɯ n
qaçqın	ɡ ɑ t͡s ɡ ɯ n
qaçmaq	ɡ ɑ t͡ʃ m ɑ χ
qaçmaq	ɡ ɑ t͡s m ɑ χ
qada	ɡ ɑ d ɑ
qadağa	ɡ ɑ d ɑ ɣ ɑ
qadağan	ɡ ɑ d ɑ ɣ ɑ n
qadın	ɡ ɑ d ɯ n
qadın	k ɑ d ɯ n
qadın	x ɑ t ɯ n
qadın	x ɑ t u n
qafa	ɡ ɑ f ɑ
qafil	ɡ ɑː f i l
qafiyə	ɡ ɑ f i j æ
Qafqaz	ɡ ɑ f k ɑ z
Qafqaz	ɡ ɑ f ɡ ɑ z
qafqazşünas	ɡ ɑ f ɡ ɑ z ʃ y n ɑ s
qafqazşünaslıq	ɡ ɑ f ɡ ɑ z ʃ y n ɑ s ɫ ɯ x
qafqazşünaslıq	ɡ ɑ f ɡ ɑ z ʃ y n ɑ s d ɯ x
qax	ɡ ɑ x
qaqa	ɡ ɑ ɡ ɑ
qalaq	ɡ ɑ ɫ ɑ χ
qalamaq	ɡ ɑ ɫ ɑ m ɑ x
qalay	ɡ ɑ ɫ ɑ j
qalayçı	ɡ ɑ ɫ ɑ j t͡ʃ ɯ
qalayçı	ɡ ɑ ɫ ɑ j t͡s ɯ
qaldırmaq	ɡ ɑ l d ɯ r m ɑ χ
qalxanabənzər	ɡ ɑ ɫ x ɑ n ɑ b æ n z æ ɾ
qalxmaq	ɡ ɑ ɫ χ m ɑ χ
qalib	ɡ ɑː l i b
qalibiyyət	ɡ ɑː l i b i j j æ t
qalmaq	ɡ ɑ ɫ m ɑ χ
qalmaqal	ɡ ɑ ɫ m ɑ ɡ ɑ ɫ
qalmaqal	ɡ ɑ ɫ m ɑ ɣ ɑ ɫ
qalstuk	ɡ ɑ ɫ s t u k
qaltaq	ɡ ɑ ɫ t ɑ χ
qaltaqçı	ɡ ɑ ɫ t ɑ χ t͡ʃ ɯ
qaltaqçı	ɡ ɑ ɫ t ɑ χ t͡s ɯ
qaluboy	ɡ ɑ ɫ u b o j
qan	ɡ ɑ n
qanacaq	ɡ ɑ n ɑ d͡ʒ ɑ χ
qanacaq	ɡ ɑ n ɑ d͡z ɑ χ
qanacaqlı	ɡ ɑ n ɑ d͡ʒ ɑ ɣ ɫ ɯ
qanacaqlı	ɡ ɑ n ɑ d͡z ɑ ɣ ɫ ɯ
qanad	ɡ ɑ n ɑ d
qanamaq	ɡ ɑ n ɑ m ɑ χ
qanbur	ɡ ɑ n b u r
qancıq	ɡ ɑ n d͡ʒ ɯ χ
qancıq	ɡ ɑ n d͡z ɯ χ
qandal	ɡ ɑ n d ɑ ɫ
qandallamaq	ɡ ɑ n d ɑ ɫː ɑ m ɑ x
qanmaq	ɡ ɑ n m ɑ χ
qanmaq	ɡ ɑ mː ɑ χ
qanmaz	ɡ ɑ n m ɑ z
qanmaz	ɡ ɑ mː ɑ z
qanun	ɡ ɑː n u n
qanunauyğun	ɡ ɑː n u n ɑ u j ɣ u n
qanunverici	ɡ ɑː n u n v e r i d͡ʒ i
qanunverici	ɡ ɑ n u n v e r i d͡ʒ i
qanunverici	ɡ ɑː n u n v e r i d͡z i
qanunverici	ɡ ɑ n u n v e r i d͡z i
qapaq	ɡ ɑ p ɑ χ
qapan	ɡ ɑ p ɑ n
qapaz	ɡ ɑ p ɑ z
qapı	ɡ ɑ p ɯ
qapışmaq	ɡ ɑ p ɯ ʃ m ɑ χ
qapmaq	ɡ ɑ p m ɑ χ
qar	ɡ ɑ r
qara	ɡ ɑ r ɑ
qara	ɡ æ r æ
Qarabağ	ɡ ɑ r ɑ b ɑ ɣ
qarabasma	ɡ ɑ r ɑ b a s m ɑ
qarabaşaq	ɡ ɑ r ɑ b ɑ ʃ ɑ x
qaraciyər	ɡ ɑ r ɑ d͡ʒ i j æ r
qaraciyər	ɡ ɑ r ɑ d͡ʒ i æ r
qaraciyər	ɡ ɑ r ɑ d͡z i j æ r
qaraciyər	ɡ ɑ r ɑ d͡z i æ r
qaradərili	ɡ ɑ r ɑ d æ r i l i
qaragilə	ɡ ɑ r ɑ ɟ i l æ
qaragöz	ɡ ɑ ɾ ɑ ɟ œ z
qaralama	ɡ ɑ r ɑ ɫ ɑ m ɑ
qaralamaq	ɡ ɑ r ɑ ɫ ɑ m ɑ χ
qaraltı	ɡ ɑ r a ɫ t ɯ
qaraltmaq	ɡ ɑ ɾ ɑ ɫ t m ɑ x
qaranlıq	ɡ ɑ r ɑ nː ɯ x
qaranlıq	ɡ ɑ r ɑ n ɫ ɯ x
qaraşın	ɡ ɑ r ɑ ʃ ɯ n
qarayara	ɡ ɑ r ɑ j ɑ r ɑ
qardaş	ɡ ɑ ɾ d ɑ ʃ
qardaşlıq	ɡ ɑ r d ɑ ʃ ɫ ɯ χ
qardaşlıq	ɡ ɑ r d ɑ ʃ d ɯ χ
qarət	ɡ ɑː r æ t
qarın	ɡ ɑ r ɯ n
qarınca	ɡ ɑ r ɯ n d͡ʒ ɑ
qarınca	ɡ ɑ r ɯ n d͡z ɑ
qarınqulu	ɡ ɑ r ɯ n ɡ u ɫ u
qarışdırmaq	ɡ ɑ r ɯ ʃ t ɯ r m ɑ χ
qarışıq	ɡ ɑ r ɯ ʃ ɯ χ
qarışıqlıq	ɡ ɑ r ɯ ʃ ɯ χ ɫ ɯ χ
qarışqa	ɡ ɑ r ɯ ʃ ɡ ɑ
qarışqa	ɡ ɑ r ɯ ʃ k ɑ
qarışmaq	ɡ ɑ r ɯ ʃ m ɑ χ
qarquşu	ɡ ɑ r ɡ u ʃ u
qarlı	ɡ ɑ ɾ ɫ ɯ
qarlı	ɡ ɑ rː ɯ
qarşı	ɡ ɑ r ʃ ɯ
qarşılamaq	ɡ ɑ r ʃ ɯ ɫ ɑ m ɑ χ
qarşılıqlı	ɡ ɑ r ʃ ɯ ɫ ɯ ɣ ɫ ɯ
qarşısıalınmaz	ɡ ɑ r ʃ ɯ s ɯ ɑ l ɯ n m ɑ z
qarşısıalınmaz	ɡ ɑ r ʃ ɯ s ɯ ɑ l ɯ mː ɑ z
qarşısında	ɡ ɑ r ʃ ɯ s ɯ n d ɑ
qartımaq	ɡ ɑ ɾ t ɯ m ɑ x
qasıq	ɡ ɑ s ɯ x
qasırğa	ɡ ɑ s ɯ r ɣ a
qaş	ɡ ɑ ʃ
qaşıq	ɡ ɑ ʃ ɯ χ
qaşımaq	ɡ ɑ ʃ ɯ m ɑ χ
qaşınmaq	ɡ ɑ ʃ ɯ n m ɑ χ
qaşıntı	ɡ a ʃ ɯ n t ɯ
qaşqaldaq	ɡ ɑ ʃ ɡ ɑ l d ɑ χ
qat	ɡ ɑ t
qat	ɡ æ t
qatı	ɡ ɑ t ɯ
qatıq	ɡ ɑ t ɯ χ
qatırquyruğukimilər	ɡ ɑ t ɯ ɾ ɡ u j ɾ u ɣ u c i m i l æ ɾ
qatışıq	ɡ ɑ t ɯ ʃ ɯ χ
qatlamaq	ɡ ɑ t ɫ ɑ m ɑ x
qatlamaq	ɡ ɑ t d ɑ m ɑ x
qaya	ɡ ɑ j ɑ
qayçı	ɡ ɑ j t͡ʃ ɯ
qayçı	ɡ e j t͡s i
qayda	ɡ ɑ j d ɑ
qaydasında	ɡ ɑ j d ɑ s ɯ n d ɑ
qayğanaq	ɡ ɑ j ɣ ɑ n ɑ χ
qayğı	ɡ ɑ j ɣ ɯ
qayğıkeş	ɡ ɑ j ɣ ɯ k e ʃ
qayıdış	ɡ ɑ j ɯ d ɯ ʃ
qayın	ɡ ɑ j ɯ n
qayınana	ɡ ɑ j ɯ n ɑ n ɑ
qayınana	ɡ ɑ j n ɑ n ɑ
qayınata	ɡ ɑ j ɯ n ɑ t ɑ
qayınata	ɡ ɑ j n ɑ t ɑ
qayırmaq	ɡ ɑ j ɯ r m ɑ χ
qayırmaq	ɣ ɑː r m ɑ χ
qayırmaq	ɡ e j i ɾ m ɑ χ
qayırmaq	ɡ eː ɾ m ɑ χ
qayıtmaq	ɡ ɑ j ɯ t m ɑ χ
qayıtmaq	ɡ e j i t m ɑ χ
qayıtmaq	ɡ eː t m ɑ χ
qaymaq	ɡ ɑ j m ɑ χ
qaynaq	ɡ ɑ j n ɑ x
qaynama	ɡ ɑ j n ɑ m ɑ
qaynamaq	ɡ ɑ j n ɑ m ɑ χ
qaynatmaq	ɡ ɑ j n ɑ t m ɑ χ
qaytarmaq	ɡ ɑ j t ɑ r m ɑ χ
qaytarmaq	ɡ e j t æ r m ɑ χ
qaz	ɡ ɑ z
qazanc	ɡ ɑ z ɑ n d͡z
qazanılmaq	ɡ ɑ z ɑ n ɯ ɫ m ɑ x
qazanılmış	ɡ ɑ z ɑ n ɯ ɫ m ɯ ʃ
qazanmaq	ɡ ɑ z ɑ n m ɑ χ
qazanmaq	ɡ ɑ z ɑ mː ɑ χ
qazı	ɡ ɑ z ɯ
qazıntı	ɡ ɑ z ɯ n t ɯ
qazi	ɡ ɑː z i
qazma	ɡ ɑ z m ɑ
qazmaq	ɡ ɑ z m ɑ χ
qeyri	ɡ e j r i
qəbir	ɡ æ b i r
qəbiristan	ɡ æ b r i s t ɑ n
qəbul	ɡ æː b u ɫ
qədər	ɡ æ d æ ɾ
qədər	χ æ d æ r
qədim	ɡ æ d i m
qədirbilməz	ɡ æ d i ɾ b i l m æ z
qəfəs	ɡ æ f æ s
qəhbə	ɡ æ h b æ
qəhbə	ɡ æ h p æ
qəhbəxana	ɡ æ h b æ χ ɑ n ɑ
qəhbəlik	ɡ æ h b æ l i k
qəhbəlik	ɡ æ h p æ l i k
qəhbəlik	ɡ æ h b æ l i j
qəhbəlik	ɡ æ h p æ l i j
qəhrəman	ɡ æ h r æ m ɑ n
qəhrəmanlıq	ɡ æ h r æ m ɑ n ɫ ɯ χ
qəhvə	ɡ æ h v æ
qəlb	ɡ æ l b
qəlbən	ɡ æ ɫ b æ n
qələbə	ɡ æ l æ b æ
qəliz	ɡ æ l i z
qəlyan	ɡ æ l j ɑ n
qəlyanaltı	ɡ æ l j ɑ n a l t ɯ
qəlyanaltı	ɡ æ l j æ n a l t ɯ
qəməngiz	ɡ æ m æ ŋ ɟ i z
qənd	ɡ æ n d
qənim	ɡ æ n i m
qənirsiz	ɡ æ n i r s i z
qəpik	ɡ æ p i k
qəpik	ɡ æ p i ç
qəpik	ɡ æ p i h
qəpik	ɡ æ p i j
qərar	ɡ æ r ɑ r
qərarlı	ɡ æ r ɑ r ɫ ɯ
qərarsız	ɡ æ r ɑ r s ɯ z
qərənfil	ɡ æ ɾ æ n f i l
qəribə	ɡ æ r iː b æ
qəsəbə	ɡ æ s æ b æ
qəssab	ɡ æ sː ɑ b
qətl	ɡ æ t l
qətrə	ɡ æ t r æ
qəzazədə	ɡ æ z ɑ z d æ
qəzet	ɡ æ z e t
qəzəl	ɡ æ z æ l
qıcıqlandırmaq	ɡ ɯ d͡ʒ ɯ ɣ ɫ ɑ n d ɯ r m ɑ χ
qıcıqlandırmaq	ɡ ɯ d͡z ɯ ɣ ɫ ɑ n d ɯ r m ɑ χ
qıdıqlamaq	ɡ ɯ d ɯ ɣ ɫ ɑ m ɑ χ
qıf	ɡ ɯ f
