Ա	ɑ
Գայմագճյան	kʰ ɑ j m ɑ kʰ t͡ʃ j ɑ n
Գանա	kʰ ɑ n ɑ
Գանգես	kʰ ɑ ŋ kʰ e s
Գանդինագար	kʰ ɑ n tʰ i n ɑ kʰ ɑ ɾ
Գանթարճյան	kʰ ɑ n tʰ ɑ ɾ d͡ʒ j ɑ n
Գանիմեդ	kʰ ɑ n i m e tʰ
Գանձակ	kʰ ɑ n t͡sʰ ɑ ɡ
Գաշըգճյան	kʰ ɑ ʃ ə kʰ t͡ʃ j ɑ n
Գառնիկ	kʰ ɑ ɾ n i ɡ
Գասապյան	kʰ ɑ s ɑ b j ɑ n
Գասպարյան	kʰ ɑ s p ɑ ɾ j ɑ n
Գավառ	kʰ ɑ v ɑ ɾ
Գավգամելա	kʰ ɑ f kʰ ɑ m e l ɑ
Գարագաշյան	kʰ ɑ ɾ ɑ kʰ ɑ ʃ j ɑ n
Գարամանյան	kʰ ɑ ɾ ɑ m ɑ n j ɑ n
Գարեգին	kʰ ɑ ɾ e kʰ i n
Գարիկ	kʰ ɑ ɾ i ɡ
Գարճյան	kʰ ɑ ɾ d͡ʒ j ɑ n
Գարսևան	kʰ ɑ ɾ s e v ɑ n
Գաֆեսճյան	kʰ ɑ f e s d͡ʒ j ɑ n
Գեղամ	kʰ e ʁ ɑ m
Գեղամյան	kʰ e ʁ ɑ m j ɑ n
Գեղարքունիք	kʰ e ʁ ɑ ɾ kʰ u n i kʰ
Գեռլա	kʰ e ɾ l ɑ
Գերմանիա	kʰ e ɾ m ɑ n i j ɑ
Գերմանիայի	kʰ e ɾ m ɑ n i j ɑ j i
Գըրպաճյան	kʰ ə ɾ b ɑ d͡ʒ j ɑ n
Գիլոյան	kʰ i l o j ɑ n
Գինոսյան	kʰ i n o s j ɑ n
Գիրոկաստրա	kʰ i ɾ o ɡ ɑ s t ɾ ɑ
Գյանջա	kʰ j ɑ n t͡ʃʰ ɑ
Գյոյգյոլ	kʰ j o j kʰ j o l
Գյուլազյան	kʰ ʏ l ɑ z j ɑ n
Գյուլասարյան	kʰ ʏ l ɑ s ɑ ɾ j ɑ n
Գյուլբենկյան	kʰ ʏ l pʰ e ŋ ɡ j ɑ n
Գյուլեզյան	kʰ ʏ l e z j ɑ n
Գյումրի	kʰ ʏ m ɾ i
Գյուրջինյան	kʰ ʏ ɾ t͡ʃʰ i n j ɑ n
Գնել	kʰ ə n e l
Գոա	kʰ o ɑ
Գոհար	kʰ o h ɑ ɾ
Գողգոթա	kʰ o χ kʰ o tʰ ɑ
Գոճանյան	kʰ o d͡ʒ ɑ n j ɑ n
Գոմել	kʰ o m e l
Գոռ	kʰ o ɾ
Գովաճյան	kʰ o v ɑ d͡ʒ j ɑ n
Գոտֆրիդ	kʰ o d f ɾ i tʰ
Գորդիոս	kʰ o ɾ tʰ i j o s
Գորի	kʰ o ɾ i
Գորիս	kʰ o ɾ i s
Գորկի	kʰ o ɾ ɡ i
Գուգարք	kʰ u kʰ ɑ ɾ kʰ
Գուգլ	kʰ u kʰ ə l
Գուգո	kʰ u kʰ o
Գուգուշ	kʰ u kʰ u ʃ
Գուգս	kʰ u kʰ s
Գուգսիկ	kʰ u kʰ s i ɡ
Գուդաութա	kʰ u tʰ ɑ u tʰ ɑ
Գուլահճյան	kʰ u l ɑ h d͡ʒ j ɑ n
Գումճյան	kʰ u m d͡ʒ j ɑ n
Գույուճյան	kʰ u j u d͡ʒ j ɑ n
Գույուջյան	kʰ u j u t͡ʃʰ j ɑ n
Գուջարաթ	kʰ u t͡ʃʰ ɑ ɾ ɑ tʰ
Գուրգեն	kʰ u ɾ kʰ e n
Գվատեմալա	kʰ ə v ɑ d e m ɑ l ɑ
Գվինեա	kʰ v i n e ɑ
Գրանիկոն	kʰ ə ɾ ɑ n i ɡ o n
Գրենադա	kʰ ɾ e n ɑ tʰ ɑ
Գրենլանդիա	kʰ ɾ e n l ɑ n tʰ i j ɑ
Գրիգոր	kʰ ɾ i kʰ o ɾ
Գրիգորի	kʰ ɾ i kʰ o ɾ i
Գրիգորիոպոլիս	kʰ ɾ i kʰ o ɾ i j o b o l i s
Գրիգորյան	kʰ ɾ i kʰ o ɾ j ɑ n
Գրիգորուպոլ	kʰ ɾ i kʰ o ɾ u b o l
Գրոզնի	kʰ ɾ o z n i
Գևորգ	kʰ e v o ɾ kʰ
Գևորգյան	kʰ e v o ɾ kʰ j ɑ n
Դ	tʰ ə
ԴՆԹ	tʰ ə n ə tʰ ə
Դալար	tʰ ɑ l ɑ ɾ
Դալմաթիա	tʰ ɑ l m ɑ tʰ i j ɑ
Դաղստան	tʰ ɑ ʁ ə s t ɑ n
Դամասկոս	d ɑ m ɑ s k o s
Դանիա	tʰ ɑ n i j ɑ
Դանիել	tʰ ɑ n i j e l
Դանիելյան	tʰ ɑ n i j e l j ɑ n
Դանիշմենդյան	tʰ ɑ n i ʃ m e n tʰ j ɑ n
Դանուբ	tʰ ɑ n u pʰ
Դավթյան	tʰ ɑ f tʰ j ɑ n
Դավիթ	tʰ ɑ v i tʰ
Դարակչյան	tʰ ɑ ɾ ɑ kʰ t͡ʃʰ j ɑ n
Դարբինյան	tʰ ɑ ɾ pʰ i n j ɑ n
Դարդանել	tʰ ɑ ɾ tʰ ɑ n e l
Դարեհ	tʰ ɑ ɾ e h
Դաքա	tʰ ɑ kʰ ɑ
Դաքեսյան	tʰ ɑ kʰ e s j ɑ n
Դաքքա	tʰ ɑ kʰː ɑ
Դեդեյան	tʰ e tʰ e j ɑ n
Դելի	tʰ e l i
Դելփիք	tʰ e l pʰ i kʰ
Դելֆիս	tʰ e l f i s
Դեմիրճյան	tʰ e m i ɾ d͡ʒ j ɑ n
Դեմոկրիտ	tʰ e m o ɡ ɾ i d
Դեմոսթենես	tʰ e m o s tʰ e n e s
Դետրոյտ	tʰ e d ɾ o j d
Դերենիկ	tʰ e ɾ e n i ɡ
Դի	tʰ i
Դիանա	tʰ i j ɑ n ɑ
Դիարբեքիր	tʰ i j ɑ ɾ pʰ e kʰ i ɾ
Դիլիջան	tʰ i l i t͡ʃʰ ɑ n
Դիմատետր	tʰ i m ɑ d e d ə ɾ
Դինգիլյան	tʰ i ŋ kʰ i l j ɑ n
Դիշչյան	tʰ i ʃ t͡ʃʰ j ɑ n
Դիոգենես	tʰ i j o kʰ e n e s
Դիոկղետիանոս	tʰ i j o ɡ ʁ e d i j ɑ n o s
Դիոմեդես	tʰ i j o m e tʰ e s
Դիոնիս	tʰ i j o n i s
Դիոնիսոս	tʰ j o n i s o s
Դնեպր	tʰ ə n e b ə ɾ
Դնչիկ	tʰ ə n t͡ʃʰ i ɡ
Դոբրուջա	tʰ o pʰ ɾ u t͡ʃʰ ɑ
Դոլաշյան	tʰ o l ɑ ʃ j ɑ n
Դոլմայան	tʰ o l m ɑ j ɑ n
Դոլմաջյան	tʰ o l m ɑ t͡ʃʰ j ɑ n
Դոհա	tʰ o h ɑ
Դողրամաջյան	tʰ o ʁ ɾ ɑ m ɑ t͡ʃʰ j ɑ n
Դոմինիկա	tʰ o m i n i ɡ ɑ
Դոմինիկոս	tʰ o m i n i ɡ o s
Դոն	tʰ o n
Դոնդուրմաջյան	tʰ o n tʰ u ɾ m ɑ t͡ʃʰ j ɑ n
Դոնի	tʰ o n i
Դորպատ	tʰ o ɾ b ɑ d
Դուբայ	tʰ u pʰ ɑ j
Դուբլին	tʰ u pʰ l i n
Դուբոսար	tʰ u pʰ o s ɑ ɾ
Դուբոսարի	tʰ u pʰ o s ɑ ɾ i
Դուբրովնիկ	tʰ u pʰ ɾ o v n i ɡ
Դուդուկչյան	tʰ u tʰ u kʰ t͡ʃʰ j ɑ n
Դուշանբե	tʰ u ʃ ɑ n pʰ e
Դուրգարյան	tʰ u ɾ kʰ ɑ ɾ j ɑ n
Դուք	tʰ u kʰ
Դրասխանակերտ	tʰ ɾ ɑ s χ ɑ n ɑ ɡ e ɾ d
Դրաստամատ	tʰ ə ɾ ɑ s t ɑ m ɑ d
Դևեջյան	tʰ e v e t͡ʃʰ j ɑ n
Ե	e
Ե	j e
ԵԱՀԿ	j e ɑ h ə ɡ ə
ԵԱՏՄ	j e ɑ d ə m ə
ԵԽ	j e χ ə
ԵՄ	j e m ə
ԵՊՀ	j e b ə h ə
ԵՏՄ	j e d ə m ə
Եգարյան	j e kʰ ɑ ɾ j ɑ n
Եգիպտոս	j e kʰ i b d o s
Եդեսիա	j e tʰ e s i j ɑ
Եզնիկ	j ɛ z n i ɡ
Եզոպոս	j e z o b o s
Եզր	j e z ə ɾ
Եզրաս	j e z ɾ ɑ s
Եթովպիա	j e tʰ o f b i j ɑ
Ելենա	j e l e n ɑ
Ելիսեյ	j e l i s e j
Ելցին	j e l t͡sʰ i n
Եկատերինբուրգ	j e ɡ ɑ d e ɾ i n pʰ u ɾ kʰ
Եկարյան	j e ɡ ɑ ɾ j ɑ n
Եկբատան	j e kʰ pʰ ɑ d ɑ n
Եհովա	j e h o v ɑ
Եհովայի	j e h o v ɑ j i
Եղեգնաձոր	j e ʁ e kʰ n ɑ t͡sʰ o ɾ
Եղիա	j e ʁ i j ɑ
Եղիազար	j e ʁ i j ɑ z ɑ ɾ
Եղիազարյան	j e ʁ i j ɑ z ɑ ɾ j ɑ n
Եղիշե	j e ʁ i ʃ e
Եղիսաբեթ	j e ʁ i s ɑ pʰ e tʰ
Եղիսե	j e ʁ i s e
Եմեն	j e m e n
Ենիսեյ	j e n i s e j
Եպիփանես	j e b i pʰ ɑ n e s
Եսայան	j e s ɑ j ɑ n
Եսայի	j e s ɑ j i
Եսավ	j e s ɑ v
Եսթեր	j e s tʰ e ɾ
Եվա	j e v ɑ
Եվգենի	j e f kʰ e n i
Եվգենիոս	j e f kʰ e n i j o s
Եվգենյա	j e f kʰ e n j ɑ
Եվսեբիոս	j e f s e pʰ j o s
Եվրախորհուրդ	j e v ɾ ɑ χ o ɾ u ɾ tʰ
Եվրախորհրդարան	j e v ɾ ɑ χ o ɾ ə ɾ tʰ ɑ ɾ ɑ n
Եվրահանձնաժողով	j e v ɾ ɑ h ɑ n t͡sʰ n ɑ ʒ o ʁ o v
Եվրամիություն	j e v ɾ ɑ m i j u tʰ ʏ n
Եվրասիա	j e v ɾ ɑ s i j ɑ
Եվրատեսիլ	j e v ɾ ɑ d e s i l
Եվրիպիդես	j e v ɾ i b i tʰ e s
Եվրոպա	j e v ɾ o b ɑ
Եվրոպայի	j e v ɾ o b ɑ j i
Եվրոպայում	j e v ɾ o b ɑ j u m
Երազգավորս	j e ɾ ɑ s kʰ ɑ v o ɾ s
Երասխ	j e ɾ ɑ s χ
Երեմեյ	j e ɾ e m e j
Երեմիա	j e ɾ e m i j ɑ
Երեմյան	j e ɾ e m j ɑ n
Երիմանթոս	j e ɾ i m ɑ n tʰ o s
Երիքով	j e ɾ i kʰ o v
Երկիր	j e ɾ ɡ i ɾ
Երկվորյակներ	j e ɾ ɡ v o ɾ j ɑ ɡ n e ɾ
Երուսաղեմ	j e ɾ u s ɑ ʁ e m
Երվազ	j e ɾ v ɑ z
Երվանդ	j e ɾ v ɑ n tʰ
Երվինյան	j e ɾ v i n j ɑ n
Երևակ	j e ɾ e v ɑ ɡ
Երևան	j e ɾ e v ɑ n
Եփեսոս	j e pʰ e s o s
Եփրատ	j e pʰ ɾ ɑ d
Եփրեմ	j e pʰ ɾ e m
Եֆրեմ	j e f ɾ e m
Զ	z ə
ԶԼՄ	z ə l ə m ə
Զադոյան	z ɑ tʰ o j ɑ n
Զալցբուրգ	z ɑ l t͡sʰ pʰ u ɾ kʰ
Զախար	z ɑ χ ɑ ɾ
Զախարի	z ɑ χ ɑ ɾ i
Զախարյան	z ɑ χ ɑ ɾ j ɑ n
Զանգի	z ɑ ŋ kʰ i
Զապորոժիե	z ɑ b o ɾ o ʒ i j e
Զավեն	z ɑ v e n
Զավզավաթճյան	z ɑ v z ɑ v ɑ tʰ t͡ʃ j ɑ n
Զարդարյան	z ɑ ɾ tʰ ɑ ɾ j ɑ n
Զարեհ	z ɑ ɾ e h
Զարմանյան	z ɑ ɾ m ɑ n j ɑ n
Զարուհի	z ɑ ɾ u h i
Զաքարիա	z ɑ kʰ ɑ ɾ i j ɑ
Զաքարյան	z ɑ kʰ ɑ ɾ j ɑ n
Զեմպերեկճյան	z e m b e ɾ e ɡ d͡ʒ j ɑ n
Զեմպերեքճյան	z e m b e ɾ e kʰ t͡ʃ j ɑ n
Զեմֆիրա	z e m f i ɾ ɑ
Զեյնալյան	z e j n ɑ l j ɑ n
Զենճիրճյան	z e n d͡ʒ i ɾ d͡ʒ j ɑ n
Զենոն	z e n o n
Զենջիրջյան	z e n t͡ʃʰ i ɾ t͡ʃʰ j ɑ n
Զեփյուռ	z e pʰ ʏ ɾ
Զիլճյան	z i l d͡ʒ j ɑ n
Զինճիրճյան	z i n d͡ʒ i ɾ d͡ʒ j ɑ n
Զինջիրջյան	z i n t͡ʃʰ i ɾ t͡ʃʰ j ɑ n
Զմյուռնիա	z m ʏ ɾ n i j ɑ
Զոհրաբ	z o h ɾ ɑ pʰ
Զոյա	z o j ɑ
Զորաբաբել	z o ɾ ɑ pʰ ɑ pʰ e l
Զորիկ	z o ɾ i ɡ
Զվարթ	z ə v ɑ ɾ tʰ
Զրադաշտ	z ə ɾ ɑ tʰ ɑ ʃ t
Զևս	z e f s
Զևքսիս	z e f kʰ s i s
Է	e
Էբերդին	e pʰ e ɾ tʰ i n
Էդգար	e tʰ kʰ ɑ ɾ
Էդեսսա	e tʰ e sː ɑ
Էդմոն	e tʰ m o n
Էդո	e tʰ o
Էդուլ	e tʰ u l
Էդուլիկ	e tʰ u l i ɡ
Էդվարդ	e tʰ v ɑ ɾ tʰ
Էլար	e l ɑ ɾ
Էլբակյան	e l pʰ ɑ ɡ j ɑ n
Էլեն	e l e n
Էլեքճյան	e l e kʰ t͡ʃ j ɑ n
Էլզաս	e l z ɑ s
Էլիստա	e l i s t ɑ
Էլչիբեյ	e l t͡ʃʰ i pʰ e j
Էկվադոր	e ɡ v ɑ tʰ o ɾ
Էմիլ	e m i l
Էմին	e m i n
Էմպեդոկլես	e m b e tʰ o ɡ l e s
Էնգելս	e ŋ kʰ e l s
Էնֆիաջյան	e n f i j ɑ t͡ʃʰ j ɑ n
Էնֆիեճյան	e n f i j e d͡ʒ j ɑ n
Էպիկուր	e b i ɡ u ɾ
Էպիրոս	e b i ɾ o s
Էջմիածին	e t͡ʃʰ m i j ɑ d͡z i n
Էստոնիա	e s t o n i j ɑ
Էսքիլես	e s kʰ i l e s
Էսքիլոս	e s kʰ i l o s
Էվրիպիդես	e v ɾ i b i tʰ e s
Էրեբունի	e ɾ e pʰ u n i
Էրզրում	e ɾ z ə ɾ u m
Էրիկ	e ɾ i ɡ
Էրիտրեա	e ɾ i d ɾ e ɑ
Էրոս	e ɾ o s
Էքմեքջյան	e kʰ m e kʰ t͡ʃʰ j ɑ n
Էօժէնի	œ ʒ e n i
Ը	ə
Թ	tʰ ə
Թադևոսյան	tʰ ɑ tʰ e v o s j ɑ n
Թաթարստան	tʰ ɑ tʰ ɑ ɾ s t ɑ n
Թաթուլ	tʰ ɑ tʰ u l
Թաթուլյան	tʰ ɑ tʰ u l j ɑ n
Թաիլանդ	tʰ ɑ j l ɑ n tʰ
Թալես	tʰ ɑ l e s
Թալիբան	tʰ ɑ l i pʰ ɑ n
Թալին	tʰ ɑ l i n
Թախտաջյան	tʰ ɑ χ t ɑ t͡ʃʰ j ɑ n
Թահաթ	tʰ ɑ h ɑ tʰ
Թահմազ	tʰ ɑ h m ɑ z
Թահմազյան	tʰ ɑ h m ɑ z j ɑ n
Թամիլնադ	tʰ ɑ m i l n ɑ tʰ
Թայբեյ	tʰ ɑ j pʰ e j
Թայմիր	tʰ ɑ j m i ɾ
Թայվան	tʰ ɑ j v ɑ n
Թաշճյան	tʰ ɑ ʃ d͡ʒ j ɑ n
Թասլաքյան	tʰ ɑ s l ɑ kʰ j ɑ n
Թավուքճյան	tʰ ɑ v u kʰ t͡ʃ j ɑ n
Թավրիզ	tʰ ɑ v ɾ i z
Թարախչյան	tʰ ɑ ɾ ɑ χ t͡ʃʰ j ɑ n
Թարթառ	tʰ ɑ ɾ tʰ ɑ ɾ
Թարխանյան	tʰ ɑ ɾ χ ɑ n j ɑ n
Թբիլիսի	tʰ ə pʰ i l i s i
Թեբե	tʰ e pʰ e
Թելավ	tʰ e l ɑ v
Թելավի	tʰ e l ɑ v i
Թելֆեյան	tʰ e l f e j ɑ n
Թեհրան	tʰ e h ɾ ɑ n
Թեմզա	tʰ e m z ɑ
Թենեդոս	tʰ e n e tʰ o s
Թեոգնիդես	tʰ e o kʰ n i tʰ e s
Թեոդոսիա	tʰ e o tʰ o s i j ɑ
Թեսալիա	tʰ e s ɑ l i j ɑ
Թեսևս	tʰ e s e f s
Թերմոպիլե	tʰ e ɾ m o b i l e
Թեքսաս	tʰ e kʰ s ɑ s
Թթուջուր	tʰ ə tʰ u t͡ʃʰ u ɾ
Թիֆլիս	tʰ i f l i s
Թհիմփհու	tʰ h i m pʰ h u
Թյուլպենտճյան	tʰ ʏ l b e n d d͡ʒ j ɑ n
Թյուրինգիա	tʰ ʏ ɾ i ŋ kʰ i j ɑ
Թոմաս	tʰ o m ɑ s
Թոմասյան	tʰ o m ɑ s j ɑ n
Թովմաս	tʰ o v m ɑ s
Թովմասյան	tʰ o v m ɑ s j ɑ n
Թորգոմ	tʰ o ɾ kʰ o m
Թորոյան	tʰ o ɾ o j ɑ n
Թորոս	tʰ o ɾ o s
Թորոսյան	tʰ o ɾ o s j ɑ n
Թուզճյան	tʰ u z d͡ʒ j ɑ n
Թութունճյան	tʰ u tʰ u n d͡ʒ j ɑ n
Թութունջյան	tʰ u tʰ u n t͡ʃʰ j ɑ n
Թուլումբաջյան	tʰ u l u m pʰ ɑ t͡ʃʰ j ɑ n
Թուլումպաճյան	tʰ u l u m b ɑ d͡ʒ j ɑ n
Թուկիդիդես	tʰ u ɡ i tʰ i tʰ e s
Թուղլաճյան	tʰ u ʁ l ɑ d͡ʒ j ɑ n
Թուն	tʰ u n
Թունիս	tʰ u n i s
Թուրին	tʰ u ɾ i n
Թուրքեստան	tʰ u ɾ kʰ e s t ɑ n
Թուրքիա	tʰ u ɾ kʰ i j ɑ
Թուրքմենստան	tʰ u ɾ kʰ m e n s t ɑ n
Թոփալյան	tʰ o pʰ ɑ l j ɑ n
Թոփուզյան	tʰ o pʰ u z j ɑ n
Թռփանճյան	tʰ ə ɾ pʰ ɑ n d͡ʒ j ɑ n
Թվիթեր	tʰ v i tʰ e ɾ
Թրակիա	tʰ ə ɾ ɑ ɡ i j ɑ
Թրամփ	tʰ ə ɾ ɑ m pʰ
Թրանսիլվանիա	tʰ ɾ ɑ n s i l v ɑ n i j ɑ
Թրփանճյան	tʰ ə ɾ pʰ ɑ n d͡ʒ j ɑ n
Ժ	ʒ ə
Ժամկոչյան	ʒ ɑ m ɡ o t͡ʃʰ j ɑ n
Ժընև	ʒ ə n e v
Ժիրայր	ʒ i ɾ ɑ j ɾ
Ժնև	ʒ n e v
Ժնև	ʒ ə n e v
Ժորա	ʒ o ɾ ɑ
Ի	i
ԻԻՀ	i i h ə
Իբիկոս	i pʰ i ɡ o s
Իգնատի	i kʰ n ɑ d i
Իգնատիոս	i kʰ n ɑ d i j o s
Իզմիր	i z m i ɾ
Իթակե	i tʰ ɑ ɡ e
Իժևսկ	i ʒ e f s k
Իլանջյան	i l ɑ n t͡ʃʰ j ɑ n
Իլիոն	i l i j o n
Իլլիրիա	i lː i ɾ i j ɑ
Իլհամ	i l h ɑ m
Իլյա	i l j ɑ
Իլով	i l o v
Իմերեթ	i m e ɾ e tʰ
Իմերեթիա	i m e ɾ e tʰ i j ɑ
Իյնեճյան	i j n e d͡ʒ j ɑ n
Ինգա	i ŋ kʰ ɑ
Ինգուշեթիա	i ŋ kʰ u ʃ e tʰ i j ɑ
Ինգուշիա	i ŋ kʰ u ʃ i j ɑ
Ինդոնեզիա	i n tʰ o n e z i j ɑ
Ինդոս	i n tʰ o s
Ինդոստան	i n tʰ o s t ɑ n
Ինեքճյան	i n e kʰ t͡ʃ j ɑ n
Ինճիճյան	i n d͡ʒ i d͡ʒ j ɑ n
Ինստագրամ	i n s t ɑ kʰ ɾ ɑ m
Իշխանյան	i ʃ χ ɑ n j ɑ n
Իջևան	i t͡ʃʰ e v ɑ n
Իռլանդիա	i ɾ l ɑ n tʰ i j ɑ
Իսախանյան	i s ɑ χ ɑ n j ɑ n
Իսահակ	i s ɑ h ɑ ɡ
Իսթանպուլ	i s tʰ ɑ n b u l
Իսլամաբադ	i s l ɑ m ɑ pʰ ɑ tʰ
Իսլանդիա	i s l ɑ n tʰ i j ɑ
Իսկանդարյան	i s k ɑ n tʰ ɑ ɾ j ɑ n
Իսկեճյան	i s k e d͡ʒ j ɑ n
Իսմայիլի	i s m ɑ j i l i
Իսպանիա	i s p ɑ n i j ɑ
Իսսոս	i sː o s
Իսրայել	i s ɾ ɑ j e l
Իսրայելյան	i s ɾ ɑ j e l j ɑ n
Իսքեճյան	i s kʰ e d͡ʒ j ɑ n
Իվան	i v ɑ n
Իվանե	i v ɑ n e
Իվանովո	i v ɑ n o v o
Իտալիա	i d ɑ l i j ɑ
Իտանագար	i d ɑ n ɑ kʰ ɑ ɾ
Իրան	i ɾ ɑ n
Իրաք	i ɾ ɑ kʰ
Իրկուտսկ	i ɾ ɡ u d s k
Իփիգենիա	i pʰ i kʰ e n i j ɑ
Իֆիգենիա	i f i kʰ e n i j ɑ
Լ	l ə
ԼՂԻՄ	l ə ʁ i m
ԼՂՀ	l ə ʁ ə h ə
Լադոգա	l ɑ tʰ o kʰ ɑ
Լաթաքիա	l ɑ tʰ ɑ kʰ i j ɑ
Լայպցիգ	l ɑ j pʰ t͡sʰ i kʰ
Լաոս	l ɑ o s
Լատիոն	l ɑ d i j o n
Լատվիա	l ɑ d v i j ɑ
Լացիում	l ɑ t͡sʰ i j u m
Լեհաստան	l e h ɑ s t ɑ n
Լեյդեն	l e j tʰ e n
Լենա	l e n ɑ
Լենին	l e n i n
Լենինական	l e n i n ɑ ɡ ɑ n
Լեռնիկ	l e ɾ n i ɡ
Լեսբոս	l e s pʰ o s
Լեսոթո	l e s o tʰ o
Լեստեր	l e s t e ɾ
Լիանա	l i j ɑ n ɑ
Լիբանան	l i pʰ ɑ n ɑ n
Լիբերիա	l i pʰ e ɾ i j ɑ
Լիբիա	l i pʰ i j ɑ
Լիբրևիլ	l i pʰ ɾ e v i l
Լիգուրիա	l i kʰ u ɾ i j ɑ
Լիլիթ	l i l i tʰ
Լիլոնգվե	l i l o ŋ kʰ v e
Լիխտենշտեյն	l i χ t e n ʃ t e j n
Լիկիա	l i ɡ i j ɑ
Լիմա	l i m ɑ
Լիմասոլ	l i m ɑ s o l
Լիմպոպո	l i m b o b o
Լինց	l i n t͡sʰ
Լիոն	l i j o n
Լիպարիտ	l i b ɑ ɾ i d
Լիպարիտյան	l i b ɑ ɾ i d j ɑ n
Լիպեցկ	l i b e t͡sʰ k
Լիսաբոն	l i s ɑ pʰ o n
Լիվերպուլ	l i v e ɾ b u l
Լիտվա	l i d v ɑ
Լճաշեն	l ə d͡ʒ ɑ ʃ e n
Լյուբլյանա	l ʏ pʰ l j ɑ n ɑ
Լյուդովիկոս	l ʏ tʰ o v i ɡ o s
Լյուդվիգ	l ʏ tʰ v i kʰ
Լյուլեճյան	l ʏ l e d͡ʒ j ɑ n
Լյուկիա	l ʏ ɡ i j ɑ
Լյուրիկե	l ʏ ɾ i ɡ e
Լյուքսեմբուրգ	l ʏ kʰ s e m pʰ u ɾ kʰ
Լոզան	l o z ɑ n
Լոթարինգիա	l o tʰ ɑ ɾ i ŋ kʰ i j ɑ
Լոկրիս	l o ɡ ɾ i s
Լոձ	l o t͡sʰ
Լոնդոն	l o n tʰ o n
Լոռի	l o ɾ i
Լոս	l o s
Լուանդա	l u ɑ n tʰ ɑ
Լուար	l u ɑ ɾ
Լուարա	l u ɑ ɾ ɑ
Լուդովիկոս	l u tʰ o v i ɡ o s
Լութեր	l u tʰ e ɾ
Լուսաբեր	l u s ɑ pʰ e ɾ
Լուսին	l u s i n
Լուսինե	l u s i n e
Լուսինյան	l u s i n j ɑ n
Լուսնթագ	l u s ə n tʰ ɑ kʰ
Լուսո	l u s o
Լուվեն	l u v e n
Լոքանթաճյան	l o kʰ ɑ n tʰ ɑ d͡ʒ j ɑ n
Լվով	l v o v
Լևանտ	l e v ɑ n d
Լևոն	l e v o n
Լևոնյան	l e v o n j ɑ n
Խ	χ ə
ԽՍՀՄ	χ ə s ə h ə m
ԽՍՀՄ	χ ə s ə h ə m ə
Խաբարովսկ	χ ɑ pʰ ɑ ɾ o f s k
Խադ	χ ɑ tʰ
Խազոյան	χ ɑ z o j ɑ n
Խաժակ	χ ɑ ʒ ɑ ɡ
Խալաճյան	χ ɑ l ɑ d͡ʒ j ɑ n
Խաղխաղ	χ ɑ ʁ χ ɑ ʁ
Խանճյան	χ ɑ n d͡ʒ j ɑ n
Խանջյան	χ ɑ n t͡ʃʰ j ɑ n
Խաչանյան	χ ɑ t͡ʃʰ ɑ n j ɑ n
Խաչատուր	χ ɑ t͡ʃʰ ɑ d u ɾ
Խաչատրյան	χ ɑ t͡ʃʰ ɑ d ə ɾ j ɑ n
Խաչիկ	χ ɑ t͡ʃʰ i ɡ
Խաչիկյան	χ ɑ t͡ʃʰ i ɡ j ɑ n
Խաչո	χ ɑ t͡ʃʰ o
Խառան	χ ɑ ɾ ɑ n
Խառատյան	χ ɑ ɾ ɑ d j ɑ n
Խարաճճյան	χ ɑ ɾ ɑ d͡ʒː j ɑ n
Խարբերդ	χ ɑ ɾ pʰ e ɾ tʰ
Խարկով	χ ɑ ɾ ɡ o v
Խեցգետին	χ e t͡sʰ kʰ e d i n
Խոյ	χ o j
Խոսրով	χ o s ɾ o v
Խոսրովյան	χ o s ɾ o v j ɑ n
Խորեն	χ o ɾ e n
Խորենյան	χ o ɾ e n j ɑ n
Խորխոռունի	χ o ɾ χ o ɾ u n i
Խորվաթիա	χ o ɾ v ɑ tʰ i j ɑ
Խուդավերդյան	χ u tʰ ɑ v e ɾ tʰ j ɑ n
Խուրշուդյան	χ u ɾ ʃ u tʰ j ɑ n
Խչո	χ ə t͡ʃʰ o
Խրիմ	χ ə ɾ i m
Խրլոպյան	χ ə ɾ l o b j ɑ n
Խրուշչով	χ ɾ u ʃ t͡ʃʰ o v
Ծ	d͡z ə
Ծաղկազարդ	d͡z ɑ χ k ɑ z ɑ ɾ tʰ
Ծաղկոտն	d͡z ɑ χ k o d ə n
Ծառուկ	d͡z ɑ ɾ u ɡ
Ծառուկյան	d͡z ɑ ɾ u ɡ j ɑ n
Ծատուրյան	d͡z ɑ d u ɾ j ɑ n
Ծղուկ	d͡z ə ʁ u ɡ
Ծովակ	d͡z o v ɑ ɡ
Ծոփք	d͡z o pʰ kʰ
Կ	ɡ ə
ԿԸՀ	ɡ ə ə h ə
Կաբակչյան	ɡ ɑ pʰ ɑ kʰ t͡ʃʰ j ɑ n
Կադիս	ɡ ɑ tʰ i s
Կազան	ɡ ɑ z ɑ n
Կալաձե	ɡ ɑ l ɑ t͡sʰ e
Կալինին	ɡ ɑ l i n i n
Կալինինգրադ	ɡ ɑ l i n i ŋ kʰ ɾ ɑ tʰ
Կալիցիա	ɡ ɑ l i t͡sʰ i j ɑ
Կալիֆոռնիա	ɡ ɑ l i f o ɾ n i j ɑ
Կալլինոս	ɡ ɑ lː i n o s
Կալկաթա	ɡ ɑ l ɡ ɑ tʰ ɑ
Կալուգա	ɡ ɑ l u kʰ ɑ
Կալվին	ɡ ɑ l v i n
