A	ʔ aː ˧˧
áo choàng	ʔ aː w ˧˦ t͡ɕ w aː ŋ ˨˩
áo dài	ʔ aː w ˧˦ z aː j ˨˩
áo dầu	ʔ aː w ˧˦ z ə w ˨˩
Áo Địa Lợi	ʔ aː w ˧˦ ʔ ɗ i ə ˧˨ ʔ l əː j ˧˨ ʔ
áo gấm	ʔ aː w ˧˦ ɣ ə m ˧˦
áo khoác	ʔ aː w ˧˦ x w aː k̚ ˧˦
áo may ô	ʔ aː w ˧˦ m a j ˧˧ ʔ o ˧˧
Áo Môn	ʔ aː w ˧˦ m o n ˧˧
áo mưa	ʔ aː w ˧˦ m ɨ ə ˧˧
áo nậu	ʔ aː w ˧˦ n ə w ˧˨ ʔ
áo ngủ	ʔ aː w ˧˦ ŋ u ˧˩
áo Nhật Bình	ʔ aː w ˧˦ ɲ ə t̚ ˧˨ ʔ ʔ ɓ ï ŋ ˨˩
áo phao	ʔ aː w ˧˦ f aː w ˧˧
áo phông	ʔ aː w ˧˦ f ə w ŋ͡m ˧˧
áo quan	ʔ aː w ˧˦ k w aː n ˧˧
áo quần	ʔ aː w ˧˦ k w ə n ˨˩
áo sát nách	ʔ aː w ˧˦ s aː t̚ ˧˦ n a j k̟̚ ˧˦
áo tắm	ʔ aː w ˧˦ t a m ˧˦
áo tắm hai mảnh	ʔ aː w ˧˦ t a m ˧˦ h aː j ˧˧ m a j ŋ̟ ˧˩
áo tấc	ʔ aː w ˧˦ t ə k̚ ˧˦
áo thun	ʔ aː w ˧˦ tʰ u n ˧˧
áo tơi	ʔ aː w ˧˦ t əː j ˧˧
áo tràng	ʔ aː w ˧˦ t͡ɕ aː ŋ ˨˩
áo tràng vạt	ʔ aː w ˧˦ t͡ɕ aː ŋ ˨˩ v aː t̚ ˧˨ ʔ
áo trấn thủ	ʔ aː w ˧˦ t͡ɕ ə n ˧˦ tʰ u ˧˩
áo tứ thân	ʔ aː w ˧˦ t ɨ ˧˦ tʰ ə n ˧˧
áo vải	ʔ aː w ˧˦ v aː j ˧˩
áp	ʔ aː p̚ ˧˦
áp bức	ʔ aː p̚ ˧˦ ʔ ɓ ɨ k̚ ˧˦
áp chế	ʔ aː p̚ ˧˦ t͡ɕ e ˧˦
áp chót	ʔ aː p̚ ˧˦ t͡ɕ ɔ t̚ ˧˦
áp dụng	ʔ aː p̚ ˧˦ z ʊ w ŋ͡m ˧˨ ʔ
áp đảo	ʔ aː p̚ ˧˦ ʔ ɗ aː w ˧˩
áp đặt	ʔ aː p̚ ˧˦ ʔ ɗ a t̚ ˧˨ ʔ
áp giải	ʔ aː p̚ ˧˦ z aː j ˧˩
áp kế	ʔ aː p̚ ˧˦ k e ˧˦
áp lực	ʔ aː p̚ ˧˦ l ɨ k̚ ˧˨ ʔ
áp phe	ʔ aː p̚ ˧˦ f ɛ ˧˧
áp phích	ʔ aː p̚ ˧˦ f ï k̟̚ ˧˦
áp suất	ʔ aː p̚ ˧˦ s w ə t̚ ˧˦
áp tải	ʔ aː p̚ ˧˦ t aː j ˧˩
aptomat	ʔ aː p̚ ˧˦ t o ˧˧ m aː t̚ ˧˦
AQ	ʔ aː ˧˧ k w i ˧˧
asen	ʔ aː ˧˧ s ɛ n ˧˧
át	ʔ aː t̚ ˧˦
atatin	ʔ aː ˧˧ t aː ˧˧ t i n ˧˧
au	ʔ a w ˧˧
Augustinô	ʔ a w ˧˧ ɣ u ˧˧ s t i n ˧˧ n o ˧˧
axetic	ʔ aː ˧˧ s e ˧˧ t ï k̟̚ ˧˦
axeton	ʔ aː ˧˧ s e ˧˧ t o n ˧˧
axit	ʔ aː ˧˧ s i t̚ ˧˦
axit axetic	ʔ aː ˧˧ s i t̚ ˧˦ ʔ aː ˧˧ s e ˧˧ t ï k̟̚ ˧˦
axit clohiđric	ʔ aː ˧˧ s i t̚ ˧˦ k l ɔ ˧˧ h i ˧˧ ʔ ɗ ɹ ï k̟̚ ˧˦
axit đêôxiribônuclêic	ʔ aː ˧˧ s i t̚ ˧˦ ʔ ɗ e ˧˧ ʔ o ˧˧ s i ˧˧ ɹ i ˧˧ ʔ ɓ o ˧˧ n u ˧˧ k l e ˧˧ ʔ ï k̟̚ ˧˦
axit đêôxiribônuclêic	ʔ aː ˧˧ s i t̚ ˧˦ ʔ ɗ e ˧˧ ʔ o ˧˧ s i ˧˧ z i ˧˧ ʔ ɓ o ˧˧ n u ˧˧ k l e ˧˧ ʔ ï k̟̚ ˧˦
axít	ʔ aː ˧˧ s i t̚ ˧˦
axít oxalic	ʔ aː ˧˧ s i t̚ ˧˦ ʔ ɔ ˧˧ s aː ˧˧ l ï k̟̚ ˧˧
áy	ʔ a j ˧˦
áy náy	ʔ a j ˧˦ n a j ˧˦
Ă	ʔ aː ˧˦
Ằ	ʔ aː ˨˩
ằ	ʔ aː ˨˩
Ẳ	ʔ aː ˧˩
ẳ	ʔ aː ˧˩
Ẵ	ʔ aː ˦ˀ˥
ẵ	ʔ aː ˦ˀ˥
Ắ	ʔ aː ˧˦
ắ	ʔ aː ˧˦
Ặ	ʔ aː ˧˨ ʔ
ặ	ʔ aː ˧˨ ʔ
ắc ê	ʔ a k̚ ˧˦ ʔ e ˧˧
ẵm	ʔ a m ˦ˀ˥
ẵm bồng	ʔ a m ˦ˀ˥ ʔ ɓ ə w ŋ͡m ˨˩
ăn	ʔ a n ˧˧
ăn ảnh	ʔ a n ˧˧ ʔ a j ŋ̟ ˧˩
ăn bám	ʔ a n ˧˧ ʔ ɓ aː m ˧˦
ăn bận	ʔ a n ˧˧ ʔ ɓ ə n ˧˨ ʔ
ăn bốc	ʔ a n ˧˧ ʔ ɓ ə w k͡p̚ ˧˦
ăn bớt	ʔ a n ˧˧ ʔ ɓ əː t̚ ˧˦
ăn cắp	ʔ a n ˧˧ k a p̚ ˧˦
ăn cháo đái bát	ʔ a n ˧˧ t͡ɕ aː w ˧˦ ʔ ɗ aː j ˧˦ ʔ ɓ aː t̚ ˧˦
ăn chay	ʔ a n ˧˧ t͡ɕ a j ˧˧
ăn chắc	ʔ a n ˧˧ t͡ɕ a k̚ ˧˦
ăn chắc mặc bền	ʔ a n ˧˧ t͡ɕ a k̚ ˧˦ m a k̚ ˧˨ ʔ ʔ ɓ e n ˨˩
ăn chặn	ʔ a n ˧˧ t͡ɕ a n ˧˨ ʔ
ăn chẹt	ʔ a n ˧˧ t͡ɕ ɛ t̚ ˧˨ ʔ
ăn chia	ʔ a n ˧˧ t͡ɕ i ə ˧˧
ăn chiều	ʔ a n ˧˧ t͡ɕ i ə w ˨˩
ăn chín uống sôi	ʔ a n ˧˧ t͡ɕ i n ˧˦ ʔ u ə ŋ ˧˦ s o j ˧˧
ăn chịu	ʔ a n ˧˧ t͡ɕ i w ˧˨ ʔ
ăn chơi	ʔ a n ˧˧ t͡ɕ əː j ˧˧
ăn chực	ʔ a n ˧˧ t͡ɕ ɨ k̚ ˧˨ ʔ
ăn cỏ	ʔ a n ˧˧ k ɔ ˧˩
ăn cỗ	ʔ a n ˧˧ k o ˦ˀ˥
ăn cơm	ʔ a n ˧˧ k əː m ˧˧
ăn cơm quốc gia, thờ ma cộng sản	ʔ a n ˧˧ k əː m ˧˧ k u ə k̚ ˧˦ z aː ˧˧ tʰ əː ˨˩ m aː ˧˧ k ə w ŋ͡m ˧˨ ʔ s aː n ˧˩
ăn cơm trước kẻng	ʔ a n ˧˧ k əː m ˧˧ t͡ɕ ɨ ə k̚ ˧˦ k ɛ ŋ ˧˩
ăn cưới	ʔ a n ˧˧ k ɨ ə j ˧˦
ăn cướp	ʔ a n ˧˧ k ɨ ə p̚ ˧˦
ăn dặm	ʔ a n ˧˧ z a m ˧˨ ʔ
ăn dầm nằm dề	ʔ a n ˧˧ z ə m ˨˩ n a m ˨˩ z e ˨˩
ăn diện	ʔ a n ˧˧ z i ə n ˧˨ ʔ
ăn dỗ	ʔ a n ˧˧ z o ˦ˀ˥
ăn đêm	ʔ a n ˧˧ ʔ ɗ e m ˧˧
ăn đòn	ʔ a n ˧˧ ʔ ɗ ɔ n ˨˩
ăn đong	ʔ a n ˧˧ ʔ ɗ a w ŋ͡m ˧˧
ăn đứt	ʔ a n ˧˧ ʔ ɗ ɨ t̚ ˧˦
ăn gian	ʔ a n ˧˧ z aː n ˧˧
ăn giỗ	ʔ a n ˧˧ z o ˦ˀ˥
ăn hại	ʔ a n ˧˧ h aː j ˧˨ ʔ
ăn hàng	ʔ a n ˧˧ h aː ŋ ˨˩
ăn hiếp	ʔ a n ˧˧ h i ə p̚ ˧˦
ăn hoa hồng	ʔ a n ˧˧ h w aː ˧˧ h ə w ŋ͡m ˨˩
ăn học	ʔ a n ˧˧ h a w k͡p̚ ˧˨ ʔ
ăn hỏi	ʔ a n ˧˧ h ɔ j ˧˩
ăn kem trước cổng	ʔ a n ˧˧ k ɛ m ˧˧ t͡ɕ ɨ ə k̚ ˧˦ k ə w ŋ͡m ˧˩
ăn khách	ʔ a n ˧˧ x a j k̟̚ ˧˦
ăn khao	ʔ a n ˧˧ x aː w ˧˧
ăn không ngồi rồi	ʔ a n ˧˧ x ə w ŋ͡m ˧˧ ŋ o j ˨˩ z o j ˨˩
ăn khớp	ʔ a n ˧˧ x əː p̚ ˧˦
ăn kiêng	ʔ a n ˧˧ k i ə ŋ ˧˧
ăn lậm	ʔ a n ˧˧ l ə m ˧˨ ʔ
ăn liền	ʔ a n ˧˧ l i ə n ˨˩
ăn lót dạ	ʔ a n ˧˧ l ɔ t̚ ˧˦ z aː ˧˨ ʔ
ăn lồn	ʔ a n ˧˧ l o n ˨˩
ăn lông ở lỗ	ʔ a n ˧˧ l ə w ŋ͡m ˧˧ ʔ əː ˧˩ l o ˦ˀ˥
ăn lương	ʔ a n ˧˧ l ɨ ə ŋ ˧˧
ăn mảnh	ʔ a n ˧˧ m a j ŋ̟ ˧˩
ăn may	ʔ a n ˧˧ m a j ˧˧
ăn mày	ʔ a n ˧˧ m a j ˨˩
ăn mặc	ʔ a n ˧˧ m a k̚ ˧˨ ʔ
ăn mặn	ʔ a n ˧˧ m a n ˧˨ ʔ
ăn miếng trả miếng	ʔ a n ˧˧ m i ə ŋ ˧˦ t͡ɕ aː ˧˩ m i ə ŋ ˧˦
ăn mòn	ʔ a n ˧˧ m ɔ n ˨˩
ăn mừng	ʔ a n ˧˧ m ɨ ŋ ˨˩
ăn nằm	ʔ a n ˧˧ n a m ˨˩
ăn năn	ʔ a n ˧˧ n a n ˧˧
ăn nên làm ra	ʔ a n ˧˧ n e n ˧˧ l aː m ˨˩ z aː ˧˧
ăn nhậu	ʔ a n ˧˧ ɲ ə w ˧˨ ʔ
ăn nhẹ	ʔ a n ˧˧ ɲ ɛ ˧˨ ʔ
ăn nhờ ở đậu	ʔ a n ˧˧ ɲ əː ˨˩ ʔ əː ˧˩ ʔ ɗ ə w ˧˨ ʔ
ăn nói	ʔ a n ˧˧ n ɔ j ˧˦
ăn ong	ʔ a n ˧˧ ʔ a w ŋ͡m ˧˧
ăn ở	ʔ a n ˧˧ ʔ əː ˧˩
ăn phở	ʔ a n ˧˧ f əː ˧˩
ăn quả nhớ kẻ trồng cây	ʔ a n ˧˧ k w aː ˧˩ ɲ əː ˧˦ k ɛ ˧˩ t͡ɕ ə w ŋ͡m ˨˩ k ə j ˧˧
ăn quịt	ʔ a n ˧˧ k w i t̚ ˧˨ ʔ
ăn roi	ʔ a n ˧˧ z ɔ j ˧˧
ăn sáng	ʔ a n ˧˧ s aː ŋ ˧˦
ăn sóng nói gió	ʔ a n ˧˧ s a w ŋ͡m ˧˦ n ɔ j ˧˦ z ɔ ˧˦
ăn sống	ʔ a n ˧˧ s ə w ŋ͡m ˧˦
ăn tàn phá hại	ʔ a n ˧˧ t aː n ˨˩ f aː ˧˦ h aː j ˧˨ ʔ
ăn tạp	ʔ a n ˧˧ t aː p̚ ˧˨ ʔ
ăn Tết	ʔ a n ˧˧ t e t̚ ˧˦
ăn tết	ʔ a n ˧˧ t e t̚ ˧˦
ăn theo	ʔ a n ˧˧ tʰ ɛ w ˧˧
ăn thề	ʔ a n ˧˧ tʰ e ˨˩
ăn thịt	ʔ a n ˧˧ tʰ i t̚ ˧˨ ʔ
ăn thua	ʔ a n ˧˧ tʰ u ə ˧˧
ăn thùng uống vại	ʔ a n ˧˧ tʰ ʊ w ŋ͡m ˨˩ ʔ u ə ŋ ˧˦ v aː j ˧˨ ʔ
ăn tiệc	ʔ a n ˧˧ t i ə k̚ ˧˨ ʔ
ăn tiền	ʔ a n ˧˧ t i ə n ˨˩
ăn to nói lớn	ʔ a n ˧˧ t ɔ ˧˧ n ɔ j ˧˦ l əː n ˧˦
ăn tối	ʔ a n ˧˧ t o j ˧˦
ăn tráng miệng	ʔ a n ˧˧ t͡ɕ aː ŋ ˧˦ m i ə ŋ ˧˨ ʔ
ăn trắng mặc trơn	ʔ a n ˧˧ t͡ɕ a ŋ ˧˦ m a k̚ ˧˨ ʔ t͡ɕ əː n ˧˧
ăn trộm	ʔ a n ˧˧ t͡ɕ o m ˧˨ ʔ
ăn trưa	ʔ a n ˧˧ t͡ɕ ɨ ə ˧˧
ăn tục nói phét	ʔ a n ˧˧ t ʊ w k͡p̚ ˧˨ ʔ n ɔ j ˧˦ f ɛ t̚ ˧˦
ăn uống	ʔ a n ˧˧ ʔ u ə ŋ ˧˦
ăn vã	ʔ a n ˧˧ v aː ˦ˀ˥
ăn vạ	ʔ a n ˧˧ v aː ˧˨ ʔ
ăn vặt	ʔ a n ˧˧ v a t̚ ˧˨ ʔ
ăn vụng	ʔ a n ˧˧ v ʊ w ŋ͡m ˧˨ ʔ
ăn xin	ʔ a n ˧˧ s i n ˧˧
ăn xổi	ʔ a n ˧˧ s o j ˧˩
ăn xổi ở thì	ʔ a n ˧˧ s o j ˧˩ ʔ əː ˧˩ tʰ i ˨˩
ăn ý	ʔ a n ˧˧ ʔ i ˧˦
ăn yến	ʔ a n ˧˧ ʔ i ə n ˧˦
ăng ten	ʔ a ŋ ˧˧ t ɛ n ˧˧
ẳng	ʔ a ŋ ˧˩
ắng	ʔ a ŋ ˧˦
ắp	ʔ a p̚ ˧˦
ắt	ʔ a t̚ ˧˦
â	ʔ əː ˧˦
Â	ʔ əː ˧˦
Ầ	ʔ əː ˨˩
ầ	ʔ əː ˨˩
Ẩ	ʔ əː ˧˩
ẩ	ʔ əː ˧˩
Ẫ	ʔ əː ˦ˀ˥
ẫ	ʔ əː ˦ˀ˥
Ấ	ʔ əː ˧˦
ấ	ʔ əː ˧˦
Ậ	ʔ əː ˧˨ ʔ
ậ	ʔ əː ˧˨ ʔ
âm	ʔ ə m ˧˧
âm ấm	ʔ ə m ˧˧ ʔ ə m ˧˦
âm ba	ʔ ə m ˧˧ ʔ ɓ aː ˧˧
âm binh	ʔ ə m ˧˧ ʔ ɓ ï ŋ ˧˧
âm chủ	ʔ ə m ˧˧ t͡ɕ u ˧˩
âm cực	ʔ ə m ˧˧ k ɨ k̚ ˧˨ ʔ
âm cực dương hồi	ʔ ə m ˧˧ k ɨ k̚ ˧˨ ʔ z ɨ ə ŋ ˧˧ h o j ˨˩
âm dương	ʔ ə m ˧˧ z ɨ ə ŋ ˧˧
Âm Dương gia	ʔ ə m ˧˧ z ɨ ə ŋ ˧˧ z aː ˧˧
âm đạo	ʔ ə m ˧˧ ʔ ɗ aː w ˧˨ ʔ
âm điệu	ʔ ə m ˧˧ ʔ ɗ i ə w ˧˨ ʔ
âm đọc	ʔ ə m ˧˧ ʔ ɗ a w k͡p̚ ˧˨ ʔ
âm giai	ʔ ə m ˧˧ z aː j ˧˧
âm hạch	ʔ ə m ˧˧ h a j k̟̚ ˧˨ ʔ
âm học	ʔ ə m ˧˧ h a w k͡p̚ ˧˨ ʔ
âm hộ	ʔ ə m ˧˧ h o ˧˨ ʔ
âm hưởng	ʔ ə m ˧˧ h ɨ ə ŋ ˧˩
âm ỉ	ʔ ə m ˧˧ ʔ i ˧˩
âm li	ʔ ə m ˧˧ l i ˧˧
âm lịch	ʔ ə m ˧˧ l ï k̟̚ ˧˨ ʔ
âm lượng	ʔ ə m ˧˧ l ɨ ə ŋ ˧˨ ʔ
âm mưu	ʔ ə m ˧˧ m i w ˧˧
âm nhạc	ʔ ə m ˧˧ ɲ aː k̚ ˧˨ ʔ
âm nhạc học	ʔ ə m ˧˧ ɲ aː k̚ ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ
âm phủ	ʔ ə m ˧˧ f u ˧˩
âm phụt	ʔ ə m ˧˧ f u t̚ ˧˨ ʔ
âm quặt lưỡi	ʔ ə m ˧˧ k w a t̚ ˧˨ ʔ l ɨ ə j ˦ˀ˥
âm sắc	ʔ ə m ˧˧ s a k̚ ˧˦
âm tắc	ʔ ə m ˧˧ t a k̚ ˧˦
âm thanh	ʔ ə m ˧˧ tʰ a j ŋ̟ ˧˧
âm thầm	ʔ ə m ˧˧ tʰ ə m ˨˩
âm thịnh dương suy	ʔ ə m ˧˧ tʰ ï ŋ ˧˨ ʔ z ɨ ə ŋ ˧˧ s w i ˧˧
âm ti	ʔ ə m ˧˧ t i ˧˧
âm tiết	ʔ ə m ˧˧ t i ə t̚ ˧˦
âm tính	ʔ ə m ˧˧ t ï ŋ ˧˦
âm tố	ʔ ə m ˧˧ t o ˧˦
âm tường	ʔ ə m ˧˧ t ɨ ə ŋ ˨˩
âm u	ʔ ə m ˧˧ ʔ u ˧˧
âm vang	ʔ ə m ˧˧ v aː ŋ ˧˧
âm vật	ʔ ə m ˧˧ v ə t̚ ˧˨ ʔ
âm vị	ʔ ə m ˧˧ v i ˧˨ ʔ
âm vị học	ʔ ə m ˧˧ v i ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ
âm vực	ʔ ə m ˧˧ v ɨ k̚ ˧˨ ʔ
ầm	ʔ ə m ˨˩
ầm ầm	ʔ ə m ˨˩ ʔ ə m ˨˩
ầm ĩ	ʔ ə m ˨˩ ʔ i ˦ˀ˥
ầm vang	ʔ ə m ˨˩ v aː ŋ ˧˧
ẩm	ʔ ə m ˧˩
ẩm thấp	ʔ ə m ˧˩ tʰ ə p̚ ˧˦
ẩm thực	ʔ ə m ˧˩ tʰ ɨ k̚ ˧˨ ʔ
ẩm thực phân tử	ʔ ə m ˧˩ tʰ ɨ k̚ ˧˨ ʔ f ə n ˧˧ t ɨ ˧˩
ẩm trà	ʔ ə m ˧˩ t͡ɕ aː ˨˩
ẩm ướt	ʔ ə m ˧˩ ʔ ɨ ə t̚ ˧˦
ấm	ʔ ə m ˧˦
ấm áp	ʔ ə m ˧˦ ʔ aː p̚ ˧˦
ấm cúng	ʔ ə m ˧˦ k ʊ w ŋ͡m ˧˦
ấm lòng	ʔ ə m ˧˦ l a w ŋ͡m ˨˩
ấm no	ʔ ə m ˧˦ n ɔ ˧˧
ấm ức	ʔ ə m ˧˦ ʔ ɨ k̚ ˧˦
ậm ừ	ʔ ə m ˧˨ ʔ ʔ ɨ ˨˩
ân	ʔ ə n ˧˧
Ân	ʔ ə n ˧˧
ân ái	ʔ ə n ˧˧ ʔ aː j ˧˦
ân cần	ʔ ə n ˧˧ k ə n ˨˩
ân hận	ʔ ə n ˧˧ h ə n ˧˨ ʔ
ân huệ	ʔ ə n ˧˧ h w e ˧˨ ʔ
ân nghĩa	ʔ ə n ˧˧ ŋ i ə ˦ˀ˥
ân nhân	ʔ ə n ˧˧ ɲ ə n ˧˧
ân sủng	ʔ ə n ˧˧ s ʊ w ŋ͡m ˧˩
ân sư	ʔ ə n ˧˧ s ɨ ˧˧
ân tình	ʔ ə n ˧˧ t ï ŋ ˨˩
Ân triều	ʔ ə n ˧˧ t͡ɕ i ə w ˨˩
ân xá	ʔ ə n ˧˧ s aː ˧˦
ẩn	ʔ ə n ˧˩
ẩn danh	ʔ ə n ˧˩ z a j ŋ̟ ˧˧
ẩn dật	ʔ ə n ˧˩ z ə t̚ ˧˨ ʔ
ẩn dụ	ʔ ə n ˧˩ z u ˧˨ ʔ
ẩn giấu	ʔ ə n ˧˩ z ə w ˧˦
ẩn hoạ	ʔ ə n ˧˩ h w aː ˧˨ ʔ
ẩn náu	ʔ ə n ˧˩ n a w ˧˦
ẩn nấp	ʔ ə n ˧˩ n ə p̚ ˧˦
ẩn núp	ʔ ə n ˧˩ n u p̚ ˧˦
ẩn số	ʔ ə n ˧˩ s o ˧˦
ẩn thân	ʔ ə n ˧˩ tʰ ə n ˧˧
ấn	ʔ ə n ˧˦
Ấn	ʔ ə n ˧˦
ấn chuột	ʔ ə n ˧˦ t͡ɕ u ə t̚ ˧˨ ʔ
ấn chương	ʔ ə n ˧˦ t͡ɕ ɨ ə ŋ ˧˧
ấn định	ʔ ə n ˧˦ ʔ ɗ ï ŋ ˧˨ ʔ
Ấn Độ	ʔ ə n ˧˦ ʔ ɗ o ˧˨ ʔ
Ấn Độ Dương	ʔ ə n ˧˦ ʔ ɗ o ˧˨ ʔ z ɨ ə ŋ ˧˧
Ấn Độ giáo	ʔ ə n ˧˦ ʔ ɗ o ˧˨ ʔ z aː w ˧˦
Ấn Đụ	ʔ ə n ˧˦ ʔ ɗ u ˧˨ ʔ
ấn hành	ʔ ə n ˧˦ h a j ŋ̟ ˨˩
ấn loát	ʔ ə n ˧˦ l w aː t̚ ˧˦
ấn tượng	ʔ ə n ˧˦ t ɨ ə ŋ ˧˨ ʔ
ấp	ʔ ə p̚ ˧˦
ấp ôm	ʔ ə p̚ ˧˦ ʔ o m ˧˧
ấp ủ	ʔ ə p̚ ˧˦ ʔ u ˧˩
ấp úng	ʔ ə p̚ ˧˦ ʔ ʊ w ŋ͡m ˧˦
ập	ʔ ə p̚ ˧˨ ʔ
ập ã	ʔ ə p̚ ˧˨ ʔ ʔ aː ˦ˀ˥
Ất	ʔ ə t̚ ˧˦
ất giáp	ʔ ə t̚ ˧˦ z aː p̚ ˧˦
ất ơ	ʔ ə t̚ ˧˦ ʔ əː ˧˧
Ất Tỵ	ʔ ə t̚ ˧˦ t i ˧˨ ʔ
âu	ʔ ə w ˧˧
Âu	ʔ ə w ˧˧
Âu châu	ʔ ə w ˧˧ t͡ɕ ə w ˧˧
Âu Cơ	ʔ ə w ˧˧ k əː ˧˧
Âu Dương	ʔ ə w ˧˧ z ɨ ə ŋ ˧˧
âu là	ʔ ə w ˧˧ l aː ˨˩
Âu Lạc	ʔ ə w ˧˧ l aː k̚ ˧˨ ʔ
âu phục	ʔ ə w ˧˧ f ʊ w k͡p̚ ˧˨ ʔ
âu sầu	ʔ ə w ˧˧ s ə w ˨˩
Âu Tinh	ʔ ə w ˧˧ t ï ŋ ˧˧
âu vàng	ʔ ə w ˧˧ v aː ŋ ˨˩
Âu Việt	ʔ ə w ˧˧ v i ə t̚ ˧˨ ʔ
âu yếm	ʔ ə w ˧˧ ʔ i ə m ˧˦
ầu ơ	ʔ ə w ˨˩ ʔ əː ˧˧
ẩu	ʔ ə w ˧˩
ẩu đả	ʔ ə w ˧˩ ʔ ɗ aː ˧˩
ẩu tả	ʔ ə w ˧˩ t aː ˧˩
ấu	ʔ ə w ˧˦
ấu chủ	ʔ ə w ˧˦ t͡ɕ u ˧˩
ấu nhi	ʔ ə w ˧˦ ɲ i ˧˧
ấu thơ	ʔ ə w ˧˦ tʰ əː ˧˧
ấu trĩ	ʔ ə w ˧˦ t͡ɕ i ˦ˀ˥
ấu trĩ viên	ʔ ə w ˧˦ t͡ɕ i ˦ˀ˥ v i ə n ˧˧
ấu trùng	ʔ ə w ˧˦ t͡ɕ ʊ w ŋ͡m ˨˩
ậu	ʔ ə w ˧˨ ʔ
ây da	ʔ ə j ˧˧ z aː ˧˧
ấy	ʔ ə j ˧˦
b	ʔ ɓ e ˧˧
b	ʔ ɓ e ˧˧ ʔ ɓ ɔ ˨˩
b	ʔ ɓ əː ˨˩
B	ʔ ɓ e ˧˧
B	ʔ ɓ e ˧˧ ʔ ɓ ɔ ˨˩
B	ʔ ɓ əː ˨˩
ba	ʔ ɓ aː ˧˧
ba ba	ʔ ɓ aː ˧˧ ʔ ɓ aː ˧˧
ba ba ấp bóng	ʔ ɓ aː ˧˧ ʔ ɓ aː ˧˧ ʔ ə p̚ ˧˦ ʔ ɓ a w ŋ͡m ˧˦
ba bảy hai mốt ngày	ʔ ɓ aː ˧˧ ʔ ɓ a j ˧˩ h aː j ˧˧ m o t̚ ˧˦ ŋ a j ˨˩
ba cái	ʔ ɓ aː ˧˧ k aː j ˧˦
ba chân bốn cẳng	ʔ ɓ aː ˧˧ t͡ɕ ə n ˧˧ ʔ ɓ o n ˧˦ k a ŋ ˧˩
ba chỉ	ʔ ɓ aː ˧˧ t͡ɕ i ˧˩
ba chĩa	ʔ ɓ aː ˧˧ t͡ɕ i ə ˦ˀ˥
ba chìm bảy nổi	ʔ ɓ aː ˧˧ t͡ɕ i m ˨˩ ʔ ɓ a j ˧˩ n o j ˧˩
Ba Chúc	ʔ ɓ aː ˧˧ t͡ɕ ʊ w k͡p̚ ˧˦
ba con sói	ʔ ɓ aː ˧˧ k ɔ n ˧˧ s ɔ j ˧˦
Ba Đình	ʔ ɓ aː ˧˧ ʔ ɗ ï ŋ ˨˩
ba đường	ʔ ɓ aː ˧˧ ʔ ɗ ɨ ə ŋ ˨˩
ba gác	ʔ ɓ aː ˧˧ ɣ aː k̚ ˧˦
ba gai	ʔ ɓ aː ˧˧ ɣ aː j ˧˧
ba hoa	ʔ ɓ aː ˧˧ h w aː ˧˧
ba hồn bảy vía	ʔ ɓ aː ˧˧ h o n ˨˩ ʔ ɓ a j ˧˩ v i ə ˧˦
ba hồn chín vía	ʔ ɓ aː ˧˧ h o n ˨˩ t͡ɕ i n ˧˦ v i ə ˧˦
ba khía	ʔ ɓ aː ˧˧ x i ə ˧˦
ba kích	ʔ ɓ aː ˧˧ k ï k̟̚ ˧˦
Ba Lan	ʔ ɓ aː ˧˧ l aː n ˧˧
ba láp	ʔ ɓ aː ˧˧ l aː p̚ ˧˦
ba lăm	ʔ ɓ aː ˧˧ l a m ˧˧
Ba Lê	ʔ ɓ aː ˧˧ l e ˧˧
ba lê	ʔ ɓ aː ˧˧ l e ˧˧
ba lô	ʔ ɓ aː ˧˧ l o ˧˧
ba má	ʔ ɓ aː ˧˧ m aː ˧˦
ba mươi chưa phải là Tết	ʔ ɓ aː ˧˧ m ɨ ə j ˧˧ t͡ɕ ɨ ə ˧˧ f aː j ˧˩ l aː ˨˩ t e t̚ ˧˦
Ba mươi sáu kế	ʔ ɓ aː ˧˧ m ɨ ə j ˧˧ s a w ˧˦ k e ˧˦
Ba Na	ʔ ɓ aː ˧˧ n aː ˧˧
Ba Nhĩ Cán	ʔ ɓ aː ˧˧ ɲ i ˦ˀ˥ k aː n ˧˦
ba phải	ʔ ɓ aː ˧˧ f aː j ˧˩
ba quân	ʔ ɓ aː ˧˧ k w ə n ˧˧
ba que	ʔ ɓ aː ˧˧ k w ɛ ˧˧
ba que xỏ lá	ʔ ɓ aː ˧˧ k w ɛ ˧˧ s ɔ ˧˩ l aː ˧˦
ba rem	ʔ ɓ aː ˧˧ ɹ ɛ m ˧˧
ba rem	ʔ ɓ aː ˧˧ z ɛ m ˧˧
ba rọi	ʔ ɓ aː ˧˧ z ɔ j ˧˨ ʔ
Ba Tàu	ʔ ɓ aː ˧˧ t a w ˨˩
Ba Tây	ʔ ɓ aː ˧˧ t ə j ˧˧
ba toong	ʔ ɓ aː ˧˧ t ɔ ŋ ˧˧
ba trợn	ʔ ɓ aː ˧˧ t͡ɕ əː n ˧˨ ʔ
Ba Tư	ʔ ɓ aː ˧˧ t ɨ ˧˧
Ba Vì	ʔ ɓ aː ˧˧ v i ˨˩
bà	ʔ ɓ aː ˨˩
bà ấy	ʔ ɓ aː ˨˩ ʔ ə j ˧˦
