aba	a b a
voință	v o i n t͡s ə
voios	v o j o s
volbură	v o l b u r ə
voltaj	v o̞ l t a ʒ
vopsi	v o p s i
vopsitor	v o p s i t o r
vor	v o r
vorbăreț	v o r b ə r e t͡s
vostru	v o s t r u
vouă	v o w ə
voștri	v o ʃ t r i
vrajă	v r a ʒ ə
vrea	v r e̯ a
vrednic	v r e d n i k
vremelnic	v r e m e l n i k
vreun	v r e u n
vreun	v r e̯ u n
vro	v r o
vrun	v r u n
vrăbioi	v r ə b i o j
vulcan	v u l k a n
vulcanolog	v u l k a n o l o ɡ
vulcanologă	v u l k a n o l o ɡ ə
vulgar	v u l ɡ a r
vâlced	v ɨ l t͡ʃ e d
vânat	v ɨ n a t
vânjos	v ɨ n ʒ o s
vânos	v ɨ n o s
vântos	v ɨ n t o s
vână	v ɨ n ə
vânăt	v ɨ n ə t
vânător	v ɨ n ə t o r
vânători	v ɨ n ə t o rʲ
vânătă	v ɨ n ə t ə
vârtos	v ɨ r t o s
vâscos	v ɨ s k o s
vă	v ə
văcar	v ə k a r
văcari	v ə k a rʲ
văcăriță	v ə k ə r i t͡s ə
vădos	v ə d o s
văduv	v ə d u v
văduvă	v ə d u v ə
văr	v ə r
văratic	v ə r a t i k
vărgat	v ə r ɡ a t
vărui	v ə r u i
văzuți	v ə z u t͡sʲ
w	u
w	v
w	w
whisky	u j s k i
whisky	w i s k i
wikționar	w i k t͡s i o n a r
x	k s
x	ɡ z
y	i
y	j
z	z
zadarnic	z a d a r n i k
zahăr	z a h ə r
zambian	z a m b i a n
zariște	z a r i ʃ t e
zarzavagioaică	z a r z a v a d͡ʒ w a i̯ k ə
zarzavagiu	z a r z a v a d͡ʒ i w
zarzără	z a r z ə r ə
zbate	z b a t e
zbici	z b i t͡ʃ i
zbura	z b u r a
zdravăn	z d r a v ə n
zeamă	z e̯ a m ə
zebră	z e b r ə
zece	z e t͡ʃ e
zecea	z e t͡ʃ e̯ a
zecelea	z e t͡ʃ e l e̯ a
zeci	z e t͡ʃʲ
zecimal	z e t͡ʃ i m a l
zecime	z e t͡ʃ i m e
zeiță	z e i t͡s ə
zemos	z e m o s
zer	z e r
zero	z e r o
zevzec	z e v z e k
zgomotos	z ɡ o m o t o s
zgârcit	z ɡ ɨ r t͡ʃ i t
zgău	z ɡ ə w
zgăuri	z ɡ ə u rʲ
ziarist	z i a r i s t
zibelină	z i b e l i n ə
zicală	z i k a l ə
zigot	z i ɡ o t
zimbru	z i m b r u
zinc	z i n k
zircon	z i r k o n
zmeură	z m e u r ə
zoolog	z o o l o ɡ
zoologă	z o o l o ɡ ə
zori	z o rʲ
zugrăvi	z u ɡ r ə v i
zvelt	z v e l t
zvăpăiat	z v ə p ə j a t
zâmbet	z ɨ m b e t
zâmbi	z ɨ m b i
zârnă	z ɨ r n ə
zâzanie	z ɨ z a n i e
zăbală	z ə b a l ə
zănatic	z ə n a t i k
zăpăceală	z ə p ə t͡ʃ e̯ a l ə
zău	z ə w
â	ɨ
î	ɨ
îl	ɨ l
îmbelșugat	ɨ m b e l ʃ u ɡ a t
îmbietor	ɨ m b i e t o r
îmbolnăvi	ɨ m b o l n ə v i
îmbucătură	ɨ m b u k ə t u r ə
îmbătat	ɨ m b ə t a t
îmbătrânit	ɨ m b ə t r ɨ n i t
îmbătător	ɨ m b ə t ə t o r
împacheta	ɨ m p a k e t a
împinge	ɨ m p i n d͡ʒ e
împodobi	ɨ m p o d o b i
împuțit	ɨ m p u t͡s i t
împărătesc	ɨ m p ə r ə t e s k
împărătește	ɨ m p ə r ə t e ʃ t e
împărăție	ɨ m p ə r ə t͡s i e
înalt	ɨ n a l t
înavuți	ɨ n a v u t͡s i
început	ɨ n t͡ʃ e p u t
încerca	ɨ n t͡ʃ e r k a
încercare	ɨ n t͡ʃ e r k a r e
încet	ɨ n t͡ʃ e t
închinător	ɨ ŋ c i n ə t o r
închis	ɨ ŋ k i s
încins	ɨ n t͡ʃ i n s
încrede	ɨ n k r e d e
încrezător	ɨ n k r e z ə t o r
încrucișa	ɨ n k r u t͡ʃ i ʃ a
încântător	ɨ n k ɨ n t ə t o r
încăpea	ɨ n k ə p e̯ a
încăpător	ɨ n k ə p ə t o r
încăpățânat	ɨ ŋ k ə p ə t͡s ɨ n a t
încătușa	ɨ n k ə t u ʃ a
îndată	ɨ n d a t ə
îndeajuns	ɨ n d e a ʒ u n s
îndemna	ɨ n d e m n a
îndepărta	ɨ n d e p ə r t a
îndepărtat	ɨ n d e p ə r t a t
îndobitoci	ɨ n d o b i t o t͡ʃ i
îndoială	ɨ n d o j a l ə
îndoielnic	ɨ n d o j e l n i k
îndopa	ɨ n d o p a
îndrăgosti	ɨ n d r ə ɡ o s t i
îndrăzneț	ɨ n d r ə z n e t͡s
îndărătnic	ɨ n d ə r ə t n i k
înfigăreț	ɨ n f i ɡ ə r e t͡s
înfipt	ɨ n f i p t
înflori	ɨ n f l o r i
înfloritor	ɨ n f l o r i t o r
înfocat	ɨ n f o k a t
înfometa	ɨ n f o m e t a
înfricoșa	ɨ n f r i k o ʃ a
înfrumuseța	ɨ n f r u m u s e t͡s a
înger	ɨ n d ʒ e r
îngerească	ɨ n d͡ʒ e r e̯ a s k ə
îngeresc	ɨ n d͡ʒ e r e s k
îngerește	ɨ n d͡ʒ e r e ʃ t e
îngerești	ɨ n d͡ʒ e r e ʃ tʲ
înghețat	ɨ ŋ ɟ e t͡s a t
înghiți	ɨ n ɡ i t͡s i
înghițitură	ɨ n ɡ i t͡s i t u r ə
îngrijit	ɨ ŋ ɡ r i ʒ i t
îngrijorător	ɨ n ɡ r i ʒ o r ə t o r
îngrozitor	ɨ ŋ ɡ r o z i t o r
îngust	ɨ ŋ ɡ u s t
îngâmfat	ɨ ŋ ɡ ɨ m f a t
înjumătăți	ɨ n ʒ u m ə t ə t͡s i
înlăcrimat	ɨ n l ə k r i m a t
înotător	ɨ n o t ə t o r
înotători	ɨ n o t ə t o rʲ
înroșit	ɨ n r o ʃ i t
înrădăcina	ɨ n r ə d ə t͡ʃ i n a
însemnătate	ɨ n s e m n ə t a t e
însorit	ɨ n s o r i t
însoți	ɨ n s o t͡s i
înspre	ɨ n s p r e
înstelat	ɨ n s t e l a t
însă	ɨ n s ə
însărcinat	ɨ n s ə r t͡ʃ i n a t
însărcinată	ɨ n s ə r t͡ʃ i n a t ə
întemeia	ɨ n t e m e j a
întemeietor	ɨ n t e m e j e t o r
întineri	ɨ n t i n e r i
întins	ɨ n t i n s
întinsa	ɨ n t i n s a
întinse	ɨ n t i n s e
întinsul	ɨ n t i n s u l
întinsă	ɨ n t i n s ə
întinși	ɨ n t i n ʃʲ
întoarce	ɨ n t o̯ a r t͡ʃ e
întors	ɨ n t o r s
întort	ɨ n t o r t
între	ɨ n t r e
întreagă	ɨ n t r e̯ a ɡ ə
întrebuința	ɨ n t r e b u i n t͡s a
întreg	ɨ n t r e ɡ
întreprinde	ɨ n t r e p r i n d e
întreprindere	ɨ n t r e p r i n d e r e
întreprinderi	ɨ n t r e p r i n d e rʲ
întrista	ɨ n t r i s t a
întru	ɨ n t r u
întrucât	ɨ n t r u k ɨ t
întrucâtva	ɨ n t r u k ɨ t v a
întunecat	ɨ n t u n e k a t
întuneric	ɨ n t u n e r i k
întâi	ɨ n t ɨ j
întâietate	ɨ n t ɨ j e t a t e
întâietăți	ɨ n t ɨ j e t ə t͡sʲ
întârziere	ɨ n t ɨ r z i e r e
învechit	ɨ n v e k i t
înveliș	ɨ n v e l i ʃ
învelișuri	ɨ n v e l i ʃ u rʲ
înveninat	ɨ n v e n i n a t
înveșmânta	ɨ n v e ʃ m ɨ n t a
învinge	ɨ n v i n d͡ʒ e
învingător	ɨ n v i ŋ ɡ ə t o r
învins	ɨ n v i n s
învolt	ɨ n v o l t
învățat	ɨ n v ə t͡s a t
înzeci	ɨ n z e t͡ʃ i
înzestrat	ɨ n z e s t r a t
înălțător	ɨ n ə l t͡s ə t o r
înștiința	ɨ n ʃ t i i n t͡s a
înțelegător	ɨ n t͡s e l e ɡ ə t o r
înțelept	ɨ n t͡s e l e p t
înțărca	ɨ n t͡s ə r k a
își	ɨ ʃʲ
ă	ə
ăia	ə j a
ăl	ə l
ăleia	ə l e j a
ălora	ə l o r a
ăluia	ə l u j a
ăst	ə s t
ăstora	ə s t o r a
ăstuia	ə s t u j a
ţ	t s e
ș	ʃ
șa	ʃ a
șablon	ʃ a b l o n
șah	ʃ a h
șaibă	ʃ a j b ə
șaisprezece	ʃ a j s p r e z e t͡ʃ e
șaisprezecea	ʃ a j s p r e z e t ʃ e̯ a
șaisprezecelea	ʃ a j s p r e z e t͡ʃ e l e̯ a
șaizecea	ʃ a j z e t͡ʃ e̯ a
șaizeci	ʃ a j z e t͡ʃʲ
șaizecilea	ʃ a j z e t͡ʃ i l e̯ a
șaișpe	ʃ a j ʃ p e
șaișpea	ʃ a j ʃ p e̯ a
șaișpelea	ʃ a j ʃ p e l e̯ a
șamoa	ʃ a m o̯ a
șampanie	ʃ a m p a n i e
șaptea	ʃ a p t e̯ a
șaptelea	ʃ a p t e l e̯ a
șaptesprezece	ʃ a p t e s p r e z e t͡ʃ e
șaptesprezecea	ʃ a p t e s p r e z e t͡ʃ e̯ a
șaptesprezecelea	ʃ a p t e s p r e z e t͡ʃ e l e̯ a
șaptezecea	ʃ a p t e z e t͡ʃ e̯ a
șaptezeci	ʃ a p t e z e t͡ʃʲ
șaptezecilea	ʃ a p t e z e t͡ʃ i l e̯ a
șapteșpe	ʃ a p t e ʃ p e
șapteșpea	ʃ a p t e ʃ p e̯ a
șapteșpelea	ʃ a p t e ʃ p e l e̯ a
șasea	ʃ a s e̯ a
șaselea	ʃ a s e l e̯ a
șchiop	ʃ c o p
școlar	ʃ k o l a r
șeptime	ʃ e p t i m e
șervet	ʃ e r v e t
șervete	ʃ e r v e t e
șervețel	ʃ e r v e t͡s e l
șervețele	ʃ e r v e t͡s e l e
șes	ʃ e s
șesime	ʃ e s i m e
șevalet	ʃ e v a l e t
șiret	ʃ i r e t
șiră	ʃ i r ə
șmecher	ʃ m e k e r
șobolan	ʃ o b o l a n
șoim	ʃ o j m
șontâc	ʃ o n t ɨ k
șopârlă	ʃ o p ɨ r l ə
șoricar	ʃ o r i k a r
șosea	ʃ o s e̯ a
șosele	ʃ o s e l e
șosetă	ʃ o s e t ə
șterpeli	ʃ t e r p e l i
șters	ʃ t e r s
șterși	ʃ t e r ʃʲ
știință	ʃ t i i n t͡s ə
știrb	ʃ t i r b
știre	ʃ t i r e
știucă	ʃ t j u k ə
știutor	ʃ t i u t o r
șubred	ʃ u b r e d
șutitor	ʃ u t i t o r
șuviță	ʃ u v i t͡s ə
ț	t͡s
țambal	t͡s a m b a l
țarc	t͡s a r k
țeapăn	t͡s e̯ a p ə n
țeline	t͡s e l i n e
țelină	t͡s e l i n ə
țestos	t͡s e s t o s
țigan	t͡s i ɡ a n
țigancă	t͡s i ɡ a ŋ k ə
țigani	t͡s i ɡ a nʲ
țigănească	t͡s i ɡ ə n e̯ a s k ə
țigănesc	t͡s i ɡ ə n e s k
țigănește	t͡s i ɡ ə n e ʃ t e
țigănești	t͡s i ɡ ə n e ʃ tʲ
țigăni	t͡s i ɡ ə n i
țigănie	t͡s i ɡ ə n i e
ține	t͡s i n e
ținere	t͡s i n e r e
țineri	t͡s i n e rʲ
ținut	t͡s i n u t
țipar	t͡s i p a r
țuică	t͡s u j k ə
țurțur	t͡s u r t͡s u r
țărancă	t͡s ə r a n k ə
țările	t s ə r i l e
țărilor	t s ə r i l o r
țărănească	t͡s ə r ə n e̯ a s k ə
țărănesc	t͡s ə r ə n e s k
țărănește	t͡s ə r ə n e ʃ t e
țărănești	t͡s ə r ə n e ʃ tʲ
