A	ʔ aː ˧˧
Cổ Loa	k o ˧˩ l w aː ˧˧
Cổ Nhuế	k o ˧˩ ɲ w e ˧˦
Cổ Triều Tiên	k o ˧˩ t͡ɕ i ə w ˨˩ t i ə n ˧˧
Cổ sự ký	k o ˧˩ s ɨ ˧˨ ʔ k i ˧˦
Cứu Thế Quân	k i w ˧˦ tʰ e ˧˦ k w ə n ˧˧
Cửa Hàn	k ɨ ə ˧˩ h aː n ˨˩
Cửa Lò	k ɨ ə ˧˩ l ɔ ˨˩
Cửa Đại	k ɨ ə ˧˩ ʔ ɗ aː j ˧˨ ʔ
Cửu Chân	k i w ˧˩ t͡ɕ ə n ˧˧
Cửu Long	k i w ˧˩ l a w ŋ͡m ˧˧
Cự Giải	k ɨ ˧˨ ʔ z aː j ˧˩
Cựu Kim Sơn	k i w ˧˨ ʔ k i m ˧˧ s əː n ˧˧
Cựu Thế Giới	k i w ˧˨ ʔ tʰ e ˧˦ z əː j ˧˦
Cựu Đường thư	k i w ˧˨ ʔ ʔ ɗ ɨ ə ŋ ˨˩ tʰ ɨ ˧˧
Cựu Ước	k i w ˧˨ ʔ ʔ ɨ ə k̚ ˧˦
D	z e ˧˧
D	z əː ˨˩
D	ʔ ɗ e ˧˧
Da Đỏ	z aː ˧˧ ʔ ɗ ɔ ˧˩
Dao	z aː w ˧˧
Davao	ʔ ɗ aː ˧˦ v aː w ˧˧
Di Lặc	z i ˧˧ l a k̚ ˧˨ ʔ
Diêm Vương	z i ə m ˧˧ v ɨ ə ŋ ˧˧
Diêm Vương tinh	z i ə m ˧˧ v ɨ ə ŋ ˧˧ t ï ŋ ˧˧
Diên	z i ə n ˧˧
Diên Biên	z i ə n ˧˧ ʔ ɓ i ə n ˧˧
Diến Điện	z i ə n ˧˦ ʔ ɗ i ə n ˧˨ ʔ
Diễm Ca	z i ə m ˦ˀ˥ k aː ˧˧
Diễn	z i ə n ˦ˀ˥
Diệp	z i ə p̚ ˧˨ ʔ
Diệu	z i ə w ˧˨ ʔ
Do Thái	z ɔ ˧˧ tʰ aː j ˧˦
Do Thái giáo	z ɔ ˧˧ tʰ aː j ˧˦ z aː w ˧˦
Do Thái phục quốc	z ɔ ˧˧ tʰ aː j ˧˦ f ʊ w k͡p̚ ˧˨ ʔ k u ə k̚ ˧˦
Doãn	z w aː n ˦ˀ˥
Du	z u ˧˧
Dung	z ʊ w ŋ͡m ˧˧
Duy	z w i ˧˧
Duy Ngô Nhĩ	z w i ˧˧ ŋ o ˧˧ ɲ i ˦ˀ˥
Duyên	z w i ə n ˧˧
Duồn	z u ə n ˨˩
Dàng	z aː ŋ ˨˩
Dân Số	z ə n ˧˧ s o ˧˦
Dân quân tự vệ	z ə n ˧˧ k w ə n ˧˧ t ɨ ˧˨ ʔ v e ˧˨ ʔ
Dân số kí	z ə n ˧˧ s o ˧˦ k i ˧˦
Dêu	z e w ˧˧
Dòng Tên	z a w ŋ͡m ˨˩ t e n ˧˧
Dùng	z ʊ w ŋ͡m ˨˩
Dũng	z ʊ w ŋ͡m ˦ˀ˥
Dương	z ɨ ə ŋ ˧˧
Dương Châu	z ɨ ə ŋ ˧˧ t͡ɕ ə w ˧˧
Dương Cưu	z ɨ ə ŋ ˧˧ k i w ˧˧
Dương Kinh	z ɨ ə ŋ ˧˧ k ï ŋ ˧˧
Dương Sóc	z ɨ ə ŋ ˧˧ s a w k͡p̚ ˧˦
Dương Tiễn	z ɨ ə ŋ ˧˧ t i ə n ˦ˀ˥
Dần	z ə n ˨˩
Dật	z ə t̚ ˧˨ ʔ
Dậu	z ə w ˧˨ ʔ
Dớt	z əː t̚ ˧˦
E	ʔ ɛ ˧˧
EU	ʔ ɛ ˧˧ ʔ u ˧˧
FA	ʔ ɛ p̚ ˧˦ ʔ aː ˧˧
Facebook	f ə j ˧˧ ʔ ɓ ʊ w k͡p̚ ˧˦
Fansipan	f aː n ˧˧ s i ˧˧ p a ŋ ˧˧
Fêlix	f e ˧˧ l ï k̟̚ ˧˦
G	z e ˧˧
G	ɣ əː ˨˩
GATO	ɣ aː ˧˧ t o ˧˧
GPHĐ	z ə j ˧˦ f ɛ p̚ ˧˦ h w aː t̚ ˧˨ ʔ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
Gia	z aː ˧˧
Gia Hưng	z aː ˧˧ h ɨ ŋ ˧˧
Gia Lai	z aː ˧˧ l aː j ˧˧
Gia Lâm	z aː ˧˧ l ə m ˧˧
Gia Nghĩa	z aː ˧˧ ŋ i ə ˦ˀ˥
Gia Nã Đại	z aː ˧˧ n aː ˦ˀ˥ ʔ ɗ aː j ˧˨ ʔ
Gia Rai	z aː ˧˧ z aː j ˧˧
Gia Tô	z aː ˧˧ t o ˧˧
Gia Định	z aː ˧˧ ʔ ɗ ï ŋ ˧˨ ʔ
Giang	z aː ŋ ˧˧
Giang Tây	z aː ŋ ˧˧ t ə j ˧˧
Giang Tô	z aː ŋ ˧˧ t o ˧˧
Gianh	z a j ŋ̟ ˧˧
Giao Chỉ	z aː w ˧˧ t͡ɕ i ˧˩
Giao Chỉ Chi Na	z aː w ˧˧ t͡ɕ i ˧˩ t͡ɕ i ˧˧ n aː ˧˧
Gioan Baotixita	z w aː n ˧˧ ʔ ɓ aː w ˧˧ t i ˧˧ s i ˧˧ t aː ˧˧
Giu ba	z u ˧˧ ʔ ɓ aː ˧˧
Giuliô	z u ˧˧ l i ˧˧ ʔ o ˧˧
Giuđa	z u ˧˧ ʔ ɗ aː ˧˧
Giuđa Ítcariốt	z u ˧˧ ʔ ɗ aː ˧˧ ʔ i t̚ ˧˦ k aː ˧˧ z i ˧˧ ʔ o t̚ ˧˦
Giuđa Ítcariốt	z u ˧˧ ʔ ɗ aː ˧˧ ʔ i t̚ ˧˦ k aː ˧˧ ɹ i ˧˧ ʔ o t̚ ˧˦
Giàng	z aː ŋ ˨˩
Giàu	z a w ˨˩
Giáng sinh	z aː ŋ ˧˦ s ï ŋ ˧˧
Giáng sinh vui vẻ	z aː ŋ ˧˦ s ï ŋ ˧˧ v u j ˧˧ v ɛ ˧˩
Giáo hội Công giáo	z aː w ˧˦ h o j ˧˨ ʔ k ə w ŋ͡m ˧˧ z aː w ˧˦
Giáp	z aː p̚ ˧˦
Giáp Thìn	z aː p̚ ˧˦ tʰ i n ˨˩
Giáp xác	z aː p̚ ˧˦ s aː k̚ ˧˦
Giáy	z a j ˧˦
Giêsu Maria	z e ˧˧ s u ˧˧ m aː ˧˧ z i ˧˧ ʔ aː ˧˧
Gióp	z ɔ p̚ ˧˦
Giăng	z a ŋ ˧˧
Giảng Viên	z aː ŋ ˧˩ v i ə n ˧˧
Giẻ Triêng	z ɛ ˧˩ t͡ɕ i ə ŋ ˧˧
Giỏi	z ɔ j ˧˩
Google	ɣ u ˧˧ ɣ o ˨˩
Grêgôriô	ɹ e ˧˧ ɣ o ˧˧ z i ˧˧ ʔ o ˧˧
Grêgôriô	ɹ e ˧˧ ɣ o ˧˧ ɹ i ˧˧ ʔ o ˧˧
Guốc chẵn	ɣ u ə k̚ ˧˦ t͡ɕ a n ˦ˀ˥
Guốc lẻ	ɣ u ə k̚ ˧˦ l ɛ ˧˩
Gò Sặt	ɣ ɔ ˨˩ s a t̚ ˧˨ ʔ
Gò Vấp	ɣ ɔ ˨˩ v ə p̚ ˧˦
Gạo	ɣ aː w ˧˨ ʔ
Gặm nhấm	ɣ a m ˧˨ ʔ ɲ ə m ˧˦
H	h a t̚ ˧˦
H	h aː t̚ ˧˦
H	h əː ˨˩
H'Mông	h əː ˧˧ m ə w ŋ͡m ˧˧
H'Mông	h əː ˨˩ m ə w ŋ͡m ˧˧
Hai Bà Trưng	h aː j ˧˧ ʔ ɓ aː ˨˩ t͡ɕ ɨ ŋ ˧˧
Hi Lạp	h i ˧˧ l aː p̚ ˧˨ ʔ
Hi Lạp cổ đại	h i ˧˧ l aː p̚ ˧˨ ʔ k o ˧˩ ʔ ɗ aː j ˧˨ ʔ
Hi Mã Lạp Sơn	h i ˧˧ m aː ˦ˀ˥ l aː p̚ ˧˨ ʔ s əː n ˧˧
Hilariô	h i ˧˧ l aː ˧˧ z i ˧˧ ʔ o ˧˧
Hilariô	h i ˧˧ l aː ˧˧ ɹ i ˧˧ ʔ o ˧˧
Hiến	h i ə n ˧˦
Hiếu	h i ə w ˧˦
Hiếu Kinh	h i ə w ˧˦ k ï ŋ ˧˧
Hiền	h i ə n ˨˩
Hiển	h i ə n ˧˩
Hiệp	h i ə p̚ ˧˨ ʔ
Hiệu	h i ə w ˧˨ ʔ
Hoàng	h w aː ŋ ˨˩
Hoàng Hà	h w aː ŋ ˨˩ h aː ˨˩
Hoàng Hạc Lâu	h w aː ŋ ˨˩ h aː k̚ ˧˨ ʔ l ə w ˧˧
Hoàng Hải	h w aː ŋ ˨˩ h aː j ˧˩
Hoàng Liên Sơn	h w aː ŋ ˨˩ l i ə n ˧˧ s əː n ˧˧
Hoàng Phủ	h w aː ŋ ˨˩ f u ˧˩
Hoàng Sa	h w aː ŋ ˨˩ s aː ˧˧
Hoàng Su Phì	h w aː ŋ ˨˩ s u ˧˧ f i ˨˩
Hoàng Đế	h w aː ŋ ˨˩ ʔ ɗ e ˧˦
Hoành Sơn	h w a j ŋ̟ ˨˩ s əː n ˧˧
Hoành Tân	h w a j ŋ̟ ˨˩ t ə n ˧˧
Hrê	h ɹ e ˧˧
Hung	h ʊ w ŋ͡m ˧˧
Hung Gia Lợi	h ʊ w ŋ͡m ˧˧ z aː ˧˧ l əː j ˧˨ ʔ
Hung Nha Lợi	h ʊ w ŋ͡m ˧˧ ɲ aː ˧˧ l əː j ˧˨ ʔ
Hung Nô	h ʊ w ŋ͡m ˧˧ n o ˧˧
Huy	h w i ˧˧
Huyên	h w i ə n ˧˧
Huyền	h w i ə n ˨˩
Huyền Vũ	h w i ə n ˨˩ v u ˦ˀ˥
Huân	h w ə n ˧˧
Huấn Ca	h w ə n ˧˦ k aː ˧˧
Huấn dân chính âm	h w ə n ˧˦ z ə n ˧˧ t͡ɕ ï ŋ ˧˦ ʔ ə m ˧˧
Huế	h w e ˧˦
Huệ	h w e ˧˨ ʔ
Huệ Châu	h w e ˧˨ ʔ t͡ɕ ə w ˧˧
Huỳnh	h w ï ŋ̟ ˨˩
Huỳnh Phi Long	h w ï ŋ̟ ˨˩ f i ˧˧ l a w ŋ͡m ˧˧
Hy Lạp	h i ˧˧ l aː p̚ ˧˨ ʔ
Hyginô	h i ˧˧ z i ˧˧ n o ˧˧
Hà	h aː ˨˩
Hà Bắc	h aː ˨˩ ʔ ɓ a k̚ ˧˦
Hà Giang	h aː ˨˩ z aː ŋ ˧˧
Hà Lan	h aː ˨˩ l aː n ˧˧
Hà Liên	h aː ˨˩ l i ə n ˧˧
Hà Lội	h aː ˨˩ l o j ˧˨ ʔ
Hà Nam	h aː ˨˩ n aː m ˧˧
Hà Nhì	h aː ˨˩ ɲ i ˨˩
Hà Nội	h aː ˨˩ n o j ˧˨ ʔ
Hà Tiên	h aː ˨˩ t i ə n ˧˧
Hà Trung	h aː ˨˩ t͡ɕ ʊ w ŋ͡m ˧˧
Hà Tĩnh	h aː ˨˩ t ï ŋ ˦ˀ˥
Hà thành	h aː ˨˩ tʰ a j ŋ̟ ˨˩
Hàn	h aː n ˨˩
Hàn Lâm Viện	h aː n ˨˩ l ə m ˧˧ v i ə n ˧˨ ʔ
Hàn Quốc	h aː n ˨˩ k u ə k̚ ˧˦
Hàn Xẻng	h aː n ˨˩ s ɛ ŋ ˧˩
Hàn lưu	h aː n ˨˩ l i w ˧˧
Hàng	h aː ŋ ˨˩
Hàng Châu	h aː ŋ ˨˩ t͡ɕ ə w ˧˧
Hán	h aː n ˧˦
Hán Nôm	h aː n ˧˦ n o m ˧˧
Hán Thành	h aː n ˧˦ tʰ a j ŋ̟ ˨˩
Hán Việt	h aː n ˧˦ v i ə t̚ ˧˨ ʔ
Hán hoá	h aː n ˧˦ h w aː ˧˦
Hán học	h aː n ˧˦ h a w k͡p̚ ˧˨ ʔ
Hán ngữ	h aː n ˧˦ ŋ ɨ ˦ˀ˥
Hán nô	h aː n ˧˦ n o ˧˧
Hán phục	h aː n ˧˦ f ʊ w k͡p̚ ˧˨ ʔ
Hán thư	h aː n ˧˦ tʰ ɨ ˧˧
Hán triều	h aː n ˧˦ t͡ɕ i ə w ˨˩
Hán tộc	h aː n ˧˦ t ə w k͡p̚ ˧˨ ʔ
Hán tự	h aː n ˧˦ t ɨ ˧˨ ʔ
Hán văn	h aː n ˧˦ v a n ˧˧
Hòn Vọng Phu	h ɔ n ˨˩ v a w ŋ͡m ˧˨ ʔ f u ˧˧
Hóc Môn	h a w k͡p̚ ˧˦ m o n ˧˧
Hùng	h ʊ w ŋ͡m ˨˩
Hùng Vương	h ʊ w ŋ͡m ˨˩ v ɨ ə ŋ ˧˧
Hưng	h ɨ ŋ ˧˧
Hưng Yên	h ɨ ŋ ˧˧ ʔ i ə n ˧˧
Hương	h ɨ ə ŋ ˧˧
Hương Cảng	h ɨ ə ŋ ˧˧ k aː ŋ ˧˩
Hương Khê	h ɨ ə ŋ ˧˧ x e ˧˧
Hương Sơn	h ɨ ə ŋ ˧˧ s əː n ˧˧
Hường	h ɨ ə ŋ ˨˩
Hạ	h aː ˧˨ ʔ
Hạ Lan	h aː ˧˨ ʔ l aː n ˧˧
Hạ Long	h aː ˧˨ ʔ l a w ŋ͡m ˧˧
Hạ Môn	h aː ˧˨ ʔ m o n ˧˧
Hạ Uy Di	h aː ˧˨ ʔ ʔ w i ˧˧ z i ˧˧
Hải	h aː j ˧˩
Hải An	h aː j ˧˩ ʔ aː n ˧˧
Hải Châu	h aː j ˧˩ t͡ɕ ə w ˧˧
Hải Dương	h aː j ˧˩ z ɨ ə ŋ ˧˧
Hải Khẩu	h aː j ˧˩ x ə w ˧˩
Hải Nam	h aː j ˧˩ n aː m ˧˧
Hải Phòng	h aː j ˧˩ f a w ŋ͡m ˨˩
Hải Sư	h aː j ˧˩ s ɨ ˧˧
Hải Vân	h aː j ˧˩ v ə n ˧˧
Hải Vương tinh	h aː j ˧˩ v ɨ ə ŋ ˧˧ t ï ŋ ˧˧
Hậu	h ə w ˧˨ ʔ
Hậu Giang	h ə w ˧˨ ʔ z aː ŋ ˧˧
Hậu Hán thư	h ə w ˧˨ ʔ h aː n ˧˦ tʰ ɨ ˧˧
Hậu Lê	h ə w ˧˨ ʔ l e ˧˧
Hậu Nghệ	h ə w ˧˨ ʔ ŋ e ˧˨ ʔ
Hậu Trần	h ə w ˧˨ ʔ t͡ɕ ə n ˨˩
Hẹ	h ɛ ˧˨ ʔ
Hết	h e t̚ ˧˦
Hố Nai	h o ˧˦ n aː j ˧˧
Hốt Tất Liệt	h o t̚ ˧˦ t ə t̚ ˧˦ l i ə t̚ ˧˨ ʔ
Hồ	h o ˨˩
Hồ Bắc	h o ˨˩ ʔ ɓ a k̚ ˧˦
Hồ Chí Minh	h o ˨˩ t͡ɕ i ˧˦ m ï ŋ ˧˧
Hồ Gươm	h o ˨˩ ɣ ɨ ə m ˧˧
Hồ Nam	h o ˨˩ n aː m ˧˧
Hồi Quốc	h o j ˨˩ k u ə k̚ ˧˦
Hồi giáo	h o j ˨˩ z aː w ˧˦
Hồi quốc	h o j ˨˩ k u ə k̚ ˧˦
Hồng	h ə w ŋ͡m ˨˩
Hồng Bàng	h ə w ŋ͡m ˨˩ ʔ ɓ aː ŋ ˨˩
Hồng Công	h ə w ŋ͡m ˨˩ k ə w ŋ͡m ˧˧
Hồng Hải	h ə w ŋ͡m ˨˩ h aː j ˧˩
Hồng Kông	h ə w ŋ͡m ˨˩ k ə w ŋ͡m ˧˧
Hồng Lĩnh	h ə w ŋ͡m ˨˩ l ï ŋ ˦ˀ˥
Hồng Mao	h ə w ŋ͡m ˨˩ m aː w ˧˧
Hồng Thập Tự	h ə w ŋ͡m ˨˩ tʰ ə p̚ ˧˨ ʔ t ɨ ˧˨ ʔ
Hồng bảo thư	h ə w ŋ͡m ˨˩ ʔ ɓ aː w ˧˩ tʰ ɨ ˧˧
Hồng học	h ə w ŋ͡m ˨˩ h a w k͡p̚ ˧˨ ʔ
Hồng lâu mộng	h ə w ŋ͡m ˨˩ l ə w ˧˧ m ə w ŋ͡m ˧˨ ʔ
Hổ Cáp	h o ˧˩ k aː p̚ ˧˦
Hội An	h o j ˧˨ ʔ ʔ aː n ˧˧
Hội Tam Điểm	h o j ˧˨ ʔ t aː m ˧˧ ʔ ɗ i ə m ˧˩
Hội đồng Bảo an Liên Hiệp Quốc	h o j ˧˨ ʔ ʔ ɗ ə w ŋ͡m ˨˩ ʔ ɓ aː w ˧˩ ʔ aː n ˧˧ l i ə n ˧˧ h i ə p̚ ˧˨ ʔ k u ə k̚ ˧˦
Hời	h əː j ˨˩
Hợi	h əː j ˧˨ ʔ
Hợp Phố	h əː p̚ ˧˨ ʔ f o ˧˦
Hợp Thành	h əː p̚ ˧˨ ʔ tʰ a j ŋ̟ ˨˩
Hợp chúng quốc Hoa Kì	h əː p̚ ˧˨ ʔ t͡ɕ ʊ w ŋ͡m ˧˦ k u ə k̚ ˧˦ h w aː ˧˧ k i ˨˩
Hợp chủng quốc Hoa Kì	h əː p̚ ˧˨ ʔ t͡ɕ ʊ w ŋ͡m ˧˩ k u ə k̚ ˧˦ h w aː ˧˧ k i ˨˩
Hợp chủng quốc Hoa Kỳ	h əː p̚ ˧˨ ʔ t͡ɕ ʊ w ŋ͡m ˧˩ k u ə k̚ ˧˦ h w aː ˧˧ k i ˨˩
Hứa	h ɨ ə ˧˦
I	ʔ i ˧˧
I	ʔ i ˧˧ ŋ a n ˧˦
I Rắc	ʔ i ˧˧ z a k̚ ˧˦
Inhaxiô	ʔ i ˧˧ ɲ aː ˧˧ s i ˧˧ ʔ o ˧˧
Isave	ʔ i ˧˧ s aː ˧˧ v ɛ ˧˧
Jakarta	z aː ˧˧ k aː k̚ ˧˦ t aː ˧˧
Jêsus	z e ˧˧ s u ˧˧
K	k aː ˧˧
Kha Luân Bố	x aː ˧˧ l w ə n ˧˧ ʔ ɓ o ˧˦
Khai Phong	x aː j ˧˧ f a w ŋ͡m ˧˧
Khang	x aː ŋ ˧˧
Khang Hi	x aː ŋ ˧˧ h i ˧˧
Khang Hi tự điển	x aː ŋ ˧˧ h i ˧˧ t ɨ ˧˨ ʔ ʔ ɗ i ə n ˧˩
Khe Sanh	x ɛ ˧˧ s a j ŋ̟ ˧˧
Khoa	x w aː ˧˧
Khuyển Nhung	x w i ə n ˧˩ ɲ ʊ w ŋ͡m ˧˧
Khuê	x w e ˧˧
Khuất	x w ə t̚ ˧˦
Khách Gia	x a j k̟̚ ˧˦ z aː ˧˧
Kháng	x aː ŋ ˧˦
Kháng Cách	x aː ŋ ˧˦ k a j k̟̚ ˧˦
Khánh	x a j ŋ̟ ˧˦
Khánh Hoà	x a j ŋ̟ ˧˦ h w aː ˨˩
Khôn Ngoan	x o n ˧˧ ŋ w aː n ˧˧
Khúc	x ʊ w k͡p̚ ˧˦
Khăn Đỏ	x a n ˧˧ ʔ ɗ ɔ ˧˩
Khơ Mú	x əː ˧˧ m u ˧˦
Khương	x ɨ ə ŋ ˧˧
Khải	x aː j ˧˩
Khải Hoàn Môn	x aː j ˧˩ h w aː n ˨˩ m o n ˧˧
Khải Huyền	x aː j ˧˩ h w i ə n ˨˩
Khổng	x ə w ŋ͡m ˧˩
Khổng Phu Tử	x ə w ŋ͡m ˧˩ f u ˧˧ t ɨ ˧˩
Khổng Tước Minh Vương	x ə w ŋ͡m ˧˩ t ɨ ə k̚ ˧˦ m ï ŋ ˧˧ v ɨ ə ŋ ˧˧
Khổng Tử	x ə w ŋ͡m ˧˩ t ɨ ˧˩
Khổng giáo	x ə w ŋ͡m ˧˩ z aː w ˧˦
Kim	k i m ˧˧
Kim Bình Mai	k i m ˧˧ ʔ ɓ ï ŋ ˨˩ m aː j ˧˧
Kim Liên	k i m ˧˧ l i ə n ˧˧
Kim Môn	k i m ˧˧ m o n ˧˧
Kim Ngưu	k i m ˧˧ ŋ i w ˧˧
Kim Nhật Thành	k i m ˧˧ ɲ ə t̚ ˧˨ ʔ tʰ a j ŋ̟ ˨˩
Kim Song Trường	k i m ˧˧ s a w ŋ͡m ˧˧ t͡ɕ ɨ ə ŋ ˨˩
Kim cương thừa	k i m ˧˧ k ɨ ə ŋ ˧˧ tʰ ɨ ə ˨˩
Kim tinh	k i m ˧˧ t ï ŋ ˧˧
Kinh	k ï ŋ ˧˧
Kinh Dịch	k ï ŋ ˧˧ z ï k̟̚ ˧˨ ʔ
Kinh Lễ	k ï ŋ ˧˧ l e ˦ˀ˥
Kinh Đô	k ï ŋ ˧˧ ʔ ɗ o ˧˧
Kiên	k i ə n ˧˧
Kiên Giang	k i ə n ˧˧ z aː ŋ ˧˧
Kiên Hải	k i ə n ˧˧ h aː j ˧˩
Kiêu	k i ə w ˧˧
Kiếm	k i ə m ˧˦
Kiến An	k i ə n ˧˦ ʔ aː n ˧˧
Kiến Thuỵ	k i ə n ˧˦ tʰ w i ˧˨ ʔ
Kiều	k i ə w ˨˩
Kiệt	k i ə t̚ ˧˨ ʔ
Kép	k ɛ p̚ ˧˦
Kê Thành	k e ˧˧ tʰ a j ŋ̟ ˨˩
Kẻ Chợ	k ɛ ˧˩ t͡ɕ əː ˧˨ ʔ
Kế Sách	k e ˧˦ s a j k̟̚ ˧˦
Kếp Tao	k e p̚ ˧˦ t aː w ˧˧
Kỉ	k i ˧˩
Kỳ	k i ˨˩
Kỳ Anh	k i ˨˩ ʔ a j ŋ̟ ˧˧
L	l əː ˨˩
L	l əː ˨˩ k aː w ˧˧
L	ʔ ɛ ˧˧ l əː ˨˩
La	l aː ˧˧
La Chí	l aː ˧˧ t͡ɕ i ˧˦
La Ha	l aː ˧˧ h aː ˧˧
La Hay	l aː ˧˧ h a j ˧˧
La Hủ	l aː ˧˧ h u ˧˩
La Mã	l aː ˧˧ m aː ˦ˀ˥
La Sát	l aː ˧˧ s aː t̚ ˧˦
Lai Châu	l aː j ˧˧ t͡ɕ ə w ˧˧
Lam Sơn	l aː m ˧˧ s əː n ˧˧
Lan	l aː n ˧˧
Lan Xang	l aː n ˧˧ s aː ŋ ˧˧
Latinh	l aː ˧˧ t ï ŋ ˧˧
Li	l i ˧˧
Linh	l ï ŋ ˧˧
Linh trưởng	l ï ŋ ˧˧ t͡ɕ ɨ ə ŋ ˧˩
Linô	l i n ˧˧ n o ˧˧
Liêm	l i ə m ˧˧
Liên	l i ə n ˧˧
Liên Giang	l i ə n ˧˧ z aː ŋ ˧˧
Liên Hiệp Quốc	l i ə n ˧˧ h i ə p̚ ˧˨ ʔ k u ə k̚ ˧˦
Liên Hợp Quốc	l i ə n ˧˧ h əː p̚ ˧˨ ʔ k u ə k̚ ˧˦
Liên Xô	l i ə n ˧˧ s o ˧˧
Liên bang Cộng hoà Xã hội Chủ nghĩa Xô viết	l i ə n ˧˧ ʔ ɓ aː ŋ ˧˧ k ə w ŋ͡m ˧˨ ʔ h w aː ˨˩ s aː ˦ˀ˥ h o j ˧˨ ʔ t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ s o ˧˧ v i ə t̚ ˧˦
Liên bang Nga	l i ə n ˧˧ ʔ ɓ aː ŋ ˧˧ ŋ aː ˧˧
Liên bang Thụy Sĩ	l i ə n ˧˧ ʔ ɓ aː ŋ ˧˧ tʰ w i ˧˨ ʔ s i ˦ˀ˥
Liên bang Xô viết	l i ə n ˧˧ ʔ ɓ aː ŋ ˧˧ s o ˧˧ v i ə t̚ ˧˦
Liên minh châu Phi	l i ə n ˧˧ m ï ŋ ˧˧ t͡ɕ ə w ˧˧ f i ˧˧
Liên minh châu Âu	l i ə n ˧˧ m ï ŋ ˧˧ t͡ɕ ə w ˧˧ ʔ ə w ˧˧
Liên Âu	l i ə n ˧˧ ʔ ə w ˧˧
Liêu	l i ə w ˧˧
Liêu Ninh	l i ə w ˧˧ n ï ŋ ˧˧
Liễu	l i ə w ˦ˀ˥
Liễu Hạnh	l i ə w ˦ˀ˥ h a j ŋ̟ ˧˨ ʔ
Liễu Hạnh Công Chúa	l i ə w ˦ˀ˥ h a j ŋ̟ ˧˨ ʔ k ə w ŋ͡m ˧˧ t͡ɕ u ə ˧˦
Liệu	l i ə w ˧˨ ʔ
Loan	l w aː n ˧˧
Long	l a w ŋ͡m ˧˧
Long An	l a w ŋ͡m ˧˧ ʔ aː n ˧˧
Long Thụ	l a w ŋ͡m ˧˧ tʰ u ˧˨ ʔ
Long Đất	l a w ŋ͡m ˧˧ ʔ ɗ ə t̚ ˧˦
Luciô	l u ˧˧ s i ˧˧ ʔ o ˧˧
Luy Lâu	l w i ˧˧ l ə w ˧˧
Luyến	l w i ə n ˧˦
Luân	l w ə n ˧˧
Luân Đôn	l w ə n ˧˧ ʔ ɗ o n ˧˧
Luận	l w ə n ˧˨ ʔ
Luận Ngữ	l w ə n ˧˨ ʔ ŋ ɨ ˦ˀ˥
Luộc	l u ə k̚ ˧˨ ʔ
Làng Gốm Bát Tràng	l aː ŋ ˨˩ ɣ o m ˧˦ ʔ ɓ aː t̚ ˧˦ t͡ɕ aː ŋ ˨˩
Lào	l aː w ˨˩
Lào Cai	l aː w ˨˩ k aː j ˧˧
Lá cờ lấp lánh ánh sao	l aː ˧˦ k əː ˨˩ l ə p̚ ˧˦ l a j ŋ̟ ˧˦ ʔ a j ŋ̟ ˧˦ s aː w ˧˧
Lâm	l ə m ˧˧
Lâm An	l ə m ˧˧ ʔ aː n ˧˧
Lâm Cung Thánh Mẫu	l ə m ˧˧ k ʊ w ŋ͡m ˧˧ tʰ a j ŋ̟ ˧˦ m ə w ˦ˀ˥
Lâm Viên	l ə m ˧˧ v i ə n ˧˧
Lâm Đồng	l ə m ˧˧ ʔ ɗ ə w ŋ͡m ˨˩
Lâm Ấp	l ə m ˧˧ ʔ ə p̚ ˧˦
Lân	l ə n ˧˧
Lã	l aː ˦ˀ˥
Lã Phụng Tiên	l aː ˦ˀ˥ f ʊ w ŋ͡m ˧˨ ʔ t i ə n ˧˧
Lãnh thổ Bắc	l a j ŋ̟ ˦ˀ˥ tʰ o ˧˩ ʔ ɓ a k̚ ˧˦
Lãnh thổ Bắc Úc	l a j ŋ̟ ˦ˀ˥ tʰ o ˧˩ ʔ ɓ a k̚ ˧˦ ʔ ʊ w k͡p̚ ˧˦
Lãnh thổ Thủ đô Úc	l a j ŋ̟ ˦ˀ˥ tʰ o ˧˩ tʰ u ˧˩ ʔ ɗ o ˧˧ ʔ ʊ w k͡p̚ ˧˦
Lão Tử	l aː w ˦ˀ˥ t ɨ ˧˩
Lão giáo	l aː w ˦ˀ˥ z aː w ˧˦
Lê	l e ˧˧
Lê Chân	l e ˧˧ t͡ɕ ə n ˧˧
Lê Minh	l e ˧˧ m ï ŋ ˧˧
Lê Thị B	l e ˧˧ tʰ i ˧˨ ʔ ʔ ɓ e ˧˧
Lê sơ	l e ˧˧ s əː ˧˧
Lê triều	l e ˧˧ t͡ɕ i ə w ˨˩
Lê trung hưng	l e ˧˧ t͡ɕ ʊ w ŋ͡m ˧˧ h ɨ ŋ ˧˧
Lêô	l e ˧˧ ʔ o ˧˧
Lí	l i ˧˦
Lô Lô	l o ˧˧ l o ˧˧
Lôrensô	l o ˧˧ z ɛ n ˧˧ s o ˧˧
Lôrensô	l o ˧˧ ɹ ɛ n ˧˧ s o ˧˧
Lõi Quỷ	l ɔ j ˦ˀ˥ k w i ˧˩
Lý Sơn	l i ˧˦ s əː n ˧˧
Lĩnh	l ï ŋ ˦ˀ˥
Lĩnh Nam	l ï ŋ ˦ˀ˥ n aː m ˧˧
