A	a
abkhazera	a β̞ x a s̻ e ɾ a
abkhaziar	a β̞ x a s̻ i a r
abkhaziera	a β̞ k a s̻ i e ɾ a
abkhaziera	a β̞ x a s̺ i e ɾ a
abkhaziera	a β̞ x a s̻ i e ɾ a
ablatibo	a β̞ l a t̪ i β̞ o
ablazio	a β̞ l a s̻ i o̞
aboatu	a β̞ o a t̪ u
abokatu	a β̞ o̞ k a t̪ u
abokatuk	a β̞ o k a t̪ u k
abokaturik	a β̞ o k a t̪ u ɾ i k
abokatutza	a β̞ o k a t̪ u t͡s̻ a
abolitu	a β̞ o l i t̪ u
abolizio	a β̞ o̞ l i s̻ i o̞
abolizionismo	a β̞ o̞ l i s̻ i o̞ n i z̺ m o̞
abolizionista	a β̞ o l i s̺ i o n i s̺ t̪ a
abolizionista	a β̞ o l i s̻ i o n i s̺ t̪ a
abonamendu	a β̞ o n a m ẽ n̪ d̪ u
abonatu	a β̞ o n a t̪ u
abondo	a β̞ õ̞ n̪ d̪ o̞
abonitu	a β̞ o n i t̪ u
abonu	a β̞ o n u
abordatu	a β̞ o r ð̞ a t̪ u
abordatze	a β̞ o r ð̞ a t͡s̻ e
aborigen	a β̞ o ɾ i ɣ̞ ẽ n
aborin	a β̞ o ɾ ĩ n
aborritu	a β̞ o r i t̪ u
abortatu	a β̞ o̞ r t̪ a t̪ u
abortatze	a β̞ o r t̪ a t͡s̻ e
abortu	a β̞ o̞ r t̪ u
abortza	a β̞ o r t͡s̻ a
abrasio	a β̞ r a s̺ i o̞
abrigo	a β̞ r i ɣ̞ o
abrigu	a β̞ r i ɣ̞ u
abrikot	a β̞ r i k o t̪
abrikotondo	a β̞ r i k o t̪ õ n̪ d̪ o
abruska	a β̞ r u s̺ k a
absente	a β̞ s̺ ẽ n̪ t̪ e
absentismo	a β̞ s̺ ẽ̞ n̪ t̪ i z̺ m o̞
absentzia	a β̞ s̺ ẽ n t͡s̻ i a
abside	a β̞ s̺ i ð̞ e
absolbitu	a β̞ s̺ o̞ l β̞ i t̪ u
absolutibo	a β̞ s̺ o̞ l u t̪ i β̞ o̞
absolutismo	a β̞ s̺ o l u t̪ i z̺ m o
absolutista	a β̞ s̺ o̞ l u t̪ i s̺ t̪ a
absolutu	a β̞ s̺ o l u t̪ u
absolutuki	a β̞ s̺ o l u t̪ u k i
absolututasun	a β̞ s̺ o l u t̪ u t̪ a s̺ ũ n
absoluzio	a β̞ s̺ o̞ l u s̻ i o̞
absorbatu	a β̞ s̺ o̞ r β̞ a t̪ u
absortzio	a β̞ s̺ o̞ r t͡s̻ i o̞
abstenitu	a β̞ s̺ t̪ e̞ n i t̪ u
abstentzio	a β̞ s̺ t̪ ẽ̞ n t͡s̻ i o̞
abstinentzia	a β̞ s̺ t̪ i n ẽ̞ n t͡s̻ i a
abstinentzia	a β̞ s̺ t̪ i ɲ ẽ̞ n t͡s̻ i a
abstraitu	a β̞ s̺ t̪ r a i̯ t̪ u
abstraktu	a β̞ s̺ t̪ r a k t̪ u
abstrakzio	a β̞ s̺ t̪ r a k s̺ i o
abstrakzio	a β̞ s̺ t̪ r a k s̻ i o
absurdo	a β̞ s̺ u r ð̞ o
abu	a β̞ u
aburna	a β̞ u r n a
aburu	a β̞ u ɾ u
aburukide	a β̞ u ɾ u k i ð̞ e
aburumenka	a β̞ u ɾ u m e ŋ k a
aburuz	a β̞ u ɾ u s̺
aburuz	a β̞ u ɾ u s̻
abusatu	a β̞ u s̺ a t̪ u
abusu	a β̞ u s̺ u
abuztu	a β̞ u s̺ t̪ u
abuztu	a β̞ u s̻ t̪ u
abzesu	a β̞ s̺ e s̺ u
abzesu	a β̞ s̻ e s̺ u
abzisa	a β̞ s̺ i s̺ a
abzisa	a β̞ s̻ i s̺ a
accesit	a k s̺ e s̺ i t̪
accesit	a k s̻ e s̺ i t̪
adabaki	a ð̞ a β̞ a k i
adabakitu	a ð̞ a β̞ a k i t̪ u
adabatu	a ð̞ a β̞ a t̪ u
adabegi	a ð̞ a β̞ e ɣ̞ i
adabegitsu	a ð̞ a β̞ e ɣ̞ i t͡s̺ u
adabegitsu	a ð̞ a β̞ e ɣ̞ i t͡s̻ u
adabeso	a ð̞ a β̞ e s̺ o
adaburu	a ð̞ a β̞ u ɾ u
adaburutu	a ð̞ a β̞ u ɾ u t̪ u
adagio	a ð̞ a ɣ̞ i o
adaje	a ð̞ a x e
adaje	a ð̞ a ʒ e
adakera	a ð̞ a k e ɾ a
adaki	a ð̞ a k i
adakitu	a ð̞ a k i t̪ u
adaptatu	a ð̞ a p t̪ a t̪ u
adar	a ð̞ a r
adarbakar	a ð̞ a r β̞ a k a r
adarbakoitz	a ð̞ a r β̞ a k o i̯ t͡s̻
adardun	a ð̞ a r ð̞ ũ n
adargabe	a ð̞ a r ɣ̞ a β̞ e
adarjotzaile	a ð̞ a r d͡ʒ o t͡s̻ a ʎ e
adarjotzaile	a ð̞ a r j o t͡s̻ a ʎ e
adarjotzaile	a ð̞ a r x o t͡s̻ a ʎ e
adarjotzaile	a ð̞ a r ɟ o t͡s̻ a i̯ l e
adarjotze	a ð̞ a r d͡ʒ o t͡s̻ e
adarjotze	a ð̞ a r j o t͡s̻ e
adarjotze	a ð̞ a r x o t͡s̻ e
adarjotze	a ð̞ a r ɟ o t͡s̻ e
adarka	a ð̞ a r k a
adarkada	a ð̞ a r k a ð̞ a
adarkadura	a ð̞ a r k a ð̞ u ɾ a
adarkari	a ð̞ a r k a ɾ i
adarkatu	a ð̞ a r k a t̪ u
adarki	a ð̞ a r k i
adarmotz	a ð̞ a r m o t͡s̻
adaro	a ð̞ a ɾ o
adarreko	a ð̞ a r e k o
adarrondo	a ð̞ a r õ n̪ d̪ o
adarrondotsu	a ð̞ a r õ n̪ d̪ o t͡s̺ u
adarrondotsu	a ð̞ a r õ n̪ d̪ o t͡s̻ u
adartsu	a ð̞ a r t͡s̺ u
adartsu	a ð̞ a r t͡s̻ u
adartu	a ð̞ a r t̪ u
adarzabal	a ð̞ a r s̺ a β̞ a l
adarzabal	a ð̞ a r s̻ a β̞ a l
adasdun	a ð̞ a z̺ ð̞ ũ n
adastu	a ð̞ a s̺ t̪ u
adats	a ð̞ a t͡s̺
adats	a ð̞ a t͡s̻
adausi	a ð̞ a u̯ s̺ i
adausika	a ð̞ a u̯ s̺ i k a
adaxka	a ð̞ a ʃ k a
adberbial	a ð̞ β̞ e r β̞ i a l
adberbio	a ð̞ β̞ e̞ r β̞ i o̞
adegi	a ð̞ e ɣ̞ i
adei	a ð̞ e i̯
adeitasun	a ð̞ e i̯ t̪ a s̺ ũ n
adeitasunez	a ð̞ e i̯ t̪ a s̺ u n e s̺
adeitasunez	a ð̞ e i̯ t̪ a s̺ u n e s̻
adeitasunezko	a ð̞ e i̯ t̪ a s̺ u n e s̺ k o
adeitasunezko	a ð̞ e i̯ t̪ a s̺ u n e s̻ k o
adeitsu	a ð̞ e i̯ t͡s̺ u
adeitsu	a ð̞ e i̯ t͡s̻ u
adeitsuki	a ð̞ e i̯ t͡s̺ u k i
adeitsuki	a ð̞ e i̯ t͡s̻ u k i
adelatu	a ð̞ e̞ l a t̪ u
adelazale	a ð̞ e̞ l a s̻ a l e̞
adelu	a ð̞ e l u
adenina	a ð̞ e n i n a
adi	a ð̞ i
adia	a ð̞ i a
adiabatiko	a ð̞ i a β̞ a t̪ i k o
adiagile	a ð̞ i a ɣ̞ i l e
adiagile	a ð̞ i a ɣ̞ i ʎ e
adiaka	a ð̞ i a k a
adiakari	a ð̞ i a k a ɾ i
adiakatu	a ð̞ i a k a t̪ u
adian	a ð̞ i ã n
adibide	a ð̞ i β̞ i ð̞ e
adibidetegi	a ð̞ i β̞ i ð̞ e t̪ e ɣ̞ i
adibidez	a ð̞ i β̞ i ð̞ e s̺
adibidez	a ð̞ i β̞ i ð̞ e s̻
adiera	a ð̞ i e ɾ a
adierabakar	a ð̞ i e ɾ a β̞ a k a r
adierazezin	a ð̞ i e ɾ a s̺ e s̺ ĩ n
adierazezin	a ð̞ i e ɾ a s̻ e s̻ ĩ n
adierazgarri	a ð̞ i e ɾ a z̺ ɣ̞ a r i
adierazgarri	a ð̞ i e ɾ a z̻ ɣ̞ a r i
adierazgarritasun	a ð̞ i e ɾ a z̺ ɣ̞ a r i t̪ a s̺ ũ n
adierazgarritasun	a ð̞ i e ɾ a z̻ ɣ̞ a r i t̪ a s̺ ũ n
adierazi	a ð̞ i e ɾ a s̺ i
adierazi	a ð̞ i e ɾ a s̻ i
adierazkaitz	a ð̞ i e ɾ a s̺ k a i̯ t͡s̻
adierazkaitz	a ð̞ i e ɾ a s̻ k a i̯ t͡s̻
adierazkizun	a ð̞ i e ɾ a s̺ k i s̺ ũ n
adierazkizun	a ð̞ i e ɾ a s̻ k i s̻ ũ n
adierazkor	a ð̞ i e ɾ a s̺ k o r
adierazkor	a ð̞ i e ɾ a s̻ k o r
adierazkortasun	a ð̞ i e ɾ a s̺ k o r t̪ a s̺ ũ n
adierazkortasun	a ð̞ i e ɾ a s̻ k o r t̪ a s̺ ũ n
adierazle	a ð̞ i e ɾ a z̺ l e
adierazle	a ð̞ i e ɾ a z̻ l e
adierazmolde	a ð̞ i e ɾ a z̺ m o l̪ d̪ e
adierazmolde	a ð̞ i e ɾ a z̻ m o l̪ d̪ e
adierazpen	a ð̞ i e ɾ a s̺ p ẽ n
adierazpen	a ð̞ i e ɾ a s̻ p ẽ n
adierazpide	a ð̞ i e ɾ a s̺ p i ð̞ e
adierazpide	a ð̞ i e ɾ a s̻ p i ð̞ e
adierazte	a ð̞ i e ɾ a s̺ t̪ e
adierazte	a ð̞ i e ɾ a s̻ t̪ e
adierraz	a ð̞ i e r a s̺
adierraz	a ð̞ i e r a s̻
adierraztasun	a ð̞ i e r a s̺ t̪ a s̺ ũ n
adierraztasun	a ð̞ i e r a s̻ t̪ a s̺ ũ n
adiezin	a ð̞ i e s̺ ĩ n
adiezin	a ð̞ i e s̻ ĩ n
adigabe	a ð̞ i ɣ̞ a β̞ e
adigabetu	a ð̞ i ɣ̞ a β̞ e t̪ u
adigai	a ð̞ i ɣ̞ a i̯
adigaitz	a ð̞ i ɣ̞ a i̯ t͡s̻
adigaiztasun	a ð̞ i ɣ̞ a i̯ s̺ t̪ a s̺ ũ n
adigaiztasun	a ð̞ i ɣ̞ a i̯ s̻ t̪ a s̺ ũ n
adigalkor	a ð̞ i ɣ̞ a l k o r
adigarri	a ð̞ i ɣ̞ a r i
adigarritasun	a ð̞ i ɣ̞ a r i t̪ a s̺ ũ n
adigogor	a ð̞ i ɣ̞ o ɣ̞ o r
adiguri	a ð̞ i ɣ̞ u ɾ i
adiguritsu	a ð̞ i ɣ̞ u ɾ i t͡s̺ u
adiguritsu	a ð̞ i ɣ̞ u ɾ i t͡s̻ u
adikatu	a ð̞ i k a t̪ u
adikor	a ð̞ i k o r
adikune	a ð̞ i k u n e̞
adimen	a ð̞ i m ẽ n
adimendu	a ð̞ i m ẽ n̪ d̪ u
adimendun	a ð̞ i m ẽ n̪ d̪ ũ n
adimengabe	a ð̞ i m e ŋ ɡ a β̞ e
adimentsu	a ð̞ i m ẽ n t͡s̺ u
adimentsu	a ð̞ i m ẽ n t͡s̻ u
adin	a ð̞ ĩ n
adiskide	a ð̞ i s̺ k i ð̞ e
adiskidetasun	a ð̞ i s̺ k i ð̞ e t̪ a s̺ ũ n
aditu	a ð̞ i t̪ u
aditz	a ð̞ i t͡s̻
aditzondo	a ð̞ i t͡s̻ õ n̪ d̪ o
adizki	a ð̞ i s̺ k i
adizki	a ð̞ i s̻ k i
adizkitegi	a ð̞ i s̺ k i t̪ e ɣ̞ i
adizkitegi	a ð̞ i s̻ k i t̪ e ɣ̞ i
administratzaile	a ð̞ m i n i s̺ t̪ r a t͡s̻ a i̯ l e
administratzaile	a ð̞ m i n i s̺ t̪ r a t͡s̻ a ʎ e
adore	a ð̞ o ɾ e
ados	a ð̞ o s̺
adoste	a ð̞ o s̺ t̪ e
adosten	a ð̞ o s̺ t̪ ẽ n
adostu	a ð̞ o s̺ t̪ u
adostuko	a ð̞ o s̺ t̪ u k o
adreilu	a ð̞ r e i̯ l u
adreilu	a ð̞ r e ʎ u
aerobik	a e ɾ o β̞ i k
aerobiko	a e̞ ɾ o̞ β̞ i k o̞
aerobio	a e ɾ o β̞ i o
aerodinamika	a e ɾ o ð̞ i n a m i k a
aerodinamiko	a e ɾ o ð̞ i n a m i k o
aerodromo	a e ɾ o ð̞ r o m o
aeroespazial	a e̞ ɾ o̞ e̞ s̺ p a s̻ i a l
aeroklub	a e̞ ɾ o̞ k l u β̞
aerolabaingailu	a e ɾ o l a β̞ a i̯ ŋ ɡ a i̯ l u
aerolabaingailu	a e ɾ o l a β̞ a i̯ ŋ ɡ a ʎ u
aerolito	a e ɾ o l i t̪ o
aerometro	a e ɾ o m e t̪ r o
aeromodelismo	a e ɾ o m o ð̞ e l i z̺ m o
aeronauta	a e ɾ o n a u̯ t̪ a
aeronautika	a e ɾ o n a u̯ t̪ i k a
aeronautiko	a e ɾ o n a u̯ t̪ i k o
aeroplano	a e ɾ o p l a n o
aerosol	a e ɾ o s̺ o l
aerosorgailu	a e̞ ɾ o̞ s̺ o̞ r ɣ̞ a i̯ l u
aerosorgailu	a e̞ ɾ o̞ s̺ o̞ r ɣ̞ a ʎ u
aerostatika	a e ɾ o s̺ t̪ a t̪ i k a
aerostato	a e ɾ o s̺ t̪ a t̪ o
afaitatu	a f a i̯ t̪ a t̪ u
afalaitzin	a f a l a i̯ t͡s̻ ĩ n
afalaurre	a f a l a u̯ r e
afaldu	a f a l̪ d̪ u
afari	a f a ɾ i
afariketa	a f a ɾ i k e t̪ a
afganistandar	a f ɣ̞ a n i s̺ t̪ ã n̪ d̪ a r
agate	a ɣ̞ a t̪ e̞
ageriko	a ɣ̞ e ɾ i k o
agerkunde	a ɣ̞ e r k ũ n̪ d̪ e
agertoki	a ɣ̞ e r t̪ o k i
agertu	a ɣ̞ e r t̪ u
aginpide	a ɣ̞ ĩ m p i ð̞ e
agor	a ɣ̞ o r
agorril	a ɣ̞ o r i l
agortu	a ɣ̞ o r t̪ u
agur	a ɣ̞ u r
agure	a ɣ̞ u ɾ e
ahabia	a h a β̞ i a
ahabia	a β̞ i a
ahai	ã h̃ ã ĩ
ahal	a h a l
ahal	a l
ahaldun	a h a l̪ d̪ ũ n
ahaldun	a l̪ d̪ ũ n
ahalke	a h a l k e
ahalke	a l k e
ahari	a h a ɾ i
ahari	a ɾ i
ahate	a h a t̪ e
ahate	a t̪ e
ahate	ã h̃ ã t e
ahatebeltz	a h a t̪ e β̞ e l t͡s̻
ahatebeltz	a t̪ e β̞ e l t͡s̻
ahateki	a h a t̪ e k i
ahateki	a t̪ e k i
ahatekume	a h a t̪ e k u m e
ahatekume	a t̪ e k u m e
ahatettipi	a h a t̪ e c i p i
ahatettipi	a t̪ e c i p i
ahatetxo	a t̪ e̞ t͡ʃ o̞
ahatetxo	a ɦ a t̪ e̞ t͡ʃ o̞
ahatz	a h a t͡s̻
ahatz	a t͡s̻
ahazte	a h a s̻ t̪ e
ahazte	a s̺ t̪ e
ahazte	a s̻ t̪ e
ahazten	a h a s̻ t̪ ẽ n
ahazten	a s̺ t̪ ẽ n
ahazten	a s̻ t̪ ẽ n
ahaztu	a h a s̻ t̪ u
ahaztu	a s̺ t̪ u
ahaztu	a s̻ t̪ u
ahaztuko	a h a s̻ t̪ u k o
ahaztuko	a s̺ t̪ u k o
ahaztuko	a s̻ t̪ u k o
ahizpa	a i̯ s̻ p a
ahizpa	a ɦ i s̻ p a
aho	a o̞
aho	a ɦ o̞
ahobero	a h o β̞ e ɾ o
ahobero	a o β̞ e ɾ o
ahul	a h u l
ahul	a u̯ l
ahuldu	a h u l̪ d̪ u
ahuldu	a u̯ l̪ d̪ u
ahuntz	a ɦ ũ n t͡s̻
ahuntz	ã ũ̯ n t͡s̻
aihen	a i̯ ɦ ẽ̞ n
aihen	a i̯ ẽ̞ n
aiherkunde	a i̯ e r k ũ n̪ d̪ e
aiherkunde	a i̯ h e r k ũ n̪ d̪ e
ainarba	a i̯ n a r β̞ a
ainarba	a ɲ a r β̞ a
aingeru	ã ĩ̯ ŋ ɡ e̞ ɾ u
aingira	ã ĩ̯ ŋ ɡ i ɾ a
aingura	a i̯ ŋ ɡ u ɾ a
aintzira	ã ĩ̯ n t͡s̻ i ɾ a
aire	a i̯ ɾ e̞
aireportu	a i̯ ɾ e p o r t̪ u
aireratu	a i̯ ɾ e ɾ a t̪ u
aise	a i̯ s̺ e̞
aita	a i̯ t̪ a
aitaginarreba	a i̯ t̪ a ɣ̞ i n a r e β̞ a
aitaginarreba	a i̯ t̪ a ɣ̞ i ɲ a r e β̞ a
aitaginarrebakide	a i̯ t̪ a ɣ̞ i n a r e β̞ a k i ð̞ e
aitaginarrebakide	a i̯ t̪ a ɣ̞ i ɲ a r e β̞ a k i ð̞ e
aitaorde	a i̯ t̪ a o r ð̞ e
aitatasun	a i̯ t̪ a t̪ a s̺ ũ n
aitatxi	a i̯ t̪ a t͡ʃ i
aitona	a i̯ t̪ o n a
aitzur	a i̯ t͡s̻ u r
aizkolari	a i̯ s̺ k o l a ɾ i
aizkolari	a i̯ s̻ k o l a ɾ i
aizkora	a i̯ s̺ k o ɾ a
aizkora	a i̯ s̻ k o ɾ a
aizto	a i̯ s̺ t̪ o
aizto	a i̯ s̻ t̪ o
aizu	a i̯ s̺ u
aizu	a i̯ s̻ u
akabatu	a k a β̞ a t̪ u
akain	a k ã ĩ̯ n
akelarre	a k e̞ l a r e̞
aker	a k e̞ r
akordeoi	a k o̞ r ð̞ e̞ o̞ i̯
akrobata	a k r o̞ β̞ a t̪ a
aktiba	a k t̪ i β̞ a
aktibatu	a k t̪ i β̞ a t̪ u
aktibatuko	a k t̪ i β̞ a t̪ u k o
aktibatze	a k t̪ i β̞ a t͡s̻ e
aktibatzen	a k t̪ i β̞ a t͡s̻ ẽ n
aktore	a k t̪ o̞ ɾ e̞
akura	a k u ɾ a
akuratu	a k u ɾ a t̪ u
al	a l
ala	a l a
alaba	a l a β̞ a
alai	a l a i̯
albaitari	a l β̞ a i̯ t̪ a ɾ i
albaniar	a l β̞ a n i a r
albaniera	a l β̞ a n i e ɾ a
albarikoke	a l β̞ a ɾ i k o k e
alboroke	a l β̞ o ɾ o k e
alda	a l̪ d̪ a
aldaketa	a l̪ d̪ a k e t̪ a
aldapa	a l̪ d̪ a p a
aldatu	a l̪ d̪ a t̪ u
aldatuko	a l̪ d̪ a t̪ u k o
aldatze	a l̪ d̪ a t͡s̻ e
aldatzen	a l̪ d̪ a t͡s̻ ẽ n
alde	a l̪ d̪ e
aldetik	a l̪ d̪ e t̪ i k
aldeztu	a l̪ d̪ e̞ s̻ t̪ u
aldizkari	a l̪ d̪ i s̻ k a ɾ i
aleman	a l e̞ m ã n
alemanera	a l e m a n e ɾ a
alemaniar	a l e̞ m a n i a r
aletegi	a l e t̪ e ɣ̞ i
algara	a l ɣ̞ a ɾ a
alienatu	a l i e̞ n a t̪ u
alkandora	a l k ã n̪ d̪ o ɾ a
alkandorak	a l k ã n̪ d̪ o̞ ɾ a k
alkandorek	a l k ã n̪ d̪ o̞ ɾ e̞ k
alkate	a l k a t̪ e̞
alkohol	a l k o̞ l
alkohol	a l k o̞ ɦ o̞ l
alkohola	a l k o̞ l a
alkohola	a l k o̞ ɦ o̞ l a
alkoholan	a l k o̞ l ã n
alkoholan	a l k o̞ ɦ o̞ l ã n
alkoholen	a l k o̞ l ẽ̞ n
alkoholen	a l k o̞ ɦ o̞ l ẽ̞ n
alkoholi	a l k o̞ l i
alkoholi	a l k o̞ ɦ o̞ l i
alkoholik	a l k o h o l i k
alkoholik	a l k o l i k
alokatu	a l o k a t̪ u
alta	a l̪ t̪ a
altu	a l̪ t̪ u
altxaprima	a lʲ t͡ʃ a p r i m a
altxatu	a lʲ t͡ʃ a t̪ u
altxoin	a lʲ t͡ʃ õ̞ ĩ̯ n
altxor	a lʲ t͡ʃ o̞ r
aluminio	a l u m i n i o
ama	a m a
amaginarreba	a m a ɣ̞ i n a r e β̞ a
amaginarreba	a m a ɣ̞ i ɲ a r e β̞ a
amaginarrebakide	a m a ɣ̞ i n a r e β̞ a k i ð̞ e
amaginarrebakide	a m a ɣ̞ i ɲ a r e β̞ a k i ð̞ e
amai	a m a i̯
amaiera	a m a i̯ e ɾ a
amaitu	a m a i̯ t̪ u
amama	a m a m a
amaraun	a m a ɾ ã ũ̯ n
amatasun	a m a t̪ a s̺ ũ n
amatatu	a m a t̪ a t̪ u
amerikano	a m e̞ ɾ i k a n o̞
amesgaizto	a m e z̺ ɣ̞ a i̯ s̺ t̪ o
amesgaizto	a m e z̺ ɣ̞ a i̯ s̻ t̪ o
amestu	a m e̞ s̺ t̪ u
amets	a m e̞ t͡s̺
ametz	a m e t͡s̻
amildu	a m i l̪ d̪ u
amodio	a m o ð̞ i o
amona	a m o n a
amore	a m o ɾ e
amorratu	a m o r a t̪ u
anabasa	a n a β̞ a s̺ a
anagrama	a n a ɣ̞ r a m a
anaia	a n a i̯ a
anana	a n a n a
andeatu	ã n̪ d̪ e̞ a t̪ u
andere	ã n̪ d̪ e ɾ e
andereño	ã n̪ d̪ e ɾ e ɲ o
andorratar	ã n̪ d̪ o̞ r a t̪ a r
andorratarra	ã n̪ d̪ o̞ r a t̪ a r a
andorratarrak	ã n̪ d̪ o̞ r a t̪ a r a k
andorratarraren	ã n̪ d̪ o̞ r a t̪ a r a ɾ ẽ̞ n
andorratarrari	ã n̪ d̪ o̞ r a t̪ a r a ɾ i
andorratarrei	ã n̪ d̪ o̞ r a t̪ a r e̞ i
andorratarrek	ã n̪ d̪ o̞ r a t̪ a r e̞ k
andorratarren	ã n̪ d̪ o̞ r a t̪ a r ẽ̞ n
andorratarri	ã n̪ d̪ o̞ r a t̪ a r i
andre	ã n̪ d̪ r e
andregai	ã n̪ d̪ r e ɣ̞ a i̯
angelu	a ŋ ɡ e l u
angurri	a ŋ ɡ u r i
animalia	a n i m a l i a
animatu	a n i m a t̪ u
anime	a n i m e
anker	ã ŋ k e̞ r
antiheroi	ã n̪ t̪ i e ɾ o i̯
antiheroi	ã n̪ t̪ i h e ɾ o i̯
antimikrobiar	ã n̪ t̪ i m i k r o̞ β̞ i a r
antolakunde	ã n̪ t̪ o l a k ũ n̪ d̪ e
antropologia	ã n̪ t̪ r o p o l o ɣ̞ i a
antxeta	ã nʲ t͡ʃ e̞ t̪ a
antxoa	ã nʲ t͡ʃ o a
antzara	ã n t͡s̻ a ɾ a
antzeratu	ã n t͡s̻ e̞ ɾ a t̪ u
apaiz	a p a i̯ s̺
apaiz	a p a i̯ s̻
apaizgai	a p a i̯ z̺ ɣ̞ a i̯
apaizgai	a p a i̯ z̻ ɣ̞ a i̯
apal	a p a l
apaldu	a p a l̪ d̪ u
apar	a p a r
apez	a p e s̺
apez	a p e s̻
apezpiku	a p e̞ s̻ p i k u
apiril	a p i ɾ i l
apo	a p o̞
aporofobia	a p o ɾ o f o β̞ i a
aprobetxategi	a p r o̞ β̞ e̞ t͡ʃ a t̪ e̞ ɣ̞ i
arabera	a ɾ a β̞ e̞ ɾ a
arabiera	a ɾ a β̞ i e̞ ɾ a
arabisagar	a ɾ a β̞ i s̺ a ɣ̞ a r
aragoiera	a ɾ a ɣ̞ o i̯ e ɾ a
aramu	a ɾ a m u
aran	a ɾ ã n
aranondo	a ɾ a n õ n̪ d̪ o
arazi	a ɾ a s̻ i
arbola	a r β̞ o̞ l a
ardi	a r ð̞ i
ardo	a r ð̞ o
ardura	a r ð̞ u ɾ a
arduratu	a r ð̞ u ɾ a t̪ u
are	a ɾ e
argazki	a r ɣ̞ a s̺ k i
argazki	a r ɣ̞ a s̻ k i
argazkigintza	a r ɣ̞ a s̺ k i ɣ̞ ĩ n t͡s̻ a
argazkigintza	a r ɣ̞ a s̻ k i ɣ̞ ĩ n t͡s̻ a
argazkilari	a r ɣ̞ a s̺ k i l a ɾ i
argazkilari	a r ɣ̞ a s̻ k i l a ɾ i
argazkilaritza	a r ɣ̞ a s̺ k i l a ɾ i t͡s̻ a
argazkilaritza	a r ɣ̞ a s̻ k i l a ɾ i t͡s̻ a
argi	a r ɣ̞ i
argitsu	a r ɣ̞ i t͡s̺ u
argitsu	a r ɣ̞ i t͡s̻ u
arin	a ɾ ĩ n
aritz	a ɾ i t͡s̻
arkume	a r k u m e
armairu	a r m a i̯ ɾ u
armeniar	a r m e̞ n i a r
armeniera	a r m e n i e ɾ a
armiarma	a r m i a r m a
arnegu	a r n e ɣ̞ u
aro	a ɾ o
arotz	a ɾ o t͡s̻
aroztegi	a ɾ o s̺ t̪ e ɣ̞ i
aroztegi	a ɾ o s̻ t̪ e ɣ̞ i
arpoi	a r p o i̯
arrain	a r ã ĩ̯ n
arrano	a r a n o
arranotegi	a r a n o t̪ e ɣ̞ i
arrantzale	a r ã n t͡s̻ a l e
arraro	a r a ɾ o
arrastatu	a r a s̺ t̪ a t̪ u
arratoi	a r a t̪ o̞ i̯
arraun	a r ã ũ̯ n
arrautza	a r a u̯ t͡s̻ a
arrautzopil	a r a u̯ t͡s̻ o p i l
arraza	a r a s̺ a
arraza	a r a s̻ a
arrazoi	a r a s̺ o i̯
arrazoi	a r a s̻ o i̯
arreba	a r e̞ β̞ a
arriskatu	a r i s̺ k a t̪ u
arrisku	a r i s̺ k u
arriskutsu	a r i s̺ k u t͡s̺ u
arriskutsu	a r i s̺ k u t͡s̻ u
arroda	a r o̞ ð̞ a
arropa	a r o̞ p a
arrosa	a r o̞ s̺ a
arrotz	a r o t͡s̻
arroz	a r o s̺
arroz	a r o s̻
arrunt	a r ũ n̪ t̪
artaburu	a r t̪ a β̞ u ɾ u
arte	a r t̪ e
artifizial	a r t̪ i f i s̺ i a l
artifizial	a r t̪ i f i s̻ i a l
artile	a r t̪ i l e
artile	a r t̪ i ʎ e
artillari	a r t̪ i ʎ a ɾ i
artisau	a r t̪ i s̺ a u̯
artista	a r t̪ i s̺ t̪ a
artizar	a r t̪ i s̻ a r
arto	a r t̪ o̞
artseniko	a r t͡s̺ e̞ n i k o̞
artxipelago	a r t͡ʃ i p e l a ɣ̞ o
artzain	a r t͡s̻ ã ĩ̯ n
asaba	a s̺ a β̞ a
asaldatu	a s̺ a l̪ d̪ a t̪ u
askatasun	a s̺ k a t̪ a s̺ ũ n
askatu	a s̺ k a t̪ u
aske	a s̺ k e̞
aski	a s̺ k i
asko	a s̺ k o̞
asmatu	a z̺ m a t̪ u
asmo	a z̺ m o̞
asperkunde	a s̺ p e r k ũ n̪ d̪ e
aspertu	a s̺ p e r t̪ u
aspertuta	a s̺ p e r t̪ u t̪ a
aste	a s̺ t̪ e̞
astearte	a s̺ t̪ e̞ a r t̪ e̞
asteazken	a s̺ t̪ e̞ a s̻ k ẽ̞ n
asteburu	a s̺ t̪ e̞ β̞ u ɾ u
astelehen	a s̺ t̪ e̞ l e̞ ɦ ẽ̞ n
astelehen	a s̺ t̪ e̞ l ẽ̞ n
asteroide	a s̺ t̪ e ɾ o i̯ ð̞ e
astindu	a s̺ t̪ ĩ n̪ d̪ u
asto	a s̺ t̪ o̞
astronomia	a s̺ t̪ r o n o m i a
asturiera	a s̺ t̪ u ɾ i e̞ ɾ a
asun	a s̺ ũ n
atari	a t̪ a ɾ i
atariko	a t̪ a ɾ i k o̞
ate	a t̪ e
atera	a t̪ e ɾ a
aterpe	a t̪ e r p e
atoi	a t̪ o̞ i̯
atorra	a t̪ o r a
atso	a t͡s̺ o
atso	a t͡s̻ o
atsokeria	a t͡s̺ o k e ɾ i a
atsokeria	a t͡s̻ o k e ɾ i a
atsotitz	a t͡s̺ o t̪ i t͡s̻
