AFI	a f i
CONICYT	k o n i θ i t
Caazapá	k a a θ a p a
Cabanatúan	k a b a n a t u a n
Cabanilla	k a b a n i ʝ a
Cabanillas	k a b a n i ʝ a s
Cabañas	k a b a ɲ a s
Cabello	k a b e ʝ o
Cabeza	k a b e θ a
Cabezamesada	k a b e θ a m e s a d a
Cabiao	k a b j a o
Caborca	k a b o ɾ k a
Cabrejas	k a b ɾ e x a s
Cabrera	k a b ɾ e ɾ a
Cabriales	k a b ɾ j a l e s
Cabúyao	k a b u ʝ a o
Cacaopera	k a k a o p e ɾ a
Cacciatore	k a t͡ʃ a t o ɾ e
Cachapoal	k a t͡ʃ a p o a l
Cachemira	k a t͡ʃ e m i ɾ a
Cacho	k a t͡ʃ o
Cafarnaúm	k a f a ɾ n a u m
Cagayán	k a ɡ a ʝ a n
Caifás	k a i f a s
Caimanera	k a i m a n e ɾ a
Caimito	k a i m i t o
Cairo	k a i ɾ o
Cajamarca	k a x a m a ɾ k a
Calabaza	k a l a b a θ a
Calabria	k a l a b ɾ j a
Calama	k a l a m a
Calamar	k a l a m a ɾ
Calambá	k a l a m b a
Calapán	k a l a p a n
Calasiao	k a l a s j a o
Calatayud	k a l a t a ʝ u d
Calbuco	k a l b u k o
Calcedonia	k a l θ e d o n j a
Calcedón	k a l θ e d o n
Calcuta	k a l k u t a
Caldas	k a l d a s
Caldea	k a l d e a
Calderón	k a l d e ɾ o n
Caldevilla	k a l d e b i ʝ a
Caledonia	k a l e d o n j a
Cali	k a l i
California	k a l i f o ɾ n j a
Calimete	k a l i m e t e
Calipso	k a l i b s o
Calisto	k a l i s t o
Calixto	k a l i s t o
Calixtro	k a l i s t ɾ o
Callao	k a ʝ a o
Calle	k a ʝ e
Calleja	k a ʝ e x a
Callejas	k a ʝ e x a s
Caluco	k a l u k o
Calvados	k a l b a d o s
Calvo	k a l b o
Calíope	k a l i o p e
Camacho	k a m a t͡ʃ o
Camagüey	k a m a ɡ w e i
Camaná	k a m a n a
Camarena	k a m a ɾ e n a
Camargo	k a m a ɾ ɡ o
Camavilca	k a m a b i l k a
Camboya	k a m b o ʝ a
Camelot	k a m e l o t
Camerún	k a m e ɾ u n
Camila	k a m i l a
Camilo	k a m i l o
Campania	k a m p a n j a
Campanilla	k a m p a n i ʝ a
Campeche	k a m p e t͡ʃ e
Campezo	k a m p e θ o
Campo	k a m p o
Camposano	k a m p o s a n o
Campoy	k a m p o i
Canadá	k a n a d a
Canarias	k a n a ɾ j a s
Canas	k a n a s
Canberra	k a m b e r a
Cancio	k a n θ j o
Cancún	k a n k u n
Candamo	k a n d a m o
Candelaria	k a n d e l a ɾ j a
Candida	k a n d i d a
Canela	k a n e l a
Canelones	k a n e l o n e s
Canelón	k a n e l o n
Cangallo	k a n ɡ a ʝ o
Canindeyú	k a n i n d e ʝ u
Cano	k a n o
Canseco	k a n s e k o
Cantabria	k a n t a b ɾ j a
Cantagallo	k a n t a ɡ a ʝ o
Cantares	k a n t a ɾ e s
Cantor	k a n t o ɾ
Cantos	k a n t o s
Cantón	k a n t o n
Cantórbery	k a n t o ɾ b e ɾ i
Canuto	k a n u t o
Capadocia	k a p a d o θ j a
Capazo	k a p a θ o
Capcha	k a b t͡ʃ a
Capellán	k a p e ʝ a n
Capiatá	k a p j a t a
Capitolio	k a p i t o l j o
Capote	k a p o t e
Capuchino	k a p u t͡ʃ i n o
Capuñay	k a p u ɲ a i
Caquetá	k a k e t a
Caraballo	k a ɾ a b a ʝ o
Carabobo	k a ɾ a b o b o
Caracas	k a ɾ a k a s
Caratachea	k a ɾ a t a t͡ʃ e a
Caravelí	k a ɾ a b e l i
Carazo	k a ɾ a θ o
Carbajal	k a ɾ b a x a l
Carballo	k a ɾ b a ʝ o
Carbonell	k a ɾ b o n e l
Carchi	k a ɾ t͡ʃ i
Cardeña	k a ɾ d e ɲ a
Cardona	k a ɾ d o n a
Cardoso	k a ɾ d o s o
Careaga	k a ɾ e a ɡ a
Carelia	k a ɾ e l j a
Carepa	k a ɾ e p a
Carhuancho	k a ɾ w̝ a n t͡ʃ o
Carhuaz	k a ɾ w̝ a θ
Cariacoa	k a ɾ j a k o a
Carias	k a ɾ j a s
Caribdis	k a ɾ i b d i s
Caribe	k a ɾ i b e
Caridad	k a ɾ i d a d
Carillo	k a ɾ i ʝ o
Carina	k a ɾ i n a
Cariño	k a ɾ i ɲ o
Carlos	k a ɾ l o s
Carmen	k a ɾ m e n
Carmencita	k a ɾ m e n θ i t a
Carmina	k a ɾ m i n a
Carmona	k a ɾ m o n a
Carnicero	k a ɾ n i θ e ɾ o
Caro	k a ɾ o
Carolina	k a ɾ o l i n a
Caronte	k a ɾ o n t e
Carpintero	k a ɾ p i n t e ɾ o
Carpio	k a ɾ p j o
Carranza	k a r a n θ a
Carrasco	k a r a s k o
Carrera	k a r e ɾ a
Carrero	k a r e ɾ o
Carreño	k a r e ɲ o
Carreón	k a r e o n
Carrillo	k a r i ʝ o
Carrión	k a r j o n
Cartagena	k a ɾ t a x e n a
Cartago	k a ɾ t a ɡ o
Carurú	k a ɾ u ɾ u
Carvajal	k a ɾ b a x a l
Carvallo	k a ɾ b a ʝ o
Casablanca	k a s a b l a n k a
Casado	k a s a d o
Casal	k a s a l
Casanare	k a s a n a ɾ e
Casandra	k a s a n d ɾ a
Casanova	k a s a n o b a
Cascorro	k a s k o r o
Cases	k a s e s
Casimiro	k a s i m i ɾ o
Casiopea	k a s j o p e a
Caspio	k a s p j o
Cassiopeia	k a s j o p e j a
Castala	k a s t a l a
Castañeda	k a s t a ɲ e d a
Castel	k a s t e l
Castellano	k a s t e ʝ a n o
Castellanos	k a s t e ʝ a n o s
Castellón	k a s t e ʝ o n
Casteñeda	k a s t e ɲ e d a
Castilla	k a s t i ʝ a
Castillo	k a s t i ʝ o
Castillón	k a s t i ʝ o n
Castries	k a s t ɾ i s
Castro	k a s t ɾ o
Castronuevo	k a s t ɾ o n w e b o
Catalanistán	k a t a l a n i s t a n
Cataleya	k a t a l e ʝ a
Catalina	k a t a l i n a
Cataluña	k a t a l u ɲ a
Catalán	k a t a l a n
Catar	k a t a ɾ
Catoira	k a t o i ɾ a
Cauca	k a u k a
Cauquenes	k a u k e n e s
Cautín	k a u t i n
Cavero	k a b e ɾ o
Cavite	k a b i t e
Cayena	k a ʝ e n a
Cayetana	k a ʝ e t a n a
Cayetano	k a ʝ e t a n o
Caín	k a i n
Cañada	k a ɲ a d a
Cañar	k a ɲ a ɾ
Cañete	k a ɲ e t e
Cañizares	k a ɲ i θ a ɾ e s
Ceballos	θ e b a ʝ o s
Cebú	θ e b u
Cecilia	θ e θ i l j a
Cedeño	θ e d e ɲ o
Cefalonia	θ e f a l o n j a
Cefeo	θ e f e o
Ceferino	θ e f e ɾ i n o
Cefeus	θ e f e u s
Ceilán	θ e i l a n
Cela	θ e l a
Celaya	θ e l a ʝ a
Celedonio	θ e l e d o n j o
Celestina	θ e l e s t i n a
Celia	θ e l j a
Celina	θ e l i n a
Celsius	θ e l s j u s
Cenicienta	θ e n i θ j e n t a
Centeno	θ e n t e n o
Central	θ e n t ɾ a l
Centroamérica	θ e n t ɾ o a m e ɾ i k a
Cepitá	θ e p i t a
Cerbero	θ e ɾ b e ɾ o
Cerdeña	θ e ɾ d e ɲ a
Cereceres	θ e ɾ e θ e ɾ e s
Ceres	θ e ɾ e s
Cereté	θ e ɾ e t e
Cerezo	θ e ɾ e θ o
Cerrón	θ e r o n
Cervantes	θ e ɾ b a n t e s
Cerón	θ e ɾ o n
Cesarea	θ e s a ɾ e a
Ceuta	θ e u t a
Cevallos	θ e b a ʝ o s
Chacabuco	t͡ʃ a k a b u k o
Chachapoyas	t͡ʃ a t͡ʃ a p o ʝ a s
Chacón	t͡ʃ a k o n
Chad	t͡ʃ a d
Chagolla	t͡ʃ a ɡ o ʝ a
Chagoya	t͡ʃ a ɡ o ʝ a
Chaikovski	t͡ʃ a i k o b s k i
Chalatenango	t͡ʃ a l a t e n a n ɡ o
Chalchuapa	t͡ʃ a l t͡ʃ w a p a
Chalco	t͡ʃ a l k o
Chalán	t͡ʃ a l a n
Chambas	t͡ʃ a m b a s
Chamorro	t͡ʃ a m o r o
Champaña	t͡ʃ a m p a ɲ a
Chanco	t͡ʃ a n k o
Chano	t͡ʃ a n o
Chaparro	t͡ʃ a p a r o
Chapeltique	t͡ʃ a p e l t i k e
Chapultepec	t͡ʃ a p u l t e p e k
Charo	t͡ʃ a ɾ o
Chauca	t͡ʃ a u k a
Chavarria	t͡ʃ a b a r j a
Chavarría	t͡ʃ a b a r i a
Chavena	t͡ʃ a b e n a
Chaves	t͡ʃ a b e s
Chaviano	t͡ʃ a b j a n o
Chavolla	t͡ʃ a b o ʝ a
Chavoya	t͡ʃ a b o ʝ a
Chaxiraxi	t͡ʃ a s i ɾ a s i
Chaxiraxi	t͡ʃ a ɡ i ɾ a ɡ i
Chayuco	t͡ʃ a ʝ u k o
Chañaral	t͡ʃ a ɲ a ɾ a l
Chebo	t͡ʃ e b o
Chechenia	t͡ʃ e t͡ʃ e n j a
Checoslovaquia	t͡ʃ e k o s l o b a k j a
Chelo	t͡ʃ e l o
Chema	t͡ʃ e m a
Chente	t͡ʃ e n t e
Cheo	t͡ʃ e o
Chepén	t͡ʃ e p e n
Chequia	t͡ʃ e k j a
Cherkessk	t͡ʃ e ɾ k e s k
Chernóbil	t͡ʃ e ɾ n o b i l
Chetumal	t͡ʃ e t u m a l
Chiapas	t͡ʃ j a p a s
Chiba	t͡ʃ i b a
Chicago	t͡ʃ i k a ɡ o
Chichankanab	t͡ʃ i t͡ʃ a n k a n a b
Chiclayo	t͡ʃ i k l a ʝ o
Chihuahua	t͡ʃ i w a w a
Chilanga	t͡ʃ i l a n ɡ a
Chile	t͡ʃ i l e
Chiloé	t͡ʃ i l o e
Chilpancingo	t͡ʃ i l p a n θ i n ɡ o
Chiltiupán	t͡ʃ i l t j u p a n
Chimal	t͡ʃ i m a l
Chimaltenango	t͡ʃ i m a l t e n a n ɡ o
Chimbarongo	t͡ʃ i m b a ɾ o n ɡ o
Chimborazo	t͡ʃ i m b o ɾ a θ o
Chimichagua	t͡ʃ i m i t͡ʃ a ɡ w a
Chimá	t͡ʃ i m a
China	t͡ʃ i n a
Chinameca	t͡ʃ i n a m e k a
Chinandega	t͡ʃ i n a n d e ɡ a
Chinavita	t͡ʃ i n a b i t a
Chincha	t͡ʃ i n t͡ʃ a
Chinchero	t͡ʃ i n t͡ʃ e ɾ o
Chinchilla	t͡ʃ i n t͡ʃ i ʝ a
Chinchurreta	t͡ʃ i n t͡ʃ u r e t a
Chipre	t͡ʃ i p ɾ e
Chiquimula	t͡ʃ i k i m u l a
Chirilagua	t͡ʃ i ɾ i l a ɡ w a
Chirino	t͡ʃ i ɾ i n o
Chiriquí	t͡ʃ i ɾ i k i
Chisinau	k i s i n a u
Chitré	t͡ʃ i t ɾ e
Chitá	t͡ʃ i t a
Chivatá	t͡ʃ i b a t a
Chivor	t͡ʃ i b o ɾ
Choachí	t͡ʃ o a t͡ʃ i
Choapa	t͡ʃ o a p a
Choco	t͡ʃ o k o
Chocó	t͡ʃ o k o
Choluteca	t͡ʃ o l u t e k a
Chontales	t͡ʃ o n t a l e s
Choquehuanca	t͡ʃ o k e w a n k a
Chota	t͡ʃ o t a
Choy	t͡ʃ o i
Chronos	k ɾ o n o s
Chuchito	t͡ʃ u t͡ʃ i t o
Chumpitaz	t͡ʃ u m p i t a θ
Chuquillanqui	t͡ʃ u k i ʝ a n k i
Chuquisaca	t͡ʃ u k i s a k a
Churubusco	t͡ʃ u ɾ u b u s k o
Chuvasia	t͡ʃ u b a s j a
Chuy	t͡ʃ u i
Chávarry	t͡ʃ a b a r i
Chávez	t͡ʃ a b e θ
Châm	k a m
Chépica	t͡ʃ e p i k a
Chéxpir	t͡ʃ e ɡ s p i ɾ
Cibeles	θ i b e l e s
Cicerón	θ i θ e ɾ o n
Cicuco	θ i k u k o
Cid	θ i d
Cienfuegos	θ j e n f w e ɡ o s
Cilicia	θ i l i θ j a
Cincel	θ i n θ e l
Cinquera	θ i n k e ɾ a
Cintia	θ i n t j a
Cipitío	θ i p i t i o
Cipriano	θ i p ɾ j a n o
Circasia	θ i ɾ k a s j a
Circe	θ i ɾ θ e
Cirene	θ i ɾ e n e
Ciriaco	θ i ɾ j a k o
Cirilo	θ i ɾ i l o
Ciro	θ i ɾ o
Cisjordania	θ i s x o ɾ d a n j a
Cisneros	θ i s n e ɾ o s
Citalá	θ i t a l a
Citano	θ i t a n o
Ciudadanos	θ j u d a d a n o s
Clara	k l a ɾ a
Clarín	k l a ɾ i n
Claudia	k l a u d j a
Clemencia	k l e m e n θ j a
Clemente	k l e m e n t e
Clotilda	k l o t i l d a
Cloto	k l o t o
Clásico	k l a s i k o
Clímena	k l i m e n a
Clímene	k l i m e n e
Coacalco	k o a k a l k o
Coahuila	k o a w i l a
Coalcomán	k o a l k o m a n
Coatepeque	k o a t e p e k e
Coatzacoalcos	k o a t θ a k o a l k o s
Cobarrubias	k o b a r u b j a s
Cobo	k o b o
Cochabamba	k o t͡ʃ a b a m b a
Cocito	k o θ i t o
Coclé	k o k l e
Coco	k o k o
Coelemu	k o e l e m u
Coello	k o e ʝ o
Cogua	k o ɡ w a
Coinco	k o i n k o
Cojedes	k o x e d e s
Cojutepeque	k o x u t e p e k e
Colato	k o l a t o
Colchado	k o l t͡ʃ a d o
Colima	k o l i m a
Collado	k o ʝ a d o
Collantes	k o ʝ a n t e s
Collipulli	k o ʝ i p u ʝ i
Colmenares	k o l m e n a ɾ e s
Colmenero	k o l m e n e ɾ o
Colombia	k o l o m b j a
Colombo	k o l o m b o
Colonia	k o l o n j a
Colonna	k o l o n a
Colorado	k o l o ɾ a d o
Colosenses	k o l o s e n s e s
Colosó	k o l o s o
Coltauco	k o l t a u k o
Columbia	k o l u m b j a
Colón	k o l o n
Comacarán	k o m a k a ɾ a n
Comalapa	k o m a l a p a
Comanchero	k o m a n t͡ʃ e ɾ o
Comasagua	k o m a s a ɡ w a
Comayagua	k o m a ʝ a ɡ w a
Combarbalá	k o m b a ɾ b a l a
Cometa	k o m e t a
Comoras	k o m o ɾ a s
Comores	k o m o ɾ e s
Conakri	k o n a k ɾ i
Concepción	k o n θ e b θ j o n
Conchagua	k o n t͡ʃ a ɡ w a
Conchagüita	k o n t͡ʃ a ɡ w i t a
Conchinchina	k o n t͡ʃ i n t͡ʃ i n a
Conchita	k o n t͡ʃ i t a
Condorcanqui	k o n d o ɾ k a n k i
Condori	k o n d o ɾ i
Condoto	k o n d o t o
Conduriri	k o n d u ɾ i ɾ i
Confines	k o n f i n e s
Confluencia	k o n f l w e n θ j a
Confucio	k o n f u θ j o
Congo	k o n ɡ o
Congolombia	k o n ɡ o l o m b j a
Connecticut	k o n e ɡ t i k u t
Constantinescu	k o n s t a n t i n e s k u
Constantino	k o n s t a n t i n o
Constanza	k o n s t a n θ a
Contoricón	k o n t o ɾ i k o n
Contreras	k o n t ɾ e ɾ a s
Copenhague	k o p e n a ɡ e
Copinula	k o p i n u l a
Copán	k o p a n
Copérnico	k o p e ɾ n i k o
Coquimbo	k o k i m b o
Corcuera	k o ɾ k w e ɾ a
Cordano	k o ɾ d a n o
Cordelia	k o ɾ d e l j a
Cordero	k o ɾ d e ɾ o
Cordillera	k o ɾ d i ʝ e ɾ a
Corea	k o ɾ e a
Coreas	k o ɾ e a s
Corella	k o ɾ e ʝ a
Corfú	k o ɾ f u
Cori	k o ɾ i
Coria	k o ɾ j a
Cornelio	k o ɾ n e l j o
Cornualles	k o ɾ n w a ʝ e s
Corominas	k o ɾ o m i n a s
Corona	k o ɾ o n a
Coronado	k o ɾ o n a d o
Coronel	k o ɾ o n e l
Corozal	k o ɾ o θ a l
Correa	k o r e a
Corregidor	k o r e x i d o ɾ
Corro	k o r o
Cortes	k o ɾ t e s
Cortez	k o ɾ t e θ
Cortizo	k o ɾ t i θ o
Cortázar	k o ɾ t a θ a ɾ
Cortés	k o ɾ t e s
Corzo	k o ɾ θ o
Corán	k o ɾ a n
Coré	k o ɾ e
Costa	k o s t a
Costales	k o s t a l e s
Costilla	k o s t i ʝ a
Cotabato	k o t a b a t o
Cotonú	k o t o n u
Cotorra	k o t o r a
Covadonga	k o b a d o n ɡ a
Coveñas	k o b e ɲ a s
Covi	k o b i
Coyhaique	k o j a i k e
Coyote	k o ʝ o t e
Cracovia	k ɾ a k o b j a
Crescencio	k ɾ e s θ e n θ j o
Creta	k ɾ e t a
Criado	k ɾ j a d o
Crimea	k ɾ i m e a
Crisipo	k ɾ i s i p o
Cristales	k ɾ i s t a l e s
Cristina	k ɾ i s t i n a
Cristián	k ɾ i s t j a n
Cristo	k ɾ i s t o
Cristopher	k ɾ i s t o f e ɾ
Cristóbal	k ɾ i s t o b a l
Crisóstomo	k ɾ i s o s t o m o
Croacia	k ɾ o a θ j a
Crono	k ɾ o n o
Cronos	k ɾ o n o s
Crotona	k ɾ o t o n a
Cruces	k ɾ u θ e s
Cruz	k ɾ u θ
Cruzat	k ɾ u θ a t
Críspulo	k ɾ i s p u l o
Ctesifonte	t e s i f o n t e
Cuajinicuilapa	k w a x i n i k w i l a p a
Cuaresma	k w a ɾ e s m a
Cuartero	k w a ɾ t e ɾ o
Cuauhtémoc	k w a u t e m o k
Cuba	k u b a
Cubará	k u b a ɾ a
Cubillas	k u b i ʝ a s
Cucaita	k u k a i t a
Cuenca	k w e n k a
Cuernavaca	k w e ɾ n a b a k a
Cueto	k w e t o
Cuisnahuat	k w i s n a w a t
Culebra	k u l e b ɾ a
Culebrita	k u l e b ɾ i t a
Culiacán	k u l j a k a n
Cundinamarca	k u n d i n a m a ɾ k a
Cupido	k u p i d o
Curacautín	k u ɾ a k a u t i n
Curanipe	k u ɾ a n i p e
Curazao	k u ɾ a θ a o
Curepto	k u ɾ e b t o
Curico	k u ɾ i k o
Curicó	k u ɾ i k o
Curitiba	k u ɾ i t i b a
Cuscatancingo	k u s k a t a n θ i n ɡ o
Cusco	k u s k o
Cutervo	k u t e ɾ b o
Cuyultitán	k u ʝ u l t i t a n
Cuzco	k u θ k o
Czartoryski	t͡ʃ a ɾ t o ɾ i s k i
Cáceres	k a θ e ɾ e s
Cádiz	k a d i θ
Cáhuil	k a w i l
Cámpora	k a m p o ɾ a
Cápiz	k a p i θ
Cárcar	k a ɾ k a ɾ
Cárdenas	k a ɾ d e n a s
Cáucaso	k a u k a s o
Célebes	θ e l e b e s
César	θ e s a ɾ
Cícladas	θ i k l a d a s
Cómbita	k o m b i t a
Córcega	k o ɾ θ e ɡ a
Córdoba	k o ɾ d o b a
Córdova	k o ɾ d o b a
Cúcuta	k u k u t a
DVD	d e b e d e
DVD	d e u b e d e
Daca	d a k a
Dacia	d a θ j a
Dacosta	d a k o s t a
Daguestán	d a ɡ e s t a n
Daisy	d e i s i
Dakar	d a k a ɾ
Dalila	d a l i l a
Dalmacia	d a l m a θ j a
Damasco	d a m a s k o
Damián	d a m j a n
Damocles	d a m o k l e s
Dan	d a n
Dani	d a n i
Daniel	d a n j e l
Danilo	d a n i l o
Dante	d a n t e
Danubio	d a n u b j o
Darién	d a ɾ j e n
Darío	d a ɾ i o
David	d a b i d
Dayana	d a ʝ a n a
Daza	d a θ a
Decena	d e θ e n a
Deimos	d e i m o s
Delgado	d e l ɡ a d o
Delhi	d e l i
Delia	d e l j a
Deliz	d e l i θ
Delmy	d e l m i
Demetrio	d e m e t ɾ j o
Deméter	d e m e t e ɾ
Deodato	d e o d a t o
Despuig	d e s p u t͡ʃ
Detroit	d e t ɾ o i t
Deucalión	d e u k a l j o n
Deuteronomio	d e u t e ɾ o n o m j o
Deípara	d e i p a ɾ a
Diablo	d j a b l o
Diana	d j a n a
Diego	d j e ɡ o
Diez	d j e θ
Digna	d i ɡ n a
Diguillín	d i ɡ i ʝ i n
Dili	d i l i
Dimas	d i m a s
Dina	d i n a
Dinamarca	d i n a m a ɾ k a
Dinora	d i n o ɾ a
Diomedes	d j o m e d e s
Dion	d j o n
Dionisio	d j o n i s j o
Dioniso	d j o n i s o
Dios	d j o s
Diosdado	d j o s d a d o
Dipólog	d i p o l o ɡ
Disney	d i s n e i
Disney	d i s n i
Disney	d ɪ s n i
Divisaderos	d i b i s a d e ɾ o s
Diéguez	d j e ɡ e θ
Dodecaneso	d o d e k a n e s o
Dodoma	d o d o m a
Doha	d o a
Doha	d o x a
Dolomitas	d o l o m i t a s
Dolores	d o l o ɾ e s
Domingo	d o m i n ɡ o
Dominica	d o m i n i k a
Domínguez	d o m i n ɡ e θ
Donaire	d o n a i ɾ e
Donayre	d o n a i ɾ e
Donetsk	d o n e t s k
Dora	d o ɾ a
Dordoña	d o ɾ d o ɲ a
Doris	d o ɹ ɪ s
Doris	d o ɾ i s
Dorotea	d o ɾ o t e a
Doroteo	d o ɾ o t e o
Douglas	d o u ɡ l a s
Doña	d o ɲ a
Doñihue	d o ɲ i w e
Dracón	d ɾ a k o n
Dresde	d ɾ e s d e
Duarte	d w a ɾ t e
Dubinsky	d u b i n s k i
Dublín	d u b l i n
Duero	d w e ɾ o
Dueñas	d w e ɲ a s
Duisburgo	d w i s b u ɾ ɡ o
Dulcinea	d u l θ i n e a
Dumaguete	d u m a ɡ e t e
Dunkerque	d u n k e ɾ k e
Duque	d u k e
Durango	d u ɾ a n ɡ o
Dusambé	d u s a m b e
Dámaso	d a m a s o
Dávao	d a b a o
Dávila	d a b i l a
Débora	d e b o ɾ a
Dédalo	d e d a l o
Díaz	d i a θ
Düsseldorf	d u s e l d o ɾ f
EIIL	e i i e l e
ELA	e l a
EVA	e b a
Ebro	e b ɾ o
Echagüe	e t͡ʃ a ɡ w e
Echandía	e t͡ʃ a n d i a
Echano	e t͡ʃ a n o
Echegaray	e t͡ʃ e ɡ a ɾ a i
Echenique	e t͡ʃ e n i k e
Echevarria	e t͡ʃ e b a r i a
Echeverría	e t͡ʃ e b e r i a
Echezuria	e t͡ʃ e θ u ɾ j a
Eclesiastés	e k l e s j a s t e s
Ecuador	e k w a d o ɾ
Edenilson	e d e n i l s o n
Eder	e d e ɾ
Edgardo	e d ɡ a ɾ d o
Edimburgo	e d i m b u ɾ ɡ o
Edipo	e d i p o
Edita	e d i t a
Edith	e d i d
Edmonton	e d m o n t o n
Edmundo	e d m u n d o
Edna	e d n a
Eduardo	e d w a ɾ d o
Edwin	e d w i n
Edén	e d e n
Efesios	e f e s j o s
Efialtes	e f j a l t e s
Efraín	e f ɾ a i n
Egidio	e x i d j o
Egipto	e x i b t o
Eguía	e ɡ i a
Eileen	a i l i n
Eiza	e i θ a
Eizaguirre	e i θ a ɡ i r e
Ekaterimburgo	e k a t e ɾ i m b u ɾ ɡ o
Eladio	e l a d j o
Elam	e l a m
Elcano	e l k a n o
Elche	e l t͡ʃ e
Eleazar	e l e a θ a ɾ
Elena	e l e n a
Eleuterio	e l e u t e ɾ j o
Elgóibar	e l ɡ o i b a ɾ
Eligio	e l i x j o
Elio	e l j o
Elisa	e l i s a
Eliseo	e l i s e o
Elizabeth	e l i θ a b e d
Elizaga	e l i θ a ɡ a
Elizalde	e l i θ a l d e
Elizondo	e l i θ o n d o
Elián	e l j a n
Eljas	e l x a s
Elmer	e l m e ɾ
Elorriaga	e l o r j a ɡ a
Eloy	e l o i
Elpidio	e l p i d j o
Elqui	e l k i
Elsa	e l s a
Elsinor	e l s i n o ɾ
Elsy	e l s i
Elvira	e l b i ɾ a
Elvis	e l b i s
Elías	e l i a s
Elíseo	e l i s e o
Emanuel	e m a n w e l
Emilia	e m i l j a
Emiliano	e m i l j a n o
Emilio	e m i l j o
Emma	e m a
Emperatriz	e m p e ɾ a t ɾ i θ
Empédocles	e m p e d o k l e s
Encarnación	e n k a ɾ n a θ j o n
Encinas	e n θ i n a s
Encélado	e n θ e l a d o
Endaya	e n d a ʝ a
Enka	e n k a
Enoc	e n o k
Enrique	e n r i k e
Enríquez	e n r i k e θ
Ensenada	e n s e n a d a
Eolo	e o l o
Eos	e o s
Epicuro	e p i k u ɾ o
Epimeteo	e p i m e t e o
Epiro	e p i ɾ o
Equidna	e k i d n a
Erasmo	e ɾ a s m o
Erazo	e ɾ a θ o
Ereguayquín	e ɾ e ɡ w a i k i n
Ereván	e ɾ e b a n
Erica	e ɾ i k a
Eris	e ɾ i s
Eritrea	e ɾ i t ɾ e a
Ernesto	e ɾ n e s t o
Ernández	e ɾ n a n d e θ
Eros	e ɾ o s
Errejón	e r e x o n
Ertzaintza	e ɾ t͡ʃ a i n t͡ʃ a
Ertzaintza	e ɾ t͡ʃ a n t͡ʃ a
Esaú	e s a u
Escalante	e s k a l a n t e
Escalona	e s k a l o n a
Escalón	e s k a l o n
Escamilla	e s k a m i ʝ a
Escandinavia	e s k a n d i n a b j a
Escarzaga	e s k a ɾ θ a ɡ a
Escila	e s θ i l a
Escitia	e s θ i t j a
Escobar	e s k o b a ɾ
Escocia	e s k o θ j a
Escolástica	e s k o l a s t i k a
Escorpión	e s k o ɾ p j o n
Escoto	e s k o t o
Escovar	e s k o b a ɾ
Escribano	e s k ɾ i b a n o
Escudero	e s k u d e ɾ o
Escuintla	e s k w i n t l a
Esdras	e s d ɾ a s
Esfinge	e s f i n x e
Eslava	e s l a b a
Eslavonia	e s l a b o n j a
Eslovaquia	e s l o b a k j a
Eslovenia	e s l o b e n j a
Esmeralda	e s m e ɾ a l d a
Esmeraldas	e s m e ɾ a l d a s
Esmirna	e s m i ɾ n a
Espartero	e s p a ɾ t e ɾ o
Esparza	e s p a ɾ θ a
España	e s p a ɲ a
Españita	e s p a ɲ i t a
Español	e s p a ɲ o l
Espeleta	e s p e l e t a
Esperancejo	e s p e ɾ a n θ e x o
Esperanza	e s p e ɾ a n θ a
Espina	e s p i n a
Espinal	e s p i n a l
Espinar	e s p i n a ɾ
Espíndola	e s p i n d o l a
Esquel	e s k e l
Esquivel	e s k i b e l
Esquivias	e s k i b j a s
Estado	e s t a d o
Estambul	e s t a m b u l
Estanislao	e s t a n i s l a o
Estanzuelas	e s t a n θ w e l a s
Esteban	e s t e b a n
Estefany	e s t e f a n i
Estefanía	e s t e f a n i a
Estegui	e s t e ɡ i
Esteguy	e s t e ɡ u i
Estella	e s t e ʝ a
Estelí	e s t e l i
Estepona	e s t e p o n a
Ester	e s t e ɾ
Estevan	e s t e b a n
Esther	e s t e ɾ
Estige	e s t i x e
Estigia	e s t i x j a
Estonia	e s t o n j a
Estrada	e s t ɾ a d a
Estrasburgo	e s t ɾ a s b u ɾ ɡ o
Estupiñán	e s t u p i ɲ a n
Estévez	e s t e b e θ
Esuatini	e s w a t i n i
Etcheverry	e t͡ʃ e b e r i
Etiopía	e t j o p i a
Etruria	e t ɾ u ɾ j a
Etura	e t u ɾ a
Eubea	e u b e a
Euclides	e u k l i d e s
Eudocia	e u d o θ j a
Eufemia	e u f e m j a
Eufrates	e u f ɾ a t e s
Eugenia	e u x e n j a
Eugenio	e u x e n j o
Eulalia	e u l a l j a
Eulogia	e u l o x j a
Eulogio	e u l o x j o
Eurabia	e u ɾ a b j a
Eurasia	e u ɾ a s j a
Europa	e u ɾ o p a
Eurovisión	e u ɾ o b i s j o n
Eurídice	e u ɾ i d i θ e
Eusebio	e u s e b j o
Euskadi	e u s k a d i
Eutimia	e u t i m j a
Eutiquia	e u t i k j a
Eva	e b a
Evangelina	e b a n x e l i n a
Evaristo	e b a ɾ i s t o
Evelin	e b e l i n
Evelio	e b e l j o
Ever	e b e ɾ
Everardo	e b e ɾ a ɾ d o
Everest	e b e ɾ e s t
Evita	e b i t a
Excel	e ɡ s θ e l
Excálibur	e ɡ s k a l i b u ɾ
Expósito	e ɡ s p o s i t o
