ա	ɑ
ամարաստան	ɑ m ɑ ɾ ɑ s t ɑ n
ամբակում	ɑ m pʰ ɑ ɡ u m
ամբաստանյալ	ɑ m pʰ ɑ s t ɑ n j ɑ l
ամբաստանք	ɑ m pʰ ɑ s t ɑ ŋ kʰ
ամբար	ɑ m pʰ ɑ ɾ
ամբարիշտ	ɑ m pʰ ɑ ɾ i ʃ t
ամբարհավաճություն	ɑ m pʰ ɑ ɾ h ɑ v ɑ d͡ʒ u tʰ ʏ n
ամբարտակ	ɑ m pʰ ɑ ɾ d ɑ ɡ
ամբարտավան	ɑ m pʰ ɑ ɾ d ɑ v ɑ n
ամբարտավանական	ɑ m pʰ ɑ ɾ d ɑ v ɑ n ɑ ɡ ɑ n
ամբարտավանանալ	ɑ m pʰ ɑ ɾ d ɑ v ɑ n ɑ n ɑ l
ամբարտավանել	ɑ m pʰ ɑ ɾ d ɑ v ɑ n ɛ l
ամբարտավանորեն	ɑ m pʰ ɑ ɾ d ɑ v ɑ n ɔ ɾ ɛ n
ամբարտավանություն	ɑ m pʰ ɑ ɾ d ɑ v ɑ n u tʰ ʏ n
ամբիցիոզ	ɑ m pʰ i t͡sʰ i ɔ z
ամբոխ	ɑ m pʰ ɔ χ
ամբողջ	ɑ m pʰ ɔ χ t͡ʃʰ
ամբողջություն	ɑ m pʰ ɔ χ t͡ʃʰ u tʰ ʏ n
ամեհի	ɑ m ɛ h i
ամեն	ɑ m ɛ n
ամենաբարձր	ɑ m ɛ n ɑ pʰ ɑ ɾ t͡sʰ ə ɾ
ամենագետ	ɑ m ɛ n ɑ kʰ ɛ d
ամենազոր	ɑ m ɛ n ɑ z ɔ ɾ
ամենալավ	ɑ m ɛ n ɑ l ɑ v
ամենակալ	ɑ m ɛ n ɑ ɡ ɑ l
ամենամեծ	ɑ m ɛ n ɑ m ɛ d͡z
ամենայն	ɑ m ɛ n ɑ j n
ամենեւին	ɑ m ɛ n ɛ v i n
ամենուր	ɑ m ɛ n u ɾ
ամենուրեք	ɑ m ɛ n u ɾ ɛ kʰ
ամեոբա	ɑ m ɛ ɔ pʰ ɑ
ամերիկա	ɑ m ɛ ɾ i ɡ ɑ
ամերիկական	ɑ m ɛ ɾ i ɡ ɑ ɡ ɑ n
ամերիկահայ	ɑ m ɛ ɾ i ɡ ɑ h ɑ j
ամերիկայի	ɑ m ɛ ɾ i ɡ ɑ j i
ամերիկացի	ɑ m ɛ ɾ i ɡ ɑ t͡sʰ i
ամերիկյան	ɑ m ɛ ɾ i ɡ j ɑ n
ամերիկուհի	ɑ m ɛ ɾ i ɡ u h i
ամերիցիում	ɑ m ɛ ɾ i t͡sʰ i j u m
ամէ	ɑ m ə ɛ
ամիկ	ɑ m i ɡ
ամիճ	ɑ m i d͡ʒ
ամիս	ɑ m i s
ամիրա	ɑ m i ɾ ɑ
ամիրյան	ɑ m i ɾ j ɑ n
ամիրսպասալար	ɑ m i ɾ s p ɑ s ɑ l ɑ ɾ
ամլիկ	ɑ m l i ɡ
ամհարերեն	ɑ m h ɑ ɾ ɛ ɾ ɛ n
ամման	ɑ mː ɑ n
ամն	ɑ m ə n ə
ամնիստիա	ɑ m n i s t j ɑ
ամոթ	ɑ m ɔ tʰ
ամոթույք	ɑ m ɔ tʰ u j kʰ
ամոլ	ɑ m ɔ l
ամորձակալ	ɑ m ɔ ɾ t͡sʰ ɑ ɡ ɑ l
ամորձապարկ	ɑ m ɔ ɾ t͡sʰ ɑ b ɑ ɾ ɡ
ամորձատել	ɑ m ɔ ɾ t͡sʰ ɑ d ɛ l
ամորձի	ɑ m ɔ ɾ t͡sʰ i
ամորձիք	ɑ m ɔ ɾ t͡sʰ i kʰ
ամուդարյա	ɑ m u tʰ ɑ ɾ j ɑ
ամուլ	ɑ m u l
ամուսին	ɑ m u s i n
ամուսնալուծություն	ɑ m u s n ɑ l u d͡z u tʰ ʏ n
ամուսնանալ	ɑ m u s n ɑ n ɑ l
ամուսնացած	ɑ m u s n ɑ t͡sʰ ɑ d͡z
ամուսնացնել	ɑ m u s n ɑ t͡sʰ ə n ɛ l
ամուսնություն	ɑ m u s n u tʰ ʏ n
ամուր	ɑ m u ɾ
ամուրի	ɑ m u ɾ i
ամոք	ɑ m ɔ kʰ
ամպ	ɑ m b
ամպար	ɑ m b ɑ ɾ
ամպել	ɑ m b ɛ l
ամպեղեն	ɑ m b ɛ ʁ ɛ n
ամպրոպ	ɑ m b ɾ ɔ b
ամսագիր	ɑ m s ɑ kʰ i ɾ
ամսական	ɑ m s ɑ ɡ ɑ n
ամսեկան	ɑ m s ɛ ɡ ɑ n
ամստերդամ	ɑ m s t ɛ ɾ tʰ ɑ m
ամրագոտի	ɑ m ɾ ɑ kʰ ɔ d i
ամրածածուկ	ɑ m ɾ ɑ d͡z ɑ d͡z u ɡ
ամրակ	ɑ m ɾ ɑ ɡ
ամրակազմ	ɑ m ɾ ɑ ɡ ɑ z m
ամրապնդում	ɑ m ɾ ɑ b ə n tʰ u m
ամրոց	ɑ m ɾ ɔ t͡sʰ
ամփոփել	ɑ m pʰ ɔ pʰ ɛ l
այբ	ɑ j pʰ
այբբենարան	ɑ j pʰː ɛ n ɑ ɾ ɑ n
այբուբեն	ɑ j pʰ u pʰ ɛ n
այգ	ɑ j kʰ
այգաբաց	ɑ j kʰ ɑ pʰ ɑ t͡sʰ
այգեպան	ɑ j kʰ ɛ b ɑ n
այգեստան	ɑ j kʰ ɛ s t ɑ n
այգեվետ	ɑ j kʰ ɛ v ɛ d
այգի	ɑ j kʰ i
այդ	ɑ j tʰ
այդուհանդերձ	ɑ j tʰ u h ɑ n tʰ ɛ ɾ t͡sʰ
այդպես	ɑ j tʰ p ɛ s
այդտեղ	ɑ j tʰ t ɛ ʁ
այժմ	ɑ j ʒ ə m
այժմիկ	ɑ j ʒ ə m i ɡ
այժմու	ɑ j ʒ ə m u
այլ	ɑ j l
այլանդակություն	ɑ j l ɑ n tʰ ɑ ɡ u tʰ ʏ n
այլասիրական	ɑ j l ɑ s i ɾ ɑ ɡ ɑ n
այլատյաց	ɑ j l ɑ d j ɑ t͡sʰ
այլատյացություն	ɑ j l ɑ d j ɑ t͡sʰ u tʰ ʏ n
այլափառ	ɑ j l ɑ pʰ ɑ ɾ
այլեւայլ	ɑ j l ɛ v ɑ j l
այլեւայլություն	ɑ j l ɛ v ɑ j l u tʰ ʏ n
այլեւս	ɑ j l ɛ v ə s
այլընտրանք	ɑ j l ə n d ɾ ɑ ŋ kʰ
այլընտրանքային	ɑ j l ə n d ɾ ɑ ŋ kʰ ɑ j i n
այծ	ɑ j d͡z
այծեմնիկ	ɑ j d͡z ɛ m n i ɡ
այծենի	ɑ j d͡z ɛ n i
այծյա	ɑ j d͡z j ɑ
այծյամ	ɑ j d͡z j ɑ m
այծքաղ	ɑ j t͡sʰ kʰ ɑ ʁ
այմարա	ɑ j m ɑ ɾ ɑ
այն	ɑ j n
այնուամենայնիվ	ɑ j n u ɑ m ɛ n ɑ j n i v
այնուհետեւ	ɑ j n u h ɛ d ɛ v
այնպես	ɑ j n b ɛ s
այնպիսի	ɑ j n b i s i
այնտեղ	ɑ j n d ɛ ʁ
այո	ɑ j ɔ
այուբյան	ɑ j u pʰ j ɑ n
այս	ɑ j s
այսբերգ	ɑ j s pʰ ɛ ɾ kʰ
այսինքն	ɑ j s i ŋ kʰ ə n
այսու	ɑ j s u
այսուամենայնիվ	ɑ j s u ɑ m ɛ n ɑ j n i v
այսուհանդերձ	ɑ j s u h ɑ n tʰ ɛ ɾ t͡sʰ
այսուհետ	ɑ j s u h ɛ d
այսուհետեւ	ɑ j s u h ɛ d ɛ v
այսպես	ɑ j s p ɛ s
այստեղ	ɑ j s t ɛ ʁ
այստեղացի	ɑ j s t ɛ ʁ ɑ t͡sʰ i
այսրկովկաս	ɑ j s ə ɾ ɡ ɔ f ɡ ɑ s
այսրկովկասյան	ɑ j s ə ɾ ɡ ɔ f ɡ ɑ s j ɑ n
այսօր	ɑ j s ɔ ɾ
այվազյան	ɑ j v ɑ z j ɑ n
այտ	ɑ j d
այտամորուք	ɑ j d ɑ m ɔ ɾ u kʰ
այտուց	ɑ j d u t͡sʰ
այր	ɑ j ɾ
այրան	ɑ j ɾ ɑ n
այրացի	ɑ j ɾ ɑ t͡sʰ i
այրել	ɑ j ɾ ɛ l
այրի	ɑ j ɾ i
այրուկ	ɑ j ɾ u ɡ
այրուձի	ɑ j ɾ u t͡sʰ i
այրուք	ɑ j ɾ u kʰ
այրվել	ɑ j ɾ v ɛ l
այց	ɑ j t͡sʰ
այցելել	ɑ j t͡sʰ ɛ l ɛ l
այցելություն	ɑ j t͡sʰ ɛ l u tʰ ʏ n
ան	ɑ n
անագ	ɑ n ɑ kʰ
անագան	ɑ n ɑ kʰ ɑ n
անագապղինձ	ɑ n ɑ kʰ ɑ b ə ʁ i n t͡sʰ
անագորույն	ɑ n ɑ kʰ ɔ ɾ u j n
անադիր	ɑ n ɑ tʰ i ɾ
անազատություն	ɑ n ɑ z ɑ d u tʰ ʏ n
անազնիվ	ɑ n ɑ z n i v
անալի	ɑ n ɑ l i
անախորժ	ɑ n ɑ χ ɔ ɾ ʒ
անակ	ɑ n ɑ ɡ
անակնկալ	ɑ n ɑ ɡ ə ŋ ɡ ɑ l
անակրեոն	ɑ n ɑ ɡ ɾ ɛ ɔ n
անահիտ	ɑ n ɑ h i d
անաղարտ	ɑ n ɑ ʁ ɑ ɾ d
անաղի	ɑ n ɑ ʁ i
անամոք	ɑ n ɑ m ɔ kʰ
անանուխ	ɑ n ɑ n u χ
անանցողական	ɑ n ɑ n t͡sʰ ɔ ʁ ɑ ɡ ɑ n
անապատ	ɑ n ɑ b ɑ d
անապեստ	ɑ n ɑ b ɛ s t
անասնաբույժ	ɑ n ɑ s n ɑ pʰ u j ʒ
անասուն	ɑ n ɑ s u n
անաստաս	ɑ n ɑ s t ɑ s
անատակ	ɑ n ɑ d ɑ ɡ
անատոլիա	ɑ n ɑ d ɔ l j ɑ
անատոլիական	ɑ n ɑ d ɔ l j ɑ ɡ ɑ n
անատոմիա	ɑ n ɑ d ɔ m j ɑ
անարատ	ɑ n ɑ ɾ ɑ d
անարդար	ɑ n ɑ ɾ tʰ ɑ ɾ
անարդարություն	ɑ n ɑ ɾ tʰ ɑ ɾ u tʰ ʏ n
անարի	ɑ n ɑ ɾ i
անարխիզմ	ɑ n ɑ ɾ χ i z m
անաքսագորաս	ɑ n ɑ kʰ s ɑ kʰ ɔ ɾ ɑ s
անաքսիմանդրոս	ɑ n ɑ kʰ s i m ɑ n tʰ ɾ ɔ s
անաքսիմենես	ɑ n ɑ kʰ s i m ɛ n ɛ s
անբան	ɑ n pʰ ɑ n
անբարյացակամ	ɑ n pʰ ɑ ɾ j ɑ t͡sʰ ɑ ɡ ɑ m
անբարյացկամ	ɑ n pʰ ɑ ɾ j ɑ t͡sʰ k ɑ m
անբիծ	ɑ n pʰ i d͡z
անբնակ	ɑ n pʰ ə n ɑ ɡ
անբովանդակ	ɑ n pʰ ɔ v ɑ n tʰ ɑ ɡ
անգ	ɑ ŋ kʰ
անգամ	ɑ ŋ kʰ ɑ m
անգեղ	ɑ ŋ kʰ ɛ ʁ
անգի	ɑ ŋ kʰ i
անգինա	ɑ ŋ kʰ i n ɑ
անգիր	ɑ ŋ kʰ i ɾ
անգլերեն	ɑ ŋ kʰ l ɛ ɾ ɛ n
անգլիա	ɑ ŋ kʰ l j ɑ
անգլիական	ɑ ŋ kʰ l j ɑ ɡ ɑ n
անգլիացի	ɑ ŋ kʰ l j ɑ t͡sʰ i
անգլուհի	ɑ ŋ kʰ l u h i
անգղ	ɑ ŋ kʰ ə ʁ
անգմոկիո	ɑ ŋ kʰ m ɔ ɡ i ɔ
անգյալ	ɑ ŋ kʰ j ɑ l
անգնահատելի	ɑ ŋ kʰ ə n ɑ h ɑ d ɛ l i
անգոլա	ɑ ŋ kʰ ɔ l ɑ
անգործ	ɑ ŋ kʰ ɔ ɾ d͡z
անգործածելի	ɑ ŋ kʰ ɔ ɾ d͡z ɑ d͡z ɛ l i
անգրագետ	ɑ ŋ kʰ ə ɾ ɑ kʰ ɛ d
անգրագետ	ɑ ŋ kʰ ɾ ɑ kʰ ɛ d
անդ	ɑ n tʰ
անդադար	ɑ n tʰ ɑ tʰ ɑ ɾ
անդամ	ɑ n tʰ ɑ m
անդամալուծել	ɑ n tʰ ɑ m ɑ l u d͡z ɛ l
անդամալուծություն	ɑ n tʰ ɑ m ɑ l u d͡z u tʰ ʏ n
անդամալուծվել	ɑ n tʰ ɑ m ɑ l u d͡z v ɛ l
անդամալույծ	ɑ n tʰ ɑ m ɑ l u j d͡z
անդամակից	ɑ n tʰ ɑ m ɑ ɡ i t͡sʰ
անդաստակ	ɑ n tʰ ɑ s t ɑ ɡ
անդաստան	ɑ n tʰ ɑ s t ɑ n
անդեորդ	ɑ n tʰ ɛ ɔ ɾ tʰ
անդեր	ɑ n tʰ ɛ ɾ
անդիորդ	ɑ n tʰ i j ɔ ɾ tʰ
անդյա	ɑ n tʰ j ɑ
անդոհական	ɑ n tʰ ɔ h ɑ ɡ ɑ n
անդորա	ɑ n tʰ ɔ ɾ ɑ
անդորր	ɑ n tʰ ɔ ɾː
անդորրա	ɑ n tʰ ɔ ɾː ɑ
անդորրագիր	ɑ n tʰ ɔ ɾː ɑ kʰ i ɾ
անդուլ	ɑ n tʰ u l
անդունդ	ɑ n tʰ u n tʰ
անդունդք	ɑ n tʰ u n tʰ kʰ
անդրադառնալ	ɑ n tʰ ɾ ɑ tʰ ɑ ɾ n ɑ l
անդրանիկ	ɑ n tʰ ɾ ɑ n i ɡ
անդրավարտիք	ɑ n tʰ ɾ ɑ v ɑ ɾ d i kʰ
անդրբայկալ	ɑ n tʰ ə ɾ pʰ ɑ j ɡ ɑ l
անդրեաս	ɑ n tʰ ɾ ɛ ɑ s
անդրի	ɑ n tʰ ɾ i
անդրիասյան	ɑ n tʰ ɾ i j ɑ s j ɑ n
անդրկովկաս	ɑ n tʰ ə ɾ ɡ ɔ f ɡ ɑ s
անդրկովկասյան	ɑ n tʰ ə ɾ ɡ ɔ f ɡ ɑ s j ɑ n
անդրկովկասցի	ɑ n tʰ ə ɾ ɡ ɔ f ɡ ɑ s t͡sʰ i
անդրհորդանան	ɑ n tʰ ə ɾ h ɔ ɾ tʰ ɑ n ɑ n
անդրշիրիմյան	ɑ n tʰ ə ɾ ʃ i ɾ i m j ɑ n
անդրոմաքե	ɑ n tʰ ɾ ɔ m ɑ kʰ ɛ
անդրուար	ɑ n tʰ ɾ u ɑ ɾ
անդրուվար	ɑ n tʰ ɾ u v ɑ ɾ
անդրջրհեղեղյան	ɑ n tʰ ə ɾ t͡ʃʰ ə ɾ h ɛ ʁ ɛ ʁ j ɑ n
անեզական	ɑ n ɛ z ɑ ɡ ɑ n
անել	ɑ n ɛ l
անելիք	ɑ n ɛ l i kʰ
անեծք	ɑ n ɛ t͡sʰ kʰ
անեկդոտ	ɑ n ɛ kʰ tʰ ɔ d
աներ	ɑ n ɛ ɾ
աներկյուղ	ɑ n ɛ ɾ ɡ ʏ ʁ
աներկյուղաբար	ɑ n ɛ ɾ ɡ ʏ ʁ ɑ pʰ ɑ ɾ
աներկյուղանալ	ɑ n ɛ ɾ ɡ ʏ ʁ ɑ n ɑ l
աներկյուղություն	ɑ n ɛ ɾ ɡ ʏ ʁ u tʰ ʏ n
աներձագ	ɑ n ɛ ɾ t͡sʰ ɑ kʰ
աներորդի	ɑ n ɛ ɾ ɔ ɾ tʰ i
անզգայաբար	ɑ n ə s kʰ ɑ j ɑ pʰ ɑ ɾ
անզգայանալ	ɑ n ə s kʰ ɑ j ɑ n ɑ l
անզգայացնել	ɑ n ə s kʰ ɑ j ɑ t͡sʰ ə n ɛ l
անզգայացում	ɑ n ə s kʰ ɑ j ɑ t͡sʰ u m
անզգայացուցիչ	ɑ n ə s kʰ ɑ j ɑ t͡sʰ u t͡sʰ i t͡ʃʰ
անզգայացվել	ɑ n ə s kʰ ɑ j ɑ t͡sʰ v ɛ l
անզգայորեն	ɑ n ə s kʰ ɑ j ɔ ɾ ɛ n
անզգայություն	ɑ n ə s kʰ ɑ j u tʰ ʏ n
անզոր	ɑ n z ɔ ɾ
անընդհատ	ɑ n ə n tʰ h ɑ d
անընդհատ	ɑ n ə n tʰ ɑ d
անթ	ɑ n tʰ
անթայր	ɑ n tʰ ɑ j ɾ
անթառամ	ɑ n tʰ ɑ ɾ ɑ m
անթարշամ	ɑ n tʰ ɑ ɾ ʃ ɑ m
անթացուպ	ɑ n tʰ ɑ t͡sʰ u b
անթեղ	ɑ n tʰ ɛ ʁ
անթերի	ɑ n tʰ ɛ ɾ i
անթրոպոմորֆիզմ	ɑ n tʰ ɾ ɔ b ɔ m ɔ ɾ f i z m
անժաժ	ɑ n ʒ ɑ ʒ
անժելա	ɑ n ʒ ɛ l ɑ
անժու	ɑ n ʒ u
անժուացի	ɑ n ʒ u ɑ t͡sʰ i
անի	ɑ n i
անիծ	ɑ n i d͡z
անիծել	ɑ n i d͡z ɛ l
անիծյալ	ɑ n i d͡z j ɑ l
անիմաստ	ɑ n i m ɑ s t
անիշխանություն	ɑ n i ʃ χ ɑ n u tʰ ʏ n
անիոն	ɑ n i j ɔ n
անիսոն	ɑ n i s ɔ n
անիվ	ɑ n i v
անիրավ	ɑ n i ɾ ɑ v
անխելք	ɑ n χ ɛ l kʰ
անխնա	ɑ n χ ə n ɑ
անծանոթ	ɑ n d͡z ɑ n ɔ tʰ
անկախ	ɑ ŋ ɡ ɑ χ
անկախություն	ɑ ŋ ɡ ɑ χ u tʰ ʏ n
անկած	ɑ ŋ ɡ ɑ d͡z
անկանել	ɑ ŋ ɡ ɑ n ɛ l
անկանոն	ɑ ŋ ɡ ɑ n ɔ n
անկաշկանդ	ɑ ŋ ɡ ɑ ʃ k ɑ n tʰ
անկասկած	ɑ ŋ ɡ ɑ s k ɑ d͡z
անկարա	ɑ ŋ ɡ ɑ ɾ ɑ
անկարելի	ɑ ŋ ɡ ɑ ɾ ɛ l i
անկեղծություն	ɑ ŋ ɡ ɛ ʁ d͡z u tʰ ʏ n
անկյալ	ɑ ŋ ɡ j ɑ l
անկյուն	ɑ ŋ ɡ ʏ n
անկողին	ɑ ŋ ɡ ɔ ʁ i n
անկողմնակալ	ɑ ŋ ɡ ɔ ʁ m n ɑ ɡ ɑ l
անկողմնակալություն	ɑ ŋ ɡ ɔ ʁ m n ɑ ɡ ɑ l u tʰ ʏ n
անկոս	ɑ ŋ ɡ ɔ s
անկում	ɑ ŋ ɡ u m
անկուշտ	ɑ ŋ ɡ u ʃ t
անկված	ɑ ŋ ɡ v ɑ d͡z
անկտի	ɑ ŋ ɡ ə d i
անհաղթ	ɑ n h ɑ χ tʰ
անհաղթելի	ɑ n h ɑ χ tʰ ɛ l i
անհամ	ɑ n h ɑ m
անհամբեր	ɑ n h ɑ m pʰ ɛ ɾ
անհամեստ	ɑ n h ɑ m ɛ s t
անհամեստորեն	ɑ n h ɑ m ɛ s t ɔ ɾ ɛ n
անհամեստություն	ɑ n h ɑ m ɛ s t u tʰ ʏ n
անհամերաշխություն	ɑ n h ɑ m ɛ ɾ ɑ ʃ χ u tʰ ʏ n
անհայտ	ɑ n h ɑ j d
անհանգիստ	ɑ n h ɑ ŋ kʰ i s t
անհանգստանալ	ɑ n h ɑ ŋ kʰ ə s t ɑ n ɑ l
անհապաղ	ɑ n h ɑ b ɑ ʁ
անհապաղելի	ɑ n h ɑ b ɑ ʁ ɛ l i
անհապաղորեն	ɑ n h ɑ b ɑ ʁ ɔ ɾ ɛ n
անհաջողություն	ɑ n h ɑ t͡ʃʰ ɔ ʁ u tʰ ʏ n
անհասանելի	ɑ n h ɑ s ɑ n ɛ l i
անհավանական	ɑ n h ɑ v ɑ n ɑ ɡ ɑ n
անհավատ	ɑ n h ɑ v ɑ d
անհատ	ɑ n h ɑ d
անհատակ	ɑ n h ɑ d ɑ ɡ
անհատականություն	ɑ n h ɑ d ɑ ɡ ɑ n u tʰ ʏ n
անհեթեթ	ɑ n h ɛ tʰ ɛ tʰ
անհեթեթություն	ɑ n h ɛ tʰ ɛ tʰ u tʰ ʏ n
անհեռանկարային	ɑ n h ɛ ɾ ɑ n ə ɡ ɑ ɾ ɑ j i n
անհետ	ɑ n h ɛ d
անհետանալ	ɑ n h ɛ d ɑ n ɑ l
անհերքելի	ɑ n h ɛ ɾ kʰ ɛ l i
անհիմն	ɑ n h i m ə n
անհնազանդ	ɑ n h ə n ɑ z ɑ n tʰ
անհնազանդություն	ɑ n h ə n ɑ z ɑ n tʰ u tʰ ʏ n
անհնար	ɑ n h ə n ɑ ɾ
անհույս	ɑ n h u j s
անհուն	ɑ n h u n
անհրաժեշտ	ɑ n h ə ɾ ɑ ʒ ɛ ʃ t
անհրաժեշտ	ɑ n ɾ ɑ ʒ ɛ ʃ t
անհրաժեշտություն	ɑ n h ə ɾ ɑ ʒ ɛ ʃ t u tʰ ʏ n
անհրաժեշտություն	ɑ n ɾ ɑ ʒ ɛ ʃ t u tʰ ʏ n
անձ	ɑ n t͡sʰ
անձամբ	ɑ n t͡sʰ ɑ m pʰ
անձավ	ɑ n t͡sʰ ɑ v
անձեռնահաս	ɑ n t͡sʰ ɛ ɾ n ɑ h ɑ s
անձեռնհաս	ɑ n t͡sʰ ɛ ɾ ə n h ɑ s
անձեռնոցիկ	ɑ n t͡sʰ ɛ ɾ n ɔ t͡sʰ i ɡ
անձեռոց	ɑ n t͡sʰ ɛ ɾ ɔ t͡sʰ
անձեռոցիկ	ɑ n t͡sʰ ɛ ɾ ɔ t͡sʰ i ɡ
անձինք	ɑ n t͡sʰ i ŋ kʰ
անձիք	ɑ n t͡sʰ i kʰ
անձնագիր	ɑ n t͡sʰ n ɑ kʰ i ɾ
անձնակազմ	ɑ n t͡sʰ n ɑ ɡ ɑ z m
անձնական	ɑ n t͡sʰ n ɑ ɡ ɑ n
անձնանուն	ɑ n t͡sʰ n ɑ n u n
անձնավոր	ɑ n t͡sʰ n ɑ v ɔ ɾ
անձնատու	ɑ n t͡sʰ n ɑ d u
անձնատվություն	ɑ n t͡sʰ n ɑ d ə v u tʰ ʏ n
անձնեղ	ɑ n t͡sʰ n ɛ ʁ
անձնյա	ɑ n t͡sʰ n j ɑ
անձուկ	ɑ n t͡sʰ u ɡ
անձրեւ	ɑ n t͡sʰ ɾ ɛ v
անձրեւանոց	ɑ n t͡sʰ ɾ ɛ v ɑ n ɔ t͡sʰ
անձրեւել	ɑ n t͡sʰ ɾ ɛ v ɛ l
անձրուկ	ɑ n t͡sʰ ɾ u ɡ
անճար	ɑ n d͡ʒ ɑ ɾ
անճարակ	ɑ n d͡ʒ ɑ ɾ ɑ ɡ
անճոռնի	ɑ n d͡ʒ ɔ ɾ n i
անմահ	ɑ n m ɑ h
անմահություն	ɑ n m ɑ h u tʰ ʏ n
անմարդաբնակ	ɑ n m ɑ ɾ tʰ ɑ pʰ ə n ɑ ɡ
անմեղ	ɑ n m ɛ ʁ
անմեղություն	ɑ n m ɛ ʁ u tʰ ʏ n
անմեռ	ɑ n m ɛ ɾ
անմեռական	ɑ n m ɛ ɾ ɑ ɡ ɑ n
անմիաբանություն	ɑ n m i j ɑ pʰ ɑ n u tʰ ʏ n
անմիջաբար	ɑ n m i t͡ʃʰ ɑ pʰ ɑ ɾ
անմիջական	ɑ n m i t͡ʃʰ ɑ ɡ ɑ n
անմիջականորեն	ɑ n m i t͡ʃʰ ɑ ɡ ɑ n ɔ ɾ ɛ n
անմիջականություն	ɑ n m i t͡ʃʰ ɑ ɡ ɑ n u tʰ ʏ n
անմիջապես	ɑ n m i t͡ʃʰ ɑ b ɛ s
անմիջնորդաբար	ɑ n m i t͡ʃʰ n ɔ ɾ tʰ ɑ pʰ ɑ ɾ
անմիս	ɑ n m i s
անմիտ	ɑ n m i d
անմնացորդ	ɑ n m ə n ɑ t͡sʰ ɔ ɾ tʰ
անմոռուկ	ɑ n m ɔ ɾ u ɡ
աննա	ɑ nː ɑ
աննամուս	ɑ nː ɑ m u s
աննկուն	ɑ nː ə ɡ u n
աննման	ɑ nː ə m ɑ n
աննպաստ	ɑ nː ə b ɑ s t
աննվաճ	ɑ nː ə v ɑ d͡ʒ
անշարժ	ɑ n ʃ ɑ ɾ ʒ
անշեն	ɑ n ʃ ɛ n
անշեջ	ɑ n ʃ ɛ t͡ʃʰ
անշշուկ	ɑ n ʃ ə ʃ u ɡ
անշուշտ	ɑ n ʃ u ʃ t
անշուք	ɑ n ʃ u kʰ
անշրջելի	ɑ n ʃ ə ɾ t͡ʃʰ ɛ l i
անոդ	ɑ n ɔ tʰ
անոթ	ɑ n ɔ tʰ
անոթի	ɑ n ɔ tʰ i
անոնք	ɑ n ɔ ŋ kʰ
անորոշ	ɑ n ɔ ɾ ɔ ʃ
անորոշաբար	ɑ n ɔ ɾ ɔ ʃ ɑ pʰ ɑ ɾ
անորոշակի	ɑ n ɔ ɾ ɔ ʃ ɑ ɡ i
անորոշանալ	ɑ n ɔ ɾ ɔ ʃ ɑ n ɑ l
անորոշելի	ɑ n ɔ ɾ ɔ ʃ ɛ l i
անորոշություն	ɑ n ɔ ɾ ɔ ʃ u tʰ ʏ n
անութ	ɑ n u tʰ
անույշ	ɑ n u j ʃ
անուն	ɑ n u n
անուշ	ɑ n u ʃ
անուշաբույր	ɑ n u ʃ ɑ pʰ u j ɾ
անուշակ	ɑ n u ʃ ɑ ɡ
անուշահոտություն	ɑ n u ʃ ɑ h ɔ d u tʰ ʏ n
անուշապուր	ɑ n u ʃ ɑ b u ɾ
անուշավան	ɑ n u ʃ ɑ v ɑ n
անուր	ɑ n u ɾ
անուրջ	ɑ n u ɾ t͡ʃʰ
անպայման	ɑ n b ɑ j m ɑ n
անպատասխանատու	ɑ n b ɑ d ɑ s χ ɑ n ɑ d u
անպատեհ	ɑ n b ɑ d ɛ h
անպատրաստ	ɑ n b ɑ d ɾ ɑ s t
անպիտան	ɑ n b i d ɑ n
անջատ	ɑ n t͡ʃʰ ɑ d
անջատել	ɑ n t͡ʃʰ ɑ d ɛ l
անջրդի	ɑ n t͡ʃʰ ə ɾ tʰ i
անջրպետ	ɑ n t͡ʃʰ ə ɾ b ɛ d
անսասան	ɑ n s ɑ s ɑ n
անսովոր	ɑ n s ɔ v ɔ ɾ
անսպառ	ɑ n s p ɑ ɾ
անսպասելիություն	ɑ n s p ɑ s ɛ l i u tʰ ʏ n
անսվաղ	ɑ n s ə v ɑ ʁ
անվադող	ɑ n v ɑ tʰ ɔ ʁ
անվախ	ɑ n v ɑ χ
անվայել	ɑ n v ɑ j ɛ l
անվանել	ɑ n v ɑ n ɛ l
անվանի	ɑ n v ɑ n i
անվասայլակ	ɑ n v ɑ s ɑ j l ɑ ɡ
անվավեր	ɑ n v ɑ v ɛ ɾ
անվճար	ɑ n v ə d͡ʒ ɑ ɾ
անվճռական	ɑ n v ə d͡ʒ ɾ ɑ ɡ ɑ n
անվճռականորեն	ɑ n v ə d͡ʒ ɾ ɑ ɡ ɑ n ɔ ɾ ɛ n
անվճռականություն	ɑ n v ə d͡ʒ ɾ ɑ ɡ ɑ n u tʰ ʏ n
անվտանգ	ɑ n v ə d ɑ ŋ kʰ
անվտանգության	ɑ n v ə d ɑ ŋ kʰ u tʰ j ɑ n
անվտանգություն	ɑ n v ə d ɑ ŋ kʰ u tʰ ʏ n
անվրդով	ɑ n v ə ɾ tʰ ɔ v
անտանանարիվու	ɑ n d ɑ n ɑ n ɑ ɾ i v u
անտանելի	ɑ n d ɑ n ɛ l i
անտառ	ɑ n d ɑ ɾ
անտառային	ɑ n d ɑ ɾ ɑ j i n
