'tamo'	t̪ a m o
abadernaros	a β̞ a ð̞ e ɾ n a ɾ o s
abadernarse	a β̞ a ð̞ e ɾ n a ɾ s e
abadernarte	a β̞ a ð̞ e ɾ n a ɾ t̪ e
abadernas	a β̞ a ð̞ e ɾ n a s
abadernás	a β̞ a ð̞ e ɾ n a s
abadernase	a β̞ a ð̞ e ɾ n a s e
abadernaseis	a β̞ a ð̞ e ɾ n a s e i̯ s
abadernásemos	a β̞ a ð̞ e ɾ n a s e m o s
abadernasen	a β̞ a ð̞ e ɾ n a s ẽ n
abadernases	a β̞ a ð̞ e ɾ n a s e s
abadernaste	a β̞ a ð̞ e ɾ n a s t̪ e
abadernasteis	a β̞ a ð̞ e ɾ n a s t̪ e i̯ s
abadernate	a β̞ a ð̞ e ɾ n a t̪ e
abadérnate	a β̞ a ð̞ e ɾ n a t̪ e
abaderne	a β̞ a ð̞ e ɾ n e
abaderné	a β̞ a ð̞ e ɾ n e
abadernéis	a β̞ a ð̞ e ɾ n e i̯ s
abadérnela	a β̞ a ð̞ e ɾ n e l a
abadérnelas	a β̞ a ð̞ e ɾ n e l a s
abadérnele	a β̞ a ð̞ e ɾ n e l e
abadérneles	a β̞ a ð̞ e ɾ n e l e s
abadérnelo	a β̞ a ð̞ e ɾ n e l o
abadérnelos	a β̞ a ð̞ e ɾ n e l o s
abadérneme	a β̞ a ð̞ e ɾ n e m e
abadernémonos	a β̞ a ð̞ e ɾ n e m o n o s
abadernémoos	a β̞ a ð̞ e ɾ n e m o o s
abadernemos	a β̞ a ð̞ e ɾ n e m o s
abadernémosla	a β̞ a ð̞ e ɾ n e m o s l a
abadernémoslas	a β̞ a ð̞ e ɾ n e m o s l a s
abadernémosle	a β̞ a ð̞ e ɾ n e m o s l e
abadernémosles	a β̞ a ð̞ e ɾ n e m o s l e s
abadernémoslo	a β̞ a ð̞ e ɾ n e m o s l o
abadernémoslos	a β̞ a ð̞ e ɾ n e m o s l o s
abadernémoste	a β̞ a ð̞ e ɾ n e m o s t̪ e
abadernen	a β̞ a ð̞ e ɾ n ẽ n
abadérnenla	a β̞ a ð̞ e ɾ n ẽ n l a
abadérnenlas	a β̞ a ð̞ e ɾ n ẽ n l a s
abadérnenle	a β̞ a ð̞ e ɾ n ẽ n l e
abadérnenles	a β̞ a ð̞ e ɾ n ẽ n l e s
abadérnenlo	a β̞ a ð̞ e ɾ n ẽ n l o
abadérnenlos	a β̞ a ð̞ e ɾ n ẽ n l o s
abadérnenme	a β̞ a ð̞ e ɾ n ẽ m m e
abadérnennos	a β̞ a ð̞ e ɾ n ẽ n n o s
abadérnenos	a β̞ a ð̞ e ɾ n e n o s
abadérnense	a β̞ a ð̞ e ɾ n ẽ n s e
abadernes	a β̞ a ð̞ e ɾ n e s
abadernés	a β̞ a ð̞ e ɾ n e s
abadérnese	a β̞ a ð̞ e ɾ n e s e
abaderno	a β̞ a ð̞ e ɾ n o
abadernó	a β̞ a ð̞ e ɾ n o
abades	a β̞ a ð̞ e s
abadesa	a β̞ a ð̞ e s a
abadesas	a β̞ a ð̞ e s a s
abadí	a β̞ a ð̞ i
abadía	a β̞ a ð̞ i a
abadial	a β̞ a ð̞ j a l
Abadiano	a β̞ a ð̞ j a n o
abadiato	a β̞ a ð̞ j a t̪ o
Abadón	a β̞ a ð̞ õ n
abaifado	a β̞ a i̯ f a ð̞ o
abaja	a β̞ a x a
abajá	a β̞ a x a
abajaba	a β̞ a x a β̞ a
abajabais	a β̞ a x a β̞ a i̯ s
abajábamos	a β̞ a x a β̞ a m o s
abajaban	a β̞ a x a β̞ ã n
abajabas	a β̞ a x a β̞ a s
abajad	a β̞ a x a ð̞
abajada	a β̞ a x a ð̞ a
abajadas	a β̞ a x a ð̞ a s
abajadero	a β̞ a x a ð̞ e ɾ o
abajadla	a β̞ a x a ð̞ l a
abajadlas	a β̞ a x a ð̞ l a s
abajadle	a β̞ a x a ð̞ l e
abajadles	a β̞ a x a ð̞ l e s
abajadlo	a β̞ a x a ð̞ l o
abajadlos	a β̞ a x a ð̞ l o s
abajadme	a β̞ a x a ð̞ m e
abajadnos	a β̞ a x a ð̞ n o s
abajado	a β̞ a x a ð̞ o
abajados	a β̞ a x a ð̞ o s
abajáis	a β̞ a x a i̯ s
abajala	a β̞ a x a l a
abájala	a β̞ a x a l a
abajalas	a β̞ a x a l a s
abájalas	a β̞ a x a l a s
abajale	a β̞ a x a l e
abájale	a β̞ a x a l e
abajales	a β̞ a x a l e s
abájales	a β̞ a x a l e s
abajalo	a β̞ a x a l o
abájalo	a β̞ a x a l o
abajalos	a β̞ a x a l o s
abájalos	a β̞ a x a l o s
abajame	a β̞ a x a m e
abájame	a β̞ a x a m e
abajamos	a β̞ a x a m o s
abajan	a β̞ a x ã n
abajando	a β̞ a x ã n̪ d̪ o
abajanos	a β̞ a x a n o s
abájanos	a β̞ a x a n o s
abajaos	a β̞ a x a o s
abajar	a β̞ a x a ɾ
abajara	a β̞ a x a ɾ a
abajará	a β̞ a x a ɾ a
abajarais	a β̞ a x a ɾ a i̯ s
abajáramos	a β̞ a x a ɾ a m o s
abajaran	a β̞ a x a ɾ ã n
abajarán	a β̞ a x a ɾ ã n
abajaras	a β̞ a x a ɾ a s
abajarás	a β̞ a x a ɾ a s
abajare	a β̞ a x a ɾ e
abajaré	a β̞ a x a ɾ e
abajareis	a β̞ a x a ɾ e i̯ s
abajaréis	a β̞ a x a ɾ e i̯ s
abajaremos	a β̞ a x a ɾ e m o s
abajáremos	a β̞ a x a ɾ e m o s
abajaren	a β̞ a x a ɾ ẽ n
abajares	a β̞ a x a ɾ e s
abajaría	a β̞ a x a ɾ i a
abajaríais	a β̞ a x a ɾ i a i̯ s
abajaríamos	a β̞ a x a ɾ i a m o s
abajarían	a β̞ a x a ɾ i ã n
abajarías	a β̞ a x a ɾ i a s
abajaron	a β̞ a x a ɾ õ n
abajas	a β̞ a x a s
abajás	a β̞ a x a s
abajase	a β̞ a x a s e
abajaseis	a β̞ a x a s e i̯ s
abajasen	a β̞ a x a s ẽ n
abajases	a β̞ a x a s e s
abajaste	a β̞ a x a s t̪ e
abajasteis	a β̞ a x a s t̪ e i̯ s
abajate	a β̞ a x a t̪ e
abájate	a β̞ a x a t̪ e
abaje	a β̞ a x e
abajé	a β̞ a x e
abajéis	a β̞ a x e i̯ s
abájela	a β̞ a x e l a
abájelas	a β̞ a x e l a s
abájele	a β̞ a x e l e
abájeles	a β̞ a x e l e s
abájelo	a β̞ a x e l o
abájelos	a β̞ a x e l o s
abájeme	a β̞ a x e m e
abajémonos	a β̞ a x e m o n o s
abajémoos	a β̞ a x e m o o s
abajemos	a β̞ a x e m o s
abajémosla	a β̞ a x e m o s l a
abajémoslas	a β̞ a x e m o s l a s
abajémosle	a β̞ a x e m o s l e
abajémosles	a β̞ a x e m o s l e s
abajémoslo	a β̞ a x e m o s l o
abajémoslos	a β̞ a x e m o s l o s
abajémoste	a β̞ a x e m o s t̪ e
abajen	a β̞ a x ẽ n
abájenla	a β̞ a x ẽ n l a
abájenlas	a β̞ a x ẽ n l a s
abájenle	a β̞ a x ẽ n l e
abájenles	a β̞ a x ẽ n l e s
abájenlo	a β̞ a x ẽ n l o
abájenlos	a β̞ a x ẽ n l o s
abájenme	a β̞ a x ẽ m m e
abájennos	a β̞ a x ẽ n n o s
abájenos	a β̞ a x e n o s
abájense	a β̞ a x ẽ n s e
abajeña	a β̞ a x e ɲ a
abajeño	a β̞ a x e ɲ o
abajera	a β̞ a x e ɾ a
abajero	a β̞ a x e ɾ o
abajes	a β̞ a x e s
abajés	a β̞ a x e s
abájese	a β̞ a x e s e
abajina	a β̞ a x i n a
abajito	a β̞ a x i t̪ o
abajo	a β̞ a x o
abajó	a β̞ a x o
abajor	a β̞ a x o ɾ
abalance	a β̞ a l ã n s e
abalancé	a β̞ a l ã n s e
abalancéis	a β̞ a l ã n s e i̯ s
abaláncela	a β̞ a l ã n s e l a
abaláncelas	a β̞ a l ã n s e l a s
abaláncele	a β̞ a l ã n s e l e
abalánceles	a β̞ a l ã n s e l e s
abaláncelo	a β̞ a l ã n s e l o
abaláncelos	a β̞ a l ã n s e l o s
abalánceme	a β̞ a l ã n s e m e
abalancémonos	a β̞ a l ã n s e m o n o s
abalancémoos	a β̞ a l ã n s e m o o s
abalancemos	a β̞ a l ã n s e m o s
abalancémosla	a β̞ a l ã n s e m o s l a
abalancémoslas	a β̞ a l ã n s e m o s l a s
abalancémosle	a β̞ a l ã n s e m o s l e
abalancémosles	a β̞ a l ã n s e m o s l e s
abalancémoslo	a β̞ a l ã n s e m o s l o
abalancémoslos	a β̞ a l ã n s e m o s l o s
abalancémoste	a β̞ a l ã n s e m o s t̪ e
abalancen	a β̞ a l ã n s ẽ n
abaláncenla	a β̞ a l ã n s ẽ n l a
abaláncenlas	a β̞ a l ã n s ẽ n l a s
abaláncenle	a β̞ a l ã n s ẽ n l e
abaláncenles	a β̞ a l ã n s ẽ n l e s
abaláncenlo	a β̞ a l ã n s ẽ n l o
abaláncenlos	a β̞ a l ã n s ẽ n l o s
abaláncenme	a β̞ a l ã n s ẽ m m e
abaláncennos	a β̞ a l ã n s ẽ n n o s
abaláncenos	a β̞ a l ã n s e n o s
abaláncense	a β̞ a l ã n s ẽ n s e
abalances	a β̞ a l ã n s e s
abalancés	a β̞ a l ã n s e s
abaláncese	a β̞ a l ã n s e s e
abalanza	a β̞ a l ã n s a
abalanzá	a β̞ a l ã n s a
abalanzaba	a β̞ a l ã n s a β̞ a
abalanzabais	a β̞ a l ã n s a β̞ a i̯ s
abalanzábamos	a β̞ a l ã n s a β̞ a m o s
abalanzaban	a β̞ a l ã n s a β̞ ã n
abalanzabas	a β̞ a l ã n s a β̞ a s
abalanzad	a β̞ a l ã n s a ð̞
abalanzada	a β̞ a l ã n s a ð̞ a
abalanzadas	a β̞ a l ã n s a ð̞ a s
abalanzadla	a β̞ a l ã n s a ð̞ l a
abalanzadlas	a β̞ a l ã n s a ð̞ l a s
abalanzadle	a β̞ a l ã n s a ð̞ l e
abalanzadles	a β̞ a l ã n s a ð̞ l e s
abalanzadlo	a β̞ a l ã n s a ð̞ l o
abalanzadlos	a β̞ a l ã n s a ð̞ l o s
abalanzadme	a β̞ a l ã n s a ð̞ m e
abalanzadnos	a β̞ a l ã n s a ð̞ n o s
abalanzado	a β̞ a l ã n s a ð̞ o
abalanzados	a β̞ a l ã n s a ð̞ o s
abalanzáis	a β̞ a l ã n s a i̯ s
abalanzala	a β̞ a l ã n s a l a
abalánzala	a β̞ a l ã n s a l a
abalanzalas	a β̞ a l ã n s a l a s
abalánzalas	a β̞ a l ã n s a l a s
abalanzale	a β̞ a l ã n s a l e
abalánzale	a β̞ a l ã n s a l e
abalanzales	a β̞ a l ã n s a l e s
abalánzales	a β̞ a l ã n s a l e s
abalanzalo	a β̞ a l ã n s a l o
abalánzalo	a β̞ a l ã n s a l o
abalanzalos	a β̞ a l ã n s a l o s
abalánzalos	a β̞ a l ã n s a l o s
abalanzame	a β̞ a l ã n s a m e
abalánzame	a β̞ a l ã n s a m e
abalanzamos	a β̞ a l ã n s a m o s
abalanzan	a β̞ a l ã n s ã n
abalanzando	a β̞ a l ã n s ã n̪ d̪ o
abalanzándola	a β̞ a l ã n s ã n̪ d̪ o l a
abalanzándolas	a β̞ a l ã n s ã n̪ d̪ o l a s
abalanzándole	a β̞ a l ã n s ã n̪ d̪ o l e
abalanzándoles	a β̞ a l ã n s ã n̪ d̪ o l e s
abalanzándolo	a β̞ a l ã n s ã n̪ d̪ o l o
abalanzándolos	a β̞ a l ã n s ã n̪ d̪ o l o s
abalanzándome	a β̞ a l ã n s ã n̪ d̪ o m e
abalanzándonos	a β̞ a l ã n s ã n̪ d̪ o n o s
abalanzándoos	a β̞ a l ã n s ã n̪ d̪ o o s
abalanzándose	a β̞ a l ã n s ã n̪ d̪ o s e
abalanzándote	a β̞ a l ã n s ã n̪ d̪ o t̪ e
abalanzanos	a β̞ a l ã n s a n o s
abalánzanos	a β̞ a l ã n s a n o s
abalanzaos	a β̞ a l ã n s a o s
abalanzar	a β̞ a l ã n s a ɾ
abalanzara	a β̞ a l ã n s a ɾ a
abalanzará	a β̞ a l ã n s a ɾ a
abalanzarais	a β̞ a l ã n s a ɾ a i̯ s
abalanzáramos	a β̞ a l ã n s a ɾ a m o s
abalanzaran	a β̞ a l ã n s a ɾ ã n
abalanzarán	a β̞ a l ã n s a ɾ ã n
abalanzaras	a β̞ a l ã n s a ɾ a s
abalanzarás	a β̞ a l ã n s a ɾ a s
abalanzare	a β̞ a l ã n s a ɾ e
abalanzaré	a β̞ a l ã n s a ɾ e
abalanzareis	a β̞ a l ã n s a ɾ e i̯ s
abalanzaréis	a β̞ a l ã n s a ɾ e i̯ s
abalanzaremos	a β̞ a l ã n s a ɾ e m o s
abalanzáremos	a β̞ a l ã n s a ɾ e m o s
abalanzaren	a β̞ a l ã n s a ɾ ẽ n
abalanzares	a β̞ a l ã n s a ɾ e s
abalanzaría	a β̞ a l ã n s a ɾ i a
abalanzaríais	a β̞ a l ã n s a ɾ i a i̯ s
abalanzaríamos	a β̞ a l ã n s a ɾ i a m o s
abalanzarían	a β̞ a l ã n s a ɾ i ã n
abalanzarías	a β̞ a l ã n s a ɾ i a s
abalanzarla	a β̞ a l ã n s a ɾ l a
abalanzarlas	a β̞ a l ã n s a ɾ l a s
abalanzarle	a β̞ a l ã n s a ɾ l e
abalanzarles	a β̞ a l ã n s a ɾ l e s
abalanzarlo	a β̞ a l ã n s a ɾ l o
abalanzarlos	a β̞ a l ã n s a ɾ l o s
abalanzarme	a β̞ a l ã n s a ɾ m e
abalanzarnos	a β̞ a l ã n s a ɾ n o s
abalanzaron	a β̞ a l ã n s a ɾ õ n
abalanzaros	a β̞ a l ã n s a ɾ o s
abalanzarse	a β̞ a l ã n s a ɾ s e
abalanzarte	a β̞ a l ã n s a ɾ t̪ e
abalanzas	a β̞ a l ã n s a s
abalanzás	a β̞ a l ã n s a s
abalanzase	a β̞ a l ã n s a s e
abalanzaseis	a β̞ a l ã n s a s e i̯ s
abalanzásemos	a β̞ a l ã n s a s e m o s
abalanzasen	a β̞ a l ã n s a s ẽ n
abalanzases	a β̞ a l ã n s a s e s
abalanzaste	a β̞ a l ã n s a s t̪ e
abalanzasteis	a β̞ a l ã n s a s t̪ e i̯ s
abalanzate	a β̞ a l ã n s a t̪ e
abalánzate	a β̞ a l ã n s a t̪ e
abalanzo	a β̞ a l ã n s o
abalanzó	a β̞ a l ã n s o
abalconado	a β̞ a l k o n a ð̞ o
abaldona	a β̞ a l̪ d̪ o n a
abaldoná	a β̞ a l̪ d̪ o n a
abaldonaba	a β̞ a l̪ d̪ o n a β̞ a
abaldonabais	a β̞ a l̪ d̪ o n a β̞ a i̯ s
abaldonábamos	a β̞ a l̪ d̪ o n a β̞ a m o s
abaldonaban	a β̞ a l̪ d̪ o n a β̞ ã n
abaldonabas	a β̞ a l̪ d̪ o n a β̞ a s
abaldonad	a β̞ a l̪ d̪ o n a ð̞
abaldonada	a β̞ a l̪ d̪ o n a ð̞ a
abaldonadamente	a β̞ a l̪ d̪ o n a ð̞ a m ẽ n̪ t̪ e
abaldonadas	a β̞ a l̪ d̪ o n a ð̞ a s
abaldonadla	a β̞ a l̪ d̪ o n a ð̞ l a
abaldonadlas	a β̞ a l̪ d̪ o n a ð̞ l a s
abaldonadle	a β̞ a l̪ d̪ o n a ð̞ l e
abaldonadles	a β̞ a l̪ d̪ o n a ð̞ l e s
abaldonadlo	a β̞ a l̪ d̪ o n a ð̞ l o
abaldonadlos	a β̞ a l̪ d̪ o n a ð̞ l o s
abaldonadme	a β̞ a l̪ d̪ o n a ð̞ m e
abaldonadnos	a β̞ a l̪ d̪ o n a ð̞ n o s
abaldonado	a β̞ a l̪ d̪ o n a ð̞ o
abaldonados	a β̞ a l̪ d̪ o n a ð̞ o s
abaldonáis	a β̞ a l̪ d̪ o n a i̯ s
abaldonala	a β̞ a l̪ d̪ o n a l a
abaldónala	a β̞ a l̪ d̪ o n a l a
abaldonalas	a β̞ a l̪ d̪ o n a l a s
abaldónalas	a β̞ a l̪ d̪ o n a l a s
abaldonale	a β̞ a l̪ d̪ o n a l e
abaldónale	a β̞ a l̪ d̪ o n a l e
abaldonales	a β̞ a l̪ d̪ o n a l e s
abaldónales	a β̞ a l̪ d̪ o n a l e s
abaldonalo	a β̞ a l̪ d̪ o n a l o
abaldónalo	a β̞ a l̪ d̪ o n a l o
abaldonalos	a β̞ a l̪ d̪ o n a l o s
abaldónalos	a β̞ a l̪ d̪ o n a l o s
abaldoname	a β̞ a l̪ d̪ o n a m e
abaldóname	a β̞ a l̪ d̪ o n a m e
abaldonamiento	a β̞ a l̪ d̪ o n a m j ẽ n̪ t̪ o
abaldonamos	a β̞ a l̪ d̪ o n a m o s
abaldonan	a β̞ a l̪ d̪ o n ã n
abaldonando	a β̞ a l̪ d̪ o n ã n̪ d̪ o
abaldonándola	a β̞ a l̪ d̪ o n ã n̪ d̪ o l a
abaldonándolas	a β̞ a l̪ d̪ o n ã n̪ d̪ o l a s
abaldonándole	a β̞ a l̪ d̪ o n ã n̪ d̪ o l e
abaldonándoles	a β̞ a l̪ d̪ o n ã n̪ d̪ o l e s
abaldonándolo	a β̞ a l̪ d̪ o n ã n̪ d̪ o l o
abaldonándolos	a β̞ a l̪ d̪ o n ã n̪ d̪ o l o s
abaldonándome	a β̞ a l̪ d̪ o n ã n̪ d̪ o m e
abaldonándonos	a β̞ a l̪ d̪ o n ã n̪ d̪ o n o s
abaldonándoos	a β̞ a l̪ d̪ o n ã n̪ d̪ o o s
abaldonándose	a β̞ a l̪ d̪ o n ã n̪ d̪ o s e
abaldonándote	a β̞ a l̪ d̪ o n ã n̪ d̪ o t̪ e
abaldonanos	a β̞ a l̪ d̪ o n a n o s
abaldónanos	a β̞ a l̪ d̪ o n a n o s
abaldonaos	a β̞ a l̪ d̪ o n a o s
abaldonar	a β̞ a l̪ d̪ o n a ɾ
abaldonara	a β̞ a l̪ d̪ o n a ɾ a
abaldonará	a β̞ a l̪ d̪ o n a ɾ a
abaldonarais	a β̞ a l̪ d̪ o n a ɾ a i̯ s
abaldonáramos	a β̞ a l̪ d̪ o n a ɾ a m o s
abaldonaran	a β̞ a l̪ d̪ o n a ɾ ã n
abaldonarán	a β̞ a l̪ d̪ o n a ɾ ã n
abaldonaras	a β̞ a l̪ d̪ o n a ɾ a s
abaldonarás	a β̞ a l̪ d̪ o n a ɾ a s
abaldonare	a β̞ a l̪ d̪ o n a ɾ e
abaldonaré	a β̞ a l̪ d̪ o n a ɾ e
abaldonareis	a β̞ a l̪ d̪ o n a ɾ e i̯ s
abaldonaréis	a β̞ a l̪ d̪ o n a ɾ e i̯ s
abaldonaremos	a β̞ a l̪ d̪ o n a ɾ e m o s
abaldonáremos	a β̞ a l̪ d̪ o n a ɾ e m o s
abaldonaren	a β̞ a l̪ d̪ o n a ɾ ẽ n
abaldonares	a β̞ a l̪ d̪ o n a ɾ e s
abaldonaría	a β̞ a l̪ d̪ o n a ɾ i a
abaldonaríais	a β̞ a l̪ d̪ o n a ɾ i a i̯ s
abaldonaríamos	a β̞ a l̪ d̪ o n a ɾ i a m o s
abaldonarían	a β̞ a l̪ d̪ o n a ɾ i ã n
abaldonarías	a β̞ a l̪ d̪ o n a ɾ i a s
abaldonarla	a β̞ a l̪ d̪ o n a ɾ l a
abaldonarlas	a β̞ a l̪ d̪ o n a ɾ l a s
abaldonarle	a β̞ a l̪ d̪ o n a ɾ l e
abaldonarles	a β̞ a l̪ d̪ o n a ɾ l e s
abaldonarlo	a β̞ a l̪ d̪ o n a ɾ l o
abaldonarlos	a β̞ a l̪ d̪ o n a ɾ l o s
abaldonarme	a β̞ a l̪ d̪ o n a ɾ m e
abaldonarnos	a β̞ a l̪ d̪ o n a ɾ n o s
abaldonaron	a β̞ a l̪ d̪ o n a ɾ õ n
abaldonaros	a β̞ a l̪ d̪ o n a ɾ o s
abaldonarse	a β̞ a l̪ d̪ o n a ɾ s e
abaldonarte	a β̞ a l̪ d̪ o n a ɾ t̪ e
abaldonas	a β̞ a l̪ d̪ o n a s
abaldonás	a β̞ a l̪ d̪ o n a s
abaldonase	a β̞ a l̪ d̪ o n a s e
abaldonaseis	a β̞ a l̪ d̪ o n a s e i̯ s
abaldonásemos	a β̞ a l̪ d̪ o n a s e m o s
abaldonasen	a β̞ a l̪ d̪ o n a s ẽ n
abaldonases	a β̞ a l̪ d̪ o n a s e s
abaldonaste	a β̞ a l̪ d̪ o n a s t̪ e
abaldonasteis	a β̞ a l̪ d̪ o n a s t̪ e i̯ s
abaldonate	a β̞ a l̪ d̪ o n a t̪ e
abaldónate	a β̞ a l̪ d̪ o n a t̪ e
abaldone	a β̞ a l̪ d̪ o n e
abaldoné	a β̞ a l̪ d̪ o n e
abaldonéis	a β̞ a l̪ d̪ o n e i̯ s
abaldónela	a β̞ a l̪ d̪ o n e l a
abaldónelas	a β̞ a l̪ d̪ o n e l a s
abaldónele	a β̞ a l̪ d̪ o n e l e
abaldóneles	a β̞ a l̪ d̪ o n e l e s
abaldónelo	a β̞ a l̪ d̪ o n e l o
abaldónelos	a β̞ a l̪ d̪ o n e l o s
abaldóneme	a β̞ a l̪ d̪ o n e m e
abaldonémonos	a β̞ a l̪ d̪ o n e m o n o s
abaldonémoos	a β̞ a l̪ d̪ o n e m o o s
abaldonemos	a β̞ a l̪ d̪ o n e m o s
abaldonémosla	a β̞ a l̪ d̪ o n e m o s l a
abaldonémoslas	a β̞ a l̪ d̪ o n e m o s l a s
abaldonémosle	a β̞ a l̪ d̪ o n e m o s l e
abaldonémosles	a β̞ a l̪ d̪ o n e m o s l e s
abaldonémoslo	a β̞ a l̪ d̪ o n e m o s l o
abaldonémoslos	a β̞ a l̪ d̪ o n e m o s l o s
abaldonémoste	a β̞ a l̪ d̪ o n e m o s t̪ e
abaldonen	a β̞ a l̪ d̪ o n ẽ n
abaldónenla	a β̞ a l̪ d̪ o n ẽ n l a
abaldónenlas	a β̞ a l̪ d̪ o n ẽ n l a s
abaldónenle	a β̞ a l̪ d̪ o n ẽ n l e
abaldónenles	a β̞ a l̪ d̪ o n ẽ n l e s
abaldónenlo	a β̞ a l̪ d̪ o n ẽ n l o
abaldónenlos	a β̞ a l̪ d̪ o n ẽ n l o s
abaldónenme	a β̞ a l̪ d̪ o n ẽ m m e
abaldónennos	a β̞ a l̪ d̪ o n ẽ n n o s
abaldónenos	a β̞ a l̪ d̪ o n e n o s
abaldónense	a β̞ a l̪ d̪ o n ẽ n s e
abaldones	a β̞ a l̪ d̪ o n e s
abaldonés	a β̞ a l̪ d̪ o n e s
abaldónese	a β̞ a l̪ d̪ o n e s e
abaldono	a β̞ a l̪ d̪ o n o
abaldonó	a β̞ a l̪ d̪ o n o
abalea	a β̞ a l e a
abaleá	a β̞ a l e a
abaleaba	a β̞ a l e a β̞ a
abaleabais	a β̞ a l e a β̞ a i̯ s
abaleábamos	a β̞ a l e a β̞ a m o s
abaleaban	a β̞ a l e a β̞ ã n
abaleabas	a β̞ a l e a β̞ a s
abalead	a β̞ a l e a ð̞
abaleada	a β̞ a l e a ð̞ a
abaleadas	a β̞ a l e a ð̞ a s
abaleadla	a β̞ a l e a ð̞ l a
abaleadlas	a β̞ a l e a ð̞ l a s
abaleadle	a β̞ a l e a ð̞ l e
abaleadles	a β̞ a l e a ð̞ l e s
abaleadlo	a β̞ a l e a ð̞ l o
abaleadlos	a β̞ a l e a ð̞ l o s
abaleadme	a β̞ a l e a ð̞ m e
abaleadnos	a β̞ a l e a ð̞ n o s
abaleado	a β̞ a l e a ð̞ o
abaleados	a β̞ a l e a ð̞ o s
abaleáis	a β̞ a l e a i̯ s
abaleala	a β̞ a l e a l a
abaléala	a β̞ a l e a l a
abalealas	a β̞ a l e a l a s
abaléalas	a β̞ a l e a l a s
abaleale	a β̞ a l e a l e
abaléale	a β̞ a l e a l e
abaleales	a β̞ a l e a l e s
abaléales	a β̞ a l e a l e s
abalealo	a β̞ a l e a l o
abaléalo	a β̞ a l e a l o
abalealos	a β̞ a l e a l o s
abaléalos	a β̞ a l e a l o s
abaleame	a β̞ a l e a m e
abaléame	a β̞ a l e a m e
abaleamos	a β̞ a l e a m o s
abalean	a β̞ a l e ã n
abaleando	a β̞ a l e ã n̪ d̪ o
abaleándola	a β̞ a l e ã n̪ d̪ o l a
abaleándolas	a β̞ a l e ã n̪ d̪ o l a s
abaleándole	a β̞ a l e ã n̪ d̪ o l e
abaleándoles	a β̞ a l e ã n̪ d̪ o l e s
abaleándolo	a β̞ a l e ã n̪ d̪ o l o
abaleándolos	a β̞ a l e ã n̪ d̪ o l o s
abaleándome	a β̞ a l e ã n̪ d̪ o m e
abaleándonos	a β̞ a l e ã n̪ d̪ o n o s
abaleándoos	a β̞ a l e ã n̪ d̪ o o s
abaleándose	a β̞ a l e ã n̪ d̪ o s e
abaleándote	a β̞ a l e ã n̪ d̪ o t̪ e
abaleanos	a β̞ a l e a n o s
abaléanos	a β̞ a l e a n o s
abaleaos	a β̞ a l e a o s
abalear	a β̞ a l e a ɾ
abaleara	a β̞ a l e a ɾ a
abaleará	a β̞ a l e a ɾ a
abalearais	a β̞ a l e a ɾ a i̯ s
abaleáramos	a β̞ a l e a ɾ a m o s
abalearan	a β̞ a l e a ɾ ã n
abalearán	a β̞ a l e a ɾ ã n
abalearas	a β̞ a l e a ɾ a s
abalearás	a β̞ a l e a ɾ a s
abaleare	a β̞ a l e a ɾ e
abalearé	a β̞ a l e a ɾ e
abaleareis	a β̞ a l e a ɾ e i̯ s
abalearéis	a β̞ a l e a ɾ e i̯ s
abalearemos	a β̞ a l e a ɾ e m o s
abaleáremos	a β̞ a l e a ɾ e m o s
abaleares	a β̞ a l e a ɾ e s
abalearía	a β̞ a l e a ɾ i a
abalearíais	a β̞ a l e a ɾ i a i̯ s
abalearíamos	a β̞ a l e a ɾ i a m o s
abalearían	a β̞ a l e a ɾ i ã n
abalearías	a β̞ a l e a ɾ i a s
abalearla	a β̞ a l e a ɾ l a
abalearlas	a β̞ a l e a ɾ l a s
abalearle	a β̞ a l e a ɾ l e
abalearles	a β̞ a l e a ɾ l e s
abalearlo	a β̞ a l e a ɾ l o
abalearlos	a β̞ a l e a ɾ l o s
abalearme	a β̞ a l e a ɾ m e
abalearnos	a β̞ a l e a ɾ n o s
abalearon	a β̞ a l e a ɾ õ n
abalearos	a β̞ a l e a ɾ o s
abalearse	a β̞ a l e a ɾ s e
abalearte	a β̞ a l e a ɾ t̪ e
abaleas	a β̞ a l e a s
abaleás	a β̞ a l e a s
abalease	a β̞ a l e a s e
abaleaseis	a β̞ a l e a s e i̯ s
abaleásemos	a β̞ a l e a s e m o s
abaleasen	a β̞ a l e a s ẽ n
abaleases	a β̞ a l e a s e s
abaleaste	a β̞ a l e a s t̪ e
abaleasteis	a β̞ a l e a s t̪ e i̯ s
abaleate	a β̞ a l e a t̪ e
abaléate	a β̞ a l e a t̪ e
abalee	a β̞ a l e e
abaleé	a β̞ a l e e
abaleéis	a β̞ a l e e i̯ s
abaléela	a β̞ a l e e l a
abaléelas	a β̞ a l e e l a s
abaléele	a β̞ a l e e l e
abaléeles	a β̞ a l e e l e s
abaléelo	a β̞ a l e e l o
abaléelos	a β̞ a l e e l o s
abaléeme	a β̞ a l e e m e
abaleémonos	a β̞ a l e e m o n o s
abaleémoos	a β̞ a l e e m o o s
abaleemos	a β̞ a l e e m o s
abaleémosla	a β̞ a l e e m o s l a
abaleémoslas	a β̞ a l e e m o s l a s
abaleémosle	a β̞ a l e e m o s l e
abaleémosles	a β̞ a l e e m o s l e s
abaleémoslo	a β̞ a l e e m o s l o
