'ch	χ
Libanus	l ɪ b a n ɨ̞ s
Lisbon	l ɪ s b ə n
Lithwania	l ɪ θ w a n j a
Lladin	ɬ a d ɪ n
Llandecwyn	ɬ a n d ɛ k w ɨ̞ n
Llandeilo	ɬ a n d e i̯ l ɔ
Llandudno	ɬ a n d ɨ̞ d n ɔ
Llanelli	ɬ a n ɛ ɬ i
Llanfairpwllgwyngyll	ɬ a n v a i̯ r p ʊ ɬ ɡ w ɨ̞ ŋ ɡ ɨ̞ ɬ
Llangefni	ɬ a n ɡ ɛ v n i
Llangollen	ɬ a n ɡ ɔ ɬ ɛ n
Llanllyfni	ɬ a n ɬ ə v n i
Llansamlet	ɬ a n s a m l ɛ t
Llethaw	ɬ ɛ θ a u̯
Lloegr	ɬ ɔ ɨ̯ ɡ a r
Lloegr	ɬ ɔ ɨ̯ ɡ r
Lloegr	ɬ ɔ ɨ̯ ɡ ə r
Llun	ɬ ɨː n
Llundain	ɬ ɨ̞ n d a i̯ n
Llundain	ɬ ɨ̞ n d a n
Llundain	ɬ ɨ̞ n d ɛ n
Llwchwr	ɬ ʊ χ ʊ r
Llychlyn	ɬ ə χ l ɨ̞ n
Llychlynnaidd	ɬ ə χ l ə n a i̯ ð
Llychlynnwr	ɬ ə χ l ə n ʊ r
Llychlynwyr	ɬ ə χ l ə n w ɨ̞ r
Llydaw	ɬ ə d a u̯
Llywelyn	ɬ ə u̯ ɛ l ɨ̞ n
Llŷn	ɬ ɨː n
Loegr	l ɔ ɨ̯ ɡ r
Loegr	l ɔ ɨ̯ ɡ ə r
Lowri	l o u̯ r i
Luc	l ɨ̞ k
Lundain	l ɨ̞ n d a i̯ n
Lundain	l ɨ̞ n d a n
Lundain	l ɨ̞ n d ɛ n
Lwcsembwrg	l ʊ k s ɛ m b ʊ r ɡ
Lychlyn	l ə χ l ɨ̞ n
Lychlynnwr	l ə χ l ə n ʊ r
Lydaw	l ə d a u̯
Mabinogion	m a b i n ɔ ɡ j ɔ n
Machynlleth	m a χ ə n ɬ ɛ θ
Madagasgar	m a d a ɡ a s ɡ a r
Madog	m a d ɔ ɡ
Madrid	m a d r ɪ d
Mai	m a i̯
Mair	m a i̯ r
Malachi	m a l a χ ɪ
Mall	m a ɬ
Mam	m a m
Manaw	m a n a u̯
Manceinion	m a ŋ k e i̯ n j ɔ n
Marc	m a r k
Mari	m a r ɪ
Mathew	m a θ ɛ u̯
Mecsico	m ɛ k s ɪ k ɔ
Meddyf	m ɛ ð ɨ̞ v
Medi	m ɛ d i
Megan	m ɛ ɡ a n
Mehefin	m ɛ h ɛ v ɪ n
Melarws	m ɛ l a r ʊ s
Melffast	m ɛ l f a s d
Mercher	m ɛ r χ a r
Mercher	m ɛ r χ ɛ r
Merfyn	m ɛ r v ɨ̞ n
Mharagwâi	m̥ a r a ɡ w aː i̯
Mharis	m̥ a r ɪ s
Mheriw	m̥ ɛ r ɪ u̯
Mhortiwgal	m̥ ɔ r t j ʊ ɡ a l
Mhortiwgal	m̥ ɔ r t ɪ u̯ ɡ a l
Mhortiwgaleg	m̥ ɔ r t ɪ u̯ ɡ a l ɛ ɡ
Mhrag	m̥ r aː ɡ
Mhrydain	m̥ r ə d a i̯ n
Mhrydain	m̥ r ə d ɛ n
Mhwllheli	m̥ ʊ ɬ h ɛ l i
Mhwtan	m ʊ t aː n
Micha	m ɪ χ a
Mimas	m ɪ m a s
Miranda	m ɪ r a n d a
Moldofa	m ɔ l d ɔ v a
Molifia	m ɔ l ɪ v j a
Morgan	m ɔ r ɡ a n
Morgannwg	m ɔ r ɡ a n ʊ ɡ
Moroco	m ɔ r ɔ k ɔ
Morus	m ɔ r ɨ̞ s
Mosambic	m ɔ s a m b iː k
Moscfa	m ɔ s ɡ v a
Mosgo	m ɔ s ɡ ɔ
Mosgofaidd	m ɔ s ɡ ɔ v a i̯ ð
Mosgofiad	m ɔ s ɡ ɔ v j a d
Moslem	m ɔ s l ɛ m
Mwlgaria	m ʊ l ɡ a r j a
Mwslim	m ʊ s l ɪ m
Myfanwy	m ə v a n ʊ ɨ̯
Mynwy	m ə n ʊ ɨ̯
Mynyw	m ə n ɨ̞ u̯
Nadolig	d ɔ l ɪ ɡ
Nadolig	n a d ɔ l ɪ ɡ
Naf	n aː v
Nantlle	n a n t ɬ ɛ
Nedd	n eː ð
Nehemeia	n ɛ h ɛ m e i̯ a
Neirin	n e ɨ̯ r ɪ n
Nenmarc	n ɛ n m a r k
Nest	n ɛ s t
Nghaeredin	ŋ̊ a ɨ̯ r ɛ d ɨ̞ n
Nghaerfyrddin	ŋ̊ e ɨ̯ r f ə r ð ɪ n
Nghaint	ŋ̊ a i̯ n t
Nghambodia	ŋ̊ a m b ɔ d j a
Nghambodiad	ŋ̊ a m b ɔ d j a d
Nghambodiaid	ŋ̊ a m b ɔ d j a i̯ d
Nghambodiaid	ŋ̊ a m b ɔ d j ɛ d
Nghamerŵn	ŋ̊ a m ɛ r uː n
Nghanada	ŋ̊ a n a d a
Nghanadiad	ŋ̊ a n a d j a d
Nghanadiaid	ŋ̊ a n a d j a i̯ d
Nghanadiaid	ŋ̊ a n a d j ɛ d
Nghatholig	ŋ̊ a θ ɔ l ɪ ɡ
Nghiwba	ŋ̊ ɪ u̯ b a
Ngholombia	ŋ̊ ɔ l ɔ m b j a
Nghorea	ŋ̊ ɔ r eː a
Nghrist	ŋ̊ r iː s t
Nghroatia	ŋ̊ r ɔ a t j a
Nghroatia	ŋ̊ r ɔ a ʃ a
Nghymro	ŋ̊ ə m r ɔ
Nghymru	ŋ̊ ə m r ɨ
Nghymry	ŋ̊ ə m r ɨ̞
Ngorffennaf	ŋ ɔ r f ɛ n a v
Ngroeg	ŋ r oː ɨ̯ ɡ
Ngwyddel	ŋ ʊ ɨ̯ ð ɛ l
Ngwyddeleg	ŋ ʊ ɨ̯ ð ɛ l ɛ ɡ
Ngâl	ŋ aː l
Ngŵyr	ŋ uː ɨ̯ r
Nhachwedd	n̥ a χ w ɛ ð
Nhasmania	n̥ a s m a n j a
Nhawe	n̥ a u̯ ɛ
Nhwrci	n̥ ʊ r k i
Nicaragwa	n ɪ k a r a ɡ w a
Norseg	n ɔ r s ɛ ɡ
Norwy	n ɔ r ʊ ɨ̯
Norwyad	n ɔ r ʊ ɨ̯ a d
Norwyaidd	n ɔ r ʊ ɨ̯ a i̯ ð
Norwyes	n ɔ r ʊ ɨ̯ ɛ s
Nudd	n ɨː ð
Nulyn	n ɨ̞ l ɨ̞ n
Nêr	n eː r
O	oː
Obadeia	ɔ b a d e i̯ a
Oberon	ɔ b ɛ r ɔ n
Ogwr	ɔ ɡ ʊ r
Olwen	ɔ l w ɛ n
Olympaidd	ɔ l ɨ̞ m p a i̯ ð
Olympaidd	ɔ l ɨ̞ m p ɛ ð
Oman	ɔ m a n
Orffennaf	ɔ r f ɛ n a v
Osian	ɔ ʃ a n
Owain	o u̯ a i̯ n
Padarn	p a d ə n
Padarn	p a d ə ɹ n
Padrig	p a d r ɪ ɡ
Paragwâi	p a r a ɡ w aː i̯
Parchedig	p a r χ ɛ d ɪ ɡ
Paris	p a r ɪ s
Pasg	p aː s ɡ
Patagonia	p a t a ɡ ɔ n j a
Paul	p a u̯ l
Pawl	p a u̯ l
Pedr	p ɛ d r
Penarth	p ɛ n a r θ
Penbedw	p ɛ m b ɛ d ʊ
Penmynydd	p ɛ n m ə n ɨ̞ ð
Peris	p ɛ r ɪ s
Periw	p ɛ r ɪ u̯
Periwiad	p ɛ r ɪ u̯ j a d
Pharagwâi	f a r a ɡ w aː i̯
Pharis	f a r ɪ s
Phedr	f ɛ d r
Pheriw	f ɛ r ɪ u̯
Philipinau	f ɪ l ɪ p ɪ n a ɨ̯
Phobos	f ɔ b ɔ s
Phortiwgal	f ɔ r t j ʊ ɡ a l
Phortiwgal	f ɔ r t ɪ u̯ ɡ a l
Phortiwgaleg	f ɔ r t ɪ u̯ ɡ a l ɛ ɡ
Phrag	f r aː ɡ
Phrydain	f r ə d a i̯ n
Phrydain	f r ə d ɛ n
Phwllheli	f ʊ ɬ h ɛ l i
Pontypridd	p ɔ n t ə p r iː ð
Porthmadog	p ɔ r θ m a d ɔ ɡ
Portiwgal	p ɔ r t ɪ u̯ ɡ a l
Portiwgaleg	p ɔ r t ɪ u̯ ɡ a l ɛ ɡ
Powys	p o u̯ ɨ̞ s
Prag	p r aː ɡ
Pregethwr	p r ɛ ɡ ɛ θ ʊ r
Prestatyn	p r ɛ s t a t ɨ̞ n
Protestaneiddio	p r ɔ t ɛ s d a n e i̯ ð j ɔ
Protestaniaeth	p r ɔ t ɛ s d a n j a ɨ̯ θ
Protestaniaeth	p r ɔ t ɛ s d a n j ɛ θ
Protestaniaid	p r ɔ t ɛ s d a n j a i̯ d
Protestaniaid	p r ɔ t ɛ s d a n j ɛ d
Protestannaidd	p r ɔ t ɛ s d a n a i̯ ð
Protestannaidd	p r ɔ t ɛ s d a n ɛ ð
Protestant	p r ɔ t ɛ s d a n t
Prydael	p r ə d a ɨ̯ l
Prydain	p r ə d a i̯ n
Prydain	p r ə d ɛ n
Prydeinaidd	p r ə d e i̯ n a i̯ ð
Prydeinig	p r ə d e i̯ n ɪ ɡ
Prydeiniwr	p r ə d e i̯ n j ʊ r
Prydwen	p r ə d w ɛ n
Prydyn	p r ə d ɨ̞ n
Pwllheli	p ʊ ɬ h ɛ l i
Pyreneau	p ɨ̞ r ɛ n eː a
Pyreneau	p ɨ̞ r ɛ n eː a ɨ̯
Pyreneau	p ɨ̞ r ɛ n eː ɛ
Ragfyr	r a ɡ v ɨ̞ r
Rhagfyr	r̥ a ɡ v ɨ̞ r
Rhea	r̥ e a
Rhian	r̥ i a n
Rhiannon	r̥ i a n ɔ n
Rhianwen	r̥ i a n w ɛ n
Rhodri	r̥ ɔ d r i
Rhufain	r̥ ɨ̞ v a i̯ n
Rhufain	r̥ ɨ̞ v ɛ n
Rhufeiniad	r̥ ɨ̞ v e i̯ n j a d
Rhufeiniaidd	r̥ ɨ̞ v e i̯ n j a i̯ ð
Rhufeinig	r̥ ɨ̞ v e i̯ n ɪ ɡ
Rhufeiniwr	r̥ ɨ̞ v e i̯ n j ʊ r
Rhufeinwyr	r̥ ɨ̞ v e i̯ n w ɨ̞ r
Rhun	r̥ ɨː n
Rhydaman	r̥ ɨ̞ d a m a n
Rhydderch	r̥ ɨ̞ ð ɛ r χ
Rhydychen	r̥ ɨː d ə χ ɛ n
Rhydychen	r̥ ɨ̞ d ə χ ɛ n
Rhyl	r̥ ɨ̞ l
Rhyl	ə r̥ ɨ̞ l
Rhys	r̥ ɨː s
Roeg	r oː ɨ̯ ɡ
Rufain	r ɨ̞ v a i̯ n
Rufeinig	r ɨ̞ v e i̯ n ɪ ɡ
Rwanda	r ʊ a n d a
Rwmania	r ʊ m a n j a
Rwsaidd	r ʊ s a i̯ ð
Rwsia	r ʊ ʃ a
Sabath	s a b a θ
Saboth	s a b ɔ θ
Sacson	s a k s ɔ n
Sacsoneg	s a k s ɔ n ɛ ɡ
Sadwrn	s a d ʊ n
Sadwrn	s a d ʊ r n
Saesneg	s e ɨ̯ s n a ɡ
Saesneg	s e ɨ̯ s n ɛ ɡ
Saesneg	s ɨ̞ s n a ɡ
Saesneg	s ɨ̞ s n ɛ ɡ
Saesnes	s e ɨ̯ s n a s
Saesnes	s e ɨ̯ s n ɛ s
Saeson	s e ɨ̯ s ɔ n
Sais	s aː i̯ s
Salmau	s a l m a ɨ̯
Samaria	s a m a r j a
Samariad	s a m a r j a d
Samariadaeth	s a m a r j a d a ɨ̯ θ
Samariaeg	s a m a r j aː ɨ̯ ɡ
Samariaidd	s a m a r j a i̯ ð
Sbaen	s b aː ɨ̯ n
Sbaeneg	s b e ɨ̯ n ɛ ɡ
Sbaenes	s b e ɨ̯ n a s
Sbaenes	s b e ɨ̯ n ɛ s
Sbaenwr	s b e ɨ̯ n ʊ r
Sbaenwyr	s b e ɨ̯ n w ɨ̞ r
Scymraeg	s ɡ ə m r aː i̯ ɡ
Sechareia	s ɛ χ a r e i̯ a
Seffaneia	s ɛ f a n e i̯ a
Seion	s e i̯ ɔ n
Seisnig	s e i̯ s n ɪ ɡ
Seland	s ɛ l a n d
Senedd	s ɛ n ɛ ð
Serbia	s ɛ r b j a
Seren	s ɛ r ɛ n
Sgandinafaidd	s ɡ a n d ɪ n a v a i̯ ð
Sgandinafia	s ɡ a n d ɪ n a v j a
Sgythia	s ɡ ə θ j a
Siamaidd	s i a m a i̯ ð
Siameg	s i a m ɛ ɡ
Siamiad	s i a m j a d
Siani	ʃ a n ɪ
Siapan	ʃ a p a n
Siarl	ʃ a r l
Siarlmaen	ʃ a r l m a ɨ̯ n
Siarls	ʃ a r l s
Siberia	s ɪ b ɛ r j a
Sicim	s ɪ k ɪ m
Sieffre	ʃ ɛ f r ɛ
Sioned	ʃ ɔ n ɛ d
Siors	ʃ ɔ r s
Siors	ʃ ɔ r ʃ
Siwan	s ɪ u̯ a n
Siwan	ʃ ʊ a n
Siwdan	s ɪ u̯ d a n
Siâms	ʃ aː m s
Siân	ʃ aː n
Siôn	ʃ oː n
Siôr	ʃ oː r
Slaf	s l aː v
Slofacia	s l ɔ v a k j a
Slofenia	s l ɔ v ɛ n j a
Soffia	s ɔ f iː a
Sosban	s ɔ s b a n
Sul	s ɨː l
Swabiad	s w a b j a d
Swdan	s ʊ d a n
Sweden	s w ɛ d ɛ n
Swrinam	s ʊ r ɪ n a m
Sydallt	s ə d a ɬ t
Syria	s ə r j a
Sïon	s iː ɔ n
TGAU	t ɡ a ɨ̯
Tachwedd	t a χ w ɛ ð
Taf	t aː v
Tafwys	t a v ʊ ɨ̯ s
Tai	t a i̯
Talmwd	t a l m ʊ d
Tasmania	t a s m a n j a
Tawe	t a u̯ ɛ
Tecwyn	t ɛ k w ɨ̞ n
Teifi	t e i̯ v i
Teilo	t e i̯ l ɔ
Tethys	t ɛ θ ɨ̞ s
Thachwedd	θ a χ w ɛ ð
Thai	t a i̯
Thasmania	θ a s m a n j a
Thawe	θ a u̯ ɛ
Thwrci	θ ʊ r k i
Tibet	t ɪ b ɛ t
Tibeteg	t ɪ b ɛ t ɛ ɡ
Tirana	t ɪ r a n a
Titania	t ɪ t a n j a
Tiwnisia	t ɪ u̯ n ɪ s j a
Tomos	t ɔ m ɔ s
Tonypandy	t ɔ n ə p a n d ɨ̞
Tonyrefail	t ɔ n ə r ɛ v a i̯ l
Trawsfynydd	t r a u̯ s v ə n ɨ̞ ð
Trefaldwyn	t r e v a l d u ɨ̯ n
Trefor	t r ɛ v ɔ r
Trefynwy	t r ɛ v ə n ʊ ɨ̯
Trindod	t r ɪ n d ɔ d
Trinidad	t r ɪ n ɪ d a d
Trinidad	t r ɪ n ɪ d aː d
Triton	t r ɪ t ɔ n
Troedfawr	t r oː ɨ̯ d v a u̯ r
Trydar	t r ə d a r
Tsiad	t͡ʃ a d
Tsiec	t ʃ ɛ k
Tsiecaidd	t ʃ ɛ k a i̯ ð
Tsieina	t͡ʃ e i̯ n a
Tsieineaidd	t ʃ e i̯ n eː a i̯ ð
Tsieineeg	t͡ʃ e i̯ n eː ɛ ɡ
Tsile	t ʃ ɪ l ɪ
Tudno	t ɨ̞ d n ɔ
Tuedd	t ɨː ɛ ð
Twfalw	t ʊ v a l ʊ
Twid	t w iː d
Twitter	t w ɪ t ə r
Twrc	t ʊ r k
Twrcaidd	t ʊ r k a i̯ ð
Twrceg	t ʊ r k ɛ ɡ
Twrci	t ʊ r k ɪ
Tyddewi	t ɨ̞ ð ɛ u̯ ɪ
Tyrc	t ə r k
Tyrcaidd	t ə r k a i̯ ð
Tyrceg	t ə r k ɛ ɡ
U	ɨː
Uthr	ɨ̞ θ ɨ̞ r
W	uː
Wcraïneg	u k r a iː n ɛ ɡ
Wcráin	ʊ k r a i̯ n
Wellington	w ɛ l ɪ ŋ t ə n
Wganda	ʊ ɡ a n d a
Wiciadur	w ɪ k j a d ɨ̞ r
Wicipedia	w ɪ k ɪ p ɛ d j a
Wiclo	w ɪ k l ɔ
Wmbriel	ʊ m b r j ɛ l
Wranws	ʊ r a n ʊ s
Wrecsam	w r ɛ k s a m
Wrwgwái	ʊ r ʊ ɡ w a i̯
Wy	uː ɨ̯
Wyddel	ʊ ɨ̯ ð ɛ l
Wyddeleg	ʊ ɨ̯ ð ɛ l ɛ ɡ
Wysg	uː ɨ̯ s ɡ
Ynyd	ə n ɨ̞ d
Ysbaen	ə s b aː ɨ̯ n
Ystradwel	ə s d r a d w ɛ l
Ystwyth	ə s d ʊ ɨ̯ θ
Zwinglïad	s w ɪ ŋ ɡ l iː a d
Zwinglïaeth	s w ɪ ŋ ɡ l iː a ɨ̯ θ
Zwinglïaeth	s w ɪ ŋ ɡ l iː ɛ θ
ab	a b
abad	a b a d
abadaeth	a b a d a ɨ̯ θ
abadaeth	a b a d ɛ θ
abadaethau	a b a d e ɨ̯ θ a
abadaethau	a b a d e ɨ̯ θ a ɨ̯
abadaethau	a b a d e ɨ̯ θ ɛ
abadau	a b a d a
abadau	a b a d a ɨ̯
abadau	a b a d ɛ
abades	a b a d ɛ s
abadesau	a b a d ɛ s a
abadesau	a b a d ɛ s a ɨ̯
abadesau	a b a d ɛ s ɛ
aball	a b a ɬ
aballu	a b a ɬ ɨ̞
abatai	a b a t a ɨ̯
abathocroalaidd	a b a θ ɔ k r ɔ a l a i̯ ð
abatir	a b a t ɪ r
abatiroedd	a b a t ɪ r ɔ ɨ̯ ð
abaty	a b a t ɨ̞
aber	a b ɛ r
abergofiant	a b ɛ r ɡ ɔ v j a n t
aberth	a b ɛ r θ
aberthau	a b ɛ r θ a
aberthau	a b ɛ r θ a ɨ̯
aberthau	a b ɛ r θ ɛ
aberthged	a b ɛ r θ ɡ ɛ d
aberthgedau	a b ɛ r θ ɡ ɛ d a
aberthgedau	a b ɛ r θ ɡ ɛ d a ɨ̯
aberthgedau	a b ɛ r θ ɡ ɛ d ɛ
aberthu	a b ɛ r θ ɨ̞
aberthwr	a b ɛ r θ ʊ r
abl	a b l
abladol	a b l a d ɔ l
abo	a b ɔ
abostl	a b ɔ s d l
abostol	a b ɔ s d ɔ l
absen	a b s ɛ n
absennau	a b s ɛ n a
absennau	a b s ɛ n a ɨ̯
absennau	a b s ɛ n ɛ
absennol	a b s ɛ n ɔ l
absennu	a b s ɛ n ɨ
absenoldeb	a b s ɛ n ɔ l d a b
absenoldeb	a b s ɛ n ɔ l d ɛ b
absoliwt	a p s ɔ l ɪ u̯ t
abwyd	a b ʊ ɨ̯ d
abwydyn	a b ʊ ɨ̯ d ɨ̞ n
academaidd	a k a d ɛ m a i̯ ð
academaidd	a k a d ɛ m ɛ ð
academi	a k a d ɛ m i
academydd	a k a d ɛ m ɨ̞ ð
academyddion	a k a d ɛ m ə ð j ɔ n
academïau	a k a d ɛ m iː a
academïau	a k a d ɛ m iː a ɨ̯
academïau	a k a d ɛ m iː ɛ
acen	a k ɛ n
aceniad	a k ɛ n j a d
aceniadau	a k ɛ n j a d a
aceniadau	a k ɛ n j a d a ɨ̯
aceniadau	a k ɛ n j a d ɛ
acenion	a k ɛ n j ɔ n
acennu	a k ɛ n ɨ
acer	a k a r
acer	a k ɛ r
aceri	a k ɛ r ɪ
ach	a χ
ach	aː χ
acha	a χ a
achan	a χ a n
achles	a χ l ɛ s
achlesau	a χ l ɛ s a
achlesau	a χ l ɛ s a ɨ̯
achlesau	a χ l ɛ s ɛ
achlesu	a χ l ɛ s ɨ̞
achlod	a χ l ɔ d
achlust	a χ l ɨ̞ s d
achlysur	a χ l ə s ɨ̞ r
achlysuro	a χ l ə s ɨ̞ r ɔ
achlysurol	a χ l ə s ɨ̞ r ɔ l
achlysuron	a χ l ə s ɨ̞ r ɔ n
achoedd	aː χ ɔ i̯ ð
achos	a χ ɔ s
achos	χ ɔ s
achosi	a χ ɔ s i
achosion	a χ ɔ ʃ ɔ n
achres	a χ r ɛ s
achub	a χ ɨ̞ b
achubadwy	a χ ɨ̞ b a d ʊ ɨ̯
achubedig	a χ ɨ̞ b ɛ d ɪ ɡ
achubiad	a χ ɨ̞ b j a d
achubiaeth	a χ ɨ̞ b j a ɨ̯ θ
achubiaeth	a χ ɨ̞ b j ɛ θ
achubol	a χ ɨ̞ b ɔ l
achubwr	a χ ɨ̞ b ʊ r
achubwyr	a χ ɨ̞ b w ɨ̞ r
achubydd	a χ ɨ̞ b ɨ̞ ð
achwre	a χ w r ɛ
achwyn	a χ w ɨ̞ n
achwyn	a χ ʊ ɨ̯ n
achwyniad	a χ ʊ ɨ̯ n j a d
achwyniadau	a χ ʊ ɨ̯ n j a d a
achwyniadau	a χ ʊ ɨ̯ n j a d a ɨ̯
achwyniadau	a χ ʊ ɨ̯ n j a d ɛ
achwynwr	a χ ʊ ɨ̯ n ʊ r
achwynwyr	a χ ʊ ɨ̯ n w ɨ̞ r
achwynydd	a χ ʊ ɨ̯ n j ɨ̞ ð
achydd	a χ ɨ̞ ð
achyddiaeth	a χ ə ð j a ɨ̯ θ
achyddiaeth	a χ ə ð j ɛ θ
achyddion	a χ ə ð j ɔ n
achyddol	a χ ə ð ɔ l
aciwbigo	a k ɪ u̯ b ɪ ɡ ɔ
acryl	a k r ɨ̞ l
acrylig	a k r ɨ̞ l ɪ ɡ
act	a k t
actau	a k t a
actau	a k t a ɨ̯
actau	a k t ɛ
acti	a k t i
actiniwm	a k t ɪ n j ʊ m
actio	a k t j ɔ
actor	a k t ɔ r
actores	a k t ɔ r ɛ s
actoresau	a k t ɔ r ɛ s a
actoresau	a k t ɔ r ɛ s a ɨ̯
actoresau	a k t ɔ r ɛ s ɛ
actorion	a k t ɔ r j ɔ n
acw	a k ʊ
ad	aː d
adael	a d a l
adael	a d a ɨ̯ l
adael	a d ɛ l
adail	a d a i̯ l
adain	a d a i̯ n
adain	a d a n
adain	a d ɛ n
adainredyn	a d a i̯ n r ɛ d ɨ̞ n
adalw	a d a l u
adalwadwy	a d a l w a d ʊ ɨ̯
adanedd	a d a n ɛ ð
adar	a d a r
adara	a d a r a
adardai	a d a r d a i̯
adardy	a d a r d ɨ̞
adareg	a d a r ɛ ɡ
adaregol	a d a r ɛ ɡ ɔ l
adaregwyr	a d a r ɛ ɡ w ɨ̞ r
adaregydd	a d a r ɛ ɡ ɨ̞ ð
adargi	a d a r ɡ ɪ
adargraffiad	a d a r ɡ r a f j a d
adargraffiadau	a d a r ɡ r a f j a d a
adargraffiadau	a d a r ɡ r a f j a d a ɨ̯
adargraffiadau	a d a r ɡ r a f j a d ɛ
adargraffu	a d a r ɡ r a f ɨ̞
adargwn	a d a r ɡ ʊ n
adarwr	a d a r ʊ r
adarwyr	a d a r w ɨ̞ r
adarydd	a d a r ɨ̞ ð
adarydda	a d a r ə ð a
adaryddiaeth	a d a r ə ð j a ɨ̯ θ
adaryddiaeth	a d a r ə ð j ɛ θ
adaryddion	a d a r ə ð j ɔ n
adawed	a d a u̯ ɛ d
adborth	a d b ɔ r θ
adborthion	a d b ɔ r θ j ɔ n
addas	a ð a s
addasiad	a ð a s j a d
addasiad	a ð a ʃ a d
addasrwydd	a ð a s r ʊ ɨ̯ ð
addasu	a ð a s ɨ̞
addawa	a ð a u̯ a
addaweb	a ð a u̯ ɛ b
addawebau	a ð a u̯ ɛ b a
addawebau	a ð a u̯ ɛ b a ɨ̯
addawebau	a ð a u̯ ɛ b ɛ
addawiff	a ð a u̯ ɪ f
addawith	a ð a u̯ ɪ θ
addef	a ð ɛ v
addefiad	a ð ɛ v j a d
addewid	a ð ɛ u̯ ɪ d
addfwyn	a ð v ʊ ɨ̯ n
addfwynder	a ð v ʊ ɨ̯ n d ɛ r
addo	a ð ɔ
addoladwy	a ð ɔ l a d ʊ ɨ̯
addoldy	a ð ɔ l d ɨ̞
addolgar	a ð ɔ l ɡ a r
addoli	a ð ɔ l ɪ
addoliad	a ð ɔ l j a d
addolwr	a ð ɔ l ʊ r
addolwyr	a ð ɔ l w ɨ̞ r
adduned	a ð ɨ̞ n ɛ d
addunedu	a ð ɨ̞ n ɛ d ɨ̞
adduno	a ð ɨ̞ n ɔ
addurn	a ð ɨ̞ r n
addurnau	a ð ɨ̞ r n a
addurnau	a ð ɨ̞ r n a ɨ̯
addurnau	a ð ɨ̞ r n ɛ
addurnedig	a ð ɨ̞ r n ɛ d ɪ ɡ
addurniad	a ð ɨ̞ r n j a d
addurno	a ð ɨ̞ r n ɔ
addurnol	a ð ɨ̞ r n ɔ l
addurnwr	a ð ɨ̞ r n j ʊ r
addysg	a ð ɨ̞ s ɡ
addysga	a ð ə s ɡ a
addysgau	a ð ə s ɡ a
addysgau	a ð ə s ɡ a ɨ̯
addysgau	a ð ə s ɡ ɛ
addysgiadol	a ð ə s ɡ j a d ɔ l
addysgoch	a ð ə s ɡ ɔ χ
addysgodd	a ð ə s ɡ ɔ ð
addysgol	a ð ə s ɡ ɔ l
addysgon	a ð ə s ɡ ɔ n
addysgu	a ð ə s ɡ ɨ̞
addysgwch	a ð ə s ɡ ʊ χ
addysgwr	a ð ə s ɡ ʊ r
adeg	a d a ɡ
adeg	a d ɛ ɡ
adegau	a d ɛ ɡ a
adegau	a d ɛ ɡ a ɨ̯
adegau	a d ɛ ɡ ɛ
adeilad	a d e i̯ l a d
adeiladaeth	a d e i̯ l a d a ɨ̯ θ
adeiladaeth	a d e i̯ l a d ɛ θ
adeiladaethau	a d e i̯ l a d e ɨ̯ θ a
adeiladaethau	a d e i̯ l a d e ɨ̯ θ a ɨ̯
adeiladaethau	a d e i̯ l a d e ɨ̯ θ ɛ
adeiladau	a d e i̯ l a d a
adeiladau	a d e i̯ l a d a ɨ̯
adeiladau	a d e i̯ l a d ɛ
adeiladol	a d e i̯ l a d ɔ l
adeiladu	a d e i̯ l a d ɨ̞
adeiladwaith	a d e i̯ l a d w a i̯ θ
adeiladwaith	a d e i̯ l a d w ɛ θ
adeiladweithiau	a d e i̯ l a d w e i̯ θ j a
adeiladweithiau	a d e i̯ l a d w e i̯ θ j a ɨ̯
adeiladweithiau	a d e i̯ l a d w e i̯ θ j ɛ
adeiladwr	a d e i̯ l a d ʊ r
adeiladwyr	a d e i̯ l a d w ɨ̞ r
adeiledd	a d e i̯ l ɛ ð
adeileddeg	a d e i̯ l ɛ ð ɛ ɡ
adeileddiaeth	a d e i̯ l ɛ ð j a i̯ θ
adeileddiaeth	a d e i̯ l ɛ ð j ɛ θ
adeileddol	a d e i̯ l ɛ ð ɔ l
adeileddu	a d e i̯ l ɛ ð ɨ̞
adeileddwr	a d e i̯ l ɛ ð ʊ r
adeiliad	a d e i̯ l j a d
adeinbiws	a d e i̯ n b ɪ u̯ s
adeinefydd	a d e i̯ n ɛ v ɨ̞ ð
adeiniog	a d e i̯ n j ɔ ɡ
aden	a d a n
aden	a d ɛ n
adenedigaeth	a d ɛ n ɛ d ɪ ɡ a ɨ̯ θ
adenedigaeth	a d ɛ n ɛ d ɪ ɡ ɛ θ
adenedigaethau	a d ɛ n ɛ d ɪ ɡ e ɨ̯ θ a
adenedigaethau	a d ɛ n ɛ d ɪ ɡ e ɨ̯ θ a ɨ̯
adenedigaethau	a d ɛ n ɛ d ɪ ɡ e ɨ̯ θ ɛ
adenilladwy	a d ɛ n ɪ ɬ a d ʊ ɨ̯
adennill	a d ɛ n ɪ ɬ
adenydd	a d ɛ n ɨ̞ ð
aderyn	a d ɛ r ɨ̞ n
aderyn	d ɛ r ɨ̞ n
adfach	a d v a χ
adfachu	a d v a χ ɨ̞
adfail	a d v a i̯ l
adfeddiannu	a d v ɛ ð j a n ɨ
adfeiliad	a d v e i̯ l j a d
adfeiliadau	a d v e i̯ l j a d a
adfeiliadau	a d v e i̯ l j a d a ɨ̯
