'day	d̪ a ɪ̯
abursiyon	ʔ ɐ b u ɾ s j o n̪
abursiyon	ʔ ɐ b ʊ ɾ ʃ o n̪
abursiyon	ʔ ɐ b ʊ ɾ s j o n̪
abursiyon	ʔ ɐ b ʊ ɾ s j o n̪
abursyon	ʔ ɐ b u ɾ ʃ o n̪
abursyon	ʔ ɐ b u ɾ s j o n̪
abursyon	ʔ ɐ b u ɾ s j o n̪
abursyon	ʔ ɐ b ʊ ɾ ʃ o n̪
abursyon	ʔ ɐ b ʊ ɾ s j o n̪
abursyon	ʔ ɐ b ʊ ɾ s j o n̪
abusada	ʔ ɐ b ʊ s aː d̪ ɐ
abusado	ʔ ɐ b ʊ s aː d̪ o
abusera	ʔ ɐ b ʊ s ɛː ɾ ɐ
abusero	ʔ ɐ b ʊ s ɛː ɾ o
abusibo	ʔ ɐ b ʊ s iː b o
abusion	ʔ ɐ b ʊ ʃ o n̪
abusion	ʔ ɐ b ʊ s j o n̪
abusion	ʔ ɐ b ʊ s j o n̪
abusiyon	ʔ ɐ b ʊ ʃ o n̪
abusiyon	ʔ ɐ b ʊ s j o n̪
abusiyon	ʔ ɐ b ʊ s j o n̪
abuso	ʔ ɐ b uː s o
abusuhin	ʔ ɐ b ʊ s uː h ɪ n̪
abusyon	ʔ ɐ b ʊ ʃ o n̪
abusyon	ʔ ɐ b ʊ s j o n̪
abusyon	ʔ ɐ b ʊ s j o n̪
abutab	ʔ ɐ b ʊ t̪ a b̚
abutan	ʔ ɐ b ʊ t̪ a n̪
abutan	ʔ ɐ b uː t̪ ɐ n̪
abutan	ʔ aː b uː t̪ ɐ n̪
abutdan	ʔ ɐ b ʊ t̪ d̪ a n̪
abutin	ʔ ɐ b uː t̪ ɪ n̪
abutin	ʔ ɐ b ʊ t̪ ɪ n̪
abutra	ʔ ɐ b u t̪ ɾ ɐ
abuwab	ʔ ɐ b w a b̚
abuwela	ʔ ɐ b w ɛː l ɐ
abuwelo	ʔ ɐ b w ɛː l o
abuwod	ʔ ɐ b uː w o d̪̚
abuwor	ʔ ɐ b uː w o ɾ
abwab	ʔ ɐ b w a b̚
abwela	ʔ ɐ b w ɛː l ɐ
abwelo	ʔ ɐ b w ɛː l o
abyad	ʔ ɐ b j a d̪̚
abyador	ʔ ɐ b j ɐ d̪ o ɾ
abyarin	ʔ ɐ b j ɐ ɾ ɪ n̪
abyasyon	ʔ ɐ b j ɐ ʃ o n̪
abyasyon	ʔ ɐ b j ɐ s j o n̪
abyasyon	ʔ ɐ b j ɐ s j o n̪
abyerta	ʔ ɐ b j ɛ ɾ t̪ ɐ
abyerto	ʔ ɐ b j ɛ ɾ t̪ o
abyog	ʔ ɐ b j o ɡ̚
abyohenesis	ʔ ɐ b j o h ɛː n̪ ɛ s ɪ s
abyohenesis	ʔ ɐ b j o h ɛ n̪ ɛː s ɪ s
abyolohiya	ʔ ɐ b j o l o h iː j ɐ
abyugin	ʔ ɐ b j ʊ ɣ ɪ n̪
Academia	ʔ ɐ x ɐ d̪ ɛ m j ɐ
Acda	ʔ ɐ k d̪ a ʔ
Acierto	ʔ ɐ ʃ ɛ ɾ t̪ o
Acierto	ʔ ɐ s j ɛ ɾ t̪ o
Acierto	ʔ ɐ s j ɛ ɾ t̪ o
Aclan	ʔ ɐ k l a n̪
Acopiado	ʔ ɐ x o p j aː d̪ o
Acorda	ʔ ɐ x o ɾ d̪ ɐ
Acosta	ʔ ɐ x o s t̪ ɐ
Acuña	ʔ ɐ x uː ɲ ɐ
Acuña	ʔ ɐ x u n̪ j ɐ
Acuña	ʔ ɐ x u n̪ j ɐ
Acuzar	ʔ ɐ x ʊ z a ɾ
Acuzar	ʔ ɐ x ʊ s a ɾ
Acuzar	ʔ ɐ x ʊ s a ɾ
ada	ʔ aː d̪ ɐ
adagio	ʔ ɐ d̪ aː h j o
adahiyo	ʔ ɐ d̪ aː h j o
adahyo	ʔ ɐ d̪ aː h j o
Adajar	ʔ ɐ d̪ ɐ h a ɾ
adamantino	ʔ ɐ d̪ ɐ m ɐ n̪ t̪ iː n̪ o
Adams	ʔ aː d̪ ɐ m s
Adan	ʔ ɐ d̪ a n̪
adapsiyon	ʔ ɐ d̪ a p ʃ o n̪
adapsiyon	ʔ ɐ d̪ a p s j o n̪
adapsiyon	ʔ ɐ d̪ a p s j o n̪
adapsyon	ʔ ɐ d̪ a p ʃ o n̪
adapsyon	ʔ ɐ d̪ a p s j o n̪
adapsyon	ʔ ɐ d̪ a p s j o n̪
adaptable	ʔ ɐ d̪ ɐ p t̪ aː b l ɛ
adaptado	ʔ ɐ d̪ ɐ p t̪ aː d̪ o
adaptador	ʔ ɐ d̪ ɐ p t̪ ɐ d̪ o ɾ
adaptasiyon	ʔ ɐ d̪ ɐ p t̪ ɐ ʃ o n̪
adaptasiyon	ʔ ɐ d̪ ɐ p t̪ ɐ s j o n̪
adaptasiyon	ʔ ɐ d̪ ɐ p t̪ ɐ s j o n̪
adaptasyon	ʔ ɐ d̪ ɐ p t̪ ɐ ʃ o n̪
adaptasyon	ʔ ɐ d̪ ɐ p t̪ ɐ s j o n̪
adaptasyon	ʔ ɐ d̪ ɐ p t̪ ɐ s j o n̪
adarga	ʔ ɐ d̪ a ɾ ɡ ɐ
adargilya	ʔ ɐ d̪ ɐ ɾ ɡ i l j ɐ
Adbentista	ʔ ɐ d̪ b ɛ n̪ t̪ i s t̪ ɐ
adberbiyal	ʔ ɐ d̪ b ɛ ɾ b j a l
adberbiyo	ʔ ɐ d̪ b ɛ ɾ b j o
adberbyal	ʔ ɐ d̪ b ɛ ɾ b j a l
adberbyo	ʔ ɐ d̪ b ɛ ɾ b j o
adbersaryo	ʔ ɐ d̪ b ɛ ɾ s a ɾ j o
adbersidad	ʔ ɐ d̪ b ɛ ɾ s ɪ d̪ a d̪̚
adbertaiser	ʔ ɐ d̪ b ɛ ɾ t̪ a ɪ̯ s ɛ ɾ
adbertayser	ʔ ɐ d̪ b ɛ ɾ t̪ a ɪ̯ s ɛ ɾ
adbertensiya	ʔ ɐ d̪ b ɛ ɾ t̪ ɛ n̪ ʃ ɐ
adbertensiya	ʔ ɐ d̪ b ɛ ɾ t̪ ɛ n̪ s j ɐ
adbertensiya	ʔ ɐ d̪ b ɛ ɾ t̪ ɛ n̪ s j ɐ
adbertensya	ʔ ɐ d̪ b ɛ ɾ t̪ ɛ n̪ ʃ ɐ
adbertensya	ʔ ɐ d̪ b ɛ ɾ t̪ ɛ n̪ s j ɐ
adbertensya	ʔ ɐ d̪ b ɛ ɾ t̪ ɛ n̪ s j ɐ
adberti	ʔ ɐ d̪ b ɛ ɾ t̪ ɪ
adbertido	ʔ ɐ d̪ b ɛ ɾ t̪ iː d̪ o
adbertismen	ʔ ɐ d̪ b ɛ ɾ t̪ ɪ s m ɛ n̪
adbertisment	ʔ ɐ d̪ b ɛ ɾ t̪ ɪ s m ɛ n̪ t̪
Adbiyento	ʔ ɐ d̪ b j ɛ n̪ t̪ o
adbokasi	ʔ ɐ d̪ b oː x ɐ s ɪ
adbokasiya	ʔ ɐ d̪ b o x ɐ s iː j ɐ
Adbyento	ʔ ɐ d̪ b j ɛ n̪ t̪ o
adegon	ʔ ɐ d̪ ɛ ɣ o n̪
Adela	ʔ ɐ d̪ ɛː l ɐ
adelantado	ʔ ɐ d̪ ɛ l ɐ n̪ t̪ aː d̪ o
adelanto	ʔ ɐ d̪ ɛ l a n̪ t̪ o
adelpa	ʔ ɐ d̪ ɛ l p ɐ
adenitis	ʔ ɐ d̪ ɛ n̪ iː t̪ ɪ s
adenoma	ʔ ɐ d̪ ɛ n̪ oː m ɐ
adepto	ʔ ɐ d̪ ɛ p t̪ o
adereso	ʔ ɐ d̪ ɛ ɾ ɛː s o
aders	ʔ aː d̪ ə ɹ s
adhan	ʔ ɐ d̪ a n̪
adhesibo	ʔ ɐ d̪ h ɛ s iː b o
adhesyon	ʔ ɐ d̪ h ɛ ʃ o n̪
adhesyon	ʔ ɐ d̪ h ɛ s j o n̪
adhesyon	ʔ ɐ d̪ h ɛ s j o n̪
adhetibal	ʔ ɐ d̪ h ɛ t̪ ɪ b a l
adhetibo	ʔ ɐ d̪ h ɛ t̪ iː b o
adhika	ʔ ɐ d̪ h ɪ x a ʔ
adhikain	ʔ ɐ d̪ h ɪ x aː ʔ ɪ n̪
adhudika	ʔ ɐ d̪ h ʊ d̪ ɪ x a
adhudikasyon	ʔ ɐ d̪ h ʊ d̪ ɪ x ɐ ʃ o n̪
adhudikasyon	ʔ ɐ d̪ h ʊ d̪ ɪ x ɐ s j o n̪
adhudikasyon	ʔ ɐ d̪ h ʊ d̪ ɪ x ɐ s j o n̪
adibina	ʔ ɐ d̪ ɪ b ɪ n̪ a
adibina	ʔ ɐ d̪ ɪ b iː n̪ ɐ
adibinador	ʔ ɐ d̪ ɪ b ɪ n̪ ɐ d̪ o ɾ
adibino	ʔ ɐ d̪ ɪ b iː n̪ o
adidas	ʔ ɐ d̪ iː d̪ ɐ s
adik	ʔ aː d̪ ɪ k̚
adiksiyon	ʔ ɐ d̪ ɪ k ʃ o n̪
adiksiyon	ʔ ɐ d̪ ɪ k s j o n̪
adiksiyon	ʔ ɐ d̪ ɪ k s j o n̪
adiksyon	ʔ ɐ d̪ ɪ k ʃ o n̪
adiksyon	ʔ ɐ d̪ ɪ k s j o n̪
adiksyon	ʔ ɐ d̪ ɪ k s j o n̪
adikto	ʔ ɐ d̪ i k t̪ o
adilus	ʔ ɐ d̪ ɪ l ʊ s
ading	ʔ aː d̪ ɪ ŋ
adiposidad	ʔ ɐ d̪ ɪ p o s ɪ d̪ a d̪̚
adiposis	ʔ ɐ d̪ ɪ p oː s ɪ s
adiposo	ʔ ɐ d̪ ɪ p oː s o
adisinuwebe	ʔ ɐ d̪ ɪ s ɪ n̪ w ɛː b ɛ
adisinwebe	ʔ ɐ d̪ ɪ s ɪ n̪ w ɛː b ɛ
adisiotso	ʔ ɐ d̪ ɪ s ɪ ʔ oː t͡ʃ o
adisiotso	ʔ ɐ d̪ ɪ s ɪ ʔ o t̪ s o
adisiotso	ʔ ɐ d̪ ɪ s ɪ ʔ o t̪ s o
adisisais	ʔ ɐ d̪ ɪ s ɪ s ɐ ʔ ɪ s
adisiseis	ʔ ɐ d̪ ɪ s ɪ s ɛ ʔ ɪ s
adisiseis	ʔ ɐ d̪ ɪ s ɪ s ɐ ʔ ɪ s
adisisiyete	ʔ ɐ d̪ ɪ s ɪ ʃ ɛː t̪ ɛ
adisisiyete	ʔ ɐ d̪ ɪ s ɪ s j ɛː t̪ ɛ
adisisiyete	ʔ ɐ d̪ ɪ s ɪ s j ɛː t̪ ɛ
adisisyete	ʔ ɐ d̪ ɪ s ɪ ʃ ɛː t̪ ɛ
adisisyete	ʔ ɐ d̪ ɪ s ɪ s j ɛː t̪ ɛ
adisisyete	ʔ ɐ d̪ ɪ s ɪ s j ɛː t̪ ɛ
adisiyon	ʔ ɐ d̪ ɪ ʃ o n̪
adisiyon	ʔ ɐ d̪ ɪ s j o n̪
adisiyon	ʔ ɐ d̪ ɪ s j o n̪
adisiyunal	ʔ ɐ d̪ ɪ ʃ ʊ n̪ a l
adisiyunal	ʔ ɐ d̪ ɪ s j ʊ n̪ a l
adisiyunal	ʔ ɐ d̪ ɪ s j ʊ n̪ a l
adisyon	ʔ ɐ d̪ ɪ ʃ o n̪
adisyon	ʔ ɐ d̪ ɪ s j o n̪
adisyon	ʔ ɐ d̪ ɪ s j o n̪
adisyonal	ʔ ɐ d̪ ɪ ʃ o n̪ a l
adisyonal	ʔ ɐ d̪ ɪ s j o n̪ a l
adisyonal	ʔ ɐ d̪ ɪ s j o n̪ a l
adisyunal	ʔ ɐ d̪ ɪ ʃ ʊ n̪ a l
adisyunal	ʔ ɐ d̪ ɪ s j ʊ n̪ a l
adisyunal	ʔ ɐ d̪ ɪ s j ʊ n̪ a l
aditibo	ʔ ɐ d̪ ɪ t̪ iː b o
adiya	ʔ ɐ d͡ʒ a ʔ
adiya	ʔ ɐ d͡ʒ a
adiya	ʔ ɐ d̪ j a ʔ
adiya	ʔ ɐ d̪ j a
adiya	ʔ ɐ d̪ j a ʔ
adiya	ʔ ɐ d̪ j a
adiyaw	ʔ ɐ d̪ iː j a ʊ̯
adiyenda	ʔ ɐ d͡ʒ ɛ n̪ d̪ ɐ
adiyenda	ʔ ɐ d̪ j ɛ n̪ d̪ ɐ
adiyenda	ʔ ɐ d̪ j ɛ n̪ d̪ ɐ
adiyes	ʔ ɐ d͡ʒ ɛ s
adiyes	ʔ ɐ d̪ j ɛ s
adiyes	ʔ ɐ d̪ j ɛ s
adiyos	ʔ ɐ d͡ʒ o s
adiyos	ʔ ɐ d̪ j o s
adiyos	ʔ ɐ d̪ j o s
adkisisyon	ʔ ɐ d̪ k ɪ s ɪ ʃ o n̪
adkisisyon	ʔ ɐ d̪ k ɪ s ɪ s j o n̪
adkisisyon	ʔ ɐ d̪ k ɪ s ɪ s j o n̪
adlaw	ʔ ɐ d̪ l̪ a ʊ̯
Adlawan	ʔ ɐ d̪ l̪ aː w ɐ n̪
administra	ʔ ɐ d̪ m ɪ n̪ ɪ s t̪ ɾ a
administrado	ʔ ɐ d̪ m ɪ n̪ ɪ s t̪ ɾ aː d̪ o
administrador	ʔ ɐ d̪ m ɪ n̪ ɪ s t̪ ɾ ɐ d̪ o ɾ
administradora	ʔ ɐ d̪ m ɪ n̪ ɪ s t̪ ɾ ɐ d̪ oː ɾ ɐ
administrasiyon	ʔ ɐ d̪ m ɪ n̪ ɪ s t̪ ɾ ɐ ʃ o n̪
administrasiyon	ʔ ɐ d̪ m ɪ n̪ ɪ s t̪ ɾ ɐ s j o n̪
administrasiyon	ʔ ɐ d̪ m ɪ n̪ ɪ s t̪ ɾ ɐ s j o n̪
administrasyon	ʔ ɐ d̪ m ɪ n̪ ɪ s t̪ ɾ ɐ ʃ o n̪
administrasyon	ʔ ɐ d̪ m ɪ n̪ ɪ s t̪ ɾ ɐ s j o n̪
administrasyon	ʔ ɐ d̪ m ɪ n̪ ɪ s t̪ ɾ ɐ s j o n̪
administratibo	ʔ ɐ d̪ m ɪ n̪ ɪ s t̪ ɾ ɐ t̪ iː b o
admirable	ʔ ɐ d̪ m ɪ ɾ aː b l ɛ
admirador	ʔ ɐ d̪ m ɪ ɾ ɐ d̪ o ɾ
admiral	ʔ a d̪ m ɪ ɾ a l
admirasiyon	ʔ ɐ d̪ m ɪ ɾ ɐ ʃ o n̪
admirasiyon	ʔ ɐ d̪ m ɪ ɾ ɐ s j o n̪
admirasiyon	ʔ ɐ d̪ m ɪ ɾ ɐ s j o n̪
admirasyon	ʔ ɐ d̪ m ɪ ɾ ɐ ʃ o n̪
admirasyon	ʔ ɐ d̪ m ɪ ɾ ɐ s j o n̪
admirasyon	ʔ ɐ d̪ m ɪ ɾ ɐ s j o n̪
admisiyon	ʔ ɐ d̪ m ɪ ʃ o n̪
admisiyon	ʔ ɐ d̪ m ɪ s j o n̪
admisiyon	ʔ ɐ d̪ m ɪ s j o n̪
admisyon	ʔ ɐ d̪ m ɪ ʃ o n̪
admisyon	ʔ ɐ d̪ m ɪ s j o n̪
admisyon	ʔ ɐ d̪ m ɪ s j o n̪
admiti	ʔ ɐ d̪ m ɪ t̪ ɪ
admitido	ʔ ɐ d̪ m ɪ t̪ iː d̪ o
adobado	ʔ ɐ d̪ o b aː d̪ o
adobe	ʔ ɐ d̪ oː b ɛ
adobo	ʔ ɐ d̪ oː b o
adobosilog	ʔ ɐ d̪ oː b o s ɪ l o ɡ̚
adokin	ʔ ɐ d̪ o x ɪ n̪
adolesens	ʔ ɐ d̪ o l ɛː s ɛ n̪ s
adolesens	ʔ ɐ d̪ oː l ɛ s ɛ n̪ s
adolesensiya	ʔ ɐ d̪ o l ɛ s ɛ n̪ ʃ ɐ
adolesensiya	ʔ ɐ d̪ o l ɛ s ɛ n̪ s j ɐ
adolesensiya	ʔ ɐ d̪ o l ɛ s ɛ n̪ s j ɐ
adolesensya	ʔ ɐ d̪ o l ɛ s ɛ n̪ ʃ ɐ
adolesensya	ʔ ɐ d̪ o l ɛ s ɛ n̪ s j ɐ
adolesensya	ʔ ɐ d̪ o l ɛ s ɛ n̪ s j ɐ
adolesent	ʔ ɐ d̪ o l ɛː s ɛ n̪ t̪
adolesent	ʔ ɐ d̪ oː l ɛ s ɛ n̪ t̪
adolesente	ʔ ɐ d̪ o l ɛ s ɛ n̪ t̪ ɛ
Adolfo	ʔ ɐ d̪ o l f o
Adolfo	ʔ ɐ d̪ o l p o
Adolfo	ʔ ɐ d̪ o l p o
Adonis	ʔ ɐ d̪ oː n̪ ɪ s
adonis	ʔ ɐ d̪ oː n̪ ɪ s
adopsiyon	ʔ ɐ d̪ o p ʃ o n̪
adopsiyon	ʔ ɐ d̪ o p s j o n̪
adopsiyon	ʔ ɐ d̪ o p s j o n̪
adopsyon	ʔ ɐ d̪ o p ʃ o n̪
adopsyon	ʔ ɐ d̪ o p s j o n̪
adopsyon	ʔ ɐ d̪ o p s j o n̪
adopta	ʔ ɐ d̪ o p t̪ a
adoptador	ʔ ɐ d̪ o p t̪ ɐ d̪ o ɾ
adoptiba	ʔ ɐ d̪ o p t̪ iː b ɐ
adoptibo	ʔ ɐ d̪ o p t̪ iː b o
adora	ʔ ɐ d̪ o ɾ a
adorable	ʔ ɐ d̪ o ɾ aː b l ɛ
adorador	ʔ ɐ d̪ o ɾ ɐ d̪ o ɾ
adorasiyon	ʔ ɐ d̪ o ɾ ɐ ʃ o n̪
adorasiyon	ʔ ɐ d̪ o ɾ ɐ s j o n̪
adorasiyon	ʔ ɐ d̪ o ɾ ɐ s j o n̪
adorasyon	ʔ ɐ d̪ o ɾ ɐ ʃ o n̪
adorasyon	ʔ ɐ d̪ o ɾ ɐ s j o n̪
adorasyon	ʔ ɐ d̪ o ɾ ɐ s j o n̪
adoratris	ʔ ɐ d̪ o ɾ ɐ t̪ ɾ ɪ s
adormidera	ʔ ɐ d̪ o ɾ m ɪ d̪ ɛː ɾ ɐ
Adornado	ʔ ɐ d̪ o ɾ n̪ aː d̪ o
adornador	ʔ ɐ d̪ o ɾ n̪ ɐ d̪ o ɾ
adorno	ʔ ɐ d̪ o ɾ n̪ o
ados	ʔ ɐ d̪ o s
adose	ʔ ɐ d̪ oː s ɛ
adosilog	ʔ ɐ d̪ oː s ɪ l o ɡ̚
adrenal	ʔ ɐ d̪ ɾ ɛ n̪ a l
adrenalina	ʔ ɐ d̪ ɾ ɛ n̪ ɐ l iː n̪ ɐ
adres	ʔ a d̪ ɾ ɛ s
adres	ʔ ɐ d̪ ɾ ɛ s
adresi	ʔ ɐ d̪ ɾ ɛː s ɪ
Adrias	ʔ ɐ d̪ ɾ iː j ɐ s
adubado	ʔ ɐ d̪ ʊ b aː d̪ o
adube	ʔ ɐ d̪ uː b ɛ
adula	ʔ ɐ d̪ ʊ l a
adulador	ʔ ɐ d̪ ʊ l ɐ d̪ o ɾ
adulahin	ʔ ɐ d̪ ʊ l ɐ h ɪ n̪
adulasyon	ʔ ɐ d̪ ʊ l ɐ ʃ o n̪
adulasyon	ʔ ɐ d̪ ʊ l ɐ s j o n̪
adulasyon	ʔ ɐ d̪ ʊ l ɐ s j o n̪
adulatoriyo	ʔ ɐ d̪ ʊ l ɐ t̪ oː ɾ j o
adulatoryo	ʔ ɐ d̪ ʊ l ɐ t̪ o ɾ j o
adultera	ʔ ɐ d̪ u l t̪ ɛ ɾ a
adulterado	ʔ ɐ d̪ ʊ l t̪ ɛ ɾ aː d̪ o
adulterante	ʔ ɐ d̪ ʊ l t̪ ɛ ɾ a n̪ t̪ ɛ
adulterasiyon	ʔ ɐ d̪ ʊ l t̪ ɛ ɾ ɐ ʃ o n̪
adulterasiyon	ʔ ɐ d̪ ʊ l t̪ ɛ ɾ ɐ s j o n̪
adulterasiyon	ʔ ɐ d̪ ʊ l t̪ ɛ ɾ ɐ s j o n̪
adulterasyon	ʔ ɐ d̪ ʊ l t̪ ɛ ɾ ɐ ʃ o n̪
adulterasyon	ʔ ɐ d̪ ʊ l t̪ ɛ ɾ ɐ s j o n̪
adulterasyon	ʔ ɐ d̪ ʊ l t̪ ɛ ɾ ɐ s j o n̪
adulteriyo	ʔ ɐ d̪ ʊ l t̪ ɛ ɾ iː j o
adultero	ʔ ɐ d̪ u l t̪ ɛ ɾ o
adulteryo	ʔ ɐ d̪ ʊ l t̪ ɛ ɾ j o
adulto	ʔ ɐ d̪ u l t̪ o
aduwa	ʔ ɐ d̪ uː w ɐ ʔ
aduwana	ʔ ɐ d̪ w aː n̪ ɐ
Advincula	ʔ ɐ d̪ v i ŋ k ʊ l a
Advincula	ʔ ɐ d̪ b i ŋ k ʊ l a
Advincula	ʔ ɐ d̪ b i ŋ k ʊ l a
adwa	ʔ ɐ d̪ w a ʔ
adwana	ʔ ɐ d̪ w aː n̪ ɐ
adwanero	ʔ ɐ d̪ w ɐ n̪ ɛː ɾ o
adya	ʔ ɐ d d͡ʒ a ʔ
adya	ʔ ɐ d d͡ʒ a
adya	ʔ ɐ d̪ j a ʔ
adya	ʔ ɐ d̪ j a
adya	ʔ ɐ d̪ j a ʔ
adya	ʔ ɐ d̪ j a
adyap	ʔ ɐ d d͡ʒ a p̚
adyap	ʔ ɐ d̪ j a p̚
adyap	ʔ ɐ d̪ j a p̚
adyaw	ʔ ɐ d d͡ʒ a ʊ̯
adyaw	ʔ ɐ d̪ j a ʊ̯
adyaw	ʔ ɐ d̪ j a ʊ̯
adyenda	ʔ ɐ d d͡ʒ ɛ n̪ d̪ ɐ
adyenda	ʔ ɐ d̪ j ɛ n̪ d̪ ɐ
adyenda	ʔ ɐ d̪ j ɛ n̪ d̪ ɐ
adyes	ʔ ɐ d d͡ʒ ɛ s
adyes	ʔ ɐ d̪ j ɛ s
adyes	ʔ ɐ d̪ j ɛ s
adyis	ʔ ɐ d d͡ʒ ɪ s
adyis	ʔ ɐ d̪ j ɪ s
adyis	ʔ ɐ d̪ j ɪ s
adyo	ʔ ɐ d d͡ʒ o ʔ
adyo	ʔ ɐ d d͡ʒ o
adyo	ʔ ɐ d̪ j o ʔ
adyo	ʔ ɐ d̪ j o
adyo	ʔ ɐ d̪ j o ʔ
adyo	ʔ ɐ d̪ j o
adyo	ʔ ɐ d d͡ʒ o
adyo	ʔ ɐ d̪ j o
adyo	ʔ ɐ d̪ j o
adyos	ʔ ɐ d d͡ʒ o s
adyos	ʔ ɐ d̪ j o s
adyos	ʔ ɐ d̪ j o s
adyudikasyon	ʔ ɐ d d͡ʒ ʊ d̪ ɪ x ɐ ʃ o n̪
adyudikasyon	ʔ ɐ d̪ j ʊ d̪ ɪ x ɐ s j o n̪
adyudikasyon	ʔ ɐ d̪ j ʊ d̪ ɪ x ɐ s j o n̪
adyus	ʔ ɐ d d͡ʒ ʊ s
adyus	ʔ ɐ d̪ j ʊ s
adyus	ʔ ɐ d̪ j ʊ s
aerado	ʔ a ɪ̯ ɾ aː d̪ o
aerasyon	ʔ a ɪ̯ ɾ ɐ ʃ o n̪
aerasyon	ʔ a ɪ̯ ɾ ɐ s j o n̪
aerasyon	ʔ a ɪ̯ ɾ ɐ s j o n̪
aerea	ʔ a ɪ̯ ɾ ɛ j a
aereo	ʔ a ɪ̯ ɾ ɛ j o
aerobika	ʔ a ɪ̯ ɾ oː b ɪ x a
aerobyo	ʔ a ɪ̯ ɾ o b j o
aerodinamika	ʔ a ɪ̯ ɾ o d̪ ɪ n̪ aː m ɪ x a
aerodinamiko	ʔ a ɪ̯ ɾ o d̪ ɪ n̪ aː m ɪ x o
aerodromo	ʔ a ɪ̯ ɾ oː d̪ ɾ o m o
aerodromo	ʔ a ɪ̯ ɾ o d̪ ɾ oː m o
aerograma	ʔ a ɪ̯ ɾ o ɡ ɾ aː m ɐ
aeronauta	ʔ a ɪ̯ ɾ o n̪ a ʊ̯ t̪ ɐ
aeronautika	ʔ a ɪ̯ ɾ o n̪ a ʊ̯ t̪ ɪ x a
aeronawta	ʔ a ɪ̯ ɾ o n̪ a ʊ̯ t̪ ɐ
aeronawtika	ʔ a ɪ̯ ɾ o n̪ a ʊ̯ t̪ ɪ x a
aeronota	ʔ a ɪ̯ ɾ o n̪ oː t̪ ɐ
aeronotika	ʔ a ɪ̯ ɾ o n̪ oː t̪ ɪ x a
aeroplano	ʔ a ɪ̯ ɾ o p l aː n̪ o
aeropobya	ʔ a ɪ̯ ɾ o p o b j ɐ
aeropuwerto	ʔ a ɪ̯ ɾ o p w ɛ ɾ t̪ o
aeropwerto	ʔ a ɪ̯ ɾ o p w ɛ ɾ t̪ o
aerostatika	ʔ a ɪ̯ ɾ o s t̪ aː t̪ ɪ x a
aerostatiko	ʔ a ɪ̯ ɾ o s t̪ aː t̪ ɪ x o
aerotekniya	ʔ a ɪ̯ ɾ o t̪ ɛ k ɲ ɐ
aerotekniya	ʔ a ɪ̯ ɾ o t̪ ɛ k n̪ j ɐ
aerotekniya	ʔ a ɪ̯ ɾ o t̪ ɛ k n̪ j ɐ
aeroteknya	ʔ a ɪ̯ ɾ o t̪ ɛ k ɲ ɐ
aeroteknya	ʔ a ɪ̯ ɾ o t̪ ɛ k n̪ j ɐ
aeroteknya	ʔ a ɪ̯ ɾ o t̪ ɛ k n̪ j ɐ
AFAM	ʔ ɐ f a m
AFAM	ʔ ɐ p a m
AFAM	ʔ ɐ p a m
aga	ʔ aː ɣ ɐ
agaas	ʔ ɐ ɣ ɐ ʔ a s
agaas	ʔ ɐ ɣ aː ʔ ɐ s
agad	ʔ ɐ ɣ a d̪̚
agag	ʔ ɐ ɣ a ɡ̚
agahan	ʔ ɐ ɣ aː h ɐ n̪
agahas	ʔ ɐ ɣ ɐ h a s
agahas	ʔ ɐ ɣ aː h ɐ s
agalya	ʔ ɐ ɣ a l j ɐ
agalyas	ʔ ɐ ɣ ɐ l j a s
agam	ʔ aː ɣ ɐ m
agamahan	ʔ ɐ ɣ ɐ m aː h ɐ n̪
agap	ʔ aː ɣ ɐ p̚
agapay	ʔ ɐ ɣ aː p a ɪ̯
Agapay	ʔ ɐ ɣ aː p a ɪ̯
agape	ʔ aː ɣ ɐ p ɛ
agape	ʔ ɐ ɣ ɐ p ɛ
agar	ʔ ɐ ɣ a ɾ
agarabyado	ʔ ɐ ɣ ɐ ɾ ɐ b j aː d̪ o
agaradera	ʔ ɐ ɣ ɐ ɾ ɐ d̪ ɛː ɾ ɐ
agaran	ʔ aː ɣ aː ɾ ɐ n̪
agariko	ʔ ɐ ɣ aː ɾ ɪ x o
agas	ʔ aː ɣ ɐ s
agas	ʔ ɐ ɣ a s
agata	ʔ aː ɣ ɐ t̪ a
agatat	ʔ ɐ ɣ ɐ t̪ a t̪̚
Agatha	ʔ aː ɣ ɐ t̪ a
Agaton	ʔ ɐ ɣ ɐ t̪ o n̪
agatsona	ʔ ɐ ɣ ɐ t t͡ʃ oː n̪ ɐ
agatsona	ʔ ɐ ɣ ɐ t̪ s oː n̪ ɐ
agatsona	ʔ ɐ ɣ ɐ t̪ s oː n̪ ɐ
agaw	ʔ aː ɣ a ʊ̯
agaw	ʔ ɐ ɣ a ʊ̯
agawin	ʔ ɐ ɣ aː w ɪ n̪
agawin	ʔ aː ɣ ɐ w ɪ n̪
agbang	ʔ ɐ ɡ b a ŋ
agbarog	ʔ ɐ ɡ b aː ɾ o ɡ̚
agbarugan	ʔ ɐ ɡ b ɐ ɾ uː ɣ ɐ n̪
Agbayani	ʔ ɐ ɡ b ɐ j aː n̪ ɪ
Agbon	ʔ ɐ ɡ b o n̪
Agbuya	ʔ ɐ ɡ b uː j ɐ
Agcaoili	ʔ ɐ ɡ k ɐ w iː l ɪ
Agdangan	ʔ ɐ ɡ d̪ aː ŋ ɐ n̪
