ং	ŋ
ময়ূরী	m ɔ j u ɹ i
ময়ূরী	m ɔ j u ɽ i
ময়ূরী	m ɔ j u ɾ i
মরণ	m ɔ ɾ ɔ n
মরদ	m ɔ ɹ ɔ d̪
মরহুম	m o ɾ ɦ u m
মরহুমা	m o ɾ ɦ u m a
মরা	m ɔ ɹ a
মরামাস	m ɔ ɹ a m a ʃ
মরিচ	m o ɾ i t ʃ
মরিয়ম	m o ɹ i̯ o m
মরিশাস	m ɔ ɹ i ʃ a s
মরুভূমি	m o r u bʱ u m i
মর্তমান	m ɔ ɾ t̪ ɔ m a n
মর্দ	m ɔ r d ɔ
মর্দনী	m ɔ r d ɔ n i
মলম	m ɔ l o m
মলাট	m ɔ l a t
মল্লিকা	m o lː i k a
মশলা	m ɔ ʃ l a
মশাই	m ɔ ʃ a i̯
মশারি	m ɔ ʃ a ɹ i
মশাল	m ɔ ʃ a l
মস্করা	m ɔ ʃ k ɔ ɹ a
মস্তিষ্ক	m o s t̪ i ʃ k o
মহব্বত	m ɔ ɦ o bː ɔ t̪
মহা	m ɔ ɦ a
মহাদেশ	m ɔ ɦ a d̪ e ʃ
মহারাষ্ট্র	m ɔ ɦ a ɹ a ʃ t ɹ o
মহাসাগর	m ɔ ɦ a ʃ a ɡ ɔ ɹ
মহাসিন্ধু	m ɔ ɦ a ʃ i n d̪ʱ u
মহিলা	m o ɦ i l a
মহিষ	m o ɦ i ʃ
মহীশূর	m o ɦ i ʃ u ɹ
মহেন্দ্র	m ɔ ɦ e n d̪ ɹ o
মা	m a
মাং	m a ŋ
মাংস	m a ŋ ʃ ɔ
মাইক	m a i̯ k
মাইক্রোনেশিয়া	m a i̯ k ɹ o n e ʃ i̯ a
মাখন	m a kʰ o n
মাখা	m a kʰ a
মাগ	m a ɡ
মাগফিরাত	m a ɡ f i ɹ a t̪
মাগরিব	m a ɡ ɹ i b
মাগরেবী	m a ɡ ɹ e b i
মাগী	m a ɡ i
মাগুর	m a ɡ u ɹ
মাঘ	m a ɡʱ
মাঙ্গা	m a ŋ ɡ a
মাটি	m a ʈ i
মাঠ	m a ʈʰ
মাড়	m a ɽ
মাড়া	m a ɹ a
মাড়ি	m a ɽ i
মাতা	m a t̪ a
মাত্র	m a t̪ ɹ o
মাথা	m a tʰ a
মাদল	m a d̪ ɔ l
মাধ্যমে	m a d̪ʱː ɔ m e
মানব	m a n o b
মানসিক	m a n o ʃ i k
মানা	m a n a
মানুষ	m a n u ʃ
মানে	m a n e
মাপা	m a p a
মাফ	m a f
মামড়ি	m a m ɹ i
মামলা	m a m l a
মামা	m a m a
মামুলী	m a m u l i
মায়া	m a e̯ a
মায়ানমার	m a e̯ a n m a r
মারা	m a ɾ a
মারুফ	m a ɾ u f
মার্কসবাদ	m a ɹ k s b a d̪
মার্কসবাদ	m a ɹ k ʃ b a d̪
মার্কা	m a ɹ k a
মার্কিন	m a ɹ k i n
মাল	m a l
মালদা	m a l d̪ a
মালদ্বীপ	m a l d̪ i p
মালয়েশিয়া	m a l e ʃ i a
মালা	m a l a
মালাউন	m a l a u̯ n
মালিক	m a l i k
মালিকানা	m a l i k a n a
মালূর	m a l u ɾ
মাশাআল্লাহ	m a ʃ a lː a
মাস	m a ʃ
মাসকালাই	m a s k a l a i̯
মাসি	m a ʃ i
মাসুদ	m a s u d̪
মাস্টার	m a s t a ɹ
মাস্টার	m a ʃ t a ɹ
মাস্টারমশাই	m a s t a ɹ ɔ m ʃ a i̯
মাস্টারমশাই	m a ʃ t a ɹ ɔ m ʃ a i̯
মাহতাব	m a ɦ t̪ a b
মাহদি	m a ɦ a d̪ i
মাহদি	m a ɦ d̪ i
মাহদি	m e ɦ d̪ i
মাহদি	m e ɦ e d̪ i
মাহফিল	m a ɦ f i l
মাহমূদ	m a ɦ m u d̪
মাহির	m a ɦ i ɹ
মাহীন	m a ɦ i n
মাহুত	m a ɦ u t̪
মিউনিখ	m i u n i kʰ
মিঞা	m i̯ a
মিটা	m i t a
মিঠা	m i tʰ a
মিত্র	m i t̪ ɹ o
মিথেন	m i t̪ʰ e n
মিথ্যা	m i t̪ʰː a
মিথ্যুক	m i t̪ʰː u k
মিনসা	m i n ʃ a
মিনার	m i n a ɹ
মিনিট	m i n i t
মিয়ানমার	m i a n m a r
মিশর	m i ʃ o ɹ
মিশর	m i ʃ ɔ ɹ
মিশরীয়	m i ʃ ɔ ɾ i o
মিষ্টি	m i ʃ t i
মিসকিন	m i s k i n
মিস্ত্রী	m i s t̪ ɹ i
মীর	m i ɹ
মীরা	m i ɹ a
মু	m u
মুকুট	m u k u t
মুক্ত	m u k t̪ o
মুক্তা	m u k t̪ a
মুক্তি	m u k t̪ i
মুক্তো	m u k t̪ o
মুখ	m u kʰ
মুখপাত্র	m u kʰ o p a t̪ ɹ o
মুখর	m u kʰ ɔ ɹ
মুখস্থ	m u k o s t̪ʰ o
মুখস্থ	m u kʰ o s t̪ o
মুখস্থ	m u kʰ o s t̪ʰ o
মুখোপাধ্যায়	m u kʰ o p a d̪ʱː a e̯
মুখোশ	m u kʰ o ʃ
মুখ্য	m u kʰː o
মুখ্যমন্ত্রী	m u k kʰ ɔ m ɔ n t̪ ɾ i
মুঘল	m u ɡʱ o l
মুড়ি	m u ɹ i
মুত	m u t̪
মুন্ডা	m u n d a
মুবাশশির	m u b a ʃː i ɹ
মুভি	m u bʱ i
মুম্বই	m u m b o i̯
মুরগি	m u ɹ ɡ i
মুরগী	m u ɹ ɡ i
মুরুব্বি	m u ɹ u bː i
মুর্শিদ	m u ɹ ʃ i d̪
মুর্শিদাবাদ	m u ɹ ʃ i d̪ a b a d̪
মুশকিল	m u ʃ k i l
মুষল	m u ʃ o l
মুষলধার	m u ʃ o l d̪ʱ a ɹ
মুসলমান	m u s o l m a n
মুসলিম	m u s l i m
মুসল্লি	m u s o lː i
মুসাফির	m u s a f i ɹ
মুসিবত	m u s i b ɔ t̪
মুহাজির	m u h a j i r
মুহাম্মদ	m u ɦ a mː ɔ d̪
মূঢ়	m u ɹ o
মূত্র	m u t̪ r o
মূর্তি	m u ɹ t̪ i
মূর্ধন্য	m u ɹ d̪ʱ ɔ nː o
মূল	m u l
মূল্যবান	m u l l o b a n
মৃণ্ময়	m ɹ i n m ɔ e̯
মৃত	m ɹ i t̪ o
মৃত্তিকা	m ɹ i t̪ː i k a
মৃত্যু	m ɹ i t̪ː u
মৃদু	m ɹ i d̪ u
মে	m e
মেক্সিকো	m e k ʃ i k o
মেঘ	m e ɡʱ
মেঘনা	m e ɡʱ ɔ n a
মেঘালয়	m e ɡʱ a l ɔ e̯
মেড়া	m e ɹ a
মেথী	m e tʰ i
মেম	m e m
মেম	m ɛ m
মেয়াদ	m e a d̪
মেয়ে	m e
মেয়েমানুষ	m e e̯ e m a n u ʃ
মেরা	m e ɹ a
মেরামত	m e ɹ a m ɔ t̪
মেরু	m e ɹ u
মেলা	m e l a
মেলা	m æ l a
মেলানেশিয়া	m e l a n e ʃ i̯ a
মেলামেশা	m ɛ l a m e ʃ a
মেষ	m e ʃ
মেষশাবক	m e ʃː a b ɔ k
মেস	m e ʃ
মেহমান	m ɛ ɦ m a n
মেহমানী	m ɛ ɦ m a n i
মেহেরবানি	m e ɦ e ɹ b a n i
মেহেরুন্নেসা	m e ɦ e ɹ u nː e s a
মেহেরুন্নেসা	m e ɦ ɹ u nː e s a
মোকাবিলা	m o k a b i l a
মোগল	m o ɡ o l
মোটা	m o ʈ a
মোড়	m o ɹ
মোড়ল	m o ɹ o l
মোতি	m o t̪ i
মোবাইল	m o b a i̯ l
মোরগ	m o ɹ o ɡ
মোরব্বা	m o ɹ ɔ bː a
মোলাকাত	m o l a k a t̪
মোল্লা	m o lː a
মোল্লা	m u lː a
মোহর	m o ɦ ɔ ɹ
মৌ	m o u̯
মৌচাক	m o u̯ t ʃ a k
মৌত	m o u̯ t̪
মৌল	m o u̯ l
মৌলবী	m o u̯ l o b i
মৌসুম	m o u̯ ʃ u m
মৌসুমি	m o u̯ ʃ u m i
ম্যাডাম	m ɛ d a m
য়	e̯ ɔ
য়	j ɔ
যিরূশালেম	d͡ʒ i r u ʃ a l e m
র	r ɔ
রং	r ɔ ŋ
রংধনু	ɹ ɔ ŋ d̪ʱ o n u
রংপুর	ɹ ɔ ŋ p u ɹ
রংপুরী	ɹ ɔ ŋ p u ɹ i
রওনা	ɹ ɔ o̯ n a
রওয়া	ɹ ɔ o̯ a
রওয়ানা	ɹ ɔ o̯ a n a
রওশন	ɹ ɔ o̯ ʃ ɔ n
রকম	ɹ ɔ k o m
রক্ত	r ɔ k t̪ o
রক্ষা	ɹ o kʰː a
রতন	ɹ ɔ t̪ o n
রত্ন	ɹ ɔ t̪ n o
রব	ɹ ɔ b
রবার	ɹ ɔ b a ɹ
রবি	ɹ o b i
রবিবার	ɹ o b i b a ɹ
রবীন্দ্র	ɹ o b i n d̪ ɹ o
রবীন্দ্রনাথ	ɾ o b i n d̪ ɾ o n a t̪ʰ
রবীন্দ্রসঙ্গীত	r ɔ b i n d r ɔ ʃ ɔ ŋ ɡ i t
রম	ɹ ɔ m
রমজান	ɾ ɔ m d͡ʒ a n
রশিদ	ɹ o ʃ i d̪
রস	ɹ ɔ s
রসগোল্লা	ɹ ɔ ʃ o ɡ o lː a
রসম	ɹ ɔ ʃ o m
রসায়ন	ɹ ɔ ʃ a e̯ ɔ n
রসুই	ɾ ɔ ʃ u i
রসুইঘর	ɾ ɔ ʃ u i ɡʱ ɔ ɾ
রসুল	ɹ o s u l
রহমত	ɹ ɔ ɦ m o t̪
রহমান	ɹ ɔ ɦ m a n
রহস্য	ɹ ɔ ɦ o ʃː o
রহিম	ɹ o ɦ i m
রহিমা	ɹ o ɦ i m a
রাঁধা	ɹ a d̪ʱ a
রাঁধুনি	ɹ a d̪ʱ u n i
রাং	ɾ a ŋ
রাই	ɾ a i
রাও	ɹ a o̯
রাক্ষস	ɹ a kʰː ɔ ʃ
রাখা	ɹ a kʰ a
রাখাল	ɹ a kʰ a l
রাগ	r a ɡ
রাগী	ɹ a ɡ i
রাঙা	ɹ a ŋ a
রাঢ়	ɹ a ɹ
রাণা	ɹ a n a
রাণী	ɹ a n i
রাত	ɹ a t̪
রাধা	ɹ a d̪ʱ a
রান্না	ɹ a nː a
রান্নাঘর	ɹ a nː a ɡʱ ɔ ɹ
রাবণ	ɹ a b o n
রামধনু	ɹ a m d̪ʱ o n u
রায়	ɹ a e̯
রাশিয়া	ɹ a ʃ i̯ a
রাশেদ	ɹ a ʃ e d̪
রাষ্ট্র	ɹ a ʃ t ɹ o
রাস্তা	ɾ a s t̪ a
রাহুল	ɹ a ɦ u l
রিকশা	ɹ i k ʃ a
রিশকা	ɹ i ʃ k a
রিষ্ট	ɾ i ʃ ʈ ɔ
রীতি	ɹ i t̪ i
রুট	ɹ u t
রুটি	ɹ u t i
রুদ্র	ɹ u d̪ ɹ o
রুদ্রাক্ষ	ɹ u d̪ ɹ a kʰː o
রুপা	ɹ u p a
রুমাল	ɹ u m a l
রুশ	ɹ u ʃ
রূপ	ɹ u p
রূপকথা	ɹ u p k ɔ t̪ʰ a
রূমী	ɹ u m i
রেটিনা	ɹ e t i n a
রেদোয়ান	ɹ e d̪ o̯ a n
রেনেসাঁ	ɹ e n e ʃ a
রেফ	r e pʰ
রেফ	r e ɸ
রেবেকা	ɹ e b e k a
রেশম	ɹ e ʃ o m
রেস্টুরেন্ট	ɹ e s t u ɹ e n t
রেস্টুরেন্ট	ɹ e ʃ t u ɹ e n t
রেস্তোরাঁ	ɹ e s t̪ o ɹ a
রেস্তোরাঁ	ɹ e s t̪ ɔ ɹ a
রেস্তোরাঁ	ɹ e s t̪ ɹ a
রেহাই	ɹ e ɦ a i̯
রোকসানা	ɹ o k s a n a
রোগ	ɾ o ɡ
রোদ	ɹ o d̪
রোম	ɹ o m
রোমান	ɹ o m a n
রোয়াইঙ্গা	ɹ o̯ a i̯ ŋ ɡ a
রোহিত	ɾ o ɦ i t̪
রৌশনী	ɹ o u̯ ʃ ɔ n i
রৌশনী	ɹ ɔ u ʃ ɔ n i
ল	l ɔ
লওয়া	l ɔ o̯ a
লক্ষ	l ɔ k kʰ ɔ
লক্ষ্মণ	l ɔ kʰː ɔ n
লক্ষ্মী	l ɔ kʰː i
লক্ষ্য	l o kʰː o
লঙ্কা	l ɔ ŋ k a
লড়া	l ɔ ɹ a
লতা	l ɔ t̪ a
লতিফ	l o t̪ i f
লন্ঠন	l ɔ n tʰ ɔ n
লন্ডন	l ɔ n d ɔ n
লবডঙ্কা	l ɔ b o d ɔ ŋ k a
লবণ	l ɔ b o n
ললিতা	l o l i t̪ a
লহর	l ɔ ɦ o ɹ
লাইব্রেরি	l a i b r e r i
লাউ	l a u̯
লাও	l a o
লাখ	l a kʰ
লাগানো	l a ɡ a n o
লাগাম	l a ɡ a m
লাগিয়া	l a ɡ i̯ a
লাট	l a ʈ
লাঠি	l a ʈʰ i
লাথি	l a tʰ i
লাফ	l a f
লাফানো	l a f a n o
লাফানো	l a pʰ a n o
লাভ	l a bʱ
লাভা	l a bʱ a
লাল	l a l
লালন	l a l o n
লালা	l a l a
লালি	l æ l i
লাশ	l a ʃ
লিঙ্গ	l i ŋ ɡ o
লিপস্টিক	l i p s t i k
লিপস্টিক	l i p ʃ t i k
লিফট	l i f t
লিসবন	l i s b o n
লুঙ্গি	l u ŋ ɡ i
লুৎফুর	l u t̪ f u ɹ
লেখক	l æ kʰ ɔ k
লেখা	l e kʰ a
লেখা	l ɛ kʰ a
লেবু	l e b u
লেমনেড	l e m ɔ n e d
লোকসান	l o k ʃ a n
লোপ	l o p
লোহা	l o ɦ a
লোহিত	l o ɦ i t̪
লৌহ	l o u̯ ɦ o
শ	ʃ ɔ
শউর	ʃ ɔ u ɾ
শউরী	ʃ ɔ u ɾ i
শওহর	ʃ ɔ o̯ ɦ ɔ ɹ
শক্ত	ʃ ɔ k t̪ o
শখ	ʃ ɔ kʰ
শজারু	ʃ ɔ d͡ʒ a r u
শত	ʃ ɔ t̪ ɔ
শতক	ʃ ɔ t ɔ k
শতরকম	ʃ ɔ t̪ ɔ ɾ ɔ k ɔ m
শতাব্দী	ʃ ɔ t a b d i
শত্রু	ʃ o t̪ ɹ u
শত্রুতা	ʃ ɔ t t ɾ u t a
শনাক্ত	ʃ ɔ n a k t̪ o
শনি	ʃ o n i
শনিবার	ʃ o n i b a ɹ
শবনম	ʃ ɔ b n ɔ m
শব্দ	ʃ ɔ b d̪ o
শয়তান	ʃ ɔ e t̪ a n
শরবত	ʃ ɔ ɹ b o t̪
শরম	ʃ ɔ ɹ o m
শরমানো	ʃ ɔ ɹ m a n o
শরাব	ʃ ɔ r a b
শরীফ	ʃ o ɾ i f
শরীর	ʃ o ɾ i ɾ
শর্করা	ʃ ɔ ɹ k ɔ ɹ a
শর্মিষ্ঠা	ʃ o ɹ m i ʃ tʰ a
শরৎ	ʃ ɔ ɹ o t̪
শসা	ʃ ɔ ʃ a
শহর	ʃ ɔ ɦ o ɹ
শহীদ	ʃ o ɦ i d̪
শাক	ʃ a k
শাগ	ʃ a ɡ
শাড়ি	ʃ a ɹ i
শাণ্ডিল্য	ʃ a n ɖ i lː ɔ
শান্ত	ʃ a n t̪ o
শান্তি	ʃ a n t̪ i
শাফা	ʃ a f a
শাবাশ	ʃ a b a ʃ
শাবাশ	ʃ a bː a ʃ
শামা	ʃ a m a
শামিয়ানা	ʃ a m i̯ a n a
শামুক	ʃ a m u k
শায়া	ʃ a e̯ a
শাল	ʃ a l
শালগম	ʃ a l ɡ ɔ m
শালা	ʃ a l a
শালি	ʃ a l i
শালিক	ʃ a l i k
শালী	ʃ a l i
শাসন	ʃ a ʃ ɔ n
শাস্ত্র	ʃ a s t̪ ɹ o
শাস্ত্রী	ʃ a s t̪ ɹ i
শাহ	ʃ a
শাহরুখ	ʃ a ɦ o ɹ u kʰ
শাহাদাত	ʃ a ɦ a d̪ a t̪
শাহানা	ʃ a ɦ a n a
শাহীন	ʃ a ɦ i n
শিং	ʃ i ŋ
শিউলি	ʃ i u̯ l i
শিকার	ʃ i k a ɹ
শিকারি	ʃ i k a r i
শিক্ষক	ʃ i k kʰ ɔ k
শিক্ষিত	ʃ i kʰː i t̪ o
শিখ	ʃ i kʰ
শিগ্গির	ʃ i ɡː i ɹ
শিথান	ʃ i t̪ʰ a n
শিবদ্রুম	ʃ i b d r u m
শিয়াল	ʃ i a l
শিরিন	ʃ i ɾ i n
শিরীষ	ʃ i ɾ i ʃ
শিরোনাম	ʃ i ɹ o n a m
শিল	ʃ i l
শিলনোড়া	ʃ i l n o ɹ a
শিল্প	ʃ i l p o
শিল্পী	ʃ i l p i
শিশির	ʃ i ʃ i ɾ
শিশু	ʃ i ʃ u
শিশ্ন	ʃ i ʃ n o
শিষ্য	ʃ i ʃ ʃ o
শীঘ্র	ʃ i ɡʱ ɹ o
শীত	ʃ i t̪
শীততাপ	ʃ i t̪ ɔ t̪ a p
শীতাতপ	ʃ i t̪ a t̪ ɔ p
শুঁটকি	ʃ u t k i
শুক্র	ʃ u k ɾ o
শুক্রবার	ʃ u k ɹ ɔ b a ɹ
শুক্রাশয়	ʃ u k ɾ a ʃ ɔ e̯
শুদ্ধ	ʃ u d̪ʱː o
শুদ্র	ʃ u d r o
শুধু	ʃ u d̪ʱ u
শুভ	ʃ u bʱ o
শুয়োর	ʃ u̯ o ɹ
শুরু	ʃ u ɹ u
শুলফা	ʃ u l pʰ a
শূন্য	ʃ u nː o
শেখ	ʃ e kʰ
শেখা	ʃ e kʰ a
শেখানো	ʃ e kʰ a n o
শেয়াল	ʃ e a l
শেষ	ʃ e ʃ
শৈবাল	ʃ o i̯ b a l
শৈলুষ	ʃ o i̯ l u ʃ
শৈশব	ʃ o i̯ ʃ ɔ b
শোক	ʃ o k
শোনা	ʃ o n a
শোয়া	ʃ o̯ a
শ্বাসাঘাত	ʃː a ʃ a ɡʱ a t̪
শ্বেত	ʃː e t̪
শ্মশান	ʃ ɔ ʃ a n
শ্মশ্রু	ʃ w ɔ ʃ ɾ u
শ্যাম	ʃ ɛ m
শ্যামদেশ	ʃ æ m d̪ e ʃ
শ্যাম্পু	ʃ ɛ m p u
শ্রবণ	s ɹ ɔ b o n
শ্রম	s ɹ ɔ m
শ্রাবণ	s ɹ a b o n
শ্রী	s ɦ ɹ i
শ্রী	s ɹ i
শ্রীনিকেতন	ʃ ɾ i n i k e t̪ ɔ n
শ্রীফল	s r i pʰ ɔ l
শ্রুতি	s ɹ u t̪ i
শ্রেণী	s ɹ e n i
শ্লেষ্মা	s l e ʃː a
শ্ৰদ্ধা	s ɹ o d̪ d̪ʱ a
ষ	ʃ ɔ
ষাঁড়	ʃ a ɹ
স	s ɔ
সংক্রামক	ʃ ɔ ŋ k ɾ a m ɔ k
সংক্ষেপ	ʃ ɔ ŋ kʰ e p
সংখ্যা	ʃ o ŋ kʰ a
সংগঠন	ʃ ɔ ŋ ɡ ɔ tʰ ɔ n
সংগ্রাম	ʃ ɔ ŋ ɡ ɹ a m
সংঘর্ষ	ʃ ɔ ŋ ɡʱ ɔ ɹ ʃ o
সংবাদ	ʃ ɔ ŋ b a d̪
সংবিধান	ʃ ɔ ŋ b i d̪ʱ a n
সংশয়	ʃ ɔ ŋ ʃ ɔ e̯
সংশোধন	ʃ ɔ ŋ ʃ o d̪ʱ o n
সংসদ	ʃ ɔ̃ ʃ ɔ d̪
সংসার	ʃ ɔ ŋ ʃ a ɹ
সংস্কৃত	ʃ ɔ ŋ s k ɹ i t̪ o
সংস্কৃতি	ʃ ɔ ŋ s k ɹ i t̪ i
সই	ʃ o i̯
সওদা	ʃ ɔ o̯ d̪ a
সওয়া	ʃ o̯ a
সওয়ার	ʃ ɔ o̯ a ɹ
সকল	ʃ ɔ k o l
সকাল	ʃ ɔ k a l
সখা	ʃ ɔ kʰ a
সখী	ʃ o kʰ i
সঙ্কেত	ʃ ɔ ŋ k e t
সঙ্গম	ʃ ɔ ŋ ɡ ɔ m
সঙ্গীত	ʃ ɔ ŋ ɡ i t
সঙ্গে	ʃ ɔ ŋ ɡ e
সঠিক	ʃ ɔ tʰ i k
সড়ক	ʃ ɔ ɹ o k
সত্ত্ব	ʃ ɔ t̪ː o
সত্ত্বেও	ʃ ɔ t̪ː e o̯
সত্য	ʃ ɔ t̪ː o
সত্যজিৎ	ʃ ɔ t̪ t̪ ɔ d͡ʒ i t̪
সত্যফল	ʃ o tː ɔ pʰ ɔ l
সত্যি	ʃ ɔ t̪ː i
সত্যেন্দ্রনাথ	ʃ ɔ t̪ː e n d̪ ɹ ɔ n a t̪ʰ
সদকা	s ɔ d̪ k a
সদর	ʃ ɔ d̪ o ɹ
সদরদপ্তর	ʃ ɔ d̪ o ɾ d̪ ɔ f t o ɾ
সদরদফতর	ʃ ɔ d̪ o ɾ d̪ ɔ f t o ɾ
সদা	ʃ ɔ d̪ a
সদাই	ʃ ɔ d̪ a i
সদৃশ	ʃ ɔ d̪ ɹ i ʃ
সন	ʃ ɔ n
সনদ	ʃ ɔ n o d̪
সনদপত্র	ʃ ɔ n o d̪ p ɔ t̪ ɾ o
সনাতন	ʃ ɔ n a t ɔ n
সনে	ʃ ɔ n e
সন্ত	ʃ ɔ n t̪ o
সন্তান	ʃ ɔ n t̪ a n
সন্দেশ	ʃ ɔ n d e ʃ
সন্ধ্যা	ʃ ɔ n d̪ʱ a
সপ্তাহ	ʃ ɔ p t̪ a
সপ্তাহ	ʃ ɔ p t̪ a ɦ o
সফটওয়্যার	ʃ ɔ pʰ ʈ w æ r
সফর	s ɔ f o ɾ
সফল	ʃ ɔ f ɔ l
সব	ʃ ɔ b
সবই	ʃ ɔ b o i̯
সবচেয়ে	ʃ ɔ p t ʃ e
সবর	s ɔ b o ɹ
সবসময়	ʃ ɔ b ʃ ɔ m ɔ e̯
সবাই	ʃ ɔ b a i̯
সবার	ʃ ɔ b a ɹ
সভা	ʃ ɔ bʱ a
সমকামিতা	s ɔ m ɔ k a m i t̪ a
সমকামিতা	ʃ ɔ m ɔ k a m i t̪ a
সমকামী	ʃ ɔ m ɔ k a m i
সমন	ʃ ɔ m o n
সময়	ʃ ɔ m ɔ e̯
সময়কাল	ʃ ɔ m ɔ e̯ k a l
সমস্ত	ʃ ɔ m ɔ ʃ t̪ ɔ
সমস্যা	ʃ ɔ m o ʃː a
সমাদর	ʃ ɔ m a d̪ o ɹ
সমাদর	ʃ ɔ m a d̪ ɔ ɹ
সমাধান	ʃ ɔ m a d̪ʱ a n
সমাধি	ʃ ɔ m a d̪ʱ i
সমীরণ	ʃ o m i ɾ ɔ n
সমুদ্র	ʃ o m u d r o
সমৃদ্ধ	ʃ ɔ m ɾ i d̪ d̪ʱ ɔ
সম্পত্তি	ʃ ɔ m p o t̪ː i
সম্পর্ক	s ɔ m p ɔ ɹ k o
সম্পর্কে	ʃ ɔ m p ɔ ɹ k e
সম্পাদিকা	ʃ ɔ m p a d̪ i k a
সম্পূর্ণ	ʃ ɔ m p u ɹ n o
সম্বন্ধে	ʃ ɔ m b ɔ n d̪ʱ e
সম্ভব	ʃ ɔ m bʱ ɔ b
সম্মতি	ʃ ɔ m m ɔ t̪ i
সম্মান	ʃ ɔ mː a n
সম্মেলন	ʃ ɔ mː e l ɔ n
সরকার	ʃ ɔ ɹ k a ɹ
সরদ	ʃ ɔ ɾ ɔ d̪
সরবরাহ	ʃ ɔ ɹ b o ɹ a ɦ o
সরল	ʃ ɔ ɾ o l
সরষে	ʃ o ɹ ʃ e
সরস্বতী	ʃ ɔ ɹ o ʃː o t̪ i
সরা	ʃ ɔ r a
সরানো	ʃ ɔ r a n o
সরীসৃপ	ʃ o r i ʃ r i p
সর্দি	ʃ o ɹ d̪ i
সর্ব	ʃ ɔ ɹ b o
সর্বকামী	ʃ ɔ ɹ b ɔ k a m i
সর্বদা	ʃ ɔ ɹ b o d̪ a
সর্বোত্তম	ʃ ɔ ɹ b o t̪ː ɔ m
সলতনত	s ɔ l t̪ ɔ n ɔ t̪
সলতনৎ	s ɔ l t̪ ɔ n ɔ t̪
সলিল	ʃ o l i l
সস্তা	ʃ ɔ s t̪ a
সহকর্মী	ʃ ɔ ɦ ɔ k ɔ ɾ m i
সহকার	ʃ ɔ ɦ o k a ɹ
সহস্র	ʃ ɔ ɦ o s ɹ o
সহস্রাব্দ	ʃ ɔ ɦ o s ɹ a b d̪ o
সাঁই	ʃ a i̯
সাঁওতাল	ʃ a o̯ t̪ a l
সাঁওতালি	ʃ a o̯ t̪ a l i
সাঁতার	ʃ a t̪ a ɹ
সাং	ʃ a ŋ
সাংস্কৃতিক	ʃ a ŋ s k ɹ i t̪ i k
সাইফ	s a i̯ f
সাঈদ	s a i̯ d̪
সাকিব	s a k i b
সাকিব	ʃ a k i b
সাক্ষি	ʃ a kʰː i
সাক্ষী	ʃ a kʰː i
সাক্ষ্য	s a kʰː o
সাখী	ʃ a kʰ i
সাগর	ʃ a ɡ ɔ ɾ
সাগু	ʃ a ɡ u
সাড়ে	ʃ a ɹ e
সাত	ʃ a t̪
সাতক্ষীরা	ʃ a t̪ kʰ i ɾ a
সাথে	ʃ a t̪ʰ e
সাদমান	s a d̪ m a n
সাদা	ʃ a d̪ a
সাদিয়া	s a d̪ i̯ a
সাধ	ʃ a d̪ʱ
সাধা	ʃ a d̪ʱ a
সাধুভাষা	ʃ a d̪ʱ u bʱ a ʃ a
সানাই	ʃ a n a i̯
সান্ত্বনা	ʃ a n t̪ o n a
সাপ	ʃ a p
সাফ	s a f
সাবধান	ʃ a b d̪ʱ a n
সাবধানতা	ʃ a b d̪ʱ a n o t̪ a
সাবরিনা	s a b ɹ i n a
সাবান	ʃ a b a n
সাবিত	s a b i t̪
সাব্যস্ত	ʃ a bː o s t̪ o
সাভার	s a bʱ a ɾ
সাভার	ʃ a bʱ a ɾ
সামনে	ʃ a m n e
সামলানো	ʃ a m l a n o
সামিয়া	s a m i̯ a
সামী	s a m i
সামুদ্রিক	ʃ a m u d r i k
সাম্যবাদ	ʃ a mː ɔ b a d̪
সায়া	ʃ a e̯ a
সার	s a ɹ
সার	ʃ a ɹ
সারা	ʃ a ɹ a
সারি	ʃ a ɹ i
সাল	ʃ a l
সালতানাত	s a l t̪ a n a t̪
সালমান	s a l m a n
সালাত	s a l a t̪
সালাদ	s a l a d̪
সালাম	s a l a m
সালোকসংশ্লেষ	ʃ a l o k ʃ ɔ ŋ s l e ʃ
সালোকসংশ্লেষণ	ʃ a l o k ʃ ɔ ŋ s l e ʃ o n
সাহস	ʃ a ɦ o ʃ
সাহা	ʃ a ɦ a
সাহিত্য	ʃ a ɦ i t̪ː o
সাহেব	ʃ a ɦ e b
সিঁথি	ʃ i t̪ʰ i
সিংহ	ʃ i ŋ ɦ o
সিংহাসন	ʃ i ŋ ɦ a ʃ o n
সিকান্দর	ʃ i k a n d̪ ɔ ɹ
সিগারেট	ʃ i ɡ a ɹ e t
সিঙ্গাপুর	ʃ i ŋ ɡ a p u ɹ
সিডি	ʃ i d i
সিদ্ধ	ʃ i d̪ʱː o
সিদ্ধান্ত	ʃ i d̪ʱː a n t̪ o
সিধা	ʃ i d̪ʱ a
সিন্দুক	ʃ i n d̪ u k
সিন্ধু	ʃ i n d̪ʱ u
সিন্ধুঘোটক	ʃ i n d̪ʱ u ɡʱ o t ɔ k
সিয়াম	s i̯ a m
সিয়োনবাদ	s i j o n b a d̪
সির্কা	s i ɹ k a
সিলেট	s i l e t
সিলেট	ʃ i l e t
সিলেটি	s i l e ʈ i
সীতা	ʃ i t̪ a
সীমা	ʃ i m a
সুখ	ʃ u kʰ
সুগার	ʃ u ɡ a ɹ
সুজিত	ʃ u d͡ʒ i t̪
