अ	ɐ
अधर	ɐ́ dʱ ɐ ɾ ɐ
अधस्	ɐ dʱ ɐ́ s
अधस्	ɐ d̪ʱ ɐ s̪
अधस्तात्	ɐ dʱ ɐ́ s t ɑː t
अधस्तात्	ɐ d̪ʱ ɐ s̪ t̪ ɑː t̪
अधाक्षीत्	ɐ d̪ʱ ɑː k ʂ iː t̪
अधाक्षीत्	ɐ́ dʱ ɑː k ʂ iː t
अधात्	ɐ d̪ʱ ɑː t̪
अधात्	ɐ́ dʱ ɑː t
अधि	ɐ dʱ i
अधि	ɐ d̪ʱ i
अधिक	ɐ dʱ i k ɐ
अधिक	ɐ d̪ʱ i k ɐ
अधिकार	ɐ dʱ i k ɑː ɾ ɐ
अधिकार	ɐ d̪ʱ i k ɑː ɾ ɐ
अधिकारिणी	ɐ dʱ i k ɑː ɾ i ɳ iː
अधिकारिणी	ɐ d̪ʱ i k ɑː ɾ i ɳ iː
अधिकारिन्	ɐ dʱ i k ɑː ɾ i n
अधिकारिन्	ɐ d̪ʱ i k ɑː ɾ i n̪
अधिकारी	ɐ dʱ i k ɑː ɾ iː
अधिकारी	ɐ d̪ʱ i k ɑː ɾ iː
अधिगच्छति	ɐ dʱ i ɡ ɐ t t͡ɕʰ ɐ t i
अधिगच्छति	ɐ d̪ʱ i ɡ ɐ t̪ t͡ɕʰ ɐ t̪ i
अधितिष्ठति	ɐ dʱ i t i ʂ ʈʰ ɐ t i
अधितिष्ठति	ɐ d̪ʱ i t̪ i ʂ ʈʰ ɐ t̪ i
अधिनायक	ɐ dʱ i n ɑː j ɐ k ɐ
अधिनायक	ɐ d̪ʱ i n̪ ɑː j ɐ k ɐ
अधिपति	ɐ dʱ i p ɐ́ t i
अधिपति	ɐ d̪ʱ i p ɐ t̪ i
अधिवास	ɐ dʱ i ʋ ɑː s ɐ
अधिवास	ɐ dʱ i ʋ ɑː s ɐ́
अधिवास	ɐ d̪ʱ i ʋ ɑː s̪ ɐ
अधी	ɐ dʱ iː
अधी	ɐ d̪ʱ iː
अधुना	ɐ dʱ u n ɑ́ː
अधुना	ɐ d̪ʱ u n̪ ɑː
अध्यक्ष	ɐ d̪ʱ j ɐ k ʂ ɐ
अध्यक्ष	ɐ́ dʱ j ɐ k ʂ ɐ
अध्यापक	ɐ dʱ j ɑː p ɐ k ɐ
अध्यापक	ɐ d̪ʱ j ɑː p ɐ k ɐ
अध्याय	ɐ dʱ j ɑː j ɐ
अध्याय	ɐ d̪ʱ j ɑː j ɐ
अध्वनि	ɐ d̪ʱ ʋ ɐ n̪ i
अध्वनि	ɐ́ dʱ ʋ ɐ n i
अध्वन्	ɐ d̪ʱ ʋ ɐ n̪
अध्वन्	ɐ́ dʱ ʋ ɐ n
अन	ɐ n ɐ́
अन	ɐ n̪ ɐ
अनक्ति	ɐ n ɐ́ k t i
अनक्ति	ɐ n̪ ɐ k t̪ i
अनक्ष्	ɐ n ɐ́ k ʂ
अनक्ष्	ɐ n̪ ɐ k ʂ
अनङ्ग	ɐ n ɐ ŋ ɡ ɐ́
अनङ्ग	ɐ n̪ ɐ ŋ ɡ ɐ
अनडुही	ɐ n ɐ ɖ u ɦ íː
अनडुही	ɐ n̪ ɐ ɖ u ɦ iː
अनडुह्	ɐ n ɐ ɖ ú ɦ
अनडुह्	ɐ n̪ ɐ ɖ u ɦ
अनन	ɐ n ɐ́ n ɐ
अनन	ɐ n̪ ɐ n̪ ɐ
अननुमेय	ɐ n ɐ n u m ɐ́ j j ɐ
अननुमेय	ɐ n̪ ɐ n̪ u m eː j ɐ
अनन्त	ɐ n ɐ n t ɐ
अनन्त	ɐ n̪ ɐ n̪ t̪ ɐ
अनन्य	ɐ n ɐ n j ɐ́
अनन्य	ɐ n̪ ɐ n̪ j ɐ
अनल	ɐ n ɐ l ɐ
अनल	ɐ n̪ ɐ l̪ ɐ
अनवपृग्ण	ɐ n̪ ɐ ʋ ɐ p r̩ ɡ ɳ ɐ
अनवपृग्ण	ɐ́ n ɐ ʋ ɐ p r̩ ɡ ɳ ɐ
अनस्	ɐ n̪ ɐ s̪
अनस्	ɐ́ n ɐ s
अना	ɐ n ɑ́ː
अना	ɐ n̪ ɑː
अनाधिकारिक	ɐ n ɑː dʱ i k ɑː ɾ i k ɐ
अनाधिकारिक	ɐ n̪ ɑː d̪ʱ i k ɑː ɾ i k ɐ
अनापत्ति	ɐ n ɑː p ɐ t t i
अनापत्ति	ɐ n̪ ɑː p ɐ t̪ t̪ i
अनाशित	ɐ n ɑː ɕ i t ɐ
अनाशित	ɐ n̪ ɑː ɕ i t̪ ɐ
अनाहार	ɐ n ɑː ɦ ɑː ɾ ɐ
अनाहार	ɐ n̪ ɑː ɦ ɑː ɾ ɐ
अनिति	ɐ n i t i
अनिति	ɐ n̪ i t̪ i
अनिन्द्रिय	ɐ n i n d ɾ i j ɐ
अनिन्द्रिय	ɐ n̪ i n̪ d̪ ɾ i j ɐ
अनिल	ɐ n i l ɐ
अनिल	ɐ n̪ i l̪ ɐ
अनीक	ɐ n̪ iː k ɐ
अनीक	ɐ́ n iː k ɐ
अनीश	ɐ n̪ iː ɕ ɐ
अनु	ɐ n̪ u
अनु	ɐ́ n u
अनुक	ɐ n̪ u k ɐ
अनुक	ɐ́ n u k ɐ
अनुज	ɐ n u d͡ʑ ɐ
अनुज	ɐ n̪ u d͡ʑ ɐ
अनुदात्त	ɐ n u d ɑː t t ɐ
अनुदात्त	ɐ n̪ u d̪ ɑː t̪ t̪ ɐ
अनुनासिक	ɐ n u n ɑː s i k ɐ
अनुनासिक	ɐ n̪ u n̪ ɑː s̪ i k ɐ
अनुप्रास	ɐ n̪ u p ɾ ɑː s̪ ɐ
अनुमति	ɐ n u m ɐ t i
अनुमति	ɐ n̪ u m ɐ t̪ i
अनुमेय	ɐ n u m ɐ́ j j ɐ
अनुमेय	ɐ n̪ u m eː j ɐ
अनुलोम	ɐ n̪ u l̪ oː m ɐ
अनुशय	ɐ n u ɕ ɐ j ɐ
अनुशय	ɐ n̪ u ɕ ɐ j ɐ
अनुशासक	ɐ n u ɕ ɑː s ɐ k ɐ
अनुशासक	ɐ n̪ u ɕ ɑː s̪ ɐ k ɐ
अनुष्टुभ्	ɐ n u ʂ ʈ ú bʱ
अनुष्टुभ्	ɐ n̪ u ʂ ʈ u bʱ
अनुसार	ɐ n u s ɑː ɾ ɐ
अनुसार	ɐ n̪ u s̪ ɑː ɾ ɐ
अनुस्वार	ɐ n̪ u s̪ ʋ ɑː ɾ ɐ
अनूक	ɐ n̪ uː k ɐ
अनूक	ɐ́ n uː k ɐ
अनूप	ɐ n uː p ɐ́
अनूप	ɐ n̪ uː p ɐ
अनृक्षर	ɐ n r̩ k ʂ ɐ ɾ ɐ́
अनृक्षर	ɐ n̪ r̩ k ʂ ɐ ɾ ɐ
अनेक	ɐ n ɐ j k ɐ
अनेक	ɐ n̪ eː k ɐ
अनेद्य	ɐ n̪ eː d̪ j ɐ
अनेद्य	ɐ́ n̪ ɐ j d̪ i j ɐ
अनेन	ɐ n̪ eː n̪ ɐ
अनौत्सीत्	ɐ n̪ ɑ w t̪ s̪ iː t̪
अनौत्सीत्	ɐ́ n ɑː w t s iː t
अन्	ɐ n
अन्	ɐ n̪
अन्त	ɐ n t ɐ
अन्त	ɐ n̪ t̪ ɐ
अन्तःपात्र	ɐ n̪ t̪ ɐ́ ɸ p ɑː t̪ ɾ ɐ́
अन्तःपुर	ɐ n t ɐ h p u ɾ ɐ
अन्तःपुर	ɐ n̪ t̪ ɐ h p u ɾ ɐ
अन्तम	ɐ n̪ t̪ ɐ m ɐ
अन्तम	ɐ n̪ t̪ ɐ m ɐ́
अन्तम	ɐ́ n̪ t̪ ɐ m ɐ
अन्तर	ɐ n̪ t̪ ɐ ɾ ɐ
अन्तर	ɐ́ n t ɐ ɾ ɐ
अन्तर्	ɐ n t ɐ́ ɾ
अन्तर्	ɐ n̪ t̪ ɐ ɾ
अन्तर्जाल	ɐ n̪ t̪ ɐ ɾ d͡ʑ ɑː l̪ ɐ
अन्तर्जालेन	ɐ n̪ t̪ ɐ ɾ d͡ʑ ɑː l̪ eː n̪ ɐ
अन्तवत्	ɐ n̪ t̪ ɐ ʋ ɐ t̪
अन्तवत्	ɐ́ n t ɐ ʋ ɐ t
अन्ति	ɐ n t i
अन्ति	ɐ n̪ t̪ i
अन्त्य	ɐ n t j ɐ
अन्त्य	ɐ n̪ t̪ j ɐ
अन्त्र	ɐ n̪ t̪ ɾ ɐ
अन्त्र	ɐ́ n t ɾ ɐ
अन्ध	ɐ n dʱ ɐ́
अन्ध	ɐ n̪ d̪ʱ ɐ
अन्धकार	ɐ n dʱ ɐ k ɑː ɾ ɐ
अन्धकार	ɐ n̪ d̪ʱ ɐ k ɑː ɾ ɐ
अन्धस्	ɐ n̪ d̪ʱ ɐ s̪
अन्धस्	ɐ́ n dʱ ɐ s
अन्न	ɐ n̪ n̪ ɐ
अन्न	ɐ́ n n ɐ
अन्नदान	ɐ n n ɐ d ɑː n ɐ
अन्नदान	ɐ n̪ n̪ ɐ d̪ ɑː n̪ ɐ
अन्नपूर्णा	ɐ n n ɐ p uː ɾ ɳ ɑː
अन्नपूर्णा	ɐ n̪ n̪ ɐ p uː ɾ ɳ ɑː
अन्नप्राश	ɐ n n ɐ p ɾ ɑː ɕ ɐ
अन्नप्राश	ɐ n̪ n̪ ɐ p ɾ ɑː ɕ ɐ
अन्य	ɐ n j ɐ́
अन्य	ɐ n̪ j ɐ
अन्यथा	ɐ n j ɐ́ tʰ ɑː
अन्यथा	ɐ n̪ j ɐ t̪ʰ ɑː
अन्वेषण	ɐ n ʋ ɐ j ʂ ɐ ɳ ɐ
अन्वेषण	ɐ n̪ ʋ eː ʂ ɐ ɳ ɐ
अपगम	ɐ p ɐ ɡ ɐ m ɐ
अपघात	ɐ p ɐ ɡʱ ɑː t ɐ
अपघात	ɐ p ɐ ɡʱ ɑː t̪ ɐ
अपत्य	ɐ p ɐ t̪ j ɐ
अपत्य	ɐ́ p ɐ t j ɐ
अपदेश	ɐ p ɐ d ɐ j ɕ ɐ
अपदेश	ɐ p ɐ d̪ eː ɕ ɐ
अपद्रव्य	ɐ p ɐ d ɾ ɐ ʋ j ɐ
अपद्रव्य	ɐ p ɐ d̪ ɾ ɐ ʋ j ɐ
अपनह्यति	ɐ p ɐ n ɐ ɦ j ɐ t i
अपनह्यति	ɐ p ɐ n̪ ɐ ɦ j ɐ t̪ i
अपभ्रंश	ɐ p ɐ bʱ ɾ ɐ̃ ɕ ɐ
अपभ्रंश	ɐ p ɐ bʱ ɾ ɐ̃ ɕ ɐ́
अपर	ɐ p ɐ ɾ ɐ
अपर	ɐ́ p ɐ ɾ ɐ
अपराधिनी	ɐ p ɐ ɾ ɑː dʱ i n iː
अपराधिनी	ɐ p ɐ ɾ ɑː d̪ʱ i n̪ iː
अपराधिन्	ɐ p ɐ ɾ ɑː dʱ i n
अपराधिन्	ɐ p ɐ ɾ ɑː d̪ʱ i n̪
अपराधी	ɐ p ɐ ɾ ɑː dʱ iː
अपराधी	ɐ p ɐ ɾ ɑː d̪ʱ iː
अपर्याप्त	ɐ p ɐ ɾ j ɑː p t̪ ɐ
अपर्युषित	ɐ p ɐ ɾ j u ʂ i t ɐ
अपर्युषित	ɐ p ɐ ɾ j u ʂ i t̪ ɐ
अपशब्द	ɐ p ɐ ɕ ɐ b d ɐ
अपशब्द	ɐ p ɐ ɕ ɐ b d̪ ɐ
अपसर्जन	ɐ p ɐ s ɐ ɾ d͡ʑ ɐ n ɐ
अपसर्जन	ɐ p ɐ s̪ ɐ ɾ d͡ʑ ɐ n̪ ɐ
अपस्	ɐ p ɐ s̪
अपस्	ɐ́ p ɐ s
अपान	ɐ p ɑː n ɐ
अपान	ɐ p ɑː n̪ ɐ
अपाय	ɐ p ɑː j ɐ
अपि	ɐ p i
अपि	ɐ́ p i
अपितु	ɐ p i t u
अपितु	ɐ p i t̪ u
अपुत्र	ɐ p u t̪ ɾ ɐ
अपुत्र	ɐ p ú t ɾ ɐ
अपूप	ɐ p uː p ɐ
अपूप	ɐ p uː p ɐ́
अपेय	ɐ p eː j ɐ
अपेयः	ɐ p eː j ɐ h
अपोहति	ɐ p oː ɦ ɐ t̪ i
अपोहति	ɐ p ɐ w ɦ ɐ t i
अप्	ɐ p
अप्	ɐ́ p
अप्नस्	ɐ p n̪ ɐ s̪
अप्नस्	ɐ́ p n ɐ s
अप्रचेतस्	ɐ p ɾ ɐ t͡ɕ eː t̪ ɐ s̪
अप्रचेतस्	ɐ́ p ɾ ɐ t͡ɕ ɐ j t ɐ s
अप्रति	ɐ p ɾ ɐ t í
अप्रति	ɐ p ɾ ɐ t̪ i
अप्रतिम	ɐ p ɾ ɐ t i m ɐ
अप्रतिम	ɐ p ɾ ɐ t̪ i m ɐ
अप्रमाद	ɐ p ɾ ɐ m ɑː d ɐ
अप्रमाद	ɐ p ɾ ɐ m ɑː d̪ ɐ
अप्राक्	ɐ p ɾ ɑː k
अप्राक्	ɐ́ p ɾ ɑː k
अप्सरस्	ɐ p s ɐ ɾ ɐ́ s
अप्सरस्	ɐ p s̪ ɐ ɾ ɐ s̪
अप्सरास्	ɐ p s ɐ ɾ ɑ́ː s
अप्सरास्	ɐ p s̪ ɐ ɾ ɑː s̪
अप्सस्	ɐ p s̪ ɐ s̪
अप्सस्	ɐ́ p s ɐ s
अबद्ध	ɐ b ɐ d dʱ ɐ
अबद्ध	ɐ b ɐ d̪ d̪ʱ ɐ
अबुध्न	ɐ b u dʱ n ɐ́
अबुध्न	ɐ b u d̪ʱ n̪ ɐ
अब्ज	ɐ b d͡ʑ ɐ
अब्जित्	ɐ b d͡ʑ i t̪
अब्जित्	ɐ b d͡ʑ í t
अब्द	ɐ b d ɐ
अब्द	ɐ b d̪ ɐ
अब्धि	ɐ b dʱ i
अब्धि	ɐ b d̪ʱ i
अभद्र	ɐ bʱ ɐ d̪ ɾ ɐ
अभयारण्य	ɐ bʱ ɐ j ɑː ɾ ɐ ɳ j ɐ
अभवत्	ɐ bʱ ɐ ʋ ɐ t̪
अभवत्	ɐ́ bʱ ɐ ʋ ɐ t
अभार्षीत्	ɐ bʱ ɑː ɾ ʂ iː t̪
अभार्षीत्	ɐ́ bʱ ɑː ɾ ʂ iː t
अभि	ɐ bʱ i
अभि	ɐ bʱ í
अभिजित्	ɐ bʱ i d͡ʑ i t
अभिजित्	ɐ bʱ i d͡ʑ i t̪
अभिज्ञा	ɐ bʱ i d͡ʑ ɲ ɑː
अभितस्	ɐ bʱ i t̪ ɐ s̪
अभितस्	ɐ bʱ í t ɐ s
अभिनय	ɐ bʱ i n ɐ j ɐ
अभिनय	ɐ bʱ i n̪ ɐ j ɐ
अभियन्ता	ɐ bʱ i j ɐ n̪ t̪ ɑː
अभियन्तृ	ɐ bʱ i j ɐ n̪ t̪ r̩
अभिरुचि	ɐ bʱ i ɾ u t͡ɕ i
अभिवृष्ट	ɐ bʱ i ʋ r̩ ʂ ʈ ɐ
अभिवृष्ट	ɐ bʱ í ʋ r̩ ʂ ʈ ɐ
अभिषचते	ɐ bʱ i ʂ ɐ t͡ɕ ɐ t ɐ j
अभिषचते	ɐ bʱ i ʂ ɐ t͡ɕ ɐ t̪ eː
अभिषेक	ɐ bʱ i ʂ eː k ɐ
अभिषेक	ɐ bʱ i ʂ ɐ j k ɐ́
अभिष्टिद्युम्न	ɐ bʱ i ʂ ʈ i d̪ j u m n̪ ɐ
अभिष्टिद्युम्न	ɐ bʱ i ʂ ʈ í d j u m n ɐ
अभूत्	ɐ bʱ uː t̪
अभूत्	ɐ́ bʱ uː t
अभ्यङ्ग	ɐ bʱ j ɐ ŋ ɡ ɐ
अभ्यलंकृत	ɐ bʱ j ɐ l ɐ ŋ k r̩ t ɐ
अभ्यलंकृत	ɐ bʱ j ɐ l̪ ɐ ŋ k r̩ t̪ ɐ
अभ्यस्	ɐ bʱ j ɐ s
अभ्यस्	ɐ bʱ j ɐ s̪
अभ्यास	ɐ bʱ j ɑː s ɐ
अभ्यास	ɐ bʱ j ɑː s̪ ɐ
अभ्र	ɐ bʱ ɾ ɐ
अभ्र	ɐ bʱ ɾ ɐ́
अमनत्	ɐ m ɐ n ɐ t
अमनत्	ɐ m ɐ n̪ ɐ t̪
अमनस्	ɐ m ɐ n̪ ɐ s̪
अमनस्	ɐ́ m ɐ n ɐ s
अमरावती	ɐ m ɐ ɾ ɑː ʋ ɐ t iː
अमरावती	ɐ m ɐ ɾ ɑː ʋ ɐ t̪ iː
अमवत्	ɐ m ɐ ʋ ɐ t̪
अमवत्	ɐ́ m ɐ ʋ ɐ t
अमृत	ɐ m r̩ t̪ ɐ
अमृत	ɐ m ŕ̩ t ɐ
अमृता	ɐ m r̩ t̪ ɑː
अमृता	ɐ m ŕ̩ t ɑː
अमृता	ɐ́ m r̩ t ɑː
अमेध्य	ɐ m eː d̪ʱ j ɐ
अमेध्य	ɐ m ɐ j dʱ j ɐ́
अम्	ɐ m
अम्नस्	ɐ m n ɐ́ s
अम्नस्	ɐ m n̪ ɐ s̪
अम्ब	ɐ m b ɐ
अम्ब	ɐ m b ɐ́
अम्बर	ɐ m b ɐ ɾ ɐ
अम्बर	ɐ́ m b ɐ ɾ ɐ
अम्बा	ɐ m b ɑː
अम्बा	ɐ m b ɑ́ː
अम्बि	ɐ m b i
अम्बि	ɐ m b í
अम्बी	ɐ m b iː
अम्बी	ɐ m b íː
अम्बु	ɐ m b u
अम्भ	ɐ m bʱ ɐ
अम्ल	ɐ m l ɐ
अम्ल	ɐ m l̪ ɐ
अय	ɐ j ɐ
अयजत्	ɐ j ɐ d͡ʑ ɐ t
अयजत्	ɐ j ɐ d͡ʑ ɐ t̪
अयन	ɐ j ɐ n̪ ɐ
अयन	ɐ́ j ɐ n ɐ
अयनान्त	ɐ j ɐ n ɑː n t ɐ
अयनान्त	ɐ j ɐ n̪ ɑː n̪ t̪ ɐ
अयम्	ɐ j ɐ m
अयम्	ɐ j ɐ́ m
अयस्	ɐ j ɐ s̪
अयस्	ɐ́ j ɐ s
अयस्कार	ɐ j ɐ s̪ k ɑː ɾ ɐ
अयस्कार	ɐ́ j ɐ s k ɑː ɾ ɐ
अयुत	ɐ j u t̪ ɐ
अयुत	ɐ j ú t ɐ
अयोध्य	ɐ j oː d̪ʱ j ɐ
अयोध्य	ɐ j ɐ w dʱ j ɐ́
अयोध्या	ɐ j oː d̪ʱ j ɑː
अयोध्या	ɐ j ɐ w dʱ j ɑː
अरण	ɐ ɾ ɐ ɳ ɐ
अरण	ɐ́ ɾ ɐ ɳ ɐ
अरणि	ɐ ɾ ɐ ɳ i
अरणि	ɐ ɾ ɐ́ ɳ i
अरण्य	ɐ ɾ ɐ ɳ j ɐ
अरण्य	ɐ́ ɾ ɐ ɳ j ɐ
अरण्यात्	ɐ ɾ ɐ ɳ j ɑː t̪
अरण्यात्	ɐ́ ɾ ɐ ɳ j ɑː t
अरत्नि	ɐ ɾ ɐ t n í
अरत्नि	ɐ ɾ ɐ t̪ n̪ i
अरमति	ɐ ɾ ɐ m ɐ t̪ i
अरमति	ɐ ɾ ɐ́ m ɐ t i
अरविन्द	ɐ ɾ ɐ ʋ i n d ɐ
अरविन्द	ɐ ɾ ɐ ʋ i n̪ d̪ ɐ
अरस	ɐ ɾ ɐ s ɐ́
अरस	ɐ ɾ ɐ s̪ ɐ
अरित्र	ɐ ɾ i t̪ ɾ ɐ
अरित्र	ɐ ɾ í t ɾ ɐ
अरित्र	ɐ́ ɾ i t ɾ ɐ
अरुण	ɐ ɾ u ɳ ɐ
अरुण	ɐ ɾ u ɳ ɐ́
अरुष	ɐ ɾ u ʂ ɐ
अरुष	ɐ ɾ u ʂ ɐ́
अरोग	ɐ ɾ oː ɡ ɐ
अरोग	ɐ ɾ ɐ w ɡ ɐ
अरोधत्	ɐ ɾ oː d̪ʱ ɐ t̪
अरोधत्	ɐ ɾ ɐ w dʱ ɐ t
अरौत्सीत्	ɐ ɾ ɑ w t̪ s̪ iː t̪
अरौत्सीत्	ɐ́ ɾ ɑː w t s iː t
अर्क	ɐ ɾ k ɐ
अर्क	ɐ ɾ k ɐ́
अर्घ	ɐ ɾ ɡʱ ɐ
अर्घ	ɐ ɾ ɡʱ ɐ́
अर्चति	ɐ ɾ t͡ɕ ɐ t̪ i
अर्चति	ɐ́ ɾ t͡ɕ ɐ t i
अर्चन	ɐ ɾ t͡ɕ ɐ n̪ ɐ
अर्चन	ɐ ɾ t͡ɕ ɐ́ n ɐ
अर्चा	ɐ ɾ t͡ɕ ɑː
अर्चा	ɐ ɾ t͡ɕ ɑ́ː
अर्चि	ɐ ɾ t͡ɕ i
अर्चि	ɐ ɾ t͡ɕ í
अर्चिस्	ɐ ɾ t͡ɕ i s̪
अर्चिस्	ɐ ɾ t͡ɕ í s
अर्च्	ɐ ɾ t͡ɕ
अर्जन	ɐ ɾ d͡ʑ ɐ n ɐ
अर्जन	ɐ ɾ d͡ʑ ɐ n̪ ɐ
अर्जनम्	ɐ ɾ d͡ʑ ɐ n̪ ɐ m
अर्जनस्य	ɐ ɾ d͡ʑ ɐ n̪ ɐ s̪ j ɐ
अर्जनाय	ɐ ɾ d͡ʑ ɐ n̪ ɑː j ɐ
अर्जनेन	ɐ ɾ d͡ʑ ɐ n̪ eː n̪ ɐ
अर्जित	ɐ ɾ d͡ʑ i t ɐ
अर्जित	ɐ ɾ d͡ʑ i t̪ ɐ
अर्जुन	ɐ ɾ d͡ʑ u n̪ ɐ
अर्जुन	ɐ́ ɾ d͡ʑ u n ɐ
अर्ज्	ɐ ɾ d͡ʑ
अर्ण	ɐ ɾ ɳ ɐ
अर्णव	ɐ ɾ ɳ ɐ ʋ ɐ
अर्णव	ɐ ɾ ɳ ɐ́ ʋ ɐ
अर्णिन्	ɐ ɾ ɳ i n̪
अर्थ	ɐ ɾ t̪ʰ ɐ
अर्थ	ɐ́ ɾ tʰ ɐ
अर्थतस्	ɐ ɾ tʰ ɐ t ɐ s
अर्थतस्	ɐ ɾ t̪ʰ ɐ t̪ ɐ s̪
अर्थात्	ɐ ɾ tʰ ɑː t
अर्थात्	ɐ ɾ t̪ʰ ɑː t̪
अर्थालंकार	ɐ ɾ tʰ ɑː l ɐ ŋ k ɑː ɾ ɐ
अर्थालंकार	ɐ ɾ t̪ʰ ɑː l̪ ɐ ŋ k ɑː ɾ ɐ
अर्थ्	ɐ ɾ tʰ
अर्थ्	ɐ ɾ t̪ʰ
अर्ध	ɐ ɾ d̪ʱ ɐ
अर्ध	ɐ ɾ d̪ʱ ɐ́
अर्ध	ɐ́ ɾ d̪ʱ ɐ
अर्धक	ɐ ɾ dʱ ɐ k ɐ
अर्धक	ɐ ɾ d̪ʱ ɐ k ɐ
अर्धतृतीय	ɐ ɾ dʱ ɐ t r̩ t iː j ɐ
अर्धतृतीय	ɐ ɾ d̪ʱ ɐ t̪ r̩ t̪ iː j ɐ
अर्धपथ	ɐ ɾ dʱ ɐ́ p ɐ tʰ ɐ
अर्धपथ	ɐ ɾ d̪ʱ ɐ p ɐ t̪ʰ ɐ
अर्धपथे	ɐ ɾ dʱ ɐ́ p ɐ tʰ ɐ j
अर्धपथे	ɐ ɾ d̪ʱ ɐ p ɐ t̪ʰ eː
अर्पण	ɐ ɾ p ɐ ɳ ɐ
अर्पण	ɐ́ ɾ p ɐ ɳ ɐ
अर्पित	ɐ ɾ p i t ɐ
अर्पित	ɐ ɾ p i t̪ ɐ
अर्बुद	ɐ ɾ b u d ɐ
अर्बुद	ɐ ɾ b u d̪ ɐ
अर्भ	ɐ ɾ bʱ ɐ
अर्भ	ɐ́ ɾ bʱ ɐ
अर्यमन्	ɐ ɾ j ɐ m ɐ n̪
अर्यमन्	ɐ ɾ j ɐ m ɐ́ n
अर्यमा	ɐ ɾ j ɐ m ɑː
अर्यमा	ɐ ɾ j ɐ m ɑ́ː
अर्वत्	ɐ ɾ ʋ ɐ t̪
अर्वत्	ɐ́ ɾ ʋ ɐ t
अर्श	ɐ ɾ ɕ ɐ
अर्शस्	ɐ ɾ ɕ ɐ s̪
अर्शस्	ɐ́ ɾ ɕ ɐ s
अर्हति	ɐ ɾ ɦ ɐ t̪ i
अर्हति	ɐ́ ɾ ɦ ɐ t i
अर्हत्	ɐ ɾ ɦ ɐ t
अर्हत्	ɐ ɾ ɦ ɐ t̪
अर्हित	ɐ ɾ ɦ i t ɐ
अर्हित	ɐ ɾ ɦ i t̪ ɐ
अर्ह्	ɐ ɾ ɦ
अल	ɐ l ɐ
अल	ɐ l̪ ɐ
अलंकार	ɐ l ɐ ŋ k ɑː ɾ ɐ
अलंकार	ɐ l̪ ɐ ŋ k ɑː ɾ ɐ
अलंकृ	ɐ l ɐ ŋ k r̩
अलंकृ	ɐ l̪ ɐ ŋ k r̩
अलंकृत	ɐ l ɐ ŋ k r̩ t ɐ
अलंकृत	ɐ l̪ ɐ ŋ k r̩ t̪ ɐ
अलग्न	ɐ l ɐ ɡ n ɐ
अलग्न	ɐ l̪ ɐ ɡ n̪ ɐ
अलम्	ɐ l̪ ɐ m
अलम्	ɐ́ l ɐ m
अलर्क	ɐ l ɐ ɾ k ɐ
अलर्क	ɐ l̪ ɐ ɾ k ɐ
अलस	ɐ l ɐ s ɐ́
अलस	ɐ l̪ ɐ s̪ ɐ
अलाबु	ɐ l ɑ́ː b u
अलाबु	ɐ l̪ ɑː b u
अलाबुक	ɐ l ɑː b u k ɐ
अलाबुक	ɐ l̪ ɑː b u k ɐ
अलाबुका	ɐ l ɑː b u k ɑː
अलाबुका	ɐ l̪ ɑː b u k ɑː
अलाबू	ɐ l ɑː b uː
अलाबू	ɐ l̪ ɑː b uː
अलि	ɐ l i
अलि	ɐ l̪ i
अलिन्	ɐ l i n
अलिन्	ɐ l̪ i n̪
अल्प	ɐ l p ɐ
अल्प	ɐ l̪ p ɐ
अल्पप्राण	ɐ l̪ p ɐ p ɾ ɑː ɳ ɐ
अल्लाह	ɐ l̪ l̪ ɑː ɦ ɐ
अव	ɐ ʋ ɐ
अव	ɐ́ ʋ ɐ
अवकर्षति	ɐ ʋ ɐ k ɐ ɾ ʂ ɐ t i
अवकर्षति	ɐ ʋ ɐ k ɐ ɾ ʂ ɐ t̪ i
अवकाश	ɐ ʋ ɐ k ɑː ɕ ɐ
अवकूल्	ɐ ʋ ɐ k uː l
अवकूल्	ɐ ʋ ɐ k uː l̪
अवगच्छति	ɐ ʋ ɐ ɡ ɐ t t͡ɕʰ ɐ t i
अवगच्छति	ɐ ʋ ɐ ɡ ɐ t̪ t͡ɕʰ ɐ t̪ i
अवग्रह	ɐ ʋ ɐ ɡ ɾ ɐ ɦ ɐ
अवतार	ɐ ʋ ɐ t̪ ɑː ɾ ɐ
अवतार	ɐ́ ʋ ɐ t ɑː ɾ ɐ
अवति	ɐ ʋ ɐ t̪ i
अवति	ɐ́ ʋ ɐ t i
अवधारण	ɐ ʋ ɐ dʱ ɑː ɾ ɐ ɳ ɐ
अवधारण	ɐ ʋ ɐ d̪ʱ ɑː ɾ ɐ ɳ ɐ
अवन्ति	ɐ ʋ ɐ n t i
अवन्ति	ɐ ʋ ɐ n̪ t̪ i
अवयव	ɐ ʋ ɐ j ɐ ʋ ɐ
अवयु	ɐ ʋ ɐ j u
अवर	ɐ ʋ ɐ ɾ ɐ
अवर	ɐ ʋ ɐ ɾ ɐ́
अवरिफ्	ɐ ʋ ɐ ɾ i pʰ
अवलम्ब	ɐ ʋ ɐ l ɐ m b ɐ
अवलम्ब	ɐ ʋ ɐ l̪ ɐ m b ɐ
अववृणक्ति	ɐ ʋ ɐ ʋ r̩ ɳ ɐ k t i
अववृणक्ति	ɐ ʋ ɐ ʋ r̩ ɳ ɐ k t̪ i
