AFI	a f i
Benavides	b e n a β̞ i ð̞ e s
Benedicto	b e n e ð̞ i ɣ̞ t̪ o
Benevento	b e n e β̞ ẽ n̪ t̪ o
Bengala	b ẽ ŋ ɡ a l a
Bengasi	b ẽ ŋ ɡ a s i
Bengoechea	b ẽ ŋ ɡ o e t͡ʃ e a
Benguet	b ẽ ŋ ɡ e t̪
Beni	b e n i
Benicio	b e n i θ j o
Benigno	b e n i ɣ̞ n o
Benito	b e n i t̪ o
Benjamín	b ẽ ŋ x a m ĩ n
Benín	b e n ĩ n
Benítez	b e n i t̪ e θ
Beocia	b e o θ j a
Berbeo	b e ɾ β̞ e o
Berbería	b e ɾ β̞ e ɾ i a
Berito	b e ɾ i t̪ o
Berlín	b e ɾ l ĩ n
Bermejo	b e ɾ m e x o
Bermudas	b e ɾ m u ð̞ a s
Bermudo	b e ɾ m u ð̞ o
Bermúdez	b e ɾ m u ð̞ e θ
Berna	b e ɾ n a
Bernabé	b e ɾ n a β̞ e
Bernabéu	b e ɾ n a β̞ e u̯
Bernarda	b e ɾ n a ɾ ð̞ a
Bernedo	b e ɾ n e ð̞ o
Bernárdez	b e ɾ n a ɾ ð̞ e θ
Berrocal	b e r o k a l
Berroya	b e r o ʝ a
Bersabé	b e ɾ s a β̞ e
Berta	b e ɾ t̪ a
Bertrán	b e ɾ t̪ ɾ ã n
Berástegui	b e ɾ a s t̪ e ɣ̞ i
Besada	b e s a ð̞ a
Besarabia	b e s a ɾ a β̞ j a
Besós	b e s o s
Betancourt	b e t̪ ã ŋ k u ɾ ð̞
Beteta	b e t̪ e t̪ a
Bethancourt	b e t̪ ã ŋ k u ɾ
Beto	b e t̪ o
Betsabé	b e t̪ s a β̞ e
Betsy	b e t̪ s i
Bianca	b j ã ŋ k a
Bianchi	b j ã ŋ k i
Bibiana	b i β̞ j a n a
Biblia	b i β̞ l j a
Biblos	b i β̞ l o s
Bielorrusia	b j e l o r u s j a
Bilbao	b i l β̞ a o
Binondo	b i n õ n̪ d̪ o
Birmania	b i ɾ m a n j a
Birrueta	b i r w e t̪ a
Bisayas	b i s a ʝ a s
Biskek	b i s k e k
Bissau	b i s a u̯
Bitinia	b i t̪ i n j a
Bizancio	b i θ ã n̟ θ j o
Blanca	b l ã ŋ k a
Blancanieves	b l ã ŋ k a n j e β̞ e s
Blanchard	b l ã nʲ t͡ʃ a ɾ
Blanchard	b l ã nʲ t͡ʃ a ɾ ð̞
Blanco	b l ã ŋ k o
Blas	b l a s
Blázquez	b l a θ k e θ
Boaco	b o a k o
Boavita	b o a β̞ i t̪ a
Bob	b o β̞
Bobadilla	b o β̞ a ð̞ i ʝ a
Bocaue	b o k a w e
Boccadoro	b o k a ð̞ o ɾ o
Boecio	b o e θ j o
Bogotá	b o ɣ̞ o t̪ a
Bohemia	b o e m j a
Bohol	b o o l
Bojayá	b o x a ʝ a
Bolaños	b o l a ɲ o s
Bolduque	b o l̪ d̪ u k e
Bolivia	b o l i β̞ j a
Bolonia	b o l o n j a
Bolsón	b o l s õ n
Boluarte	b o l w a ɾ t̪ e
Bolívar	b o l i β̞ a ɾ
Bombay	b õ m b a i̯
Bonachera	b o n a t͡ʃ e ɾ a
Bongará	b õ ŋ ɡ a ɾ a
Bonifacio	b o n i f a θ j o
Bonifaz	b o n i f a θ
Bonilla	b o n i ʝ a
Booz	b o o θ
Boquete	b o k e t̪ e
Borbón	b o ɾ β̞ õ n
Borges	b o ɾ x e s
Borgoña	b o ɾ ɣ̞ o ɲ a
Boric	b o ɾ i k
Boric	b o ɾ i t͡ʃ
Borinquen	b o ɾ ĩ ŋ k ẽ n
Borja	b o ɾ x a
Borneo	b o ɾ n e o
Borongan	b o ɾ õ ŋ ɡ ã n
Borrillo	b o r i ʝ o
Bosconia	b o s k o n j a
Bosnia	b o z n j a
Bosque	b o s k e
Boston	b o s t̪ õ n
Botello	b o t̪ e ʝ o
Botero	b o t̪ e ɾ o
Botsuana	b o t̪ s w a n a
Botswana	b o t̪ s w a n a
Boyacá	b o ʝ a k a
Brabante	b ɾ a β̞ ã n̪ t̪ e
Bracamonte	b ɾ a k a m õ n̪ t̪ e
Braganza	b ɾ a ɣ̞ ã n̟ θ a
Brandeburgo	b ɾ ã n̪ d̪ e β̞ u ɾ ɣ̞ o
Brasil	b ɾ a s i l
Brasilia	b ɾ a s i l j a
Bratislava	b ɾ a t̪ i s l a β̞ a
Braulio	b ɾ a u̯ l j o
Brayan	b ɾ a ʝ ã n
Brazzaville	b ɾ a θ a β̞ i l
Brema	b ɾ e m a
Brenda	b ɾ ẽ n̪ d̪ a
Brenes	b ɾ e n e s
Breslavia	b ɾ e s l a β̞ j a
Bretaña	b ɾ e t̪ a ɲ a
Brexit	b ɾ e ɣ̞ s i t̪
Briceño	b ɾ i θ e ɲ o
Bridgetown	b ɾ i t͡ʃ t̪ ã ũ n
Briones	b ɾ j o n e s
Brizuela	b ɾ i θ w e l a
Broussard	b ɾ u s a ɾ ð̞
Brujas	b ɾ u x a s
Brunilda	b ɾ u n i l̪ d̪ a
Bruno	b ɾ u n o
Brunéi	b ɾ u n e i̯
Bruselas	b ɾ u s e l a s
Brígido	b ɾ i x i ð̞ o
Bucalemu	b u k a l e m u
Bucaramanga	b u k a ɾ a m ã ŋ ɡ a
Bucarest	b u k a ɾ e s t̪
Bucéfalo	b u θ e f a l o
Buda	b u ð̞ a
Budapest	b u ð̞ a p e s t̪
Buelna	b w e l n a
Buenaventura	b w e n a β̞ ẽ n̪ t̪ u ɾ a
Buendía	b w ẽ n̪ d̪ i a
Buenrostro	b w ẽ n r o s t̪ ɾ o
Buffyverso	b a f i β̞ e ɾ s o
Bujará	b u x a ɾ a
Bukele	b u k e l e
Bulacán	b u l a k ã n
Bulgaria	b u l ɣ̞ a ɾ j a
Bulnes	b u l n e s
Burdeos	b u ɾ ð̞ e o s
Burgos	b u ɾ ɣ̞ o s
Burgundia	b u ɾ ɣ̞ ũ n̪ d̪ j a
Buril	b u ɾ i l
Burundi	b u ɾ ũ n̪ d̪ i
Bustamante	b u s t̪ a m ã n̪ t̪ e
Bustamente	b u s t̪ a m ẽ n̪ t̪ e
Bután	b u t̪ ã n
Buyumbura	b u ʝ ũ m b u ɾ a
Buñuel	b u ɲ w e l
Báez	b a e θ
Bárbara	b a ɾ β̞ a ɾ a
Bárcenas	b a ɾ θ e n a s
Báñez	b a ɲ e θ
Bélgica	b e l x i k a
Bélice	b e l i θ e
Bérgamo	b e ɾ ɣ̞ a m o
CD	θ e ð̞ e
CGRI	θ e x e ɾ e i
CONICET	k o n i θ e t̪
CONICYT	k o n i θ i t̪
Caazapá	k a a θ a p a
Cabanatúan	k a β̞ a n a t̪ u ã n
Cabanilla	k a β̞ a n i ʝ a
Cabanillas	k a β̞ a n i ʝ a s
Cabañas	k a β̞ a ɲ a s
Cabello	k a β̞ e ʝ o
Cabeza	k a β̞ e θ a
Cabezamesada	k a β̞ e θ a m e s a ð̞ a
Cabiao	k a β̞ j a o
Caborca	k a β̞ o ɾ k a
Cabrejas	k a β̞ ɾ e x a s
Cabrera	k a β̞ ɾ e ɾ a
Cabriales	k a β̞ ɾ j a l e s
Cabúyao	k a β̞ u ʝ a o
Cacaopera	k a k a o p e ɾ a
Cacciatore	k a t͡ʃ a t̪ o ɾ e
Cachapoal	k a t͡ʃ a p o a l
Cachemira	k a t͡ʃ e m i ɾ a
Cacho	k a t͡ʃ o
Cafarnaúm	k a f a ɾ n a ũ m
Cagayán	k a ɣ̞ a ʝ ã n
Caifás	k a i̯ f a s
Caimanera	k a i̯ m a n e ɾ a
Caimito	k a i̯ m i t̪ o
Cairo	k a i̯ ɾ o
Cajamarca	k a x a m a ɾ k a
Calabaza	k a l a β̞ a θ a
Calabria	k a l a β̞ ɾ j a
Calama	k a l a m a
Calamar	k a l a m a ɾ
Calambá	k a l ã m b a
Calapán	k a l a p ã n
Calasiao	k a l a s j a o
Calatayud	k a l a t̪ a ʝ u ð̞
Calbuco	k a l β̞ u k o
Calcedonia	k a l̟ θ e ð̞ o n j a
Calcedón	k a l̟ θ e ð̞ õ n
Calcuta	k a l k u t̪ a
Caldas	k a l̪ d̪ a s
Caldea	k a l̪ d̪ e a
Calderón	k a l̪ d̪ e ɾ õ n
Caldevilla	k a l̪ d̪ e β̞ i ʝ a
Caledonia	k a l e ð̞ o n j a
Cali	k a l i
California	k a l i f o ɾ n j a
Calimete	k a l i m e t̪ e
Calipso	k a l i β̞ s o
Calisto	k a l i s t̪ o
Calixto	k a l i s t̪ o
Calixtro	k a l i s t̪ ɾ o
Callao	k a ʝ a o
Calle	k a ʝ e
Calleja	k a ʝ e x a
Callejas	k a ʝ e x a s
Caluco	k a l u k o
Calvados	k a l β̞ a ð̞ o s
Calvo	k a l β̞ o
Calíope	k a l i o p e
Camacho	k a m a t͡ʃ o
Camagüey	k a m a ɣ̞ w e i̯
Camaná	k a m a n a
Camarena	k a m a ɾ e n a
Camargo	k a m a ɾ ɣ̞ o
Camavilca	k a m a β̞ i l k a
Camboya	k ã m b o ʝ a
Camelot	k a m e l o t̪
Camerún	k a m e ɾ ũ n
Camila	k a m i l a
Camilo	k a m i l o
Campania	k ã m p a n j a
Campanilla	k ã m p a n i ʝ a
Campeche	k ã m p e t͡ʃ e
Campezo	k ã m p e θ o
Campo	k ã m p o
Camposano	k ã m p o s a n o
Campoy	k ã m p o i̯
Canadá	k a n a ð̞ a
Canarias	k a n a ɾ j a s
Canas	k a n a s
Canberra	k ã m b e r a
Cancio	k ã n̟ θ j o
Cancún	k ã ŋ k ũ n
Candamo	k ã n̪ d̪ a m o
Candelaria	k ã n̪ d̪ e l a ɾ j a
Candida	k ã n̪ d̪ i ð̞ a
Canela	k a n e l a
Canelones	k a n e l o n e s
Canelón	k a n e l õ n
Cangallo	k ã ŋ ɡ a ʝ o
Canindeyú	k a n ĩ n̪ d̪ e ʝ u
Cano	k a n o
Canseco	k ã n s e k o
Cantabria	k ã n̪ t̪ a β̞ ɾ j a
Cantagallo	k ã n̪ t̪ a ɣ̞ a ʝ o
Cantares	k ã n̪ t̪ a ɾ e s
Cantor	k ã n̪ t̪ o ɾ
Cantos	k ã n̪ t̪ o s
Cantón	k ã n̪ t̪ õ n
Cantórbery	k ã n̪ t̪ o ɾ β̞ e ɾ i
Canuto	k a n u t̪ o
Capadocia	k a p a ð̞ o θ j a
Capazo	k a p a θ o
Capcha	k a β̞ t͡ʃ a
Capellán	k a p e ʝ ã n
Capiatá	k a p j a t̪ a
Capitolio	k a p i t̪ o l j o
Capote	k a p o t̪ e
Capuchino	k a p u t͡ʃ i n o
Capuñay	k a p u ɲ a i̯
Caquetá	k a k e t̪ a
Caraballo	k a ɾ a β̞ a ʝ o
Carabobo	k a ɾ a β̞ o β̞ o
Caracas	k a ɾ a k a s
Caratachea	k a ɾ a t̪ a t͡ʃ e a
Caravelí	k a ɾ a β̞ e l i
Carazo	k a ɾ a θ o
Carbajal	k a ɾ β̞ a x a l
Carballo	k a ɾ β̞ a ʝ o
Carbonell	k a ɾ β̞ o n e l
Carchi	k a ɾ t͡ʃ i
Cardeña	k a ɾ ð̞ e ɲ a
Cardona	k a ɾ ð̞ o n a
Cardoso	k a ɾ ð̞ o s o
Careaga	k a ɾ e a ɣ̞ a
Carelia	k a ɾ e l j a
Carepa	k a ɾ e p a
Carhuancho	k a ɾ w̝ ã nʲ t͡ʃ o
Carhuaz	k a ɾ w̝ a θ
Cariacoa	k a ɾ j a k o a
Carias	k a ɾ j a s
Caribdis	k a ɾ i β̞ ð̞ i s
Caribe	k a ɾ i β̞ e
Caridad	k a ɾ i ð̞ a ð̞
Carillo	k a ɾ i ʝ o
Carina	k a ɾ i n a
Cariño	k a ɾ i ɲ o
Carlos	k a ɾ l o s
Carmen	k a ɾ m ẽ n
Carmencita	k a ɾ m ẽ n̟ θ i t̪ a
Carmina	k a ɾ m i n a
Carmona	k a ɾ m o n a
Carnicero	k a ɾ n i θ e ɾ o
Caro	k a ɾ o
Carolina	k a ɾ o l i n a
Caronte	k a ɾ õ n̪ t̪ e
Carpintero	k a ɾ p ĩ n̪ t̪ e ɾ o
Carpio	k a ɾ p j o
Carranza	k a r ã n̟ θ a
Carrasco	k a r a s k o
Carrera	k a r e ɾ a
Carrero	k a r e ɾ o
Carreño	k a r e ɲ o
Carreón	k a r e õ n
Carrillo	k a r i ʝ o
Carrión	k a r j õ n
Cartagena	k a ɾ t̪ a x e n a
Cartago	k a ɾ t̪ a ɣ̞ o
Carurú	k a ɾ u ɾ u
Carvajal	k a ɾ β̞ a x a l
Carvallo	k a ɾ β̞ a ʝ o
Casablanca	k a s a β̞ l ã ŋ k a
Casado	k a s a ð̞ o
Casal	k a s a l
Casanare	k a s a n a ɾ e
Casandra	k a s ã n̪ d̪ ɾ a
Casanova	k a s a n o β̞ a
Cascorro	k a s k o r o
Cases	k a s e s
Casimiro	k a s i m i ɾ o
Casiopea	k a s j o p e a
Caspio	k a s p j o
Cassiopeia	k a s j o p e j a
Castala	k a s t̪ a l a
Castañeda	k a s t̪ a ɲ e ð̞ a
Castel	k a s t̪ e l
Castellano	k a s t̪ e ʝ a n o
Castellanos	k a s t̪ e ʝ a n o s
Castellón	k a s t̪ e ʝ õ n
Casteñeda	k a s t̪ e ɲ e ð̞ a
Castilla	k a s t̪ i ʝ a
Castillo	k a s t̪ i ʝ o
Castillón	k a s t̪ i ʝ õ n
Castries	k a s t̪ ɾ i s
Castro	k a s t̪ ɾ o
Castronuevo	k a s t̪ ɾ o n w e β̞ o
Catalanistán	k a t̪ a l a n i s t̪ ã n
Cataleya	k a t̪ a l e ʝ a
Catalina	k a t̪ a l i n a
Cataluña	k a t̪ a l u ɲ a
Catalán	k a t̪ a l ã n
Catar	k a t̪ a ɾ
Catoira	k a t̪ o i̯ ɾ a
Cauca	k a u̯ k a
Cauquenes	k a u̯ k e n e s
Cautín	k a u̯ t̪ ĩ n
Cavero	k a β̞ e ɾ o
Cavite	k a β̞ i t̪ e
Cayena	k a ʝ e n a
Cayetana	k a ʝ e t̪ a n a
Cayetano	k a ʝ e t̪ a n o
Caín	k a ĩ n
Cañada	k a ɲ a ð̞ a
Cañar	k a ɲ a ɾ
Cañete	k a ɲ e t̪ e
Cañizares	k a ɲ i θ a ɾ e s
Ceballos	θ e β̞ a ʝ o s
Cebú	θ e β̞ u
Cecilia	θ e θ i l j a
Cedeño	θ e ð̞ e ɲ o
Cefalonia	θ e f a l o n j a
Cefeo	θ e f e o
Ceferino	θ e f e ɾ i n o
Cefeus	θ e f e u̯ s
Ceilán	θ e i̯ l ã n
Cela	θ e l a
Celaya	θ e l a ʝ a
Celedonio	θ e l e ð̞ o n j o
Celestina	θ e l e s t̪ i n a
Celia	θ e l j a
Celina	θ e l i n a
Celsius	θ e l s j u s
Cenicienta	θ e n i θ j ẽ n̪ t̪ a
Centeno	θ ẽ n̪ t̪ e n o
Central	θ ẽ n̪ t̪ ɾ a l
Centroamérica	θ ẽ n̪ t̪ ɾ o a m e ɾ i k a
Cepitá	θ e p i t̪ a
Cerbero	θ e ɾ β̞ e ɾ o
Cerdeña	θ e ɾ ð̞ e ɲ a
Cereceres	θ e ɾ e θ e ɾ e s
Ceres	θ e ɾ e s
Cereté	θ e ɾ e t̪ e
Cerezo	θ e ɾ e θ o
Cerrón	θ e r õ n
Cervantes	θ e ɾ β̞ ã n̪ t̪ e s
Cerón	θ e ɾ õ n
Cesarea	θ e s a ɾ e a
Ceuta	θ e u̯ t̪ a
Cevallos	θ e β̞ a ʝ o s
Chacabuco	t͡ʃ a k a β̞ u k o
Chachapoyas	t͡ʃ a t͡ʃ a p o ʝ a s
Chacón	t͡ʃ a k õ n
Chad	t͡ʃ a ð̞
Chagolla	t͡ʃ a ɣ̞ o ʝ a
Chagoya	t͡ʃ a ɣ̞ o ʝ a
Chaikovski	t͡ʃ a i̯ k o β̞ s k i
Chalatenango	t͡ʃ a l a t̪ e n ã ŋ ɡ o
Chalchuapa	t͡ʃ a lʲ t͡ʃ w a p a
Chalco	t͡ʃ a l k o
Chalán	t͡ʃ a l ã n
Chambas	t͡ʃ ã m b a s
Chamorro	t͡ʃ a m o r o
Champaña	t͡ʃ ã m p a ɲ a
Chanco	t͡ʃ ã ŋ k o
Chano	t͡ʃ a n o
Chaparro	t͡ʃ a p a r o
Chapeltique	t͡ʃ a p e l̪ t̪ i k e
Chapultepec	t͡ʃ a p u l̪ t̪ e p e k
Charo	t͡ʃ a ɾ o
Chauca	t͡ʃ a u̯ k a
Chavarria	t͡ʃ a β̞ a r j a
Chavarría	t͡ʃ a β̞ a r i a
Chavena	t͡ʃ a β̞ e n a
Chaves	t͡ʃ a β̞ e s
Chaviano	t͡ʃ a β̞ j a n o
Chavolla	t͡ʃ a β̞ o ʝ a
Chavoya	t͡ʃ a β̞ o ʝ a
Chaxiraxi	t͡ʃ a s i ɾ a s i
Chaxiraxi	t͡ʃ a ɣ̞ i ɾ a ɣ̞ i
Chayuco	t͡ʃ a ʝ u k o
Chañaral	t͡ʃ a ɲ a ɾ a l
Chebo	t͡ʃ e β̞ o
Chechenia	t͡ʃ e t͡ʃ e n j a
Checoslovaquia	t͡ʃ e k o s l o β̞ a k j a
Chelo	t͡ʃ e l o
Chema	t͡ʃ e m a
Chente	t͡ʃ ẽ n̪ t̪ e
Cheo	t͡ʃ e o
Chepén	t͡ʃ e p ẽ n
Chequia	t͡ʃ e k j a
Cherkessk	t͡ʃ e ɾ k e s k
Chernóbil	t͡ʃ e ɾ n o β̞ i l
Chetumal	t͡ʃ e t̪ u m a l
Chiapas	t͡ʃ j a p a s
Chiba	t͡ʃ i β̞ a
Chicago	t͡ʃ i k a ɣ̞ o
Chiclayo	t͡ʃ i k l a ʝ o
Chihuahua	t͡ʃ i w a w a
Chilanga	t͡ʃ i l ã ŋ ɡ a
Chile	t͡ʃ i l e
Chiloé	t͡ʃ i l o e
Chilpancingo	t͡ʃ i l p ã n̟ θ ĩ ŋ ɡ o
Chiltiupán	t͡ʃ i l̪ t̪ j u p ã n
Chimal	t͡ʃ i m a l
Chimaltenango	t͡ʃ i m a l̪ t̪ e n ã ŋ ɡ o
Chimbarongo	t͡ʃ ĩ m b a ɾ õ ŋ ɡ o
Chimborazo	t͡ʃ ĩ m b o ɾ a θ o
Chimichagua	t͡ʃ i m i t͡ʃ a ɣ̞ w a
Chimá	t͡ʃ i m a
China	t͡ʃ i n a
Chinameca	t͡ʃ i n a m e k a
Chinandega	t͡ʃ i n ã n̪ d̪ e ɣ̞ a
Chinavita	t͡ʃ i n a β̞ i t̪ a
Chincha	t͡ʃ ĩ nʲ t͡ʃ a
Chinchero	t͡ʃ ĩ nʲ t͡ʃ e ɾ o
Chinchilla	t͡ʃ ĩ nʲ t͡ʃ i ʝ a
Chinchurreta	t͡ʃ ĩ nʲ t͡ʃ u r e t̪ a
Chipre	t͡ʃ i p ɾ e
Chiquimula	t͡ʃ i k i m u l a
Chirilagua	t͡ʃ i ɾ i l a ɣ̞ w a
Chirino	t͡ʃ i ɾ i n o
Chiriquí	t͡ʃ i ɾ i k i
Chisinau	k i s i n a u̯
Chitré	t͡ʃ i t̪ ɾ e
Chitá	t͡ʃ i t̪ a
Chivatá	t͡ʃ i β̞ a t̪ a
Chivor	t͡ʃ i β̞ o ɾ
Choachí	t͡ʃ o a t͡ʃ i
Choapa	t͡ʃ o a p a
Choco	t͡ʃ o k o
Chocó	t͡ʃ o k o
Choluteca	t͡ʃ o l u t̪ e k a
Chontales	t͡ʃ õ n̪ t̪ a l e s
Choquehuanca	t͡ʃ o k e w ã ŋ k a
Chota	t͡ʃ o t̪ a
Choy	t͡ʃ o i̯
Chronos	k ɾ o n o s
Chuchito	t͡ʃ u t͡ʃ i t̪ o
Chumpitaz	t͡ʃ ũ m p i t̪ a θ
Chuquillanqui	t͡ʃ u k i ʝ ã ŋ k i
Chuquisaca	t͡ʃ u k i s a k a
Churubusco	t͡ʃ u ɾ u β̞ u s k o
Chuvasia	t͡ʃ u β̞ a s j a
Chuy	t͡ʃ u i̯
Chávarry	t͡ʃ a β̞ a r i
Chávez	t͡ʃ a β̞ e θ
Châm	k ã m
Chépica	t͡ʃ e p i k a
Chéxpir	t͡ʃ e ɣ̞ s p i ɾ
Cibeles	θ i β̞ e l e s
Cicerón	θ i θ e ɾ õ n
Cicuco	θ i k u k o
Cid	θ i ð̞
Cienfuegos	θ j ẽ ɱ f w e ɣ̞ o s
Cilicia	θ i l i θ j a
Cincel	θ ĩ n̟ θ e l
Cinquera	θ ĩ ŋ k e ɾ a
Cintia	θ ĩ n̪ t̪ j a
Cipitío	θ i p i t̪ i o
Cipriano	θ i p ɾ j a n o
Circasia	θ i ɾ k a s j a
Circe	θ i ɾ θ e
Cirene	θ i ɾ e n e
Ciriaco	θ i ɾ j a k o
Cirilo	θ i ɾ i l o
Ciro	θ i ɾ o
Cisjordania	θ i s x o ɾ ð̞ a n j a
Cisneros	θ i z n e ɾ o s
Citalá	θ i t̪ a l a
Citano	θ i t̪ a n o
Ciudadanos	θ j u ð̞ a ð̞ a n o s
Clara	k l a ɾ a
Clarín	k l a ɾ ĩ n
Claudia	k l a u̯ ð̞ j a
Clemencia	k l e m ẽ n̟ θ j a
Clemente	k l e m ẽ n̪ t̪ e
Clotilda	k l o t̪ i l̪ d̪ a
Cloto	k l o t̪ o
Clásico	k l a s i k o
Clímena	k l i m e n a
Clímene	k l i m e n e
Coacalco	k o a k a l k o
Coahuila	k o a w i l a
Coalcomán	k o a l k o m ã n
Coatepeque	k o a t̪ e p e k e
Coatzacoalcos	k o a t̪ θ a k o a l k o s
Cobarrubias	k o β̞ a r u β̞ j a s
Cobo	k o β̞ o
Cochabamba	k o t͡ʃ a β̞ ã m b a
Cocito	k o θ i t̪ o
Coclé	k o k l e
Coco	k o k o
Coelemu	k o e l e m u
Coello	k o e ʝ o
Cogua	k o ɣ̞ w a
Coinco	k õ ĩ ŋ k o
Cojedes	k o x e ð̞ e s
Cojutepeque	k o x u t̪ e p e k e
Colato	k o l a t̪ o
Colchado	k o lʲ t͡ʃ a ð̞ o
Colima	k o l i m a
Collado	k o ʝ a ð̞ o
Collantes	k o ʝ ã n̪ t̪ e s
Collipulli	k o ʝ i p u ʝ i
Colmenares	k o l m e n a ɾ e s
Colmenero	k o l m e n e ɾ o
Colombia	k o l õ m b j a
Colombo	k o l õ m b o
Colonia	k o l o n j a
Colonna	k o l o n a
Colorado	k o l o ɾ a ð̞ o
Colosenses	k o l o s ẽ n s e s
Colosó	k o l o s o
Coltauco	k o l̪ t̪ a u̯ k o
Columbia	k o l ũ m b j a
Colón	k o l õ n
Comacarán	k o m a k a ɾ ã n
Comalapa	k o m a l a p a
Comanchero	k o m ã nʲ t͡ʃ e ɾ o
Comasagua	k o m a s a ɣ̞ w a
Comayagua	k o m a ʝ a ɣ̞ w a
Combarbalá	k õ m b a ɾ β̞ a l a
Cometa	k o m e t̪ a
Comoras	k o m o ɾ a s
Comores	k o m o ɾ e s
Conakri	k o n a k ɾ i
Concepción	k õ n̟ θ e β̞ θ j õ n
Conchagua	k õ nʲ t͡ʃ a ɣ̞ w a
Conchagüita	k õ nʲ t͡ʃ a ɣ̞ w i t̪ a
Conchinchina	k õ nʲ t͡ʃ ĩ nʲ t͡ʃ i n a
Conchita	k õ nʲ t͡ʃ i t̪ a
Condorcanqui	k õ n̪ d̪ o ɾ k ã ŋ k i
Condori	k õ n̪ d̪ o ɾ i
Condoto	k õ n̪ d̪ o t̪ o
Conduriri	k õ n̪ d̪ u ɾ i ɾ i
Confines	k õ ɱ f i n e s
Confluencia	k õ ɱ f l w ẽ n̟ θ j a
Confucio	k õ ɱ f u θ j o
Congo	k õ ŋ ɡ o
Congolombia	k õ ŋ ɡ o l õ m b j a
Connecticut	k o n e ɣ̞ t̪ i k u t̪
Constantinescu	k õ n s t̪ ã n̪ t̪ i n e s k u
Constantino	k õ n s t̪ ã n̪ t̪ i n o
Constanza	k õ n s t̪ ã n̟ θ a
Contoricón	k õ n̪ t̪ o ɾ i k õ n
Contreras	k õ n̪ t̪ ɾ e ɾ a s
Copenhague	k o p e n a ɣ̞ e
Copinula	k o p i n u l a
Copán	k o p ã n
Copérnico	k o p e ɾ n i k o
Coquimbo	k o k ĩ m b o
Corcuera	k o ɾ k w e ɾ a
Cordano	k o ɾ ð̞ a n o
Cordelia	k o ɾ ð̞ e l j a
Cordero	k o ɾ ð̞ e ɾ o
Cordillera	k o ɾ ð̞ i ʝ e ɾ a
Corea	k o ɾ e a
Coreas	k o ɾ e a s
Corella	k o ɾ e ʝ a
Corfú	k o ɾ f u
Cori	k o ɾ i
Coria	k o ɾ j a
Cornelio	k o ɾ n e l j o
Cornualles	k o ɾ n w a ʝ e s
Corominas	k o ɾ o m i n a s
Corona	k o ɾ o n a
Coronado	k o ɾ o n a ð̞ o
Coronel	k o ɾ o n e l
Corozal	k o ɾ o θ a l
Correa	k o r e a
Corregidor	k o r e x i ð̞ o ɾ
Corro	k o r o
Cortes	k o ɾ t̪ e s
Cortez	k o ɾ t̪ e θ
Cortizo	k o ɾ t̪ i θ o
Cortázar	k o ɾ t̪ a θ a ɾ
Cortés	k o ɾ t̪ e s
Corzo	k o ɾ θ o
Corán	k o ɾ ã n
Coré	k o ɾ e
Costa	k o s t̪ a
Costales	k o s t̪ a l e s
Costilla	k o s t̪ i ʝ a
Cotabato	k o t̪ a β̞ a t̪ o
Cotonú	k o t̪ o n u
Cotorra	k o t̪ o r a
Covadonga	k o β̞ a ð̞ õ ŋ ɡ a
Coveñas	k o β̞ e ɲ a s
Covi	k o β̞ i
Coyhaique	k o j a i̯ k e
Coyote	k o ʝ o t̪ e
Cracovia	k ɾ a k o β̞ j a
Crescencio	k ɾ e s θ ẽ n̟ θ j o
Creta	k ɾ e t̪ a
Criado	k ɾ j a ð̞ o
Crimea	k ɾ i m e a
Crisipo	k ɾ i s i p o
Cristales	k ɾ i s t̪ a l e s
Cristina	k ɾ i s t̪ i n a
Cristián	k ɾ i s t̪ j ã n
Cristo	k ɾ i s t̪ o
Cristopher	k ɾ i s t̪ o f e ɾ
Cristóbal	k ɾ i s t̪ o β̞ a l
Crisóstomo	k ɾ i s o s t̪ o m o
Croacia	k ɾ o a θ j a
Crono	k ɾ o n o
Cronos	k ɾ o n o s
Crotona	k ɾ o t̪ o n a
Cruces	k ɾ u θ e s
Cruz	k ɾ u θ
Cruzat	k ɾ u θ a t̪
Críspulo	k ɾ i s p u l o
Ctesifonte	t̪ e s i f õ n̪ t̪ e
Cuajinicuilapa	k w a x i n i k w i l a p a
Cuaresma	k w a ɾ e z m a
Cuartero	k w a ɾ t̪ e ɾ o
Cuauhtémoc	k w a u̯ t̪ e m o k
Cuba	k u β̞ a
Cubará	k u β̞ a ɾ a
Cubillas	k u β̞ i ʝ a s
Cucaita	k u k a i̯ t̪ a
Cuenca	k w ẽ ŋ k a
Cuernavaca	k w e ɾ n a β̞ a k a
Cueto	k w e t̪ o
Cuisnahuat	k w i z n a w a t̪
Culebra	k u l e β̞ ɾ a
Culebrita	k u l e β̞ ɾ i t̪ a
Culiacán	k u l j a k ã n
Cundinamarca	k ũ n̪ d̪ i n a m a ɾ k a
Cupido	k u p i ð̞ o
Curacautín	k u ɾ a k a u̯ t̪ ĩ n
Curanipe	k u ɾ a n i p e
Curazao	k u ɾ a θ a o
Curepto	k u ɾ e β̞ t̪ o
Curico	k u ɾ i k o
Curicó	k u ɾ i k o
Curitiba	k u ɾ i t̪ i β̞ a
Cuscatancingo	k u s k a t̪ ã n̟ θ ĩ ŋ ɡ o
Cusco	k u s k o
Cutervo	k u t̪ e ɾ β̞ o
Cuyultitán	k u ʝ u l̪ t̪ i t̪ ã n
Cuzco	k u θ k o
