ং	ŋ
নিকড়িয়া	n i k o ɽ i̯ aˑ
নিকড়িয়া	n i k o ɾ i̯ aˑ
নিকাব	n i k a b
নিকাহ	n i k aˑ
নিখিল	n i kʰ i l
নিখিলবিশ্ব	n i kʰ i l b i ʃː oˑ
নিখুঁত	n i kʰ ũ t̪
নিধি	n i d̪ʱ iˑ
নিবিড়	n i b i ɽ
নিবিড়	n i b i ɾ
নিমন্ত্রণ	n i m o n t̪ː ɾ o n
নিমিষ	n i m i ʃ
নিমেষ	n i m e ʃ
নিম্ন	n i m n oˑ
নিম্নভূমি	n i m n ɔ bʱ u m iˑ
নিম্নভূমি	n i m n ɔ v u m iˑ
নিম্নে	n i m n eˑ
নিয়ম	n i̯ o m
নিয়মহীন	n i̯ ɔ m h i n
নিয়মহীন	n i̯ ɔ mː i n
নিয়ে	n i̯ eˑ
নিয়োগকর্তা	n i̯ o ɡ ɔ k ɔ ɾ t̪ aˑ
নিযুক্ত	n i d͡ʒ u k t̪ oˑ
নিরসন	n i ɾ ɔ ʃ o n
নিরসন	n i ɾ ɔ ʃ ɔ n
নির্দেশ	n i ɾ d̪ e ʃ
নির্দেশনা	n i ɾ d̪ e ʃ ɔ n aˑ
নির্দোষ	n i ɾ d̪ o ʃ
নির্বাচন	n i ɾ b a t͡ʃ ɔ n
নির্ভর	n i ɾ bʱ ɔ ɾ
নির্ভর	n i ɾ v ɔ ɾ
নির্মল	n i ɾ m ɔ l
নির্মলি	n i ɾ m o l iˑ
নির্মূল	n i ɾ m uː l
নির্ম্মল	n i ɾ mː ɔ l
নির্যাস	n i ɾ d͡ʒ a ʃ
নিলাম	n i l a m
নিশান	n i ʃ a n
নিশ্চয়	n i s t͡ʃ ɔ e̯
নিশ্চয়	n i ʃ t͡ʃ ɔ e̯
নিশ্চিত	n i s t͡ʃ i t̪ oˑ
নিশ্চিত	n i ʃ t͡ʃ i t̪ oˑ
নিশ্বসন	n i ʃː ɔ ʃ ɔ n
নিশ্বাস	n i ʃː a ʃ
নিষিদ্ধ	n i ʃ i d̪ʱː oˑ
নিষেধ	n i ʃ e d̪
নিষেধাজ্ঞা	n i ʃ e d̪ʱ a ɡː aˑ
নিষ্কপট	n i ʃ k ɔ p ɔ ʈ
নিষ্ঠুর	n i ʂ ʈʰ u ɾ
নিস্তব্ধ	n i s t̪ ɔ b d̪ʱ o
নীতি	n i t̪ iˑ
নীল	n i l
নীল	n iː l
নীলুফার	n i l u f a ɾ
নীহারিকা	n i h a ɾ i k aˑ
নুন	n u n
নুন	n uː n
নুনি	n u n iˑ
নুনু	n u n uˑ
নুসরাত	n u s ɾ a t̪
নূতন	n u t̪ ɔ n
নূরানী	n u ɾ a n iˑ
নূহ	n u ɦ uˑ
নূহ	n uʱ
নূহ	n uː
নূহ	n uˑ
নূহ	n ʊ ɦ uˑ
নৃত্য	n i t̪ː oˑ
নৃত্য	n ɾ i t̪ː oˑ
নৃত্যনাট্য	n ɾ i t̪ː ɔ n a ʈː oˑ
নেউল	n e u l
নেওয়া	n e o̯ ɑ
নেওয়া	n æ o̯ ɑ
নেকড়ে	n e k ɽ eˑ
নেকড়ে	n e k ɾ eˑ
নেছার	n e t͡ʃʰ a ɾ
নেটওয়ার্ক	n e ʈ o̯ a ɾ k
নেটো	n e ʈ oˑ
নেড়ি	n e ɽ iˑ
নেড়ি	n e ɾ iˑ
নেতাজি	n e t̪ a d͡ʒ iˑ
নেতৃত্ব	n e t̪ː ɾ i t̪ː oˑ
নেন	n e n
নেন	n eː n
নেপচুন	n e p t͡ʃ u n
নেপথ্যমঞ্চ	n e p ɔ t̪ʰː ɔ m ɔ n t͡ʃ oˑ
নেপাল	n e p a l
নেপিদ	n e p i d̪ ɔ̜ˑ
নেবা	n e b aˑ
নেবানো	n e b a n oˑ
নেভানো	n e bʱ a n oˑ
নেভানো	n e v a n oˑ
নেয়ামৎ	n e a m ɔ t̪
নেশা	n e ʃ aˑ
নেহ	n e h oˑ
নেহেরু	n e h e ɾ uˑ
নৈকট্য	n o i̯ k o ʈː oˑ
নৈরাজ্যবাদ	n o i̯ ɾ a d͡ʒ d͡ʒ ɔ b a d̪
নৈরাজ্যবাদ	n o i̯ ɾ a z̪̪ d͡ʒ ɔ b a d̪
নৈরাশ্য	n o i̯ ɾ a ʃː oˑ
নৈশভোজ	n o i̯ ʃ ɔ bʱ o d͡ʒ
নৈশভোজ	n o i̯ ʃ ɔ v o d͡ʒ
নোড়া	n o ɽ aˑ
নোড়া	n o ɾ aˑ
নোনা	n o n aˑ
নোয়াখাইল্লা	n o̯ a kʰ a i̯ lː aˑ
নোয়াখালী	n o̯ a kʰ a l iˑ
নৌকা	n o u̯ k aˑ
ন্যাংটা	n æ ŋ ʈ aˑ
ন্যাটো	n æ ʈ oˑ
ন্যায়বিচার	n æ e̯ b i t͡ʃ a ɾ
ন্যূন	n u n
ন্যূন	n uː n
ন্যূনতম	n u n o t̪ ɔ m oˑ
পনির	p o n i ɾ
পনীর	p o n i ɾ
পবিত্র	p o b i t̪ː ɾ oˑ
পয়গম্বর	p ɔ e̯ ɡ ɔ m b ɔ ɾ
পয়গাম	p ɔ e̯ ɡ a m
পয়দা	p ɔ e̯ d̪ aˑ
পয়লা	p ɔ e̯ l aˑ
পয়সা	p ɔ e̯ ʃ aˑ
পরওয়ারদেগার	p ɔ ɾ o̯ a ɾ d̪ e ɡ a ɾ
পরদা	p ɔ ɾ d̪ aˑ
পরদেশ	p ɔ ɾ d̪ e ʃ
পরদেশী	p ɔ ɾ d̪ e ʃ iˑ
পরম	p ɔ ɾ o m
পরমাণু	p ɔ ɾ o m a n uˑ
পরমানন্দ	p ɔ ɾ ɔ m a n ɔ n d̪ oˑ
পরশু	p o ɾ ʃ uˑ
পরশ্রীকাতরতা	p ɔ ɾ o s ɾ i k a t̪ː ɾ ɔ t̪ aˑ
পরস্পর	p ɔ ɾ o ʃ p ɔ ɾ
পরহেজ	p ɔ ɾ h e d͡ʒ
পরহেজী	p ɔ ɾ h e d͡ʒ iˑ
পরা	p ɔ ɾ aˑ
পরাক্রম	p ɔ ɾ a kː ɾ o m
পরাগ	p ɔ ɾ a ɡ
পরাত	p ɔ ɾ a t̪
পরানো	p ɔ ɾ a n oˑ
পরামর্শ	p ɔ r a m ɔ r ʃ o
পরামর্শদাতা	p ɔ ɾ a m ɔ ɾ ʃ ɔ d̪ a t̪ aˑ
পরিকল্পনা	p o ɾ i k ɔ l p o n aˑ
পরিক্রমা	p o ɾ i k ɾ ɔ m aˑ
পরিচয়	p o ɾ i t͡ʃ ɔ e̯
পরিচর্যা	p o ɾ i t͡ʃ ɔ ɾ d͡ʒ aˑ
পরিচর্যাকারিণী	p o ɾ i t͡ʃ ɔ ɾ d͡ʒ a k a ɾ i n iˑ
পরিচায়ক	p o ɾ i t͡ʃ a e̯ ɔ k
পরিচালক	p o ɾ i t͡ʃ a l ɔ k
পরিচালিত	p o ɾ i t͡ʃ a l i t̪ oˑ
পরিণতি	p o ɾ i n o t̪ iˑ
পরিত্রাণ	p o ɾ i t̪ː ɾ a n
পরিবর্তন	p o ɾ i b ɔ ɾ t̪ o n
পরিবর্তে	p o ɾ i b ɔ ɾ t̪ eˑ
পরিবার	p o ɾ i b a ɾ
পরিশ্রম	p o ɾ i s ɾ ɔ m
পরিষদ	p o ɾ i ʃ ɔ d̪
পরিস্থিতি	p o ɾ i s t̪ʰ i t̪ iˑ
পরিহার	p o ɾ i h a ɾ
পরী	p o ɾ iˑ
পরেন্দা	p ɔ ɾ e n d̪ aˑ
পরোয়া	p ɔ ɾ o̯ aˑ
পরোয়া	p ɔ ɾ u̯ aˑ
পর্তুগাল	p o ɾ t̪ u ɡ a l
পর্দা	p ɔ ɾ d̪ aˑ
পর্দানশীন	p ɔ ɾ d̪ a n ɔ ʃ i n
পর্নো	p ɔ ɾ n oˑ
পর্যটন	p ɔ ɾ d͡ʒ ɔ ʈ ɔ n
পর্যন্ত	p ɔ ɾ d͡ʒ ɔ n t̪ oˑ
পর্যুদস্ত	p ɔ ɾ d͡ʒ u d̪ ɔ s t̪ oˑ
পর্যুৎসুক	p ɔ ɾ d͡ʒ u t̪ ʃ u k
পলিনেশিয়া	p ɔ l i n e ʃ ŷ aˑ
পলেষ্টীয়	p ɔ l e ʂ ʈ i̯ oˑ
পল্টন	p ɔ ɭ ʈ ɔ n
পল্টি	p ɔ ɭ ʈ iˑ
পল্টিবাজ	p ɔ ɭ ʈ i b a d͡ʒ
পল্লি	p ɔ lː iˑ
পল্লী	p ɔ lː iˑ
পশু	p ɔ ʃ uˑ
পশুপাল	p ɔ ʃ u p a l
পশ্চিম	p ɔ s t͡ʃ i m
পশ্চিম	p ɔ ʃ t͡ʃ i m
পশ্চিমবঙ্গ	p ɔ s t͡ʃ i m b ɔ ŋ ɡ oˑ
পশ্চিমবঙ্গ	p ɔ ʃ t͡ʃ i m b ɔ ŋ ɡ oˑ
পশ্চিমবঙ্গে	p ɔ s t͡ʃ i m b ɔ ŋ ɡ eˑ
পশ্চিমবঙ্গে	p ɔ ʃ t͡ʃ i m b ɔ ŋ ɡ eˑ
পশ্চিমবাংলা	p ɔ s t͡ʃ i m b a ŋ l aˑ
পশ্চিমবাংলা	p ɔ ʃ t͡ʃ i m b a ŋ l aˑ
পহু	p o h uˑ
পহেলা	p ɔ h e l aˑ
পা	p aː
পা	p aˑ
পাঁউরুটি	p a u̯ ɾ u ʈ iˑ
পাঁউরুটি	p ã u ɾ u ʈ iˑ
পাঁক	p ã k
পাঁক	p ãː k
পাঁচ	p ã t͡ʃ
পাঁচিল	p ã t͡ʃ i l
পাঁজর	p ã d͡ʒ ɔ ɾ
পাঁঠা	p ã ʈʰ aˑ
পাঁঠি	p ã ʈ̟ʰ i
পাঁড়ে	p ã ɽ eˑ
পাঁড়ে	p ã ɾ eˑ
পাঁতি	p ã t̪ iˑ
পাই	p a i̯
পাইখানা	p a i̯ kʰ a n aˑ
পাইথন	p ä i̯ t̪ʰ ɔ̜ˑ n
পাওয়া	p a o̯ aˑ
পাক	p a k
পাক	p aː k
পাকস্থলী	p a k ɔ s t̪ʰ o l iˑ
পাকা	p a k a
পাকিস্তান	p a k i s t̪ a n
পাখ	p a x
পাখ	p aː k
পাখা	p a kʰ aˑ
পাখি	p a kʰ iˑ
পাখী	p a kʰ iˑ
পাঙ্গা	p a ŋ ɡ aˑ
পাঙ্গাশ	p a ŋ a ʃ
পাঙ্গাশ	p a ŋ ɡ a ʃ
পাছা	p a t͡ʃʰ aˑ
পাঞ্জা	p a n d͡ʒ aˑ
পাঞ্জাব	p a n d͡ʒ a b
পাটনা	p a ʈ ɔ n aˑ
পাটা	p a ʈ aˑ
পাঠ	p a ʈ
পাঠ	p aː ʈ
পাঠক	p a ʈʰ ɔ k
পাঠদান	p a t̪ʰ d̪̪ a n
পাঠশালা	p a ʈʰ ʃ a l aˑ
পাঠা	p a ʈʰ aˑ
পাঠান	p a ʈʰ a n
পাঠানো	p a ʈʰ a n oˑ
পাড়া	p a ɽ aˑ
পাড়া	p a ɾ aˑ
পাণ	p ɐ n
পাত	p a t̪
পাতক	p a t̪ ɔ k
পাতলা	p a t̪ː l aˑ
পাতা	p a t̪ a
পাতিল	p a t̪ i l
পাতিহাঁস	p a t̪ i h ã ʃ
পাত্তা	p a t̪ː aˑ
পাত্র	p a t̪ː ɾ oˑ
পাথর	p a t̪ʰ o ɾ
পাদ	p äː d̪
পাদটীকা	p a d̪ o ʈ i k aˑ
পাদা	p ä d̪ äˑ
পাদ্রি	p a d̪ː ɾ iˑ
পান	p a n
পান	p aː n
পানি	p a n iˑ
পানিফল	p a n i f ɔ l
পানু	p ä n uˑ
পান্ডা	p a ɳ ɖ aˑ
পাপ	p a p
পাপ	p aː p
পাপকর্ম	p a p o k ɔ ɾ m oˑ
পাপড়ি	p a p ɽ iˑ
পাপড়ি	p a p ɾ iˑ
পাপী	p a p iˑ
পাবনা	p a b n aˑ
পাবনাইয়া	p a b n a i̯ aˑ
পায়	p a e̯
পায়খানা	p a e̯ kʰ a n aˑ
পায়স	p a eˑ s̠
পায়ু	p ä e̯ uˑ
পারদ	p ä ɾ oˑ d̪
পারপত্র	p a ɾ p ɔ t̪ː ɾ oˑ
পারভেজ	p a ɾ bʱ e d͡ʒ
পারভেজ	p a ɾ bʱ e z
পারভেজ	p a ɾ v e d͡ʒ
পারভেজ	p a ɾ v e z
পারমাণবিক	p a ɾ o m a n o b i k
পারা	p a ɾ aˑ
পারিজাত	p a ɾ i d͡ʒ a t̪
পারিবারিক	p a ɾ i b a ɾ i k
পারে	p a ɾ eˑ
পারেন	p a ɾ e n
পার্কিং	p a ɾ k i ŋ
পার্থ	p a ɾ t̪ʰ oˑ
পার্থক্য	p a ɾ t̪ʰ o kː oˑ
পার্বতী	p a ɾ b o t̪ iˑ
পালং	p a l ɔ ŋ
পালক	p a l o k
পালন	p a l o n
পালাউ	p a l a u̯
পালানো	p a l a n oˑ
পাশাপাশি	p a ʃ a p a ʃ iˑ
পাসপোর্ট	p a s p o ɹ ʈ
পাসপোর্ট	p a ʃ p o ɹ ʈ
পাহাড়	p a h a ɽ
পাহারা	p a h a ɾ aˑ
পিঁপড়া	p ĩ p ɔ ɽ aˑ
পিঁপড়া	p ĩ p ɔ ɾ aˑ
পিছনে	p i t͡ʃʰ o n eˑ
পিছলা	p i t͡ʃʰ l aˑ
পিছা	p i t͡ʃʰ aˑ
পিঞ্জর	p i n d͡ʒ ɔ ɾ
পিঠ	p i ʈ
পিঠ	p iː ʈ
পিণ্ড	p i ɳ ɖ oˑ
পিতা	p i t̪ aˑ
পিথাগোরাস	p i t̪ʰ a ɡ o ɾ a s
পিনাকী	p i n a k iˑ
পিন্ডি	p i ɳ ɖ iˑ
পিপাসু	p i p a ʃ uˑ
পিপুল	p i p uˑ l
পিপ্পল	p i pː ɔ l
পিয়ন	p i̯ o n
পিয়া	p i̯ aˑ
পিয়াদা	p i̯ a d̪ aˑ
পিয়াস	p i̯ a ʃ
পিরিচ	p i ɾ i t͡ʃ
পিরিতি	p i ɾ i t̪ iˑ
পিষা	p i ʃ aˑ
পিসি	p i ʃ iˑ
পিস্তল	p i s t̪ ɔ l
পীড়া	p i ɽ aˑ
পীড়া	p i ɾ aˑ
পীড়িত	p i ɽ i t̪ oˑ
পীড়িত	p i ɾ i t̪ oˑ
পুঁজিবাদ	p ũ d͡ʒ i b a d̪
পুঁটি	p ũ ʈ iˑ
পুঁথি	p ũ t̪ʰ iˑ
পুকুর	p u k u ɾ
পুঙ্খানুপুঙ্খ	p u ŋ kʰ a n u p u ŋ kʰ oˑ
পুচ্ছ	p u t͡ʃʰː oˑ
পুছা	p u t͡ʃʰ aˑ
পুজো	p u d͡ʒ oˑ
পুঞ্জ	p u n d͡ʒ oˑ
পুটকিচোদা	p u ʈ k i t͡ʃ o d̪ aˑ
পুত	p u t̪
পুতিন	p u t̪ i n
পুতুল	p u t̪ u l
পুত্র	p u t̪ː ɾ oˑ
পুদিনা	p u d̪ i n aˑ
পুনঃ	p u n ɔ h
পুনরায়	p u n ɔ ɾ a e̯
পুনরুত্থান	p u n o ɾ u t̪ʰː a n
পুনরুত্থিত	p u n o ɾ u t̪ʰː i t̪ oˑ
পুনর্নবা	p u n o ɾ n ɔ b aˑ
পুব	p u b
পুব	p uː b
পুরনো	p u ɾ ɔ n oˑ
পুরস্কার	p u ɾ o ʃ k a ɾ
পুরা	p u ɾ aˑ
পুরাণ	p u ɾ a n
পুরাতত্ত্ব	p u ɾ a t̪ ɔ t̪ː oˑ
পুরানো	p u ɾ a n oˑ
পুরাপুরি	p u ɾ a p u ɾ iˑ
পুরী	p u ɾ iˑ
পুরুষ	p u ɾ u ʃ
পুরুষাঙ্গ	p u ɾ u ʃ a ŋ ɡ oˑ
পুরুষালি	p u ɾ u ʃ a l iˑ
পুরোনো	p u ɾ o n oˑ
পুরোপুরি	p u ɾ o p u ɾ iˑ
পুল	p u l
পুল	p uː l
পুলিশ	p u l i ʃ
পুষ্প	p u ʃ p oˑ
পুস্তক	p u s t̪ ɔ k
পূজা	p u d͡ʒ äˑ
পূজারী	p u d͡ʒ a ɾ iˑ
পূরণ	p u ɾ o n
পূর্ণ	p u nː oˑ
পূর্ণ	p u ɾ n oˑ
পূর্ণসময়	p u ɾ n ɔ ʃ ɔ m ɔ e̯
পূর্ব	p u ɾ b oˑ
পূর্বধারণা	p u ɾ b ɔ d̪ʱ a ɾ ɔ n aˑ
পূর্ববাংলা	p u ɾ b ɔ b a ŋ l aˑ
পূর্বানুমান	p u ɾ b a n u m a n
পৃথকীকরণ	p ɾ i t̪ʰ k i k ɾ o n
পৃথিবী	p ɹ i t̪ʰ i b iˑ
পৃথিবী	p ɾ i t̪ʰ i b iˑ
পৃথ্বী	p ɾ i t̪ʰː iˑ
পেঁচ	p æ̃ t͡ʃ
পেঁচা	p ẽ t͡ʃ aˑ
পেঁড়া	p æ̃ ɽ aˑ
পেঁড়া	p æ̃ ɾ aˑ
পেঁপে	p ẽ p eˑ
পেঁয়াজ	p ẽ a d͡ʒ
পেঁয়াজ	p ẽ a z
পেচ্ছাপ	p e t͡ʃːʰ äˑ p
পেটা	p e ʈ̟ a
পেনিস	p e n i ʃ
পেয়ারা	p e a ɾ aˑ
পেয়ালা	p e a l aˑ
পেরু	p e ɾ uˑ
পেরেক	p e ɾ e k
পেরেশান	p e ɾ e ʃ a n
পেরেশান	p æ ɾ e ʃ a n
পেল	p e l
পেল	p eː l
পেশোয়া	p e ʃ o̯ aˑ
পেস্তা	p e s t̪ aˑ
পোঁছা	p õ t͡ʃʰ aˑ
পোঁতা	p õ t̪ aˑ
পোকা	p o k a
পোছা	p o t͡ʃʰ aˑ
পোড়া	p o ɽ̟ aˑ
পোড়ানো	p o ɽ̟ a n o
পোনা	p o n aˑ
পোরা	p o ɾ aˑ
পোলা	p o l ɑ
পোলাও	p o l a o̯
পোশাক	p o ʃ a k
পোষণকারী	p o ʃ ɔ n k a ɾ iˑ
পোস্ট	p o s ʈ
পোস্ট	p o ʂ ʈ
পৌঁছনো	p o ũ t͡ʃʰ o n oˑ
পৌঁছনো	p o ũ t͡ʃʰ ɔ n oˑ
পৌঁছা	p o ũ t͡ʃʰ aˑ
পৌঁছানো	p o ũ t͡ʃʰ a n oˑ
পৌনে	p o u̯ n eˑ
পৌষ	p o u̯ ʃ
প্যাঁচ	p æ̃ t͡ʃ
প্যাঁচা	p æ̃ t͡ʃ aˑ
প্যাঁচাল	p æ̃ t͡ʃ a l
প্যান্ডেল	p æ ɳ ɖ e l
প্যারিস	p æ ɾ i s
প্যালেস্টাইন	p æ l e s ʈ a i̯ n
প্যালেস্টাইন	p æ l e ʂ ʈ a i̯ n
প্রকাশ	p ɾ o k a ʃ
প্রকাশনা	p ɾ o k a ʃ o n aˑ
প্রকাশিত	p ɾ o k a ʃ i t̪ oˑ
প্রকৃত	p ɾ o k ɾ i t̪ oˑ
প্রকৃত	p ɾ o kː i t̪ oˑ
প্রকৃতি	p ɾ o k ɾ i t̪ iˑ
প্রকৃতি	p ɾ o kː i t̪ iˑ
প্রকৃষ্ট	p ɾ ɔ k ɾ i ʂ ʈ ɔˑ
প্রকৃষ্ট	p ɾ ɔ kː i ʂ ʈ ɔˑ
প্রকৃষ্টতা	p ɾ o k ɾ i ʂ ʈ ɔ t̪ aˑ
প্রকৃষ্টতা	p ɾ o kː i ʂ ʈ ɔ t̪ aˑ
প্রচণ্ড	p ɾ o t͡ʃ o ɳ ɖ oˑ
প্রচার	p ɾ o t͡ʃ a ɾ
প্রচুর	p ɾ o t͡ʃ u ɾ
প্রজাপতি	p ɾ o d͡ʒ a p o t̪ iˑ
প্রজেক্ট	p ɾ ɔ d͡ʒ e k ʈ
প্রজ্ঞা	p ɾ o ɡː aˑ
প্রণালীবিদ্যা	p ɾ o n a l i b i d̪ː aˑ
প্রতিজ্ঞা	p ɾ o t̪ i ɡː aˑ
প্রতিদিন	p ɾ o t̪ i d̪ i n
প্রতিধ্বনি	p ɾ o t̪ i d̪ʱː o n iˑ
প্রতিপাদন	p ɾ o t̪ i p a d̪ ɔ n
প্রতিপাদনকারী	p ɾ o t̪ i p a d̪ ɔ n k a ɾ iˑ
প্রতিমা	p ɾ o t̪ i m aˑ
প্রতিমাচূর্ণকারী	p ɾ o t̪ i m a t͡ʃ u ɾ n ɔ k a ɾ iˑ
প্রতিশোধ	p r o t̪ i ʃ o d̪ʱ
প্রতিশ্রুতি	p ɾ o t̪ i s ɾ u t̪ iˑ
প্রতিষ্ঠা	p ɾ o t̪ i ʂ ʈʰ aˑ
প্রতিষ্ঠিত	p ɾ o t̪ i ʂ ʈʰ i t̪ oˑ
প্রত্ন	p ɾ o t̪ n oˑ
প্রত্যক্ষ	p ɾ o t̪ː o kʰː oˑ
প্রত্যবায়	p ɾ o t̪ː o b a e̯
প্রত্যাশা	p ɾ o t̪ː a ʃ aˑ
প্রত্যেক	p ɾ o t̪ː e k
প্রথম	p ɾ o t̪ʰ ɔ m
প্রদর্শন	p ɾ o d̪ o ɾ ʃ o n
প্রদর্শন	p ɾ o d̪ ɔ ɾ ʃ o n
প্রদেশ	p ɾ o d̪ e ʃ
প্রধান	p ɾ o d̪ʱ a n
প্রধানমন্ত্রী	p ɾ o d̪ʱ a n m ɔ n t̪ː ɾ iˑ
প্রবল	p ɾ o b o l
প্রবল	p ɾ o b ɔ l
প্রবাহ	p ɾ o b a h oˑ
প্রবেশ	p ɹ o b e ʃ
প্রবেশ	p ɾ o b e ʃ
প্রভাত	p ɾ o bʱ a t̪
প্রভাত	p ɾ o v a t̪
প্রভাব	p ɾ o bʱ a b
প্রভাব	p ɾ o v a b
প্রভাবিত	p ɾ o bʱ a b i t̪ oˑ
প্রভাবিত	p ɾ o v a b i t̪ oˑ
প্রভৃতি	p ɾ o bʱ ɾ i t̪ iˑ
প্রভৃতি	p ɾ o v ɾ i t̪ iˑ
প্রমাণ	p ɾ o m a n
প্রমীলা	p ɾ o m i l aˑ
প্রয়োজন	p ɾ o e̯ o d͡ʒ ɔ n
প্রলয়	p ɾ o l o e̯
প্রলোভিত	p ɾ o l o bʱ i t̪ oˑ
প্রলোভিত	p ɾ o l o v i t̪ oˑ
প্রশংসা	p ɾ o ʃ ɔ ŋ ʃ aˑ
প্রশিক্ষিত	p ɾ o ʃ i kʰː i t̪ oˑ
প্রশ্ন	p ɾ o s n oˑ
প্রশ্ন	p ɾ o ʃ n oˑ
প্রশ্বাস	p ɾ o ʃː a ʃ
প্রস্তর	p ɾ o s t̪ ɔ ɾ
প্রস্তুত	p ɾ o s t̪ u t̪
প্রস্তুতি	p ɾ o s t̪ u t̪ iˑ
প্রস্ফুটিত	p ɾ o ʃ f u ʈ i t̪ oˑ
প্রহরী	p ɾ o h o ɾ iˑ
প্রাকৃত	p ɾ a k ɾ i t̪ oˑ
প্রাকৃত	p ɾ a kː i t̪ oˑ
প্রাকৃতিক	p ɾ a k ɾ i t̪ i k
প্রাকৃতিক	p ɾ a kː i t̪ i k
প্রাঙ্গণ	p ɾ a ŋ ɡ o n
প্রাঙ্গণ	p ɾ a ŋ ɡ ɔ n
প্রাচীন	p ɾ a t͡ʃ i n
প্রাচীর	p ɾ a t͡ʃ i ɾ
প্রাচ্য	p ɾ a t͡ʃː oˑ
প্রাণ	p ɾ a n
প্রাণ	p ɾ aː n
প্রাণী	p ɾ a n iˑ
প্রাত	p ɾ a t̪
প্রাতরাশ	p ɾ a t̪ ɔ ɾ a ʃ
প্রাদেশিক	p ɾ a d̪ e ʃ i k
প্রায়	p ɹ a e̯
প্রায়	p ɾ a e̯
প্রায়শ্চিত্ত	p ɾ a e̯ ɔ s t͡ʃ i t̪ː oˑ
প্রায়শ্চিত্ত	p ɾ a e̯ ɔ ʃ t͡ʃ i t̪ː oˑ
প্রারব্ধ	p ɾ a ɾ ɔ b d̪ʱ oˑ
প্রার্থনা	p ɾ a ɾ t̪ʰ ɔ n aˑ
প্রাসঙ্গিক	p ɾ a ʃ ɔ ŋ ɡ i k
প্রিয়	p ɹ i̯ oˑ
প্রিয়	p ɾ i̯ oˑ
ফায়দা	f a e̯ d̪ aˑ
ফারহানা	f a ɾ h a n aˑ
ফুস্কুড়ি	f u s k u ɽ iˑ
ফুস্কুড়ি	f u s k u ɾ iˑ
ফেন	f e n
ফেন	f eː n
ফেনা	f æ n aˑ
ফেব্রুয়ারি	f e b ɾ u̯ a ɾ iˑ
ফেরদৌস	f e ɾ d̪ o u̯ s
ফেরা	f e ɾ aˑ
ফেরা	f i ɾ aˑ
ফেরানো	f e ɾ a n oˑ
ফেরেশতা	f e ɾ e s t̪ aˑ
ফেরেশতা	f e ɾ e ʃ t̪ aˑ
ফেরেশতা	pʰ e ɾ e s t̪ aˑ
ফেরেশতা	pʰ e ɾ e ʃ t̪ aˑ
ফেরেশ্তা	f e ɾ e s t̪ aˑ
ফেরেশ্তা	f e ɾ e ʃ t̪ aˑ
ফেরেসতা	f e ɾ e s t̪ aˑ
ফেরেসতা	f e ɾ e ʃ t̪ aˑ
ফেরেস্তা	f e ɾ e s t̪ aˑ
ফেলা	f æ l aˑ
ফেসবুক	f e s b u k
ফোঁটা	f õ ʈ aˑ
ফোঁটা	pʰ õ ʈ aˑ
ফোঁসা	f õ ʃ aˑ
ফোকট	f o k ɔ ʈ
ফোটা	f o ʈ aˑ
ফোটা	pʰ o ʈ aˑ
ফোটানো	f o ʈ a n oˑ
ফোটানো	pʰ o ʈ a n oˑ
ফোড়া	f o ɽ aˑ
ফোড়া	f o ɾ aˑ
ফোন	f o n
ফোন	f oː n
ফোপরা	f o p ɔ ɾ aˑ
ফোরাত	f o ɾ a t̪
ফোলা	f o l aˑ
ফোলা	pʰ o l aˑ
ফোলা	ɸ o l aˑ
ফৌজ	f o u̯ d͡ʒ
ফৌজ	f o u̯ z
ফৌজদার	f o u̯ d͡ʒ ɔ d̪ a ɾ
ফৌজি	f o u̯ d͡ʒ iˑ
ফৌজি	f o u̯ z iˑ
ফ্যান	f æ n
ফ্যান	f æː n
ফ্যাসিবাদ	f æ s i b a d̪
ফ্রজন্দ	f ɔ ɾ d͡ʒ ɔ n d̪
ফ্রজন্দ	f ɾ ɔ d͡ʒ ɔ n d̪
ফ্রযন্দ	f ɔ ɾ d͡ʒ ɔ n d̪
ফ্রযন্দ	f ɾ ɔ d͡ʒ ɔ n d̪
ফ্রান্স	f ɾ a n s
ফ্রিজ	f ɾ i d͡ʒ
ফ্রিজ	f ɾ i z
ফ্রিজ	f ɾ iː z
ফ্রেশ	f ɾ e ʃ
ফ্রেশ	f ɾ eː ʃ
ফ্লপি	f l ɔ p iˑ
ফ্লাক্স	f l a k s
ফ্ল্যাগ	f l æ ɡ
বঁধু	b ɔ̃ d̪ʱ uˑ
বংশ	b ɔ ŋ ʃ oˑ
বংশধর	b ɔ ŋ ʃ o d̪ʱ ɔ ɾ
বই	b o i̯
বউ	b o u̯
বক	b ɔ k
বক	b ɔː k
বকশিশ	b o k ʃ i ʃ
বকুল	b ɔ k u l
বক্তৃতা	b o k t̪ː ɾ i t̪ aˑ
বগ	b ɔ ɡ
বগদাদ	b ɔ ɡ d̪ a d̪
বগল	b o ɡ o l
বগল	b ɔ ɡ o l
বগা	b ɔ ɡ aˑ
বগী	b o ɡ iˑ
বগুড়া	b o ɡ u ɾ aˑ
বঙ্গ	b ɔ ŋ ɡ oˑ
বঙ্গবিদ্যা	b ɔ n ɡ o b i d̪ː aˑ
বঙ্গভঙ্গ	b ɔ ŋ ɡ ɔ bʱ ɔ ŋ ɡ oˑ
বঙ্গভঙ্গ	b ɔ ŋ ɡ ɔ v ɔ ŋ ɡ oˑ
বঙ্গাব্দ	b ɔ ŋ ɡ a b d̪ oˑ
