A	a
Asyż	a s ɘ ʂ
Asyżanin	a s ɘ ʐ a ɲ i n
Asyżanka	a s ɘ ʐ a n k a
Asyżanką	a s ɘ ʐ a n k ɔ w̃
Aszchabad	a ʂ x a b a t
Aszkelon	a ʂ k ɛ l ɔ n
Atakama	a t a k a m a
Atari	a t a r i
Atarynce	a t a r ɘ n t͡s ɛ
Atarynek	a t a r ɘ n ɛ k
Atarynka	a t a r ɘ n k a
Atarynkach	a t a r ɘ ŋ k a x
Atarynkami	a t a r ɘ ŋ k a m i
Atarynki	a t a r ɘ ŋ k i
Atarynko	a t a r ɘ ŋ k ɔ
Atarynkom	a t a r ɘ ŋ k ɔ m
Atarynką	a t a r ɘ ŋ k ɔ w̃
Atarynkę	a t a r ɘ ŋ k ɛ
Atarynkę	a t a r ɘ ŋ k ɛ w̃
Atena	a t ɛ n a
Ateneum	a t ɛ n ɛ u m
Ateny	a t ɛ n ɘ
Ateną	a t ɛ n ɔ w̃
Ateńczyk	a t ɛ ɲ t͡ʂ ɘ k
Atlanta	a t l a n t a
Atlantyda	a t l a n t ɘ d a
Atlantyk	a t l a n t ɘ k
Atlas	a t l a s
Augsburg	a w ɡ z b u r k
Augusiewicz	a w ɡ u ɕ ɛ v i t͡ʂ
August	a w ɡ u s t
Augusta	a w ɡ u s t a
Augustowie	a w ɡ u s t ɔ v j ɛ
Augustyn	a w ɡ u s t ɘ n
Augustyniak	a w ɡ u s t ɘ ɲ a k
Augustynowicz	a w ɡ u s t ɘ n ɔ v i t͡ʂ
Augustyną	a w ɡ u s t ɘ n ɔ w̃
Augustów	a w ɡ u s t u f
Augustą	a w ɡ u s t ɔ w̃
Aureli	a w r ɛ l i
Aurelia	a w r ɛ l j a
Aureliusz	a w r ɛ l j u ʂ
Aurelią	a w r ɛ l j ɔ w̃
Aurora	a w r ɔ r a
Aurorą	a w r ɔ r ɔ w̃
Auschwitz	a w ʂ f i t͡s
Australazja	a w s t r a l a z j a
Australia	a w s t r a l j a
Australijczyk	a w s t r a l i j t͡ʂ ɘ k
Australijka	a w s t r a l i j k a
Australijką	a w s t r a l i j k ɔ w̃
Austria	a w s t r j a
Austriaczka	a w s t r j a t͡ʂ k a
Austriaczką	a w s t r j a t͡ʂ k ɔ w̃
Austriak	a w s t r j a k
Awerroes	a v ɛ r r ɔ ɛ s
Awicenna	a v i t͡s ɛ n n a
Awinion	a v i ɲ ɔ n
Awsiukiewicz	a f ɕ u k j ɛ v i t͡ʂ
Awłasewicz	a v w a s ɛ v i t͡ʂ
Axentowicz	a k s ɛ n t ɔ v i t͡ʂ
Azariasz	a z a r j a ʂ
Azerbejdżan	a z ɛ r b ɛ j d͡ʐ a n
Azerbejdżanin	a z ɛ r b ɛ j d͡ʐ a ɲ i n
Azerbejdżanka	a z ɛ r b ɛ j d͡ʐ a n k a
Azerbejdżanką	a z ɛ r b ɛ j d͡ʐ a ŋ k ɔ w̃
Azja	a z j a
Azjanin	a z j a ɲ i n
Azjata	a z j a t a
Azjatka	a z j a t k a
Azor	a z ɔ r
Azorami	a z ɔ r a m i
Azory	a z ɔ r ɘ
Azteczka	a s t ɛ t͡ʂ k a
Aztek	a s t ɛ k
Ałczewsk	a w t͡ʂ ɛ f s k
Ałmaty	a w m a t ɘ
Ałtaj	a w t a j
Ań	a ɲ
Aśka	a ɕ k a
B	b ɛ
BBWR	b ɛ b ɛ v u ɛ r
BOR	b ɔ r
BPP	b ɛ p ɛ p ɛ
Baal	b a a l
Babadżanian	b a b a d͡ʐ a ɲ a n
Babczyńska	b a p t͡ʂ ɘ ɲ s k a
Babczyński	b a p t͡ʂ ɘ ɲ s k i
Babczyńską	b a p t͡ʂ ɘ ɲ s k ɔ w̃
Babecka	b a b ɛ t͡s k a
Babecki	b a b ɛ t͡s k i
Babel	b a b ɛ l
Babiak	b a b j a k
Babiarz	b a b j a ʂ
Babicki	b a b i t͡s k i
Babicz	b a b i t͡ʂ
Babiec	b a b j ɛ t͡s
Babij	b a b i j
Babilon	b a b i l ɔ n
Babilonia	b a b i l ɔ ɲ j a
Babilonią	b a b i l ɔ ɲ ɔ w̃
Babimost	b a b i m ɔ s t
Babis	b a b i s
Babiuch	b a b j u x
Babińska	b a b i ɲ s k a
Babiński	b a b i ɲ s k i
Babiś	b a b i ɕ
Babkiewicz	b a p k j ɛ v i t͡ʂ
Baborów	b a b ɔ r u f
Babowicz	b a b ɔ v i t͡ʂ
Babul	b a b u l
Babulewicz	b a b u l ɛ v i t͡ʂ
Babuszkiewicz	b a b u ʂ k j ɛ v i t͡ʂ
Bacciarelli	b a t t͡ɕ a r ɛ l l i
Bacewicz	b a t͡s ɛ v i t͡ʂ
Bach	b a x
Bachaj	b a x a j
Bachan	b a x a n
Bachanowicz	b a x a n ɔ v i t͡ʂ
Bachmann	b a x m a n n
Bachmut	b a x m u t
Bachor	b a x ɔ r
Bachorz	b a x ɔ ʂ
Bachoń	b a x ɔ ɲ
Bachul	b a x u l
Bachus	b a x u s
Bachórz	b a x u ʂ
Bacior	b a t͡ɕ ɔ r
Baczewska	b a t͡ʂ ɛ f s k a
Baczewski	b a t͡ʂ ɛ f s k i
Baczmaga	b a t͡ʂ m a ɡ a
Badach	b a d a x
Badowicz	b a d ɔ v i t͡ʂ
Badowiec	b a d ɔ v j ɛ t͡s
Badowska	b a d ɔ f s k a
Badowski	b a d ɔ f s k i
Badoń	b a d ɔ ɲ
Badura	b a d u r a
Badurowicz	b a d u r ɔ v i t͡ʂ
Baduła	b a d u w a
Badylak	b a d ɘ l a k
Badzio	b a d͡ʑ ɔ
Badziong	b a d͡ʑ ɔ ŋ k
Badziąg	b a d͡ʑ ɔ ŋ k
Bagan	b a ɡ a n
Bagdad	b a ɡ d a t
Bagier	b a ɡ j ɛ r
Bagińska	b a ɡ i ɲ s k a
Bagiński	b a ɡ i ɲ s k i
Bagno	b a ɡ n ɔ
Bagram	b a ɡ r a m
Bahamy	b a x a m ɘ
Bahrajn	b a x r a j n
Bahrajnce	b a x r a j n t͡s ɛ
Bahrajnek	b a x r a j n ɛ k
Bahrajnem	b a x r a j n ɛ m
Bahrajnie	b a x r a j ɲ ɛ
Bahrajnka	b a x r a j n k a
Bahrajnkach	b a x r a j n k a x
Bahrajnkami	b a x r a j n k a m i
Bahrajnki	b a x r a j n k i
Bahrajnko	b a x r a j n k ɔ
Bahrajnkom	b a x r a j n k ɔ m
Bahrajnką	b a x r a j n k ɔ w̃
Bahrajnkę	b a x r a j n k ɛ
Bahrajnkę	b a x r a j n k ɛ w̃
Bahrajnowi	b a x r a j n ɔ v i
Bahrajnu	b a x r a j n u
Bahrajńczycy	b a x r a j ɲ t͡ʂ ɘ t͡s ɘ
Bahrajńczyk	b a x r a j ɲ t͡ʂ ɘ k
Bahrajńczyka	b a x r a j ɲ t͡ʂ ɘ k a
Bahrajńczykach	b a x r a j ɲ t͡ʂ ɘ k a x
Bahrajńczykami	b a x r a j ɲ t͡ʂ ɘ k a m i
Bahrajńczykiem	b a x r a j ɲ t͡ʂ ɘ k j ɛ m
Bahrajńczykom	b a x r a j ɲ t͡ʂ ɘ k ɔ m
Bahrajńczykowi	b a x r a j ɲ t͡ʂ ɘ k ɔ v i
Bahrajńczyku	b a x r a j ɲ t͡ʂ ɘ k u
Bahrajńczyków	b a x r a j ɲ t͡ʂ ɘ k u f
Bajan	b a j a n
Bajkał	b a j k a w
Bajkiewicz	b a j k j ɛ v i t͡ʂ
Bajor	b a j ɔ r
Bajorek	b a j ɔ r ɛ k
Bakalarz	b a k a l a ʂ
Bakalorz	b a k a l ɔ ʂ
Bakczysaraj	b a k t͡ʂ ɘ s a r a j
Bakiewicz	b a k j ɛ v i t͡ʂ
Bakowicz	b a k ɔ v i t͡ʂ
Bakoń	b a k ɔ ɲ
Bakoś	b a k ɔ ɕ
Baktria	b a k t r j a
Baku	b a k u
Bakuła	b a k u w a
Bala	b a l a
Balasa	b a l a s a
Balbina	b a l b i n a
Balbinką	b a l b i ŋ k ɔ w̃
Balcer	b a l t͡s ɛ r
Balcerek	b a l t͡s ɛ r ɛ k
Balcerzak	b a l t͡s ɛ ʐ a k
Baleary	b a l ɛ a r ɘ
Balewski	b a l ɛ f s k i
Balicki	b a l i t͡s k i
Balita	b a l i t a
Balińska	b a l i ɲ s k a
Baliński	b a l i ɲ s k i
Baliś	b a l i ɕ
Balladyną	b a l l a d ɘ n ɔ w̃
Baltazar	b a l t a z a r
Baluch	b a l u x
Balukiewicz	b a l u k j ɛ v i t͡ʂ
Baluta	b a l u t a
Balutą	b a l u t ɔ w̃
Baluś	b a l u ɕ
Balzac	b a l z a k
Balzak	b a l z a k
Balzakowski	b a l z a k ɔ f s k i
Bamako	b a m a k ɔ
Banach	b a n a x
Banachewicz	b a n a x ɛ v i t͡ʂ
Banachiewicz	b a n a x j ɛ v i t͡ʂ
Banachowicz	b a n a x ɔ v i t͡ʂ
Banakiewicz	b a n a k j ɛ v i t͡ʂ
Banasiak	b a n a ɕ a k
Banasiewicz	b a n a ɕ ɛ v i t͡ʂ
Banaszak	b a n a ʂ a k
Banaszczyk	b a n a ʂ t͡ʂ ɘ k
Banaszek	b a n a ʂ ɛ k
Banaszkiewicz	b a n a ʂ k j ɛ v i t͡ʂ
Banaś	b a n a ɕ
Banaśkiewicz	b a n a ɕ k j ɛ v i t͡ʂ
Banduch	b a n d u x
Bandurska	b a n d u r s k a
Bandurski	b a n d u r s k i
Bandżul	b a n d͡ʐ u l
Bangi	b a ŋ ɡ i
Bangkok	b a ŋ k k ɔ k
Bangladesz	b a ŋ ɡ l a d ɛ ʂ
Banglijczyk	b a ŋ ɡ l i j t͡ʂ ɘ k
Baniel	b a ɲ ɛ l
Baniewicz	b a ɲ ɛ v i t͡ʂ
Bankiewicz	b a ŋ k j ɛ v i t͡ʂ
Bantu	b a n t u
Banuch	b a n u x
Banul	b a n u l
Banyś	b a n ɘ ɕ
Barabasz	b a r a b a ʂ
Baradziej	b a r a d͡ʑ ɛ j
Baran	b a r a n
Barancewicz	b a r a n t͡s ɛ v i t͡ʂ
Baranek	b a r a n ɛ k
Baraniak	b a r a ɲ a k
Baraniec	b a r a ɲ ɛ t͡s
Baraniewicz	b a r a ɲ ɛ v i t͡ʂ
Baraniewski	b a r a ɲ ɛ f s k i
Barankiewicz	b a r a ŋ k j ɛ v i t͡ʂ
Baranowicz	b a r a n ɔ v i t͡ʂ
Baranowie	b a r a n ɔ v j ɛ
Baranowska	b a r a n ɔ f s k a
Baranowski	b a r a n ɔ f s k i
Baranów	b a r a n u f
Baranówka	b a r a n u f k a
Baraszkiewicz	b a r a ʂ k j ɛ v i t͡ʂ
Barańczak	b a r a ɲ t͡ʂ a k
Barańczyk	b a r a ɲ t͡ʂ ɘ k
Barańska	b a r a ɲ s k a
Barański	b a r a ɲ s k i
Barbados	b a r b a d ɔ s
Barbara	b a r b a r a
Barbarewicz	b a r b a r ɛ v i t͡ʂ
Barbasiewicz	b a r b a ɕ ɛ v i t͡ʂ
Barbie	b a r b i
Barbórka	b a r b u r k a
Barcelona	b a r t͡s ɛ l ɔ n a
Barciak	b a r t͡ɕ a k
Barcikowska	b a r t͡ɕ i k ɔ f s k a
Barcikowski	b a r t͡ɕ i k ɔ f s k i
Barcin	b a r t͡ɕ i n
Barcinie	b a r t͡ɕ i ɲ ɛ
Barciś	b a r t͡ɕ i ɕ
Barczak	b a r t͡ʂ a k
Barczewo	b a r t͡ʂ ɛ v ɔ
Barczyszyn	b a r t͡ʂ ɘ ʂ ɘ n
Bardo	b a r d ɔ
Barej	b a r ɛ j
Bareja	b a r ɛ j a
Bargiel	b a r ɡ j ɛ l
Bargieł	b a r ɡ j ɛ w
Barlinek	b a r l i n ɛ k
Barnaba	b a r n a b a
Barnaś	b a r n a ɕ
Barnowska	b a r n ɔ f s k a
Barnowski	b a r n ɔ f s k i
Barnuś	b a r n u ɕ
Barszcz	b a r ʂ t͡ʂ
Barszcza	b a r ʂ t͡ʂ a
Barszczak	b a r ʂ t͡ʂ a k
Barszcze	b a r ʂ t͡ʂ ɛ
Barszczem	b a r ʂ t͡ʂ ɛ m
Barszczewska	b a r ʂ t͡ʂ ɛ f s k a
Barszczewski	b a r ʂ t͡ʂ ɛ f s k i
Barszczom	b a r ʂ t͡ʂ ɔ m
Barszczowi	b a r ʂ t͡ʂ ɔ v i
Barszczowie	b a r ʂ t͡ʂ ɔ v j ɛ
Barszczu	b a r ʂ t͡ʂ u
Barszczy	b a r ʂ t͡ʂ ɘ
Barszczyk	b a r ʂ t͡ʂ ɘ k
Barszczyka	b a r ʂ t͡ʂ ɘ k a
Barszczykach	b a r ʂ t͡ʂ ɘ k a x
Barszczykami	b a r ʂ t͡ʂ ɘ k a m i
Barszczykiem	b a r ʂ t͡ʂ ɘ k j ɛ m
Barszczykom	b a r ʂ t͡ʂ ɘ k ɔ m
Barszczykowi	b a r ʂ t͡ʂ ɘ k ɔ v i
Barszczykowie	b a r ʂ t͡ʂ ɘ k ɔ v j ɛ
Barszczyku	b a r ʂ t͡ʂ ɘ k u
Barszczyków	b a r ʂ t͡ʂ ɘ k u f
Barszczów	b a r ʂ t͡ʂ u f
Bartczak	b a r t t͡ʂ a k
Bartek	b a r t ɛ k
Bartel	b a r t ɛ l
Bartkiewicz	b a r t k j ɛ v i t͡ʂ
Bartkowiak	b a r t k ɔ v j a k
Bartkowicz	b a r t k ɔ v i t͡ʂ
Bartkowski	b a r t k ɔ f s k i
Bartlewicz	b a r t l ɛ v i t͡ʂ
Bartliński	b a r t l i ɲ s k i
Bartnicki	b a r t ɲ i t͡s k i
Bartnik	b a r t ɲ i k
Bartnikiewicz	b a r t ɲ i k j ɛ v i t͡ʂ
Bartoch	b a r t ɔ x
Bartocha	b a r t ɔ x a
Barton	b a r t ɔ n
Bartos	b a r t ɔ s
Bartosewicz	b a r t ɔ s ɛ v i t͡ʂ
Bartosiak	b a r t ɔ ɕ a k
Bartosiewicz	b a r t ɔ ɕ ɛ v i t͡ʂ
Bartosik	b a r t ɔ ɕ i k
Bartosz	b a r t ɔ ʂ
Bartoszak	b a r t ɔ ʂ a k
Bartoszek	b a r t ɔ ʂ ɛ k
Bartoszewicz	b a r t ɔ ʂ ɛ v i t͡ʂ
Bartoszkiewicz	b a r t ɔ ʂ k j ɛ v i t͡ʂ
Bartoszyce	b a r t ɔ ʂ ɘ t͡s ɛ
Bartowska	b a r t ɔ f s k a
Bartowski	b a r t ɔ f s k i
Bartoń	b a r t ɔ ɲ
Bartoś	b a r t ɔ ɕ
Bartulewicz	b a r t u l ɛ v i t͡ʂ
Bartuś	b a r t u ɕ
Bartycha	b a r t ɘ x a
Bartłomiej	b a r t w ɔ m j ɛ j
Bartłomowicz	b a r t w ɔ m ɔ v i t͡ʂ
Barucha	b a r u x a
Barud	b a r u t
Barul	b a r u l
Barwaniec	b a r v a ɲ ɛ t͡s
Barwice	b a r v i t͡s ɛ
Barycza	b a r ɘ t͡ʂ a
Barys	b a r ɘ s
Baryła	b a r ɘ w a
Baryłkiewicz	b a r ɘ w k j ɛ v i t͡ʂ
Baryłowicz	b a r ɘ w ɔ v i t͡ʂ
Baryń	b a r ɘ ɲ
Baryś	b a r ɘ ɕ
Barzał	b a ʐ a w
Barzyc	b a ʐ ɘ t͡s
Barć	b a r t͡ɕ
Barłoga	b a r w ɔ ɡ a
Barłóg	b a r w u k
Basaj	b a s a j
Basia	b a ɕ a
Basiewicz	b a ɕ ɛ v i t͡ʂ
Basilicata	b a z i l i k a t a
Basior	b a ɕ ɔ r
Basisty	b a ɕ i s t ɘ
Basiukiewicz	b a ɕ u k j ɛ v i t͡ʂ
Basiura	b a ɕ u r a
Basią	b a ɕ ɔ w̃
Basiński	b a ɕ i ɲ s k i
Bask	b a s k
Baskijce	b a s k i j t͡s ɛ
Baskijek	b a s k i j ɛ k
Baskijka	b a s k i j k a
Baskijkach	b a s k i j k a x
Baskijkami	b a s k i j k a m i
Baskijki	b a s k i j k i
Baskijko	b a s k i j k ɔ
Baskijkom	b a s k i j k ɔ m
Baskijką	b a s k i j k ɔ w̃
Baskijkę	b a s k i j k ɛ
Baskijkę	b a s k i j k ɛ w̃
Baskonia	b a s k ɔ ɲ j a
Baskonii	b a s k ɔ ɲ j i
Baskonią	b a s k ɔ ɲ ɔ w̃
Basoń	b a s ɔ ɲ
Basseterre	b a s s ɛ t ɛ r r ɛ
Basta	b a s t a
Bastet	b a s t ɛ t
Baszczak	b a ʂ t͡ʂ a k
Baszczyj	b a ʂ t͡ʂ ɘ j
Baszczyk	b a ʂ t͡ʂ ɘ k
Baszkiewicz	b a ʂ k j ɛ v i t͡ʂ
Baszkir	b a ʂ k i r
Baszkira	b a ʂ k i r a
Baszkirach	b a ʂ k i r a x
Baszkirami	b a ʂ k i r a m i
Baszkirce	b a ʂ k i r t͡s ɛ
Baszkirek	b a ʂ k i r ɛ k
Baszkirem	b a ʂ k i r ɛ m
Baszkiria	b a ʂ k i r j a
Baszkirii	b a ʂ k i r j i
Baszkirio	b a ʂ k i r j ɔ
Baszkirią	b a ʂ k i r j ɔ w̃
Baszkirię	b a ʂ k i r j ɛ
Baszkirię	b a ʂ k i r j ɛ w̃
Baszkirka	b a ʂ k i r k a
Baszkirkach	b a ʂ k i r k a x
Baszkirkami	b a ʂ k i r k a m i
Baszkirki	b a ʂ k i r k i
Baszkirko	b a ʂ k i r k ɔ
Baszkirkom	b a ʂ k i r k ɔ m
Baszkirką	b a ʂ k i r k ɔ w̃
Baszkirkę	b a ʂ k i r k ɛ
Baszkirkę	b a ʂ k i r k ɛ w̃
Baszkirom	b a ʂ k i r ɔ m
Baszkirowi	b a ʂ k i r ɔ v i
Baszkirze	b a ʂ k i ʐ ɛ
Baszkirzy	b a ʂ k i ʐ ɘ
Baszkirów	b a ʂ k i r u f
Baszkortostan	b a ʂ k ɔ r t ɔ s t a n
Baszkortostanem	b a ʂ k ɔ r t ɔ s t a n ɛ m
Baszkortostanie	b a ʂ k ɔ r t ɔ s t a ɲ ɛ
Baszkortostanowi	b a ʂ k ɔ r t ɔ s t a n ɔ v i
Baszkortostanu	b a ʂ k ɔ r t ɔ s t a n u
Batkiewicz	b a t k j ɛ v i t͡ʂ
Batog	b a t ɔ k
Batory	b a t ɔ r ɘ
Batszeba	b a t ʂ ɛ b a
Batumi	b a t u m i
Batyra	b a t ɘ r a
Baumfeld	b a w m f ɛ l t
Bawarczyk	b a v a r t͡ʂ ɘ k
Bawaria	b a v a r j a
Bawarka	b a v a r k a
Bawej	b a v ɛ j
Bawiec	b a v j ɛ t͡s
Bawor	b a v ɔ r
Bawoł	b a v ɔ w
Bawół	b a v u w
Bazior	b a ʑ ɔ r
Bazylea	b a z ɘ l ɛ a
Bazylewicz	b a z ɘ l ɛ v i t͡ʂ
Bazyli	b a z ɘ l i
Bać	b a t͡ɕ
Baćka	b a t͡ɕ k a
Baćką	b a t͡ɕ k ɔ w̃
Baćmaga	b a t͡ɕ m a ɡ a
Bała	b a w a
Bałabuch	b a w a b u x
Bałaga	b a w a ɡ a
Bałkan	b a w k a n
Bałkany	b a w k a n ɘ
Bałkowiec	b a w k ɔ v j ɛ t͡s
Bałon	b a w ɔ n
Bałos	b a w ɔ s
Bałt	b a w t
Bałtyk	b a w t ɘ k
Bałuch	b a w u x
Bałucka	b a w u t͡s k a
Bałucki	b a w u t͡s k i
Bałuta	b a w u t a
Bałutą	b a w u t ɔ w̃
Bałys	b a w ɘ s
Bałzukiewicz	b a w z u k j ɛ v i t͡ʂ
Bańka	b a ɲ k a
Bańko	b a ɲ k ɔ
Baś	b a ɕ
Baśka	b a ɕ k a
Baśkiewicz	b a ɕ k j ɛ v i t͡ʂ
Baśką	b a ɕ k ɔ w̃
Beata	b ɛ a t a
Beatka	b ɛ a t k a
Beatlesi	b i t l ɛ ɕ i
Bebłot	b ɛ b w ɔ t
Becela	b ɛ t͡s ɛ l a
Becia	b ɛ t͡ɕ a
Beck	b ɛ t͡s k
Beczała	b ɛ t͡ʂ a w a
Bednarczyk	b ɛ d n a r t͡ʂ ɘ k
Bednarek	b ɛ d n a r ɛ k
Bednarkiewicz	b ɛ d n a r k j ɛ v i t͡ʂ
Bednarowicz	b ɛ d n a r ɔ v i t͡ʂ
Bednarska	b ɛ d n a r s k a
Bednarski	b ɛ d n a r s k i
Bednarz	b ɛ d n a ʂ
Bednorz	b ɛ d n ɔ ʂ
Bejrut	b ɛ j r u t
Bekasiewicz	b ɛ k a ɕ ɛ v i t͡ʂ
Belczewska	b ɛ l t͡ʂ ɛ f s k a
Belczewski	b ɛ l t͡ʂ ɛ f s k i
Belfast	b ɛ l f a s t
Belg	b ɛ l k
Belgia	b ɛ l ɡ j a
Belgijce	b ɛ l ɡ i j t͡s ɛ
Belgijek	b ɛ l ɡ i j ɛ k
Belgijka	b ɛ l ɡ i j k a
Belgijkach	b ɛ l ɡ i j k a x
Belgijkami	b ɛ l ɡ i j k a m i
Belgijki	b ɛ l ɡ i j k i
Belgijko	b ɛ l ɡ i j k ɔ
Belgijkom	b ɛ l ɡ i j k ɔ m
Belgijką	b ɛ l ɡ i j k ɔ w̃
Belgijkę	b ɛ l ɡ i j k ɛ
Belgijkę	b ɛ l ɡ i j k ɛ w̃
Belgrad	b ɛ l ɡ r a t
Belize	b ɛ l i z ɛ
Belka	b ɛ l k a
Belkiewicz	b ɛ l k j ɛ v i t͡ʂ
Belmont	b ɛ l m ɔ n t
Belmopan	b ɛ l m ɔ p a n
Belweder	b ɛ l v ɛ d ɛ r
Bem	b ɛ m
Bembas	b ɛ m b a s
Bemben	b ɛ m b ɛ n
Bembenek	b ɛ m b ɛ n ɛ k
Bembnista	b ɛ m b ɲ i s t a
Bembnowicz	b ɛ m b n ɔ v i t͡ʂ
Bemowo	b ɛ m ɔ v ɔ
Benben	b ɛ n b ɛ n
Benbenek	b ɛ n b ɛ n ɛ k
Bendery	b ɛ n d ɛ r ɘ
Benduch	b ɛ n d u x
Benedykt	b ɛ n ɛ d ɘ k t
Benedykta	b ɛ n ɛ d ɘ k t a
Benedyktowicz	b ɛ n ɛ d ɘ k t ɔ v i t͡ʂ
Beneluks	b ɛ n ɛ l u k s
Benelux	b ɛ n ɛ l u k s
Benewent	b ɛ n ɛ v ɛ n t
Bengal	b ɛ ŋ ɡ a l
Bengalczyk	b ɛ ŋ ɡ a l t͡ʂ ɘ k
Bengalka	b ɛ ŋ ɡ a l k a
Benin	b ɛ ɲ i n
Beninka	b ɛ ɲ i n k a
Beninką	b ɛ ɲ i ŋ k ɔ w̃
Benińczyk	b ɛ ɲ i ɲ t͡ʂ ɘ k
Berdiańsk	b ɛ r d j a ɲ s k
Berdyczów	b ɛ r d ɘ t͡ʂ u f
Berent	b ɛ r ɛ n t
Bereszyński	b ɛ r ɛ ʂ ɘ ɲ s k i
Bereza	b ɛ r ɛ z a
Berezowiec	b ɛ r ɛ z ɔ v j ɛ t͡s
Bereśniewicz	b ɛ r ɛ ɕ ɲ ɛ v i t͡ʂ
Bergamo	b ɛ r ɡ a m ɔ
Bergman	b ɛ r ɡ m a n
Berkowicz	b ɛ r k ɔ v i t͡ʂ
Berlin	b ɛ r l i n
Berliner	b ɛ r l i n ɛ r
Bermudy	b ɛ r m u d ɘ
Bernacka	b ɛ r n a t͡s k a
Bernacki	b ɛ r n a t͡s k i
Bernadeta	b ɛ r n a d ɛ t a
Bernard	b ɛ r n a r t
Bernasiewicz	b ɛ r n a ɕ ɛ v i t͡ʂ
Bernatowicz	b ɛ r n a t ɔ v i t͡ʂ
Bernaś	b ɛ r n a ɕ
Berno	b ɛ r n ɔ
Bernyś	b ɛ r n ɘ ɕ
Besarabia	b ɛ s a r a b j a
Besarabią	b ɛ s a r a b j ɔ w̃
Beskidy	b ɛ s k i d ɘ
Betelgeza	b ɛ t ɛ l ɡ ɛ z a
Betesda	b ɛ t ɛ z d a
Bethke	b ɛ t x k ɛ
Betlejem	b ɛ t l ɛ j ɛ m
Beyer	b ɛ ɘ ɛ r
Bezrąk	b ɛ z r ɔ ŋ k
Bezuch	b ɛ z u x
Bezucha	b ɛ z u x a
Bełchatowa	b ɛ w x a t ɔ v a
Bełchatowem	b ɛ w x a t ɔ v ɛ m
Bełchatowie	b ɛ w x a t ɔ v j ɛ
Bełchatowowi	b ɛ w x a t ɔ v ɔ v i
Bełchatów	b ɛ w x a t u f
Bełkot	b ɛ w k ɔ t
Bełza	b ɛ w z a
Bełżyce	b ɛ w ʐ ɘ t͡s ɛ
Bhutan	b u t a n
Bhutanka	b u t a n k a
Bhutańczyk	b u t a ɲ t͡ʂ ɘ k
Biadasiewicz	b j a d a ɕ ɛ v i t͡ʂ
Biadoń	b j a d ɔ ɲ
Biaduń	b j a d u ɲ
Bialikiewicz	b j a l i k j ɛ v i t͡ʂ
Bianka	b j a ŋ k a
Bias	b j a s
Biała	b j a w a
Białas	b j a w a s
Białasiewicz	b j a w a ɕ ɛ v i t͡ʂ
Białaszczyk	b j a w a ʂ t͡ʂ ɘ k
Białaś	b j a w a ɕ
Białczak	b j a w t͡ʂ a k
Białczyk	b j a w t͡ʂ ɘ k
Białegostoku	b j a w ɛ ɡ ɔ s t ɔ k u
Białej	b j a w ɛ j
Białek	b j a w ɛ k
Białemustokowi	b j a w ɛ m u s t ɔ k ɔ v i
Białka	b j a w k a
Białkiewicz	b j a w k j ɛ v i t͡ʂ
Białkowski	b j a w k ɔ f s k i
Białobrzeg	b j a w ɔ b ʐ ɛ k
Białobrzegi	b j a w ɔ b ʐ ɛ ɡ i
Białobrzeska	b j a w ɔ b ʐ ɛ s k a
Białobrzeski	b j a w ɔ b ʐ ɛ s k i
Białoch	b j a w ɔ x
Białogard	b j a w ɔ ɡ a r t
Białogłowicz	b j a w ɔ ɡ w ɔ v i t͡ʂ
Białogłowska	b j a w ɔ ɡ w ɔ f s k a
Białogłowski	b j a w ɔ ɡ w ɔ f s k i
Białokoz	b j a w ɔ k ɔ s
Białokozowicz	b j a w ɔ k ɔ z ɔ v i t͡ʂ
Białopiotrowicz	b j a w ɔ p j ɔ t r ɔ v i t͡ʂ
Białorusi	b j a w ɔ r u ɕ i
Białorusin	b j a w ɔ r u ɕ i n
Białorusince	b j a w ɔ r u ɕ i n t͡s ɛ
Białorusinek	b j a w ɔ r u ɕ i n ɛ k
Białorusinka	b j a w ɔ r u ɕ i n k a
Białorusinkach	b j a w ɔ r u ɕ i ŋ k a x
Białorusinkami	b j a w ɔ r u ɕ i ŋ k a m i
Białorusinki	b j a w ɔ r u ɕ i ŋ k i
Białorusinko	b j a w ɔ r u ɕ i ŋ k ɔ
Białorusinkom	b j a w ɔ r u ɕ i ŋ k ɔ m
Białorusinką	b j a w ɔ r u ɕ i ŋ k ɔ w̃
Białorusinkę	b j a w ɔ r u ɕ i ŋ k ɛ
Białorusinkę	b j a w ɔ r u ɕ i ŋ k ɛ w̃
Białorusią	b j a w ɔ r u ɕ ɔ w̃
Białoruś	b j a w ɔ r u ɕ
Białostocczan	b j a w ɔ s t ɔ t͡s t͡ʂ a n
Białostocczanach	b j a w ɔ s t ɔ t͡s t͡ʂ a n a x
Białostocczanami	b j a w ɔ s t ɔ t͡s t͡ʂ a n a m i
Białostocczance	b j a w ɔ s t ɔ t͡s t͡ʂ a n t͡s ɛ
Białostocczanek	b j a w ɔ s t ɔ t͡s t͡ʂ a n ɛ k
Białostocczanie	b j a w ɔ s t ɔ t͡s t͡ʂ a ɲ ɛ
Białostocczanin	b j a w ɔ s t ɔ t͡s t͡ʂ a ɲ i n
Białostocczanina	b j a w ɔ s t ɔ t͡s t͡ʂ a ɲ i n a
Białostocczaninem	b j a w ɔ s t ɔ t͡s t͡ʂ a ɲ i n ɛ m
