'day	d̪ a ɪ̯
Aristoteles	ʔ ɐ ɾ ɪ s t̪ oː t̪ ɛ l ɛ s
Arlene	ʔ ɐ ɾ l ɪ n̪
Armamento	ʔ ɐ ɾ m ɐ m ɛ n̪ t̪ o
Armando	ʔ ɐ ɾ m a n̪ d̪ o
Armenya	ʔ ɐ ɾ m ɛ n̪ j ɐ
Armenya	ʔ ɐ ɾ m ɛː ɲ ɐ
Armenyo	ʔ ɐ ɾ m ɛ n̪ j o
Armenyo	ʔ ɐ ɾ m ɛː ɲ o
Arnaiz	ʔ ɐ ɾ n̪ aː ʔ ɪ s
Arnel	ʔ ɐ ɾ n̪ ɛ l
Arquiza	ʔ ɐ ɾ k iː s ɐ
Arquiza	ʔ ɐ ɾ k iː z ɐ
Arrieta	ʔ ɐ ɾ j ɛː t̪ ɐ
Arriola	ʔ ɐ ɾ j oː l ɐ
Arrogante	ʔ ɐ ɾ o ɣ a n̪ t̪ ɛ
Arrojado	ʔ ɐ ɾ o h aː d̪ o
Arroyo	ʔ ɐ ɾ oː j o
Arsenia	ʔ ɐ ɾ s ɛ n̪ j ɐ
Arsenia	ʔ ɐ ɾ s ɛː ɲ ɐ
Arsenio	ʔ ɐ ɾ s ɛ n̪ j o
Arsenio	ʔ ɐ ɾ s ɛː ɲ o
Arteche	ʔ ɐ ɾ t̪ ɛ t̪ s ɛ
Arteche	ʔ ɐ ɾ t̪ ɛː t͡ʃ ɛ
Artemio	ʔ ɐ ɾ t̪ ɛ m j o
Artiaga	ʔ ɐ ɾ t̪ j aː ɣ ɐ
Artiaga	ʔ ɐ ɾ t͡ʃ aː ɣ ɐ
Arturo	ʔ ɐ ɾ t̪ uː ɾ o
Aryes	ʔ a ɾ j ɛ s
Arzadon	ʔ ɐ ɾ s ɐ d̪ o n̪
Arzadon	ʔ ɐ ɾ z ɐ d̪ o n̪
Aserbayan	ʔ ɐ s ɛ ɾ b ɐ j a n̪
Ashley	ʔ a s l ɪ
Ashley	ʔ a ʃ l ɪ
Asilo	ʔ ɐ s iː l o
Asin	ʔ ɐ s ɪ n̪
Asiong	ʔ a s j o ŋ
Asiong	ʔ aː ʃ o ŋ
Asipulo	ʔ ɐ s iː p ʊ l o
Asistio	ʔ ɐ s i s t̪ j o
Asistio	ʔ ɐ s i s t͡ʃ o
Astilyehos	ʔ ɐ s t̪ ɪ l j ɛː h o s
Asturias	ʔ ɐ s t̪ u ɾ j ɐ s
Asuncion	ʔ ɐ s ʊ n̪ s j o n̪
Asuncion	ʔ ɐ s ʊ n̪ ʃ o n̪
Asunsiyon	ʔ ɐ s ʊ n̪ s j o n̪
Asunsiyon	ʔ ɐ s ʊ n̪ ʃ o n̪
Asunsyon	ʔ ɐ s ʊ n̪ s j o n̪
Asunsyon	ʔ ɐ s ʊ n̪ ʃ o n̪
Asya	ʔ a s j ɐ
Asya	ʔ aː ʃ ɐ
Asyano	ʔ ɐ s j aː n̪ o
Asyano	ʔ ɐ ʃ aː n̪ o
Asyatiko	ʔ ɐ s j aː t̪ ɪ x o
Asyatiko	ʔ ɐ s j ɐ t̪ ɪ x o
Asyatiko	ʔ ɐ ʃ aː t̪ ɪ x o
Asyatiko	ʔ ɐ ʃ ɐ t̪ ɪ x o
Ate	ʔ aː t̪ ɛ
Atenas	ʔ ɐ t̪ ɛː n̪ ɐ s
Atendido	ʔ ɐ t̪ ɛ n̪ d̪ iː d̪ o
Athanasia	ʔ ɐ t̪ ɐ n̪ a s j ɐ
Athanasia	ʔ ɐ t̪ ɐ n̪ aː ʃ ɐ
Athena	ʔ ɐ t̪ iː n̪ ɐ
Atienza	ʔ ɐ t t͡ʃ ɛ n̪ s ɐ
Atienza	ʔ ɐ t t͡ʃ ɛ n̪ z ɐ
Atienza	ʔ ɐ t̪ j ɛ n̪ s ɐ
Atlantiko	ʔ ɐ t̪ l̪ a n̪ t̪ ɪ x o
Atok	ʔ aː t̪ o k̚
Atsi	ʔ ɐ t t͡ʃ ɪ
Atsi	ʔ ɐ t̪ s ɪ
Audrey	ʔ o d̪ ɾ ɪ
Auring	ʔ a ʊ̯ ɾ ɪ ŋ
Aurora	ʔ a ʊ̯ ɾ oː ɾ ɐ
Aurora	ʔ o ɾ oː ɾ ɐ
Aurorahin	ʔ a ʊ̯ ɾ o ɾ aː h ɪ n̪
Aurorahin	ʔ o ɾ o ɾ aː h ɪ n̪
Australya	ʔ a ʊ̯ s t̪ ɾ a l j ɐ
Autumn	ʔ oː t̪ ʊ m
Auyong	ʔ a ʊ̯ j o ŋ
Avanceña	ʔ ɐ b ɐ n̪ s ɛ n̪ j ɐ
Avanceña	ʔ ɐ b ɐ n̪ s ɛː ɲ ɐ
Avanceña	ʔ ɐ v ɐ n̪ s ɛː ɲ ɐ
Avendaño	ʔ ɐ b ɛ n̪ d̪ a n̪ j o
Avendaño	ʔ ɐ b ɛ n̪ d̪ aː ɲ o
Avendaño	ʔ ɐ v ɛ n̪ d̪ aː ɲ o
Awstralya	ʔ a ʊ̯ s t̪ ɾ a l j ɐ
Awstriya	ʔ a ʊ̯ s t̪ ɾ j ɐ
Awyoung	ʔ a ʊ̯ j ɐ ŋ
Ayako	ʔ aː j ɐ x o
Ayala	ʔ ɐ j aː l ɐ
Ayson	ʔ a ɪ̯ s o n̪
Ayta	ʔ a ɪ̯ t̪ a
Ayumi	ʔ ɐ j uː m ɪ
Azaña	ʔ ɐ s a n̪ j ɐ
Azaña	ʔ ɐ s aː ɲ ɐ
Azaña	ʔ ɐ z aː ɲ ɐ
Azucena	ʔ ɐ s ʊ s ɛː n̪ ɐ
Azucena	ʔ ɐ z ʊ s ɛː n̪ ɐ
Año	ʔ a n̪ j o
Año	ʔ aː ɲ o
Añonuevo	ʔ a n̪ j o n̪ w ɛː b o
Añonuevo	ʔ aː ɲ o n̪ w ɛː b o
Añonuevo	ʔ aː ɲ o n̪ w ɛː v o
B	b
B	b a
B	b ɛ
B	b ɪ
BAWADI	b ɐ w aː d̪ ɪ
BAYAN	b aː j ɐ n̪
BI	b iː ʔ a ɪ̯
BINHI	b ɪ n̪ h ɪ ʔ
BLISTT	b l ɪ s t̪
BSP	b iː ʔ ɛ s p ɪ
Baao	b aː ʔ a ʊ̯
Babao	b aː b a ʊ̯
Babasa	b ɐ b aː s ɐ
Babilonya	b ɐ b ɪ l o n̪ j ɐ
Babilonya	b ɐ b ɪ l oː ɲ ɐ
Babuyan	b ɐ b uː j ɐ n̪
Bacacay	b ɐ x aː x a ɪ̯
Bacarra	b ɐ x aː ɾ ɐ
Bacarra	b ɐ x ɐ ɾ a
Baclaran	b ɐ k l aː ɾ ɐ n̪
Baclayon	b ɐ k l ɐ j o n̪
Baclig	b ɐ k l ɪ ɡ̚
Bacolod	b ɐ x oː l o d̪̚
Bacolor	b aː x o l o ɾ
Bacolor	b ɐ x o l o ɾ
Bacoor	b ɐ x o ʔ o ɾ
Bacsa	b a k s ɐ
Bactol	b a k t̪ o l
Baculi	b ɐ x uː l ɪ
Badayos	b ɐ d̪ aː j o s
Badian	b ɐ d̪ j a n̪
Badian	b ɐ d͡ʒ a n̪
Badoc	b aː d̪ o k̚
Bae	b ɐ ʔ ɛ
Bagac	b ɐ ɣ a k̚
Bagamanoc	b ɐ ɣ ɐ m ɐ n̪ o k̚
Bagamaspad	b ɐ ɣ ɐ m ɐ s p a d̪̚
Baganga	b ɐ ɣ a ŋ ɡ ɐ
Bagaoisan	b ɐ ɣ ɐ w iː s ɐ n̪
Baggao	b ɐ ɡ ɡ a ʊ̯
Baggao	b ɐ ɣ a ʊ̯
Bagongahasa	b aː ɣ o ŋ ɡ ɐ h aː s ɐ ʔ
Bagonghasa	b aː ɣ o ŋ h aː s ɐ ʔ
Bagsit	b ɐ ɡ s ɪ t̪̚
Bagtas	b ɐ ɡ t̪ a s
Baguio	b a ɡ j o
Bagumbayan	b aː ɣ ʊ m b aː j ɐ n̪
Bagumbong	b ɐ ɣ ʊ m b o ŋ
Bahaghari	b ɐ h ɐ ɡ h aː ɾ ɪ ʔ
Bahamas	b ɐ h aː m ɐ s
Bahamiyana	b ɐ h ɐ m j aː n̪ ɐ
Bahamiyano	b ɐ h ɐ m j aː n̪ o
Bahasa	b ɐ h aː s ɐ
Bai	b ɐ ʔ ɪ
Bai	b ɐ ʔ ɪ ʔ
Bailen	b a ɪ̯ l ɛ n̪
Bajado	b ɐ h aː d̪ o
Baka	b aː x ɐ
Bakakeng	b ɐ x aː x ə ŋ
Bakakeng	b ɐ x aː x ɛ ŋ
Bakun	b aː x ʊ n̪
Balagtas	b ɐ l ɐ ɡ t̪ a s
Balaguer	b ɐ l ɐ ɣ ɛ ɾ
Balahadia	b ɐ l ɐ h a d̪ j ɐ
Balahadia	b ɐ l ɐ h aː d͡ʒ ɐ
Balais	b ɐ l aː ʔ ɪ s
Balajadia	b ɐ l ɐ h a d̪ j ɐ
Balajadia	b ɐ l ɐ h aː d͡ʒ ɐ
Balamban	b ɐ l ɐ m b a n̪
Balanga	b ɐ l a ŋ ɡ ɐ ʔ
Balanga	b ɐ l aː ŋ ɐ ʔ
Balangiga	b ɐ l ɐ ŋ ɡ iː ɣ ɐ
Balangkayan	b ɐ l ɐ ŋ k aː j ɐ n̪
Balasabas	b ɐ l ɐ s aː b ɐ s
Balatan	b ɐ l aː t̪ ɐ n̪
Balatbat	b ɐ l ɐ t̪ b a t̪̚
Balatik	b ɐ l aː t̪ ɪ k̚
Balayan	b ɐ l aː j ɐ n̪
Baldomero	b ɐ l d̪ o m ɛː ɾ o
Baldonado	b ɐ l d̪ o n̪ aː d̪ o
Baler	b ɐ l ɛ ɾ
Balesin	b ɐ l ɛ s ɪ n̪
Balete	b ɐ l ɛː t̪ ɛ
Balibago	b ɐ l ɪ b aː ɣ o
Balilihan	b ɐ l ɪ l iː h ɐ n̪
Balilo	b ɐ l iː l o
Balingit	b ɐ l iː ŋ ɪ t̪̚
Balisacan	b ɐ l ɪ s aː x ɐ n̪
Balita	b ɐ l iː t̪ ɐ ʔ
Balitaan	b ɐ l ɪ t̪ aː ʔ ɐ n̪
Balite	b ɐ l iː t̪ ɛ
Baliwag	b ɐ l iː w ɐ ɡ̚
Ballesteros	b ɐ l j ɛ s t̪ ɛː ɾ o s
Ballesteros	b ɐ l ɛ s t̪ ɛː ɾ o s
Balmaceda	b ɐ l m ɐ s ɛː d̪ ɐ
Balmes	b a l m ɛ s
Baltazar	b ɐ l t̪ ɐ s a ɾ
Baltazar	b ɐ l t̪ ɐ z a ɾ
Baluga	b ɐ l uː ɣ ɐ ʔ
Baluyot	b ɐ l uː j o t̪̚
Bamban	b ɐ m b a n̪
Banaag	b ɐ n̪ aː ʔ ɐ ɡ̚
Banal	b ɐ n̪ a l
Banalo	b ɐ n̪ aː l o
Banaue	b ɐ n̪ aː w ɛ
Banawa	b ɐ n̪ aː w ɐ
Banawe	b ɐ n̪ aː w ɛ
Banawon	b ɐ n̪ aː w o n̪
Banayad	b ɐ n̪ aː j ɐ d̪̚
Banaybanay	b aː n̪ a ɪ̯ b aː n̪ a ɪ̯
Bang	b a ŋ
Banga	b aː ŋ ɐ
Bangit	b aː ŋ ɪ t̪̚
Bangkal	b ɐ ŋ k a l
Bangkok	b ɐ ŋ k o k̚
Bangued	b ɐ ŋ ɡ ɛ d̪̚
Banhaon	b ɐ n̪ h ɐ ʔ o n̪
Baniaga	b ɐ n ɲ aː ɣ ɐ
Baniaga	b ɐ n̪ j aː ɣ ɐ
Banilad	b ɐ n̪ iː l ɐ d̪̚
Banisilan	b ɐ n̪ ɪ s iː l ɐ n̪
Banocnoc	b ɐ n̪ o k n̪ o k̚
Bansalan	b ɐ n̪ s ɐ l a n̪
Bansud	b ɐ n̪ s ʊ d̪̚
Banta	b a n̪ t̪ ɐ
Bantayan	b ɐ n̪ t̪ aː j ɐ n̪
Bantugan	b ɐ n̪ t̪ uː ɣ ɐ n̪
Banzon	b a n̪ s o n̪
Banzon	b a n̪ z o n̪
Banzuela	b ɐ n̪ s w ɛː l ɐ
Banzuela	b ɐ n̪ z w ɛː l ɐ
Baquiran	b ɐ x iː ɾ ɐ n̪
Barangka	b ɐ ɾ ɐ ŋ k a ʔ
Baraquiel	b ɐ ɾ ɐ k j ɛ l
Baras	b ɐ ɾ a s
Barayuga	b ɐ ɾ ɐ j uː ɣ ɐ
Barbara	b a ɾ b ɐ ɾ a
Barbaza	b ɐ ɾ b aː s ɐ
Barbaza	b ɐ ɾ b aː z ɐ
Barbosa	b ɐ ɾ b oː s ɐ
Barcelona	b ɐ ɾ s ɛ l oː n̪ ɐ
Barcenas	b a ɾ s ɛ n̪ a s
Barein	b ɐ ɾ e ɪ̯ n̪
Bareini	b ɐ ɾ e ɪ̯ n̪ ɪ
Barili	b ɐ ɾ iː l ɪ
Barlig	b ɐ ɾ l ɪ ɡ̚
Barquilla	b ɐ ɾ k i l j ɐ
Barradas	b ɐ ɾ aː d̪ ɐ s
Barrameda	b ɐ ɾ ɐ m ɛː d̪ ɐ
Barrera	b ɐ ɾ ɛː ɾ ɐ
Barrientos	b ɐ ɾ j ɛ n̪ t̪ o s
Barrios	b a ɾ j o s
Bartolome	b ɐ ɾ t̪ o l o m ɛ
Basa	b aː s ɐ
Basallote	b ɐ s ɐ l j oː t̪ ɛ
Basbas	b ɐ s b a s
Basco	b a s k o
Bascoguin	b ɐ s k oː ɣ ɪ n̪
Base	b aː s ɛ
Basilan	b ɐ s iː l ɐ n̪
Basilio	b ɐ s i l j o
Basilisa	b ɐ s ɪ l iː s ɐ
Bassig	b aː s ɪ ɡ̚
Basud	b aː s ʊ d̪̚
Bataan	b ɐ t̪ ɐ ʔ a n̪
Batac	b aː t̪ ɐ k̚
Batac	b ɐ t̪ a k̚
Batallones	b ɐ t̪ ɐ l j oː n̪ ɛ s
Batan	b aː t̪ ɐ n̪
Batan	b ɐ t̪ a n̪
Batanes	b ɐ t̪ aː n̪ ɛ s
Batangas	b ɐ t̪ a ŋ ɡ ɐ s
Batangas	b ɐ t̪ ɐ ŋ ɡ a s
Batangenyo	b ɐ t̪ ɐ ŋ ɡ ɛ n̪ j o
Batangenyo	b ɐ t̪ ɐ ŋ ɡ ɛː ɲ o
Batangueña	b ɐ t̪ ɐ ŋ ɡ ɛ n̪ j ɐ
Batangueña	b ɐ t̪ ɐ ŋ ɡ ɛː ɲ ɐ
Batangueño	b ɐ t̪ ɐ ŋ ɡ ɛ n ɲ o
Batangueño	b ɐ t̪ ɐ ŋ ɡ ɛ n̪ j o
Batangueño	b ɐ t̪ ɐ ŋ ɡ ɛː ɲ o
Bataraza	b ɐ t̪ ɐ ɾ aː s ɐ
Bataraza	b ɐ t̪ ɐ ɾ aː z ɐ
Batasan	b ɐ t̪ aː s ɐ n̪
Bathala	b ɐ t̪ h aː l ɐ ʔ
Bathan	b ɐ t̪ h a n̪
Batikano	b ɐ t̪ ɪ x aː n̪ o
Batino	b ɐ t̪ iː n̪ o
Bato	b ɐ t̪ o
Batongbakal	b ɐ t̪ o m b aː x ɐ l
Batuan	b ɐ t̪ w a n̪
Batumbakal	b ɐ t̪ ʊ m b aː x ɐ l
Bauan	b ɐ w a n̪
Bauang	b ɐ w a ŋ
Bauko	b ɐ ʔ uː x o
Baungon	b ɐ ʔ uː ŋ o n̪
Bautista	b a ʊ̯ t̪ i s t̪ ɐ
Bauzon	b a ʊ̯ s o n̪
Baviera	b ɐ b j ɛː ɾ ɐ
Baviera	b ɐ v j ɛː ɾ ɐ
Bawalan	b ɐ w aː l ɐ n̪
Bay	b a ɪ̯
Bay	b e ɪ̯
Bay	b ɐ ʔ ɪ
Bay	b ɐ ʔ ɪ ʔ
Bayagra	b ɐ j a ɡ ɾ ɐ
Bayanan	b ɐ j aː n̪ ɐ n̪
Bayani	b ɐ j aː n̪ ɪ
Baybayin	b a ɪ̯ b aː j ɪ n̪
Baybayin	b a ɪ̯ b ɐ j ɪ n̪
Baylosis	b a ɪ̯ l oː s ɪ s
Bayombong	b ɐ j o m b o ŋ
Bayot	b aː j o t̪̚
Bayudan	b ɐ j uː d̪ ɐ n̪
Bayugan	b ɐ j uː ɣ ɐ n̪
Bañaga	b ɐ n ɲ aː ɣ ɐ
Bañaga	b ɐ n̪ j aː ɣ ɐ
Beckel	b ə k k ə l
Beckel	b ɛ x ɛ l
Bejasa	b ɛ h aː s ɐ
Belandres	b ɛ l a n̪ d̪ ɾ ɛ s
Belarmino	b ɛ l ɐ ɾ m iː n̪ o
Belarus	b ɛ l ɐ ɾ ʊ s
Belhika	b ɛ l h ɪ x a
Belhiko	b ɛ l h ɪ x o
Belison	b ɛ l iː s o n̪
Belison	b ɛ l ɪ s o n̪
Belmonte	b ɛ l m o n̪ t̪ ɛ
Beltran	b ɛ l t̪ ɾ a n̪
Benedicto	b ɛ n̪ ɛ d̪ i k t̪ o
Beneswela	b ɛ n̪ ɛ s w ɛː l ɐ
Benguet	b ɛ ŋ ɡ ɛ t̪̚
Bengzon	b ɛ n̪ s o n̪
Bengzon	b ɛ n̪ z o n̪
Benigno	b ɛ n̪ i ɡ n̪ o
Benin	b ɛ n̪ ɪ n̪
Benipayo	b ɛ n̪ ɪ p aː j o
Benito	b ɛ n̪ iː t̪ o
Benli	b ɛ n̪ l ɪ
Bentinganan	b ɛ n̪ t̪ ɪ ŋ aː n̪ ɐ n̪
Benus	b ɛː n̪ ʊ s
Bergonia	b ɛ ɾ ɡ o n̪ j ɐ
Bergonia	b ɛ ɾ ɡ oː ɲ ɐ
Berinayan	b ɛ ɾ ɪ n̪ aː j ɐ n̪
Bermudez	b ɛ ɾ m uː d̪ ɛ s
Bernabe	b ɛ ɾ n̪ ɐ b ɛ
Bernadette	b ɛ ɾ n̪ ɐ d̪ ɛ t̪̚
Bernal	b ɛ ɾ n̪ a l
Bernardez	b ɛ ɾ n̪ a ɾ d̪ ɛ s
Bernardo	b ɛ ɾ n̪ a ɾ d̪ o
Berroya	b ɛ ɾ oː j ɐ
Berry	b ɛː ɾ ɪ
Bersamina	b ɛ ɾ s ɐ m iː n̪ ɐ
Berting	b ɛ ɾ t̪ ɪ ŋ
Beryl	b ɛː ɾ ɪ l
Besao	b ə s a ʊ̯
Besao	b ɛ s a ʊ̯
Bessie	b ɛː s ɪ
Betong	b ɛː t̪ o ŋ
Betsy	b ɛ t̪ s ɪ
Betty	b ɛ t̪ t̪ ɪ
Bibliya	b i b l j ɐ
Bidduang	b ɪ d̪ w a ŋ
Bienvenido	b j ɛ m b ɛ n̪ iː d̪ o
Bienvenido	b j ɛ m v ɛ n̪ iː d̪ o
Bigcas	b ɪ ɡ k a s
Bignay	b ɪ ɡ n̪ a ɪ̯
Bihasa	b ɪ h aː s ɐ
Bikol	b iː x o l
Bikolana	b ɪ x o l aː n̪ ɐ
Bikolano	b ɪ x o l aː n̪ o
Bilar	b ɪ l a ɾ
Biliran	b ɪ l iː ɾ ɐ n̪
Binangonan	b ɪ n̪ ɐ ŋ oː n̪ ɐ n̪
Binibini	b ɪ n̪ ɪ b iː n̪ ɪ
Binondo	b ɪ n̪ o n̪ d̪ o
Binubusan	b ɪ n̪ ʊ b uː s ɐ n̪
Binuya	b ɪ n̪ uː j ɐ
Birgo	b i ɾ ɡ o
Biring	b ɪ ɾ ɪ ŋ
Birmanya	b ɪ ɾ m a n̪ j ɐ
Birmanya	b ɪ ɾ m aː ɲ ɐ
Bisa	b iː s ɐ
Bisaya	b ɪ s aː j ɐ ʔ
Bisaya	b ɪ s ɐ j a ʔ
Biscocho	b ɪ s k o t̪ s o
Biscocho	b ɪ s k oː t͡ʃ o
Bisnar	b ɪ s n̪ a ɾ
Bito	b iː t̪ o
Bituin	b ɪ t̪ ʊ ʔ ɪ n̪
Biy	b ɪ j
Biyer	b j ɛ ɾ
Biyernes	b j ɛ ɾ n̪ ɛ s
Biyetnam	b j ɛ t̪ n̪ a m
Biñan	b ɪ n ɲ a n̪
Biñan	b ɪ n̪ j a n̪
Blanco	b l a ŋ k o
Boac	b o w a k̚
Bobadilla	b o b ɐ d̪ i l j ɐ
Bocaue	b o x aː w ɛ
Bogo	b o ɣ o
Bogota	b o ɣ o t̪ a
Bohol	b o h o l
Bokod	b o x o d̪̚
Bolante	b o l a n̪ t̪ ɛ
Bolaños	b o l a n̪ j o s
Bolaños	b o l aː ɲ o s
Bolbok	b o l b o k̚
Bolibya	b o l i b j ɐ
Boliney	b o l ɪ n̪ e ɪ̯
Boliney	b o l ɪ n̪ ə ɪ̯
Bolivar	b o l iː b ɐ ɾ
Bolivar	b o l iː v ɐ ɾ
Boljoon	b o l h o ʔ o n̪
Bombay	b o m b a ɪ̯
Bombon	b o m b o n̪
Bonbon	b o m b o n̪
Bondoc	b o n̪ d̪ o k̚
Bong	b o ŋ
Bongabong	b o ŋ aː b o ŋ
Bonifacio	b o n̪ ɪ f aː ʃ o
Bonifacio	b o n̪ ɪ p a s j o
Bonifacio	b o n̪ ɪ p aː ʃ o
Bonilla	b o n̪ i l j ɐ
Bontoc	b o n̪ t̪ o k̚
Boo	b oː ʔ o
Bool	b o ʔ o l
Boongaling	b o ʔ o ŋ ɡ ɐ l ɪ ŋ
Boracay	b o ɾ aː x a ɪ̯
Borbon	b o ɾ b o n̪
Bordado	b o ɾ d̪ aː d̪ o
Borillo	b o ɾ i l j o
Borja	b o ɾ h ɐ
Borlaza	b o ɾ l aː s ɐ
Borlaza	b o ɾ l aː z ɐ
Borongan	b o ɾ o ŋ ɡ ɐ n̪
Borres	b oː ɾ ɛ s
Borromeo	b o ɾ o m ɛː j o
Bosniya	b o s n̪ j ɐ
Bosniya	b o s ɲ ɐ
Bosnya	b o s n̪ j ɐ
Bosnya	b o s ɲ ɐ
Boston	b o s t̪ o n̪
Botswana	b o t̪ s w aː n̪ ɐ
Boy	b o ɪ̯
Brandon	b ɾ a n̪ d̪ o n̪
Brasil	b ɾ ɐ s ɪ l
Bravo	b ɾ aː b o
Bravo	b ɾ aː v o
Brawner	b ɾ oː n̪ ɛ ɾ
Breslavia	b ɾ ɛ s l a b j ɐ
Breslavia	b ɾ ɛ s l a v j ɐ
Bretanya	b ɾ ɛ t̪ a n̪ j ɐ
Bretanya	b ɾ ɛ t̪ aː ɲ ɐ
Brigela	b ɾ ɪ ɣ ɛː l ɐ
Briguela	b ɾ ɪ ɡ w ɛː l ɐ
Brillantes	b ɾ ɪ l j a n̪ t̪ ɛ s
Briones	b ɾ j o n̪ ɛ s
Britanya	b ɾ ɪ t̪ a n̪ j ɐ
Britanya	b ɾ ɪ t̪ aː ɲ ɐ
Brookside	b ɾ u k s a ɪ̯ d̪
Broqueza	b ɾ o x ɛː s ɐ
Broqueza	b ɾ o x ɛː z ɐ
Brosas	b ɾ oː s ɐ s
Brunay	b ɾ ʊ n̪ a ɪ̯
Brunayuki	b ɾ ʊ n̪ ɐ j uː x ɪ
Brunei	b ɾ ʊ n̪ a ɪ̯
Bruneiyuki	b ɾ ʊ n̪ ɐ j uː x ɪ
Bruselas	b ɾ ʊ s ɛː l ɐ s
Buan	b uː w ɐ n̪
Bucad	b uː x ɐ d̪̚
Bucal	b ʊ x a l
Bucay	b uː x a ɪ̯
Bucloc	b ʊ k l o k̚
Buda	b uː d̪ ɐ
Budismo	b ʊ d̪ i s m o
Budista	b ʊ d̪ i s t̪ ɐ
Buenafe	b w ɛː n̪ ɐ f ɛ
Buenafe	b w ɛː n̪ ɐ p ɛ
Buenaflor	b w ɛ n̪ ɐ f l o ɾ
Buenaflor	b w ɛ n̪ ɐ p l o ɾ
Buenaventura	b w ɛː n̪ ɐ b ɛ n̪ t̪ uː ɾ ɐ
Buenaventura	b w ɛː n̪ ɐ v ɛ n̪ t̪ uː ɾ ɐ
Buenavista	b w ɛ n̪ ɐ b i s t̪ ɐ
Buenavista	b w ɛ n̪ ɐ v i s t̪ ɐ
Buencamino	b w ɛ ŋ k ɐ m iː n̪ o
Buendia	b w ɛ n̪ d̪ iː j ɐ
Bueno	b w ɛː n̪ o
Buenviaje	b w ɛ m b j aː h ɛ
Buenviaje	b w ɛ m v j aː h ɛ
Bugallon	b ʊ ɣ ɐ l j o n̪
Bugarin	b ʊ ɣ ɐ ɾ ɪ n̪
Bugasong	b ʊ ɣ aː s o ŋ
Bugtong	b ʊ ɡ t̪ o ŋ
Buguey	b ʊ ɣ e ɪ̯
Buguias	b ʊ ɡ j a s
Buhain	b ʊ h aː ʔ ɪ n̪
Buhatin	b ʊ h aː t̪ ɪ n̪
Buhi	b ʊ h ɪ ʔ
Bukal	b ʊ x a l
Bukidnon	b ʊ x ɪ d̪ n̪ o n̪
Bula	b ʊ l a ʔ
Bulacan	b ʊ l ɐ x a n̪
Bulakan	b ʊ l ɐ x a n̪
Bulakenyo	b ʊ l ɐ x ɛ n̪ j o
Bulakenyo	b ʊ l ɐ x ɛː ɲ o
Bulalacao	b ʊ l ɐ l aː x a ʊ̯
Bulalayao	b ʊ l ɐ l aː j a ʊ̯
Bulan	b uː l ɐ n̪
Bulanhagui	b ʊ l ɐ n̪ h aː ɣ ɪ
Bulgaro	b ʊ l ɡ ɐ ɾ o
Bulgarya	b ʊ l ɡ a ɾ j ɐ
Bulihan	b ʊ l ɪ h a n̪
Buluan	b ʊ l uː ʔ ɐ n̪
Bumanglag	b ʊ m ɐ n̪ l a ɡ̚
Bumanlag	b ʊ m ɐ n̪ l a ɡ̚
Bumbay	b ʊ m b a ɪ̯
Bunag	b uː n̪ ɐ ɡ̚
Bunawan	b ʊ n̪ aː w ɐ n̪
Bunlay	b ʊ n̪ l a ɪ̯
Bunye	b u n̪ j ɛ
Bunye	b uː ɲ ɛ
Bunyi	b u n̪ j ɪ
Bunyi	b uː ɲ ɪ
Buquid	b uː x ɪ d̪̚
Burgos	b u ɾ ɡ o s
Burias	b ʊ ɾ j a s
Burma	b u ɾ m ɐ
Burnham	b ə ɹ n̪ h ɐ m
Buruanga	b ʊ ɾ w a ŋ ɡ ɐ
Burundi	b ʊ ɾ u n̪ d̪ ɪ
Bustamante	b ʊ s t̪ ɐ m a n̪ t̪ ɛ
Bustos	b ʊ s t̪ o s
Butac	b uː t̪ ɐ k̚
Butchoy	b ʊ t t͡ʃ o ɪ̯
Butchoy	b ʊ t̪ s o ɪ̯
Buting	b uː t̪ ɪ ŋ
Butuan	b u t̪ w ɐ n̪
Butuan	b ʊ t̪ uː ʔ ɐ n̪
Butuan	b ʊ t̪ w a n̪
Byetnam	b j ɛ t̪ n̪ a m
C	k
C	s
C	s ɛ
C	s ɪ
CAMANAVA	k ɐ m ɐ n̪ aː b ɐ
CAMANAVA	k ɐ m ɐ n̪ aː v ɐ
CH	s
CH	s ɛ
CH	t̪ s
CH	t͡s ɛ
CH	t͡ʃ
CH	t͡ʃ ɛ
COMELEC	k oː m ɛ l ɛ k̚
CPP	s iː p ɪ p ɪ
Cabadbaran	k ɐ b ɐ d̪ b ɐ ɾ a n̪
Cabagay	k ɐ b aː ɣ a ɪ̯
Cabahug	k ɐ b aː h ʊ ɡ̚
Caballero	k ɐ b ɐ l j ɛː ɾ o
Caballeros	k ɐ b ɐ l j ɛː ɾ o s
Cabanalan	k ɐ b ɐ n̪ aː l ɐ n̪
Cabanatuan	k ɐ b ɐ n̪ ɐ t̪ uː ʔ ɐ n̪
Cabangbang	k ɐ b ɐ m b a ŋ
Cabanglasan	k ɐ b ɐ n̪ l ɐ s a n̪
Cabangon	k ɐ b aː ŋ o n̪
Cabasag	k ɐ b aː s ɐ ɡ̚
Cabatuan	k ɐ b ɐ t̪ uː ʔ ɐ n̪
Cabiao	k ɐ b j a ʊ̯
Cabiling	k ɐ b iː l ɪ ŋ
Cabral	k ɐ b ɾ a l
Cabrera	k ɐ b ɾ ɛː ɾ ɐ
Cabrillos	k ɐ b ɾ i l j o s
