AFI	a f i
acorar	a k o ɾ a ɾ
acordanza	a k o ɾ d a n s a
acordanza	a k o ɾ d a n θ a
acordo	a k o ɾ d o
acordo	a k ɔ ɾ d o
acoro	a k o ɾ o
acostumar	a k o s t u m a ɾ
acotío	a k o t i o̝
acougar	a k o w ɣ a ɾ
acreditar	a k ɾ ɛ d i t a ɾ
acredite	a k ɾ ɛ d i t e
activamente	a k t i b a m e n t e
activista	a k t i b i s t a
actor	a t t o ɾ
actriz	a t t ɾ i θ
actuación	a k t w a s j o ŋ
actuación	a k t w a θ j o ŋ
actual	a k t u a l
actualidade	a k t w a l i d a d e
actualmente	a k t u a l m e n t e
acubillar	a k u β i ʎ a ɾ
acubillo	a k u b i ɟ o
acumulación	a k u m u l a s j o ŋ
acumulación	a k u m u l a θ j o ŋ
acumular	a k u m u l a ɾ
acupuntura	a k u p u n t u ɾ a
acusación	a k u s a s j o ŋ
acusación	a k u s a θ j o ŋ
acuático	a k w a t i k o
acá	a k a
acó	a k o
adala	a ð a l a̝
adaptabilidade	a d a p t a b i l i d a d e
adaptar	a d a p t a ɾ
adapto	a d a p t o
adega	a d ɛ ħ a
adega	a d ɛ ɡ a
aderezo	a d e ɾ e s o
aderezo	a d e ɾ e θ o
adicción	a d i k s j o ŋ
adicción	a d i k θ j o ŋ
adicional	a d i s j o n a l
adicional	a d i θ j o n a l
adicionalmente	a d i s j o n a l m e n t e
adicionalmente	a d i θ j o n a l m e n t e
aditar	a d i t a ɾ
adiviñar	a ð i β i ɲ a ɾ
adiñeirado	a d i ɲ e j ɾ a d o
administración	a d m i n i s t ɾ a s j o ŋ
administración	a d m i n i s t ɾ a θ j o ŋ
admiración	a d m i ɾ a s j o ŋ
admiración	a d m i ɾ a θ j o ŋ
admitiu	a d m i t i w
adobar	a ð o β a ɾ
adobe	a d ɔ b e
adobo	a ð o β o̝
adoito	a ð o j t o̝
adoptar	ɐ ð ɔ p t a ɾ
adoración	a d o ɾ a s j o ŋ
adoración	a d o ɾ a θ j o ŋ
adormentar	a ð o ɾ m e n t a ɾ
adormentar	a ð o ɾ m ɛ n t a ɾ
adormiñar	a d o ɾ m i ɲ a ɾ
adquirir	a d k i ɾ i ɾ
adra	a ð ɾ a̝
adrede	a ð ɾ e ð e̝
adro	a ð ɾ o̝
adscrito	a d s k ɾ i t o
aduanada	a ð w a n a ð a̝
adubo	a ð u β o̝
aduciu	a d u s i w
aduciu	a d u θ i w
adufe	a d u f e
adulto	a d u l t o
adurmiñar	a d u ɾ m i ɲ a ɾ
aduziu	a d u s i w
aduziu	a d u θ i w
advento	a d b e n t o̝
advento	a d b ɛ n t o̝
adverbial	a d b ɛ ɾ b j a l
adúltero	a d u l t e ɾ o
aeroliña	a ɛ ɾ ɔ l i ɲ a
aeroporto	a ɛ ɾ ɔ p o ɾ t ʊ
aeródromo	a ɛ ɾ ɔ d ɾ o m o
afagar	a f a ɣ a ɾ
afalar	a f a l a ɾ
afastar	a f a s t a ɾ
afeitar	a f e j t a ɾ
aferretar	a f e r e t a ɾ
aferventar	a f e ɾ β e n t a ɾ
afervoar	a f e ɾ b o a ɾ
afiar	a f i a ɾ
aficar	a f i k a ɾ
afillado	a f i ɟ a d o
afinar	a f i n a ɾ
afinidade	a f i n i d a d e
afirmar	a f i ɾ m a ɾ
afixación	a f i k s a s j o ŋ
afixación	a f i k s a θ j o ŋ
afondar	a f o n d a ɾ
aformigar	a f o ɾ m i ɣ a ɾ
aforrar	a f o r a ɾ
afreitas	a f ɾ e j t a̝ s
africano	a f ɾ i k a n o
afta	a f t a
afuar	a f u a ɾ
afumar	a f u m a ɾ
afundir	a f u n d i ɾ
afungar	a f u ŋ ɡ a ɾ
afán	a f a ŋ
afín	a f i ŋ
agaitar	a ɣ a j t a ɾ
aganar	a ħ a n a ɾ
aganar	a ɡ a n a ɾ
agarimar	a ɣ a ɾ i m a ɾ
agarimo	a ħ a ɾ i m o
agarimo	a ɡ a ɾ i m o
agarrar	a ħ a r a ɾ
agarrar	a ɡ a r a ɾ
agasallar	a ħ a s a ɟ a ɾ
agasallar	a ɡ a s a ɟ a ɾ
agasallo	a ħ a s a ɟ o
agasallo	a ɡ a s a ɟ o
agatuñar	ɡ a t u ɲ a ɾ
agochar	a ɣ o t͡ʃ a ɾ
agoireiro	a ɣ o j ɾ e j ɾ o̝
agora	a ħ o ɾ a
agora	a ɡ o ɾ a
agosto	a ħ o s t o
agosto	a ɡ o s t o
agra	a ɣ ɾ a̝
agro	a ɣ ɾ o̝
agromar	a ɣ ɾ o m a ɾ
agruñeiro	a ɣ ɾ u ɲ e j ɾ o̝
agruño	a ħ ɾ u ɲ o
agruño	a ɡ ɾ u ɲ o
agua	a ħ w a
agua	a ɡ w a
aguacate	a ħ w a k a t e
aguacate	a ɡ w a k a t e
aguacil	a ħ w a s i l
aguacil	a ħ w a θ i l
aguacil	a ɡ w a θ i l
aguante	a ħ w a n t e
aguante	a ɡ w a n t e
agudo	a ħ u d o
agudo	a ɡ u d o
aguia	a ħ j a
aguia	a ɡ j a
aguillada	a ɡ i ʎ a ð a̝
aguillar	a ɣ i ʎ a ɾ
aguilloar	a ɣ i ʎ o a ɾ
aguillón	a ɡ i ʎ o ŋ
aguisar	a ɣ i s a ɾ
agulla	a ħ u ɟ a
agulla	a ɡ u ɟ a
agulleiro	a ħ u ɟ e j ɾ o
agulleiro	a ɡ u ɟ e j ɾ o
agulletar	a ɣ u ʎ e t a ɾ
agás	a ħ a s
agás	a ɡ a s
aire	a j ɾ e
airiño	a j ɾ i ɲ o
aixada	a j ʃ a d a
aixola	a j ʃ ɔ l a
alabarar	a l a β a ɾ a ɾ
alabardada	a l a b a ɾ d a d a
alalá	a l a l a
alameda	a l a m e d a
alarbio	a l a ɾ b j o
alarido	a l a ɾ i d o
albacora	a l b a k ɔ ɾ a
albanel	a l b a n ɛ l
albar	a l β a ɾ
albarda	a l b a ɾ d a
albardar	a l b a ɾ d a ɾ
albaricoque	a l b a ɾ i k ɔ k e
albariño	a l b a ɾ i ɲ o
albaroque	a l b a ɾ ɔ k e
albatros	a l b a t ɾ o s
albedro	a l b e d ɾ o
albeiro	a l b e j ɾ o
albelo	a l b ɛ l o
albergue	a l b ɛ ɾ ħ e
albergue	a l b ɛ ɾ ɡ e
albiscar	a l β i s k a ɾ
alboio	a l β o j o
alboio	a l β ɔ j o
albor	a l β o ɾ
albó	a l β o̝
alcachofa	a l k a t͡ʃ o f a
alcachofra	a l k a t͡ʃ o f ɾ a
alcacén	a l k a θ ɛ ŋ
alcaiote	a l k a j ɔ t e
alcalde	a l k a l d e
alcalinidade	a l k a l i n i d a d e
alcanzar	a l k a n s a ɾ
alcanzar	a l k a n θ a ɾ
alcatifa	a l k a t i f a
alcatrán	a l k a t ɾ a ŋ
alcipreste	a l s i p ɾ ɛ s t e
alcipreste	a l θ i p ɾ ɛ s t e
alcouce	a l k o w θ e̝
alcrique	a l k ɾ i k e̝
alcuñar	a l k u ɲ a ɾ
alcácer	a l k a s ɛ ɾ
aldea	a l d e a
aldraxe	a l d ɾ a ʃ e
alegre	a l ɛ ħ ɾ e
alegre	a l ɛ ɡ ɾ e
alegría	a l e ħ ɾ i a
alegría	a l e ɡ ɾ i a
aleitar	a l e j t a ɾ
aleixar	a l e j ʃ a ɾ
alemán	a l e m a ŋ
aleta	a l e t a
alfaia	a l f a j a
alfar	a l f a ɾ
alfarroba	a l f a r o b a
alfiestra	a l f i ɛ s t ɾ a̝
alfil	a l f i l
alfinete	a l f i n e t e
alfinetes	a l f i n e t e s
alfombra	a l f o m b ɾ a
alfombrar	a l f o m b ɾ a ɾ
alga	a l ħ a
alga	a l ɡ a
algaria	a l ħ a ɾ j a̝
algaria	a l ɣ a ɾ j a̝
algodón	a l ħ o d o ŋ
algodón	a l ɡ o d o ŋ
algodóns	a l ħ o d ɔ ŋ s
algodóns	a l ɡ o d ɔ ŋ s
algunha	a l ħ u ŋ a
algunha	a l ɡ u ŋ a
algures	a l ɡ u ɾ e s
alguén	a l ħ ɛ ŋ
alguén	a l ɡ ɛ ŋ
algúns	a l ɣ u ŋ s
alicerce	a l i s ɛ ɾ s e
alicerce	a l i θ ɛ ɾ θ e
alifafe	a l i f a f e
alimentación	a l i m e n t a s j o ŋ
alimentación	a l i m e n t a θ j o ŋ
alimentación	a l i m ɛ n t a s j o ŋ
alimentación	a l i m ɛ n t a θ j o ŋ
alimentar	a l i m e n t a ɾ
alimentar	a l i m ɛ n t a ɾ
alistado	a l i s t a d o
aliteración	a l i t e ɾ a s j o ŋ
aliteración	a l i t e ɾ a θ j o ŋ
aliviar	a l i β j a ɾ
allada	a ʎ a ð a̝
allear	a ʎ e a ɾ
allo	a ɟ o
alma	a l m a
alma	j a l m a
almadraque	a l m a d ɾ a k e
almallo	a l m a ʎ o̝
almanaque	a l m a n a k e
almirante	a l m i ɾ a n t e
almofada	a l m o f a d a
almorzar	a l m o ɾ s a ɾ
almorzar	a l m o ɾ θ a ɾ
almorzo	a l m o ɾ s o
almorzo	a l m o ɾ θ o
almorzo	a l m ɔ ɾ s o
almorzo	a l m ɔ ɾ θ o
almucela	a l m u θ ɛ l a̝
alor	a l ɔ ɾ
aloumiñar	a l o w m i ɲ a ɾ
aloumiñeiro	a l o w m i ɲ e j ɾ o
aloumiño	a l o w m i ɲ o
alpendre	a l p e n d ɾ e
alpendre	a l p ɛ n d ɾ e
alpestre	a l p ɛ s t ɾ e
alporizar	a l p o ɾ i s a ɾ
alporizar	a l p o ɾ i θ a ɾ
alquimista	a l k i m i s t a
alroto	a l r o t o̝
alta	a l t a
altar	a l t a ɾ
alteración	a l t e ɾ a s j o ŋ
alteración	a l t e ɾ a θ j o ŋ
alto	a l t o
alucinación	a l u s i n a s j o ŋ
alucinación	a l u θ i n a θ j o ŋ
alucinar	a l u s i n a ɾ
alucinar	a l u θ i n a ɾ
alugar	a l u ɣ a ɾ
alugueiro	a l u ħ e j ɾ o
alugueiro	a l u ɡ e j ɾ o
aluguer	a l u ħ ɛ ɾ
aluguer	a l u ɡ ɛ ɾ
alumear	a l u m e a ɾ
aluscar	a l u s k a ɾ
alustrar	a l u s t ɾ a ɾ
alustro	a l u s t ɾ o̝
alvariza	a l b a ɾ i s a
alvariza	a l b a ɾ i θ a
alverxón	a l β̞ e ɾ ʃ o ŋ
alxaba	a l ʃ a b a
alxibe	a l ʃ i b e
alxofre	a l ʃ o f ɾ e
alxofre	a l ʃ ɔ f ɾ e
alzar	a l s a ɾ
alzar	a l θ a ɾ
alá	a l a
alén	a l ɛ ŋ
alí	a l i
alínea	a l i n e a
aló	a l o
ama	a m a
amades	a m a d e s
amalloar	a m a ʎ o a ɾ
amamos	a m a m o s
amantar	a m a n t a ɾ
amante	a m a n t e
amaravallar	a m a ɾ a β a ʎ a ɾ
amarela	a m ɐ ɾ ɛ l ɐ
amarelas	a m a ɾ ɛ l a s
amarelo	a m a ɾ ɛ l o
amarelos	a m a ɾ ɛ l o s
amarga	a m a ɾ ħ a
amarga	a m a ɾ ɡ a
amargo	a m a ɾ ħ o
amargo	a m a ɾ ɡ o
amargoso	a m a ɾ ħ o s o
amargoso	a m a ɾ ɡ o s o
amata	a m a t a
amañar	a m a ɲ a ɾ
ambiciosamente	a m b i s j o s a m e n t e
ambiciosamente	a m b i θ j o s a m e n t e
ambición	a m b i s j o ŋ
ambición	a m b i θ j o ŋ
ambiente	a m b j ɛ n t e
ambiguo	a m b i ħ w o
ambiguo	a m b i ɡ w o
ambos	a m b o s
ambroesa	a m b ɾ o e s a̝
ambroesa	a m b ɾ u e s a̝
ambulancia	a m b u l a n s j a
ambulancia	a m b u l a n θ j a
ameaza	a m e a s a
ameaza	a m e a θ a
amecer	a m e θ e ɾ
ameixa	a m e j ʃ a
ameixeira	a m e j ʃ e j ɾ a̝
amencer	a m e n s e ɾ
amencer	a m e n θ e ɾ
amencida	a m e n s i d a
amencida	a m e n θ i d a
americano	a m ɛ ɾ i k a n o
ameter	a m e t e ɾ
ametista	a m e t i s t a
amieiro	a m i e j ɾ o̝
amiga	a m i ħ a
amiga	a m i ɡ a
amigdalite	a m i ħ d a l i t e
amigdalite	a m i ɡ d a l i t e
amigo	a m i ħ o
amigo	a m i ɡ o
amigos	a m i ħ o s
amigos	a m i ɡ o s
amiguiño	a m i ɣ i ɲ o̝
amirolo	a m i ɾ ɔ l o̝
amizade	a m i θ a ð e̝
amo	a m o
amodo	a m ɔ ð o̝
amoestar	a m o ɛ s t a ɾ
amolar	a m o l a ɾ
amolecer	a m o l e s e ɾ
amolecer	a m o l e θ e ɾ
amolegar	a m o l e ɣ a ɾ
amolentar	a m o l e n t a ɾ
amor	a m o ɾ
amora	a m ɔ ɾ a̝
amorogo	a m o ɾ o ɡ o̝
amosegar	a m o s e ɣ a ɾ
amoucar	a m o w k a ɾ
amoxetar	a m o ʃ e t a ɾ
amoxo	a m o ʃ o
amplifica	a m p l i f i k a
amplificada	a m p l i f i k a d a
améndoa	a m e n d o a
amígdala	a m i ħ d a l a
amígdala	a m i ɡ d a l a
anaco	a n a k o
anafil	a n a f i l
anal	a n a l
anano	a n a n o
anarquista	a n a ɾ k i s t a
anarquistas	a n a ɾ k i s t a s
anarquía	a n a ɾ k i a
anatomía	a n a t o m i a
anazar	a n a θ a ɾ
anca	a ŋ k a̝
anchear	a n t͡ʃ e a ɾ
ancho	a n t͡ʃ o
ancián	a n s j a ŋ
ancián	a n θ j a ŋ
anciño	a n θ i ɲ o̝
ancoradoiro	a ŋ k o ɾ a ð o j ɾ o̝
anda	a n d a
andaina	a n d a j n a̝
andamos	a n d a m o s
andar	a n d a ɾ
andas	a n d a s
andoriña	a n d o ɾ i ɲ a
anduriña	a n d u ɾ i ɲ a
anello	a n e ɟ o
anestesiar	a n e s t ɛ s j a ɾ
anfibio	a n f i b j o
anga	a ŋ k a̝
anga	a ŋ ɡ a̝
angarela	a ŋ ɡ a ɾ e l a̝
angarellas	a ŋ ɡ a ɾ e ʎ a̝ s
angazo	a ŋ ɡ a θ o̝
angosto	a ŋ ħ o s t o
angosto	a ŋ ɡ o s t o
angueira	a ŋ ɡ e j ɾ a̝
angular	a ŋ ħ u l a ɾ
angular	a ŋ ɡ u l a ɾ
anguria	a ŋ ɡ u ɾ j a̝
anguía	a ŋ ħ i a
anguía	a ŋ ɡ i a
animal	a n i m a l
animosidade	a n i m o s i d a d e
aninovo	a n i n ɔ β o̝
aniversario	a n i b e ɾ s a ɾ j o
anllar	a n ʎ a ɾ
ano	a n o
anoxar	a n o ʃ a ɾ
anta	a n t a
antecesor	a n t e s e s o ɾ
antecesor	a n t e θ e s o ɾ
antepeito	a n t e p e j t o̝
antes	a n t e s
antigo	a n t i ħ o
antigo	a n t i ɡ o
antitético	a n t i t ɛ t i k o
antivirus	a n t i b i ɾ u s
antollo	a n t o ɟ o
anual	a n u a l
anubrar	a n u β ɾ a ɾ
anxo	a n ʃ o
anzois	a n s ɔ j s
anzois	a n θ ɔ j s
anzol	a n s ɔ l
anzol	a n θ ɔ l
anárquico	a n a ɾ k i k o
anónimo	a n ɔ n i m o
ao	ɔ
aos	ɔ s
apalpar	a p a l p a ɾ
apancar	a p a ŋ k a ɾ
aparato	a p a ɾ a t o
aparcadoiro	a p a ɾ k a ð o j ɾ o̝
aparcar	a p a ɾ k a ɾ
aparellar	a p a r e ʎ a ɾ
aparello	a p a ɾ e ɟ o
aparelloa	a p a ɾ e ʎ o a̝
apartado	a p a ɾ t a d o
aparvar	a p a ɾ β a ɾ
apatía	a p a t i a
apañar	a p a ɲ a ɾ
apegar	a p e ɣ a ɾ
apeiro	a p e j ɾ o̝
apeladoira	a p e l a ð o j ɾ a̝
apelido	a p e l i d o
apicultor	a p i k u l t o ɾ
aplicado	a p l i k a d o
aplicar	a p l i k a ɾ
apocalipse	a p o k a l i p s e̝
apodrecer	a p o ð ɾ e s e ɾ
apodrecer	a p o ð ɾ e θ e ɾ
apodrentar	a p o d ɾ e n t a ɾ
apostar	a p o s t a ɾ
apoupada	a p o w p a d a
apoupadas	a p o w p a d a s
apoupado	a p o w p a d o
apoupados	a p o w p a d o s
apoupar	a p o w p a ɾ
apoupei	a p o w p e j
apoupo	a p o w p o
apremer	a p ɾ e m e ɾ
aprender	a p ɾ e n d e ɾ
aprendiz	a p ɾ e n d i s
aprendiz	a p ɾ e n d i θ
apropiación	a p ɾ ɔ p j a s j o ŋ
apropiación	a p ɾ ɔ p j a θ j o ŋ
apupada	a p u p a d a
apupadas	a p u p a d a s
apupado	a p u p a d o
apupados	a p u p a d o s
apupar	a p u p a ɾ
apócope	a p ɔ k o p e
apócopes	a p ɔ k o p e s
apóstolo	a p ɔ s t ɔ l o
aque	a k e
aquel	a k e l
aquelas	a k ɛ l ɐ s
aqueles	a k e l ɪ s
aquén	a k e ŋ
aquí	a k i
ar	a ɾ
ara	a ɾ a
arado	a ɾ a ð o̝
arame	a ɾ a m e
arameña	a ɾ a m e ɲ a
aramio	a ɾ a m j o̝
arancel	a ɾ a n s ɛ l
arancel	a ɾ a n θ ɛ l
arando	a ɾ a n d o̝
arangaño	a ɾ a ŋ ɡ a ɲ o̝
arangaños	a ɾ a ŋ ɡ a ɲ o̝ s
araña	a ɾ a ɲ a̝
arañeira	a ɾ a ɲ e j ɾ a̝
arbitra	a ɾ b i t ɾ a
arbitrar	a ɾ b i t ɾ a ɾ
arbitrem	a ɾ b i t ɾ e m
arca	a ɾ k a
arcabuz	a ɾ k a b u s
arcabuz	a ɾ k a b u θ
arcano	a ɾ k a n o
arcediago	a ɾ s e d j a ħ o
arcediago	a ɾ θ e d j a ħ o
arcediago	a ɾ θ e d j a ɡ o
arciprestado	a ɾ θ i p ɾ ɛ s t a ð o̝
arcipreste	a ɾ s i p ɾ ɛ s t e
arcipreste	a ɾ θ i p ɾ ɛ s t e
arco	a ɾ k o
ardentía	a ɾ ð e n t i ɐ
ardora	a ɾ ð ɔ ɾ ɐ
arduo	a ɾ d w o
area	a ɾ e a
areal	a ɾ e a l
areixa	a ɾ ɛ j ʃ a̝
arena	a ɾ e n a
arenga	a ɾ e ŋ ħ a
arenga	a ɾ e ŋ ɡ a
arengue	a ɾ e ŋ ħ e
arengue	a ɾ e ŋ ɡ e
arenque	a ɾ e ŋ k e
arestora	a ɾ ɛ s t ɔ ɾ a
arfar	a ɾ f a ɾ
argallar	a ɾ ɣ a ʎ a ɾ
argana	a ɾ ɣ a n a̝
argola	a ɾ ɣ ɔ l a̝
argon	a ɾ ħ o ŋ
argon	a ɾ ɡ o ŋ
argueiro	a ɾ ɣ e j ɾ o̝
argüír	a ɾ ħ u i ɾ
argüír	a ɾ ɡ u i ɾ
ariño	a ɾ i ɲ o̝
arlequín	a ɾ l e k i ŋ
arma	a ɾ m a
armacén	a r m a s̻ ɛ ŋ
armacén	a r m a θ ɛ ŋ
armadura	a ɾ m a d u ɾ a
armario	a ɾ m a ɾ j o
armaría	a r m a ɾ i a̝
armentío	a ɾ m e n t i o̝
armila	a ɾ m i l a
armisticio	a ɾ m i s t i s j o
armisticio	a ɾ m i s t i θ j o
armiño	a ɾ m i ɲ o
arnal	a ɾ n a l
arnal	a ɾ n a ʊ̯
arneiro	a ɾ n e j ɾ o̝
arnela	a ɾ n ɛ l a̝
arneste	a ɾ n e s t e̝
arpeo	a ɾ p e o
arpeu	a ɾ p e w
arpista	a ɾ p i s t a
arpón	a ɾ p o ŋ
arqueiro	a ɾ k e j ɾ o
arquipélago	a ɾ k i p ɛ l a ħ o
arquipélago	a ɾ k i p ɛ l a ɡ o
arquitecto	a ɾ k i t ɛ k t o
arquitectura	a ɾ k i t ɛ k t u ɾ a
arquivo	a ɾ k i β o̝
arranxar	a r a n ʃ a ɾ
arre	a r e̝
arrecender	a r e s e n d e ɾ
arrecender	a r e θ e n d e ɾ
arredar	a r e ð a ɾ
arrefecer	a r e f e s e ɾ
arrefecer	a r e f e θ e ɾ
arrefriar	a r e f ɾ i a ɾ
arregazar	r e ɡ a s a ɾ
arregazar	r e ɡ a θ a ɾ
arremedar	a r e m e ð a ɾ
arreo	a r e o
arrepentir	a r e p e n t i ɾ
arrepiar	a r e p j a ɾ
arrequecer	a r e k e θ e ɾ
arrequeixar	a r e k e j ʃ a ɾ
arrequentar	a r e k e n t a ɾ
arrevesado	a r e b e s a d o
arrigar	a r i ɣ a ɾ
arrimar	a r i m a ɾ
arrincar	a r i ŋ k a ɾ
arriscado	a r i s k a d o
arriscar	a r i s k a ɾ
arrizar	a r i s a ɾ
arrizar	a r i θ a ɾ
arroaz	a r o a s
arroaz	a r o a θ
arrochar	a r o t͡ʃ a ɾ
arrocheiro	a r o t͡ʃ o̝
arrocho	a r o t͡ʃ o̝
arroiar	a r o j a ɾ
arrombar	a r o m β a ɾ
arrombar	a r u m β a ɾ
arrotar	a r o t a ɾ
arroto	a r o t o̝
arroutada	a r o w t a ð a̝
arroutado	a r o w t a ð o̝
arroz	a r o s
arroz	a r o θ
arrufado	a r u f a ð o̝
arrufar	a r u f a ɾ
arruído	a r u i d o
arró	a r ɔ
arrós	a r o s
arteiro	a ɾ t e j ɾ o̝
artello	a ɾ t e ɟ o
artesa	a ɾ t e s a
articulación	a ɾ t i k u l a s j o ŋ
articulación	a ɾ t i k u l a θ j o ŋ
artificial	a ɾ t i f i s j a l
artificial	a ɾ t i f i θ j a l
artigo	a ɾ t i ɣ o̝
artista	a ɾ t i s t a
arume	a ɾ u m e̝
arxentino	a ɾ ʃ e n t i n o
arxentino	a ɾ ʃ ɛ n t i n o
arxón	a ɾ ʃ o ŋ
arzaña	a ɾ θ a ɲ a̝
arzán	a ɾ θ a ŋ
arzón	a ɾ s o ŋ
arzón	a ɾ θ o ŋ
as	a s
asa	a s a
asar	a s a ɾ
asaño	a s a ɲ o̝
ascua	a s k w a
asedio	a s ɛ d j o
asegurar	a s e ħ u ɾ a ɾ
asegurar	a s e ɡ u ɾ a ɾ
aseitar	a s e j t a ɾ
asemade	a s e m a ð e̝
asentar	a s e n t a ɾ
asexar	a s e ʃ a ɾ
asexual	a s e k s w a l
asfalto	a s f a l t o
asimila	a s i m i l a
asimilación	a s i m i l a s j o ŋ
asimilación	a s i m i l a θ j o ŋ
asimilado	a s i m i l a d o
asimilar	a s i m i l a ɾ
asinar	a s i n a ɾ
asistas	a s i s t a s
asistida	a s i s t i d a
asistiu	a s i s t i w
asmo	a s m o̝
asmo	a ɾ m o̝
asnal	a s n a l
asno	a s n o
asoar	a s o a ɾ
asoballar	a s o β a ʎ a ɾ
asociación	a s o s j a s j o ŋ
asociación	a s o θ j a θ j o ŋ
asolagar	a s o l a ɡ a ɾ
asolagar	a s u l a ɡ a ɾ
asollar	a s o ʎ a ɾ
aspersorio	a s p e ɾ s ɔ ɾ j o
aspersorios	a s p e ɾ s ɔ ɾ j o s
aspiración	a s p i ɾ a s j o ŋ
aspiración	a s p i ɾ a θ j o ŋ
assimilada	a s i m i l a d a
assimilado	a s i m i l a d o
assimilaçom	a s i m i l a s o ŋ
assimilaçom	a s i m i l a θ o ŋ
assimilação	a s i m i l a s o ŋ
assimilação	a s i m i l a θ o ŋ
assistas	a s i s t a s
assistiu	a s i s t i w
associaçom	a s o s j a s o ŋ
associaçom	a s o θ j a θ o ŋ
astrofísica	a s t ɾ o f i s i k a
astrofísico	a s t ɾ o f i s i k o
astronomía	a s t ɾ o n o m i a
astroso	a s t ɾ o s o̝
astucia	a s t u s j a
astucia	a s t u θ j a
asubiar	a s u β i a ɾ
asunción	a s u n s j o ŋ
asunción	a s u n θ j o ŋ
asunto	a s u n t o
ata	a t a
atafal	a t a f a l
atalaia	a t a l a j a
atanguer	a t a ŋ ɡ e ɾ
atar	a t a ɾ
ataviar	a t a b i a ɾ
atavío	a t a b i o
ataúde	a t a u d e
ateigar	a t e j ɣ a ɾ
atención	a t e n s j o ŋ
atención	a t e n θ j o ŋ
ateo	a t e o
ateísmo	a t e i s m o
atinxir	a t i ŋ ʃ i ɾ
atmosférico	a t m o s f ɛ ɾ i k o
atoar	a t o a ɾ
atol	a t ɔ l
atolar	a t o l a ɾ
atopar	a t o p a ɾ
atracción	a t ɾ a k s j o ŋ
atracción	a t ɾ a k θ j o ŋ
atrapallar	a t ɾ a p a ʎ a ɾ
atroz	a t ɾ ɔ s
atroz	a t ɾ ɔ θ
atrás	a t ɾ a s
atuar	a t u a ɾ
atufado	a t u f a ð o̝
aturar	a t u ɾ a ɾ
aturuxar	a t u ɾ u ʃ a ɾ
aturuxo	a t u ɾ u ʃ o̝
atuír	a t u i ɾ
atún	a t u ŋ
audición	a w d i s j o ŋ
audición	a w d i θ j o ŋ
audiovisual	a w d j o b i s w a l
auga	a w ħ a
auga	a w ɡ a
augardente	a w ɣ a ɾ ð ɛ n t e̝
ausencia	a w s e n s j a
ausencia	a w s e n θ j a
ausencia	a w s ɛ n s j a
ausencia	a w s ɛ n θ j a
australiano	a w s t ɾ a l j ɐ n ʊ
autenticidade	a w t ɛ n t i s i d a d e
autenticidade	a w t ɛ n t i θ i d a d e
autismo	a w t i s m o
automaticamente	a w t o m a t i k a m e n t e
automutilación	a w t o m u t i l a s j o ŋ
automutilación	a w t o m u t i l a θ j o ŋ
automático	a w t o m a t i k o
automóbil	a w t o m ɔ b i l
autonomía	a w t o n o m i a
autor	a w t o ɾ
autoridade	a w t o ɾ i d a d e
autoría	a w t o ɾ i a
auténtico	a w t e n t i k o
auténtico	a w t ɛ n t i k o
avangarda	a b a ŋ ħ a ɾ d a
avangarda	a b a ŋ ɡ a ɾ d a
avea	a β e a̝
avenida	a b e n i d a
aversión	a b e ɾ s j o ŋ
avesada	a β e s a ð a̝
avesar	a β e s a ɾ
avesedo	a β e s e ð o̝
aveso	a b e s o
aveso	a b ɛ s o
avesío	a β e s i o̝
avinza	a β i n θ a̝
avión	a b j o ŋ
avoa	a b o a
avoengo	a β o e ŋ ɡ o̝
avó	a b o
axaneirar	a ʃ a n e j ɾ a ɾ
axar	a ʃ a ɾ
axear	a ʃ e a ɾ
axencia	a ʃ e n s j a
axencia	a ʃ e n θ j a
axencia	a ʃ ɛ n s j a
axencia	a ʃ ɛ n θ j a
axente	a ʃ e n t e
axente	a ʃ ɛ n t e
axigantar	a ʃ i ħ a n t a ɾ
axigantar	a ʃ i ɡ a n t a ɾ
axir	a ʃ i ɾ
axirxilar	a ʃ i ɾ ʃ i l a ɾ
axiu	a ʃ i w
axiña	a ʃ i ɲ a
axotar	a ʃ o t a ɾ
axudar	a ʃ u d a ɾ
axustable	a ʃ u s t a b l e
aza	a θ a
azafranada	a s a f ɾ a n a d a
azafranada	a θ a f ɾ a n a d a
azaí	a s a i
azaí	a θ a i
azo	a s o̝
azo	a θ o̝
azor	a s o ɾ
azor	a θ o ɾ
azoso	a s o s o
azoso	a θ o s o
azougue	a s o w ɣ e̝
azougue	a θ o w ɣ e̝
azouta	a s o w t a
azouta	a θ o w t a
azucre	a s u k ɾ e
azucre	a θ u k ɾ e
azul	a s u l
azul	a θ u l
azumbre	a s u m b ɾ e
azumbre	a θ u m b ɾ e
açom	a s o ŋ
açom	a θ o ŋ
ação	a s o ŋ
ação	a θ o ŋ
aérea	a ɛ ɾ e a
aéreo	a ɛ ɾ e o
año	a ɲ o
baba	b a b a
baballa	b a b a ɟ a
babar	b a b a ɾ
babuxa	b a b u ʃ a
bacallau	b a k a ɟ a w
bacelo	b a θ e l o̝
bacelo	b a θ ɛ l o̝
bacento	b a s e n t o
bacento	b a θ e n t o
bacieiro	b a s i e j ɾ o̝
bacieiro	b a θ i e j ɾ o̝
bacinete	b a θ i n e t e̝
bacorelo	b a k o ɾ ɛ l o̝
bacoriño	b a k o ɾ i ɲ o̝
bacía	b a s i a
bacía	b a θ i a
bacío	b a s i o̝
