A	ʔ aː ˧˧
Long Thụ	l a w ŋ͡m ˧˧ tʰ u ˧˨ ʔ
Long Đất	l a w ŋ͡m ˧˧ ʔ ɗ ə t̚ ˧˦
Luân	l w ə n ˧˧
Luân Đôn	l w ə n ˧˧ ʔ ɗ o n ˧˧
Luận	l w ə n ˧˨ ʔ
Luận Ngữ	l w ə n ˧˨ ʔ ŋ ɨ ˦ˀ˥
Làng Gốm Bát Tràng	l aː ŋ ˨˩ ɣ o m ˧˦ ʔ ɓ aː t̚ ˧˦ t͡ɕ aː ŋ ˨˩
Lào	l aː w ˨˩
Lào Cai	l aː w ˨˩ k aː j ˧˧
Lá cờ lấp lánh ánh sao	l aː ˧˦ k əː ˨˩ l ə p̚ ˧˦ l a j ŋ̟ ˧˦ ʔ a j ŋ̟ ˧˦ s aː w ˧˧
Lâm	l ə m ˧˧
Lâm An	l ə m ˧˧ ʔ aː n ˧˧
Lâm Cung Thánh Mẫu	l ə m ˧˧ k ʊ w ŋ͡m ˧˧ tʰ a j ŋ̟ ˧˦ m ə w ˦ˀ˥
Lâm Viên	l ə m ˧˧ v i ə n ˧˧
Lâm Đồng	l ə m ˧˧ ʔ ɗ ə w ŋ͡m ˨˩
Lâm Ấp	l ə m ˧˧ ʔ ə p̚ ˧˦
Lân	l ə n ˧˧
Lã	l aː ˦ˀ˥
Lã Phụng Tiên	l aː ˦ˀ˥ f ʊ w ŋ͡m ˧˨ ʔ t i ə n ˧˧
Lãnh thổ Bắc	l a j ŋ̟ ˦ˀ˥ tʰ o ˧˩ ʔ ɓ a k̚ ˧˦
Lãnh thổ Bắc Úc	l a j ŋ̟ ˦ˀ˥ tʰ o ˧˩ ʔ ɓ a k̚ ˧˦ ʔ ʊ w k͡p̚ ˧˦
Lãnh thổ Thủ đô Úc	l a j ŋ̟ ˦ˀ˥ tʰ o ˧˩ tʰ u ˧˩ ʔ ɗ o ˧˧ ʔ ʊ w k͡p̚ ˧˦
Lão Tử	l aː w ˦ˀ˥ t ɨ ˧˩
Lão giáo	l aː w ˦ˀ˥ z aː w ˧˦
Lí	l i ˧˦
Lô Lô	l o ˧˧ l o ˧˧
Lôrensô	l o ˧˧ z ɛ n ˧˧ s o ˧˧
Lôrensô	l o ˧˧ ɹ ɛ n ˧˧ s o ˧˧
Lõi Quỷ	l ɔ j ˦ˀ˥ k w i ˧˩
Lĩnh	l ï ŋ ˦ˀ˥
Lĩnh Nam	l ï ŋ ˦ˀ˥ n aː m ˧˧
Lạc	l aː k̚ ˧˨ ʔ
Lạc Long Quân	l aː k̚ ˧˨ ʔ l a w ŋ͡m ˧˧ k w ə n ˧˧
Lạng Sơn	l aː ŋ ˧˨ ʔ s əː n ˧˧
Lầu Năm Góc	l ə w ˨˩ n a m ˧˧ ɣ a w k͡p̚ ˧˦
Lẩu Gà Bình Thuận	l ə w ˧˩ ɣ aː ˨˩ ʔ ɓ ï ŋ ˨˩ tʰ w ə n ˧˨ ʔ
Lập	l ə p̚ ˧˨ ʔ
Lọ Lem	l ɔ ˧˨ ʔ l ɛ m ˧˧
Lốt	l o t̚ ˧˦
Lỗ	l o ˦ˀ˥
Lỗ Ma Ni	l o ˦ˀ˥ m aː ˧˧ n i ˧˧
Lộ Đức	l o ˧˨ ʔ ʔ ɗ ɨ k̚ ˧˦
Lộc	l ə w k͡p̚ ˧˨ ʔ
Lợi	l əː j ˧˨ ʔ
Lục	l ʊ w k͡p̚ ˧˨ ʔ
Lục Cung Thánh Mẫu	l ʊ w k͡p̚ ˧˨ ʔ k ʊ w ŋ͡m ˧˧ tʰ a j ŋ̟ ˧˦ m ə w ˦ˀ˥
MC	ʔ ɛ m ˧˧ s i ˧˧
MTDTGPMNVN	m a t̚ ˧˨ ʔ t͡ɕ ə n ˧˨ ʔ z ə n ˧˧ t ə w k͡p̚ ˧˨ ʔ z aː j ˧˩ f a w ŋ͡m ˧˦ m i ə n ˨˩ n aː m ˧˧ v i ə t̚ ˧˨ ʔ n aː m ˧˧
Mai	m aː j ˧˧
Man Đần	m aː n ˧˧ ʔ ɗ ə n ˨˩
Manila	m aː ˧˧ n i ˧˧ l aː ˧˧
Maroc	m aː ˧˧ z ə w k͡p̚ ˧˦
Maroc	m aː ˧˧ ɹ ə w k͡p̚ ˧˦
Martinô	m aː ˧˧ t i n ˧˧ n o ˧˧
May	m a j ˧˧
Mi	m i ˧˧
Micae	m i ˧˧ k aː ˧˧ ʔ ɛ ˧˧
Minecraft	m aː j ˧˧ k əː ˨˩ z aː p̚ ˧˦
Minecraft	m aː j ˧˧ k əː ˨˩ ɹ aː p̚ ˧˦
Minh	m ï ŋ ˧˧
Minh Trị	m ï ŋ ˧˧ t͡ɕ i ˧˨ ʔ
Minh triều	m ï ŋ ˧˧ t͡ɕ i ə w ˨˩
Miu	m i w ˧˧
Miên	m i ə n ˧˧
Miên Dương	m i ə n ˧˧ z ɨ ə ŋ ˧˧
Miêu Lật	m i ə w ˧˧ l ə t̚ ˧˨ ʔ
Miến Điện	m i ə n ˧˦ ʔ ɗ i ə n ˧˨ ʔ
Mân Đàn	m ə n ˧˧ ʔ ɗ aː n ˨˩
Mãn	m aː n ˦ˀ˥
Mãn Châu	m aː n ˦ˀ˥ t͡ɕ ə w ˧˧
Mãn Châu quốc	m aː n ˦ˀ˥ t͡ɕ ə w ˧˧ k u ə k̚ ˧˦
Mão	m aː w ˦ˀ˥
Mèo	m ɛ w ˨˩
Móng Cái	m a w ŋ͡m ˧˦ k aː j ˧˦
Mông	m ə w ŋ͡m ˧˧
Mông Cương	m ə w ŋ͡m ˧˧ k ɨ ə ŋ ˧˧
Mông Cổ	m ə w ŋ͡m ˧˧ k o ˧˩
Mônica	m o n ˧˧ n i ˧˧ k aː ˧˧
Mùi	m u j ˨˩
Mĩ	m i ˦ˀ˥
Mĩ Khê	m i ˦ˀ˥ x e ˧˧
Mĩ Lợi Gia	m i ˦ˀ˥ l əː j ˧˨ ʔ z aː ˧˧
Mĩ Quốc	m i ˦ˀ˥ k u ə k̚ ˧˦
Mĩ Tho	m i ˦ˀ˥ tʰ ɔ ˧˧
Mĩ châu	m i ˦ˀ˥ t͡ɕ ə w ˧˧
Mĩ hoá	m i ˦ˀ˥ h w aː ˧˦
Mĩ kim	m i ˦ˀ˥ k i m ˧˧
Mạnh	m a j ŋ̟ ˧˨ ʔ
Mạnh Thường quân	m a j ŋ̟ ˧˨ ʔ tʰ ɨ ə ŋ ˨˩ k w ə n ˧˧
Mạnh Tử	m a j ŋ̟ ˧˨ ʔ t ɨ ˧˩
Mạnh Đức Tư Cưu	m a j ŋ̟ ˧˨ ʔ ʔ ɗ ɨ k̚ ˧˦ t ɨ ˧˧ k i w ˧˧
Mảng	m aː ŋ ˧˩
Mẫn	m ə n ˦ˀ˥
Mẫu Liễu	m ə w ˦ˀ˥ l i ə w ˦ˀ˥
Mẫu Liễu Hạnh	m ə w ˦ˀ˥ l i ə w ˦ˀ˥ h a j ŋ̟ ˧˨ ʔ
Mẫu Thoải	m ə w ˦ˀ˥ tʰ w aː j ˧˩
Mẫu Thượng Ngàn	m ə w ˦ˀ˥ tʰ ɨ ə ŋ ˧˨ ʔ ŋ aː n ˨˩
Mẫu Thượng Thiên	m ə w ˦ˀ˥ tʰ ɨ ə ŋ ˧˨ ʔ tʰ i ə n ˧˧
Mẫu Tổ	m ə w ˦ˀ˥ t o ˧˩
Mẫu Đệ Nhất	m ə w ˦ˀ˥ ʔ ɗ e ˧˨ ʔ ɲ ə t̚ ˧˦
Mậu	m ə w ˧˨ ʔ
Mậu Thìn	m ə w ˧˨ ʔ tʰ i n ˨˩
Mậu Tuất	m ə w ˧˨ ʔ t w ə t̚ ˧˦
Mặc Tây Ca	m a k̚ ˧˨ ʔ t ə j ˧˧ k aː ˧˧
Mặc gia	m a k̚ ˧˨ ʔ z aː ˧˧
Mặc giáo	m a k̚ ˧˨ ʔ z aː w ˧˦
Mặt Lăng	m a t̚ ˧˨ ʔ l a ŋ ˧˧
Mặt Trăng	m a t̚ ˧˨ ʔ t͡ɕ a ŋ ˧˧
Mặt Trời	m a t̚ ˧˨ ʔ t͡ɕ əː j ˨˩
Mặt trận Dân tộc Giải phóng miền Nam Việt Nam	m a t̚ ˧˨ ʔ t͡ɕ ə n ˧˨ ʔ z ə n ˧˧ t ə w k͡p̚ ˧˨ ʔ z aː j ˧˩ f a w ŋ͡m ˧˦ m i ə n ˨˩ n aː m ˧˧ v i ə t̚ ˧˨ ʔ n aː m ˧˧
Mặt trận Tổ quốc Việt Nam	m a t̚ ˧˨ ʔ t͡ɕ ə n ˧˨ ʔ t o ˧˩ k u ə k̚ ˧˦ v i ə t̚ ˧˨ ʔ n aː m ˧˧
Mẹo	m ɛ w ˧˨ ʔ
Mẽo	m ɛ w ˦ˀ˥
Mỏ Cày	m ɔ ˧˩ k a j ˨˩
Mộc Tinh	m ə w k͡p̚ ˧˨ ʔ t ï ŋ ˧˧
Mộc tinh	m ə w k͡p̚ ˧˨ ʔ t ï ŋ ˧˧
Mộng Khê bút đàm	m ə w ŋ͡m ˧˨ ʔ x e ˧˧ ʔ ɓ u t̚ ˧˦ ʔ ɗ aː m ˨˩
Mực	m ɨ k̚ ˧˨ ʔ
Nghi Lan	ŋ i ˧˧ l aː n ˧˧
Nghi Xuân	ŋ i ˧˧ s w ə n ˧˧
Nghiêm	ŋ i ə m ˧˧
Nghèn	ŋ ɛ n ˨˩
Nghê	ŋ e ˧˧
Nghìn lẻ một đêm	ŋ i n ˨˩ l ɛ ˧˩ m o t̚ ˧˨ ʔ ʔ ɗ e m ˧˧
Nghĩa	ŋ i ə ˦ˀ˥
Nghĩa Hoà Đoàn	ŋ i ə ˦ˀ˥ h w aː ˨˩ ʔ ɗ w aː n ˨˩
Nghĩa dũng quân tiến hành khúc	ŋ i ə ˦ˀ˥ z ʊ w ŋ͡m ˦ˀ˥ k w ə n ˧˧ t i ə n ˧˦ h a j ŋ̟ ˨˩ x ʊ w k͡p̚ ˧˦
Nghệ An	ŋ e ˧˨ ʔ ʔ aː n ˧˧
Nghệ Tĩnh	ŋ e ˧˨ ʔ t ï ŋ ˦ˀ˥
Nghệ ngữ	ŋ e ˧˨ ʔ ŋ ɨ ˦ˀ˥
Ngoại Mông	ŋ w aː j ˧˨ ʔ m ə w ŋ͡m ˧˧
Ngoại Mông Cổ	ŋ w aː j ˧˨ ʔ m ə w ŋ͡m ˧˧ k o ˧˩
Nguyên	ŋ w i ə n ˧˧
Nguyễn	ŋ w i ə n ˦ˀ˥
Nguỵ	ŋ w i ˧˨ ʔ
Ngân	ŋ ə n ˧˧
Ngân Hà	ŋ ə n ˧˧ h aː ˨˩
Ngân hàng Thế giới	ŋ ə n ˧˧ h aː ŋ ˨˩ tʰ e ˧˦ z əː j ˧˦
Ngô	ŋ o ˧˧
Ngô Quyền	ŋ o ˧˧ k w i ə n ˨˩
Ngũ Hành Sơn	ŋ u ˦ˀ˥ h a j ŋ̟ ˨˩ s əː n ˧˧
Ngũ Vị Tôn Quan	ŋ u ˦ˀ˥ v i ˧˨ ʔ t o n ˧˧ k w aː n ˧˧
Ngũ kinh	ŋ u ˦ˀ˥ k ï ŋ ˧˧
Ngũ Đại Hồ	ŋ u ˦ˀ˥ ʔ ɗ aː j ˧˨ ʔ h o ˨˩
Ngũ Đại Thập Quốc	ŋ u ˦ˀ˥ ʔ ɗ aː j ˧˨ ʔ tʰ ə p̚ ˧˨ ʔ k u ə k̚ ˧˦
Ngũ Đế	ŋ u ˦ˀ˥ ʔ ɗ e ˧˦
Ngọ	ŋ ɔ ˧˨ ʔ
Ngọc	ŋ a w k͡p̚ ˧˨ ʔ
Ngọc Hoàng	ŋ a w k͡p̚ ˧˨ ʔ h w aː ŋ ˨˩
Ngọc Hoàng Thượng Đế	ŋ a w k͡p̚ ˧˨ ʔ h w aː ŋ ˨˩ tʰ ɨ ə ŋ ˧˨ ʔ ʔ ɗ e ˧˦
Ngọc Hoàng Đại Đế	ŋ a w k͡p̚ ˧˨ ʔ h w aː ŋ ˨˩ ʔ ɗ aː j ˧˨ ʔ ʔ ɗ e ˧˦
Ngọc Linh	ŋ a w k͡p̚ ˧˨ ʔ l ï ŋ ˧˧
Ngọc Lân	ŋ a w k͡p̚ ˧˨ ʔ l ə n ˧˧
Ngọc Đế	ŋ a w k͡p̚ ˧˨ ʔ ʔ ɗ e ˧˦
Nhung	ɲ ʊ w ŋ͡m ˧˧
Nhàn	ɲ aː n ˨˩
Nhâm	ɲ ə m ˧˧
Nhân Dân Tự Vệ	ɲ ə n ˧˧ z ə n ˧˧ t ɨ ˧˨ ʔ v e ˧˨ ʔ
Nhân Mã	ɲ ə n ˧˧ m aː ˦ˀ˥
Nhùng	ɲ ʊ w ŋ͡m ˨˩
Như	ɲ ɨ ˧˧
Như Lai	ɲ ɨ ˧˧ l aː j ˧˧
Nhữ	ɲ ɨ ˦ˀ˥
Nhựt	ɲ ɨ t̚ ˧˨ ʔ
Nin	n i n ˧˧
Ninh Bình	n ï ŋ ˧˧ ʔ ɓ ï ŋ ˨˩
Ninh Hạ	n ï ŋ ˧˧ h aː ˧˨ ʔ
Ninh Thuận	n ï ŋ ˧˧ tʰ w ə n ˧˨ ʔ
Niu Oóc	n i w ˧˧ ʔ ɔ k̚ ˧˦
Nôm	n o m ˧˧
Nông	n ə w ŋ͡m ˧˧
Nùng	n ʊ w ŋ͡m ˨˩
Nội Mông	n o j ˧˨ ʔ m ə w ŋ͡m ˧˧
Nội Mông Cổ	n o j ˧˨ ʔ m ə w ŋ͡m ˧˧ k o ˧˩
Nụy Khấu	n w i ˧˨ ʔ x ə w ˧˦
Nữ Chân	n ɨ ˦ˀ˥ t͡ɕ ə n ˧˧
Nữ Oa	n ɨ ˦ˀ˥ ʔ w aː ˧˧
OK	ʔ o ˧˧ k e ˧˧
Phanxicô	f aː n ˧˧ s i ˧˧ k o ˧˧
Phaolô	f aː w ˧˧ l o ˧˧
Phi	f i ˧˧
Phi Luật Tân	f i ˧˧ l w ə t̚ ˧˨ ʔ t ə n ˧˧
Phi Mã	f i ˧˧ m aː ˦ˀ˥
Phi châu	f i ˧˧ t͡ɕ ə w ˧˧
Phnôm Pênh	f əː ˨˩ n o m ˧˧ p ə j ŋ̟ ˧˧
Phong	f a w ŋ͡m ˧˧
Phong Thần	f a w ŋ͡m ˧˧ tʰ ə n ˨˩
Phongxiô Philatô	f a w ŋ͡m ˧˧ s i ˧˧ ʔ o ˧˧ f i ˧˧ l aː ˧˧ t o ˧˧
Phu Tử	f u ˧˧ t ɨ ˧˩
Pháp	f aː p̚ ˧˦
Pháp Lan Tây	f aː p̚ ˧˦ l aː n ˧˧ t ə j ˧˧
Pháp Luân Công	f aː p̚ ˧˦ l w ə n ˧˧ k ə w ŋ͡m ˧˧
Pháp Luân Đại Pháp	f aː p̚ ˧˦ l w ə n ˧˧ ʔ ɗ aː j ˧˨ ʔ f aː p̚ ˧˦
Pháp ngữ	f aː p̚ ˧˦ ŋ ɨ ˦ˀ˥
Pháp quốc	f aː p̚ ˧˦ k u ə k̚ ˧˦
Pháp thuộc	f aː p̚ ˧˦ tʰ u ə k̚ ˧˨ ʔ
Phây	f ə j ˧˧
Phí	f i ˧˦
Phó	f ɔ ˧˦
Phù Lá	f u ˨˩ l aː ˧˦
Phù Nam	f u ˨˩ n aː m ˧˧
Phù Tang	f u ˨˩ t aː ŋ ˧˧
Phù Yên	f u ˨˩ ʔ i ə n ˧˧
Phù Đổng Thiên Vương	f u ˨˩ ʔ ɗ ə w ŋ͡m ˧˩ tʰ i ə n ˧˧ v ɨ ə ŋ ˧˧
Phùng	f ʊ w ŋ͡m ˨˩
Phú Lãng Sa	f u ˧˦ l aː ŋ ˦ˀ˥ s aː ˧˧
Phú Quý	f u ˧˦ k w i ˧˦
Phú Quốc	f u ˧˦ k u ə k̚ ˧˦
Phú Sĩ	f u ˧˦ s i ˦ˀ˥
Phú Thọ	f u ˧˦ tʰ ɔ ˧˨ ʔ
Phú Vang	f u ˧˦ v aː ŋ ˧˧
Phú Xuân	f u ˧˦ s w ə n ˧˧
Phú Yên	f u ˧˦ ʔ i ə n ˧˧
Phúc	f ʊ w k͡p̚ ˧˦
Phúc Châu	f ʊ w k͡p̚ ˧˦ t͡ɕ ə w ˧˧
Phúc Kiến	f ʊ w k͡p̚ ˧˦ k i ə n ˧˦
Phương	f ɨ ə ŋ ˧˧
Phước	f ɨ ə k̚ ˧˦
Phước Sơn	f ɨ ə k̚ ˧˦ s əː n ˧˧
Phượng	f ɨ ə ŋ ˧˨ ʔ
Phấn Trắng	f ə n ˧˦ t͡ɕ a ŋ ˧˦
Phần Lan	f ə n ˨˩ l aː n ˧˧
Phận	f ə n ˧˨ ʔ
Phật	f ə t̚ ˧˨ ʔ
Phật Dược Sư	f ə t̚ ˧˨ ʔ z ɨ ə k̚ ˧˨ ʔ s ɨ ˧˧
Phật Lãng Sa	f ə t̚ ˧˨ ʔ l aː ŋ ˦ˀ˥ s aː ˧˧
Phật giáo	f ə t̚ ˧˨ ʔ z aː w ˧˦
Phật tính	f ə t̚ ˧˨ ʔ t ï ŋ ˧˦
Phật tử	f ə t̚ ˧˨ ʔ t ɨ ˧˩
Phật Đà	f ə t̚ ˧˨ ʔ ʔ ɗ aː ˨˩
Phật Đản	f ə t̚ ˧˨ ʔ ʔ ɗ aː n ˧˩
Phố Mới	f o ˧˦ m əː j ˧˦
Phổ	f o ˧˩
Phổ Hiền	f o ˧˩ h i ə n ˨˩
Phục	f ʊ w k͡p̚ ˧˨ ʔ
Phục Hi	f ʊ w k͡p̚ ˧˨ ʔ h i ˧˧
Phục Hưng	f ʊ w k͡p̚ ˧˨ ʔ h ɨ ŋ ˧˧
Phục sinh	f ʊ w k͡p̚ ˧˨ ʔ s ï ŋ ˧˧
Phụng	f ʊ w ŋ͡m ˧˨ ʔ
Piô	p i ˧˧ ʔ o ˧˧
Pleiku	p l ə j ˧˧ k u ˧˧
Pleiku	p əː ˨˩ l ə j ˧˧ k u ˧˧
Plây Ku	p l ə j ˧˧ k u ˧˧
Pu Péo	p u ˧˧ p ɛ w ˧˦
Q	k u ˧˧
Q	k w i ˧˧
Q	k w əː ˨˩
Quan Thế Âm	k w aː n ˧˧ tʰ e ˧˦ ʔ ə m ˧˧
Quan thoại	k w aː n ˧˧ tʰ w aː j ˧˨ ʔ
Quan Âm	k w aː n ˧˧ ʔ ə m ˧˧
Quang	k w aː ŋ ˧˧
Quách	k w a j k̟̚ ˧˦
Quán Thế Âm	k w aː n ˧˦ tʰ e ˧˦ ʔ ə m ˧˧
Quân	k w ə n ˧˧
Quân Giải phóng miền Nam Việt Nam	k w ə n ˧˧ z aː j ˧˩ f a w ŋ͡m ˧˦ m i ə n ˨˩ n aː m ˧˧ v i ə t̚ ˧˨ ʔ n aː m ˧˧
Quả Đất	k w aː ˧˩ ʔ ɗ ə t̚ ˧˦
Quảng	k w aː ŋ ˧˩
Quảng Bình	k w aː ŋ ˧˩ ʔ ɓ ï ŋ ˨˩
Quảng Châu	k w aː ŋ ˧˩ t͡ɕ ə w ˧˧
Quảng Huế	k w aː ŋ ˧˩ h w e ˧˦
Quảng Nam	k w aː ŋ ˧˩ n aː m ˧˧
Quảng Ngãi	k w aː ŋ ˧˩ ŋ aː j ˦ˀ˥
Quảng Ninh	k w aː ŋ ˧˩ n ï ŋ ˧˧
Quảng Trị	k w aː ŋ ˧˩ t͡ɕ i ˧˨ ʔ
Quảng Tây	k w aː ŋ ˧˩ t ə j ˧˧
Quảng Đà	k w aː ŋ ˧˩ ʔ ɗ aː ˨˩
Quảng Đông	k w aː ŋ ˧˩ ʔ ɗ ə w ŋ͡m ˧˧
Quận Cam	k w ə n ˧˨ ʔ k aː m ˧˧
Quế	k w e ˧˦
Quế Lâm	k w e ˧˦ l ə m ˧˧
Quốc	k u ə k̚ ˧˦
Quốc dân Đảng	k u ə k̚ ˧˦ z ə n ˧˧ ʔ ɗ aː ŋ ˧˩
Quốc âm	k u ə k̚ ˧˦ ʔ ə m ˧˧
R	z əː ˨˩
R	ʔ ɛ ˧˧ z əː ˨˩
Ruột khoang	z u ə t̚ ˧˨ ʔ x w aː ŋ ˧˧
Rút	z u t̚ ˧˦
Rơ Măm	z əː ˧˧ m a m ˧˧
Rục	z ʊ w k͡p̚ ˧˨ ʔ
S	s əː ˨˩
S	s əː ˨˩ n a ŋ ˧˨ ʔ
S	ʔ ɛ t̚ ˧˦ s i ˨˩
SYT	s əː ˧˩ ʔ i ˧˧ t e ˧˦
Sa Huỳnh	s aː ˧˧ h w ï ŋ̟ ˨˩
Sa Pa	s aː ˧˧ p aː ˧˧
Sa Đéc	s aː ˧˧ ʔ ɗ ɛ k̚ ˧˦
San	s aː n ˧˧
Sang	s aː ŋ ˧˧
Stêphanô	s t e ˧˧ f aː n ˧˧ n o ˧˧
Su	s u ˧˧
Suối Hoa	s u ə j ˧˦ h w aː ˧˧
Sylvestrô	s i w ˧˧ v ɛ t̚ ˧˦ s t ɹ o ˧˧
Sài Gòn	s aː j ˨˩ ɣ ɔ n ˨˩
Sài thành	s aː j ˨˩ tʰ a j ŋ̟ ˨˩
Sách Phi Á	s a j k̟̚ ˧˦ f i ˧˧ ʔ aː ˧˦
Sán Chay	s aː n ˧˦ t͡ɕ a j ˧˧
Sán Dìu	s aː n ˧˦ z i w ˨˩
Sán Đầu	s aː n ˧˦ ʔ ɗ ə w ˨˩
Sáng	s aː ŋ ˧˦
Sáng thế kí	s aː ŋ ˧˦ tʰ e ˧˦ k i ˧˦
Sát	s aː t̚ ˧˦
Sát Hợp Đài	s aː t̚ ˧˦ h əː p̚ ˧˨ ʔ ʔ ɗ aː j ˨˩
Sâm	s ə m ˧˧
Sơn	s əː n ˧˧
Sơn Chà	s əː n ˧˧ t͡ɕ aː ˨˩
Sơn Dương	s əː n ˧˧ z ɨ ə ŋ ˧˧
Sơn Hải quan	s əː n ˧˧ h aː j ˧˩ k w aː n ˧˧
Sơn La	s əː n ˧˧ l aː ˧˧
Sơn Tinh	s əː n ˧˧ t ï ŋ ˧˧
Sơn Trà	s əː n ˧˧ t͡ɕ aː ˨˩
Sơn Tây	s əː n ˧˧ t ə j ˧˧
Sơn Vi	s əː n ˧˧ v i ˧˧
Sơn Đông	s əː n ˧˧ ʔ ɗ ə w ŋ͡m ˧˧
Sư Tử	s ɨ ˧˧ t ɨ ˧˩
Sở Khanh	s əː ˧˩ x a j ŋ̟ ˧˧
Sừng châu Phi	s ɨ ŋ ˨˩ t͡ɕ ə w ˧˧ f i ˧˧
Sử ký	s ɨ ˧˩ k i ˧˦
Sửu	s i w ˧˩
T	t e ˧˧
T	t əː ˨˩
TGB	t ə n ˧˧ z aː ˧˧ ʔ ɓ aː ˧˧
TGP	t ə w ŋ͡m ˧˩ z aː w ˧˦ f ə n ˧˨ ʔ
THCS	t͡ɕ ʊ w ŋ͡m ˧˧ h a w k͡p̚ ˧˨ ʔ k əː ˧˧ s əː ˧˩
TP	tʰ a j ŋ̟ ˨˩ f o ˧˦
TPHCM	tʰ a j ŋ̟ ˨˩ f o ˧˦ h o ˨˩ t͡ɕ i ˧˦ m ï ŋ ˧˧
TTNT	t͡ɕ i ˧˦ t w e ˧˨ ʔ ɲ ə n ˧˧ t aː w ˧˨ ʔ
TTX	tʰ ə w ŋ͡m ˧˧ t ə n ˧˦ s aː ˦ˀ˥
TV	t i ˧˧ v i ˧˧
Tam Hoàng	t aː m ˧˧ h w aː ŋ ˨˩
Tam Hoàng Ngũ Đế	t aː m ˧˧ h w aː ŋ ˨˩ ŋ u ˦ˀ˥ ʔ ɗ e ˧˦
Tam Hàn	t aː m ˧˧ h aː n ˨˩
Tam Quốc	t aː m ˧˧ k u ə k̚ ˧˦
Tam Vị Nhất Thể	t aː m ˧˧ v i ˧˨ ʔ ɲ ə t̚ ˧˦ tʰ e ˧˩
Tam quốc diễn nghĩa	t aː m ˧˧ k u ə k̚ ˧˦ z i ə n ˦ˀ˥ ŋ i ə ˦ˀ˥
Tam thiên tự	t aː m ˧˧ tʰ i ə n ˧˧ t ɨ ˧˨ ʔ
Tam thập lục kế	t aː m ˧˧ tʰ ə p̚ ˧˨ ʔ l ʊ w k͡p̚ ˧˨ ʔ k e ˧˦
Tam tự kinh	t aː m ˧˧ t ɨ ˧˨ ʔ k ï ŋ ˧˧
Tam Á	t aː m ˧˧ ʔ aː ˧˦
Tam Điệp	t aː m ˧˧ ʔ ɗ i ə p̚ ˧˨ ʔ
Tang Côn	t aː ŋ ˧˧ k o n ˧˧
Than Đá	tʰ aː n ˧˧ ʔ ɗ aː ˧˦
Thanh	tʰ a j ŋ̟ ˧˧
Thanh Diêu	tʰ a j ŋ̟ ˧˧ z i ə w ˧˧
Thanh Hoá	tʰ a j ŋ̟ ˧˧ h w aː ˧˦
Thanh Hải	tʰ a j ŋ̟ ˧˧ h aː j ˧˩
Thanh Đảo	tʰ a j ŋ̟ ˧˧ ʔ ɗ aː w ˧˩
Thi	tʰ i ˧˧
Thi Thiên	tʰ i ˧˧ tʰ i ə n ˧˧
Thiên	tʰ i ə n ˧˧
Thiên An Môn	tʰ i ə n ˧˧ ʔ aː n ˧˧ m o n ˧˧
Thiên Bình	tʰ i ə n ˧˧ ʔ ɓ ï ŋ ˨˩
Thiên Can	tʰ i ə n ˧˧ k aː n ˧˧
Thiên Chúa	tʰ i ə n ˧˧ t͡ɕ u ə ˧˦
Thiên Chúa giáo	tʰ i ə n ˧˧ t͡ɕ u ə ˧˦ z aː w ˧˦
Thiên Chủ	tʰ i ə n ˧˧ t͡ɕ u ˧˩
Thiên Cầm	tʰ i ə n ˧˧ k ə m ˨˩
Thiên Hiết	tʰ i ə n ˧˧ h i ə t̚ ˧˦
Thiên Hạt	tʰ i ə n ˧˧ h aː t̚ ˧˨ ʔ
Thiên Hậu	tʰ i ə n ˧˧ h ə w ˧˨ ʔ
Thiên Hậu Thánh Mẫu	tʰ i ə n ˧˧ h ə w ˧˨ ʔ tʰ a j ŋ̟ ˧˦ m ə w ˦ˀ˥
Thiên Long	tʰ i ə n ˧˧ l a w ŋ͡m ˧˧
Thiên Lôi	tʰ i ə n ˧˧ l o j ˧˧
Thiên Ma	tʰ i ə n ˧˧ m aː ˧˧
Thiên Mã	tʰ i ə n ˧˧ m aː ˦ˀ˥
Thiên Nga	tʰ i ə n ˧˧ ŋ aː ˧˧
Thiên Quyền	tʰ i ə n ˧˧ k w i ə n ˨˩
Thiên Sơn	tʰ i ə n ˧˧ s əː n ˧˧
Thiên Thượng Thánh Mẫu	tʰ i ə n ˧˧ tʰ ɨ ə ŋ ˧˨ ʔ tʰ a j ŋ̟ ˧˦ m ə w ˦ˀ˥
Thiên Trúc	tʰ i ə n ˧˧ t͡ɕ ʊ w k͡p̚ ˧˦
Thiên Tân	tʰ i ə n ˧˧ t ə n ˧˧
Thiên Vương tinh	tʰ i ə n ˧˧ v ɨ ə ŋ ˧˧ t ï ŋ ˧˧
Thiên Xứng	tʰ i ə n ˧˧ s ɨ ŋ ˧˦
Thiên Yết	tʰ i ə n ˧˧ ʔ i ə t̚ ˧˦
Thiên tự văn	tʰ i ə n ˧˧ t ɨ ˧˨ ʔ v a n ˧˧
Thiên Đàn	tʰ i ə n ˧˧ ʔ ɗ aː n ˨˩
Thiết Mộc Chân	tʰ i ə t̚ ˧˦ m ə w k͡p̚ ˧˨ ʔ t͡ɕ ə n ˧˧
Thiều	tʰ i ə w ˨˩
Thiểm Tây	tʰ i ə m ˧˩ t ə j ˧˧
Thiện	tʰ i ə n ˧˨ ʔ
Thiệu	tʰ i ə w ˧˨ ʔ
