aa	ɑː
tapahtua	t ɑ p ɑ h t u ɑ̯
tapahtussõ	t ɑ p ɑ h t u sː ə̠
tappa	t ɑ pː ɑ
tappa	t ɑ pː ɑ
tappo	t ɑ pː o
tappurõ	t ɑ pː u r ə̠
tappõlu	t ɑ pː ɤ ɫ u
tapõllõ	t ɑ p ɤ ɫː ə̠
tara	t ɑ r ɑ
tara	t ɑ r ɑ
tarelkkõ	t ɑ rʲ e ɫ kː ə̠
tarittsa	t ɑ rʲ i t͡sː ɑ
tarkkõ	t ɑ r kː ə̠
tarkõssi	t ɑ r k ɤ̟ sʲː i
tarkõtõ	t ɑ r k ɤ̟ t ə̠
tarttua	t ɑ r tː u ɑ̯
tarviz	t ɑ r vʲ i z̥
tarviz	t ɑ r vʲ i z̥
tasain	t ɑ s ɑ i̯ n
taugõtõ	t ɑ u̯ ɡ ɤ t ə̠
tauti	t ɑ u̯ tʲ i
tavallin	t ɑ v ɑ lː i n
tavatõ	t ɑ v ɑ t ə̠
tečeje	tʲ e t͡ʃ e ʝ ə̟
tedri	tʲ e d rʲ i
tee	tʲ eː
tee	t eː
tee	t i e̯
tehä	tʲ e hʲ æ
tehä	t e hʲ æ
teko	tʲ e k o
telči	tʲ e l t͡ʃ i
telefona	tʲ e l e f o n ɑ
temppu	tʲ e m pː u
tere	tʲ e rʲ e
tere	t e r e
terppiä	tʲ e r pʲː i æ̯
terve	tʲ e r vʲ e
terve	t e r vʲ
terve	t e r v e
tervüz	tʲ e r vʲ y z̥
terä	tʲ e rʲ æ
teräz	tʲ e rʲ æ z̥
teräve	tʲ e rʲ æ vʲ ə̟
tihi	tʲ i hʲ i
tihti	tʲ i h tʲ i
tiini	tʲ iː nʲ i
tikkõ	tʲ i kː ə̠
tila	tʲ i ɫ ɑ
tila	tʲ i ɫ ɑ
tilasõpa	tʲ i ɫ ɑ s ɤ p ɑ
tilkkua	tʲ i ɫ kː u ɑ̯
tilkkõ	tʲ i ɫ kː ə̠
tina	tʲ i n ɑ
tʹipu	c i p u
tʹipu	c i p u
titti	tʲ i tʲː i
tiukõtõ	tʲ i u̯ k ɤ̟ t ə̠
to	t o
toho	t o h o
tohoz	t o h o z̥
tohuz	t o h u z̥
toitta	t o i̯ tː ɑ
tokkua	t o kː u ɑ̯
tokkua	t o kː u ɑ̯
tokutta	t o k u tː ɑ
tolkku	t o ɫ kː u
tolkku	t o ɫ kː u
tomakkõ	t o m ɑ kː ə̠
toohuz	t oː h u z̥
toomi	t oː mʲ i
toorõ	t oː r ɤ
toož	t oː ʒ̥
toož	t oː ʒ̥
toovvõ	t oː vː ə̠
toovvõ	t oː vː
torkõtõ	t o r k ɤ̟ t ə̠
tormi	t o r mʲ i
toro	t o r o
toro	t o r o
torrua	t o rː u ɑ̯
totku	t o t k u
toukõtõ	t o u̯ k ɤ̟ t ə̠
toukõtõ	t o u̯ k ɤ̟ t
traatti	t r ɑː tʲː i
treskõ	t rʲ e s k ə̠
troppõ	t r o pː ə̠
truba	t r u b ɑ
tuhad	t u h ɑ d̥
tuhattõ	t u h ɑ tː ə̠
tuhkõ	t u x k ə̠
tuhmõ	t u h m ə̠
tuhõrta	t u h ɤ r t ɑ
tuimõ	t u i̯ m ə̠
tuisku	t u i̯ s k u
tuizgõtõ	t u i̯ z ɡ ɤ̟ t ə̠
tukõhtua	t u k ɤ h t u ɑ̯
tukõhutta	t u k ɤ h u tː ɑ
tuli	t u l i
tulin	t u l i n
tullõ	t u ɫː ə̠
tullõ	t u ɫː
tulo	t u ɫ o
tulõkõz	t u ɫ ɤ k ɤ̟ z̥
tulõvõ	t u ɫ ɤ v ə̠
tunni	t u nʲː i
tunni	t u nʲː i
tunnid	t u nʲː i d̥
tuntõa	t u n t ɤ ɑ̯
tuntõa	t u n t ɤ ɑ̯
tupa	t u p ɑ
tuppi	t u pʲː i
turha	t u r h ɑ
turjõ	t u r ʝ ə̠
turjõ	t u r ʝ ə̠̆
turpa	t u r p ɑ
turpossõ	t u r p o sː ə̠
turpõkkõ	t u r p ɤ̟ kː ə̠
turvõz	t u r v ɤ̟ z̥
tuskain	t u s k ɑ i̯ n
tuskõ	t u s k ə̠
tuzgõtõ	t u z ɡ ɤ̟ t ə̠
tuttõvõ	t u tː ɤ̟ v ə̠
tuuli	t uː l i
tuulikõz	t uː l i k ɤ̟ z̥
tuullõ	t uː ɫː ə̠
tuultua	t uː ɫ t u ɑ̯
tuurõ	t uː r ə̠
tuuvvõ	t uː vː ə̠
tõgõ	t ɤ ɡ ɤ
tõhtia	t ɤ h tʲ i ɑ̯
tõin	t ɤ i̯ n
tõin	t ɤ i̯ n
tõinpäive	t ɤ i̯ m pʲ æ i̯ vʲ ə̟
tõintõizõ	t ɤ i̯ n t ɤ i̯ z ɤ
tõintõizõ	t ɤ i̯ n t ɤ i̯ z ɤ
tõizõllain	t ɤ i̯ z ɤ ɫː ɑ i̯ n
tõmmõtõ	t ɤ mː ɤ̟ t ə̠
tõmpia	t ɤ m pʲ i ɑ̯
tõrvõ	t ɤ r v ə̠
tõrvõz	t ɤ r v ɤ̟ z̥
tõrvõtõ	t ɤ r v ɤ̟ t ə̠
tõsi	t ɤ sʲ i
tõsi	t ɤ sʲ i
tähentä	tʲ æ hʲ e n tʲ æ
tähentüz	tʲ æ hʲ e n tʲ y z̥
tähti	tʲ æ h tʲ i
täi	tʲ æ i̯
tämä	tʲ æ mʲ æ
tämä	tʲ æ mʲ æ
tänne	tʲ æ nʲː e
tänne	tʲ æ nː e
tänäve	tʲ æ nʲ æ vʲ ə̟
tärisse	tʲ æ rʲ i sʲː ə̟
täti	tʲ æ tʲ i
täti	tʲ æ tʲ i
tääl	tʲ æː l
tääl	tʲ æː l
täält	tʲ æː l t ə̟
täält	tʲ æː l t
täälte	tʲ æː l tʲ ə̟
tääteje	tʲ æː t e̠ ʝ ə̟
täätä	tʲ æː tʲ æ
täätä	tʲ æː tʲ æ
täün	tʲ æ y̯ n
täün	tʲ æ y̯ ɲ
täüsi	tʲ æ y̯ sʲ i
täüz	tʲ æ y̯ z̥
täüttä	tʲ æ y̯ tʲː æ
tökötti	tʲ ø kʲ ø tʲː i
töö	tʲ øː
tühje	tʲ y h ʝ ə̟
tühje	tʲ y h ʝ ə̟̆
tükki	tʲ y kʲː i
tükkü	tʲ y kʲː y
tülppe	tʲ y l pʲː ə̟
tünke	tʲ y ŋ kʲ ə̟
türme	tʲ y r mʲ ə̟
türme	tʲ y r mʲ
türä	tʲ y rʲ æ
tütterikko	tʲ y tː e̠ rʲ i kː o
tüttö	tʲ y tʲː ø
tüttö	tʲ y tʲː ø
tütär	tʲ y tʲ æ r
tütökkõin	tʲ y tʲ ø kː ɤ i̯ n
tüven	tʲ y vʲ e n
tüven	tʲ y v e n
tüvi	tʲ y vʲ i
tüvve	tʲ y vʲː e
tüvveä	tʲ y vʲː e æ̯
tüü	tʲ yː
tüü	tʲ yː
tüüläin	tʲ yː l æ i̯ n
tüüni	tʲ yː nʲ i
tüünissüä	tʲ yː nʲ i sʲː y æ̯
tšiire	t͡ʃ iː rʲ e
tšiire	t͡ʃ iː rʲ e
tšiire	t͡ʃ iː r e
ugurittsõ	u ɡ u rʲ i t͡sː ə̠
ugurittsõ	u ɡ u rʲ i t͡sː ə̠
ugurittsõ	u ɡ u rʲ i t͡sː
ugurittsõ	u ɡ u rʲ i t͡sː
uhka	u x k ɑ
uhsi	u h sʲ i
uhsi	u h s
uhtoa	u h t o ɑ̯
uhõrta	u h ɤ r t ɑ
uhõrta	u h ɤ r t ɑ
uitto	u i̯ tː o
ujjua	u ʝː u ɑ̯
ujua	u ʝː u ɑ̯
ukko	u kː o
ukko	u kː o
ulkomaa	u ɫ k o m ɑː
ulvoa	u ɫ v o ɑ̯
ulvoa	u ɫ v o ɑ̯
umalõ	u m ɑ ɫ ə̠
umalõz	u m ɑ ɫ ɤ̟ z̥
ummõr	u mː ɤ̟ r
umpi	u m pʲ i
Undova	u n d o v
uni	u nʲ i
unilintu	u nʲ i l i n t u
unissua	u nʲ i sː u ɑ̯
unohta	u n o h t ɑ
unohta	u n o h t ɑ
upa	u p ɑ
upotta	u p o tː ɑ
upotõ	u p o t ə̠
uppossõ	u pː o sː ə̠
uppossõ	u pː o sː
urissõ	u rʲ i sː ə̠
urna	u r n ɑ
urokkõ	u r o kː ə̠
urpõ	u r p ə̠
usko	u s k o
uskoa	u s k o ɑ̯
utar	u t ɑ r
utʹi	u c i
utʹi	u c i
utu	u t u
uuli	uː l i
uurta	uː r t ɑ
uurõ	uː r ɤ
uusi	uː sʲ i
uusi	uː z̥
uusõd	uː s ɤ̟ d̥
uutimo	uː tʲ i m o
vaa	v ɑː
vaa	v ɑː
vaa	v ɑ
vaahto	v ɑː h t o
vaahtõrõ	v ɑː h t ɤ r ə̠
vaakkua	v ɑː kː u ɑ̯
vaakkua	v ɑː kː u ɑ̯
vaalia	v ɑː l i ɑ̯
vaapsõlain	v ɑː p s ɤ̟ ɫ ɑ i̯ n
vaassõ	v ɑː sː ə̠
vaatta	v ɑː tː ɑ
vadʹdʹa	v ɑ ɟː ɑ
vadʹdʹa	v ɑ ɟː ɑ
vadʹdʹalain	v ɑ ɟː ɑ ɫ ɑ i̯ n
Vadʹdʹamaa	v ɑ ɟː ɑ m ɑː
vadʹdʹõ	v ɑ ɟː ə̠
vadnõz	v ɑ d n ɤ̟ z̥
vaha	v ɑ h ɑ
vahči	v ɑ ɦ t͡ʃ i
vahinko	v ɑ hʲ i ŋ k o
vahti	v ɑ h tʲ i
vahtia	v ɑ h tʲ i ɑ̯
vahvõ	v ɑ h v ə̠
vai	v ɑ i̯
vai	v ɑ i̯
vaikko	v ɑ i̯ kː o
vaikkõ	v ɑ i̯ kː ə̠
Vaipooli	v ɑ i̯ p oː l i
vait	v ɑ i̯ t
vait	v ɑ i̯ t
vaivõ	v ɑ i̯ v ə̠
vaivõtta	v ɑ i̯ v ɤ̟ tː ɑ
vaivõtta	v ɑ i̯ v ɤ̟ tː ɑ
vaivõtõ	v ɑ i̯ v ɤ̟ t ə̠
vajja	v ɑ ʝː ɑ
vajõlta	v ɑ ʝ ɤ ɫ t ɑ
vajõltua	v ɑ ʝ ɤ ɫ t u ɑ̯
vaka	v ɑ k ɑ
vakkõ	v ɑ kː ə̠
vako	v ɑ k o
valetti	v ɑ l e tʲː i
valittsa	v ɑ l i t͡sː ɑ
valka	v ɑ ɫ k ɑ
valka	v ɑ ɫ k ɑ
valla	v ɑ ɫː ɑ
valla	v ɑ ɫː ɑ
valʹlʹad	v ɑ ʎː ɑ d̥
valʹlʹu	v ɑ ʎː u
vallua	v ɑ ɫː u ɑ̯
valmissa	v ɑ ɫ mʲ i sː ɑ
valmissa	v ɑ ɫ mʲ i sː ɑ
valmissussõ	v ɑ ɫ mʲ i s s u sː ə̠
valmiz	v ɑ ɫ mʲ i z̥
valo	v ɑ ɫ o
valtõ	v ɑ ɫ t ə̠
valutta	v ɑ ɫ u tː ɑ
valvoa	v ɑ ɫ v o ɑ̯
valõ	v ɑ ɫ ɤ
valõllõ	v ɑ ɫ ɤ ɫː ə̠
vana	v ɑ n ɑ
vana	v ɑ n ɑ
vankkuri	v ɑ ŋ kː u rʲ i
vanni	v ɑ nʲː i
vannua	v ɑ nː u ɑ̯
vanttõ	v ɑ n tː ə̠
vanuz	v ɑ n u z̥
vanutta	v ɑ n u tː ɑ
vanõpi	v ɑ n ɤ pʲ i
vanõpi	v ɑ n ɤ p
vanõpikko	v ɑ n ɤ pʲ i kː o
vapa	v ɑ p ɑ
vara	v ɑ r ɑ
varain	v ɑ r ɑ i̯ n
varenjõ	v ɑ rʲ e n ʝ ə̠
vargõssa	v ɑ r ɡ ɤ̟ sː ɑ
vargõssa	v ɑ r ɡ ɤ̟ sː ɑ
vargõz	v ɑ r ɡ ɤ̟ z̥
vargõz	v ɑ r ɡ ɤ̟ z̥
vari	v ɑ rʲ i
vari	v ɑ rʲ i
varjo	v ɑ r ʝ o
varmissua	v ɑ r mʲ i sː u ɑ̯
varmõ	v ɑ r m ə̠
varnikkõ	v ɑ r nʲ i kː ə̠
varnõ	v ɑ r n ə̠
varo	v ɑ r o
varpõ	v ɑ r p ə̠
varra	v ɑ rː ɑ
varrai	v ɑ rː ɑ i̯
varrai	v ɑ rː ɑ i̯
varrai	v ɑ r ɑ i̯
varrõz	v ɑ rː ɤ̟ z̥
varsi	v ɑ r sʲ i
varsõ	v ɑ r s ə̠
vartõ	v ɑ r t ɤ
varvõz	v ɑ r v ɤ̟ z̥
varõz	v ɑ r ɤ z̥
vasarõ	v ɑ s ɑ r ə̠
vasatõ	v ɑ s ɑ t ə̠
vasatõ	v ɑ s ɑ t
vaski	v ɑ s kʲ i
vassa	v ɑ sː ɑ
vassa	v ɑ sː ɑ
vassõ	v ɑ sː ə̠
vassõ	v ɑ sː
vasuz	v ɑ s u z̥
vazikkõ	v ɑ zʲ i kː ə̠
vatruškõ	v ɑ t r u ʃ k ə̠
vatruškõ	v ɑ t r u ʃ k ə̠
vattsõ	v ɑ t͡sː ə̠
vattsõ	v ɑ t͡sː
vedʹ	vʲ e ɟ
veel	vʲ eː l
veel	v eː l
veerettä	vʲ eː rʲ e tʲː æ
veeri	v i e̯ r i
veero	vʲ eː r o
veerre	vʲ eː rʲː ə̟
veettä	vʲ eː tʲː æ
vehne	vʲ e h nʲ ə̟
veittä	vʲ e i̯ tʲː æ
veittä	v e i̯ tʲː æ
Velikkä	vʲ e l i kʲː ə̟
velli	vʲ e lː i
vello	vʲ e ɫː o
velossipeedõ	vʲ e ɫ o sʲː i pʲ eː d ə̠
Venamaa	vʲ e n ɑ m ɑː
vene	vʲ e nʲ e
vennua	vʲ e nː u ɑ̯
vennä	vʲ e nʲː æ
vennäi	vʲ e nʲː æ i̯
vennüä	vʲ e nʲː y æ̯
venutta	vʲ e n u tː ɑ
venäläin	vʲ e nʲ æ l æ i̯ n
venäläin	v e nʲ æ l æ i̯ n
veri	vʲ e rʲ i
verin	vʲ e rʲ i n
veseristõ	vʲ e sʲ e rʲ i s t ə̠
vesi	vʲ e sʲ i
vesi	v e sʲ i
veskaari	vʲ e s k ɑː rʲ i
vesʹola	vʲ e ɕ o ɫ ɑ
vesʹola	vʲ e ɕ o ɫ ə̠
vessä	vʲ e sʲː æ
vetele	vʲ e tʲ e l ə̟
veto	vʲ e t o
viha	vʲ i h ɑ
vihain	vʲ i h ɑ i̯ n
vihere	vʲ i hʲ e rʲ ə̟
vihko	vʲ i x k o
vihmõ	vʲ i h m ə̠
vihmõkõz	vʲ i h m ɤ̟ k ɤ̟ z̥
vihmõlintu	vʲ i h m ə̠ l i n t u
viholain	vʲ i h o ɫ ɑ i̯ n
vihtõ	vʲ i h t ə̠
vihtü	vʲ i h tʲ y
viijje	vʲ iː ʝː ə̟
viijje	vʲ iː ʝː ə̟̆
viijjezpäive	vʲ iː ʝː e s pʲ æ i̯ vʲ ə̟
viikko	vʲ iː kː o
viikko	v iː kː o
viimin	vʲ iː mʲ i n
viimõtõ	vʲ iː m ɤ̟ t ə̠
viinõ	vʲ iː n ə̠
viinõ	vʲ iː n
Viipuri	vʲ iː p u rʲ i
viipõtõ	vʲ iː p ɤ̟ t ə̠
viipüä	vʲ iː pʲ y æ̯
viiru	vʲ iː r u
viirukõz	vʲ iː r u k ɤ̟ z̥
viis	vʲ iː z̥
viis	vʲ iː sʲ
viis	vʲ iː z̥
viisauz	vʲ iː s ɑ u̯ z̥
viisi	vʲ iː sʲ i
viisi	vʲ iː sʲ i
viisteiššümed	vʲ iː s tʲ e i̯ ʃː y mʲ e d̥
viistõiššümed	vʲ iː s t ɤ i̯ ʃː y mʲ e d̥
viizõz	vʲ iː z ɤ̟ z̥
viiž	vʲ iː ʒ̥
viittsiä	vʲ iː t͡sː i æ̯
viittä	vʲ iː tʲː æ
vika	vʲ i k ɑ
vikahtõ	vʲ i k ɑ h t ɤ
viki	vʲ i kʲ i
vikoitta	vʲ i k o i̯ tː ɑ
vilissä	vʲ i l i sʲː æ
vilkkõ	vʲ i ɫ kː ə̠
villõ	vʲ i ɫː ə̠
vilʹlʹõ	vʲ i ʎː ə̠
villõn	vʲ i ɫː ɤ̟ n
vilppi	vʲ i l pʲː i
vilu	vʲ i ɫ u
vimpõ	vʲ i m p ə̠
vingõrtõllõ	vʲ i ŋ ɡ ɤ r t ɤ ɫː ə̠
vinkua	vʲ i ŋ k u ɑ̯
vinkõ	vʲ i ŋ k ə̠
vinttõ	vʲ i n tː ə̠
vipu	vʲ i p u
virato	vʲ i r ɑ t o
viratoi	vʲ i r ɑ t o i̯
vire	vʲ i rʲ e
virkõ	vʲ i r k ə̠
viro	vʲ i r o
viro	vʲ i r o
virolain	vʲ i r o ɫ ɑ i̯ n
Viromaa	vʲ i r o m ɑː
virre	vʲ i rʲː e
virrõtõ	vʲ i rː ɤ̟ t ə̠
virsi	vʲ i r sʲ i
virstõ	vʲ i r s t ə̠
virttsõ	vʲ i r t͡sː ə̠
virttsõ	vʲ i r t͡sː
virtõ	vʲ i r t ə̠
virutta	vʲ i r u tː ɑ
viskoa	vʲ i s k o ɑ̯
višnʹõ	vʲ i ʃ ɲ ə̠
vizgõtõ	vʲ i z ɡ ɤ̟ t ə̠
vizgõtõ	vʲ i z ɡ ɤ̟ t
vittoa	vʲ i tː o ɑ̯
vittsõ	vʲ i t͡sː ə̠
vohmõ	v o h m ə̠
voho	v o h o
voi	v o i̯
voimõkõz	v o i̯ m ɤ̟ k ɤ̟ z̥
voitto	v o i̯ tː o
vokki	v o kʲː i
voli	v o l i
vooro	v oː r o
voosi	v oː sʲ i
voosi	v oː sʲ i
voota	v oː t ɑ
vootin	v oː tʲ i n
vot	v o t
vot	v o t
vunukkõ	v u n u kː ə̠
vunukkõ	v u n u kː
võdnõ	v ɤ d n ə̠
võhkõ	v ɤ x k ə̠
või	v ɤ i̯
võimõ	v ɤ i̯ m ə̠
võimõkõz	v ɤ i̯ m ɤ̟ k ɤ̟ z̥
võissõ	v ɤ i̯ sː ə̠
võita	v ɤ i̯ t ɑ
võitta	v ɤ i̯ tː ɑ
võitto	v ɤ i̯ tː o
võitõllõ	v ɤ i̯ t ɤ ɫː ə̠
võjjõ	v ɤ ʝː ɤ
võlkõ	v ɤ ɫ k ə̠
võrkko	v ɤ r kː o
võrkkõ	v ɤ r kː ə̠
võro	v ɤ r o
võro	v ɤ r o
võsa	v ɤ s ɑ
võtta	v ɤ tː ɑ
võtta	v ɤ tː ɑ
võtti	v ɤ tʲː i
võõno	v ɤː n o
võõrõz	v ɤː r ɤ̟ z̥
võõrõz	v ɤː r ɤ̟ z̥
võõrõzi	v ɤː r ɤ̟ zʲ i
võõrõzi	v ɤː r ɤ̟ zʲ i
väčeve	vʲ æ t͡ʃ e vʲ ə̟
väči	vʲ æ t͡ʃ i
väči	vʲ æ t͡ʃ i
vähenesse	vʲ æ hʲ e nʲ e sʲː ə̟
vähepi	vʲ æ hʲ e pʲ i
vähettä	vʲ æ hʲ e tʲː æ
vähä	vʲ æ hʲ æ
vähä	vʲ æ hʲ æ
vähäize	vʲ æ h æ i̯ zʲ e
vähäize	vʲ æ h æ i̯ z e
väiččiä	vʲ æ i̯ t͡ʃː i æ̯
väli	vʲ æ l i
väli	vʲ æ l i
välill	vʲ æ l i lː ə̟
välill	vʲ æ l i lː
välille	vʲ æ l i lː e
välille	vʲ æ l i lː ə̟
väliz	vʲ æ l i z̥
välli	vʲ æ lː i
vällä	vʲ æ lː æ
värisse	vʲ æ rʲ i sʲː ə̟
värpo	vʲ æ r p o
väräje	vʲ æ rʲ æ ʝ ə̟
vässüä	vʲ æ sʲː y æ̯
väzüttä	vʲ æ zʲ y tʲː æ
vävü	vʲ æ vʲ y
vääntisse	vʲ æː n tʲ i sʲː ə̟
vääntisse	vʲ æː n tʲ i sʲː
vääntä	vʲ æː n tʲ æ
vääntüä	vʲ æː n tʲ y æ̯
vääre	vʲ æː rʲ ə̟
vöö	vʲ øː
vööri	vʲ øː rʲ i
õgaz	ɤ ɡ ɑ z̥
õhjõ	ɤ h ʝ ə̠
õhjõ	ɤ h ʝ ə̠̆
õhsõ	ɤ h s ə̠
õhsõtõ	ɤ h s ɤ t ə̠
õhtõgo	ɤ h t ɤ̟ ɡ o
õhvõ	ɤ h v ə̠
õigõtta	ɤ i̯ ɡ ɤ tː ɑ
õika	ɤ i̯ k ɑ
õikõa	ɤ i̯ k ɤ ɑ̯
õja	ɤ ʝ ɑ
õlči	ɤ ɫ t͡ʃ i
õli	ɤ l i
õlkõ	ɤ ɫ k ə̠
õllõ	ɤ ɫː ə̠
õllõ	ɤ ɫː
õlud	ɤ ɫ u d̥
õludkoto	ɤ ɫ u t k o t o
õma	ɤ m ɑ
õma	ɤ m ɑ
õmmõllõ	ɤ mː ɤ ɫː ə̠
õmpõlija	ɤ m p ɤ l i ʝ ɑ
õmõ	ɤ m ɤ
õmõhtua	ɤ m ɤ h t u ɑ̯
õnki	ɤ ŋ kʲ i
õnkia	ɤ ŋ kʲ i ɑ̯
õnni	ɤ nʲː i
õnnissua	ɤ nʲː i sː u ɑ̯
õnnõkõz	ɤ nː ɤ k ɤ̟ z̥
õnnõllin	ɤ nː ɤ lː i n
õnnõto	ɤ nː ɤ t o
õppa	ɤ pː ɑ
õppi	ɤ pʲː i
õppi	ɤ pʲː i
õppia	ɤ pʲː i ɑ̯
õppissõ	ɤ pʲː i sː ə̠
õppõin	ɤ pː ɤ i̯ n
õppõssõ	ɤ pː ɤ sː ə̠
õpõa	ɤ pː ɤ ɑ̯
õpõn	ɤ p ɤ n
õpõtta	ɤ p ɤ tː ɑ
õpõtta	ɤ p ɤ tː ɑ
õpõttõja	ɤ p ɤ t t ɤ̟ ʝ ɑ
õraz	ɤ r ɑ z̥
õravõ	ɤ r ɑ v ə̠
õrsi	ɤ r sʲ i
õsa	ɤ s ɑ
õssa	ɤ sː ɑ
õssa	ɤ sː ɑ
õzrikko	ɤ z rʲ i kː o
õzrõ	ɤ z r ə̠
õzʹzʹõ	ɤ ʑː ə̠
Õtavõ	ɤ t ɑ v ə̠
õttsõ	ɤ t͡sː ə̠
õttsõ	ɤ t͡sː
õvvi	ɤ vʲː i
õõroa	ɤː r o ɑ̯
äčči	æ t͡ʃː i
äččissä	æ t͡ʃː i sʲː æ
äččissä	æ t͡ʃː i sʲː æ
äessä	æ e̯ sʲː æ
äez	æ e̯ z̥
ähčiä	æ h t͡ʃ i æ̯
äjje	æ ʝː ə̟
äjje	æ ʝː ə̟̆
ämme	æ mʲː ə̟
ämme	æ mʲː
änte	æ n tʲ ə̟
äppisse	æ pʲː i sʲː ə̟
äppiä	æ pʲː i æ̯
äpü	æ pʲ y
ärče	æ r t͡ʃ ə̟
ärüd	æ rʲ y d̥
ässe	æ sʲː ə̟
ätä	æ t æ
ävite	æ vʲ i tʲ ə̟
ävittä	æ vʲ i tʲː æ
ävvisse	æ vʲː i sʲː ə̟
ääli	æː l i
ääni	æː nʲ i
ääni	æː nʲ i
ääre	æː rʲ e
äärez	æː rʲ e z̥
ääri	æː rʲ i
äärimein	æː rʲ i mʲ e i̯ n
öhsüä	ø h sʲ y æ̯
öljü	ø l ʝ y
ööitku	øː i t k u
ühellain	y hʲ e ɫː ɑ i̯ n
ühesä	y hʲ e sʲ æ
ühesä	y h e sʲ æ
ühesäteiššümed	y hʲ e sʲ æ tʲ e i̯ ʃː y mʲ e d̥
ühesätõiššümed	y hʲ e sʲ æ t ɤ i̯ ʃː y mʲ e d̥
ühs	y h z̥
ühs	y h sʲ
ühs	y h s
ühs	y h z̥
ühsi	y h sʲ i
ühsinä	y h sʲ i nʲ æ
ühskõrd	y h s k ɤ r d̥
ühsteiššümed	y h s tʲ e i̯ ʃː y mʲ e d̥
ühstõiššümed	y h s t ɤ i̯ ʃː y mʲ e d̥
ühte	y h tʲ e
ühtein	y h tʲ e i̯ n
ühtä	y h tʲ æ
ühtä	y h tʲ æ
üle	y l e
üli	y l i
üli	y l i
ülioomõn	y l i oː m ɤ n
ülle	y lː e
üllel	y lː e l
üllelle	y lː e lː e
üllelle	y lː e l e
üllez	y lː e z̥
ülpiä	y l pʲ i æ̯
üläkõrtõ	y l æ k ɤ r t ə̠
ümmerkäin	y mː e̠ r kʲ æ i̯ n
ümperi	y m p e̠ rʲ i
ümperüz	y m p e̠ rʲ y z̥
ürüttä	y rʲ y tʲː æ
üvvi	y vʲː i
üvä	y vʲ æ
üvä	y vʲ æ
üvässi	y vʲ æ sʲː i
üvässi	y vʲ æ sʲː i
üvüz	y vʲ y z̥
üü	yː
üüitku	yː i t k u
