अ	ə
अधिनियमित	ə d̪ʱ ɪ n ɪ j ə m ɪ t̪
अधिप्रचार	ə d̪ʱ ɪ p ɾ ə t͡ʃ ɑː ɾ
अधिभार	ə d̪ʱ ɪ bʱ ɑː ɾ
अधिभोग	ə d̪ʱ ɪ bʱ oː ɡ
अधिमास	ə d̪ʱ ɪ m ɑː s
अधिलाभ	ə d̪ʱ ɪ l ɑː bʱ
अधिवक्ता	ə d̪ʱ ɪ ʋ ə k t̪ ɑː
अधिवार्षिकी	ə d̪ʱ ɪ ʋ ɑː ɾ ʂ ɪ k iː
अधिवेशन	ə d̪ʱ ɪ ʋ eː ʃ ə n
अधिसूचना	ə d̪ʱ ɪ s uː t͡ʃ n ɑː
अधिसूचित	ə d̪ʱ ɪ s uː t͡ʃ ɪ t̪
अधीक्षक	ə d̪ʱ iː k ʂ ə k
अधीक्षण	ə d̪ʱ iː k ʂ ə ɳ
अधीन	ə d̪ʱ iː n
अधीनता	ə d̪ʱ iː n t̪ ɑː
अधीर	ə d̪ʱ iː ɾ
अधीरता	ə d̪ʱ iː ɾ t̪ ɑː
अधीश	ə d̪ʱ iː ʃ
अधुना	ə d̪ʱ ʊ n ɑː
अधूरा	ə d̪ʱ uː ɾ ɑː
अधेड़	ə d̪ʱ eː ɽ
अधोहस्ताक्षरी	ə d̪ʱ oː ɦ ə s t̪ ɑː k ʂ ə ɾ iː
अध्यक्ष	ə d̪ʱ j ə k ʂ
अध्यक्षता	ə d̪ʱ j ə k ʂ t̪ ɑː
अध्ययन	ə d̪ʱ j ə j ə n
अध्ययन	ə d̪ʱ j ə n
अध्यादेश	ə d̪ʱ j ɑː d̪ eː ʃ
अध्यापक	ə d̪ʱ j ɑː p ə k
अध्यापको	ə d̪ʱ j ɑː p ə k oː
अध्यापकों	ə d̪ʱ j ɑː p ə k õː
अध्यापिका	ə d̪ʱ j ɑː p ɪ k ɑː
अध्यापिकाएँ	ə d̪ʱ j ɑː p ɪ k ɑː ẽː
अध्यापिकाओ	ə d̪ʱ j ɑː p ɪ k ɑː oː
अध्यापिकाओं	ə d̪ʱ j ɑː p ɪ k ɑː õː
अध्याय	ə d̪ʱ j ɑː j
अनंतपुर	ə n ə n t̪ p ʊ ɾ
अनकटा	ə n k ə ʈ ɑː
अनकना	ə n ə k n ɑː
अनकहा	ə n k ə ɦ ɑː
अनखिला	ə n kʰ ɪ l ɑː
अनखुला	ə n kʰ ʊ l ɑː
अनगढ़	ə n ɡ ə ɽʱ
अनगिनत	ə n ɡ ɪ n ə t̪
अनचखा	ə n t͡ʃ ə kʰ ɑː
अनचाहा	ə n t͡ʃ ɑː ɦ ɑː
अनछुआ	ə n t͡ʃʰ ʊ ɑː
अनजाना	ə n d͡ʒ ɑː n ɑː
अनजाने	ə n d͡ʒ ɑː n eː
अनटूटा	ə n ʈ uː ʈ ɑː
अनथक	ə n t̪ʰ ə k
अनदेखा	ə n d̪ eː kʰ ɑː
अननुमेय	ə n n ʊ m eː j
अनन्नास	ə n ə n n ɑː s
अनपच	ə n p ə t͡ʃ
अनपढ़	ə n p ə ɽʱ
अनबन	ə n b ə n
अनबीता	ə n b iː t̪ ɑː
अनब्याहा	ə n b j ɑː ɦ ɑː
अनभिज्ञ	ə n ə bʱ ɪ ɡ jᵊ
अनमना	ə n m ə n ɑː
अनमोल	ə n m oː l
अनर्थ	ə n ə ɾ t̪ʰ
अनल	ə n ə l
अनशन	ə n ʃ ə n
अनसुना	ə n s ʊ n ɑː
अनसुलझा	ə n s ʊ l d͡ʒʱ ɑː
अनस्तित्व	ə n ə s t̪ ɪ t̪ ʋᵊ
अनहोना	ə n ɦ oː n ɑː
अनहोनी	ə n ɦ oː n iː
अनांत्र	ə n ɑː n t̪ ɾᵊ
अनाचार	ə n ɑː t͡ʃ ɑː ɾ
अनाज	ə n ɑː d͡ʒ
अनाड़ी	ə n ɑː ɽ iː
अनातोलिया	ə n ɑː t̪ oː l ɪ j ɑː
अनातोली	ə n ɑː t̪ oː l iː
अनाथ	ə n ɑː t̪ʰ
अनाथालय	ə n ɑː t̪ʰ ɑː l ə j
अनादर	ə n ɑː d̪ ə ɾ
अनाधिकारिक	ə n ɑː d̪ʱ ɪ k ɑː ɾ ɪ k
अनापत्ति	ə n ɑː p ə t̪ t̪ iː
अनाम	ə n ɑː m
अनामिका	ə n ɑː m ɪ k ɑː
अनार	ə n ɑː ɾ
अनारकली	ə n ɑː ɾ k ə l iː
अनारदाना	ə n ɑː ɾ d̪ ɑː n ɑː
अनावश्यक	ə n ɑː ʋ ə ʃ j ə k
अनाहार	ə n ɑː ɦ ɑː ɾ
अनिच्छा	ə n ɪ t̪ t͡ʃʰ ɑː
अनित्य	ə n ɪ t̪ jᵊ
अनिद्र	ə n ɪ d̪ ɾᵊ
अनिद्रा	ə n ɪ d̪ ɾ ɑː
अनियंत्रित	ə n ɪ j ə n t̪ ɾ ɪ t̪
अनियमित	ə n ɪ j ə m ɪ t̪
अनियमितता	ə n ɪ j ə m ɪ t̪ t̪ ɑː
अनिरंतरता	ə n ɪ ɾ ə n t̪ ə ɾ t̪ ɑː
अनिरंतरताएँ	ə n ɪ ɾ ə n t̪ ə ɾ t̪ ɑː ẽː
अनिरंतरताओं	ə n ɪ ɾ ə n t̪ ə ɾ t̪ ɑː õː
अनिरन्तरता	ə n ɪ ɾ ə n t̪ ə ɾ t̪ ɑː
अनिरन्तरताएँ	ə n ɪ ɾ ə n t̪ ə ɾ t̪ ɑː ẽː
अनिरन्तरताओं	ə n ɪ ɾ ə n t̪ ə ɾ t̪ ɑː õː
अनिर्भर	ə n ɪ ɾ bʱ ə ɾ
अनिर्भरता	ə n ɪ ɾ bʱ ə ɾ t̪ ɑː
अनिवार्य	ə n ɪ ʋ ɑː ɾ jᵊ
अनिवार्यतः	ə n ɪ ʋ ɑː ɾ j ə t̪ ə ɦ
अनिश्चयवाद	ə n ɪ ʃ t͡ʃ ə j ʋ ɑː d̪
अनिश्चित	ə n ɪ ʃ t͡ʃ ɪ t̪
अनिश्चितता	ə n ɪ ʃ t͡ʃ ɪ t̪ t̪ ɑː
अनिश्चितताएँ	ə n ɪ ʃ t͡ʃ ɪ t̪ t̪ ɑː ẽː
अनिश्चितताओ	ə n ɪ ʃ t͡ʃ ɪ t̪ t̪ ɑː oː
अनिश्चितताओं	ə n ɪ ʃ t͡ʃ ɪ t̪ t̪ ɑː õː
अनीश	ə n iː ʃ
अनुकरण	ə n ʊ k ə ɾ ə ɳ
अनुकूल	ə n ʊ k uː l
अनुकूलन	ə n ʊ k uː l ə n
अनुकूलित	ə n ʊ k uː l ɪ t̪
अनुक्रमणिका	ə n ʊ k ɾ ə m ɳ ɪ k ɑː
अनुक्रिया	ə n ʊ k ɾ ɪ j ɑː
अनुगृहीत	ə n ʊ ɡ ɾ ɪ ɦ iː t̪
अनुग्रह	ə n ʊ ɡ ɾ ə ɦ
अनुचित	ə n ʊ t͡ʃ ɪ t̪
अनुच्छेद	ə n ʊ t̪ t͡ʃʰ eː d̪
अनुज्ञप्ति	ə n ʊ ɡ j ə p t̪ iː
अनुदान	ə n ʊ d̪ ɑː n
अनुनय	ə n ʊ n ə j
अनुनाद	ə n ʊ n ɑː d̪
अनुनासिक	ə n ʊ n ɑː s ɪ k
अनुनासिकता	ə n ʊ n ɑː s ɪ k t̪ ɑː
अनुपजाऊ	ə n ʊ p d͡ʒ ɑː uː
अनुपम	ə n ʊ p ə m
अनुपयोगी	ə n ʊ p j oː ɡ iː
अनुपलब्ध	ə n ʊ p l ə b d̪ʱ
अनुपलब्धता	ə n ʊ p l ə b d̪ʱ t̪ ɑː
अनुपस्थित	ə n ʊ p ə s t̪ʰ ɪ t̪
अनुपस्थिति	ə n ʊ p ə s t̪ʰ ɪ t̪ iː
अनुपात	ə n ʊ p ɑː t̪
अनुपूरक	ə n ʊ p uː ɾ ə k
अनुप्रयुक्त	ə n ʊ p ɾ ə j ʊ k t̪
अनुप्रास	ə n ʊ p ɾ ɑː s
अनुबंध	ə n ʊ b ə n d̪ʱ
अनुभव	ə n ʊ bʱ ə ʋ
अनुभववाद	ə n ʊ bʱ ə ʋ ʋ ɑː d̪
अनुभवी	ə n ʊ bʱ ə ʋ iː
अनुभवो	ə n ʊ bʱ ə ʋ oː
अनुभवों	ə n ʊ bʱ ə ʋ õː
अनुभूति	ə n ʊ bʱ uː t̪ iː
अनुमति	ə n ʊ m ə t̪ iː
अनुमस्तिष्क	ə n ʊ m ə s t̪ ɪ ʂ k
अनुमान	ə n ʊ m ɑː n
अनुमानतः	ə n ʊ m ɑː n t̪ ə ɦ
अनुमानित	ə n ʊ m ɑː n ɪ t̪
अनुमेय	ə n ʊ m eː j
अनुमोदन	ə n ʊ m oː d̪ ə n
अनुमोदित	ə n ʊ m oː d̪ ɪ t̪
अनुयायी	ə n ʊ j ɑː j iː
अनुरक्त	ə n ʊ ɾ ə k t̪
अनुरक्षण	ə n ʊ ɾ ə k ʂ ə ɳ
अनुराग	ə n ʊ ɾ ɑː ɡ
अनुरागहीनता	ə n ʊ ɾ ɑː ɡ ɦ iː n t̪ ɑː
अनुरूप	ə n ʊ ɾ uː p
अनुरोध	ə n ʊ ɾ oː d̪ʱ
अनुलोम	ə n ʊ l oː m
अनुवांशिक	ə n ʊ ʋ ɑː n ʃ ɪ k
अनुवांशिकी	ə n ʊ ʋ ɑː n ʃ ɪ k iː
अनुवाद	ə n ʊ ʋ ɑː d̪
अनुवादक	ə n ʊ ʋ ɑː d̪ ə k
अनुवादित	ə n ʊ ʋ ɑː d̪ ɪ t̪
अनुशासक	ə n ʊ ʃ ɑː s ə k
अनुशासन	ə n ʊ ʃ ɑː s ə n
अनुशासित	ə n ʊ ʃ ɑː s ɪ t̪
अनुशीलन	ə n ʊ ʃ iː l ə n
अनुष्ठान	ə n ʊ ʂ ʈʰ ɑː n
अनुसंधान	ə n ʊ s ə n d̪ʱ ɑː n
अनुसरण	ə n ʊ s ə ɾ ə ɳ
अनुस्वार	ə n ʊ s ʋ ɑː ɾ
अनूठा	ə n uː ʈʰ ɑː
अनूदित	ə n uː d̪ ɪ t̪
अनूप	ə n uː p
अनेक	ə n eː k
अनेकता	ə n eː k t̪ ɑː
अनेकानेक	ə n eː k ɑː n eː k
अनैतिकवाद	ə n ɛː t̪ ɪ k ʋ ɑː d̪
अनौपचारिक	ə n ɔː p t͡ʃ ɑː ɾ ɪ k
अन्त	ə n t̪
अन्तम	ə n t̪ ə m
अन्तरिक्ष	ə n t̪ ə ɾ ɪ k ʂ
अन्तर्गत	ə n t̪ ə ɾ ɡ ə t̪
अन्ताकिया	ə n t̪ ɑː k ɪ j ɑː
अन्दर	ə n d̪ ə ɾ
अन्धियारा	ə n d̪ʱ ɪ j ɑː ɾ ɑː
अन्न	ə n n
अन्य	ə n j ə
अन्यथा	ə n j ə t̪ʰ ɑː
अन्याय	ə n j ɑː j
अन्यायपूर्ण	ə n j ɑː j p uː ɾ ɳ
अन्यायी	ə n j ɑː j iː
अन्वेषण	ə n ʋ eː ʂ ə ɳ
अपंग	ə p ə ŋ ɡ
अपकार	ə p k ɑː ɾ
अपकीर्ति	ə p k iː ɾ t̪ iː
अपक्व	ə p ə k ʋ ə
अपच्छाय	ə p ə t̪ t͡ʃʰ ɑː j
अपच्छाया	ə p ə t̪ t͡ʃʰ ɑː j ɑː
अपतट	ə p t̪ ə ʈ
अपत्य	ə p ə t̪ jᵊ
अपदेश	ə p d̪ eː ʃ
अपना	ə p n ɑː
अपनाना	ə p n ɑː n ɑː
अपनी	ə p n iː
अपने	ə p n eː
अपमान	ə p m ɑː n
अपमानजनक	ə p m ɑː n d͡ʒ ə n ə k
अपमानित	ə p m ɑː n ɪ t̪
अपयश	ə p j ə ʃ
अपर	ə p ə ɾ
अपरंपार	ə p ɾ ə m p ɑː ɾ
अपराध	ə p ɾ ɑː d̪ʱ
अपराधिनी	ə p ɾ ɑː d̪ʱ ɪ n iː
अपराधियो	ə p ɾ ɑː d̪ʱ ɪ j oː
अपराधियों	ə p ɾ ɑː d̪ʱ ɪ j õː
अपराधी	ə p ɾ ɑː d̪ʱ iː
अपराधो	ə p ɾ ɑː d̪ʱ oː
अपराधों	ə p ɾ ɑː d̪ʱ õː
अपरिचित	ə p ə ɾ ɪ t͡ʃ ɪ t̪
अपरिपक्व	ə p ə ɾ ɪ p ə k ʋᵊ
अपरिपक्वता	ə p ə ɾ ɪ p ə k ʋ ə t̪ ɑː
अपरिमेय	ə p ə ɾ ɪ m eː j
अपरिरुद्ध	ə p ə ɾ ɪ ɾ ʊ d̪ d̪ʱ
अपर्याप्त	ə p ə ɾ j ɑː p t̪
अपलक	ə p ə l ə k
अपवंचन	ə p ʋ ə n t͡ʃ ə n
अपवंचनों	ə p ʋ ə n t͡ʃ ə n õː
अपवाद	ə p ʋ ɑː d̪
अपवाहित	ə p ʋ ɑː ɦ ɪ t̪
अपवित्र	ə p ə ʋ ɪ t̪ ɾᵊ
अपव्यय	ə p ʋ j ə j
अपशकुन	ə p ʃ ə k ʊ n
अपसामान्य	ə p s ɑː m ɑː n jᵊ
अपहरण	ə p ɦ ə ɾ ə ɳ
अपहर्ता	ə pʰ ə ɾ t̪ ɑː
अपारंपरिक	ə p ɑː ɾ ə m p ə ɾ ɪ k
अपारंपरिकता	ə p ɑː ɾ ə m p ə ɾ ɪ k t̪ ɑː
अपारम्परिक	ə p ɑː ɾ ə m p ə ɾ ɪ k
अपारम्परिकता	ə p ɑː ɾ ə m p ə ɾ ɪ k t̪ ɑː
अपाहज	ə p ɑː ɦ ə d͡ʒ
अपितु	ə p ɪ t̪ uː
अपुन	ə p ʊ n
अपुष्ट	ə p ʊ ʂ ʈ
अपूर्ण	ə p uː ɾ ɳ
अपूर्व	ə p uː ɾ ʋ
अपेक्षा	ə p eː k ʂ ɑː
अपेक्षाकृत	ə p eː k ʂ ɑː k ɾ ɪ t̪
अपेक्षित	ə p eː k ʂ ɪ t̪
अपेय	ə p eː j
अपेय	ə p eː jᵊ
अपॉइंटमेंट	ə p ɔ ɪ ɳ ʈ m eː ɳ ʈ
अप्रकट	ə p ɾ ə k ə ʈ
अप्रकाशित	ə p ɾ ə k ɑː ʃ ɪ t̪
अप्रचलित	ə p ɾ ə t͡ʃ ə l ɪ t̪
अप्रति	ə p ɾ ə t̪ iː
अप्रतिम	ə p ɾ ə t̪ ɪ m
अप्रत्यक्ष	ə p ɾ ə t̪ j ə k ʂ
अप्रत्याशित	ə p ɾ ə t̪ j ɑː ʃ ɪ t̪
अप्रसन्न	ə p ɾ ə s ə n n
अप्रिय	ə p ɾ ɪ jᵊ
अप्रैल	ə p ɾ ɛː l
अप्सरा	ə p s ə ɾ ɑː
अफगानिस्तान	ə f ɣ ɑː n ɪ s t̪ ɑː n
अफगानिस्तान	ə pʰ ɡ ɑː n ɪ s t̪ ɑː n
अफरना	ə pʰ ə ɾ n ɑː
अफसर	ə f s ə ɾ
अफसर	ə pʰ s ə ɾ
अफसरो	ə f s ə ɾ oː
अफसरो	ə pʰ s ə ɾ oː
अफसरों	ə f s ə ɾ õː
अफसरों	ə pʰ s ə ɾ õː
अफ़लातून	ə f l ɑː t̪ uː n
अफ़लातून	ə pʰ l ɑː t̪ uː n
अफ़वाह	ə f ʋ ɑː ɦ
अफ़वाह	ə pʰ ʋ ɑː ɦ
अफ़वाहें	ə f ʋ ɑː ɦ ẽː
अफ़वाहें	ə pʰ ʋ ɑː ɦ ẽː
अफ़वाहो	ə f ʋ ɑː ɦ oː
अफ़वाहो	ə pʰ ʋ ɑː ɦ oː
अफ़वाहों	ə f ʋ ɑː ɦ õː
अफ़वाहों	ə pʰ ʋ ɑː ɦ õː
अफ़सर	ə f s ə ɾ
अफ़सर	ə pʰ s ə ɾ
अफ़सरो	ə f s ə ɾ oː
अफ़सरो	ə pʰ s ə ɾ oː
अफ़सरों	ə f s ə ɾ õː
अफ़सरों	ə pʰ s ə ɾ õː
अफ़साना	ə f s ɑː n ɑː
अफ़साना	ə pʰ s ɑː n ɑː
अफ़साने	ə f s ɑː n eː
अफ़साने	ə pʰ s ɑː n eː
अफ़सानो	ə f s ɑː n oː
अफ़सानो	ə pʰ s ɑː n oː
अफ़सानों	ə f s ɑː n õː
अफ़सानों	ə pʰ s ɑː n õː
अफ़सुरदगी	ə f s ʊ ɾ d̪ ə ɡ iː
अफ़सुरदगी	ə pʰ s ʊ ɾ d̪ ə ɡ iː
अफ़सुरदा	ə f s ʊ ɾ d̪ ɑː
अफ़सुरदा	ə pʰ s ʊ ɾ d̪ ɑː
अफ़सोस	ə f s oː s
अफ़सोस	ə pʰ s oː s
अफ़सोसजनक	ə f s oː s d͡ʒ ə n ə k
अफ़सोसजनक	ə pʰ s oː s d͡ʒ ə n ə k
अफ़ीम	ə f iː m
अफ़ीम	ə pʰ iː m
अफ़ीमची	ə f iː m t͡ʃ iː
अफ़ीमची	ə pʰ iː m t͡ʃ iː
अफ़्ग़ानिस्तान	ə f ɣ ɑː n ɪ s t̪ ɑː n
अफ़्ग़ानिस्तान	ə pʰ ɡ ɑː n ɪ s t̪ ɑː n
अफ़्रीका	ə f ɾ iː k ɑː
अफ़्रीका	ə pʰ ɾ iː k ɑː
अफ़्रीकांस	ə f ɾ iː k ɑː n s
अफ़्रीकांस	ə pʰ ɾ iː k ɑː n s
अफ़्रीकान्स	ə f ɾ iː k ɑː n s
अफ़्रीकान्स	ə pʰ ɾ iː k ɑː n s
अफ़्रीकी	ə f ɾ iː k iː
अफ़्रीकी	ə pʰ ɾ iː k iː
अफ़्साना	ə f s ɑː n ɑː
अफ़्साना	ə pʰ s ɑː n ɑː
अफीम	ə f iː m
अफीम	ə pʰ iː m
अफेन	ə pʰ eː n
अबटाबाद	ə b ʈ ɑː b ɑː d̪
अबरी	ə b ɾ iː
अबाबील	ə b ɑː b iː l
अबिचल	ə b ɪ t͡ʃ ə l
अबिवात्त	ə b ɪ ʋ ɑː t̪ t̪
अबीर	ə b iː ɾ
अबेर	ə b eː ɾ
अबोध	ə b oː d̪ʱ
अब्जद	ə b d͡ʒ ə d̪
अब्द	ə b d̪
अब्दुल्ला	ə b d̪ ʊ l l ɑː
अब्धि	ə b d̪ʱ iː
अब्बा	ə b b ɑː
अब्बू	ə b b uː
अब्र	ə b ɾᵊ
अभद्र	ə bʱ ə d̪ ɾᵊ
अभयारण्य	ə bʱ j ɑː ɾ ə ɳ jᵊ
अभागा	ə bʱ ɑː ɡ ɑː
अभाव	ə bʱ ɑː ʋ
अभिकथन	ə bʱ ɪ k ə t̪ʰ ə n
अभिकलित्र	ə bʱ ɪ k ə l ɪ t̪ ɾᵊ
अभिकारक	ə bʱ ɪ k ɑː ɾ ə k
अभिक्रिया	ə bʱ ɪ k ɾ ɪ j ɑː
अभिगम	ə bʱ ɪ ɡ ə m
अभिचार	ə bʱ ɪ t͡ʃ ɑː ɾ
अभिज्ञा	ə bʱ ɪ ɡ j ɑː
अभिज्ञाएँ	ə bʱ ɪ ɡ j ɑː ẽː
अभिदृश्यक	ə bʱ ɪ d̪ ɾ ɪ ʃ j ə k
अभिनंदन	ə bʱ ɪ n ə n d̪ ə n
अभिनय	ə bʱ ɪ n ə j
अभिनेता	ə bʱ ɪ n eː t̪ ɑː
अभिनेत्री	ə bʱ ɪ n eː t̪ ɾ iː
अभिप्राय	ə bʱ ɪ p ɾ ɑː j
अभिभावक	ə bʱ ɪ bʱ ɑː ʋ ə k
अभिभूत	ə bʱ ɪ bʱ uː t̪
अभिमानी	ə bʱ ɪ m ɑː n iː
अभियंता	ə bʱ ɪ j ə n t̪ ɑː
अभियंत्रण	ə bʱ ɪ j ə n t̪ ɾ ə ɳ
अभियंत्रिकी	ə bʱ ɪ j ə n t̪ ɾ ɪ k iː
अभियन्ता	ə bʱ ɪ j ə n t̪ ɑː
अभियांत्रिकी	ə bʱ ɪ j ɑː n t̪ ɾ ɪ k iː
अभियान	ə bʱ ɪ j ɑː n
अभियानो	ə bʱ ɪ j ɑː n oː
अभियानों	ə bʱ ɪ j ɑː n õː
अभियुक्त	ə bʱ ɪ j ʊ k t̪
अभियोक्ता	ə bʱ ɪ j oː k t̪ ɑː
अभियोक्ताओ	ə bʱ ɪ j oː k t̪ ɑː oː
अभियोक्ताओं	ə bʱ ɪ j oː k t̪ ɑː õː
अभियोग	ə bʱ ɪ j oː ɡ
अभियोगो	ə bʱ ɪ j oː ɡ oː
अभियोगों	ə bʱ ɪ j oː ɡ õː
अभियोजक	ə bʱ ɪ j oː d͡ʒ ə k
अभिरुचि	ə bʱ ɪ ɾ ʊ t͡ʃ iː
अभिलाषा	ə bʱ ɪ l ɑː ʂ ɑː
अभिलेख	ə bʱ ɪ l eː kʰ
अभिवादन	ə bʱ ɪ ʋ ɑː d̪ ə n
अभिव्यंजनावाद	ə bʱ ɪ ʋ j ə n d͡ʒ n ɑː ʋ ɑː d̪
अभिव्यक्त	ə bʱ ɪ ʋ j ə k t̪
अभिव्यक्ति	ə bʱ ɪ ʋ j ə k t̪ iː
अभिशाप	ə bʱ ɪ ʃ ɑː p
अभिषेक	ə bʱ ɪ ʂ eː k
अभी	ə bʱ iː
अभूतपूर्व	ə bʱ uː t̪ p uː ɾ ʋ
अभ्यंग	ə bʱ j ə ŋ ɡ
अभ्यस्त	ə bʱ j ə s t̪
अभ्यागत	ə bʱ j ɑː ɡ ə t̪
अभ्यास	ə bʱ j ɑː s
अभ्यासक्रम	ə bʱ j ɑː s k ɾ ə m
अभ्यासवश	ə bʱ j ɑː s ʋ ə ʃ
अभ्रक	ə bʱ ɾ ə k
अभ्व	ə bʱ ʋᵊ
अमचूर	ə m t͡ʃ uː ɾ
अमन	ə m ə n
अमरावती	ə m ɾ ɑː ʋ ə t̪ iː
अमरीका	ə m ɾ iː k ɑː
अमरूद	ə m ɾ uː d̪
अमल	ə m ə l
अमलतास	ə m ə l t̪ ɑː s
अमानत	ə m ɑː n ə t̪
अमानती	ə m ɑː n ə t̪ iː
अमानवीय	ə m ɑː n ə ʋ iː jᵊ
अमानवीयता	ə m ɑː n ə ʋ iː j ə t̪ ɑː
अमान्य	ə m ɑː n jᵊ
अमावस	ə m ɑː ʋ ə s
अमाशय	ə m ɑː ʃ ə j
अमिट	ə m ɪ ʈ
अमीबा	ə m iː b ɑː
अमीर	ə m iː ɾ
अमीरी	ə m iː ɾ iː
अमीरो	ə m iː ɾ oː
अमीरों	ə m iː ɾ õː
अमुक	ə m ʊ k
अमुल्य	ə m uː l jᵊ
अमूल्य	ə m uː l jᵊ
अमृत	ə m ɾ ɪ t̪
अमृतसर	ə m ɾ ɪ t̪ s ə ɾ
अमेध्य	ə m eː d̪ʱ jᵊ
अमेरिकन	ə m eː ɾ ɪ k ə n
अमेरिका	ə m eː ɾ ɪ k ɑː
अमेरिकी	ə m eː ɾ ɪ k iː
अमोघ	ə m oː ɡʱ
अम्बर	ə m b ə ɾ
अम्मा	ə m m ɑː
अम्माँ	ə m m ɑ̃ː
अम्मी	ə m m iː
अम्ल	ə m lᵊ
अम्लता	ə m lᵊ t̪ ɑː
अम्लपित्त	ə m l ə p ɪ t̪ t̪
अम्लपित्त	ə m lᵊ p ɪ t̪ t̪
अम्लीय	ə m l iː jᵊ
अयनांत	ə j ə n ɑː n t̪
अयस्	ə j ə s
अयस्क	ə j ə s k
अयादत	ə j ɑː d̪ ə t̪
अयादतें	ə j ɑː d̪ ə t̪ ẽː
अयादतों	ə j ɑː d̪ ə t̪ õː
अयाना	ə j ɑː n ɑː
अयाल	ə j ɑː l
अयुत	ə j ʊ t̪
अयोग्य	ə j oː ɡ jᵊ
अयोग्यता	ə j oː ɡ j ə t̪ ɑː
अयोध्या	ə j oː d̪ʱ j ɑː
अरंडी	ə ɾ ə ɳ ɖ iː
अरक्तता	ə ɾ ə k t̪ t̪ ɑː
अरगनी	ə ɾ ə ɡ n iː
अरणि	ə ɾ ɳ iː
अरति	ə ɾ ə t̪ iː
अरथी	ə ɾ t̪ʰ iː
अरदली	ə ɾ d̪ ə l iː
अरब	ə ɾ ə b
अरबिंद	ə ɾ b ɪ n d̪
अरबी	ə ɾ b iː
अरबी	ə ɾ ə b iː
अरबो	ə ɾ ə b oː
अरबों	ə ɾ ə b õː
अरमान	ə ɾ m ɑː n
अरविंद	ə ɾ ʋ ɪ n d̪
अरवी	ə ɾ ʋ iː
अरस	ə ɾ ə s
अरसा	ə ɾ s ɑː
अरस्तू	ə ɾ ə s t̪ uː
अराजक	ə ɾ ɑː d͡ʒ ə k
अराजकता	ə ɾ ɑː d͡ʒ ə k t̪ ɑː
अराजकवाद	ə ɾ ɑː d͡ʒ ə k ʋ ɑː d̪
अराजकवादी	ə ɾ ɑː d͡ʒ ə k ʋ ɑː d̪ iː
अरारोट	ə ɾ ɑː ɾ oː ʈ
अरिहंत	ə ɾ ɪ ɦ ə n t̪
अरुचि	ə ɾ ʊ t͡ʃ iː
अरुचिकर	ə ɾ ʊ t͡ʃ ɪ k ə ɾ
अरुणोदय	ə ɾ ʊ ɳ oː d̪ ə j
अरे	ə ɾ eː
अरोगी	ə ɾ oː ɡ iː
अरोड़ा	ə ɾ oː ɽ ɑː
अरोरा	ə ɾ oː ɾ ɑː
अर्क़	ə ɾ k
अर्क़	ə ɾ q
अर्गवनी	ə ɾ ɡ ə ʋ ə n iː
अर्ग़वानी	ə ɾ ɡ ə ʋ ɑː n iː
अर्ग़वानी	ə ɾ ɣ ə ʋ ɑː n iː
अर्ज	ə ɾ d͡ʒ
अर्ज	ə ɾ z
अर्जन	ə ɾ d͡ʒ ə n
अर्ज़	ə ɾ d͡ʒ
अर्ज़	ə ɾ z
अर्ज़ियाँ	ə ɾ d͡ʒ ɪ j ɑ̃ː
अर्ज़ियाँ	ə ɾ z ɪ j ɑ̃ː
अर्ज़ियो	ə ɾ d͡ʒ ɪ j oː
अर्ज़ियो	ə ɾ z ɪ j oː
अर्ज़ियों	ə ɾ d͡ʒ ɪ j õː
अर्ज़ियों	ə ɾ z ɪ j õː
अर्ज़ी	ə ɾ d͡ʒ iː
अर्ज़ी	ə ɾ z iː
अर्जित	ə ɾ d͡ʒ ɪ t̪
अर्जियाँ	ə ɾ d͡ʒ ɪ j ɑ̃ː
अर्जियाँ	ə ɾ z ɪ j ɑ̃ː
अर्जियो	ə ɾ d͡ʒ ɪ j oː
अर्जियो	ə ɾ z ɪ j oː
अर्जियों	ə ɾ d͡ʒ ɪ j õː
अर्जियों	ə ɾ z ɪ j õː
अर्जी	ə ɾ d͡ʒ iː
अर्जी	ə ɾ z iː
अर्जुन	ə ɾ d͡ʒ ʊ n
अर्जेंटीना	ə ɾ d͡ʒ eː ɳ ʈ iː n ɑː
अर्जेण्टीना	ə ɾ d͡ʒ eː ɳ ʈ iː n ɑː
अर्जेन्टीना	ɑː ɾ d͡ʒ ẽː ʈ iː n ɑː
अर्णव	ə ɾ ɳ ə ʋ
अर्थ	ə ɾ t̪ʰ
अर्थपूर्ण	ə ɾ t̪ʰ ə p uː ɾ ɳ
अर्थमिति	ə ɾ t̪ʰ ə m ɪ t̪ iː
अर्थव्यवस्था	ə ɾ t̪ʰ ə ʋ j ə ʋ ə s t̪ʰ ɑː
अर्थशास्त्री	ə ɾ t̪ʰ ə ʃ ɑː s t̪ ɾ iː
अर्थहीन	ə ɾ t̪ʰ ɦ iː n
अर्थात	ə ɾ t̪ʰ ɑː t̪
अर्थालंकार	ə ɾ t̪ʰ ɑː l ə ŋ k ɑː ɾ
अर्थी	ə ɾ t̪ʰ iː
अर्थो	ə ɾ t̪ʰ oː
अर्थों	ə ɾ t̪ʰ õː
अर्दली	ə ɾ d̪ ə l iː
अर्द्ध	ə ɾ d̪ d̪ʱ
अर्ध	ə ɾ d̪ʱ
