ᆜ	j ɯ
갑상선종	k a̠ p s͈ a̠ ŋ sʰ ʌ̹ ɲ d͡ʑ o̞ ŋ
갑술	k a̠ p s͈ u ɭ
갑신	k a̠ p ɕ͈ i n
갑오	k a̠ b o̞
갑옷	k a̠ b o̞ t̚
갑인	k a̠ b i n
갑자	k a̠ p̚ t͡ɕ͈ a̠
갑자기	k a̠ p̚ t͡ɕ͈ a̠ ɡ i
갑작스럽다	k a̠ p̚ t͡ɕ͈ a̠ k s͈ ɯ ɾ ʌ̹ p̚ t͈ a̠
갑작스레	k a̠ p̚ t͡ɕ͈ a̠ k s͈ ɯ ɾ e̞
갑진	k a̠ p̚ t͡ɕ͈ i n
갑질	k a̠ p̚ t͡ɕ͈ i ɭ
갑충	k a̠ p̚ t͡ɕʰ u ŋ
갑판	k a̠ p̚ pʰ a̠ n
값	k a̠ p̚
값나가다	k a̠ m n a̠ ɡ a̠ d a̠
값어치	k a̠ b ʌ̹ t͡ɕʰ i
갓	k a̠ t̚
갓	k a̠ː t̚
갓김치	k a̠ t̚ k͈ i m t͡ɕʰ i
갓난아기	k a̠ n n a̠ n a̠ ɡ i
갓난아이	k a̠ n n a̠ n a̠ i
강	k a̠ ŋ
강가	k a̠ ŋ k͈ a̠
강간	k a̠ː ŋ ɡ a̠ n
강간하다	k a̠ː ŋ ɡ a̠ n ɦ a̠ d a̠
강경	k a̠ ŋ ɡ j ʌ̹ ŋ
강경하다	k a̠ ŋ ɡ j ʌ̹ ŋ ɦ a̠ d a̠
강계	k a̠ ŋ ɡ j e̞
강구다	k a̠ ŋ ɡ u d a̠
강국	k a̠ ŋ ɡ u k̚
강권	k a̠ ŋ k͈ w ʌ̹ n
강권	k a̠ː ŋ ɡ w ʌ̹ n
강권하다	k a̠ː ŋ ɡ w ʌ̹ n ɦ a̠ d a̠
강남	k a̠ ŋ n a̠ m
강남천자국	k a̠ ŋ n a̠ m t͡ɕʰ ʌ̹ ɲ d͡ʑ a̠ ɡ u k̚
강녕	k a̠ ŋ ɲ ʌ̹ ŋ
강단	k a̠ ŋ d a̠ n
강단	k a̠ː ŋ d a̠ n
강당	k a̠ː ŋ d a̠ ŋ
강도	k a̠ ŋ d o̞
강도	k a̠ː ŋ d o̞
강도다리	k a̠ ŋ d o̞ d a̠ ɾ i
강독	k a̠ ŋ d o̞ k̚
강독	k a̠ː ŋ d o̞ k̚
강력	k a̠ ŋ ɲ ʌ̹ k̚
강력하다	k a̠ ŋ ɲ ʌ̹ kʰ a̠ d a̠
강렬	k a̠ ŋ ɲ ʌ̹ ɭ
강렬하다	k a̠ ŋ ɲ ʌ̹ ɾ ɦ a̠ d a̠
강릉	k a̠ ŋ n ɯ ŋ
강림	k a̠ː ŋ n i m
강물	k a̠ ŋ m u ɭ
강변	k a̠ ŋ b j ʌ̹ n
강북	k a̠ ŋ b u k̚
강사	k a̠ː ŋ sʰ a̠
강산	k a̠ ŋ sʰ a̠ n
강서	k a̠ ŋ sʰ ʌ̹
강설	k a̠ː ŋ sʰ ʌ̹ ɭ
강세	k a̠ ŋ sʰ e̞
강소	k a̠ ŋ sʰ o̞
강속구	k a̠ ŋ sʰ o̞ k̚ k͈ u
강수	k a̠ː ŋ sʰ u
강수량	k a̠ː ŋ sʰ u ɾ j a̠ ŋ
강신무	k a̠ː ŋ ɕʰ i n m u
강아지	k a̠ ŋ a̠ d͡ʑ i
강아지풀	k a̠ ŋ a̠ d͡ʑ i pʰ u ɭ
강압	k a̠ː ŋ a̠ p̚
강어귀	k a̠ ŋ ʌ̹ ɡ ɥ i
강연	k a̠ ŋ j ʌ̹ n
강연	k a̠ː ŋ j ʌ̹ n
강요	k a̠ ŋ j o
강요	k a̠ː ŋ j o
강요하다	k a̠ː ŋ j o ɦ a̠ d a̠
강원	k a̠ ŋ w ʌ̹ n
강원도	k a̠ ŋ w ʌ̹ n d o̞
강의	k a̠ː ŋ ɰ i
강의하다	k a̠ː ŋ ɰ i ɦ a̠ d a̠
강점	k a̠ ŋ t͡ɕ͈ ʌ̹ m
강점	k a̠ː ŋ d͡ʑ ʌ̹ m
강점기	k a̠ː ŋ d͡ʑ ʌ̹ m ɡ i
강점되다	k a̠ː ŋ d͡ʑ ʌ̹ m d w e̞ d a̠
강점하다	k a̠ː ŋ d͡ʑ ʌ̹ m ɦ a̠ d a̠
강정	k a̠ ŋ d͡ʑ ʌ̹ ŋ
강제	k a̠ː ŋ d͡ʑ e̞
강제수용소	k a̠ ŋ d͡ʑ e̞ sʰ u j o ŋ sʰ o̞
강조	k a̠ ŋ d͡ʑ o̞
강조하다	k a̠ ŋ d͡ʑ o̞ ɦ a̠ d a̠
강좌	k a̠ː ŋ d͡ʑ w a̠
강준치	k a̠ ŋ d͡ʑ u ɲ t͡ɕʰ i
강창	k a̠ː ŋ t͡ɕʰ a̠ ŋ
강철	k a̠ ŋ t͡ɕʰ ʌ̹ ɭ
강청	k a̠ ŋ t͡ɕʰ ʌ̹ ŋ
강추	k a̠ ŋ t͡ɕʰ u
강타	k a̠ ŋ tʰ a̠
강타하다	k a̠ ŋ tʰ a̠ ɦ a̠ d a̠
강탈	k a̠ː ŋ tʰ a̠ ɭ
강탈되다	k a̠ː ŋ tʰ a̠ ɭ d w e̞ d a̠
강탈하다	k a̠ː ŋ tʰ a̠ ɾ ɦ a̠ d a̠
강퇴	k a̠ː ŋ tʰ w e̞
강판	k a̠ ŋ pʰ a̠ n
강판	k a̠ː ŋ pʰ a̠ n
강퍅	k a̠ ŋ pʰ j a̠ k̚
강퍅하다	k a̠ ŋ pʰ j a̠ kʰ a̠ d a̠
강풍	k a̠ ŋ pʰ u ŋ
강하	k a̠ ŋ ɦ a̠
강하다	k a̠ ŋ ɦ a̠ d a̠
강화	k a̠ ŋ β w a̠
강화도	k a̠ ŋ β w a̠ d o̞
강화하다	k a̠ ŋ β w a̠ ɦ a̠ d a̠
강활	k a̠ ŋ β w a̠ ɭ
강희자전	k a̠ ŋ ʝ i d͡ʑ a̠ d͡ʑ ʌ̹ n
갖	k a̠ t̚
갖가지	k a̠ t̚ k͈ a̠ d͡ʑ i
갖다	k a̠ t̚ t͈ a̠
갖추다	k a̠ t̚ t͡ɕʰ u d a̠
갗	k a̠ t̚
같다	k a̠ t̚ t͈ a̠
같은	k a̠ tʰ ɯ n
같이	k a̠ t͡ɕʰ i
같이하다	k a̠ t͡ɕʰ i ɦ a̠ d a̠
같잖다	k a̠ t̚ t͡ɕ͈ a̠ n tʰ a̠
갚다	k a̠ p̚ t͈ a̠
개	k ɛː
개가	k ɛː ɡ a̠
개가하다	k ɛː ɡ a̠ ɦ a̠ d a̠
개같다	k ɛː ɡ a̠ t̚ t͈ a̠
개걸	k ɛː ɡ ʌ̹ ɭ
개고기	k ɛː ɡ o̞ ɡ i
개기장	k ɛː ɡ i d͡ʑ a̠ ŋ
개꿈	k ɛː k͈ u m
개꿩	k ɛː k͈ w ʌ̹ ŋ
개나리	k ɛː n a̠ ɾ i
개나리꽃	k ɛː n a̠ ɾ i k͈ o̞ t̚
개념	k ɛː ɲ ʌ̹ m
개다	k ɛː d a̠
개독교	k ɛː d o̞ k̚ k͈ j o
개똥	k ɛː t͈ o̞ ŋ
개똥벌레	k ɛː t͈ o̞ ŋ b ʌ̹ ɭ ɭ e̞
개량	k ɛː ɾ j a̠ ŋ
개량하다	k ɛː ɾ j a̠ ŋ ɦ a̠ d a̠
개마고원	k ɛː m a̠ ɡ o̞ w ʌ̹ n
개명	k ɛː m j ʌ̹ ŋ
개명되다	k ɛː m j ʌ̹ ŋ d w e̞ d a̠
개명하다	k ɛː m j ʌ̹ ŋ ɦ a̠ d a̠
개미	k ɛː m i
개밥바라기	k ɛː b a̠ p̚ p͈ a̠ ɾ a̠ ɡ i
개별자	k ɛː b j ʌ̹ ʎ t͡ɕ͈ a̠
개비	k ɛː b i
개뿔	k ɛː p͈ u ɭ
개사	k ɛː sʰ a̠
개사곡	k ɛː sʰ a̠ ɡ o̞ k̚
개사되다	k ɛː sʰ a̠ d w e̞ d a̠
개사하다	k ɛː sʰ a̠ ɦ a̠ d a̠
개살구	k ɛː sʰ a̠ ɭ ɡ u
개선	k ɛː sʰ ʌ̹ n
개선되다	k ɛː sʰ ʌ̹ n d w e̞ d a̠
개선문	k ɛː sʰ ʌ̹ n m u n
개선하다	k ɛː sʰ ʌ̹ n ɦ a̠ d a̠
개성	k ɛː sʰ ʌ̹ ŋ
개소리	k ɛː sʰ o̞ ɾ i
개소주	k ɛː sʰ o̞ d͡ʑ u
개수	k ɛː s͈ u
개신교	k ɛː ɕʰ i n ɡ j o
개역	k ɛː j ʌ̹ k̚
개오동	k ɛː o̞ d o̞ ŋ
개완	k ɛː w a̠ n
개요	k ɛː j o
개인	k ɛː i n
개인기	k ɛː i n ɡ i
개인적	k ɛː i ɲ d͡ʑ ʌ̹ k̚
개인주의	k ɛː i ɲ d͡ʑ u ɰ i
개입	k ɛː i p̚
개자식	k ɛː d͡ʑ a̠ ɕʰ i k̚
개장	k ɛː d͡ʑ a̠ ŋ
개장국	k ɛː d͡ʑ a̠ ŋ k͈ u k̚
개전	k ɛː d͡ʑ ʌ̹ n
개정	k ɛː d͡ʑ ʌ̹ ŋ
개정판	k ɛː d͡ʑ ʌ̹ ŋ pʰ a̠ n
개조	k ɛː d͡ʑ o̞
개조되다	k ɛː d͡ʑ o̞ d w e̞ d a̠
개조하다	k ɛː d͡ʑ o̞ ɦ a̠ d a̠
개지랄	k ɛː d͡ʑ i ɾ a̠ ɭ
개지랄하다	k ɛː d͡ʑ i ɾ a̠ ɾ ɦ a̠ d a̠
개집	k ɛː d͡ʑ i p̚
개창	k ɛː t͡ɕʰ a̠ ŋ
개천	k ɛː t͡ɕʰ ʌ̹ n
개체	k ɛː t͡ɕʰ e̞
개판	k ɛː pʰ a̠ n
개한민국	k ɛː ɦ a̠ n m i n ɡ u k̚
개혁	k ɛː ʝ ʌ̹ k̚
개혁되다	k ɛː ʝ ʌ̹ k̚ t͈ w e̞ d a̠
개혁하다	k ɛː ʝ ʌ̹ kʰ a̠ d a̠
개회나무	k ɛː β w e̞ n a̠ m u
갯과	k ɛː t̚ k͈ w a̠
갱가리	k ɛː ŋ ɡ a̠ ɾ i
갱지	k ɛː ŋ d͡ʑ i
갸름하다	k j a̠ ɾ ɯ m ɦ a̠ d a̠
갸울다	k j a̠ u ɭ d a̠
갸웃	k j a̠ u t̚
갸웃거리다	k j a̠ u t̚ k͈ ʌ̹ ɾ i d a̠
갹출	k j a̠ k̚ t͡ɕʰ u ɭ
갹출하다	k j a̠ k̚ t͡ɕʰ u ɾ ɦ a̠ d a̠
거	k ʌ̹
거구	k ɘː ɡ u
거기	k ʌ̹ ɡ i
거꾸러지다	k ʌ̹ k͈ u ɾ ʌ̹ d͡ʑ i d a̠
거꾸로	k ʌ̹ k͈ u ɾ o̞
거년	k ɘː ɲ ʌ̹ n
거느리다	k ʌ̹ n ɯ ɾ i d a̠
거닐다	k ɘː n i ɭ d a̠
거담제	k ɘː d a̠ m d͡ʑ e̞
거동	k ɘː d o̞ ŋ
거동하다	k ɘː d o̞ ŋ ɦ a̠ d a̠
거두다	k ʌ̹ d u d a̠
거두절미	k ɘː d u d͡ʑ ʌ̹ ɭ m i
거드름	k ɘː d ɯ ɾ ɯ m
거들다	k ɘː d ɯ ɭ d a̠
거듭	k ʌ̹ d ɯ p̚
거듭씨	k ʌ̹ d ɯ p ɕ͈ i
거듭홀소리	k ʌ̹ d ɯ pʰ o̞ ɭ sʰ o̞ ɾ i
거뜨다	k ʌ̹ t͈ ɯ d a̠
거란	k ʌ̹ ɾ a̠ n
거룩	k ʌ̹ ɾ u k̚
거룩하다	k ɘː ɾ u kʰ a̠ d a̠
거류	k ʌ̹ ɾ j u
거르다	k ʌ̹ ɾ ɯ d a̠
거름	k ʌ̹ ɾ ɯ m
거리	k ɘː ɾ i
거리	k ʌ̹ ɾ i
거릿모테이	k ʌ̹ ɾ i n m o̞ tʰ e̞ i
거릿모티이	k ʌ̹ ɾ i n m o̞ tʰ i i
거만	k ɘː m a̠ n
거만하다	k ɘː m a̠ n ɦ a̠ d a̠
거머리	k ɘː m ʌ̹ ɾ i
거무스름하다	k ʌ̹ m u sʰ ɯ ɾ ɯ m ɦ a̠ d a̠
거문고	k ʌ̹ m u n ɡ o̞
거문고자리	k ʌ̹ m u n ɡ o̞ d͡ʑ a̠ ɾ i
거문도	k ɘː m u n d o̞
거물	k ʌ̹ m u ɭ
거미	k ʌ̹ m i
거미불가사리	k ʌ̹ m i b u ɭ ɡ a̠ sʰ a̠ ɾ i
거미줄	k ʌ̹ m i d͡ʑ u ɭ
거부	k ɘː b u
거부감	k ɘː b u ɡ a̠ m
거부되다	k ɘː b u d w e̞ d a̠
거부하다	k ɘː b u ɦ a̠ d a̠
거북	k ʌ̹ b u k̚
거북목	k ʌ̹ b u ŋ m o̞ k̚
거북선	k ʌ̹ b u k s͈ ʌ̹ n
거북이	k ʌ̹ b u ɡ i
거서간	k ʌ̹ sʰ ʌ̹ ɡ a̠ n
거성	k ɘː sʰ ʌ̹ ŋ
거성불연삼	k ɘː sʰ ʌ̹ ŋ b u ɾ j ʌ̹ n sʰ a̠ m
거세	k ɘː sʰ e̞
거세다	k ʌ̹ sʰ e̞ d a̠
거센소리	k ʌ̹ sʰ e̞ n sʰ o̞ ɾ i
거스러미	k ʌ̹ sʰ ɯ ɾ ʌ̹ m i
거스르다	k ʌ̹ sʰ ɯ ɾ ɯ d a̠
거스름돈	k ʌ̹ sʰ ɯ ɾ ɯ m t͈ o̞ n
거슬리다	k ʌ̹ sʰ ɯ ʎ ʎ i d a̠
거시기	k ʌ̹ ɕʰ i ɡ i
거실	k ʌ̹ ɕʰ i ɭ
거야	k ɘː j a̠
거역	k ɘː j ʌ̹ k̚
거역하다	k ɘː j ʌ̹ kʰ a̠ d a̠
거울	k ʌ̹ u ɭ
거웃	k ʌ̹ u t̚
거위	k ʌ̹ ɥ i
거유	k ɘː j u
거의	k ʌ̹ ɰ i
거이	k ʌ̹ i
거인	k ɘː i n
거자필반	k ɘː d͡ʑ a̠ pʰ i ɭ b a̠ n
거적	k ɘː d͡ʑ ʌ̹ k̚
거적	k ʌ̹ d͡ʑ ʌ̹ k̚
거절	k ɘː d͡ʑ ʌ̹ ɭ
거절하다	k ɘː d͡ʑ ʌ̹ ɾ ɦ a̠ d a̠
거주	k ʌ̹ d͡ʑ u
거주자	k ʌ̹ d͡ʑ u d͡ʑ a̠
거주하다	k ʌ̹ d͡ʑ u ɦ a̠ d a̠
거즈	k ʌ̹ d͡ʑ ɯ
거지	k ɘː d͡ʑ i
거진	k ʌ̹ d͡ʑ i n
거짓	k ɘː d͡ʑ i t̚
거짓말	k ɘː d͡ʑ i n m a̠ ɭ
거짓말하다	k ɘː d͡ʑ i n m a̠ ɾ ɦ a̠ d a̠
거천하다	k ɘː t͡ɕʰ ʌ̹ n ɦ a̠ d a̠
거치다	k ʌ̹ t͡ɕʰ i d a̠
거치적거리다	k ʌ̹ t͡ɕʰ i d͡ʑ ʌ̹ k̚ k͈ ʌ̹ ɾ i d a̠
거칠다	k ʌ̹ t͡ɕʰ i ɭ d a̠
거품	k ʌ̹ pʰ u m
거품기	k ʌ̹ pʰ u m ɡ i
걱정	k ʌ̹ k̚ t͡ɕ͈ ʌ̹ ŋ
걱정되다	k ʌ̹ k̚ t͡ɕ͈ ʌ̹ ŋ d w e̞ d a̠
걱정스럽다	k ʌ̹ k̚ t͡ɕ͈ ʌ̹ ŋ sʰ ɯ ɾ ʌ̹ p̚ t͈ a̠
걱정하다	k ʌ̹ k̚ t͡ɕ͈ ʌ̹ ŋ ɦ a̠ d a̠
건강	k ɘː n ɡ a̠ ŋ
건강하다	k ɘː n ɡ a̠ ŋ ɦ a̠ d a̠
건강히	k ɘː n ɡ a̠ ŋ ʝ i
건과	k ʌ̹ n ɡ w a̠
건국	k ɘː n ɡ u k̚
건너	k ʌ̹ n n ʌ̹
건너가다	k ɘː n n ʌ̹ ɡ a̠ d a̠
건너다	k ɘː n n ʌ̹ d a̠
건너뛰다	k ɘː n n ʌ̹ t͈ ɥ i d a̠
건너오다	k ɘː n n ʌ̹ o̞ d a̠
건너편	k ɘː n n ʌ̹ pʰ j ʌ̹ n
건넌편	k ɘː n n ʌ̹ n pʰ j ʌ̹ n
건널목	k ɘː n n ʌ̹ ɭ m o̞ k̚
건네다	k ɘː n n e̞ d a̠
건늠길	k ʌ̹ n n ɯ m ɡ i ɭ
건달	k ʌ̹ n d a̠ ɭ
건답	k ʌ̹ n d a̠ p̚
건더기	k ʌ̹ n d ʌ̹ ɡ i
건드리다	k ɘː n d ɯ ɾ i d a̠
건망증	k ɘː n m a̠ ŋ t͡ɕ͈ ɯ ŋ
건물	k ɘː n m u ɭ
건반	k ʌ̹ n b a̠ n
건발기	k ʌ̹ n b a̠ ɭ ɡ i
건방	k ʌ̹ n b a̠ ŋ
건설	k ɘː n sʰ ʌ̹ ɭ
건설업	k ɘː n sʰ ʌ̹ ɾ ʌ̹ p̚
건설하다	k ɘː n sʰ ʌ̹ ɾ ɦ a̠ d a̠
건승하다	k ɘː n sʰ ɯ ŋ ɦ a̠ d a̠
건의	k ɘː n ɰ i
건전하다	k ɘː ɲ d͡ʑ ʌ̹ n ɦ a̠ d a̠
건조	k ʌ̹ ɲ d͡ʑ o̞
건조기	k ʌ̹ ɲ d͡ʑ o̞ ɡ i
건조하다	k ɘː ɲ d͡ʑ o̞ ɦ a̠ d a̠
건조하다	k ʌ̹ ɲ d͡ʑ o̞ ɦ a̠ d a̠
건지다	k ʌ̹ ɲ d͡ʑ i d a̠
건초	k ʌ̹ ɲ t͡ɕʰ o̞
건축	k ɘː ɲ t͡ɕʰ u k̚
건축가	k ɘː ɲ t͡ɕʰ u k̚ k͈ a̠
건축물	k ɘː ɲ t͡ɕʰ u ŋ m u ɭ
건축하다	k ɘː ɲ t͡ɕʰ u kʰ a̠ d a̠
건축학	k ɘː ɲ t͡ɕʰ u kʰ a̠ k̚
건포도	k ʌ̹ n pʰ o̞ d o̞
건필	k ʌ̹ n pʰ i ɭ
건필하다	k ʌ̹ n pʰ i ɾ ɦ a̠ d a̠
걷기	k ɘː t̚ k͈ i
걷다	k ɘː t̚ t͈ a̠
걷다	k ʌ̹ t̚ t͈ a̠
걷히다	k ʌ̹ t͡ɕʰ i d a̠
걸	k ʌ̹ ɭ
걸그룹	k ʌ̹ ɭ ɡ ɯ ɾ u p̚
걸다	k ɘː ɭ d a̠
걸레	k ʌ̹ ɭ ɭ e̞
걸리다	k ʌ̹ ʎ ʎ i d a̠
걸림	k ʌ̹ ʎ ʎ i m
걸림갈음이름씨	k ʌ̹ ʎ ʎ i m ɡ a̠ ɾ ɯ m i ɾ ɯ m ɕ͈ i
걸림씨	k ʌ̹ ʎ ʎ i m ɕ͈ i
걸상	k ɘː ɭ sʰ a̠ ŋ
걸신	k ʌ̹ ɭ ɕ͈ i n
걸어	k ʌ̹ ɾ ʌ̹
걸어가다	k ʌ̹ ɾ ʌ̹ ɡ a̠ d a̠
걸어오다	k ʌ̹ ɾ ʌ̹ o̞ d a̠
걸우다	k ʌ̹ ɾ u d a̠
걸음	k ʌ̹ ɾ ɯ m
걸음걸이	k ʌ̹ ɾ ɯ m ɡ ʌ̹ ɾ i
걸음마	k ʌ̹ ɾ ɯ m m a̠
걸인	k ʌ̹ ɾ i n
걸작	k ʌ̹ ʎ t͡ɕ͈ a̠ k̚
걸쭉하다	k ʌ̹ ʎ t͡ɕ͈ u kʰ a̠ d a̠
걸치다	k ɘː ʎ t͡ɕʰ i d a̠
걸프렌드	k ʌ̹ ɭ pʰ ɯ ɾ e̞ n d ɯ
걸핏	k ʌ̹ ɭ pʰ i t̚
걸핏걸핏	k ʌ̹ ɭ pʰ i t̚ k͈ ʌ̹ ɭ pʰ i t̚
검	k ɘː m
검거	k ɘː m ɡ ʌ̹
검거하다	k ɘː m ɡ ʌ̹ ɦ a̠ d a̠
검다	k ɘː m t͈ a̠
검도	k ɘː m d o̞
검독수리	k ʌ̹ m d o̞ k s͈ u ɾ i
검둥오리	k ʌ̹ m d u ŋ o̞ ɾ i
검둥오리사촌	k ʌ̹ m d u ŋ o̞ ɾ i sʰ a̠ t͡ɕʰ o̞ n
검둥이	k ʌ̹ m d u ŋ i
검문소	k ɘː m m u n sʰ o̞
검버섯	k ʌ̹ m b ʌ̹ sʰ ʌ̹ t̚
검사	k ɘː m sʰ a̠
검사하다	k ɘː m sʰ a̠ ɦ a̠ d a̠
검소하다	k ɘː m sʰ o̞ ɦ a̠ d a̠
검술	k ɘː m sʰ u ɭ
검스	k ʌ̹ m s͈ ɯ
검시	k ɘː m ɕʰ i
검양옻나무	k ʌ̹ m j a̠ ŋ o̞ n n a̠ m u
검역	k ɘː m j ʌ̹ k̚
검역하다	k ɘː m j ʌ̹ kʰ a̠ d a̠
검열	k ɘː m ɲ ʌ̹ ɭ
검열되다	k ɘː m ɲ ʌ̹ ɭ d w e̞ d a̠
검열하다	k ɘː m ɲ ʌ̹ ɾ ɦ a̠ d a̠
검은	k ʌ̹ m ɯ n
검은금	k ʌ̹ m ɯ n ɡ ɯ m
검은담비	k ʌ̹ m ɯ n d a̠ m b i
검은등자칼	k ʌ̹ m ɯ n d ɯ ŋ d͡ʑ a̠ kʰ a̠ ɭ
검은딸기	k ʌ̹ m ɯ n t͈ a̠ ɭ ɡ i
검은머리흰따오기	k ʌ̹ m ɯ n m ʌ̹ ɾ i ʝ i n t͈ a̠ o̞ ɡ i
검은머리흰죽지	k ʌ̹ m ɯ n m ʌ̹ ɾ i ʝ i ɲ d͡ʑ u k̚ t͡ɕ͈ i
검은목논병아리	k ʌ̹ m ɯ n m o̞ ŋ n o̞ n b j ʌ̹ ŋ a̠ ɾ i
검은목두루미	k ʌ̹ m ɯ n m o̞ k̚ t͈ u ɾ u m i
검은무리	k ʌ̹ m ɯ n m u ɾ i
검은지빠귀	k ʌ̹ m ɯ ɲ d͡ʑ i p͈ a̠ ɡ ɥ i
검은코뿔소	k ʌ̹ m ɯ n kʰ o̞ p͈ u ɭ sʰ o̞
검정	k ʌ̹ m d͡ʑ ʌ̹ ŋ
검정망둑	k ʌ̹ m d͡ʑ ʌ̹ ŋ m a̠ ŋ d u k̚
검정파리	k ʌ̹ m d͡ʑ ʌ̹ ŋ pʰ a̠ ɾ i
검증	k ɘː m d͡ʑ ɯ ŋ
검진	k ɘː m d͡ʑ i n
검질기다	k ɘː m d͡ʑ i ɭ ɡ i d a̠
검찰	k ɘː m t͡ɕʰ a̠ ɭ
검찰청	k ɘː m t͡ɕʰ a̠ ʎ t͡ɕʰ ʌ̹ ŋ
검찰하다	k ɘː m t͡ɕʰ a̠ ɾ ɦ a̠ d a̠
검출	k ɘː m t͡ɕʰ u ɭ
검출되다	k ɘː m t͡ɕʰ u ɭ d w e̞ d a̠
검출하다	k ɘː m t͡ɕʰ u ɾ ɦ a̠ d a̠
검토	k ɘː m tʰ o̞
검투사	k ɘː m tʰ u sʰ a̠
검푸르다	k ɘː m pʰ u ɾ ɯ d a̠
겁	k ʌ̹ p̚
겁나다	k ʌ̹ m n a̠ d a̠
겁먹다	k ʌ̹ m m ʌ̹ k̚ t͈ a̠
겁박	k ʌ̹ p̚ p͈ a̠ k̚
겁박하다	k ʌ̹ p̚ p͈ a̠ kʰ a̠ d a̠
것	k ʌ̹ t̚
겉	k ʌ̹ t̚
겉멋	k ʌ̹ n m ʌ̹ t̚
겉옷	k ʌ̹ d o̞ t̚
겉장	k ʌ̹ t̚ t͡ɕ͈ a̠ ŋ
겉절이	k ʌ̹ t̚ t͡ɕ͈ ʌ̹ ɾ i
겉핥다	k ʌ̹ tʰ a̠ ɭ t͈ a̠
게	k e̞
게	k e̞ː
게놈	k e̞ n o̞ m
게니자	k e̞ n i d͡ʑ a̠
게다	k e̞ d a̠
게다가	k e̞ d a̠ ɡ a̠
게롭다	k e̞ ɾ o̞ p̚ t͈ a̠
게르마늄	k e̞ ɾ ɯ m a̠ ɲ u m
게르만	k e̞ ɾ ɯ m a̠ n
게릴라	k e̞ ɾ i ɭ ɭ a̠
게사니	k e̞ sʰ a̠ n i
게스트하우스	k e̞ sʰ ɯ tʰ ɯ ɦ a̠ u sʰ ɯ
게시	k e̞ː ɕʰ i
게시되다	k e̞ː ɕʰ i d w e̞ d a̠
게시판	k e̞ː ɕʰ i pʰ a̠ n
게시하다	k e̞ː ɕʰ i ɦ a̠ d a̠
게양	k e̞ː j a̠ ŋ
게양되다	k e̞ː j a̠ ŋ d w e̞ d a̠
게양하다	k e̞ː j a̠ ŋ ɦ a̠ d a̠
게우다	k e̞ u d a̠
게으르다	k e̞ ɯ ɾ ɯ d a̠
게으름	k e̞ ɯ ɾ ɯ m
게이	k e̞ i
게이기	k e̞ i ɡ i
게이다	k e̞ i d a̠
게이샤	k e̞ i ɕʰ a̠
게이트	k e̞ i tʰ ɯ
게임	k͈ e̞ i m
게임기	k͈ e̞ i m ɡ i
게임성	k͈ e̞ i m sʰ ʌ̹ ŋ
게장	k e̞ː d͡ʑ a̠ ŋ
게젓	k e̞ d͡ʑ ʌ̹ t̚
게타	k͈ e̞ tʰ a̠
게톱치	k e̞ tʰ o̞ p̚ t͡ɕʰ i
게하	k e̞ ɦ a̠
겐마이차	k e̞ n m a̠ i t͡ɕʰ a̠
겜	k͈ e̞ m
겨	k j ʌ̹
겨누다	k j ʌ̹ n u d a̠
겨드랑이	k j ʌ̹ d ɯ ɾ a̠ ŋ i
겨란	k j ʌ̹ ɾ a̠ n
겨레	k j ʌ̹ ɾ e̞
겨루다	k j ʌ̹ ɾ u d a̠
겨르	k j ʌ̹ ɾ ɯ
겨를	k j ʌ̹ ɾ ɯ ɭ
겨리	k j ʌ̹ ɾ i
겨우	k j ʌ̹ u
겨우살이	k j ʌ̹ u sʰ a̠ ɾ i
겨울	k j ʌ̹ u ɭ
겨울날	k j ʌ̹ u ɭ ɭ a̠ ɭ
겨울밤	k j ʌ̹ u ɭ p͈ a̠ m
겨울비	k j ʌ̹ u ɭ p͈ i
겨울잠	k j ʌ̹ u ʎ t͡ɕ͈ a̠ m
겨울잠쥐	k j ʌ̹ u ʎ d͡ʑ a̠ m d͡ʑ ɥ i
겨울철	k j ʌ̹ u ʎ t͡ɕʰ ʌ̹ ɭ
겨울털	k j ʌ̹ u ɭ tʰ ʌ̹ ɭ
겨이삭	k j ʌ̹ i sʰ a̠ k̚
겨자	k j ʌ̹ d͡ʑ a̠
겨풀	k j ʌ̹ pʰ u ɭ
격	k j ʌ̹ k̚
격납고	k j ʌ̹ ŋ n a̠ p̚ k͈ o̞
격노	k j ʌ̹ ŋ n o̞
격노하다	k j ʌ̹ ŋ n o̞ ɦ a̠ d a̠
격려	k j ʌ̹ ŋ ɲ ʌ̹
격려되다	k j ʌ̹ ŋ ɲ ʌ̹ d w e̞ d a̠
격려하다	k j ʌ̹ ŋ ɲ ʌ̹ ɦ a̠ d a̠
격렬	k j ʌ̹ ŋ ɲ ʌ̹ ɭ
격렬하다	k j ʌ̹ ŋ ɲ ʌ̹ ɾ ɦ a̠ d a̠
격리	k j ʌ̹ ŋ n i
격언	k j ʌ̹ ɡ ʌ̹ n
격자	k j ʌ̹ k̚ t͡ɕ͈ a̠
격전	k j ʌ̹ k̚ t͡ɕ͈ ʌ̹ n
격주	k j ʌ̹ k̚ t͡ɕ͈ u
격차	k j ʌ̹ k̚ t͡ɕʰ a̠
격찬하다	k j ʌ̹ k̚ t͡ɕʰ a̠ n ɦ a̠ d a̠
격파하다	k j ʌ̹ k̚ pʰ a̠ ɦ a̠ d a̠
격화하다	k j ʌ̹ kʰ w a̠ ɦ a̠ d a̠
