'bout	b a ʊ t
acetazolamide	ə s iː t ə z ɒ l ə m ʌ ɪ d
acetazolamide	ə s iː t ə z ə ʊ l ə m ʌ ɪ d
acetazolamide	ə s ɛ t ə z ɒ l ə m ʌ ɪ d
acetification	ə s iː t ɪ f ɪ k e ɪ ʃ ə n
acetification	ə s ɛ t ɪ f ɪ k e ɪ ʃ ə n
acetifier	ə s iː t ɪ f a ɪ ə ɹ
acetize	æ s ə t a ɪ z
acetonic	æ s ɛ t ɒ n ɪ k
acetose	æ s ɪ t ə ʊ s
acetosity	æ s ɛ t ɒ s ɪ t i
acetous	æ s ɪ t ə s
acetous	ə s iː t ə s
acetyl	ə s iː t a ɪ l
acetyl	ə s iː t ɪ l
acetylcysteine	a s ɪ t ɪ l s ɪ s t ɪ iː n
acetylcysteine	a s ɪ t ʌ ɪ l s ɪ s t e ɪ n
acetylcysteine	a s ɪ t ʌ ɪ l s ɪ s t ɪ iː n
acetylene	ə s ɛ t ə l i n
acetylpromazine	ə s iː t ɪ l p ɹ ə ʊ m ə z ɪ n
achaean	ə k iː ə n
achaemenes	ə k ɛ m ə n iː z
achaemenid	ə k iː m ə n ɪ d
achaemenid	ə k ɛ m ə n ɪ d
achage	e ɪ k ɪ d ʒ
ache	e ɪ k
ache	e ɪ t͡ʃ
achean	ə k i ə n
ached	e ɪ k t
acheiropoieton	e ɪ k a ɪ ɹ ə ʊ p ɔ ɪ iː t ə n
achene	ə k iː n
acheron	æ k ə ɹ ɔ n
acheron	æ k ə ɹ ə n
aches	e ɪ k s
acheulean	ə t ʃ uː l ɪ ə n
achier	e ɪ k i ə
achievance	ə t ʃ iː v ə n s
achieve	ə t ʃ iː v
achieved	ə t ʃ iː v d
achievement	ə t ʃ iː v m ə n t
achievements	ə t͡ʃ iː v m ə n t s
achieves	ə t ʃ iː v z
achieving	ə t ʃ iː v ɪ ŋ
achievings	ə t ʃ iː v ɪ ŋ z
achilles	ə k ɪ l i z
achilles	ə k ɪ l iː z
achilous	e ɪ k a ɪ l ə s
aching	e ɪ k ɪ ŋ
achings	e ɪ k ɪ ŋ z
achondroplasia	e ɪ k ɒ n d ɹ ə ʊ p l e ɪ z i ə
achondroplastic	e ɪ k ɑ n d ɹ ə p l æ s t ɪ k
achoo	ɑː t͡ʃ uː
achoo	ə t͡ʃ uː
achromat	æ k ɹ ə ʊ m æ t
achromatic	æ k ɹ ə ʊ m æ t ɪ k
achronic	e ɪ k ɹ ɒ n ɪ k
achy	e ɪ k i
aciclovir	e ɪ s ʌ ɪ k l ə ʊ v ɪ ə
acid	æ s ɪ d
acidification	ə s ɪ d ɪ f ɪ k e ɪ ʃ ə n
acidity	ə s ɪ d ɪ t i
acidophil	ə s ɪ d ə f ɪ l
acidophilic	æ s ɪ d ə ʊ f ɪ l ɪ k
acids	æ s ɪ d z
acidulous	ə s ɪ d j ʊ l ə s
acidulous	ə s ɪ d ʒ ə l ə s
acing	e ɪ s ɪ ŋ
acinus	æ s ɪ n ə s
ackee	æ k iː
ackee	ə k iː
acker	a k ə
ackers	æ k ə z
acknow	ə k n ə ʊ
acknowledge	ə k n ɒ l ɪ d ʒ
acknowledgment	ə k n ɒ l ɪ d͡ʒ m ə n t
acknowledgment	ə ɡ n ɒ l ɪ d͡ʒ m ə n t
acks	æ k s
acle	e ɪ k ə l
acma	e ɪ s iː ə m e ɪ
acme	æ k m i
acmeism	æ k m iː ɪ z ə m
acne	æ k n i
acnestis	æ k n iː s t ɪ s
acock	ə k ɒ k
acoel	e ɪ s iː l
acoelomic	e ɪ s iː l ɒ m ɪ k
acoetes	ə s iː t iː z
acog	e ɪ k ɑ ɡ
acolyte	æ k ə l a ɪ t
acolyth	æ k ə l a ɪ θ
aconite	æ k ə n a ɪ t
acop	ə k ɒ p
acorn	e ɪ k ɔː n
acoustic	ə k uː s t ɪ k
acoustics	ə k uː s t ɪ k s
acquaint	ə k w e ɪ n t
acquaintance	ə k w e ɪ n t ə n s
acquaintant	ə k w e ɪ n t ə n t
acquainted	ə k w e ɪ n t ɪ d
acquest	ə k w ɛ s t
acquiesce	æ k w i ɛ s
acquiescence	æ k w iː ɛ s ə n s
acquiescent	æ k w i ɛ s n̩ t
acquire	ə k w a ɪ ə
acquired	ə k w a ɪ ə d
acquirement	ə k w a ɪ ə ɹ m ə n t
acquiring	ə k w a ɪ ə ɹ ɪ ŋ
acquis	a k iː
acquisition	æ k w ɪ z ɪ ʃ ə n
acquisitory	ə k w ɪ z ɪ t ə ɹ i
acquisitory	ə k w ɪ z ɪ t ɹ i
acquit	ə k w ɪ t
acquits	ə k w ɪ t s
acquittal	ə k w ɪ t ə l
acquittance	ə k w ɪ t ə n s
acrasia	ə k ɹ e ɪ z i ə
acre	e ɪ k ə
acre	e ɪ k ə ɹ
acre	ɑː k ə
acre	ɑː k ɹ ə
acreage	e ɪ k ə ɹ ɪ d͡ʒ
acreocracy	e ɪ k ə ɹ ɒ k ɹ ə s i
acres	e ɪ k ə z
acrid	æ k ɹ ɪ d
acrimonious	æ k ɹ ɪ m ə ʊ̯ n ɪ ə s
acroatic	æ k ɹ ə ʊ æ t ɪ k
acroatics	æ k ɹ ə ʊ æ t ɪ k s
acrocephalic	æ k ɹ ə s ə f æ l ɪ k
acrocephalic	æ k ɹ ə ʊ s ə f æ l ɪ k
acrogynous	ə k ɹ ɒ d ʒ ə n ə s
acromegalic	a k ɹ ə ʊ m ɪ ɡ a l ɪ k
acronym	æ k ɹ ə n ɪ m
acronymically	æ k ɹ ə n ɪ m ɪ k ə l i
acronyms	æ k ɹ ə n ɪ m z
acrook	ə k ɹ ʊ k
acrophony	ə k ɹ ɒ f ə n i
acropoleis	æ k ɹ ɒ p ɒ l ɛ ɪ z
acropolis	ə k ɹ ɒ p ə l ɪ s
acropolises	æ k ɹ ɒ p ɒ l ɪ s ɪ z
acropolitan	æ k ɹ ə p ɒ l ɪ t ə n
across	ə k ɹ ɒ s
acrostic	ə k ɹ ɒ s t ɪ k
acrylamide	ə k ɹ ɪ l ə m a ɪ d
acrylic	ə k ɹ ɪ l ɪ k
acrylics	ə k ɹ ɪ l ɪ k s
act	æ k t
acted	æ k t ɪ d
acter	æ k t ə
acting	æ k t ɪ ŋ
actings	æ k t ɪ ŋ z
actinide	æ k t ɪ n a ɪ d
actinium	æ k t ɪ n i ə m
actinoid	æ k t ɪ n ɔ ɪ d
actinomycete	æ k t ɪ n ə m a ɪ s iː t
action	æ k ʃ ə n
actional	æ k ʃ ə n ə l
actionee	æ k ʃ ə n iː
actions	æ k ʃ ə n z
actium	æ k t i ə m
activate	æ k t ɪ v e ɪ t
activation	æ k t ɪ v e ɪ ʃ ə n
active	æ k t ɪ v
activities	æ k t ɪ v ɪ t i z
activity	æ k t ɪ v ə t i
activity	æ k t ɪ v ɪ t i
activity	æ k t ɪ v ɪ t iː
acton	æ k t ə n
actor	æ k t ə
actress	a k t ɹ ə s
actress	a k t ɹ ɪ s
acts	æ k t s
actual	a k t j ʊ ə l
actual	a k t ʃ j ʊ ə l
actuality	æ k t j u æ l ɪ t i
actuality	æ k t ʃ u æ l ɪ t i
actually	a k t j ʊ ə l ɪ
actually	a k t ʃ ə l i
actually	a k t ʃ ʊ ə l i
actually	a k t ʃ ʊ ə l ɪ
actually	a t ʃ ə l i
actuarial	æ k t j u ɛ ə ɹ i ə l
actuate	æ k t j u e ɪ t
actuate	æ k t ʃ u e ɪ t
actuator	æ k t j uː e ɪ t ə ɹ
acuity	ə k j uː ɪ t i
acumen	æ k j ʊ m ə n
acumen	ə k j uː m ə n
acuminate	ə k j uː m ɪ n e ɪ t
acuminate	ə k j uː m ɪ n ə t
acumination	ə k j uː m ɪ n e ɪ ʃ ə n
acupuncture	æ k j u p ʌ ŋ k t͡ʃ ɝ
acushla	ə k ʊ ʃ l ə
acute	ə k j uː t
acutely	ə k j uː t l ɪ
acyl	æ s ɪ l
acyltransferase	a s ɪ l t ɹ a n s f ə ɹ e ɪ z
acyltransferase	e ɪ s ʌ ɪ l t ɹ ɑː n z f ə ɹ e ɪ z
acyrologia	ə s ɪ ɹ ə l ɒ d ʒ i ə
acyrology	æ s ɪ ɹ ɒ l ə d ʒ i
ad	æ d
ada	e ɪ d ə
adactylous	e ɪ d æ k t ɪ l ə s
adage	æ d ɪ d ʒ
adagietto	ə d æ d ʒ iː ɛ t ə ʊ
adagietto	ə d ɑː d ʒ iː ɛ t ə ʊ
adam	æ d ə m
adamant	æ d ə m æ n t
adamant	æ d ə m ə n t
adapiform	ə d æ p ɪ f ɔː ɹ m
adapt	ə d æ p t
adaptability	ə d æ p t ə b ɪ l ɪ t i
adapted	ə d æ p t ɪ d
adapter	ə d a p t ə
adaption	ə d æ p ʃ ə n
adaw	ə d ɔː
add	æ d
addax	a d a k s
added	æ d ə d
added	æ d ɪ d
addend	æ d ɛ n d
addendum	ə d ɛ n d ə m
addict	æ d ɪ k t
addict	ə d ɪ k t
addicted	ə d ɪ k t ɪ d
addicting	ə d ɪ k t ɪ ŋ
addiction	ə d ɪ k ʃ ə n
addictive	ə d ɪ k t ɪ v
adding	æ d ɪ ŋ
addington	æ d ɪ ŋ t ə n
addiscombe	æ d ɪ s k ə m
addison	æ d ɪ s ə n
addition	æ d ɪ ʃ ə n
addition	ə d ɪ ʃ ə n
additional	ə d ɪ ʃ ə n ə l
additionary	ə d ɪ ʃ ə n ə ɹ i
additionary	ə d ɪ ʃ ə n ɹ i
additions	ə d ɪ ʃ ə n z
additive	æ d ɪ t ɪ v
additory	æ d ɪ t ə ɹ i
additory	æ d ɪ t ɹ i
addle	æ d ə l
addled	æ d ə l d
addles	æ d ə l z
addling	æ d l ɪ ŋ
addling	æ d ə l ɪ ŋ
addoom	ə d uː m
address	æ d ɹ ɛ s
address	ə d ɹ ɛ s
addressed	ə d ɹ ɛ s t
addresses	ə d ɹ ɛ s ɪ z
addressing	ə d ɹ ɛ s ɪ ŋ
adds	æ d z
adduce	ə d j uː s
adduce	ə d ʒ uː s
adduct	æ d ʌ k t
adduct	ə d ʌ k t
adduction	ə d ʌ k ʃ n̩
adductor	ə d ʌ k t ə ɹ
ade	e ɪ d
adela	æ d ə l ə
adela	ə d ɛ l ə
adelaide	æ d ə l e ɪ d
adele	ə d ɛ l
adeling	æ d ə l ɪ ŋ
adelings	æ d ə l ɪ ŋ z
adenine	æ d ə n iː n
adenine	æ d ɪ n ɪ n
adenines	æ d ɪ n ɪ n z
adenopathy	æ d ə n ɑ p ə θ i
adenosine	ə d ɛ n ə ʊ s iː n
adenylate	ə d ɛ n ə l e ɪ t
adept	æ d ɛ p t
adept	ə d ɛ p t
adepts	æ d ɛ p t s
adequate	æ d ɪ k w e ɪ t
adequate	æ d ɪ k w ə t
adermatoglyphia	e ɪ d ɜː m ə t ə ʊ ɡ l ɪ f ɪ ə
adespota	ə d ɛ s p ə t ə
adhan	ɑː ð ɑː n
adhan	ə ð ɑː n
adherent	æ d h ɪ ə ɹ ə n t
adhibit	ə d h ɪ b ɪ t
adhibition	æ d h ɪ b ɪ ʃ ə n
adhocracy	a d h ɒ k ɹ ə s i
adhocrat	a d h ə k ɹ a t
adhocratic	a d h ə k ɹ a t ɪ k
adhocratical	a d h ə k ɹ a t ɪ k ə l
adhocratically	a d h ə k ɹ a t ɪ k ə l i
adhort	æ d h ɔː ɹ t
adhort	ə d h ɔː ɹ t
adiabatic	e ɪ d a ɪ ə b æ t ɪ k
adiabatic	e ɪ d ɪ ə b æ t ɪ k
adiabatic	æ d ɪ ə b æ t ɪ k
adianoeta	e ɪ d a ɪ ə n ə ʊ iː t ə
adiaphanous	æ d ɪ æ f ə n ə s
adieu	ə d j uː
adieu	ə d j ɜː
adieux	ə d j uː
adieux	ə d j uː z
adieux	ə d j ɜː
adieux	ə d j ɜː z
adige	a d ɪ d ʒ e ɪ
adight	ə d a ɪ t
adios	æ d i ɒ s
adipocere	æ d ə p o s i ə ɹ
adipocere	æ d ɪ p o s i ə ɹ
adipocytokine	æ d ɪ p ə ʊ s a ɪ t ə ʊ k a ɪ n
adipose	æ d ɪ p ə ʊ s
adipose	æ d ɪ p ə ʊ z
adirondack	æ d ə ɹ ɒ n d æ k
adirondack	æ d ɨ ɹ ɒ n d æ k
adit	æ d ɪ t
adits	æ d ɪ t s
aditus	æ d ɪ t uː s
aditus	æ d ɪ t ə s
adjacent	ə d ʒ e ɪ s ə n t
adjara	ə d ʒ ɑː ɹ ə
adjectival	æ d ʒ ɛ k t a ɪ v ə l
adjectivally	æ d ʒ ɛ k t a ɪ v ə l i
adjective	æ d͡ʒ ə k t ɪ v
adjective	æ d͡ʒ ɛ k t ɪ v
adjective	æ d͡ʒ ɪ k t ɪ v
adjectively	a d ʒ ɛ k t ɪ v l i
adjoin	ə d ʒ ɔ ɪ n
adjoined	ə d ʒ ɔ ɪ n d
adjoins	ə d ʒ ɔ ɪ n z
adjoint	æ d ʒ ɔ ɪ n t
adjourn	ə d ʒ ɜː n
adjudge	ə d ʒ ʌ d ʒ
adjudicate	ə d ʒ u d ɪ k e ɪ t
adjudication	ə d d͡ʒ u d ɪ k e ɪ ʃ ə n
adjudicator	æ d ʒ u d ɪ k e ɪ t ɔ ɹ
adjudicators	æ d ʒ u d ɪ k e ɪ t ɔ ɹ z
adjudicatrices	æ d ʒ u d ɪ k e ɪ t ɹ ɪ s iː z
adjudicatrix	æ d ʒ u d ɪ k e ɪ t ɹ ɪ k s
adjunct	æ d ʒ ʌ ŋ k t
adjure	ə d d ʒ ɔː
adjure	ə d d ʒ ʊ ə
adjust	ə d ʒ ʌ s t
adjusted	ə d ʒ ʌ s t ɪ d
adjusting	ə d ʒ ʌ s t ɪ ŋ
adjustings	ə d ʒ ʌ s t ɪ ŋ z
adjustment	ə d ʒ ʌ s t m ə n t
adjusts	ə d ʒ ʌ s t s
adjutant	æ d ʒ ə t ə n t
adjutants	æ d ʒ ə t ə n t s
adjute	ə d ʒ uː t
adjutrices	ə d j u t ɹ ɪ s iː z
adjutrices	ə d͡ʒ ʊ t ɹ ɪ s iː z
adjutrix	ə d j u t ɹ ɪ k s
adjutrix	ə d͡ʒ ʊ t ɹ ɪ k s
adjuvant	æ d ʒ ə v ə n t
adle	e ɪ d ə l
adluminal	æ d l u m ɪ n ə l
admin	æ d m ɪ n
admin	ə d m ɪ n
administrate	ə d m ɪ n ɪ s t ɹ e ɪ t
administration	ə d m ɪ n ə s t ɹ e ɪ ʃ ə n
administrative	ə d m ɪ n ɪ s t ɹ ə t ɪ v
administrator	ə d m ɪ n ɪ s t ɹ e ɪ t ə
administratorship	æ d m ɪ n ə s t ɹ e ɪ t ɚ ʃ ɪ p
administratrix	æ d m ɪ n ɪ s t ɹ e ɪ t ɹ ɪ k s
admirability	æ d m ɪ ɹ ə b ɪ l ɪ t i
admirable	æ d m ə ɹ ə b ə l
admirable	æ d m̩ ɹ ə b ə l
admiral	æ d m ə ɹ ə l
admiralty	æ d m ɪ ɹ ə l t i
admirative	æ d m a ɪ ɹ ə t ɪ v
admirative	æ d m ə ɹ e ɪ t ɪ v
admirative	æ d m ɪ ɹ ə t ɪ v
admirative	ə d m a ɪ ɹ ə t ɪ v
admire	ə d m a ɪ ə
admired	ə d m a ɪ ə d
admirer	ə d m a ɪ ɹ ɚ
admirers	ə d m a ɪ ɹ ɚ z
admiring	æ d m a ɪ ɚ ɪ ŋ
admission	æ d m ɪ ʃ ə n
admit	ə d m ɪ t
admits	ə d m ɪ t s
admittance	ə d m ɪ t n̩ s
admitted	ə d m ɪ t ɪ d
admitting	ə d m ɪ t ɪ ŋ
admixture	æ d m ɪ k s t ʃ ə ɹ
admixture	ə d m ɪ k s t ʃ ə ɹ
admonish	ə d m ɒ n ɪ ʃ
ado	ə d uː
adobe	ə d ə ʊ b
adobe	ə d ə ʊ b i
adolescent	æ d ə l ɛ s ə n t
adolph	æ d ɒ l f
adonai	æ d ə n ʌ ɪ
adonai	ə d ə ʊ n e ɪ ʌ ɪ
adonai	ə d ə ʊ n ʌ ɪ
adonides	ə d ɒ n ɪ d iː z
adonis	ə d o ʊ n ɪ s
adonis	ə d ɒ n ɪ s
adopt	ə d ɒ p t
adopted	ə d ɒ p t ɪ d
adoption	ə d ɒ p ʃ ə n
adorable	ə d ɔː ɹ ə b ə l
adorableness	ə d ɔː ɹ ə b ə l n ə s
adorably	ə d ɔ ɹ ə b l i
adoration	æ d ə ɹ e ɪ ʃ ə n
adore	ə d ɔː
adored	ə d ɔː d
adorn	ə d ɔː ɹ n
adorned	ə d ɔː n d
adown	ə d a ʊ n
adoxograph	e ɪ d ɒ k s ɒ ɡ ɹ ɑː f
adoxographer	e ɪ d ɒ k s ɒ ɡ ɹ ə f ə
adoxographic	e ɪ d ɒ k s ɒ ɡ ɹ ə f i k
adoxographical	e ɪ d ɒ k s ɒ ɡ ɹ ɑː f i k ə l
adoxographically	e ɪ d ɒ k s ɒ ɡ ɹ ɑː f i k ə l i
adoxography	e ɪ d ɒ k s ɒ ɡ ɹ ə f i
adoze	ə d o ʊ z
adposition	æ d p ə z ɪ ʃ ə n
adr	e ɪ d iː ɑː
adraw	ə d ɹ ɔː
adread	ə d r e d
adrenal	æ d ɹ iː n ə l
adrenaline	ə d ɹ ɛ n ə l ɪ n
adret	æ d ɹ e ɪ
adriamycin	e ɪ d ɹ ɪ ə m a ɪ s ɪ n
adrian	e ɪ d ɹ iː ə n
adrianople	e ɪ d ɹ ɪ ə n ə ʊ p ə l
adriatic	e ɪ d ɹ i æ t ɪ k
adrienne	e ɪ d ɹ i ɛ n
adrienne	æ d ɹ i ɛ n
adrift	ə d ɹ ɪ f t
adrip	ə d ɹ ɪ p
adroit	ə d ɹ ɔ ɪ t
adroop	ə d ɹ uː p
adrowse	ə d ɹ a ʊ z
adry	ə d ɹ ʌ ɪ
ads	æ d z
adscititious	æ d s ə t ɪ ʃ ə s
adsorb	ə d s ɔː b
adsorb	ə d z ɔː b
adsorbate	ə d s ɔː b e ɪ t
adsorptional	æ d z ɔ ɹ p ʃ ə n ə l
adulate	æ d͡ʒ ə l e ɪ t
adulation	æ d j ʊ l e ɪ ʃ ə n
adulation	æ d ʒ ʊ l e ɪ ʃ ə n
adult	æ d ə l t
adult	æ d ʌ l t
adulterer	ə d ʌ l t ə ɹ ə
adulterine	ə d ʌ l t ə ɹ a ɪ n
adulterousness	ə d ʌ l t ə ɹ ə s n ə s
adultery	ə d ʌ l t ə ɹ i
adults	æ d ʌ l t s
adumbrate	æ d ʌ m b ɹ e ɪ t
adumbration	æ d ʌ m b ɹ e ɪ ʃ ə n
adunc	æ d ʌ n k
adust	ə d ʌ s t
adustible	ə d ʌ s t ɪ b ə l
advaita	ə d v a ɪ t ə
advance	ə d v ɑː n s
advanced	ə d v ɑː n s t
advancing	ə d v ɑː n s ɪ ŋ
advantage	ə d v ɑː n t ɪ d ʒ
advantageous	æ d v ə n t e ɪ d͡ʒ ə s
advantages	ə d v ɑː n t ɪ d ʒ ɪ z
advection	æ d v ɛ k ʃ ə n
advent	æ d v ə n t
advent	æ d v ɛ n t
adventitious	æ d v ə n t ɪ ʃ ə s
adventitious	æ d v ɛ n t ɪ ʃ ə s
adventive	ə d v ɛ n t ɪ v
adventure	ə d v ɛ n t͡ʃ ə
adventures	ə d v ɛ n t͡ʃ ə z
adventuress	ə d v ɛ n t ʃ ə ɹ ɪ s
adventurism	ə d v ɛ n t ʃ ə ɹ ɪ z ə m
adverb	æ d v ɜː b
adverbative	ə d v ɜː b ə t ɪ v
adverbial	ə d v ɜː b i ə l
adversary	æ d v ə s ə ɹ i
adversary	æ d v ə s ɛ ɹ i
adversary	æ d v ɜː s ə ɹ i
adversary	ə d v ɜː s ə ɹ i
adverse	æ d v ə ɹ s
adverse	ə d v ɜ ɹ s
adversity	æ d v ɜː s ɪ t i
advert	æ d v ɜː ɹ t
advert	ə d v ɜː ɹ t
advertise	a d v ə ɹ t a ɪ z
advertisement	æ d v ə t a ɪ z m ə n t
advertisement	ə d v ɜː t ɪ s m ə n t
advertising	æ d v ə ɹ t a ɪ z ɪ ŋ
advertorial	æ d v ɜː t ɔː ɹ i ə l
advesperate	æ d v ɛ s p ə ɹ e ɪ t
advice	ə d v a ɪ s
advise	ə d v a ɪ z
advised	ə d v a ɪ z d
advisor	æ d v a ɪ z ɚ
advisory	ə d v a ɪ z ə ɹ i
advocaat	a d v ə k ɑː
advocacy	æ d v ə k ə s i
advocate	æ d v ə k e ɪ t
advocate	æ d v ə k ə t
advocates	æ d v ə k e ɪ t s
advocates	æ d v ə k ə t s
advoke	ə d v ə ʊ k
advowson	ə d v a ʊ z ə n
advowtry	ə d v a ʊ t ɹ i
adward	ə d w ɔː ɹ d
adygea	ɑː d ɪ ɡ e ɪ ə
adyghe	ɑː d ɪ ɡ e ɪ
adynaton	æ d ɪ n ɑː t ɒ n
adytum	a d ɪ t ə m
adze	æ d z
adzed	æ d z ə d
ae	e ɪ
ae	eː
ae	i
ae	iː
ae	ə
aeaea	iː iː ə
aeap	e ɪ iː e ɪ p iː
aecidium	iː s ɪ d ɪ ə m
aecium	i s i ʌ m
aedeagal	i d i e ɪ ɡ ə l
aedeagal	i d i ə ɡ ə l
aedeagus	i d i e ɪ ɡ ə s
aedeagus	i d i ə ɡ ə s
aedile	iː d a ɪ l
aegides	iː d͡ʒ ɪ d iː z
aegina	i d ʒ a ɪ n ə
aegipan	iː d ʒ ɪ p a n
aegis	iː d ʒ ɪ s
aegis	iː d͡ʒ ɪ d iː z
aegisthus	ɪ d ʒ ɪ s θ ə s
aegrotat	iː ɡ ɹ ə ʊ t æ t
aegrotat	ʌ ɪ ɡ ɹ ə ʊ t æ t
aegyptus	iː d͡ʒ ɪ p t ə s
aelurophil	iː l j ʊ ə ɹ ə f ɪ l
aelurophile	iː l j ʊ ə ɹ ə f a ɪ l
aeneas	ɪ n iː ə s
aeolia	iː ə ʊ l ɪ ə
aeolic	i ɒ l ɪ k
aeolic	i ə ʊ l ɪ k
aeolipile	iː ə ʊ l ɪ p ʌ ɪ l
aeolipiles	iː ə ʊ l ɪ p ʌ ɪ l z
aeolipyle	iː ə ʊ l ɪ p ʌ ɪ l
aepyornis	iː p ɪ ɔː n ɪ s
aerial	e ɪ ɛ ɹ ɪ ə l
aerial	e ɪ ɪ ə ɹ ɪ ə l
aerial	ɛː ɹ i ə l
aerial	ɛː ɹ ɪ ə l
aerian	e ɪ ɪ ə ɹ ɪ ə n
aerian	ɛː ɹ ɪ ə n
aero	ɛ ə ɹ ə ʊ
aerobic	ə ɹ o ʊ b ɪ k
aerobic	ɛ ɹ o ʊ b ɪ k
aerobics	ə ɹ o ʊ b ɪ k s
aerobridge	ɛ ə ɹ ə ʊ b ɹ ɪ d ʒ
aerocolpos	ɛː ɹ ə ʊ k ɒ l p ɒ s
aerofoil	ɛ ə ɹ ə f ɔ ɪ l
aerolite	ɛ ə ɹ ə l a ɪ t
aerolites	ɛː ɹ ə l ʌ ɪ t s
aeromancy	e ə ɹ ə m æ n s i
aeronaut	ɛ ə ɹ ə n ɔː t
aeronautic	æ ɹ o n ɔ t ɪ k
aeronef	ɛː ɹ ə n ɛ f
aeronef	ɛː ɹ ə ʊ n ɛ f
aerophotograph	e ə ɹ ə f ə ʊ t ə ɡ ɹ ɑː f
aerophyte	ɛː ɹ ə ʊ f ʌ ɪ t
aerophytes	ɛː ɹ ə ʊ f ʌ ɪ t s
aeroplane	e ə ɹ ə p l e ɪ n
aeroplanes	e ə ɹ ə p l e ɪ n z
aerosol	ɛ ə ɹ ə s ɒ l
aerostatic	e ɪ ə ɹ ə ʊ s t æ t ɪ k
aerugo	a ɪ ɹ uː ɡ o ʊ
aerugo	iː ɹ uː ɡ o ʊ
aerugo	ɪ ɹ uː ɡ o ʊ
aeschylus	ɛ s k ə l ə s
aesculapius	iː s k j ʊ l e ɪ p ɪ ə s
aesop	iː s ɒ p
aesopian	iː s ə ʊ p ɪ ə n
aesthete	ɛ s θ iː t
aesthetic	iː s θ e t ɪ k
aesthetic	ɪ s θ e t ɪ k
aesthetics	ɛ s θ ɛ t ɪ k s
aestiferous	ɛ s t ɪ f ɛ ɹ ʌ s
aestivation	iː s t ɪ v e ɪ ʃ ə n
aetat	a ɪ t a t
aetat	iː t a t
aetheogam	e ɪ iː θ ɪ ə ʊ ɡ æ m
aetheogamous	e ɪ iː θ iː ɒ ɡ ə m ə s
aether	iː θ ə
aetiology	iː t ɪ ɒ l ə d ʒ i
aetites	iː t a ɪ t iː z
aetna	ɛ t n ə
aetolia	iː t ə ʊ l iː ə
aeviternity	iː v ɪ t ɜː ɹ n ɪ t i
aeviternity	ɛ v ɪ t ɜː ɹ n ɪ t i
af	e ɪ̯ ɛ f
aface	ə f e ɪ s
afanc	æ v æ ŋ k
afanc	ɑ v ɑ ŋ k
afar	ə f ɑː
afare	ə f ɛ ə ɹ
afeared	ə f ɪ ə ɹ d
affable	æ f ə b ə l
affabrous	æ f ə b ɹ ə s
affabrous	ə f æ b ɹ ə s
affair	ə f ɛ ə
affairs	ə f ɛ ə z
affamish	ə f æ m ɪ ʃ
affect	æ f ɛ k t
affect	ə f ɛ k t
affectation	æ f ɛ k t e ɪ ʃ ə n
affected	ə f ɛ k t ɪ d
affecting	ə f ɛ k t ɪ ŋ
affection	ə f ɛ k ʃ ə n
affectionate	ə f ɛ k ʃ ə n e ɪ t
affectionate	ə f ɛ k ʃ ə n ə t
affectionately	ə f ɛ k ʃ ə n ə t l i
affectioned	ə f ɛ k ʃ n̩ d
affections	ə f ɛ k ʃ ə n z
affective	ə f ɛ k t ɪ v
affectlessness	a f ɛ k t l ə s n ə s
afference	æ f ə ɹ ə n s
afferent	æ f ə r ə n t
afferent	æ f ɜː ə n t
affiance	ə f a ɪ ə n s
affiant	ə f a ɪ ə n t
affidavit	æ f ɪ d e ɪ v ɪ t
affiliate	ə f ɪ l i e t
affiliate	ə f ɪ l i e ɪ t
affine	ə f a ɪ n
affinity	ə f ɪ n ɪ t i
affirm	ə f ɜː m
affirmation	æ f ɝ m e ɪ ʃ n
affirmative	ə f ɜː m ə t ɪ v
affirmeth	ə f ɜː m ɪ θ
afflatus	ə f l e ɪ t ə s
afflict	ə f l ɪ k t
afflicted	ə f l ɪ k t ɪ d
affliction	ə f l ɪ k ʃ ə n
affluence	æ f l u ə n s
affluent	æ f l u ə n t
affluent	æ f l uː ə n t
affluent	ə f l uː ə n t
affluenza	æ f l uː ɛ n z ə
affluenzic	æ f l u ɛ n z ɪ k
affogato	æ f ə ɡ ɑː t ə ʊ
affogato	ɑː f ə ɡ ɑː t ə ʊ
afford	ə f ɔː d
affordable	ə f ɔː ɹ d ə b ə l
affordably	ə f ɔː ɹ d ə b l i
afforded	ə f ɔː d ɪ d
affords	ə f ɔː d z
afforest	ə f ɒ ɹ ɪ s t
affray	ə f ɹ e ɪ
affret	ə f ɹ ɛ t
affriended	ə f ɹ ɛ n d ɪ d
affright	ə f ɹ a ɪ t
affrighten	ə f ɹ a ɪ t ə n
affront	ə f ɹ ʌ n t
affrontive	ə f ɹ ʌ n t ɪ v
affuse	ə f j uː z
affy	æ f i
affy	ə f a ɪ
afghan	æ f ɡ æ n
afghan	æ f ɡ ə n
afghani	æ f ɡ ɑː n i
afghanistan	æ f ɡ æ n ɪ s t æ n
afghanistan	æ f ɡ æ n ɪ s t ɑː n
afgod	æ f ɡ ɒ d
aficionado	ə f ɪ s j ə n ɑː d ə ʊ
aficionado	ə f ɪ ʃ j ə n ɑː d ə ʊ
afield	ə f iː l d
afire	ə f a ɪ ə ɹ
afk	e ɪ ɛ f k e ɪ
afl	e ɪ ɛ f ɛ l
aflame	ə f l e ɪ m
aflare	ə f l ɛ ə ɹ
aflash	ə f l æ ʃ
aflat	ə f l æ t
