A	a
aeronauta	a e ɾ o n a u̯ t̪ a
aeronautika	a e ɾ o n a u̯ t̪ i k a
aeronautiko	a e ɾ o n a u̯ t̪ i k o
aeroplano	a e ɾ o p l a n o
aerosol	a e ɾ o s̺ o l
aerosorgailu	a e̞ ɾ o̞ s̺ o̞ r ɣ̞ a ʎ u
aerosorgailu	a e̞ ɾ o̞ s̺ o̞ r ɣ̞ a i̯ l u
aerostatika	a e ɾ o s̺ t̪ a t̪ i k a
aerostato	a e ɾ o s̺ t̪ a t̪ o
afaitatu	a f a i̯ t̪ a t̪ u
afalaitzin	a f a l a i̯ t͡s̻ ĩ n
afalaurre	a f a l a u̯ r e
afaldu	a f a l̪ d̪ u
afari	a f a ɾ i
afariketa	a f a ɾ i k e t̪ a
Afganistan	a f ɣ̞ a n i s̺ t̪ ã n
afganistandar	a f ɣ̞ a n i s̺ t̪ ã n̪ d̪ a r
Afganistanek	a f ɣ̞ a n i s̺ t̪ a n e k
agata	a ɣ̞ a t̪ a
agate	a ɣ̞ a t̪ e
ageriko	a ɣ̞ e ɾ i k o
agerkunde	a ɣ̞ e r k ũ n̪ d̪ e
agertoki	a ɣ̞ e r t̪ o k i
agertu	a ɣ̞ e r t̪ u
agian	a ɣ̞ i ã n
aginpide	a ɣ̞ ĩ m p i ð̞ e
Agirre	a ɣ̞ i r e
agitu	a ɣ̞ i t̪ u
Agoitz	a ɣ̞ o i̯ t͡s̻
agor	a ɣ̞ o r
agorril	a ɣ̞ o r i l
agortu	a ɣ̞ o r t̪ u
agresibo	a ɣ̞ r e s̺ i β̞ o
agur	a ɣ̞ u r
agure	a ɣ̞ u ɾ e
agurgarri	a ɣ̞ u r ɣ̞ a r i
agurgarritasun	a ɣ̞ u r ɣ̞ a r i t̪ a s̺ ũ n
ahabia	a h a β̞ i a
ahabia	a β̞ i a
ahai	ã h̃ ã ĩ
ahal	a h a l
ahal	a l
ahaldun	a h a l̪ d̪ ũ n
ahaldun	a l̪ d̪ ũ n
ahalguztidun	a h a l ɣ̞ u s̻ t̪ i ð̞ ũ n
ahalguztidun	a l ɣ̞ u s̻ t̪ i ð̞ ũ n
ahalguztidun	a l ɣ̞ u s̻ t̪ i ð̞ ũ n
ahalguztidun	a l ɣ̞ u s̺ t̪ i ð̞ ũ n
ahalguztiduntasun	a h a l ɣ̞ u s̻ t̪ i ð̞ ũ n̪ t̪ a s̺ ũ n
ahalguztiduntasun	a l ɣ̞ u s̻ t̪ i ð̞ ũ n̪ t̪ a s̺ ũ n
ahalguztiduntasun	a l ɣ̞ u s̻ t̪ i ð̞ ũ n̪ t̪ a s̺ ũ n
ahalguztiduntasun	a l ɣ̞ u s̺ t̪ i ð̞ ũ n̪ t̪ a s̺ ũ n
ahalke	a h a l k e
ahalke	a l k e
ahardi	a h a r ð̞ i
ahardi	a r ð̞ i
ahari	a h a ɾ i
ahari	a ɾ i
aharra	a h a r a
aharra	a r a
ahate	a h a t̪ e
ahate	a t̪ e
ahate	ã h̃ ã t e
ahatebeltz	a h a t̪ e β̞ e l t͡s̻
ahatebeltz	a t̪ e β̞ e l t͡s̻
ahateki	a h a t̪ e k i
ahateki	a t̪ e k i
ahatekume	a h a t̪ e k u m e
ahatekume	a t̪ e k u m e
ahatettipi	a h a t̪ e c i p i
ahatettipi	a t̪ e c i p i
ahatetxo	a t̪ e̞ t͡ʃ o̞
ahatetxo	a ɦ a t̪ e̞ t͡ʃ o̞
ahatz	a h a t͡s̻
ahatz	a t͡s̻
ahazte	a h a s̻ t̪ e
ahazte	a s̻ t̪ e
ahazte	a s̻ t̪ e
ahazte	a s̺ t̪ e
ahazten	a h a s̻ t̪ ẽ n
ahazten	a s̻ t̪ ẽ n
ahazten	a s̻ t̪ ẽ n
ahazten	a s̺ t̪ ẽ n
ahaztu	a h a s̻ t̪ u
ahaztu	a s̻ t̪ u
ahaztu	a s̻ t̪ u
ahaztu	a s̺ t̪ u
ahaztuko	a h a s̻ t̪ u k o
ahaztuko	a s̻ t̪ u k o
ahaztuko	a s̻ t̪ u k o
ahaztuko	a s̺ t̪ u k o
ahizpa	a h i s̻ p a
ahizpa	a i̯ s̻ p a
ahizpa	a i̯ s̻ p a
ahizpa	a i̯ s̺ p a
aho	a h o
aho	a o
ahobero	a h o β̞ e ɾ o
ahobero	a o β̞ e ɾ o
ahora	a h o ɾ a
ahora	a o ɾ a
ahoskera	a h o s̺ k e ɾ a
ahoskera	a o s̺ k e ɾ a
ahots	a h o t͡s̺
ahots	a o t͡s̺
ahots	a o t͡s̺
ahots	a o t͡s̻
ahul	a h u l
ahul	a u̯ l
ahuldu	a h u l̪ d̪ u
ahuldu	a u̯ l̪ d̪ u
ahuntz	a h ũ n t͡s̻
ahuntz	ã ũ̯ n t͡s̻
aihen	a i̯ h ẽ n
aihen	a i̯ ẽ n
aiherkunde	a i̯ h e r k ũ n̪ d̪ e
aiherkunde	a i̯ e r k ũ n̪ d̪ e
ailegatu	a i̯ l e ɣ̞ a t̪ u
ailegatu	a ʎ e ɣ̞ a t̪ u
Aimar	a i̯ m a r
Ainara	a i̯ n a ɾ a
ainarba	a i̯ n a r β̞ a
ainarba	a ɲ a r β̞ a
aingeru	a i̯ ŋ ɡ e ɾ u
Aingeru	a i̯ ŋ ɡ e ɾ u
aingira	a i̯ ŋ ɡ i ɾ a
aingura	a i̯ ŋ ɡ u ɾ a
ainguragile	a i̯ ŋ ɡ u ɾ a ɣ̞ i l e
ainguragile	a i̯ ŋ ɡ u ɾ a ɣ̞ i ʎ e
ainguraleku	a i̯ ŋ ɡ u ɾ a l e k u
ainguratoki	a i̯ ŋ ɡ u ɾ a t̪ o k i
Ainhoa	a i̯ n o a
Aintzane	ã ĩ̯ n t͡s̻ a n e
aintzatespen	ã ĩ̯ n t͡s̻ a t̪ e s̺ p ẽ n
aintzira	ã ĩ̯ n t͡s̻ i ɾ a
aiots	a i̯ o t͡s̺
aiots	a i̯ o t͡s̺
aiots	a i̯ o t͡s̻
aire	a i̯ ɾ e
aireportu	a i̯ ɾ e p o r t̪ u
aireratu	a i̯ ɾ e ɾ a t̪ u
aise	a i̯ s̺ e
aita	a i̯ t̪ a
aitaginarreba	a i̯ t̪ a ɣ̞ i n a r e β̞ a
aitaginarreba	a i̯ t̪ a ɣ̞ i ɲ a r e β̞ a
aitaginarrebakide	a i̯ t̪ a ɣ̞ i n a r e β̞ a k i ð̞ e
aitaginarrebakide	a i̯ t̪ a ɣ̞ i ɲ a r e β̞ a k i ð̞ e
aitaorde	a i̯ t̪ a o r ð̞ e
aitasantutza	a i̯ t̪ a s̺ ã n̪ t̪ u t͡s̻ a
aitatasun	a i̯ t̪ a t̪ a s̺ ũ n
aitatxi	a i̯ t̪ a t͡ʃ i
aitona	a i̯ t̪ o n a
Aitor	a i̯ t̪ o r
Aitziber	a i̯ t͡s̻ i β̞ e r
Aitzol	a i̯ t͡s̻ o l
aitzur	a i̯ t͡s̻ u r
aizkolari	a i̯ s̻ k o l a ɾ i
aizkolari	a i̯ s̻ k o l a ɾ i
aizkolari	a i̯ s̺ k o l a ɾ i
aizkora	a i̯ s̻ k o ɾ a
aizkora	a i̯ s̻ k o ɾ a
aizkora	a i̯ s̺ k o ɾ a
aizto	a i̯ s̻ t̪ o
aizto	a i̯ s̻ t̪ o
aizto	a i̯ s̺ t̪ o
aizu	a i̯ s̻ u
aizu	a i̯ s̻ u
aizu	a i̯ s̺ u
akabatu	a k a β̞ a t̪ u
akademiko	a k a ð̞ e m i k o
akain	a k ã ĩ̯ n
akelarre	a k e l a r e
aker	a k e r
Aketx	a k e t͡ʃ
Aketza	a k e t͡s̻ a
Akitania	a k i t̪ a n i a
akordeoi	a k o r ð̞ e o i̯
akrobata	a k r o β̞ a t̪ a
aktiba	a k t̪ i β̞ a
aktibatu	a k t̪ i β̞ a t̪ u
aktibatuko	a k t̪ i β̞ a t̪ u k o
aktibatze	a k t̪ i β̞ a t͡s̻ e
aktibatzen	a k t̪ i β̞ a t͡s̻ ẽ n
aktibo	a k t̪ i β̞ o
aktore	a k t̪ o ɾ e
akura	a k u ɾ a
akuratu	a k u ɾ a t̪ u
al	a l
ala	a l a
alaba	a l a β̞ a
alafede	a l a f e ð̞ e
alai	a l a i̯
Alain	a l ã ĩ̯ n
albaitari	a l β̞ a i̯ t̪ a ɾ i
Albania	a l β̞ a n i a
albaniar	a l β̞ a n i a r
albaniera	a l β̞ a n i e ɾ a
albarikoke	a l β̞ a ɾ i k o k e
alboroke	a l β̞ o ɾ o k e
alda	a l̪ d̪ a
aldaketa	a l̪ d̪ a k e t̪ a
aldapa	a l̪ d̪ a p a
aldatu	a l̪ d̪ a t̪ u
aldatuko	a l̪ d̪ a t̪ u k o
aldatze	a l̪ d̪ a t͡s̻ e
aldatzen	a l̪ d̪ a t͡s̻ ẽ n
alde	a l̪ d̪ e
aldea	a l̪ d̪ e a
aldeak	a l̪ d̪ e a k
aldean	a l̪ d̪ e ã n
aldearekin	a l̪ d̪ e a ɾ e k ĩ n
aldearen	a l̪ d̪ e a ɾ ẽ n
aldearengatik	a l̪ d̪ e a ɾ e ŋ ɡ a t̪ i k
aldearentzat	a l̪ d̪ e a ɾ ẽ n t͡s̻ a t̪
aldeari	a l̪ d̪ e a ɾ i
aldeaz	a l̪ d̪ e a s̻
aldeaz	a l̪ d̪ e a s̻
aldeaz	a l̪ d̪ e a s̺
aldeei	a l̪ d̪ e e i̯
aldeek	a l̪ d̪ e e k
aldeekin	a l̪ d̪ e e k ĩ n
aldeen	a l̪ d̪ e ẽ n
aldeengatik	a l̪ d̪ e e ŋ ɡ a t̪ i k
aldeentzat	a l̪ d̪ e ẽ n t͡s̻ a t̪
aldeetako	a l̪ d̪ e e t̪ a k o
aldeetan	a l̪ d̪ e e t̪ ã n
aldeetara	a l̪ d̪ e e t̪ a ɾ a
aldeetaraino	a l̪ d̪ e e t̪ a ɾ a i̯ n o
aldeetaraino	a l̪ d̪ e e t̪ a ɾ a ɲ o
aldeetarako	a l̪ d̪ e e t̪ a ɾ a k o
aldeetarantz	a l̪ d̪ e e t̪ a ɾ ã n t͡s̻
aldeetatik	a l̪ d̪ e e t̪ a t̪ i k
aldeez	a l̪ d̪ e e s̻
aldeez	a l̪ d̪ e e s̻
aldeez	a l̪ d̪ e e s̺
aldek	a l̪ d̪ e k
aldeko	a l̪ d̪ e k o
aldera	a l̪ d̪ e ɾ a
alderaino	a l̪ d̪ e ɾ a i̯ n o
alderaino	a l̪ d̪ e ɾ a ɲ o
alderako	a l̪ d̪ e ɾ a k o
alderantz	a l̪ d̪ e ɾ ã n t͡s̻
alderekin	a l̪ d̪ e ɾ e k ĩ n
alderen	a l̪ d̪ e ɾ ẽ n
alderengatik	a l̪ d̪ e ɾ e ŋ ɡ a t̪ i k
alderentzat	a l̪ d̪ e ɾ ẽ n t͡s̻ a t̪
alderi	a l̪ d̪ e ɾ i
alderik	a l̪ d̪ e ɾ i k
aldetako	a l̪ d̪ e t̪ a k o
aldetan	a l̪ d̪ e t̪ ã n
aldetara	a l̪ d̪ e t̪ a ɾ a
aldetaraino	a l̪ d̪ e t̪ a ɾ a i̯ n o
aldetaraino	a l̪ d̪ e t̪ a ɾ a ɲ o
aldetarako	a l̪ d̪ e t̪ a ɾ a k o
aldetarantz	a l̪ d̪ e t̪ a ɾ ã n t͡s̻
aldetatik	a l̪ d̪ e t̪ a t̪ i k
aldetik	a l̪ d̪ e t̪ i k
aldetzat	a l̪ d̪ e t͡s̻ a t̪
aldez	a l̪ d̪ e s̻
aldez	a l̪ d̪ e s̻
aldez	a l̪ d̪ e s̺
aldeztu	a l̪ d̪ e s̻ t̪ u
aldeztu	a l̪ d̪ e s̻ t̪ u
aldeztu	a l̪ d̪ e s̺ t̪ u
aldizkari	a l̪ d̪ i s̻ k a ɾ i
aldizkari	a l̪ d̪ i s̻ k a ɾ i
aldizkari	a l̪ d̪ i s̺ k a ɾ i
aleman	a l e̞ m ã n
alemanera	a l e m a n e ɾ a
Alemania	a l e m a n i a
alemaniar	a l e m a n i a r
alertze	a l e r t͡s̻ e
aletegi	a l e t̪ e ɣ̞ i
algara	a l ɣ̞ a ɾ a
Algarbe	a l ɣ̞ a r β̞ e
alienatu	a l i e̞ n a t̪ u
Aljeria	a l ʒ e ɾ i a
Aljeria	a l x e ɾ i a
alkandora	a l k ã n̪ d̪ o ɾ a
alkandorak	a l k ã n̪ d̪ o ɾ a k
alkandorek	a l k ã n̪ d̪ o ɾ e k
alkate	a l k a t̪ e
alkatxofa	a l k a t͡ʃ o f a
alkohol	a l k o h o l
alkohol	a l k o l
alkohola	a l k o h o l a
alkohola	a l k o l a
alkoholan	a l k o h o l ã n
alkoholan	a l k o l ã n
alkoholen	a l k o h o l ẽ n
alkoholen	a l k o l ẽ n
alkoholi	a l k o h o l i
alkoholi	a l k o l i
alkoholik	a l k o h o l i k
alkoholik	a l k o l i k
alokatu	a l o k a t̪ u
alor	a l o r
alta	a l̪ t̪ a
alternatibo	a l̪ t̪ e r n a t̪ i β̞ o
Altsasu	a l t͡s̺ a s̺ u
Altsasu	a l t͡s̺ a s̺ u
Altsasu	a l t͡s̻ a s̺ u
altu	a l̪ t̪ u
altxaprima	a lʲ t͡ʃ a p r i m a
altxatu	a lʲ t͡ʃ a t̪ u
altxoin	a lʲ t͡ʃ õ ĩ̯ n
altxor	a lʲ t͡ʃ o r
Altzaga	a l t͡s̻ a ɣ̞ a
altzari	a l t͡s̻ a ɾ i
alu	a l u
aluminio	a l u m i n i o
ama	a m a
amaginarreba	a m a ɣ̞ i n a r e β̞ a
amaginarreba	a m a ɣ̞ i ɲ a r e β̞ a
amaginarrebakide	a m a ɣ̞ i n a r e β̞ a k i ð̞ e
amaginarrebakide	a m a ɣ̞ i ɲ a r e β̞ a k i ð̞ e
amai	a m a i̯
Amaia	a m a i̯ a
amaiera	a m a i̯ e ɾ a
amaitu	a m a i̯ t̪ u
amama	a m a m a
amaraun	a m a ɾ ã ũ̯ n
amatasun	a m a t̪ a s̺ ũ n
amatatu	a m a t̪ a t̪ u
amerikano	a m e ɾ i k a n o
amesgaizto	a m e z̺ ɣ̞ a i̯ s̻ t̪ o
amesgaizto	a m e z̺ ɣ̞ a i̯ s̻ t̪ o
amesgaizto	a m e z̺ ɣ̞ a i̯ s̺ t̪ o
amestu	a m e s̺ t̪ u
amets	a m e t͡s̺
amets	a m e t͡s̺
amets	a m e t͡s̻
ametz	a m e t͡s̻
amiamoko	a m i a m o k o
amildu	a m i l̪ d̪ u
amodio	a m o ð̞ i o
amona	a m o n a
amore	a m o ɾ e
amorratu	a m o r a t̪ u
amu	a m u
anabasa	a n a β̞ a s̺ a
anagrama	a n a ɣ̞ r a m a
anaia	a n a i̯ a
anakroniko	a n a k r o n i k o
anakronismo	a n a k r o n i z̺ m o
anana	a n a n a
anarkia	a n a r k i a
anarkismo	a n a r k i z̺ m o
anarkista	a n a r k i s̺ t̪ a
anatomia	a n a t̪ o m i a
anbulantzia	ã m b u l ã n t͡s̻ i a
Andaia	ã n̪ d̪ a i̯ a
Andaluzia	ã n̪ d̪ a l u s̻ i a
Andaluzia	ã n̪ d̪ a l u s̻ i a
Andaluzia	ã n̪ d̪ a l u s̺ i a
andeatu	ã n̪ d̪ e a t̪ u
Ander	ã n̪ d̪ e r
andere	ã n̪ d̪ e ɾ e
andereño	ã n̪ d̪ e ɾ e ɲ o
Andoain	ã n̪ d̪ o ã ĩ̯ n
Andoni	ã n̪ d̪ o n i
Andorra	ã n̪ d̪ o r a
andorratar	ã n̪ d̪ o r a t̪ a r
andorratarra	ã n̪ d̪ o r a t̪ a r a
andorratarrak	ã n̪ d̪ o r a t̪ a r a k
andorratarraren	ã n̪ d̪ o r a t̪ a r a ɾ ẽ n
andorratarrari	ã n̪ d̪ o r a t̪ a r a ɾ i
andorratarrei	ã n̪ d̪ o r a t̪ a r e i̯
andorratarrek	ã n̪ d̪ o r a t̪ a r e k
andorratarren	ã n̪ d̪ o r a t̪ a r ẽ n
andorratarri	ã n̪ d̪ o r a t̪ a r i
andre	ã n̪ d̪ r e
andregai	ã n̪ d̪ r e ɣ̞ a i̯
angelu	a ŋ ɡ e l u
Angola	a ŋ ɡ o l a
angula	a ŋ ɡ u l a
angurri	a ŋ ɡ u r i
animalia	a n i m a l i a
animatu	a n i m a t̪ u
anime	a n i m e
anker	a ŋ k e r
Antartika	ã n̪ t̪ a r t̪ i k a
Antigua	ã n̪ t̪ i ɣ̞ w a
antiheroi	ã n̪ t̪ i h e ɾ o i̯
antiheroi	ã n̪ t̪ i e ɾ o i̯
antilope	ã n̪ t̪ i l o p e
antilope	ã n̪ t̪ i ʎ o p e
antimikrobiar	ã n̪ t̪ i m i k r o β̞ i a r
antolakunde	ã n̪ t̪ o l a k ũ n̪ d̪ e
Anton	ã n̪ t̪ õ n
antropologia	ã n̪ t̪ r o p o l o ɣ̞ i a
Antsoain	ã n t͡s̺ o ã ĩ̯ n
Antsoain	ã n t͡s̺ o ã ĩ̯ n
Antsoain	ã n t͡s̻ o ã ĩ̯ n
Antton	ã ɲ c õ n
antxeta	ã nʲ t͡ʃ e t̪ a
Antxieta	ã nʲ t͡ʃ i e t̪ a
antxoa	ã nʲ t͡ʃ o a
Antxon	ã nʲ t͡ʃ õ n
antz	ã n t͡s̻
antzara	ã n t͡s̻ a ɾ a
antzeratu	ã n t͡s̻ e ɾ a t̪ u
antzerki	ã n t͡s̻ e r k i
apaiz	a p a i̯ s̻
apaiz	a p a i̯ s̻
apaiz	a p a i̯ s̺
apaizgai	a p a i̯ z̻ ɣ̞ a i̯
apaizgai	a p a i̯ z̻ ɣ̞ a i̯
apaizgai	a p a i̯ z̺ ɣ̞ a i̯
apal	a p a l
apaldu	a p a l̪ d̪ u
apar	a p a r
aparkaleku	a p a r k a l e k u
aparkatu	a p a r k a t̪ u
apez	a p e s̻
apez	a p e s̻
apez	a p e s̺
apezpiku	a p e s̻ p i k u
apezpiku	a p e s̻ p i k u
apezpiku	a p e s̺ p i k u
apiril	a p i ɾ i l
apo	a p o
Apolo	a p o l o
aporofobia	a p o ɾ o f o β̞ i a
aprobetxategi	a p r o β̞ e t͡ʃ a t̪ e ɣ̞ i
apur	a p u r
apurtu	a p u r t̪ u
ar	a r
Araba	a ɾ a β̞ a
arabera	a ɾ a β̞ e ɾ a
arabiera	a ɾ a β̞ i e ɾ a
arabisagar	a ɾ a β̞ i s̺ a ɣ̞ a r
aragoiera	a ɾ a ɣ̞ o i̯ e ɾ a
aramu	a ɾ a m u
aran	a ɾ ã n
aranondo	a ɾ a n õ n̪ d̪ o
Arantxa	a ɾ ã nʲ t͡ʃ a
arantza	a ɾ ã n t͡s̻ a
Arantzazu	a ɾ ã n t͡s̻ a s̻ u
Arantzazu	a ɾ ã n t͡s̻ a s̻ u
Arantzazu	a ɾ ã n t͡s̻ a s̺ u
arazi	a ɾ a s̻ i
arazi	a ɾ a s̻ i
arazi	a ɾ a s̺ i
arbaso	a r β̞ a s̺ o
arbel	a r β̞ e l
arbela	a r β̞ e l a
arbeletxeko	a r β̞ e l e t͡ʃ e k o
arbola	a r β̞ o l a
Arbona	a r β̞ o n a
ardi	a r ð̞ i
ardo	a r ð̞ o
ardogile	a r ð̞ o ɣ̞ i l e
ardogile	a r ð̞ o ɣ̞ i ʎ e
ardura	a r ð̞ u ɾ a
arduratu	a r ð̞ u ɾ a t̪ u
are	a ɾ e
Arellano	a ɾ e ʎ a n o
argazki	a r ɣ̞ a s̻ k i
argazki	a r ɣ̞ a s̻ k i
argazki	a r ɣ̞ a s̺ k i
argazkigintza	a r ɣ̞ a s̻ k i ɣ̞ ĩ n t͡s̻ a
argazkigintza	a r ɣ̞ a s̻ k i ɣ̞ ĩ n t͡s̻ a
argazkigintza	a r ɣ̞ a s̺ k i ɣ̞ ĩ n t͡s̻ a
argazkilari	a r ɣ̞ a s̻ k i l a ɾ i
argazkilari	a r ɣ̞ a s̻ k i l a ɾ i
argazkilari	a r ɣ̞ a s̺ k i l a ɾ i
argazkilaritza	a r ɣ̞ a s̻ k i l a ɾ i t͡s̻ a
argazkilaritza	a r ɣ̞ a s̻ k i l a ɾ i t͡s̻ a
argazkilaritza	a r ɣ̞ a s̺ k i l a ɾ i t͡s̻ a
Argentina	a r ɣ̞ ẽ n̪ t̪ i n a
Argentina	a r ɣ̞ ẽ n̪ t̪ i ɲ a
argi	a r ɣ̞ i
argitsu	a r ɣ̞ i t͡s̺ u
argitsu	a r ɣ̞ i t͡s̺ u
argitsu	a r ɣ̞ i t͡s̻ u
ari	a ɾ i
ariketa	a ɾ i k e t̪ a
arin	a ɾ ĩ n
aristokratiko	a ɾ i s̺ t̪ o k r a t̪ i k o
aristokrazia	a ɾ i s̺ t̪ o k r a s̻ i a
aristokrazia	a ɾ i s̺ t̪ o k r a s̻ i a
aristokrazia	a ɾ i s̺ t̪ o k r a s̺ i a
Aristotele	a ɾ i s̺ t̪ o̞ t̪ e̞ l e̞
aritz	a ɾ i t͡s̻
arkakuso	a r k a k u s̺ o
arkela	a r k e l a
arkume	a r k u m e
armairu	a r m a i̯ ɾ u
Armenia	a r m e n i a
armeniar	a r m e n i a r
armeniera	a r m e n i e ɾ a
armiarma	a r m i a r m a
arnasa	a r n a s̺ a
Arnaut	a r n a u̯ t̪
arnegu	a r n e ɣ̞ u
aro	a ɾ o
arotz	a ɾ o t͡s̻
Aroztegi	a ɾ o s̻ t̪ e ɣ̞ i
Aroztegi	a ɾ o s̻ t̪ e ɣ̞ i
Aroztegi	a ɾ o s̺ t̪ e ɣ̞ i
aroztegi	a ɾ o s̻ t̪ e ɣ̞ i
aroztegi	a ɾ o s̻ t̪ e ɣ̞ i
aroztegi	a ɾ o s̺ t̪ e ɣ̞ i
arpoi	a r p o i̯
arrain	a r ã ĩ̯ n
Arrangoitze	a r a ŋ ɡ o i̯ t͡s̻ e
arrano	a r a n o
arranotegi	a r a n o t̪ e ɣ̞ i
arrantzale	a r ã n t͡s̻ a l e
arraro	a r a ɾ o
Arrasate	a r a s̺ a t̪ e
arrastatu	a r a s̺ t̪ a t̪ u
arratoi	a r a t̪ o i̯
arrats	a r a t͡s̺
arrats	a r a t͡s̺
arrats	a r a t͡s̻
arraun	a r ã ũ̯ n
arrautza	a r a u̯ t͡s̻ a
arrautzopil	a r a u̯ t͡s̻ o p i l
arraza	a r a s̻ a
arraza	a r a s̻ a
arraza	a r a s̺ a
arrazoi	a r a s̻ o i̯
arrazoi	a r a s̻ o i̯
arrazoi	a r a s̺ o i̯
arre	a r e
arreba	a r e β̞ a
arreta	a r e t̪ a
Arrieta	a r i e t̪ a
Arrigorriaga	a r i ɣ̞ o r i a ɣ̞ a
arriskatu	a r i s̺ k a t̪ u
arrisku	a r i s̺ k u
arriskutsu	a r i s̺ k u t͡s̺ u
arriskutsu	a r i s̺ k u t͡s̺ u
arriskutsu	a r i s̺ k u t͡s̻ u
arroda	a r o ð̞ a
arropa	a r o p a
arrosa	a r o s̺ a
arrotz	a r o t͡s̻
arroz	a r o s̻
arroz	a r o s̻
arroz	a r o s̺
arrunt	a r ũ n̪ t̪
artaburu	a r t̪ a β̞ u ɾ u
arte	a r t̪ e
artifizial	a r t̪ i f i s̻ i a l
artifizial	a r t̪ i f i s̻ i a l
artifizial	a r t̪ i f i s̺ i a l
artile	a r t̪ i l e
artile	a r t̪ i ʎ e
artillari	a r t̪ i ʎ a ɾ i
artisau	a r t̪ i s̺ a u̯
artista	a r t̪ i s̺ t̪ a
artizar	a r t̪ i s̻ a r
artizar	a r t̪ i s̻ a r
artizar	a r t̪ i s̺ a r
Artizarra	a r t̪ i s̻ a r a
Artizarra	a r t̪ i s̻ a r a
Artizarra	a r t̪ i s̺ a r a
arto	a r t̪ o
artseniko	a r t͡s̺ e n i k o
artseniko	a r t͡s̺ e n i k o
artseniko	a r t͡s̻ e n i k o
artxipelago	a r t͡ʃ i p e l a ɣ̞ o
artzain	a r t͡s̻ ã ĩ̯ n
asaba	a s̺ a β̞ a
asaldatu	a s̺ a l̪ d̪ a t̪ u
asimila	a s̺ i m i l a
asimilatu	a s̺ i m i l a t̪ u
asimilazio	a s̺ i m i l a s̻ i o
asimilazio	a s̺ i m i l a s̻ i o
asimilazio	a s̺ i m i l a s̺ i o
askatasun	a s̺ k a t̪ a s̺ ũ n
askatu	a s̺ k a t̪ u
aske	a s̺ k e
aski	a s̺ k i
asko	a s̺ k o
asmatu	a z̺ m a t̪ u
asmo	a z̺ m o
asperkunde	a s̺ p e r k ũ n̪ d̪ e
aspertu	a s̺ p e r t̪ u
aspertuta	a s̺ p e r t̪ u t̪ a
aste	a s̺ t̪ e
astearte	a s̺ t̪ e a r t̪ e
asteartero	a s̺ t̪ e a r t̪ e ɾ o
asteazken	a s̺ t̪ e a s̻ k ẽ n
asteazken	a s̺ t̪ e a s̻ k ẽ n
asteazken	a s̺ t̪ e a s̺ k ẽ n
asteazkenero	a s̺ t̪ e a s̻ k e n e ɾ o
asteazkenero	a s̺ t̪ e a s̻ k e n e ɾ o
asteazkenero	a s̺ t̪ e a s̺ k e n e ɾ o
asteburu	a s̺ t̪ e β̞ u ɾ u
astelehen	a s̺ t̪ e l e h ẽ n
astelehen	a s̺ t̪ e l ẽ n
astelehenero	a s̺ t̪ e l e h e n e ɾ o
astelehenero	a s̺ t̪ e l e n e ɾ o
astero	a s̺ t̪ e ɾ o
asteroide	a s̺ t̪ e ɾ o i̯ ð̞ e
astigar	a s̺ t̪ i ɣ̞ a r
astindu	a s̺ t̪ ĩ n̪ d̪ u
asto	a s̺ t̪ o
astronautika	a s̺ t̪ r o n a u̯ t̪ i k a
astronomia	a s̺ t̪ r o n o m i a
asturiera	a s̺ t̪ u ɾ i e ɾ a
asun	a s̺ ũ n
atari	a t̪ a ɾ i
atariko	a t̪ a ɾ i k o
ate	a t̪ e
ateismo	a t̪ e i z̺ m o
Atena	a t̪ e n a
atera	a t̪ e ɾ a
aterpe	a t̪ e r p e
atoi	a t̪ o i̯
atorra	a t̪ o r a
atsegin	a t͡s̺ e ɣ̞ ĩ n
atsegin	a t͡s̺ e ɣ̞ ĩ n
atsegin	a t͡s̻ e ɣ̞ ĩ n
atso	a t͡s̺ o
atso	a t͡s̺ o
atso	a t͡s̻ o
atsokeria	a t͡s̺ o k e ɾ i a
atsokeria	a t͡s̺ o k e ɾ i a
atsokeria	a t͡s̻ o k e ɾ i a
atsotitz	a t͡s̺ o t̪ i t͡s̻
atsotitz	a t͡s̺ o t̪ i t͡s̻
atsotitz	a t͡s̻ o t̪ i t͡s̻
atsotitza	a t͡s̺ o t̪ i t͡s̻ a
atsotitza	a t͡s̺ o t̪ i t͡s̻ a
atsotitza	a t͡s̻ o t̪ i t͡s̻ a
atsotitzik	a t͡s̺ o t̪ i t͡s̻ i k
atsotitzik	a t͡s̺ o t̪ i t͡s̻ i k
atsotitzik	a t͡s̻ o t̪ i t͡s̻ i k
atsotizlari	a t͡s̺ o t̪ i z̻ l a ɾ i
atsotizlari	a t͡s̺ o t̪ i z̻ l a ɾ i
atsotizlari	a t͡s̻ o t̪ i z̺ l a ɾ i
atsotu	a t͡s̺ o t̪ u
atsotu	a t͡s̺ o t̪ u
atsotu	a t͡s̻ o t̪ u
atun	a t̪ ũ n
atxeki	a t͡ʃ e k i
atxekiko	a t͡ʃ e k i k o
atxekitze	a t͡ʃ e k i t͡s̻ e
atxekitzen	a t͡ʃ e k i t͡s̻ ẽ n
atxiki	a t͡ʃ i k i
atxilotu	a t͡ʃ i l o t̪ u
atxilotu	a t͡ʃ i ʎ o t̪ u
atzamar	a t͡s̻ a m a r
atzapar	a t͡s̻ a p a r
atze	a t͡s̻ e
atzealde	a t͡s̻ e a l̪ d̪ e
atzean	a t͡s̻ e ã n
