A	a
Penajam	p ə n a d ʒ a m
Pencipta	p ə n t͡ʃ i p t a
Pengasal	p ə ŋ a s a l
Pengkhotbah	p ə ŋ x o t b a h
Penjaringan	p ə n d͡ʒ a r ɪ ŋ a n
Perak	p ɛ ɾ ʌ ʔ
Perancis	p ə r a n t͡ʃ i s
Peta	p ə t a
Petrus	p ɛ t r u s
Phan	p h a n
Phang	p h a ŋ
Pindad	p i n d a d
Polri	p o l r i
Pon	p o n
Ponimin	p o n i m i n
Poniyah	p o n i j a h
Pontianak	p ɔ n t i a n a ʔ
Portugal	p ɔ r t u ɡ a l
Prabowo	p r a b ɔ w ɔ
Prakerta	p r a k ə r t a
Prancis	p r a n t͡ʃ i s
Prapaskah	p r a p a s k a h
Prasetyo	p r a s e t j o
Pratikno	p r a t i k n o
Pratikto	p r a t i k t o
Pratomo	p r a t o m o
Prayitno	p r a j i t n o
Priangan	p r i a ŋ a n
Prihatini	p r i h a t i n i
Prindapan	p r i n d a p a n
Priscilla	p r i s i l a
Probolinggo	p r o b o l i ŋ ɡ o
Probolinggo	p r ɔ b ɔ l i ŋ ɡ ɔ
Protestan	p r o t ɛ s t a n
Protestanisme	p r o t ɛ s t a n i s m ə
ProyekWiki	p r o j e k w i k i
Puk	p u k
Purwanto	p u r w a n t o
Purwokerto	p u r w o k ə r t o
Purwokerto	p u r w ɔ k ə r t ɔ
Puspoyo	p u s p o j o
Putera	p u t ə r a
Putranto	p u t r a n t o
QRS	k i ɛ r ɛ s
Qatar	ʔ a t a r
RAT	ɛ r a t e
RB	ɛ r b e
RDN	ɛ r d e ɛ n
RDP	ɛ r d e p e
RDPU	ɛ r d e p e u
REI	ɛ r e i
RG	ɛ r ɡ e
RI	ɛ r i
RIP	ɛ r i p e
ROI	ɛ r o i
RPH	ɛ r p e h a
RPL	ɛ r p e ɛ l
RPS	ɛ r p e ɛ s
RRDK	ɛ r ɛ r d ɛ k a
RRI	ɛ r ɛ r i
RS	ɛ r ɛ s
RSKO	ɛ r ɛ s k a o
RUPS	ɛ r u p e ɛ s
RUU	ɛ r u u
Rabiulakhir	r a b i u l ʔ a x i r
Rabiulawal	r a b i u l ʔ a w a l
Rabu	r a b u
Rafael	r a f a ɛ l
Rafka	r a f k a
Raharjo	r a h a r d͡ʒ o
Rahayu	r a h a j u
Rajab	r a d͡ʒ a b
Ramadan	r a m a d a n
Rangkasbitung	r a ŋ k a s b i t u ŋ
Rastafari	r a s t a f a r i
Ratapan	r a t a p a n
Ratulangi	r a t u l a ŋ i
Renaisans	r ə n a i̯ s a n s
Reza	r e z a
Rianti	r i a n t i
Rianti	r i j a n t i
Roma	r o m a
Romawi	r o m a w i
Ruhulkudus	r u h u l k u d u s
Rumania	r u m a n i a̯
Rusia	r u s i a
Rut	r u t
Rwanda	r w a n d a
S	ɛ s
SAKIP	s a k ɪ p̚
SAP	ɛ s a p e
SAR	s a r
SARA	s a r a
SBI	ɛ s b e i
SBM	ɛ s b e ɛ m
SBN	ɛ s b e ɛ n
SBP	ɛ s b e p e
SBY	ɛ s b e j e
SDA	ɛ s d e a
SDKI	ɛ s d e k a i
SDM	ɛ s d e ɛ m
SHM	ɛ s h a ɛ m
SHUN	ɛ s h a u ɛ n
SHVP	ɛ s h a v e p e
SI	ɛ s i
SILPA	s i l p a
SIM	s i m
SIP	ɛ s i p e
SK	ɛ s k a
SKB	ɛ s k a b e
SKBRI	ɛ s k a b e ɛ r i
SKL	ɛ s k a ɛ l
SKMHT	ɛ s k a ɛ m h a t e
SKN	ɛ s k a ɛ n
SKP	ɛ s k a p e
SKPD	ɛ s k a p e d e
SKPI	ɛ s k a p e i
SKS	ɛ s k a ɛ s
SKSD	ɛ s k a ɛ s d e
SMA	ɛ s ɛ m a
SMA	ɛ s ɛ m ʔ a
SMEP	s m ɛ p
SMF	ɛ s ɛ m ɛ f
SMK	ɛ s ɛ m k a
SMP	ɛ s ɛ m p e
SMS	ɛ s ɛ m ɛ s
SP	ɛ s p e
SPAM	ɛ s p e a ɛ m
SPBE	ɛ s p e b e e
SPBU	ɛ s p e b e u
SPG	ɛ s p e ɡ e
SPK	ɛ s p e k a
SPLP	e s p e e l p e
SPLP	e s p e ʔ e l p e
SPM	ɛ s p e ɛ m
SPMB	ɛ s p e ɛ m b e
SPMK	ɛ s p e ɛ m k a
SPO	w e ɛ n a
SPOK	ɛ s p e o k a
SPP	ɛ s p e p e
SPPD	ɛ s p e p e d e
SPPT	ɛ s p e p e t e
SPR	ɛ s p e ɛ r
SPT	ɛ s p e t e
SR	ʔ ɛ s ʔ ɛ r
SSAT	ɛ s ɛ s a t e
SSP	ɛ s ɛ s p e
SSPCP	ɛ s ɛ s p e t͡ʃ e p e
STAN	s t a n
STEM	s t ɛ m
STIA	ɛ s t e j a
STIKES	s t i k ə s
STKIP	ɛ s t e k a i p e
STM	ɛ s t e ɛ m
STMJ	ɛ s t ɛ ɛ m d͡ʒ ɛ
STN	ɛ s t e ɛ n
STNK	ɛ s t e ɛ n k a
STO	ɛ s t e o
STP	ɛ s t e p e
STPDN	ɛ s t e p e d e ɛ n
STR	e s t e e r
STRA	ɛ s t e ɛ r a
STSI	ɛ s t e ɛ s i
STTB	ɛ s t e t e b e
SU	ɛ s u
SUTM	ɛ s u t e t e
Sabat	s a b a t
Sabrina	s a b r i n a
Sabtu	s a b t u
Safar	s a f a r
Safira	s a f i r a
Saifuddin	s a j f u d i n
Saifullah	s a j f u l a h
Saka	s a k a
Salido	s a l i d o
Salsabila	s a l s a b i l a
Samarinda	s a m a r ɪ n d a
Samboja	s a m b ɔ d ʒ a
Sambutan	s a m b u t a n
Sangatta	s a ŋ a t a
Sanskerta	s a n s k ə r t a
Sanyoko	s a ɲ o k o
Sanyono	s a ɲ o n o
Saparyati	s a p a r j a t i
Sarawak	s a r a w a ʔ
Sarawak	s ə r a w a ʔ
Sarhono	s a r h o n o
Sari	s a r i
Sarmila	s a r m i l a
Sasak	s a s a k
Saturnus	s a t ʊ r n ʊ s
Selam	s ə l a m
Selasa	s ə l a s a
Semarang	s ə m a r a ŋ
Sendawar	s ə n d a w a r
Senegal	s e n e ɡ a l
Senin	s ə n i n
Seno	s ə n o
Sepaku	s ə p a k u
September	s e p t e m b ə r
Septia	s ɛ p t i a
Septia	s ɛ p t i j a
Seram	s e r a m
Serang	s e r a ŋ
Serani	s ə r a n i
Serbia	s ɛ r b i a
Setanyahu	s e t a n j a h u
Setanyahu	s e t a ɲ a h u
Sevel	s e v ə l
Shinto	ʃ i n t o
SiLPA	s i l p a
Siam	s i a m
Siau	s i a u̯
Simon	s i m o n
Singapura	s i ŋ a p u r a
Singkawang	s i ŋ k a w a ŋ
Sinterklas	s i n t ə r k l a s
Siprus	s i p r u s
Sirewel	s i r ɛ w ɛ l
Siswanto	s i s w a n t o
Siswantoyo	s i s w a n t o j o
Skotlandia	s k ɔ t l a n d i a̯
Slovenia	s l o v e n i a
Soeharto	s u h a r t ɔ
Soekarno	s u k a r n ɔ
Solo	s o l o
Solo	s ɔ l ɔ
Soma	s o m a
Somalia	s o m a l i a
Sorong	s o r o ŋ
Spanyol	s p a ɲ o l
Sragen	s r a ɡ ɛ n
Subadi	s u b a d i
Subianto	s u b i a n t ɔ
Sudan	s u d a n
Sudarsono	s u d a r s o n o
Sudaryanto	s u d a r j a n t o
Sudibyo	s u d i b j o
Sudono	s u d o n o
Sugeng	s u ɡ ə ŋ
Sugiyanto	s u ɡ i j a n t o
Suhariyanto	s u h a r i j a n t o
Suharyanto	s u h a r j a n t o
Sujadi	s u d͡ʒ a d i
Sujiman	s u d͡ʒ i m a n
Sukabumi	s u k a b u m i
Sukanto	s u k a n t o
Sukarmin	s u k a r m i n
Sukarno	s u k a r n o
Sukasno	s u k a s n o
Sukirnanto	s u k i r n a n t o
Sukirno	s u k i r n o
Sukurno	s u k u r n o
Sulbar	s u l b a r
Sulsel	s u l s ə l
Sulteng	s u l t ə ŋ
Sultra	s u l t r a
Sulut	s u l u t
Sumadi	s u m a d i
Sumanto	s u m a n t o
Sumardi	s u m a r d i
Sumarjono	s u m a r d͡ʒ o n o
Sumarno	s u m a r n o
Sumartono	s u m a r t o n o
Sumarwoto	s u m a r w o t o
Sumatera	s u m a t r a
Sumatera	s u m a t ə r a
Sumbar	s u m b a r
Sumbawa	s u m b a w a
Sumsel	s u m s ə l
Sumut	s u m u t
Sunarjo	s u n a r d͡ʒ o
Sunarman	s u n a r m a n
Sunarmin	s u n a r m i n
Sunarmo	s u n a r m o
Sunarso	s u n a r s o
Sunarsoyo	s u n a r s o j o
Sunarto	s u n a r t o
Sunaryo	s u n a r j o
Sunda	s u n d a
Sundari	s u n d a r i
Sung	s u ŋ
Suntono	s u n t o n o
Suparman	s u p a r m a n
Supersemar	s u p ə r s ə m a r
Supomo	s u p o m o
Supriyanto	s u p r i j a n t o
Supriyono	s u p r i j o n o
Suprono	s u p r o n o
Surabaya	s u r a b a j a
Surakarta	s u r a k a r t a
Suriah	s u r i a h
Suriname	s u r i n a m ə
Suroto	s u r o t o
Suryani	s u r j a n i
Suryo	s u r j o
Suryodarmo	s u r j o d a r m o
Susetyo	s u s ə t j o
Susilo	s u s i l ɔ
Suswantoyo	s u s w a n t o j o
Sutarto	s u t a r t o
Sutopo	s u t o p o
Sutra	s u t r a
Suwanto	s u w a n t o
Suyono	s u j o n o
Swiss	s u w ɪ s
Swiss	s w ɪ s
Syakban	ʃ a ʔ b a n
Syamsuddin	ʃ a m s u d i n
Syawal	ʃ a w a l
Syiwa	ʃ i w a
TAP	t e a p e
TB	t e b e
TBC	t e b e s e
TBC	t e b e t͡ʃ e
TBO	t e b e o
TD	t e d e
TDL	t e d e ɛ l
THR	t e h a ɛ r
THT	t e h a t e
TIK	t e i k a
TK	t e k a
TKA	t e k a a
TKDN	t e k a d e ɛ n
TKI	t e k a i
TKJ	t e k a d͡ʒ e
TKK	t e k a k a
TKP	t e k a p e
TM	t e ɛ m
TMP	t e ɛ m p e
TMT	t e ɛ m t e
TNI	t e ʔ ɛ n ʔ i
TNKB	t e ɛ n k a b e
TO	t e o
TP	t e p e
TPA	t e p e a
TPA	t e p e ʔ a
TPI	t e p e i
TPPT	t e p e p e t e
TPPU	t e p e p e u
TPS	t e p e ɛ s
TPSLN	t e p e ɛ s ɛ l ɛ n
TR	t e ɛ r
TS	t e e s
TT	t e t e
TTM	t e t e ɛ m
TTS	t e t e ɛ s
TTV	t e t e v e
TU	t e u
TV	t e v e
TVRI	t ɛ f ɛ ɛ r i
TW	t e w e
Tadeus	t a d e u s
Tailan	t a i l a n
Taiwan	t a i̯ w a n
Tajikistan	t a d͡ʒ i k i s t a n
Talikuran	t a l i k u r a n
Tamil	t a m i l
Tanzania	t a n z a n i a
Tap	t a p
Taruno	t a r u n o
Tasiman	t a s i m a n
Tatang	t a t a ŋ
Taurat	t a u r a t
Tenggarong	t ə ŋ ɡ a r ɔ ŋ
Ternate	t ə r n a t e
Thamrin	t a m r i n
Then	t h e n
Thian	t h i a n
Thung	t h u ŋ
Tiara	t i a r a
Tiara	t i j a r a
Tigris	t i ɡ r i s
Timotius	t i m o t i u s
Tionghoa	t i o ŋ h o a
Tiongkok	t i o ŋ k o k
Titus	t i t u s
Tobit	t o b i t
Togo	t o ɡ o
Tomas	t o m a s
Tritunggal	t r i t u ŋ ɡ a l
Tuginem	t u ɡ i n ə m
Tuhan	t u h a n
Tukijem	t u k i d͡ʒ ə m
Tukiyo	t u k i j o
Tumenggung	t u m ə ŋ ɡ u ŋ
Tunisia	t u n i s i a
Turki	t u r k i
Turkmenistan	t u r k m e n i s t a n
Tusimin	t u s i m i n
Türkiye	t u r k i j e
UB	u b e
UBB	u b e b e
UBT	u b e t e
UCEN	u t͡ʃ ə n
UEA	u e a
UGD	u ɡ e d e
UGM	u ɡ e e m
UI	u i
UI	u i̯
UK	u k a
UKT	u k a t e
UM	u ɛ m
UMR	u e m e r
UMR	u e m ʔ e r
UNAS	u n a s
UNBK	u ɛ n b e k a
UNDIP	u n d i p
UNESA	u n e s a
UNG	u e n ɡ e
UNJ	u e n d͡ʒ e
UNJA	u n d͡ʒ a
UNPAD	u n p a d
UNPATTI	u n p a t i
UNRAM	u n r a m
UNRI	u n r i
UNSRI	u n s r i
UNY	u e n j e
UP	u p e
UPH	u p e h a
UPI	u p e i
UPMK	u p e e m k a
UPMK	u p e ʔ e m k a
UPP	u p e p e
UPPS	u p e p e ɛ s
UPR	u p e e r
USB	u ɛ s b e
USK	u e s k a
UTU	u t e u
UUD	u u d e
Udin	u d i n
Uganda	u ɡ a n d a
Ujang	u d͡ʒ a ŋ
Ulangan	u l a ŋ a n
Ungaran	u ŋ a r a n
Uruguay	u r u ɡ u a j
Utarid	u t a r i d
Uzbekistan	u z b e k i s t a n
VC	v e t͡ʃ e
VK	v e k a
Valerie	v e l ə r i
Vatikan	v a t i k a n
Venus	v e n u s
Vietnam	v i ɛ t n a m
WA	w e a
WA	w e ʔ a
WAN	w a n
WBP	w e b e p e
WDP	w e d e p e
WIL	w i l
WIUP	w i u p
WNA	w e e n a
WNI	w e e n i
WP	w e p e
WTP	w e t e p e
WTS	w e t e ɛ s
WWZ	w e w e z e t
Wagiman	w a ɡ i m a n
Wagimin	w a ɡ i m i n
Waginem	w a ɡ i n ə m
Wagiyo	w a ɡ i j o
Wahid	w a h i d
Wahono	w a h o n o
Wahyono	w a h j o n o
Wahyu	w a h j u
Wakanda	w a k a n d a
Wakijan	w a k i d͡ʒ a n
Wakijo	w a k i d͡ʒ o
Wakino	w a k i n o
Waluyo	w a l u j o
Waluyono	w a l u j o n o
Wanayasa	w a n a j a s a
Wardoyo	w a r d o j o
Warno	w a r n o
Warsito	w a r s i t o
Warto	w a r t o
Waruna	w a r u n a
Waskito	w a s k i t o
Wates	w a t ə s
Widodo	w i d ɔ d ɔ
Wiganda	w i ɡ a n d a
Wijanarko	w i d͡ʒ a n a r k o
Wijoyo	w i d͡ʒ o j o
Wijoyo	w i d͡ʒ ɔ j ɔ
Wikikamus	w i k i k a m u s
Wikipedia	w i k i p e d i a
Wikipediawan	w i k i p e d i a w a n
Wikipediawati	w i k i p e d i a w a t i
Winardi	w i n a r d i
Winarjo	w i n a r d͡ʒ o
Winarno	w i n a r n o
Winarso	w i n a r s o
Winarto	w i n a r t o
Windarto	w i n d a r t o
Wirawan	w i r a w a n
Wiryanto	w i r j a n t o
Wisnu	w i s n u
Wolayan	w o l a j a n
Wrisaba	w r i s a b a
Wulan	w u l a n
Wulandari	w u l a n d a r i
Wuryanto	w u r j a n t o
YTTA	j e t e t e a
Yahudi	j a h u d i
Yahudiah	j a h u d i a h
Yakjuj	j a ʔ d͡ʒ u d͡ʒ
Yakobus	j a k o b u s
Yaman	j a m a n
Yamato	j a m a t o
Yanto	j a n t o
Yap	j a p
Yehezkiel	j ə h e z k i e l
Yehuwa	j e h u w a
Yeremia	j e r ə m i a
Yerusalem	j e r u s a l e m
Yesaya	j ə s a j a
Yesus	j e s u s
Yip	j i p
Yoel	j o e l
Yogyakarta	j o ɡ j a k a r t a
Yohanes	j o h a n ə s
Yordania	j o r d a n i a
Yosua	j o s u a
Yudas	j u d a s
Yudhoyono	j u d ɔ j ɔ n ɔ
Yudit	j u d i t
Yuli	j u l i
Yulianto	j u l i a n t o
Yunani	j u n a n i
Yuni	j u n i
Yunus	j u n u s
Yustisia	j u s t i s i a
Yusuf	j u s u f
Yutup	j u t u p
ZPT	z e p e t e
Zabaniah	z a b a n i a h
Zabur	z a b u r
Zahid	z a h i d
Zakharia	z a x a r i a
Zambia	z a m b i a
Zefanya	z e f a ɲ a
Zeus	z e u s
Zimbabwe	z i m b a b w e
Zohal	z o h a l
Zohrah	z o h r a h
Zuhara	z u h a r a
Zuhur	z u h u r
Zulhijah	z u l h i d͡ʒ a h
Zulkaedah	z u l k a ʔ e d a h
Zulkaidah	z u l k a ʔ i d a h
aa	a a
aanstamping	a n s t a m p i ŋ
aba	a b a
abad	a b a d
abadiah	a b a d i a h
abadiat	a b a d i a t
abah	a b a h
abahan	a b a h a n
abai	a b a i̯
abaian	a b a i̯ a n
abaikan	a b a i̯ k a n
abaimana	a b a i̯ m a n a
abak	a b a k
abaka	a b a k a
abakus	a b a k u s
abalalu	a b a l a l u
abam	a b a m
abang	a b a ŋ
abangan	a b a ŋ a n
abar	a b a r
abaran	a b a r a n
abas	a b a s
abasia	a b a s i a
abasiofilia	a b a s i o f i l i a
abat	a b a t
abate	a b a t e
abate	a b a t ə
abatis	a b a t i s
abatoar	a b a t o a r
abatoir	a b a t o i r
abdas	a b d a s
abdi	a b d i
abdikasim	a b d i k a s i m
abdis	a b d ɪ s
abdomen	a b d o m e n
abdomen	a b d o m ə n
abdominal	a b d o m i n a l
abduktor	a b d u k t o r
abegrin	a b e ɡ r i n
aber	a b ə r
aberan	a b e r a n
abet	a b ə t
abet	a b ɛ t
abetalipoproteinemia	a b e t a l i p o p r o t e i n e m i a
abi	a b i
abibliofobia	a b i b l i o f o b i a
abikara	a b i k a r a
abilah	a b i l a h
abina	a b i n a
abiotik	a b i o t i k
abir	a b i r
abis	a b i s
abiseka	a b i s e k a
abisekanama	a b i s e k a n a m a
abiti	a b i t i
abjad	a b d͡ʒ a d
abklats	a b k l a t s
ablasi	a b l a s i
ablatif	a b l a t i f
ablaut	a b l a u t
ableisme	a b l e i s m ə
ablepsia	a b l ɛ p s i a
ablutofilia	a b l u t o f i l i a
ablutofobia	a b l u t o f o b i a
abnormal	a b n ɔ r m a l
abnormalitas	a b n o r m a l i t a s
abnus	a b n u s
aboi	a b o i̯
abolisi	a b o l i s i
abolisikan	a b o l i s i k a n
abomasum	a b o m a s u m
abon	a b o n
abonemen	a b o n ə m ɛ n
aborigin	a b o r i ɡ i n
aborijin	a b o r i d͡ʒ i n
aborsi	a b o r s i
abortif	a b o r t i f
abortifasien	a b o r t i f a s i ɛ n
abortivum	a b o r t i v u m
abortus	a b ɔ r t̪ ʊ s
abozo	a b o z o
abrak	a b r a k
abras	a b r a s
abrasif	a b r a s i f
abreaksi	a b r e a k s i
abreviasi	a b r e f i a s i
abrikos	a b r i k o s
abrogasi	a b r o ɡ a s i
abrupsi	a b r u p s i
absah	a b s a h
absen	a b s e n
absenteisme	a b s ɛ n t ɛ i s m ə
abses	a b s ɛ s
absin	a b s i n
absis	a p s i s
absisin	a b s i s i n
absolusi	a b s o l u s i
absolutis	a p s o l u t ɪ s
absolutisme	a b s o l u t i s m ə
absorpsi	a b s ɔ r p s i
absorptif	a b s o r p t i f
abstain	a b s t a i n
abstinensi	a b s t i n ɛ n s i
abstrak	a b s t r a k
absurd	a b s u r d
absurdisme	a b s u r d i s m ə
abu	a b u
abuk	a b u k
abur	a b u r
abutmen	a b u t m ə n
acaca	a t͡ʃ a t͡ʃ a
acai	a t͡ʃ a i̯
acak	a t͡ʃ a k
acakadut	a t͡ʃ a k a d u t
acang	a t͡ʃ a ŋ
acapkali	a t͡ʃ a p k a l i
acar	a t͡ʃ a r
acara	a t͡ʃ a r a
acaram	a t͡ʃ a r a m
acarya	a t͡ʃ a r j a
ace	a t͡ʃ ə
acerang	a t͡ʃ ə r a ŋ
aci	a t͡ʃ i
acidemia	a t͡ʃ i d e m i a
acik	a t͡ʃ i ʔ
acil	a t͡ʃ i l
acu	a t͡ʃ u
acuh	a t͡ʃ u h
acuhan	a t͡ʃ u h a n
acuk	a t͡ʃ u k
acuman	a t͡ʃ u m a n
acung	a t͡ʃ ʊ ŋ
acungan	a t͡ʃ ʊ ŋ a n
ada	ʔ ä d ä
adaan	a d a a n
adab	a d a b
adad	a d a t̚
adagio	a d a d͡ʒ ɔ
adagio	a d a ɡ j ɔ
adagium	a d a ɡ j ʊ m
adakan	a d a k a n
adalah	a d a l a h
adangiyah	a d a ŋ i j a h
adaptabilitas	a d a p t a b i l i t a s
adaptasi	a d a p t a s i
adaptasikan	a d a p t a s i k a n
adapter	a d a p t ə r
adaptif	a d a p t i f
adaptor	a d a p t ɔ r
adapun	a d a p u n
adarusa	a d a r u s a
adas	a d a s
adat	a d a t
adati	a d a t i
adem	a d ə m
adempauze	a d ə m p a u̯ z ə
adenilat	a d e n i l a t
adenitis	a d e n i t i s
adenoid	a d e n o i d
adenoiditis	a d e n o i̯ d i t i s
adenokarsinoma	a d e n o k a r s i n o m a
adenolimfoma	a d e n o l i m f o m a
adenolimfosele	a d e n o l i m f o s e l e
adenoma	a d e n o m a
adenomiosis	a d e n o m i o s i s
adenopati	a d ə n o p a t i
adenosina	a d e n o s i n a
adenosis	a d e n o s i s
adenovirus	a d e n o v i r ʊ s
adermatoglifia	a d ə r m a t o ɡ l i f i a̯
adhesif	a b o n ə m ɛ n
adi	a d i
adiabatik	a d i a b a t i k
adiafora	a d i a f o r a
adiaksa	a d i a k s a
adiasam	a d i a s a m
adibasa	a d i b a s a
adicita	a d i t͡ʃ i t a
adijana	a d i d͡ʒ a n a
adik	a d i k
adikanda	a d i k a n d a
adikara	a d i k a r a
adikarya	a d i k a r j a
adiksimba	a d ɪ k s ɪ m b a
adiktif	a d i k t i f
adikuasa	a d i k u a s a
adil	a d i l
adimanusia	a d i m a n u s i a
adinamia	a d i n a m i a
adios	a d i o s
adipektomi	a d i p ɛ k t o m i
adipenghantar	a d i p ə ŋ h a n t a r
adiperagawan	a d i p ə r a ɡ a w a n
adiposa	a d i p o s a
adiposera	a d i p o s e r a
adiposit	a d i p o s i t
adipositas	a d i p o s i t a s
adipsia	a d i p s i a
adiraja	a d i r a d͡ʒ a
adisi	a d i s i
aditif	a d i t ɪ f
aditus	a d i t u s
adiwastra	a d i w a s t r a
adiwicara	a d i w i t͡ʃ a r a
adiwira	a d i w i r a
adiyuswa	a d i j ʊ s w a
adjektif	a d d͡ʒ e k t i f
adjektiva	a d d͡ʒ e k t i v a
adjudikasi	a d d͡ʒ u d i k a s i
adminduk	a d m i n d u k
administrasi	a d m i n i s t r a s i
administrator	a d m i n i s t r a t ɔ r
administratur	a d m i n i s t r a t u r
admiral	a d m i r a l
adodui	a d o d u i̯
adolesens	a d o l ɛ s ə n s
adon	a d o n
adonan	a d o n a n
adoptif	a d o p t i f
adorasi	a d o r a s i
adpertensi	a d p ə r t ɛ n s i
adpis	ʔ a t̚ p ɪ s
adpokat	ʔ a t p o k a t
adrenal	a d r e n a l
adrenalina	a d r e n a l i n a
adrenergik	a d r e n ɛ r ɡ i k
adrenokortikal	a d r e n o k o r t i k a l
adres	a d r ɛ s
adreskan	a d r ɛ s k a n
adsorpsi	a t s ɔ r p s i
adu	a d u
aduh	a d u h
aduk	a d u k
adutan	a d ʊ t a n
adventisia	a d v ɛ n t i s i a
adverbia	a d v ə r b i a
advertensi	a d v ə r t ɛ n s i
advis	ʔ a t f ɪ s
advisor	a d v i s ɔ r
advisori	a t v i s o r i
advokasi	a d v o k a s i
advokat	a t f o k a t̚
adwitia	a d w i t i a
aerasi	a e r a s i
aerator	a e r a t o r
aerial	a ə r i a l
aerobik	a e r o b i k
aerodinamika	a e r o d i n a m i k a
aerodinamis	e r o d i n a m i s
aerodrom	a e r o d r o m
aerofagia	a e r o f a ɡ i a
aerofiarologi	a e r o f i a r o l o ɡ i
aeronausifobia	a e r o n a u̯ s i f o b i a
aeronautika	a e r o n a u̯ t i k a
aeropolis	a e r o p o l ɪ s
aerosol	a e r o s o l
af	a f
afa	a f a
afdeling	a f d e l i ŋ
afduner	a f d u n e r
afeksi	a f ɛ k s i
afektivitas	a f ɛ k t i v i t a s
afenfosmefobia	a f ɛ n f o s m e f o b i a
aferen	a f ə r ɛ n
afetati	a f e t a t i
afgan	a f ɡ a n
afian	a f i a n
afidavit	a f i d a v ɪ t
afiliasi	a f i l i a s i
afiliator	a f i l i a t ɔ r
afirmasi	a f i r m a s i
afirmatif	a f i r m a t i f
afkir	a f k i r
afonia	a f o n i a
aforestasi	a f o r ɛ s t a s i
afriander	a f r i a n d ə r
afriter	a f r i t ɛ r
afsun	a f s ʊ n
aftab	a f t a b
afur	a f u r
afwan	a f w a n
agalaksia	a ɡ a l a k s i a
agama	a ɡ a m a
agamaiah	a ɡ a m a j a h
agamais	a ɡ a m a i s
agamani	a ɡ a m a n i
agamawi	a ɡ a m a w i
agamiah	a ɡ a m i a h
agamis	a ɡ a m i s
agape	a ɡ a p ə
agapisme	a ɡ a p ɪ s m ə
agar	a ɡ a r
ageisme	a ɡ e ɪ s m ə
agem	a ɡ ə m
ageman	a ɡ ə m a n
agen	a ɡ ɛ n
agenesis	a ɡ e n ə s i s
agens	a ɡ ɛ n s
agensi	a ɡ ɛ n s i
agensia	a ɡ ɛ n s i a
ageusia	a ɡ e u̯ s i a
agih	a ɡ i h
agihan	a ɡ i h a n
agiria	a ɡ i r i a
agit	a ɡ ɪ t̚
agitasi	a ɡ i t a s i
agitasional	a ɡ i t a s i o n a l
agitatif	a ɡ i t a t i f
agitator	a ɡ i t a t o r
aglomerat	a ɡ l o m ə r a t
agmaman	a ɡ m a m a n
agnosia	a ɡ n o s i a
agon	a ɡ o n
agonia	a ɡ o n i a
agonis	a ɡ o n i s
agora	a ɡ o r a
agrafestesia	a ɡ r a f ɛ s t e s i a
agrafia	a ɡ r a f i a
agranulositosis	a ɡ r a n u l o s i t o s i s
agraris	a ɡ r a r ɪ s
agresi	a ɡ r ɛ s i
agripnia	a ɡ r i p n i a
agropolis	a ɡ r o p o l i s
agrowisata	a ɡ r o w i s a t a
agul	a ɡ ʊ l
agun	a ɡ u n
agunan	a ɡ ʊ n a n
agung	a ɡ u ŋ
ah	a h
ahad	a h a d
ahi	a h i
ahimsa	a h ɪ m s a
ahin	a h ɪ n
ahli	a h l i
ahuh	a h ʊ h
ahuneyo	a h u n e j o
ahutu	a h u t u
ai	a i̯
aib	aʲ i b
aikido	a i̯ k i d o
aikido	aʲ i k i d o
air	a i r
ais	a ʔ ɪ s
aja	a d͡ʒ a
ajak	a d͡ʒ a ʔ
ajakan	a d͡ʒ a k a n
ajal	a d͡ʒ a l
ajang	a d͡ʒ a ŋ
ajar	a d͡ʒ a r
ajara	a d͡ʒ a r a
ajaran	a d͡ʒ a r a n
ajektif	a d͡ʒ e k t i f
ajektiva	a d͡ʒ e k t i v a
ajeran	a d͡ʒ ə r a n
aji	a d͡ʒ i
ajib	a d͡ʒ ɪ p̚
ajir	a d͡ʒ i r
ajo	a d͡ʒ o
ajojing	a d͡ʒ o d͡ʒ i ŋ
ajuda	a d͡ʒ u d a
ajudifikasi	a d͡ʒ u d i f i k a s i
ajuvan	a d͡ʒ u v a n
akademi	a k a d e m i
akal	a k a l
akali	a k a l i
akalkulia	a k a l k u l i a
akamsi	a k a m s i
akan	a k a n
akanan	a k a n a n
akang	a k a ŋ
akantodi	a k a n t o d i
akantosis	a k a n t o s i s
akantosit	a k a n t o s i t
akantositosis	a k a n t o s i t o s i s
akap	a k a p
akapnia	a k a p n i a
akar	a k a r
akas	a k a s
akasa	a k a s a
akatisia	a k a t i s i a
akatopi	a k a t o p i
akbar	a k b a r
akelit	a k ɛ l ɪ t̚
akeo	a k e o
akeul	a k ɘ l
akfar	a k f a r
akhir	a h i r
akhir	a k h i r
akhir	a k i r
akhir	a x i r
akhirat	a x i r a t
akhirnya	a h i r ɲ a
akhirnya	a k h i r ɲ a
akhirnya	a k i r ɲ a
akhirnya	a x i r ɲ a
akhirusanah	a x i r u s a n a h
akhlak	a h l a k
akhlak	a h l a ʔ
akhlak	a x l a k
akhlak	a x l a ʔ
aki	a k i
akibat	a k i b a t
akidah	a k i d a h
akik	a k i k
akikah	a k i k a h
akil	a k i l
akinetopsia	a k i n e t o p s i a
aklasia	a k l a s i a
ako	a k e o
akomodasi	a k o m o d a s i
akompanimen	a k o m p a n i m ə n
