A	ʔ aː ˧˧
Chúa nhật	c u ə ˦˥ ɲ ə k̚ ˨˩˨
Chúa ơi	c u ə ˦˥ ʔ əː j ˧˧
Chăm	c a m ˧˧
Chũ	c ʊ w ˨˩˦
Chơ Ro	c əː ˧˧ ɹ ɔ ˧˧
Chương	c ɨ ə ŋ ˧˧
Chương Hóa	c ɨ ə ŋ ˧˧ w aː ˦˥
Chất Tri	c ə k̚ ˦˥ ʈ ɪ j ˧˧
Chế	c e j ˦˥
Chệc	c e k̚ ˨˩˨
Chệch	c əː t̚ ˨˩˨
Chệt	c əː t̚ ˨˩˨
Chợ Gạo	c əː ˨˩˨ ɣ aː w ˨˩˨
Chợ Lớn	c əː ˨˩˨ l əː ŋ ˦˥
Chức Nữ	c ɨ k̚ ˦˥ n ɨ ˨˩˦
Chứt	c ɨ k̚ ˦˥
Chử Đồng Tử	c ɨ ˨˩˦ ʔ ɗ ə w ŋ͡m ˨˩ t ɨ ˨˩˦
Chữ thập đỏ	c ɨ ˨˩˦ tʰ ə p̚ ˨˩˨ ʔ ɗ ɔ ˨˩˦
Clêmêntê	k l e j ˧˧ m əː n ˧˧ t e j ˧˧
Co	k ɔ ˧˧
Con đường tơ lụa	k ɔ ŋ ˧˧ ʔ ɗ ɨ ə ŋ ˨˩ t əː ˧˧ l u ə ˨˩˨
Constantinô	k ɔ ŋ ˧˧ s t aː ŋ ˧˧ t ɨ n ˧˧ n o w ˧˧
Crưm	k ɹ ɨ m ˧˧
Cuội	k u j ˨˩˨
Cà Lồ	k aː ˨˩ l o w ˨˩
Cà Mau	k aː ˨˩ m a w ˧˧
Cà Mau	k aː ˨˩ m aː w ˧˧
Cà Ná	k aː ˨˩ n aː ˦˥
Cá sụn	k aː ˦˥ s ʊ w ŋ͡m ˨˩˨
Cá sụn	k aː ˦˥ ʂ ʊ w ŋ͡m ˨˩˨
Cá xương	k aː ˦˥ s ɨ ə ŋ ˧˧
Các	k aː k̚ ˦˥
Các Thánh	k aː k̚ ˦˥ tʰ a n ˦˥
Các Vua	k aː k̚ ˦˥ j u ə ˧˧
Các Vua	k aː k̚ ˦˥ v u ə ˧˧
Cách mạng Tháng Tám	k a t̚ ˦˥ m aː ŋ ˨˩˨ tʰ aː ŋ ˦˥ t aː m ˦˥
Cái Bè	k aː j ˦˥ ʔ ɓ ɛ ˨˩
Cái Răng	k aː j ˦˥ ɹ a ŋ ˧˧
Cáp Nhĩ Tân	k aː p̚ ˦˥ ɲ ɪ j ˨˩˦ t ə ŋ ˧˧
Cáp Ve	k aː p̚ ˦˥ j ɛ ˧˧
Cáp Ve	k aː p̚ ˦˥ v ɛ ˧˧
Cát Dài	k aː k̚ ˦˥ j aː j ˨˩
Cát Hải	k aː k̚ ˦˥ h aː j ˨˩˦
Cát Lâm	k aː k̚ ˦˥ l ə m ˧˧
Cân Xứng	k ə ŋ ˧˧ s ɨ ŋ ˦˥
Cây Trường II	k ə j ˧˧ ʈ ɨ ə ŋ ˨˩ h aː j ˧˧
Cô Bé Quàng Khăn Đỏ	k o w ˧˧ ʔ ɓ ɛ ˦˥ w aː ŋ ˨˩ kʰ a ŋ ˧˧ ʔ ɗ ɔ ˨˩˦
Cô Tô	k o w ˧˧ t o w ˧˧
Cô Vy	k o w ˧˧ j ɪ j ˧˧
Cô Vy	k o w ˧˧ v ɪ j ˧˧
Côn Minh	k o ŋ ˧˧ m ɨ n ˧˧
Côn Sơn	k o ŋ ˧˧ s əː ŋ ˧˧
Côn Sơn	k o ŋ ˧˧ ʂ əː ŋ ˧˧
Côn Đảo	k o ŋ ˧˧ ʔ ɗ aː w ˨˩˦
Công	k ə w ŋ͡m ˧˧
Công Nguyên	k ə w ŋ͡m ˧˧ ŋ w i ə ŋ ˧˧
Công Tăng	k ə w ŋ͡m ˧˧ t a ŋ ˧˧
Công giáo	k ə w ŋ͡m ˧˧ j aː w ˦˥
Côrnêliô	k o w ˧˧ n e j ˧˧ l ɪ j ˧˧ ʔ o w ˧˧
Cù	k ʊ w ˨˩
Cúc	k ʊ w k͡p̚ ˦˥
Căm Bốt	k a m ˧˧ ʔ ɓ o k̚ ˦˥
CĐ	k aː w ˧˧ ʔ ɗ a ŋ ˨˩˦
CĐ	k ə w ŋ͡m ˧˧ ʔ ɗ ə w ŋ͡m ˨˩
CĐ	k ə w ŋ͡m ˨˩˨ ʔ ɗ ə w ŋ͡m ˨˩
Cơ Ho	k əː ˧˧ h ɔ ˧˧
Cơ Long	k əː ˧˧ l a w ŋ͡m ˧˧
Cơ Tu	k əː ˧˧ t ʊ w ˧˧
Cơ Đốc	k əː ˧˧ ʔ ɗ ə w k͡p̚ ˦˥
Cơ Đốc giáo	k əː ˧˧ ʔ ɗ ə w k͡p̚ ˦˥ j aː w ˦˥
Cư Kuin	c ɨ ˧˧ w ɨ n ˧˧
Cường	k ɨ ə ŋ ˨˩
Cảng Thơm	k aː ŋ ˨˩˦ tʰ əː m ˧˧
Cấn	k ə ŋ ˦˥
Cầm	k ə m ˨˩
Cần	k ə ŋ ˨˩
Cần Giờ	k ə ŋ ˨˩ j əː ˨˩
Cần Thơ	k ə ŋ ˨˩ tʰ əː ˧˧
Cần Vương	k ə ŋ ˨˩ j ɨ ə ŋ ˧˧
Cần Vương	k ə ŋ ˨˩ v ɨ ə ŋ ˧˧
Cầu	k ə w ˨˩
Cầu Giấy	k ə w ˨˩ j ə j ˦˥
Cầu Đỏ	k ə w ˨˩ ʔ ɗ ɔ ˨˩˦
Cẩm	k ə m ˨˩˦
Cẩm Lệ	k ə m ˨˩˦ l e j ˨˩˨
Cẩm Xuyên	k ə m ˨˩˦ s ⁽ʷ ⁾ i ə ŋ ˧˧
Cận Đông	k ə ŋ ˨˩˨ ʔ ɗ ə w ŋ͡m ˧˧
Cống	k ə w ŋ͡m ˦˥
Cồn Cỏ	k o ŋ ˨˩ k ɔ ˨˩˦
Cổ Cò	k o w ˨˩˦ k ɔ ˨˩
Cổ Loa	k o w ˨˩˦ l ⁽ʷ ⁾ aː ˧˧
Cổ Nhuế	k o w ˨˩˦ ɲ w e j ˦˥
Cổ Triều Tiên	k o w ˨˩˦ ʈ i w ˨˩ t i ə ŋ ˧˧
Cổ sự ký	k o w ˨˩˦ s ɨ ˨˩˨ k ɪ j ˦˥
Cổ sự ký	k o w ˨˩˦ ʂ ɨ ˨˩˨ k ɪ j ˦˥
Cộng hoà Dân chủ Nhân dân Triều Tiên	k ə w ŋ͡m ˨˩˨ w aː ˨˩ j ə ŋ ˧˧ c ʊ w ˨˩˦ ɲ ə ŋ ˧˧ j ə ŋ ˧˧ ʈ i w ˨˩ t i ə ŋ ˧˧
Cộng hoà Dân chủ Đức	k ə w ŋ͡m ˨˩˨ w aː ˨˩ j ə ŋ ˧˧ c ʊ w ˨˩˦ ʔ ɗ ɨ k̚ ˦˥
Cộng hoà Liên bang Đức	k ə w ŋ͡m ˨˩˨ w aː ˨˩ l i ə ŋ ˧˧ ʔ ɓ aː ŋ ˧˧ ʔ ɗ ɨ k̚ ˦˥
Cộng hoà Nam Phi	k ə w ŋ͡m ˨˩˨ w aː ˨˩ n aː m ˧˧ f ɪ j ˧˧
Cộng hoà Nhân dân Trung Hoa	k ə w ŋ͡m ˨˩˨ w aː ˨˩ ɲ ə ŋ ˧˧ j ə ŋ ˧˧ ʈ ʊ w ŋ͡m ˧˧ w aː ˧˧
Cộng hoà Séc	k ə w ŋ͡m ˨˩˨ w aː ˨˩ s ɛ k̚ ˦˥
Cộng hoà Séc	k ə w ŋ͡m ˨˩˨ w aː ˨˩ ʂ ɛ k̚ ˦˥
Cộng hoà Trung Phi	k ə w ŋ͡m ˨˩˨ w aː ˨˩ ʈ ʊ w ŋ͡m ˧˧ f ɪ j ˧˧
Cộng hoà Xã hội chủ nghĩa Việt Nam	k ə w ŋ͡m ˨˩˨ w aː ˨˩ s aː ˨˩˦ h o j ˨˩˨ c ʊ w ˨˩˦ ŋ i ə ˨˩˦ j i ə k̚ ˨˩˨ n aː m ˧˧
Cộng hoà Xã hội chủ nghĩa Việt Nam	k ə w ŋ͡m ˨˩˨ w aː ˨˩ s aː ˨˩˦ h o j ˨˩˨ c ʊ w ˨˩˦ ŋ i ə ˨˩˦ v i ə k̚ ˨˩˨ n aː m ˧˧
Cộng hoà miền Nam Việt Nam	k ə w ŋ͡m ˨˩˨ w aː ˨˩ m i ə ŋ ˨˩ n aː m ˧˧ j i ə k̚ ˨˩˨ n aː m ˧˧
Cộng hoà miền Nam Việt Nam	k ə w ŋ͡m ˨˩˨ w aː ˨˩ m i ə ŋ ˨˩ n aː m ˧˧ v i ə k̚ ˨˩˨ n aː m ˧˧
Cộng hòa Nam Phi	k ə w ŋ͡m ˨˩˨ w aː ˨˩ n aː m ˧˧ f ɪ j ˧˧
Cộng hòa Pháp	k ə w ŋ͡m ˨˩˨ w aː ˨˩ f aː p̚ ˦˥
Cờ Lao	k əː ˨˩ l aː w ˧˧
Cờ Vàng	k əː ˨˩ j aː ŋ ˨˩
Cờ Vàng	k əː ˨˩ v aː ŋ ˨˩
Cờ Đỏ	k əː ˨˩ ʔ ɗ ɔ ˨˩˦
Cụ Hồ	k ʊ w ˨˩˨ h o w ˨˩
Cục Điều tra Liên bang	k ʊ w k͡p̚ ˨˩˨ ʔ ɗ i w ˨˩ ʈ aː ˧˧ l i ə ŋ ˧˧ ʔ ɓ aː ŋ ˧˧
Củ Chi	k ʊ w ˨˩˦ c ɪ j ˧˧
Cứu Thế Quân	k ɨ w ˦˥ tʰ e j ˦˥ w ə ŋ ˧˧
Cửa Hàn	k ɨ ə ˨˩˦ h aː ŋ ˨˩
Cửa Lò	k ɨ ə ˨˩˦ l ɔ ˨˩
Cửa Đại	k ɨ ə ˨˩˦ ʔ ɗ aː j ˨˩˨
Cửu Chân	k ɨ w ˨˩˦ c ə ŋ ˧˧
Cửu Long	k ɨ w ˨˩˦ l a w ŋ͡m ˧˧
Cự Giải	k ɨ ˨˩˨ j aː j ˨˩˦
Cựu Kim Sơn	k ɨ w ˨˩˨ k i m ˧˧ s əː ŋ ˧˧
Cựu Kim Sơn	k ɨ w ˨˩˨ k i m ˧˧ ʂ əː ŋ ˧˧
Cựu Thế Giới	k ɨ w ˨˩˨ tʰ e j ˦˥ j əː j ˦˥
Cựu Đường thư	k ɨ w ˨˩˨ ʔ ɗ ɨ ə ŋ ˨˩ tʰ ɨ ˧˧
Cựu Ước	k ɨ w ˨˩˨ ʔ ɨ ə k̚ ˦˥
D	j e j ˧˧
D	j əː ˨˩
D	ʔ ɗ e j ˧˧
Da Đỏ	j aː ˧˧ ʔ ɗ ɔ ˨˩˦
Dao	j aː w ˧˧
Davao	ʔ ɗ aː ˦˥ j aː w ˧˧
Davao	ʔ ɗ aː ˦˥ v aː w ˧˧
Di Lặc	j ɪ j ˧˧ l a k̚ ˨˩˨
Diêm Vương	j i m ˧˧ j ɨ ə ŋ ˧˧
Diêm Vương	j i m ˧˧ v ɨ ə ŋ ˧˧
Diêm Vương tinh	j i m ˧˧ j ɨ ə ŋ ˧˧ t ɨ n ˧˧
Diêm Vương tinh	j i m ˧˧ v ɨ ə ŋ ˧˧ t ɨ n ˧˧
Diên	j i ə ŋ ˧˧
Diên Biên	j i ə ŋ ˧˧ ʔ ɓ i ə ŋ ˧˧
Diến Điện	j i ə ŋ ˦˥ ʔ ɗ i ə ŋ ˨˩˨
Diễm Ca	j i m ˨˩˦ k aː ˧˧
Diễn	j i ə ŋ ˨˩˦
Diệp	j i p̚ ˨˩˨
Diệu	j i w ˨˩˨
Do Thái	j ɔ ˧˧ tʰ aː j ˦˥
Do Thái giáo	j ɔ ˧˧ tʰ aː j ˦˥ j aː w ˦˥
Do Thái phục quốc	j ɔ ˧˧ tʰ aː j ˦˥ f ʊ w k͡p̚ ˨˩˨ w ə k̚ ˦˥
Doãn	j ⁽ʷ ⁾ aː ŋ ˨˩˦
Du	j ʊ w ˧˧
Dung	j ʊ w ŋ͡m ˧˧
Duy	j ⁽ʷ ⁾ ɪ j ˧˧
Duy Ngô Nhĩ	j ⁽ʷ ⁾ ɪ j ˧˧ ŋ o w ˧˧ ɲ ɪ j ˨˩˦
Duyên	j ⁽ʷ ⁾ i ə ŋ ˧˧
Duồn	j u ə ŋ ˨˩
Dàng	j aː ŋ ˨˩
Dân Số	j ə ŋ ˧˧ s o w ˦˥
Dân Số	j ə ŋ ˧˧ ʂ o w ˦˥
Dân quân tự vệ	j ə ŋ ˧˧ w ə ŋ ˧˧ t ɨ ˨˩˨ j e j ˨˩˨
Dân quân tự vệ	j ə ŋ ˧˧ w ə ŋ ˧˧ t ɨ ˨˩˨ v e j ˨˩˨
Dân số kí	j ə ŋ ˧˧ s o w ˦˥ k ɪ j ˦˥
Dân số kí	j ə ŋ ˧˧ ʂ o w ˦˥ k ɪ j ˦˥
Dêu	j e w ˧˧
Dòng Tên	j a w ŋ͡m ˨˩ t əː n ˧˧
Dùng	j ʊ w ŋ͡m ˨˩
Dũng	j ʊ w ŋ͡m ˨˩˦
Dương	j ɨ ə ŋ ˧˧
Dương Châu	j ɨ ə ŋ ˧˧ c ə w ˧˧
Dương Cưu	j ɨ ə ŋ ˧˧ k ɨ w ˧˧
Dương Kinh	j ɨ ə ŋ ˧˧ k ɨ n ˧˧
Dương Sóc	j ɨ ə ŋ ˧˧ s a w k͡p̚ ˦˥
Dương Sóc	j ɨ ə ŋ ˧˧ ʂ a w k͡p̚ ˦˥
Dương Tiễn	j ɨ ə ŋ ˧˧ t i ə ŋ ˨˩˦
Dần	j ə ŋ ˨˩
Dật	j ə k̚ ˨˩˨
Dậu	j ə w ˨˩˨
Dớt	j əː k̚ ˦˥
E	ʔ ɛ ˧˧
EU	ʔ ɛ ˧˧ ʔ ʊ w ˧˧
FA	ʔ ɛ p̚ ˦˥ ʔ aː ˧˧
Facebook	f ə j ˧˧ ʔ ɓ ʊ w k͡p̚ ˦˥
Fansipan	f aː ŋ ˧˧ s ɪ j ˧˧ p a ŋ ˧˧
Fêlix	f e j ˧˧ l ɨ t̚ ˦˥
G	j e j ˧˧
G	ɣ əː ˨˩
GATO	ɣ aː ˧˧ t o w ˧˧
GPHĐ	j ə j ˦˥ f ɛ p̚ ˦˥ w aː k̚ ˨˩˨ ʔ ɗ ə w ŋ͡m ˨˩˨
Gia	j aː ˧˧
Gia Hưng	j aː ˧˧ h ɨ ŋ ˧˧
Gia Lai	j aː ˧˧ l aː j ˧˧
Gia Lâm	j aː ˧˧ l ə m ˧˧
Gia Nghĩa	j aː ˧˧ ŋ i ə ˨˩˦
Gia Nã Đại	j aː ˧˧ n aː ˨˩˦ ʔ ɗ aː j ˨˩˨
Gia Rai	j aː ˧˧ ɹ aː j ˧˧
Gia Tô	j aː ˧˧ t o w ˧˧
Gia Định	j aː ˧˧ ʔ ɗ ɨ n ˨˩˨
Giang	j aː ŋ ˧˧
Giang Tây	j aː ŋ ˧˧ t ə j ˧˧
Giang Tô	j aː ŋ ˧˧ t o w ˧˧
Gianh	j a n ˧˧
Giao Chỉ	j aː w ˧˧ c ɪ j ˨˩˦
Giao Chỉ Chi Na	j aː w ˧˧ c ɪ j ˨˩˦ c ɪ j ˧˧ n aː ˧˧
Gioan Baotixita	j w aː ŋ ˧˧ ʔ ɓ aː w ˧˧ t ɪ j ˧˧ s ɪ j ˧˧ t aː ˧˧
Giu ba	j ʊ w ˧˧ ʔ ɓ aː ˧˧
Giuliô	j ʊ w ˧˧ l ɪ j ˧˧ ʔ o w ˧˧
Giuđa	j ʊ w ˧˧ ʔ ɗ aː ˧˧
Giuđa Ítcariốt	j ʊ w ˧˧ ʔ ɗ aː ˧˧ ʔ ɨ t̚ ˦˥ k aː ˧˧ ɹ ɪ j ˧˧ ʔ o k̚ ˦˥
Giàng	j aː ŋ ˨˩
Giàu	j a w ˨˩
Giàu	j aː w ˨˩
Giáng sinh	j aː ŋ ˦˥ s ɨ n ˧˧
Giáng sinh	j aː ŋ ˦˥ ʂ ɨ n ˧˧
Giáng sinh vui vẻ	j aː ŋ ˦˥ s ɨ n ˧˧ j u j ˧˧ j ɛ ˨˩˦
Giáng sinh vui vẻ	j aː ŋ ˦˥ ʂ ɨ n ˧˧ v u j ˧˧ v ɛ ˨˩˦
Giáo hội Công giáo	j aː w ˦˥ h o j ˨˩˨ k ə w ŋ͡m ˧˧ j aː w ˦˥
Giáp	j aː p̚ ˦˥
Giáp Thìn	j aː p̚ ˦˥ tʰ ɨ n ˨˩
Giáp xác	j aː p̚ ˦˥ s aː k̚ ˦˥
Giáy	j a j ˦˥
Giáy	j aː j ˦˥
Giêsu Maria	j e j ˧˧ s ʊ w ˧˧ m aː ˧˧ ɹ ɪ j ˧˧ ʔ aː ˧˧
Giêsu Maria	j e j ˧˧ ʂ ʊ w ˧˧ m aː ˧˧ ɹ ɪ j ˧˧ ʔ aː ˧˧
Gióp	j ɔ p̚ ˦˥
Giăng	j a ŋ ˧˧
Giảng Viên	j aː ŋ ˨˩˦ j i ə ŋ ˧˧
Giảng Viên	j aː ŋ ˨˩˦ v i ə ŋ ˧˧
Giẻ Triêng	j ɛ ˨˩˦ ʈ i ə ŋ ˧˧
Giỏi	j ɔ j ˨˩˦
Google	ɣ ʊ w ˧˧ ɣ o w ˨˩
Grêgôriô	ɹ e j ˧˧ ɣ o w ˧˧ ɹ ɪ j ˧˧ ʔ o w ˧˧
Guốc chẵn	ɣ u ə k̚ ˦˥ c a ŋ ˨˩˦
Guốc lẻ	ɣ u ə k̚ ˦˥ l ɛ ˨˩˦
Gò Sặt	ɣ ɔ ˨˩ s a k̚ ˨˩˨
Gò Sặt	ɣ ɔ ˨˩ ʂ a k̚ ˨˩˨
Gò Vấp	ɣ ɔ ˨˩ j ə p̚ ˦˥
Gò Vấp	ɣ ɔ ˨˩ v ə p̚ ˦˥
Gạo	ɣ aː w ˨˩˨
Gặm nhấm	ɣ a m ˨˩˨ ɲ ə m ˦˥
H	h a k̚ ˦˥
H	h aː k̚ ˦˥
H	h əː ˨˩
H'Mông	h əː ˧˧ m ə w ŋ͡m ˧˧
H'Mông	h əː ˨˩ m ə w ŋ͡m ˧˧
Hai Bà Trưng	h aː j ˧˧ ʔ ɓ aː ˨˩ ʈ ɨ ŋ ˧˧
Hi Lạp	h ɪ j ˧˧ l aː p̚ ˨˩˨
Hi Lạp cổ đại	h ɪ j ˧˧ l aː p̚ ˨˩˨ k o w ˨˩˦ ʔ ɗ aː j ˨˩˨
Hi Mã Lạp Sơn	h ɪ j ˧˧ m aː ˨˩˦ l aː p̚ ˨˩˨ s əː ŋ ˧˧
Hi Mã Lạp Sơn	h ɪ j ˧˧ m aː ˨˩˦ l aː p̚ ˨˩˨ ʂ əː ŋ ˧˧
Hilariô	h ɪ j ˧˧ l aː ˧˧ ɹ ɪ j ˧˧ ʔ o w ˧˧
Hiến	h i ə ŋ ˦˥
Hiếu	h i w ˦˥
Hiếu Kinh	h i w ˦˥ k ɨ n ˧˧
Hiền	h i ə ŋ ˨˩
Hiển	h i ə ŋ ˨˩˦
Hiệp	h i p̚ ˨˩˨
Hiệu	h i w ˨˩˨
Hoa	w aː ˧˧
Hoa Kì	w aː ˧˧ k ɪ j ˨˩
Hoa Lang	w aː ˧˧ l aː ŋ ˧˧
Hoa Liên	w aː ˧˧ l i ə ŋ ˧˧
Hoa Lệ Ước	w aː ˧˧ l e j ˨˩˨ ʔ ɨ ə k̚ ˦˥
Hoa Thịnh Đốn	w aː ˧˧ tʰ ɨ n ˨˩˨ ʔ ɗ o ŋ ˦˥
Hoa Vi	w aː ˧˧ j ɪ j ˧˧
Hoa Vi	w aː ˧˧ v ɪ j ˧˧
Hoa kiều	w aː ˧˧ k i w ˨˩
Hoa lục	w aː ˧˧ l ʊ w k͡p̚ ˨˩˨
Hoa ngữ	w aː ˧˧ ŋ ɨ ˨˩˦
Hoa văn	w aː ˧˧ j a ŋ ˧˧
Hoa văn	w aː ˧˧ v a ŋ ˧˧
Hoa Đông	w aː ˧˧ ʔ ɗ ə w ŋ͡m ˧˧
Hoà	w aː ˨˩
Hoà Bình	w aː ˨˩ ʔ ɓ ɨ n ˨˩
Hoà Cường	w aː ˨˩ k ɨ ə ŋ ˨˩
Hoà Hảo	w aː ˨˩ h aː w ˨˩˦
Hoà Lan	w aː ˨˩ l aː ŋ ˧˧
Hoà Vang	w aː ˨˩ j aː ŋ ˧˧
Hoà Vang	w aː ˨˩ v aː ŋ ˧˧
Hoà chế Hán ngữ	w aː ˨˩ c e j ˦˥ h aː ŋ ˦˥ ŋ ɨ ˨˩˦
Hoài	w aː j ˨˩
Hoài Nam Tử	w aː j ˨˩ n aː m ˧˧ t ɨ ˨˩˦
Hoàn Kiếm	w aː ŋ ˨˩ k i m ˦˥
Hoàn Nhan	w aː ŋ ˨˩ ɲ aː ŋ ˧˧
Hoàng	w aː ŋ ˨˩
Hoàng Hà	w aː ŋ ˨˩ h aː ˨˩
Hoàng Hạc Lâu	w aː ŋ ˨˩ h aː k̚ ˨˩˨ l ə w ˧˧
Hoàng Hải	w aː ŋ ˨˩ h aː j ˨˩˦
Hoàng Liên Sơn	w aː ŋ ˨˩ l i ə ŋ ˧˧ s əː ŋ ˧˧
Hoàng Liên Sơn	w aː ŋ ˨˩ l i ə ŋ ˧˧ ʂ əː ŋ ˧˧
Hoàng Phủ	w aː ŋ ˨˩ f ʊ w ˨˩˦
Hoàng Sa	w aː ŋ ˨˩ s aː ˧˧
Hoàng Sa	w aː ŋ ˨˩ ʂ aː ˧˧
Hoàng Su Phì	w aː ŋ ˨˩ s ʊ w ˧˧ f ɪ j ˨˩
Hoàng Su Phì	w aː ŋ ˨˩ ʂ ʊ w ˧˧ f ɪ j ˨˩
Hoàng Đế	w aː ŋ ˨˩ ʔ ɗ e j ˦˥
Hoành Sơn	w a n ˨˩ s əː ŋ ˧˧
Hoành Sơn	w a n ˨˩ ʂ əː ŋ ˧˧
Hoành Tân	w a n ˨˩ t ə ŋ ˧˧
Hoạn thư	w aː ŋ ˨˩˨ tʰ ɨ ˧˧
Hoả Diệm Sơn	w aː ˨˩˦ j i m ˨˩˨ s əː ŋ ˧˧
Hoả Diệm Sơn	w aː ˨˩˦ j i m ˨˩˨ ʂ əː ŋ ˧˧
Hoả Lò	w aː ˨˩˦ l ɔ ˨˩
Hoả tinh	w aː ˨˩˦ t ɨ n ˧˧
Hrê	h ɹ e j ˧˧
Hung	h ʊ w ŋ͡m ˧˧
Hung Gia Lợi	h ʊ w ŋ͡m ˧˧ j aː ˧˧ l əː j ˨˩˨
Hung Nha Lợi	h ʊ w ŋ͡m ˧˧ ɲ aː ˧˧ l əː j ˨˩˨
Hung Nô	h ʊ w ŋ͡m ˧˧ n o w ˧˧
Huy	w ɪ j ˧˧
Huyên	w i ə ŋ ˧˧
Huyền	w i ə ŋ ˨˩
Huyền Vũ	w i ə ŋ ˨˩ j ʊ w ˨˩˦
Huyền Vũ	w i ə ŋ ˨˩ v ʊ w ˨˩˦
Huân	w ə ŋ ˧˧
Huấn Ca	w ə ŋ ˦˥ k aː ˧˧
Huấn dân chính âm	w ə ŋ ˦˥ j ə ŋ ˧˧ c ɨ n ˦˥ ʔ ə m ˧˧
Huế	w e j ˦˥
Huệ	w e j ˨˩˨
Huệ Châu	w e j ˨˩˨ c ə w ˧˧
Huỳnh	w ɨ n ˨˩
Huỳnh Phi Long	w ɨ n ˨˩ f ɪ j ˧˧ l a w ŋ͡m ˧˧
Hy Lạp	h ɪ j ˧˧ l aː p̚ ˨˩˨
Hyginô	h ɪ j ˧˧ j ɪ j ˧˧ n o w ˧˧
Hà	h aː ˨˩
Hà Bắc	h aː ˨˩ ʔ ɓ a k̚ ˦˥
Hà Giang	h aː ˨˩ j aː ŋ ˧˧
Hà Lan	h aː ˨˩ l aː ŋ ˧˧
Hà Liên	h aː ˨˩ l i ə ŋ ˧˧
Hà Lội	h aː ˨˩ l o j ˨˩˨
Hà Nam	h aː ˨˩ n aː m ˧˧
Hà Nhì	h aː ˨˩ ɲ ɪ j ˨˩
Hà Nội	h aː ˨˩ n o j ˨˩˨
Hà Tiên	h aː ˨˩ t i ə ŋ ˧˧
Hà Trung	h aː ˨˩ ʈ ʊ w ŋ͡m ˧˧
Hà Tĩnh	h aː ˨˩ t ɨ n ˨˩˦
Hà thành	h aː ˨˩ tʰ a n ˨˩
Hàn	h aː ŋ ˨˩
Hàn Lâm Viện	h aː ŋ ˨˩ l ə m ˧˧ j i ə ŋ ˨˩˨
Hàn Lâm Viện	h aː ŋ ˨˩ l ə m ˧˧ v i ə ŋ ˨˩˨
Hàn Quốc	h aː ŋ ˨˩ w ə k̚ ˦˥
Hàn Xẻng	h aː ŋ ˨˩ s ɛ ŋ ˨˩˦
Hàn lưu	h aː ŋ ˨˩ l ɨ w ˧˧
Hàng	h aː ŋ ˨˩
Hàng Châu	h aː ŋ ˨˩ c ə w ˧˧
Hào	h aː w ˨˩
Hán	h aː ŋ ˦˥
Hán Nôm	h aː ŋ ˦˥ n o m ˧˧
Hán Thành	h aː ŋ ˦˥ tʰ a n ˨˩
Hán Việt	h aː ŋ ˦˥ j i ə k̚ ˨˩˨
Hán Việt	h aː ŋ ˦˥ v i ə k̚ ˨˩˨
Hán hoá	h aː ŋ ˦˥ w aː ˦˥
Hán học	h aː ŋ ˦˥ h a w k͡p̚ ˨˩˨
Hán ngữ	h aː ŋ ˦˥ ŋ ɨ ˨˩˦
Hán nô	h aː ŋ ˦˥ n o w ˧˧
Hán phục	h aː ŋ ˦˥ f ʊ w k͡p̚ ˨˩˨
Hán thư	h aː ŋ ˦˥ tʰ ɨ ˧˧
Hán triều	h aː ŋ ˦˥ ʈ i w ˨˩
Hán tộc	h aː ŋ ˦˥ t ə w k͡p̚ ˨˩˨
Hán tự	h aː ŋ ˦˥ t ɨ ˨˩˨
Hán văn	h aː ŋ ˦˥ j a ŋ ˧˧
Hán văn	h aː ŋ ˦˥ v a ŋ ˧˧
Hân	h ə ŋ ˧˧
Hình Thiên	h ɨ n ˨˩ tʰ i ə ŋ ˧˧
Hình nhện	h ɨ n ˨˩ ɲ əː n ˨˩˨
Hòn Vọng Phu	h ɔ ŋ ˨˩ j a w ŋ͡m ˨˩˨ f ʊ w ˧˧
Hòn Vọng Phu	h ɔ ŋ ˨˩ v a w ŋ͡m ˨˩˨ f ʊ w ˧˧
Hóc Môn	h a w k͡p̚ ˦˥ m o ŋ ˧˧
Hùng	h ʊ w ŋ͡m ˨˩
Hùng Vương	h ʊ w ŋ͡m ˨˩ j ɨ ə ŋ ˧˧
Hùng Vương	h ʊ w ŋ͡m ˨˩ v ɨ ə ŋ ˧˧
Hưng	h ɨ ŋ ˧˧
Hưng Yên	h ɨ ŋ ˧˧ ʔ i ə ŋ ˧˧
Hương	h ɨ ə ŋ ˧˧
Hương Cảng	h ɨ ə ŋ ˧˧ k aː ŋ ˨˩˦
Hương Khê	h ɨ ə ŋ ˧˧ kʰ e j ˧˧
Hương Sơn	h ɨ ə ŋ ˧˧ s əː ŋ ˧˧
Hương Sơn	h ɨ ə ŋ ˧˧ ʂ əː ŋ ˧˧
Hường	h ɨ ə ŋ ˨˩
Hạ	h aː ˨˩˨
Hạ Lan	h aː ˨˩˨ l aː ŋ ˧˧
Hạ Long	h aː ˨˩˨ l a w ŋ͡m ˧˧
Hạ Môn	h aː ˨˩˨ m o ŋ ˧˧
Hạ Uy Di	h aː ˨˩˨ w ɪ j ˧˧ j ɪ j ˧˧
Hạ Uy Di	h aː ˨˩˨ ʔ w ɪ j ˧˧ j ɪ j ˧˧
Hạnh	h a n ˨˩˨
Hạo	h aː w ˨˩˨
Hải	h aː j ˨˩˦
Hải An	h aː j ˨˩˦ ʔ aː ŋ ˧˧
