'ch	χ
achyddiaeth	a χ ə ð j ɛ θ
achyddion	a χ ə ð j ɔ n
achyddol	a χ ə ð ɔ l
aciwbigo	a k ɪ u̯ b ɪ ɡ ɔ
act	a k t
actau	a k t a
actau	a k t a ɨ̯
actau	a k t ɛ
acti	a k t i
actiniwm	a k t ɪ n j ʊ m
actio	a k t j ɔ
actor	a k t ɔ r
actores	a k t ɔ r ɛ s
actoresau	a k t ɔ r ɛ s a
actoresau	a k t ɔ r ɛ s a ɨ̯
actoresau	a k t ɔ r ɛ s ɛ
actorion	a k t ɔ r j ɔ n
acw	a k ʊ
ad	aː d
adael	a d a l
adael	a d a ɨ̯ l
adael	a d ɛ l
adain	a d a i̯ n
adain	a d ɛ n
adainredyn	a d a i̯ n r ɛ d ɨ̞ n
adanedd	a d a n ɛ ð
adar	a d a r
adara	a d a r a
adardai	a d a r d a i̯
adardy	a d a r d ɨ̞
adareg	a d a r ɛ ɡ
adaregol	a d a r ɛ ɡ ɔ l
adaregwyr	a d a r ɛ ɡ w ɨ̞ r
adaregydd	a d a r ɛ ɡ ɨ̞ ð
adargi	a d a r ɡ ɪ
adargraffiad	a d a r ɡ r a f j a d
adargraffiadau	a d a r ɡ r a f j a d a
adargraffiadau	a d a r ɡ r a f j a d a ɨ̯
adargraffiadau	a d a r ɡ r a f j a d ɛ
adargraffu	a d a r ɡ r a f ɨ̞
adargwn	a d a r ɡ ʊ n
adarwr	a d a r ʊ r
adarwyr	a d a r w ɨ̞ r
adarydd	a d a r ɨ̞ ð
adarydda	a d a r ə ð a
adaryddiaeth	a d a r ə ð j a ɨ̯ θ
adaryddiaeth	a d a r ə ð j ɛ θ
adaryddion	a d a r ə ð j ɔ n
adawed	a d a u̯ ɛ d
adborth	a d b ɔ r θ
adborthion	a d b ɔ r θ j ɔ n
addas	a ð a s
addasiad	a ð a s j a d
addasiad	a ð a ʃ a d
addasrwydd	a ð a s r ʊ ɨ̯ ð
addasu	a ð a s ɨ̞
addawa	a ð a u̯ a
addaweb	a ð a u̯ ɛ b
addawebau	a ð a u̯ ɛ b a
addawebau	a ð a u̯ ɛ b a ɨ̯
addawebau	a ð a u̯ ɛ b ɛ
addef	a ð ɛ v
addefiad	a ð ɛ v j a d
addewid	a ð ɛ u̯ ɪ d
addfwyn	a ð v ʊ ɨ̯ n
addfwynder	a ð v ʊ ɨ̯ n d ɛ r
addo	a ð ɔ
addoldy	a ð ɔ l d ɨ̞
addolgar	a ð ɔ l ɡ a r
addoliad	a ð ɔ l j a d
addolwr	a ð ɔ l ʊ r
addolwyr	a ð ɔ l w ɨ̞ r
adduned	a ð ɨ̞ n ɛ d
addunedu	a ð ɨ̞ n ɛ d ɨ̞
addurn	a ð ɨ̞ r n
addurnau	a ð ɨ̞ r n a
addurnau	a ð ɨ̞ r n a ɨ̯
addurnau	a ð ɨ̞ r n ɛ
addurnedig	a ð ɨ̞ r n ɛ d ɪ ɡ
addurniad	a ð ɨ̞ r n j a d
addurno	a ð ɨ̞ r n ɔ
addurnol	a ð ɨ̞ r n ɔ l
addurnwr	a ð ɨ̞ r n j ʊ r
addysg	a ð ɨ̞ s ɡ
addysga	a ð ə s ɡ a
addysgau	a ð ə s ɡ a
addysgau	a ð ə s ɡ a ɨ̯
addysgau	a ð ə s ɡ ɛ
addysgiadol	a ð ə s ɡ j a d ɔ l
addysgoch	a ð ə s ɡ ɔ χ
addysgodd	a ð ə s ɡ ɔ ð
addysgol	a ð ə s ɡ ɔ l
addysgon	a ð ə s ɡ ɔ n
addysgu	a ð ə s ɡ ɨ̞
addysgwch	a ð ə s ɡ ʊ χ
addysgwr	a ð ə s ɡ ʊ r
adeg	a d a ɡ
adeg	a d ɛ ɡ
adegau	a d ɛ ɡ a
adegau	a d ɛ ɡ a ɨ̯
adegau	a d ɛ ɡ ɛ
adeilad	a d e i̯ l a d
adeiladaeth	a d e i̯ l a d a ɨ̯ θ
adeiladaeth	a d e i̯ l a d ɛ θ
adeiladaethau	a d e i̯ l a d e ɨ̯ θ a
adeiladaethau	a d e i̯ l a d e ɨ̯ θ a ɨ̯
adeiladaethau	a d e i̯ l a d e ɨ̯ θ ɛ
adeiladau	a d e i̯ l a d a
adeiladau	a d e i̯ l a d a ɨ̯
adeiladau	a d e i̯ l a d ɛ
adeiladol	a d e i̯ l a d ɔ l
adeiladu	a d e i̯ l a d ɨ̞
adeiladwaith	a d e i̯ l a d w a i̯ θ
adeiladwaith	a d e i̯ l a d w ɛ θ
adeiladweithiau	a d e i̯ l a d w e i̯ θ j a
adeiladweithiau	a d e i̯ l a d w e i̯ θ j a ɨ̯
adeiladweithiau	a d e i̯ l a d w e i̯ θ j ɛ
adeiladwr	a d e i̯ l a d ʊ r
adeiladwyr	a d e i̯ l a d w ɨ̞ r
adeiledd	a d e i̯ l ɛ ð
adeileddiaeth	a d e i̯ l ɛ ð j a i̯ θ
adeileddiaeth	a d e i̯ l ɛ ð j ɛ θ
adeileddol	a d e i̯ l ɛ ð ɔ l
adeileddwr	a d e i̯ l ɛ ð ʊ r
adeiniog	a d e i̯ n j ɔ ɡ
aden	a d ɛ n
adenedigaeth	a d ɛ n ɛ d ɪ ɡ a ɨ̯ θ
adenedigaeth	a d ɛ n ɛ d ɪ ɡ ɛ θ
adenedigaethau	a d ɛ n ɛ d ɪ ɡ e ɨ̯ θ a
adenedigaethau	a d ɛ n ɛ d ɪ ɡ e ɨ̯ θ a ɨ̯
adenedigaethau	a d ɛ n ɛ d ɪ ɡ e ɨ̯ θ ɛ
adennill	a d ɛ n ɪ ɬ
adenydd	a d ɛ n ɨ̞ ð
aderyn	a d ɛ r ɨ̞ n
aderyn	d ɛ r ɨ̞ n
adfail	a d v a i̯ l
adfeddiannu	a d v ɛ ð j a n ɨ
adfeiliad	a d v e i̯ l j a d
adfeiliadau	a d v e i̯ l j a d a
adfeiliadau	a d v e i̯ l j a d a ɨ̯
adfeiliadau	a d v e i̯ l j a d ɛ
adfeiliedig	a d v e i̯ l j ɛ d ɪ ɡ
adfeilio	a d v e i̯ l j ɔ
adfeilion	a d v e i̯ l j ɔ n
adfer	a d v a r
adfer	a d v ɛ r
adferadwy	a d v ɛ r a d ʊ ɨ̯
adferaf	a d v ɛ r a
adferaf	a d v ɛ r a v
adferant	a d v ɛ r a n t
adferent	a d v ɛ r ɛ n t
adferf	a d v ɛ r v
adferfol	a d v ɛ r v ɔ l
adferiad	a d v ɛ r j a d
adferiadau	a d v ɛ r j a d a
adferiadau	a d v ɛ r j a d a ɨ̯
adferiadau	a d v ɛ r j a d ɛ
adferiadwyr	a d v ɛ r j a d ə ð w ɨ̞ r
adferiadydd	a d v ɛ r j a d ɨ̞ ð
adferiadyddion	a d v ɛ r j a d ə ð j ɔ n
adferiedydd	a d v ɛ r j ɛ d ɨ̞ ð
adfero	a d v ɛ r ɔ
adferol	a d v ɛ r ɔ l
adferwr	a d v ɛ r ʊ r
adferwyr	a d v ɛ r w ɨ̞ r
adfilwr	a d v ɪ l ʊ r
adfilwyr	a d v ɪ l w ɨ̞ r
adflas	a d v l a s
adflasau	a d v l a s a
adflasau	a d v l a s a ɨ̯
adflasau	a d v l a s ɛ
adfyd	a d v ɨ̞ d
adfydau	a d v ə d a
adfydau	a d v ə d a ɨ̯
adfydau	a d v ə d ɛ
adfydus	a d v ə d ɨ̞ s
adfyw	a d v ɨ̞ u̯
adfywiad	a d v ɨ̞ u̯ j a d
adfywiadau	a d v ɨ̞ u̯ j a d a
adfywiadau	a d v ɨ̞ u̯ j a d a ɨ̯
adfywiadau	a d v ɨ̞ u̯ j a d ɛ
adfywio	a d v ɨ̞ u̯ j ɔ
adfywiol	a d v ɨ̞ u̯ j ɔ l
adio	a d j ɔ
adladd	a d l a ð
adlais	a d l a i̯ s
adlam	a d l a m
adlamau	a d l a m a
adlamau	a d l a m a ɨ̯
adlamau	a d l a m ɛ
adlamu	a d l a m ɨ̞
adlaw	a d l a u̯
adlef	a d l ɛ v
adlefau	a d l ɛ v a
adlefau	a d l ɛ v a ɨ̯
adlefau	a d l ɛ v ɛ
adleisiau	a d l e i̯ ʃ a
adleisiau	a d l e i̯ ʃ a ɨ̯
adleisiau	a d l e i̯ ʃ ɛ
adleisio	a d l e i̯ ʃ ɔ
adlen	a d l ɛ n
adleoli	a d l ɛ ɔ l ɪ
adlewyrch	a d l ɛ u̯ ɨ̞ r χ
adlewyrchiad	a d l ɛ u̯ ə r χ j a d
adlewyrchu	a d l ɛ u̯ ə r χ ɨ̞
adlewyrchydd	a d l ɛ u̯ ə r χ ɨ̞ ð
adloniad	a d l ɔ n j a d
adloniadol	a d l ɔ n j a d ɔ l
adloniant	a d l ɔ n j a n t
adlonni	a d l ɔ n ɪ
adlunio	a d l ɨ̞ n j ɔ
adlyn	a d l ɨ̞ n
adlynol	a d l ə n ɔ l
adlynu	a d l ə n ɨ̞
adlŷn	a d l ɨː n
adnabod	a d n a b ɔ d
adnabyddant	a d n a b ə ð a n t
adnabyddi	a d n a b ə ð ɪ
adnabyddiaeth	a d n a b ə ð j a ɨ̯ θ
adnabyddiaeth	a d n a b ə ð j ɛ θ
adnabyddus	a d n a b ə ð ɨ̞ s
adnabyddwch	a d n a b ə ð ʊ χ
adnabyddwn	a d n a b ə ð ʊ n
adnau	a d n a
adnau	a d n a ɨ̯
adnau	a d n ɛ
adnebydd	a d n ɛ b ɨ̞ ð
adneuo	a d n e ɨ̯ ɔ
adnewyddiad	a d n e u̯ ə ð j a d
adnewyddu	a d n e u̯ ə ð ɨ̞
adnod	a d n ɔ d
adnodd	a d n ɔ ð
adnoddau	a d n ɔ ð a
adnoddau	a d n ɔ ð a ɨ̯
adolygiad	a d ɔ l ə ɡ j a d
adolygiadau	a d ɔ l ə ɡ j a d a
adolygiadau	a d ɔ l ə ɡ j a d a ɨ̯
adolygiadau	a d ɔ l ə ɡ j a d ɛ
adolygiaeth	a d ɔ l ə ɡ j a ɨ̯ θ
adolygiaeth	a d ɔ l ə ɡ j ɛ θ
adolygol	a d ɔ l ə ɡ ɔ l
adolygu	a d ɔ l ə ɡ ɨ̞
adolygwyr	a d ɔ l ə ɡ w ɨ̞ r
adolygydd	a d ɔ l ə ɡ ɨ̞ ð
adra	a d r a
adran	a d r a n
adre	a d r a
adre	a d r ɛ
adref	a d r a
adref	a d r ɛ
adref	a d r ɛ v
adrodd	a d r ɔ ð
adroddaf	a d r ɔ ð a
adroddaf	a d r ɔ ð a v
adroddiad	a d r ɔ ð j a d
adroddwr	a d r ɔ ð ʊ r
aduniad	a d ɨ̞ n j a d
aduno	a d ɨ̞ n ɔ
adwaen	a d w a ɨ̯ n
adwaenai	a d w e ɨ̯ n a i̯
adwaenant	a d w e ɨ̯ n a n t
adwaenech	a d w e ɨ̯ n ɛ χ
adwaenem	a d w e ɨ̯ n ɛ m
adwaenent	a d w e ɨ̯ n ɛ n t
adwaenid	a d w e ɨ̯ n ɪ d
adwaenir	a d w e ɨ̯ n ɪ r
adwaenit	a d w e ɨ̯ n ɪ t
adwaenoch	a d w e ɨ̯ n ɔ χ
adwaenom	a d w e ɨ̯ n ɔ m
adwaenost	a d w e ɨ̯ n ɔ s d
adwaenwch	a d w e ɨ̯ n ʊ χ
adwaenwn	a d w e ɨ̯ n ʊ n
adwaenynt	a d w e ɨ̯ n ɨ̞ n t
adwaith	a d w a i̯ θ
adweinaf	a d w e i̯ n a v
adweini	a d w e i̯ n i
adweinid	a d w e i̯ n ɪ d
adweinir	a d w e i̯ n ɪ r
adweitheg	a d w e i̯ θ ɛ ɡ
adweithegwyr	a d w e i̯ θ ɛ ɡ w ɨ̞ r
adweithegydd	a d w e i̯ θ ɛ ɡ ɨ̞ ð
adweithio	a d w e i̯ θ j ɔ
adweithiol	a d w e i̯ θ j ɔ l
adweithiwr	a d w e i̯ θ j ʊ r
adweithydd	a d w e i̯ θ ɨ̞ ð
adwen	a d w ɛ n
adwthio	a d ʊ θ j ɔ
adwy	a d ʊ ɨ̯
adwyth	a d ʊ ɨ̯ θ
adwythig	a d ʊ ɨ̯ θ ɪ ɡ
adyn	a d ɨ̞ n
aeaf	e ɨ̯ a
aeaf	e ɨ̯ a v
aech	aː ɨ̯ χ
aed	aː ɨ̯ d
aeddfed	e ɨ̯ ð v ɛ d
aeddfedrwydd	e ɨ̯ ð v ɛ d r ʊ ɨ̯ ð
aeddfedu	e ɨ̯ ð v ɛ d ɨ̞
ael	aː ɨ̯ l
aeled	e ɨ̯ l ɛ d
aeledau	e ɨ̯ l ɛ d a
aeledau	e ɨ̯ l ɛ d a ɨ̯
aeledau	e ɨ̯ l ɛ d ɛ
aeliau	e ɨ̯ l j a
aeliau	e ɨ̯ l j a ɨ̯
aeliau	e ɨ̯ l j ɛ
aelod	e ɨ̯ l ɔ d
aelodaeth	e ɨ̯ l ɔ d a ɨ̯ θ
aelodaeth	e ɨ̯ l ɔ d ɛ θ
aelodaethau	e ɨ̯ l ɔ d e ɨ̯ θ a
aelodaethau	e ɨ̯ l ɔ d e ɨ̯ θ a ɨ̯
aelodaethau	e ɨ̯ l ɔ d e ɨ̯ θ ɛ
aelodau	e ɨ̯ l ɔ d a
aelodau	e ɨ̯ l ɔ d a ɨ̯
aelodau	e ɨ̯ l ɔ d ɛ
aelwyd	e ɨ̯ l ʊ ɨ̯ d
aelwydydd	e ɨ̯ l ʊ ɨ̯ d ɨ̞ ð
aem	aː ɨ̯ m
aen	aː ɨ̯ n
aent	aː ɨ̯ n t
aer	aː ɨ̯ r
aeres	e ɨ̯ r ɛ s
aerobeg	e ɨ̯ r ɔ b ɛ ɡ
aerobig	e ɨ̯ r ɔ b ɪ ɡ
aeron	e ɨ̯ r ɔ n
aeronen	e ɨ̯ r ɔ n a n
aeronen	e ɨ̯ r ɔ n ɛ n
aeronog	e ɨ̯ r ɔ n ɔ ɡ
aerwy	e ɨ̯ r ʊ ɨ̯
aet	aː ɨ̯ t
aeth	aː ɨ̯ θ
aeth	aː θ
aethai	e ɨ̯ θ a i̯
aethant	e ɨ̯ θ a n t
aethech	e ɨ̯ θ ɛ χ
aethem	e ɨ̯ θ ɛ m
aethent	e ɨ̯ θ ɛ n t
aethid	e ɨ̯ θ ɪ d
aethit	e ɨ̯ θ ɪ t
aethnen	e ɨ̯ θ n ɛ n
aethnenni	e ɨ̯ θ n ɛ n ɪ
aethoch	e ɨ̯ θ ɔ χ
aethom	e ɨ̯ θ ɔ m
aethon	e ɨ̯ θ ɔ n
aethont	e ɨ̯ θ ɔ n t
aethost	e ɨ̯ θ ɔ s d
aethpwyd	e ɨ̯ θ p ʊ ɨ̯ d
aethus	e ɨ̯ θ ɨ̞ s
aethwn	e ɨ̯ θ ʊ n
aetsh	aː ɨ̯ t ʃ
aetshys	e ɨ̯ t ʃ ɨ̞ s
af	aː
af	aː v
afal	a v a l
afalau	a v a l a
afalau	a v a l a ɨ̯
afalau	a v a l ɛ
afalau	v a l a
afalau	v a l ɛ
afallen	a v a ɬ ɛ n
afallennau	a v a ɬ ɛ n a
afallennau	a v a ɬ ɛ n a ɨ̯
afallennau	a v a ɬ ɛ n ɛ
afan	a v a n
afanc	a v a ŋ k
afancod	a v a ŋ k ɔ d
afanen	a v a n ɛ n
affeithiad	a f e i̯ θ j a d
affeithio	a f e i̯ θ j ɔ
affelion	a f ɛ l j ɔ n
affliw	a f l ɪ u̯
affwys	a f ʊ ɨ̯ s
affwysau	a f ʊ ɨ̯ s a
affwysau	a f ʊ ɨ̯ s a ɨ̯
affwysau	a f ʊ ɨ̯ s ɛ
affwysedd	a f ʊ ɨ̯ s ɛ ð
affwysol	a f ʊ ɨ̯ s ɔ l
afiach	a v j a χ
afiaith	a v j a i̯ θ
afiechyd	a v j ɛ χ ɨ̞ d
afiechydon	a v j ɛ χ ə d ɔ n
aflafar	a v l a v a r
aflan	a v l a n
aflendid	a v l ɛ n d ɪ d
afleoli	a v l ɛ ɔ l ɪ
afles	a v l ɛ s
aflesol	a v l ɛ s ɔ l
aflonydd	a v l ɔ n ɨ̞ ð
aflonyddu	a v l ɔ n ə ð ɨ̞
aflonyddwch	a v l ɔ n ə ð ʊ χ
aflonyddwr	a v l ɔ n ə ð ʊ r
afloyw	a v l ɔ ɨ̯ u
afloywder	a v l ɔ ɨ̯ w d ɛ r
aflun	a v l ɨ n
afluniaidd	a v l ɨ̞ n j a i̯ ð
aflwydd	a v l ʊ ɨ̯ ð
aflwyddiannus	a v l ʊ ɨ̯ ð j a n ɨ̞ s
aflwyddiant	a v l ʊ ɨ̯ ð j a n t
aflwyddo	a v l ʊ ɨ̯ ð ɔ
aflym	a v l ɨ̞ m
aflêr	a v l eː r
afocado	a v ɔ k a d ɔ
afocados	a v ɔ k a d ɔ s
afon	a v ɔ n
afondaith	a v ɔ n d a i̯ θ
afondeithiau	a v ɔ n d e i̯ θ j a
afondeithiau	a v ɔ n d e i̯ θ j a ɨ̯
afondeithiau	a v ɔ n d e i̯ θ j ɛ
afonfarch	a v ɔ n v a r χ
afonfeirch	a v ɔ n v e i̯ r χ
afonig	a v ɔ n ɪ ɡ
afonol	a v ɔ n ɔ l
afonydd	a v ɔ n ɨ̞ ð
afr	a v r
afradlon	a v r a d l ɔ n
afradlonedd	a v r a d l ɔ n ɛ ð
afradloni	a v r a d l ɔ n ɪ
afradu	a v r a d ɨ̞
afraid	a v r a i̯ d
afreidiau	a v r e i̯ d j a
afreidiau	a v r e i̯ d j a ɨ̯
afreidiau	a v r e i̯ d j ɛ
afreolaeth	a v r ɛ ɔ l a ɨ̯ θ
afreolaeth	a v r ɛ ɔ l ɛ θ
afreolaidd	a v r ɛ ɔ l a i̯ ð
afreolaidd	a v r ɛ ɔ l ɛ ð
afreolus	a v r ɛ oː l ɪ s
afreolus	a v r ɛ ɔ l ɨ̞ s
afreolus	a v r ɛ ɔ l ɪ s
afresymol	a v r ɛ s ə m ɔ l
afresymoldeb	a v r ɛ s ə m ɔ l d ɛ b
afrifed	a v r ɪ v ɛ d
afrwydd	a v r ʊ ɨ̯ ð
afu	a v ɨ̞
afuad	a v ɨː a d
afuau	a v ɨː a
afuau	a v ɨː a ɨ̯
afuau	a v ɨː ɛ
afwyn	a v ʊ ɨ̯ n
ag	a ɡ
agen	a ɡ ɛ n
agendor	a ɡ ɛ n d ɔ r
ager	a ɡ ɛ r
agerau	a ɡ ɛ r a
agerau	a ɡ ɛ r a ɨ̯
agerau	a ɡ ɛ r ɛ
agerdd	a ɡ ɛ r ð
agerddlong	a ɡ ɛ r ð l ɔ ŋ
agerfad	a ɡ ɛ r v a d
agerlong	a ɡ ɛ r l ɔ ŋ
agerlongau	a ɡ ɛ r l ɔ ŋ a
agerlongau	a ɡ ɛ r l ɔ ŋ a ɨ̯
agerlongau	a ɡ ɛ r l ɔ ŋ ɛ
ageru	a ɡ ɛ r ɨ̞
agor	a ɡ ɔ r
agora	a ɡ ɔ r a
agoraf	a ɡ ɔ r a
agoraf	a ɡ ɔ r a v
agorai	a ɡ ɔ r a i̯
agorawd	a ɡ ɔ r a u̯ d
agored	a ɡ ɔ r a d
agored	a ɡ ɔ r ɛ d
agoret	a ɡ ɔ r ɛ t
agorfa	a ɡ ɔ r v a
agori	a ɡ ɔ r i
agoriad	a ɡ ɔ r j a d
agoriadol	a ɡ ɔ r j a d ɔ l
agorwr	a ɡ ɔ r ʊ r
agorwyr	a ɡ ɔ r w ɨ̞ r
agorydd	a ɡ ɔ r ɨ̞ ð
agos	a ɡ ɔ s
agosatrwydd	a ɡ ɔ s a t r ʊ ɨ̯ ð
agosrwydd	a ɡ ɔ s r ʊ ɨ̯ ð
agosáu	a ɡ ɔ s a ɨ̯
agwedd	a ɡ w ɛ ð
agweddi	a ɡ w ɛ ð ɪ
agweddïau	a ɡ w ɛ ð iː a
agweddïau	a ɡ w ɛ ð iː a ɨ̯
agweddïau	a ɡ w ɛ ð iː ɛ
ai	a i̯
aidd	a i̯ ð
aiff	a i̯ f
ail	a i̯ l
ailbeintio	a i̯ l b e i̯ n t j ɔ
aildrefnu	a i̯ l d r e v n ɨ̞
ailenedigaeth	a i̯ l ɛ n ɛ d ɪ ɡ a ɨ̯ θ
ailenedigaeth	a i̯ l ɛ n ɛ d ɪ ɡ ɛ θ
ailfeddiannu	a i̯ l v ɛ ð j a n ɨ̞
ailgyflwyno	a i̯ l ɡ ə v l ʊ ɨ̯ n ɔ
ailgyfuniad	a i̯ l ɡ ə v ɨ̞ n j a d
ailgyfuno	a i̯ l ɡ ə v ɨ̞ n ɔ
ailgylchu	a i̯ l ɡ ə l χ ɨ
aillt	a i̯ ɬ d
ailosod	a i̯ l ɔ s ɔ d
ailwampio	a i̯ l w a m p j ɔ
ailymgnawdoliad	a ɪ l ə m ɡ n a ʊ d ɔ l j a d
air	a i̯ r
ais	a i̯ s
ait	a i̯ t
alan	a l a n
alannon	a l a n ɔ n
alar	a l a r
alar	aː l a r
alarch	a l a r χ
alaw	a l a u̯
alban	a l b a n
albanau	a l b a n a
albanau	a l b a n a ɨ̯
albanau	a l b a n ɛ
albwm	a l b ʊ m
alcali	a l k a l i
alcohol	a l k ɔ h ɔ l
aleff	a l ɛ f
alfarch	a l v a r χ
all	a ɬ
alla	a ɬ a
allai	a ɬ a i̯
allai	a ɬ ɛ
allan	a ɬ a n
allanadlu	a ɬ a n a d l ɨ̞
allanfa	a ɬ a n v a
allanol	a ɬ a n ɔ l
allant	a ɬ a n t
allblyg	a ɬ b l ɨ̞ ɡ
allen	a ɬ ɛ n
aller	a ɬ ɛ r
allforiadwy	a ɬ v ɔ r j a d ʊ ɨ̯
allforio	a ɬ v ɔ r j ɔ
allforion	a ɬ v ɔ r j ɔ n
allforiwr	a ɬ v ɔ r j ʊ r
allforwyr	a ɬ v ɔ r w ɨ̞ r
allforyn	a ɬ v ɔ r ɨ̞ n
allfudo	a ɬ v ɨ̞ d ɔ
allglofan	a ɬ ɡ l ɔ v a n
allgofnodi	a ɬ ɡ ɔ v n ɔ d i
alli	a ɬ i
allo	a ɬ ɔ
allor	a ɬ ɔ r
allt	aː ɬ d
alltraw	a ɬ t r a u̯
alltrawes	a ɬ t r a u̯ a s
alltro	a ɬ d r ɔ
alltroëdig	a ɬ t r ɔ ɛ d ɪ ɡ
alltud	a ɬ d ɨ̞ d
allwedd	a ɬ w ɛ ð
allweddell	a ɬ w ɛ ð ɛ ɬ
allweddellau	a ɬ w ɛ ð ɛ ɬ a
allweddellau	a ɬ w ɛ ð ɛ ɬ a ɨ̯
allweddellau	a ɬ w ɛ ð ɛ ɬ ɛ
allwthio	a ɬ ʊ θ j ɔ
almanac	a l m a n a k
almanaciau	a l m a n a k j a
almanaciau	a l m a n a k j a ɨ̯
almanaciau	a l m a n a k j ɛ
almon	a l m ɔ n
almonau	a l m ɔ n a
almonau	a l m ɔ n a ɨ̯
almonau	a l m ɔ n ɛ
alon	a l ɔ n
alwminiwm	a l ʊ m ɪ n j ʊ m
am	a m
amaethyddiaeth	a m e ɨ̯ θ ə ð j a ɨ̯ θ
amaethyddiaeth	a m e ɨ̯ θ ə ð j ɛ θ
amanita	a m a n ɪ t a
amau	a m a
amau	a m ɛ
ambell	a m b a ɬ
ambell	a m b ɛ ɬ
ambeutu	a m b e ɨ̯ t ɨ̞
ambiti	a m b ɪ t ɪ
ambiwlans	a m b ɪ u̯ l a n s
ambiwlansys	a m b ɪ u̯ l a n s ɨ̞ s
amcan	a m k a n
amcangyfrif	a m k a ŋ ɡ ə v r ɪ
amcangyfrifon	a m k a ŋ ɡ ə v r ɪ v ɔ n
amcanion	a m k a n j ɔ n
amcanu	a m k a n ɨ̞
amdan	a m d a n
amdana	a m d a n a
amdanaf	a m d a n a v
amdanat	a m d a n a t
amdani	a m d a n ɪ
amdano	a m d a n ɔ
amdanoch	a m d a n ɔ χ
amdanom	a m d a n ɔ m
amdanon	a m d a n ɔ n
amdanot	a m d a n ɔ t
amdanyn	a m d a n ɨ̞ n
amdanynt	a m d a n ɨ̞ n t
amddiffyn	a m ð ɪ f ɨ̞ n
amddiffynnaf	a m ð ɪ f ə n a v
ameba	a m ɛ b a
americiwm	a m ɛ r ɪ k j ʊ m
amethyst	a m ɛ θ ɨ̞ s d
amffibiad	a m f ɪ b j a d
amguedd	a m ɡ ɨː ɛ ð
amgueddfa	a m ɡ ɨ̞ ɛ ð v a
amgyffred	a m ɡ ə f r ɛ d
amgylch	a m ɡ ɨ̞ l χ
amgylchedd	a m ɡ ə l χ ɛ ð
amgylcheddol	a m ɡ ə l χ ɛ ð ɔ l
amgáu	a m ɡ a ɨ̯
amharchus	a m h a r χ ɨ̞ s
amharu	a m h a r ɨ̞
amhenderfynol	a m h ɛ n d ɛ r v ə n ɔ l
amhenodol	a m h ɛ n ɔ d ɔ l
amherffaith	a m̥ h ɛ r f a i̯ θ
amheuaeth	a m h e ɨ̯ a ɨ̯ θ
amheuaeth	a m h e ɨ̯ ɛ θ
amheuaf	a m h e ɨ̯ a
amheuaf	a m h e ɨ̯ a v
amheus	a m h e ɨ̯ s
amhosib	a m h ɔ s ɪ b
amlach	a m l a χ
amlddewis	a m l ɡ ɛ ɬ ɔ ɡ
amlen	a m l ɛ n
amlgellog	a m l ɡ ɛ ɬ ɔ ɡ
amlhau	a m l h a ɨ̯
amlochrog	a m l ɔ χ r ɔ ɡ
amlwg	a m l ʊ ɡ
amlygu	a m l ə ɡ ɨ
amnaid	a m n a d
amnaid	a m n a i̯ d
amnaid	a m n ɛ d
amnewid	a n n ɛ u̯ ɪ d
amobr	a m ɔ b r
amod	a m ɔ d
amodau	a m ɔ d a
amodau	a m ɔ d a ɨ̯
amodau	a m ɔ d ɛ
amodi	a m ɔ d i
amodiad	a m ɔ d j a d
amranflew	a m r a n v l ɛ u̯
amrannau	a m r a n a
amrannau	a m r a n a ɨ̯
amrannau	a m r a n ɛ
amrant	a m r a n t
amrantiad	a m r a n t j a d
amrwd	a m r ʊ d
amrwymo	a m r ʊ ɨ̯ m ɔ
amryw	a m r ɨ u̯
amryw	a m r ɪ u̯
amrywedd	a m r ɨ u̯ j ɛ ð
amrywedd	a m r ɪ u̯ j ɛ ð
amrywiad	a m r ɨ̞ u̯ j a d
amrywiad	a m r ɪ u̯ j a d
amrywiadau	a m r ɨ̞ u̯ j a d a
amrywiadau	a m r ɨ̞ u̯ j a d a ɨ̯
amrywiadau	a m r ɨ̞ u̯ j a d ɛ
amrywiadau	a m r ɪ u̯ j a d a
amrywiadau	a m r ɪ u̯ j a d a ɨ̯
amrywiadau	a m r ɪ u̯ j a d ɛ
amrywiaeth	a m r ɨ u̯ j a ɨ̯ ð
amrywiaeth	a m r ɨ u̯ j ɛ θ
amrywiaeth	a m r ɪ u̯ j a ɨ̯ ð
amrywiaeth	a m r ɪ u̯ j ɛ θ
amrywiaethau	a m r ɨ̞ u̯ j e ɨ̯ θ a
amrywiaethau	a m r ɨ̞ u̯ j e ɨ̯ θ a ɨ̯
amrywiaethau	a m r ɨ̞ u̯ j e ɨ̯ θ ɛ
amrywiaethau	a m r ɪ u̯ j e ɨ̯ θ a
amrywiaethau	a m r ɪ u̯ j e ɨ̯ θ a ɨ̯
amrywiaethau	a m r ɪ u̯ j e ɨ̯ θ ɛ
amrywio	a m r ɨ u̯ j ɔ
amrywio	a m r ɪ u̯ j ɔ
amrywiol	a m r ɨ u̯ j ɔ l
amrywiol	a m r ɪ u̯ j ɔ l
amser	a m s a r
amser	a m s ɛ r
amserau	a m s ɛ r a
amserau	a m s ɛ r a ɨ̯
amserau	a m s ɛ r ɛ
amseriadur	a m s ɛ r j a d ɨ̞ r
amseriaduron	a m s ɛ r j a d ɨ̞ r ɔ n
amserlen	a m s ɛ r l ɛ n
amserlenni	a m s ɛ r l ɛ n i
amseroedd	a m s ɛ r ɔ ɨ̯ ð
