A	ʔ aː ˧˧
Kiên Hải	k i ə ŋ ˧˧ h aː j ˧˨
Kiêu	k i w ˧˧
Kiếm	k i ə m ˦˧˥
Kiến An	k i ə ŋ ˦˧˥ ʔ aː ŋ ˧˧
Kiến Thuỵ	k i ə ŋ ˦˧˥ tʰ w ɪ j ˨˩ ʔ
Kiều	k i w ˦˩
Kiệt	k i ə k̚ ˨˩ ʔ
Kon Tum	k ɔ ŋ ˧˧ t u m ˧˧
Kon Tum	k ə w ŋ͡m ˧˧ t u m ˧˧
Kép	k ɛ p̚ ˦˧˥
Kê Thành	k e j ˧˧ tʰ ɛ ɲ ˦˩
Kẻ Chợ	k ɛ ˧˨ t͡ɕ əː ˨˩ ʔ
Kỉ	k ɪ j ˧˨
Kỳ	k ɪ j ˦˩
Kỳ Anh	k ɪ j ˦˩ ʔ ɛ ɲ ˧˧
L	l əː ˦˩
L	l əː ˦˩ k aː w ˧˧
L	ʔ ɛ ˧˧ l əː ˦˩
La	l aː ˧˧
La Chí	l aː ˧˧ t͡ɕ ɪ j ˨˩˦
La Ha	l aː ˧˧ h aː ˧˧
La Hay	l aː ˧˧ h a j ˧˧
La Hủ	l aː ˧˧ h ʊ w ˧˨
La Mã	l aː ˧˧ m aː ˧˨
La Sát	l aː ˧˧ s aː k̚ ˦˧˥
La Sát	l aː ˧˧ ʂ aː k̚ ˦˧˥
Lan	l aː ŋ ˧˧
Lan Xang	l aː ŋ ˧˧ s aː ŋ ˧˧
Latinh	l aː ˧˧ t ɨ n ˧˧
Li	l ɪ j ˧˧
Linh	l ɨ n ˧˧
Linh trưởng	l ɨ n ˧˧ ʈ ɨ ə ŋ ˧˨
Linô	l i n ˧˧ n o w ˧˧
Liêm	l i ə m ˧˧
Liên	l i ə ŋ ˧˧
Liên Giang	l i ə ŋ ˧˧ j aː ŋ ˧˧
Liên Hiệp Quốc	l i ə ŋ ˧˧ h i ə p̚ ˨˩ ʔ k u ə k̚ ˦˧˥
Liên Hợp Quốc	l i ə ŋ ˧˧ h əː p̚ ˨˩ ʔ k u ə k̚ ˦˧˥
Liên Xô	l i ə ŋ ˧˧ s o w ˧˧
Liên bang Cộng hoà Xã hội Chủ nghĩa Xô viết	l i ə ŋ ˧˧ ʔ ɓ aː ŋ ˧˧ k ə w ŋ͡m ˨˩ ʔ h w aː ˦˩ s aː ˧˨ h o j ˨˩ ʔ t͡ɕ ʊ w ˧˨ ŋ i ə ˧˨ s o w ˧˧ v i ə k̚ ˦˧˥
Liên bang Nga	l i ə ŋ ˧˧ ʔ ɓ aː ŋ ˧˧ ŋ aː ˧˧
Liên bang Xô viết	l i ə ŋ ˧˧ ʔ ɓ aː ŋ ˧˧ s o w ˧˧ v i ə k̚ ˦˧˥
Liên minh châu Phi	l i ə ŋ ˧˧ m ɨ n ˧˧ t͡ɕ ə w ˧˧ f ɪ j ˧˧
Liên minh châu Âu	l i ə ŋ ˧˧ m ɨ n ˧˧ t͡ɕ ə w ˧˧ ʔ ə w ˧˧
Liên Âu	l i ə ŋ ˧˧ ʔ ə w ˧˧
Liêu	l i w ˧˧
Liêu Ninh	l i w ˧˧ n ɨ n ˧˧
Liễu	l i w ˧˨
Liễu Hạnh	l i w ˧˨ h ɛ ɲ ˨˩ ʔ
Liễu Hạnh Công Chúa	l i w ˧˨ h ɛ ɲ ˨˩ ʔ k ə w ŋ͡m ˧˧ t͡ɕ u ə ˨˩˦
Liệu	l i w ˨˩ ʔ
Loan	l w aː ŋ ˧˧
Long	l a w ŋ͡m ˧˧
Long	l ɔ ŋ ˧˧
Long An	l a w ŋ͡m ˧˧ ʔ aː ŋ ˧˧
Long An	l ɔ ŋ ˧˧ ʔ aː ŋ ˧˧
Long Thụ	l a w ŋ͡m ˧˧ tʰ ʊ w ˨˩ ʔ
Long Thụ	l ɔ ŋ ˧˧ tʰ ʊ w ˨˩ ʔ
Long Đất	l a w ŋ͡m ˧˧ ʔ ɗ ə k̚ ˦˧˥
Long Đất	l ɔ ŋ ˧˧ ʔ ɗ ə k̚ ˦˧˥
Luân	l w ə ŋ ˧˧
Luân Đôn	l w ə ŋ ˧˧ ʔ ɗ o ŋ ˧˧
Luận	l w ə ŋ ˨˩ ʔ
Luận Ngữ	l w ə ŋ ˨˩ ʔ ŋ ɨ ˧˨
Làng Gốm Bát Tràng	l aː ŋ ˦˩ ɣ o m ˦˧˥ ʔ ɓ aː k̚ ˦˧˥ ʈ aː ŋ ˦˩
Lào	l aː w ˦˩
Lào Cai	l aː w ˦˩ k aː j ˧˧
Lá cờ lấp lánh ánh sao	l aː ˨˩˦ k əː ˦˩ l ə p̚ ˦˧˥ l ɛ ɲ ˦˧˥ ʔ ɛ ɲ ˦˧˥ s aː w ˧˧
Lá cờ lấp lánh ánh sao	l aː ˨˩˦ k əː ˦˩ l ə p̚ ˦˧˥ l ɛ ɲ ˦˧˥ ʔ ɛ ɲ ˦˧˥ ʂ aː w ˧˧
Lâm	l ə m ˧˧
Lâm An	l ə m ˧˧ ʔ aː ŋ ˧˧
Lâm Cung Thánh Mẫu	l ə m ˧˧ k ʊ w ŋ͡m ˧˧ tʰ ɛ ɲ ˦˧˥ m ə w ˧˨
Lâm Viên	l ə m ˧˧ v i ə ŋ ˧˧
Lâm Đồng	l ə m ˧˧ ʔ ɗ ə w ŋ͡m ˦˩
Lâm Ấp	l ə m ˧˧ ʔ ə p̚ ˦˧˥
Lân	l ə ŋ ˧˧
Lã	l aː ˧˨
Lã Phụng Tiên	l aː ˧˨ f ʊ w ŋ͡m ˨˩ ʔ t i ə ŋ ˧˧
Lãnh thổ Bắc	l ɛ ɲ ˧˨ tʰ o w ˧˨ ʔ ɓ a k̚ ˦˧˥
Lãnh thổ Bắc Úc	l ɛ ɲ ˧˨ tʰ o w ˧˨ ʔ ɓ a k̚ ˦˧˥ ʔ ʊ w k͡p̚ ˦˧˥
Lãnh thổ Thủ đô Úc	l ɛ ɲ ˧˨ tʰ o w ˧˨ tʰ ʊ w ˧˨ ʔ ɗ o w ˧˧ ʔ ʊ w k͡p̚ ˦˧˥
Lão Tử	l aː w ˧˨ t ɨ ˧˨
Lão giáo	l aː w ˧˨ j aː w ˨˩˦
Lí	l ɪ j ˨˩˦
Lô Lô	l o w ˧˧ l o w ˧˧
Lôrensô	l o w ˧˧ ɹ ɛ ŋ ˧˧ s o w ˧˧
Lôrensô	l o w ˧˧ ɹ ɛ ŋ ˧˧ ʂ o w ˧˧
Lõi Quỷ	l ɔ j ˧˨ k w ɪ j ˧˨
Lĩnh	l ɨ n ˧˨
Lĩnh Nam	l ɨ n ˧˨ n aː m ˧˧
Lạc	l aː k̚ ˨˩ ʔ
Lạc Long Quân	l aː k̚ ˨˩ ʔ l a w ŋ͡m ˧˧ k w ə ŋ ˧˧
Lạc Long Quân	l aː k̚ ˨˩ ʔ l ɔ ŋ ˧˧ k w ə ŋ ˧˧
Lạng Sơn	l aː ŋ ˨˩ ʔ s əː ŋ ˧˧
Lạng Sơn	l aː ŋ ˨˩ ʔ ʂ əː ŋ ˧˧
Lầu Năm Góc	l ə w ˦˩ n a m ˧˧ ɣ a w k͡p̚ ˦˧˥
Lẩu Gà Bình Thuận	l ə w ˧˨ ɣ aː ˦˩ ʔ ɓ ɨ n ˦˩ tʰ w ə ŋ ˨˩ ʔ
Lập	l ə p̚ ˨˩ ʔ
Lọ Lem	l ɔ ˨˩ ʔ l ɛ m ˧˧
Lốt	l o k̚ ˦˧˥
Lỗ	l o w ˧˨
Lỗ Ma Ni	l o w ˧˨ m aː ˧˧ n ɪ j ˧˧
Lộ Đức	l o w ˨˩ ʔ ʔ ɗ ɨ k̚ ˦˧˥
Lộc	l ə w k͡p̚ ˨˩ ʔ
Lợi	l əː j ˨˩ ʔ
Lục	l ʊ w k͡p̚ ˨˩ ʔ
Lục Cung Thánh Mẫu	l ʊ w k͡p̚ ˨˩ ʔ k ʊ w ŋ͡m ˧˧ tʰ ɛ ɲ ˦˧˥ m ə w ˧˨
MC	ʔ ɛ m ˧˧ s ɪ j ˧˧
MTDTGPMNVN	m a k̚ ˨˩ ʔ ʈ ə ŋ ˨˩ ʔ j ə ŋ ˧˧ t ə w k͡p̚ ˨˩ ʔ j aː j ˧˨ f a w ŋ͡m ˦˧˥ m i ə ŋ ˦˩ n aː m ˧˧ v i ə k̚ ˨˩ ʔ n aː m ˧˧
MTDTGPMNVN	m a k̚ ˨˩ ʔ ʈ ə ŋ ˨˩ ʔ j ə ŋ ˧˧ t ə w k͡p̚ ˨˩ ʔ j aː j ˧˨ f ɔ ŋ ˦˧˥ m i ə ŋ ˦˩ n aː m ˧˧ v i ə k̚ ˨˩ ʔ n aː m ˧˧
Mai	m aː j ˧˧
Man Đần	m aː ŋ ˧˧ ʔ ɗ ə ŋ ˦˩
Manila	m aː ˧˧ n ɪ j ˧˧ l aː ˧˧
Maroc	m aː ˧˧ ɹ ə w k͡p̚ ˦˧˥
Martinô	m aː ˧˧ t i n ˧˧ n o w ˧˧
May	m a j ˧˧
Mi	m ɪ j ˧˧
Micae	m ɪ j ˧˧ k aː ˧˧ ʔ ɛ ˧˧
Minecraft	m aː j ˧˧ k əː ˦˩ ɹ aː p̚ ˦˧˥
Minh	m ɨ n ˧˧
Minh Trị	m ɨ n ˧˧ ʈ ɪ j ˨˩ ʔ
Minh triều	m ɨ n ˧˧ ʈ i w ˦˩
Miu	m i w ˧˧
Miên	m i ə ŋ ˧˧
Miên Dương	m i ə ŋ ˧˧ j ɨ ə ŋ ˧˧
Miêu Lật	m i w ˧˧ l ə k̚ ˨˩ ʔ
Miến Điện	m i ə ŋ ˦˧˥ ʔ ɗ i ə ŋ ˨˩ ʔ
Mân Đàn	m ə ŋ ˧˧ ʔ ɗ aː ŋ ˦˩
Mãn	m aː ŋ ˧˨
Mãn Châu	m aː ŋ ˧˨ t͡ɕ ə w ˧˧
Mãn Châu quốc	m aː ŋ ˧˨ t͡ɕ ə w ˧˧ k u ə k̚ ˦˧˥
Mão	m aː w ˧˨
Mèo	m ɛ w ˦˩
Móng Cái	m a w ŋ͡m ˦˧˥ k aː j ˨˩˦
Móng Cái	m ɔ ŋ ˦˧˥ k aː j ˨˩˦
Mông	m ə w ŋ͡m ˧˧
Mông Cương	m ə w ŋ͡m ˧˧ k ɨ ə ŋ ˧˧
Mông Cổ	m ə w ŋ͡m ˧˧ k o w ˧˨
Mônica	m o ŋ ˧˧ n ɪ j ˧˧ k aː ˧˧
Mùi	m u j ˦˩
Mĩ	m ɪ j ˧˨
Mĩ Khê	m ɪ j ˧˨ kʰ e j ˧˧
Mĩ Lợi Gia	m ɪ j ˧˨ l əː j ˨˩ ʔ j aː ˧˧
Mĩ Quốc	m ɪ j ˧˨ k u ə k̚ ˦˧˥
Mĩ Tho	m ɪ j ˧˨ tʰ ɔ ˧˧
Mĩ châu	m ɪ j ˧˨ t͡ɕ ə w ˧˧
Mĩ hoá	m ɪ j ˧˨ h w aː ˨˩˦
Mĩ kim	m ɪ j ˧˨ k i m ˧˧
Mạnh	m ɛ ɲ ˨˩ ʔ
Mạnh Thường quân	m ɛ ɲ ˨˩ ʔ tʰ ɨ ə ŋ ˦˩ k w ə ŋ ˧˧
Mạnh Tử	m ɛ ɲ ˨˩ ʔ t ɨ ˧˨
Mạnh Đức Tư Cưu	m ɛ ɲ ˨˩ ʔ ʔ ɗ ɨ k̚ ˦˧˥ t ɨ ˧˧ k ɨ w ˧˧
Mảng	m aː ŋ ˧˨
Mẫn	m ə ŋ ˧˨
Mẫu Liễu	m ə w ˧˨ l i w ˧˨
Mẫu Liễu Hạnh	m ə w ˧˨ l i w ˧˨ h ɛ ɲ ˨˩ ʔ
Mẫu Thoải	m ə w ˧˨ tʰ w aː j ˧˨
Mẫu Thượng Ngàn	m ə w ˧˨ tʰ ɨ ə ŋ ˨˩ ʔ ŋ aː ŋ ˦˩
Mẫu Thượng Thiên	m ə w ˧˨ tʰ ɨ ə ŋ ˨˩ ʔ tʰ i ə ŋ ˧˧
Mẫu Tổ	m ə w ˧˨ t o w ˧˨
Mẫu Đệ Nhất	m ə w ˧˨ ʔ ɗ e j ˨˩ ʔ ɲ ə k̚ ˦˧˥
Mậu	m ə w ˨˩ ʔ
Mậu Thìn	m ə w ˨˩ ʔ tʰ i n ˦˩
Mậu Tuất	m ə w ˨˩ ʔ t w ə k̚ ˦˧˥
Mặc Tây Ca	m a k̚ ˨˩ ʔ t ə j ˧˧ k aː ˧˧
Mặc gia	m a k̚ ˨˩ ʔ j aː ˧˧
Mặc giáo	m a k̚ ˨˩ ʔ j aː w ˨˩˦
Mặt Lăng	m a k̚ ˨˩ ʔ l a ŋ ˧˧
Mặt Trăng	m a k̚ ˨˩ ʔ ʈ a ŋ ˧˧
Mặt Trời	m a k̚ ˨˩ ʔ ʈ əː j ˦˩
Mặt trận Dân tộc Giải phóng miền Nam Việt Nam	m a k̚ ˨˩ ʔ ʈ ə ŋ ˨˩ ʔ j ə ŋ ˧˧ t ə w k͡p̚ ˨˩ ʔ j aː j ˧˨ f a w ŋ͡m ˦˧˥ m i ə ŋ ˦˩ n aː m ˧˧ v i ə k̚ ˨˩ ʔ n aː m ˧˧
Mặt trận Dân tộc Giải phóng miền Nam Việt Nam	m a k̚ ˨˩ ʔ ʈ ə ŋ ˨˩ ʔ j ə ŋ ˧˧ t ə w k͡p̚ ˨˩ ʔ j aː j ˧˨ f ɔ ŋ ˦˧˥ m i ə ŋ ˦˩ n aː m ˧˧ v i ə k̚ ˨˩ ʔ n aː m ˧˧
Mặt trận Tổ quốc Việt Nam	m a k̚ ˨˩ ʔ ʈ ə ŋ ˨˩ ʔ t o w ˧˨ k u ə k̚ ˦˧˥ v i ə k̚ ˨˩ ʔ n aː m ˧˧
Mẹo	m ɛ w ˨˩ ʔ
Mẽo	m ɛ w ˧˨
Mỏ Cày	m ɔ ˧˨ k a j ˦˩
Mộc Tinh	m ə w k͡p̚ ˨˩ ʔ t ɨ n ˧˧
Mộc tinh	m ə w k͡p̚ ˨˩ ʔ t ɨ n ˧˧
Mộng Khê bút đàm	m ə w ŋ͡m ˨˩ ʔ kʰ e j ˧˧ ʔ ɓ ʊ k̚ ˦˧˥ ʔ ɗ aː m ˦˩
Mực	m ɨ k̚ ˨˩ ʔ
Nghi Lan	ŋ ɪ j ˧˧ l aː ŋ ˧˧
Nghi Xuân	ŋ ɪ j ˧˧ s w ə ŋ ˧˧
Nghiêm	ŋ i ə m ˧˧
Nghèn	ŋ ɛ ŋ ˦˩
Nghê	ŋ e j ˧˧
Nghìn lẻ một đêm	ŋ i n ˦˩ l ɛ ˧˨ m o k̚ ˨˩ ʔ ʔ ɗ e m ˧˧
Nghĩa	ŋ i ə ˧˨
Nghĩa Hoà Đoàn	ŋ i ə ˧˨ h w aː ˦˩ ʔ ɗ w aː ŋ ˦˩
Nghĩa dũng quân tiến hành khúc	ŋ i ə ˧˨ j ʊ w ŋ͡m ˧˨ k w ə ŋ ˧˧ t i ə ŋ ˦˧˥ h ɛ ɲ ˦˩ kʰ ʊ w k͡p̚ ˦˧˥
Nghệ An	ŋ e j ˨˩ ʔ ʔ aː ŋ ˧˧
Nghệ Tĩnh	ŋ e j ˨˩ ʔ t ɨ n ˧˨
Nghệ ngữ	ŋ e j ˨˩ ʔ ŋ ɨ ˧˨
Ngoại Mông	ŋ w aː j ˨˩ ʔ m ə w ŋ͡m ˧˧
Ngoại Mông Cổ	ŋ w aː j ˨˩ ʔ m ə w ŋ͡m ˧˧ k o w ˧˨
Nguyên	ŋ w i ə ŋ ˧˧
Nguyễn	ŋ w i ə ŋ ˧˨
Nguỵ	ŋ w ɪ j ˨˩ ʔ
Ngân	ŋ ə ŋ ˧˧
Ngân Hà	ŋ ə ŋ ˧˧ h aː ˦˩
Ngân hàng Thế giới	ŋ ə ŋ ˧˧ h aː ŋ ˦˩ tʰ e j ˨˩˦ j əː j ˨˩˦
Ngô	ŋ o w ˧˧
Ngô Quyền	ŋ o w ˧˧ k w i ə ŋ ˦˩
Ngũ Hành Sơn	ŋ ʊ w ˧˨ h ɛ ɲ ˦˩ s əː ŋ ˧˧
Ngũ Hành Sơn	ŋ ʊ w ˧˨ h ɛ ɲ ˦˩ ʂ əː ŋ ˧˧
Ngũ Vị Tôn Quan	ŋ ʊ w ˧˨ v ɪ j ˨˩ ʔ t o ŋ ˧˧ k w aː ŋ ˧˧
Ngũ kinh	ŋ ʊ w ˧˨ k ɨ n ˧˧
Ngũ Đại Hồ	ŋ ʊ w ˧˨ ʔ ɗ aː j ˨˩ ʔ h o w ˦˩
Ngũ Đại Thập Quốc	ŋ ʊ w ˧˨ ʔ ɗ aː j ˨˩ ʔ tʰ ə p̚ ˨˩ ʔ k u ə k̚ ˦˧˥
Ngũ Đế	ŋ ʊ w ˧˨ ʔ ɗ e j ˨˩˦
Ngọ	ŋ ɔ ˨˩ ʔ
Ngọc	ŋ a w k͡p̚ ˨˩ ʔ
Ngọc Hoàng	ŋ a w k͡p̚ ˨˩ ʔ h w aː ŋ ˦˩
Ngọc Hoàng Thượng Đế	ŋ a w k͡p̚ ˨˩ ʔ h w aː ŋ ˦˩ tʰ ɨ ə ŋ ˨˩ ʔ ʔ ɗ e j ˨˩˦
Ngọc Hoàng Đại Đế	ŋ a w k͡p̚ ˨˩ ʔ h w aː ŋ ˦˩ ʔ ɗ aː j ˨˩ ʔ ʔ ɗ e j ˨˩˦
Ngọc Linh	ŋ a w k͡p̚ ˨˩ ʔ l ɨ n ˧˧
Ngọc Lân	ŋ a w k͡p̚ ˨˩ ʔ l ə ŋ ˧˧
Ngọc Đế	ŋ a w k͡p̚ ˨˩ ʔ ʔ ɗ e j ˨˩˦
Nhung	ɲ ʊ w ŋ͡m ˧˧
Nhàn	ɲ aː ŋ ˦˩
Nhâm	ɲ ə m ˧˧
Nhân Dân Tự Vệ	ɲ ə ŋ ˧˧ j ə ŋ ˧˧ t ɨ ˨˩ ʔ v e j ˨˩ ʔ
Nhân Mã	ɲ ə ŋ ˧˧ m aː ˧˨
Nhùng	ɲ ʊ w ŋ͡m ˦˩
Như	ɲ ɨ ˧˧
Như Lai	ɲ ɨ ˧˧ l aː j ˧˧
Nhữ	ɲ ɨ ˧˨
Nhựt	ɲ ɨ k̚ ˨˩ ʔ
Nin	n i n ˧˧
Ninh Bình	n ɨ n ˧˧ ʔ ɓ ɨ n ˦˩
Ninh Hạ	n ɨ n ˧˧ h aː ˨˩ ʔ
Ninh Thuận	n ɨ n ˧˧ tʰ w ə ŋ ˨˩ ʔ
Niu Oóc	n i w ˧˧ ʔ ɔ k̚ ˦˧˥
Nôm	n o m ˧˧
Nông	n ə w ŋ͡m ˧˧
Nùng	n ʊ w ŋ͡m ˦˩
Nội Mông	n o j ˨˩ ʔ m ə w ŋ͡m ˧˧
Nội Mông Cổ	n o j ˨˩ ʔ m ə w ŋ͡m ˧˧ k o w ˧˨
Nụy Khấu	n w ɪ j ˨˩ ʔ kʰ ə w ˨˩˦
Nữ Chân	n ɨ ˧˨ t͡ɕ ə ŋ ˧˧
Nữ Oa	n ɨ ˧˨ ʔ w aː ˧˧
OK	ʔ o w ˧˧ k e j ˧˧
Phanxicô	f aː ŋ ˧˧ s ɪ j ˧˧ k o w ˧˧
Phaolô	f aː w ˧˧ l o w ˧˧
Phi	f ɪ j ˧˧
Phi Luật Tân	f ɪ j ˧˧ l w ə k̚ ˨˩ ʔ t ə ŋ ˧˧
Phi Mã	f ɪ j ˧˧ m aː ˧˨
Phi châu	f ɪ j ˧˧ t͡ɕ ə w ˧˧
Phnôm Pênh	f əː ˦˩ n o m ˧˧ p e n ˧˧
Phong	f a w ŋ͡m ˧˧
Phong	f ɔ ŋ ˧˧
Phong Thần	f a w ŋ͡m ˧˧ tʰ ə ŋ ˦˩
Phong Thần	f ɔ ŋ ˧˧ tʰ ə ŋ ˦˩
Phongxiô Philatô	f a w ŋ͡m ˧˧ s ɪ j ˧˧ ʔ o w ˧˧ f ɪ j ˧˧ l aː ˧˧ t o w ˧˧
Phongxiô Philatô	f ɔ ŋ ˧˧ s ɪ j ˧˧ ʔ o w ˧˧ f ɪ j ˧˧ l aː ˧˧ t o w ˧˧
Phu Tử	f ʊ w ˧˧ t ɨ ˧˨
Pháp	f aː p̚ ˦˧˥
Pháp Lan Tây	f aː p̚ ˦˧˥ l aː ŋ ˧˧ t ə j ˧˧
Pháp Luân Công	f aː p̚ ˦˧˥ l w ə ŋ ˧˧ k ə w ŋ͡m ˧˧
Pháp Luân Đại Pháp	f aː p̚ ˦˧˥ l w ə ŋ ˧˧ ʔ ɗ aː j ˨˩ ʔ f aː p̚ ˦˧˥
Pháp ngữ	f aː p̚ ˦˧˥ ŋ ɨ ˧˨
Pháp quốc	f aː p̚ ˦˧˥ k u ə k̚ ˦˧˥
Pháp thuộc	f aː p̚ ˦˧˥ tʰ u ə k̚ ˨˩ ʔ
Phây	f ə j ˧˧
Phí	f ɪ j ˨˩˦
Phó	f ɔ ˨˩˦
Phù Lá	f ʊ w ˦˩ l aː ˨˩˦
Phù Nam	f ʊ w ˦˩ n aː m ˧˧
Phù Tang	f ʊ w ˦˩ t aː ŋ ˧˧
Phù Yên	f ʊ w ˦˩ ʔ i ə ŋ ˧˧
Phù Đổng Thiên Vương	f ʊ w ˦˩ ʔ ɗ ə w ŋ͡m ˧˨ tʰ i ə ŋ ˧˧ v ɨ ə ŋ ˧˧
Phùng	f ʊ w ŋ͡m ˦˩
Phú Lãng Sa	f ʊ w ˨˩˦ l aː ŋ ˧˨ s aː ˧˧
Phú Lãng Sa	f ʊ w ˨˩˦ l aː ŋ ˧˨ ʂ aː ˧˧
Phú Quý	f ʊ w ˨˩˦ k w ɪ j ˨˩˦
Phú Quốc	f ʊ w ˨˩˦ k u ə k̚ ˦˧˥
Phú Sĩ	f ʊ w ˨˩˦ s ɪ j ˧˨
Phú Sĩ	f ʊ w ˨˩˦ ʂ ɪ j ˧˨
Phú Thọ	f ʊ w ˨˩˦ tʰ ɔ ˨˩ ʔ
Phú Vang	f ʊ w ˨˩˦ v aː ŋ ˧˧
Phú Xuân	f ʊ w ˨˩˦ s w ə ŋ ˧˧
Phú Yên	f ʊ w ˨˩˦ ʔ i ə ŋ ˧˧
Phúc	f ʊ w k͡p̚ ˦˧˥
Phúc Châu	f ʊ w k͡p̚ ˦˧˥ t͡ɕ ə w ˧˧
Phúc Kiến	f ʊ w k͡p̚ ˦˧˥ k i ə ŋ ˦˧˥
Phương	f ɨ ə ŋ ˧˧
Phước	f ɨ ə k̚ ˦˧˥
Phước Sơn	f ɨ ə k̚ ˦˧˥ s əː ŋ ˧˧
Phước Sơn	f ɨ ə k̚ ˦˧˥ ʂ əː ŋ ˧˧
Phượng	f ɨ ə ŋ ˨˩ ʔ
Phấn Trắng	f ə ŋ ˦˧˥ ʈ a ŋ ˦˧˥
Phần Lan	f ə ŋ ˦˩ l aː ŋ ˧˧
Phận	f ə ŋ ˨˩ ʔ
Phật	f ə k̚ ˨˩ ʔ
Phật Dược Sư	f ə k̚ ˨˩ ʔ j ɨ ə k̚ ˨˩ ʔ s ɨ ˧˧
Phật Dược Sư	f ə k̚ ˨˩ ʔ j ɨ ə k̚ ˨˩ ʔ ʂ ɨ ˧˧
Phật Lãng Sa	f ə k̚ ˨˩ ʔ l aː ŋ ˧˨ s aː ˧˧
Phật Lãng Sa	f ə k̚ ˨˩ ʔ l aː ŋ ˧˨ ʂ aː ˧˧
Phật giáo	f ə k̚ ˨˩ ʔ j aː w ˨˩˦
Phật tính	f ə k̚ ˨˩ ʔ t ɨ n ˦˧˥
Phật tử	f ə k̚ ˨˩ ʔ t ɨ ˧˨
Phật Đà	f ə k̚ ˨˩ ʔ ʔ ɗ aː ˦˩
Phật Đản	f ə k̚ ˨˩ ʔ ʔ ɗ aː ŋ ˧˨
Phố Mới	f o w ˨˩˦ m əː j ˨˩˦
Phổ	f o w ˧˨
Phổ Hiền	f o w ˧˨ h i ə ŋ ˦˩
Phục	f ʊ w k͡p̚ ˨˩ ʔ
Phục Hi	f ʊ w k͡p̚ ˨˩ ʔ h ɪ j ˧˧
Phục Hưng	f ʊ w k͡p̚ ˨˩ ʔ h ɨ ŋ ˧˧
Phục sinh	f ʊ w k͡p̚ ˨˩ ʔ s ɨ n ˧˧
Phục sinh	f ʊ w k͡p̚ ˨˩ ʔ ʂ ɨ n ˧˧
Phụng	f ʊ w ŋ͡m ˨˩ ʔ
Piô	p ɪ j ˧˧ ʔ o w ˧˧
Pleiku	p l ə j ˧˧ k ʊ w ˧˧
Pleiku	p əː ˦˩ l ə j ˧˧ k ʊ w ˧˧
Plây Ku	p l ə j ˧˧ k ʊ w ˧˧
Pu Péo	p ʊ w ˧˧ p ɛ w ˨˩˦
Q	k w əː ˦˩
Q	k w ɪ j ˧˧
Q	k ʊ w ˧˧
Quan Thế Âm	k w aː ŋ ˧˧ tʰ e j ˨˩˦ ʔ ə m ˧˧
Quan thoại	k w aː ŋ ˧˧ tʰ w aː j ˨˩ ʔ
Quan Âm	k w aː ŋ ˧˧ ʔ ə m ˧˧
Quang	k w aː ŋ ˧˧
Quách	k w a t̚ ˦˧˥
Quán Thế Âm	k w aː ŋ ˦˧˥ tʰ e j ˨˩˦ ʔ ə m ˧˧
Quân	k w ə ŋ ˧˧
Quân Giải phóng miền Nam Việt Nam	k w ə ŋ ˧˧ j aː j ˧˨ f a w ŋ͡m ˦˧˥ m i ə ŋ ˦˩ n aː m ˧˧ v i ə k̚ ˨˩ ʔ n aː m ˧˧
Quân Giải phóng miền Nam Việt Nam	k w ə ŋ ˧˧ j aː j ˧˨ f ɔ ŋ ˦˧˥ m i ə ŋ ˦˩ n aː m ˧˧ v i ə k̚ ˨˩ ʔ n aː m ˧˧
Quả Đất	k w aː ˧˨ ʔ ɗ ə k̚ ˦˧˥
Quảng	k w aː ŋ ˧˨
Quảng Bình	k w aː ŋ ˧˨ ʔ ɓ ɨ n ˦˩
Quảng Châu	k w aː ŋ ˧˨ t͡ɕ ə w ˧˧
Quảng Huế	k w aː ŋ ˧˨ h w e j ˨˩˦
Quảng Nam	k w aː ŋ ˧˨ n aː m ˧˧
Quảng Ngãi	k w aː ŋ ˧˨ ŋ aː j ˧˨
Quảng Ninh	k w aː ŋ ˧˨ n ɨ n ˧˧
Quảng Trị	k w aː ŋ ˧˨ ʈ ɪ j ˨˩ ʔ
Quảng Tây	k w aː ŋ ˧˨ t ə j ˧˧
Quảng Đà	k w aː ŋ ˧˨ ʔ ɗ aː ˦˩
Quảng Đông	k w aː ŋ ˧˨ ʔ ɗ ə w ŋ͡m ˧˧
Quận Cam	k w ə ŋ ˨˩ ʔ k aː m ˧˧
Quế	k w e j ˨˩˦
Quế Lâm	k w e j ˨˩˦ l ə m ˧˧
Quốc	k u ə k̚ ˦˧˥
Quốc dân Đảng	k u ə k̚ ˦˧˥ j ə ŋ ˧˧ ʔ ɗ aː ŋ ˧˨
Quốc âm	k u ə k̚ ˦˧˥ ʔ ə m ˧˧
R	ʐ əː ˦˩
R	ʔ ɛ ˧˧ ʐ əː ˦˩
Ruột khoang	ʐ u ə k̚ ˨˩ ʔ kʰ w aː ŋ ˧˧
Rút	ʐ ʊ k̚ ˦˧˥
Rơ Măm	ʐ əː ˧˧ m a m ˧˧
Rục	ʐ ʊ w k͡p̚ ˨˩ ʔ
S	s əː ˦˩
S	s əː ˦˩ n a ŋ ˨˩ ʔ
S	ʂ əː ˦˩
S	ʂ əː ˦˩ n a ŋ ˨˩ ʔ
S	ʔ ɛ t̚ ˦˧˥ s ɪ j ˦˩
S	ʔ ɛ t̚ ˦˧˥ ʂ ɪ j ˦˩
SYT	s əː ˧˨ ʔ ɪ j ˧˧ t e j ˨˩˦
