A	a
abhorează	a b h o r e̯ a z ə
abhorez	a b h o r e z
abhoreze	a b h o r e z e
abhorezi	a b h o r e zʲ
abhorând	a b h o r ɨ n d
abhoră	a b h o r ə
abhorăm	a b h o r ə m
abi	a b i
abia	a b i a
abia	a b j a
abietacee	a b i e t a t͡ʃ e e
abietaceea	a b i e t a t͡ʃ e e̯ a
abietaceei	a b i e t a t͡ʃ e e j
abietaceele	a b i e t a t͡ʃ e e l e
abietaceelor	a b i e t a t͡ʃ e e l o r
abietaceeo	a b i e t a t͡ʃ e e̯ o
abietinee	a b i e t i n e e
abietineea	a b i e t i n e e̯ a
abietineei	a b i e t i n e e j
abietineele	a b i e t i n e e l e
abietineelor	a b i e t i n e e l o r
abietineeo	a b i e t i n e e̯ o
abiia	a b i j a
abil	a b i l
abila	a b i l a
abile	a b i l e
abilei	a b i l e j
abilele	a b i l e l e
abilelor	a b i l e l o r
abili	a b i lʲ
abilii	a b i l i j
abililor	a b i l i l o r
abilita	a b i l i t a
abilitai	a b i l i t a j
abilitam	a b i l i t a m
abilitare	a b i l i t a r e
abilitarea	a b i l i t a r e̯ a
abilitareo	a b i l i t a r e̯ o
abilitară	a b i l i t a r ə
abilitarăm	a b i l i t a r ə m
abilitarăți	a b i l i t a r ə t͡sʲ
abilitase	a b i l i t a s e
abilitasem	a b i l i t a s e m
abilitaseră	a b i l i t a s e r ə
abilitaserăm	a b i l i t a s e r ə m
abilitaserăți	a b i l i t a s e r ə t͡sʲ
abilitaseși	a b i l i t a s e ʃʲ
abilitat	a b i l i t a t
abilitate	a b i l i t a t e
abilitatea	a b i l i t a t e̯ a
abilitateo	a b i l i t a t e̯ o
abilitau	a b i l i t a w
abilitași	a b i l i t a ʃʲ
abilitați	a b i l i t a t͡sʲ
abilitează	a b i l i t e̯ a z ə
abilitez	a b i l i t e z
abiliteze	a b i l i t e z e
abilitezi	a b i l i t e zʲ
abilitând	a b i l i t ɨ n d
abilită	a b i l i t ə
abilităm	a b i l i t ə m
abilitări	a b i l i t ə rʲ
abilitării	a b i l i t ə r i j
abilitările	a b i l i t ə r i l e
abilitărilor	a b i l i t ə r i l o r
abilități	a b i l i t ə t͡sʲ
abilității	a b i l i t ə t͡s i j
abilitățile	a b i l i t ə t͡s i l e
abilităților	a b i l i t ə t͡s i l o r
abilul	a b i l u l
abilului	a b i l u l u j
abilă	a b i l ə
abiogen	a b i o d͡ʒ e n
abiogena	a b i o d͡ʒ e n a
abiogene	a b i o d͡ʒ e n e
abiogenei	a b i o d͡ʒ e n e j
abiogenele	a b i o d͡ʒ e n e l e
abiogenelor	a b i o d͡ʒ e n e l o r
abiogeneza	a b i o d͡ʒ e n e z a
abiogeneze	a b i o d͡ʒ e n e z e
abiogenezei	a b i o d͡ʒ e n e z e j
abiogenezo	a b i o d͡ʒ e n e z o
abiogeneză	a b i o d͡ʒ e n e z ə
abiogeni	a b i o d͡ʒ e nʲ
abiogenii	a b i o d͡ʒ e n i j
abiogenilor	a b i o d͡ʒ e n i l o r
abiogenul	a b i o d͡ʒ e n u l
abiogenului	a b i o d͡ʒ e n u l u j
abiogenă	a b i o d͡ʒ e n ə
abiologia	a b i o l o d͡ʒ i a
abiologie	a b i o l o d͡ʒ i e
abiologiei	a b i o l o d͡ʒ i e j
abiologii	a b i o l o d͡ʒ i j
abiologio	a b i o l o d͡ʒ i o
abiotic	a b i o t i k
abiotica	a b i o t i k a
abiotice	a b i o t i t͡ʃ e
abioticei	a b i o t i t͡ʃ e j
abioticele	a b i o t i t͡ʃ e l e
abioticelor	a b i o t i t͡ʃ e l o r
abiotici	a b i o t i t͡ʃʲ
abioticii	a b i o t i t͡ʃ i j
abioticilor	a b i o t i t͡ʃ i l o r
abioticul	a b i o t i k u l
abioticului	a b i o t i k u l u j
abiotică	a b i o t i k ə
abiotrofia	a b i o t r o f i a
abiotrofic	a b i o t r o f i k
abiotrofica	a b i o t r o f i k a
abiotrofice	a b i o t r o f i t͡ʃ e
abiotroficei	a b i o t r o f i t͡ʃ e j
abiotroficele	a b i o t r o f i t͡ʃ e l e
abiotroficelor	a b i o t r o f i t͡ʃ e l o r
abiotrofici	a b i o t r o f i t͡ʃʲ
abiotroficii	a b i o t r o f i t͡ʃ i j
abiotroficilor	a b i o t r o f i t͡ʃ i l o r
abiotroficul	a b i o t r o f i k u l
abiotroficului	a b i o t r o f i k u l u j
abiotrofică	a b i o t r o f i k ə
abiotrofie	a b i o t r o f i e
abiotrofiei	a b i o t r o f i e j
abiotrofii	a b i o t r o f i j
abiotrofiile	a b i o t r o f i i l e
abiotrofiilor	a b i o t r o f i i l o r
abiotrofio	a b i o t r o f i o
abioza	a b i o z a
abioze	a b i o z e
abiozei	a b i o z e j
abiozele	a b i o z e l e
abiozelor	a b i o z e l o r
abiozo	a b i o z o
abioză	a b i o z ə
abis	a b i s
abisal	a b i s a l
abisala	a b i s a l a
abisale	a b i s a l e
abisalei	a b i s a l e j
abisalele	a b i s a l e l e
abisalelor	a b i s a l e l o r
abisali	a b i s a lʲ
abisalii	a b i s a l i j
abisalilor	a b i s a l i l o r
abisalul	a b i s a l u l
abisalului	a b i s a l u l u j
abisală	a b i s a l ə
abise	a b i s e
abisele	a b i s e l e
abiselor	a b i s e l o r
abisinian	a b i s i n i a n
abisiniana	a b i s i n i a n a
abisiniano	a b i s i n i a n o
abisinianul	a b i s i n i a n u l
abisinianule	a b i s i n i a n u l e
abisinianului	a b i s i n i a n u l u j
abisiniană	a b i s i n i a n ə
abisiniene	a b i s i n i e n e
abisinienei	a b i s i n i e n e j
abisinienele	a b i s i n i e n e l e
abisinienelor	a b i s i n i e n e l o r
abisinieni	a b i s i n i e nʲ
abisinienii	a b i s i n i e n i j
abisinienilor	a b i s i n i e n i l o r
abisul	a b i s u l
abisule	a b i s u l e
abisului	a b i s u l u j
abitația	a b i t a t͡s i a
abitație	a b i t a t͡s i e
abitației	a b i t a t͡s i e j
abitații	a b i t a t͡s i j
abitațiile	a b i t a t͡s i i l e
abitațiilor	a b i t a t͡s i i l o r
abitațio	a b i t a t͡s i o
abitațiune	a b i t a t͡s i u n e
abitațiune	a b i t a t͡s j u n e
abitațiunea	a b i t a t͡s i u n e̯ a
abitațiunea	a b i t a t͡s j u n e̯ a
abitațiuneo	a b i t a t͡s i u n e̯ o
abitațiuneo	a b i t a t͡s j u n e̯ o
abitațiuni	a b i t a t͡s i u nʲ
abitațiuni	a b i t a t͡s j u nʲ
abitațiunii	a b i t a t͡s i u n i j
abitațiunii	a b i t a t͡s j u n i j
abitațiunile	a b i t a t͡s i u n i l e
abitațiunile	a b i t a t͡s j u n i l e
abitațiunilor	a b i t a t͡s i u n i l o r
abitațiunilor	a b i t a t͡s j u n i l o r
abitir	a b i t i r
abject	a b ʒ e k t
abjecta	a b ʒ e k t a
abjecte	a b ʒ e k t e
abjectei	a b ʒ e k t e j
abjectele	a b ʒ e k t e l e
abjectelor	a b ʒ e k t e l o r
abjectul	a b ʒ e k t u l
abjectului	a b ʒ e k t u l u j
abjectă	a b ʒ e k t ə
abjecți	a b ʒ e k t͡sʲ
abjecția	a b ʒ e k t͡s i a
abjecție	a b ʒ e k t͡s i e
abjecției	a b ʒ e k t͡s i e j
abjecții	a b ʒ e k t͡s i j
abjecțiile	a b ʒ e k t͡s i i l e
abjecțiilor	a b ʒ e k t͡s i i l o r
abjecților	a b ʒ e k t͡s i l o r
abjecțio	a b ʒ e k t͡s i o
abjudec	a b ʒ u d e k
abjudeca	a b ʒ u d e k a
abjudecai	a b ʒ u d e k a j
abjudecam	a b ʒ u d e k a m
abjudecare	a b ʒ u d e k a r e
abjudecarea	a b ʒ u d e k a r e̯ a
abjudecareo	a b ʒ u d e k a r e̯ o
abjudecară	a b ʒ u d e k a r ə
abjudecarăm	a b ʒ u d e k a r ə m
abjudecarăți	a b ʒ u d e k a r ə t͡sʲ
abjudecase	a b ʒ u d e k a s e
abjudecasem	a b ʒ u d e k a s e m
abjudecaseră	a b ʒ u d e k a s e r ə
abjudecaserăm	a b ʒ u d e k a s e r ə m
abjudecaserăți	a b ʒ u d e k a s e r ə t͡sʲ
abjudecaseși	a b ʒ u d e k a s e ʃʲ
abjudecat	a b ʒ u d e k a t
abjudecau	a b ʒ u d e k a w
abjudecași	a b ʒ u d e k a ʃʲ
abjudecați	a b ʒ u d e k a t͡sʲ
abjudece	a b ʒ u d e t͡ʃ e
abjudeci	a b ʒ u d e t͡ʃʲ
abjudecând	a b ʒ u d e k ɨ n d
abjudecă	a b ʒ u d e k ə
abjudecăm	a b ʒ u d e k ə m
abjudecări	a b ʒ u d e k ə rʲ
abjudecării	a b ʒ u d e k ə r i j
abjudecările	a b ʒ u d e k ə r i l e
abjudecărilor	a b ʒ u d e k ə r i l o r
abjur	a b ʒ u r
abjura	a b ʒ u r a
abjurai	a b ʒ u r a j
abjuram	a b ʒ u r a m
abjurare	a b ʒ u r a r e
abjurarea	a b ʒ u r a r e̯ a
abjurareo	a b ʒ u r a r e̯ o
abjurară	a b ʒ u r a r ə
abjurarăm	a b ʒ u r a r ə m
abjurarăți	a b ʒ u r a r ə t͡sʲ
abjurase	a b ʒ u r a s e
abjurasem	a b ʒ u r a s e m
abjuraseră	a b ʒ u r a s e r ə
abjuraserăm	a b ʒ u r a s e r ə m
abjuraserăți	a b ʒ u r a s e r ə t͡sʲ
abjuraseși	a b ʒ u r a s e ʃʲ
abjurat	a b ʒ u r a t
abjurata	a b ʒ u r a t a
abjurate	a b ʒ u r a t e
abjuratei	a b ʒ u r a t e j
abjuratele	a b ʒ u r a t e l e
abjuratelor	a b ʒ u r a t e l o r
abjuratul	a b ʒ u r a t u l
abjuratului	a b ʒ u r a t u l u j
abjurată	a b ʒ u r a t ə
abjurau	a b ʒ u r a w
abjurași	a b ʒ u r a ʃʲ
abjurați	a b ʒ u r a t͡sʲ
abjurații	a b ʒ u r a t͡s i j
abjuraților	a b ʒ u r a t͡s i l o r
abjure	a b ʒ u r e
abjuri	a b ʒ u rʲ
abjurând	a b ʒ u r ɨ n d
abjură	a b ʒ u r ə
abjurăm	a b ʒ u r ə m
abjurări	a b ʒ u r ə rʲ
abjurării	a b ʒ u r ə r i j
abjurările	a b ʒ u r ə r i l e
abjurărilor	a b ʒ u r ə r i l o r
abjurătoare	a b ʒ u r ə t o̯ a r e
abjurătoarea	a b ʒ u r ə t o̯ a r e̯ a
abjurătoarei	a b ʒ u r ə t o̯ a r e j
abjurătoarele	a b ʒ u r ə t o̯ a r e l e
abjurătoarelor	a b ʒ u r ə t o̯ a r e l o r
abjurător	a b ʒ u r ə t o r
abjurători	a b ʒ u r ə t o rʲ
abjurătorii	a b ʒ u r ə t o r i j
abjurătorilor	a b ʒ u r ə t o r i l o r
abjurătorul	a b ʒ u r ə t o r u l
abjurătorului	a b ʒ u r ə t o r u l u j
ablacta	a b l a k t a
ablactai	a b l a k t a j
ablactam	a b l a k t a m
ablactare	a b l a k t a r e
ablactarea	a b l a k t a r e̯ a
ablactareo	a b l a k t a r e̯ o
ablactară	a b l a k t a r ə
ablactarăm	a b l a k t a r ə m
ablactarăți	a b l a k t a r ə t͡sʲ
ablactase	a b l a k t a s e
ablactasem	a b l a k t a s e m
ablactaseră	a b l a k t a s e r ə
ablactaserăm	a b l a k t a s e r ə m
ablactaserăți	a b l a k t a s e r ə t͡sʲ
ablactaseși	a b l a k t a s e ʃʲ
ablactat	a b l a k t a t
ablactau	a b l a k t a w
ablactași	a b l a k t a ʃʲ
ablactați	a b l a k t a t͡sʲ
ablactația	a b l a k t a t͡s i a
ablactație	a b l a k t a t͡s i e
ablactației	a b l a k t a t͡s i e j
ablactațiile	a b l a k t a t͡s i i l e
ablactațiilor	a b l a k t a t͡s i i l o r
ablactațio	a b l a k t a t͡s i o
ablactează	a b l a k t e̯ a z ə
ablactez	a b l a k t e z
ablacteze	a b l a k t e z e
ablactezi	a b l a k t e zʲ
ablactând	a b l a k t ɨ n d
ablactă	a b l a k t ə
ablactăm	a b l a k t ə m
ablactări	a b l a k t ə rʲ
ablactării	a b l a k t ə r i j
ablativ	a b l a t i v
ablative	a b l a t i v e
ablativele	a b l a t i v e l e
ablativelor	a b l a t i v e l o r
ablativul	a b l a t i v u l
ablativule	a b l a t i v u l e
ablativului	a b l a t i v u l u j
ablaut	a b l a w t
ablautul	a b l a w t u l
ablautule	a b l a w t u l e
ablautului	a b l a w t u l u j
ablauturi	a b l a w t u rʲ
ablauturile	a b l a w t u r i l e
ablauturilor	a b l a w t u r i l o r
ablația	a b l a t͡s i a
ablație	a b l a t͡s i e
ablației	a b l a t͡s i e j
ablațiile	a b l a t͡s i i l e
ablațiilor	a b l a t͡s i i l o r
ablațio	a b l a t͡s i o
ablațiune	a b l a t͡s i u n e
ablațiune	a b l a t͡s j u n e
ablațiunea	a b l a t͡s i u n e̯ a
ablațiunea	a b l a t͡s j u n e̯ a
ablațiuneo	a b l a t͡s i u n e̯ o
ablațiuneo	a b l a t͡s j u n e̯ o
ablațiuni	a b l a t͡s i u nʲ
ablațiuni	a b l a t͡s j u nʲ
ablațiunii	a b l a t͡s i u n i j
ablațiunii	a b l a t͡s j u n i j
ablațiunile	a b l a t͡s i u n i l e
ablațiunile	a b l a t͡s j u n i l e
ablațiunilor	a b l a t͡s i u n i l o r
ablațiunilor	a b l a t͡s j u n i l o r
ablefaria	a b l e f a r i a
ablefarie	a b l e f a r i e
ablefariei	a b l e f a r i e j
ablefarii	a b l e f a r i j
ablefariile	a b l e f a r i i l e
ablefariilor	a b l e f a r i i l o r
ablefario	a b l e f a r i o
ablegat	a b l e ɡ a t
ablegatul	a b l e ɡ a t u l
ablegatule	a b l e ɡ a t u l e
ablegatului	a b l e ɡ a t u l u j
ablegați	a b l e ɡ a t͡sʲ
ablegații	a b l e ɡ a t͡s i j
ablegaților	a b l e ɡ a t͡s i l o r
ablepsia	a b l e p s i a
ablepsie	a b l e p s i e
ablepsiei	a b l e p s i e j
ablepsii	a b l e p s i j
ablepsiile	a b l e p s i i l e
ablepsiilor	a b l e p s i i l o r
ablepsio	a b l e p s i o
abluțiune	a b l u t͡s i u n e
abluțiune	a b l u t͡s j u n e
abluțiunea	a b l u t͡s i u n e̯ a
abluțiunea	a b l u t͡s j u n e̯ a
abluțiuneo	a b l u t͡s i u n e̯ o
abluțiuneo	a b l u t͡s j u n e̯ o
abluțiuni	a b l u t͡s i u nʲ
abluțiuni	a b l u t͡s j u nʲ
abluțiunii	a b l u t͡s i u n i j
abluțiunii	a b l u t͡s j u n i j
abluțiunile	a b l u t͡s i u n i l e
abluțiunile	a b l u t͡s j u n i l e
abluțiunilor	a b l u t͡s i u n i l o r
abluțiunilor	a b l u t͡s j u n i l o r
abneagă	a b n e̯ a ɡ ə
abneg	a b n e ɡ
abnega	a b n e ɡ a
abnegai	a b n e ɡ a j
abnegam	a b n e ɡ a m
abnegare	a b n e ɡ a r e
abnegarea	a b n e ɡ a r e̯ a
abnegareo	a b n e ɡ a r e̯ o
abnegară	a b n e ɡ a r ə
abnegarăm	a b n e ɡ a r ə m
abnegarăți	a b n e ɡ a r ə t͡sʲ
abnegase	a b n e ɡ a s e
abnegasem	a b n e ɡ a s e m
abnegaseră	a b n e ɡ a s e r ə
abnegaserăm	a b n e ɡ a s e r ə m
abnegaserăți	a b n e ɡ a s e r ə t͡sʲ
abnegaseși	a b n e ɡ a s e ʃʲ
abnegat	a b n e ɡ a t
abnegau	a b n e ɡ a w
abnegași	a b n e ɡ a ʃʲ
abnegați	a b n e ɡ a t͡sʲ
abnegația	a b n e ɡ a t͡s i a
abnegație	a b n e ɡ a t͡s i e
abnegației	a b n e ɡ a t͡s i e j
abnegații	a b n e ɡ a t͡s i j
abnegațiile	a b n e ɡ a t͡s i i l e
abnegațiilor	a b n e ɡ a t͡s i i l o r
abnegațio	a b n e ɡ a t͡s i o
abnegațiune	a b n e ɡ a t͡s i u n e
abnegațiune	a b n e ɡ a t͡s j u n e
abnegațiunea	a b n e ɡ a t͡s i u n e̯ a
abnegațiunea	a b n e ɡ a t͡s j u n e̯ a
abnegațiuneo	a b n e ɡ a t͡s i u n e̯ o
abnegațiuneo	a b n e ɡ a t͡s j u n e̯ o
abnegațiuni	a b n e ɡ a t͡s i u nʲ
abnegațiuni	a b n e ɡ a t͡s j u nʲ
abnegațiunii	a b n e ɡ a t͡s i u n i j
abnegațiunii	a b n e ɡ a t͡s j u n i j
abnegațiunile	a b n e ɡ a t͡s i u n i l e
abnegațiunile	a b n e ɡ a t͡s j u n i l e
abnegațiunilor	a b n e ɡ a t͡s i u n i l o r
abnegațiunilor	a b n e ɡ a t͡s j u n i l o r
abnege	a b n e d͡ʒ e
abnegi	a b n e d͡ʒʲ
abnegând	a b n e ɡ ɨ n d
abnegă	a b n e ɡ ə
abnegăm	a b n e ɡ ə m
abnegări	a b n e ɡ ə rʲ
abnegării	a b n e ɡ ə r i j
abnegările	a b n e ɡ ə r i l e
abnegărilor	a b n e ɡ ə r i l o r
abnorm	a b n o r m
abnorma	a b n o r m a
abnorme	a b n o r m e
abnormei	a b n o r m e j
abnormele	a b n o r m e l e
abnormelor	a b n o r m e l o r
abnormi	a b n o r mʲ
abnormii	a b n o r m i j
abnormilor	a b n o r m i l o r
abnormitate	a b n o r m i t a t e
abnormitatea	a b n o r m i t a t e̯ a
abnormitateo	a b n o r m i t a t e̯ o
abnormități	a b n o r m i t ə t͡sʲ
abnormității	a b n o r m i t ə t͡s i j
abnormitățile	a b n o r m i t ə t͡s i l e
abnormităților	a b n o r m i t ə t͡s i l o r
abnormul	a b n o r m u l
abnormului	a b n o r m u l u j
abnormă	a b n o r m ə
abolea	a b o l e̯ a
aboleai	a b o l e̯ a j
aboleam	a b o l e̯ a m
abolească	a b o l e̯ a s k ə
aboleau	a b o l e̯ a w
aboleați	a b o l e̯ a t͡sʲ
abolesc	a b o l e s k
abolește	a b o l e ʃ t e
abolești	a b o l e ʃ tʲ
aboli	a b o l i
abolii	a b o l i j
abolim	a b o l i m
abolind	a b o l i n d
abolire	a b o l i r e
abolirea	a b o l i r e̯ a
abolireo	a b o l i r e̯ o
aboliri	a b o l i rʲ
abolirii	a b o l i r i j
abolirile	a b o l i r i l e
abolirilor	a b o l i r i l o r
aboliră	a b o l i r ə
abolirăm	a b o l i r ə m
abolirăți	a b o l i r ə t͡sʲ
abolise	a b o l i s e
abolisem	a b o l i s e m
aboliseră	a b o l i s e r ə
aboliserăm	a b o l i s e r ə m
aboliserăți	a b o l i s e r ə t͡sʲ
aboliseși	a b o l i s e ʃʲ
abolit	a b o l i t
aboliși	a b o l i ʃʲ
aboliți	a b o l i t͡sʲ
abominabil	a b o m i n a b i l
abordaj	a b o r d a ʒ
abreviație	a b r e v i a t͡s i e
abreviere	a b r e v i e r e
abroga	a b r o ɡ a
abrupt	a b r u p t
abrutiza	a b r u t i z a
absent	a b s e n t
absent	a p s e n t
absență	a b s e n t͡s ə
absolut	a b s o l u t
absolutist	a b s o l u t i s t
absolutiza	a b s o l u t i z a
absorbeam	a b s o r b e̯ a m
absorbi	a b s o r b i
absorbit	a b s o r b i t
abstract	a b s t r a k t
absurd	a b s u r d
abumarkub	a b u m a r k u b
abunda	a b u n d a
abundent	a b u n d e n t
abur	a b u r
aburca	a b u r k a
aburi	a b u r i
aburi	a b u rʲ
abuz	a b u z
abuza	a b u z a
abătea	a b ə t e̯ a
abăteai	a b ə t e̯ a j
abăteam	a b ə t e̯ a m
abăteau	a b ə t e̯ a w
abăteați	a b ə t e̯ a t͡sʲ
abătu	a b ə t u
abătui	a b ə t u j
abătură	a b ə t u r ə
abăturăm	a b ə t u r ə m
abăturăți	a b ə t u r ə t͡sʲ
abătuse	a b ə t u s e
abătusem	a b ə t u s e m
abătuseră	a b ə t u s e r ə
abătuserăm	a b ə t u s e r ə m
abătuserăți	a b ə t u s e r ə t͡sʲ
abătuseși	a b ə t u s e ʃʲ
abătut	a b ə t u t
abătuta	a b ə t u t a
abătute	a b ə t u t e
abătutei	a b ə t u t e j
abătutele	a b ə t u t e l e
abătutelor	a b ə t u t e l o r
abătutul	a b ə t u t u l
abătutului	a b ə t u t u l u j
abătută	a b ə t u t ə
abătuși	a b ə t u ʃʲ
abătuți	a b ə t u t͡sʲ
abătuții	a b ə t u t͡s i j
abătuților	a b ə t u t͡s i l o r
abătând	a b ə t ɨ n d
abține	a b t͡s i n e
abținut	a b t͡s i n u t
ac	a k
acadea	a k a d e̯ a
academic	a k a d e m i k
academică	a k a d e m i k ə
acaju	a k a ʒ u
acantoză	a k a n t o z ə
acar	a k a r
acarinată	a k a r i n a t ə
acarniță	a k a r n i t͡s ə
acas'	a k a s
acasă	a k a s ə
accea	a k t͡ʃ e̯ a
accede	a k t͡ʃ e d e
accedere	a k t͡ʃ e d e r e
accelera	a k t͡ʃ e l e r a
accelerasem	a k t͡ʃ e l e r a s e m
accelerat	a k t͡ʃ e l e r a t
accelerând	a k t͡ʃ e l e r ɨ n d
accent	a k t͡ʃ e n t
accente	a k t͡ʃ e n t e
accepta	a k t͡ʃ e p t a
acces	a k t͡ʃ e s
accese	a k t͡ʃ e s e
accesibil	a k t͡ʃ e s i b i l
accidental	a k t͡ʃ i d e n t a l
acea	a t͡ʃ e̯ a
aceasta	a t͡ʃ e̯ a s t a
această	a t͡ʃ a s t ə
aceeași	a t͡ʃ e e̯ a ʃʲ
aceeași	a t͡ʃ e j a ʃʲ
acei	a t͡ʃ e j
aceiași	a t͡ʃ e j a ʃʲ
acel	a t͡ʃ e l
acela	a t͡ʃ e l a
același	a t͡ʃ e l a ʃʲ
acele	a t͡ʃ e l e
aceleași	a t͡ʃ e l e̯ a ʃʲ
acelei	a t͡ʃ e l e j
aceleiași	a t͡ʃ e l e j a ʃʲ
acelor	a t͡ʃ e l o r
acelorași	a t͡ʃ e l o r a ʃʲ
acelui	a t͡ʃ e l u j
aceluiași	a t͡ʃ e l u j a ʃʲ
acera	a t͡ʃ e r a
aceră	a t͡ʃ e r ə
acest	a t͡ʃ e s t
acesta	a t͡ʃ e s t a
acestea	a t ʃ e s t e̯ a
acesteia	a t͡ʃ e s t e j a
acestora	a t͡ʃ e s t o r a
acestuia	a t͡ʃ e s t u j a
acetic	a t͡ʃ e t i k
acetil	a t͡ʃ e t i l
acetilsalicilic	a t͡ʃ e t i l s a l i t͡ʃ i l i k
acești	a t͡ʃ e ʃ tʲ
aceștia	a t͡ʃ e ʃ t j a
achenă	a k e n ə
achita	a k i t a
achiziție	a k i z i t͡s i e
achiziționare	a k i z i t͡s i o n a r e
aci	a t͡ʃ i
acidifica	a t͡ʃ i d i f i k a
acidula	a t͡ʃ i d u l a
acira	a t͡ʃ i r a
aciua	a t͡ʃʲ u a
aclama	a k l a m a
aclimata	a k l i m a t a
acoladă	a k o l a d ə
acolo	a k o l o
acoperi	a k o p e r i
acoperit	a k o p e r i t
acorda	a k o r d a
acre	a k r e
acrea	a k r e̯ a
acreală	a k r e̯ a l ə
acredita	a k r e d i t a
acrescământ	a k r e s k ə m ɨ n t
acri	a k r i
acrilic	a k r i l i k
acrișor	a k r i ʃ o r
acromatic	a k r o m a t i k
acru	a k r u
act	a k t
activ	a k t i v
activa	a k t i v a
activație	a k t i v a t͡s i e
actor	a k t o r
actualiza	a k t u a l i z a
actuar	a k t u a r
acultura	a k u l t u r a
acum	a k u m
acuma	a k u m a
acumula	a k u m u l a
acuza	a k u z a
acuzat	a k u z a t
acuzație	a k u z a t͡s i e
acvatic	a k v a t i k
acvilidă	a k v i l i d ə
acăriță	a k ə r i t͡s ə
acătării	a k ə t ə r i j
acționa	a k t͡s j o n a
adaliu	a d a l i w
adapta	a d a p t a
adaptabil	a d a p t a b i l
ademană	a d e m a n ə
ademeneală	a d e m e n e̯ a l ə
ademeni	a d e m e n i
ademenire	a d e m e n i r e
adenină	a d e n i n ə
adera	a d e r a
adere	a d e r e
aderă	a d e r ə
adesea	a d e s e̯ a
adeseori	a d e s e o rʲ
adevăr	a d e v ə r
adevărat	a d e v ə r a t
adevăruri	a d e v ə r u rʲ
adia	a d i a
adictiv	a d i k t i v
adicție	a d i k t͡s i e
adineauri	a d i n e̯ a u rʲ
adinte	a d i n t e
adio	a d i o
adjectival	a d ʒ e k t i v a l
adjudeca	a d ʒ u d e k a
administra	a d m i n i s t r a
administrativ	a d m i n i s t r a t i v
administratoare	a d m i n i s t r a t o̯ a r e
administrator	a d m i n i s t r a t o r
administrație	a d m i n i s t r a t͡s i e
administrații	a d m i n i s t r a t͡s iː
admira	a d m i r a
admirație	a d m i r a t͡s i e
admisibil	a d m i s i b i l
admite	a d m i t e
adnota	a d n o t a
adopta	a d o p t a
adora	a d o r a
adorabil	a d o r a b i l
adorat	a d o r a t
adorator	a d o r a t o r
adorație	a d o r a t͡s i e
adormi	a d o r m i
adormit	a d o r m i t
aduce	a d u t͡ʃ e
aducere	a d u t͡ʃ e r e
aduct	a d u k t
aducătoare	a d u k ə t o̯ a r e
adula	a d u l a
adular	a d u l a r
adulmeca	a d u l m e k a
adult	a d u l t
adulte	a d u l t e
adultera	a d u l t e r a
aduna	a d u n a
adunător	a d u n ə t o r
adverb	a d v e r b
adverbe	a d v e r b e
adverbial	a d v e r b i a l
adânc	a d ɨ n k
adâncat	a d ɨ n k a t
adânci	a d ɨ n t͡ʃ i
adânci	a d ɨ n t͡ʃʲ
adâncit	a d ɨ n t͡ʃ i t
adăpa	a d ə p a
adăpostit	a d ə p o s t i t
adăsta	a d ə s t a
adăuga	a d ə u ɡ a
adăugând	a d ə w ɡ ɨ n d
aed	a e d
aer	a j e r
aera	a e r a
afacere	a f a t͡ʃ e r e
afar'	a f a r
afară	a f a r ə
afemeiat	a f e m e j a t
aferim	a f e r i m
afgan	a f ɡ a n
afină	a f i n ə
afirma	a f i r m a
afiș	a f i ʃ
afișa	a f i ʃ a
afișabil	a f i ʃ a b i l
afișaj	a f i ʃ a ʒ
afla	a f l a
afront	a f r o n t
afuma	a f u m a
afund	a f u n d
afunda	a f u n d a
afurisit	a f u r i s i t
afâna	a f ɨ n a
agapă	a ɡ a p ə
agat	a ɡ a t
agente	a d͡ʒ e n t e
ager	a d͡ʒ e r
agiotaj	a d͡ʒ j o t a ʒ
agita	a d͡ʒ i t a
aglomerat	a ɡ l o m e r a t
aglomerație	a ɡ l o m e r a t͡s i e
agonisi	a ɡ o n i s i
agoniza	a ɡ o n i z a
agrafă	a ɡ r a f ə
agrava	a ɡ r a v a
agrega	a ɡ r e ɡ a
agregare	a ɡ r e ɡ a r e
agresiv	a ɡ r e s i v
agricol	a ɡ r i k o l
agricultor	a ɡ r i k u l t o r
agrimensor	a ɡ r i m e n s o r
agrișă	a ɡ r i ʃ ə
agronom	a ɡ r o n o m
agronoma	a ɡ r o n o m a
agronomă	a ɡ r o n o m ə
agru	a ɡ r u
agrăi	a ɡ r ə i
agura	a ɡ u r a
aguridă	a ɡ u r i d ə
agust	a ɡ u s t
agăța	a ɡ ə t͡s a
agățat	a ɡ ə t͡s a t
ai	a j
aia	a j a
aicea	a i t͡ʃ e̯ a
aici	a i t͡ʃʲ
aidoma	a i d o m a
aiepta	a j e p t a
aiest	a j e s t
aievea	a j e v e̯ a
ainte	a i n t e
aior	a j o r
aisberg	a j s b e r ɡ
aiura	a j u r a
aiurea	a j u r e̯ a
aiurit	a j u r i t
ajuna	a ʒ u n a
ajunge	a ʒ u n d͡ʒ e
ajungând	a ʒ u n ɡ ɨ n d
ajuta	a ʒ u t a
ajutător	a ʒ u t ə t o r
al	a l
alac	a l a k
alamă	a l a m ə
alarma	a l a r m a
alb	a l b
alba	a l b a
albastru	a l b a s t r u
albatros	a l b a t r o s
albe	a l b e
albea	a l b e̯ a
albedo	a l b e d o
albi	a l b i
albi	a l bʲ
