あ	a̠
ずっこける	d͡z ɨ k̚ k o̞ k e̞ ɾ ɯ̟
ずっしり	d͡z ɨ ɕː i ɾʲ i
ずっと	d͡z ɨ t̚ t o̞
ずつ	d͡z ɨ t͡s ɨ
ずつき	d͡z ɨ t͡s ɨ kʲ i
ずどん	d͡z ɨ d õ̞ ɴ
ずに	d͡z ɨ ɲ̟ i
ずばずば	d͡z ɨ b a̠ z ɨ b a̠
ずばり	d͡z ɨ b a̠ ɾʲ i
ずぶ	d͡z ɨ b ɯ̟
ずぼら	d͡z ɨ b o̞ ɾ a̠
ずぼん	d͡z ɨ b õ̞ ɴ
ずみ	d͡z ɨ mʲ i
ずら	d͡z ɨ ɾ a̠
ずらかる	d͡z ɨ ɾ a̠ k a̠ ɾ ɯ̟
ずらす	d͡z ɨ ɾ a̠ s ɨ
ずらり	d͡z ɨ ɾ a̠ ɾʲ i
ずりばい	d͡z ɨ ɾʲ i b a̠ i
ずる	d͡z ɨ ɾ ɯ̟
ずるい	d͡z ɨ ɾ ɯ̟ i
ずるずる	d͡z ɨ ɾ ɯ̟ z ɨ ɾ ɯ̟
ずれる	d͡z ɨ ɾ e̞ ɾ ɯ̟
ずんぐりむっくり	d͡z ɨ̃ ŋ ɡ ɯ̟ ɾʲ i m ɯ̟ k̚ k ɯ̟ ɾʲ i
ずんずん	d͡z ɨ̃ n d͡z ɨ̃ ɴ
ずんだ	d͡z ɨ̃ n d a̠
ずんだもち	d͡z ɨ̃ n d a̠ m o̞ t͡ɕ i
ずんちゃか	d͡z ɨ̃ ɲ̟ t͡ɕ a̠ k a̠
ずんどこ	d͡z ɨ̃ n d o̞ k o̞
せ	s e̞
せあぶら	s e̞ a̠ b ɯ̟ ɾ a̠
せい	s e̞ː
せいし	s e̞ː ɕ i
せいじんむけ	s e̞ː ʑ ĩ mː ɯ̟ k e̞
せいせい	s e̞ː s e̞ː
せいぞろい	s e̞ː z o̞ ɾ o̞ i
せいたん	s e̞ː t ã̠ ɴ
せうゆ	ɕ o̞ː j ɯ̟
せえの	s e̞ː n o̞
せかす	s e̞ k a̠ s ɨ
せかせか	s e̞ k a̠ s e̞ k a̠
せかせる	s e̞ k a̠ s e̞ ɾ ɯ̟
せからしい	s e̞ k a̠ ɾ a̠ ɕ iː
せからしか	s e̞ k a̠ ɾ a̠ ɕ i k a̠
せがむ	s e̞ ɡ a̠ m ɯ̟
せきとめる	s e̞ kʲ i t o̞ m e̞ ɾ ɯ̟
せきのやま	s e̞ kʲ i n o̞ j a̠ m a̠
せく	s e̞ k ɯ̟
せぐりあげる	s e̞ ɡ ɯ̟ ɾʲ i a̠ ɡ e̞ ɾ ɯ̟
せこい	s e̞ k o̞ i
せしめる	s e̞ ɕ i m e̞ ɾ ɯ̟
せず	s e̞ z ɨ
せせらぎ	s e̞ s e̞ ɾ a̠ ɡʲ i
せっかち	s e̞ k̚ k a̠ t͡ɕ i
せっせと	s e̞ sː e̞ t o̞
せとか	s e̞ t o̞ k a̠
せどり	s e̞ d o̞ ɾʲ i
せな	s e̞ n a̠
せぬ	s e̞ n ɯ̟
せばまる	s e̞ b a̠ m a̠ ɾ ɯ̟
せばめる	s e̞ b a̠ m e̞ ɾ ɯ̟
せびる	s e̞ bʲ i ɾ ɯ̟
せびれ	s e̞ bʲ i ɾ e̞
せむ	s e̞ m ɯ̟
せめ	s e̞ m e̞
せめうま	s e̞ m e̞ ɯ̟ m a̠
せめぎあう	s e̞ m e̞ ɡʲ i a̠ ɯ̟
せめく	s e̞ m e̞ k ɯ̟
せめて	s e̞ m e̞ t e̞
せよ	s e̞ j o̞
せられる	s e̞ ɾ a̠ ɾ e̞ ɾ ɯ̟
せり	s e̞ ɾʲ i
せりうり	s e̞ ɾʲ i ɯ̟ ɾʲ i
せりだす	s e̞ ɾʲ i d a̠ s ɨ
せる	s e̞ ɾ ɯ̟
せん	s ẽ̞ ɴ
せんえき	s ẽ̞ ɰ̃ e̞ kʲ i
せんし	s ẽ̞ ɰ̃ ɕ i
せんせー	s ẽ̞ ɰ̃ s e̞ː
せんびき	s ẽ̞ m bʲ i kʲ i
せんみょうがき	s ẽ̞ mʲː o̞ː ɡ a̠ kʲ i
せ゚	t͡s e̞
ぜ	d͡z e̞
ぜいご	d͡z e̞ː ɡ o̞
ぜんご	d͡z ẽ̞ ŋ ɡ o̞
ぜんふり	d͡z ẽ̞ ɰ̃ ɸ ɯ̟ ɾʲ i
そ	s o̞
そい	s o̞ i
そいつ	s o̞ i t͡s ɨ
そいつら	s o̞ i t͡s ɨ ɾ a̠
そう	s o̞ː
そういう	s o̞ː j ɯ̟ː
そうこう	s o̞ː k o̞ː
そうして	s o̞ː ɕ i̥ t e̞
そうず	s o̞ː z ɨ
そうそう	s o̞ː s o̞ː
そがん	s o̞ ɡ ã̠ ɴ
そぎゃん	s o̞ ɡʲ ã̠ ɴ
そくいき	s o̞ k ɯ̟ i kʲ i
そこ	s o̞ k o̞
そこあげ	s o̞ k o̞ a̠ ɡ e̞
そこかしこ	s o̞ k o̞ k a̠ ɕ i k o̞
そこはかとない	s o̞ k o̞ h a̠ k a̠ t o̞ n a̠ i
そこみえ	s o̞ k o̞ mʲ i e̞
そこらへん	s o̞ k o̞ ɾ a̠ h ẽ̞ ɴ
そしたら	s o̞ ɕ i̥ t a̠ ɾ a̠
そして	s o̞ ɕ i̥ t e̞
そそ	s o̞ s o̞
そそかしい	s o̞ s o̞ k a̠ ɕ iː
そそくさ	s o̞ s o̞ k ɯ̟ s a̠
そそっかしい	s o̞ s o̞ k̚ k a̠ ɕ i i
そそる	s o̞ s o̞ ɾ ɯ̟
そぞろ	s o̞ z o̞ ɾ o̞
そだちざかり	s o̞ d a̠ t͡ɕ i z a̠ k a̠ ɾʲ i
そちのけ	s o̞ t͡ɕ i n o̞ k e̞
そちら	s o̞ t͡ɕ i ɾ a̠
そっから	s o̞ k̚ k a̠ ɾ a̠
そっくり	s o̞ k̚ k ɯ̟ ɾʲ i
そっくりさん	s o̞ k̚ k ɯ̟ ɾʲ i s ã̠ ɴ
そっち	s o̞ t̚ t͡ɕ i
そっちのけ	s o̞ t̚ t͡ɕ i n o̞ k e̞
そっと	s o̞ t̚ t o̞
そっぽ	s o̞ p̚ p o̞
そつ	s o̞ t͡s ɨ
そとぎ	s o̞ t o̞ ɡʲ i
そとはね	s o̞ t o̞ h a̠ n e̞
そとばこ	s o̞ t o̞ b a̠ k o̞
そとまわり	s o̞ t o̞ m a̠ β̞ a̠ ɾʲ i
そない	s o̞ n a̠ i
そなた	s o̞ n a̠ t a̠
そね	s o̞ n e̞
その	s o̞ n o̞
そのばしのぎ	s o̞ n o̞ b a̠ ɕ i n o̞ ɡʲ i
そびえる	s o̞ bʲ i e̞ ɾ ɯ̟
そぼろ	s o̞ b o̞ ɾ o̞
そめもの	s o̞ m e̞ m o̞ n o̞
そもそも	s o̞ m o̞ s o̞ m o̞
そやつ	s o̞ j a̠ t͡s ɨ
そゆ	s o̞ j ɯ̟
そよがす	s o̞ j o̞ ɡ a̠ s ɨ
そよぐ	s o̞ j o̞ ɡ ɯ̟
そよそよ	s o̞ j o̞ s o̞ j o̞
そらごと	s o̞ ɾ a̠ ɡ o̞ t o̞
そらめ	s o̞ ɾ a̠ m e̞
それ	s o̞ ɾ e̞
それきり	s o̞ ɾ e̞ kʲ i ɾʲ i
それぞれ	s o̞ ɾ e̞ z o̞ ɾ e̞
それっきり	s o̞ ɾ e̞ k̚ʲ kʲ i ɾʲ i
それっぽい	s o̞ ɾ e̞ p̚ p o̞ i
それでも	s o̞ ɾ e̞ d e̞ m o̞
それとも	s o̞ ɾ e̞ t o̞ m o̞
それなり	s o̞ ɾ e̞ n a̠ ɾʲ i
それほど	s o̞ ɾ e̞ h o̞ d o̞
それゆけ	s o̞ ɾ e̞ j ɯ̟ k e̞
それらしい	s o̞ ɾ e̞ ɾ a̠ ɕ iː
そろそろ	s o̞ ɾ o̞ s o̞ ɾ o̞
そろり	s o̞ ɾ o̞ ɾʲ i
そわか	s o̞ β̞ a̠ k a̠
そわそわ	s o̞ β̞ a̠ s o̞ β̞ a̠
そんな	s õ̞ nː a̠
そんなに	s õ̞ nː a̠ ɲ̟ i
ぞ	d͡z o̞
ぞい	d͡z o̞ i
ぞうきんがけ	d͡z o̞ː kʲ ĩ ŋ ɡ a̠ k e̞
ぞえ	d͡z o̞ e̞
ぞくぞく	d͡z o̞ k ɯ̟ z o̞ k ɯ̟
ぞっこん	d͡z o̞ k̚ k õ̞ ɴ
ぞろぞろ	d͡z o̞ ɾ o̞ z o̞ ɾ o̞
た	t a̠
たい	t a̠ i
たいげんどめ	t a̠ i ɡ ẽ̞ n d o̞ m e̞
たいてい	t a̠ i t e̞ː
たいほう	t a̠ i h o̞ː
たえる	t a̠ e̞ ɾ ɯ̟
たおやか	t a̠ o̞ j a̠ k a̠
たかが	t a̠ k a̠ ɡ a̠
たかね	t a̠ k a̠ n e̞
たがる	t a̠ ɡ a̠ ɾ ɯ̟
たきあがる	t a̠ kʲ i a̠ ɡ a̠ ɾ ɯ̟
たきぎ	t a̠ kʲ i ɡʲ i
たきこむ	t a̠ kʲ i k o̞ m ɯ̟
たきび	t a̠ kʲ i bʲ i
たくみ	t a̠ k ɯ̟ mʲ i
たぐいまれ	t a̠ ɡ ɯ̟ i m a̠ ɾ e̞
たけなわ	t a̠ k e̞ n a̠ β̞ a̠
たこなぐり	t a̠ k o̞ n a̠ ɡ ɯ̟ ɾʲ i
たこわさ	t a̠ k o̞ β̞ a̠ s a̠
たし	t a̠ ɕ i
たじたじ	t a̠ ʑ i t a̠ ʑ i
たじろぐ	t a̠ ʑ i ɾ o̞ ɡ ɯ̟
たすけぶね	t a̠ s ɨ k e̞ b ɯ̟ n e̞
たそ	t a̠ s o̞
たそがれる	t a̠ s o̞ ɡ a̠ ɾ e̞ ɾ ɯ̟
たたかう	t a̠ t a̠ k a̠ ɯ̟
たたき	t a̠ t a̠ kʲ i
たたきおこす	t a̠ t a̠ kʲ i o̞ k o̞ s ɨ
たたきだす	t a̠ t a̠ kʲ i d a̠ s ɨ
たたずむ	t a̠ t a̠ z ɨ m ɯ̟
ただ	t a̠ d a̠
ただいま	t a̠ d a̠ i m a̠
ただごと	t a̠ d a̠ ɡ o̞ t o̞
ただす	t a̠ d a̠ s ɨ
ただただ	t a̠ d a̠ t a̠ d a̠
たち	t a̠ t͡ɕ i
たちあう	t a̠ t͡ɕ i a̠ ɯ̟
たちうち	t a̠ t͡ɕ i ɯ̟ t͡ɕ i
たちすくむ	t a̠ t͡ɕ i s ɨ k ɯ̟ m ɯ̟
たちはばとび	t a̠ t͡ɕ i h a̠ b a̠ t o̞ bʲ i
たちばなし	t a̠ t͡ɕ i b a̠ n a̠ ɕ i
たちまち	t a̠ t͡ɕ i m a̠ t͡ɕ i
たった	t a̠ t̚ t a̠
たって	t a̠ t̚ t e̞
たっぷり	t a̠ p̚ p ɯ̟ ɾʲ i
たつせ	t a̠ t͡s ɨ s e̞
たつみ	t a̠ t͡s ɨ mʲ i
たつや	t a̠ t͡s ɨ j a̠
たてかえる	t a̠ t e̞ k a̠ e̞ ɾ ɯ̟
たてかん	t a̠ t e̞ k ã̠ ɴ
たてかんばん	t a̠ t e̞ k ã̠ m b ã̠ ɴ
たてがみ	t a̠ t e̞ ɡ a̠ mʲ i
たてぎょく	t a̠ t e̞ ɡʲ o̞ k ɯ̟
たてこう	t a̠ t e̞ k o̞ː
たてじま	t a̠ t e̞ ʑ i m a̠
たてつけ	t a̠ t e̞ t͡s ɨ k e̞
たてづめ	t a̠ t e̞ z ɨ m e̞
たてなおす	t a̠ t e̞ n a̠ o̞ s ɨ
たてまき	t a̠ t e̞ m a̠ kʲ i
たてまつる	t a̠ t e̞ m a̠ t͡s ɨ ɾ ɯ̟
たてもの	t a̠ t e̞ m o̞ n o̞
たとえ	t a̠ t o̞ e̞
たどたどしい	t a̠ d o̞ t a̠ d o̞ ɕ i i
たなびく	t a̠ n a̠ bʲ i k ɯ̟
たねつけ	t a̠ n e̞ t͡s ɨ̥ k e̞
たびかさなる	t a̠ bʲ i k a̠ s a̠ n a̠ ɾ ɯ̟
たぶらかす	t a̠ b ɯ̟ ɾ a̠ k a̠ s ɨ
たぷたぷ	t a̠ p ɯ̟ t a̠ p ɯ̟
たべごたえ	t a̠ b e̞ ɡ o̞ t a̠ e̞
たほいや	t a̠ h o̞ i j a̠
たまいし	t a̠ m a̠ i ɕ i
たまう	t a̠ m a̠ ɯ̟
たまきん	t a̠ m a̠ kʲ ĩ ɴ
たまけり	t a̠ m a̠ k e̞ ɾʲ i
たまげる	t a̠ m a̠ ɡ e̞ ɾ ɯ̟
たますじ	t a̠ m a̠ s ɨ ʑ i
たまたま	t a̠ m a̠ t a̠ m a̠
たまつきば	t a̠ m a̠ t͡s ɨ kʲ i b a̠
たまてばこ	t a̠ m a̠ t e̞ b a̠ k o̞
たまのり	t a̠ m a̠ n o̞ ɾʲ i
たまば	t a̠ m a̠ b a̠
たまひろい	t a̠ m a̠ ç i ɾ o̞ i
たまもの	t a̠ m a̠ m o̞ n o̞
たまらない	t a̠ m a̠ ɾ a̠ n a̠ i
たみ	t a̠ mʲ i
ため	t a̠ m e̞
ためがき	t a̠ m e̞ ɡ a̠ kʲ i
ためぐち	t a̠ m e̞ ɡ ɯ̟ t͡ɕ i
ためとり	t a̠ m e̞ t o̞ ɾʲ i
ために	t a̠ m e̞ ɲ̟ i
たやす	t a̠ j a̠ s ɨ
たゆまぬ	t a̠ j ɯ̟ m a̠ n ɯ̟
たゆむ	t a̠ j ɯ̟ m ɯ̟
たら	t a̠ ɾ a̠
たらいまわし	t a̠ ɾ a̠ i m a̠ β̞ a̠ ɕ i
たらふく	t a̠ ɾ a̠ ɸ ɯ̟ k ɯ̟
たられば	t a̠ ɾ a̠ ɾ e̞ b a̠
たり	t a̠ ɾʲ i
たる	t a̠ ɾ ɯ̟
たれこみ	t a̠ ɾ e̞ k o̞ mʲ i
たれながす	t a̠ ɾ e̞ n a̠ ɡ a̠ s ɨ
たわいない	t a̠ β̞ a̠ i n a̠ i
たわみ	t a̠ β̞ a̠ mʲ i
たわむ	t a̠ β̞ a̠ m ɯ̟
たわわ	t a̠ β̞ a̠ β̞ a̠
たんおし	t ã̠ ɰ̃ o̞ ɕ i
たんこぶ	t ã̠ ŋ k o̞ b ɯ̟
たんしゃ	t ã̠ ɰ̃ ɕ a̠
たんそ	t ã̠ ɰ̃ s o̞
たんび	t ã̠ m bʲ i
たんま	t ã̠ mː a̠
だ	d a̠
だい	d a̠ i
だいこんおろし	d a̠ i k õ̞ ɰ̃ o̞ ɾ o̞ ɕ i
だいし	d a̠ i ɕ i
だいしゅき	d a̠ i ɕ ɨ kʲ i
だいじょばない	d a̠ i ʑ o̞ b a̠ n a̠ i
だいじょぶ	d a̠ i ʑ o̞ b ɯ̟
だいすけ	d a̠ i s ɨ̥ k e̞
だいすこ	d a̠ i s ɨ k o̞
だいみょうおろし	d a̠ i mʲ o̞ː o̞ ɾ o̞ ɕ i
だぉ	d a̠ o̞
だから	d a̠ k a̠ ɾ a̠
だが	d a̠ ɡ a̠
だきつく	d a̠ kʲ i t͡s ɨ k ɯ̟
だけ	d a̠ k e̞
だしこ	d a̠ ɕ i k o̞
だしわり	d a̠ ɕ i β̞ a̠ ɾʲ i
だだかぶり	d a̠ d a̠ k a̠ b ɯ̟ ɾʲ i
だだっぴろい	d a̠ d a̠ p̚ʲ pʲ i ɾ o̞ i
だだもれ	d a̠ d a̠ m o̞ ɾ e̞
だち	d a̠ t͡ɕ i
だっこ	d a̠ k̚ k o̞
だっこう	d a̠ k̚ k o̞ː
だったら	d a̠ t̚ t a̠ ɾ a̠
だって	d a̠ t̚ t e̞
だぼだぼ	d a̠ b o̞ d a̠ b o̞
だま	d a̠ m a̠
だまし	d a̠ m a̠ ɕ i
だみごえ	d a̠ mʲ i ɡ o̞ e̞
だめだし	d a̠ m e̞ d a̠ ɕ i
だめもと	d a̠ m e̞ m o̞ t o̞
だらあ	d a̠ ɾ a̠ː
だらけ	d a̠ ɾ a̠ k e̞
だらしない	d a̠ ɾ a̠ ɕ i n a̠ i
だらだら	d a̠ ɾ a̠ d a̠ ɾ a̠
だらり	d a̠ ɾ a̠ ɾʲ i
だるい	d a̠ ɾ ɯ̟ i
だれる	d a̠ ɾ e̞ ɾ ɯ̟
だろ	d a̠ ɾ o̞
だん	d ã̠ ɴ
だんち	d ã̠ ɲ̟ t͡ɕ i
ち	t͡ɕ i
ちあい	t͡ɕ i a̠ i
ちあき	t͡ɕ i a̠ kʲ i
ちいさめ	t͡ɕ iː s a̠ m e̞
ちいと	t͡ɕ iː t o̞
ちぇ	t͡ɕ e̞
ちえり	t͡ɕ i e̞ ɾʲ i
ちかし	t͡ɕ i k a̠ ɕ i
ちかしい	t͡ɕ i̥ k a̠ ɕ iː
ちかちか	t͡ɕ i k a̠ t͡ɕ i k a̠
ちかづく	t͡ɕ i̥ k a̠ z ɨ k ɯ̟
ちかづける	t͡ɕ i̥ k a̠ z ɨ k e̞ ɾ ɯ̟
ちかめ	t͡ɕ i k a̠ m e̞
ちからこぶ	t͡ɕ i k a̠ ɾ a̠ k o̞ b ɯ̟
ちからずく	t͡ɕ i k a̠ ɾ a̠ z ɨ k ɯ̟
ちからわざ	t͡ɕ i k a̠ ɾ a̠ β̞ a̠ z a̠
ちがいだな	t͡ɕ i ɡ a̠ i d a̠ n a̠
ちぐはぐ	t͡ɕ i ɡ ɯ̟ h a̠ ɡ ɯ̟
ちさ	t͡ɕ i̥ s a̠
ちしゃ	t͡ɕ i̥ ɕ a̠
ちだまり	t͡ɕ i d a̠ m a̠ ɾʲ i
ちだるま	t͡ɕ i d a̠ ɾ ɯ̟ m a̠
ちちかた	t͡ɕ i t͡ɕ i k a̠ t a̠
ちぢ	t͡ɕ i ʑ i
ちっこい	t͡ɕ i̥ k̚ k o̞ i
ちったあ	t͡ɕ i t̚ t a̠ː
ちっちゃい	t͡ɕ i̥ t̚ t͡ɕ a̠ i
ちっちゃな	t͡ɕ i t̚ t͡ɕ a̠ n a̠
ちっと	t͡ɕ i t̚ t o̞
ちっぽけ	t͡ɕ i̥ p̚ p o̞ k e̞
ちと	t͡ɕ i t o̞
ちばらき	t͡ɕ i b a̠ ɾ a̠ kʲ i
ちび	t͡ɕ i bʲ i
ちびすけ	t͡ɕ i bʲ i s ɨ̥ k e̞
ちびちび	t͡ɕ i bʲ i t͡ɕ i bʲ i
ちびっこ	t͡ɕ i bʲ i k̚ k o̞
ちびる	t͡ɕ i bʲ i ɾ ɯ̟
ちへど	t͡ɕ i h e̞ d o̞
ちべたい	t͡ɕ i b e̞ t a̠ i
ちまい	t͡ɕ i m a̠ i
ちまう	t͡ɕ i m a̠ ɯ̟
ちまた	t͡ɕ i m a̠ t a̠
ちまちま	t͡ɕ i m a̠ t͡ɕ i m a̠
ちみどろ	t͡ɕ i mʲ i d o̞ ɾ o̞
ちゃ	t͡ɕ a̠
ちゃか	t͡ɕ a̠ k a̠
ちゃち	t͡ɕ a̠ t͡ɕ i
ちゃつみ	t͡ɕ a̠ t͡s ɨ mʲ i
ちゃぷちゃぷ	t͡ɕ a̠ p ɯ̟ t͡ɕ a̠ p ɯ̟
ちゃぽちゃぽ	t͡ɕ a̠ p o̞ t͡ɕ a̠ p o̞
ちゃま	t͡ɕ a̠ m a̠
ちゃら	t͡ɕ a̠ ɾ a̠
ちゃらちゃら	t͡ɕ a̠ ɾ a̠ t͡ɕ a̠ ɾ a̠
ちゃる	t͡ɕ a̠ ɾ ɯ̟
ちゃん	t͡ɕ ã̠ ɴ
ちゃんこい	t͡ɕ ã̠ ŋ k o̞ i
ちゃんころ	t͡ɕ ã̠ ŋ k o̞ ɾ o̞
ちゃんちゃんこ	t͡ɕ ã̠ ɲ̟ t͡ɕ ã̠ ŋ k o̞
ちゃんちゃんばらばら	t͡ɕ ã̠ ɲ̟ t͡ɕ ã̠ m b a̠ ɾ a̠ b a̠ ɾ a̠
ちゃんと	t͡ɕ ã̠ n t o̞
ちゃんねる	t͡ɕ ã̠ nː e̞ ɾ ɯ̟
ちゃんばら	t͡ɕ ã̠ m b a̠ ɾ a̠
ちゃんぽん	t͡ɕ ã̠ m p õ̞ ɴ
ちやほや	t͡ɕ i j a̠ h o̞ j a̠
ちゅ	t͡ɕ ɨ
ちゅういがき	t͡ɕ ɨː i ɡ a̠ kʲ i
ちゅうすい	t͡ɕ ɨː s ɨ i
ちゅうとう	t͡ɕ ɨː t o̞ː
ちゅうにごころ	t͡ɕ ɨː ɲ̟ i ɡ o̞ k o̞ ɾ o̞
ちゅぱちゅぱ	t͡ɕ ɨ p a̠ t͡ɕ ɨ p a̠
ちゅら	t͡ɕ ɨ ɾ a̠
ちゅるん	t͡ɕ ɨ ɾ ɯ̟̃ ɴ
ちょ	t͡ɕ o̞
ちょい	t͡ɕ o̞ i
ちょいちょい	t͡ɕ o̞ i t͡ɕ o̞ i
ちょいと	t͡ɕ o̞ i t o̞
ちょうつじ	t͡ɕ o̞ː t͡s ɨ ʑ i
ちょうど	t͡ɕ o̞ː d o̞
ちょか	t͡ɕ o̞ k a̠
ちょくちょく	t͡ɕ o̞ k ɯ̟̊ t͡ɕ o̞ k ɯ̟
ちょける	t͡ɕ o̞ k e̞ ɾ ɯ̟
ちょこちょこ	t͡ɕ o̞ k o̞ t͡ɕ o̞ k o̞
ちょこっと	t͡ɕ o̞ k o̞ t̚ t o̞
ちょこまか	t͡ɕ o̞ k o̞ m a̠ k a̠
ちょっかい	t͡ɕ o̞ k̚ k a̠ i
ちょっきり	t͡ɕ o̞ k̚ʲ kʲ i ɾʲ i
ちょっと	t͡ɕ o̞ t̚ t o̞
ちょっぴり	t͡ɕ o̞ p̚ʲ pʲ i ɾʲ i
ちょびっと	t͡ɕ o̞ bʲ i t̚ t o̞
ちょびひげ	t͡ɕ o̞ bʲ i ç i ɡ e̞
ちょりっす	t͡ɕ o̞ ɾʲ i sː ɨ
ちょりーす	t͡ɕ o̞ ɾʲ iː s ɨ
ちょろい	t͡ɕ o̞ ɾ o̞ i
ちょろちょろ	t͡ɕ o̞ ɾ o̞ t͡ɕ o̞ ɾ o̞
ちょん	t͡ɕ õ̞ ɴ
ちょんぎる	t͡ɕ õ̞ ŋʲ ɡʲ i ɾ ɯ̟
ちょんぎれる	t͡ɕ õ̞ ŋʲ ɡʲ i ɾ e̞ ɾ ɯ̟
ちよ	t͡ɕ i j o̞
ちよみ	t͡ɕ i j o̞ mʲ i
ちよろず	t͡ɕ i j o̞ ɾ o̞ z ɨ
ちらがー	t͡ɕ i ɾ a̠ ɡ a̠ː
ちらちら	t͡ɕ i ɾ a̠ t͡ɕ i ɾ a̠
ちらっと	t͡ɕ i ɾ a̠ t̚ t o̞
ちらつく	t͡ɕ i ɾ a̠ t͡s ɨ k ɯ̟
ちらり	t͡ɕ i ɾ a̠ ɾʲ i
ちりちり	t͡ɕ i ɾʲ i t͡ɕ i ɾʲ i
ちりとり	t͡ɕ i ɾʲ i t o̞ ɾʲ i
ちろちろ	t͡ɕ i ɾ o̞ t͡ɕ i ɾ o̞
ちろり	t͡ɕ i ɾ o̞ ɾʲ i
ちわっす	t͡ɕ i β̞ a̠ sː ɨ
ちんけ	t͡ɕ ĩ ŋ k e̞
ちんこ	t͡ɕ ĩ ŋ k o̞
ちんすこう	t͡ɕ ĩ ɰ̃ s ɨ k o̞ː
ちんたら	t͡ɕ ĩ n t a̠ ɾ a̠
ちんちろりん	t͡ɕ ĩ ɲ̟ t͡ɕ i ɾ o̞ ɾʲ ĩ ɴ
ちんちん	t͡ɕ ĩ ɲ̟ t͡ɕ ĩ ɴ
ちんどんや	t͡ɕ ĩ n d õ̞ ɰ̃ j a̠
ちんば	t͡ɕ ĩ m b a̠
ちんぼ	t͡ɕ ĩ m b o̞
ちんぽ	t͡ɕ ĩ m p o̞
ちんぽこ	t͡ɕ ĩ m p o̞ k o̞
ちー	t͡ɕ iː
ちーっす	t͡ɕ iː sː ɨ
ちーん	t͡ɕ ĩː ɴ
ぢ	d͡ʑ i
ぢ	ʑ i
ぢぇ	d͡ʑ e̞
ぢゃ	d͡ʑ a̠
ぢゅ	d͡ʑ ɨ
ぢょ	d͡ʑ o̞
っから	k̚ k a̠ ɾ a̠
っきゃ	k̚ʲ kʲ a̠
っけ	k̚ k e̞
っしゃ	ɕː a̠
っす	sː ɨ
っちゃ	t̚ t͡ɕ a̠
っつーか	t̚ t͡s ɨː k a̠
って	t̚ t e̞
ってば	t̚ t e̞ b a̠
っぱ	p̚ p a̠
っぱなし	p̚ p a̠ n a̠ ɕ i
っぽい	p̚ p o̞ i
つ	t͡s ɨ
つぁ	t͡s a̠
つぃ	t͡sʲ i
ついに	t͡s ɨ i ɲ̟ i
つう	t͡s ɨː
つぇ	t͡s e̞
つぉ	t͡s o̞
つかいがって	t͡s ɨ k a̠ i ɡ a̠ t̚ t e̞
つかいたおす	t͡s ɨ k a̠ i t a̠ o̞ s ɨ
つかいっぱしり	t͡s ɨ k a̠ i p̚ p a̠ ɕ i ɾʲ i
つかいはしり	t͡s ɨ̥ k a̠ i h a̠ ɕ i ɾʲ i
つかいばしり	t͡s ɨ̥ k a̠ i b a̠ ɕ i ɾʲ i
つかいみち	t͡s ɨ̥ k a̠ i mʲ i t͡ɕ i
つかいもの	t͡s ɨ k a̠ i m o̞ n o̞
つかさ	t͡s ɨ k a̠ s a̠
つかつか	t͡s ɨ̥ k a̠ t͡s ɨ̥ k a̠
つがい	t͡s ɨ ɡ a̠ i
つきおくれ	t͡s ɨ kʲ i o̞ k ɯ̟ ɾ e̞
つきささる	t͡s ɨ kʲ i s a̠ s a̠ ɾ ɯ̟
つきさす	t͡s ɨ̥ kʲ i s a̠ s ɨ
つきっきり	t͡s ɨ kʲ i k̚ʲ kʲ i ɾʲ i
つきとばす	t͡s ɨ̥ kʲ i t o̞ b a̠ s ɨ
つきぬける	t͡s ɨ kʲ i n ɯ̟ k e̞ ɾ ɯ̟
つきもの	t͡s ɨ kʲ i m o̞ n o̞
つきゆび	t͡s ɨ kʲ i j ɯ̟ bʲ i
つぎ	t͡s ɨ ɡʲ i
つくづく	t͡s ɨ k ɯ̟ z ɨ k ɯ̟
つくね	t͡s ɨ̥ k ɯ̟ n e̞
つくばみらい	t͡s ɨ k ɯ̟ b a̠ mʲ i ɾ a̠ i
つくりかえる	t͡s ɨ k ɯ̟ ɾʲ i k a̠ e̞ ɾ ɯ̟
つくりばなし	t͡s ɨ k ɯ̟ ɾʲ i b a̠ n a̠ ɕ i
つくりもの	t͡s ɨ k ɯ̟ ɾʲ i m o̞ n o̞
つぐむ	t͡s ɨ ɡ ɯ̟ m ɯ̟
つけ	t͡s ɨ k e̞
つけあわせ	t͡s ɨ k e̞ a̠ β̞ a̠ s e̞
つけづめ	t͡s ɨ k e̞ z ɨ m e̞
つけね	t͡s ɨ k e̞ n e̞
つけはずし	t͡s ɨ k e̞ h a̠ z ɨ ɕ i
つけま	t͡s ɨ k e̞ m a̠
つけまつげ	t͡s ɨ k e̞ m a̠ t͡s ɨ ɡ e̞
つけやきば	t͡s ɨ k e̞ j a̠ kʲ i b a̠
つげ	t͡s ɨ ɡ e̞
つじかぜ	t͡s ɨ ʑ i k a̠ z e̞
つた	t͡s ɨ t a̠
つたない	t͡s ɨ t a̠ n a̠ i
つちかう	t͡s ɨ t͡ɕ i k a̠ ɯ̟
つちぼこり	t͡s ɨ t͡ɕ i b o̞ k o̞ ɾʲ i
つっぱりぼう	t͡s ɨ p̚ p a̠ ɾʲ i b o̞ː
つつ	t͡s ɨ̥ t͡s ɨ
つつましい	t͡s ɨ t͡s ɨ m a̠ ɕ iː
