A	a
motgift	m uː t j i f t
motor	m u t u r
motor	m u tː u r
motoren	m u tː u ɳ
motorsykkel	m u t u ʂ ʏ kː e l
motstand	m uː t s t a n
mottakar	m uː t aː k aː r
mule	² m ʉː l ə
Munen	² m ʊː n ə n
Munen	² m uː n ə n
munk	m ʊ ŋ k
munn	m ʉ nː
mur	m ʉː r
mure	² m ʉː r ə
muren	m ʉː ɳ
murmeldyr	m ʉ r m e l d y r
mus	m ʉː s
muse	² m ʉː s ə
muse	² m ʉː s ə
muse	m ʉ s eː
musé	m ʉ s eː
museum	m ʉ s eː ʉ m
muslim	² m ʉ ʂ l i m
muslimen	m ʉː s l iː m ə n
musling	m ʉ s l i ŋ
muttern	m ʉ tː æ ɳ
mye	² m yː ə
mygje	² m yː j ə
mygje	² m yː ə
myglet	² m ʏ ɡ l ə t
myglet	m ʏ ɡ l ə
myken	² m ʏ çː ə n
myken	² m yː ç ə n
myket	² m ʏ çː ə
myket	² m yː ç ə
mykje	² m ʏ çː ə
mykje	² m yː ç ə
Myklagard	² m ʏ k l a ɡ aː r
Myklagard	² m ʏ k ɽ a ɡ aː ɽ
mylja	² m ʏ l j ɑ
mylnar	² m ʏ l n a r
mylnar	² m ʏː ɽ n a r
mynt	m y n t
mynt	m y ɲ c
mynta	² m ʏ n t ɑ
mynta	m ʏ n t ɑ
mynti	m ʏ n t ɪ
myr	m yː r
myrdun	² m yː r d ʉː n
myrdun	² m yː ɖ ʉː n
myrfivel	² m yː r f iː ʋ ə l
myrull	² m yː r ʉ lː
myrull	m yː r u ʎː
mæga	² m æː ɡ ɑ
mæga	² m æ ɡ ɑ
mækje	² m eː ç ə
mæla	² m eː l ɑ
mæla	² m eː l ɑ
mæle	² m eː l ə
mæle	² m eː l ə
Møre	² m øː r ə
møy	m ø j
mål	m a oː l
måle	² m oː l ə
mållag	² m ɔː ɽ l aː ɡ
måltid	² m ɔː ɽ t iː
månad	² m ɔː n a
måne	² m oː n ə
månefisk	² m oː n ə f ɪ s k
mår	m oː r
måtta	² m ɔ tː ɑ
måtte	² m ɔ tː ə
nagle	² n ɑ ɡ l ə
naken	² n aː ç ə n
naken	² n aː k ə n
nakin	² n aː ç i n
nakin	² n aː ç ɪ n
nakke	² n a çː ə
nakke	² n a kː ə
nakne	² n a k n ə
nakne	² n aː k n ə
nakning	² n aː k n ɪ ŋ
nakning	² n a k n ɪ ŋ
namnedag	n a m n e d aː ɡ
Nanna	² n a nː a
Nardo	² n aː ɽ u
Nardo	² n a ɖː u
narkotika	n ɑ r k uː t ɪ k ɑː
narkotika	n ɑ r k uː t ɪ k ɑ
Narvik	n ɑ r ʋ iː k
Narvik	n ɑ r ʋ ɪ kː
natt	n ɑ tː
naturleg	n aː t ʉː r l eː ɡ
naudsynleg	n a ʉː s yː n l eː ɡ
naudsynt	n a ʉː s yː n t
nautet	² n æ ʉ̯ t ə t
nautet	² n œ u̯ t ə t
nautet	n æ ʉ̯ t ə
nautet	n œ ʉ̯ t ə
nazi	n a s i
nazien	n a s i n
nazisme	n a s i s m ə
nazist	n a s i s t
nazist	² n a sː i s t
nazistisk	n a s i s t i s k
ne	n eː
ned	n eː
ned	n eː d
nei	n ɛ ɪː
nei	n ɛ ɪː
nei	n eː ɪ
neia	² n ɛ ɪː a
neit	n ɛ ɪː t
nek	n eː k
nemleg	n ɛ m l eː ɡ
neppe	² n ɛ p p ə
Nerdrum	² n æː ɽ r u m
Nesna	² n ɛ s n a
Nesna	² n æ s n æ
Nesnar	² n e s n a r
Nesnar	² n e s n a
Nesnar	² n æ s n æ
netle	n ɛ ɬ l ɛ
netter	n ɛ t t ə r
nettside	n ɛ t s i ə
nettstad	n ɛ t s t aː
nettvett	n e t v e t
nevetavl	² n ɛː v ə t a v l
nevetavl	² n ɛː v ə t a v ɽ
nibad	² n iː b ɑː
nibe	² n iː b eː
nibed	² n iː b eː d
nibed	² n iː b eː
niber	² n iː b eː r
Nidareid	² n iː d a r ɛ ɪː d
Nidareid	² n iː d a r ɛ ɪː
Nidareid	² n ɪː a r ɛ ɪː
Nidaros	² n iː d a r uˑ s
Nidaros	² n iː d a r u s
Nidaros	² n ɪː a r u s
nidsk	n i s k
nidstong	² n iː s t o ŋ
nifs	n ɪ f s
nigger	¹ n ɪ ɡː ə r
nikjån	² n iː ç oː n
niks	n ɪ k s
Nikud	² n ɪː k u
Nikud	² n ɪː k ʉ
niles	² n iː l eː s
nilese	² n iː l eː s ə
nisse	² n ɪ sː ə
nit	n iː t
nita	² n iː t ɑ
nita	n iː t ɑ
nite	² n iː t ə
nittan	² n ɪ tː a n
nittan	² n ɪ tː a
nitten	n ɪ t n̩
njoda	² n j uː d ɑ
njode	² n j uː d ə
Njærheim	² n j æː r ɛ ɪː
no	n uː
node	² n uː d ə
noia	² n ɔ ʏ̯ j ɑ
noko	² n oː k u
noko	² n o kː u
noko	² n o k u
nokolunde	n ɔː k uː l ʉ n ə
nokre	² n ɔ k r ə
Nolsøy	² n uː l s œ ʏː
Nora	² n uː r a
nord	n uː r
nordan	² n uː r a n
nordan	² n uː r a
nordan	² n uː ɽ a
nordan	² n uː r ã
nordanfjells	² n uː r a f j ɛ l s
nordanfjells	² n uː ɽ a f j ɛ l s
Nordkapp	² n uː r k a pː
Nordkapp	² n uː ɽ k a pː
Nordland	n uː ʁ l ɑ nː
Nordland	n uː ɭ ɑ ɲː
nordmann	² n uː r m a nː
nordmann	² n uː ɽ m a nː
nordmann	¹ n u r m a nː
Nordmannsslepe	n u r m a n s ʂ l eː p ə
Nordmøre	² n uː r m øː r ə
Nordmøre	² n uː ɽ m øː r ə
nordnorsk	n uː r n ɔ ʂ k
nordover	n uː r ɔː ʋ ɛ r
Nore	² n uː r ə
Noreg	n oː r ə ɡ
Noreg	n oː r ə
Noreg	n o rː ə ɡ
Noreg	n o rː ə
Norig	¹ n oː r ɪ ɡ
Norig	¹ n oː r ɪ
Norig	¹ n o rː ɪ ɡ
Norig	¹ n o rː ɪ
norne	² n o r n ə
norsk	n o r s k
norsk	n o ʃ k
not	n uː t
nót	n uː t
nóta	n uː t ɑ
noti	n uː t ɪ
noti	² n oː t ɪ
noti	² n o t ɪ
nóti	n uː t ɪ
nótt	n u tː
nubiar	n ʉː b i a r
nubisk	n ʉː b i s k
nugat	n ʉ ɡ ɑː
nummer	n ʉ m ə r
ny	n yː
nyheit	n yː h ɛ ɪː t
nykel	² n ʏː ç ə l
nykel	² n ʏ ç ə l
nykel	² n ʏ k ə l
nykk	n ʏ kː
nynazist	n yː n aː s i s t
nynne	² n y n n e
nynorsk	² n yː n o r s k
nynorsk	² n yː n o ʃ k
nype	² n yː p ə
nyre	² n yː r ə
nysgjerrigper	n y ʂ æ r i p eː r
nysta	² n ʏ s t ɑ
nyste	² n ʏ s t ə
nær	n æː r
nærleik	n æː r l ɛ ɪː k
nøgd	n œ ɡ d
nøkkel	² n œ kː ə l
nørd	n øː ɽ
nørdre	² n øː r ə
nørdre	² n ø r ə
nørdre	² n ø r d r ə
nøre	² n øː r ə
nøtt	n œ tː
nøtter	n œ t t ə r
nå	n oː
når	n ɔ rː
når	n ɔ rː
når	n oː r
obs	ɔ p s
obs	ʊ p s
observant	ɔ p s ɛ r ʋ ɑ ŋ
observant	ɔ p s ɛ r ʋ ɑ ŋ t
observant	ɔ p s ɛ r ʋ ɑ n t
obyinn	u b y i ɲ
odal	² uː d a l
odal	² uː a l
Odda	o dː a
Oddernes	² o dː ə r n ɛː s
Oddvar	² o dː v aː r
Oddvard	² o dː v aː r
Oddvard	² o dː v aː ɽ
odel	¹ uː d ə l
oden	² uː ə n
Oden	² uː d ə n
Oden	² uː ə n
odla	² uː d l ɑ
Oen	² uː ə n
ofesk	u f e s k
offentleg	ɔ f ə n t l eː ɡ
offer	ɔ f ɛ r
ofra	o f r a
ofra	² o f r a
ofsa	² ɔ f s ɑ
ofse	² ɔ f s ə
ofte	² ɔ f t ə
og	ɔ
òg	oː ɡ
ohm	uː m
oill	u ʎː
ok	uː k
okka	² ɔ k k ɑ
okke	ɔ k k ə
okke	² ɔ k k ə
okke	² ɔ k k ə
okla	² ɔ k l ɑ
okle	² ɔ k l ə
oksid	u k s iː d
ol	uː l
ol	uː ɽ
ol	oː l
ol	oː ɽ
ol	uː ɽ
ol	uː l
ol	uː ɽ
OL	uː e l
Olav	² uː l a v
Olav	² uː l a
Olav	¹ uː l a v
Olav	² oː l aː v
Olav	² uː ɽ a
Olavskjelda	u l a v s ɕ e lː a
Olavskjelda	u ʂ ɕ e lː a
olbogerom	ô l b o ɡ e r u m
olje	ɔ l j ə
olje	ʊ l j ə
olsok	u l s o k
Olsson	u l s o n
Olsson	u l s o
Olsson	uː l s o n
Olsson	uː l s o
Olsson	uː ɽ s o n
Olsson	uː ɽ s o
Olsson	u l s a
Olsson	uː ɽ s a
Olsson	uː ɽ s ã
om	ʊ m
om	ɔ m
om	uː m
Ombo	² u m b u
omgivnad	u m j iː v n aː
omgjevnad	u m j eː v n aː
omn	ɔ m n
omsorgsfull	u m s o r ɡ s f ʉ l
omsyn	u m s yː n
omsynslaus	u m s yː n s l ø u s
ongje	² ʊ ŋ j ə
ongje	² ʊ ɲ j ə
onomatopoetikon	u n u m a t u p u eː t i k o n
Onsaker	¹ u n s aː k ə r
Onsøy	¹ u n s œ ʏː
Onsøy	² u n s ə
Onsøy	² u n s ə
Onsøy	¹ u n s n̩
open	² oː p ə n
openberring	ɔː p ɛ n b ɛ r i ŋ ɡ
opp	ʊ pː
opp	ɔ pː
oppdaga	u p d aː ɡ a
oppdrag	ʊ p d r aː ɡ
oppgåve	ʊ p ɡ ɒː ʋ ə
opphav	² ʊ pː h ɑː ʋ
Oppland	² u pː l a n d
Oppland	² u pː l a n
oppsiktsvekkjande	u p s i k t s ʋ ɛ ç a n ə
optikar	u p t i k aː r
or	uː r
or	uː r
or	uː
or	o
ord	uː ɭ
ordbok	² uː r b uː k
ordbok	² uː ɽ b uː k
ordentleg	o ɳ t l e
ordna	² ɔ r d n ɑ
ordna	² oː r n ɑ
ordna	o ɳ
ordre	ɔ r d r ə
ordstilling	uː r s t i l l i ŋ
orga	² ɔ r ɡ ɑ
orka	ɔ r k a
orka	ɔ ʂ k
orke	ɔ r k ə
Orkla	o ʂ k l a
Orkla	o k l a
Orkland	ɔ ʂ k l ɑ ɲː
Ornes	² u d n ɛ s
ornitolog	u r n i t u l ɔː ɡ
orrfugl	ɔ r f ʉ ɡ l
orrhane	ɔ r h aː n ə
orrhøne	ɔ r h øː n ə
orsaka	ɔː r s aː k a
orsaka	uː r s aː k a
orsaking	² oː r s aː k ɪ ŋ
orskurd	² uː r s k ʉː r
orskurd	² uː ʂ k ʉː ɽ
Oslo	² u s l u
Oslo	² u ʂ l u
osp	ɔ s p
oss	ɔ sː
ost	o s t
ost	u s t
ostehøvel	u s t e h œ ʋː e l
ostehøvel	u s t e h œ ʋ e l
oter	¹ oː t ə r
oter	¹ o t ə r
oter	¹ uː t ə r
oto	uː t u
Otre	² o t r ə
Otre	² o t r a
Otre	¹ uː t r a
Otrenes	² o t r ə n ɛː s
Otros	² o t r uː s
Otta	² u tː a
ouncar	² æ u̯ n s ɑ r
ouncar	² æ u̯ n s ɑ
ounce	æ ʉ̯ n s
ouncen	æ ʉ̯ n s ə n
ouncen	æ ʉ̯ n s n̩
ovan	² oː v a
ovanpå	² o ʋ ɑ n p oː
overdriven	ɔː ʋ ɛ r d r iː ʋ ɛ n
overleva	ɔː ʋ ɛː r l eː v a
overraskande	ɔː ʋ ə r a s k a n ə
overtyda	ɔː ʋ ɛ r t yː a
par	p aː r
partnar	p aː r t n a r
pence	p ɛ n s
peng	p ɛ ŋː
penge	² p ɛ ŋː ə
penny	p ɛ n n ɪ
pensjon	p ɑ ŋ ʃ uː n
pepar	p eː p a r
Per	p eː r
perle	p æː ɭ e
persar	p ɛ r sː a r
persok	¹ p e r s o k
persok	¹ p e sː o k
person	p æ r s uː n
personleg	p ɛ r s uː n l eː ɡ
Persson	p e r s o n
Persson	p e r s o
Persson	p e sː o n
Persson	p e sː o
Persson	p eː ʃ o n
Persson	p e r s a
Persson	p eː r s ã
pigghå	p i ɡː h ɔ
pike	p ɪ k eː
pilleskrukketroll	p i l l e s k r u k k e t r o l l
pinleg	p iː n l eː ɡ
pipi	² p iː p ɪ
pipi	p iː p ɪ
pissa	² p ɪ sː ɑ
pizza	p i t s a
plan	p l aː n
plant	p l ɑ n t
plissé	p l ɪ s s eː
plutseleg	p l ʉ t s e l eː ɡ
Podl	p ɔ d l
poinni	p u ɲː i
pol	p uː l
Polet	p uː l e
poll	p ɔ lː
poll	p ɔ d l
populær	p u p ʉ l æː r
porno	p uː r n ʊ
Porsgrunn	p o sː ɡ r ʉ nː
pose	² p uː s ə
posisjon	p ʊ s ɪ ʃ uː n
primær	p r i m æː r
psykiater	s yː k i aː t ɛː r
psykiatri	s yː k i a t r i
pult	p ʉ l t
pult	p ʉː l t
pund	p ʉ nː d
pund	p ʉ nː
pund	p u ɲː
punk	p ø ŋ k
punt	p ʉ n t
punt	p u ɲ c
pure	p ʉ r eː
pure	² p ʉː r ə
purim	p ʉ r iː m
purim	p ʉ r i m
purim	p ʉ r i m
purim	p ʉː r i m
purke	² p ʉ r k ə
pus	p ʉː s
pussa	² p ʉ s s ɑ
pusse	² p ʉ s s ə
pæsj	p æː ʂ
pøls	p œː ʂ
pønk	p ø ŋ k
påfugl	p ɒː f ʉ ɡ l
påverka	p oː ʋ ɛ r k ɑ
påverknad	p ɒː ʋ ɛ r k n a
Quisling	² k v ɪ s l i ŋ
Quisling	² k v ɪ ʃ l i ŋ
radikal	r a d i k aː l
radikalar	r a d i k aː l a r
Ragnar	² r a ɡ n a r
Ragnar	² r a ŋ n a r
Ragnar	² r a ɡ n a
raja	r ɑ ɪ̯ j ɑ
raja	r ɑ d ʃ ɑ
ramn	r a m n
Ranrike	² r aː n r iː ç ə
Ranrike	² r aː n r iː k ə
rart	r a ʈ
rasist	r a s i s t
rasist	r a sː i s t
raud	r œ ʊ̯ː
raudost	² r œ ʊː n o s t
raudost	² r œ ʊː n u s t
raudruss	r ø ʉ r ʉ s
raudspette	² r æ ʉ s p ɛ t ə
raun	r œ ʊː n
rauna	r æ ʉ̯ n ɑ
raunar	² r æ ʉ̯ n ɑ r
raunar	² r æ ʉ̯ n ɑ
raunen	r æ ʉ̯ n ə n
raunen	r æ ʉ̯ n n̩
raunene	² r æ ʉ̯ n ə n ə
raunene	² r æ ʉ̯ n̩ n ə
rauner	² r æ ʉ̯ n ə r
re	r eː
real	² r eː ɑ l
redd	r ɛ dː
redda	r ɛ d a
Regen	² r ɛː ʝ ə n
Regen	² r ɛ ɪː ə n
Regen	² r ɛː ɡ ə n
regn	r ɛ ɡ n
regna	² r ɛ ŋ n ɑ
regna	² r ɛ ɡ n ɑ
regnbogeaure	² r ɛ ɡ n b ɔ ɡ ə æ ʉ r ə
Reidar	² r ɛ ɪː a r
Reidar	² r ɛ ɪː d a r
reil	r ɛ ɪː l
reila	² r ɛ ɪː l a
reilar	² r ɛ ɪː l a r
reile	² r ɛ ɪː l ə
reilen	r ɛ ɪː l ə n
reilen	² r ɛ ɪː l ə n
rein	r ɛ ɪː n
reindrift	r ɛ ɪː n d r ɪ f t
reinsbukk	² r ɛ ɪː n s b ʊ kː
reinsdyr	r ɛ ɪː n s d yː r
reise	² r ɛ ɪː s ə
reising	² r ɛ ɪː s ɪ ŋ
reiskap	² r ɛ ɪː s k aː p
reit	r ɛ ɪː t
reita	² r ɛ ɪː t a
reita	r ɛ ɪː t a
reite	² r ɛ ɪː t ə
reiten	r ɛ ɪː t ə n
reiten	r ɛ ɪː t n̩
reiten	² r ɛ ɪː t ə n
reiten	² r ɛ ɪː t n̩
reiter	r ɛ ɪː t ə r
reiter	² r ɛ ɪː t ə r
reiti	r ɛ ɪː t ɪ
reklame	r e k l aː m e
rekning	² r ɛ k n ɪ ŋ
rektig	r e kː t i
rektig	r e k t i
Remna	² r ɛ m n a
reng	² r ɛ ɲ
renner	² r ɛ n n ə r
renner	² r ɛ n n ə r
renner	r ɛ n n ə r
renneskit	r e nː e ʃ iː t
renneskit	r e ɲː ʃ iː t
rese	² r eː s ə
retning	² r ɛ t n ɪ ŋ
retreat	r ɪ t r iː t
rett	r e tː
rett	r ɛ tː
rettkomen	r ɛ t k ɔː m e n
rettkommen	r ɛ t k ɔ m e n
rev	r ɛː v
rev	r eː v
revebjølle	r eː v ə b j ø l ə
revehi	r eː v e h iː
revolusjon	r eː ʋ u l ʉː ʃ uː n
Reykjavik	² r œ ʏ ç a v iː k
ri	r iː
rikdom	² r iː k d u m
rikdom	² r iː k d o m
rike	² r iː ç ə
rike	² r iː k ə
rikinge	² r iː k ɪ ɲ j ə
rime	r iː m e
rip	r iː p
ripe	² r iː p ə
ris	r iː s
rise	² r ɪː s ə
Rjukan	r j ʉː k a n
Rjukan	r ʉː k a n
Rjånes	² r j ɔː n ɛː s
ro	r uː
Roald	² r uː a l d
Roald	² r uː a l
Roald	² r uː œ l d
rod	r oː
rod	r uː
Rodgeir	² r uː j ɛ ɪ r
Rogaland	² r uː ɡ a l a n d
Rogaland	² r uː ɡ a l a n
rogn	r ɔ ŋ n
rointj	r u ɲ c
rokko	² r u kː u
Rollag	r ɔ lː a ɡ
rolle	² r ɔ lː ə
Rolv	r o l v
Rolv	r o ɽ v
Romsdal	² r u m s d aː ɽ
romsleg	r u m ʂ l ɛ ɡ
romsleg	r u m ʂ l ɛ
romvesen	r u m v eː s e n
ronkall	r u n k a ʎː
ropa	² r u pː a
rorbu	r uː r b ʉː
ros	r uː s
ros	r oː s
ros	r uː s
rosa	r uː s ɑ
rosa	² r uː s ɑ
rosa	² r uː s ɑ
rosa	² r uː s ɑ
rosa	r uː s ɑ
rosa	r oː s ɑ
rosa	² r oː s ɑ
rose	² r uː s ə
rose	² r oː s ə
rosi	r uː s ɪ
rosi	r oː s ɪ
rot	r uː t
rota	r uː t ɑ
rota	² r uː t ɑ
rotte	² r ɔ t t ə
rovdyr	² r oː v d yː r
rug	r ʊː ɡ
rug	r ʊː
rug	r ʉː ɡ
rug	r ʉː
rullestol	r ʉ l ə s t uː l
rullings	r ʉ lː ɪ ŋ s
rumen	r ʉ m eː n
run	r ʉː n
Runa	² r ʉː n a
rundt	r ʉ n t
rundt	r ʊ n t
rundt	r u ɲ c
rune	r ʉː n ə
rune	r ʊː n ə
Rune	² r ʉː n ə
runer	² r ʉː n ə r
rus	r ʉː s
rusa	² r ʉː s ɑ
russ	r ʉ s
Russland	r ʉ s l ɑ n
Russland	r ʉ ʂ l ɑ n
Russland	r ʉ ʂ l ɑ ɲ
rust	r ʉ s t
rusten	r ʉ s t n̩
rute	² r ʉː t ə
ryd	r ʏː
rydja	² r yː a
rydja	² r ʏ jː a
Ryfylke	¹ r yː f ʏ l ç ə
Ryfylke	¹ r yː f ʏ l k ə
ryger	² r yː ə r
rygge	² r ʏ ɡː ə
ryggja	² r ʏ ɟ͡ʝː ɑ
ryggja	² r ʏ ʝː ɑ
Rygjafylke	² r yː a f ʏ l ç ə
Rygjarbit	² r yː a r b ɪː t
Rygjarbit	² r yː a r b ɪ t
rykke	² r ʏ k k ə
ryp	r yː p
rype	² r yː p ə
rædyr	² r æː d yː r
røntgen	¹ r ø n t k ə n
røntgen	¹ r ø ŋ k ə n
rør	r øː r
Røros	² r øː r uː s
Røros	² r øː r u s
rørsle	² r œ r s l ə
røvar	² r øː ʋ ɑ r
røvarkjøp	r øː ʋ aː r ç øː p
røyk	r œ ʏ k
Røykjanes	² r œ ʏː ç a n ɛː s
Røykjavik	² r œ ʏː ç a v iː k
røyksopp	r ø y k s ɔ p
Røyros	² r œ ʏː r uː s
Røyros	² r œ ʏː r u s
rå	r oː
råd	r oː d
råd	r oː
rådgivar	r oː d j iː ʋ a r
rådgjevar	² r ɔː d j ɛː v a r
rådgjevar	² r ɔː j ɛː v a r
rådig	r oː d i
rådyr	r oː d yː r
råv	r oː ʋ
saga	s ɑː ɡ ɑ
saga	² s ɑː ɡ ɑ
saga	s ɑː ɡ ɑ
saka	s ɑː k ɑ
saka	² s ɑː k ɑ
sake	² s aː k ə
sakna	² s a k n a
saksen	s ɑ k s ə n
saksen	² s ɑ k s ə n
saksofon	s a kː s u f u n
saksofon	s a k s u f u n
sakte	² s ɑ k t ə
sal	s ɑː l
salaten	s a l a t n̩
samanlikna	s aː m aː n l i k n a
samarbeida	² s a mː a r b ɛ ɪː a
samd	s a m d
samfunn	² s ɑ m f ʉ n
samtidleg	s ɑ m t iː l ɛ
samvit	² s ɑ m ʋ ɪ t
samyrkelag	² s a m ʏ r ç ə l aː ɡ
sand	s ɑ nː
sand	s ɑ n d
sandmale	² s ɑ nː m ɑː l ə
Sandøy	² v ɪː œ ʏː
sanning	² s ɑ nː ɪ ŋ
sannsyn	s a n s yː n
sannsynleg	s a n s yː n l eː ɡ
Sarp	s a r p
Sarp	s æ r p
Sarpen	¹ s a r p ə n
Sarpsborg	s a r p s b o r ɡ
Sarpsborg	s a r p s b o r
Sarpsborg	s a ʂ b o r
satan	s aː t a n
satt	s a tː
sau	s œ ʊ̯ː
sauar	² s æ ʉ̯ ɑ r
sauar	² s œ ʉ̯ ɑ r
Sauda	² s œ ʊː a
Sauda	² s œ ʊː d a
sauð	s œ ʉː ð
script	s k r ɪ p t
scripta	s k r ɪ p t ɑ
scripta	² s k r ɪ p t ɑ
sede	² s eː d ə
sede	² s eː d ə
sede	s eː d ə
seg	s eː ɡ
sege	² s ɛ ɪ̯ ə
sege	² s ɛː ʝ ə
sege	² s ɛ ʝ ə
sege	² s ɛː ɡ ə
sege	² s ɛ ɡ ə
segja	² s ɛ ɪ ɑ
segja	² s ɛː j ɑ
sei	s ɛ ɪː
seia	² s ɛ ɪː a
seie	² s ɛ ɪː ə
seikval	² s ɛ ɪː k v aː l
sein	s ɛ ɪː n
seks	s æ k s
seksling	s ɛ k s l i ŋ ɡ
sekstan	² s ɛ k s t a n
sekstan	² s ɛ k s t a
seksten	s æ k s t n̩
seksten	s ɛ k s t n̩
sekstå	² s ɛ k s t ɔ
sekstå	² s æ kː s t ɔ
sekstå	² s æ k s t ɔ
seksuell	s ɛ k s ʉ ɛ l
seksuelt	s ɛ k s ʉ ɛ l t
sel	s eː l
sel	s eː l
sel	s eː l
sel	s eː l
Selbu	s æ ɽ b ʉː
Selfoss	² s ɛː l f o sː
Selje	² s ɛ l j ə
Selje	² s ɛ l j a
selje	² s ɛ l j ə
selje	² s ɛ ɽ j ə
selle	s e l l e
senda	² s ɛ n d ɑ
senda	s ɛ ɲː
sendar	s ɛ n d aː r
sende	² s ɛ n n ə
sende	² s ɛ n d ə
sende	² s ɛ n d ə
Senja	² s ɛ n j a
Senja	¹ s ɛ n j a
sensor	s e n s u r
separatisme	s ə p a r a t i s m e
separatist	s ə p a r a t i s t
separatistisk	s ə p a r a t i s t i s k
ser	s eː r
ser	ʂ eː r
serska	s e ʂ k a
sete	s eː t ə
Setesdal	² s ɛː t ə s d aː l
setja	² s ɛː ç a
setja	² s ɛ çː a
shah	ʃ ɑː
show	ʂ ɔ ʋ
show	ʂ ɔ u
showa	ʂ ɔ ʋ ɑ
showet	ʂ ɔ ʋ ə
si	s iː
sia	² s iː ɑ
sidan	² s iː ɑ n
sidan	² s iː ɑ
sidan	² s iː d ɑ n
sidan	² s iː d ɑ
siddis	s i d i s
side	² s iː d ə
side	² s iː ə
sidesyn	s iː d e s yː n
siger	s iː ɡ ɛ r
Sigmund	² s ɪ ɡ m ʊ n d
Sigmund	² s ɪ ɡ m ʊ n
Sigmund	² s iː m ʊ n d
Sigmund	² s iː m ʊ n
siki	s iː k ɪ
siki	² s iː k ɪ
sikker	s ɪ kː ə r
sikksakk	s i k s a k
sild	s ɪ l d
sild	s ɪ lː
sin	s ɪ nː
sine	² s iː n ə
sionisme	s i u n ɪ s m ə
sirka	s i r k a
sist	s ɪ s t
sitja	² s ɪː ç a
sitja	² s ɪ çː a
sitja	² s ɪː t j a
sitron	s i t ɾ uː n
sitt	s ɪ tː
sivi	² s iː ʋ ɪ
sivi	s iː ʋ ɪ
sivil	s iː ʋ iː l
sivilisasjon	s i ʋ i l i s aː ʃ uː n
sjah	ʃ ɑː
sjappa	² ʃ ɑ p p ɑ
sjappa	ʃ ɑ p p ɑ
sjarmera	ʃ a r m eː r a
sjau	ʃ æ ʉ̯
sjau	ʃ œ ʉ̯
sjauar	² ʃ æ ʉ̯ ɑ r
sjauar	² ʃ œ ʉ̯ ɑ r
sjauar	² ʃ æ ʉ̯ ɑ r
sjauar	² ʃ æ ʉ̯ ɑ
sjauar	² ʃ œ ʉ̯ ɑ r
sjauar	² ʃ œ ʉ̯ ɑ
sjauen	² ʃ æ ʉ̯ ə n
sjauen	² ʃ œ ʉ̯ ə n
sjel	² ʃ eː l
sjel	ʂ æː l
sjeldan	² ʃ ɛ l d a n
sjeldan	² ʃ ɛ l d a
sjeldan	² ʃ ɛ l a n
sjeldan	² ʃ ɛ l a
sjelv	ʃ æː ɽ
sjelv	ʃ ɛː l
sjelv	² ʃ æ ɽ ʋ ə
sjelv	² ʃ ɛ l ʋ ə
sjevron	ʂ ɛ ʋ r uː n
sjitt	ʃ i tː
Sjoa	ʂ uː a
sjoda	² ʃ uː a
sjoda	² s j uː a
sju	ʃ ʉː
sju	s j ʉː
sjuk	ʃ ʉː k
sjuk	s j ʉː k
sjuttu	ʃ ʉ tː ʉ
sjy	ʃ yː
sjø	ʃ øː
sjø	s j øː
sjødåp	² ʃ øː d oː p
sjølv	ʃ øː l
sjølv	ʃ œ l ʋ
sjølv	ʃ øː ɽ
sjølv	ʃ œ ɽ ʋ
sjølv'u	ʃ øː l u
sjølv'u	ʃ ø l v u
sjølve	² ʃ œ l ʋ ə
sjølvsagt	² ʃ œː l s a k t
sjølvstende	² ʃ œ lː s t ɛ n d ə
sjølvstende	² ʃ øː l s t ɛ n d ə
sjølvtillit	ʃ ø l ʋ t ɪ l ɪ t
sjørøye	ʃ øː r ø y ə
sjå	ʃ ɔː
sjå	s j ɔː
sjåar	ʃ ɒː aː r
sjålv	ʃ ɔː l
sjålv	ʃ ɔ lː
sjålv	² ʃ ɔ l ʋ ə
skaga	s k aː ɡ a
skaka	² s k ɑː k ɑ
skaket	s k ɑː ç ə
skaket	s k ɑː k ə
skaki	s k ɑː k ɪ
skald	s k ɑ l d
skaldyr	s k aː l d yː r
skalle	² s k ɑ lː ə
skamma	s k ɑ m m ɑ
skamma	² s k ɑ m m ɑ
skammar	² s k ɑ m m ɑ r
skanki	s k ɑ ŋ k ɪ
skapning	s k aː p n i ŋ
skar	s k ɑː r
skar	s k ɑː ɽ
skar	s k ɑː r
skard	s k ɑː r
skard	s k ɑː ɽ
skatt	s k ɑː t
skatteflyktning	s k a t ə f l y k t n i ŋ ɡ
skaut	s k æ ʉ t
Skedsmo	ʃ e sː m uː
skeint	ʃ ɛ ɪː n t
skeint	ʃ ɛ ɪ n t
skeise	² ʃ ɛ ɪː s ə
skeiserenn	² ʃ ɛ ɪː s ə r ɛ nː
skeiv	ʃ ɛ ɪː v
skeiv	s ç ɛ ɪː v
skeivt	ʃ ɛ ɪː f t
skeivt	ʃ ɛ ɪ f t
skeivt	s ç ɛ ɪː f t
skeivt	s ç ɛ ɪ f t
ski	ʃ iː
ski	s ç iː
skid	ʃ iː
skidskjoting	¹ ʃ iː ʃ uː t ɪ ŋ
skidskjoting	¹ s ç iː s ç uː t ɪ ŋ
Skien	² ʂ eː ə n
Skien	² ʂ i ə n
skigard	ʃ iː ɡ ɑː r
skigard	ʃ iː ɡ ɑː ɭ
skikkeleg	ʃ i k e l eː ɡ
skil	ʃ iː l
