अ	ə
अभियुक्त	ə bʱ ɪ j ʊ k t̪
अभियोक्ता	ə bʱ ɪ j oː k t̪ ɑː
अभियोग	ə bʱ ɪ j oː ɡ
अभियोजक	ə bʱ ɪ j oː d͡ʒ ə k
अभिरुचि	ə bʱ ɪ ɾ ʊ t͡ʃ iː
अभिलाषा	ə bʱ ɪ l ɑː ʂ ɑː
अभिलेख	ə bʱ ɪ l eː kʰ
अभिवादन	ə bʱ ɪ ʋ ɑː d̪ ə n
अभिव्यक्त	ə bʱ ɪ ʋ j ə k t̪
अभिव्यक्ति	ə bʱ ɪ ʋ j ə k t̪ iː
अभी	ə bʱ iː
अभूतपूर्व	ə bʱ uː t̪ p uː ɾ ʋ
अभ्यंग	ə bʱ j ə ŋ ɡ
अभ्यस्त	ə bʱ j ə s t̪
अभ्यागत	ə bʱ j ɑː ɡ ə t̪
अभ्यास	ə bʱ j ɑː s
अभ्यासक्रम	ə bʱ j ɑː s k ɾ ə m
अभ्यासवश	ə bʱ j ɑː s ʋ ə ʃ
अभ्रक	ə bʱ ɾ ə k
अमचूर	ə m t͡ʃ uː ɾ
अमन	ə m ə n
अमरावती	ə m ɾ ɑː ʋ ə t̪ iː
अमरीका	ə m ɾ iː k ɑː
अमरूद	ə m ɾ uː d̪
अमल	ə m ə l
अमानत	ə m ɑː n ə t̪
अमानती	ə m ɑː n ə t̪ iː
अमानवीयता	ə m ɑː n ə ʋ iː j ə t̪ ɑː
अमावस	ə m ɑː ʋ ə s
अमाशय	ə m ɑː ʃ ə j
अमिट	ə m ɪ ʈ
अमीर	ə m iː ɾ
अमीरी	ə m iː ɾ iː
अमुक	ə m ʊ k
अमृत	ə m ɾ ɪ t̪
अमृतसर	ə m ɾ ɪ t̪ s ə ɾ
अमेरिकन	ə m eː ɾ ɪ k ə n
अमेरिका	ə m eː ɾ ɪ k ɑː
अमेरिकी	ə m eː ɾ ɪ k iː
अमोघ	ə m oː ɡʱ
अम्बर	ə m b ə ɾ
अम्मा	ə m m ɑː
अम्माँ	ə m m ɑ̃ː
अम्मी	ə m m iː
अम्लपित्त	ə m l ə p ɪ t̪ t̪
अयनांत	ə j ə n ɑː n t̪
अयस्	ə j ə s
अयस्क	ə j ə s k
अयुत	ə j ʊ t̪
अयोग्यता	ə j oː ɡ j ə t̪ ɑː
अयोध्या	ə j oː d̪ʱ j ɑː
अरंडी	ə ɾ ə ɳ ɖ iː
अरक्तता	ə ɾ ə k t̪ t̪ ɑː
अरगनी	ə ɾ ə ɡ n iː
अरणि	ə ɾ ɳ iː
अरथी	ə ɾ t̪ʰ iː
अरदली	ə ɾ d̪ ə l iː
अरब	ə ɾ ə b
अरबिंद	ə ɾ b ɪ n d̪
अरबी	ə ɾ b iː
अरबी	ə ɾ ə b iː
अरमान	ə ɾ m ɑː n
अरविंद	ə ɾ ʋ ɪ n d̪
अरवी	ə ɾ ʋ iː
अरसा	ə ɾ s ɑː
अरस्तू	ə ɾ ə s t̪ uː
अराजक	ə ɾ ɑː d͡ʒ ə k
अराजकता	ə ɾ ɑː d͡ʒ ə k t̪ ɑː
अराजकवाद	ə ɾ ɑː d͡ʒ ə k ʋ ɑː d̪
अराजकवादी	ə ɾ ɑː d͡ʒ ə k ʋ ɑː d̪ iː
अरारोट	ə ɾ ɑː ɾ oː ʈ
अरिहंत	ə ɾ ɪ ɦ ə n t̪
अरुचि	ə ɾ ʊ t͡ʃ iː
अरुचिकर	ə ɾ ʊ t͡ʃ ɪ k ə ɾ
अरुणोदय	ə ɾ ʊ ɳ oː d̪ ə j
अरे	ə ɾ eː
अरोगी	ə ɾ oː ɡ iː
अरोरा	ə ɾ oː ɾ ɑː
अर्क़	ə ɾ k
अर्क़	ə ɾ q
अर्ज	ə ɾ d͡ʒ
अर्ज	ə ɾ z
अर्जन	ə ɾ d͡ʒ ə n
अर्ज़	ə ɾ d͡ʒ
अर्ज़	ə ɾ z
अर्ज़ी	ə ɾ d͡ʒ iː
अर्ज़ी	ə ɾ z iː
अर्जित	ə ɾ d͡ʒ ɪ t̪
अर्जी	ə ɾ d͡ʒ iː
अर्जी	ə ɾ z iː
अर्जुन	ə ɾ d͡ʒ ʊ n
अर्जेंटीना	ə ɾ d͡ʒ eː ɳ ʈ iː n ɑː
अर्जेण्टीना	ə ɾ d͡ʒ eː ɳ ʈ iː n ɑː
अर्जेन्टीना	ɑː ɾ d͡ʒ eː ɳ ʈ iː n ɑː
अर्थ	ə ɾ t̪ʰ
अर्थपूर्ण	ə ɾ t̪ʰ ə p uː ɾ ɳ
अर्थमिति	ə ɾ t̪ʰ ə m ɪ t̪ iː
अर्थव्यवस्था	ə ɾ t̪ʰ ə ʋ j ə ʋ ə s t̪ʰ ɑː
अर्थशास्त्री	ə ɾ t̪ʰ ə ʃ ɑː s t̪ ɾ iː
अर्थहीन	ə ɾ t̪ʰ ɦ iː n
अर्थात	ə ɾ t̪ʰ ɑː t̪
अर्थात्	ə ɾ t̪ʰ ɑː t̪
अर्थालंकार	ə ɾ t̪ʰ ɑː l ə ŋ k ɑː ɾ
अर्थी	ə ɾ t̪ʰ iː
अर्दली	ə ɾ d̪ ə l iː
अर्द्ध	ə ɾ d̪ d̪ʱ
अर्ध	ə ɾ d̪ʱ
अर्धकुशल	ə ɾ d̪ʱ k ʊ ʃ ə l
अर्धतत्सम	ə ɾ d̪ʱ ə t̪ ə t̪ s ə m
अर्धवार्षिक	ə ɾ d̪ʱ ʋ ɑː ɾ ʂ ɪ k
अर्धविकसित	ə ɾ d̪ʱ ʋ ɪ k s ɪ t̪
अर्धशिक्षित	ə ɾ d̪ʱ ʃ ɪ k ʂ ɪ t̪
अर्धसरकारी	ə ɾ d̪ʱ s ə ɾ k ɑː ɾ iː
अर्धसाप्ताहिक	ə ɾ d̪ʱ s ɑː p t̪ ɑː ɦ ɪ k
अर्धांगिनी	ə ɾ d̪ʱ ɑː ŋ ɡ ɪ n iː
अर्धायु	ə ɾ d̪ʱ ɑː j uː
अर्पण	ə ɾ p ə ɳ
अर्पित	ə ɾ p ɪ t̪
अर्यमा	ə ɾ j ə m ɑː
अर्श	ə ɾ ʃ
अर्हित	ə ɾ ɦ ɪ t̪
अलंकार	ə l ə ŋ k ɑː ɾ
अलंकृत	ə l ə ŋ k ɾ ɪ t̪
अलक़तरा	ə l k ə t̪ ɾ ɑː
अलक़तरा	ə l q ə t̪ ɾ ɑː
अलगाना	ə l ɡ ɑː n ɑː
अलगाव	ə l ɡ ɑː ʋ
अलगाववाद	ə l ɡ ɑː ʋ ʋ ɑː d̪
अलगाववादी	ə l ɡ ɑː ʋ ʋ ɑː d̪ iː
अलबता	ə l b ə t̪ ɑː
अलबत्ता	ə l b ə t̪ t̪ ɑː
अलबम	ə l b ə m
अलम	ə l ə m
अलमारी	ə l m ɑː ɾ iː
अलम्	ə l ə m
अलविदा	ə l ʋ ɪ d̪ ɑː
अलसाना	ə l s ɑː n ɑː
अलहदा	ə l ə ɦ d̪ ɑː
अलादीन	ə l ɑː d̪ iː n
अलापना	ə l ɑː p n ɑː
अलाव	ə l ɑː ʋ
अलि	ə l iː
अलिखित	ə l ɪ kʰ ɪ t̪
अलीगढ	ə l iː ɡ ə ɽʱ
अलीगढ़	ə l iː ɡ ə ɽʱ
अलोना	ə l oː n ɑː
अल्जीरिया	ə l d͡ʒ iː ɾ ɪ j ɑː
अल्टीमेटम	ə l ʈ iː m eː ʈ ə m
अल्पकारी	ə l p ə k ɑː ɾ iː
अल्पसंख्यक	ə l p s ə ŋ kʰ j ə k
अल्पावस्था	ə l p ɑː ʋ ə s t̪ʰ ɑː
अल्पाहार	ə l p ɑː ɦ ɑː ɾ
अल्फ़ा	ə l f ɑː
अल्फ़ा	ə l pʰ ɑː
अल्फ़ाज़	ə l f ɑː z
अल्फ़ाज़	ə l pʰ ɑː d͡ʒ
अल्बम	ə l b ə m
अल्बानियन	ə l b ɑː n ɪ j ə n
अल्बानिया	ə l b ɑː n ɪ j ɑː
अल्लाह	ə l l ɑː ɦ
अल्हड़	ə l ɦ ə ɽ
अवकलज	ə ʋ k ə l ə d͡ʒ
अवकलन	ə ʋ k ə l ə n
अवक्षयण	ə ʋ k ʂ ə j ə ɳ
अवक्षेपण	ə ʋ k ʂ eː p ə ɳ
अवगत	ə ʋ ɡ ə t̪
अवगुण	ə ʋ ɡ ʊ ɳ
अवज्ञा	ə ʋ ə ɡ j ɑː
अवतल	ə ʋ t̪ ə l
अवतार	ə ʋ t̪ ɑː ɾ
अवध	ə ʋ ə d̪ʱ
अवधारण	ə ʋ d̪ʱ ɑː ɾ ə ɳ
अवधारणा	ə ʋ d̪ʱ ɑː ɾ ɳ ɑː
अवधि	ə ʋ d̪ʱ iː
अवधी	ə ʋ d̪ʱ iː
अवधी	ə ʋ ə d̪ʱ iː
अवनति	ə ʋ n ə t̪ iː
अवपंक	ə ʋ p ə ŋ k
अवयव	ə ʋ j ə ʋ
अवयस्क	ə ʋ ə j ə s k
अवर	ə ʋ ə ɾ
अवरुद्ध	ə ʋ ɾ ʊ d̪ d̪ʱ
अवरोध	ə ʋ ɾ oː d̪ʱ
अवलंब	ə ʋ l ə m b
अवलोकन	ə ʋ l oː k ə n
अवशोषण	ə ʋ ʃ oː ʂ ə ɳ
अवशोषित	ə ʋ ʃ oː ʂ ɪ t̪
अवसंरचना	ə ʋ s ə̃ ɾ ə t͡ʃ n ɑː
अवसर	ə ʋ s ə ɾ
अवस्था	ə ʋ ə s t̪ʰ ɑː
अवहट्ठ	ə ʋ ɦ ə ʈ ʈʰ
अवहेलना	ə ʋ ɦ eː l n ɑː
अवांछित	ə ʋ ɑː n t͡ʃʰ ɪ t̪
अवाई	ə ʋ ɑː iː
अवाक्	ə ʋ ɑː k
अवाम	ə ʋ ɑː m
अवार्ड	ə ʋ ɑː ɾ ɖ
अविकसित	ə ʋ ɪ k s ɪ t̪
अविकारी	ə ʋ ɪ k ɑː ɾ iː
अविचल	ə ʋ ɪ t͡ʃ ə l
अविनय	ə ʋ ɪ n ə j
अविनीत	ə ʋ ɪ n iː t̪
अविलंब	ə ʋ ɪ l ə m b
अविवाहित	ə ʋ ɪ ʋ ɑː ɦ ɪ t̪
अविश्वास	ə ʋ ɪ ʃ ʋ ɑː s
अवैतनिक	ʋ ɛː t̪ ə n ɪ k
अवोकाडो	ə ʋ oː k ɑː ɖ oː
अव्यक्त	ə ʋ j ə k t̪
अव्ययी	ə ʋ j ə j iː
अव्यवस्था	ə ʋ j ə ʋ ə s t̪ʰ ɑː
अव्यावहारिक	ə ʋ j ɑː ʋ ɦ ɑː ɾ ɪ k
अव्वल	ə ʋ ʋ ə l
अशक्त	ə ʃ ə k t̪
अशरफ़ी	ə ʃ ə ɾ f iː
अशरफ़ी	ə ʃ ə ɾ pʰ iː
अशरफी	ə ʃ ə ɾ f iː
अशरफी	ə ʃ ə ɾ pʰ iː
अशांत	ə ʃ ɑː n t̪
अशांति	ə ʃ ɑː n t̪ iː
अशान्ति	ə ʃ ɑː n t̪ iː
अशिष्ट	ə ʃ ɪ ʂ ʈ
अशिष्टता	ə ʃ ɪ ʂ ʈ t̪ ɑː
अशुद्धि	ə ʃ ʊ d̪ d̪ʱ iː
अशुभ	ə ʃ ʊ bʱ
अश्क	ə ʃ k
अश्रु	ə ʃ ɾ uː
अश्लील	ə ʃ l iː l
अश्लीलता	ə ʃ l iː l t̪ ɑː
अश्वमेध	ə ʃ ʋ ə m eː d̪ʱ
अश्विनी	ə ʃ ʋ ɪ n iː
अष्टकोण	ə ʂ ʈ k oː ɳ
अष्टभुज	ə ʂ ʈ bʱ ʊ d͡ʒ
असंगत	ə s ə ŋ ɡ ə t̪
असंगति	ə s ə ŋ ɡ ə t̪ iː
असंतुष्ट	ə s ə n t̪ ʊ ʂ ʈ
असंतोष	ə s ə n t̪ oː ʂ
असंतोषजनक	ə s ə n t̪ oː ʂ d͡ʒ ə n ə k
असंभव	ə s ə m bʱ ə ʋ
असंभावित	ə s ə m bʱ ɑː ʋ ɪ t̪
असंवेदनशील	ə s ə m ʋ eː d̪ ə n ʃ iː l
असंवैधानिक	ə s ə m ʋ ɛː d̪ʱ ɑː n ɪ k
असत्याभास	ə s ə t̪ j ɑː bʱ ɑː s
असफल	ə s ə pʰ ə l
असफलता	ə s ə pʰ ə l t̪ ɑː
असबाब	ə s b ɑː b
असभ्यता	ə s ə bʱ j ə t̪ ɑː
असम	ə s ə m
असमंजस	ə s ə m ə n d͡ʒ ə s
असमय	ə s ə m ə j
असमर्थ	ə s ə m ə ɾ t̪ʰ
असमर्थता	ə s ə m ə ɾ t̪ʰ t̪ ɑː
असमान	ə s m ɑː n
असमान	ə s ə m ɑː n
असमानता	ə s ə m ɑː n t̪ ɑː
असमाप्त	ə s ə m ɑː p t̪
असमीकरण	ə s ə m iː k ə ɾ ə ɳ
असम्भव	ə s ə m bʱ ə ʋ
असर	ə s ə ɾ
असल	ə s ə l
असलियत	ə s l ɪ j ə t̪
असली	ə s l iː
असहमत	ə s ə ɦ m ə t̪
असहमति	ə s ə ɦ m ə t̪ iː
असहयोग	ə s ə ɦ j oː ɡ
असहाय	ə s ɦ ɑː j
असहिष्णु	ə s ə ɦ ɪ ʂ ɳ uː
असहिष्णुता	ə s ə ɦ ɪ ʂ ɳ ʊ t̪ ɑː
असाढ़	ə s ɑː ɽʱ
असाधारण	ə s ɑː d̪ʱ ɑː ɾ ə ɳ
असामयिक	ə s ɑː m ə j ɪ k
असामाजिक	ə s ɑː m ɑː d͡ʒ ɪ k
असार	ə s ɑː ɾ
असावधान	ə s ɑː ʋ d̪ʱ ɑː n
असावधानता	ə s ɑː ʋ d̪ʱ ɑː n t̪ ɑː
असिस्टेंट	ə s ɪ s ʈ eː ɳ ʈ
असीम	ə s iː m
असीस	ə s iː s
असुरक्षित	ə s ʊ ɾ ə k ʂ ɪ t̪
असुविधा	ə s ʊ ʋ ɪ d̪ʱ ɑː
असुविधाजनक	ə s ʊ ʋ ɪ d̪ʱ ɑː d͡ʒ ə n ə k
असेंबली	ə s eː m b l iː
असैनिक	ə s ɛː n ɪ k
अस्तबल	ə s t̪ ə b ə l
अस्तर	ə s t̪ ə ɾ
अस्तव्यस्त	ə s t̪ ʋ j ə s t̪
अस्थमा	ə s t̪ʰ ə m ɑː
अस्थायी	ə s t̪ʰ ɑː j iː
अस्थि	ə s t̪ʰ iː
अस्थिपंजर	ə s t̪ʰ ɪ p ə n d͡ʒ ə ɾ
अस्थिर	ə s t̪ʰ ɪ ɾ
अस्थिरता	ə s t̪ʰ ɪ ɾ t̪ ɑː
अस्पताल	ə s p ə t̪ ɑː l
अस्पताली	ə s p ə t̪ ɑː l iː
अस्पष्ट	ə s p ə ʂ ʈ
अस्पष्टता	ə s p ə ʂ ʈ ə t̪ ɑː
अस्पृश्यता	ə s p ɾ ɪ ʃ j ə t̪ ɑː
अस्मिता	ə s m ɪ t̪ ɑː
अस्वस्थ	ə s ʋ ə s t̪ʰ
अस्वस्थता	ə s ʋ ə s t̪ʰ ə t̪ ɑː
अस्वाभाविक	ə s ʋ ɑː bʱ ɑː ʋ ɪ k
अस्वीकार	ə s ʋ iː k ɑː ɾ
अस्वीकृत	ə s ʋ iː k ɾ ɪ t̪
अस्वीकृति	ə s ʋ iː k ɾ ɪ t̪ iː
अस्सी	ə s s iː
अहं	ə ɦ ə m
अहं	ə ɦ ə̃
अहंकार	ə ɦ ə ŋ k ɑː ɾ
अहबाब	ə ɦ b ɑː b
अहम	ə ɦ ə m
अहमदाबाद	ə ɦ m ə d̪ ɑː b ɑː d̪
अहमियत	ə ɦ m ɪ j ə t̪
अहवाल	ə ɦ ʋ ɑː l
अहसास	ə ɦ s ɑː s
अहाता	ə ɦ ɑː t̪ ɑː
अहिंदी	ə ɦ ɪ n d̪ iː
अहिंसक	ə ɦ ɪ n s ə k
अहिंसा	ə ɦ ɪ n s ɑː
अहिंसात्मक	ə ɦ ɪ n s ɑː t̪ m ə k
अहित	ə ɦ ɪ t̪
अहितकर	ə ɦ ɪ t̪ k ə ɾ
अहिनाह	ə ɦ ɪ n ɑː ɦ
अहिभृत्	ə ɦ ɪ bʱ ɾ ɪ t̪
अहिवात	ə ɦ ɪ ʋ ɑː t̪
अहिवाद	ə ɦ ɪ ʋ ɑː d̪
अहेरन	ə ɦ eː ɾ ə n
आ	aː
आ	ɑː
आँकड़ा	ɑ̃ː k ɽ ɑː
आँख	ɑ̃ː kʰ
आँगन	ɑ̃ː ɡ ə n
आँगनवाड़ी	ɑː ŋ ɡ ə n ʋ ɑː ɽ iː
आँच	ɑ̃ː t͡ʃ
आँचलिक	ɑ̃ː t͡ʃ l ɪ k
आँत	ɑ̃ː t̪
आँधी	ɑː n d̪ʱ iː
आँसू	ɑ̃ː s uː
आंगन	ɑ̃ː ɡ ə n
आंत	ɑː n t̪
आंतरिक	ɑː n t̪ ɾ ɪ k
आंदोलन	ɑː n d̪ oː l ə n
आंधी	ɑː n d̪ʱ iː
आंवला	ɑː m ʋ l ɑː
आंशिक	ɑː n ʃ ɪ k
आंसू	ɑː n s uː
आइंदा	ɑː ɪ n d̪ ɑː
आइंस्टीनियम	ɑː ɪ n s ʈ iː n ɪ j ə m
आइज़ोल	ɑː ɪ d͡ʒ oː l
आइज़ोल	ɑː ɪ z oː l
आइसक्रीम	ɑː ɪ s k ɾ iː m
आइसलैंड	ɑː ɪ s l ɛː ɳ ɖ
आइस्ड	ɑː ɪ s ɖ
आई	ɑː iː
आईला	ɑː iː l ɑː
आउट	ɑː ʊ ʈ
आक	ɑː k
आकर्षक	ɑː k ə ɾ ʂ ə k
आकर्षण	ɑː k ə ɾ ʂ ə ɳ
आकर्षित	ɑː k ə ɾ ʂ ɪ t̪
आकर्षी	ɑː k ə ɾ ʂ iː
आकलन	ɑː k ə l ə n
आकस्मिक	ɑː k ə s m ɪ k
आक़ा	ɑː k ɑː
आक़ा	ɑː q ɑː
आकांक्षा	ɑː k ɑ̃ː k ʂ ɑː
आकांक्षी	ɑː k ɑ̃ː k ʂ iː
आकार	ɑː k ɑː ɾ
आकाश	ɑː k ɑː ʃ
आकाशगंगा	ɑː k ɑː ʃ ɡ ə ŋ ɡ ɑː
आकाशवाणी	ɑː k ɑː ʃ ʋ ɑː ɳ iː
आकाशी	ɑː k ɑː ʃ iː
आकृत	ɑː k ɾ ɪ t̪
आकृति	ɑː k ɾ ɪ t̪ iː
आकृष्ट	ɑː k ɾ ɪ ʂ ʈ
आक्रमण	ɑː k ɾ ə m ə ɳ
आक्रमणकारी	ɑː k ɾ ə m ə ɳ k ɑː ɾ iː
आक्रामक	ɑː k ɾ ɑː m ə k
आक्रामकता	ɑː k ɾ ɑː m ə k t̪ ɑː
आक्रोश	ɑː k ɾ oː ʃ
आक्षेप	ɑː k ʂ eː p
आखरी	ɑː kʰ ɾ iː
आखरी	ɑː x ɾ iː
आख़िर	ɑː kʰ ɪ ɾ
आख़िर	ɑː x ɪ ɾ
आख़िरकार	ɑː kʰ ɪ ɾ k ɑː ɾ
आख़िरकार	ɑː x ɪ ɾ k ɑː ɾ
आख़िरत	ɑː kʰ ɪ ɾ ə t̪
आख़िरत	ɑː x ɪ ɾ ə t̪
आख़िरी	ɑː kʰ ɪ ɾ iː
आख़िरी	ɑː kʰ ɾ iː
आख़िरी	ɑː x ɪ ɾ iː
आख़िरी	ɑː x ɾ iː
आखातीज	ɑː kʰ ɑː t̪ iː d͡ʒ
आखिर	ɑː kʰ ɪ ɾ
आखिर	ɑː x ɪ ɾ
आखिरी	ɑː kʰ ɪ ɾ iː
आखेट	ɑː kʰ eː ʈ
आखेटक	ɑː kʰ eː ʈ ə k
आग	ɑː ɡ
आगंतुक	ɑː ɡ ə n t̪ ʊ k
आगजनी	ɑː ɡ d͡ʒ ə n iː
आगज़नी	ɑː ɡ d͡ʒ ə n iː
आगज़नी	ɑː ɡ z ə n iː
आगमन	ɑː ɡ ə m ə n
आगरा	ɑː ɡ ɾ ɑː
आग़ा	ɑː ɡ ɑː
आग़ा	ɑː ɣ ɑː
आग़ाज़	ɑː ɡ ɑː d͡ʒ
आग़ाज़	ɑː ɣ ɑː z
आग़ोश	ɑː ɡ oː ʃ
आग़ोश	ɑː ɣ oː ʃ
आगा	ɑː ɡ ɑː
आगार	ɑː ɡ ɑː ɾ
आगाह	ɑː ɡ ɑː ɦ
आगाही	ɑː ɡ ɑː ɦ iː
आगे	ɑː ɡ eː
आग्नेय	ɑː ɡ n eː j
आग्रह	ɑː ɡ ɾ ə ɦ
आग्रहपूर्वक	ɑː ɡ ɾ ə ɦ p uː ɾ ʋ ə k
आघ	ɑː ɡʱ
आघात	ɑː ɡʱ ɑː t̪
आघातपूर्ण	ɑː ɡʱ ɑː t̪ p uː ɾ ɳ
आचरण	ɑː t͡ʃ ə ɾ ə ɳ
आचार	ɑː t͡ʃ ɑː ɾ
आछा	ɑː t͡ʃʰ ɑː
आज	ɑː d͡ʒ
आजमाइश	ɑː d͡ʒ m ɑː ɪ ʃ
आजमाना	ɑː d͡ʒ m ɑː n ɑː
आजमाना	ɑː z m ɑː n ɑː
आज़माइश	ɑː d͡ʒ m ɑː ɪ ʃ
आज़माइश	ɑː z m ɑː ɪ ʃ
आज़माना	ɑː d͡ʒ m ɑː n ɑː
आज़माना	ɑː z m ɑː n ɑː
आज़र्बैजान	ɑː d͡ʒ ə ɾ b ɛː d͡ʒ ɑː n
आज़र्बैजान	ɑː z ə ɾ b ɛː d͡ʒ ɑː n
आज़ाद	ɑː d͡ʒ ɑː d̪
आज़ाद	ɑː z ɑː d̪
आज़ार	ɑː d͡ʒ ɑː ɾ
आज़ार	ɑː z ɑː ɾ
आजाद	ɑː d͡ʒ ɑː d̪
आजादी	ɑː d͡ʒ ɑː d̪ iː
आजीवन	ɑː d͡ʒ iː ʋ ə n
आजीविका	ɑː d͡ʒ iː ʋ ɪ k ɑː
आज्ञा	ɑː ɡ j ɑː
आटा	ɑː ʈ ɑː
आटिचोक	ɑː ʈ ɪ t͡ʃ oː k
आठ	ɑː ʈʰ
आठवाँ	ɑː ʈʰ ʋ ɑ̃ː
आडंबर	ɑː ɖ ə m b ə ɾ
आडवाणी	ɑː ɖ ʋ ɑː ɳ iː
आड़	ɑː ɽ
आड़ा	ɑː ɽ ɑː
आड़ू	ɑː ɽ uː
आण्विक	ɑː ɳ ʋ ɪ k
आतंकमय	ɑː t̪ ə ŋ k m ə j
आतंकवाद	ɑː t̪ ə ŋ k ʋ ɑː d̪
आतंकवादी	ɑː t̪ ə ŋ k ʋ ɑː d̪ iː
आतंकित	ɑː t̪ ə ŋ k ɪ t̪
आततायी	ɑː t̪ ə t̪ ɑː j iː
आतमीयता	ɑː t̪ m iː j t̪ ɑː
आतिश	ɑː t̪ ɪ ʃ
आतिशबाज़ी	ɑː t̪ ɪ ʃ b ɑː d͡ʒ iː
आतिशबाज़ी	ɑː t̪ ɪ ʃ b ɑː z iː
आतिशबाजी	ɑː t̪ ɪ ʃ b ɑː d͡ʒ iː
आतिशबाजी	ɑː t̪ ɪ ʃ b ɑː z iː
आतुर	ɑː t̪ ʊ ɾ
आतुरता	ɑː t̪ ʊ ɾ t̪ ɑː
आत्मघात	ɑː t̪ m ə ɡʱ ɑː t̪
आत्मघाती	ɑː t̪ m ə ɡʱ ɑː t̪ iː
आत्मज्ञान	ɑː t̪ m ə ɡ j ɑː n
आत्मत्याग	ɑː t̪ m ə t̪ j ɑː ɡ
आत्मनिंदा	ɑː t̪ m ə n ɪ n d̪ ɑː
आत्मनिर्णय	ɑː t̪ m ə n ɪ ɾ ɳ ə j
आत्मनिर्भर	ɑː t̪ m ə n ɪ ɾ bʱ ə ɾ
आत्मनिर्भरता	ɑː t̪ m ə n ɪ ɾ bʱ ə ɾ t̪ ɑː
आत्मप्रशंसा	ɑː t̪ m ə p ɾ ə ʃ ə n s ɑː
आत्मबलिदान	ɑː t̪ m ə b ə l ɪ d̪ ɑː n
आत्मबोध	ɑː t̪ m ə b oː d̪ʱ
आत्मरक्षा	ɑː t̪ m ə ɾ ə k ʂ ɑː
आत्मविश्वास	ɑː t̪ m ə ʋ ɪ ʃ ʋ ɑː s
आत्मसंतोष	ɑː t̪ m ə s ə n t̪ oː ʂ
आत्मसंमान	ɑː t̪ m ə s ə m m ɑː n
आत्मसात	ɑː t̪ m ə s ɑː t̪
आत्मसात्	ɑː t̪ m ə s ɑː t̪
आत्मस्तुति	ɑː t̪ m ə s t̪ ʊ t̪ iː
आत्मा	ɑː t̪ m ɑː
आत्माभिमान	ɑː t̪ m ɑː bʱ ɪ m ɑː n
आत्मिक	ɑː t̪ m ɪ k
आत्मीयता	ɑː t̪ m iː j t̪ ɑː
आत्मोद्धार	ɑː t̪ m oː d̪ d̪ʱ ɑː ɾ
आदत	ɑː d̪ ə t̪
आदतन	ɑː d̪ ə t̪ ə n
आदम	ɑː d̪ ə m
आदमी	ɑː d̪ m iː
आदर	ɑː d̪ ə ɾ
आदरपूर्वक	ɑː d̪ ə ɾ p uː ɾ ʋ ə k
आदर्श	ɑː d̪ ə ɾ ʃ
आदा	ɑː d̪ ɑː
आदान	ɑː d̪ ɑː n
आदाब	ɑː d̪ ɑː b
आदि	ɑː d̪ iː
आदिभाषा	ɑː d̪ ɪ bʱ ɑː ʂ ɑː
आदिम	ɑː d̪ ɪ m
आदिवासी	ɑː d̪ ɪ ʋ ɑː s iː
आदी	ɑː d̪ iː
आदेश	ɑː d̪ eː ʃ
आध	ɑː d̪ʱ
आधा	ɑː d̪ʱ ɑː
आधार	ɑː d̪ʱ ɑː ɾ
आधारभूत	ɑː d̪ʱ ɑː ɾ bʱ uː t̪
आधारित	ɑː d̪ʱ ɑː ɾ ɪ t̪
आधिक	ɑː d̪ʱ ɪ k
आधिकारिक	ɑː d̪ʱ ɪ k ɑː ɾ ɪ k
आधुनिक	ɑː d̪ʱ ʊ n ɪ k
आधुनिकतम	ɑː d̪ʱ ʊ n ɪ k t̪ ə m
आधुनिकता	ɑː d̪ʱ ʊ n ɪ k t̪ ɑː
आधुनिकीकरण	ɑː d̪ʱ ʊ n ɪ k iː k ə ɾ ə ɳ
आध्यात्मिक	ɑː d̪ʱ j ɑː t̪ m ɪ k
आन	ɑː n
आनंद	ɑː n ə n d̪
आनंददायी	ɑː n ə n d̪ d̪ ɑː j iː
आनंदमय	ɑː n ə n d̪ m ə j
आनन	ɑː n ə n
आनरेरी	ɑː n ɾ eː ɾ iː
आना	ɑː n ɑː
आनुवंशिकी	ɑː n ʊ ʋ ə n ʃ ɪ k iː
आन्दोलन	ɑː n d̪ oː l ə n
आप	ɑː p
आपका	ɑː p k ɑː
आपत्ति	ɑː p ə t̪ t̪ iː
आपत्तिजनक	ɑː p ə t̪ t̪ iː d͡ʒ ə n ə k
आपदा	ɑː p d̪ ɑː
आपबीती	ɑː p b iː t̪ iː
आपस	ɑː p ə s
आपसदारी	ɑː p ə s d̪ ɑː ɾ iː
आपसी	ɑː p s iː
आपा	ɑː p ɑː
आपात	ɑː p ɑː t̪
आपातकाल	ɑː p ɑː t̪ k ɑː l
आपाधापी	ɑː p ɑː d̪ʱ ɑː p iː
आपूर्ति	ɑː p uː ɾ t̪ iː
आपेक्षिक	ɑː p eː k ʂ ɪ k
आप्रवास	ɑː p ɾ ə ʋ ɑː s
आप्रवासी	ɑː p ɾ ə ʋ ɑː s iː
आफत	ɑː pʰ ə t̪
आफताब	ɑː f t̪ ɑː b
आफताब	ɑː pʰ t̪ ɑː b
आफ़त	ɑː f ə t̪
आफ़त	ɑː pʰ ə t̪
आफ़ताब	ɑː f t̪ ɑː b
आफ़ताब	ɑː pʰ t̪ ɑː b
आफ़रीन	ɑː f ɾ iː n
आफ़रीन	ɑː pʰ ɾ iː n
