'ch	χ
Nêr	n eː r
O	oː
Ogwr	oː ɡ ʊ r
Ogwr	ɔ ɡ ʊ r
Olympaidd	ɔ l ɪ m p a i̯ ð
Olympaidd	ɔ l ɪ m p ɛ ð
Oman	ɔ m a n
Orffennaf	ɔ r f ɛ n a v
Osian	ɔ ʃ a n
Owain	o u̯ a i̯ n
Padarn	p a d ə ɹ n
Padrig	p a d r ɪ ɡ
Paragwâi	p a r a ɡ w aː i̯
Parchedig	p a r χ eː d ɪ ɡ
Parchedig	p a r χ ɛ d ɪ ɡ
Paris	p aː r ɪ s
Pasg	p a s ɡ
Pawl	p a u̯ l
Pedr	p ɛ d r
Penarth	p ɛ n a r θ
Penbedw	p ɛ m b eː d u
Penbedw	p ɛ m b ɛ d u
Peris	p eː r ɪ s
Peris	p ɛ r ɪ s
Periw	p ɛ r ɪ u̯
Periwiad	p ɛ r ɪ u̯ j a d
Pharagwâi	f a r a ɡ w aː i̯
Pharis	f aː r ɪ s
Pheriw	f ɛ r ɪ u̯
Phortiwgal	f ɔ r t j ʊ ɡ a l
Phortiwgal	f ɔ r t ɪ u̯ ɡ a l
Phortiwgaleg	f ɔ r t ɪ u̯ ɡ aː l ɛ ɡ
Phrag	f r aː ɡ
Phrydain	f r ə d a i̯ n
Phrydain	f r ə d ɛ n
Phwllheli	f ʊ ɬ h eː l i
Phwllheli	f ʊ ɬ h ɛ l i
Pontypridd	p ɔ n t ə p r iː ð
Portiwgal	p ɔ r t ɪ u̯ ɡ a l
Portiwgaleg	p ɔ r t ɪ u̯ ɡ aː l ɛ ɡ
Prag	p r aː ɡ
Prestatyn	p r ɛ s t a t ɪ n
Protestaniaeth	p r ɔ t ɛ s d a n j a i̯ θ
Protestaniaeth	p r ɔ t ɛ s d a n j ɛ θ
Protestaniaid	p r ɔ t ɛ s d a n j a i̯ d
Protestaniaid	p r ɔ t ɛ s d a n j ɛ d
Protestannaidd	p r ɔ t ɛ s d a n a i̯ ð
Protestannaidd	p r ɔ t ɛ s d a n ɛ ð
Protestant	p r ɔ t ɛ s d a n t
Prydael	p r ə d a i̯ l
Prydain	p r ə d a i̯ n
Prydain	p r ə d ɛ n
Prydwen	p r ə d w ɛ n
Pwllheli	p ʊ ɬ h eː l i
Pwllheli	p ʊ ɬ h ɛ l i
Ragfyr	r a ɡ v ɪ r
Rhagfyr	r̥ a ɡ v ɪ r
Rhian	r̥ i a n
Rhian	r̥ iː a n
Rhiannon	r̥ i a n ɔ n
Rhianwen	r̥ i a n w ɛ n
Rhodri	r̥ ɔ d r i
Rhufain	r̥ iː v a i̯ n
Rhufain	r̥ iː v ɛ n
Rhufain	r̥ ɪ v a i̯ n
Rhufain	r̥ ɪ v ɛ n
Rhufeiniad	r̥ ɪ v e i̯ n j a d
Rhufeinig	r̥ ɪ v e i̯ n ɪ ɡ
Rhufeiniwr	r̥ ɪ v e i̯ n j ʊ r
Rhufeinwyr	r̥ ɪ v e i̯ n w ɪ r
Rhun	r̥ iː n
Rhydaman	r̥ ɪ d a m a n
Rhydychen	r̥ iː d ə χ ɛ n
Rhydychen	r̥ ɪ d ə χ ɛ n
Rhyl	r̥ ɪ l
Rhyl	ə r̥ ɪ l
Rhys	r̥ iː s
Roeg	r ɔ i̯ ɡ
Rufain	r ɪ v a i̯ n
Rufeinig	r ɪ v e i̯ n ɪ ɡ
Rwanda	r ʊ a n d a
Rwmania	r ʊ m a n j a
Rwsia	r ʊ ʃ a
Sacson	s a k s ɔ n
Sadwrn	s a d ʊ n
Sadwrn	s a d ʊ r n
Sadwrn	s aː d ʊ n
Sadwrn	s aː d ʊ r n
Saesneg	s ɪ s n ɛ ɡ
Saesnes	s e i̯ s n ɛ s
Saeson	s e i̯ s ɔ n
Sais	s a i̯ s
Sbaen	s b a i̯ n
Sbaeneg	s b e i̯ n ɛ ɡ
Sbaenes	s b e i̯ n ɛ s
Sbaenwr	s b e i̯ n ʊ r
Sbaenwyr	s b e i̯ n w ɪ r
Seisnig	s e i̯ s n ɪ ɡ
Serbia	s ɛ r b j a
Seren	s eː r ɛ n
Seren	s ɛ r ɛ n
Sgandinafaidd	s ɡ a n d ɪ n a v a i̯ ð
Sgandinafia	s ɡ a n d ɪ n a v j a
Sgythia	s ɡ ə θ j a
Siani	ʃ a n i
Siani	ʃ aː n i
Siapan	ʃ a p a n
Sioned	ʃ oː n ɛ d
Sioned	ʃ ɔ n ɛ d
Siwan	s ɪ u̯ a n
Siwan	ʃ uː a n
Siwan	ʃ ʊ a n
Siân	ʃ aː n
Siôn	ʃ oː n
Siôr	ʃ oː r
Slofacia	s l ɔ v a k j a
Slofenia	s l ɔ v ɛ n j a
Sosban	s ɔ s b a n
Swdan	s ʊ d a n
Sweden	s w eː d ɛ n
Sweden	s w ɛ d ɛ n
Swistir	s w ɪ s d ɪ r
Swistir	ə s w ɪ s d ɪ r
Swrinam	s ʊ r ɪ n a m
TGAU	t ɡ a i̯
Tachwedd	t a χ w ɛ ð
Tad	t aː d
Taf	t aː v
Tafwys	t a v ʊ i̯ s
Tafwys	t aː v ʊ i̯ s
Talmwd	t a l m ʊ d
Tasmania	t a z m a n j a
Tawe	t a u̯ ɛ
Tecwyn	t ɛ k w ɪ n
Teifi	t e i̯ v i
Thachwedd	θ a χ w ɛ ð
Thasmania	θ a z m a n j a
Thawe	θ a u̯ ɛ
Thwrci	θ ʊ r k i
Tibet	t ɪ b ɛ t
Tibeteg	t ɪ b ɛ t ɛ ɡ
Tirana	t ɪ r aː n a
Tiwnisia	t ɪ u̯ n ɪ z j a
Tomos	t oː m ɔ s
Tonypandy	t ɔ n ə p a n d i
Tonyrefail	t ɔ n ə r eː v a i̯ l
Tonyrefail	t ɔ n ə r eː v ɛ l
Tonyrefail	t ɔ n ə r ɛ v a i̯ l
Tonyrefail	t ɔ n ə r ɛ v ɛ l
Trawsfynydd	t r a u̯ s v ə n ɪ ð
Trefor	t r eː v ɔ r
Trefor	t r ɛ v ɔ r
Trefynwy	t r ɛ v ə n ʊ i̯
Trindod	t r ɪ n d ɔ d
Troedfawr	t r oː d v o u̯ r
Troedfawr	t r ɔ i̯ d v a u̯ r
Trydar	t r ə d a r
Tsiad	t͡ʃ a d
Tsieina	t͡ʃ e i̯ n a
Tsieineeg	t͡ʃ e i̯ n eː ɛ ɡ
Tudno	t ɪ d n ɔ
Twfalw	t ʊ v aː l u
Twitter	t w ɪ t ə r
Twrci	t ʊ r k i
Tyddewi	t ɪ ð ɛ u̯ i
W	uː
Wcráin	ʊ k r a i̯ n
Wellington	w ɛ l ɪ ŋ t ə n
Wganda	ʊ ɡ a n d a
Wiciadur	w ɪ k j aː d ɪ r
Wicipedia	w ɪ k ɪ p ɛ d j a
Wiclo	w ɪ k l ɔ
Wranws	ʊ r a n ʊ s
Wranws	ʊ r aː n ʊ s
Wrecsam	w r ɛ k s a m
Wrwgwái	ʊ r ʊ ɡ w a i̯
Wy	ʊ i̯
Wyddel	ʊ i̯ ð ɛ l
Wyddeleg	ʊ i̯ ð ɛ l ɛ ɡ
Wysg	ʊ i̯ s ɡ
Ystradwel	ə s d r a d w ɛ l
Zwinglïad	s w ɪ ŋ ɡ l iː a d
Zwinglïaeth	s w ɪ ŋ ɡ l iː a i̯ θ
Zwinglïaeth	s w ɪ ŋ ɡ l iː ɛ θ
ab	a b
abad	aː b a d
abadaeth	a b aː d a i̯ θ
abadaeth	a b aː d ɛ θ
abadaethau	a b a d e i̯ θ a i̯
abadaethau	a b a d e i̯ θ ɛ
abadau	a b aː a i̯
abadau	a b aː ɛ
abades	a b aː d ɛ s
abadesau	a b a d ɛ s a i̯
abadesau	a b a d ɛ s ɛ
aball	aː b a ɬ
aballu	a b a ɬ i
abatai	a b a t a i̯
abathocroalaidd	a b a θ ɔ k r ɔ a l a i̯ ð
abathocroalaidd	a b a θ ɔ k r ɔ aː l a i̯ ð
abatir	a b a t ɪ r
abatiroedd	a b a t iː r ɔ i̯ ð
abatiroedd	a b a t ɪ r ɔ i̯ ð
abaty	a b a t i
aber	aː b ɛ r
abergofiant	a b ɛ r ɡ ɔ v j a n t
aberth	a b ɛ r θ
aberth	aː b ɛ r θ
aberthau	a b ɛ r θ a i̯
aberthau	a b ɛ r θ ɛ
aberthged	a b ɛ r θ ɡ ɛ d
aberthgedau	a b ɛ r θ ɡ eː d a i̯
aberthgedau	a b ɛ r θ ɡ eː d ɛ
aberthgedau	a b ɛ r θ ɡ ɛ d a i̯
aberthgedau	a b ɛ r θ ɡ ɛ d ɛ
aberthu	a b ɛ r θ i
aberthwr	a b ɛ r θ ʊ r
abl	a b a l
abl	a b l
abl	aː b a l
abladol	a b l a d ɔ l
abladol	a b l aː d ɔ l
abostol	a b ɔ s d ɔ l
absen	a b s ɛ n
absennau	a b s ɛ n ɛ
absennau	a b s ɛ n ɛ a i̯
absennol	a b s ɛ n ɔ l
absennu	a b s ɛ n i
absenoldeb	a b s ɛ n ɔ l d ɛ b
abwyd	a b ʊ i̯ d
abwyd	aː b ʊ i̯ d
abwydyn	a b ʊ i̯ d ɪ n
academaidd	a k a d ɛ m a i̯ ð
academaidd	a k a d ɛ m ɛ ð
academi	a k a d ɛ m i
academydd	a k a d ɛ m ɪ ð
academyddion	a k a d ɛ m ə ð j ɔ n
academïau	a k a d ɛ m iː a i̯
academïau	a k a d ɛ m iː ɛ
acen	a k ɛ n
aceniad	a k ɛ n j a d
aceniadau	a k ɛ n j a d a i̯
aceniadau	a k ɛ n j a d ɛ
aceniadau	a k ɛ n j aː d a i̯
aceniadau	a k ɛ n j aː d ɛ
acenion	a k ɛ n j ɔ n
acennu	a k ɛ n i
acer	a k ɛ r
ach	a χ
ach	aː χ
acha	aː χ a
achan	a χ a n
achan	aː χ a n
achles	a χ l ɛ s
achlesau	a χ l ɛ s a i̯
achlesau	a χ l ɛ s ɛ
achlesu	a χ l ɛ s i
achlod	a χ l ɔ d
achlust	a χ l ɪ s d
achlysur	a χ l ə s ɪ r
achlysurol	a χ l ə s iː r ɔ l
achlysurol	a χ l ə s ɪ r ɔ l
achlysuron	a χ l ə s iː r ɔ n
achlysuron	a χ l ə s ɪ r ɔ n
achoedd	aː χ ɔ i̯ ð
achos	aː χ ɔ s
achos	χ ɔ s
achosi	a χ ɔ s i
achosion	a χ ɔ s j ɔ n
achosion	a χ ɔ ʃ ɔ n
achres	a χ r ɛ s
achub	a χ ɪ b
achub	aː χ ɪ b
achubiaeth	a χ ɪ b j a i̯ θ
achubiaeth	a χ ɪ b j ɛ θ
achubol	a χ iː b ɔ l
achubol	a χ ɪ b ɔ l
achubwr	a χ iː b ʊ r
achubwr	a χ ɪ b ʊ r
achubwyr	a χ ɪ b w ɪ r
achwyn	a χ ʊ i̯ n
achwyn	aː χ ʊ i̯ n
achwyniad	a χ ʊ i̯ n j a d
achwyniadau	a χ ʊ i̯ n j a d a i̯
achwyniadau	a χ ʊ i̯ n j a d ɛ
achwyniadau	a χ ʊ i̯ n j aː d a i̯
achwyniadau	a χ ʊ i̯ n j aː d ɛ
achwynwr	a χ ʊ i̯ n j ʊ r
achwynwyr	a χ ʊ i̯ n w ɪ r
achwynydd	a χ ʊ i̯ n j ɪ ð
achydd	a χ ɪ ð
achydd	aː χ ɪ ð
achyddiaeth	a χ ə ð j a i̯ θ
achyddiaeth	a χ ə ð j ɛ θ
achyddion	a χ ə ð j ɔ n
achyddol	a χ ə ð ɔ l
aciwbigo	a k ɪ u̯ b iː ɡ ɔ
aciwbigo	a k ɪ u̯ b ɪ ɡ ɔ
act	a k t
actau	a k t a i̯
actau	a k t ɛ
acti	a k t i
actiniwm	a k t ɪ n j ʊ m
actio	a k t j ɔ
actor	a k t ɔ r
actores	a k t oː r ɛ s
actores	a k t ɔ r ɛ s
actoresau	a k t ɔ r ɛ s a i̯
actoresau	a k t ɔ r ɛ s ɛ
actorion	a k t ɔ r j ɔ n
acw	a k ʊ
ad	aː d
adael	a d a i̯ l
adael	a d ɛ l
adael	aː d a i̯ l
adael	aː d ɛ l
adain	aː d a i̯ n
adain	aː d ɛ n
adainredyn	a d a i̯ n r eː d ɪ n
adainredyn	a d a i̯ n r ɛ d ɪ n
adanedd	a d a n ɛ ð
adanedd	a d aː n ɛ ð
adar	a d a r
adar	aː d a r
adara	a d aː r a
adardai	a d a r d a i̯
adardy	a d a r d i
adareg	a d a r ɛ ɡ
adareg	a d aː r ɛ ɡ
adaregol	a d a r eː ɡ ɔ l
adaregol	a d a r ɛ ɡ ɔ l
adaregwyr	a d a r ɛ ɡ w ɪ r
adaregydd	a d a r eː ɡ ɪ ð
adaregydd	a d a r ɛ ɡ ɪ ð
adargi	a d a r ɡ i
adargraffiad	a d a r ɡ r a f j a d
adargraffiadau	a d a r ɡ r a f j a d a i̯
adargraffiadau	a d a r ɡ r a f j a d ɛ
adargraffiadau	a d a r ɡ r a f j aː d a i̯
adargraffiadau	a d a r ɡ r a f j aː d ɛ
adargraffu	a d a r ɡ r a f i
adargwn	a d a r ɡ ʊ n
adarwr	a d a r ʊ r
adarwr	a d aː r ʊ r
adarwyr	a d a r w ɪ r
adarydd	a d aː r ɪ ð
adarydda	a d a r ə ð a
adaryddiaeth	a d a r ə ð j a i̯ θ
adaryddiaeth	a d a r ə ð j ɛ θ
adaryddion	a d a r ə ð j ɔ n
adawed	a d a u̯ ɛ d
adborth	a d b ɔ r θ
adborthion	a d b ɔ r θ j ɔ n
addas	aː ð a s
addasiad	a ð a s j a d
addasiad	a ð a ʃ a d
addasrwydd	a ð a s r ʊ i̯ ð
addasu	a ð a s i
addawa	a ð a u̯ a
addaweb	a ð a u̯ ɛ b
addawebau	a ð a u̯ eː b a i̯
addawebau	a ð a u̯ eː b ɛ
addawebau	a ð a u̯ ɛ b a i̯
addawebau	a ð a u̯ ɛ b ɛ
addef	aː ð ɛ v
addefiad	a ð ɛ v j a d
addewid	a ð ɛ u̯ ɪ d
addfwyn	a ð v ʊ i̯ n
addfwynder	a ð v ʊ i̯ n d ɛ r
addo	aː ð ɔ
addoldy	a ð ɔ l d i
addolgar	a ð ɔ l ɡ a r
addoliad	a ð ɔ l j a d
addolwr	a ð oː l ʊ r
addolwr	a ð ɔ l ʊ r
addolwyr	a ð ɔ l w ɪ r
adduned	a ð iː n ɛ d
adduned	a ð ɪ n ɛ d
addunedu	a ð ɪ n eː d i
addunedu	a ð ɪ n ɛ d i
addurn	aː ð ɪ r n
addurnau	a ð ɪ r n a i̯
addurnau	a ð ɪ r n ɛ
addurnedig	a ð ɪ r n eː d ɪ ɡ
addurnedig	a ð ɪ r n ɛ d ɪ ɡ
addurniad	a ð ɪ r n j a d
addurno	a ð ɪ r n ɔ
addurnol	a ð ɪ r n ɔ l
addurnwr	a ð ɪ r n j ʊ r
addysg	aː ð ɪ s ɡ
addysga	a ð ə s ɡ a
addysgau	a ð ə s ɡ a i̯
addysgau	a ð ə s ɡ ɛ
addysgiadol	a ð ə s ɡ j aː d ɔ l
addysgoch	a ð ə s ɡ ɔ χ
addysgodd	a ð ə s ɡ ɔ ð
addysgol	a ð ə s ɡ ɔ l
addysgon	a ð ə s ɡ ɔ n
addysgu	a ð ə s ɡ i
addysgwch	a ð ə s ɡ ʊ χ
addysgwr	a ð ə s ɡ ʊ r
adeg	a d ɛ ɡ
adeg	aː d ɛ ɡ
adegau	a d eː ɡ a i̯
adegau	a d eː ɡ ɛ
adegau	a d ɛ ɡ a i̯
adegau	a d ɛ ɡ ɛ
adeilad	a d e i̯ l a d
adeiladaeth	a d e i̯ l aː d a i̯ θ
adeiladaeth	a d e i̯ l aː d ɛ θ
adeiladaethau	a d e i̯ l a d e i̯ θ a i̯
adeiladaethau	a d e i̯ l a d e i̯ θ ɛ
adeiladau	a d e i̯ l aː d a i̯
adeiladau	a d e i̯ l aː d ɛ
adeiladau	a d ɪ l aː d ɛ
adeiladol	a d e i̯ l aː d ɔ l
adeiladu	a d e i̯ l aː d i
adeiladwaith	a d e i̯ l a d w a i̯ θ
adeiladwaith	a d e i̯ l a d w ɛ θ
adeiladweithiau	a d e i̯ l a d w e i̯ θ j a i̯
adeiladweithiau	a d e i̯ l a d w e i̯ θ j ɛ
adeiladwr	a d e i̯ l aː d ʊ r
adeiladwyr	a d e i̯ l a d w ɪ r
adeiledd	a d e i̯ l ɛ ð
adeileddiaeth	a d e i̯ l ɛ ð j a i̯ θ
adeileddiaeth	a d e i̯ l ɛ ð j ɛ θ
adeileddol	a d e i̯ l eː ð ɔ l
adeileddol	a d e i̯ l ɛ ð ɔ l
adeileddwr	a d e i̯ l eː ð ʊ r
adeileddwr	a d e i̯ l ɛ ð ʊ r
adeiniog	a d e i̯ n j ɔ ɡ
aden	a d ɛ n
aden	aː d ɛ n
adenedigaeth	a d ɛ n ɛ d iː ɡ a i̯ θ
adenedigaeth	a d ɛ n ɛ d iː ɡ ɛ θ
adenedigaeth	a d ɛ n ɛ d ɪ ɡ a i̯ θ
adenedigaeth	a d ɛ n ɛ d ɪ ɡ ɛ θ
adenedigaethau	a d ɛ n ɛ d ɪ ɡ e i̯ θ a i̯
adenedigaethau	a d ɛ n ɛ d ɪ ɡ e i̯ θ ɛ
adennill	a d ɛ n ɪ ɬ
adenydd	a d eː n ɪ ð
adenydd	a d ɛ n ɪ ð
aderyn	a d eː r ɪ n
aderyn	a d ɛ r ɪ n
aderyn	d eː r ɪ n
aderyn	d ɛ r ɪ n
adfail	a d v a i̯ l
adfeddiannu	a d v ɛ ð j a n i
adfeiliad	a d v e i̯ l j a d
adfeiliadau	a d v e i̯ l j a d a i̯
adfeiliadau	a d v e i̯ l j a d ɛ
adfeiliadau	a d v e i̯ l j aː d a i̯
adfeiliadau	a d v e i̯ l j aː d ɛ
adfeiliedig	a d v e i̯ l j eː d ɪ ɡ
adfeiliedig	a d v e i̯ l j ɛ d ɪ ɡ
adfeilio	a d v e i̯ l j ɔ
adfeilion	a d v e i̯ l j ɔ n
adfer	a d v ɛ r
adferadwy	a d v ɛ r a d ʊ i̯
adferadwy	a d v ɛ r aː d ʊ i̯
adferaf	a d v eː r a
adferaf	a d v eː r a v
adferaf	a d v ɛ r a
adferaf	a d v ɛ r a v
adferant	a d v eː r a n t
adferant	a d v ɛ r a n t
adferent	a d v eː r ɛ n t
adferent	a d v ɛ r ɛ n t
adferf	a d v ɛ r v
adferfol	a d v ɛ r v ɔ l
adferiad	a d v ɛ r j a d
adferiadau	a d v ɛ r j a d a i̯
adferiadau	a d v ɛ r j a d ɛ
adferiadau	a d v ɛ r j aː d a i̯
adferiadau	a d v ɛ r j aː d ɛ
adferiadwyr	a d v ɛ r j a d ə ð w ɪ r
adferiadydd	a d v ɛ r j a d ɪ ð
adferiadydd	a d v ɛ r j aː d ɪ ð
adferiadyddion	a d v ɛ r j a d ə ð j ɔ n
adferiedydd	a d v ɛ r j eː d ɪ ð
adferiedydd	a d v ɛ r j ɛ d ɪ ð
adfero	a d v eː r ɔ
adfero	a d v ɛ r ɔ
adferol	a d v eː r ɔ l
adferol	a d v ɛ r ɔ l
adferwr	a d v eː r ʊ r
adferwr	a d v ɛ r ʊ r
adferwyr	a d v ɛ r w ɪ r
adfilwr	a d v iː l ʊ r
adfilwr	a d v ɪ l ʊ r
adfilwyr	a d v ɪ l w ɪ r
adflas	a d v l a s
adflasau	a d v l a s a i̯
adflasau	a d v l a s ɛ
adfyd	a d v ɪ d
adfydau	a d v ə d a i̯
adfydau	a d v ə d ɛ
adfydus	a d v ə d ɪ s
adfyw	a d v ɪ u̯
adfywiad	a d v ɪ u̯ j a d
adfywiadau	a d v ɪ u̯ j a d a i̯
adfywiadau	a d v ɪ u̯ j a d ɛ
adfywiadau	a d v ɪ u̯ j aː d a i̯
adfywiadau	a d v ɪ u̯ j aː d ɛ
adfywio	a d v ɪ u̯ j ɔ
adfywiol	a d v ɪ u̯ j ɔ l
adio	a d j ɔ
adladd	a d l a ð
adlais	a d l a i̯ s
adlam	a d l a m
adlamau	a d l a m a i̯
adlamau	a d l a m ɛ
adlamu	a d l a m i
adlaw	a d l a u̯
adlef	a d l ɛ v
adlefau	a d l eː v a i̯
adlefau	a d l eː v ɛ
adlefau	a d l ɛ v a i̯
adlefau	a d l ɛ v ɛ
adleisiau	a d l e i̯ s j a i̯
adleisiau	a d l e i̯ s j ɛ
adleisiau	a d l e i̯ ʃ a i̯
adleisiau	a d l e i̯ ʃ ɛ
adleisio	a d l e i̯ s j ɔ
adleisio	a d l e i̯ ʃ ɔ
adlen	a d l ɛ n
adleoli	a d l ɛ oː l i
adleoli	a d l ɛ ɔ l i
adlewyrch	a d l ɛ u̯ ɪ r χ
adlewyrchiad	a d l ɛ u̯ ə r χ j a d
adlewyrchu	a d l ɛ u̯ ə r χ i
adlewyrchydd	a d l ɛ u̯ ə r χ ɪ ð
adloniad	a d l ɔ n j a d
adloniadol	a d l ɔ n j aː d ɔ l
adloniant	a d l ɔ n j a n t
adlonni	a d l ɔ n i
adlunio	a d l ɪ n j ɔ
adlyn	a d l ɪ n
adlynol	a d l ə n ɔ l
adlynu	a d l ə n i
adlŷn	a d l iː n
adnabod	a d n aː b ɔ d
adnabyddant	a d n a b ə ð a n t
adnabyddi	a d n a b ə ð i
adnabyddiaeth	a d n a b ə ð j a i̯ θ
adnabyddiaeth	a d n a b ə ð j ɛ θ
adnabyddus	a d n a b ə ð ɪ s
adnabyddwch	a d n a b ə ð ʊ χ
adnabyddwn	a d n a b ə ð ʊ n
adnau	a d n a i̯
adnau	a d n ɛ
adnebydd	a d n eː b ɪ ð
adnebydd	a d n ɛ b ɪ ð
adneuo	a d n e i̯ ɔ
adnewyddiad	a d n e u̯ ə ð j a d
adnewyddu	a d n e u̯ ə ð i
adnod	a d n ɔ d
adnodd	a d n ɔ ð
adnoddau	a d n ɔ ð a ɨ̯
adnoddau	a d n ɔ ð ɛ
adolygiad	a d ɔ l ə ɡ j a d
adolygiadau	a d ɔ l ə ɡ j aː d a i̯
adolygiadau	a d ɔ l ə ɡ j aː d ɛ
adolygiaeth	a d ɔ l ə ɡ j a i̯ θ
adolygiaeth	a d ɔ l ə ɡ j ɛ θ
adolygol	a d ɔ l ə ɡ ɔ l
adolygu	a d ɔ l ə ɡ i
adolygwyr	a d ɔ l ə ɡ w ɪ r
adolygydd	a d ɔ l ə ɡ ɪ ð
adra	a d r a
adran	a d r a n
adre	a d r ɛ
adref	a d r ɛ
adref	a d r ɛ v
adrodd	a d r ɔ ð
adroddaf	a d r oː ð a
adroddaf	a d r oː ð a v
adroddaf	a d r ɔ ð a
adroddaf	a d r ɔ ð a v
adroddiad	a d r ɔ ð j a d
adroddwr	a d r oː ð ʊ r
adroddwr	a d r ɔ ð ʊ r
aduniad	a d ɪ n j a d
aduno	a d iː n ɔ
aduno	a d ɪ n ɔ
adwaen	a d w a i̯ n
adwaenai	a d w e i̯ n a i̯
adwaenant	a d w e i̯ n a n t
adwaenech	a d w e i̯ n ɛ χ
adwaenem	a d w e i̯ n ɛ m
adwaenent	a d w e i̯ n ɛ n t
adwaenid	a d w e i̯ n ɪ d
adwaenir	a d w e i̯ n ɪ r
adwaenit	a d w e i̯ n ɪ t
adwaenoch	a d w e i̯ n ɔ χ
adwaenom	a d w e i̯ n ɔ m
adwaenost	a d w e i̯ n ɔ s d
adwaenwch	a d w e i̯ n ʊ χ
adwaenwn	a d w e i̯ n ʊ n
adwaenynt	a d w e i̯ n ɪ n t
adwaith	a d w a i̯ θ
adweinaf	a d w e i̯ n a v
adweini	a d w e i̯ n i
adweinid	a d w e i̯ n ɪ d
adweinir	a d w e i̯ n ɪ r
adweitheg	a d w e i̯ θ ɛ ɡ
adweithegwyr	a d w e i̯ θ ɛ ɡ w ɪ r
adweithegydd	a d w e i̯ θ eː ɡ ɪ ð
adweithegydd	a d w e i̯ θ ɛ ɡ ɪ ð
adweithio	a d w e i̯ θ j ɔ
adweithiol	a d w e i̯ θ j ɔ l
adweithiwr	a d w e i̯ θ j ʊ r
adweithydd	a d w e i̯ θ ɪ ð
adwen	a d w ɛ n
adwthio	a d ʊ θ j ɔ
adwy	aː d ʊ i̯
adwyth	aː d ʊ i̯ θ
adwythig	a d ʊ i̯ θ ɪ ɡ
adyn	aː d ɪ n
aeaf	e i̯ a
aeaf	e i̯ a v
aech	a i̯ χ
aed	a i̯ d
aeddfed	e i̯ ð v ɛ d
aeddfedrwydd	e i̯ ð v ɛ d r ʊ i̯ ð
aeddfedu	e i̯ ð v eː d i
aeddfedu	e i̯ ð v ɛ d i
ael	a i̯ l
aeled	e i̯ l ɛ d
aeledau	e i̯ l eː d ɛ
aeledau	e i̯ l ɛ d a i̯
aeledau	e i̯ l ɛ d ɛ
aeliau	e i̯ l j a i̯
aeliau	e i̯ l j ɛ
aelod	e i̯ l ɔ d
aelodaeth	e i̯ l oː d a i̯ θ
aelodaeth	e i̯ l oː d ɛ θ
aelodaeth	e i̯ l ɔ d ɛ θ
aelodaethau	e i̯ l ɔ d e i̯ θ a i̯
aelodaethau	e i̯ l ɔ d e i̯ θ ɛ
aelodau	e i̯ l oː d a i̯
aelodau	e i̯ l oː d ɛ
aelodau	e i̯ l ɔ d a i̯
aelodau	e i̯ l ɔ d ɛ
aelwyd	e i̯ l ʊ i̯ d
aelwydydd	e i̯ l ʊ i̯ d ɪ ð
aem	a i̯ m
aen	a i̯ n
aent	a i̯ n t
aer	a i̯ r
aer	aː r
aeres	e i̯ r ɛ s
aerobeg	e i̯ r oː b ɛ ɡ
aerobeg	e i̯ r ɔ b ɛ ɡ
aerobig	e i̯ r oː b ɪ ɡ
aerobig	e i̯ r ɔ b ɪ ɡ
aeron	e i̯ r ɔ n
aeronen	e i̯ r oː n ɛ n
aeronen	e i̯ r ɔ n ɛ n
aeronog	e i̯ r oː n ɔ ɡ
aeronog	e i̯ r ɔ n ɔ ɡ
aerwy	e i̯ r ʊ i̯
aet	a i̯ t
aeth	a i̯ θ
aeth	aː θ
aethai	e i̯ θ a i̯
aethant	e i̯ θ a n t
aethech	e i̯ θ ɛ χ
aethem	e i̯ θ ɛ m
aethent	e i̯ θ ɛ n t
aethid	e i̯ θ ɪ d
aethit	e i̯ θ ɪ t
aethnen	e i̯ θ n ɛ n
aethnenni	e i̯ θ n ɛ n i
aethoch	e i̯ θ ɔ χ
aethoch	ɛ θ ɔ χ
aethom	e i̯ θ ɔ m
aethon	e i̯ θ ɔ n
aethon	ɛ θ ɔ n
aethont	e i̯ θ ɔ n t
aethost	e i̯ θ ɔ s d
aethpwyd	e i̯ θ p ʊ i̯ d
aethus	e i̯ θ ɪ s
aethus	iː θ ɪ s
aethwn	e i̯ θ ʊ n
aetsh	a i̯ t ʃ
aetshys	e i̯ t ʃ ɪ z
af	aː
af	aː v
afal	aː v a l
afalau	a v a l a i̯
afalau	a v a l ɛ
afalau	a v aː l a i̯
afalau	a v aː l ɛ
afalau	v a l ɛ
afalau	v aː l ɛ
afallen	a v a ɬ ɛ n
afallennau	a v a ɬ ɛ n a i̯
afallennau	a v a ɬ ɛ n ɛ
afan	aː v a n
afanc	aː v a ŋ k
afancod	a v a ŋ k ɔ d
afanen	a v aː n ɛ n
affeithiad	a f e i̯ θ j a d
affeithio	a f e i̯ θ j ɔ
affelion	a f ɛ l j ɔ n
affliw	a f l ɪ u̯
affwys	a f ʊ i̯ s
affwysau	a f ʊ i̯ s a i̯
affwysau	a f ʊ i̯ s ɛ
affwysedd	a f ʊ i̯ s ɛ ð
affwysol	a f ʊ i̯ s ɔ l
afiach	a v j a χ
afiaith	a v j a i̯ θ
afiechyd	a v j eː χ ɪ d
afiechyd	a v j ɛ χ ɪ d
afiechydon	a v j ɛ χ ə d ɔ n
aflafar	a v l aː v a r
aflan	a v l a n
aflendid	a v l ɛ n d ɪ d
afleoli	a v l ɛ oː l i
