ং	ŋ
আগ্নেয়গিরি	a ɡ n e e̯ ɡ i ɹ iˑ
আগ্নেয়গিরি	a ɡ n e e̯ ɡ i ɾ iˑ
আঘণ	a ɡʱ o n
আঘাত	a ɡʱ a t̪
আঙিনা	a ŋ i n aˑ
আঙুর	a ŋ u ɹ
আঙুর	a ŋ u ɾ
আঙুল	a ŋ u l
আঙ্গুল	a ŋ ɡ u l
আচ	a t ɕ
আচ	a t͡ʃ
আচমকা	a t ɕ o m k aˑ
আচমকা	a t͡ʃ o m k aˑ
আচাভুয়া	a s a β u̯ aˑ
আচাভুয়া	a t ɕ a bʱ u̯ aˑ
আচাভুয়া	a t ɕ a v u̯ aˑ
আচাভুয়া	a t̪ s a β u̯ aˑ
আচাভুয়া	a t͡ʃ a bʱ u̯ aˑ
আচাভুয়া	a t͡ʃ a v u̯ aˑ
আচার	a t ɕ a ɹ
আচার	a t͡ʃ a ɾ
আচ্ছা	a i̯ sː aˑ
আচ্ছা	a i̯ t̪ sː aˑ
আচ্ছা	a sː aˑ
আচ্ছা	a t ɕʰː aˑ
আচ্ছা	a t̪ sː aˑ
আচ্ছা	a t͡ʃʰː aˑ
আছে	a s eˑ
আছে	a s ɛˑ
আছে	a t ɕʰ eˑ
আছে	a t͡ʃʰ eˑ
আজব	a d ʑ o b
আজব	a d͡ʒ o b
আজম	a d ʑ o m
আজম	a d͡ʒ o m
আজম	a z o m
আজমায়েশ	a d ʑ m a e̯ ʃ
আজমায়েশ	a d͡ʒ m a e̯ ʃ
আজমায়েশ	a z m a e̯ ʃ
আজাইড়া	a d ʑ a e̯ ɾ aˑ
আজাইড়া	a d ʑ a i̯ ɾ aˑ
আজাইড়া	a d̪ z a i̯ ɾ aˑ
আজাইড়া	a d̪ z a ɛ ɾ aˑ
আজাইড়া	a z a i̯ ɾ aˑ
আজাইড়া	a z a ɛ ɾ aˑ
আজাড়ে	a d͡ʒ a ɽ eˑ
আজাড়ে	a d͡ʒ a ɾ eˑ
আজাদ	a d ʑ a d̪
আজাদ	a d͡ʒ a d̪
আজাব	a d ʑ a b
আজাব	a d͡ʒ a b
আজার	a d ʑ a ɾ
আজার	a d̪ z a ɾ
আজার	a d͡ʒ a ɾ
আজার	a z a ɾ
আজি	a d ʑ iˑ
আজি	a d͡ʒ iˑ
আজিজ	a z i z
আজিজা	a z i z aˑ
আজুড়ে	a d͡ʒ u ɽ eˑ
আজুড়ে	a d͡ʒ u ɾ eˑ
আজ্ঞা	a ɡː aˑ
আজ্ঞে	a ɡː eˑ
আঞ্জুমান	a n d ʑ u m a n
আঞ্জুমান	a n d͡ʒ u m a n
আট	a t
আট	a ʈ
আট	aː t
আট	aː ʈ
আটকাল	a t k a l
আটকাল	a ʈ k a l
আটচল্লিশ	a t ɔ t ɕ ɔ lː i ʃ
আটচল্লিশ	a ʈ ɔ t͡ʃ ɔ lː i ʃ
আটা	a ʈ aˑ
আটানব্বই	a t a n ɔ bː o i̯
আটানব্বই	a ʈ a n ɔ bː o i̯
আঠা	a ʈ̟ʰ a
আড়াই	a ɹ a i̯
আড়াই	a ɽ a i̯
আড়াই	a ɾ a i̯
আড়াল	a ɹ a l
আড়াল	a ɽ a l
আড়াল	a ɾ a l
আড্ডা	a dː aˑ
আড্ডা	a ɖː aˑ
আণ	ä n oˑ
আণ্ডা	a n d aˑ
আণ্ডা	a ɳ ɖ aˑ
আতর	a t̪ o ɹ
আতর	a t̪ o ɾ
আতশ	a t̪ o ʃ
আতশকাচ	a t̪ ɔ ʃ k a t ɕ
আতশকাচ	a t̪ ɔ ʃ k a t͡ʃ
আতশবাজি	a t̪ ɔ ʃ b a z iˑ
আতা	a t̪ aˑ
আত্মা	a t̪ː aˑ
আদম	a d̪ o m
আদমশুমার	ä d̪ ɔ̝ m s̠ u m äˑ ɾ
আদমী	a d̪ o m iˑ
আদর	a d̪ o ɹ
আদর	a d̪ o ɾ
আদর্শ	a d̪ o ɹ ʃ oˑ
আদর্শ	a d̪ o ɾ ʃ oˑ
আদা	a d̪ aˑ
আদালত	a d̪ a l ɔ t̪
আদিবাসী	a d̪ i b a ʃ iˑ
আদেশ	a d̪ e ʃ
আধ	a d̪
আধুনিক	a d̪ʱ u n i k
আনন্দ	a n o n d̪ oˑ
আনা	a n aˑ
আনাড়	a n a ɹ
আনাড়	a n a ɽ
আনাড়	a n a ɾ
আনাড়ি	a n a ɹ iˑ
আনাড়ি	a n a ɽ iˑ
আনাড়ি	a n a ɾ iˑ
আনারস	a n a ɹ ɔ ʃ
আনারস	a n a ɾ ɔ ʃ
আনোয়ার	a n o̯ a ɹ
আনোয়ার	a n o̯ a ɾ
আন্টার্কটিকা	a n t a ɹ k t i k aˑ
আন্টার্কটিকা	a ɳ ʈ a ɾ k ʈ i k aˑ
আন্তঃনগর	a n t̪ ɔ n o ɡ ɔ ɹ
আন্তঃনগর	a n t̪ ɔ n o ɡ ɔ ɾ
আন্তর্জাতিক	a n t̪ ɔ ɹ d ʑ a t̪ i k
আন্তর্জাতিক	a n t̪ ɔ ɾ d͡ʒ a t̪ i k
আন্তর্জাল	a n t̪ ɔ ɹ d ʑ a l
আন্তর্জাল	a n t̪ ɔ ɾ d͡ʒ a l
আন্দাজ	a n d̪ a d ʑ
আন্দাজ	a n d̪ a d͡ʒ
আন্দোলন	a n d̪ o l o n
আন্দোলন	a n d̪ o l ɔ n
আপকাওয়াস্তে	a p ɔ k a o̯ a s t̪ eˑ
আপত্তি	a p ɔ t̪ː iˑ
আপন	a p o n
আপনাকে	a p n a k eˑ
আপনাদের	a p n a d̪ e ɹ
আপনাদের	a p n a d̪ e ɾ
আপনার	a p n a ɹ
আপনার	a p n a ɾ
আপনারা	a p n a ɹ aˑ
আপনারা	a p n a ɾ aˑ
আপনি	a p n iˑ
আপা	a p aˑ
আপেল	a p e l
আফজল	a f d ʑ ɔ l
আফজল	a f d͡ʒ ɔ l
আফতাব	a f t̪ a b
আফসোস	a f s o s
আফসোস	a ɸ s o s
আফিম	a f i m
আফ্রিকা	a f ɹ i k aˑ
আফ্রিকা	a f ɾ i k aˑ
আফ্রোদিতি	a f ɹ o d̪ i t̪ iˑ
আফ্রোদিতি	a f ɾ o d̪ i t̪ iˑ
আব	a b
আব	aː b
আবহাওয়া	a b o h a o̯ aˑ
আবার	a b a ɹ
আবার	a b a ɾ
আবির	ä b iˑ ɾ
আবিষ্কার	a b i ʃ k a ɹ
আবিষ্কার	a b i ʃ k a ɾ
আবেগ	a b e ɡ
আবেদ	a b e d̪
আব্দুল	a b d̪ u l
আব্দুল্লাহ	a b d̪ u lː aˑ
আব্বা	a bː aˑ
আব্বু	a bː uˑ
আম	a m
আম	aː m
আমন্ত্রণ	a m o n t̪ː ɹ o n
আমন্ত্রণ	a m o n t̪ː ɹ ɔ n
আমন্ত্রণ	a m o n t̪ː ɾ o n
আমন্ত্রণ	a m o n t̪ː ɾ ɔ n
আমপারা	a m p a ɾ aˑ
আমরা	a m ɾ aˑ
আমল	a m o l
আমাগর	a m a ɡ ɔ
আমাগর	a ŋ ɡ ɔ
আমাগর	a ŋ ɡ ɔ ɾ
আমাদের	a m a d̪ e ɹ
আমাদের	a m a d̪ e ɾ
আমানত	a m a n ɔ t̪
আমার	a m a ɾ
আমারে	a m a ɹ eˑ
আমারে	a m a ɾ eˑ
আমাশয়	a m a ʃ ɔ e̯
আমি	a m iˑ
আমীর	a m i ɹ
আমীর	a m i ɾ
আমেজ	a m e d ʑ
আমেজ	a m e d͡ʒ
আমেজ	a m e z
আমেরিকা	a m e ɹ i k aˑ
আমেরিকা	a m e ɾ i k aˑ
আয়না	a e̯ n aˑ
আয়াতুল্লাহ	a e̯ a t̪ o lː a h
আয়াতুল্লাহ	a e̯ a t̪ u lː a h
আয়ু	a i̯ uˑ
আয়ুর্বেদ	a e̯ u ɹ b e d̪
আয়ুর্বেদ	a e̯ u ɾ b e d̪
আয়েশা	a e̯ ʃ aˑ
আযান	a d ʑ a n
আযান	a d͡ʒ a n
আযাব	a d ʑ a b
আযাব	a d͡ʒ a b
আর	a ɹ
আর	a ɾ
আর	aː ɾ
আরও	a r o
আরজ	a ɹ o d ʑ
আরজ	a ɾ o d͡ʒ
আরজু	a ɹ d ʑ uˑ
আরজু	a ɾ d͡ʒ uˑ
আরজুমান্দ	a ɹ d ʑ u m a n
আরজুমান্দ	a ɹ d ʑ u m a n d̪
আরজুমান্দ	a ɾ d͡ʒ u m a n
আরজুমান্দ	a ɾ d͡ʒ u m a n d̪
আরতি	a ɹ o t̪ iˑ
আরতি	a ɾ o t̪ iˑ
আরব	a ɹ ɔ b
আরব	a ɾ ɔ b
আরম্ভ	a ɹ ɔ m bʱ oˑ
আরম্ভ	a ɹ ɔ m v oˑ
আরম্ভ	a ɹ ɔ m β ɔˑ
আরম্ভ	a ɾ ɔ m bʱ oˑ
আরম্ভ	a ɾ ɔ m v oˑ
আরম্ভ	a ɾ ɔ m β ɔˑ
আরশি	a ɹ ʃ iˑ
আরশি	a ɾ ʃ iˑ
আরাফাত	a ɾ a f a t̪
আরাম	a ɹ a m
আরাম	a ɾ a m
আরিফ	a ɾ i f
আরে	a ɹ eˑ
আরে	a ɾ eˑ
আরেক	a ɹ ɛ k
আরেক	a ɾ æ k
আরোগ্য	a ɹ o ɡː oˑ
আরোগ্য	a ɾ o ɡː oˑ
আর্জি	a ɹ d ʑ iˑ
আর্জি	a ɾ d͡ʒ iˑ
আর্তব	ä ɾ t̪ oˑ b̥᪽
আর্দ্র	a ɹ d̪ː ɹ oˑ
আর্দ্র	a ɾ d̪ː ɾ oˑ
আর্মেনিয়া	a ɹ m e n i̯ aˑ
আর্মেনিয়া	a ɾ m e n i̯ aˑ
আর্য	a ɹ d ʑ oˑ
আর্য	a ɾ d͡ʒ oˑ
আল	a l
আল	aː l
আলকাতরা	a l k a t̪ː ɹ aˑ
আলকাতরা	a l k a t̪ː ɾ aˑ
আলগা	a l ɡ aˑ
আলপনা	a l p o n aˑ
আলবেনিয়া	a l b e n i̯ aˑ
আলভী	ɐ l bʱ iˑ
আলভী	ɐ l v iˑ
আলভী	ɐ l β iˑ
আলভী	ɐ lᵊ bʱ iˑ
আলভী	ɐ lᵊ v iˑ
আলভী	ɐ lᵊ β iˑ
আলম	a l o m
আলমারি	a l m a ɹ iˑ
আলমারি	a l m a ɾ iˑ
আলাদা	a l a d̪ aˑ
আলামত	a l a m o t̪
আলামত	a l a m ɔ t̪
আলী	a l iˑ
আলু	a l uˑ
আলেকজান্ডার	a l e ɡ d ʑ a n d a ɹ
আলেকজান্ডার	a l e ɡ d͡ʒ a ɳ ɖ a ɾ
আলেম	a l e m
আলো	a l oˑ
আলোক	a l o k
আলোচনা	a l o t ɕ ɔ n aˑ
আলোচনা	a l o t͡ʃ ɔ n aˑ
আল্লাহ	ɐ lː äː
আল্লাহ	ɐ lː äːʰ
আল্লাহ	ɐ lː äːʱ
আল্লাহ	ɐ lː ɐ
আল্লাহ্	a lː aˑ
আশমান	a s m a n
আশমান	a ʃ m a n
আশা	a ʃ aˑ
আশিন	a ʃ i n
আশীর্বাদ	a ʃ i ɹ b a d̪
আশীর্বাদ	a ʃ i ɾ b a d̪
আশুরা	a ʃ u ɹ aˑ
আশুরা	a ʃ u ɾ aˑ
আশেক	a ʃ e k
আশ্চর্য	a s t ɕ ɔ ɹ d ʑ oˑ
আশ্চর্য	a s t͡ʃ ɔ ɾ d͡ʒ oˑ
আশ্চর্য	a ʃ t ɕ ɔ ɹ d ʑ oˑ
আশ্চর্য	a ʃ t͡ʃ ɔ ɾ d͡ʒ oˑ
আশ্চর্যজনকভাবে	a s t ɕ o ɹ d ʑ o d ʑ ɔ n o k v a b eˑ
আশ্চর্যজনকভাবে	a s t͡ʃ o ɾ d͡ʒ o d͡ʒ ɔ n o k v a b eˑ
আশ্চর্যজনকভাবে	a ʃ t ɕ o ɹ d ʑ o d ʑ ɔ n o k bʱ a b eˑ
আশ্চর্যজনকভাবে	a ʃ t͡ʃ o ɾ d͡ʒ o d͡ʒ ɔ n o k bʱ a b eˑ
আশ্বিন	a ʃː i n
আশ্রম	a s ɹ ɔ m
আশ্রম	a s ɾ ɔ m
আশ্রয়	a s ɹ ɔ e̯
আশ্রয়	a s ɾ ɔ e̯
আষাঢ়	a ʃ a ɹ
আষাঢ়	a ʃ a ɽ
আষাঢ়	a ʃ a ɾ
আসগর	a s ɡ ɔ ɹ
আসগর	a s ɡ ɔ ɾ
আসবাব	a ʃ b a b
আসবাব	a ʒ b a b
আসমা	a s m aˑ
আসমান	a s m a n
আসর	a s o ɹ
আসর	a s o ɾ
আসর	a ʃ o ɹ
আসর	a ʃ o ɾ
আসল	a ʃ o l
আসলে	a s l eˑ
আসলে	a ʃ o l eˑ
আসা	a ʃ aˑ
আসান	a ʃ a n
আসানী	a ʃ a n iˑ
আসাম	a s a m
আসিয়া	a s i̯ aˑ
আসিয়া	a ʃ i̯ aˑ
আস্তাবল	a s t̪ a b o l
আস্তে	a s t̪ eˑ
আস্থা	a s t̪ʰ aˑ
আস্পদ্দা	a ʃ p ɔ d̪ː aˑ
আহনাফ	a h n a f
আহমদ	a h m o d̪
আহসান	a h s a n
আহ্বান	a u̯ bʱ a n
আহ্বান	a u̯ v a n
ইঁদুর	i d̪ u ɹ
ইঁদুর	ĩ d̪ u ɾ
ইংরেজ	i ŋ ɾ e d ʑ
ইংরেজ	i ŋ ɾ e d͡ʒ
ইংরেজ	i ŋ ɾ ɛ d̪ z
ইংরেজ	i ŋ ɾ ɛ z
ইংরেজি	i ŋ ɹ ɛ z iˑ
ইংরেজি	i ŋ ɾ e d ʑ iˑ
ইংরেজি	i ŋ ɾ e d͡ʒ iˑ
ইংরেজি	i ŋ ɾ ɛ d̪ z iˑ
ইংল্যান্ড	i ŋ l æ ɳ ɖ
ইংল্যান্ড	i ŋ l ɛ n d
ইউক্রেন	i u̯ k ɾ eˑ n
ইউনান	i u̯ n a n
ইউনানি	i u̯ n a n iˑ
ইউনিয়ন	i u̯ n i̯ o n
ইউনিয়ন	i u̯ n i̯ ɔ n
ইউরেনাস	i u̯ ɹ e n a ʃ
ইউরেনাস	i u̯ ɾ e n a ʃ
ইউরেশিয়া	i u̯ ɹ e ʃ i̯ aˑ
ইউরেশিয়া	i u̯ ɾ e ʃ i̯ aˑ
ইউরোপ	i u̯ ɹ o p
ইউরোপ	i u̯ ɾ o p
ইকুয়েডর	i k u̯ e d ɔ ɹ
ইকুয়েডর	i k u̯ e ɖ ɔ ɾ
ইচলা	i t ɕ ɔ l aˑ
ইচলা	i t͡ʃ ɔ l aˑ
ইচ্ছা	i t ɕʰː aˑ
ইচ্ছা	i t͡ʃʰː aˑ
ইজতেমা	i d z t̪ e m aˑ
ইজতেমা	i d͡ʒ t̪ e m aˑ
ইজতেমা	i z t̪ e m aˑ
ইজরায়েল	i d ʑ ɹ a e̯ l
ইজরায়েল	i d͡ʒ ɾ a e̯ l
ইজরায়েল	i z ɹ a e̯ l
ইজরায়েল	i z ɾ a e̯ l
ইজাজত	i d ʑ a d ʑ o t̪
ইজাজত	i d͡ʒ a d͡ʒ o t̪
ইজাফা	i z a f aˑ
ইজ্জত	i d ʑː o t̪
ইজ্জত	i d ʑː ɔ t̪
ইজ্জত	i d͡ʒ d͡ʒ o t̪
ইজ্জত	i d͡ʒ d͡ʒ ɔ t̪
ইজ্জত	i z z o t̪
ইজ্জত	i z z ɔ t̪
ইজ্জত	i z̪̪ d͡ʒ o t̪
ইজ্জত	i z̪̪ d͡ʒ ɔ t̪
ইঞ্জিল	i n d ʑ i l
ইঞ্জিল	i n d͡ʒ i l
ইট	ĩ ʈ
ইতস্তত	i t̪ o s t̪ o t̪ oˑ
ইতস্তত	i t̪ ɔ s t̪ ɔ t̪ oˑ
ইতিমধ্যে	i t̪ i m o d̪ʱː eˑ
ইতিহাস	i t̪ i h a ʃ
ইতোমধ্যে	i t̪ o m o d̪ʱː eˑ
ইত্তেফাক	i t̪ː e f a k
ইত্যাদি	i t̪ː a d̪ iˑ
ইদানীং	i d̪ a n i ŋ
ইনকিলাব	i n k i l a b
ইনকিলাব	i n x i l a b
ইনকিলাব	i ŋ k i l a b
ইনকিলাব	i ŋ x i l a b
ইনকিলাবি	i n k i l a b iˑ
ইনফ্লুয়েঞ্জা	i n f l u̯ e n d ʑ aˑ
ইনফ্লুয়েঞ্জা	i n f l u̯ e n d͡ʒ aˑ
ইনফ্লুয়েঞ্জা	i n f l u̯ e n z aˑ
ইনসান	i n s a n
ইনসানিয়াত	i n ʃ a n i̯ a t̪
ইনাম	i n a m
ইনি	i n iˑ
ইন্তেকাল	i n t̪ e k a l
ইন্তেজার	i n t̪ e d ʑ a ɹ
ইন্তেজার	i n t̪ e d͡ʒ a ɾ
ইন্তেজারি	i n t̪ e d ʑ a ɹ iˑ
ইন্তেজারি	i n t̪ e d͡ʒ a ɾ iˑ
ইন্দু	i n d̪ uˑ
ইন্দ্র	i n d̪ː ɾ oˑ
ইন্সাফ	i n s a f
ইফতার	i f t̪ a ɾ
ইফতেখার	i f t̪ e kʰ a ɹ
ইফতেখার	i f t̪ e kʰ a ɾ
ইব্রাহীম	i b ɹ a h i m
ইব্রাহীম	i b ɾ a h i m
ইমতেহান	i m t̪ e h a n
ইমরান	i m ɹ a n
ইমরান	i m ɾ a n
ইমাম	i m a m
ইয়াদ	i̯ a d̪
ইয়াসমিন	i̯ a s m i n
ইয়াসিন	i̯ a s i n
ইয়োরোপ	i̯ o ɹ o p
ইয়োরোপ	i̯ o ɾ o p
ইরফান	i ɾ f a n
ইরাক	i ɹ a k
ইরাক	i ɾ a k
ইরান	i ɹ a n
ইরান	i ɾ a n
ইরিত্রিয়া	i ɹ i t̪ː ɹ i̯ aˑ
ইরিত্রিয়া	i ɾ i t̪ː ɾ i̯ aˑ
ইলিয়াস	i l i̯ a s
ইলিশ	i l i ʃ
ইশক	i ʃ k
ইশক	i ʃ o k
ইশক	i ʃ o q
ইশক	i ʃ q
ইস	i ʃ
ইস	iː ʃ
ইসবগুল	i s b ɔ ɡ u l
ইসরায়েল	i z ɹ a e̯ l
ইসরায়েল	i z ɾ a e̯ l
ইসলাম	i s l a m
ইস্কুল	i s k u l
ইস্কুল	i ʃ k u l
ইস্তাম্বুল	i s t̪ a m b u l
ইস্তোনিয়া	i s t̪ o n i̯ aˑ
ইস্পাত	i ʃ p a t̪
ঈগল	i ɡ ɔ l
ঈদ	i d̪
ঈদগাহ	i d̪ ɡ aˑ
ঈমান	i m a n
ঈশানী	i ʃ a n iˑ
ঈশ্বর	i ʃː ɔ ɹ
ঈশ্বর	i ʃː ɔ ɾ
ঈসা	i s aˑ
ঈসা	i ʃ aˑ
ঈস্ট	i s t
ঈস্ট	i s ʈ
ঈস্ট	i ʂ ʈ
উইকিঅভিধান	u̯ i k i̯ ɔ bʱ i d̪ʱ a n
উইকিঅভিধান	u̯ i k i̯ ɔ v i d̪ʱ a n
উইকিপিডিয়া	u̯ i k i p i d i̯ aˑ
উইকিপিডিয়া	u̯ i k i p i ɖ i̯ aˑ
উইল	u̯ i l
উইলিয়াম	u̯ i l i̯ a m
উকিল	u k i l
উকুন	u k u n
উখড়ানো	u kʰ ɹ a n oˑ
উখড়ানো	u kʰ ɽ a n oˑ
উখড়ানো	u kʰ ɾ a n oˑ
উচিত	u t ɕ i t̪
উচিত	u t͡ʃ i t̪
উচ্চাকাঙ্ক্ষী	u t ɕː a k a ŋ kʰ iˑ
উচ্চাকাঙ্ক্ষী	u t͡ʃː a k a ŋ kʰ iˑ
উচ্চারণ	u t ɕʰː a ɹ o n
উচ্চারণ	u t͡ʃʰː a ɾ o n
উচ্ছব	u sː ɔ b
উচ্ছব	u t ɕʰː ɔ b
উচ্ছব	u t̪ sː ɔ b
উচ্ছব	u t͡ʃʰː ɔ b
উচ্ছিষ্ট	u sː i ʃ t ɔˑ
উচ্ছিষ্ট	u t ɕʰː i s t oˑ
উচ্ছিষ্ট	u t ɕʰː i ʃ t oˑ
উচ্ছিষ্ট	u t̪ sː i ʃ t ɔˑ
উচ্ছিষ্ট	u t͡ʃʰː i ʂ ʈ oˑ
উচ্ছ্বাস	u sː s a ʃ
উচ্ছ্বাস	u t ɕː t ɕʰ a ʃ
উচ্ছ্বাস	u t̪ s t̪ sː a ʃ
উচ্ছ্বাস	u t͡ʃː t͡ʃʰ a ʃ
উছব	u s ɔ b
উছব	u t ɕʰ ɔ b
উছব	u t̪ s̪ ɔ b
উছব	u t͡ʃʰ ɔ b
উজির	u d ʑ i ɹ
উজির	u d͡ʒ i ɾ
উজির	u z i ɹ
উজির	u z i ɾ
উট	u t
উট	u ʈ
উট	uː t
উট	uː ʈ
উঠান	u tʰ a n
উঠান	u ʈʰ a n
উড়া	u ɹ aˑ
উড়া	u ɽ aˑ
উড়া	u ɾ aˑ
উড়িষ্যা	u ɹ i ʃː aˑ
উড়িষ্যা	u ɽ i ʃː aˑ
উড়িষ্যা	u ɾ i ʃː aˑ
উড়োজাহাজ	u ɹ o d ʑ a h a d ʑ
উড়োজাহাজ	u ɹ o d ʑ a h a z
উড়োজাহাজ	u ɽ o d͡ʒ a h a d͡ʒ
উড়োজাহাজ	u ɽ o d͡ʒ a h a z
উড়োজাহাজ	u ɾ o d͡ʒ a h a d͡ʒ
উড়োজাহাজ	u ɾ o d͡ʒ a h a z
উতরানো	u t̪ː ɹ a n oˑ
উতরানো	u t̪ː ɾ a n oˑ
উত্তম	u t̪ː ɔ m
উত্তরাখণ্ড	u t̪ː ɔ ɹ a kʰ ɔ n d oˑ
উত্তরাখণ্ড	u t̪ː ɔ ɾ a kʰ ɔ ɳ ɖ oˑ
উদয়	u d̪ ɔ e̯
উদাহরণ	u d̪ a h ɔ ɹ o n
উদাহরণ	u d̪ a h ɔ ɾ o n
উদ্দেশ্য	u d̪ː e ʃː oˑ
উদ্বোধন	u d̪ b o d̪ʱ ɔ n
উদ্ভিদ	u d̪ bʱ i d̪
উদ্ভিদ	u d̪ v i d̪
উদ্যোগ	u d̪ː o ɡ
উধাও	u d̪ʱ a o̯
উনআশি	u n a ʃ iˑ
উনি	u n iˑ
উন্মত্ততা	u n m ɔ t̪ː ɔ t̪ aˑ
উপকার	u p o k a ɹ
উপকার	u p o k a ɾ
উপচানো	u p t ɕ a n oˑ
উপচানো	u p t͡ʃ a n oˑ
উপজেলা	u p ɔ z e l aˑ
উপড়ানো	u p ɹ a n oˑ
উপড়ানো	u p ɽ a n oˑ
উপড়ানো	u p ɾ a n oˑ
উপদেশ	u p o d̪ e ʃ
উপদ্বীপ	u p ɔ d̪ː i p
উপনয়ন	u p ɔ n o e̯ ɔ n
উপনিষদ	u p o n i ʃ ɔ d̪
উপনীত	u p o n i t̪ oˑ
উপন্যাস	u p o nː a ʃ
উপমহাদেশ	u p ɔ m ɔ h a d̪ e ʃ
উপর	u p o ɹ
উপর	u p o ɾ
উপাধ্যায়	u p a d̪ʱː a e̯
উপায়	u p a e̯
উপাসক	u p a ʃ ɔ k
উপাসনা	u p a ʃ ɔ n aˑ
উফ	u f
উফ	uː f
উভ	u bʱ oˑ
উভ	u v oˑ
উভকামী	u bʱ ɔ k a m iˑ
উভকামী	u v ɔ k a m iˑ
উম্মত	u mː ɔ t̪
উরশ্ছদ	u ɹ ɔ s t ɕʰ ɔ d̪
উরশ্ছদ	u ɹ ɔ ʃ t ɕʰ ɔ d̪
উরশ্ছদ	u ɾ ɔ s t͡ʃʰ ɔ d̪
উরশ্ছদ	u ɾ ɔ ʃ t͡ʃʰ ɔ d̪
উর্দু	u ɹ d̪ uˑ
উর্দু	u ɾ d̪ uˑ
উলঙ্গ	u l ɔ̜ ŋ ɡ ɔ̝̜ˑ
উলু	u l uˑ
উলুখাগড়া	u l u kʰ a ɡ ɹ aˑ
উলুখাগড়া	u l u kʰ a ɡ ɽ aˑ
উলুখাগড়া	u l u kʰ a ɡ ɾ aˑ
উষ্ট্র	u s tː ɹ oˑ
উষ্ট্র	u ʂ ʈː ɾ oˑ
উষ্ট্র	u ʃ tː ɹ oˑ
উষ্ণ	u ʃ n oˑ
উৎপল	u t̪ p ɔˑ l
উৎস	u t̪ ʃ oˑ
উৎসব	u t̪ ʃ ɔ b
উৎসর্গ	u t̪ ʃ ɔ ɹ ɡ oˑ
উৎসর্গ	u t̪ ʃ ɔ ɾ ɡ oˑ
উৎসাহ	u t̪ ʃ a h o
উৎসাহিত	u t̪ ʃ a h i t̪ oˑ
ঊ	uˑ
ঊরু	u ɹ uˑ
ঊরু	u ɾ uˑ
ঊর্ধ্ব	u ɾ d̪ʱ oˑ
ঊর্ধ্বতন	u ɹ d̪ʱː ɔ t̪ o n
ঊর্ধ্বতন	u ɾ d̪ʱː ɔ t̪ o n
ঋক্ষ	r i kʰː oˑ
ঋক্ষ	ɹ i kʰː oˑ
ঋণ	r i n
ঋণ	r iː n
ঋণ	ɹ i n
ঋতু	r i t̪ uˑ
ঋতু	ɹ i t̪ uˑ
ঋষি	r i ʃ iˑ
ঋষি	ɹ i ʃ iˑ
এঁকে	e k eˑ
এঁকে	ẽ k eˑ
এঁদের	e d̪ e ɹ
এঁদের	ẽ d̪ e ɾ
এই	e i̯
এইখানে	e i̯ kʰ a n e
এইরকম	e i̯ ɹ ɔ k o m
এইরকম	e i̯ ɾ ɔ k o m
এক	æ k
এক	æː k
এক	ɛ k
এক	ɛː k
একগুঁয়ে	ɛ k ɡ u̯ eˑ
একগুঁয়ে	ɛ k ɡ ũ eˑ
একচল্লিশ	e k t ɕ ɔ lː i ʃ
একচল্লিশ	e k t͡ʃ ɔ lː i ʃ
একজিবিশন	e k z i b i ʃ ɔ n
একজিবিশন	e ɡ z i b i ʃ ɔ n
একটু	e k t uˑ
একটু	e k ʈ uˑ
একতা	æ k o t̪ aˑ
একত্রিশ	e k ɔ t̪ː ɹ i ʃ
একত্রিশ	e k ɔ t̪ː ɾ i ʃ
একবার	e k b a ɹ
একবার	e k b a ɾ
একলব্য	æ k l o bː oˑ
একলা	æ k l aˑ
একলা	ɛ k l aˑ
একাকী	e k a k iˑ
একাডেমি	æ k a ɖ e m iˑ
একাডেমি	ɛ k a d e m iˑ
একাত্তর	e k a t̪ː ɔ ɹ
একাত্তর	e k a t̪ː ɔ ɾ
একামত	e k a m ɔ t̪
একামত	i k a m ɔ t̪
একুশে	e k u ʃ eˑ
একে	e k e
একেবারে	e k e b a ɹ eˑ
একেবারে	e k e b a ɾ eˑ
এখতিয়ার	e k t̪ i̯ a ɹ
এখতিয়ার	e k t̪ i̯ a ɾ
এখতিয়ার	e x t̪ i̯ a ɹ
এখতিয়ার	e x t̪ i̯ a ɾ
এখান	e kʰ a n
এখানে	e kʰ a n e
এগারো	e ɡ a ɹ oˑ
এগারো	e ɡ a ɾ oˑ
এগুলা	e ɡ u l aˑ
এজাজতনামা	e d ʑ a z ɔ t̪ n a m aˑ
এজাজতনামা	e d͡ʒ a z ɔ t̪ n a m aˑ
এটা	e t aˑ
এটা	e ʈ aˑ
এটি	e t iˑ
এটি	e ʈ iˑ
এডমন্টন	e d ɔ m ɔ n t ɔ n
এডমন্টন	e ɖ ɔ m ɔ ɳ ʈ ɔ n
এত	æ t̪ oˑ
এত	ɛ t̪ oˑ
এদের	e d̪ e ɹ
এদের	e d̪ e ɾ
এনসাফ	e n s a f
এনসাফ	i n s a f
এন্ড্রু	æ n dː ɹ uˑ
এন্ড্রু	æ ɳ ɖ ɻ uˑ
এন্তেজার	e n t̪ e d ʑ a ɹ
এন্তেজার	e n t̪ e d͡ʒ a ɾ
এন্তেজার	e n t̪ e z a ɹ
এন্তেজার	e n t̪ e z a ɾ
এন্তেজার	i n t̪ e d ʑ a ɹ
এন্তেজার	i n t̪ e d͡ʒ a ɾ
