अ	ɐ
अजूबा	ɐ d͡ʒ uː b äː
अजूबे	ɐ d͡ʒ uː b eː
अजूबो	ɐ d͡ʒ uː b oː
अजूबों	ɐ d͡ʒ uː b õː
अजेंडा	ɐ d͡ʒ ẽː ɳ ɖ äː
अज्ञ	ɐ ɡ jᵊ
अज्ञात	ɐ ɡ j äː t̪
अज्ञानपन	ɐ ɡ j ä̃ː n p ɐ̃ n
अज्ञेय	ɐ ɡ j eː j
अज्ञेयवाद	ɐ ɡ j eː j ʋ äː d̪
अज्ञेयवादी	ɐ ɡ j eː j ʋ äː d̪ iː
अझ़ंग	ɐ z ɐ̃ ŋ ɡ
अझ़ंग	ɐ ʒ ɐ̃ ŋ ɡ
अझ़्दा	ɐ z d̪ äː
अझ़्दा	ɐ ʒ d̪ äː
अटक	ɐ ʈ ɐ k
अटककर	ɐ ʈ ɐ k̚ k ɐ ɾ
अटकके	ɐ ʈ ɐ k̚ k eː
अटकता	ɐ ʈ ɐ k t̪ äː
अटकती	ɐ ʈ ɐ k t̪ iː
अटकतीं	ɐ ʈ ɐ k t̪ ĩː
अटकते	ɐ ʈ ɐ k t̪ eː
अटकना	ɐ ʈ ɐ k n äː
अटकनी	ɐ ʈ ɐ k n iː
अटकनीं	ɐ ʈ ɐ k n ĩː
अटकने	ɐ ʈ ɐ k n eː
अटकनेवाला	ɐ ʈ ɐ k n eː ʋ äː l äː
अटकनेवाली	ɐ ʈ ɐ k n eː ʋ äː l iː
अटकनेवालीं	ɐ ʈ ɐ k n eː ʋ äː l ĩː
अटकनेवाले	ɐ ʈ ɐ k n eː ʋ äː l eː
अटकल	ɐ ʈ k ɐ l
अटकलपच्चू	ɐ ʈ k ɐ l p ɐ t̚ t͡ʃ uː
अटका	ɐ ʈ k äː
अटकाऊँ	ɐ ʈ k äː ũː
अटकाऊँगा	ɐ ʈ k äː ũː ŋ ɡ äː
अटकाऊँगी	ɐ ʈ k äː ũː ŋ ɡ iː
अटकाओ	ɐ ʈ k äː oː
अटकाओगे	ɐ ʈ k äː oː ɡ eː
अटकाता	ɐ ʈ k äː t̪ äː
अटकाती	ɐ ʈ k äː t̪ iː
अटकातीं	ɐ ʈ k äː t̪ ĩː
अटकाना	ɐ ʈ k äː n äː
अटकाया	ɐ ʈ k äː j äː
अटकायी	ɐ ʈ k äː j iː
अटकाव	ɐ ʈ k äː ʋ
अटकिये	ɐ ʈ k i j eː
अटकियेगा	ɐ ʈ k i j eː ɡ äː
अटकी	ɐ ʈ k iː
अटकीं	ɐ ʈ k ĩː
अटकूँ	ɐ ʈ k ũː
अटकूँगा	ɐ ʈ k ũː ŋ ɡ äː
अटकूँगी	ɐ ʈ k ũː ŋ ɡ iː
अटके	ɐ ʈ k eː
अटकें	ɐ ʈ k ẽː
अटकेंगी	ɐ ʈ k ẽː ŋ ɡ iː
अटकेंगे	ɐ ʈ k ẽː ŋ ɡ eː
अटकेगा	ɐ ʈ k eː ɡ äː
अटकेगी	ɐ ʈ k eː ɡ iː
अटको	ɐ ʈ k oː
अटकोगी	ɐ ʈ k oː ɡ iː
अटकोगे	ɐ ʈ k oː ɡ eː
अटपटा	ɐ ʈ p ɐ ʈ äː
अटल	ɐ ʈ ɐ l
अटविक	ɐ ʈ w ɪ k
अटारी	ɐ ʈ äː ɾ iː
अटीकाकृत	ɐ ʈ iː k äː k ɾ ɪ t̪
अटूट	ɐ ʈ uː ʈ
अटेरन	ɐ ʈ eː ɾ ɐ̃ n
अटेरना	ɐ ʈ eː ɾ n äː
अटेरनो	ɐ ʈ eː ɾ n oː
अटेरनों	ɐ ʈ eː ɾ n õː
अटैची	ɐ ʈ ɛː t͡ʃ iː
अट्टा	ɐ ʈ̚ ʈ äː
अट्टालिका	ɐ ʈ̚ ʈ äː l ɪ k äː
अट्ठा	ɐ ʈ̚ ʈʰ äː
अट्ठाईस	ɐ ʈ̚ ʈʰ äː iː s
अट्ठाईसवाँ	ɐ ʈ̚ ʈʰ äː iː s ʋ ä̃ː
अट्ठानवे	ɐ ʈ̚ ʈʰ ä̃ː n w eː
अट्ठानवेवाँ	ɐ ʈ̚ ʈʰ ä̃ː n w eː ʋ ä̃ː
अट्ठावन	ɐ ʈ̚ ʈʰ äː ʋ ɐ̃ n
अट्ठावनवाँ	ɐ ʈ̚ ʈʰ äː ʋ ɐ̃ n w ä̃ː
अट्ठासी	ɐ ʈ̚ ʈʰ äː s iː
अट्ठासीवाँ	ɐ ʈ̚ ʈʰ äː s iː ʋ ä̃ː
अठन्नियाँ	ɐ ʈʰ ɐ̃ n n i j ä̃ː
अठन्नियो	ɐ ʈʰ ɐ̃ n n i j oː
अठन्नियों	ɐ ʈʰ ɐ̃ n n i j õː
अठन्नी	ɐ ʈʰ ɐ̃ n n iː
अठपहिया	ɐ ʈʰ p ɐ iː j äː
अठपहिया	ɐ ʈʰ p ɐ ɦ i j äː
अठवारा	ɐ ʈʰ ʋ äː ɾ äː
अठहत्तर	ɐ ʈʰ ɦ ɐ t̪̚ t̪ ɐ ɾ
अठहत्तरवाँ	ɐ ʈʰ ɦ ɐ t̪̚ t̪ ɐ ɾ ʋ ä̃ː
अठारह	ɐ ʈʰ äː ɾ ɛʱ
अठारहवाँ	ɐ ʈʰ äː ɾ ɛʱ ʋ ä̃ː
अड़	ɐ ɽ
अड़ंगा	ɐ ɽ ɐ̃ ŋ ɡ äː
अड़ंगे	ɐ ɽ ɐ̃ ŋ ɡ eː
अड़ंगो	ɐ ɽ ɐ̃ ŋ ɡ oː
अड़ंगों	ɐ ɽ ɐ̃ ŋ ɡ õː
अड़कर	ɐ ɽ k ɐ ɾ
अड़के	ɐ ɽ k eː
अड़चन	ɐ ɽ t͡ʃ ɐ̃ n
अड़चनो	ɐ ɽ t͡ʃ ɐ n oː
अड़चनों	ɐ ɽ t͡ʃ ɐ n õː
अड़ता	ɐ ɽ t̪ äː
अड़तालीस	ɐ ɽ t̪ äː l iː s
अड़तालीसवाँ	ɐ ɽ t̪ äː l iː s ʋ ä̃ː
अड़ती	ɐ ɽ t̪ iː
अड़तीं	ɐ ɽ t̪ ĩː
अड़तीस	ɐ ɽ t̪ iː s
अड़तीसवाँ	ɐ ɽ t̪ iː s ʋ ä̃ː
अड़ते	ɐ ɽ t̪ eː
अड़ना	ɐ ɽ n äː
अड़ने	ɐ ɽ n eː
अड़सठ	ɐ ɽ s ɐ ʈʰ
अड़सठवाँ	ɐ ɽ s ɐ ʈʰ ʋ ä̃ː
अड़हुल	ɐ ɽ ɦ ʊ l
अड़ा	ɐ ɽ äː
अड़ाऊँगा	ɐ ɽ äː ũː ŋ ɡ äː
अड़ाना	ɐ ɽ äː n äː
अड़ायेगा	ɐ ɽ äː j eː ɡ äː
अड़ायेगी	ɐ ɽ äː j eː ɡ iː
अड़ियल	ɐ ɽ i j ɐ l
अड़ी	ɐ ɽ iː
अड़ीं	ɐ ɽ ĩː
अड़ूँ	ɐ ɽ ũː
अड़ूँगा	ɐ ɽ ũː ŋ ɡ äː
अड़ूँगी	ɐ ɽ ũː ŋ ɡ iː
अड़े	ɐ ɽ eː
अड़ें	ɐ ɽ ẽː
अड़ेंगी	ɐ ɽ ẽː ŋ ɡ iː
अड़ेंगे	ɐ ɽ ẽː ŋ ɡ eː
अड़ेगा	ɐ ɽ eː ɡ äː
अड़ेगी	ɐ ɽ eː ɡ iː
अड़ो	ɐ ɽ oː
अड़ोगी	ɐ ɽ oː ɡ iː
अड़ोगे	ɐ ɽ oː ɡ eː
अडिग	ɐ ɖ ɪ ɡ
अडोल	ɐ ɖ oː l
अड्डा	ɐ ɖ̚ ɖ äː
अणु	ɐ ɳ uː
अणुजैविकी	ɐ ɳ ʊ d͡ʒ ɛː ʋ ɪ k iː
अणुभाष	ɐ ɳ ʊ bʱ äː ʃ
अण्टीगुआ	ɐ̃ ɳ ʈ iː ɡ ʊ äː
अण्डा	ɐ̃ ɳ ɖ äː
अतः	ɐ t̪ ɛ
अतः	ɐ t̪ ɛ ɦ
अतएव	ɐ t̪ ɐ ‿ eː ʋ
अतएव	ɐ t̪ ɐ ‿ eː ʋ ɐ
अतम	ɐ t̪ ɐ̃ m
अतलस	ɐ t̪ l ɐ s
अताई	ɐ t̪ äː iː
अति	ɐ t̪ iː
अतिकाल	ɐ t̪ ɪ k äː l
अतिक्रमण	ɐ t̪ ɪ k ɾ ɐ m ɐ̃ ɳ
अतिथि	ɐ t̪ ɪ t̪ʰ iː
अतिपरवलय	ɐ t̪ ɪ p ɾ ɐ ʋ l ɐ j
अतिपरवलयज	ɐ t̪ ɪ p ɾ ɐ ʋ ɐ l j ɐ d͡ʒ
अतिरिक्त	ɐ t̪ ɪ ɾ ɪ k t̪
अतिवाद	ɐ t̪ ɪ ʋ äː d̪
अतिवादी	ɐ t̪ ɪ ʋ äː d̪ iː
अतिशय	ɐ t̪ ɪ ʃ ɐ j
अतिशयोक्ति	ɐ t̪ ɪ ʃ j oː k t̪ iː
अतिशयोक्तियो	ɐ t̪ ɪ ʃ j oː k t̪ i j oː
अतिशयोक्तियों	ɐ t̪ ɪ ʃ j oː k t̪ i j õː
अतिसंवेदनशील	ɐ t̪ ɪ s ɐ̃ m w eː d̪ ɐ̃ ɲ ʃ iː l
अतिसार	ɐ t̪ ɪ s äː ɾ
अतीत	ɐ t̪ iː t̪
अतुल	ɐ t̪ ʊ l
अतुलित	ɐ t̪ ʊ l ɪ t̪
अतुल्य	ɐ t̪ ʊ l jᵊ
अतैराक	ɐ t̪ ɛː ɾ äː k
अतैराकों	ɐ t̪ ɛː ɾ äː k õː
अत्तार	ɐ t̪̚ t̪ äː ɾ
अत्तारी	ɐ t̪̚ t̪ äː ɾ iː
अत्फ़ाल	ɐ t̪ f äː l
अत्फ़ाल	ɐ t̪ pʰ äː l
अत्यंत	ɐ t̪ j ɐ̃ n̪ t̪
अत्यधिक	ɐ t̪ j ɐ d̪ʱ ɪ k
अत्यन्त	ɐ t̪ j ɐ̃ n̪ t̪
अत्याचार	ɐ t̪ j äː t͡ʃ äː ɾ
अत्याचारी	ɐ t̪ j äː t͡ʃ äː ɾ iː
अत्यावश्यक	ɐ t̪ j äː ʋ ɐ ʃ j ɐ k
अत्युत्तम	ɐ t̪ j ʊ t̪̚ t̪ ɐ̃ m
अत्रि	ɐ t̪ ɾ iː
अथक	ɐ t̪ʰ ɐ k
अथमना	ɐ t̪ʰ ɐ̃ m n äː
अथर्व	ɐ t̪ʰ ɐ ɾ ʋ
अथर्ववेद	ɐ t̪ʰ ɐ ɾ ʋ ɐ ʋ eː d̪
अथवा	ɐ t̪ʰ ʋ äː
अथाई	ɐ t̪ʰ äː iː
अथाना	ɐ t̪ʰ äː n äː
अथाह	ɐ t̪ʰ äːʱ
अदन	ɐ d̪ ɐ̃ n
अदब	ɐ d̪ ɐ b
अदम्य	ɐ d̪ ɐ̃ m jᵊ
अदरक	ɐ d̪ ɾ ɐ k
अदहन	ɐ d̪ ɦ ɐ̃ n
अदा	ɐ d̪ äː
अदाएँ	ɐ d̪ äː ẽː
अदाओ	ɐ d̪ äː oː
अदाओं	ɐ d̪ äː õː
अदाकार	ɐ d̪ äː k äː ɾ
अदाकारा	ɐ d̪ äː k äː ɾ äː
अदानी	ɐ d̪ äː n iː
अदालत	ɐ d̪ äː l ɐ t̪
अदालती	ɐ d̪ äː l ɐ t̪ iː
अदालतें	ɐ d̪ äː l ɐ t̪ ẽː
अदालतो	ɐ d̪ äː l ɐ t̪ oː
अदालतों	ɐ d̪ äː l ɐ t̪ õː
अदावत	ɐ d̪ äː ʋ ɐ t̪
अदिन	ɐ d̪ ɪ̃ n
अदिश	ɐ d̪ ɪ ʃ
अदीठ	ɐ d̪ iː ʈʰ
अदृश्य	ɐ d̪ ɾ ɪ ʃ jᵊ
अद्दहमाण	ɐ d̪̚ d̪ ɛʱ m ä̃ː ɳ
अद्भुत	ɐ d̪ bʱ ʊ t̪
अद्य	ɐ d̪ jᵊ
अद्यतन	ɐ d̪ j ɐ t̪ ɐ̃ n
अद्यापि	ɐ d̪ j äː p iː
अद्यैव	ɐ d̪ j ɛː ʋ
अद्वितीय	ɐ d̪ w ɪ t̪ iː jᵊ
अद्वैत	ɐ d̪ w ɛː t̪
अधकचरा	ɐ d̪ʱ k ɐ t͡ʃ ɾ äː
अधजल	ɐ d̪ʱ d͡ʒ ɐ l
अधपका	ɐ d̪ʱ p ɐ k äː
अधमर्ण	ɐ d̪ʱ m ɐ ɾ ɳ
अधर	ɐ d̪ʱ ɐ ɾ
अधरामृत	ɐ d̪ʱ ɾ ä̃ː m ɾ ɪ t̪
अधर्म	ɐ d̪ʱ ɐ ɾ m
अधर्मी	ɐ d̪ʱ ɐ ɾ m iː
अधश्चेतक	ɐ d̪ʱ ɐ ʃ t͡ʃ eː t̪ ɐ k
अधिक	ɐ d̪ʱ ɪ k
अधिकतम	ɐ d̪ʱ ɪ k t̪ ɐ̃ m
अधिकतर	ɐ d̪ʱ ɪ k t̪ ɐ ɾ
अधिकता	ɐ d̪ʱ ɪ k t̪ äː
अधिकरण	ɐ d̪ʱ ɪ k ɐ ɾ ɐ̃ ɳ
अधिकांश	ɐ d̪ʱ ɪ k ä̃ː ɲ ʃ
अधिकार	ɐ d̪ʱ ɪ k äː ɾ
अधिकारिणी	ɐ d̪ʱ ɪ k äː ɾ ɪ ɳ iː
अधिकारिता	ɐ d̪ʱ ɪ k äː ɾ ɪ t̪ äː
अधिकारियो	ɐ d̪ʱ ɪ k äː ɾ i j oː
अधिकारियों	ɐ d̪ʱ ɪ k äː ɾ i j õː
अधिकारी	ɐ d̪ʱ ɪ k äː ɾ iː
अधिकारीतंत्र	ɐ d̪ʱ ɪ k äː ɾ iː t̪ ɐ̃ n̪ t̪ ɾᵊ
अधिकारो	ɐ d̪ʱ ɪ k äː ɾ oː
अधिकारों	ɐ d̪ʱ ɪ k äː ɾ õː
अधिकृत	ɐ d̪ʱ ɪ k ɾ ɪ t̪
अधिग्रहण	ɐ d̪ʱ ɪ ɡ ɾ ɛ ɦ ɛ̃ ɳ
अधिग्रहित	ɐ d̪ʱ ɪ ɡ ɾ ɐ ɦ ɪ t̪
अधिजगत	ɐ d̪ʱ ɪ d͡ʒ ɡ ɐ t̪
अधिदेश	ɐ d̪ʱ ɪ d̪ eː ʃ
अधिदेशो	ɐ d̪ʱ ɪ d̪ eː ʃ oː
अधिदेशों	ɐ d̪ʱ ɪ d̪ eː ʃ õː
अधिनायक	ɐ d̪ʱ ɪ n äː j ɐ k
अधिनायको	ɐ d̪ʱ ɪ n äː j k oː
अधिनायकों	ɐ d̪ʱ ɪ n äː j k õː
अधिनियम	ɐ d̪ʱ ɪ n i j ɐ̃ m
अधिनियमित	ɐ d̪ʱ ɪ n i j ɐ m ɪ t̪
अधिनियमो	ɐ d̪ʱ ɪ n ɪ j m oː
अधिनियमों	ɐ d̪ʱ ɪ n ɪ j m õː
अधिपति	ɐ d̪ʱ ɪ p t̪ iː
अधिप्रचार	ɐ d̪ʱ ɪ p ɾ ɐ t͡ʃ äː ɾ
अधिभार	ɐ d̪ʱ ɪ bʱ äː ɾ
अधिभोग	ɐ d̪ʱ ɪ bʱ oː ɡ
अधिमास	ɐ d̪ʱ ɪ m äː s
अधिराज	ɐ d̪ʱ ɪ ɾ äː d͡ʒ
अधिलाभ	ɐ d̪ʱ ɪ l äː bʱ
अधिवक्ता	ɐ d̪ʱ ɪ ʋ ɐ k t̪ äː
अधिवक्ताओ	ɐ d̪ʱ ɪ ʋ ɐ k t̪ äː oː
अधिवक्ताओं	ɐ d̪ʱ ɪ ʋ ɐ k t̪ äː õː
अधिवार्षिकी	ɐ d̪ʱ ɪ ʋ äː ɾ ʃ ɪ k iː
अधिवेशन	ɐ d̪ʱ ɪ ʋ eː ʃ ɐ̃ n
अधिवेशनो	ɐ d̪ʱ ɪ ʋ eː ʃ n oː
अधिवेशनों	ɐ d̪ʱ ɪ ʋ eː ʃ n õː
अधिशेष	ɐ d̪ʱ ɪ ʃ eː ʃ
अधिष्ठाता	ɐ d̪ʱ ɪ ʂ ʈʰ äː t̪ äː
अधिष्ठान	ɐ d̪ʱ ɪ ʂ ʈʰ ä̃ː n
अधिसूचना	ɐ d̪ʱ ɪ s uː t͡ʃ n äː
अधिसूचित	ɐ d̪ʱ ɪ s uː t͡ʃ ɪ t̪
अधीक्षक	ɐ d̪ʱ iː k ʃ ɐ k
अधीक्षण	ɐ d̪ʱ iː k ʃ ɐ̃ ɳ
अधीन	ɐ d̪ʱ ĩː n
अधीनता	ɐ d̪ʱ ĩː n̪ t̪ äː
अधीनस्थ	ɐ d̪ʱ iː n ɐ s t̪ʰ
अधीर	ɐ d̪ʱ iː ɾ
अधीरता	ɐ d̪ʱ iː ɾ t̪ äː
अधीश	ɐ d̪ʱ iː ʃ
अधुना	ɐ d̪ʱ ʊ n äː
अधूरा	ɐ d̪ʱ uː ɾ äː
अधेड़	ɐ d̪ʱ eː ɽ
अधेड़ों	ɐ d̪ʱ eː ɽ õː
अधोगति	ɐ d̪ʱ oː ɡ t̪ iː
अधोमानक	ɐ d̪ʱ oː m äː n ɐ k
अधोमुख	ɐ d̪ʱ oː m ʊ kʰ
अधोवस्त्र	ɐ d̪ʱ oː ʋ ɐ s t̪ ɾᵊ
अधोहस्ताक्षरी	ɐ d̪ʱ oː ɦ ɐ s t̪ äː k ʃ ɐ ɾ iː
अध्यक्ष	ɐ d̪ʱ j ɐ k ʃ
अध्यक्षता	ɐ d̪ʱ j ɐ k ʃ t̪ äː
अध्यक्षा	ɐ d̪ʱ j ɐ k ʃ äː
अध्यक्षो	ɐ d̪ʱ j ɐ k ʃ oː
अध्यक्षों	ɐ d̪ʱ j ɐ k ʃ õː
अध्ययन	ɐ d̪ʱ j ɐ j ɐ̃ n
अध्ययन	ɐ d̪ʱ j ɐ̃ n
अध्यादेश	ɐ d̪ʱ j äː d̪ eː ʃ
अध्यापक	ɐ d̪ʱ j äː p ɐ k
अध्यापको	ɐ d̪ʱ j äː p ɐ k oː
अध्यापकों	ɐ d̪ʱ j äː p ɐ k õː
अध्यापिका	ɐ d̪ʱ j äː p ɪ k äː
अध्यापिकाएँ	ɐ d̪ʱ j äː p ɪ k äː ẽː
अध्यापिकाओ	ɐ d̪ʱ j äː p ɪ k äː oː
अध्यापिकाओं	ɐ d̪ʱ j äː p ɪ k äː õː
अध्याय	ɐ d̪ʱ j äː j
अनंतपुर	ɐ n ɐ̃ n̪ t̪ p ʊ ɾ
अनंतस्पर्शियाँ	ɐ n ɐ̃ n̪ t̪ s p ɐ ɾ ʃ i j ä̃ː
अनंतस्पर्शियों	ɐ n ɐ̃ n̪ t̪ s p ɐ ɾ ʃ i j õː
अनंतस्पर्शी	ɐ n ɐ̃ n̪ t̪ s p ɐ ɾ ʃ iː
अनकटा	ɐ̃ n k ɐ ʈ äː
अनकना	ɐ n ɐ k n äː
अनकहा	ɐ̃ n k ɐ ɦ äː
अनखिला	ɐ̃ n kʰ ɪ l äː
अनखुला	ɐ̃ n kʰ ʊ l äː
अनगढ़	ɐ̃ n ɡ ɐ ɽʱ
अनगिनत	ɐ̃ n ɡ ɪ n ɐ t̪
अनचखा	ɐ̃ n t͡ʃ ɐ kʰ äː
अनचाहा	ɐ̃ n t͡ʃ äː ɦ äː
अनछुआ	ɐ̃ n t͡ʃʰ ʊ äː
अनजान	ɐ̃ n d͡ʒ ä̃ː n
अनजाना	ɐ̃ n d͡ʒ äː n äː
अनजाने	ɐ̃ n d͡ʒ äː n eː
अनटूटा	ɐ̃ n ʈ uː ʈ äː
अनथक	ɐ̃ n̪ t̪ʰ ɐ k
अनदेखा	ɐ̃ n̪ d̪ eː kʰ äː
अनधिकृत	ɐ̃ n̪ d̪ʱ ɪ k ɾ ɪ t̪
अननुमेय	ɐ̃ n n ʊ m eː j
अनन्तस्पर्शियाँ	ɐ n ɐ̃ n̪ t̪ s p ɐ ɾ ʃ i j ä̃ː
अनन्तस्पर्शियों	ɐ n ɐ̃ n̪ t̪ s p ɐ ɾ ʃ i j õː
अनन्तस्पर्शी	ɐ n ɐ̃ n̪ t̪ s p ɐ ɾ ʃ iː
अनन्नास	ɐ n ɐ̃ n n äː s
अनपच	ɐ̃ n p ɐ t͡ʃ
अनपढ़	ɐ̃ n p ɐ ɽʱ
अनबन	ɐ̃ n b ɐ̃ n
अनबीता	ɐ̃ n b iː t̪ äː
अनब्याहा	ɐ̃ n b j äː ɦ äː
अनभिज्ञ	ɐ n ɐ bʱ ɪ ɡ jᵊ
अनभिज्ञता	ɐ̃ n bʱ ɪ ɡ j ɐ t̪ äː
अनभीष्ट	ɐ̃ n bʱ iː ʂ ʈ
अनमना	ɐ̃ n m ɐ n äː
अनमनाना	ɐ̃ n m ɐ n äː n äː
अनमनापन	ɐ̃ n m ɐ n äː p ɐ̃ n
अनमनाहट	ɐ̃ n m ɐ n äː ɦ ɐ ʈ
अनमोल	ɐ̃ n m oː l
अनर्जित	ɐ n ɐ ɾ d͡ʒ ɪ t̪
अनर्थ	ɐ n ɐ ɾ t̪ʰ
अनल	ɐ n ɐ l
अनलिखा	ɐ̃ n l ɪ kʰ äː
अनशन	ɐ̃ ɲ ʃ ɐ̃ n
अनसुना	ɐ̃ n s ʊ n äː
अनसुलझा	ɐ̃ n s ʊ l d͡ʒʱ äː
अनस्तित्व	ɐ n ɐ s t̪ ɪ t̪ wᵊ
अनहितू	ɐ̃ n ɦ ɪ t̪ uː
अनहुइ	ɐ̃ n ɦ ʊ iː
अनहोना	ɐ̃ n ɦ oː n äː
अनहोनी	ɐ̃ n ɦ oː n iː
अनांत्र	ɐ n ä̃ː n̪ t̪ ɾᵊ
अनाचार	ɐ n äː t͡ʃ äː ɾ
अनाज	ɐ n äː d͡ʒ
अनाड़ी	ɐ n äː ɽ iː
अनातोलिया	ɐ n äː t̪ oː l i j äː
अनातोली	ɐ n äː t̪ oː l iː
अनाथ	ɐ n äː t̪ʰ
अनाथालय	ɐ n äː t̪ʰ äː l ɐ j
अनाथालयो	ɐ n äː t̪ʰ äː l j oː
अनाथालयों	ɐ n äː t̪ʰ äː l j õː
अनाथाश्रम	ɐ n äː t̪ʰ äː ʃ ɾ ɐ̃ m
अनादर	ɐ n äː d̪ ɐ ɾ
अनाधिकारिक	ɐ n äː d̪ʱ ɪ k äː ɾ ɪ k
अनापत्ति	ɐ n äː p ɐ t̪̚ t̪ iː
अनाम	ɐ n ä̃ː m
अनामिका	ɐ n äː m ɪ k äː
अनामिकाएँ	ɐ n äː m ɪ k äː ẽː
अनामिकाओ	ɐ n äː m ɪ k äː oː
अनामिकाओं	ɐ n äː m ɪ k äː õː
अनायास	ɐ n äː j äː s
अनार	ɐ n äː ɾ
अनारकली	ɐ n äː ɾ k ɐ l iː
अनारदाना	ɐ n äː ɾ d̪ äː n äː
अनावरण	ɐ n äː ʋ ɾ ɐ̃ ɳ
अनावश्यक	ɐ n äː ʋ ɐ ʃ j ɐ k
अनाहत	ɐ n äː ɦ ɐ t̪
अनाहार	ɐ n äː ɦ äː ɾ
अनिच्छा	ɐ n ɪ t̚ t͡ʃʰ äː
अनिच्छित	ɐ n ɪ t̚ t͡ʃʰ ɪ t̪
अनित्य	ɐ n ɪ t̪ jᵊ
अनिद्र	ɐ n ɪ d̪ ɾᵊ
अनिद्रा	ɐ n ɪ d̪ ɾ äː
अनियंत्रित	ɐ n i j ɐ̃ n̪ t̪ ɾ ɪ t̪
अनियमित	ɐ n i j ɐ m ɪ t̪
अनियमितता	ɐ n i j ɐ m ɪ t̪̚ t̪ äː
अनियमितताएँ	ɐ n ɪ j m ɪ t̪̚ t̪ äː ẽː
अनियमितताओ	ɐ n ɪ j m ɪ t̪̚ t̪ äː oː
अनियमितताओं	ɐ n ɪ j m ɪ t̪̚ t̪ äː õː
अनियोजित	ɐ n i j oː d͡ʒ ɪ t̪
अनिरंतरता	ɐ n ɪ ɾ ɐ̃ n̪ t̪ ɐ ɾ t̪ äː
अनिरंतरताएँ	ɐ n ɪ ɾ ɐ̃ n̪ t̪ ɐ ɾ t̪ äː ẽː
अनिरंतरताओं	ɐ n ɪ ɾ ɐ̃ n̪ t̪ ɐ ɾ t̪ äː õː
अनिरन्तरता	ɐ n ɪ ɾ ɐ̃ n̪ t̪ ɐ ɾ t̪ äː
अनिरन्तरताएँ	ɐ n ɪ ɾ ɐ̃ n̪ t̪ ɐ ɾ t̪ äː ẽː
अनिरन्तरताओं	ɐ n ɪ ɾ ɐ̃ n̪ t̪ ɐ ɾ t̪ äː õː
अनिरुद्ध	ɐ n ɪ ɾ ʊ d̪ʱ
अनिरुद्ध	ɐ n ɪ ɾ ʊ d̪ːʱ
अनिर्भर	ɐ n ɪ ɾ bʱ ɐ ɾ
अनिर्भरता	ɐ n ɪ ɾ bʱ ɐ ɾ t̪ äː
अनिल	ɐ n ɪ l
अनिवार्य	ɐ n ɪ ʋ äː ɾ jᵊ
अनिवार्यतः	ɐ n ɪ ʋ äː ɾ j ɐ t̪ ɛ
अनिवार्यतः	ɐ n ɪ ʋ äː ɾ j ɐ t̪ ɛ ɦ
अनिवार्यता	ɐ n ɪ ʋ äː ɾ j ɐ t̪ äː
अनिश्चय	ɐ n ɪ ʃ t͡ʃ ɐ j
अनिश्चयवाद	ɐ n ɪ ʃ t͡ʃ ɐ j ʋ äː d̪
अनिश्चित	ɐ n ɪ ʃ t͡ʃ ɪ t̪
अनिश्चितता	ɐ n ɪ ʃ t͡ʃ ɪ t̪̚ t̪ äː
अनिश्चितताएँ	ɐ n ɪ ʃ t͡ʃ ɪ t̪̚ t̪ äː ẽː
अनिश्चितताओ	ɐ n ɪ ʃ t͡ʃ ɪ t̪̚ t̪ äː oː
अनिश्चितताओं	ɐ n ɪ ʃ t͡ʃ ɪ t̪̚ t̪ äː õː
अनीठ	ɐ n iː ʈʰ
अनीश	ɐ n iː ʃ
अनुकंपा	ɐ n ʊ k ɐ̃ m p äː
अनुकरण	ɐ n ʊ k ɐ ɾ ɐ̃ ɳ
अनुकरणो	ɐ n ʊ k ɐ ɾ ɳ oː
अनुकरणों	ɐ n ʊ k ɐ ɾ ɳ õː
अनुकूल	ɐ n ʊ k uː l
अनुकूलन	ɐ n ʊ k uː l ɐ̃ n
अनुकूलित	ɐ n ʊ k uː l ɪ t̪
अनुकृति	ɐ n ʊ k ɾ ɪ t̪ iː
अनुकृतियाँ	ɐ n ʊ k ɾ ɪ t̪ i j ä̃ː
अनुकृतियो	ɐ n ʊ k ɾ ɪ t̪ i j oː
अनुकृतियों	ɐ n ʊ k ɾ ɪ t̪ i j õː
अनुक्रमणिका	ɐ n ʊ k ɾ ɐ̃ m ɳ ɪ k äː
अनुक्रमित	ɐ n ʊ k ɾ ɐ m ɪ t̪
अनुक्रिया	ɐ n ʊ k ɾ i j äː
अनुगमन	ɐ n ʊ ɡ m ɐ̃ n
अनुगृहीत	ɐ n ʊ ɡ ɾ ɪ ɦ iː t̪
अनुग्रह	ɐ n ʊ ɡ ɾ ɛʱ
अनुचित	ɐ n ʊ t͡ʃ ɪ t̪
अनुच्छेद	ɐ n ʊ t̚ t͡ʃʰ eː d̪
अनुच्छेदो	ɐ n ʊ t̚ t͡ʃʰ eː d̪ oː
अनुच्छेदों	ɐ n ʊ t̚ t͡ʃʰ eː d̪ õː
अनुज	ɐ n ʊ d͡ʒ
अनुजा	ɐ n ʊ d͡ʒ äː
अनुजाएँ	ɐ n ʊ d͡ʒ äː ẽː
अनुजाओ	ɐ n ʊ d͡ʒ äː oː
अनुजाओं	ɐ n ʊ d͡ʒ äː õː
अनुजो	ɐ n ʊ d͡ʒ oː
अनुजों	ɐ n ʊ d͡ʒ õː
अनुज्ञप्त	ɐ n ʊ ɡ j ɐ p t̪
