ͷ	t͡sʼ
αἰολικόσ	e o l i k o s
αἰολικόσ	ɛ o l i k o s
αἰολόπωλοσ	a i̯ o l ó p ɔː l o s
αἰολόπωλοσ	e o l o p o l o s
αἰολόπωλοσ	ɛ o l o p o l o s
αἰπεινόσ	a i̯ p eː n ó s
αἰπεινόσ	e p i n o s
αἰπεινόσ	ɛ p i n o s
αἰπόλοσ	a i̯ p ó l o s
αἰπόλοσ	e p o l o s
αἰπόλοσ	ɛ p o l o s
αἰπόσ	a i̯ p ó s
αἰπόσ	e p o s
αἰπόσ	ɛ p o s
αἰπύ	a i̯ p ý
αἰπύ	e p i
αἰπύ	e p y
αἰπύ	ɛ p y
αἰπύν	a i̯ p ý n
αἰπύν	e p i n
αἰπύν	e p y n
αἰπύν	ɛ p y n
αἰπύσ	a i̯ p ý s
αἰπύσ	e p i s
αἰπύσ	e p y s
αἰπύσ	ɛ p y s
αἰσθάνομαι	a i̯ s tʰ á n o m a i̯
αἰσθάνομαι	e s θ a n o m e
αἰσθάνομαι	ɛ s tʰ a n o m ɛ
αἰσθάνομαι	ɛ s θ a n o m ɛ
αἰσθητικόσ	a i̯ s tʰ ɛː t i k ó s
αἰσθητικόσ	e s θ i t i k o s
αἰσθητικόσ	ɛ s tʰ e t i k o s
αἰσθητικόσ	ɛ s θ i t i k o s
αἰσθόμενοι	a i̯ s tʰ ó m e n o i̯
αἰσθόμενοι	e s θ o m e n i
αἰσθόμενοι	e s θ o m e n y
αἰσθόμενοι	ɛ s tʰ o m ɛ n y
αἰσθόμενοι	ɛ s θ o m e n y
αἰσθόμενοσ	a i̯ s tʰ ó m e n o s
αἰσθόμενοσ	e s θ o m e n o s
αἰσθόμενοσ	ɛ s tʰ o m ɛ n o s
αἰσθόμενοσ	ɛ s θ o m e n o s
αἰσχίνησ	a i̯ s kʰ í n ɛː s
αἰσχίνησ	e s ç i n i s
αἰσχίνησ	ɛ s kʰ i n e s
αἰσχίνησ	ɛ s x i n i s
αἰσχρόν	a i̯ s kʰ r ó n
αἰσχρόν	e s x r o n
αἰσχρόν	ɛ s kʰ r o n
αἰσχρόν	ɛ s x r o n
αἰσχρόσ	a i̯ s kʰ r ó s
αἰσχρόσ	e s x r o s
αἰσχρόσ	ɛ s kʰ r o s
αἰσχρόσ	ɛ s x r o s
αἰσχύλοσ	a i̯ s kʰ ý l o s
αἰσχύλοσ	e s ç i l o s
αἰσχύλοσ	e s ç y l o s
αἰσχύλοσ	ɛ s kʰ y l o s
αἰσχύλοσ	ɛ s x y l o s
αἰσχύνη	a i̯ s kʰ y̌ː n ɛː
αἰσχύνη	e s ç i n i
αἰσχύνη	e s ç y n i
αἰσχύνη	ɛ s kʰ y n e
αἰσχύνη	ɛ s x y n i
αἰσχύνην	a i̯ s kʰ y̌ː n ɛː n
αἰσχύνην	e s ç i n i n
αἰσχύνην	e s ç y n i n
αἰσχύνην	ɛ s kʰ y n e n
αἰσχύνην	ɛ s x y n i n
αἰσχύνησ	a i̯ s kʰ y̌ː n ɛː s
αἰσχύνησ	e s ç i n i s
αἰσχύνησ	e s ç y n i s
αἰσχύνησ	ɛ s kʰ y n e s
αἰσχύνησ	ɛ s x y n i s
αἰσχύνομαι	a i̯ s kʰ y̌ː n o m a i̯
αἰσχύνομαι	e s ç i n o m e
αἰσχύνομαι	e s ç y n o m e
αἰσχύνομαι	ɛ s kʰ y n o m ɛ
αἰσχύνομαι	ɛ s x y n o m ɛ
αἰσχύνω	a i̯ s kʰ y̌ː n ɔː
αἰσχύνω	e s ç i n o
αἰσχύνω	e s ç y n o
αἰσχύνω	ɛ s kʰ y n o
αἰσχύνω	ɛ s x y n o
αἰσών	a i̯ s ɔ̌ː n
αἰσών	e s o n
αἰσών	ɛ s o n
αἰτέω	a i̯ t é ɔː
αἰτέω	e t e o
αἰτέω	ɛ t e o
αἰτέω	ɛ t ɛ o
αἰτία	a i̯ t í aː
αἰτία	e t i a
αἰτία	ɛ t i a
αἰτίαι	a i̯ t í aː i̯
αἰτίαι	e t i a
αἰτίαι	ɛ t i a
αἰτίαν	a i̯ t í aː n
αἰτίαν	e t i a n
αἰτίαν	ɛ t i a n
αἰτίασ	a i̯ t í aː s
αἰτίασ	e t i a s
αἰτίασ	ɛ t i a s
αἰτητόσ	a i̯ t ɛː t ó s
αἰτητόσ	e t i t o s
αἰτητόσ	ɛ t e t o s
αἰτητόσ	ɛ t i t o s
αἰτιατική	a i̯ t i aː t i k ɛ̌ː
αἰτιατική	e t i a t i c i
αἰτιατική	ɛ t i a t i k e
αἰτιατική	ɛ t i a t i k i
αἰτιατικόσ	a i̯ t i aː t i k ó s
αἰτιατικόσ	e t i a t i k o s
αἰτιατικόσ	ɛ t i a t i k o s
αἰτωλία	a i̯ t ɔː l í aː
αἰτωλία	e t o l i a
αἰτωλία	ɛ t o l i a
αἰτωλίσ	a i̯ t ɔː l í s
αἰτωλίσ	e t o l i s
αἰτωλίσ	ɛ t o l i s
αἰτωλούσ	a i̯ t ɔː l ǒː s
αἰτωλούσ	e t o l u s
αἰτωλούσ	ɛ t o l u s
αἰτωλόσ	a i̯ t ɔː l ó s
αἰτωλόσ	e t o l o s
αἰτωλόσ	ɛ t o l o s
αἰχμάλωτοσ	a i̯ kʰ m á l ɔː t o s
αἰχμάλωτοσ	e x m a l o t o s
αἰχμάλωτοσ	ɛ kʰ m a l o t o s
αἰχμάλωτοσ	ɛ x m a l o t o s
αἰχμή	a i̯ kʰ m ɛ̌ː
αἰχμή	e x m i
αἰχμή	ɛ kʰ m e
αἰχμή	ɛ x m i
αἰχμητάων	a i̯ kʰ m ɛː t ǎː ɔː n
αἰχμητάων	e x m i t a o n
αἰχμητάων	ɛ kʰ m e t a o n
αἰχμητάων	ɛ x m i t a o n
αἰχμητήσ	a i̯ kʰ m ɛː t ɛ̌ː s
αἰχμητήσ	e x m i t i s
αἰχμητήσ	ɛ kʰ m e t e s
αἰχμητήσ	ɛ x m i t i s
αἰόλοσ	a i̯ ó l o s
αἰόλοσ	e o l o s
αἰόλοσ	ɛ o l o s
αἰών	a i̯ ɔ̌ː n
αἰών	e o n
αἰών	ɛ o n
αἰώνιοσ	a i̯ ɔ̌ː n i o s
αἰώνιοσ	e o n i o s
αἰώνιοσ	ɛ o n i o s
αἱ	e
αἱ	h a i̯
αἱ	h ɛ
αἱ	ɛ
αἱμάτινοσ	e m a t i n o s
αἱμάτινοσ	h a i̯ m á t i n o s
αἱμάτινοσ	h ɛ m a t i n o s
αἱμάτινοσ	ɛ m a t i n o s
αἱμασιά	e m a s i a
αἱμασιά	h a i̯ m a s i ǎː
αἱμασιά	h ɛ m a s i a
αἱμασιά	ɛ m a s i a
αἱματόεισ	e m a t o i s
αἱματόεισ	h a i̯ m a t ó eː s
αἱματόεισ	h ɛ m a t o i s
αἱματόεισ	ɛ m a t o i s
αἱματόεντα	e m a t o e n d a
αἱματόεντα	e m a t o e n t a
αἱματόεντα	h a i̯ m a t ó e n t a
αἱματόεντα	h ɛ m a t o ɛ n t a
αἱματόεντα	ɛ m a t o e n t a
αἱμοφόβοσ	e m o f o v o s
αἱμοφόβοσ	h a i̯ m o pʰ ó b o s
αἱμοφόβοσ	h ɛ m o pʰ o b o s
αἱμοφόβοσ	ɛ m o ɸ o β o s
αἱρέσια	e r e s i a
αἱρέσια	h a i̯ r é s i a
αἱρέσια	h ɛ r ɛ s i a
αἱρέσια	ɛ r e s i a
αἱρέω	e r e o
αἱρέω	h a i̯ r é ɔː
αἱρέω	h ɛ r ɛ o
αἱρέω	ɛ r e o
αἱρεσιώτησ	e r e s i o t i s
αἱρεσιώτησ	h a i̯ r e s i ɔ̌ː t ɛː s
αἱρεσιώτησ	h ɛ r ɛ s i o t e s
αἱρεσιώτησ	ɛ r e s i o t i s
αἱρῶ	e r o
αἱρῶ	h a i̯ r ɔ̂ː
αἱρῶ	h ɛ r o
αἱρῶ	ɛ r o
αἴ	ǎ i̯
αἴ	e
αἴ	ɛ
αἴαντα	ǎ i̯ a n t a
αἴαντα	e a n d a
αἴαντα	e a n t a
αἴαντα	ɛ a n t a
αἴαντε	ǎ i̯ a n t e
αἴαντε	e a n d e
αἴαντε	e a n t e
αἴαντε	ɛ a n t e
αἴαντε	ɛ a n t ɛ
αἴαντοσ	ǎ i̯ a n t o s
αἴαντοσ	e a n d o s
αἴαντοσ	e a n t o s
αἴαντοσ	ɛ a n t o s
αἴασ	ǎ i̯ aː s
αἴασ	e a s
αἴασ	ɛ a s
αἴγαγροσ	ǎ i̯ ɡ a ɡ r o s
αἴγαγροσ	e ɣ a ɣ r o s
αἴγαγροσ	ɛ ɡ a ɡ r o s
αἴγαγροσ	ɛ ɣ a ɣ r o s
αἴγειρα	ǎ i̯ ɡ eː r aː
αἴγειρα	e ʝ i r a
αἴγειρα	ɛ ɡ i r a
αἴγειρα	ɛ ɣ i r a
αἴγειροσ	ǎ i̯ ɡ eː r o s
αἴγειροσ	e ʝ i r o s
αἴγειροσ	ɛ ɡ i r o s
αἴγειροσ	ɛ ɣ i r o s
αἴγιθοσ	ǎ i̯ ɡ i tʰ o s
αἴγιθοσ	e ʝ i θ o s
αἴγιθοσ	ɛ ɡ i tʰ o s
αἴγιθοσ	ɛ ɣ i θ o s
αἴγιλοσ	ǎ i̯ ɡ i l o s
αἴγιλοσ	e ʝ i l o s
αἴγιλοσ	ɛ ɡ i l o s
αἴγιλοσ	ɛ ɣ i l o s
αἴγινα	ǎ i̯ ɡ iː n a
αἴγινα	e ʝ i n a
αἴγινα	ɛ ɡ i n a
αἴγινα	ɛ ɣ i n a
αἴγινοσ	ǎ i̯ ɡ i n o s
αἴγινοσ	e ʝ i n o s
αἴγινοσ	ɛ ɡ i n o s
αἴγινοσ	ɛ ɣ i n o s
αἴγιον	ǎ i̯ ɡ i o n
αἴγιον	e ʝ i o n
αἴγιον	ɛ ɡ i o n
αἴγιον	ɛ ɣ i o n
αἴγισθοσ	ǎ i̯ ɡ i s tʰ o s
αἴγισθοσ	e ʝ i s θ o s
αἴγισθοσ	ɛ ɡ i s tʰ o s
αἴγισθοσ	ɛ ɣ i s θ o s
αἴγλη	ǎ i̯ ɡ l ɛː
αἴγλη	e ɣ l i
αἴγλη	ɛ ɡ l e
αἴγλη	ɛ ɣ l i
αἴγυπτοσ	ǎ i̯ ɡ y p t o s
αἴγυπτοσ	e ʝ i p t o s
αἴγυπτοσ	e ʝ y p t o s
αἴγυπτοσ	ɛ ɡ y p t o s
αἴγυπτοσ	ɛ ɣ y p t o s
αἴδουοσ	ǎ i̯ d oː o s
αἴδουοσ	e ð u o s
αἴδουοσ	ɛ d u o s
αἴδουοσ	ɛ ð u o s
αἴηι	ǎ i̯ ɛː i̯
αἴηι	e i
αἴηι	ɛ e
αἴηι	ɛ i
αἴησ	ǎ i̯ ɛː s
αἴησ	e i s
αἴησ	ɛ e s
αἴησ	ɛ i s
αἴθ'	ǎ i̯ tʰ
αἴθ'	e θ
αἴθ'	ɛ tʰ
αἴθ'	ɛ θ
αἴθαλοσ	ǎ i̯ tʰ a l o s
αἴθαλοσ	e θ a l o s
αἴθαλοσ	ɛ tʰ a l o s
αἴθαλοσ	ɛ θ a l o s
αἴθε	ǎ i̯ tʰ e
αἴθε	e θ e
αἴθε	ɛ tʰ ɛ
αἴθε	ɛ θ e
αἴθλη	ǎ i̯ tʰ l ɛː
αἴθλη	e θ l i
αἴθλη	ɛ tʰ l e
αἴθλη	ɛ θ l i
αἴθοπα	ǎ i̯ tʰ o p a
αἴθοπα	e θ o p a
αἴθοπα	ɛ tʰ o p a
αἴθοπα	ɛ θ o p a
αἴθοπι	ǎ i̯ tʰ o p i
αἴθοπι	e θ o p i
αἴθοπι	ɛ tʰ o p i
αἴθοπι	ɛ θ o p i
αἴθουσα	ǎ i̯ tʰ oː s a
αἴθουσα	e θ u s a
αἴθουσα	ɛ tʰ u s a
αἴθουσα	ɛ θ u s a
αἴθρα	ǎ i̯ tʰ r aː
αἴθρα	e θ r a
αἴθρα	ɛ tʰ r a
αἴθρα	ɛ θ r a
αἴθυια	ǎ i̯ tʰ yː a
αἴθυια	e θ i a
αἴθυια	e θ y a
αἴθυια	ɛ tʰ y a
αἴθυια	ɛ θ y a
αἴθω	ǎ i̯ tʰ ɔː
αἴθω	e θ o
αἴθω	ɛ tʰ o
αἴθω	ɛ θ o
αἴθων	ǎ i̯ tʰ ɔː n
αἴθων	e θ o n
αἴθων	ɛ tʰ o n
αἴθων	ɛ θ o n
αἴλουροι	ǎ i̯ l oː r o i̯
αἴλουροι	e l u r i
αἴλουροι	e l u r y
αἴλουροι	ɛ l u r y
αἴλουροσ	ǎ i̯ l oː r o s
αἴλουροσ	e l u r o s
αἴλουροσ	ɛ l u r o s
αἴνεσισ	ǎ i̯ n e s i s
αἴνεσισ	e n e s i s
αἴνεσισ	ɛ n e s i s
αἴνεσισ	ɛ n ɛ s i s
αἴνιγμα	ǎ i̯ n i ŋ m a
αἴνιγμα	e n i ɣ m a
αἴνιγμα	ɛ n i ɡ m a
αἴνιγμα	ɛ n i ɣ m a
αἴξ	ǎ i̯ k s
αἴξ	e k s
αἴξ	ɛ k s
αἴολοσ	ǎ i̯ o l o s
αἴολοσ	e o l o s
αἴολοσ	ɛ o l o s
αἴρινοσ	ǎ i̯ r i n o s
αἴρινοσ	e r i n o s
αἴρινοσ	ɛ r i n o s
αἴρω	ǎ i̯ r ɔː
αἴρω	e r o
αἴρω	ɛ r o
αἴσακοσ	e s a k o s
αἴσακοσ	ɛ s a k o s
αἴσηι	ǎ i̯ s ɛː i̯
αἴσηι	e s i
αἴσηι	ɛ s e
αἴσηι	ɛ s i
αἴσηποσ	ǎ i̯ s ɛː p o s
αἴσηποσ	e s i p o s
αἴσηποσ	ɛ s e p o s
αἴσηποσ	ɛ s i p o s
αἴσθησισ	ǎ i̯ s tʰ ɛː s i s
αἴσθησισ	e s θ i s i s
αἴσθησισ	ɛ s tʰ e s i s
αἴσθησισ	ɛ s θ i s i s
αἴσιμα	ǎ i̯ s i m a
αἴσιμα	e s i m a
αἴσιμα	ɛ s i m a
αἴσιμοσ	ǎ i̯ s i m o s
αἴσιμοσ	e s i m o s
αἴσιμοσ	ɛ s i m o s
αἴσυλοσ	ǎ i̯ s y l o s
αἴσυλοσ	e s i l o s
αἴσυλοσ	e s y l o s
αἴσυλοσ	ɛ s y l o s
αἴσχουσ	ǎ i̯ s kʰ oː s
αἴσχουσ	e s x u s
αἴσχουσ	ɛ s kʰ u s
αἴσχουσ	ɛ s x u s
αἴσωποσ	ǎ i̯ s ɔː p o s
αἴσωποσ	e s o p o s
αἴσωποσ	ɛ s o p o s
αἴτιοσ	ǎ i̯ t i o s
αἴτιοσ	e t i o s
αἴτιοσ	ɛ t i o s
αἴτνη	ǎ i̯ t n ɛː
αἴτνη	e t n i
αἴτνη	ɛ t n e
αἴτνη	ɛ t n i
αἵ	e
αἵ	h ǎ i̯
αἵ	h ɛ
αἵ	ɛ
αἵδε	e ð e
αἵδε	h ǎ i̯ d e
αἵδε	h ɛ d ɛ
αἵδε	ɛ ð e
αἵματι	e m a t i
αἵματι	h ǎ i̯ m a t i
αἵματι	h ɛ m a t i
αἵματι	ɛ m a t i
αἵμων	e m o n
αἵμων	h ǎ i̯ m ɔː n
αἵμων	h ɛ m o n
αἵμων	ɛ m o n
αἵρεσισ	e r e s i s
αἵρεσισ	h ǎ i̯ r e s i s
αἵρεσισ	h ɛ r ɛ s i s
αἵρεσισ	ɛ r e s i s
αἵτινεσ	e t i n e s
αἵτινεσ	h ǎ i̯ t i n e s
αἵτινεσ	h ɛ t i n ɛ s
αἵτινεσ	ɛ t i n e s
αἶα	â i̯ a
αἶα	e a
αἶα	ɛ a
αἶαν	â i̯ a n
αἶαν	e a n
αἶαν	ɛ a n
αἶγασ	â i̯ ɡ a s
αἶγασ	e ɣ a s
αἶγασ	ɛ ɡ a s
αἶγασ	ɛ ɣ a s
αἶγεσ	â i̯ ɡ e s
αἶγεσ	e ʝ e s
αἶγεσ	ɛ ɡ ɛ s
αἶγεσ	ɛ ɣ e s
αἶθοσ	â i̯ tʰ o s
αἶθοσ	e θ o s
αἶθοσ	ɛ tʰ o s
αἶθοσ	ɛ θ o s
αἶθοψ	â i̯ tʰ o p s
αἶθοψ	e θ o p s
αἶθοψ	ɛ tʰ o p s
αἶθοψ	ɛ θ o p s
αἶκλον	â i̯ k l o n
αἶκλον	e k l o n
αἶκλον	ɛ k l o n
αἶνοσ	â i̯ n o s
αἶνοσ	e n o s
αἶνοσ	ɛ n o s
αἶρα	â i̯ r a
αἶρα	e r a
αἶρα	ɛ r a
αἶσα	â i̯ s a
αἶσα	e s a
αἶσα	ɛ s a
αἶσαν	â i̯ s a n
αἶσαν	e s a n
αἶσαν	ɛ s a n
αἶσχοσ	â i̯ s kʰ o s
αἶσχοσ	e s x o s
αἶσχοσ	ɛ s kʰ o s
αἶσχοσ	ɛ s x o s
αἶψ'	â i̯ p s
αἶψ'	e p s
αἶψ'	ɛ p s
αἶψα	â i̯ p s a
αἶψα	e p s a
αἶψα	ɛ p s a
αἷμ'	e m
αἷμ'	h â i̯ m
αἷμ'	h ɛ m
αἷμ'	ɛ m
αἷμα	e m a
αἷμα	h â i̯ m a
αἷμα	h ɛ m a
αἷμα	ɛ m a
αἷμοσ	e m o s
αἷμοσ	h â i̯ m o s
αἷμοσ	h ɛ m o s
αἷμοσ	ɛ m o s
αἷσ	e s
αἷσ	h â i̯ s
αἷσ	h ɛ s
αἷσ	ɛ s
αἷστισιν	e s t i s i n
αἷστισιν	h â i̯ s t i s i n
αἷστισιν	h ɛ s t i s i n
αἷστισιν	ɛ s t i s i n
αὑτά	a f t a
αὑτά	a ɸ t a
αὑτά	h a u̯ t á
αὑτά	h a u̯ t ǎː
αὑτά	h a ʍ t a
αὑτάσ	a f t a s
αὑτάσ	a ɸ t a s
αὑτάσ	h a u̯ t ǎː s
αὑτάσ	h a ʍ t a s
αὑτή	a f t i
αὑτή	a ɸ t i
αὑτή	h a u̯ t ɛ̌ː
αὑτή	h a ʍ t e
αὑτήν	a f t i n
αὑτήν	a ɸ t i n
αὑτήν	h a u̯ t ɛ̌ː n
αὑτήν	h a ʍ t e n
αὑταῖσ	a f t e s
αὑταῖσ	a ɸ t ɛ s
αὑταῖσ	h a u̯ t â i̯ s
αὑταῖσ	h a ʍ t ɛ s
αὑτῆι	a f t i
αὑτῆι	a ɸ t i
αὑτῆι	h a u̯ t ɛ̂ː i̯
αὑτῆι	h a ʍ t e
αὑτῆσ	a f t i s
αὑτῆσ	a ɸ t i s
αὑτῆσ	h a u̯ t ɛ̂ː s
αὑτῆσ	h a ʍ t e s
αὑτοῖν	a f t i n
αὑτοῖν	a f t y n
αὑτοῖν	a ɸ t y n
αὑτοῖν	h a u̯ t ô i̯ n
αὑτοῖν	h a ʍ t y n
αὑτοῖσ	a f t i s
αὑτοῖσ	a f t y s
αὑτοῖσ	a ɸ t y s
αὑτοῖσ	h a u̯ t ô i̯ s
αὑτοῖσ	h a ʍ t y s
αὑτοῖσι	a f t i s i
αὑτοῖσι	a f t y s i
αὑτοῖσι	a ɸ t y s i
αὑτοῖσι	h a u̯ t ô i̯ s i
αὑτοῖσι	h a ʍ t y s i
αὑτοῖσιν	a f t i s i n
αὑτοῖσιν	a f t y s i n
αὑτοῖσιν	a ɸ t y s i n
αὑτοῖσιν	h a u̯ t ô i̯ s i n
αὑτοῖσιν	h a ʍ t y s i n
αὑτοῦ	a f t u
αὑτοῦ	a ɸ t u
αὑτοῦ	h a u̯ t ôː
αὑτοῦ	h a ʍ t u
αὑτούσ	a f t u s
αὑτούσ	a ɸ t u s
αὑτούσ	h a u̯ t ǒː s
αὑτούσ	h a ʍ t u s
αὑτῶι	a f t o
αὑτῶι	a ɸ t o
αὑτῶι	h a u̯ t ɔ̂ː i̯
αὑτῶι	h a ʍ t o
αὑτῶν	a f t o n
αὑτῶν	a ɸ t o n
αὑτῶν	h a u̯ t ɔ̂ː n
αὑτῶν	h a ʍ t o n
αὑτό	a f t o
αὑτό	a ɸ t o
αὑτό	h a u̯ t ó
αὑτό	h a ʍ t o
αὑτόν	a f t o n
αὑτόν	a ɸ t o n
αὑτόν	h a u̯ t ó n
αὑτόν	h a ʍ t o n
αὑτόσ	a f t o s
αὑτόσ	a ɸ t o s
αὑτόσ	h a u̯ t ó s
αὑτόσ	h a ʍ t o s
αὕτη	a f t i
αὕτη	a ɸ t i
αὕτη	h a ʍ t e
αὕτη	h ǎ u̯ t ɛː
αὗται	a f t e
αὗται	a ɸ t ɛ
αὗται	h a ʍ t ɛ
αὗται	h â u̯ t a i̯
βάαλ	b a a l
βάαλ	b á a l
βάαλ	v a a l
βάαλ	β a a l
βάδην	b a d e n
βάδην	b á d ɛː n
βάδην	v a ð i n
βάδην	β a ð i n
βάδισμα	b a d i z m a
βάδισμα	b á d i z m a
βάδισμα	v a ð i z m a
βάδισμα	β a ð i z m a
βάθοσ	b a tʰ o s
βάθοσ	b á tʰ o s
βάθοσ	v a θ o s
βάθοσ	β a θ o s
βάκισ	b a k i s
βάκισ	b á k i s
βάκισ	v a c i s
βάκισ	β a k i s
βάκκαρισ	b a k k a r i s
βάκκαρισ	b á k k a r i s
βάκκαρισ	v a k a r i s
βάκκαρισ	β a k k a r i s
βάκτρα	b a k t r a
βάκτρα	b á k t r a
βάκτρα	v a k t r a
βάκτρα	β a k t r a
βάκτριοσ	b a k t r i o s
βάκτριοσ	b á k t r i o s
βάκτριοσ	v a k t r i o s
βάκτριοσ	β a k t r i o s
βάκχειοσ	b a k kʰ i o s
βάκχειοσ	b á kʰ kʰ eː o s
βάκχειοσ	v a k ç i o s
βάκχειοσ	β a k x i o s
βάκχοσ	b a k kʰ o s
βάκχοσ	b á kʰ kʰ o s
βάκχοσ	v a k x o s
βάκχοσ	β a k x o s
βάλ'	b a l
βάλ'	b á l
βάλ'	v a l
βάλ'	β a l
βάλανοσ	b a l a n o s
βάλανοσ	b á l a n o s
βάλανοσ	v a l a n o s
βάλανοσ	β a l a n o s
βάλατε	b a l a t ɛ
βάλατε	b á l a t e
βάλατε	v a l a t e
βάλατε	β a l a t e
βάλε	b a l ɛ
βάλε	b á l e
βάλε	v a l e
βάλε	β a l e
βάλεν	b a l ɛ n
βάλεν	b á l e n
βάλεν	v a l e n
βάλεν	β a l e n
βάλετε	b a l ɛ t ɛ
βάλετε	b á l e t e
βάλετε	v a l e t e
βάλετε	β a l e t e
βάλλε	b a l l ɛ
βάλλε	b á l l e
βάλλε	v a l e
βάλλε	v a l l e
βάλλε	β a l l e
βάλλεο	b a l l ɛ o
βάλλεο	b á l l e o
βάλλεο	v a l e o
βάλλεο	v a l l e o
βάλλεο	β a l l e o
βάλλεται	b a l l ɛ t ɛ
βάλλεται	b á l l e t a i̯
βάλλεται	v a l e t e
βάλλεται	v a l l e t e
βάλλεται	β a l l e t ɛ
βάλλετε	b a l l ɛ t ɛ
βάλλετε	b á l l e t e
βάλλετε	v a l e t e
βάλλετε	v a l l e t e
βάλλετε	β a l l e t e
βάλλισ	b a l l i s
βάλλισ	b á l l i s
βάλλισ	v a l i s
βάλλισ	v a l l i s
βάλλισ	β a l l i s
βάλλομαι	b a l l o m ɛ
βάλλομαι	b á l l o m a i̯
βάλλομαι	v a l l o m e
βάλλομαι	v a l o m e
βάλλομαι	β a l l o m ɛ
βάλλον	b a l l o n
βάλλον	b á l l o n
βάλλον	v a l l o n
βάλλον	v a l o n
βάλλον	β a l l o n
βάλλω	b a l l o
βάλλω	b á l l ɔː
βάλλω	v a l l o
βάλλω	v a l o
βάλλω	β a l l o
βάλλων	b a l l o n
βάλλων	b á l l ɔː n
βάλλων	v a l l o n
βάλλων	v a l o n
βάλλων	β a l l o n
βάλον	b a l o n
βάλον	b á l o n
βάλον	v a l o n
βάλον	β a l o n
βάλσαμον	b a l s a m o n
βάλσαμον	b á l s a m o n
βάλσαμον	v a l s a m o n
βάλσαμον	β a l s a m o n
βάλω	b a l o
βάλω	b á l ɔː
βάλω	v a l o
βάλω	β a l o
βάμβαξ	b a m b a k s
βάμβαξ	b á m b a k s
βάμβαξ	v a m b a k s
βάμβαξ	β a m b a k s
βάν	b a n
βάν	b á n
βάν	v a n
βάν	β a n
βάντεσ	b a n t ɛ s
βάντεσ	b á n t e s
βάντεσ	v a n d e s
βάντεσ	v a n t e s
βάντεσ	β a n t e s
βάπτισμα	v a p t i z m a
βάπτισμα	β a p t i z m a
βάπτω	b a p t o
βάπτω	b á p t ɔː
βάπτω	v a p t o
βάπτω	β a p t o
βάραθρον	b a r a tʰ r o n
βάραθρον	b á r a tʰ r o n
βάραθρον	v a r a θ r o n
βάραθρον	β a r a θ r o n
βάρακοσ	b a r a k o s
βάρακοσ	b á r a k o s
βάρακοσ	v a r a k o s
βάρακοσ	β a r a k o s
βάρβαξ	b a r b a k s
βάρβαξ	b á r b a k s
βάρβαξ	v a r v a k s
βάρβαξ	β a r β a k s
βάρβαροι	b a r b a r y
βάρβαροι	b á r b a r o i̯
βάρβαροι	v a r v a r i
βάρβαροι	v a r v a r y
βάρβαροι	β a r β a r y
βάρβαροσ	b a r b a r o s
βάρβαροσ	b á r b a r o s
βάρβαροσ	v a r v a r o s
βάρβαροσ	β a r β a r o s
βάρβιτον	b a r b i t o n
βάρβιτον	b á r b i t o n
βάρβιτον	v a r v i t o n
βάρβιτον	β a r β i t o n
βάρβιτοσ	b a r b i t o s
βάρβιτοσ	b á r b i t o s
βάρβιτοσ	v a r v i t o s
βάρβιτοσ	β a r β i t o s
βάρημα	b a r e m a
βάρημα	b á r ɛː m a
βάρημα	v a r i m a
βάρημα	β a r i m a
βάρκη	b a r k e
βάρκη	b á r k ɛː
βάρκη	v a r c i
βάρκη	β a r k i
βάροσ	b a r o s
βάροσ	b á r o s
βάροσ	v a r o s
βάροσ	β a r o s
βάρρων	b a r̥ r̥ o n
βάρρων	b á r̥ r̥ ɔː n
βάρρων	v a r o n
βάρρων	v a r r o n
βάρρων	β a r r o n
βάσ	b a s
βάσ	b ǎː s
βάσ	v a s
βάσ	β a s
βάσανοσ	b a s a n o s
βάσανοσ	b á s a n o s
βάσανοσ	v a s a n o s
βάσανοσ	β a s a n o s
βάσεισ	b a s i s
βάσεισ	b á s eː s
βάσεισ	v a s i s
βάσεισ	β a s i s
βάσισ	b a s i s
βάσισ	b á s i s
βάσισ	v a s i s
βάσισ	β a s i s
βάσκανοσ	b a s k a n o s
βάσκανοσ	b á s k a n o s
βάσκανοσ	v a s k a n o s
βάσκανοσ	β a s k a n o s
βάσκω	b a s k o
βάσκω	b á s k ɔː
βάσκω	v a s k o
βάσκω	β a s k o
βάσταγμα	b a s t a ɡ m a
βάσταγμα	b á s t a ŋ m a
βάσταγμα	v a s t a ɣ m a
βάσταγμα	β a s t a ɣ m a
βάταλοσ	b a t a l o s
βάταλοσ	b ǎː t a l o s
βάταλοσ	v a t a l o s
βάταλοσ	β a t a l o s
βάτην	b a t e n
βάτην	b á t ɛː n
βάτην	v a t i n
βάτην	β a t i n
βάτναι	b a t n ɛ
βάτναι	b á t n a i̯
βάτναι	v a t n e
βάτναι	β a t n ɛ
βάτοσ	b a t o s
βάτοσ	b á t o s
βάτοσ	v a t o s
βάτοσ	β a t o s
βάτραχοσ	b a t r a kʰ o s
βάτραχοσ	b á t r a kʰ o s
βάτραχοσ	v a t r a x o s
βάτραχοσ	β a t r a x o s
βάττοσ	b a t t o s
βάττοσ	b á t t o s
βάττοσ	v a t o s
βάττοσ	v a t t o s
βάττοσ	β a t t o s
βέβαια	b é b a i̯ a
βέβαια	b ɛ b ɛ a
βέβαια	v e v e a
βέβαια	β e β ɛ a
βέβαιοι	b é b a i̯ o i̯
