a	ɒ
agancsokká	ɒɡɒnt͡ʃokːaː
agancsokként	ɒɡɒnt͡ʃokːeːnt
agancsoknak	ɒɡɒnt͡ʃoknɒk
agancsoknál	ɒɡɒnt͡ʃoknaːl
agancsok	ɒɡɒnt͡ʃok
agancsokon	ɒɡɒnt͡ʃokon
agancsokra	ɒɡɒnt͡ʃokrɒ
agancsokról	ɒɡɒnt͡ʃokroːl
agancsoktól	ɒɡɒnt͡ʃoktoːl
agancsom	ɒɡɒnt͡ʃom
agancson	ɒɡɒnt͡ʃon
agancsot	ɒɡɒnt͡ʃot
agancsotok	ɒɡɒnt͡ʃotok
agancsra	ɒɡɒnt͡ʃrɒ
agancsról	ɒɡɒnt͡ʃroːl
agancstól	ɒɡɒnt͡ʃtoːl
agancsuk	ɒɡɒnt͡ʃuk
agancsunk	ɒɡɒnt͡ʃuŋk
agánk	ɒɡaːŋk
agára	ɒɡaːrɒ
agarak	ɒɡɒrɒk
agár	ɒɡaːr
agáról	ɒɡaːroːl
agát	ɒɡaːt
ágat	aːɡɒt
agátok	ɒɡaːtok
agától	ɒɡaːtoːl
agává	ɒɡaːvaː
agával	ɒɡaːvɒl
ágazat	aːɡɒzɒt
ágazati	aːɡɒzɒti
ágazatok	aːɡɒzɒtok
ágazik	aːɡɒzik
ágba	aːɡbɒ
ágens	aːɡɛnʃ
ágensek	aːɡɛnʃɛk
agg	ɒɡː
aggály	ɒɡːaːj
aggályok	ɒɡːaːjok
aggályokat	ɒɡːaːjokɒt
aggályt	ɒɡːaːjt
aggaszt	ɒɡːɒst
agglegények	ɒɡlɛɡeːɲɛk
agglegény	ɒɡlɛɡeːɲ
agglomerációk	ɒɡlomɛraːt͡siʲoːk
agglomeráció	ɒɡlomɛraːt͡siʲoː
agglomerátum	ɒɡlomɛraːtum
agglomerátumok	ɒɡlomɛraːtumok
aggodalmak	ɒɡːodɒlmɒk
aggodalom	ɒɡːodɒlom
aggódás	ɒɡːoːdaːʃ
aggódik	ɒɡːoːdik
aggódni	ɒɡːoːdni
aggódóbb	ɒɡːoːdoːbː
aggódó	ɒɡːoːdoː
aggok	ɒɡːok
ági	aːɡi
ágica	aːɡit͡sɒ
ágika	aːɡikɒ
agitáció	ɒɡitaːt͡siʲoː
agitációk	ɒɡitaːt͡siʲoːk
agitál	ɒɡitaːl
ágnes	aːɡnɛʃ
ágon	aːɡon
ágoston	aːɡoʃton
ágota	aːɡotɒ
ágra	aːɡrɒ
agressziók	ɒɡrɛsːiʲoːk
agresszió	ɒɡrɛsːiʲoː
agresszívabb	ɒɡrɛsːiːvɒbː
agresszívebb	ɒɡrɛsːiːvɛbː
agresszivitások	ɒɡrɛsːivitaːʃok
agresszivitás	ɒɡrɛsːivitaːʃ
agresszív	ɒɡrɛsːiːv
ágról	aːɡroːl
ágrólszakadtak	aːɡroːlsɒkɒtːɒk
ágrólszakadt	aːɡroːlsɒkɒtː
agronómusok	ɒɡronoːmuʃok
agronómus	ɒɡronoːmuʃ
ágú	aːɡuː
agy	ɒɟ
agya	ɒɟɒ
ágy	aːɟ
ágya	aːɟɒ
agyag	ɒɟɒɡ
agyaghadseregek	ɒɟɒkhɒtʃɛrɛɡɛk
agyaghadsereg	ɒɟɒkhɒtʃɛrɛɡ
agyagok	ɒɟɒɡok
ágyak	aːɟɒk
ágyakban	aːɟɒɡbɒn
agyak	ɒɟɒk
agyarak	ɒɟɒrɒk
agyar	ɒɟɒr
ágyas	aːɟɒʃ
ágyás	aːɟaːʃ
ágyások	aːɟaːʃok
ágyasok	aːɟɒʃok
ágyaz	aːɟɒz
ágyba	aːɟbɒ
agyba	ɒɟbɒ
ágyban	aːɟbɒn
ágybetét	aːɟbɛteːt
ágybetétek	aːɟbɛteːtɛk
ágyékcsigolya	aːɟeːkt͡ʃiɡojɒ
ágyékcsigolyák	aːɟeːkt͡ʃiɡojaːk
agyfélteke	ɒcfeːltɛkɛ
agyhártya	ɒchaːrcɒ
agyhártyagyulladás	ɒchaːrcɒɟulːɒdaːʃ
agyhártyagyulladások	ɒchaːrcɒɟulːɒdaːʃok
agyhártyák	ɒchaːrcaːk
agyhullám	ɒchulːaːm
agyidegek	ɒɟidɛɡɛk
agyideg	ɒɟidɛɡ
agyi	ɒɟi
agykárosodás	ɒckaːroʃodaːʃ
agykéreg	ɒckeːrɛɡ
agykérgek	ɒckeːrɡɛk
agykoponya	ɒckopoɲɒ
agykoponyák	ɒckopoɲaːk
ágylábak	aːɟlaːbɒk
ágyláb	aːɟlaːb
ágynemű	aːɟnɛmyː
ágyneműk	aːɟnɛmyːk
ágyon	aːɟon
agyoncsap	ɒɟont͡ʃɒp
agyondicsér	ɒɟondit͡ʃeːr
agyonszúr	ɒɟonsuːr
agyonüt	ɒɟonyt
agyonvág	ɒɟoɱvaːɡ
agyrázkódások	ɒɟraːskoːdaːʃok
agyrázkódás	ɒɟraːskoːdaːʃ
ágytál	aːctaːl
ágytálak	aːctaːlɒk
ágytól	aːctoːl
ágyú	aːɟuː
ágyúgolyó	aːɟuːɡojoː
ágyúgolyók	aːɟuːɡojoːk
ágyuk	aːɟuk
ágyúk	aːɟuːk
agyuk	ɒɟuk
ágyúnaszád	aːɟuːnɒsaːd
ágyúnaszádok	aːɟuːnɒsaːdok
ágyútöltelék	aːɟuːtøltɛleːk
ágyútöltelékek	aːɟuːtøltɛleːkɛk
ágyúzás	aːɟuːzaːʃ
ágyúz	aːɟuːz
agyvelőgyulladások	ɒɟvɛløːɟulːɒdaːʃok
agyvelőgyulladás	ɒɟvɛløːɟulːɒdaːʃ
agyvérzések	ɒɟveːrzeːʃɛk
agyvérzés	ɒɟveːrzeːʃ
aha	ɒhɒ
ahány	ɒɦaːɲ
ahányszor	ɒɦaːɲsor
ahelyett	ɒɦɛjɛtː
ahhoz	ɒɦoz
ahogyan	ɒɦoɟɒn
ahogy	ɒɦoɟ
ahol	ɒɦol
ahonnan	ɒɦonːɒn
aikidó	ɒʲikidoː
aikidók	ɒʲikidoːk
ajakbalzsam	ɒjɒɡbɒlʒɒm
ajakbalzsamok	ɒjɒɡbɒlʒɒmok
ajak	ɒjɒk
ajakos	ɒjɒkoʃ
ajakrúzs	ɒjɒkruːʒ
ajakrúzsok	ɒjɒkruːʒok
ajándékaid	ɒjaːndeːkɒʲid
ajándékai	ɒjaːndeːkɒʲi
ajándékaik	ɒjaːndeːkɒʲik
ajándékaim	ɒjaːndeːkɒʲim
ajándékaink	ɒjaːndeːkɒʲiŋk
ajándékaitok	ɒjaːndeːkɒʲitok
ajándéka	ɒjaːndeːkɒ
ajándékba	ɒjaːndeːɡbɒ
ajándékban	ɒjaːndeːɡbɒn
ajándékból	ɒjaːndeːɡboːl
ajándékboltért	ɒjaːndeːɡbolteːrt
ajándékboltig	ɒjaːndeːɡboltiɡ
ajándékbolt	ɒjaːndeːɡbolt
ajándékboltként	ɒjaːndeːɡboltkeːnt
ajándékboltnak	ɒjaːndeːɡboltnɒk
ajándékboltokat	ɒjaːndeːɡboltokɒt
ajándékboltokért	ɒjaːndeːɡboltokeːrt
ajándékboltokig	ɒjaːndeːɡboltokiɡ
ajándékboltok	ɒjaːndeːɡboltok
ajándékboltokká	ɒjaːndeːɡboltokːaː
ajándékboltokkal	ɒjaːndeːɡboltokːɒl
ajándékboltokként	ɒjaːndeːɡboltokːeːnt
ajándékboltoknak	ɒjaːndeːɡboltoknɒk
ajándékboltot	ɒjaːndeːɡboltot
ajándékbolttá	ɒjaːndeːɡboltaː
ajándékbolttal	ɒjaːndeːɡboltɒl
ajándékért	ɒjaːndeːkeːrt
ajándékhoz	ɒjaːndeːkhoz
ajándékig	ɒjaːndeːkiɡ
ajándék	ɒjaːndeːk
ajándékká	ɒjaːndeːkːaː
ajándékkal	ɒjaːndeːkːɒl
ajándékként	ɒjaːndeːkːeːnt
ajándéknak	ɒjaːndeːknɒk
ajándéknál	ɒjaːndeːknaːl
ajándékod	ɒjaːndeːkod
ajándékokat	ɒjaːndeːkokɒt
ajándékokba	ɒjaːndeːkoɡbɒ
ajándékokban	ɒjaːndeːkoɡbɒn
ajándékokból	ɒjaːndeːkoɡboːl
ajándékokért	ɒjaːndeːkokeːrt
ajándékokhoz	ɒjaːndeːkokhoz
ajándékokig	ɒjaːndeːkokiɡ
ajándékok	ɒjaːndeːkok
ajándékokká	ɒjaːndeːkokːaː
ajándékokkal	ɒjaːndeːkokːɒl
ajándékokként	ɒjaːndeːkokːeːnt
ajándékoknak	ɒjaːndeːkoknɒk
ajándékoknál	ɒjaːndeːkoknaːl
ajándékokon	ɒjaːndeːkokon
ajándékokra	ɒjaːndeːkokrɒ
ajándékokról	ɒjaːndeːkokroːl
ajándékoktól	ɒjaːndeːkoktoːl
ajándékom	ɒjaːndeːkom
ajándékon	ɒjaːndeːkon
ajándékot	ɒjaːndeːkot
ajándékotok	ɒjaːndeːkotok
ajándékozásért	ɒjaːndeːkozaːʃeːrt
ajándékozásig	ɒjaːndeːkozaːʃiɡ
ajándékozás	ɒjaːndeːkozaːʃ
ajándékozásként	ɒjaːndeːkozaːʃkeːnt
ajándékozásnak	ɒjaːndeːkozaːʃnɒk
ajándékozásokat	ɒjaːndeːkozaːʃokɒt
ajándékozásokért	ɒjaːndeːkozaːʃokeːrt
ajándékozásokig	ɒjaːndeːkozaːʃokiɡ
ajándékozások	ɒjaːndeːkozaːʃok
ajándékozásokká	ɒjaːndeːkozaːʃokːaː
ajándékozásokkal	ɒjaːndeːkozaːʃokːɒl
ajándékozásokként	ɒjaːndeːkozaːʃokːeːnt
ajándékozásoknak	ɒjaːndeːkozaːʃoknɒk
ajándékozássá	ɒjaːndeːkozaːʃːaː
ajándékozással	ɒjaːndeːkozaːʃːɒl
ajándékozást	ɒjaːndeːkozaːʃt
ajándékoz	ɒjaːndeːkoz
ajándékra	ɒjaːndeːkrɒ
ajándékról	ɒjaːndeːkroːl
ajándéktárgyak	ɒjaːndeːktaːrɟɒk
ajándéktárgy	ɒjaːndeːktaːrɟ
ajándéktól	ɒjaːndeːktoːl
ajándékuk	ɒjaːndeːkuk
ajándékul	ɒjaːndeːkul
ajándékunk	ɒjaːndeːkuŋk
ajánlanám	ɒjaːnlɒnaːm
ajánlani	ɒjaːnlɒni
ajánlása	ɒjaːnlaːʃɒ
ajánlás	ɒjaːnlaːʃ
ajánlata	ɒjaːnlɒtɒ
ajánlati	ɒjaːnlɒti
ajánlat	ɒjaːnlɒt
ajánlatkérő	ɒjaːnlɒtkeːrøː
ajánlatokat	ɒjaːnlɒtokɒt
ajánlatok	ɒjaːnlɒtok
ajánlatos	ɒjaːnlɒtoʃ
ajánlatot	ɒjaːnlɒtot
ajánlattevő	ɒjaːnlɒtːɛvøː
ajánlható	ɒjaːnlɦɒtoː
ajánl	ɒjaːnl
ajánlólevelek	ɒjaːnloːlɛvɛlɛk
ajánlólevél	ɒjaːnloːlɛveːl
ajánlom	ɒjaːnlom
ajánlottabb	ɒjaːnlotːɒbː
ajánlott	ɒjaːnlotː
aj	ɒj
ajkad	ɒjkɒd
ajkaid	ɒjkɒʲid
ajkai	ɒjkɒʲi
ajkaik	ɒjkɒʲik
ajkaim	ɒjkɒʲim
ajkaink	ɒjkɒʲiŋk
ajkaitok	ɒjkɒʲitok
ajka	ɒjkɒ
ajkak	ɒjkɒk
ajkam	ɒjkɒm
ajkatok	ɒjkɒtok
ajkuk	ɒjkuk
ajkunk	ɒjkuŋk
ajtóba	ɒjtoːbɒ
ajtóban	ɒjtoːbɒn
ajtóból	ɒjtoːboːl
ajtóért	ɒjtoːʲeːrt
ajtóhoz	ɒjtoːɦoz
ajtóig	ɒjtoːʲiɡ
ajtó	ɒjtoː
ajtókat	ɒjtoːkɒt
ajtókba	ɒjtoːɡbɒ
ajtókban	ɒjtoːɡbɒn
ajtókból	ɒjtoːɡboːl
ajtóként	ɒjtoːkeːnt
ajtókért	ɒjtoːkeːrt
ajtókhoz	ɒjtoːkhoz
ajtókig	ɒjtoːkiɡ
ajtók	ɒjtoːk
ajtókká	ɒjtoːkːaː
ajtókkal	ɒjtoːkːɒl
ajtókként	ɒjtoːkːeːnt
ajtóknak	ɒjtoːknɒk
ajtóknál	ɒjtoːknaːl
ajtókon	ɒjtoːkon
ajtókra	ɒjtoːkrɒ
ajtókról	ɒjtoːkroːl
ajtóktól	ɒjtoːktoːl
ajtónak	ɒjtoːnɒk
ajtónál	ɒjtoːnaːl
ajtón	ɒjtoːn
ajtóra	ɒjtoːrɒ
ajtóról	ɒjtoːroːl
ajtós	ɒjtoːʃ
ajtót	ɒjtoːt
ajtótól	ɒjtoːtoːl
ajtóvá	ɒjtoːvaː
ajtóval	ɒjtoːvɒl
ájul	aːjul
ájulás	aːjulaːʃ
ájulások	aːjulaːʃok
ajvé	ɒjveː
akác	ɒkaːt͡s
akácok	ɒkaːt͡sok
akácos	ɒkaːt͡soʃ
akácosok	ɒkaːt͡soʃok
akadálya	ɒkɒdaːjɒ
akadály	ɒkɒdaːj
akadálymentes	ɒkɒdaːjmɛntɛʃ
akadályokat	ɒkɒdaːjokɒt
akadályok	ɒkɒdaːjok
akadályoz	ɒkɒdaːjoz
akadályozta	ɒkɒdaːjostɒ
akadálytalanabb	ɒkɒdaːjtɒlɒnɒbː
akadálytalan	ɒkɒdaːjtɒlɒn
akadálytalanság	ɒkɒdaːjtɒlɒnʃaːɡ
akadálytalanul	ɒkɒdaːjtɒlɒnul
akadályt	ɒkɒdaːjt
akadémiai	ɒkɒdeːmiʲɒʲi
akadémia	ɒkɒdeːmiʲɒ
akadémiák	ɒkɒdeːmiʲaːk
akadémikus	ɒkɒdeːmikuʃ
akadémikusok	ɒkɒdeːmikuʃok
akad	ɒkɒd
akadozik	ɒkɒdozik
akarata	ɒkɒrɒtɒ
akaratát	ɒkɒrɒtaːt
akaraterők	ɒkɒrɒtɛrøːk
akaraterő	ɒkɒrɒtɛrøː
akarat	ɒkɒrɒt
akaratok	ɒkɒrɒtok
akarattal	ɒkɒrɒtːɒl
akárcsak	ɒkaːrt͡ʃɒk
akárha	ɒkaːrɦɒ
akárhány	ɒkaːrɦaːɲ
akárhogyan	ɒkaːrɦoɟɒn
akárhogy	ɒkaːrɦoɟ
akárhol	ɒkaːrɦol
akárhonnan	ɒkaːrɦonːɒn
akárhonnét	ɒkaːrɦonːeːt
akárhova	ɒkaːrɦovɒ
akárhová	ɒkaːrɦovaː
akarják	ɒkɒrjaːk
akarjak	ɒkɒrjɒk
akarja	ɒkɒrjɒ
akarjanak	ɒkɒrjɒnɒk
akarjátok	ɒkɒrjaːtok
akarjatok	ɒkɒrjɒtok
akarjon	ɒkɒrjon
akarjuk	ɒkɒrjuk
akarjunk	ɒkɒrjuŋk
akár	ɒkaːr
akárkibe	ɒkaːrkibɛ
akárkiben	ɒkaːrkibɛn
akárkiből	ɒkaːrkibøːl
akárkicsoda	ɒkaːrkit͡ʃodɒ
akárkiért	ɒkaːrkiʲeːrt
akárkihez	ɒkaːrkiɦɛz
akárkiig	ɒkaːrkiiɡ
akárki	ɒkaːrki
akárkikbe	ɒkaːrkiɡbɛ
akárkikben	ɒkaːrkiɡbɛn
akárkikből	ɒkaːrkiɡbøːl
akárkiken	ɒkaːrkikɛn
akárkiként	ɒkaːrkikeːnt
akárkikért	ɒkaːrkikeːrt
akárkiket	ɒkaːrkikɛt
akárkikhez	ɒkaːrkikhɛz
akárkikig	ɒkaːrkikiɡ
akárkik	ɒkaːrkik
akárkikké	ɒkaːrkikːeː
akárkikkel	ɒkaːrkikːɛl
akárkikként	ɒkaːrkikːeːnt
akárkiknek	ɒkaːrkiknɛk
akárkiknél	ɒkaːrkikneːl
akárkikre	ɒkaːrkikrɛ
akárkikről	ɒkaːrkikrøːl
akárkiktől	ɒkaːrkiktøːl
akárkinek	ɒkaːrkinɛk
akárkinél	ɒkaːrkineːl
akárkin	ɒkaːrkin
akárkire	ɒkaːrkirɛ
akárkiről	ɒkaːrkirøːl
akárkit	ɒkaːrkit
akárkitől	ɒkaːrkitøːl
akárkivé	ɒkaːrkiveː
akárkivel	ɒkaːrkivɛl
akar	ɒkɒr
akármeddig	ɒkaːrmɛdːiɡ
akármekkora	ɒkaːrmɛkːorɒ
akármelyik	ɒkaːrmɛjik
akármennyi	ɒkaːrmɛɲːi
akármerre	ɒkaːrmɛrːɛ
akármerről	ɒkaːrmɛrːøːl
akármiféle	ɒkaːrmifeːlɛ
akármi	ɒkaːrmi
akármikor	ɒkaːrmikor
akármilyen	ɒkaːrmijɛn
akarnád	ɒkɒrnaːd
akarnák	ɒkɒrnaːk
akarnak	ɒkɒrnɒk
akarna	ɒkɒrnɒ
akarná	ɒkɒrnaː
akarnál	ɒkɒrnaːl
akarnának	ɒkɒrnaːnɒk
akarnánk	ɒkɒrnaːŋk
akarnátok	ɒkɒrnaːtok
akarnék	ɒkɒrneːk
akarni	ɒkɒrni
akarod	ɒkɒrod
akarok	ɒkɒrok
akaró	ɒkɒroː
akarom	ɒkɒrom
akarsz	ɒkɒrs
akartad	ɒkɒrtɒd
akarták	ɒkɒrtaːk
akartak	ɒkɒrtɒk
akarta	ɒkɒrtɒ
akartál	ɒkɒrtaːl
akartam	ɒkɒrtɒm
akartátok	ɒkɒrtaːtok
akartatok	ɒkɒrtɒtok
akartok	ɒkɒrtok
akartunk	ɒkɒrtuŋk
akarunk	ɒkɒruŋk
akasztani	ɒkɒstɒni
akasztás	ɒkɒstaːʃ
akasztások	ɒkɒstaːʃok
akaszt	ɒkɒst
akasztófahumor	ɒkɒstoːfɒɦumor
akasztófahumorok	ɒkɒstoːfɒɦumorok
akasztófák	ɒkɒstoːfaːk
akasztófa	ɒkɒstoːfɒ
akasztók	ɒkɒstoːk
akasztó	ɒkɒstoː
akcelerációk	ɒkt͡sɛlɛraːt͡siʲoːk
akceleráció	ɒkt͡sɛlɛraːt͡siʲoː
akciódús	ɒkt͡siʲoːduːʃ
akciófilmek	ɒkt͡siʲoːfilmɛk
akciófilmje	ɒkt͡siʲoːfilmjɛ
akciófilm	ɒkt͡siʲoːfilm
akcióink	ɒkt͡siʲoːʲiŋk
akcióinkról	ɒkt͡siʲoːʲiŋkroːl
akciók	ɒkt͡siʲoːk
akció	ɒkt͡siʲoː
akciós	ɒkt͡siʲoːʃ
akciótervek	ɒkt͡siʲoːtɛrvɛk
akcióterv	ɒkt͡siʲoːtɛrv
akciót	ɒkt͡siʲoːt
akcióval	ɒkt͡siʲoːvɒl
akcsék	ɒkt͡ʃeːk
akcse	ɒkt͡ʃɛ
akhilleusz	ɒkhilːɛus
akibe	ɒkibɛ
akiben	ɒkibɛn
akiből	ɒkibøːl
akiért	ɒkiʲeːrt
akihez	ɒkiɦɛz
akiig	ɒkiiɡ
akikbe	ɒkiɡbɛ
akikben	ɒkiɡbɛn
akikből	ɒkiɡbøːl
akiken	ɒkikɛn
akiként	ɒkikeːnt
akikért	ɒkikeːrt
akiket	ɒkikɛt
akikhez	ɒkikhɛz
aki	ɒki
akikig	ɒkikiɡ
akikké	ɒkikːeː
akikkel	ɒkikːɛl
akikként	ɒkikːeːnt
akik	ɒkik
akiknek	ɒkiknɛk
akiknél	ɒkikneːl
akikre	ɒkikrɛ
akikről	ɒkikrøːl
akiktől	ɒkiktøːl
akim	ɒkim
akinek	ɒkinɛk
akinél	ɒkineːl
akin	ɒkin
akire	ɒkirɛ
akiről	ɒkirøːl
akit	ɒkit
akitől	ɒkitøːl
akivé	ɒkiveː
akivel	ɒkivɛl
akként	ɒkːeːnt
akkora	ɒkːorɒ
akkordba	ɒkːordbɒ
akkordban	ɒkːordbɒn
akkordból	ɒkːordboːl
akkorddá	ɒkːordaː
akkorddal	ɒkːordɒl
akkordért	ɒkːordeːrt
akkordhoz	ɒkːorthoz
akkordig	ɒkːordiɡ
akkordjaid	ɒkːorɟɒʲid
akkordjaik	ɒkːorɟɒʲik
akkordjai	ɒkːorɟɒʲi
akkordjaim	ɒkːorɟɒʲim
akkordjaink	ɒkːorɟɒʲiŋk
akkordjaitok	ɒkːorɟɒʲitok
akkordja	ɒkːorɟɒ
akkordjuk	ɒkːorɟuk
akkordként	ɒkːortkeːnt
akkord	ɒkːord
akkordnak	ɒkːordnɒk
akkordnál	ɒkːordnaːl
akkordod	ɒkːordod
akkordokat	ɒkːordokɒt
akkordokba	ɒkːordoɡbɒ
akkordokban	ɒkːordoɡbɒn
akkordokból	ɒkːordoɡboːl
akkordokért	ɒkːordokeːrt
akkordokhoz	ɒkːordokhoz
akkordokig	ɒkːordokiɡ
akkordokká	ɒkːordokːaː
akkordokkal	ɒkːordokːɒl
akkordokként	ɒkːordokːeːnt
akkordok	ɒkːordok
akkordoknak	ɒkːordoknɒk
akkordoknál	ɒkːordoknaːl
akkordokon	ɒkːordokon
akkordokra	ɒkːordokrɒ
akkordokról	ɒkːordokroːl
akkordoktól	ɒkːordoktoːl
akkordom	ɒkːordom
akkordon	ɒkːordon
akkordot	ɒkːordot
akkordotok	ɒkːordotok
akkordra	ɒkːordrɒ
akkordról	ɒkːordroːl
akkordtól	ɒkːortoːl
akkordunk	ɒkːorduŋk
akkori	ɒkːori
akkorka	ɒkːorkɒ
akkor	ɒkːor
akkorra	ɒkːorːɒ
akkreditál	ɒkrɛditaːl
akkreditált	ɒkrɛditaːlt
akkreditívek	ɒkrɛditiːvɛk
akkreditív	ɒkrɛditiːv
akkumulátor	ɒkumlaːtor
akkumulátor	ɒkːumulaːtor
akkumulátorok	ɒkumlaːtorok
akkumulátorok	ɒkːumulaːtorok
aknád	ɒknaːd
aknáid	ɒknaːʲid
aknáik	ɒknaːʲik
aknái	ɒknaːʲi
aknáim	ɒknaːʲim
aknáink	ɒknaːʲiŋk
aknáitok	ɒknaːʲitok
aknája	ɒknaːjɒ
aknájuk	ɒknaːjuk
aknák	ɒknaːk
akna	ɒknɒ
aknamezők	ɒknɒmɛzøːk
aknamező	ɒknɒmɛzøː
aknám	ɒknaːm
aknánk	ɒknaːŋk
aknás	ɒknaːʃ
aknász	ɒknaːs
aknászok	ɒknaːsok
aknátok	ɒknaːtok
ákombákom	aːkombaːkom
akrobaták	ɒkrobɒtaːk
akrobata	ɒkrobɒtɒ
akrobatikák	ɒkrobɒtikaːk
akrobatika	ɒkrobɒtikɒ
akrobatikusabb	ɒkrobɒtikuʃɒbː
akrobatikus	ɒkrobɒtikuʃ
akrofóbiák	ɒkrofoːbiʲaːk
akrofóbia	ɒkrofoːbiʲɒ
akrosztichon	ɒkrostiɦon
akrosztichonok	ɒkrostiɦonok
aksi	ɒkʃi
aktába	ɒktaːbɒ
aktában	ɒktaːbɒn
aktából	ɒktaːboːl
aktád	ɒktaːd
aktáért	ɒktaːʲeːrt
aktához	ɒktaːɦoz
aktáid	ɒktaːʲid
aktáig	ɒktaːʲiɡ
aktáik	ɒktaːʲik
aktái	ɒktaːʲi
aktáim	ɒktaːʲim
aktáink	ɒktaːʲiŋk
aktáitok	ɒktaːʲitok
aktája	ɒktaːjɒ
aktájuk	ɒktaːjuk
aktákat	ɒktaːkɒt
aktákba	ɒktaːɡbɒ
aktákban	ɒktaːɡbɒn
aktákból	ɒktaːɡboːl
aktaként	ɒktɒkeːnt
aktákért	ɒktaːkeːrt
aktákhoz	ɒktaːkhoz
aktákig	ɒktaːkiɡ
aktákká	ɒktaːkːaː
aktákkal	ɒktaːkːɒl
aktákként	ɒktaːkːeːnt
akták	ɒktaːk
aktáknak	ɒktaːknɒk
aktáknál	ɒktaːknaːl
aktákon	ɒktaːkon
aktákra	ɒktaːkrɒ
aktákról	ɒktaːkroːl
akta	ɒktɒ
aktáktól	ɒktaːktoːl
aktám	ɒktaːm
aktának	ɒktaːnɒk
aktánál	ɒktaːnaːl
aktánk	ɒktaːŋk
aktán	ɒktaːn
aktára	ɒktaːrɒ
aktáról	ɒktaːroːl
aktatáskák	ɒktɒtaːʃkaːk
aktatáska	ɒktɒtaːʃkɒ
aktát	ɒktaːt
aktátok	ɒktaːtok
aktától	ɒktaːtoːl
aktává	ɒktaːvaː
aktával	ɒktaːvɒl
aktínium	ɒktiːniʲum
aktívabban	ɒktiːvɒbːɒn
aktívabb	ɒktiːvɒbː
aktiválás	ɒktivaːlaːʃ
aktivál	ɒktivaːl
aktiválni	ɒktivaːlni
aktívan	ɒktiːvɒn
aktivitás	ɒktivitaːʃ
aktivitások	ɒktivitaːʃok
aktivizál	ɒktivizaːl
aktív	ɒktiːv
akt	ɒkt
aktok	ɒktok
aktuálisabb	ɒktuaːliʃɒbː
aktuális	ɒktuaːliʃ
aktualizációk	ɒktuɒlizaːt͡siʲoːk
aktualizáció	ɒktuɒlizaːt͡siʲoː
aktualizál	ɒktuɒlizaːl
aktus	ɒktuʃ
aktusok	ɒktuʃok
akupunktúra	ɒkupuŋktuːrɒ
akusztikus	ɒkustikuʃ
akvamarin	ɒkvɒmɒrin
akvamarinon	ɒkvɒmɒrinon
akvarellek	ɒkvɒrɛlːɛk
akvarellfestők	ɒkvɒrɛlfɛʃtøːk
akvarellfestő	ɒkvɒrɛlfɛʃtøː
akvarell	ɒkvɒrɛlː
akvárium	ɒkvaːriʲum
alabástrom	ɒlɒbaːʃtrom
alabástromok	ɒlɒbaːʃtromok
alábbhagy	ɒlaːphɒɟ
alábbiak	ɒlaːbːiʲɒk
alábbi	ɒlaːbːi
alább	ɒlaːbː
alábbszáll	ɒlaːpsaːlː
alábecsül	ɒlaːbɛt͡ʃyl
alacsonyabb	ɒlɒt͡ʃoɲɒbː
alacsonyakat	ɒlɒt͡ʃoɲɒkɒt
alacsonyak	ɒlɒt͡ʃoɲɒk
alacsony	ɒlɒt͡ʃoɲ
aladár	ɒlɒdaːr
alád	ɒlaːd
alagsoraid	ɒlɒkʃorɒʲid
alagsoraik	ɒlɒkʃorɒʲik
alagsorai	ɒlɒkʃorɒʲi
alagsoraim	ɒlɒkʃorɒʲim
alagsoraink	ɒlɒkʃorɒʲiŋk
alagsoraitok	ɒlɒkʃorɒʲitok
alagsora	ɒlɒkʃorɒ
alagsor	ɒlɒkʃor
alagsorod	ɒlɒkʃorod
alagsorok	ɒlɒkʃorok
alagsorom	ɒlɒkʃorom
alagsorotok	ɒlɒkʃorotok
alagsoruk	ɒlɒkʃoruk
alagsorunk	ɒlɒkʃoruŋk
alagutak	ɒlɒɡutɒk
alagút	ɒlɒɡuːt
aláhúz	ɒlaːɦuːz
aláírása	ɒlaːʲiːraːʃɒ
aláírási	ɒlaːʲiːraːʃi
aláírás	ɒlaːʲiːraːʃ
aláírásokat	ɒlaːʲiːraːʃokɒt
aláírások	ɒlaːʲiːraːʃok
aláírást	ɒlaːʲiːraːʃt
aláír	ɒlaːʲiːr
aláírta	ɒlaːʲiːrtɒ
alája	ɒlaːjɒ
alájuk	ɒlaːjuk
alakba	ɒlɒɡbɒ
alakban	ɒlɒɡbɒn
alakból	ɒlɒɡboːl
alakért	ɒlɒkeːrt
alakhoz	ɒlɒkhoz
alakig	ɒlɒkiɡ
alakítani	ɒlɒkiːtɒni
alakítható	ɒlɒkiːthɒtoː
alakít	ɒlɒkiːt
alakjaid	ɒlɒkjɒʲid
alakjaik	ɒlɒkjɒʲik
alakjai	ɒlɒkjɒʲi
alakjaim	ɒlɒkjɒʲim
alakjaink	ɒlɒkjɒʲiŋk
alakjaitok	ɒlɒkjɒʲitok
alakja	ɒlɒkjɒ
alakját	ɒlɒkjaːt
alakjuk	ɒlɒkjuk
alakká	ɒlɒkːaː
alakkal	ɒlɒkːɒl
alakként	ɒlɒkːeːnt
alak	ɒlɒk
alaknak	ɒlɒknɒk
alaknál	ɒlɒknaːl
alakod	ɒlɒkod
alakokat	ɒlɒkokɒt
alakokba	ɒlɒkoɡbɒ
alakokban	ɒlɒkoɡbɒn
alakokból	ɒlɒkoɡboːl
