a	ɑː
absorbent	æbzɔɹbn̩t
absorbent	əbsɔɹbn̩t
absorbent	əbzɔɹbn̩t
absorber	æbsɔɹbɚ
absorber	æbzɔɹbɚ
absorber	əbsɔɹbɚ
absorber	əbzɔɹbɚ
absorberman	æbsɔɹbɚmæn
absorberman	æbzɔɹbɚmæn
absorberman	əbsɔɹbɚmæn
absorberman	əbzɔɹbɚmæn
absorbing	æbsɔɹbɪŋ
absorbing	æbzɔɹbɪŋ
absorbing	əbsɔɹbɪŋ
absorbing	əbzɔɹbɪŋ
absorbingly	æbsɔɹbɪŋli
absorbingly	æbzɔɹbɪŋli
absorbingly	əbsɔɹbɪŋli
absorbingly	əbzɔɹbɪŋli
absorpt	æbsɔɹpt
absorpt	æbzɔɹpt
absorptance	æbsɔɹptn̩s
absorptance	æbsɔɹptn̩ts
absorptance	æbzɔɹptn̩s
absorptance	æbzɔɹptn̩ts
absorptance	əbsɔɹptn̩s
absorptance	əbsɔɹptn̩ts
absorptance	əbzɔɹptn̩s
absorptance	əbzɔɹptn̩ts
absorpt	əbsɔɹpt
absorpt	əbzɔɹpt
absorptiometer	æbsɔɹpʃiɑmədɚ
absorptiometer	æbsɔɹptiɑmədɚ
absorptiometer	æbzɔɹpʃiɑmədɚ
absorptiometer	æbzɔɹptiɑmədɚ
absorptiometer	əbzɔɹpʃiɑmədɚ
absorptiometer	əbzɔɹptiɑmədɚ
absorptiometric	æbsɔɹpʃioʊmɛtɹɪk
absorptiometric	æbzɔɹpʃioʊmɛtɹɪk
absorptiometric	əbsɔɹpʃioʊmɛtɹɪk
absorptiometric	əbsɔɹptioʊmɛtɹɪk
absorptiometric	əbzɔɹpʃioʊmɛtɹɪk
absorptiometric	əbzɔɹptioʊmɛtɹɪk
absorption	æbsɔɹpʃn̩
absorption	æbzɔɹpʃn̩
absorption	əbsɔɹpʃn̩
absorption	əbzɔɹpʃn̩
absorptions	æbsɔɹpʃn̩s
absorptions	æbzɔɹpʃn̩
absorptions	əbsɔɹpʃn̩s
absorptions	əbzɔɹpʃn̩s
absorptive	æbsɔɹptɪv
absorptive	æbzɔɹptɪv
absorptive	əbsɔɹptɪv
absorptive	əbzɔɹptɪv
absorptivity	æbsɔɹptɪvəti
absorptivity	əbsɔɹptɪvəti
absquatulate	æbskwɑtʃʊleɪt
absquatulate	æbzkwɑtʃəleɪt
absquatulate	æbzkwɑtʃʊleɪt
absquatulation	æbskwɑt͡ʃəleɪʃn̩
absquatulation	æbskwɑt͡ʃʊleɪʃn̩
absquatulation	æbzkwɑt͡ʃəleɪʃn̩
absquatulation	æbzkwɑt͡ʃʊleɪʃn̩
abstain	æbsteɪn
abstain	əbsteɪn
abstainer	æbsteɪnɚ
abstemious	æbstimiəs
abstemious	əb-
abstemiously	æbstimiəsli
abstemiously	əbstimiəsli
abstemiousness	æbstimiəsnəs
abstemiousness	əbstimiəsnəs
abstention	æbstɛnʃn̩
abstention	æbstɛnt͡ʃn̩
abstention	əbstɛnʃn̩
abstention	əbstɛnt͡ʃn̩
abstentionism	æbstɛnʃn̩ɪzm̩
abstentionism	æbstɛnt͡ʃn̩ɪzm̩
abstentionism	əbstɛnʃn̩ɪzm̩
abstentionism	əbstɛnt͡ʃn̩ɪzm̩
abstentionist	æbstɛnʃn̩ɪst
abstentionist	æbstɛnt͡ʃn̩ɪst
abstentionist	əbstɛnʃn̩ɪst
abstentionist	əbstɛnt͡ʃn̩ɪst
abstentious	æbstɛnʃəs
abstentious	əbstɛnʃəs
absterge	æbstɝd͡ʒ
absterge	əbstɝd͡ʒ
abstergent	æbstɝd͡ʒn̩t
abstergent	əbstɝd͡ʒn̩t
absterse	æbstɝs
absterse	əbstɝs
abstersion	æbstɝʃn̩
abstersion	æbstɝʒn̩
abstersion	əbstɝʃn̩
abstersion	əbstɝʒn̩
abstersive	æbstɝsɪv
abstersive	əbstɝsɪv
abstersiveness	æbstɝsɪvnəs
abstersiveness	əbstɝsɪvnəs
abstinence	æbstɪnəns
abstinency	æbstənn̩si
abstinent	æbstənn̩t
abstinent	æbstɪnn̩t
abstinently	æbstənn̩tli
abstinently	æbstɪnn̩tli
abstracta	æbstɹæktə
abstractable	æbstɹæktəbl̩
abstractable	əbstɹæktəbl̩
abstract	æbstɹækt
abstracta	əbstɹæktə
abstract	əbstɹækt
abstracted	æbstɹæktɪd
abstracted	əbstɹæktɪd
abstractedly	æbstɹæktɪdli
abstractedly	əbstɹæktɪdli
abstractedness	æbstɹæktɪdnəs
abstractedness	əbstɹæktɪdnəs
abstracter	æbstɹkætɚ
abstraction	æbstɹækʃn̩
abstractional	æbstɹækʃn̩l̩
abstractional	æbstɹækʃnl̩
abstraction	əbstɹækʃn̩
abstractionism	æbstɹækʃn̩ɪzm̩
abstractionist	æbstɹækʃənəst
abstractive	æbstɹæktɪv
abstractive	əbstɹæktɪv
abstractively	æbstɹæktɪvli
abstractiveness	æbstɹæktɪvnəs
abstractiveness	əbstɹæktɪvnəs
abstractly	æbstɹæktli
abstractness	æbstɹæknəs
abstractness	æbstɹæktnəs
abstractor	æbstɹæktɚ
abstractum	æbstɹæktm̩
abstrict	æbstɹɪkt
abstricted	æbstɹɪktəd
abstriction	æbstɹɪkʃn̩
abstringe	əbstɹɪndʒ
abstruse	æbstɹus
abstruse	əb-
abstrusely	æbstɹusli
abstrusely	əbstɹusli
abstruseness	æbstɹusnəs
abstruseness	əbstɹusnəs
abstrusity	æbstɹusəti
abstrusity	əbstɹusəti
abstrusive	æbstɹusɪv
abstrusive	əbstɹusɪv
absume	æbsum
absume	əbsum
absurda	æbsɜːdə
absurd	æbsɝd
absurda	əbsɜːdə
absurd	æbzɝd
absurd	əbsɝd
absurd	əbzɝd
absurdism	æbsɝdɪzm̩
absurdism	æbzɝdɪzm̩
absurdism	əbsɝdɪzm̩
absurdism	əbzɝdɪzm̩
absurdist	æbsɝdəst
absurdist	əbsɝdəst
absurdity	æbsɝdɪti
absurdity	æbzɝdɪti
absurdity	əbsɝdɪti
absurdity	əbzɝdɪti
absurdly	æbsɝdli
absurdly	æbzɝdli
absurdly	əbsɝdli
absurdly	əbzɝdli
absurdness	æbsɝdnəs
absurdness	æbzɝdnəs
absurdness	əbsɝdnəs
absurdness	əbzɝdnəs
äbt	æpt
abt	ɑpt
abubble	əbʌbl̩
abugida	ɑːbuɡiːdə
abuilding	əbɪldɪŋ
abuja	əbuːd͡ʒə
abukir	æbukɪɹ
abukir	ɑbukɪɹ
abukir	əbukɚ
abukumalite	æbəkuməlaɪt
abukumalite	əbukəməlaɪt
abulia	əbuliə
abulic	eɪbjulɪk
abulic	eɪbulɪk
abuna	ɑbunɑ
abuna	əbunə
abundance	əbʌndn̩s
abundance	əbn̩dn̩s
abundance	əbʌndn̩ts
abundancy	əbʌndn̩si
abundancy	əbʌndn̩tsi
abundant	əbʌndn̩t
abundant	əbn̩dn̩t
abundantly	əbʌndn̩tli
abundantly	əbn̩dn̩tli
abura	əbʊɹə
abura	əbjʊɹə
aburagiri	ɑbəɹəɡɪɹi
aburst	əbɝst
aburton	əbɝtn̩
abusable	əbjuzəbl̩
abuse	əbjus
abuse	əbjuz
abuser	əbjuzɚ
abusion	əbjuʒn̩
abusive	əbjusɪv
abusive	əbjuzɪv
abusively	əbjusɪvli
abusiveness	əbjusɪvnəs
abustle	əbʌsl̩
abusua	æbəsuə
abut	əbʌt
abutilon	æbjətilɑn
abutilon	əbjutl̩ɑn
abutment	əbʌtmn̩t
abuts	əbʌts
abuttal	əbʌtl̩
abuttals	əbʌtl̩z
abutt	əbʌt
abutter	əbʌtɚ
abutting	əbʌtɪŋ
abuzz	əbʌz
abvolt	æbvoʊlt
abwab	əbwɑb
abwatt	æbwɑt
abydene	æbɪdiːn
abydocomist	æbɪdəkoʊmɪst
abydos	əbaɪdəs
abydos	əbaɪdɑs
aby	əbaɪ
abye	əbaɪ
abysmal	əbɪzməl
abysmally	əbɪzml̩i
abysm	əbɪzm̩
abyss	æbɪs
abyssalbenthic	əbɪsl̩bɜntθɪk
abyssalbenthic	əbɪsl̩bɜnθɪk
abyssal	əbɪsl̩
abyssalpelagic	əbɪsl̩pəlæd͡ʒɪk
abyss	əbɪs
abyssian	əbɪsiən
abyssinia	æbəsɪniə
abyssinia	æbəsɪnjə
abyssinia	æbɪsɪniə
abyssinian	æbəsɪniən
abyssinian	æbəsɪnjən
abyssinian	æbɪsɪniən
abyssobenthic	əbɪsoʊbɜntθɪk
abyssobenthic	əbɪsoʊbɜnθɪk
abyssolith	əbɪsəlɪθ
abyssolithic	əbɪsəlɪθɪk
abyssopelagic	əbɪsoʊpəlæd͡ʒɪk
acacatechin	ækəkætəkɪn
acacatechin	ækəkætəʃɪn
acacatechin	ækəkætət͡ʃɪn
acacetin	əkæsətn̩
acacia	əkeɪʃə
acacian	əkeɪʃin̩
acacian	əkeɪʃn̩
acaciin	əkeɪʃiɪn
acaciin	əkeɪʃɪn
acaciin	əkeɪsiɪn
academe	ækədim
academese	əkædəmiz
academia	ækədɛmjə
academia	ækədimiə
academia	ækədimjə
academian	ækədimin̩
academic	ækədɛmɪk
academical	ækədɛmɪkl̩
academically	ækədɛmɪkəli
academically	ækədɛmɪkli
academicals	ækədɛmɪkl̩z
academician	ækədəmɪʃn̩
academician	əkædəmɪʃn̩
academicism	ækədɛməsɪzm̩
academicize	ækədɛməsaɪz
academies	əkædəmiz
academism	əkædəmɪzəm
academist	əkædɪmɪst
academy	əkædəmi
acadia	əkeɪdiə
acadialite	əkeɪdiəlaɪt
acadian	əkeɪdin̩
acadian	əkeɪdʒn̩
açai	əsaɪi
açai	ɑsɑi
acajou	ækəd͡ʒu
acajou	ækəʒu
acajou	akaʒu
acalculiac	eɪkælkjulɪək
acalculia	eɪkælkjuːliə
acalepha	ækəlifə
acaleph	ækəlɜf
acalephe	ækəlif
acalycine	eikæləsaɪn
acalycine	eikeɪləsaɪn
acalycinous	eɪkəlɪsn̩əs
acalyptrate	eɪkælɪptɹeɪt
acalyptrate	eɪkəlɪptɹeɪt
acampsia	əkæmpsiə
acana	ɑkənɑ
acana	ɑkənə
acanthaceous	ækænθeɪʃəs
acanthaceous	ækn̩θeɪʃəs
acanthad	əkænθæd
acanthad	əkænθəd
acantha	əkæntθə
acantha	əkænθə
acanthamebiases	əkænθəmibaɪəsis
acanthamebiasis	əkænθəmibaɪəsɪs
acanthamoeba	əkænθəmibə
acanthamoebiases	əkænθəmibaɪəsis
acanthamoebiasis	əkænθəmibaɪəsɪs
acantharian	ækænθæɹin̩
acantharian	ækənθæɹin̩
acanthella	ækænθɜlə
acanthella	ækənθɜlə
acanthellae	ækænθɜli
acanthellae	ækənθɜli
acanthial	əkæntθiəl
acanthial	əkænθiəl
acanthi	əkænθaɪ
acanthi	əkænθi
acanthine	əkæntθɪn
acanthine	əkænθaɪn
acanthine	əkænθɪn
acanthion	əkæntθin̩
acanthion	əkænθiɑn
acanthion	əkænθin̩
acanthite	ækənθaɪt
acanthite	əkænθaɪt
acanthocephalan	əkæntθəsɛfələn
acanthocephalan	əkænθəsɛfələn
acanthocephalan	əkænθoʊsɛfələn
acanthocephaliases	ækænθoʊsɜfəlaɪəsis
acanthocephaliasis	ækænθoʊsɜfəlaɪəsɪs
acanthocephalid	əkæntθəsɛfəlɪd
acanthocephalid	əkænθəsɛfəlɪd
acanthocephalid	əkænθoʊsɛfəlɪd
acanthocyte	əkænθoʊsaɪt
acanthocytoses	əkænθoʊsaɪtoʊsis
acanthocytosis	əkænθoʊsaɪtoʊsɪs
acanthodian	ækn̩θoʊdin̩
acanthoid	əkænθɔɪd
acanthokeratodermia	əkænθoʊkɜɹətoʊdɝmiə
acanthology	ækænθɑlədʒi
acanthology	ækənθɑləɡdʒi
acanthology	əkænθɑlədʒi
acantholysis	ækænθɑləsɪs
acanthoma	əkænθoʊmə
acanthopelvis	əkænθoʊpɜlvɪs
acanthopod	əkænθəpɑd
acanthopodous	ækænθɑpədəs
acanthopodous	ækənθɑpədəs
acanthopore	əkænθəpɔɹ
acanthopt	ækænθɑpt
acanthopt	ækənθɑpt
acanthopteran	ækænθɑptəɹən
acanthopterygian	ækænθɑptəɹɪdʒin̩
acanthor	əkænθɔɹ
acanthoses	ækænθoʊsis
acanthosis	ækænθoʊsɪs
acanthosoma	əkænθəsoʊmə
acanthosomata	əkænθəsoʊmətə
acanthostyle	əkænθəstaɪl
acanthotic	ækænθɑtɪk
acanthotic	ækənθɑtɪk
acanthous	əkænθəs
acanthpelyx	əkænθoʊpɜlɪks
acanthus	əkænθəs
acapnia	eɪkæpniə
acapnia	əkæpniə
acapnial	eɪkæpnil̩
acapnial	əkæpnil̩
acapsular	eɪkæpsəlɚ
acapu	ɑkəpu
acapulco	ækəpʊlkoʊ
acapulco	ɑkəpʊlkoʊ
acarbose	ækɑɹboʊs
acariasis	ækəɹaɪəsɪs
acaricide	əkɛɹəsid
acarid	ækəɹɪd
acarnanian	ɔkɔɹneɪniːən
acaroid	ækəɹɔɪd
acarology	ækəɹɒləd͡ʒi
acarophobia	ækəɹəfəʊbiə
acarpellous	eɪkɑɹpələs
acarpous	eɪkɑɹpəs
acarus	ækəɹəs
acatalectic	eɪkætəlɛktɪk
acatalepsy	eɪkætəlɛpsi
acatalepsy	əkætəlɛpsi
acaudal	eɪkɔdəl
acaudal	eɪkɔdl
acaudate	eɪkɔdeɪt
acaulescent	ækɔlɛsənt
acaulescent	ækɔlɛsnt
accadian	əkɑdiən
accadian	əkeɪdiən
accede	æksid
accedence	æksidəns
accelerando	ɑtʃɛləɹɑndo
accelerant	əksɛləɹənt
accelerate	æksɛləɹeɪt
accelerate	əksɛləɹeɪt
accelerate	ɪksɛləɹeɪt
acceleratingly	æksɛləɹeɪtɪŋli
acceleration	æksɛləɹeɪʃən
acceleration	əksɛləɹeɪʃən
acceleration	ɪksɛləɹeɪʃən
accelerative	æksɛləɹeɪtɪv
accelerative	ɪksɛləɹeɪtɪv
accelerator	æksɛləɹeɪtɚ
accelerator	ɪksɛləɹeɪtɚ
accelerometer	æksɛləɹɑmətɚ
accelerometer	ɪksɛləɹɑmətɚ
accent	æksɛnt
accentless	æksɛntləs
accentor	əksɛntɚ
accentual	æksɛntʃəwəl
accentual	æksɛntʃuəl
accentual	æksɛntʃwəl
accentually	æksɛntʃuəli
accentuate	æksentʃueɪt
accentuate	əksentʃueɪt
accentuation	æksɛntʃəweɪʃən
accentuation	ɪksɛntʃəweɪʃən
acceptability	æksɛptəbɪləti
acceptable	æksɛptəbəl
acceptableness	æksɛptəbəlnəs
acceptably	æksɛptəbli
acceptance	əksɛptəns
acceptant	æksɛptənt
acceptation	æksɛpteɪʃən
accepted	æksɛptɪd
accept	əksɛpt
accepter	æksɛptɚ
accepting	əksɛptɪŋ
acceptive	æksɛptɪv
acceptor	æksɛptɚ
acceptor	əksɛptɚ
access	æksɛs
access	əksɛs
accessibility	æksɛsəbɪləti
accessible	əksɛsəbəl
accessibleness	æksɛsəbəlnəs
accessibly	æksɛsəbli
accession	æksɛʃən
accessional	æksɛʃənəl
accessional	æksɛʃənl
accessional	æksɛʃnəl
accession	əsɛʃən
accessorial	æksəsoɹiəl
accessorize	əksɛsəɹaɪz
accessory	æksɛsəɹi
accessory	əksɛsəɹi
acciaccatura	ətʃækətʊəɹə
acciaccatura	ɑtʃɑkətʊɹə
accidence	æksədəns
accidence	æksədənts
accident	æksədənt
accidental	æksɪdɛntl̩
accidentally	æksədɛntəli
accidie	æksədi
accinge	æksɪndʒ
accipiter	æksɪpətɚ
accipitral	æksɪpətɹəl
accipitral	æsɪpətɹəl
accipitrine	æksɪpətɹaɪn
accipitrine	æksɪpətɹɪn
accismus	æksɪzməs
acclaimed	əkleɪmd
acclaim	əkleɪm
acclaiming	əkleɪmɪŋ
acclaims	əkleɪmz
acclamation	ækləmeɪʃən
acclamatory	əklæmətɔɹi
acclimatation	æklɪmeɪʃən
acclimate	æklɪmeɪt
acclimate	əklaɪmət
acclimation	ækləmeɪʃən
acclimatizational	əklaɪmətɪzeɪʃənəl
acclimatization	əklaɪmətəzeɪʃən
acclimatize	əklaɪmətaɪz
acclivity	əklɪvəti
accoil	ækkɔɪl
accolade	ækəlɑd
accolade	ækəleɪd
accommodate	əkɑmədeɪt
accommodating	əkɒmədeɪtɪŋ
accommodatingly	əkɒmədeɪtɪŋli
accommodation	əkɑmədeɪʃən
accommodative	əkɒmədeɪtɪv
accommodativeness	əkɒmədeɪtɪvnəs
accommodator	əkɒmədeɪtɚ
accompanied	əkʌmpənid
accompanied	əkʌmpnid
accompaniment	əkʌmpənimənt
accompaniment	əkʌmpnimənt
accompanist	əkʌmpənɪst
accompanist	əkʌmpnɪst
accompany	əkʌmpəni
accompany	əkʌmpni
accomplice	əkɑmpləs
accomplice	əkɑmplɪs
accomplicity	ækɔmplɪsɪti
accomplishable	əkɒmplɪʃəbəl
accomplished	əkɑmplɪʃt
accomplish	əkɑmplɪʃ
accomplishment	əkɒmplɪʃmənt
accordance	əkɔɹdəns
accordant	əkɔɹdənt
accord	əkɔɹd
according	əkɔɹdɪŋ
accordingly	əkɔɹdɪŋli
accordion	əkɔɹdiən
accordionist	əkɔɹdiənəst
accost	əkɔst
accouchement	əkuːʃmənt
accoucheur	ækuʃɝ
accountability	əkaʊntəbɪləti
accountable	əkaʊntəbəl
accountable	ʌkaʊntəbl̩
accountableness	əkaʊntəbəlnəs
accountably	əkaʊntəbli
accountancy	əkaʊntənsi
accountant	əkaʊntənt
accountantship	əkaʊntəntʃɪp
accounted	əkaʊntɪd
account	əkaʊnt
accounting	əkaʊntɪŋ
accounts	əkaʊnts
accouplement	əkʌpəlmənt
accourage	əkɜɹɪd͡ʒ
accouterment	əkutɚmənt
accoutre	əkuːtə
accra	ækɹə
accra	əkɹɑ
accreditable	əkɹɛdətəbəl
accreditation	əkɹɛdɪteɪʃən
accredited	əkɹɛdɪtəd
accredit	əkɹɛdɪt
accrediting	əkɹɛdɪtɪŋ
accredits	əkɹɛdɪts
accrete	əkɹit
accrete	əkɹiːt
accretionary	əkɹiʃənɛɹi
accretion	əkɹiʃən
accretive	əkɹitɪv
accroides	əkɹɔɪdiːz
accruable	əkɹuəbəl
accrual	əkɹuːəl
accrued	əkɹuːd
accrue	əkɹu
accruement	əkɹumənt
accrues	əkɹuːz
accruing	əkɹuːɪŋ
accubation	ɑkjubeɪʃən
acculturate	əkʌltʃəɹeɪt
acculturational	əkʌltʃəɹeɪʃənəl
acculturational	əkʌltʃəɹeɪʃnəl
acculturation	əkʌltʃəɹeɪʃən
acculturative	əkʌltʃəɹeɪtɪv
acculture	əkʌltʃəɹ
accumbency	əkʌmbənsi
accumbency	əkʌmbəntsi
accumbent	əkʌmbənt
accumulable	əkjumjələbəl
accumulate	əkjumjəleɪt
accumulatio	əkʊmjulɑtio
accumulation	əkjuːmjəleɪʃən
accumulative	əkjumjəleɪtɪv
accumulative	əkjumjələtɪv
accumulator	əkjumjəleɪtɚ
accuracy	ækjɚəsi
accurate	ækjəɹɪt
accurately	ækjəɹɪtli
accurately	ækjɚɪtli
accurateness	ækjəɹətnəs
accursed	əkɝsɪd
accursedly	əkɚsədli
accursedness	əkɚsədnəs
accusable	əkjuːzəbl
accusal	əkjuzəl
accusal	əkjuːzəl
accusant	əkjuːzənt
accusation	ækjəzeɪʃən
accusation	ækjʊzeɪʃən
accusative	əkjuzətɪv
accusatorial	əkjuzətɔɹiəl
accusatory	əkjuzətɔɹi
accused	əkjuzd
accuse	əkjuz
accuser	əˑkjuzɚ
accuses	əkjuːzɪz
accusing	əkjuːzɪŋ
accusingly	əkjuzɪŋli
accustomably	əkʌstəməbli
accustomed	əkʌstəmd
accustomedness	əkʌstəmdnɪs
accustom	əkʌstəm
aced	eɪst
acedia	əsiːdɪə
ace	eɪs
aceldama	əkeldəmə
aceldama	əsɛldəmə
acephalan	eɪsɛfələn
acephalocyst	əsɛfəloʊsɪst
acephalocystic	eɪsɛfəloʊsɪstɪk
acephalocyst	ɑsɛfəloʊsɪst
acephalous	əsɛfələs
acerbate	æsəɹbeɪt
acerb	əsɜɹb
acerbic	əsɜɹbɪk
acerbity	əsɝbɪdi
acerglyn	eɪsəɹɡlɪn
aceric	æsɜɹɪk
acerola	æsəɹəʊlə
acerose	æsəɹoʊs
acerose	æsəɹoʊz
acerous	æsəɹəs
acerous	eɪsɪeɹəs
acerval	əsɚvəl
acervate	æsɚveɪt
acervation	æsɚveɪʃən
acervative	əsɝvətɪv
acervuline	əsɝvjəlaɪn
acervuline	əsɝvjəlin
acescence	əsɛsəns
aces	eɪsɪz
acetable	æsɪtəbəl
acetabular	æsɪtæbjəlɚ
acetabuliferous	æsɪtæbjuːlɪfəɹʊs
acetabuliform	æsɪtæbjuːlɪfɔːm
acetabulum	æsɪtæbjələm
acetal	æsɪtæl
acetaldehyde	æsɪtældəhaɪd
acetaminophen	əsitəmɪnəfən
acetarious	ɑsɪtɛɚiəs
acetazolamide	æsɛtəzoʊləmaɪd
acetazolamide	æsɛtəzoʊləmɪd
acetazolamide	æsɪtəzoʊləmaɪd
acetazolamide	æsɪtəzoʊləmɪd
acetazolamide	əsitəzoʊləmaɪd
acetazolamide	əsitəzoʊləmɪd
acetification	əsɛtɪfɪkeɪʃən
acetification	əsiːtɪfɪkeɪʃən
acetin	əsɛtɪn
acetin	əsitɪn
acetize	æsətaɪz
acetone	æsətoʊn
acetose	æsɪtoʊs
acetous	æsɪtəs
acetous	əsiːtəs
acetyl	æsətɪl
acetylcysteine	əsiːtɪlsɪstiːn
acetylcysteine	ʌsɛtiːlsɪstiːn
acetyl	əsiːtɪl
achaean	əkiːən
achaemenes	əkɛməniːz
achaemenid	əkiːmənɪd
achean	əkiən
ached	eɪkt
ache	eɪk
ache	eɪt͡ʃ
achelous	ækɨloʊəs
acheron	ækəɹən
acheron	ækəɹɔn
aches	eɪks
achier	eɪkiɚ
achievable	ətʃivəbəl
achieved	ətʃiːvd
achievement	ətʃiːvmənt
achieves	ətʃiːvz
achieving	ətʃiːvɪŋ
achievings	ətʃiːvɪŋz
achilles	əkɪliːz
achilous	eɪkaɪləs
aching	eɪkɪŋ
achings	eɪkɪŋz
achiote	ɑkiːoʊti
achiote	ɑtʃiːoʊti
achondroplasia	ə-
achondroplasia	eɪkɒndɹəʊpleɪziə
achondroplasia	-ʒiə
achondroplastic	eɪkɑndɹəplæstɪk
achoo	ət͡ʃuː
achoo	ɑːt͡ʃuː
achromat	ækɹəʊmæt
achromatic	ækɹəʊmætɪk
achy	eɪki
acid	æsɪd
acidic	əsɪdɪk
acidophil	əsɪɾəfɪl
acidophilic	æsɪɾoʊfɪlɪk
acids	æsɪdz
acidulate	əsɪdʒʊleɪt
acing	eɪsɪŋ
ackers	ækəz
acknow	æknoʊ
acknow	əknoʊ
acknowledge	æknɑːlɪdʒ
acknowledgment	əknɑlɪd͡ʒmənt
acknowledgment	əɡnɑlɪd͡ʒmənt
acks	æks
acle	eɪkəl
acma	eɪsiːəmeɪ
acme	ækmi
acmeism	ækmiːɪzəm
acne	ækni
acolyte	ækəlaɪt
acolyth	ækəlaɪθ
aconite	ækənaɪt
acorn	eɪkɔɹn
acotyledon	eɪkɔtl̩iːdn̩
acoustic	əkuːstɪk
acoustics	əkuːstɪks
acquaintance	ʌkweɪntəns
acquainted	əkweɪntɪd
acquaint	əkweɪnt
acquiesce	ækwiɛs
acquired	əkwaɪɹd
acquire	əkwaɪɹ
acquisition	ækwɪzɪʃən
acquis	ɑki
acquit	əkwɪt
acquits	əkwɪts
acquittal	əkwɪdəl
acre	eɪkɚ
acre	eɪkəɹ
acres	eɪkɚz
acrid	ækɹɪd
acrimonious	ækɹɪmoʊ̯niəs
acrimonious	-ɹə-
acrobat	ækɹobæt
acrocephalic	ækɹəsəfælɪk
acrocephalic	ækɹoʊsəfælɪk
acrocyanosis	ækɹoʊsaɪʌnoʊsɪs
acrogynous	əkɹɑdʒɨnəs
acrolect	ækɹəlɛkt
acromegalic	ækɹoʊmɪɡælɪk
acronym	ækɹənɪm
acronyms	ækɹənɪmz
acrophobe	ækɹəfoʊb
acropoleis	ækɹɒpɒlɛɪz
acropolises	ækɹɒpɒlɪsɪz
across	əkɹɔs
acrostic	əkɹɔstɪk
acrylamide	əkɹɪləmaɪd
acrylic	əkɹɪlɪk
acrylics	əkɹɪlɪks
act	ækt
acted	æktɪd
acter	æktɚ
actially	ækʃəli
acting	æktɪŋ
actings	æktɪŋz
actinide	æktɪnaɪd
actinium	æktɪniəm
actinoid	æktɪnɔɪd
actinomycete	æktɪnəmaɪsiːt
actionable	ækʃənəbəl
action	ækʃən
actional	ækʃənəl
actionee	ækʃəniː
actions	ækʃənz
actium	æktiəm
activate	æktɪveɪt
activation	æktɪveɪʃən
active	æktɪv
activism	æktɪvɪzəm̩
activism	æktɪvɪzm̩
activist	æktɪvɪst
activistic	æktɪvɪstɪk
activity	æktɪvəti
activity	æktɪvɪti
activity	æktɪvɪtiː
actor	æktɚ
actress	æktɹəs
acts	æks
acts	ækts
actual	æktʃəwəl
actually	æktʃəli
actually	æktʃuəli
actuate	æktʃueɪt
acuity	əkjuːɪti
acumen	ækjəmən
acumen	ækjumən
acumen	əkjumən
acupuncture	ækjupʌŋkt͡ʃɝ
acushla	əkʊʃlə
acute	əkjut
acyl	æsɪl
acyrologia	əsɪɹəlɒdʒiə
acyrology	æsɪɹɒlədʒi
adactylous	eɪdæktɪləs
ad	æd
ada	eɪdə
adage	ædɪdʒ
adam	ædəm
adamant	ædəmənt
adamic	ædəmɪk
adamic	ədæmɪk
adaptability	ədæptəbɪlɪti
adaptable	ədæptəbəl
adaptation	ædæpteɪʃən
adapt	ədæpt
adapted	ədæptɪd
adapter	ədaptə
adaption	ədæpʃən
adaptive	ədæptɪv
add	æd
added	ædɪd
added	ædəd
addend	ædɛnd
adder	ædɚ
addict	ædɪkt
addicted	ədɪktɪd
addict	ədɪkt
addicting	ədɪktɪŋ
addiction	ədɪkʃən
addictive	ədɪktɪv
adding	ædɪŋ
addition	ædɪʃən
additional	ədɪʃənəl
addition	ədɪʃən
additions	ədɪʃənz
additive	ædətɪv
addle	ædəl
addled	ædəld
addles	ædəlz
address	ædɹɛs
addressed	ədɹɛst
address	ədɹɛs
addresses	ædɹɛsɪz
addresses	ədɹɛsɪz
addressing	ədɹɛsɪŋ
adduce	ədjuːs
adduct	ædʌkt
adduct	ədʌkt
adduction	ədʌkʃn̩
ade	eɪd
adela	ædələ
adela	ədɛlə
adelaide	ædəleɪd
adele	ədɛl
adeling	ædəlɪŋ
adelings	ædəlɪŋz
adenine	ædəniːn
adenine	ædɪnɪn
adenines	ædɪnɪnz
adenitis	ædənaɪtɪs
adenopathy	ædənɑpəθi
adenosine	ədɛnəsən
adenosine	ədɛnəsin
adenylate	ədɛnəleɪt
adept	ædɛpt
adept	ədɛpt
adepts	ædɛpts
adequate	ædəkɪt
adequate	ædəkweɪt
adequate	ædəkwɪt
adermatoglyphia	eɪdɝmətəɡlɪfiə
adhan	ɑːðɑːn
adhan	əðɑːn
adhere	ædhiɹ
adherent	ædhɪəɹənt
adherent	əd-
adhesive	ædhisɪv
adhibit	ədhɪbɪt
adhocracy	ædhɑkɹəsi
adhocrat	ædhəkɹæt
adhocratic	ædhəkɹædɪk
adhocratical	ædhəkɹædɪkəl
adhocratically	ædhəkɹædɪkəli
adiabatic	ædɪəbætɪk
adiabatic	eɪdaɪəbætɪk
adiabatic	eɪdɪəbætɪk
adianoeta	eɪdaɪənəʊiːtə
adiaphanous	ædɪæfənəs
adieu	ədju
adieu	ədu
adieux	ədju
adieux	ədjuz
adight	ədaɪt
adios	ædioʊs
adios	ædiɔs
adipocere	ædəposiəɹ
adipocere	ædɪposiəɹ
