ॐ	oːm
इजाज़त	ɪd͡ʒɑːzət̪
इज़ाफ़ा	ɪzɑːfɑː
इज़्ज़त	ɪzzət̪
इटली	ɪʈəliː
इटली	ɪʈliː
इडली	ɪɖliː
इतर	ɪt̪əɾ
इतराना	ɪt̪ɾɑːnɑː
इतालवी	ɪˈt̪aːlviː
इतिहास	ɪt̪ɪɦɑːs
इतिहासकार	ɪt̪ɪɦɑːskɑːɾ
इत्तेला	ɪt̪t̪eːlɑː
इत्मीनान	ɪt̪miːnɑːn
इत्यादि	ɪt̪jɑːd̪iː
इत्र	ɪt̪ɾ
इथियोपिया	ɪt̪ʰiːjoːpiːjɑː
इनकार	ɪnkɑːɾ
इनको	ɪnkoː
इनसाफ़	ɪnsɑːf
इन्हें	ɪnɦẽ
इबादत	ɪbɑːd̪ət̪
इब्तिदा	ɪbt̪ɪd̪ɑː
इब्तिदाई	ɪbt̪ɪd̪ɑːiː
इब्राहीम	ɪbɾɑːɦiːm
इमदाद	ɪmd̪ɑːd̪
इमला	ɪmlɑː
इमली	ɪmliː
इमारत	ɪmɑːɾət̪
इमारती	ɪmɑːɾət̪iː
इमोजी	ɪmoːd͡ʒiː
इमोशन	ɪmoːʃən
इम्तहान	ɪmt̪əɦɑːn
इम्तिहान	ɪmt̪ɪɦɑːn
इम्तेहान	ɪmt̪eːɦɑːn
इरादतन	ɪɾɑːd̪t̪ən
इरादा	ɪɾɑːd̪ɑː
इलज़ाम	ɪlzɑːm
इलाज	ɪlɑːd͡ʒ
इलायची	ɪlɑːjət͡ʃiː
इलाहाबाद	ɪlɑːɦɑːbɑːd̪
इलाही	ɪlɑːɦiː
इल्तिजा	ɪlt̪ɪd͡ʒɑː
इश्क	ɪʃk
इश्क़	ɪʃk
इश्क़	ɪʃq
इश्तहार	ɪʃt̪əɦɑːɾ
इश्तिहार	ɪʃt̪ɪɦɑːɾ
इसको	ɪskoː
इसमाईल	ɪsmɑːiːl
इसमें	ɪsmẽ
इसरार	ɪsɾɑːɾ
इसरो	ɪsɾoː
इसलिए	ɪslɪeː
इससे	ɪsseː
इसीलिए	ɪsiːlɪeː
इसे	ɪseː
इस्तक़बाल	ɪst̪əkbɑːl
इस्तक़बाल	ɪst̪əqbɑːl
इस्तांबुल	ɪst̪ɑːnbʊl
इस्तीफ़ा	ɪst̪iːfɑː
इस्तेमाल	ɪst̪eːmɑːl
इस्पात	ɪspɑːt̪
इस्म	ɪsm
इस्राइल	ɪsɾɑːɪl
इस्लामाबाद	ɪslɑːmɑːbɑːd̪
इंक़लाब	ɪnkəlɑːb
इंक़लाब	ɪnqəlɑːb
इंगलिस्तान	ɪŋɡlɪst̪ɑːn
इंग्लैंड	ɪŋɡlɛːnɖ
इंच	ɪɲt͡ʃ
इंचियोन	ɪɲt͡ʃiːjoːn
इंजन	ɪɲd͡ʒən
इंजीनियर	ɪɲd͡ʒiːniːjəɾ
इंजीनियरी	ɪɲd͡ʒiːniːjəɾiː
इंजील	ɪɲd͡ʒiːl
इंटरफ़ेस	ɪnʈəɾfeːs
इंटरव्यू	ɪnʈəɾʋjuː
इंटेल	ɪnʈeːl
इंडस्ट्री	ɪnɖəsʈɾiː
इंडोनेशियन	ɪnɖoːneːʃiːjən
इंडोनेशिया	ɪnɖoːneːʃiːjɑː
इंतक़ाम	ɪnt̪əkɑːm
इंतक़ाम	ɪnt̪əqɑːm
इंतक़ाल	ɪnt̪əkɑːl
इंतक़ाल	ɪnt̪əqɑːl
इंतख़ाब	ɪnt̪əkʰɑːb
इंतख़ाब	ɪnt̪əxɑːb
इंतज़ार	ɪnt̪əzɑːɾ
इंतहा	ɪnt̪əɦɑː
इंतिफ़ादा	ɪnt̪ɪfɑːd̪ɑː
इंतिहा	ɪnt̪ɪɦɑː
इंदुर	ɪnd̪ʊɾ
इंदौर	ɪnd̪ɔːɾ
इंद्रनाथ	ɪnd̪ɾənɑːt̪ʰ
इंद्रिय	ɪnd̪ɾɪj
इंफाल	ɪmpʰɑːl
इंस्पेक्टर	ɪnspeːkʈəɾ
ई	i
ई	iː
ईजियन	iːd͡ʒiːjən
ईटानगर	iːʈɑːnɡəɾ
ईद	iːd̪
ईमानदार	iːmɑːnd̪ɑːɾ
ईमेल	iːmeːl
ईराक	iːɾɑːk
ईरान	iːɾɑːn
ईरानी	iːɾɑːniː
ईर्ष्या	iːɾʃjɑː
ईश	iːʃ
ईश्वर	iːʃʋəɾ
ईसा	iːsɑː
ईंट	iːnʈ
ईंधन	iːnd̪ʱən
उ	ʊ
उकसाना	ʊksɑːnɑː
उक़ाब	ʊkɑːb
उक़ाब	ʊqɑːb
उक्त	ʊkt̪
उगना	ʊɡnɑː
उगलना	ʊɡəlnɑː
उग्र	ʊɡɾ
उचकना	ʊt͡ʃəknɑː
उचक्का	ʊt͡ʃəkkɑː
उचित	ʊt͡ʃɪt̪
उच्चायुक्त	ʊt͡ʃt͡ʃɑːjʊkt̪
उच्चायोग	ʊt͡ʃt͡ʃɑːjoːɡ
उच्चारण	ʊt͡ʃt͡ʃɑːɾən
उच्छेदन	ʊt͡ʃt͡ʃʰeːd̪ən
उजड़ना	ʊd͡ʒəɽnɑː
उजड्ड	ʊd͡ʒəɖɖ
उज़बेक	ʊzbeːk
उजला	ʊd͡ʒlɑː
उजागर	ʊd͡ʒɑːɡəɾ
उजाला	ʊd͡ʒɑːlɑː
उठना	ʊʈʰnɑː
उड़द	ʊɽəd̪
उड़ना	ʊɽnɑː
उड़ान	ʊɽɑːn
उढ़काना	ʊɽʱkɑːnɑː
उतरना	ʊt̪əɾnɑː
उतरवाना	ʊt̪əɾʋɑːnɑː
उतारना	ʊt̪ɑːɾnɑː
उत्कृष्ट	ʊt̪kɾɪʃʈ
उत्तम	ʊt̪t̪əm
उत्तरकाशी	ʊt̪t̪əɾkɑːʃiː
उत्तरदायित्व	ʊt̪t̪əɾd̪ɑːjɪt̪ʋ
उत्तरदायी	ʊt̪t̪əɾd̪ɑːjiː
उत्तराखंड	ʊt̪t̪əɾɑːkʰənɖ
उत्तराधिकारी	ʊt̪t̪əɾɑːd̪ʱɪkɑːɾiː
उत्तरार्द्ध	ʊt̪t̪əɾɑːɾd̪d̪ʱ
उत्तेजित	ʊt̪ːedʒɪt̪
उत्तोलक	ʊt̪t̪oːlək
उत्तोलन	ʊt̪t̪oːlən
उत्पत्ति	ʊt̪pət̪t̪iː
उत्पन्न	ʊt̪pənn
उत्पल	ʊt̪pəl
उत्पाद	ʊt̪pɑːd̪
उत्पादन	ʊt̪pɑːd̪ən
उत्पीड़न	ʊt̪piːɽən
उत्प्रेरक	ʊt̪pɾeːɾək
उत्सर्जन	ʊt̪səɾd͡ʒən
उत्साह	ʊt̪sɑːʱ
उत्साहित	ʊt̪sɑːɦɪt̪
उत्सुक	ʊt̪sʊk
उत्सुकता	ʊt̪sʊkt̪ɑː
उदगद्रि	ʊd̪ɡəd̪ɾiː
उदयवर्ष	ʊd̪əjʋəɾʃ
उदारता	ʊd̪ɑːɾt̪ɑː
उदारतावाद	ʊd̪ɑːɾt̪ɑːʋɑːd̪
उदारवाद	ʊd̪ɑːɾʋɑːd̪
उदास	ʊd̪ɑːs
उदासीन	ʊd̪ɑːsiːn
उदाहरण	ʊd̪ɑːʱɾən
उद्घाटन	ʊd̪ɡʱɑːʈən
उद्देशिका	ʊd̪d̪eːʃɪkɑː
उद्भव	ʊd̪bʱəʋ
उद्यमी	ʊd̪jəmiː
उद्यान	ʊd̪jɑːn
उद्योग	ʊd̪joːɡ
उद्योगपति	ʊd̪joːɡpət̪iː
उद्योगी	ʊd̪joːɡiː
उद्योगीकरण	ʊd̪joːɡiːkəɾən
उधड़ना	ʊd̪ʱəɽnɑː
उधार	ʊd̪ʱɑːɾ
उधेड़ना	ʊd̪ʱeːɽnɑː
उनको	ʊnkoː
उनचास	ʊnt͡ʃɑːs
उनतालीस	ʊnt̪ɑːliːs
उनतीस	ʊnt̪iːs
उनसठ	ʊnsəʈʰ
उनहत्तर	ʊnɦət̪t̪əɾ
उनींदा	ʊniːnd̪ɑː
उन्नत	ʊnnət̪
उन्नाव	ʊnnɑːʋ
उन्माद	ʊn̪maːd̪
उन्मुक्त	ʊnmʊkt̪
उन्मूलन	ʊnmuːlən
उन्यासी	ʊnjɑːsiː
उन्हें	ʊnɦẽ
उन्होंने	ʊnɦõːneː
उन्होंने	ʊnɦoːnneː
उपकरण	ʊpkəɾən
उपकार	ʊpkɑːɾ
उपचार	ʊpt͡ʃɑːɾ
उपचुनाव	ʊpt͡ʃʊnɑːʋ
उपजना	ʊpəd͡ʒnɑː
उपजाऊ	ʊpd͡ʒɑːuː
उपनगर	ʊpnəɡəɾ
उपनायिका	ʊpnɑːjɪkɑː
उपन्यास	ʊpənjɑːs
उपन्यासकार	ʊpənjɑːskɑːɾ
उपपत्ति	ʊppət̪t̪iː
उपबोली	ʊpboːliː
उपभोक्ता	ʊpbʱoːkt̪ɑː
उपभोग	ʊpbʱoːɡ
उपभोज्य	ʊpbʱoːd͡ʒj
उपयोग	ʊpjoːɡ
उपयोगी	ʊpjoːɡiː
उपलब्ध	ʊpləbd̪ʱ
उपला	ʊplɑː
उपवास	ʊpʋɑːs
उपसचिव	ʊpəst͡ʃɪʋ
उपसर्ग	ʊpsəɾɡ
उपस्थिति	ʊpəst̪ʰɪt̪iː
उपहार	ʊpʰɑːɾ
उपाधि	ʊpɑːd̪ʱiː
उपाध्याय	ʊpɑːd̪ʱjɑːj
उपाय	ʊpɑːj
उपासक	ʊpɑːsək
उपेक्षा	ʊpeːkʃɑː
उफ़	ʊf
उबरना	ʊbəɾnɑː
उबाऊ	ʊbɑːuː
उबालना	ʊbɑːlnɑː
उभरना	ʊbʱəɾnɑː
उमड़ना	ʊməɽnɑː
उमर	ʊməɾ
उमस	ʊməs
उम्दा	ʊmd̪ɑː
उम्मीदवार	ʊmmiːd̪ʋɑːɾ
उम्मीद्वार	ʊmmiːd̪ʋɑːɾ
उम्रक़ैद	ʊmɾəkɛːd̪
उम्रक़ैद	ʊmɾəqɛːd̪
उरुमची	ʊɾʊmt͡ʃiː
उरोस्थि	ʊɾoːst̪ʰiː
उर्दू	ʊɾd̪uː
उर्फ़	ʊɾf
उर्वरक	ʊɾʋəɾək
उलझन	ʊld͡ʒʱən
उलझना	ʊləd͡ʒʱnɑː
उलझाना	ʊld͡ʒʱɑːnɑː
उलटना	ʊləʈnɑː
उलटा	ʊlʈɑː
उलटी	ʊlʈiː
उलहना	ˈʊlɦnɑː
उलीचना	ʊliːt͡ʃnɑː
उलूक	ʊluːk
उल्का	ʊlkɑː
उल्टा	ʊlʈɑː
उल्टी	ʊlʈiː
उल्लेख	ʊlleːkʰ
उल्लेखनीय	ʊlleːkʰniːj
उल्लंघन	ʊlləŋɡʱən
उसको	ʊskoː
उसमान	ʊsmɑːn
उससे	ʊsseː
उसूल	ʊsuːl
उसे	ʊseː
उस्ताद	ʊst̪ɑːd̪
उंगली	ʊŋɡliː
उंचाई	ʊɲt͡ʃɑːiː
उँडेलना	ʊ̃ɖeːlnɑː
ऊ	uː
ऊख	uːkʰ
ऊदबिलाव	uːd̪bɪlɑːʋ
ऊन	uːn
ऊना	uːnɑː
ऊनी	uːniː
ऊपरवाला	uːpəɾʋɑːlɑː
ऊपरी	uːpɾiː
ऊफ़ा	uːfɑː
ऊब	uːb
ऊबना	uːbnɑː
ऊर्जा	uːɾd͡ʒɑː
ऊष्मीकरण	uːʃmiːkɾən
ऊसर	uːsəɾ
ऊंचा	ũˈt͡ʃa
ऊँचा	uːt͡ʃɑː
ऊँचा	ũːt͡ʃɑː
ऊँट	ũːʈ
ऋ	ɾiː
ऋग्वेद	ɾɪɡʋeːd̪
ऋण	ɾɪn
ऋणदाता	ɾɪnd̪ɑːt̪ɑː
ऋणदाताओ	ɾɪnd̪ɑːt̪ɑːoː
ऋणदाताओं	ɾɪnd̪ɑːt̪ɑːoːn
ऋणाग्र	ɾɪnɑːɡɾ
ऋणायन	ɾɪnɑːjən
ऋषि	ɾɪʃiː
ए	eː
एकघातीय	eːkɡʱɑːt̪iːj
एकजुट	eːkd͡ʒʊʈ
एकजुटता	eːkd͡ʒʊʈt̪ɑː
एकड़	eːkəɽ
एकतरफ़ा	eːkt̪əɾfɑː
एकत्र	eːkət̪ɾ
एकरूपता	eːkɾuːpt̪ɑː
एकवचन	eːkʋət͡ʃən
एकवर्णीय	eːkʋəɾniːj
एकाएक	eːkɑːeːk
एकाध	eːkɑːd̪ʱ
एकाधिकार	eːkɑːd̪ʱɪkɑːɾ
एकांत	eːkɑːnt̪
एजेंट	eːd͡ʒeːnʈ
एजेंसी	eːd͡ʒeːnsiː
एटीएम	eːʈiːeːm
एडिलेड	eːɖɪleːɖ
एड़ी	eːɽiː
एतबार	eːt̪bɑːɾ
एतराज़	eːt̪ɾɑːz
एमएलए	eːm‿eːl‿eː
एलान	eːlɑːn
एवज़	eːʋəz
एहतजाज	eːʱt̪əd͡ʒɑːd͡ʒ
एहसान	eːʱsɑːn
एहसानमंद	eːʱsɑːnmənd̪
एंड्रॉइड	eːnɖɾɔːɪɖ
ऐ	ɛː
ऐच्छिक	ɛːt͡ʃt͡ʃʰɪk
ऐतराज़	ɛːt̪ɾɑːz
ऐनक	ɛːnək
ऐनिमे	ɛːnɪmeː
ऐयाशी	əiːjɑːʃiː
ऐश	ɛːʃ
ऐश्वर्य	ɛːʃʋəɾj
ऐसा	ɛːsɑː
ऐसी	ɛːsiː
ऐसे	ɛːseː
ऑकलैंड	ɔːklɛːnɖ
ऑक्सफ़ोर्ड	ɔːksfoːɾɖ
ओ	oː
ओक	oːk
ओकाई	okaːiː
ओखली	oːkʰliː
ओगाज़्म	oɡaːzm
ओछा	oːt͡ʃʰɑː
ओझा	oːd͡ʒʱɑː
ओटावा	oːʈɑːʋɑː
ओडिशा	oːɖɪʃɑː
ओढ़ना	oːɽʱnɑː
ओणम	oːnəm
ओला	oːlɑː
ओलिंपियाड	oːlɪmpiːjɑːɖ
ओलंपिक	oːləmpɪk
ओष्ठ्य	oːʃʈʰjə
ओसाका	oːsɑːkɑː
ओहायो	oːɦɑːjoː
औ	aʊ
औ	əʊ
औ	ɔː
औक़ात	ɔːkɑːt̪
औक़ात	ɔːqɑːt̪
औज़ार	ɔːzɑːɾ
औद्योगिक	ɔːd̪joːɡɪk
औद्योगीकरण	ɔːd̪joːɡiːkəɾən
औपचारिक	ɔːpt͡ʃɑːɾɪk
औलाद	ɔːlɑːd̪
औषध	ɔːʃəd̪ʱ
औषधीय	ɔːʃd̪ʱiːj
औसतन	ɔːst̪ən
क	kə
क़	kə
क़	qə
कई	kəiː
ककड़ी	kəkɽiː
कक्ष	kəkʃ
कक्षा	ˈkəkʃɑː
कगार	kəɡɑːɾ
कचनार	kət͡ʃnɑːɾ
कचरा	kət͡ʃɾɑː
कचहरी	kət͡ʃɛːʱɾiː
कच्चा	kət͡ʃt͡ʃɑː
कच्छ	kət͡ʃt͡ʃʰ
कछारी	kət͡ʃʰɑːɾiː
कजरारा	kəd͡ʒɾɑːɾɑː
कटना	kəʈnɑː
कटहल	kəʈʰəl
कटाई	kəʈɑːiː
कटार	kəʈɑːɾ
कटोरा	kəʈoːɾɑː
कटौती	kəʈɔːt̪iː
कठघरा	kəʈʰɡʱəɾɑː
कठमुल्ला	kəʈʰmʊllɑː
कठिन	kəˈʈʰɪn
कठुआ	kəʈʰʊɑː
कड़वा	kəɽʋɑː
कड़वापन	kəɽʋɑːpən
कड़वाहट	kəɽʋɑːɦəʈ
कड़ा	kəɽɑː
कढ़ाई	kəɽʱɑːiː
कढ़ी	kəɽʱiː
क़तरा	kət̪ɾɑː
क़तरा	qət̪ɾɑː
क़त्ल	kət̪l
क़त्ल	qət̪l
क़त्लेआम	kət̪leːɑːm
क़त्लेआम	qət̪leːɑːm
कथन	kət̪ʰən
कथा	kət̪ʰɑː
कथित	kət̪ʰɪt̪
कथ्य	kət̪ʰj
क़द	kəd̪
क़द	qəd̪
कदन	kəd̪ən
क़दम	kəd̪əm
क़दम	qəd̪əm
क़दमताल	kəd̪əmt̪ɑːl
क़दमताल	qəd̪əmt̪ɑːl
कदाचित्	kəd̪ɑːt͡ʃɪt̪
कदापि	kəd̪ɑːpiː
क़दीम	kəd̪iːm
क़दीम	qəd̪iːm
कदू	kəduː
क़द्दावर	kəd̪d̪ɑːʋəɾ
क़द्दावर	qəd̪d̪ɑːʋəɾ
कद्दू	kədːuː
क़द्र	kəˈd̪əɾ
क़द्र	qəˈd̪əɾ
क़द्रदान	kəd̪ɾəd̪ɑːn
क़द्रदान	qəd̪ɾəd̪ɑːn
कनटोप	kənʈoːp
कनपटी	kənpəʈiː
कनपेड़	kənpeːɽ
कनाडा	kənɑːɖɑː
कनिष्ठ	kənɪʃʈʰ
कनीज़	kəniːz
कन्नड़	kənnəɽ
कन्नौज	kənnɔːd͡ʒ
कन्हैया	kənɦəiːjɑː
कपड़ा	kəpɽɑː
कपास	kəpɑːs
कपिलवस्तु	kəpɪlʋəst̪uː
कपूर	kəpuːɾ
कप्तान	kəpt̪ɑːn
कबड्डी	kəbəɖɖiː
कबाड़	kəbɑːɽ
कबाब	kəbɑːb
कबीर	kəbiːɾ
क़बीला	kəbiːlɑː
क़बीला	qəbiːlɑː
क़बूल	kəbuːl
क़बूल	qəbuːl
क़ब्ज़	kəbz
क़ब्ज़	qəbz
क़ब्रिस्तान	kəbɾɪst̪ɑːn
क़ब्रिस्तान	qəbɾɪst̪ɑːn
कभी	kəbʱiː
कम	kəm
कमज़ोर	kəmzoːɾ
कमबख़्त	kəmbəkʰt̪
कमबख़्त	kəmbəxt̪
कमरा	kəmɾɑː
कमल	kəməl
कमली	kəmliː
कमाई	kəmɑːiː
कमान	kəmɑːn
कमाल	kəmɑːl
कमिश्नर	kəmɪʃnəɾ
क़मीज़	kəmiːz
क़मीज़	qəmiːz
कमीना	kəmiːnɑː
कमीनापन	kəmiːnɑːpən
कमेटी	kəmeːʈiː
कमेंट	kəmeːnʈ
कमोबेश	kəmoːbeːʃ
कर	kəɾ
करघा	kəɾɡʱɑː
करणी	kəɾniː
करतब	kəɾt̪əb
करना	kəɾnɑː
करनाल	kəɾnɑːl
कराची	kəɾɑːt͡ʃiː
क़रार	kəɾɑːɾ
क़रार	qəɾɑːɾ
करारा	kəɾɑːɾɑː
करिश्मा	kəɾɪʃmɑː
क़रीब	kəɾiːb
क़रीब	qəɾiːb
क़रीबन	kəɾiːbən
क़रीबन	qəɾiːbən
करूंगा	kəɾũːŋɡɑ
करोड़	kəɾoːɽ
करोड़पति	kəɾoːɽpət̪iː
करौंदा	kəɾɔːnd̪ɑː
क़र्ज़	kəɾz
क़र्ज़	qəɾz
कर्ण	kəɾn
कर्तव्यपथ	kəɾt̪əʋjəpət̪ʰ
कर्ता	kəɾt̪ɑː
कर्तृत्व	kəɾt̪ɾɪt̪ʋ
कर्नाटक	kəɾnɑːʈək
कर्म	kəɾm
कर्मभूमि	kəɾmbʱuːmiː
कर्मी	kəɾmiː
कलन	kələn
क़लम	kələm
क़लम	qələm
कलमकारी	kələmkɑːɾiː
कलसा	kəlsɑː
कलह	kələʱ
कलाई	kəlɑːiː
कलात्मक	kəlɑːt̪mək
कलावंत	kəlɑːʋənt̪
कलीसिया	kəliːsiːjɑː
कलंक	kələŋk
कल्टी	kəlʈiː
कल्पना	kəlpənɑː
कल्पनादर्श	kəlpənɑːd̪əɾʃ
कल्पित	kəlpɪt̪
कवक	kəʋək
कवच	kəʋət͡ʃ
कवयित्री	kəʋjɪt̪ɾiː
कवि	ˈkəvɪ
कवि	ˈkəvi
कविता	kəʋɪt̪ɑː
कवित्त	kəʋɪt̪t̪
क़व्वाल	kəʋʋɑːl
क़व्वाल	qəʋʋɑːl
क़व्वाली	kəʋʋɑːliː
क़व्वाली	qəʋʋɑːliː
कशमकश	kəʃəmkəʃ
कश्ती	kəʃt̪iː
कश्मीर	kəʃmiːɾ
कष्टसाध्य	kəʃʈsɑːd̪ʱj
कसके	kəskeː
क़सम	kəsəm
क़सम	qəsəm
कसर	kəsəɾ
कसरत	kəsɾət̪
क़सीदा	kəsiːd̪ɑː
क़सीदा	qəsiːd̪ɑː
क़सूर	kəsuːɾ
क़सूर	qəsuːɾ
कसौटी	kəsɔːʈiː
क़स्बा	kəsbɑː
क़स्बा	qəsbɑː
कहना	kɛːʱnɑː
क़हर	kɛːʱɾ
क़हर	qɛːʱɾ
कहलाना	kɛːʱlɑːnɑː
कहवा	kəʱʋɑː
क़हवा	kəʱʋɑː
क़हवा	qəʱʋɑː
कहा	kəɦɑː
कहानी	kəɦɑːniː
कहानीकार	kəɦɑːniːkɑːɾ
कहावत	kəɦɑːʋət̪
कहीं	kəɦĩː
का	kɑː
काका	ˈkɑːkɑː
काकी	kɑːkiː
काग़ज़	kɑːɡəz
काग़ज़ात	kɑːɡzɑːt̪
काज	kɑːd͡ʒ
काजल	kɑːd͡ʒəl
क़ाज़ी	kɑːziː
क़ाज़ी	qɑːziː
काजू	ˈkad͡ʒu
काटना	kɑːʈnɑː
काठ	kɑːʈʰ
काठमांडू	kɑːʈʰmɑːnɖuː
काढ़ना	kɑːɽʱnɑː
क़ातिल	kɑːt̪ɪl
क़ातिल	qɑːt̪ɪl
क़ातिलाना	kɑːt̪ɪlɑːnɑː
क़ातिलाना	qɑːt̪ɪlɑːnɑː
कान	kɑːn
कानपुर	kɑːnpʊɾ
काना	kɑːnɑː
कान्हा	kɑːnɦɑː
क़ाफ़िला	kɑːfɪlɑː
क़ाफ़िला	qɑːfɪlɑː
काफी	kɑːpʰiː
क़ाबिल	kɑːbɪl
क़ाबिल	qɑːbɪl
क़ाबिलीयत	kɑːbɪliːjət̪
क़ाबिलीयत	qɑːbɪliːjət̪
काबुकी	kɑːbʊkiː
काम	kɑːm
कामकाज	kɑːmkɑːd͡ʒ
कामगार	kɑːmɡɑːɾ
कामना	kɑːmnɑː
कामयाब	kɑːmjɑːb
कामवाली	kɑːmʋɑːliː
कामोन्माद	kaːmon̪maːd̪
कायको	kɑːjkoː
क़ायदा	kɑːjd̪ɑː
क़ायदा	qɑːjd̪ɑː
कायनात	kɑːjnɑːt̪
क़ायम	kɑːjəm
क़ायम	qɑːjəm
कायर	kɑːjəɾ
कार	kɑːɾ
कारक	kɑːɾək
कारख़ाना	kɑːɾkʰɑːnɑː
कारख़ाना	kɑːɾxɑːnɑː
कारगर	kɑːɾɡəɾ
कारतूस	kɑːɾt̪uːs
कारनामा	kɑːɾnɑːmɑː
कारवाँ	kɑːɾʋɑ̃ː
कारोबारी	kɑːɾoːbɑːɾiː
कार्गो	kɑːɾɡoː
कार्टून	kɑːɾʈuːn
कार्ड	kɑːɾɖ
कार्डिफ़	kɑːɾɖɪf
कार्य	kɑːɾj
कार्यकर्ता	kɑːɾjəkəɾt̪ɑː
कार्यकाल	kɑːɾjəkɑːl
कार्यकुशल	kɑːɾjəkʊʃəl
कार्यभार	kɑːɾjəbʱɑːɾ
कार्यशाला	kɑːɾjəʃɑːlɑː
कार्यसूची	kɑːɾjəsuːt͡ʃiː
कार्यान्वित	kɑːɾjɑːnʋɪt̪
कार्यालय	kɑːɾjɑːləj
कार्रवाई	kɑːɾɾəʋɑːiː
कालक्रम	kɑːlkɾəm
काला	kaːlaː
कालाधन	kɑːlɑːd̪ʱən
कालापन	kɑːlɑːpən
क़ालीन	kɑːliːn
क़ालीन	qɑːliːn
कालेज	kɑːleːd͡ʒ
काष्ठशर्करा	kɑːʃʈʰʃəɾkəɾɑː
कासा	kɑːsɑː
क़ासिद	kɑːsɪd̪
क़ासिद	qɑːsɪd̪
कांग्रेस	kɑːŋɡɾeːs
कांग्रेसी	kɑːŋɡɾeːsiː
कांटा	kɑːnʈɑː
कांदा	kɑːnd̪ɑː
कांसा	kɑːnsɑː
कांसी	kɑːnsiː
काँख	kɑ̃ːkʰ
काँच	kɑ̃ːt͡ʃ
काँटा	kɑ̃ːʈɑː
काँव	kɑ̃ːʋ
काँस	kɑ̃ːs
किए	kɪeː
किचन	kɪt͡ʃən
कितक	kɪt̪ək
कितना	kɪt̪nɑː
कितने	kɪt̪neː
किताब	kɪt̪ɑːb
किफ़ायत	kɪfɑːjət̪
किफ़ायती	kɪfɑːjət̪iː
किमी	kɪmiː
किया	kiːjɑː
किरगिज़	kɪɾɡɪz
किरण	kɪɾən
किरणपुंज	kɪɾənpʊɲd͡ʒ
किरदार	kɪɾd̪ɑːɾ
किराया	kɪɾɑːjɑː
किरायेदार	kɪɾɑːjeːd̪ɑːɾ
