aaleniana	alenjana
acorrido	akorido
acorridos	akoridos
acortado	akortado
acortamiento	akortamjento
acortar	akortaɾ
acortarse	akortarse
acosado	akosado
acosador	akosadoɾ
acosar	akosaɾ
acoso	akoso
acosta	akosta
acostada	akostada
acostadas	akostadas
acostadito	akostadito
acostado	akostado
acostados	akostados
acostar	akostaɾ
acostarse	akostarse
acostumbrada	akostumbɾada
acostumbradas	akostumbɾadas
acostumbrado	akostumbɾado
acostumbrados	akostumbɾados
acostumbrar	akostumbɾaɾ
acotada	akotada
acotadas	akotadas
acotado	akotado
acotados	akotados
acotamiento	akotamjento
acotar	akotaɾ
acotolada	akotolada
acotoladas	akotoladas
acotolado	akotolado
acotolados	akotolados
acotolar	akotolaɾ
acra	akɾa
ácrata	akɾata
acre	akɾe
acreditada	akɾeditada
acreditadas	akɾeditadas
acreditado	akɾeditado
acreditados	akɾeditados
acreditamos	akɾeditamos
acreditando	akɾeditando
acreditante	akɾeditante
acreditantes	akɾeditantes
acreditar	akɾeditaɾ
acreditativa	akɾeditatiba
acreditativas	akɾeditatibas
acreditativo	akɾeditatibo
acreditativos	akɾeditatibos
acreedor	akɾeedoɾ
acreer	akɾeeɾ
acreída	akɾeida
acreídas	akɾeidas
acreído	akɾeido
acreídos	akɾeidos
acremar	akɾemaɾ
acretinado	akɾetinado
acrilato	akɾilato
acrílico	akɾiliko
acriminada	akɾiminada
acriminadas	akɾiminadas
acriminado	akɾiminado
acriminados	akɾiminados
acriminar	akɾiminaɾ
acrimonia	akɾimonja
acrisolar	akɾisolaɾ
acristalado	akɾistalado
acristalamiento	akɾistalamjento
acristalar	akɾistalaɾ
acrítico	akɾitiko
acritud	akɾitud
acróbata	akɾobata
acrobático	akɾobatiko
acrobatismo	akɾobatismo
acromático	akɾomatiko
acromatismo	akɾomatismo
acromegalia	akɾomeɡalja
acromial	akɾomjal
acromiano	akɾomjano
acromion	akɾomjon
acronimia	akɾonimja
acrónimo	akɾonimo
acrópolis	akɾopolis
acrosoma	akɾosoma
acróstico	akɾostiko
acta	aɡta
actínido	aɡtinido
actinio	aɡtinjo
actinómetro	aɡtinometɾo
actitud	aɡtitud
actitudinal	aɡtitudinal
activa	aɡtiba
activada	aɡtibada
activadas	aɡtibadas
activado	aɡtibado
activador	aɡtibadoɾ
activados	aɡtibados
activamente	aɡtibamente
activamos	aɡtibamos
activar	aɡtibaɾ
activas	aɡtibas
actividad	aɡtibidad
actividades	aɡtibidades
activísimo	aɡtibisimo
activismo	aɡtibismo
activista	aɡtibista
activo	aɡtibo
activos	aɡtibos
acto	aɡto
actora	aɡtoɾa
actoral	aɡtoɾal
actor	aɡtoɾ
actuada	aɡtwada
actuadas	aɡtwadas
actuad	aɡtwad
actuado	aɡtwado
actuados	aɡtwados
actual	aɡtwal
actuales	aɡtwales
actualidad	aɡtwalidad
actualmente	aɡtwalmente
actuante	aɡtwante
actuar	aɡtwaɾ
actuarial	aɡtwaɾjal
actuario	aɡtwaɾjo
actué	aɡtwe
actúo	aɡtuo
acuanauta	akwanauta
acuantiada	akwantjada
acuantiadas	akwantjadas
acuantiado	akwantjado
acuantiados	akwantjados
acuantiar	akwantjaɾ
acuarela	akwaɾela
acuarelar	akwaɾelaɾ
acuarelista	akwaɾelista
acuario	akwaɾjo
acuartelado	akwartelado
acuartelamiento	akwartelamjento
acuartelar	akwartelaɾ
acuático	akwatiko
acudí	akudi
acudida	akudida
acudidas	akudidas
acudido	akudido
acudidos	akudidos
acudiente	akudjente
acudir	akudiɾ
acudo	akudo
acueducto	akweduɡto
acuerdo	akwerdo
acuerpar	akwerpaɾ
acúfeno	akufeno
acuicultora	akwikultoɾa
acuicultor	akwikultoɾ
acuidad	akwidad
acuífero	akwifeɾo
acuitado	akwitado
acuitar	akwitaɾ
acular	akulaɾ
aculebrada	akulebɾada
aculebradas	akulebɾadas
aculebrado	akulebɾado
aculebrados	akulebɾados
aculebrar	akulebɾaɾ
aculturada	akultuɾada
aculturadas	akultuɾadas
aculturado	akultuɾado
aculturados	akultuɾados
aculturar	akultuɾaɾ
acuminada	akuminada
acuminadas	akuminadas
acuminado	akuminado
acuminados	akuminados
acumulable	akumulable
acumulada	akumulada
acumuladas	akumuladas
acumulado	akumulado
acumuladora	akumuladoɾa
acumulador	akumuladoɾ
acumuladoras	akumuladoɾas
acumulados	akumulados
acumulamiento	akumulamjento
acumulamos	akumulamos
acumulando	akumulando
acumular	akumulaɾ
acumulativo	akumulatibo
acúmulo	akumulo
acuña	akuɲa
acuñada	akuɲada
acuñadas	akuɲadas
acuñado	akuɲado
acunado	akunado
acuñados	akuɲados
acuñar	akuɲaɾ
acunar	akunaɾ
acuñista	akuɲista
acuoso	akwoso
acupuntura	akupuntuɾa
acure	akuɾe
acurrucada	akurukada
acurrucadas	akurukadas
acurrucado	akurukado
acurrucados	akurukados
acurrucar	akurukaɾ
acusada	akusada
acusadas	akusadas
acusado	akusado
acusador	akusadoɾ
acusados	akusados
acusando	akusando
acusándosele	akusandosele
acusante	akusante
acusar	akusaɾ
acusativo	akusatibo
acusatoria	akusatoɾja
acusatorias	akusatoɾjas
acusatorio	akusatoɾjo
acusatorios	akusatoɾjos
acuseta	akuseta
acusetas	akusetas
acusete	akusete
acústica	akustika
acústicas	akustikas
acústico	akustiko
acústicos	akustikos
acuyo	akuɟ͡ʝo
adagio	adaxjo
adaguada	adaɡwada
adaguadas	adaɡwadas
adaguado	adaɡwado
adaguados	adaɡwados
adaguar	adaɡwaɾ
adalberto	adalberto
adalid	adalid
adam	adam
adamante	adamante
adamantino	adamantino
adamar	adamaɾ
adán	adan
adanista	adanista
adaptabilidad	adabtabilidad
adaptable	adabtable
adaptada	adabtada
adaptadas	adabtadas
adaptado	adabtado
adaptador	adabtadoɾ
adaptados	adabtados
adaptamos	adabtamos
adaptando	adabtando
adaptar	adabtaɾ
adaptativo	adabtatibo
adaptivo	adabtibo
adarga	adarɡa
adarme	adarme
adarvada	adarbada
adarvadas	adarbadas
adarvado	adarbado
adarvados	adarbados
adarvar	adarbaɾ
adarve	adarbe
adarvé	adarbe
adarvo	adarbo
adarvó	adarbo
adeco	adeko
adecuada	adekwada
adecuadas	adekwadas
adecuado	adekwado
adecuados	adekwados
adecuar	adekwaɾ
adefesio	adefesjo
adehesar	adeesaɾ
adela	adela
adelaida	adelaida
adelantada	adelantada
adelantadas	adelantadas
adelantado	adelantado
adelantados	adelantados
adelantamiento	adelantamjento
adelantar	adelantaɾ
adelante	adelante
adelanto	adelanto
adelantón	adelanton
adelfa	adelfa
adelia	adelja
adelina	adelina
adelita	adelita
ademán	ademan
ademar	ademaɾ
además	ademas
adén	aden
adenda	adenda
adenil	adenil
adenilato	adenilato
adenilil	adenilil
adenililo	adenililo
adenilo	adenilo
adenina	adenina
adenín	adenin
adenitis	adenitis
adenoide	adenoide
adenología	adenoloxia
adenomiosis	adenomjosis
adenopatía	adenopatia
adentrada	adentɾada
adentradas	adentɾadas
adentrado	adentɾado
adentrados	adentɾados
adentrar	adentɾaɾ
adentrarse	adentɾarse
adentro	adentɾo
adepto	adebto
adequada	adekada
adequadas	adekadas
adequado	adekado
adequados	adekados
adestrada	adestɾada
adestradas	adestɾadas
adestrado	adestɾado
adestrados	adestɾados
adeudada	adeudada
adeudadas	adeudadas
adeudado	adeudado
adeudados	adeudados
adeudar	adeudaɾ
adeudo	adeudo
adherente	adeɾente
adherible	adeɾible
adherida	adeɾida
adheridas	adeɾidas
adherido	adeɾido
adheridos	adeɾidos
adherir	adeɾiɾ
adherirse	adeɾirse
adhesión	adesjon
adhesiva	adesiba
adhesividad	adesibidad
adhesivo	adesibo
adiabático	adjabatiko
adiada	adjada
adiadas	adjadas
adiado	adjado
adiados	adjados
adiafa	adjafa
adiando	adjando
adiar	adjaɾ
adictivamente	adiɡtibamente
adictivo	adiɡtibo
adicto	adiɡto
adiestrable	adjestɾable
adiestrada	adjestɾada
adiestradas	adjestɾadas
adiestrado	adjestɾado
adiestrados	adjestɾados
adiestramiento	adjestɾamjento
adiestrar	adjestɾaɾ
adietar	adjetaɾ
adigio	adixjo
adiguesia	adiɡesja
adimensional	adimensjonal
adinerada	adineɾada
adineradas	adineɾadas
adinerado	adineɾado
adinerados	adineɾados
adinerar	adineɾaɾ
adiós	adjos
adiosito	adjosito
adiposa	adiposa
adiposas	adiposas
adiposidad	adiposidad
adiposo	adiposo
adiposos	adiposos
adir	adiɾ
aditamento	aditamento
aditividad	aditibidad
aditivo	aditibo
adive	adibe
adivina	adibina
adivinada	adibinada
adivinadas	adibinadas
adivinado	adibinado
adivinador	adibinadoɾ
adivinados	adibinados
adivinar	adibinaɾ
adivinatorio	adibinatoɾjo
adivino	adibino
adjetivada	adxetibada
adjetivadas	adxetibadas
adjetivado	adxetibado
adjetivados	adxetibados
adjetival	adxetibal
adjetivamos	adxetibamos
adjetivando	adxetibando
adjetivar	adxetibaɾ
adjetivo	adxetibo
adjudicada	adxudikada
adjudicadas	adxudikadas
adjudicado	adxudikado
adjudicados	adxudikados
adjudicar	adxudikaɾ
adjudicatario	adxudikataɾjo
adjuntada	adxuntada
adjuntadas	adxuntadas
adjuntado	adxuntado
adjuntados	adxuntados
adjuntar	adxuntaɾ
adjunto	adxunto
adjurado	adxuɾado
adlátere	adlateɾe
administrada	administɾada
administradas	administɾadas
administrado	administɾado
administrador	administɾadoɾ
administrados	administɾados
administrar	administɾaɾ
administrativo	administɾatibo
admira	admiɾa
admirable	admiɾable
admirada	admiɾada
admiradas	admiɾadas
admirado	admiɾado
admirador	admiɾadoɾ
admirados	admiɾados
admiramos	admiɾamos
admirando	admiɾando
admirara	admiɾaɾa
admirará	admiɾaɾa
admirar	admiɾaɾ
admiráramos	admiɾaɾamos
admiraras	admiɾaɾas
admirarás	admiɾaɾas
admirareis	admiɾaɾeis
admiraremos	admiɾaɾemos
admirares	admiɾaɾes
admiraríamos	admiɾaɾiamos
admiras	admiɾas
admiraste	admiɾaste
admirativo	admiɾatibo
admire	admiɾe
admiremos	admiɾemos
admires	admiɾes
admiro	admiɾo
admisibilidad	admisibilidad
admisible	admisible
admisión	admisjon
admitida	admitida
admitidas	admitidas
admitido	admitido
admitidos	admitidos
admitir	admitiɾ
admonitorio	admonitoɾjo
adn	aðee.ne
adnado	adnado
adnato	adnato
adobada	adobada
adobadas	adobadas
adobado	adobado
adobados	adobados
adobar	adobaɾ
adobe	adobe
adobo	adobo
adoctrinada	adoɡtɾinada
adoctrinadas	adoɡtɾinadas
adoctrinado	adoɡtɾinado
adoctrinados	adoɡtɾinados
adoctrinamiento	adoɡtɾinamjento
adoctrinar	adoɡtɾinaɾ
adolfito	adolfito
adolfo	adolfo
adolorido	adoloɾido
adonde	adonde
adónde	adonde
adondequiera	adondekjeɾa
adoptable	adobtable
adoptada	adobtada
adoptadas	adobtadas
adoptado	adobtado
adoptados	adobtados
adoptante	adobtante
adoptar	adobtaɾ
adoptivo	adobtibo
adoquinada	adokinada
adoquinadas	adokinadas
adoquinado	adokinado
adoquín	adokin
adoquinados	adokinados
adoquinar	adokinaɾ
adorable	adoɾable
adorada	adoɾada
adoradas	adoɾadas
ador	adoɾ
adorado	adoɾado
adorador	adoɾadoɾ
adorados	adoɾados
adorar	adoɾaɾ
adoratorio	adoɾatoɾjo
adormidera	adormideɾa
adormilada	adormilada
adormiladas	adormiladas
adormilado	adormilado
adormilados	adormilados
adormilamiento	adormilamjento
adormilar	adormilaɾ
adornada	adornada
adornadas	adornadas
adornado	adornado
adornados	adornados
adornamos	adornamos
adornando	adornando
adornar	adornaɾ
adosada	adosada
adosado	adosado
adosar	adosaɾ
adquirente	adkiɾente
adquirible	adkiɾible
adquirida	adkiɾida
adquiridas	adkiɾidas
adquirido	adkiɾido
adquiridos	adkiɾidos
adquiriente	adkiɾjente
adquirir	adkiɾiɾ
adquisitivo	adkisitibo
adrede	adɾede
adrenal	adɾenal
adrenalina	adɾenalina
adrenérgico	adɾenerxiko
adri	adɾi
adriana	adɾjana
adrián	adɾjan
adriano	adɾjano
adriático	adɾjatiko
adscribir	adskɾibiɾ
adscripta	adskɾibta
adscriptas	adskɾibtas
adscripto	adskɾibto
adscriptos	adskɾibtos
adscrita	adskɾita
adscritas	adskɾitas
adscrito	adskɾito
adscritos	adskɾitos
aduana	adwana
aduanal	adwanal
aduanero	adwaneɾo
aduar	adwaɾ
aductor	aduɡtoɾ
adueñada	adweɲada
adueñadas	adweɲadas
adueñado	adweɲado
adueñados	adweɲados
adueñar	adweɲaɾ
adueñarse	adweɲarse
aduja	aduxa
adujada	aduxada
adujadas	aduxadas
adujado	aduxado
adujados	aduxados
adujar	aduxaɾ
adujas	aduxas
aduje	aduxe
adujé	aduxe
adujo	aduxo
adujó	aduxo
adulada	adulada
aduladas	aduladas
adulado	adulado
adulador	aduladoɾ
adulados	adulados
adulando	adulando
adulante	adulante
adular	adulaɾ
adularia	adulaɾja
adulo	adulo
adulón	adulon
adulta	adulta
adulterada	adulteɾada
adulteradas	adulteɾadas
adulterado	adulteɾado
adulterados	adulteɾados
adulterando	adulteɾando
adulterar	adulteɾaɾ
adulterare	adulteɾaɾe
adulteré	adulteɾe
adulterino	adulteɾino
adulterio	adulteɾjo
adultero	adulteɾo
adúltero	adulteɾo
adulto	adulto
adurida	aduɾida
aduridas	aduɾidas
adurido	aduɾido
aduridos	aduɾidos
adurir	aduɾiɾ
adusto	adusto
advenida	adbenida
advenidas	adbenidas
advenido	adbenido
advenidos	adbenidos
advenimiento	adbenimjento
advenir	adbeniɾ
adventista	adbentista
adverada	adbeɾada
adveradas	adbeɾadas
adverado	adbeɾado
adverados	adbeɾados
adverar	adbeɾaɾ
adverbial	adberbjal
adverbio	adberbjo
adversar	adbersaɾ
adversaría	adbersaɾia
adversaria	adbersaɾja
adversarías	adbersaɾias
adversarias	adbersaɾjas
adversario	adbersaɾjo
adversarios	adbersaɾjos
adversativo	adbersatibo
adversidad	adbersidad
advertible	adbertible
advertida	adbertida
advertidas	adbertidas
advertido	adbertido
advertidos	adbertidos
advertimiento	adbertimjento
advertir	adbertiɾ
adviento	adbjento
advíncula	adbinkula
advocada	adbokada
advocad	adbokad
advocadas	adbokadas
advocado	adbokado
advocados	adbokados
advocando	adbokando
advocar	adbokaɾ
adware	adweɾ
adyuvante	adɟ͡ʝubante
aedo	aedo
aera	aeɾa
aerada	aeɾada
aeradas	aeɾadas
aerado	aeɾado
aerados	aeɾados
aeramos	aeɾamos
aeran	aeɾan
aerando	aeɾando
aerara	aeɾaɾa
aerará	aeɾaɾa
aeráramos	aeɾaɾamos
aeraras	aeɾaɾas
aerarás	aeɾaɾas
aerare	aeɾaɾe
aerareis	aeɾaɾeis
aeraremos	aeɾaɾemos
aerares	aeɾaɾes
aeraríamos	aeɾaɾiamos
aeras	aeɾas
aeraste	aeɾaste
aere	aeɾe
aeremos	aeɾemos
aéreo	aeɾeo
aeres	aeɾes
aerífero	aeɾifeɾo
aero	aeɾo
aeróbic	aeɾobiɡ
aeróbico	aeɾobiko
aerobio	aeɾobjo
aerobús	aeɾobus
aeródromo	aeɾodɾomo
aerófobo	aeɾofobo
aerófono	aeɾofono
aerografiada	aeɾoɡɾafjada
aerografiadas	aeɾoɡɾafjadas
aerografiado	aeɾoɡɾafjado
aerografiados	aeɾoɡɾafjados
aerolínea	aeɾolinea
aerolito	aeɾolito
aerolitos	aeɾolitos
aeronauta	aeɾonauta
aeronaval	aeɾonabal
aeropuerto	aeɾopwerto
aerosol	aeɾosol
aerostato	aeɾostato
aeróstato	aeɾostato
aerotaxi	aeɾotaɡsi
aerotransportable	aeɾotɾansportable
aerotransportada	aeɾotɾansportada
aerotransportadas	aeɾotɾansportadas
aerotransportado	aeɾotɾansportado
aerotransportados	aeɾotɾansportados
aerotransportar	aeɾotɾansportaɾ
aerovía	aeɾobia
aes	aes
afabilidad	afabilidad
afable	afable
afamada	afamada
afamadas	afamadas
afamado	afamado
afamados	afamados
afanada	afanada
afanadas	afanadas
afanado	afanado
afanador	afanadoɾ
afanados	afanados
afán	afan
afanar	afanaɾ
afanítico	afanitiko
afanoso	afanoso
afantasmar	afantasmaɾ
afar	afaɾ
afasia	afasja
afásico	afasiko
afeada	afeada
afeadas	afeadas
afeado	afeado
afeados	afeados
afeamiento	afeamjento
afear	afe̞aɾ
afecta	afeɡta
afectable	afeɡtable
afectada	afeɡtada
afectadas	afeɡtadas
afectado	afeɡtado
afectados	afeɡtados
afectamos	afeɡtamos
afectando	afeɡtando
afectante	afeɡtante
afectara	afeɡtaɾa
afectará	afeɡtaɾa
afectar	afeɡtaɾ
afectáramos	afeɡtaɾamos
afectaras	afeɡtaɾas
afectarás	afeɡtaɾas
afectareis	afeɡtaɾeis
afectaremos	afeɡtaɾemos
afectares	afeɡtaɾes
afectaríamos	afeɡtaɾiamos
afectas	afeɡtas
afectaste	afeɡtaste
afecte	afeɡte
afectemos	afeɡtemos
afectes	afeɡtes
afectísimo	afeɡtisimo
afectiva	afeɡtiba
afectividad	afeɡtibidad
afectivo	afeɡtibo
afecto	afeɡto
afectuosa	afeɡtwosa
afectuosidad	afeɡtwosidad
afectuoso	afeɡtwoso
afectuosos	afeɡtwosos
afeita	afeita
afeitada	afeitada
afeitado	afeitado
afeitadora	afeitadoɾa
afeitar	afeitaɾ
afeitarse	afeitarse
afeitas	afeitas
afeito	afeito
afelio	afeljo
afelpar	afelpaɾ
afémico	afemiko
afemina	afemina
afeminada	afeminada
afeminadas	afeminadas
afeminado	afeminado
afeminados	afeminados
afeminamiento	afeminamjento
afeminamos	afeminamos
afeminando	afeminando
afeminara	afeminaɾa
afeminará	afeminaɾa
afeminar	afeminaɾ
afemináramos	afeminaɾamos
afeminaras	afeminaɾas
afeminarás	afeminaɾas
afeminareis	afeminaɾeis
afeminaréis	afeminaɾeis
afeminaremos	afeminaɾemos
afeminares	afeminaɾes
afeminaríamos	afeminaɾiamos
afeminas	afeminas
afeminaste	afeminaste
afemine	afemine
afeminemos	afeminemos
afemines	afemines
afemino	afemino
aferente	afeɾente
aféresis	afeɾesis
aferrada	aferada
aferradas	aferadas
aferrado	aferado
aferrados	aferados
aferramiento	aferamjento
aferrar	aferaɾ
aferrarse	aferarse
affair	afeɾ
afgana	afɡana
afganas	afɡanas
afgani	afɡani
afganistán	afɡanistan
afgano	afɡano
afganos	afɡanos
afi	a.fi
afiche	afit͡ʃe
áfido	afido
afiebrar	afjebɾaɾ
afijo	afixo
afilada	afilada
afiladas	afiladas
afiladera	afiladeɾa
afilado	afilado
afilador	afiladoɾ
afilados	afilados
afilar	afilaɾ
afiliada	afiljada
afiliadas	afiljadas
afiliado	afiljado
afiliados	afiljados
afiliar	afiljaɾ
afiligranada	afiliɡɾanada
afiligranadas	afiliɡɾanadas
afiligranado	afiliɡɾanado
afiligranados	afiliɡɾanados
afiligranar	afiliɡɾanaɾ
afinada	afinada
afinadas	afinadas
afinado	afinado
afinador	afinadoɾ
afinados	afinados
afín	afin
afinamiento	afinamjento
afinando	afinando
afinar	afinaɾ
afincada	afinkada
afincadas	afinkadas
afincado	afinkado
afincados	afinkados
afincamiento	afinkamjento
afincamientos	afinkamjentos
afincar	afinkaɾ
afinidad	afinidad
afirmada	afirmada
afirmadas	afirmadas
afirmado	afirmado
afirmados	afirmados
afirmar	afirmaɾ
afirmativa	afirmatiba
afirmativo	afirmatibo
afirmó	afirmo
aflictivo	afliɡtibo
afligida	aflixida
afligidas	aflixidas
afligido	aflixido
afligidos	aflixidos
aflijamos	a.fli.xa.mos
aflojada	afloxada
aflojadas	afloxadas
aflojado	afloxado
aflojados	afloxados
aflojar	afloxaɾ
aflorada	afloɾada
afloradas	afloɾadas
aflorado	afloɾado
aflorados	afloɾados
afluida	aflwida
afluidas	aflwidas
afluido	aflwido
afluidos	aflwidos
afonía	afonia
afónico	afoniko
aforado	afoɾado
aforar	afoɾaɾ
afores	afoɾes
aforismo	afoɾismo
aforístico	afoɾistiko
aforo	afoɾo
aforrada	aforada
aforradas	aforadas
aforrado	aforado
aforrados	aforados
aforrar	aforaɾ
afortunadamente	afortunadamente
afortunado	afortunado
afrecho	afɾet͡ʃo
afrenta	afɾenta
afrentado	afɾentado
afrentar	afɾentaɾ
afrentoso	afɾentoso
áfrica	afɾika
africada	afɾikada
africado	afɾikado
africana	afɾikana
africanas	afɾikanas
africanismo	afɾikanismo
africanista	afɾikanista
africanito	afɾikanito
africano	afɾikano
africanos	afɾikanos
áfrico	afɾiko
afrikáner	afɾikaneɾ
afro	afɾo
afroamericana	afɾoameɾikana
afroamericanas	afɾoameɾikanas
afroamericano	afɾoameɾikano
afroamericanos	afɾoameɾikanos
afrocubano	afɾokubano
afrodisíaco	afɾodisiako
afrodisiaco	afɾodisjako
afrodita	afɾodita
afroecuatoriana	afɾoekwatoɾjana
afroecuatorianas	afɾoekwatoɾjanas
afroecuatoriano	afɾoekwatoɾjano
afroecuatorianos	afɾoekwatoɾjanos
afroestadounidense	afɾoestadounidense
afroestadounidenses	afɾoestadounidenses
afrolatino	afɾolatino
afrontada	afɾontada
afrontadas	afɾontadas
afrontado	afɾontado
afrontados	afɾontados
afrontamiento	afɾontamjento
afrontamos	afɾontamos
afrontando	afɾontando
afrontar	afɾontaɾ
afroperuana	afɾopeɾwana
afroperuanas	afɾopeɾwanas
afroperuano	afɾopeɾwano
afroperuanos	afɾopeɾwanos
afros	afɾos
afrutado	afɾutado
afta	afta
after	afteɾ
aftoso	aftoso
afuera	afweɾa
afueras	afweɾas
afuerino	afweɾino
afuste	afuste
agachada	aɡat͡ʃada
agachadas	aɡat͡ʃadas
agachadito	aɡat͡ʃadito
agachado	aɡat͡ʃado
agachados	aɡat͡ʃados
agachando	aɡat͡ʃando
agachar	aɡat͡ʃaɾ
agacharse	aɣatʃaɾse
agachona	aɡat͡ʃona
agáloco	aɡaloko
agamenón	aɡamenon
agamí	aɡami
agaña	aɡaɲa
aganchado	aɡant͡ʃado
agapanto	aɡapanto
ágape	aɡape
agapito	aɡapito
agar	aɡaɾ
agarosa	aɡaɾosa
agarrada	aɡarada
agarradas	aɡaradas
agarradera	aɡaradeɾa
agarrado	aɡarado
agarrados	aɡarados
agarrar	aɡaraɾ
agarrón	aɡaron
agarrotada	aɡarotada
agarrotadas	aɡarotadas
agarrotado	aɡarotado
agarrotados	aɡarotados
agarrotar	aɡarotaɾ
agarrotarse	aɡarotarse
agasajado	aɡasaxado
agasajar	aɡasaxaɾ
agasajo	aɡasaxo
ágata	aɡata
agateador	aɡateadoɾ
agauchada	aɡaut͡ʃada
agauchadas	aɡaut͡ʃadas
agauchado	aɡaut͡ʃado
agauchados	aɡaut͡ʃados
agave	aɡabe
agavero	aɡabeɾo
agenda	axenda
agendada	axendada
agendadas	axendadas
agendado	axendado
agendados	axendados
agendando	axendando
agendar	axendaɾ
agendo	axendo
agenesia	axenesja
agente	axente
agigantada	axiɡantada
agigantadas	axiɡantadas
agigantado	axiɡantado
agigantados	axiɡantados
agigantar	axiɡantaɾ
ágil	axil
agilidad	axilidad
agilidades	axilidades
agiotadora	axjotadoɾa
agiotadoras	axjotadoɾas
agiotador	axjotadoɾ
agiotaje	axjotaxe
agiotista	axjotista
agitada	axitada
agitadamente	axitadamente
agitadas	axitadas
agitadísimo	axitadisimo
agitado	axitado
agitadora	axitadoɾa
agitadoras	axitadoɾas
agitador	axitadoɾ
agitadores	axitadoɾes
agitados	axitados
agitanar	axitanaɾ
agitar	axitaɾ
agitarse	axitarse
agite	axite
agité	axite
agito	axito
agitó	axito
aglianico	aɡljaniko
aglicona	aɡlikona
aglomerada	aɡlomeɾada
aglomeradas	aɡlomeɾadas
aglomerado	aɡlomeɾado
aglomerados	aɡlomeɾados
aglomerante	aɡlomeɾante
aglomerar	aɡlomeɾaɾ
aglomero	aɡlomeɾo
aglonema	aɡlonema
aglutina	aɡlutina
aglutinada	aɡlutinada
aglutinadas	aɡlutinadas
